Orthogroup	schistosoma_mansoni	opisthorchis_viverrini
OG0006784	Smp_343250.1	T265_08434
OG0006786	Smp_077230.1	T265_11211
OG0006787	Smp_007300.1	T265_08649
OG0006788	Smp_023660.1	T265_11515
OG0006789	Smp_046160.1	T265_07766
OG0006790	Smp_130330.1	T265_05218
OG0006792	Smp_061100.1	T265_16192
OG0006793	Smp_046100.1	T265_14043
OG0006795	Smp_076400.1	T265_05585
OG0006799	Smp_068340.1	T265_09995
OG0006800	Smp_341370.1	T265_07249
OG0006801	Smp_024010.1	T265_10225
OG0006802	Smp_024030.1	T265_07255
OG0006803	Smp_070130.1	T265_07295
OG0006804	Smp_160100.1	T265_15818
OG0006807	Smp_211120.1	T265_02809, T265_06602
OG0006808	Smp_069400.1	T265_05692
OG0006811	Smp_039970.1	T265_12705
OG0006813	Smp_034100.1, Smp_331530.1	T265_00110
OG0006816	Smp_331550.1	T265_01883
OG0006817	Smp_305460.1, Smp_314790.1	T265_03708
OG0006818	Smp_016130.1	T265_04250
OG0006819	Smp_342960.1	T265_11336
OG0006820	Smp_247800.1	T265_11375
OG0006821	Smp_126560.1	T265_13587
OG0006851	Smp_138510.1	T265_04193
OG0006853	Smp_135380.1	T265_05500
OG0006854	Smp_065370.1	T265_03608
OG0006856	Smp_075770.1	T265_16309
OG0006859	Smp_175910.1	T265_05116
OG0006860	Smp_331810.1	T265_11734
OG0006861	Smp_105480.1	T265_13231
OG0006863	Smp_129720.1	T265_11398
OG0006864	Smp_125480.1	T265_00461
OG0006865	Smp_213700.1	T265_11837
OG0006866	Smp_193610.1	T265_00716
OG0006867	Smp_123240.1	T265_04312
OG0006868	Smp_170030.1	T265_13505
OG0006870	Smp_140830.1	T265_01915
OG0006871	Smp_123300.1	T265_15166
OG0006872	Smp_044400.1	T265_00059
OG0006873	Smp_139940.1	T265_03060
OG0006874	Smp_244240.1	T265_06195
OG0006875	Smp_002640.1	T265_10107
OG0006877	Smp_039300.1	T265_00054
OG0006878	Smp_340870.1	T265_04650
OG0006879	Smp_187190.1	T265_10539
OG0006880	Smp_330000.1	T265_07814
OG0006881	Smp_141450.1	T265_10807
OG0006883	Smp_196410.1	T265_07476
OG0006884	Smp_202630.1	T265_10639
OG0006886	Smp_247030.1	T265_06262
OG0006887	Smp_213740.1	T265_03261
OG0006888	Smp_060490.1	T265_14329
OG0006889	Smp_176720.1	T265_03887
OG0006890	Smp_026770.1	T265_07357
OG0006892	Smp_026230.1	T265_15484
OG0006893	Smp_333650.1	T265_12782
OG0006894	Smp_125400.1	T265_11279
OG0006895	Smp_136130.1	T265_06867
OG0006896	Smp_012530.1	T265_06123
OG0006897	Smp_344050.1	T265_02572
OG0006898	Smp_068710.1	T265_10956
OG0006899	Smp_060030.1	T265_10826
OG0006901	Smp_136350.1	T265_10142
OG0006902	Smp_321770.1	T265_07704
OG0006903	Smp_337390.1	T265_02091
OG0006904	Smp_128760.1	T265_00478
OG0006905	Smp_139330.1	T265_05648
OG0006906	Smp_312010.1	T265_06776
OG0006907	Smp_137710.1	T265_05472
OG0006908	Smp_310210.1	T265_15471
OG0006909	Smp_059910.1	T265_13530
OG0006911	Smp_049170.1	T265_01351
OG0006912	Smp_163330.1	T265_03021
OG0006913	Smp_095580.1	T265_13251
OG0006914	Smp_167000.1	T265_07635
OG0006915	Smp_140510.1	T265_06054
OG0006916	Smp_155720.1	T265_11420
OG0006917	Smp_322220.1	T265_00954
OG0006918	Smp_033870.1	T265_02805
OG0006920	Smp_103200.1	T265_04233
OG0006921	Smp_074780.1	T265_01451
OG0006922	Smp_025340.1	T265_11866
OG0006923	Smp_203280.1	T265_10133
OG0006924	Smp_149170.1	T265_01985
OG0006925	Smp_123030.1	T265_09437
OG0006927	Smp_346250.1	T265_02694
OG0006928	Smp_340890.1	T265_09545
OG0006929	Smp_344590.1	T265_02238, T265_02239
OG0006930	Smp_342900.1	T265_09001
OG0006931	Smp_178780.1	T265_14441
OG0006932	Smp_098650.1, Smp_098650.2	T265_11936
OG0006933	Smp_148290.1	T265_00358
OG0006934	Smp_122050.1	T265_08104
OG0006935	Smp_050130.1	T265_12752
OG0006936	Smp_008310.1	T265_09992
OG0006937	Smp_140730.1	T265_02852
OG0006938	Smp_247930.1	T265_02641
OG0006939	Smp_166320.1	T265_04096
OG0006940	Smp_199050.1	T265_09062
OG0006941	Smp_244070.1	T265_14242
OG0006942	Smp_104210.1	T265_04946
OG0006943	Smp_160070.1	T265_10286
OG0006944	Smp_170790.1	T265_14972
OG0006946	Smp_315740.1	T265_08530
OG0006947	Smp_330490.1	T265_01672
OG0006948	Smp_141710.1	T265_13602
OG0006949	Smp_301730.1	T265_06120
OG0006950	Smp_043220.1	T265_14502
OG0006951	Smp_149560.1	T265_05506
OG0006952	Smp_325820.1	T265_15597
OG0006953	Smp_004470.1	T265_12564
OG0006954	Smp_130220.1	T265_12955
OG0006956	Smp_341150.1	T265_14691
OG0006957	Smp_049890.1	T265_10694
OG0006958	Smp_001180.1	T265_02049
OG0006959	Smp_001950.1	T265_10804
OG0006960	Smp_032120.1, Smp_139580.1	T265_02982
OG0006962	Smp_245910.1	T265_05932
OG0006963	Smp_157390.1	T265_14844
OG0006964	Smp_013540.1	T265_08937
OG0006965	Smp_028100.1	T265_08989
OG0006966	Smp_162680.1	T265_02533
OG0006967	Smp_099440.1	T265_04778
OG0006968	Smp_154650.1	T265_04728
OG0006969	Smp_049930.1	T265_12516
OG0006970	Smp_049920.1	T265_00339
OG0006971	Smp_247280.1	T265_06978
OG0006972	Smp_132410.1	T265_02545
OG0006973	Smp_118750.1, Smp_301330.1	T265_06414, T265_11937
OG0006974	Smp_056500.1	T265_06012
OG0006975	Smp_164660.1	T265_06684
OG0006976	Smp_151590.1	T265_13703
OG0006977	Smp_140250.1	T265_06254
OG0006978	Smp_347660.1	T265_06003
OG0006979	Smp_340620.1	T265_15110
OG0006982	Smp_174450.1	T265_00137
OG0006983	Smp_133310.1	T265_07247
OG0006984	Smp_166930.1	T265_00095
OG0006985	Smp_172070.1	T265_04089
OG0006986	Smp_028330.1	T265_06305
OG0006987	Smp_087250.1	T265_01944
OG0006988	Smp_169640.1	T265_01942
OG0006989	Smp_342280.1	T265_08221
OG0006990	Smp_038300.1	T265_01798
OG0006991	Smp_345020.1	T265_13293
OG0006992	Smp_176070.1	T265_03445
OG0006993	Smp_074590.1	T265_14598
OG0006994	Smp_030440.1	T265_14027
OG0006996	Smp_171780.1	T265_07838
OG0006997	Smp_074210.1	T265_03784
OG0006998	Smp_153950.1	T265_05829
OG0006999	Smp_191310.1	T265_00467
OG0007000	Smp_045710.1	T265_09618
OG0007002	Smp_343710.1	T265_13608
OG0007003	Smp_032920.1	T265_09312
OG0007005	Smp_046250.1	T265_12553
OG0007006	Smp_300580.1	T265_14425
OG0007009	Smp_011030.1	T265_09606
OG0007010	Smp_244110.1	T265_14018
OG0007011	Smp_013815.1, Smp_013810.1	T265_02707
OG0007012	Smp_208010.1	T265_13116
OG0007014	Smp_187090.1	T265_01589
OG0007015	Smp_055770.1	T265_01736
OG0007017	Smp_122930.1	T265_11541
OG0007020	Smp_139800.1	T265_12742
OG0007021	Smp_161210.1	T265_07285
OG0007022	Smp_126210.1, Smp_126210.2	T265_10105
OG0007024	Smp_045620.1	T265_15203
OG0007025	Smp_046410.1	T265_07349
OG0007027	Smp_056370.1	T265_09943
OG0007029	Smp_333300.1	T265_03667
OG0007030	Smp_050270.1	T265_07191, T265_07190
OG0007031	Smp_154690.1	T265_11841
OG0007033	Smp_242360.1, Smp_242360.2	T265_07666
OG0007034	Smp_212960.1	T265_07663
OG0007035	Smp_086960.1	T265_12452
OG0007036	Smp_166890.1	T265_11173
OG0007037	Smp_066340.1	T265_03926
OG0007038	Smp_332520.1	T265_01371
OG0007039	Smp_130050.1	T265_03610
OG0007040	Smp_149770.1	T265_04058
OG0007041	Smp_034450.1	T265_06247
OG0007042	Smp_198750.1	T265_03246
OG0007043	Smp_074230.1	T265_09179
OG0007044	Smp_244510.1	T265_10044
OG0007046	Smp_069900.1	T265_14520
OG0007047	Smp_159940.1	T265_05862
OG0007049	Smp_079600.1	T265_05109, T265_05744
OG0007050	Smp_094810.1	T265_06288
OG0007051	Smp_058620.1	T265_07764
OG0007052	Smp_146150.1, Smp_146150.2	T265_04388
OG0007053	Smp_019190.1	T265_08719
OG0007054	Smp_091640.1, Smp_091640.2	T265_07732
OG0007055	Smp_050360.1	T265_09154
OG0007056	Smp_164180.1	T265_05999
OG0007057	Smp_079810.1	T265_03345
OG0007058	Smp_214100.1	T265_13018
OG0007059	Smp_346040.1, Smp_346040.2	T265_00376
OG0007061	Smp_349960.1	T265_04829
OG0007062	Smp_070540.1	T265_01080
OG0007064	Smp_074260.1	T265_05766
OG0007065	Smp_340400.1	T265_00953
OG0007066	Smp_200020.1	T265_08571
OG0007067	Smp_069720.1	T265_06544
OG0007068	Smp_130850.1	T265_11246
OG0007069	Smp_097500.1	T265_00550, T265_00551
OG0007070	Smp_048760.1	T265_12510
OG0007072	Smp_137390.1	T265_04896
OG0007073	Smp_085300.1	T265_00813
OG0007074	Smp_213500.1	T265_15487
OG0007075	Smp_345260.1	T265_07989
OG0007076	Smp_140550.1	T265_15038
OG0007077	Smp_156370.1	T265_00533
OG0007078	Smp_078640.1	T265_08600
OG0007079	Smp_176640.1	T265_03240
OG0007080	Smp_030500.1	T265_10816
OG0007081	Smp_014650.1	T265_14231
OG0007082	Smp_334710.1	T265_04328
OG0007085	Smp_340900.1	T265_04904
OG0007087	Smp_029900.1	T265_07785
OG0007090	Smp_162440.1	T265_06364
OG0007092	Smp_054560.1	T265_14165
OG0007094	Smp_327720.1	T265_12970
OG0007095	Smp_346230.1	T265_10901
OG0007097	Smp_140680.1	T265_02682
OG0007098	Smp_095670.1	T265_03980
OG0007099	Smp_155210.1	T265_11083
OG0007101	Smp_032240.1	T265_04498
OG0007103	Smp_213050.1	T265_00543
OG0007104	Smp_030290.1	T265_11729
OG0007105	Smp_091230.1	T265_03136
OG0007106	Smp_148800.1, Smp_148800.2	T265_11550
OG0007107	Smp_007890.1	T265_08878
OG0007112	Smp_040020.1	T265_01844
OG0007113	Smp_301260.1, Smp_301260.2	T265_04604
OG0007114	Smp_158160.1	T265_04757
OG0007115	Smp_032760.1	T265_07425
OG0007116	Smp_074000.1	T265_08883
OG0007117	Smp_243800.1	T265_10162
OG0007118	Smp_033110.1	T265_13074
OG0007149	Smp_179660.1	T265_05281
OG0007150	Smp_157730.1	T265_04577
OG0007151	Smp_213450.1	T265_13997
OG0007153	Smp_088240.1	T265_02261
OG0007155	Smp_309990.1	T265_06709
OG0007156	Smp_341670.1	T265_08863
OG0007157	Smp_340200.1	T265_00824
OG0007158	Smp_092170.1	T265_05761
OG0007160	Smp_094020.1	T265_13481
OG0007161	Smp_213560.1	T265_09832
OG0007162	Smp_075430.1	T265_14557
OG0007163	Smp_213640.1	T265_05022
OG0007164	Smp_145230.1	T265_05725
OG0007165	Smp_337425.1	T265_12888
OG0007166	Smp_077820.1	T265_05773
OG0007167	Smp_151360.1, Smp_151360.2	T265_04152
OG0007168	Smp_341390.1	T265_15062
OG0007171	Smp_147640.1	T265_12441
OG0007172	Smp_141080.1	T265_15713
OG0007173	Smp_128340.1	T265_03123
OG0007174	Smp_207080.1	T265_03572
OG0007176	Smp_266870.2	T265_09466
OG0007177	Smp_344440.1	T265_08068
OG0007178	Smp_132230.1	T265_00637
OG0007179	Smp_171080.1	T265_14173
OG0007180	Smp_152380.1	T265_10346
OG0007181	Smp_348400.1	T265_13478
OG0007182	Smp_146840.1	T265_04384
OG0007184	Smp_063190.1	T265_05750
OG0007186	Smp_042560.1	T265_05727
OG0007187	Smp_090150.1	T265_09224
OG0007188	Smp_176980.1	T265_04191
OG0007189	Smp_134960.1	T265_01579
OG0007191	Smp_153290.1	T265_04664
OG0007193	Smp_311610.1	T265_01765, T265_12272
OG0007194	Smp_032950.1	T265_09310
OG0007195	Smp_001830.1	T265_05776
OG0007196	Smp_153700.1	T265_00986
OG0007197	Smp_024850.1	T265_14654
OG0007198	Smp_093210.1	T265_14536
OG0007199	Smp_022640.1	T265_05694
OG0007200	Smp_128610.1	T265_01598
OG0007201	Smp_210630.1	T265_09750
OG0007202	Smp_050730.1	T265_05903
OG0007203	Smp_028490.1	T265_08004
OG0007205	Smp_334810.1	T265_00395
OG0007206	Smp_141570.1	T265_13211
OG0007207	Smp_065210.1	T265_00381
OG0007208	Smp_165360.1	T265_02790
OG0007209	Smp_041570.1	T265_16207
OG0007210	Smp_050940.1	T265_12116
OG0007212	Smp_000690.1	T265_05154
OG0007213	Smp_000680.1	T265_13697
OG0007214	Smp_136930.1	T265_15405
OG0007215	Smp_157840.1	T265_12481
OG0007216	Smp_341610.1	T265_13250
OG0007217	Smp_149580.1	T265_10000
OG0007218	Smp_213010.2, Smp_213010.1	T265_00164
OG0007220	Smp_027990.1	T265_08851
OG0007222	Smp_107200.2, Smp_107200.1	T265_05562
OG0007223	Smp_137810.1	T265_01427
OG0007226	Smp_155340.1	T265_13579
OG0007228	Smp_267010.1	T265_00447
OG0007229	Smp_042910.1	T265_08479
OG0007230	Smp_068240.1	T265_03041
OG0007232	Smp_017870.1	T265_15847, T265_15567
OG0007233	Smp_342130.1	T265_04602
OG0007234	Smp_073920.1	T265_11482
OG0007236	Smp_322240.1	T265_06291
OG0007237	Smp_160670.1	T265_14971
OG0007238	Smp_324180.1	T265_10292
OG0007239	Smp_042140.1	T265_05908
OG0007240	Smp_341750.1	T265_00429
OG0007242	Smp_051410.1	T265_01487
OG0007244	Smp_150040.1	T265_14474
OG0007245	Smp_049160.1	T265_01358
OG0007246	Smp_310650.1	T265_16196
OG0007247	Smp_045300.1	T265_04294
OG0007248	Smp_123810.1	T265_05026
OG0007250	Smp_213670.1	T265_15036
OG0007251	Smp_319070.1	T265_11004
OG0007254	Smp_166170.1	T265_12952
OG0007255	Smp_346120.1	T265_13345
OG0007256	Smp_076650.2, Smp_076650.1	T265_05855, T265_12346
OG0007257	Smp_102400.1	T265_15493
OG0007259	Smp_132030.1	T265_09412
OG0007260	Smp_343770.1	T265_04860
OG0007263	Smp_012110.1	T265_11430
OG0007264	Smp_157760.1	T265_04941
OG0007265	Smp_079310.1	T265_05604
OG0007268	Smp_342110.1	T265_14215
OG0007269	Smp_155040.1	T265_05536
OG0007270	Smp_332100.1	T265_11298
OG0007271	Smp_043390.1	T265_00237
OG0007272	Smp_007670.1	T265_08519
OG0007273	Smp_022740.1	T265_15362
OG0007274	Smp_047550.1	T265_01767
OG0007275	Smp_165930.1	T265_04518
OG0007277	Smp_124720.1	T265_13133
OG0007278	Smp_055920.1	T265_13676
OG0007280	Smp_342550.1	T265_02788
OG0007281	Smp_213530.1	T265_01963
OG0007282	Smp_241400.1	T265_09878
OG0007283	Smp_332290.1, Smp_310770.1	T265_13103
OG0007284	Smp_203720.1	T265_09365
OG0007285	Smp_091380.1	T265_01509
OG0007286	Smp_180890.1	T265_13951
OG0007287	Smp_137990.1	T265_07184
OG0007288	Smp_027220.1	T265_12855
OG0007290	Smp_175710.1	T265_11607
OG0007291	Smp_082740.1	T265_13686
OG0007292	Smp_341500.1	T265_00119
OG0007294	Smp_304980.1	T265_00456
OG0007295	Smp_015730.1	T265_13500
OG0007296	Smp_070770.1	T265_08875
OG0007297	Smp_346080.1	T265_16010, T265_13435
OG0007299	Smp_104960.1	T265_03981
OG0007300	Smp_321950.1	T265_01038
OG0007302	Smp_064350.1	T265_06965
OG0007303	Smp_069770.1	T265_07698
OG0007304	Smp_303120.1	T265_08114
OG0007306	Smp_248150.1, Smp_248150.2	T265_01724
OG0007307	Smp_342050.1	T265_08816
OG0007308	Smp_088990.1	T265_06111
OG0007309	Smp_159630.1	T265_03150
OG0007310	Smp_340990.1	T265_02132
OG0007311	Smp_191360.1	T265_14148
OG0007312	Smp_204120.1	T265_09680
OG0007313	Smp_165330.1	T265_10686
OG0007314	Smp_021140.1	T265_02895
OG0007316	Smp_033610.1	T265_07031
OG0007317	Smp_025670.1	T265_14512
OG0007319	Smp_004590.1	T265_03866
OG0007320	Smp_332590.1	T265_10123
OG0007321	Smp_019730.1	T265_04596
OG0007322	Smp_040790.1	T265_00608
OG0007323	Smp_104860.1	T265_07850
OG0007326	Smp_150030.1	T265_06757
OG0007327	Smp_093750.1	T265_03124
OG0007329	Smp_170160.1	T265_09888
OG0007330	Smp_173790.1, Smp_325740.1	T265_06718
OG0007331	Smp_333970.1	T265_05298
OG0007332	Smp_093440.1	T265_15382
OG0007334	Smp_340250.1	T265_09596
OG0007335	Smp_345565.1	T265_04559
OG0007336	Smp_095470.1	T265_15467
OG0007338	Smp_350360.1	T265_01823
OG0007339	Smp_344770.1	T265_00352, T265_12095
OG0007340	Smp_039600.1	T265_11151
OG0007341	Smp_019640.1	T265_09233
OG0007342	Smp_200610.1	T265_05423
OG0007343	Smp_023170.1	T265_07218
OG0007345	Smp_329620.1	T265_09850
OG0007346	Smp_190140.1	T265_07084
OG0007347	Smp_130490.1	T265_05564, T265_10483
OG0007348	Smp_090800.1	T265_08944
OG0007349	Smp_176260.1	T265_13121
OG0007350	Smp_090010.1	T265_11979
OG0007351	Smp_018020.1	T265_07712
OG0007352	Smp_082030.1	T265_10585, T265_15401
OG0007355	Smp_033010.1	T265_06884, T265_06886
OG0007356	Smp_074500.1	T265_10835
OG0007357	Smp_093780.1, Smp_322080.1	T265_09934
OG0007358	Smp_037700.1	T265_00267
OG0007359	Smp_162180.1	T265_09178
OG0007361	Smp_213550.1	T265_03303
OG0007362	Smp_004630.1, Smp_004630.2	T265_03860
OG0007363	Smp_347270.1	T265_12941, T265_16048
OG0007364	Smp_144540.1	T265_07980
OG0007365	Smp_267170.1	T265_14505
OG0007366	Smp_335300.1	T265_09286
OG0007367	Smp_308310.1	T265_08787
OG0007369	Smp_165750.1	T265_02066
OG0007370	Smp_344280.1	T265_04282
OG0007371	Smp_127670.1	T265_05219
OG0007372	Smp_186780.1, Smp_186780.2	T265_07265
OG0007373	Smp_347150.1	T265_09553
OG0007374	Smp_342100.1	T265_14368
OG0007413	Smp_021960.1	T265_03512
OG0007414	Smp_153550.1	T265_05549
OG0007416	Smp_328540.1	T265_00058
OG0007418	Smp_062560.1	T265_05716
OG0007420	Smp_244000.1	T265_05540
OG0007421	Smp_127860.1	T265_04842
OG0007423	Smp_130610.1	T265_01439
OG0007424	Smp_144120.1	T265_01527
OG0007425	Smp_344000.1	T265_09438
OG0007427	Smp_337830.3	T265_03793
OG0007428	Smp_163140.1	T265_01609
OG0007429	Smp_162980.1	T265_08593
OG0007430	Smp_124600.1	T265_00022
OG0007431	Smp_082570.1	T265_03404
OG0007432	Smp_333790.1	T265_08085
OG0007433	Smp_326670.1	T265_01578
OG0007434	Smp_023710.1	T265_01580
OG0007435	Smp_134870.1	T265_03935
OG0007436	Smp_072450.1	T265_03494
OG0007439	Smp_323910.1	T265_13153
OG0007440	Smp_314250.1	T265_01686
OG0007442	Smp_129070.1	T265_03000
OG0007443	Smp_094470.1	T265_04542
OG0007446	Smp_135940.1	T265_07779
OG0007450	Smp_030350.1	T265_09328
OG0007451	Smp_015820.1	T265_07759
OG0007452	Smp_150430.1	T265_05008
OG0007453	Smp_341450.1	T265_09967
OG0007454	Smp_045060.1	T265_04491
OG0007455	Smp_000630.1	T265_12299, T265_15198
OG0007456	Smp_080560.1	T265_00263
OG0007458	Smp_137360.1	T265_08853
OG0007459	Smp_132010.1	T265_08427
OG0007460	Smp_012280.1	T265_15360
OG0007461	Smp_042400.1	T265_00148
OG0007464	Smp_194410.1	T265_11096
OG0007465	Smp_152980.1	T265_10781
OG0007466	Smp_161040.1	T265_10696
OG0007467	Smp_134040.1	T265_00304
OG0007470	Smp_341460.1	T265_02162
OG0007471	Smp_001640.1	T265_02690
OG0007472	Smp_213860.1	T265_11478
OG0007473	Smp_141250.1	T265_12709
OG0007475	Smp_172440.1	T265_10548
OG0007476	Smp_148980.1	T265_01254
OG0007477	Smp_104370.1	T265_00147
OG0007478	Smp_005140.1	T265_13970, T265_08860
OG0007479	Smp_306240.1	T265_13973
OG0007480	Smp_248000.1	T265_08020
OG0007481	Smp_129410.1	T265_12736
OG0007482	Smp_340270.1	T265_00568
OG0007483	Smp_166300.1	T265_08518
OG0007484	Smp_000950.1	T265_06734
OG0007487	Smp_119920.1	T265_03952
OG0007488	Smp_245610.1	T265_13843
OG0007489	Smp_328730.1	T265_08616
OG0007490	Smp_123270.1	T265_09752
OG0007492	Smp_113740.1	T265_04963
OG0007493	Smp_035010.1	T265_13480
OG0007494	Smp_157940.1	T265_06958
OG0007495	Smp_344330.1	T265_01741
OG0007496	Smp_018990.1	T265_05621
OG0007497	Smp_342850.1	T265_04864
OG0007499	Smp_136620.1	T265_01988
OG0007500	Smp_301790.1	T265_01913
OG0007501	Smp_133580.1	T265_09168
OG0007502	Smp_075560.1	T265_09278
OG0007503	Smp_159380.1	T265_04881
OG0007506	Smp_267230.1	T265_09697
OG0007507	Smp_333510.1	T265_15566
OG0007508	Smp_027370.1	T265_13346
OG0007509	Smp_321840.1	T265_06813
OG0007510	Smp_243700.1	T265_03155
OG0007512	Smp_210310.1	T265_02136
OG0007513	Smp_081190.1	T265_04520
OG0007515	Smp_074190.1	T265_05759
OG0007516	Smp_078720.1	T265_14930
OG0007517	Smp_080320.1	T265_10294
OG0007518	Smp_105220.1	T265_11838
OG0007520	Smp_035480.1	T265_13770
OG0007521	Smp_345610.1	T265_01068
OG0007522	Smp_104660.1	T265_10578
OG0007523	Smp_136050.1	T265_15276
OG0007524	Smp_343800.1	T265_02665
OG0007525	Smp_212930.1	T265_07486
OG0007526	Smp_124010.1	T265_01041
OG0007527	Smp_158910.1	T265_05464
OG0007528	Smp_310240.1	T265_04494
OG0007529	Smp_154500.1	T265_15100
OG0007530	Smp_103830.1	T265_15042
OG0007533	Smp_038540.1	T265_13512
OG0007534	Smp_242430.1	T265_11781
OG0007536	Smp_078520.1	T265_14014
OG0007537	Smp_023840.1	T265_05059
OG0007538	Smp_074460.1	T265_08043
OG0007539	Smp_103320.1	T265_11337
OG0007540	Smp_316090.1	T265_03787
OG0007541	Smp_334980.1	T265_07226
OG0007543	Smp_155380.1	T265_09504
OG0007545	Smp_330830.1	T265_10680
OG0007546	Smp_171130.1	T265_00115
OG0007547	Smp_015760.1	T265_03026
OG0007548	Smp_211250.1	T265_09386
OG0007549	Smp_057210.1	T265_01923
OG0007550	Smp_029820.1	T265_01187
OG0007551	Smp_159950.1	T265_13850
OG0007552	Smp_097710.1	T265_03244
OG0007553	Smp_081420.1	T265_03651
OG0007554	Smp_246020.1	T265_10828
OG0007555	Smp_343020.1	T265_14513
OG0007558	Smp_136090.1	T265_00760
OG0007559	Smp_129080.1	T265_07495
OG0007560	Smp_168240.1	T265_08912
OG0007561	Smp_003930.1	T265_01086
OG0007563	Smp_102040.1	T265_04973
OG0007565	Smp_244670.1	T265_08702
OG0007566	Smp_083980.1	T265_04919
OG0007569	Smp_146910.1	T265_06479
OG0007570	Smp_176960.1	T265_04487
OG0007573	Smp_094250.1	T265_06717
OG0007574	Smp_092180.1	T265_05760
OG0007577	Smp_055630.1	T265_02909
OG0007578	Smp_079490.1	T265_09598
OG0007580	Smp_139250.1	T265_11741
OG0007582	Smp_205840.1	T265_10222
OG0007584	Smp_177010.1	T265_06160
OG0007585	Smp_308040.1	T265_00730
OG0007586	Smp_062270.1	T265_12749
OG0007588	Smp_003410.1	T265_03714
OG0007593	Smp_133830.1	T265_06829
OG0007596	Smp_021760.1	T265_14631
OG0007598	Smp_309350.1	T265_07302
OG0007601	Smp_089050.1	T265_12436
OG0007602	Smp_015900.1	T265_13370
OG0007603	Smp_334890.1	T265_03367
OG0007604	Smp_146480.1	T265_13981
OG0007605	Smp_343470.1	T265_03816
OG0007608	Smp_000880.1	T265_01421
OG0007610	Smp_038680.1	T265_06108
OG0007611	Smp_327360.1	T265_00375, T265_03256
OG0007613	Smp_021220.1	T265_02941
OG0007614	Smp_342060.1	T265_03864
OG0007615	Smp_072470.1	T265_05056
OG0007616	Smp_121130.1	T265_10472
OG0007617	Smp_175410.1	T265_13060
OG0007618	Smp_041700.1	T265_15440
OG0007667	Smp_172480.1	T265_00397
OG0007668	Smp_071000.1	T265_05484
OG0007670	Smp_345650.1	T265_04535
OG0007673	Smp_156230.1	T265_13845
OG0007674	Smp_213630.1	T265_01684
OG0007675	Smp_141160.1	T265_09106
OG0007677	Smp_034490.1	T265_09727
OG0007679	Smp_006060.1	T265_11280
OG0007681	Smp_041550.1	T265_10188
OG0007682	Smp_163950.1	T265_00394
OG0007683	Smp_143580.1	T265_09908
OG0007684	Smp_066990.1	T265_12096
OG0007685	Smp_148180.1	T265_13737
OG0007688	Smp_132060.1	T265_13501
OG0007689	Smp_164740.1	T265_14453
OG0007690	Smp_331220.1	T265_14895
OG0007691	Smp_138160.1	T265_14914
OG0007692	Smp_147470.1	T265_09070
OG0007693	Smp_073210.1	T265_05194
OG0007697	Smp_060750.1	T265_04102
OG0007698	Smp_095350.1	T265_00350
OG0007699	Smp_126420.1	T265_14690
OG0007700	Smp_324210.1	T265_15318
OG0007703	Smp_083800.1	T265_02877
OG0007705	Smp_098960.1	T265_08204
OG0007709	Smp_309220.1	T265_06807
OG0007710	Smp_124770.1, Smp_124770.2	T265_12965
OG0007711	Smp_145470.1	T265_14414
OG0007712	Smp_042780.1	T265_02780
OG0007714	Smp_344120.1	T265_06439
OG0007715	Smp_136200.1	T265_07580
OG0007717	Smp_198790.1	T265_11110
OG0007720	Smp_033770.1	T265_10130
OG0007721	Smp_157240.1	T265_13623
OG0007723	Smp_244860.1	T265_14163
OG0007724	Smp_080520.1	T265_09798
OG0007726	Smp_019750.1	T265_07175
OG0007728	Smp_004940.1	T265_11726
OG0007729	Smp_098550.1	T265_11879
OG0007731	Smp_006560.1	T265_00720
OG0007732	Smp_149720.1	T265_03474
OG0007735	Smp_315000.1	T265_14570
OG0007736	Smp_073540.1	T265_07061
OG0007737	Smp_131350.1	T265_04909
OG0007738	Smp_162840.1	T265_14556
OG0007739	Smp_076370.1	T265_13540
OG0007740	Smp_340330.1	T265_06428
OG0007741	Smp_350410.1, Smp_349550.1	T265_03317
OG0007742	Smp_044560.1	T265_06203, T265_06205
OG0007744	Smp_212720.1	T265_11842
OG0007745	Smp_068420.1	T265_05809
OG0007748	Smp_245530.1	T265_02890
OG0007749	Smp_053130.1	T265_00425
OG0007750	Smp_168140.1	T265_13968
OG0007751	Smp_345980.1	T265_09221
OG0007752	Smp_152190.1	T265_08561
OG0007753	Smp_019620.1	T265_08175
OG0007754	Smp_320540.1	T265_05641
OG0007757	Smp_247350.1, Smp_247350.2	T265_01341
OG0007758	Smp_329220.1	T265_00003
OG0007759	Smp_078270.1	T265_15518
OG0007760	Smp_150150.1	T265_06117
OG0007764	Smp_024150.1	T265_10510
OG0007765	Smp_055960.1	T265_06384
OG0007775	Smp_175420.1	T265_12940
OG0007777	Smp_070930.1	T265_11323
OG0007778	Smp_213160.1	T265_09468, T265_05200
OG0007779	Smp_032260.1	T265_04502
OG0007782	Smp_025680.1	T265_14511
OG0007785	Smp_066520.1	T265_12780
OG0007789	Smp_345480.2, Smp_345480.1	T265_04652
OG0007790	Smp_334480.1, Smp_334480.2	T265_04979
