Orthogroup	schistosoma_mansoni	schistosoma_margrebowiei
OG0005954	Smp_335770.1	SMRG1_19990.1
OG0005955	Smp_059570.1	SMRG1_92440.1
OG0005956	Smp_347800.1	SMRG1_30570.1
OG0005957	Smp_245120.1	SMRG1_24070.1, SMRG1_24090.1
OG0005958	Smp_197860.1	SMRG1_74790.1
OG0005959	Smp_006860.1	SMRG1_39330.1
OG0005960	Smp_143700.1	SMRG1_86150.1
OG0005961	Smp_326750.1	SMRG1_69440.1, SMRG1_69440.2
OG0005962	Smp_342490.1	SMRG1_93940.1
OG0005963	Smp_160610.1	SMRG1_62990.1
OG0005964	Smp_300500.1	SMRG1_32220.1
OG0005965	Smp_051260.1	SMRG1_21160.1
OG0005966	Smp_172170.2, Smp_172170.1	SMRG1_88540.1
OG0005967	Smp_052160.1	SMRG1_73570.1
OG0005968	Smp_058350.1	SMRG1_13090.1, SMRG1_13090.2
OG0005969	Smp_302980.1	SMRG1_43590.1
OG0005970	Smp_081470.1	SMRG1_21760.1
OG0005971	Smp_073680.1	SMRG1_25850.1
OG0005972	Smp_047400.1	SMRG1_54740.1
OG0005973	Smp_346370.1	SMRG1_44540.1
OG0005974	Smp_346750.1	SMRG1_21980.2, SMRG1_21980.1
OG0005975	Smp_148970.1	SMRG1_72090.1
OG0005976	Smp_012810.1	SMRG1_30820.1
OG0005977	Smp_343940.1	SMRG1_52590.1
OG0005978	Smp_345340.1	SMRG1_87320.1, SMRG1_87320.2
OG0005980	Smp_170930.1	SMRG1_56930.1
OG0005981	Smp_127640.1	SMRG1_94460.1
OG0005982	Smp_132540.1	SMRG1_65250.1
OG0005983	Smp_071830.1	SMRG1_49160.1
OG0005984	Smp_308820.1	SMRG1_66140.1
OG0005985	Smp_035650.1	SMRG1_28150.1
OG0005986	Smp_343930.1, Smp_343930.2	SMRG1_21320.1, SMRG1_21320.2
OG0005987	Smp_146250.1	SMRG1_21310.2, SMRG1_21310.1
OG0005988	Smp_198920.1	SMRG1_97180.1
OG0005989	Smp_056900.1	SMRG1_82270.1, SMRG1_82270.2, SMRG1_82270.3
OG0005990	Smp_333960.1	SMRG1_56910.1, SMRG1_56910.2
OG0005991	Smp_147570.1	SMRG1_54760.1
OG0005992	Smp_310430.1	SMRG1_47920.1
OG0005993	Smp_042150.1	SMRG1_78390.1
OG0005994	Smp_336010.1	SMRG1_54290.1
OG0005995	Smp_140990.1	SMRG1_71200.1
OG0005996	Smp_054200.1	SMRG1_18760.1
OG0005997	Smp_088390.1	SMRG1_910.1
OG0005998	Smp_125450.1	SMRG1_48580.1
OG0005999	Smp_142790.1	SMRG1_80480.1
OG0006000	Smp_244480.1	SMRG1_11820.1
OG0006001	Smp_158170.1	SMRG1_88900.1
OG0006002	Smp_146570.1	SMRG1_52500.3, SMRG1_52500.1, SMRG1_52500.2
OG0006003	Smp_036270.1	SMRG1_34570.1
OG0006004	Smp_176300.1	SMRG1_50410.1
OG0006005	Smp_334150.1	SMRG1_73720.1
OG0006006	Smp_245510.1	SMRG1_47040.1
OG0006007	Smp_051290.1, Smp_051290.2	SMRG1_21090.1, SMRG1_21090.2
OG0006008	Smp_172640.1	SMRG1_71560.1
OG0006009	Smp_043610.2	SMRG1_83600.1
OG0006010	Smp_092750.1	SMRG1_82950.1
OG0006011	Smp_134800.1	SMRG1_65650.1
OG0006012	Smp_246340.1	SMRG1_66900.1, SMRG1_66900.2
OG0006013	Smp_333410.1	SMRG1_21820.1
OG0006014	Smp_069170.1	SMRG1_75060.1
OG0006015	Smp_042740.1	SMRG1_75670.1
OG0006016	Smp_247430.1	SMRG1_79760.1
OG0006017	Smp_149130.1	SMRG1_79790.1
OG0006018	Smp_149400.1	SMRG1_90240.1, SMRG1_90240.2
OG0006019	Smp_343640.1	SMRG1_86090.1
OG0006020	Smp_077280.1	SMRG1_20790.1, SMRG1_20790.2, SMRG1_20790.3, SMRG1_20790.4
OG0006021	Smp_059200.1	SMRG1_76680.1
OG0006022	Smp_013300.1	SMRG1_62580.1
OG0006023	Smp_341190.1	SMRG1_16550.1
OG0006024	Smp_194900.1	SMRG1_47720.1, SMRG1_47720.2, SMRG1_47720.3, SMRG1_47720.4
OG0006025	Smp_244460.1	SMRG1_14380.1
OG0006026	Smp_056440.1	SMRG1_780.1
OG0006027	Smp_340110.1	SMRG1_24820.1
OG0006028	Smp_046800.1	SMRG1_50190.1, SMRG1_50190.2
OG0006029	Smp_021800.1	SMRG1_56710.1
OG0006030	Smp_336360.1	SMRG1_34460.1
OG0006031	Smp_124740.1	SMRG1_18690.1, SMRG1_18690.2, SMRG1_18690.3
OG0006032	Smp_322970.1	SMRG1_9840.1, SMRG1_9840.2
OG0006033	Smp_161400.1	SMRG1_41410.1
OG0006034	Smp_161500.1	SMRG1_43790.1
OG0006035	Smp_340360.1	SMRG1_56650.1
OG0006036	Smp_347540.1, Smp_347540.2	SMRG1_83910.1
OG0006037	Smp_039000.1	SMRG1_84910.1
OG0006038	Smp_072720.1	SMRG1_43740.1
OG0006039	Smp_333860.1	SMRG1_51560.1
OG0006040	Smp_350090.1	SMRG1_57810.1, SMRG1_58050.1
OG0006041	Smp_326410.1	SMRG1_28350.1
OG0006042	Smp_073140.1	SMRG1_31520.1
OG0006043	Smp_341220.1	SMRG1_16760.1
OG0006044	Smp_092490.1	SMRG1_69080.1
OG0006045	Smp_201130.2, Smp_201130.1	SMRG1_36220.1, SMRG1_36220.2, SMRG1_36220.3
OG0006046	Smp_157070.1	SMRG1_12570.1, SMRG1_12570.2
OG0006047	Smp_173410.1	SMRG1_33530.1
OG0006048	Smp_080530.1	SMRG1_7680.1
OG0006049	Smp_210380.1	SMRG1_40780.1
OG0006050	Smp_074930.1, Smp_074930.2	SMRG1_62030.1
OG0006051	Smp_343530.1	SMRG1_6760.1, SMRG1_6760.2
OG0006052	Smp_149980.1	SMRG1_73430.1
OG0006053	Smp_000180.1	SMRG1_68190.1
OG0006054	Smp_243660.1	SMRG1_64400.1
OG0006055	Smp_245300.1	SMRG1_4500.1
OG0006056	Smp_146810.1	SMRG1_14470.1
OG0006057	Smp_129100.1	SMRG1_30680.1
OG0006058	Smp_044950.1	SMRG1_17200.1
OG0006059	Smp_149900.1	SMRG1_73320.1
OG0006060	Smp_346920.1	SMRG1_3200.2, SMRG1_3200.3, SMRG1_3200.1
OG0006061	Smp_169300.1	SMRG1_85990.1, SMRG1_85990.2
OG0006062	Smp_175680.1, Smp_175680.2	SMRG1_35850.1
OG0006063	Smp_139180.1	SMRG1_45460.1
OG0006064	Smp_176150.1	SMRG1_70530.1
OG0006065	Smp_157715.1	SMRG1_11980.1
OG0006066	Smp_059880.1	SMRG1_8840.1
OG0006067	Smp_051360.1	SMRG1_43600.1
OG0006068	Smp_072210.1	SMRG1_41240.1
OG0006069	Smp_319660.1, Smp_144720.1	SMRG1_34280.1
OG0006070	Smp_138350.1	SMRG1_67020.1
OG0006071	Smp_175230.1	SMRG1_77290.1
OG0006072	Smp_146710.1	SMRG1_83850.1
OG0006073	Smp_048930.1	SMRG1_53290.1, SMRG1_53290.2
OG0006074	Smp_147050.1	SMRG1_92230.1
OG0006075	Smp_073690.1	SMRG1_25840.1
OG0006076	Smp_023230.1	SMRG1_51550.1
OG0006077	Smp_157620.1	SMRG1_42110.1
OG0006078	Smp_004060.1	SMRG1_24850.1, SMRG1_24850.2
OG0006079	Smp_337240.1	SMRG1_52410.1
OG0006080	Smp_152850.1	SMRG1_32760.1, SMRG1_32770.1
OG0006081	Smp_043940.1	SMRG1_680.1
OG0006082	Smp_196370.1, Smp_196370.2	SMRG1_41940.1
OG0006083	Smp_064400.1	SMRG1_84460.1, SMRG1_84460.2
OG0006084	Smp_336800.1	SMRG1_22880.1
OG0006085	Smp_149330.1	SMRG1_73900.1
OG0006086	Smp_098850.1	SMRG1_24450.1, SMRG1_24450.2
OG0006087	Smp_213880.1	SMRG1_39130.1
OG0006088	Smp_050250.1	SMRG1_72220.1
OG0006089	Smp_155360.1	SMRG1_10810.1
OG0006090	Smp_131360.1	SMRG1_92730.1
OG0006091	Smp_053820.1	SMRG1_80870.1
OG0006092	Smp_076600.1	SMRG1_13270.1
OG0006093	Smp_159180.1	SMRG1_55460.1
OG0006094	Smp_173000.1	SMRG1_51790.1
OG0006095	Smp_102510.1	SMRG1_82740.1
OG0006096	Smp_161140.1	SMRG1_16200.1
OG0006097	Smp_096750.1, Smp_329590.1	SMRG1_77280.1
OG0006098	Smp_342000.1	SMRG1_25370.1, SMRG1_25370.2, SMRG1_25370.3
OG0006099	Smp_304800.1	SMRG1_7000.1
OG0006100	Smp_323890.1	SMRG1_17840.1, SMRG1_17840.2
OG0006101	Smp_083740.1	SMRG1_37500.1
OG0006102	Smp_041890.1	SMRG1_78610.1
OG0006103	Smp_142560.1	SMRG1_38090.1
OG0006104	Smp_030220.1	SMRG1_67290.1
OG0006105	Smp_331660.1, Smp_178810.1	SMRG1_82620.1
OG0006106	Smp_052890.1	SMRG1_60920.1
OG0006107	Smp_066960.1	SMRG1_74850.1
OG0006108	Smp_156850.2, Smp_308910.1, Smp_156850.1	SMRG1_84540.1
OG0006109	Smp_053120.1	SMRG1_70830.1
OG0006110	Smp_172460.1	SMRG1_91440.1
OG0006111	Smp_038330.1	SMRG1_1820.1, SMRG1_1820.2
OG0006112	Smp_158180.1	SMRG1_88890.1
OG0006113	Smp_134230.2, Smp_134230.1	SMRG1_3580.1
OG0006114	Smp_211300.1	SMRG1_95060.1, SMRG1_95060.2
OG0006115	Smp_347730.1	SMRG1_27230.1
OG0006116	Smp_124590.1	SMRG1_47990.1
OG0006117	Smp_346270.1	SMRG1_56840.1
OG0006118	Smp_032580.1	SMRG1_57100.1
OG0006119	Smp_102480.1	SMRG1_55330.1
OG0006120	Smp_040280.1	SMRG1_42700.1
OG0006121	Smp_173650.1	SMRG1_21880.1
OG0006122	Smp_140900.1	SMRG1_29640.1
OG0006123	Smp_341140.1	SMRG1_60510.1
OG0006124	Smp_002740.1	SMRG1_66120.2, SMRG1_66120.1
OG0006125	Smp_336740.1	SMRG1_74970.1
OG0006126	Smp_013370.1	SMRG1_62630.1
OG0006127	Smp_149710.1	SMRG1_43400.1
OG0006128	Smp_008120.1	SMRG1_37160.1
OG0006129	Smp_058470.1	SMRG1_13000.1
OG0006130	Smp_141330.1	SMRG1_28130.1
OG0006131	Smp_127500.1, Smp_127500.2	SMRG1_63600.1
OG0006132	Smp_311170.1	SMRG1_52130.1
OG0006133	Smp_001120.1	SMRG1_69000.1
OG0006134	Smp_155060.1	SMRG1_19870.1
OG0006135	Smp_142930.1	SMRG1_1760.1
OG0006136	Smp_160180.1	SMRG1_77340.1
OG0006137	Smp_307080.1	SMRG1_20880.1, SMRG1_20880.2
OG0006138	Smp_322650.1	SMRG1_7440.1
OG0006139	Smp_064950.1	SMRG1_12770.1
OG0006140	Smp_027500.1, Smp_027500.2	SMRG1_74000.2, SMRG1_74000.1
OG0006141	Smp_129060.1	SMRG1_30750.1
OG0006143	Smp_096270.1	SMRG1_16420.1
OG0006144	Smp_018530.1	SMRG1_59810.1
OG0006145	Smp_054810.1	SMRG1_38900.1
OG0006146	Smp_042080.1	SMRG1_78480.1
OG0006147	Smp_046500.1, Smp_046500.2	SMRG1_89330.1
OG0006148	Smp_001020.1	SMRG1_68840.1
OG0006149	Smp_311580.1, Smp_322580.1, Smp_346050.1, Smp_315990.1	SMRG1_6920.1
OG0006150	Smp_125780.1	SMRG1_31820.1
OG0006151	Smp_196690.1	SMRG1_41860.1, SMRG1_41860.2
OG0006152	Smp_050920.1	SMRG1_90320.1
OG0006153	Smp_343190.1	SMRG1_60360.1, SMRG1_60360.2, SMRG1_60360.3
OG0006154	Smp_074150.1	SMRG1_87150.1, SMRG1_87150.2
OG0006155	Smp_039740.1	SMRG1_19360.1, SMRG1_19360.2
OG0006156	Smp_070020.1	SMRG1_77360.1, SMRG1_77360.2
OG0006157	Smp_345290.1, Smp_163030.1	SMRG1_45260.1
OG0006158	Smp_163720.1	SMRG1_20910.1, SMRG1_20910.2, SMRG1_20910.4, SMRG1_20910.3
OG0006159	Smp_154980.1	SMRG1_23520.2, SMRG1_23520.3, SMRG1_23520.1
OG0006160	Smp_060270.1	SMRG1_16100.1, SMRG1_16100.2
OG0006161	Smp_103380.1	SMRG1_85900.1
OG0006162	Smp_335750.1	SMRG1_18420.1
OG0006163	Smp_064640.1	SMRG1_540.1
OG0006164	Smp_148160.1	SMRG1_1450.1
OG0006165	Smp_079010.1	SMRG1_71040.1, SMRG1_71040.2
OG0006166	Smp_004680.1	SMRG1_48080.1, SMRG1_48080.2
OG0006167	Smp_101450.1, Smp_330330.1	SMRG1_82540.1
OG0006168	Smp_005290.1	SMRG1_91520.1
OG0006170	Smp_146900.1	SMRG1_12920.1, SMRG1_12920.2
OG0006171	Smp_134160.1	SMRG1_3740.1
OG0006172	Smp_211150.1	SMRG1_44320.1
OG0006173	Smp_016990.1	SMRG1_20560.1
OG0006174	Smp_054230.1	SMRG1_18750.1
OG0006175	Smp_158640.1	SMRG1_88660.1
OG0006176	Smp_123540.1	SMRG1_91790.1
OG0006177	Smp_091730.1	SMRG1_88320.1
OG0006178	Smp_002010.1	SMRG1_87860.1
OG0006179	Smp_017290.1	SMRG1_46660.1, SMRG1_46660.2
OG0006180	Smp_059750.1	SMRG1_52050.1, SMRG1_52050.2
OG0006181	Smp_149110.1	SMRG1_79740.1
OG0006182	Smp_126670.1	SMRG1_32570.1
OG0006183	Smp_057230.1	SMRG1_32750.1
OG0006184	Smp_213970.1	SMRG1_40620.1, SMRG1_40620.2
OG0006185	Smp_343910.2	SMRG1_48460.1
OG0006186	Smp_198360.1	SMRG1_94140.1, SMRG1_94140.2
OG0006187	Smp_152090.1	SMRG1_43240.1
OG0006188	Smp_056080.1	SMRG1_43290.1
OG0006189	Smp_125200.1	SMRG1_96850.1, SMRG1_96850.2
OG0006190	Smp_345960.1	SMRG1_96920.1
OG0006191	Smp_166020.1	SMRG1_97710.1
OG0006193	Smp_123550.1	SMRG1_91800.1
OG0006195	Smp_312720.1	SMRG1_71300.1, SMRG1_71300.2
OG0006197	Smp_138320.1	SMRG1_66970.1
OG0006198	Smp_319650.1	SMRG1_32490.1
OG0006199	Smp_085840.1	SMRG1_26660.1
OG0006200	Smp_003300.1	SMRG1_25550.1, SMRG1_25550.2
OG0006201	Smp_130950.1	SMRG1_23760.1, SMRG1_23760.2, SMRG1_23760.3, SMRG1_23760.4
OG0006202	Smp_176650.1	SMRG1_22800.1
OG0006203	Smp_347510.1	SMRG1_43840.1
OG0006204	Smp_146470.1	SMRG1_36830.1
OG0006205	Smp_306610.1, Smp_350490.1	SMRG1_16960.1
OG0006206	Smp_132120.1	SMRG1_13790.1, SMRG1_13790.2
OG0006207	Smp_073400.1	SMRG1_19820.1
OG0006209	Smp_344550.1	SMRG1_2250.1, SMRG1_2260.1, SMRG1_2270.1
OG0006210	Smp_304880.1	SMRG1_7340.1
OG0006211	Smp_165050.1	SMRG1_38690.1
OG0006212	Smp_328910.1	SMRG1_57770.1
OG0006213	Smp_077890.1, Smp_077890.2, Smp_112450.1	SMRG1_68070.1, SMRG1_68090.1, SMRG1_68080.1
OG0006214	Smp_177100.1	SMRG1_69830.1
OG0006214	Smp_346960.1	SMRG1_69820.1
OG0006215	Smp_332140.1	SMRG1_85890.1
OG0006225	Smp_030250.1	SMRG1_67310.1
OG0006226	Smp_068220.1	SMRG1_9830.1
OG0006227	Smp_147420.1	SMRG1_11010.1
OG0006228	Smp_186930.1	SMRG1_26410.1
OG0006229	Smp_054310.1	SMRG1_15380.1
OG0006230	Smp_315720.1	SMRG1_94610.1
OG0006231	Smp_247210.1	SMRG1_40860.1
OG0006233	Smp_097210.1	SMRG1_44550.1, SMRG1_44550.2
OG0006234	Smp_267080.1	SMRG1_13530.1, SMRG1_13530.2
OG0006235	Smp_213730.1	SMRG1_25780.1, SMRG1_25780.2
OG0006236	Smp_196810.1	SMRG1_69100.1, SMRG1_69100.2
OG0006237	Smp_049680.1	SMRG1_40330.1, SMRG1_40390.1
OG0006238	Smp_072970.1	SMRG1_31700.1, SMRG1_31700.2
OG0006239	Smp_247570.1	SMRG1_77710.1
OG0006240	Smp_045600.1	SMRG1_83880.1, SMRG1_83880.2
OG0006241	Smp_022090.1	SMRG1_56440.1, SMRG1_56440.2
OG0006242	Smp_343950.1	SMRG1_14520.1
OG0006243	Smp_061650.1	SMRG1_44340.1
OG0006244	Smp_000830.1	SMRG1_68670.1
OG0006245	Smp_155620.1	SMRG1_55830.1
OG0006246	Smp_067890.1	SMRG1_81650.1
OG0006247	Smp_051080.1	SMRG1_90190.1
OG0006248	Smp_046290.1	SMRG1_92110.1
OG0006249	Smp_146940.1	SMRG1_46430.1
OG0006250	Smp_008500.1	SMRG1_33090.1
OG0006251	Smp_244310.1	SMRG1_15900.1
OG0006252	Smp_301800.1	SMRG1_34600.1
OG0006253	Smp_300090.1	SMRG1_90480.1
OG0006254	Smp_104450.1	SMRG1_2050.1
OG0006255	Smp_332460.1	SMRG1_36000.1
OG0006256	Smp_148540.1	SMRG1_40030.1
OG0006257	Smp_033400.2, Smp_033400.1	SMRG1_95190.1
OG0006258	Smp_342580.1	SMRG1_67600.1
OG0006259	Smp_300150.1	SMRG1_90380.1
OG0006260	Smp_089700.1	SMRG1_23910.1
OG0006261	Smp_114565.1	SMRG1_77150.1
OG0006262	Smp_117390.1, Smp_331940.1	SMRG1_69460.1, SMRG1_69460.2
OG0006263	Smp_334560.1	SMRG1_84600.1
OG0006264	Smp_313640.1, Smp_313640.2	SMRG1_78230.1
OG0006265	Smp_099320.1	SMRG1_22840.1
OG0006266	Smp_169030.1	SMRG1_51330.1
OG0006267	Smp_247190.1	SMRG1_40950.1
OG0006268	Smp_330620.1	SMRG1_84730.1, SMRG1_84730.2, SMRG1_84730.3, SMRG1_84730.4
OG0006269	Smp_161290.1	SMRG1_48970.1
OG0006270	Smp_168610.1	SMRG1_15930.1
OG0006271	Smp_204020.1	SMRG1_18930.1
OG0006272	Smp_341060.1	SMRG1_9290.1
OG0006273	Smp_342950.1	SMRG1_44690.1
OG0006274	Smp_136690.1	SMRG1_45770.1
OG0006275	Smp_053990.1	SMRG1_81010.1
OG0006276	Smp_170210.1	SMRG1_86690.1, SMRG1_86690.2
OG0006277	Smp_241950.1	SMRG1_44360.1
OG0006278	Smp_040110.1	SMRG1_85430.1
OG0006279	Smp_049520.1	SMRG1_40210.1
OG0006280	Smp_017880.1	SMRG1_11440.1
OG0006281	Smp_140370.1	SMRG1_32450.1
OG0006282	Smp_334340.1	SMRG1_78300.1, SMRG1_78300.2
OG0006283	Smp_308360.1	SMRG1_41760.1, SMRG1_41760.2
OG0006284	Smp_312770.1	SMRG1_72950.1
OG0006285	Smp_047460.1	SMRG1_54780.1
OG0006286	Smp_213040.1	SMRG1_63160.1, SMRG1_63160.2, SMRG1_63160.3
OG0006287	Smp_009020.1	SMRG1_74460.1
OG0006288	Smp_342270.1	SMRG1_74620.1
OG0006289	Smp_334330.1	SMRG1_78180.1
OG0006290	Smp_342650.1	SMRG1_65330.1
OG0006291	Smp_096000.1	SMRG1_62270.1
OG0006292	Smp_100070.1	SMRG1_69650.1, SMRG1_69650.2
OG0006293	Smp_031720.1	SMRG1_97280.1
OG0006294	Smp_159560.1	SMRG1_24680.1
OG0006295	Smp_022990.1	SMRG1_96330.1, SMRG1_96330.2
OG0006296	Smp_332610.1	SMRG1_41100.1
OG0006297	Smp_323790.1	SMRG1_26880.1
OG0006298	Smp_048650.1	SMRG1_1500.1
OG0006299	Smp_346660.1	SMRG1_2080.1
OG0006300	Smp_021730.1	SMRG1_8960.1
OG0006302	Smp_047740.1	SMRG1_55090.1
OG0006303	Smp_133860.1	SMRG1_410.1
OG0006304	Smp_315860.1, Smp_315860.2	SMRG1_49890.1
OG0006306	Smp_151920.1	SMRG1_17330.1
OG0006307	Smp_342080.1, Smp_342080.2	SMRG1_35490.1, SMRG1_35490.2
OG0006308	Smp_315840.1	SMRG1_73800.1
OG0006309	Smp_336750.1	SMRG1_79210.1
OG0006310	Smp_044580.1	SMRG1_6050.1, SMRG1_6050.2
OG0006311	Smp_099420.1	SMRG1_89760.1
OG0006312	Smp_087330.1	SMRG1_78090.1
OG0006313	Smp_059100.1	SMRG1_76590.1
OG0006314	Smp_141610.1	SMRG1_72580.1
OG0006315	Smp_130340.1	SMRG1_93970.1
OG0006316	Smp_100090.1	SMRG1_69670.1
OG0006317	Smp_094560.1	SMRG1_50690.1
OG0006318	Smp_158240.1	SMRG1_50950.1
OG0006319	Smp_342090.1	SMRG1_91500.1
OG0006320	Smp_329760.1, Smp_015490.1	SMRG1_31130.1
OG0006321	Smp_244790.1	SMRG1_940.1, SMRG1_940.2
OG0006322	Smp_180570.1	SMRG1_56290.1
OG0006323	Smp_172340.1	SMRG1_34020.1
OG0006324	Smp_073410.1	SMRG1_19830.1
OG0006325	Smp_245170.1	SMRG1_5500.1
OG0006326	Smp_318500.1	SMRG1_97150.1, SMRG1_97140.1
OG0006327	Smp_003900.1	SMRG1_25030.1
OG0006328	Smp_349780.1	SMRG1_58730.1
OG0006329	Smp_159860.1	SMRG1_67520.1
OG0006330	Smp_052750.1	SMRG1_92020.1
OG0006331	Smp_080610.1	SMRG1_61280.1
OG0006332	Smp_346840.1	SMRG1_45700.1
OG0006333	Smp_074020.1	SMRG1_60630.1
OG0006334	Smp_085490.1	SMRG1_83460.1
OG0006335	Smp_134540.1	SMRG1_96280.1
OG0006336	Smp_333420.1	SMRG1_21720.1
OG0006337	Smp_024390.1	SMRG1_15060.1
OG0006338	Smp_077400.1	SMRG1_20710.1
OG0006339	Smp_118040.1	SMRG1_35680.1
OG0006340	Smp_198930.1	SMRG1_43980.1, SMRG1_43980.2
OG0006341	Smp_311440.1	SMRG1_52330.1
OG0006342	Smp_334600.1	SMRG1_84970.1
OG0006343	Smp_018590.1	SMRG1_59750.1
OG0006344	Smp_079430.1	SMRG1_26010.1
OG0006345	Smp_344150.1	SMRG1_72310.1, SMRG1_72290.1
OG0006346	Smp_344810.1	SMRG1_91650.1
OG0006347	Smp_083410.1	SMRG1_27800.1
OG0006348	Smp_031570.1	SMRG1_45640.1
OG0006349	Smp_011960.1	SMRG1_8110.1
OG0006350	Smp_144510.1	SMRG1_37280.1
OG0006351	Smp_344750.1	SMRG1_77570.1
OG0006352	Smp_340530.1	SMRG1_14070.1
OG0006353	Smp_036990.1	SMRG1_70350.1
OG0006355	Smp_156480.1	SMRG1_51980.1, SMRG1_51980.3, SMRG1_51980.2
OG0006356	Smp_050430.1	SMRG1_79800.1
OG0006357	Smp_064360.1	SMRG1_84500.1
OG0006358	Smp_212730.1	SMRG1_15600.1
OG0006359	Smp_127190.1	SMRG1_51650.1, SMRG1_51650.2
OG0006360	Smp_335530.1	SMRG1_94260.1, SMRG1_94250.1, SMRG1_94250.2
OG0006361	Smp_102410.1	SMRG1_55070.1
OG0006362	Smp_143860.1, Smp_143860.2	SMRG1_19390.1
OG0006363	Smp_305760.1	SMRG1_13730.1
OG0006364	Smp_058150.1	SMRG1_83390.1
OG0006365	Smp_162970.1	SMRG1_22210.1
OG0006366	Smp_048880.1	SMRG1_53260.1
OG0006367	Smp_180020.1	SMRG1_70450.1
OG0006368	Smp_085790.1	SMRG1_64240.1, SMRG1_64240.2
OG0006369	Smp_169290.1	SMRG1_85970.1
OG0006370	Smp_148900.1	SMRG1_71960.1
OG0006371	Smp_067900.1	SMRG1_81640.1
OG0006372	Smp_072360.1	SMRG1_41380.1
OG0006373	Smp_055100.1	SMRG1_79070.1, SMRG1_79070.2
OG0006374	Smp_023150.1	SMRG1_51470.1
OG0006375	Smp_243830.1	SMRG1_20640.1
OG0006376	Smp_340070.1	SMRG1_88180.1
OG0006377	Smp_162650.1	SMRG1_62100.1
OG0006378	Smp_123370.1	SMRG1_54360.1
OG0006379	Smp_162220.1, Smp_162220.2	SMRG1_87230.1
OG0006380	Smp_169760.1	SMRG1_89910.1, SMRG1_89910.2, SMRG1_89910.3
OG0006381	Smp_145400.1	SMRG1_75820.1
OG0006382	Smp_143910.1	SMRG1_86190.1
OG0006383	Smp_347520.2, Smp_347520.1	SMRG1_82170.1
OG0006384	Smp_165630.1	SMRG1_61230.1, SMRG1_61230.2
OG0006385	Smp_212910.1	SMRG1_17270.1
OG0006386	Smp_343330.1	SMRG1_57120.1
OG0006387	Smp_342530.1	SMRG1_78820.1
OG0006388	Smp_341870.1	SMRG1_61150.1
OG0006389	Smp_040100.1	SMRG1_85440.1
OG0006390	Smp_084520.1	SMRG1_66330.1
OG0006392	Smp_139340.1	SMRG1_97510.1
OG0006393	Smp_122490.1	SMRG1_68620.1
OG0006394	Smp_039390.1	SMRG1_48700.1
OG0006395	Smp_147460.1, Smp_147460.2	SMRG1_13590.1
OG0006396	Smp_349870.1	SMRG1_19980.1
OG0006397	Smp_104970.1	SMRG1_79320.1
OG0006398	Smp_141890.1	SMRG1_5750.1
OG0006399	Smp_135920.1	SMRG1_12330.1, SMRG1_12330.2
OG0006400	Smp_043030.1	SMRG1_75920.1, SMRG1_75920.2
OG0006401	Smp_340230.1	SMRG1_47790.1
OG0006402	Smp_073600.1	SMRG1_25890.1
OG0006403	Smp_048550.1	SMRG1_1410.1, SMRG1_1410.2
OG0006404	Smp_025740.1	SMRG1_33710.1
OG0006405	Smp_066740.1	SMRG1_50900.1
OG0006406	Smp_148260.1	SMRG1_53170.1
OG0006407	Smp_163170.1	SMRG1_18960.1
OG0006408	Smp_059170.1	SMRG1_76640.1, SMRG1_76640.2
OG0006409	Smp_333900.1	SMRG1_52440.1, SMRG1_52440.2
OG0006410	Smp_130800.1	SMRG1_1000.1, SMRG1_1000.2
OG0006411	Smp_142900.1	SMRG1_1720.1
OG0006412	Smp_244090.1	SMRG1_17360.1
OG0006413	Smp_344210.1	SMRG1_92090.1
OG0006414	Smp_174670.1	SMRG1_87130.1
OG0006415	Smp_163240.1	SMRG1_24480.1
OG0006416	Smp_029100.1	SMRG1_60280.1
OG0006417	Smp_316710.1	SMRG1_50780.1
OG0006418	Smp_011570.1	SMRG1_8490.1
OG0006419	Smp_210800.1	SMRG1_28190.1
OG0006420	Smp_131600.1	SMRG1_64340.1
OG0006422	Smp_346110.1	SMRG1_91390.1
OG0006423	Smp_340930.1	SMRG1_83400.1
OG0006424	Smp_013790.1	SMRG1_50870.1
OG0006425	Smp_055190.1	SMRG1_79130.1
OG0006426	Smp_073390.1	SMRG1_19810.1
OG0006427	Smp_126730.1	SMRG1_33100.1
OG0006428	Smp_148200.1	SMRG1_1520.1
OG0006429	Smp_080420.1	SMRG1_10530.1, SMRG1_10530.2
OG0006430	Smp_028500.1	SMRG1_3110.1
OG0006431	Smp_011010.1	SMRG1_92290.1
OG0006432	Smp_136920.1	SMRG1_79500.1
OG0006433	Smp_347880.1	SMRG1_43160.1, SMRG1_43160.2
OG0006434	Smp_127650.1	SMRG1_94500.1, SMRG1_94500.2
OG0006435	Smp_314280.2, Smp_314280.1	SMRG1_82220.2, SMRG1_82220.1
OG0006436	Smp_000900.1	SMRG1_68730.1, SMRG1_68730.2
OG0006437	Smp_016750.1	SMRG1_92660.1
OG0006438	Smp_094930.1	SMRG1_77240.1
OG0006439	Smp_153660.1	SMRG1_12970.1
OG0006440	Smp_212970.1	SMRG1_51390.1, SMRG1_51390.2
OG0006441	Smp_267210.1	SMRG1_97080.1
OG0006442	Smp_139620.1	SMRG1_35050.1
OG0006443	Smp_143740.1	SMRG1_19220.1, SMRG1_19220.2
OG0006444	Smp_344200.1	SMRG1_90120.1
OG0006445	Smp_169440.1	SMRG1_70730.1
OG0006446	Smp_146650.1	SMRG1_52670.1
