Orthogroup	schistosoma_mansoni	schistosoma_japonicum
OG0006115	Smp_347730.1	EWB00_000661.1, EWB00_000661.2
OG0006116	Smp_124590.1	EWB00_006891, EWB00_006890, EWB00_006889
OG0006117	Smp_346270.1	EWB00_007822
OG0006118	Smp_032580.1	EWB00_009100
OG0006120	Smp_040280.1	EWB00_002802.2, EWB00_002802.1, EWB00_002802.5, EWB00_002802.3, EWB00_002802.4
OG0006121	Smp_173650.1	EWB00_002404
OG0006122	Smp_140900.1	EWB00_006058.1, EWB00_006058.3, EWB00_006058.2
OG0006123	Smp_341140.1	EWB00_011270
OG0006124	Smp_002740.1	EWB00_010484
OG0006125	Smp_336740.1	EWB00_011029, EWB00_011031
OG0006126	Smp_013370.1	EWB00_004010
OG0006127	Smp_149710.1	EWB00_006366.1, EWB00_006366.2
OG0006128	Smp_008120.1	EWB00_005610
OG0006129	Smp_058470.1	EWB00_002671
OG0006130	Smp_141330.1	EWB00_006954.1, EWB00_006954.2
OG0006131	Smp_127500.1, Smp_127500.2	EWB00_003967.1, EWB00_003967.2
OG0006132	Smp_311170.1	EWB00_007212
OG0006133	Smp_001120.1	EWB00_010052
OG0006135	Smp_142930.1	EWB00_004659
OG0006136	Smp_160180.1	EWB00_007270.1, EWB00_007270.2, EWB00_007270.3
OG0006137	Smp_307080.1	EWB00_006416
OG0006139	Smp_064950.1	EWB00_002689.2, EWB00_002689.1
OG0006140	Smp_027500.1, Smp_027500.2	EWB00_004545
OG0006141	Smp_129060.1	EWB00_002887
OG0006143	Smp_096270.1	EWB00_005471
OG0006144	Smp_018530.1	EWB00_011341.1, EWB00_011341.2
OG0006145	Smp_054810.1	EWB00_009524
OG0006146	Smp_042080.1	EWB00_004580.1, EWB00_004580.2
OG0006148	Smp_001020.1	EWB00_010065.1, EWB00_010065.2, EWB00_010065.3
OG0006149	Smp_311580.1, Smp_322580.1, Smp_346050.1, Smp_315990.1	EWB00_008670
OG0006150	Smp_125780.1	EWB00_010905
OG0006151	Smp_196690.1	EWB00_004729
OG0006152	Smp_050920.1	EWB00_011380
OG0006153	Smp_343190.1	EWB00_011294.1, EWB00_011294.2, EWB00_011294.3
OG0006154	Smp_074150.1	EWB00_003018
OG0006155	Smp_039740.1	EWB00_010320
OG0006156	Smp_070020.1	EWB00_007272
OG0006157	Smp_345290.1, Smp_163030.1	EWB00_009701.1, EWB00_009701.2
OG0006158	Smp_163720.1	EWB00_006419.1, EWB00_006419.2
OG0006159	Smp_154980.1	EWB00_007086
OG0006160	Smp_060270.1	EWB00_002449.1, EWB00_002449.2, EWB00_002449.3
OG0006161	Smp_103380.1	EWB00_000713
OG0006162	Smp_335750.1	EWB00_001047
OG0006163	Smp_064640.1	EWB00_003326.2, EWB00_003326.4, EWB00_003326.3, EWB00_003326.1, EWB00_003326.5
OG0006164	Smp_148160.1	EWB00_003597.1, EWB00_003597.2
OG0006165	Smp_079010.1	EWB00_007920
OG0006166	Smp_004680.1	EWB00_006879
OG0006167	Smp_101450.1, Smp_330330.1	EWB00_000148
OG0006168	Smp_005290.1	EWB00_008844.1, EWB00_008844.2
OG0006170	Smp_146900.1	EWB00_002680
OG0006171	Smp_134160.1	EWB00_009045
OG0006172	Smp_211150.1	EWB00_004909.1, EWB00_004909.2
OG0006173	Smp_016990.1	EWB00_005701.1, EWB00_005701.2
OG0006174	Smp_054230.1	EWB00_008814
OG0006175	Smp_158640.1	EWB00_007527
OG0006177	Smp_091730.1	EWB00_009272.1, EWB00_009272.2
OG0006178	Smp_002010.1	EWB00_008056
OG0006179	Smp_017290.1	EWB00_000192.1, EWB00_000192.2
OG0006180	Smp_059750.1	EWB00_007218
OG0006181	Smp_149110.1	EWB00_008192.1, EWB00_008192.2
OG0006182	Smp_126670.1	EWB00_005918
OG0006183	Smp_057230.1	EWB00_005961
OG0006185	Smp_343910.2	EWB00_010767
OG0006186	Smp_198360.1	EWB00_007407.1, EWB00_007407.2
OG0006187	Smp_152090.1	EWB00_006385.1, EWB00_006385.2
OG0006188	Smp_056080.1	EWB00_006380, EWB00_006379
OG0006189	Smp_125200.1	EWB00_004789.1, EWB00_004789.2
OG0006190	Smp_345960.1	EWB00_006689
OG0006191	Smp_166020.1	EWB00_003763
OG0006192	Smp_344800.1	EWB00_005072
OG0006195	Smp_312720.1	EWB00_002772, EWB00_002773.1, EWB00_002773.2
OG0006197	Smp_138320.1	EWB00_003988
OG0006198	Smp_319650.1	EWB00_005927, EWB00_005926, EWB00_005928
OG0006199	Smp_085840.1	EWB00_002848.3, EWB00_002848.2, EWB00_002848.1, EWB00_002848.4
OG0006200	Smp_003300.1	EWB00_000260.1, EWB00_000260.2
OG0006201	Smp_130950.1	EWB00_007062.1, EWB00_007062.2, EWB00_007062.3
OG0006202	Smp_176650.1	EWB00_007558
OG0006203	Smp_347510.1	EWB00_009248
OG0006204	Smp_146470.1	EWB00_004349
OG0006205	Smp_306610.1, Smp_350490.1	EWB00_005420, EWB00_005421, EWB00_005422
OG0006206	Smp_132120.1	EWB00_009394
OG0006207	Smp_073400.1	EWB00_002511
OG0006208	Smp_057860.1	EWB00_007201.2, EWB00_007201.3, EWB00_007201.4, EWB00_007201.1
OG0006209	Smp_344550.1	EWB00_007892, EWB00_007891
OG0006210	Smp_304880.1	EWB00_002089
OG0006211	Smp_165050.1	EWB00_009545
OG0006212	Smp_328910.1	EWB00_003194
OG0006214	Smp_177100.1	EWB00_006278.1, EWB00_006278.2
OG0006214	Smp_346960.1	EWB00_006279
OG0006215	Smp_330540.1	EWB00_010383
OG0006225	Smp_030250.1	EWB00_009821.5, EWB00_009821.1, EWB00_009821.3, EWB00_009821.4, EWB00_009821.2
OG0006226	Smp_068220.1	EWB00_008469
OG0006227	Smp_147420.1	EWB00_009400.1, EWB00_009400.2
OG0006228	Smp_186930.1	EWB00_008030
OG0006229	Smp_054310.1	EWB00_010280
OG0006230	Smp_315720.1	EWB00_002059, EWB00_002058
OG0006231	Smp_247210.1	EWB00_007814.1
OG0006233	Smp_097210.1	EWB00_009698.1, EWB00_009698.2
OG0006234	Smp_267080.1	EWB00_003702.1, EWB00_003702.3, EWB00_003702.4, EWB00_003702.2
OG0006235	Smp_213730.1	EWB00_000299.1, EWB00_000299.2
OG0006236	Smp_196810.1	EWB00_010043
OG0006237	Smp_049680.1	EWB00_003927.1, EWB00_003927.2, EWB00_003927.3
OG0006238	Smp_072970.1	EWB00_002571
OG0006239	Smp_247570.1	EWB00_002007
OG0006240	Smp_045600.1	EWB00_004514
OG0006242	Smp_343950.1	EWB00_002326
OG0006243	Smp_061650.1	EWB00_004908
OG0006244	Smp_000830.1	EWB00_010082
OG0006245	Smp_155620.1	EWB00_002199, EWB00_000432, EWB00_000431, EWB00_002202, EWB00_002203
OG0006246	Smp_067890.1	EWB00_006774.1, EWB00_006774.2, EWB00_006774.3
OG0006247	Smp_051080.1	EWB00_011393.1, EWB00_011393.2
OG0006248	Smp_046290.1	EWB00_011407
OG0006249	Smp_146940.1	EWB00_000176
OG0006250	Smp_008500.1	EWB00_002136
OG0006251	Smp_244310.1	EWB00_003135
OG0006252	Smp_301800.1	EWB00_003393.1, EWB00_003393.2
OG0006253	Smp_300090.1	EWB00_004942
OG0006254	Smp_104450.1	EWB00_007197
OG0006255	Smp_332460.1	EWB00_004257
OG0006256	Smp_148540.1	EWB00_009258.2, EWB00_009258.1, EWB00_009258.3, EWB00_009258.4
OG0006257	Smp_033400.2, Smp_033400.1	EWB00_000577
OG0006258	Smp_342580.1	EWB00_009853.1, EWB00_009853.2
OG0006259	Smp_300150.1	EWB00_004953, EWB00_004954
OG0006260	Smp_089700.1	EWB00_002869
OG0006261	Smp_114565.1	EWB00_011012
OG0006262	Smp_117390.1, Smp_331940.1	EWB00_008926
OG0006263	Smp_334560.1	EWB00_009450.1, EWB00_009450.2
OG0006266	Smp_169030.1	EWB00_008417
OG0006268	Smp_317130.1	EWB00_001930.1, EWB00_001930.2
OG0006269	Smp_161290.1	EWB00_010712.1, EWB00_010712.2
OG0006270	Smp_168610.1	EWB00_002470
OG0006271	Smp_204020.1	EWB00_008500
OG0006272	Smp_341060.1	EWB00_009183.1, EWB00_009183.2
OG0006273	Smp_342950.1	EWB00_000984
OG0006275	Smp_053990.1	EWB00_003493.1, EWB00_003493.2
OG0006276	Smp_170210.1	EWB00_009011
OG0006277	Smp_241950.1	EWB00_004904
OG0006278	Smp_040110.1	EWB00_004490
OG0006279	Smp_049520.1	EWB00_003938
OG0006280	Smp_017880.1	EWB00_002196.1, EWB00_002196.2, EWB00_002196.3
OG0006281	Smp_140370.1	EWB00_003420.3, EWB00_003420.1, EWB00_003420.2
OG0006282	Smp_334340.1	EWB00_004564
OG0006283	Smp_308360.1	EWB00_004715
OG0006284	Smp_312770.1	EWB00_002712
OG0006285	Smp_047460.1	EWB00_008821, EWB00_008126
OG0006287	Smp_009020.1	EWB00_010925
OG0006288	Smp_342270.1	EWB00_011065
OG0006289	Smp_334330.1	EWB00_004552.1, EWB00_004552.2
OG0006290	Smp_342650.1	EWB00_003646, EWB00_008718
OG0006291	Smp_096000.1	EWB00_006587
OG0006292	Smp_100070.1	EWB00_009766
OG0006293	Smp_031720.1	EWB00_006656
OG0006294	Smp_159560.1	EWB00_001097
OG0006295	Smp_022990.1	EWB00_001441
OG0006297	Smp_323790.1	EWB00_005029.1, EWB00_005029.2
OG0006298	Smp_048650.1	EWB00_010194
OG0006299	Smp_346660.1	EWB00_007200
OG0006301	Smp_322610.1	EWB00_007789
OG0006302	Smp_047740.1	EWB00_002161.3, EWB00_002161.4, EWB00_002161.1, EWB00_002161.2
OG0006303	Smp_133860.1	EWB00_005641
OG0006304	Smp_315860.1, Smp_315860.2	EWB00_008751
OG0006306	Smp_151920.1	EWB00_006545
OG0006307	Smp_342080.1, Smp_342080.2	EWB00_006832
OG0006308	Smp_315840.1	EWB00_004527
OG0006309	Smp_336750.1	EWB00_001259
OG0006310	Smp_044580.1	EWB00_004782
OG0006311	Smp_099420.1	EWB00_001686
OG0006312	Smp_087330.1	EWB00_008251.1, EWB00_008251.3, EWB00_008251.2
OG0006313	Smp_059100.1	EWB00_010946
OG0006314	Smp_141610.1	EWB00_000967
OG0006315	Smp_130340.1	EWB00_007435
OG0006316	Smp_100090.1	EWB00_009762.2, EWB00_009762.1
OG0006317	Smp_094560.1	EWB00_005359, EWB00_005360
OG0006318	Smp_158240.1	EWB00_004437.2, EWB00_004437.3, EWB00_004437.1, EWB00_004437.4
OG0006319	Smp_342090.1	EWB00_008847
OG0006320	Smp_329760.1	EWB00_007450
OG0006321	Smp_244790.1	EWB00_005676
OG0006322	Smp_180570.1	EWB00_008387
OG0006323	Smp_172340.1	EWB00_001757
OG0006324	Smp_073410.1	EWB00_002510.1, EWB00_002510.2, EWB00_002510.4
OG0006325	Smp_245170.1	EWB00_002042.1, EWB00_002042.2
OG0006326	Smp_318500.1	EWB00_009983
OG0006327	Smp_003900.1	EWB00_005247
OG0006328	Smp_349780.1	EWB00_005173
OG0006329	Smp_159860.1	EWB00_009847.1, EWB00_009847.2
OG0006330	Smp_052750.1	EWB00_000332
OG0006331	Smp_080610.1	EWB00_003856.1, EWB00_003856.2
OG0006333	Smp_074020.1	EWB00_007966
OG0006334	Smp_085490.1	EWB00_008782, EWB00_008784, EWB00_008785
OG0006335	Smp_134540.1	EWB00_001435.1, EWB00_001435.2
OG0006336	Smp_333420.1	EWB00_002426, EWB00_002427, EWB00_010297, EWB00_010298
OG0006337	Smp_024390.1	EWB00_004817.1, EWB00_004817.2
OG0006339	Smp_118040.1	EWB00_006850
OG0006340	Smp_198930.1	EWB00_009202
OG0006341	Smp_311440.1	EWB00_007761
OG0006342	Smp_334600.1	EWB00_007305
OG0006343	Smp_018590.1	EWB00_011350
OG0006344	Smp_079430.1	EWB00_001699.2, EWB00_001699.1
OG0006345	Smp_344150.1	EWB00_006119
OG0006346	Smp_344810.1	EWB00_005078.1, EWB00_005078.2, EWB00_005078.3
OG0006347	Smp_083410.1	EWB00_001078.2, EWB00_001078.1, EWB00_001078.3
OG0006348	Smp_031570.1	EWB00_009905.1, EWB00_009905.2
OG0006349	Smp_011960.1	EWB00_009093.1, EWB00_009093.2, EWB00_009093.3
OG0006350	Smp_144510.1	EWB00_005600
OG0006351	Smp_344750.1	EWB00_002026, EWB00_002025
OG0006352	Smp_340530.1	EWB00_009368
OG0006353	Smp_036990.1	EWB00_009435
OG0006354	Smp_092380.1	EWB00_007366
OG0006355	Smp_156480.1	EWB00_007227
OG0006356	Smp_050430.1	EWB00_002296
OG0006357	Smp_064360.1	EWB00_002181.1, EWB00_002181.2
OG0006358	Smp_212730.1	EWB00_003104
OG0006359	Smp_127190.1	EWB00_006783
OG0006360	Smp_335530.1	EWB00_008770.1, EWB00_008770.2, EWB00_008770.3
OG0006361	Smp_102410.1	EWB00_002156
OG0006362	Smp_143860.1, Smp_143860.2	EWB00_010323
OG0006363	Smp_305760.1	EWB00_004631.1, EWB00_004631.2
OG0006364	Smp_058150.1	EWB00_008793.1, EWB00_008793.2, EWB00_008793.3
OG0006365	Smp_162970.1	EWB00_009293.1, EWB00_009293.2
OG0006366	Smp_048880.1	EWB00_010624
OG0006367	Smp_180020.1	EWB00_001598
OG0006368	Smp_085790.1	EWB00_010407.1, EWB00_010407.3, EWB00_010407.2
OG0006369	Smp_169290.1	EWB00_001344, EWB00_001345
OG0006370	Smp_148900.1	EWB00_002727
OG0006371	Smp_067900.1	EWB00_006773.1, EWB00_006773.3, EWB00_006773.2
OG0006372	Smp_072360.1	EWB00_004149
OG0006373	Smp_055100.1	EWB00_001245
OG0006374	Smp_023150.1	EWB00_003679.2, EWB00_003679.1
OG0006375	Smp_243830.1	EWB00_008519
OG0006376	Smp_340070.1	EWB00_006930
OG0006377	Smp_162650.1	EWB00_011145
OG0006378	Smp_123370.1	EWB00_006481
OG0006379	Smp_162220.1, Smp_162220.2	EWB00_000616.1, EWB00_000616.2
OG0006380	Smp_169760.1	EWB00_001977
OG0006381	Smp_145400.1	EWB00_001175
OG0006382	Smp_143910.1	EWB00_008646
OG0006383	Smp_347520.2, Smp_347520.1	EWB00_009236
OG0006384	Smp_165630.1	EWB00_003860
OG0006385	Smp_212910.1	EWB00_006553.1, EWB00_006553.2
OG0006386	Smp_343330.1	EWB00_009103
OG0006387	Smp_342530.1	EWB00_001215, EWB00_001216.1, EWB00_001216.2, EWB00_001217
OG0006388	Smp_341870.1	EWB00_003868
OG0006389	Smp_040100.1	EWB00_004491
OG0006390	Smp_084520.1	EWB00_010465.1, EWB00_010465.2
OG0006392	Smp_139340.1	EWB00_006667
OG0006393	Smp_122490.1	EWB00_010088.1, EWB00_010088.2
OG0006394	Smp_039390.1	EWB00_010737
OG0006395	Smp_147460.1, Smp_147460.2	EWB00_003708
OG0006397	Smp_104970.1	EWB00_002658
OG0006398	Smp_141890.1	EWB00_010828.3, EWB00_010828.1, EWB00_010828.2
OG0006400	Smp_043030.1	EWB00_001184
OG0006401	Smp_340230.1	EWB00_000221
OG0006403	Smp_048550.1	EWB00_003589
OG0006404	Smp_025740.1	EWB00_001717
OG0006405	Smp_066740.1	EWB00_005334.1, EWB00_005334.2
OG0006406	Smp_148260.1	EWB00_010634
OG0006407	Smp_163170.1	EWB00_010364
OG0006408	Smp_059170.1	EWB00_010954
OG0006409	Smp_333900.1	EWB00_007749
OG0006410	Smp_130800.1	EWB00_005666.1, EWB00_005666.2
OG0006411	Smp_142900.1	EWB00_008798
OG0006412	Smp_244090.1	EWB00_006541
OG0006414	Smp_174670.1	EWB00_003022.4, EWB00_003022.1, EWB00_003022.2, EWB00_003022.3
OG0006415	Smp_163240.1	EWB00_001087, EWB00_001088.2, EWB00_001088.1
OG0006416	Smp_029100.1	EWB00_011303.1, EWB00_011303.2, EWB00_011303.3
OG0006417	Smp_316710.1	EWB00_005349
OG0006418	Smp_011570.1	EWB00_003070.1, EWB00_003070.2
OG0006419	Smp_210800.1	EWB00_006961
OG0006420	Smp_131600.1	EWB00_010418
OG0006421	Smp_067580.1	EWB00_006324
OG0006422	Smp_346110.1	EWB00_001854, EWB00_001853
OG0006423	Smp_340930.1	EWB00_008792.1, EWB00_008792.2
OG0006424	Smp_013790.1	EWB00_005337
OG0006425	Smp_055190.1	EWB00_001251
OG0006426	Smp_073390.1	EWB00_002512.1, EWB00_002512.2
OG0006427	Smp_126730.1	EWB00_002138
OG0006428	Smp_148200.1	EWB00_010196
OG0006429	Smp_080420.1	EWB00_005543
OG0006430	Smp_028500.1	EWB00_007327
OG0006431	Smp_011010.1	EWB00_011425.1, EWB00_011425.2
OG0006432	Smp_136920.1	EWB00_010127, EWB00_002641
OG0006434	Smp_127650.1	EWB00_008970.1, EWB00_008970.2, EWB00_008970.3, EWB00_008970.4
OG0006436	Smp_000900.1	EWB00_010076
OG0006437	Smp_016750.1	EWB00_006695
OG0006438	Smp_094930.1	EWB00_011019.1, EWB00_011019.2
OG0006439	Smp_153660.1	EWB00_002675
OG0006440	Smp_212970.1	EWB00_003673.1, EWB00_003673.2
OG0006441	Smp_267210.1	EWB00_003757.1, EWB00_003757.2
OG0006442	Smp_139620.1	EWB00_008359.1, EWB00_008359.2
OG0006444	Smp_344200.1	EWB00_011400
OG0006445	Smp_169440.1	EWB00_008651.1, EWB00_008651.2
OG0006446	Smp_146650.1	EWB00_003542
OG0006448	Smp_316430.1, Smp_337330.1	EWB00_006347.2, EWB00_006347.1
OG0006449	Smp_125760.1	EWB00_010903
OG0006450	Smp_342210.1	EWB00_007875
OG0006451	Smp_148930.1	EWB00_008678, EWB00_008677
OG0006452	Smp_007000.1	EWB00_003572
OG0006453	Smp_000850.1	EWB00_010081.2, EWB00_010081.3, EWB00_010081.1, EWB00_010081.4
OG0006454	Smp_079050.1	EWB00_009184.1, EWB00_009184.2, EWB00_009184.3
OG0006455	Smp_001500.1	EWB00_005212.2, EWB00_005212.1, EWB00_005212.3
OG0006456	Smp_062950.1	EWB00_003848.1
OG0006457	Smp_179080.1	EWB00_002155.1, EWB00_002155.2
OG0006458	Smp_030020.1	EWB00_009808
OG0006459	Smp_134060.1	EWB00_000884
OG0006460	Smp_002550.1	EWB00_010500
OG0006461	Smp_162280.1	EWB00_005303
OG0006462	Smp_122940.1	EWB00_004411
OG0006463	Smp_129510.1	EWB00_009172, EWB00_009173
OG0006464	Smp_026400.1, Smp_349830.1	EWB00_002392
OG0006465	Smp_138690.1, Smp_138690.2, Smp_138690.3, Smp_138690.4	EWB00_001411
OG0006466	Smp_341360.1	EWB00_003275.1, EWB00_003275.2
OG0006467	Smp_094760.1	EWB00_009480
OG0006468	Smp_040500.1	EWB00_002826.1, EWB00_002826.2
OG0006469	Smp_045960.1	EWB00_004168
OG0006470	Smp_307810.1	EWB00_005809
OG0006471	Smp_064430.1	EWB00_002188.1, EWB00_002188.2, EWB00_002188.3
OG0006472	Smp_156900.1	EWB00_002628
OG0006473	Smp_129380.1	EWB00_004012.1, EWB00_004012.2, EWB00_004012.3
OG0006474	Smp_341420.1	EWB00_009300.1, EWB00_009300.2, EWB00_009300.3
OG0006475	Smp_153610.1	EWB00_002666
OG0006476	Smp_196020.1	EWB00_007324
OG0006477	Smp_097620.1	EWB00_001082.1, EWB00_001082.2
OG0006478	Smp_304860.1	EWB00_008594
OG0006480	Smp_136520.1	EWB00_002401
OG0006481	Smp_000650.1	EWB00_005805
OG0006482	Smp_142820.1	EWB00_010303.1, EWB00_010303.2
OG0006483	Smp_137980.1	EWB00_011285
OG0006484	Smp_344900.1	EWB00_007908.1, EWB00_007908.2
OG0006485	Smp_126360.1	EWB00_004853
OG0006486	Smp_136530.1	EWB00_002402.1, EWB00_002402.2
OG0006487	Smp_343110.1	EWB00_008102
OG0006488	Smp_142740.1	EWB00_003127
OG0006489	Smp_143090.1	EWB00_003258.1, EWB00_003258.2, EWB00_003258.3
OG0006490	Smp_093830.1	EWB00_002090.3
OG0006491	Smp_086750.1	EWB00_001337
OG0006493	Smp_158440.1, Smp_158440.3, Smp_158440.2	EWB00_001529
OG0006494	Smp_181290.1	EWB00_000390
OG0006495	Smp_243300.1	EWB00_010386.1, EWB00_010386.2
OG0006496	Smp_197150.1	EWB00_008211
OG0006497	Smp_210500.1	EWB00_004585.1, EWB00_004585.2
OG0006498	Smp_028940.1	EWB00_003834.1, EWB00_003834.2, EWB00_003834.3, EWB00_003834.4
OG0006499	Smp_067510.1	EWB00_006330
OG0006501	Smp_347910.1, Smp_347910.2	EWB00_001911.1, EWB00_001911.2, EWB00_001911.3
OG0006502	Smp_343520.1	EWB00_009434
OG0006503	Smp_053830.1	EWB00_003482
OG0006504	Smp_314240.1	EWB00_000843
OG0006505	Smp_146730.1	EWB00_007039
OG0006506	Smp_337750.2	EWB00_003972
OG0006507	Smp_044260.1, Smp_044260.2	EWB00_004023
OG0006508	Smp_084890.1	EWB00_004114
OG0006509	Smp_033330.1	EWB00_004766.2, EWB00_004766.3, EWB00_004766.1
OG0006510	Smp_017650.1	EWB00_005033
OG0006512	Smp_180800.1	EWB00_003388.1, EWB00_003388.2, EWB00_003388.3, EWB00_003388.4
OG0006513	Smp_158490.1	EWB00_009127
OG0006515	Smp_144240.1	EWB00_002825
OG0006516	Smp_313530.1, Smp_313540.1, Smp_313540.2	EWB00_002892, EWB00_002891
OG0006517	Smp_005900.1	EWB00_005841
OG0006518	Smp_139380.1	EWB00_010629, EWB00_010628
OG0006519	Smp_340210.1	EWB00_005878.1, EWB00_005878.2
OG0006521	Smp_165710.1	EWB00_000315.1, EWB00_000315.2
OG0006522	Smp_202610.1	EWB00_002081.1, EWB00_002081.3, EWB00_002081.2, EWB00_002081.4
OG0006524	Smp_149820.1	EWB00_004987
OG0006525	Smp_087580.1	EWB00_010424.3, EWB00_010424.1, EWB00_010423, EWB00_010424.2
OG0006527	Smp_300310.1	EWB00_007662
OG0006528	Smp_303260.1, Smp_303280.1	EWB00_001016
OG0006529	Smp_162810.1	EWB00_005453
OG0006535	Smp_087550.1	EWB00_010420.2, EWB00_010420.3, EWB00_010420.1, EWB00_010420.5, EWB00_010420.4
OG0006543	Smp_045610.1	EWB00_007047.1, EWB00_007047.2
OG0006544	Smp_267240.1, Smp_267240.2	EWB00_006687
OG0006545	Smp_334050.1	EWB00_002786, EWB00_007349
OG0006546	Smp_172490.1	EWB00_001852.1, EWB00_001852.2, EWB00_001852.3
OG0006547	Smp_125500.1	EWB00_010749
OG0006548	Smp_097370.1	EWB00_005521
OG0006549	Smp_172700.1	EWB00_010044
OG0006551	Smp_334220.1	EWB00_001399
OG0006552	Smp_045780.1	EWB00_002324.1, EWB00_002324.2
OG0006553	Smp_247590.1	EWB00_001417
OG0006554	Smp_143300.1	EWB00_001563
OG0006555	Smp_164150.1	EWB00_009158
OG0006556	Smp_337610.1	EWB00_006496
OG0006557	Smp_325920.1	EWB00_011340
OG0006558	Smp_149010.1	EWB00_006097
OG0006559	Smp_322410.1	EWB00_008275
OG0006560	Smp_175270.1	EWB00_005025
OG0006561	Smp_000710.1	EWB00_009857.1, EWB00_009857.2
OG0006564	Smp_088420.2, Smp_088420.1	EWB00_006210.1, EWB00_006210.2
OG0006565	Smp_203810.1	EWB00_002440
OG0006566	Smp_019880.1	EWB00_009119.1, EWB00_009119.3, EWB00_009119.2, EWB00_009119.4
OG0006567	Smp_081250.1	EWB00_005991
OG0006568	Smp_149540.1	EWB00_006440
OG0006569	Smp_019980.1	EWB00_007927.1, EWB00_007927.2
OG0006570	Smp_245980.1	EWB00_003803
OG0006571	Smp_044160.1	EWB00_004026
OG0006572	Smp_346290.1	EWB00_004054
OG0006573	Smp_038240.1	EWB00_008801
OG0006574	Smp_347780.1	EWB00_009806
OG0006575	Smp_159930.1	EWB00_005556
OG0006576	Smp_345110.1	EWB00_005567
OG0006577	Smp_213990.1	EWB00_006867.3
OG0006578	Smp_242200.1	EWB00_010765
OG0006579	Smp_040390.1	EWB00_002814
OG0006580	Smp_174190.1	EWB00_011017.1, EWB00_011017.2
OG0006581	Smp_333200.1	EWB00_005024
OG0006582	Smp_012920.1	EWB00_002881
OG0006583	Smp_123120.1	EWB00_008067
OG0006584	Smp_344560.1	EWB00_007894.1, EWB00_007894.2
OG0006586	Smp_083720.1	EWB00_001305
OG0006588	Smp_337400.2	EWB00_009416.1, EWB00_009416.2
OG0006589	Smp_333350.1	EWB00_003523, EWB00_003524
OG0006590	Smp_244100.1	EWB00_003527
OG0006591	Smp_143190.1	EWB00_002706
OG0006592	Smp_061570.1	EWB00_004473
OG0006593	Smp_093450.1	EWB00_000958
OG0006594	Smp_174420.1	EWB00_007750
OG0006595	Smp_060820.1	EWB00_005388.1, EWB00_005388.2
OG0006596	Smp_056620.1	EWB00_001262, EWB00_001263
OG0006597	Smp_145140.1	EWB00_004551
OG0006599	Smp_164210.1	EWB00_007095.1, EWB00_007095.3, EWB00_007095.2
OG0006600	Smp_194940.1	EWB00_002637.1, EWB00_002637.3, EWB00_002637.2
OG0006601	Smp_333910.1	EWB00_007756
OG0006602	Smp_342010.1	EWB00_004222
OG0006603	Smp_246130.1	EWB00_005092
OG0006604	Smp_242240.1	EWB00_008378
OG0006606	Smp_052290.1	EWB00_006633
OG0006607	Smp_336340.1	EWB00_003737
OG0006608	Smp_344230.1	EWB00_006434
OG0006609	Smp_174720.1	EWB00_004144.1, EWB00_004144.2
OG0006610	Smp_070640.1	EWB00_006747
OG0006611	Smp_097380.1	EWB00_005520.2, EWB00_005520.3, EWB00_005520.4, EWB00_005520.5
OG0006613	Smp_133950.1	EWB00_001203.1, EWB00_001203.2
OG0006615	Smp_210170.1	EWB00_001789, EWB00_001782, EWB00_001781, EWB00_001785
OG0006616	Smp_050110.1	EWB00_006105
OG0006617	Smp_036950.1	EWB00_008687
OG0006618	Smp_144470.1	EWB00_005605
OG0006619	Smp_331700.1	EWB00_001141
OG0006620	Smp_038420.1	EWB00_004646
OG0006621	Smp_164020.1	EWB00_000371
OG0006622	Smp_244320.1	EWB00_002467
OG0006623	Smp_029700.1	EWB00_000473
OG0006624	Smp_347990.1, Smp_347990.3	EWB00_003380
OG0006625	Smp_174850.1	EWB00_001167.1, EWB00_001167.2, EWB00_001167.3, EWB00_001167.4
OG0006627	Smp_139840.1	EWB00_003571
OG0006628	Smp_164070.1	EWB00_000375
OG0006629	Smp_150870.1	EWB00_007152.1, EWB00_007152.2
OG0006630	Smp_006390.1	EWB00_000139
OG0006631	Smp_063680.1	EWB00_007230
OG0006632	Smp_006780.1	EWB00_006195
OG0006633	Smp_341760.1	EWB00_001599
OG0006634	Smp_091360.1	EWB00_007988.1, EWB00_007988.2, EWB00_007988.3, EWB00_007988.4
OG0006635	Smp_037120.1	EWB00_007779.1, EWB00_007779.2
OG0006636	Smp_003970.1	EWB00_001129.2, EWB00_001129.3, EWB00_001129.1
OG0006637	Smp_051400.1	EWB00_001809.1, EWB00_001809.2
OG0006638	Smp_322560.1	EWB00_007775
OG0006639	Smp_038100.1	EWB00_007494
OG0006641	Smp_058850.1	EWB00_011047
OG0006642	Smp_144380.1	EWB00_004701, EWB00_004703
OG0006643	Smp_307780.1	EWB00_005174
OG0006644	Smp_159600.1	EWB00_001102.1, EWB00_001102.2
OG0006645	Smp_018610.1	EWB00_011351
OG0006646	Smp_245750.1	EWB00_006511
OG0006647	Smp_029670.1	EWB00_000471.4, EWB00_000471.1, EWB00_000471.2, EWB00_000471.3
OG0006648	Smp_138210.1	EWB00_004109
OG0006650	Smp_004690.2, Smp_004690.1	EWB00_006878
OG0006651	Smp_025570.1	EWB00_007689
OG0006652	Smp_171060.1	EWB00_009657.1, EWB00_009657.2
OG0006653	Smp_337590.1	EWB00_005584
OG0006654	Smp_138230.1	EWB00_004106
OG0006655	Smp_083120.1	EWB00_005933
