Orthogroup	schistosoma_mansoni	fasciola_hepatica
OG0006100	Smp_323890.1	FhHiC23_g15687.t1
OG0006101	Smp_083740.1	FhHiC23_g6551.t1
OG0006102	Smp_041890.1	FhHiC23_g3089.t1
OG0006103	Smp_142560.1	FhHiC23_g14597.t1
OG0006104	Smp_030220.1	FhHiC23_g8408.t1
OG0006105	Smp_331660.1, Smp_178810.1	FhHiC23_g3810.t1, FhHiC23_g3811.t1
OG0006106	Smp_052890.1	FhHiC23_g8473.t1
OG0006107	Smp_066960.1	FhHiC23_g388.t1
OG0006108	Smp_156850.2, Smp_308910.1, Smp_156850.1	FhHiC23_g4575.t1
OG0006109	Smp_053120.1	FhHiC23_g176.t1, FhHiC23_g176.t2, FhHiC23_g176.t3
OG0006110	Smp_172460.1	FhHiC23_g16646.t1
OG0006111	Smp_038330.1	FhHiC23_g12070.t1, FhHiC23_g12070.t2
OG0006112	Smp_158180.1	FhHiC23_g16834.t1, FhHiC23_g16835.t1, FhHiC23_g16835.t2
OG0006113	Smp_134230.2, Smp_134230.1	FhHiC23_g12997.t1, FhHiC23_g12997.t2
OG0006115	Smp_347730.1	FhHiC23_g10209.t1
OG0006116	Smp_124590.1	FhHiC23_g2097.t1
OG0006117	Smp_346270.1	FhHiC23_g2065.t1
OG0006118	Smp_032580.1	FhHiC23_g1888.t1
OG0006119	Smp_102480.1	FhHiC23_g2865.t1
OG0006120	Smp_040280.1	FhHiC23_g13891.t1, FhHiC23_g13891.t2
OG0006121	Smp_173650.1	FhHiC23_g15697.t1
OG0006122	Smp_140900.1	FhHiC23_g6542.t1
OG0006123	Smp_341140.1	FhHiC23_g8348.t1
OG0006124	Smp_002740.1	FhHiC23_g8619.t1
OG0006125	Smp_336740.1	FhHiC23_g2620.t1
OG0006126	Smp_013370.1	FhHiC23_g7553.t1
OG0006127	Smp_149710.1	FhHiC23_g14152.t1, FhHiC23_g14154.t1
OG0006128	Smp_008120.1	FhHiC23_g14700.t1
OG0006129	Smp_058470.1	FhHiC23_g11551.t1
OG0006130	Smp_141330.1	FhHiC23_g10266.t1
OG0006131	Smp_127500.1, Smp_127500.2	FhHiC23_g4501.t1
OG0006132	Smp_311170.1	FhHiC23_g1879.t1
OG0006133	Smp_001120.1	FhHiC23_g7841.t1
OG0006134	Smp_155060.1	FhHiC23_g15624.t1
OG0006135	Smp_142930.1	FhHiC23_g12154.t1, FhHiC23_g12154.t2
OG0006136	Smp_160180.1	FhHiC23_g2947.t1
OG0006137	Smp_307080.1	FhHiC23_g15289.t1, FhHiC23_g15289.t2
OG0006138	Smp_322650.1	FhHiC23_g12714.t1
OG0006139	Smp_064950.1	FhHiC23_g10820.t1
OG0006140	Smp_027500.1, Smp_027500.2	FhHiC23_g2741.t1
OG0006141	Smp_129060.1	FhHiC23_g5001.t1
OG0006143	Smp_096270.1	FhHiC23_g15276.t1
OG0006144	Smp_018530.1	FhHiC23_g8043.t1
OG0006145	Smp_054810.1	FhHiC23_g5655.t1, FhHiC23_g5655.t2
OG0006146	Smp_042080.1	FhHiC23_g3360.t2, FhHiC23_g3360.t1
OG0006147	Smp_046500.1, Smp_046500.2	FhHiC23_g16258.t1
OG0006148	Smp_001020.1	FhHiC23_g7163.t1
OG0006149	Smp_311580.1, Smp_322580.1, Smp_346050.1, Smp_315990.1	FhHiC23_g11240.t1
OG0006150	Smp_125780.1	FhHiC23_g5497.t1
OG0006151	Smp_196690.1	FhHiC23_g6168.t1, FhHiC23_g14640.t1
OG0006152	Smp_050920.1	FhHiC23_g16207.t1
OG0006153	Smp_343190.1	FhHiC23_g8148.t1, FhHiC23_g8149.t1
OG0006154	Smp_074150.1	FhHiC23_g16827.t1, FhHiC23_g16827.t2, FhHiC23_g16827.t3
OG0006155	Smp_039740.1	FhHiC23_g15173.t1
OG0006156	Smp_070020.1	FhHiC23_g2942.t1
OG0006157	Smp_345290.1, Smp_163030.1	FhHiC23_g14532.t1
OG0006158	Smp_163720.1	FhHiC23_g15203.t1
OG0006159	Smp_154980.1	FhHiC23_g10247.t1, FhHiC23_g10247.t2
OG0006160	Smp_060270.1	FhHiC23_g11040.t1
OG0006161	Smp_103380.1	FhHiC23_g3511.t2, FhHiC23_g3511.t1
OG0006162	Smp_335750.1	FhHiC23_g15143.t1
OG0006163	Smp_064640.1	FhHiC23_g13046.t1
OG0006164	Smp_148160.1	FhHiC23_g12364.t1
OG0006165	Smp_079010.1	FhHiC23_g14342.t1, FhHiC23_g2782.t1
OG0006166	Smp_004680.1	FhHiC23_g490.t1, FhHiC23_g490.t2
OG0006167	Smp_101450.1, Smp_330330.1	FhHiC23_g3566.t1, FhHiC23_g3567.t1
OG0006168	Smp_005290.1	FhHiC23_g16071.t1
OG0006170	Smp_146900.1	FhHiC23_g11809.t1
OG0006171	Smp_134160.1	FhHiC23_g13369.t1, FhHiC23_g13369.t2
OG0006172	Smp_211150.1	FhHiC23_g14266.t1, FhHiC23_g14266.t2
OG0006173	Smp_016990.1	FhHiC23_g15447.t1
OG0006174	Smp_054230.1, Smp_054220.1	FhHiC23_g15596.t1
OG0006175	Smp_158640.1	FhHiC23_g16122.t1, FhHiC23_g16122.t2, FhHiC23_g16125.t1
OG0006176	Smp_123540.1	FhHiC23_g16194.t1
OG0006177	Smp_091730.1	FhHiC23_g16609.t1
OG0006178	Smp_002010.1	FhHiC23_g16825.t1
OG0006179	Smp_017290.1	FhHiC23_g2087.t1
OG0006180	Smp_059750.1	FhHiC23_g319.t1
OG0006181	Smp_149110.1	FhHiC23_g371.t1
OG0006182	Smp_126670.1	FhHiC23_g4673.t1
OG0006183	Smp_057230.1	FhHiC23_g4974.t1
OG0006184	Smp_213970.1	FhHiC23_g5728.t1
OG0006185	Smp_343910.2	FhHiC23_g734.t1, FhHiC23_g735.t1, FhHiC23_g735.t2
OG0006186	Smp_198360.1	FhHiC23_g9670.t1
OG0006225	Smp_030250.1	FhHiC23_g8111.t1
OG0006226	Smp_068220.1	FhHiC23_g11739.t1, FhHiC23_g11498.t1, FhHiC23_g14923.t1
OG0006227	Smp_147420.1	FhHiC23_g11745.t1, FhHiC23_g11745.t2
OG0006228	Smp_186930.1	FhHiC23_g9695.t1
OG0006229	Smp_054310.1	FhHiC23_g11595.t1
OG0006230	Smp_315720.1	FhHiC23_g10093.t1, FhHiC23_g9429.t1
OG0006231	Smp_247210.1	FhHiC23_g14046.t1, FhHiC23_g14046.t2
OG0006233	Smp_097210.1	FhHiC23_g12900.t1
OG0006234	Smp_267080.1	FhHiC23_g12144.t1
OG0006235	Smp_213730.1	FhHiC23_g9280.t1, FhHiC23_g9280.t2
OG0006236	Smp_196810.1	FhHiC23_g7354.t1
OG0006237	Smp_049680.1	FhHiC23_g15827.t1
OG0006238	Smp_072970.1	FhHiC23_g5038.t2, FhHiC23_g5038.t1
OG0006239	Smp_247570.1	FhHiC23_g468.t1, FhHiC23_g468.t2, FhHiC23_g9990.t1
OG0006240	Smp_045600.1	FhHiC23_g4205.t1
OG0006241	Smp_022090.1	FhHiC23_g307.t2, FhHiC23_g307.t1
OG0006242	Smp_343950.1	FhHiC23_g15579.t1
OG0006243	Smp_061650.1	FhHiC23_g14353.t1
OG0006244	Smp_000830.1	FhHiC23_g8262.t1
OG0006245	Smp_155620.1	FhHiC23_g1235.t1
OG0006246	Smp_067890.1	FhHiC23_g4287.t1
OG0006247	Smp_051080.1	FhHiC23_g16010.t1, FhHiC23_g16010.t2
OG0006248	Smp_046290.1	FhHiC23_g16672.t1
OG0006249	Smp_146940.1	FhHiC23_g648.t1, FhHiC23_g648.t2
OG0006250	Smp_008500.1	FhHiC23_g6015.t1, FhHiC23_g6015.t2
OG0006251	Smp_244310.1	FhHiC23_g11772.t1, FhHiC23_g11772.t2, FhHiC23_g11772.t3
OG0006252	Smp_301800.1	FhHiC23_g5283.t1
OG0006253	Smp_300090.1	FhHiC23_g16040.t1
OG0006254	Smp_104450.1	FhHiC23_g12719.t1, FhHiC23_g12719.t2
OG0006255	Smp_332460.1	FhHiC23_g5997.t1
OG0006256	Smp_148540.1	FhHiC23_g5647.t1, FhHiC23_g5647.t2
OG0006257	Smp_033400.2, Smp_033400.1	FhHiC23_g9246.t1, FhHiC23_g9244.t1
OG0006258	Smp_342580.1	FhHiC23_g7028.t1
OG0006259	Smp_300150.1	FhHiC23_g16316.t1
OG0006260	Smp_089700.1	FhHiC23_g10392.t1
OG0006261	Smp_114565.1	FhHiC23_g2279.t1
OG0006262	Smp_117390.1, Smp_331940.1	FhHiC23_g6836.t1
OG0006263	Smp_334560.1	FhHiC23_g15062.t1, FhHiC23_g3693.t1
OG0006264	Smp_313640.1, Smp_313640.2	FhHiC23_g2626.t1
OG0006265	Smp_099320.1	FhHiC23_g9634.t1
OG0006266	Smp_169030.1	FhHiC23_g1135.t1
OG0006267	Smp_247190.1	FhHiC23_g14782.t2, FhHiC23_g14782.t1
OG0006268	Smp_317130.1	FhHiC23_g16365.t1
OG0006268	Smp_330620.1	FhHiC23_g3930.t1, FhHiC23_g3931.t1
OG0006269	Smp_161290.1	FhHiC23_g1008.t1, FhHiC23_g1008.t2
OG0006270	Smp_168610.1	FhHiC23_g11775.t1
OG0006272	Smp_341060.1	FhHiC23_g12207.t1
OG0006273	Smp_342950.1	FhHiC23_g14323.t1, FhHiC23_g14323.t2
OG0006274	Smp_136690.1	FhHiC23_g13865.t1
OG0006275	Smp_053990.1	FhHiC23_g2473.t1
OG0006276	Smp_170210.1	FhHiC23_g3898.t1
OG0006277	Smp_241950.1	FhHiC23_g14007.t1
OG0006278	Smp_040110.1	FhHiC23_g3832.t1, FhHiC23_g3832.t2
OG0006279	Smp_049520.1	FhHiC23_g5895.t1
OG0006280	Smp_017880.1	FhHiC23_g12956.t1, FhHiC23_g174.t1
OG0006281	Smp_140370.1	FhHiC23_g6182.t1
OG0006282	Smp_334340.1	FhHiC23_g2874.t1
OG0006283	Smp_308360.1	FhHiC23_g14175.t2, FhHiC23_g14175.t1
OG0006284	Smp_312770.1	FhHiC23_g2732.t1
OG0006285	Smp_047460.1	FhHiC23_g1016.t1, FhHiC23_g1016.t2
OG0006286	Smp_213040.1	FhHiC23_g7258.t2
OG0006287	Smp_009020.1	FhHiC23_g2795.t1
OG0006288	Smp_342270.1	FhHiC23_g2891.t1
OG0006289	Smp_334330.1	FhHiC23_g257.t2, FhHiC23_g257.t1
OG0006290	Smp_342650.1	FhHiC23_g7581.t1
OG0006291	Smp_096000.1	FhHiC23_g7849.t1
OG0006292	Smp_100070.1	FhHiC23_g7845.t1, FhHiC23_g7846.t1
OG0006293	Smp_031720.1	FhHiC23_g9821.t1
OG0006294	Smp_159560.1	FhHiC23_g4706.t1
OG0006295	Smp_022990.1	FhHiC23_g9462.t1
OG0006296	Smp_332610.1	FhHiC23_g13959.t1
OG0006297	Smp_323790.1	FhHiC23_g10499.t1
OG0006299	Smp_346660.1	FhHiC23_g12603.t1
OG0006300	Smp_021730.1	FhHiC23_g13078.t1, FhHiC23_g13078.t2
OG0006301	Smp_322610.1	FhHiC23_g12029.t1
OG0006302	Smp_047740.1	FhHiC23_g2346.t1, FhHiC23_g2346.t2
OG0006303	Smp_133860.1	FhHiC23_g12505.t1
OG0006304	Smp_315860.1, Smp_315860.2	FhHiC23_g2212.t1
OG0006305	Smp_100140.1	FhHiC23_g7695.t1
OG0006306	Smp_151920.1	FhHiC23_g11514.t1
OG0006307	Smp_342080.1, Smp_342080.2	FhHiC23_g5031.t1
OG0006308	Smp_315840.1	FhHiC23_g611.t1
OG0006309	Smp_336750.1	FhHiC23_g3220.t1
OG0006310	Smp_044580.1	FhHiC23_g12867.t1
OG0006311	Smp_099420.1	FhHiC23_g16203.t1
OG0006312	Smp_087330.1	FhHiC23_g886.t1
OG0006313	Smp_059100.1	FhHiC23_g2832.t1
OG0006314	Smp_141610.1	FhHiC23_g380.t1
OG0006315	Smp_130340.1	FhHiC23_g9228.t1, FhHiC23_g9228.t2
OG0006316	Smp_100090.1	FhHiC23_g7872.t1
OG0006317	Smp_094560.1	FhHiC23_g1820.t1, FhHiC23_g1820.t2
OG0006318	Smp_158240.1	FhHiC23_g1251.t1
OG0006319	Smp_342090.1	FhHiC23_g16626.t1
OG0006320	Smp_329760.1, Smp_015490.1	FhHiC23_g5393.t1, FhHiC23_g5393.t2
OG0006321	Smp_244790.1	FhHiC23_g13408.t1, FhHiC23_g13408.t3, FhHiC23_g13408.t2
OG0006322	Smp_180570.1	FhHiC23_g1432.t1, FhHiC23_g1433.t1
OG0006323	Smp_172340.1	FhHiC23_g6564.t1, FhHiC23_g6564.t2
OG0006324	Smp_073410.1	FhHiC23_g15560.t1
OG0006325	Smp_245170.1	FhHiC23_g12952.t1
OG0006326	Smp_318500.1	FhHiC23_g10415.t1
OG0006327	Smp_003900.1	FhHiC23_g8985.t1
OG0006328	Smp_349780.1	FhHiC23_g7723.t1, FhHiC23_g7723.t2
OG0006329	Smp_159860.1	FhHiC23_g7221.t1
OG0006330	Smp_052750.1	FhHiC23_g16659.t1
OG0006331	Smp_080610.1	FhHiC23_g8184.t1
OG0006332	Smp_346840.1	FhHiC23_g14434.t1, FhHiC23_g14434.t2
OG0006333	Smp_074020.1	FhHiC23_g6764.t1
OG0006334	Smp_085490.1	FhHiC23_g3638.t1, FhHiC23_g3638.t2
OG0006335	Smp_134540.1	FhHiC23_g10070.t1, FhHiC23_g10070.t2
OG0006336	Smp_333420.1	FhHiC23_g15467.t2, FhHiC23_g15467.t1
OG0006337	Smp_024390.1	FhHiC23_g15469.t1, FhHiC23_g15470.t1
OG0006338	Smp_077400.1	FhHiC23_g11354.t1, FhHiC23_g11354.t2
OG0006339	Smp_118040.1	FhHiC23_g6330.t1
OG0006340	Smp_198930.1	FhHiC23_g14161.t1, FhHiC23_g14161.t2
OG0006341	Smp_311440.1	FhHiC23_g2205.t1
OG0006342	Smp_334600.1	FhHiC23_g3926.t1
OG0006343	Smp_018590.1	FhHiC23_g7330.t2, FhHiC23_g7330.t1
OG0006344	Smp_079430.1	FhHiC23_g5072.t1
OG0006345	Smp_344150.1	FhHiC23_g1558.t1
OG0006346	Smp_344810.1	FhHiC23_g16332.t1
OG0006347	Smp_083410.1	FhHiC23_g4981.t1
OG0006348	Smp_031570.1	FhHiC23_g14306.t1
OG0006349	Smp_011960.1	FhHiC23_g11406.t1
OG0006350	Smp_144510.1	FhHiC23_g6267.t1
OG0006351	Smp_344750.1	FhHiC23_g1098.t1
OG0006352	Smp_340530.1	FhHiC23_g11399.t1
OG0006353	Smp_036990.1	FhHiC23_g7657.t1, FhHiC23_g3226.t1
OG0006354	Smp_092380.1	FhHiC23_g2314.t1, FhHiC23_g2314.t2
OG0006355	Smp_156480.1	FhHiC23_g743.t1
OG0006356	Smp_050430.1	FhHiC23_g1508.t1, FhHiC23_g1508.t2
OG0006357	Smp_064360.1	FhHiC23_g1675.t1, FhHiC23_g3570.t1, FhHiC23_g3570.t2
OG0006358	Smp_212730.1	FhHiC23_g12538.t1
OG0006359	Smp_127190.1	FhHiC23_g23.t1
OG0006361	Smp_102410.1	FhHiC23_g2379.t1, FhHiC23_g2379.t2
OG0006362	Smp_143860.1, Smp_143860.2	FhHiC23_g15612.t2, FhHiC23_g15612.t3, FhHiC23_g15612.t1
OG0006363	Smp_305760.1	FhHiC23_g13159.t1
OG0006364	Smp_058150.1	FhHiC23_g3542.t1
OG0006365	Smp_162970.1	FhHiC23_g15801.t1, FhHiC23_g15801.t2
OG0006366	Smp_048880.1	FhHiC23_g1189.t1
OG0006367	Smp_180020.1	FhHiC23_g924.t1
OG0006368	Smp_085790.1	FhHiC23_g8034.t1
OG0006369	Smp_169290.1	FhHiC23_g4074.t1
OG0006370	Smp_148900.1	FhHiC23_g1296.t1
OG0006371	Smp_067900.1	FhHiC23_g3590.t1, FhHiC23_g3590.t2
OG0006372	Smp_072360.1	FhHiC23_g5732.t1
OG0006373	Smp_055100.1	FhHiC23_g2516.t1
OG0006374	Smp_023150.1	FhHiC23_g1627.t1
OG0006375	Smp_243830.1	FhHiC23_g15266.t1
OG0006376	Smp_340070.1	FhHiC23_g16363.t2, FhHiC23_g16363.t1
OG0006377	Smp_162650.1	FhHiC23_g7036.t1
OG0006378	Smp_123370.1	FhHiC23_g255.t1, FhHiC23_g255.t2, FhHiC23_g255.t3
OG0006379	Smp_162220.1, Smp_162220.2	FhHiC23_g4393.t1, FhHiC23_g4393.t2
OG0006380	Smp_169760.1	FhHiC23_g16006.t1
OG0006381	Smp_145400.1	FhHiC23_g3281.t1, FhHiC23_g3281.t2
OG0006382	Smp_143910.1	FhHiC23_g3661.t1
OG0006383	Smp_347520.2, Smp_347520.1	FhHiC23_g3473.t1
OG0006384	Smp_165630.1	FhHiC23_g8071.t1
OG0006385	Smp_212910.1	FhHiC23_g10762.t1
OG0006386	Smp_343330.1	FhHiC23_g1884.t1, FhHiC23_g1884.t2
OG0006387	Smp_342530.1	FhHiC23_g2511.t1
OG0006388	Smp_341870.1	FhHiC23_g7270.t2, FhHiC23_g7270.t1
OG0006389	Smp_040100.1	FhHiC23_g3826.t1
OG0006390	Smp_084520.1	FhHiC23_g8296.t1
OG0006392	Smp_139340.1	FhHiC23_g9212.t1, FhHiC23_g9995.t1
OG0006393	Smp_122490.1	FhHiC23_g8256.t1
OG0006394	Smp_039390.1	FhHiC23_g1853.t1, FhHiC23_g1853.t2
OG0006395	Smp_147460.1, Smp_147460.2	FhHiC23_g12100.t1
OG0006396	Smp_349870.1	FhHiC23_g15181.t1
OG0006397	Smp_104970.1	FhHiC23_g2961.t1
OG0006398	Smp_141890.1	FhHiC23_g13143.t2, FhHiC23_g13143.t1
OG0006399	Smp_135920.1	FhHiC23_g10975.t1
OG0006400	Smp_043030.1	FhHiC23_g2397.t1
OG0006401	Smp_340230.1	FhHiC23_g1801.t1, FhHiC23_g1801.t2
OG0006402	Smp_073600.1	FhHiC23_g5527.t1, FhHiC23_g5528.t1
OG0006403	Smp_048550.1	FhHiC23_g13187.t1
OG0006404	Smp_025740.1	FhHiC23_g6149.t1
OG0006405	Smp_066740.1	FhHiC23_g2358.t2, FhHiC23_g2358.t1
OG0006406	Smp_148260.1	FhHiC23_g118.t1
OG0006407	Smp_163170.1	FhHiC23_g11988.t1
OG0006408	Smp_059170.1	FhHiC23_g208.t1
OG0006409	Smp_333900.1	FhHiC23_g805.t1
OG0006410	Smp_130800.1	FhHiC23_g13580.t1
OG0006411	Smp_142900.1	FhHiC23_g11588.t1, FhHiC23_g11588.t2
OG0006412	Smp_244090.1	FhHiC23_g11195.t1
OG0006413	Smp_344210.1	FhHiC23_g16329.t1, FhHiC23_g16330.t1
OG0006414	Smp_174670.1	FhHiC23_g16427.t1
OG0006415	Smp_163240.1	FhHiC23_g5063.t1
OG0006417	Smp_316710.1	FhHiC23_g1201.t2, FhHiC23_g1201.t1
OG0006418	Smp_011570.1	FhHiC23_g13644.t1
OG0006419	Smp_210800.1	FhHiC23_g9938.t1
OG0006420	Smp_131600.1	FhHiC23_g7192.t1, FhHiC23_g7192.t2
OG0006421	Smp_067580.1	FhHiC23_g13127.t1
OG0006422	Smp_346110.1	FhHiC23_g16667.t1
OG0006423	Smp_340930.1	FhHiC23_g4161.t1, FhHiC23_g6683.t1, FhHiC23_g6683.t2
OG0006424	Smp_013790.1	FhHiC23_g2008.t1, FhHiC23_g2008.t2, FhHiC23_g2008.t3
OG0006425	Smp_055190.1	FhHiC23_g3112.t1
OG0006426	Smp_073390.1	FhHiC23_g4953.t1, FhHiC23_g15008.t1, FhHiC23_g15008.t2
OG0006427	Smp_126730.1	FhHiC23_g4917.t1
OG0006428	Smp_148200.1	FhHiC23_g13594.t1
OG0006429	Smp_080420.1	FhHiC23_g11250.t1
OG0006430	Smp_028500.1	FhHiC23_g12017.t1
OG0006432	Smp_136920.1	FhHiC23_g3130.t1
OG0006433	Smp_347880.1	FhHiC23_g14500.t1
OG0006434	Smp_127650.1	FhHiC23_g9351.t1
OG0006435	Smp_314280.2, Smp_314280.1	FhHiC23_g4108.t1
OG0006436	Smp_000900.1	FhHiC23_g7797.t1
OG0006437	Smp_016750.1	FhHiC23_g16577.t1
OG0006438	Smp_094930.1	FhHiC23_g3102.t1
OG0006439	Smp_153660.1	FhHiC23_g11617.t1, FhHiC23_g11617.t2
OG0006440	Smp_212970.1	FhHiC23_g1932.t1
OG0006441	Smp_267210.1	FhHiC23_g9861.t1
OG0006442	Smp_139620.1	FhHiC23_g4949.t1
OG0006443	Smp_143740.1	FhHiC23_g11156.t1
OG0006444	Smp_344200.1	FhHiC23_g15984.t1
OG0006445	Smp_169440.1	FhHiC23_g1355.t1
OG0006446	Smp_146650.1	FhHiC23_g2045.t1, FhHiC23_g2045.t2
OG0006447	Smp_333710.1	FhHiC23_g16675.t1
OG0006448	Smp_316430.1, Smp_337330.1	FhHiC23_g12974.t1
OG0006449	Smp_125760.1	FhHiC23_g5377.t1, FhHiC23_g5377.t2
OG0006450	Smp_342210.1	FhHiC23_g12318.t1, FhHiC23_g12318.t2
OG0006451	Smp_148930.1	FhHiC23_g832.t1, FhHiC23_g832.t2
OG0006452	Smp_007000.1	FhHiC23_g3161.t1
OG0006453	Smp_000850.1	FhHiC23_g8267.t1
OG0006454	Smp_079050.1	FhHiC23_g11562.t1
OG0006455	Smp_001500.1	FhHiC23_g3035.t1
OG0006456	Smp_062950.1	FhHiC23_g13495.t2, FhHiC23_g13495.t1
OG0006457	Smp_179080.1	FhHiC23_g2170.t1
OG0006458	Smp_030020.1	FhHiC23_g7620.t1, FhHiC23_g7620.t2
OG0006459	Smp_134060.1	FhHiC23_g1765.t1, FhHiC23_g1764.t1
OG0006460	Smp_002550.1	FhHiC23_g6855.t1
OG0006461	Smp_162280.1	FhHiC23_g16054.t1
OG0006462	Smp_122940.1	FhHiC23_g341.t1
OG0006463	Smp_129510.1	FhHiC23_g7969.t1, FhHiC23_g8442.t1
OG0006464	Smp_026400.1, Smp_349830.1	FhHiC23_g15617.t1, FhHiC23_g15615.t1
OG0006465	Smp_138690.1, Smp_138690.2, Smp_138690.3, Smp_138690.4	FhHiC23_g377.t1
OG0006466	Smp_341360.1	FhHiC23_g15839.t1
OG0006467	Smp_094760.1	FhHiC23_g12804.t1, FhHiC23_g12804.t2
OG0006468	Smp_040500.1	FhHiC23_g13880.t1, FhHiC23_g13880.t2
OG0006469	Smp_045960.1	FhHiC23_g10809.t3, FhHiC23_g10809.t1, FhHiC23_g10809.t2
OG0006470	Smp_307810.1	FhHiC23_g7458.t1, FhHiC23_g7458.t2
OG0006471	Smp_064430.1	FhHiC23_g3516.t1
OG0006472	Smp_156900.1	FhHiC23_g4160.t2, FhHiC23_g4160.t1
OG0006473	Smp_129380.1	FhHiC23_g7551.t1
OG0006474	Smp_341420.1	FhHiC23_g7422.t1, FhHiC23_g7422.t2
OG0006475	Smp_153610.1	FhHiC23_g11555.t1, FhHiC23_g11555.t2
OG0006476	Smp_196020.1	FhHiC23_g12200.t1
OG0006477	Smp_097620.1	FhHiC23_g4984.t3, FhHiC23_g4984.t2, FhHiC23_g4984.t1
OG0006478	Smp_304860.1	FhHiC23_g13730.t1, FhHiC23_g13730.t2
OG0006479	Smp_051660.1	FhHiC23_g14680.t1
OG0006480	Smp_136520.1	FhHiC23_g15689.t1
OG0006481	Smp_000650.1	FhHiC23_g7796.t1
OG0006482	Smp_142820.1	FhHiC23_g10724.t1
OG0006483	Smp_137980.1	FhHiC23_g6949.t1
OG0006484	Smp_344900.1	FhHiC23_g3345.t1
OG0006485	Smp_126360.1	FhHiC23_g12721.t1
OG0006486	Smp_136530.1	FhHiC23_g15688.t1
OG0006487	Smp_343110.1	FhHiC23_g3397.t1
OG0006488	Smp_142740.1	FhHiC23_g11291.t1
OG0006489	Smp_143090.1	FhHiC23_g10805.t1
OG0006490	Smp_093830.1	FhHiC23_g12556.t2
OG0006491	Smp_086750.1	FhHiC23_g3771.t1
OG0006492	Smp_073080.1	FhHiC23_g3491.t1
OG0006493	Smp_158440.1, Smp_158440.3, Smp_158440.2	FhHiC23_g10371.t1
OG0006494	Smp_181290.1	FhHiC23_g7989.t2, FhHiC23_g7989.t1, FhHiC23_g7989.t3
OG0006495	Smp_243300.1	FhHiC23_g3512.t1
OG0006496	Smp_197150.1	FhHiC23_g14819.t1, FhHiC23_g14819.t2
OG0006497	Smp_210500.1	FhHiC23_g11272.t1
OG0006498	Smp_028940.1	FhHiC23_g12362.t1
OG0006499	Smp_067510.1	FhHiC23_g13129.t1, FhHiC23_g13129.t2
OG0006500	Smp_194980.1	FhHiC23_g14016.t1
OG0006501	Smp_347910.1, Smp_347910.2	FhHiC23_g16599.t1
OG0006502	Smp_343520.1	FhHiC23_g3080.t1
OG0006503	Smp_053830.1	FhHiC23_g3115.t1, FhHiC23_g3116.t3, FhHiC23_g3116.t4
OG0006504	Smp_314240.1	FhHiC23_g3777.t1
OG0006505	Smp_146730.1	FhHiC23_g4264.t1
OG0006506	Smp_337750.2	FhHiC23_g7073.t3, FhHiC23_g7073.t1, FhHiC23_g7073.t2
OG0006507	Smp_044260.1, Smp_044260.2	FhHiC23_g7269.t1
OG0006508	Smp_084890.1	FhHiC23_g7572.t1
OG0006509	Smp_033330.1	FhHiC23_g9464.t1
OG0006510	Smp_017650.1	FhHiC23_g9560.t1, FhHiC23_g9560.t2, FhHiC23_g9561.t1
OG0006543	Smp_045610.1	FhHiC23_g4207.t1
OG0006544	Smp_267240.1, Smp_267240.2	FhHiC23_g9387.t1
OG0006545	Smp_334050.1	FhHiC23_g2975.t1
OG0006546	Smp_172490.1	FhHiC23_g16643.t1
OG0006547	Smp_125500.1	FhHiC23_g875.t1
OG0006548	Smp_097370.1	FhHiC23_g9925.t1, FhHiC23_g9918.t1
OG0006549	Smp_172700.1	FhHiC23_g7353.t1, FhHiC23_g7353.t2
OG0006550	Smp_134090.1	FhHiC23_g307.t3
OG0006551	Smp_334220.1	FhHiC23_g3247.t1
OG0006552	Smp_045780.1	FhHiC23_g15578.t1
OG0006553	Smp_247590.1	FhHiC23_g2369.t1
OG0006554	Smp_143300.1	FhHiC23_g14635.t1
OG0006555	Smp_164150.1	FhHiC23_g16524.t2, FhHiC23_g16524.t1
OG0006556	Smp_337610.1	FhHiC23_g1875.t1
OG0006557	Smp_325920.1	FhHiC23_g8044.t1, FhHiC23_g8044.t2
OG0006558	Smp_149010.1	FhHiC23_g2324.t1
OG0006559	Smp_322410.1	FhHiC23_g12563.t1
OG0006561	Smp_000710.1	FhHiC23_g7460.t1
OG0006562	Smp_058380.1	FhHiC23_g13066.t1
OG0006563	Smp_091750.1	FhHiC23_g15877.t1
OG0006564	Smp_088420.2, Smp_088420.1	FhHiC23_g4860.t1
OG0006566	Smp_019880.1	FhHiC23_g4896.t1
OG0006567	Smp_081250.1	FhHiC23_g5581.t1
OG0006568	Smp_149540.1	FhHiC23_g15568.t1, FhHiC23_g15568.t2
OG0006569	Smp_019980.1	FhHiC23_g5085.t1
OG0006570	Smp_245980.1	FhHiC23_g1684.t1
OG0006571	Smp_044160.1	FhHiC23_g7534.t1
OG0006572	Smp_346290.1	FhHiC23_g233.t1
OG0006573	Smp_038240.1	FhHiC23_g11586.t1
OG0006574	Smp_347780.1	FhHiC23_g6870.t1
OG0006575	Smp_159930.1	FhHiC23_g7346.t1
OG0006576	Smp_345110.1	FhHiC23_g8324.t1
OG0006577	Smp_213990.1	FhHiC23_g4850.t1
OG0006578	Smp_242200.1	FhHiC23_g1073.t1, FhHiC23_g1073.t2
OG0006579	Smp_040390.1	FhHiC23_g13939.t1
OG0006580	Smp_174190.1	FhHiC23_g2436.t1
OG0006581	Smp_333200.1	FhHiC23_g9299.t1
OG0006582	Smp_012920.1	FhHiC23_g5092.t1
