Orthogroup	schistosoma_mansoni	schistosoma_guineensis
OG0005591	Smp_002510.1	SGUI1_65740.1
OG0005593	Smp_213480.1	SGUI1_71930.1
OG0005594	Smp_150690.1	SGUI1_69940.1, SGUI1_69940.2
OG0005595	Smp_070680-0, Smp_070680.1	SGUI1_62710.1
OG0005596	Smp_029940.1	SGUI1_66850.1
OG0005597	Smp_064510.1	SGUI1_84140.1
OG0005598	Smp_180240.1	SGUI1_76990.2, SGUI1_76990.1
OG0005599	Smp_140650.1	SGUI1_54920.1
OG0005600	Smp_163160.1	SGUI1_19080.1, SGUI1_19080.2
OG0005601	Smp_305350.1	SGUI1_22520.1, SGUI1_22520.2
OG0005602	Smp_346460.1	SGUI1_22400.1
OG0005603	Smp_196090.1	SGUI1_64880.1
OG0005604	Smp_347350.1	SGUI1_29740.1
OG0005605	Smp_301660.1	SGUI1_36080.1
OG0005606	Smp_173100.1	SGUI1_80220.1
OG0005607	Smp_141520.1	SGUI1_89950.1
OG0005608	Smp_029890.1	SGUI1_66780.1
OG0005609	Smp_126230.1	SGUI1_61680.1, SGUI1_61680.2
OG0005610	Smp_098300.1	SGUI1_2220.1
OG0005611	Smp_136660.1, Smp_136660.2	SGUI1_91720.1
OG0005612	Smp_127930.1	SGUI1_94050.1
OG0005613	Smp_328390.1, Smp_343870.1	SGUI1_54320.1, SGUI1_54320.2, SGUI1_54310.1
OG0005614	Smp_035110.1	SGUI1_28170.1
OG0005615	Smp_020050.1	SGUI1_28860.1
OG0005616	Smp_020060.1	SGUI1_28850.1
OG0005617	Smp_151410.1, Smp_151410.2	SGUI1_38770.1
OG0005618	Smp_004190.1	SGUI1_49980.1
OG0005619	Smp_347100.1	SGUI1_50360.3, SGUI1_50360.4, SGUI1_50360.1, SGUI1_50360.2
OG0005620	Smp_051010.1	SGUI1_89590.1
OG0005621	Smp_172190.1	SGUI1_87810.1
OG0005622	Smp_148140.1	SGUI1_470.1
OG0005623	Smp_145380.1	SGUI1_75570.1, SGUI1_75570.3, SGUI1_75570.2
OG0005624	Smp_343970.1	SGUI1_10530.1
OG0005625	Smp_147430.1	SGUI1_10540.1, SGUI1_10540.2
OG0005626	Smp_143310.1	SGUI1_43790.1
OG0005627	Smp_173020.1	SGUI1_22740.1
OG0005628	Smp_086830.1	SGUI1_39140.1
OG0005629	Smp_006750.1	SGUI1_31700.1
OG0005630	Smp_266900.1	SGUI1_85360.1
OG0005631	Smp_343180.1	SGUI1_55300.1
OG0005632	Smp_125370.1	SGUI1_95560.1
OG0005633	Smp_094480.1	SGUI1_9850.1
OG0005634	Smp_176630.1	SGUI1_22430.1
OG0005635	Smp_340280.1	SGUI1_3000.1
OG0005636	Smp_079640.1	SGUI1_38530.1
OG0005637	Smp_170630.1	SGUI1_80610.1
OG0005639	Smp_050740.1	SGUI1_73490.1
OG0005640	Smp_341640.1	SGUI1_27340.1
OG0005641	Smp_137120.1, Smp_316920.1	SGUI1_73750.1
OG0005642	Smp_164270.1, Smp_164270.2	SGUI1_96510.1
OG0005643	Smp_140810.1	SGUI1_29430.1
OG0005644	Smp_332080.1	SGUI1_76920.1
OG0005645	Smp_121390.1	SGUI1_59250.1
OG0005646	Smp_210430.1	SGUI1_41050.1
OG0005647	Smp_104630.1	SGUI1_56080.1
OG0005648	Smp_337870.1	SGUI1_40110.1, SGUI1_40110.2
OG0005649	Smp_122980.1	SGUI1_50580.1
OG0005650	Smp_342660.1	SGUI1_65140.1
OG0005651	Smp_084860.1	SGUI1_66520.1
OG0005652	Smp_039400.1	SGUI1_48050.1
OG0005653	Smp_140240.1	SGUI1_94180.1
OG0005654	Smp_312850.1	SGUI1_72990.1, SGUI1_72990.2
OG0005655	Smp_077020.1	SGUI1_27030.1, SGUI1_27030.2
OG0005656	Smp_207070.1	SGUI1_88330.1
OG0005657	Smp_157860.1	SGUI1_11300.1
OG0005658	Smp_147040.1	SGUI1_91420.1
OG0005659	Smp_267120.1	SGUI1_16560.1
OG0005660	Smp_345010.1	SGUI1_72220.1
OG0005661	Smp_033000.1	SGUI1_6540.1
OG0005662	Smp_302970.1	SGUI1_43290.5, SGUI1_43290.2, SGUI1_43290.1, SGUI1_43290.4, SGUI1_43290.3
OG0005663	Smp_337150.1	SGUI1_7990.1
OG0005664	Smp_347120.1	SGUI1_24990.1
OG0005665	Smp_102280.1	SGUI1_48210.1
OG0005666	Smp_154100.1	SGUI1_90480.1
OG0005667	Smp_104000.1	SGUI1_42160.1
OG0005669	Smp_022020.1	SGUI1_56230.1, SGUI1_56230.2, SGUI1_56230.3
OG0005670	Smp_210980.1	SGUI1_84850.1
OG0005671	Smp_337280.1	SGUI1_11270.1, SGUI1_11270.2
OG0005672	Smp_247410.1, Smp_247410.2	SGUI1_47300.1
OG0005674	Smp_079260.1	SGUI1_25880.1
OG0005675	Smp_196900.1	SGUI1_40670.1
OG0005676	Smp_014730.1	SGUI1_52590.1
OG0005677	Smp_245110.1	SGUI1_5590.1
OG0005678	Smp_121780.1	SGUI1_60150.1
OG0005679	Smp_170010.1	SGUI1_88930.1
OG0005680	Smp_001080.1	SGUI1_69370.1
OG0005681	Smp_001070.1	SGUI1_69380.1
OG0005682	Smp_072990.1	SGUI1_31410.1
OG0005683	Smp_132830.1	SGUI1_35700.1
OG0005684	Smp_310880.1	SGUI1_49350.1, SGUI1_49350.2, SGUI1_49350.3
OG0005685	Smp_163300.1	SGUI1_13550.1, SGUI1_13470.1
OG0005686	Smp_247920.1, Smp_247920.2	SGUI1_90540.1
OG0005687	Smp_084830.1	SGUI1_66290.1
OG0005688	Smp_342360.1	SGUI1_600.1
OG0005689	Smp_126760.1	SGUI1_71120.1
OG0005690	Smp_344100.1	SGUI1_52800.1, SGUI1_52800.2
OG0005691	Smp_332280.1	SGUI1_94290.1
OG0005692	Smp_131000.1	SGUI1_47210.1
OG0005693	Smp_344450.1	SGUI1_1250.1
OG0005694	Smp_341030.1, Smp_341030.2	SGUI1_49260.1, SGUI1_49260.2
OG0005695	Smp_245660.1	SGUI1_49400.1
OG0005696	Smp_161450.1	SGUI1_41360.1
OG0005697	Smp_075350.1	SGUI1_18030.1
OG0005698	Smp_334010.1	SGUI1_70110.2, SGUI1_70110.1, SGUI1_70110.3, SGUI1_70110.4
OG0005699	Smp_163660.1	SGUI1_19880.1
OG0005700	Smp_346130.1	SGUI1_71900.1
OG0005701	Smp_068680.1	SGUI1_57940.1
OG0005702	Smp_246270.1	SGUI1_65550.1
OG0005703	Smp_176390.1	SGUI1_34310.1
OG0005704	Smp_091480.1	SGUI1_40800.1
OG0005705	Smp_332020.1	SGUI1_54140.1
OG0005706	Smp_134010.1	SGUI1_56320.1
OG0005707	Smp_063420.1	SGUI1_65620.1
OG0005708	Smp_203970.1	SGUI1_20600.1
OG0005710	Smp_139480.1	SGUI1_34590.1
OG0005711	Smp_174660.1	SGUI1_16300.1, SGUI1_16300.2, SGUI1_16300.3
OG0005712	Smp_156240.1	SGUI1_89860.1
OG0005713	Smp_138220.1	SGUI1_66560.3, SGUI1_66560.1, SGUI1_66560.2
OG0005714	Smp_334750.1	SGUI1_91210.1
OG0005715	Smp_159700.1	SGUI1_74840.1
OG0005716	Smp_134660.1	SGUI1_51000.1, SGUI1_51000.2
OG0005717	Smp_042980.1	SGUI1_75690.1
OG0005718	Smp_064150.1	SGUI1_49700.2, SGUI1_49700.1
OG0005719	Smp_180170.1	SGUI1_35600.1, SGUI1_35600.2
OG0005720	Smp_156890.1, Smp_156890.2	SGUI1_84220.1
OG0005722	Smp_342320.1	SGUI1_93480.1
OG0005723	Smp_055990.1	SGUI1_42950.2, SGUI1_42950.3
OG0005724	Smp_266980.1	SGUI1_8600.1
OG0005725	Smp_247670.1	SGUI1_83860.1, SGUI1_83860.2, SGUI1_83860.3
OG0005726	Smp_181130.1	SGUI1_53180.1
OG0005727	Smp_055310.1	SGUI1_69070.1
OG0005728	Smp_158150.1	SGUI1_88270.1
OG0005729	Smp_136770.1	SGUI1_65260.1
OG0005730	Smp_248090.1	SGUI1_94580.1
OG0005731	Smp_129960.1	SGUI1_81590.1, SGUI1_81590.2
OG0005732	Smp_076880.1	SGUI1_27140.1
OG0005733	Smp_152210.1	SGUI1_23900.1
OG0005734	Smp_072660.1	SGUI1_43490.1
OG0005735	Smp_077590.1	SGUI1_92550.1
OG0005736	Smp_063030.1	SGUI1_70290.1, SGUI1_70290.2
OG0005737	Smp_168770.1	SGUI1_64090.1
OG0005738	Smp_340420.1	SGUI1_4600.1
OG0005739	Smp_102820.1	SGUI1_29530.2, SGUI1_29530.1
OG0005740	Smp_344400.1	SGUI1_80000.1
OG0005741	Smp_074400.1	SGUI1_86800.1
OG0005742	Smp_173420.1	SGUI1_33240.1
OG0005743	Smp_168620.1	SGUI1_15950.1
OG0005744	Smp_094190.1	SGUI1_15740.1
OG0005745	Smp_012980.1	SGUI1_63620.1
OG0005746	Smp_019890.2	SGUI1_28960.1
OG0005747	Smp_213145.1	SGUI1_44890.1
OG0005748	Smp_074200.1	SGUI1_86560.1
OG0005749	Smp_344890.1	SGUI1_60340.1
OG0005750	Smp_139420.1	SGUI1_96250.1
OG0005751	Smp_033670.1	SGUI1_34030.1
OG0005752	Smp_342440.1	SGUI1_24310.1, SGUI1_24310.2
OG0005753	Smp_247310.1	SGUI1_80640.1
OG0005754	Smp_341310.1	SGUI1_88160.1
OG0005755	Smp_124120.1	SGUI1_24800.1
OG0005756	Smp_083400.1	SGUI1_27400.1
OG0005757	Smp_100380.1	SGUI1_74570.1
OG0005758	Smp_067780.1	SGUI1_72150.1, SGUI1_72130.1
OG0005759	Smp_141310.1	SGUI1_27700.1
OG0005760	Smp_143490.1	SGUI1_48160.1
OG0005762	Smp_078780.1	SGUI1_62180.1
OG0005763	Smp_016920.1	SGUI1_92050.1
OG0005764	Smp_342920.1	SGUI1_65420.1, SGUI1_65420.2
OG0005765	Smp_073590.1	SGUI1_25560.1, SGUI1_25560.2
OG0005766	Smp_342780.1	SGUI1_85320.1
OG0005767	Smp_151010.1	SGUI1_81110.1
OG0005768	Smp_213180.1	SGUI1_31860.1
OG0005769	Smp_076300.1	SGUI1_13520.1
OG0005770	Smp_072340.1	SGUI1_41110.1
OG0005771	Smp_148510.2, Smp_148510.1	SGUI1_53100.1
OG0005773	Smp_142120.1	SGUI1_69950.1
OG0005774	Smp_333580.1	SGUI1_66450.1
OG0005775	Smp_346890.1	SGUI1_42300.1, SGUI1_42300.2, SGUI1_42300.3, SGUI1_42300.4
OG0005776	Smp_123050.1	SGUI1_87360.1, SGUI1_87360.2
OG0005777	Smp_241860.1	SGUI1_42580.1
OG0005778	Smp_169690.1	SGUI1_68470.1, SGUI1_68470.2
OG0005779	Smp_342860.1	SGUI1_68990.1, SGUI1_68990.2
OG0005780	Smp_127700.1	SGUI1_93640.1, SGUI1_93640.2
OG0005781	Smp_123230.1	SGUI1_87460.1
OG0005782	Smp_105210.1	SGUI1_44270.1
OG0005783	Smp_169960.1	SGUI1_89020.1, SGUI1_89020.2
OG0005784	Smp_316110.1	SGUI1_91680.1
OG0005785	Smp_162500.1	SGUI1_11170.1
OG0005786	Smp_061950.1	SGUI1_13600.1
OG0005787	Smp_342510.1	SGUI1_790.1, SGUI1_790.2
OG0005788	Smp_157790.1	SGUI1_11390.1
OG0005789	Smp_154330.1	SGUI1_51610.1
OG0005790	Smp_079000.1	SGUI1_70700.1
OG0005791	Smp_340440.1, Smp_340440.2	SGUI1_44530.1, SGUI1_44530.2
OG0005792	Smp_102450.1	SGUI1_3640.1
OG0005793	Smp_174950.1	SGUI1_6400.1
OG0005795	Smp_241430.1	SGUI1_96150.1
OG0005796	Smp_138600.1	SGUI1_4780.1
OG0005797	Smp_125360.1	SGUI1_95570.1
OG0005798	Smp_148910.1	SGUI1_71580.1
OG0005799	Smp_146240.1	SGUI1_20090.1
OG0005800	Smp_069760.1	SGUI1_83880.1
OG0005801	Smp_314220.1	SGUI1_15090.1
OG0005802	Smp_153790.1, Smp_153790.2	SGUI1_76460.1
OG0005803	Smp_331870.1	SGUI1_58500.1, SGUI1_58510.1
OG0005804	Smp_105780.1	SGUI1_92960.1
OG0005805	Smp_156100.1	SGUI1_70340.1
OG0005806	Smp_053020.1	SGUI1_82800.1
OG0005807	Smp_334440.1, Smp_334440.2	SGUI1_80620.1
OG0005808	Smp_090890.1	SGUI1_39320.1
OG0005809	Smp_246040.1	SGUI1_28610.1, SGUI1_28610.2
OG0005810	Smp_158700.1	SGUI1_87890.1
OG0005811	Smp_064860.1	SGUI1_12280.1
OG0005812	Smp_302330.1	SGUI1_39850.1
OG0005813	Smp_346930.1, Smp_346930.2	SGUI1_72330.1
OG0005814	Smp_136540.1	SGUI1_14350.1
OG0005815	Smp_021340.1	SGUI1_65690.1
OG0005816	Smp_046090.1	SGUI1_12570.1, SGUI1_12510.1
OG0005817	Smp_012690.1	SGUI1_30660.1
OG0005818	Smp_024970.1	SGUI1_90370.1
OG0005819	Smp_048940.1	SGUI1_52860.1
OG0005820	Smp_246530.1	SGUI1_63140.1
OG0005821	Smp_173700.1	SGUI1_96030.1
OG0005822	Smp_308030.1	SGUI1_27430.1
OG0005823	Smp_154340.1	SGUI1_40230.1, SGUI1_40240.1
OG0005824	Smp_179710.1	SGUI1_26650.1
OG0005825	Smp_035470.1	SGUI1_27890.1
OG0005827	Smp_310180.1	SGUI1_46000.1, SGUI1_46000.2
OG0005828	Smp_059710.1	SGUI1_90080.1
OG0005829	Smp_103010.1	SGUI1_59480.3, SGUI1_59480.2, SGUI1_59480.1
OG0005830	Smp_342230.1	SGUI1_69180.1
OG0005831	Smp_128160.1	SGUI1_47670.2, SGUI1_47670.1
OG0005832	Smp_009830.1	SGUI1_36360.1
OG0005833	Smp_134350.1	SGUI1_4530.1
OG0005834	Smp_345040.1	SGUI1_84470.1
OG0005835	Smp_136400.1	SGUI1_63670.1, SGUI1_63670.2
OG0005836	Smp_334540.1	SGUI1_83730.1, SGUI1_83730.2
OG0005837	Smp_248010.1	SGUI1_92450.1
OG0005838	Smp_015720.1	SGUI1_840.1
OG0005839	Smp_073560.1	SGUI1_25660.2, SGUI1_25660.3, SGUI1_25660.1, SGUI1_25660.4
OG0005840	Smp_174680.1	SGUI1_86470.1
OG0005841	Smp_163260.1	SGUI1_13710.1
OG0005842	Smp_086210.1	SGUI1_50810.1
OG0005843	Smp_077310.1	SGUI1_19670.1
OG0005844	Smp_017830.1	SGUI1_11080.1
OG0005845	Smp_010400.1	SGUI1_93600.1
OG0005846	Smp_167200.1	SGUI1_34140.1
OG0005847	Smp_175810.1	SGUI1_96550.1, SGUI1_96550.2
OG0005848	Smp_181090.1, Smp_181090.2	SGUI1_53200.2, SGUI1_53200.1
OG0005849	Smp_346400.1	SGUI1_97190.1
OG0005850	Smp_337760.1	SGUI1_35100.1
OG0005851	Smp_088600.1	SGUI1_56990.1
OG0005852	Smp_337620.1	SGUI1_30060.1
OG0005853	Smp_093840.1	SGUI1_76820.1
OG0005854	Smp_151520.1	SGUI1_79110.1
OG0005855	Smp_344950.1	SGUI1_37450.1
OG0005856	Smp_174710.1	SGUI1_86420.1
OG0005857	Smp_309110.1	SGUI1_67320.1
OG0005859	Smp_345750.1	SGUI1_16850.1
OG0005861	Smp_341810.1	SGUI1_43260.1
OG0005862	Smp_196910.1	SGUI1_42590.1, SGUI1_42590.2
OG0005863	Smp_072080.1	SGUI1_48300.1
OG0005865	Smp_160270.1	SGUI1_19250.1, SGUI1_19250.2, SGUI1_19250.3
OG0005866	Smp_062790.1	SGUI1_72370.1
OG0005867	Smp_035040.1	SGUI1_28230.1, SGUI1_28230.2
OG0005869	Smp_212190.1, Smp_212190.2	SGUI1_93310.1
OG0005870	Smp_056240.1	SGUI1_23970.1
OG0005871	Smp_080210.1	SGUI1_78970.1
OG0005872	Smp_327810.1	SGUI1_46950.3, SGUI1_46950.2, SGUI1_46950.1, SGUI1_46950.4
OG0005873	Smp_334110.1	SGUI1_72900.1
OG0005874	Smp_029970.1	SGUI1_66870.1
OG0005875	Smp_127470.1	SGUI1_63480.1, SGUI1_63480.2
OG0005876	Smp_326530.1	SGUI1_67760.1
OG0005877	Smp_331910.1	SGUI1_27560.1
OG0005878	Smp_157570.1, Smp_157570.2	SGUI1_41830.1
OG0005879	Smp_125040.1	SGUI1_43630.1
OG0005880	Smp_040960.1	SGUI1_36980.1, SGUI1_36980.2
OG0005881	Smp_054300.1	SGUI1_15450.1, SGUI1_15450.2
OG0005882	Smp_194050.1	SGUI1_27600.1, SGUI1_27600.3, SGUI1_27600.2
OG0005883	Smp_333780.1	SGUI1_48020.1
OG0005884	Smp_207040.1, Smp_207040.2	SGUI1_72800.1
OG0005885	Smp_336290.1, Smp_331250.1, Smp_336290.2	SGUI1_86850.1, SGUI1_86840.1, SGUI1_86870.1, SGUI1_86880.1
OG0005892	Smp_083680.1	SGUI1_37350.1
OG0005893	Smp_006840.1	SGUI1_39070.1
OG0005894	Smp_244560.1	SGUI1_10460.1
OG0005895	Smp_080870.1	SGUI1_94150.1
OG0005896	Smp_172140.1	SGUI1_40750.1
OG0005897	Smp_242890.1	SGUI1_93980.1
OG0005898	Smp_124980.1	SGUI1_43730.1, SGUI1_43730.2
OG0005899	Smp_010820.1	SGUI1_94010.1
OG0005900	Smp_161820.1	SGUI1_31170.1
OG0005901	Smp_194700.1	SGUI1_60100.1
OG0005902	Smp_322640.1	SGUI1_7200.1
OG0005903	Smp_245260.1	SGUI1_5090.1
OG0005904	Smp_130910.1	SGUI1_23310.1
OG0005905	Smp_083880.1	SGUI1_68170.1
OG0005906	Smp_009070.1	SGUI1_74090.1
OG0005907	Smp_072460.1	SGUI1_41420.1
OG0005908	Smp_147980.1	SGUI1_39630.1
OG0005909	Smp_018170.1	SGUI1_14070.1
OG0005910	Smp_212750.1	SGUI1_76730.1
OG0005911	Smp_082370.1	SGUI1_95430.2, SGUI1_95430.1
OG0005912	Smp_196160.1	SGUI1_95250.1
OG0005913	Smp_051070.1	SGUI1_89550.1
OG0005914	Smp_337560.1	SGUI1_76360.1
OG0005915	Smp_331790.1	SGUI1_7780.1
OG0005916	Smp_161160.1	SGUI1_18410.1
OG0005917	Smp_123470.1	SGUI1_65750.1
OG0005918	Smp_210440.1	SGUI1_33150.1
OG0005919	Smp_346620.1	SGUI1_22040.1
OG0005920	Smp_345900.1	SGUI1_2810.1
OG0005921	Smp_000740.1	SGUI1_69700.1
OG0005922	Smp_162920.1	SGUI1_21150.1
OG0005923	Smp_019920.1	SGUI1_29000.1
OG0005924	Smp_244340.1, Smp_244340.2	SGUI1_16070.1, SGUI1_16060.1
OG0005925	Smp_066480.1	SGUI1_70670.1
OG0005926	Smp_145930.1	SGUI1_62300.1
OG0005927	Smp_105340.1	SGUI1_26250.1
OG0005928	Smp_177040.1	SGUI1_68720.1, SGUI1_68720.2
OG0005929	Smp_074940.1	SGUI1_61860.1
OG0005930	Smp_167140.1	SGUI1_80230.1
OG0005931	Smp_052060.1	SGUI1_73160.1
OG0005932	Smp_212240.1	SGUI1_2230.1
OG0005933	Smp_170580.1	SGUI1_41920.1
OG0005934	Smp_032500.1	SGUI1_20400.1
OG0005935	Smp_033990.1	SGUI1_31890.1
OG0005936	Smp_162520.1	SGUI1_61720.1
OG0005937	Smp_156170.1	SGUI1_89760.1
OG0005938	Smp_149960.1	SGUI1_73040.3, SGUI1_73040.4, SGUI1_73040.1, SGUI1_73040.2
OG0005939	Smp_331890.1	SGUI1_59880.1
OG0005940	Smp_076860.1	SGUI1_27160.1
OG0005941	Smp_318260.1, Smp_318260.2, Smp_318260.3	SGUI1_94760.1
OG0005942	Smp_146290.1	SGUI1_83480.1, SGUI1_83480.2, SGUI1_83480.3
OG0005943	Smp_153690.1	SGUI1_14510.1
OG0005944	Smp_308140.1, Smp_308145.1	SGUI1_60430.1
OG0005945	Smp_086330.2, Smp_086330.1	SGUI1_2750.1
OG0005946	Smp_163840.1	SGUI1_19590.1
OG0005947	Smp_076230.1	SGUI1_13680.1, SGUI1_13760.1
OG0005948	Smp_213790.1	SGUI1_34990.1
OG0005949	Smp_242440.1	SGUI1_9540.1
OG0005950	Smp_337470.1	SGUI1_50090.1
OG0005951	Smp_096410.1	SGUI1_6070.1
OG0005952	Smp_340920.1	SGUI1_83010.1
OG0005953	Smp_213440.1	SGUI1_68970.1
OG0005954	Smp_335770.1	SGUI1_20150.1
OG0005955	Smp_059570.1	SGUI1_91700.1
OG0005956	Smp_347800.1	SGUI1_30280.1
OG0005957	Smp_245120.1	SGUI1_23740.1
OG0005958	Smp_197860.1	SGUI1_74480.1
OG0005959	Smp_006860.1	SGUI1_39080.1
OG0005960	Smp_143700.1	SGUI1_85640.1
OG0005961	Smp_326750.1	SGUI1_68880.1
OG0005962	Smp_342490.1	SGUI1_93030.1
OG0005963	Smp_160610.1	SGUI1_62830.1
OG0005964	Smp_300500.1	SGUI1_31960.1
OG0005966	Smp_172170.2, Smp_172170.1	SGUI1_87860.1
OG0005967	Smp_052160.1	SGUI1_73210.1
OG0005968	Smp_058350.1	SGUI1_12870.1
OG0005969	Smp_302980.1	SGUI1_43300.1, SGUI1_43300.2
OG0005970	Smp_081470.1	SGUI1_21500.1
OG0005971	Smp_073680.1	SGUI1_25500.1
OG0005972	Smp_047400.1	SGUI1_54420.1
OG0005973	Smp_346370.1	SGUI1_44310.1
OG0005974	Smp_346750.1	SGUI1_21810.1
OG0005975	Smp_148970.1	SGUI1_71470.1
OG0005976	Smp_012810.1	SGUI1_30530.1
OG0005977	Smp_343940.1	SGUI1_52150.1
OG0005978	Smp_345340.1	SGUI1_86720.1, SGUI1_86720.2
OG0005979	Smp_035500.1	SGUI1_27860.1
OG0005980	Smp_170930.1	SGUI1_56650.1
OG0005981	Smp_127640.1	SGUI1_93530.1
OG0005982	Smp_132540.1	SGUI1_65080.1
OG0005983	Smp_071830.1	SGUI1_48560.1, SGUI1_48560.2
OG0005984	Smp_308820.1	SGUI1_65950.1
OG0005985	Smp_035650.1	SGUI1_27750.1
OG0005986	Smp_343930.1, Smp_343930.2	SGUI1_20110.1
OG0005987	Smp_146250.1	SGUI1_20100.1
OG0005988	Smp_198920.1	SGUI1_96230.1
OG0005989	Smp_056900.1	SGUI1_81840.1
OG0005990	Smp_333960.1	SGUI1_56620.1
OG0005991	Smp_147570.1	SGUI1_54440.1
OG0005992	Smp_310430.1	SGUI1_47200.1
OG0005993	Smp_042150.1	SGUI1_78320.1, SGUI1_78320.2
OG0005994	Smp_336010.1	SGUI1_53970.1
OG0005995	Smp_140990.1	SGUI1_70860.1
OG0005996	Smp_054200.1	SGUI1_18880.1
OG0005997	Smp_088390.1	SGUI1_1010.1
OG0005998	Smp_125450.1	SGUI1_47930.1
OG0005999	Smp_142790.1	SGUI1_80570.1, SGUI1_80570.2
OG0006000	Smp_244480.1	SGUI1_11350.1, SGUI1_11350.2
OG0006001	Smp_158170.1	SGUI1_88250.2, SGUI1_88250.1
OG0006002	Smp_146570.1	SGUI1_52060.1
OG0006003	Smp_036270.1	SGUI1_34330.1
OG0006004	Smp_176300.1	SGUI1_49770.1
OG0006005	Smp_334150.1	SGUI1_73370.1
OG0006006	Smp_245510.1	SGUI1_46380.1
OG0006007	Smp_051290.1, Smp_051290.2	SGUI1_19930.1
OG0006008	Smp_172640.1	SGUI1_71980.1
OG0006009	Smp_043610.2	SGUI1_83410.3, SGUI1_83410.1, SGUI1_83410.2
OG0006010	Smp_092750.1	SGUI1_81140.1
OG0006011	Smp_134800.1	SGUI1_65460.1
OG0006012	Smp_246340.1	SGUI1_66700.1
OG0006013	Smp_333410.1	SGUI1_21550.2, SGUI1_21550.1
OG0006014	Smp_069170.1	SGUI1_74810.1
OG0006015	Smp_042740.1	SGUI1_75450.1
OG0006016	Smp_247430.1	SGUI1_79810.1
OG0006017	Smp_149130.1	SGUI1_79820.1
OG0006018	Smp_149400.1	SGUI1_89580.1
OG0006019	Smp_343640.1	SGUI1_85590.1
OG0006020	Smp_077280.1	SGUI1_19690.1, SGUI1_19690.4, SGUI1_19690.5
OG0006021	Smp_059200.1	SGUI1_76570.1, SGUI1_76570.2
OG0006022	Smp_013300.1	SGUI1_62430.1, SGUI1_62430.2
OG0006023	Smp_341190.1	SGUI1_18120.1
OG0006024	Smp_194900.1	SGUI1_46990.1
OG0006025	Smp_244460.1	SGUI1_14600.1
OG0006026	Smp_056440.1	SGUI1_1150.1
OG0006027	Smp_340110.1	SGUI1_24400.1, SGUI1_24400.2, SGUI1_24400.3
OG0006028	Smp_046800.1	SGUI1_49540.1
OG0006029	Smp_021800.1	SGUI1_56430.1
OG0006030	Smp_336360.1	SGUI1_34240.1
OG0006031	Smp_124740.1	SGUI1_18810.1
OG0006032	Smp_322970.1	SGUI1_9450.1
OG0006033	Smp_161400.1	SGUI1_41160.1
OG0006034	Smp_161500.1	SGUI1_43510.1, SGUI1_43510.2
OG0006035	Smp_340360.1	SGUI1_56360.3, SGUI1_56360.1, SGUI1_56360.2
OG0006036	Smp_347540.1, Smp_347540.2	SGUI1_83680.1
OG0006037	Smp_039000.1	SGUI1_84690.1
OG0006038	Smp_072720.1	SGUI1_43450.1
OG0006039	Smp_333860.1	SGUI1_51020.1
OG0006040	Smp_350090.1	SGUI1_57670.1, SGUI1_57910.1
OG0006042	Smp_073140.1	SGUI1_31230.1
OG0006043	Smp_341220.1	SGUI1_17900.1, SGUI1_17900.2
OG0006044	Smp_092490.1	SGUI1_69230.1
OG0006045	Smp_201130.2, Smp_201130.1	SGUI1_36040.1
OG0006046	Smp_157070.1	SGUI1_12180.1
OG0006047	Smp_173410.1	SGUI1_33250.1
OG0006049	Smp_210380.1	SGUI1_40520.1
OG0006050	Smp_074930.1, Smp_074930.2	SGUI1_61850.1
OG0006051	Smp_343530.1	SGUI1_6770.2, SGUI1_6770.1, SGUI1_6770.3
OG0006052	Smp_149980.1	SGUI1_73060.1
OG0006053	Smp_000180.1	SGUI1_68000.1
OG0006054	Smp_243660.1	SGUI1_64250.1
OG0006055	Smp_245300.1	SGUI1_4470.1
OG0006056	Smp_146810.1	SGUI1_14680.1, SGUI1_14680.2, SGUI1_14680.3, SGUI1_14680.4
OG0006057	Smp_129100.1	SGUI1_30390.1
OG0006058	Smp_044950.1	SGUI1_17430.1
OG0006059	Smp_149900.1	SGUI1_72950.1
OG0006060	Smp_346920.1	SGUI1_3290.1
OG0006061	Smp_169300.1	SGUI1_85480.1, SGUI1_85480.2, SGUI1_85480.3
OG0006062	Smp_175680.1, Smp_175680.2	SGUI1_35610.1
OG0006063	Smp_139180.1	SGUI1_45170.1
OG0006064	Smp_176150.1	SGUI1_70220.1
OG0006065	Smp_157715.1	SGUI1_11540.1
OG0006066	Smp_059880.1	SGUI1_8360.1
OG0006067	Smp_051360.1	SGUI1_43310.1
OG0006068	Smp_072210.1	SGUI1_40990.1
OG0006069	Smp_319660.1, Smp_144720.1	SGUI1_34040.1
OG0006070	Smp_138350.1	SGUI1_66820.1
OG0006071	Smp_175230.1	SGUI1_77160.1
OG0006072	Smp_146710.1	SGUI1_83610.1
OG0006073	Smp_048930.1	SGUI1_52850.1
OG0006074	Smp_147050.1	SGUI1_91440.1
OG0006075	Smp_073690.1	SGUI1_25490.1
OG0006076	Smp_023230.1	SGUI1_51010.1
OG0006077	Smp_157620.1	SGUI1_41870.1
OG0006078	Smp_004060.1	SGUI1_24430.1, SGUI1_24430.2, SGUI1_24430.3, SGUI1_24430.4
OG0006079	Smp_337240.1	SGUI1_51960.1, SGUI1_51960.2
OG0006080	Smp_152850.1	SGUI1_32460.1, SGUI1_97160.1
OG0006081	Smp_043940.1	SGUI1_1780.1
OG0006082	Smp_196370.1, Smp_196370.2	SGUI1_41690.1
OG0006083	Smp_064400.1	SGUI1_84250.1
