Orthogroup	schistosoma_japonicum	schistosoma_bovis
OG0005960	EWB00_008606	SBOV2_84500.1
OG0005961	EWB00_008923	SBOV2_68080.1
OG0005962	EWB00_009426	SBOV2_91940.1
OG0005963	EWB00_007730	SBOV2_61950.1
OG0005964	EWB00_007851	SBOV2_35470.3, SBOV2_35470.1, SBOV2_35470.2
OG0005965	EWB00_006441	SBOV2_20210.1
OG0005966	EWB00_007526	SBOV2_86600.1
OG0005967	EWB00_006614.1, EWB00_006614.2	SBOV2_72160.1
OG0005969	EWB00_001805	SBOV2_42520.1
OG0005970	EWB00_002422	SBOV2_21290.1
OG0005971	EWB00_006977.1	SBOV2_25300.2, SBOV2_25300.1
OG0005972	EWB00_008115.1, EWB00_008115.2, EWB00_008115.3	SBOV2_51420.1
OG0005973	EWB00_009699.1, EWB00_009699.2	SBOV2_43560.1, SBOV2_43570.1
OG0005974	EWB00_005819	SBOV2_21620.1
OG0005975	EWB00_006104	SBOV2_70480.1
OG0005976	EWB00_002895.1, EWB00_002895.2, EWB00_002895.3	SBOV2_36860.1
OG0005977	EWB00_003551	SBOV2_53540.1, SBOV2_53540.2
OG0005978	EWB00_005304	SBOV2_85500.1
OG0005979	EWB00_006967	SBOV2_39440.1
OG0005980	EWB00_007832	SBOV2_55670.1
OG0005981	EWB00_008974	SBOV2_92150.1
OG0005982	EWB00_009876, EWB00_009873	SBOV2_64200.1
OG0005983	EWB00_005415	SBOV2_47900.1
OG0005984	EWB00_010482, EWB00_010480	SBOV2_65080.1
OG0005985	EWB00_006956	SBOV2_39560.1
OG0005986	EWB00_002480.1, EWB00_002480.2	SBOV2_20070.1
OG0005987	EWB00_002479	SBOV2_20080.1
OG0005988	EWB00_009980	SBOV2_94910.1
OG0005989	EWB00_008827	SBOV2_80650.1
OG0005990	EWB00_007830.1, EWB00_007830.2, EWB00_007830.3, EWB00_007830.4	SBOV2_55650.1, SBOV2_55650.2
OG0005991	EWB00_008113	SBOV2_51400.1
OG0005992	EWB00_006900, EWB00_006899	SBOV2_46610.1
OG0005993	EWB00_004574.1, EWB00_004574.2	SBOV2_76930.1, SBOV2_76930.2
OG0005994	EWB00_006475	SBOV2_51860.1
OG0005996	EWB00_008813.3, EWB00_008813.2, EWB00_008813.1	SBOV2_18720.1
OG0005997	EWB00_005681	SBOV2_1060.1
OG0005998	EWB00_010753	SBOV2_47290.1
OG0005999	EWB00_007496	SBOV2_79130.1, SBOV2_79130.2
OG0006001	EWB00_000736, EWB00_000737	SBOV2_87010.1, SBOV2_87010.2, SBOV2_87010.3
OG0006002	EWB00_003561	SBOV2_53650.1
OG0006003	EWB00_003396	SBOV2_33160.1
OG0006004	EWB00_007593	SBOV2_49070.1
OG0006005	EWB00_001192.1, EWB00_001192.2	SBOV2_72300.1
OG0006006	EWB00_004049	SBOV2_45730.1
OG0006007	EWB00_006436	SBOV2_20260.1
OG0006008	EWB00_007363.2, EWB00_007363.1, EWB00_007363.3	SBOV2_70990.1
OG0006009	EWB00_007025	SBOV2_82050.1
OG0006010	EWB00_003771	SBOV2_81290.1
OG0006011	EWB00_000911	SBOV2_64610.1
OG0006012	EWB00_004000	SBOV2_65960.1
OG0006013	EWB00_002413	SBOV2_21350.1
OG0006014	EWB00_008227.2, EWB00_008227.1	SBOV2_73590.1
OG0006015	EWB00_001370.2	SBOV2_74150.1
OG0006016	EWB00_008198, EWB00_008194, EWB00_008197	SBOV2_78400.1
OG0006017	EWB00_008199	SBOV2_78420.1, SBOV2_78420.2, SBOV2_78420.3
OG0006018	EWB00_011389.1, EWB00_011389.2	SBOV2_89000.1, SBOV2_89000.2
OG0006019	EWB00_001331, EWB00_001330, EWB00_001332	SBOV2_84450.1
OG0006021	EWB00_010958	SBOV2_75200.1, SBOV2_75200.2, SBOV2_75200.3
OG0006022	EWB00_004015.2, EWB00_004015.1, EWB00_004015.3	SBOV2_61550.1
OG0006023	EWB00_005459	SBOV2_17930.1, SBOV2_17930.2
OG0006024	EWB00_002083	SBOV2_46400.1
OG0006025	EWB00_004165.1, EWB00_004165.2	SBOV2_14550.1
OG0006026	EWB00_008011	SBOV2_1180.1
OG0006027	EWB00_001114	SBOV2_24160.1
OG0006028	EWB00_007621	SBOV2_48840.1
OG0006029	EWB00_001205.1, EWB00_001205.2, EWB00_001205.3	SBOV2_55450.1
OG0006030	EWB00_007859	SBOV2_33250.1
OG0006031	EWB00_000050, EWB00_000049.1, EWB00_000049.2	SBOV2_18640.1
OG0006032	EWB00_008470	SBOV2_9990.1
OG0006033	EWB00_004151.1, EWB00_004151.2	SBOV2_26670.1, SBOV2_26670.3, SBOV2_26670.2
OG0006034	EWB00_008255	SBOV2_42740.1
OG0006035	EWB00_007835.1, EWB00_007835.2	SBOV2_55380.2, SBOV2_55380.1, SBOV2_55380.3
OG0006036	EWB00_007280, EWB00_007279.1, EWB00_007279.2, EWB00_011183	SBOV2_82340.1
OG0006037	EWB00_007312.1, EWB00_007312.3, EWB00_007312.4, EWB00_007312.2	SBOV2_83450.1
OG0006038	EWB00_008260.1, EWB00_008260.3, EWB00_008260.2	SBOV2_42690.1
OG0006039	EWB00_010606	SBOV2_54590.1
OG0006040	EWB00_011229	SBOV2_56780.1
OG0006042	EWB00_004612.1, EWB00_004612.2, EWB00_004612.3, EWB00_004612.4, EWB00_004612.5	SBOV2_36180.1
OG0006043	EWB00_005439	SBOV2_17710.1
OG0006044	EWB00_010045	SBOV2_68420.1
OG0006045	EWB00_004287	SBOV2_31530.1
OG0006046	EWB00_009995.1, EWB00_009995.2	SBOV2_12780.1
OG0006047	EWB00_002911	SBOV2_34160.2, SBOV2_34160.1
OG0006048	EWB00_008705.1, EWB00_008705.2, EWB00_008705.3	SBOV2_7350.1
OG0006049	EWB00_002834.1, EWB00_002834.2	SBOV2_27260.1
OG0006050	EWB00_011138.1, EWB00_011138.2, EWB00_011138.3	SBOV2_61020.1
OG0006051	EWB00_007778	SBOV2_7040.1
OG0006052	EWB00_006595	SBOV2_72020.1, SBOV2_72010.1
OG0006053	EWB00_006226.2, EWB00_006226.1, EWB00_006226.3, EWB00_006226.4	SBOV2_67150.3, SBOV2_67150.2, SBOV2_67150.1
OG0006054	EWB00_010426.1, EWB00_010426.2	SBOV2_63320.1
OG0006055	EWB00_000863	SBOV2_4710.1
OG0006056	EWB00_002319	SBOV2_14630.1, SBOV2_14630.2
OG0006057	EWB00_002877.1, EWB00_002877.2	SBOV2_37010.1
OG0006058	EWB00_006562.1, EWB00_006562.2	SBOV2_17320.1
OG0006059	EWB00_004976.1, EWB00_004976.2	SBOV2_73240.1, SBOV2_71910.1
OG0006060	EWB00_007338	SBOV2_3340.1
OG0006061	EWB00_001346	SBOV2_84330.1
OG0006062	EWB00_006866	SBOV2_31940.1, SBOV2_31940.2
OG0006063	EWB00_009916	SBOV2_44440.1
OG0006064	EWB00_001610	SBOV2_69320.1
OG0006067	EWB00_001804	SBOV2_42530.1
OG0006068	EWB00_001577.2, EWB00_001577.1, EWB00_001577.3	SBOV2_26810.1
OG0006070	EWB00_003986	SBOV2_66070.1
OG0006071	EWB00_010029, EWB00_010269	SBOV2_75800.1
OG0006072	EWB00_007036	SBOV2_82280.1
OG0006073	EWB00_010620	SBOV2_52890.1
OG0006074	EWB00_011416	SBOV2_90100.1
OG0006075	EWB00_006978.1, EWB00_006978.2	SBOV2_25290.1
OG0006076	EWB00_010605.1, EWB00_010605.2, EWB00_010605.3	SBOV2_54600.1, SBOV2_54600.2
OG0006077	EWB00_002960	SBOV2_26000.1, SBOV2_26000.2, SBOV2_26000.3
OG0006078	EWB00_004062, EWB00_001118.1, EWB00_001118.2, EWB00_001118.3	SBOV2_24190.1
OG0006079	EWB00_007753	SBOV2_53740.1
OG0006080	EWB00_005962	SBOV2_34960.1
OG0006081	EWB00_003839	SBOV2_1820.1
OG0006082	EWB00_008391.1, EWB00_008391.2	SBOV2_26160.1
OG0006083	EWB00_002186.1, EWB00_002186.2, EWB00_002186.3	SBOV2_83000.1, SBOV2_83000.2
OG0006084	EWB00_007551	SBOV2_22380.1, SBOV2_22380.2, SBOV2_22380.3, SBOV2_22380.4
OG0006085	EWB00_004536	SBOV2_72470.1
OG0006086	EWB00_001090	SBOV2_23900.1
OG0006087	EWB00_006205, EWB00_006204	SBOV2_28690.1, SBOV2_28690.2
OG0006088	EWB00_006085	SBOV2_70350.1, SBOV2_70350.2, SBOV2_70350.3, SBOV2_70350.4
OG0006089	EWB00_009386.1, EWB00_009386.2, EWB00_009386.3, EWB00_009386.4	SBOV2_11020.1
OG0006090	EWB00_009678.1, EWB00_009678.2	SBOV2_90620.1
OG0006091	EWB00_003483	SBOV2_79440.1
OG0006092	EWB00_002310, EWB00_002311	SBOV2_13480.1
OG0006093	EWB00_011169	SBOV2_50640.1, SBOV2_50640.2
OG0006094	EWB00_005313.1, EWB00_005313.2, EWB00_005313.3	SBOV2_54350.1
OG0006096	EWB00_001062	SBOV2_18240.1
OG0006097	EWB00_010028, EWB00_010270.1, EWB00_010270.2	SBOV2_75790.1
OG0006098	EWB00_004230	SBOV2_24750.1
OG0006099	EWB00_010022, EWB00_009568, EWB00_010021, EWB00_007799	SBOV2_8090.1
OG0006101	EWB00_001301.1, EWB00_001301.3, EWB00_001301.5	SBOV2_30280.1
OG0006102	EWB00_007387.1, EWB00_007387.2	SBOV2_77130.1
OG0006103	EWB00_003157, EWB00_003156, EWB00_003155	SBOV2_29660.1
OG0006104	EWB00_003970.1, EWB00_003970.2	SBOV2_66320.1
OG0006105	EWB00_008948.1, EWB00_008948.2	SBOV2_81030.1
OG0006106	EWB00_006580.1, EWB00_006580.2	SBOV2_59380.1
OG0006107	EWB00_009138	SBOV2_73380.1
OG0006109	EWB00_009343	SBOV2_69590.1
OG0006110	EWB00_001838	SBOV2_87860.1
OG0006111	EWB00_004652.1, EWB00_004652.2	SBOV2_2080.1
OG0006112	EWB00_000735	SBOV2_87000.1
OG0006113	EWB00_009074	SBOV2_3760.1
OG0006114	EWB00_005502	SBOV2_92680.1
OG0006115	EWB00_000661.1, EWB00_000661.2	SBOV2_40460.1
OG0006116	EWB00_006889	SBOV2_46660.1
OG0006117	EWB00_007822	SBOV2_55600.1, SBOV2_55600.2
OG0006118	EWB00_009100	SBOV2_55870.1
OG0006120	EWB00_002802.2, EWB00_002802.1, EWB00_002802.5, EWB00_002802.3, EWB00_002802.4	SBOV2_41590.1
OG0006121	EWB00_002404	SBOV2_21730.1
OG0006122	EWB00_006058.1, EWB00_006058.3, EWB00_006058.2	SBOV2_38060.1
OG0006123	EWB00_011270	SBOV2_59840.1
OG0006124	EWB00_010484	SBOV2_65060.1, SBOV2_65060.2
OG0006125	EWB00_011029, EWB00_011031	SBOV2_73490.1
OG0006126	EWB00_004010	SBOV2_61600.1
OG0006127	EWB00_006366.1, EWB00_006366.2	SBOV2_42310.1, SBOV2_42310.2
OG0006128	EWB00_005610	SBOV2_30630.3
OG0006129	EWB00_002671	SBOV2_13140.1
OG0006130	EWB00_006954.1, EWB00_006954.2	SBOV2_39580.1
OG0006131	EWB00_003967.1, EWB00_003967.2	SBOV2_62600.1
OG0006132	EWB00_007212	SBOV2_54010.1
OG0006133	EWB00_010052	SBOV2_68490.1
OG0006135	EWB00_004659	SBOV2_1990.1
OG0006136	EWB00_007270.1, EWB00_007270.2, EWB00_007270.3	SBOV2_75850.1
OG0006137	EWB00_006416	SBOV2_20430.1, SBOV2_20430.2
OG0006139	EWB00_002689.2, EWB00_002689.1	SBOV2_12980.1, SBOV2_96270.1
OG0006140	EWB00_004545	SBOV2_72580.1
OG0006141	EWB00_002887	SBOV2_36940.1
OG0006143	EWB00_005471	SBOV2_18050.1, SBOV2_18050.2
OG0006144	EWB00_011341.1, EWB00_011341.2	SBOV2_60520.1, SBOV2_60520.2, SBOV2_60520.3, SBOV2_60520.4
OG0006145	EWB00_009524	SBOV2_28900.1
OG0006146	EWB00_004580.1, EWB00_004580.2	SBOV2_77000.1
OG0006148	EWB00_010065.1, EWB00_010065.2, EWB00_010065.3	SBOV2_68620.1
OG0006149	EWB00_008670	SBOV2_8210.1
OG0006150	EWB00_010905	SBOV2_35870.1, SBOV2_35870.2
OG0006151	EWB00_004729	SBOV2_26240.1
OG0006152	EWB00_011380	SBOV2_88930.1, SBOV2_88930.2, SBOV2_88930.5, SBOV2_88930.6, SBOV2_88930.3, SBOV2_88930.4
OG0006153	EWB00_011294.1, EWB00_011294.2, EWB00_011294.3	SBOV2_59980.1
OG0006154	EWB00_003018	SBOV2_85320.1
OG0006155	EWB00_010320	SBOV2_19350.1, SBOV2_19350.2
OG0006156	EWB00_007272	SBOV2_75870.1
OG0006157	EWB00_009701.1, EWB00_009701.2	SBOV2_44240.1
OG0006158	EWB00_006419.1, EWB00_006419.2	SBOV2_20400.1
OG0006159	EWB00_007086	SBOV2_22940.1
OG0006161	EWB00_000713	SBOV2_84230.1, SBOV2_84230.2
OG0006162	EWB00_001047	SBOV2_18400.1
OG0006163	EWB00_003326.1, EWB00_003326.5	SBOV2_1660.1
OG0006164	EWB00_003597.1, EWB00_003597.2	SBOV2_390.1
OG0006165	EWB00_007920	SBOV2_69780.1
OG0006166	EWB00_006879	SBOV2_46750.1, SBOV2_46750.2
OG0006167	EWB00_000148	SBOV2_80920.2, SBOV2_80920.3, SBOV2_80920.1
OG0006168	EWB00_008844.1, EWB00_008844.2	SBOV2_87770.1
OG0006170	EWB00_002680	SBOV2_13080.1
OG0006171	EWB00_009045	SBOV2_3920.1
OG0006172	EWB00_004909.1, EWB00_004909.2	SBOV2_43120.1
OG0006173	EWB00_005701.1, EWB00_005701.2	SBOV2_20730.1
OG0006174	EWB00_008814	SBOV2_18710.2, SBOV2_18710.1
OG0006175	EWB00_007527	SBOV2_86720.1
OG0006177	EWB00_009272.1, EWB00_009272.2	SBOV2_86420.1
OG0006178	EWB00_008056	SBOV2_85980.1
OG0006179	EWB00_000192.1, EWB00_000192.2	SBOV2_45430.1, SBOV2_45430.2
OG0006180	EWB00_007218	SBOV2_54100.2, SBOV2_54100.1
OG0006181	EWB00_008192.1, EWB00_008192.2	SBOV2_78370.1
OG0006182	EWB00_005918	SBOV2_35150.3, SBOV2_35150.4, SBOV2_35150.5, SBOV2_35150.6, SBOV2_35150.1, SBOV2_35150.2
OG0006183	EWB00_005961	SBOV2_35190.1, SBOV2_34970.1, SBOV2_34970.2
OG0006185	EWB00_010767	SBOV2_47180.1
OG0006186	EWB00_007407.1, EWB00_007407.2	SBOV2_91730.1
OG0006187	EWB00_006385.1, EWB00_006385.2	SBOV2_42130.1, SBOV2_42130.2, SBOV2_42130.3
OG0006188	EWB00_006380, EWB00_006379	SBOV2_42180.1
OG0006189	EWB00_004789.1, EWB00_004789.2	SBOV2_94540.1
OG0006190	EWB00_006689	SBOV2_94630.1, SBOV2_94630.2
OG0006191	EWB00_003763	SBOV2_95760.3, SBOV2_95760.1, SBOV2_95760.2
OG0006192	EWB00_005072	SBOV2_87620.2, SBOV2_87630.1, SBOV2_87620.1, SBOV2_87620.3, SBOV2_87620.4
OG0006195	EWB00_002772, EWB00_002773.1, EWB00_002773.2	SBOV2_71240.1
OG0006196	EWB00_010971	SBOV2_75270.1
OG0006197	EWB00_003988	SBOV2_66020.1, SBOV2_66020.2
OG0006198	EWB00_005927, EWB00_005926, EWB00_005928	SBOV2_35230.1
OG0006199	EWB00_002848.3, EWB00_002848.2, EWB00_002848.1, EWB00_002848.4	SBOV2_41010.1, SBOV2_41010.2, SBOV2_41010.3
OG0006200	EWB00_000260.1, EWB00_000260.2	SBOV2_24960.1
OG0006201	EWB00_007062.1, EWB00_007062.2, EWB00_007062.3	SBOV2_23260.1
OG0006202	EWB00_007558	SBOV2_22310.1
OG0006203	EWB00_009248	SBOV2_42820.1
OG0006204	EWB00_004350	SBOV2_30950.1
OG0006204	EWB00_004349	SBOV2_30960.1
OG0006205	EWB00_005420, EWB00_005421, EWB00_005422	SBOV2_17540.1
OG0006206	EWB00_009394	SBOV2_14000.1
OG0006207	EWB00_002511	SBOV2_19840.1, SBOV2_19840.5, SBOV2_19840.6, SBOV2_19840.2, SBOV2_19840.3, SBOV2_19840.4
OG0006208	EWB00_007201.2, EWB00_007201.3, EWB00_007201.4, EWB00_007201.1	SBOV2_2310.1
OG0006209	EWB00_007892, EWB00_007891	SBOV2_2560.1
OG0006210	EWB00_002089	SBOV2_7700.1, SBOV2_7680.1
OG0006211	EWB00_009545	SBOV2_29090.1, SBOV2_29090.2, SBOV2_29090.4, SBOV2_29090.3, SBOV2_29090.5, SBOV2_29090.6, SBOV2_29090.7
OG0006212	EWB00_003194	SBOV2_96720.2, SBOV2_56750.1, SBOV2_96720.1, SBOV2_96720.4, SBOV2_96720.3
OG0006214	EWB00_006279	SBOV2_67690.1
OG0006225	EWB00_009821.5, EWB00_009821.1, EWB00_009821.3, EWB00_009821.4, EWB00_009821.2	SBOV2_66340.1
OG0006226	EWB00_008469	SBOV2_9980.1
OG0006227	EWB00_009400.1, EWB00_009400.2	SBOV2_11210.1
OG0006228	EWB00_008030	SBOV2_41190.1
OG0006229	EWB00_010280	SBOV2_15430.1
OG0006230	EWB00_002059, EWB00_002058	SBOV2_92280.1
OG0006231	EWB00_007814.1	SBOV2_27170.1
OG0006233	EWB00_009698.1, EWB00_009698.2	SBOV2_43580.1
OG0006234	EWB00_003702.1, EWB00_003702.3, EWB00_003702.4, EWB00_003702.2	SBOV2_13770.1, SBOV2_13770.2
OG0006235	EWB00_000299.1, EWB00_000299.2	SBOV2_25220.1
OG0006236	EWB00_010043	SBOV2_68400.1, SBOV2_68400.2
OG0006237	EWB00_003927.1, EWB00_003927.2, EWB00_003927.3	SBOV2_27570.1
OG0006238	EWB00_002571	SBOV2_35990.1, SBOV2_35990.2, SBOV2_35990.3
OG0006239	EWB00_002007	SBOV2_76210.1
OG0006240	EWB00_004514	SBOV2_82310.1
OG0006242	EWB00_002326	SBOV2_14680.1
OG0006243	EWB00_004908	SBOV2_43100.1
OG0006244	EWB00_010082	SBOV2_68770.1
OG0006245	EWB00_002199, EWB00_000432, EWB00_000431, EWB00_002202, EWB00_002203	SBOV2_50290.1
OG0006246	EWB00_006774.1, EWB00_006774.2, EWB00_006774.3	SBOV2_80160.1
OG0006247	EWB00_011393.1, EWB00_011393.2	SBOV2_89040.1
OG0006248	EWB00_011407	SBOV2_90010.1
OG0006249	EWB00_000176	SBOV2_45290.1
OG0006250	EWB00_002136	SBOV2_34620.1, SBOV2_34620.2
OG0006251	EWB00_003135	SBOV2_15910.1
OG0006252	EWB00_003393.1, EWB00_003393.2	SBOV2_33140.2, SBOV2_33140.1
OG0006253	EWB00_004942	SBOV2_88780.1
OG0006254	EWB00_007197	SBOV2_2270.1
OG0006255	EWB00_004257	SBOV2_31780.1
OG0006256	EWB00_009258.2, EWB00_009258.1, EWB00_009258.3, EWB00_009258.4	SBOV2_27870.1
OG0006257	EWB00_000577	SBOV2_92830.1
OG0006258	EWB00_009853.1, EWB00_009853.2	SBOV2_66590.1
OG0006259	EWB00_004953, EWB00_004954	SBOV2_88870.1
OG0006260	EWB00_002869	SBOV2_23440.1, SBOV2_23440.2
OG0006261	EWB00_011012	SBOV2_75640.1
OG0006262	EWB00_008926	SBOV2_67840.1
OG0006263	EWB00_009450.1, EWB00_009450.2	SBOV2_83130.1
OG0006266	EWB00_008417	SBOV2_54850.1
OG0006268	EWB00_001930.1, EWB00_001930.2	SBOV2_88460.1
OG0006269	EWB00_010712.1, EWB00_010712.2	SBOV2_47710.1
OG0006270	EWB00_002470	SBOV2_15930.1
OG0006271	EWB00_008500	SBOV2_18880.1
OG0006272	EWB00_009183.1, EWB00_009183.2	SBOV2_9490.1
OG0006273	EWB00_000984	SBOV2_43720.1
OG0006275	EWB00_003493.1, EWB00_003493.2	SBOV2_79580.1
OG0006276	EWB00_009011	SBOV2_84890.1, SBOV2_84890.2
OG0006277	EWB00_004904	SBOV2_43360.1
OG0006278	EWB00_004490	SBOV2_83850.1
OG0006279	EWB00_003938	SBOV2_27700.1
OG0006280	EWB00_002196.1, EWB00_002196.2, EWB00_002196.3	SBOV2_11740.1
OG0006281	EWB00_003420.3, EWB00_003420.1, EWB00_003420.2	SBOV2_35270.1
OG0006282	EWB00_004564	SBOV2_76820.1
OG0006283	EWB00_004715	SBOV2_26360.1
OG0006284	EWB00_002712	SBOV2_71560.1
OG0006285	EWB00_008821, EWB00_008126	SBOV2_51380.1
OG0006287	EWB00_010925	SBOV2_73010.1, SBOV2_73010.2
OG0006288	EWB00_011065	SBOV2_73150.1
OG0006289	EWB00_004552.1, EWB00_004552.2	SBOV2_76700.1
OG0006290	EWB00_003646, EWB00_008718	SBOV2_64280.1, SBOV2_64280.2
OG0006291	EWB00_006587	SBOV2_61280.1, SBOV2_61280.2
OG0006292	EWB00_009766	SBOV2_68040.1
OG0006293	EWB00_006656	SBOV2_95030.1
OG0006294	EWB00_001097	SBOV2_24000.1
OG0006295	EWB00_001441	SBOV2_94040.1
OG0006297	EWB00_005029.1, EWB00_005029.2	SBOV2_40850.1
OG0006298	EWB00_010194	SBOV2_350.1, SBOV2_350.2, SBOV2_350.3
OG0006299	EWB00_007200	SBOV2_2300.1
OG0006301	EWB00_007789	SBOV2_8140.1
OG0006302	EWB00_002161.3, EWB00_002161.4, EWB00_002161.1, EWB00_002161.2	SBOV2_51060.1
OG0006303	EWB00_005641	SBOV2_1510.1
OG0006304	EWB00_008751	SBOV2_48560.1
OG0006306	EWB00_006545	SBOV2_17170.1
OG0006307	EWB00_006832	SBOV2_32290.1, SBOV2_32290.2
OG0006308	EWB00_004527	SBOV2_72380.1, SBOV2_72380.2
OG0006309	EWB00_001259	SBOV2_77830.1
OG0006310	EWB00_004782	SBOV2_6250.1
OG0006311	EWB00_001686	SBOV2_89400.3, SBOV2_89400.2, SBOV2_89400.1
OG0006312	EWB00_008251.1, EWB00_008251.3, EWB00_008251.2	SBOV2_76590.1
OG0006313	EWB00_010946	SBOV2_75090.1
OG0006314	EWB00_000967	SBOV2_70010.1
OG0006315	EWB00_007435	SBOV2_91910.1
OG0006317	EWB00_005359, EWB00_005360	SBOV2_49350.1
OG0006318	EWB00_004437.2, EWB00_004437.3, EWB00_004437.1, EWB00_004437.4	SBOV2_49600.1
OG0006319	EWB00_008847	SBOV2_87790.1, SBOV2_87790.2
OG0006321	EWB00_005676	SBOV2_1030.1
OG0006322	EWB00_008387	SBOV2_55050.1
OG0006323	EWB00_001757	SBOV2_33670.1
OG0006324	EWB00_002510.1, EWB00_002510.2, EWB00_002510.4	SBOV2_19850.1
OG0006325	EWB00_002042.1, EWB00_002042.2	SBOV2_5740.1
OG0006326	EWB00_009983	SBOV2_94880.1
OG0006327	EWB00_005247	SBOV2_24380.1, SBOV2_24370.1
OG0006328	EWB00_005173	SBOV2_57770.1
OG0006329	EWB00_009847.1, EWB00_009847.2	SBOV2_66550.1
OG0006330	EWB00_000332	SBOV2_89930.1
OG0006331	EWB00_003856.1, EWB00_003856.2	SBOV2_59060.1, SBOV2_59060.2
OG0006333	EWB00_007966	SBOV2_59700.1, SBOV2_59700.2
OG0006334	EWB00_008782, EWB00_008784, EWB00_008785	SBOV2_81910.1
OG0006335	EWB00_001435.1, EWB00_001435.2	SBOV2_93960.1
OG0006336	EWB00_002426, EWB00_002427, EWB00_010297, EWB00_010298	SBOV2_21260.1
OG0006339	EWB00_006850	SBOV2_32100.1
OG0006340	EWB00_009202	SBOV2_42960.1
OG0006341	EWB00_007761	SBOV2_53810.1
OG0006342	EWB00_007305	SBOV2_83510.1
OG0006343	EWB00_011350	SBOV2_60580.1
OG0006344	EWB00_001699.2, EWB00_001699.1	SBOV2_25470.1, SBOV2_25470.2
OG0006345	EWB00_006119	SBOV2_70280.1
OG0006346	EWB00_005078.1, EWB00_005078.2, EWB00_005078.3	SBOV2_87680.1
OG0006347	EWB00_001078.2, EWB00_001078.1, EWB00_001078.3	SBOV2_39920.1
OG0006348	EWB00_009905.1, EWB00_009905.2	SBOV2_44590.1, SBOV2_44590.2, SBOV2_44590.3
OG0006349	EWB00_009093.1, EWB00_009093.2, EWB00_009093.3	SBOV2_8360.1
OG0006350	EWB00_005600	SBOV2_30500.1
OG0006351	EWB00_002026, EWB00_002025	SBOV2_76080.1
OG0006352	EWB00_009368	SBOV2_14280.1, SBOV2_14280.2
OG0006353	EWB00_009435	SBOV2_69100.1, SBOV2_69100.2
OG0006354	EWB00_007366	SBOV2_70960.2, SBOV2_70960.1
OG0006355	EWB00_007227	SBOV2_54160.1
OG0006356	EWB00_002296	SBOV2_78430.1
OG0006357	EWB00_002181.1, EWB00_002181.2	SBOV2_83040.1
OG0006358	EWB00_003104	SBOV2_15640.2, SBOV2_15640.1
OG0006359	EWB00_006783	SBOV2_54490.1
OG0006360	EWB00_008770.1, EWB00_008770.2, EWB00_008770.3	SBOV2_91610.1
OG0006361	EWB00_002156	SBOV2_51090.1, SBOV2_51090.2
OG0006362	EWB00_010323	SBOV2_19380.1
OG0006363	EWB00_004631.1, EWB00_004631.2	SBOV2_13940.2, SBOV2_13940.1
OG0006364	EWB00_008793.1, EWB00_008793.2, EWB00_008793.3	SBOV2_81830.1, SBOV2_81830.2
OG0006365	EWB00_009293.1, EWB00_009293.2	SBOV2_21410.1, SBOV2_21410.2
OG0006366	EWB00_010624	SBOV2_52920.1
OG0006367	EWB00_001598	SBOV2_69230.1
OG0006368	EWB00_010407.1, EWB00_010407.3, EWB00_010407.2	SBOV2_63170.1, SBOV2_63170.2
OG0006369	EWB00_001344, EWB00_001345	SBOV2_84310.1
OG0006370	EWB00_002727	SBOV2_70610.1, SBOV2_70610.2
OG0006371	EWB00_006773.1, EWB00_006773.3, EWB00_006773.2	SBOV2_80150.1
OG0006372	EWB00_004149	SBOV2_26700.3, SBOV2_26700.1, SBOV2_26700.2
OG0006373	EWB00_001245	SBOV2_77690.1
OG0006374	EWB00_003679.2, EWB00_003679.1	SBOV2_54670.1
OG0006375	EWB00_008519	SBOV2_20660.1
OG0006376	EWB00_006930	SBOV2_86300.1
OG0006377	EWB00_011145	SBOV2_61080.1, SBOV2_61080.2, SBOV2_61080.3, SBOV2_61110.1
OG0006378	EWB00_006481	SBOV2_51810.1
OG0006379	EWB00_000616.1, EWB00_000616.2	SBOV2_85410.1
OG0006381	EWB00_001175	SBOV2_74320.1
OG0006382	EWB00_008646	SBOV2_84550.1
OG0006383	EWB00_009236	SBOV2_80570.1
OG0006384	EWB00_003860	SBOV2_59100.4, SBOV2_59100.1, SBOV2_59100.2, SBOV2_59100.3
OG0006385	EWB00_006553.1, EWB00_006553.2	SBOV2_17240.1
OG0006386	EWB00_009103	SBOV2_55890.1
OG0006387	EWB00_001215, EWB00_001216.1, EWB00_001216.2, EWB00_001217	SBOV2_77410.1
OG0006388	EWB00_003868	SBOV2_59180.1
OG0006389	EWB00_004491	SBOV2_83860.1
OG0006390	EWB00_010465.1, EWB00_010465.2	SBOV2_65300.1
OG0006391	EWB00_010466, EWB00_010467	SBOV2_65290.1
OG0006392	EWB00_006667	SBOV2_95530.1
OG0006393	EWB00_010088.1, EWB00_010088.2	SBOV2_68830.1
OG0006394	EWB00_010737	SBOV2_47450.1
OG0006395	EWB00_003708	SBOV2_13850.1
OG0006397	EWB00_002658	SBOV2_77930.1
OG0006398	EWB00_010828.3, EWB00_010828.1, EWB00_010828.2	SBOV2_5960.1
OG0006400	EWB00_001184	SBOV2_74400.1
OG0006401	EWB00_000221	SBOV2_46490.1
OG0006403	EWB00_003589	SBOV2_460.1
OG0006404	EWB00_001717	SBOV2_33950.1
OG0006405	EWB00_005334.1, EWB00_005334.2	SBOV2_49550.1
OG0006406	EWB00_010634	SBOV2_52990.1
