Orthogroup	schistosoma_japonicum	schistosoma_guineensis
OG0005451	EWB00_001492	SGUI1_82890.1
OG0005452	EWB00_001895, EWB00_001897	SGUI1_90330.1
OG0005453	EWB00_011147	SGUI1_61930.1
OG0005454	EWB00_009340.2, EWB00_009340.3, EWB00_009340.1	SGUI1_52040.2
OG0005455	EWB00_005335	SGUI1_50340.1
OG0005456	EWB00_007271.1, EWB00_007271.2, EWB00_007271.3, EWB00_007271.4, EWB00_007271.5	SGUI1_77230.1
OG0005457	EWB00_002559	SGUI1_46780.1
OG0005458	EWB00_005495, EWB00_010152	SGUI1_6280.1, SGUI1_6190.1
OG0005460	EWB00_008135	SGUI1_70900.1
OG0005461	EWB00_005043.2, EWB00_005043.1	SGUI1_26390.1
OG0005462	EWB00_010862	SGUI1_86350.1, SGUI1_86350.2
OG0005463	EWB00_002499.1, EWB00_002499.2	SGUI1_20260.1, SGUI1_20260.2
OG0005464	EWB00_005311	SGUI1_51280.1
OG0005465	EWB00_005077.1, EWB00_005077.3, EWB00_005077.2	SGUI1_90910.1
OG0005466	EWB00_009948	SGUI1_70600.1, SGUI1_70600.2, SGUI1_70600.3
OG0005467	EWB00_010417	SGUI1_64160.1
OG0005468	EWB00_002527	SGUI1_20470.1
OG0005469	EWB00_006239.2, EWB00_006239.1	SGUI1_68140.1
OG0005470	EWB00_002184	SGUI1_84270.1
OG0005471	EWB00_005469.1, EWB00_005469.3, EWB00_005469.2	SGUI1_18210.1
OG0005472	EWB00_004537	SGUI1_73570.1
OG0005473	EWB00_003586.1, EWB00_003586.2	SGUI1_820.1, SGUI1_820.2, SGUI1_820.3
OG0005474	EWB00_003907.1, EWB00_003907.2, EWB00_003907.3	SGUI1_40370.1
OG0005475	EWB00_002178	SGUI1_84310.1
OG0005476	EWB00_004608.1, EWB00_004608.2	SGUI1_39780.1, SGUI1_39780.2
OG0005477	EWB00_002841.1, EWB00_002841.2	SGUI1_40460.1
OG0005478	EWB00_003460.1, EWB00_003460.2	SGUI1_58490.1, SGUI1_58490.2, SGUI1_58490.3
OG0005479	EWB00_007157	SGUI1_76140.1
OG0005480	EWB00_008104	SGUI1_73770.1, SGUI1_73770.2, SGUI1_73780.1
OG0005481	EWB00_006542	SGUI1_17260.1
OG0005482	EWB00_009616, EWB00_009783	SGUI1_41720.1
OG0005485	EWB00_006778	SGUI1_51160.1
OG0005486	EWB00_001595	SGUI1_70100.1
OG0005487	EWB00_001553	SGUI1_22890.1
OG0005488	EWB00_008336, EWB00_008578	SGUI1_92190.1
OG0005489	EWB00_006354.1, EWB00_006354.2	SGUI1_4640.1
OG0005490	EWB00_001727.1, EWB00_001727.2	SGUI1_33580.1
OG0005491	EWB00_003183	SGUI1_91970.1
OG0005492	EWB00_000374.1, EWB00_000374.3, EWB00_000374.4, EWB00_000374.2	SGUI1_92680.1
OG0005493	EWB00_010631.1, EWB00_010631.3, EWB00_010631.4, EWB00_010631.5, EWB00_010631.2	SGUI1_52760.1
OG0005494	EWB00_006297.1, EWB00_006297.2	SGUI1_5010.1, SGUI1_5010.2
OG0005495	EWB00_008193	SGUI1_79800.1
OG0005496	EWB00_005499, EWB00_005498	SGUI1_94030.1
OG0005497	EWB00_002856.1, EWB00_002856.2, EWB00_002856.3, EWB00_002856.4	SGUI1_23720.1
OG0005498	EWB00_002006	SGUI1_77590.1
OG0005499	EWB00_004880	SGUI1_88590.1
OG0005500	EWB00_010325.1, EWB00_010325.3, EWB00_010325.2	SGUI1_20800.1
OG0005501	EWB00_001885.1, EWB00_001885.2, EWB00_001885.3	SGUI1_90440.1
OG0005502	EWB00_006676	SGUI1_96620.1
OG0005503	EWB00_006189.2, EWB00_006189.1	SGUI1_39090.2, SGUI1_39090.1
OG0005505	EWB00_007401.1, EWB00_007401.2, EWB00_007401.3, EWB00_007401.4	SGUI1_78700.1
OG0005506	EWB00_004950	SGUI1_89720.1
OG0005507	EWB00_007506.1, EWB00_007506.2, EWB00_007506.3	SGUI1_87920.1, SGUI1_87920.2, SGUI1_87920.3, SGUI1_87920.5
OG0005508	EWB00_005628.1, EWB00_005628.2	SGUI1_1520.1
OG0005509	EWB00_004765.1, EWB00_004765.2	SGUI1_94310.1
OG0005510	EWB00_006702.1, EWB00_006702.2	SGUI1_91830.2, SGUI1_91830.3, SGUI1_91830.1
OG0005511	EWB00_004581.3, EWB00_004581.2, EWB00_004581.1, EWB00_004581.4	SGUI1_78390.1
OG0005512	EWB00_010549.2, EWB00_010549.1, EWB00_010549.3, EWB00_010549.4	SGUI1_6440.1
OG0005513	EWB00_001940, EWB00_001941	SGUI1_90070.1
OG0005514	EWB00_001131.1, EWB00_001131.2	SGUI1_24550.1
OG0005515	EWB00_005157	SGUI1_57280.1
OG0005516	EWB00_006532	SGUI1_17170.1
OG0005517	EWB00_003962	SGUI1_63450.1
OG0005518	EWB00_004104.3, EWB00_004104.4, EWB00_004104.1, EWB00_004104.2	SGUI1_25750.1
OG0005519	EWB00_001476.2, EWB00_001476.1, EWB00_001476.3	SGUI1_35150.1
OG0005520	EWB00_011126.1, EWB00_011126.2, EWB00_011126.3	SGUI1_61730.1, SGUI1_61730.2
OG0005522	EWB00_001761	SGUI1_33830.1, SGUI1_33830.2
OG0005523	EWB00_002621	SGUI1_84120.1
OG0005524	EWB00_003841	SGUI1_1770.1
OG0005525	EWB00_002236.1, EWB00_002236.2	SGUI1_58860.1, SGUI1_58860.2, SGUI1_58860.3, SGUI1_58860.4
OG0005526	EWB00_004389.1, EWB00_004389.2	SGUI1_38170.1, SGUI1_38170.2
OG0005527	EWB00_007072.1, EWB00_007072.2	SGUI1_23350.1, SGUI1_23350.2, SGUI1_23350.3
OG0005530	EWB00_000687.3, EWB00_000687.1, EWB00_000687.2, EWB00_000687.4, EWB00_000687.5	SGUI1_11420.1
OG0005532	EWB00_009364.1, EWB00_009364.2	SGUI1_14240.1
OG0005533	EWB00_003840.1, EWB00_003840.2	SGUI1_1760.1
OG0005535	EWB00_002540.1, EWB00_002540.2	SGUI1_46570.1
OG0005536	EWB00_004306	SGUI1_36220.2, SGUI1_36220.1
OG0005537	EWB00_001586.1, EWB00_001586.2, EWB00_001586.3	SGUI1_41070.1
OG0005539	EWB00_005977.1, EWB00_005977.2	SGUI1_30100.1
OG0005540	EWB00_003875.1, EWB00_003875.2	SGUI1_60140.1
OG0005544	EWB00_007092	SGUI1_22960.1, SGUI1_22960.2
OG0005546	EWB00_008472, EWB00_008473	SGUI1_9480.1
OG0005547	EWB00_004390	SGUI1_38160.1
OG0005548	EWB00_008602	SGUI1_85660.1
OG0005549	EWB00_004412	SGUI1_50620.1
OG0005550	EWB00_010679.4, EWB00_010679.6, EWB00_010679.5, EWB00_010679.2, EWB00_010679.3, EWB00_010679.1	SGUI1_53270.3, SGUI1_53270.1, SGUI1_53270.2
OG0005551	EWB00_002735.1, EWB00_002735.2	SGUI1_71660.1
OG0005553	EWB00_008283.1, EWB00_008283.2	SGUI1_44780.1
OG0005554	EWB00_002441.1, EWB00_002441.2	SGUI1_16240.1
OG0005555	EWB00_002433	SGUI1_21420.1
OG0005558	EWB00_000715	SGUI1_85410.1
OG0005566	EWB00_009752.3, EWB00_009752.1, EWB00_009752.2	SGUI1_76310.1
OG0005567	EWB00_002670	SGUI1_12760.1
OG0005568	EWB00_007277.1, EWB00_007277.2	SGUI1_77300.1
OG0005569	EWB00_006686	SGUI1_96020.1
OG0005570	EWB00_005948.1, EWB00_005948.3	SGUI1_32340.1
OG0005571	EWB00_002553	SGUI1_46740.1
OG0005572	EWB00_005799.1, EWB00_005799.2	SGUI1_67590.1
OG0005573	EWB00_009189	SGUI1_8980.1
OG0005574	EWB00_005297	SGUI1_86760.1
OG0005575	EWB00_006246	SGUI1_68180.1
OG0005576	EWB00_006242.1, EWB00_006242.2	SGUI1_68160.1
OG0005577	EWB00_011367, EWB00_011366	SGUI1_86360.1
OG0005578	EWB00_002992	SGUI1_49370.1
OG0005580	EWB00_005315.1, EWB00_005315.2, EWB00_005315.3	SGUI1_51310.1, SGUI1_51310.2
OG0005581	EWB00_006019	SGUI1_29660.1
OG0005582	EWB00_002952	SGUI1_32930.1
OG0005583	EWB00_000620.1, EWB00_000620.2	SGUI1_86650.1
OG0005584	EWB00_002063.1, EWB00_002063.2	SGUI1_94520.1
OG0005585	EWB00_005847.3, EWB00_005847.1, EWB00_005847.2	SGUI1_95590.1
OG0005586	EWB00_005848.1, EWB00_005848.2, EWB00_005848.3, EWB00_005848.4	SGUI1_95580.1
OG0005587	EWB00_007380.1, EWB00_007380.2	SGUI1_78460.1
OG0005589	EWB00_000496	SGUI1_59660.1
OG0005590	EWB00_006548	SGUI1_17300.1
OG0005591	EWB00_010504	SGUI1_65740.1
OG0005592	EWB00_006788.3, EWB00_006788.1, EWB00_006788.2	SGUI1_52940.1, SGUI1_52940.2
OG0005593	EWB00_007365.1, EWB00_007365.2	SGUI1_71930.1
OG0005594	EWB00_003886	SGUI1_69940.1, SGUI1_69940.2
OG0005595	EWB00_009182	SGUI1_62710.1
OG0005596	EWB00_003983.1, EWB00_003983.2	SGUI1_66850.1
OG0005597	EWB00_002624	SGUI1_84140.1
OG0005598	EWB00_011007	SGUI1_76990.2, SGUI1_76990.1
OG0005599	EWB00_000742.1, EWB00_000742.2	SGUI1_54920.1
OG0005600	EWB00_010361	SGUI1_19080.1, SGUI1_19080.2
OG0005601	EWB00_007554	SGUI1_22520.1, SGUI1_22520.2
OG0005602	EWB00_007563.1, EWB00_007563.2, EWB00_007563.3	SGUI1_22400.1
OG0005603	EWB00_004710, EWB00_004708, EWB00_004709	SGUI1_64880.1
OG0005604	EWB00_006012	SGUI1_29740.1
OG0005605	EWB00_004290	SGUI1_36080.1
OG0005606	EWB00_003342	SGUI1_80220.1
OG0005607	EWB00_001953	SGUI1_89950.1
OG0005608	EWB00_003989	SGUI1_66780.1
OG0005609	EWB00_011115	SGUI1_61680.1, SGUI1_61680.2
OG0005610	EWB00_007191	SGUI1_2220.1
OG0005611	EWB00_006716.1, EWB00_006716.4, EWB00_006716.2, EWB00_006716.3	SGUI1_91720.1
OG0005612	EWB00_000792.1, EWB00_000792.2	SGUI1_94050.1
OG0005613	EWB00_001200.1, EWB00_001200.2	SGUI1_54320.1, SGUI1_54320.2, SGUI1_54310.1
OG0005614	EWB00_003310.2, EWB00_003310.1, EWB00_003310.3	SGUI1_28170.1
OG0005615	EWB00_007932	SGUI1_28860.1
OG0005616	EWB00_007933.1, EWB00_007933.2	SGUI1_28850.1
OG0005617	EWB00_009527.1, EWB00_009527.2	SGUI1_38770.1
OG0005618	EWB00_006470.1, EWB00_006470.2	SGUI1_49980.1
OG0005619	EWB00_004439.1, EWB00_004439.2	SGUI1_50360.3, SGUI1_50360.4, SGUI1_50360.1, SGUI1_50360.2
OG0005620	EWB00_011388.3, EWB00_011388.5	SGUI1_89590.1
OG0005621	EWB00_007521.1, EWB00_007521.2, EWB00_007521.3	SGUI1_87810.1
OG0005622	EWB00_003593.2, EWB00_003593.4, EWB00_003593.1, EWB00_003593.3	SGUI1_470.1
OG0005623	EWB00_001171	SGUI1_75570.1, SGUI1_75570.3, SGUI1_75570.2
OG0005624	EWB00_004198	SGUI1_10530.1
OG0005625	EWB00_004199	SGUI1_10540.1, SGUI1_10540.2
OG0005626	EWB00_001566.1, EWB00_001566.2, EWB00_001566.3	SGUI1_43790.1
OG0005627	EWB00_001532	SGUI1_22740.1
OG0005628	EWB00_006184	SGUI1_39140.1
OG0005629	EWB00_011220.1, EWB00_011220.2, EWB00_011220.3, EWB00_011220.4	SGUI1_31700.1
OG0005630	EWB00_001658.1, EWB00_001658.2, EWB00_001658.3	SGUI1_85360.1
OG0005631	EWB00_009274	SGUI1_55300.1
OG0005632	EWB00_005850	SGUI1_95560.1
OG0005633	EWB00_009495.1, EWB00_009495.2, EWB00_009495.3	SGUI1_9850.1
OG0005634	EWB00_007560.1, EWB00_007560.2, EWB00_007560.3	SGUI1_22430.1
OG0005635	EWB00_008636	SGUI1_3000.1
OG0005636	EWB00_009543	SGUI1_38530.1
OG0005637	EWB00_007491	SGUI1_80610.1
OG0005640	EWB00_001081	SGUI1_27340.1
OG0005641	EWB00_008105	SGUI1_73750.1
OG0005642	EWB00_003878	SGUI1_96510.1
OG0005643	EWB00_006044.1, EWB00_006044.2	SGUI1_29430.1
OG0005644	EWB00_011002.1, EWB00_011002.2	SGUI1_76920.1
OG0005645	EWB00_011247	SGUI1_59250.1
OG0005646	EWB00_001585	SGUI1_41050.1
OG0005647	EWB00_008377	SGUI1_56080.1
OG0005648	EWB00_003932	SGUI1_40110.1, SGUI1_40110.2
OG0005649	EWB00_004418	SGUI1_50580.1
OG0005650	EWB00_008716	SGUI1_65140.1
OG0005651	EWB00_004111.1, EWB00_004111.2	SGUI1_66520.1
OG0005652	EWB00_010738.1, EWB00_010738.2	SGUI1_48050.1
OG0005653	EWB00_005515.1, EWB00_005515.2	SGUI1_94180.1
OG0005654	EWB00_004973	SGUI1_72990.1, SGUI1_72990.2
OG0005655	EWB00_002849	SGUI1_27030.1, SGUI1_27030.2
OG0005656	EWB00_000313.1, EWB00_000313.2	SGUI1_88330.1
OG0005657	EWB00_005738.1, EWB00_005738.2	SGUI1_11300.1
OG0005659	EWB00_000083	SGUI1_16560.1
OG0005660	EWB00_002778, EWB00_002779	SGUI1_72220.1
OG0005661	EWB00_008536	SGUI1_6540.1
OG0005662	EWB00_001806.1, EWB00_001806.2	SGUI1_43290.5, SGUI1_43290.2, SGUI1_43290.1, SGUI1_43290.4, SGUI1_43290.3
OG0005663	EWB00_008663	SGUI1_7990.1
OG0005664	EWB00_004233	SGUI1_24990.1
OG0005665	EWB00_010724	SGUI1_48210.1
OG0005666	EWB00_001879, EWB00_001880	SGUI1_90480.1
OG0005669	EWB00_000885	SGUI1_56230.1, SGUI1_56230.2, SGUI1_56230.3
OG0005670	EWB00_007289, EWB00_007291	SGUI1_84850.1
OG0005671	EWB00_005742.2, EWB00_005742.1, EWB00_005742.3	SGUI1_11270.1, SGUI1_11270.2
OG0005672	EWB00_006885	SGUI1_47300.1
OG0005673	EWB00_006880.1, EWB00_006880.2	SGUI1_47380.1
OG0005674	EWB00_003714	SGUI1_25880.1
OG0005675	EWB00_007804	SGUI1_40670.1
OG0005676	EWB00_010651.1, EWB00_010651.2, EWB00_010651.3, EWB00_010651.4	SGUI1_52590.1
OG0005677	EWB00_010838	SGUI1_5590.1
OG0005678	EWB00_003876.1, EWB00_003876.2	SGUI1_60150.1
OG0005679	EWB00_004459.1, EWB00_004459.2	SGUI1_88930.1
OG0005680	EWB00_010058.1, EWB00_010058.2, EWB00_010058.3	SGUI1_69370.1
OG0005681	EWB00_010059	SGUI1_69380.1
OG0005682	EWB00_002575	SGUI1_31410.1
OG0005683	EWB00_004251.1, EWB00_004251.2	SGUI1_35700.1
OG0005684	EWB00_002994	SGUI1_49350.1, SGUI1_49350.2, SGUI1_49350.3
OG0005686	EWB00_001863.1, EWB00_001863.2	SGUI1_90540.1
OG0005687	EWB00_008872	SGUI1_66290.1
OG0005688	EWB00_010237	SGUI1_600.1
OG0005689	EWB00_000952	SGUI1_71120.1
OG0005690	EWB00_010626.1, EWB00_010626.2	SGUI1_52800.1, SGUI1_52800.2
OG0005691	EWB00_004770	SGUI1_94290.1
OG0005692	EWB00_006898	SGUI1_47210.1
OG0005693	EWB00_007718	SGUI1_1250.1
OG0005694	EWB00_008756, EWB00_008752, EWB00_008754	SGUI1_49260.1, SGUI1_49260.2
OG0005695	EWB00_002987, EWB00_002988	SGUI1_49400.1
OG0005696	EWB00_007658	SGUI1_41360.1
OG0005697	EWB00_005450	SGUI1_18030.1
OG0005698	EWB00_001597, EWB00_001596	SGUI1_70110.2, SGUI1_70110.1, SGUI1_70110.3, SGUI1_70110.4
OG0005699	EWB00_006430.1, EWB00_006430.2	SGUI1_19880.1
OG0005700	EWB00_007369	SGUI1_71900.1
OG0005701	EWB00_011231	SGUI1_57940.1
OG0005702	EWB00_000923	SGUI1_65550.1
OG0005703	EWB00_003398	SGUI1_34310.1
OG0005704	EWB00_007979	SGUI1_40800.1
OG0005705	EWB00_006495	SGUI1_54140.1
OG0005706	EWB00_000892.2, EWB00_000892.3, EWB00_000892.1, EWB00_000892.4, EWB00_000892.5, EWB00_000892.6	SGUI1_56320.1
OG0005707	EWB00_000931	SGUI1_65620.1
OG0005708	EWB00_010340.1, EWB00_010340.2	SGUI1_20600.1
OG0005709	EWB00_001084	SGUI1_27370.1
OG0005710	EWB00_008163, EWB00_008162	SGUI1_34590.1
OG0005711	EWB00_007626	SGUI1_16300.1, SGUI1_16300.2, SGUI1_16300.3
OG0005712	EWB00_005067	SGUI1_89860.1
OG0005713	EWB00_004107	SGUI1_66560.3, SGUI1_66560.1, SGUI1_66560.2
OG0005714	EWB00_000335	SGUI1_91210.1
OG0005715	EWB00_008225	SGUI1_74840.1
OG0005716	EWB00_010604.1, EWB00_010604.2	SGUI1_51000.1, SGUI1_51000.2
OG0005717	EWB00_001183	SGUI1_75690.1
OG0005718	EWB00_007603	SGUI1_49700.2, SGUI1_49700.1
OG0005719	EWB00_006865.1, EWB00_006865.2	SGUI1_35600.1, SGUI1_35600.2
OG0005720	EWB00_002629	SGUI1_84220.1
OG0005722	EWB00_000583, EWB00_000582	SGUI1_93480.1
OG0005723	EWB00_006388	SGUI1_42950.2, SGUI1_42950.3
OG0005725	EWB00_001665	SGUI1_83860.1, SGUI1_83860.2, SGUI1_83860.3
OG0005726	EWB00_010669.3, EWB00_010669.2, EWB00_010669.1	SGUI1_53180.1
OG0005727	EWB00_008552	SGUI1_69070.1
OG0005728	EWB00_010150, EWB00_000740, EWB00_000310, EWB00_010513, EWB00_009893	SGUI1_88270.1
OG0005729	EWB00_003654.1, EWB00_003654.2, EWB00_003654.3	SGUI1_65260.1
OG0005730	EWB00_003035	SGUI1_94580.1
OG0005731	EWB00_000146.1, EWB00_000146.3, EWB00_000146.2	SGUI1_81590.1, SGUI1_81590.2
OG0005732	EWB00_010887	SGUI1_27140.1
OG0005733	EWB00_001136	SGUI1_23900.1
OG0005734	EWB00_008256	SGUI1_43490.1
OG0005735	EWB00_004958.1, EWB00_004958.2	SGUI1_92550.1
OG0005736	EWB00_001619	SGUI1_70290.1, SGUI1_70290.2
OG0005737	EWB00_010412	SGUI1_64090.1
OG0005738	EWB00_009564	SGUI1_4600.1
OG0005739	EWB00_006034	SGUI1_29530.2, SGUI1_29530.1
OG0005740	EWB00_002267	SGUI1_80000.1
OG0005741	EWB00_005290.1, EWB00_005290.2	SGUI1_86800.1
OG0005742	EWB00_002912	SGUI1_33240.1
OG0005743	EWB00_002471	SGUI1_15950.1
OG0005744	EWB00_003114	SGUI1_15740.1
OG0005745	EWB00_007126	SGUI1_63620.1
OG0005746	EWB00_009120.1, EWB00_009120.2	SGUI1_28960.1
OG0005747	EWB00_004890	SGUI1_44890.1
OG0005748	EWB00_000613	SGUI1_86560.1
OG0005749	EWB00_006571, EWB00_006572	SGUI1_60340.1
OG0005750	EWB00_009976	SGUI1_96250.1
OG0005751	EWB00_003426.1, EWB00_003426.2	SGUI1_34030.1
OG0005752	EWB00_001105.1, EWB00_001105.2, EWB00_001105.3	SGUI1_24310.1, SGUI1_24310.2
OG0005753	EWB00_007485, EWB00_007487	SGUI1_80640.1
OG0005754	EWB00_000723	SGUI1_88160.1
OG0005755	EWB00_004215	SGUI1_24800.1
OG0005756	EWB00_001077.2, EWB00_001077.3, EWB00_001077.4, EWB00_001077.1	SGUI1_27400.1
OG0005757	EWB00_010941.1, EWB00_010941.2, EWB00_010941.3, EWB00_010941.4	SGUI1_74570.1
OG0005758	EWB00_002784	SGUI1_72150.1, SGUI1_72130.1
OG0005759	EWB00_006950.1, EWB00_006950.2	SGUI1_27700.1
OG0005760	EWB00_010729.1, EWB00_010729.2, EWB00_010729.3	SGUI1_48160.1
OG0005762	EWB00_001165.1, EWB00_001165.2	SGUI1_62180.1
OG0005763	EWB00_003177.1, EWB00_003177.3, EWB00_003177.2, EWB00_003177.4	SGUI1_92050.1
OG0005764	EWB00_000906	SGUI1_65420.1, SGUI1_65420.2
OG0005765	EWB00_003318	SGUI1_25560.1, SGUI1_25560.2
OG0005766	EWB00_009603	SGUI1_85320.1
OG0005767	EWB00_009611	SGUI1_81110.1
OG0005768	EWB00_011208	SGUI1_31860.1
OG0005769	EWB00_003700.3, EWB00_003700.1, EWB00_003700.2	SGUI1_13520.1
OG0005770	EWB00_010366	SGUI1_41110.1
OG0005771	EWB00_010662.1, EWB00_010662.3, EWB00_010662.2	SGUI1_53100.1
OG0005772	EWB00_008944	SGUI1_81420.1
OG0005773	EWB00_009433	SGUI1_69950.1
OG0005774	EWB00_009298.3, EWB00_009298.1, EWB00_009298.2, EWB00_009298.4	SGUI1_66450.1
OG0005775	EWB00_002789, EWB00_002788	SGUI1_42300.1, SGUI1_42300.2, SGUI1_42300.3, SGUI1_42300.4
OG0005776	EWB00_008042	SGUI1_87360.1, SGUI1_87360.2
OG0005777	EWB00_002820	SGUI1_42580.1
OG0005778	EWB00_006271	SGUI1_68470.1, SGUI1_68470.2
OG0005779	EWB00_005595, EWB00_010541	SGUI1_68990.1, SGUI1_68990.2
OG0005780	EWB00_008431.1, EWB00_008431.2, EWB00_008431.3	SGUI1_93640.1, SGUI1_93640.2
OG0005781	EWB00_006926.1, EWB00_006926.2	SGUI1_87460.1
OG0005782	EWB00_000012	SGUI1_44270.1
OG0005783	EWB00_001068.1, EWB00_001068.2	SGUI1_89020.1, SGUI1_89020.2
OG0005784	EWB00_006719	SGUI1_91680.1
OG0005785	EWB00_008332.1, EWB00_008332.3, EWB00_008332.2, EWB00_008332.4	SGUI1_11170.1
OG0005786	EWB00_009439	SGUI1_13600.1
OG0005787	EWB00_010221.1, EWB00_010221.2	SGUI1_790.1, SGUI1_790.2
OG0005788	EWB00_000689	SGUI1_11390.1
OG0005789	EWB00_007217	SGUI1_51610.1
OG0005790	EWB00_007918, EWB00_007919	SGUI1_70700.1
OG0005791	EWB00_000992	SGUI1_44530.1, SGUI1_44530.2
OG0005792	EWB00_009079	SGUI1_3640.1
OG0005793	EWB00_005680	SGUI1_6400.1
OG0005795	EWB00_003758	SGUI1_96150.1
OG0005796	EWB00_006336, EWB00_006337	SGUI1_4780.1
OG0005797	EWB00_005849	SGUI1_95570.1
OG0005798	EWB00_002726	SGUI1_71580.1
OG0005799	EWB00_002478.1, EWB00_002478.2, EWB00_002478.3	SGUI1_20090.1
OG0005800	EWB00_001662, EWB00_001663	SGUI1_83880.1
OG0005801	EWB00_006462	SGUI1_15090.1
OG0005802	EWB00_011045	SGUI1_76460.1
OG0005803	EWB00_003459.1, EWB00_003459.3, EWB00_003459.2, EWB00_003459.4	SGUI1_58500.1, SGUI1_58510.1
OG0005804	EWB00_005099	SGUI1_92960.1
OG0005805	EWB00_006122	SGUI1_70340.1
OG0005806	EWB00_001501.1, EWB00_001501.3, EWB00_001501.2, EWB00_001501.5, EWB00_001501.4	SGUI1_82800.1
OG0005807	EWB00_007488	SGUI1_80620.1
OG0005808	EWB00_006175	SGUI1_39320.1
OG0005809	EWB00_000640	SGUI1_28610.1, SGUI1_28610.2
OG0005810	EWB00_007509.1, EWB00_007509.2	SGUI1_87890.1
OG0005811	EWB00_010015	SGUI1_12280.1
OG0005812	EWB00_003956	SGUI1_39850.1
OG0005813	EWB00_002763	SGUI1_72330.1
OG0005814	EWB00_009372.1, EWB00_009372.2	SGUI1_14350.1
OG0005815	EWB00_010507.1, EWB00_010507.2, EWB00_010507.3	SGUI1_65690.1
OG0005816	EWB00_002679	SGUI1_12570.1, SGUI1_12510.1
OG0005817	EWB00_004128.2	SGUI1_30660.1
OG0005818	EWB00_001888	SGUI1_90370.1
OG0005819	EWB00_010619.1, EWB00_010619.2, EWB00_010619.3, EWB00_010619.4, EWB00_010619.5	SGUI1_52860.1
OG0005820	EWB00_003331.1, EWB00_003331.2	SGUI1_63140.1
OG0005821	EWB00_006684	SGUI1_96030.1
OG0005822	EWB00_001074	SGUI1_27430.1
OG0005823	EWB00_003917	SGUI1_40230.1, SGUI1_40240.1
OG0005824	EWB00_005013.1, EWB00_005013.2	SGUI1_26650.1
OG0005825	EWB00_006975.1, EWB00_006975.2, EWB00_006975.3	SGUI1_27890.1
OG0005827	EWB00_000184	SGUI1_46000.1, SGUI1_46000.2
OG0005828	EWB00_001939	SGUI1_90080.1
OG0005829	EWB00_000517	SGUI1_59480.3, SGUI1_59480.2, SGUI1_59480.1
OG0005830	EWB00_010040	SGUI1_69180.1
OG0005831	EWB00_010814.2, EWB00_010814.1, EWB00_010814.3	SGUI1_47670.2, SGUI1_47670.1
OG0005832	EWB00_004321.1	SGUI1_36360.1
OG0005833	EWB00_009085	SGUI1_4530.1
OG0005834	EWB00_008404	SGUI1_84470.1
OG0005835	EWB00_007120, EWB00_007121	SGUI1_63670.1, SGUI1_63670.2
OG0005836	EWB00_007284	SGUI1_83730.1, SGUI1_83730.2
OG0005837	EWB00_004965.2, EWB00_004965.1	SGUI1_92450.1
OG0005838	EWB00_005659	SGUI1_840.1
OG0005839	EWB00_001697	SGUI1_25660.2, SGUI1_25660.3, SGUI1_25660.1, SGUI1_25660.4
OG0005840	EWB00_009264.3, EWB00_009264.1, EWB00_009264.4, EWB00_009264.2, EWB00_009264.5	SGUI1_86470.1
OG0005841	EWB00_003703	SGUI1_13710.1
OG0005842	EWB00_008420	SGUI1_50810.1
OG0005843	EWB00_006131	SGUI1_19670.1
OG0005844	EWB00_008951	SGUI1_11080.1
OG0005845	EWB00_008434.1, EWB00_008434.2, EWB00_008434.3, EWB00_008434.4, EWB00_008434.5, EWB00_008434.6, EWB00_008434.7	SGUI1_93600.1
OG0005846	EWB00_005938.1, EWB00_005938.3, EWB00_005938.2	SGUI1_34140.1
OG0005847	EWB00_006669.1, EWB00_006669.2, EWB00_006669.3	SGUI1_96550.1, SGUI1_96550.2
OG0005848	EWB00_010672	SGUI1_53200.2, SGUI1_53200.1
OG0005849	EWB00_006674	SGUI1_97190.1
OG0005851	EWB00_005135.1, EWB00_005135.2	SGUI1_56990.1
OG0005852	EWB00_005985	SGUI1_30060.1
OG0005853	EWB00_010989.1, EWB00_010989.2	SGUI1_76820.1
OG0005854	EWB00_001250.1, EWB00_001250.2	SGUI1_79110.1
OG0005855	EWB00_009124.2, EWB00_009124.1, EWB00_009124.3	SGUI1_37450.1
OG0005856	EWB00_004143.1, EWB00_004143.2, EWB00_004143.3, EWB00_004143.4	SGUI1_86420.1
OG0005857	EWB00_009840	SGUI1_67320.1
OG0005858	EWB00_005028	SGUI1_5130.1
OG0005859	EWB00_000057.1, EWB00_000057.2	SGUI1_16850.1
OG0005860	EWB00_004979	SGUI1_72940.1
OG0005861	EWB00_001808.1, EWB00_001808.2	SGUI1_43260.1
OG0005862	EWB00_002819.1, EWB00_002819.2	SGUI1_42590.1, SGUI1_42590.2
OG0005863	EWB00_010715.1, EWB00_010715.2, EWB00_010715.3	SGUI1_48300.1
OG0005864	EWB00_002394	SGUI1_21680.1, SGUI1_21680.2
OG0005865	EWB00_003515	SGUI1_19250.1, SGUI1_19250.2, SGUI1_19250.3
OG0005866	EWB00_002758	SGUI1_72370.1
OG0005867	EWB00_003305.1, EWB00_003305.2, EWB00_003305.3	SGUI1_28230.1, SGUI1_28230.2
OG0005869	EWB00_008769.1, EWB00_008769.3, EWB00_008769.2	SGUI1_93310.1
OG0005870	EWB00_006988.1, EWB00_006988.2	SGUI1_23970.1
OG0005871	EWB00_001233	SGUI1_78970.1
OG0005872	EWB00_002079.1, EWB00_002079.2	SGUI1_46950.3, SGUI1_46950.2, SGUI1_46950.1, SGUI1_46950.4
