Orthogroup	schistosoma_japonicum	opisthorchis_viverrini
OG0005914	EWB00_009105	T265_06765
OG0005916	EWB00_001065	T265_06691
OG0005917	EWB00_010503	T265_15562
OG0005918	EWB00_002923.1, EWB00_002923.2, EWB00_002923.3, EWB00_002923.5, EWB00_002923.4	T265_08551
OG0005919	EWB00_008562	T265_11164, T265_11165
OG0005920	EWB00_007583.1, EWB00_007583.2	T265_00251
OG0005921	EWB00_010098	T265_00660
OG0005922	EWB00_010786.1, EWB00_010786.2	T265_03683
OG0005923	EWB00_003425.2, EWB00_010825, EWB00_003425.1	T265_09100
OG0005924	EWB00_002459	T265_11578, T265_15466
OG0005925	EWB00_007912.1, EWB00_007912.3, EWB00_007912.2	T265_01965
OG0005926	EWB00_004025	T265_06075
OG0005927	EWB00_005052.2, EWB00_005052.1	T265_07474
OG0005928	EWB00_008938.1, EWB00_008938.2	T265_03910
OG0005929	EWB00_011139	T265_14813
OG0005930	EWB00_003345	T265_01780
OG0005931	EWB00_006608.3, EWB00_006608.1, EWB00_006608.2	T265_00432
OG0005932	EWB00_007193, EWB00_007192	T265_15964, T265_08949
OG0005934	EWB00_002519	T265_13965
OG0005935	EWB00_007845	T265_11727
OG0005936	EWB00_011124.1, EWB00_011124.2	T265_13176
OG0005937	EWB00_004946	T265_07301
OG0005938	EWB00_006593	T265_12945
OG0005943	EWB00_010868, EWB00_004173.2, EWB00_004173.1	T265_00991
OG0005944	EWB00_006565	T265_11797
OG0005945	EWB00_007587.2, EWB00_007587.1	T265_03036
OG0005947	EWB00_003705	T265_09064
OG0005948	EWB00_001464	T265_03363, T265_07624
OG0005950	EWB00_005361	T265_12502
OG0005951	EWB00_008981	T265_09940
OG0005952	EWB00_008478	T265_10288
OG0005953	EWB00_008918.1, EWB00_008918.2	T265_10746
OG0005954	EWB00_002486.3, EWB00_002486.1, EWB00_002486.2	T265_10033
OG0005955	EWB00_006718	T265_07740
OG0005956	EWB00_006071	T265_04335
OG0005957	EWB00_002855	T265_08557
OG0005958	EWB00_009113.1, EWB00_009113.2	T265_06746
OG0005959	EWB00_006190.2, EWB00_006190.4, EWB00_006190.1, EWB00_006190.3	T265_05366
OG0005960	EWB00_008606	T265_05528
OG0005961	EWB00_008923	T265_14951
OG0005962	EWB00_009426	T265_06637
OG0005963	EWB00_007730	T265_10304, T265_14365, T265_15108
OG0005964	EWB00_007851	T265_10711
OG0005965	EWB00_006441	T265_02267
OG0005966	EWB00_007526	T265_10363
OG0005967	EWB00_006614.1, EWB00_006614.2	T265_09028
OG0005969	EWB00_001805	T265_01484
OG0005970	EWB00_002422	T265_00871
OG0005971	EWB00_006977.1	T265_05686
OG0005973	EWB00_009699.1, EWB00_009699.2	T265_06386
OG0005974	EWB00_005819	T265_06188
OG0005975	EWB00_006104	T265_14775
OG0005976	EWB00_002895.1, EWB00_002895.2, EWB00_002895.3	T265_14316
OG0005977	EWB00_003551	T265_12538
OG0005978	EWB00_005304	T265_13761
OG0005979	EWB00_006967	T265_05419
OG0005980	EWB00_007832	T265_05285
OG0005981	EWB00_008974	T265_15772
OG0005982	EWB00_009876, EWB00_009873	T265_00605, T265_00606
OG0005983	EWB00_005415	T265_07434
OG0005984	EWB00_010482, EWB00_010480	T265_00666
OG0005985	EWB00_006956	T265_08574
OG0005986	EWB00_002480.1, EWB00_002480.2	T265_03423
OG0005988	EWB00_009980	T265_15461
OG0005989	EWB00_008827	T265_14833
OG0005990	EWB00_007830.1, EWB00_007830.2, EWB00_007830.3, EWB00_007830.4	T265_00349
OG0005991	EWB00_008113	T265_14289
OG0005992	EWB00_006900, EWB00_006899	T265_03305
OG0005993	EWB00_004574.1, EWB00_004574.2	T265_05906
OG0005994	EWB00_006475	T265_01234
OG0005996	EWB00_008813.3, EWB00_008813.2, EWB00_008813.1	T265_00840
OG0005998	EWB00_010753	T265_03564
OG0005999	EWB00_007496	T265_12854
OG0006000	EWB00_000693.3, EWB00_000693.2, EWB00_000693.1	T265_08532
OG0006001	EWB00_000736, EWB00_000737	T265_07451
OG0006002	EWB00_003561	T265_13469
OG0006003	EWB00_003396	T265_12071, T265_04787
OG0006004	EWB00_007593	T265_13739
OG0006005	EWB00_001192.1, EWB00_001192.2	T265_15287
OG0006006	EWB00_004049	T265_02947
OG0006007	EWB00_006436	T265_13795
OG0006008	EWB00_007363.2, EWB00_007363.1, EWB00_007363.3	T265_00318
OG0006009	EWB00_007025	T265_12041, T265_15230
OG0006010	EWB00_003771	T265_01682
OG0006011	EWB00_000911	T265_00506
OG0006012	EWB00_004000	T265_08137
OG0006013	EWB00_002413	T265_15196
OG0006014	EWB00_008227.2, EWB00_008227.1	T265_02209
OG0006015	EWB00_001370.2	T265_01224
OG0006016	EWB00_008198, EWB00_008194, EWB00_008197	T265_00151
OG0006017	EWB00_008199	T265_00153
OG0006018	EWB00_011389.1, EWB00_011389.2	T265_05377
OG0006019	EWB00_001331, EWB00_001330, EWB00_001332	T265_07921, T265_12602
OG0006021	EWB00_010958	T265_05821
OG0006022	EWB00_004015.2, EWB00_004015.1, EWB00_004015.3	T265_02028
OG0006023	EWB00_005459	T265_00867
OG0006024	EWB00_002083	T265_12539
OG0006026	EWB00_008011	T265_09387
OG0006027	EWB00_001114	T265_02114
OG0006028	EWB00_007621	T265_06858
OG0006029	EWB00_001205.1, EWB00_001205.2, EWB00_001205.3	T265_03845
OG0006030	EWB00_007859	T265_07048, T265_16154
OG0006031	EWB00_000050, EWB00_000049.1, EWB00_000049.2	T265_05494
OG0006032	EWB00_008470	T265_14178
OG0006033	EWB00_004151.1, EWB00_004151.2	T265_09128
OG0006034	EWB00_008255	T265_10670
OG0006035	EWB00_007835.1, EWB00_007835.2	T265_01354
OG0006037	EWB00_007312.1, EWB00_007312.3, EWB00_007312.4, EWB00_007312.2	T265_11799
OG0006038	EWB00_008260.1, EWB00_008260.3, EWB00_008260.2	T265_01505
OG0006039	EWB00_010606	T265_00295
OG0006040	EWB00_011229	T265_08498
OG0006043	EWB00_005439	T265_08369
OG0006044	EWB00_010045	T265_10305
OG0006045	EWB00_004287	T265_04338
OG0006046	EWB00_009995.1, EWB00_009995.2	T265_08037
OG0006047	EWB00_002911	T265_05746
OG0006048	EWB00_008705.1, EWB00_008705.2, EWB00_008705.3	T265_14751
OG0006049	EWB00_002834.1, EWB00_002834.2	T265_06032
OG0006050	EWB00_011138.1, EWB00_011138.2, EWB00_011138.3	T265_01164
OG0006051	EWB00_007778	T265_13008
OG0006052	EWB00_006595	T265_01643, T265_12947
OG0006053	EWB00_006226.2, EWB00_006226.1, EWB00_006226.3, EWB00_006226.4	T265_12566
OG0006054	EWB00_010426.1, EWB00_010426.2	T265_14672
OG0006055	EWB00_000863	T265_01190
OG0006056	EWB00_002319	T265_09364
OG0006058	EWB00_006562.1, EWB00_006562.2	T265_01441
OG0006059	EWB00_004976.1, EWB00_004976.2	T265_04869
OG0006060	EWB00_007338	T265_13511
OG0006061	EWB00_001346	T265_01621
OG0006062	EWB00_006866	T265_04461
OG0006063	EWB00_009916	T265_09923
OG0006067	EWB00_001804	T265_01485
OG0006068	EWB00_001577.2, EWB00_001577.1, EWB00_001577.3	T265_12800
OG0006070	EWB00_003986	T265_15112
OG0006071	EWB00_010029, EWB00_010269	T265_02929
OG0006072	EWB00_007036	T265_10623
OG0006073	EWB00_010620	T265_06995
OG0006074	EWB00_011416	T265_07348
OG0006075	EWB00_006978.1, EWB00_006978.2	T265_11346
OG0006076	EWB00_010605.1, EWB00_010605.2, EWB00_010605.3	T265_00294
OG0006077	EWB00_002960	T265_04114
OG0006079	EWB00_007753, EWB00_007754	T265_02701
OG0006080	EWB00_005962	T265_13358
OG0006081	EWB00_003839	T265_09866
OG0006082	EWB00_008391.1, EWB00_008391.2	T265_07611
OG0006083	EWB00_002186.1, EWB00_002186.2, EWB00_002186.3	T265_02310
OG0006085	EWB00_004536	T265_04853
OG0006086	EWB00_001090	T265_09099
OG0006087	EWB00_006205, EWB00_006204	T265_08017
OG0006088	EWB00_006085	T265_00027
OG0006090	EWB00_009678.1, EWB00_009678.2	T265_13855
OG0006091	EWB00_003483	T265_12290, T265_15429
OG0006092	EWB00_002310, EWB00_002311	T265_01843
OG0006093	EWB00_011169	T265_01206
OG0006094	EWB00_005313.1, EWB00_005313.2, EWB00_005313.3	T265_12458
OG0006096	EWB00_001062	T265_06953
OG0006097	EWB00_010028, EWB00_010270.1, EWB00_010270.2	T265_07749
OG0006098	EWB00_004230	T265_10302
OG0006099	EWB00_010022, EWB00_009568, EWB00_010021, EWB00_007799	T265_13774
OG0006101	EWB00_001301.1, EWB00_001301.3, EWB00_001301.5	T265_06530
OG0006102	EWB00_007387.1, EWB00_007387.2	T265_03871
OG0006103	EWB00_003157, EWB00_003156, EWB00_003155	T265_08234
OG0006104	EWB00_003970.1, EWB00_003970.2	T265_07156
OG0006105	EWB00_008948.1, EWB00_008948.2	T265_02379
OG0006106	EWB00_006580.1, EWB00_006580.2	T265_14363, T265_16286
OG0006107	EWB00_009138	T265_04785
OG0006109	EWB00_009343	T265_12532
OG0006110	EWB00_001838	T265_04314
OG0006111	EWB00_004652.1, EWB00_004652.2	T265_08178
OG0006112	EWB00_000735	T265_08901
OG0006113	EWB00_009074	T265_09557
OG0006114	EWB00_005502	T265_13613
OG0006115	EWB00_000661.1, EWB00_000661.2	T265_11567
OG0006116	EWB00_006891, EWB00_006890, EWB00_006889	T265_03865
OG0006117	EWB00_007822	T265_00135
OG0006118	EWB00_009100	T265_15436
OG0006120	EWB00_002802.2, EWB00_002802.1, EWB00_002802.5, EWB00_002802.3, EWB00_002802.4	T265_07064
OG0006121	EWB00_002404	T265_15292
OG0006122	EWB00_006058.1, EWB00_006058.3, EWB00_006058.2	T265_00758
OG0006123	EWB00_011270	T265_01160
OG0006124	EWB00_010484	T265_08959, T265_11073
OG0006127	EWB00_006366.1, EWB00_006366.2	T265_03470
OG0006128	EWB00_005610	T265_04746
OG0006129	EWB00_002671	T265_03091, T265_03090
OG0006130	EWB00_006954.1, EWB00_006954.2	T265_08572
OG0006131	EWB00_003967.1, EWB00_003967.2	T265_01167
OG0006132	EWB00_007212	T265_00097
OG0006133	EWB00_010052	T265_13035
OG0006134	EWB00_002500.1, EWB00_002500.2, EWB00_002500.3	T265_06562
OG0006135	EWB00_004659	T265_01602
OG0006136	EWB00_007270.1, EWB00_007270.2, EWB00_007270.3	T265_10637
OG0006139	EWB00_002689.2, EWB00_002689.1	T265_06487
OG0006140	EWB00_004545	T265_12439
OG0006141	EWB00_002887	T265_03619
OG0006143	EWB00_005471	T265_15582
OG0006144	EWB00_011341.1, EWB00_011341.2	T265_13033
OG0006145	EWB00_009524	T265_04145
OG0006146	EWB00_004580.1, EWB00_004580.2	T265_16067
OG0006148	EWB00_010065.1, EWB00_010065.2, EWB00_010065.3	T265_12467, T265_12466
OG0006149	EWB00_008670	T265_03687
OG0006150	EWB00_010905	T265_08342
OG0006151	EWB00_004729	T265_04465
OG0006153	EWB00_011294.1, EWB00_011294.2, EWB00_011294.3	T265_15142
OG0006154	EWB00_003018	T265_08894
OG0006155	EWB00_010320	T265_10165
OG0006156	EWB00_007272	T265_03960
OG0006157	EWB00_009701.1, EWB00_009701.2	T265_07598
OG0006158	EWB00_006419.1, EWB00_006419.2	T265_15372
OG0006159	EWB00_007086	T265_01099
OG0006160	EWB00_002449.1, EWB00_002449.2, EWB00_002449.3	T265_04379
OG0006161	EWB00_000713	T265_00754, T265_04662
OG0006162	EWB00_001047	T265_03680
OG0006163	EWB00_003326.2, EWB00_003326.4, EWB00_003326.3, EWB00_003326.1, EWB00_003326.5	T265_09146
OG0006164	EWB00_003597.1, EWB00_003597.2	T265_00257
OG0006165	EWB00_007920	T265_12640
OG0006166	EWB00_006879	T265_03856
OG0006167	EWB00_000148	T265_01644, T265_12127
OG0006168	EWB00_008844.1, EWB00_008844.2	T265_09199
OG0006170	EWB00_002680	T265_06485
OG0006171	EWB00_009045	T265_14923
OG0006172	EWB00_004909.1, EWB00_004909.2	T265_04755
OG0006173	EWB00_005701.1, EWB00_005701.2	T265_12668
OG0006174	EWB00_008814	T265_11215
OG0006175	EWB00_007527	T265_04330
OG0006177	EWB00_009272.1, EWB00_009272.2	T265_04160
OG0006178	EWB00_008056	T265_09140
OG0006180	EWB00_007218	T265_00291, T265_08122
OG0006181	EWB00_008192.1, EWB00_008192.2	T265_14229
OG0006182	EWB00_005918	T265_10119
OG0006186	EWB00_007407.1, EWB00_007407.2	T265_07077
OG0006187	EWB00_006385.1, EWB00_006385.2	T265_04136
OG0006188	EWB00_006380, EWB00_006379	T265_11536
OG0006225	EWB00_009821.5, EWB00_009821.1, EWB00_009821.3, EWB00_009821.4, EWB00_009821.2	T265_04195
OG0006226	EWB00_008469	T265_06962
OG0006227	EWB00_009400.1, EWB00_009400.2	T265_05575
OG0006228	EWB00_008030	T265_06400
OG0006229	EWB00_010280	T265_11944, T265_12321
OG0006230	EWB00_002059, EWB00_002058	T265_08353
OG0006231	EWB00_007814.1	T265_05886
OG0006234	EWB00_003702.1, EWB00_003702.3, EWB00_003702.4, EWB00_003702.2	T265_07777
OG0006235	EWB00_000299.1, EWB00_000299.2	T265_13669
OG0006236	EWB00_010043	T265_00536
OG0006237	EWB00_003927.1, EWB00_003927.2, EWB00_003927.3	T265_02604
OG0006238	EWB00_002571	T265_04894
OG0006239	EWB00_002007	T265_05714
OG0006242	EWB00_002326	T265_11186
OG0006243	EWB00_004908	T265_13406
OG0006245	EWB00_002199, EWB00_000432, EWB00_000431, EWB00_002202, EWB00_002203	T265_13952
OG0006246	EWB00_006774.1, EWB00_006774.2, EWB00_006774.3	T265_12114
OG0006247	EWB00_011393.1, EWB00_011393.2	T265_10497
OG0006248	EWB00_011407	T265_09974, T265_09975
OG0006249	EWB00_000176	T265_12552
OG0006250	EWB00_002136	T265_08806
OG0006251	EWB00_003135	T265_04439
OG0006252	EWB00_003393.1, EWB00_003393.2	T265_03818
OG0006253	EWB00_004942	T265_09495
OG0006254	EWB00_007197	T265_10255
OG0006255	EWB00_004257	T265_12577
OG0006256	EWB00_009258.2, EWB00_009258.1, EWB00_009258.3, EWB00_009258.4	T265_11234
OG0006257	EWB00_000577	T265_09703
OG0006258	EWB00_009853.1, EWB00_009853.2	T265_12589
OG0006259	EWB00_004953, EWB00_004954	T265_14257
OG0006260	EWB00_002869	T265_06942, T265_06943
OG0006261	EWB00_011012	T265_00088, T265_00089
OG0006262	EWB00_008926	T265_09323
OG0006266	EWB00_008417	T265_05275
OG0006269	EWB00_010712.1, EWB00_010712.2	T265_08086
OG0006270	EWB00_002470	T265_15004
OG0006272	EWB00_009183.1, EWB00_009183.2	T265_08414
OG0006273	EWB00_000984	T265_04110
OG0006275	EWB00_003493.1, EWB00_003493.2	T265_14969
OG0006276	EWB00_009011	T265_07118
OG0006277	EWB00_004904	T265_13414
OG0006278	EWB00_004490	T265_02316, T265_15671
OG0006279	EWB00_003938	T265_14327
OG0006280	EWB00_002196.1, EWB00_002196.2, EWB00_002196.3	T265_09871
OG0006281	EWB00_003420.3, EWB00_003420.1, EWB00_003420.2	T265_15811
OG0006282	EWB00_004564	T265_11224
OG0006283	EWB00_004715	T265_05049
OG0006284	EWB00_002712	T265_02188
OG0006285	EWB00_008821, EWB00_008126	T265_00313
OG0006288	EWB00_011065	T265_00770
OG0006289	EWB00_004552.1, EWB00_004552.2	T265_14976
OG0006290	EWB00_003646, EWB00_008718	T265_03916
OG0006291	EWB00_006587	T265_08125
OG0006292	EWB00_009766	T265_00669
OG0006293	EWB00_006656	T265_08152
OG0006294	EWB00_001097	T265_09717
OG0006295	EWB00_001441	T265_11139
OG0006299	EWB00_007200	T265_09982, T265_06697
OG0006301	EWB00_007789	T265_15886, T265_12313
OG0006302	EWB00_002161.3, EWB00_002161.4, EWB00_002161.1, EWB00_002161.2	T265_07637
OG0006303	EWB00_005641	T265_14450
OG0006304	EWB00_008751	T265_00048
OG0006306	EWB00_006545	T265_09242
OG0006307	EWB00_006832	T265_09818
OG0006308	EWB00_004527	T265_14763
OG0006309	EWB00_001259	T265_15194
OG0006310	EWB00_004782	T265_03045
OG0006311	EWB00_001686	T265_04307
OG0006312	EWB00_008251.1, EWB00_008251.3, EWB00_008251.2	T265_02160
OG0006313	EWB00_010946	T265_13064
OG0006314	EWB00_000967	T265_02327
OG0006315	EWB00_007435	T265_02744
OG0006316	EWB00_009762.2, EWB00_009762.1	T265_10726
OG0006317	EWB00_005359, EWB00_005360	T265_00104
OG0006318	EWB00_004437.2, EWB00_004437.3, EWB00_004437.1, EWB00_004437.4	T265_06847
OG0006319	EWB00_008847	T265_10996
OG0006320	EWB00_007450	T265_10617
OG0006321	EWB00_005676	T265_05253
OG0006322	EWB00_008387	T265_13118
OG0006323	EWB00_001757	T265_08324
OG0006324	EWB00_002510.1, EWB00_002510.2, EWB00_002510.4	T265_01373
OG0006325	EWB00_002042.1, EWB00_002042.2	T265_06415
OG0006326	EWB00_009983	T265_06631
OG0006327	EWB00_005247	T265_12717
OG0006328	EWB00_005173	T265_08665
OG0006329	EWB00_009847.1, EWB00_009847.2	T265_14587
OG0006330	EWB00_000332	T265_07570
OG0006331	EWB00_003856.1, EWB00_003856.2	T265_03152
OG0006334	EWB00_008782, EWB00_008784, EWB00_008785	T265_14064
OG0006335	EWB00_001435.1, EWB00_001435.2	T265_04638
OG0006336	EWB00_002426, EWB00_002427, EWB00_010297, EWB00_010298	T265_15021
OG0006337	EWB00_004817.1, EWB00_004817.2	T265_05503
OG0006339	EWB00_006850	T265_00683
OG0006340	EWB00_009202	T265_08629
OG0006342	EWB00_007305	T265_11168
OG0006343	EWB00_011350	T265_04178
OG0006344	EWB00_001699.2, EWB00_001699.1	T265_14821
OG0006346	EWB00_005078.1, EWB00_005078.2, EWB00_005078.3	T265_13092, T265_07373
OG0006347	EWB00_001078.2, EWB00_001078.1, EWB00_001078.3	T265_15598
OG0006348	EWB00_009905.1, EWB00_009905.2	T265_11593
OG0006349	EWB00_009093.1, EWB00_009093.2, EWB00_009093.3	T265_05558
OG0006350	EWB00_005600	T265_07982, T265_15938
OG0006351	EWB00_002026, EWB00_002025	T265_14298, T265_14297
OG0006352	EWB00_009368	T265_07872
OG0006353	EWB00_009435	T265_03964
OG0006354	EWB00_007366	T265_01996
OG0006355	EWB00_007227	T265_08827
OG0006356	EWB00_002296	T265_01986
OG0006357	EWB00_002181.1, EWB00_002181.2	T265_07692
OG0006358	EWB00_003104	T265_06294
OG0006359	EWB00_006783	T265_06848, T265_06849
OG0006360	EWB00_008770.1, EWB00_008770.2, EWB00_008770.3	T265_07902
OG0006361	EWB00_002156	T265_11664
OG0006362	EWB00_010323	T265_00886
OG0006363	EWB00_004631.1, EWB00_004631.2	T265_14157
OG0006365	EWB00_009293.1, EWB00_009293.2	T265_08591
OG0006366	EWB00_010624	T265_00360
OG0006367	EWB00_001598	T265_00428
OG0006369	EWB00_001344, EWB00_001345	T265_02314, T265_16246
OG0006370	EWB00_002727	T265_13377
OG0006371	EWB00_006773.1, EWB00_006773.3, EWB00_006773.2	T265_06013
OG0006372	EWB00_004149	T265_00580
OG0006373	EWB00_001245	T265_04279
OG0006374	EWB00_003679.2, EWB00_003679.1	T265_02365
OG0006375	EWB00_008519	T265_00911
OG0006376	EWB00_006930	T265_04165
OG0006377	EWB00_011145	T265_11918
OG0006378	EWB00_006481	T265_12748
OG0006379	EWB00_000616.1, EWB00_000616.2	T265_12049
OG0006381	EWB00_001175	T265_07644
OG0006383	EWB00_009236	T265_07925
OG0006384	EWB00_003860	T265_02045
OG0006385	EWB00_006553.1, EWB00_006553.2	T265_05143
OG0006386	EWB00_009103	T265_15437
OG0006387	EWB00_001215, EWB00_001216.1, EWB00_001216.2, EWB00_001217	T265_03298
OG0006388	EWB00_003868	T265_07008
OG0006389	EWB00_004491	T265_02317
OG0006390	EWB00_010465.1, EWB00_010465.2	T265_15291
OG0006391	EWB00_010466, EWB00_010467	T265_10898
OG0006392	EWB00_006667	T265_05333, T265_13754, T265_13554
OG0006394	EWB00_010737	T265_15418
OG0006395	EWB00_003708	T265_13542
OG0006397	EWB00_002658	T265_03982
OG0006398	EWB00_010828.3, EWB00_010828.1, EWB00_010828.2	T265_14053
OG0006400	EWB00_001184	T265_02773
OG0006401	EWB00_000221	T265_00344
OG0006403	EWB00_003589	T265_10653
OG0006404	EWB00_001717	T265_06868
OG0006405	EWB00_005334.1, EWB00_005334.2	T265_11460
OG0006406	EWB00_010634	T265_13003, T265_03998, T265_14155
OG0006407	EWB00_010364	T265_01611
OG0006408	EWB00_010954	T265_05827
OG0006409	EWB00_007749	T265_06982
OG0006410	EWB00_005666.1, EWB00_005666.2	T265_15301
OG0006411	EWB00_008798	T265_12161, T265_15137, T265_15138
OG0006412	EWB00_006541	T265_14552
OG0006414	EWB00_003022.4, EWB00_003022.1, EWB00_003022.2, EWB00_003022.3	T265_07452
OG0006415	EWB00_001087, EWB00_001088.2, EWB00_001088.1	T265_09372
OG0006416	EWB00_011303.1, EWB00_011303.2, EWB00_011303.3	T265_08933
OG0006418	EWB00_003070.1, EWB00_003070.2	T265_03112
OG0006420	EWB00_010418	T265_01124
OG0006421	EWB00_006324	T265_09926
OG0006422	EWB00_001854, EWB00_001853	T265_04316
OG0006423	EWB00_008792.1, EWB00_008792.2	T265_09547
OG0006424	EWB00_005337	T265_15186, T265_02708
OG0006425	EWB00_001251	T265_11416
OG0006426	EWB00_002512.1, EWB00_002512.2	T265_09277
OG0006427	EWB00_002138	T265_10062
OG0006428	EWB00_010196	T265_11779
OG0006429	EWB00_005543	T265_08172
OG0006430	EWB00_007327	T265_01459, T265_08003
OG0006431	EWB00_011425.1, EWB00_011425.2	T265_09599
OG0006432	EWB00_010127, EWB00_002641	T265_12903
OG0006434	EWB00_008970.1, EWB00_008970.2, EWB00_008970.3, EWB00_008970.4	T265_10421
OG0006436	EWB00_010076	T265_01380
OG0006437	EWB00_006695	T265_03880
OG0006438	EWB00_011019.1, EWB00_011019.2	T265_02221
OG0006439	EWB00_002675	T265_10437
OG0006440	EWB00_003673.1, EWB00_003673.2	T265_10890
OG0006441	EWB00_003757.1, EWB00_003757.2	T265_08751
OG0006442	EWB00_008359.1, EWB00_008359.2	T265_05198
OG0006444	EWB00_011400	T265_13057
OG0006445	EWB00_008651.1, EWB00_008651.2	T265_12451, T265_16053
OG0006448	EWB00_006347.2, EWB00_006347.1	T265_12679
OG0006449	EWB00_010903	T265_08544
OG0006450	EWB00_007875	T265_10232
OG0006451	EWB00_008678, EWB00_008677	T265_15460
OG0006452	EWB00_003572	T265_10252
OG0006453	EWB00_010081.2, EWB00_010081.3, EWB00_010081.1, EWB00_010081.4	T265_01420
OG0006454	EWB00_009184.1, EWB00_009184.2, EWB00_009184.3	T265_11534
OG0006455	EWB00_005212.2, EWB00_005212.1, EWB00_005212.3	T265_01587
OG0006457	EWB00_002155.1, EWB00_002155.2	T265_00141
OG0006458	EWB00_009808	T265_07613
OG0006459	EWB00_000884	T265_12438
OG0006460	EWB00_010500	T265_01122
OG0006461	EWB00_005303	T265_14894
OG0006462	EWB00_004411	T265_02678
OG0006463	EWB00_009172, EWB00_009173	T265_00516
OG0006464	EWB00_002392	T265_03697
OG0006466	EWB00_003275.1, EWB00_003275.2	T265_11283
OG0006467	EWB00_009480	T265_11575
OG0006468	EWB00_002826.1, EWB00_002826.2	T265_15381
OG0006469	EWB00_004168	T265_07952
OG0006470	EWB00_005809	T265_03006
OG0006472	EWB00_002628	T265_09548
OG0006473	EWB00_004012.1, EWB00_004012.2, EWB00_004012.3	T265_00503
OG0006476	EWB00_007324	T265_00225
OG0006477	EWB00_001082.1, EWB00_001082.2	T265_10127
OG0006478	EWB00_008594	T265_15504, T265_15819
OG0006480	EWB00_002401	T265_10500
OG0006481	EWB00_005805	T265_01822
OG0006484	EWB00_007908.1, EWB00_007908.2	T265_01969
OG0006485	EWB00_004853	T265_08420
OG0006486	EWB00_002402.1, EWB00_002402.2	T265_10504, T265_15169
OG0006487	EWB00_008102	T265_01788
OG0006488	EWB00_003127	T265_14164
OG0006489	EWB00_003258.1, EWB00_003258.2, EWB00_003258.3	T265_06132
OG0006490	EWB00_002090.3	T265_06700
OG0006491	EWB00_001337	T265_02227
OG0006492	EWB00_002587.3, EWB00_002587.1, EWB00_002587.2	T265_09429
OG0006493	EWB00_001529	T265_05598
OG0006494	EWB00_000390	T265_07790
OG0006495	EWB00_010386.1, EWB00_010386.2	T265_02429
OG0006496	EWB00_008211	T265_10309, T265_10310
OG0006498	EWB00_003834.1, EWB00_003834.2, EWB00_003834.3, EWB00_003834.4	T265_08375
OG0006499	EWB00_006330	T265_14999
OG0006501	EWB00_001911.1, EWB00_001911.2, EWB00_001911.3	T265_05439
OG0006502	EWB00_009434	T265_04060
OG0006503	EWB00_003482	T265_11418
OG0006504	EWB00_000843	T265_16255
OG0006505	EWB00_007039	T265_01650
OG0006506	EWB00_003972	T265_07161
OG0006509	EWB00_004766.2, EWB00_004766.3, EWB00_004766.1	T265_06617
OG0006512	EWB00_003388.1, EWB00_003388.2, EWB00_003388.3, EWB00_003388.4	T265_02956
OG0006513	EWB00_009127	T265_03639
OG0006515	EWB00_002825	T265_09667
OG0006516	EWB00_002892, EWB00_002891	T265_13299
OG0006517	EWB00_005841	T265_15214
OG0006543	EWB00_007047.1, EWB00_007047.2	T265_02409, T265_02410
OG0006544	EWB00_006687	T265_04643
OG0006545	EWB00_002786, EWB00_007349	T265_12850
OG0006546	EWB00_001852.1, EWB00_001852.2, EWB00_001852.3	T265_04315
OG0006547	EWB00_010749	T265_00458
OG0006548	EWB00_005521	T265_08761
OG0006549	EWB00_010044	T265_00535
OG0006552	EWB00_002324.1, EWB00_002324.2	T265_15625
OG0006553	EWB00_001417	T265_06339
