Orthogroup	schistosoma_japonicum	schmidtea_mediterranea
OG0005811	EWB00_010015	h1SMcT0013450.1
OG0005813	EWB00_002763	h1SMcT0019767.1
OG0005815	EWB00_010507.1, EWB00_010507.2, EWB00_010507.3	h1SMcT0006142.1, h1SMcT0006144.1
OG0005816	EWB00_002679	h1SMcT0014714.1, h1SMcT0014714.2, h1SMcT0001816.1, h1SMcT0001816.2, h1SMcT0001816.3
OG0005818	EWB00_001888	h1SMcT0001812.1
OG0005819	EWB00_010619.1, EWB00_010619.2, EWB00_010619.3, EWB00_010619.4, EWB00_010619.5	h1SMcT0021644.1
OG0005821	EWB00_006684	h1SMcT0010938.1, h1SMcT0010938.2
OG0005822	EWB00_001074	h1SMcT0006506.1, h1SMcT0006506.2
OG0005823	EWB00_003917	h1SMcT0010789.1
OG0005824	EWB00_005013.1, EWB00_005013.2	h1SMcT0020815.1, h1SMcT0020815.2
OG0005825	EWB00_006975.1, EWB00_006975.2, EWB00_006975.3	h1SMcT0020562.1
OG0005826	EWB00_001154.1, EWB00_001154.2, EWB00_001154.3, EWB00_001154.4	h1SMcT0022228.1, h1SMcT0022228.2
OG0005827	EWB00_000184	h1SMcT0017674.1
OG0005828	EWB00_001939	h1SMcT0016479.1
OG0005829	EWB00_000517	h1SMcT0007799.1, h1SMcT0017814.3
OG0005830	EWB00_010040	h1SMcT0021272.1, h1SMcT0021272.2, h1SMcT0021272.3, h1SMcT0021272.4
OG0005832	EWB00_004321.1, EWB00_004321.2, EWB00_004321.3	h1SMcT0017441.1
OG0005833	EWB00_009085	h1SMcT0011306.1, h1SMcT0008848.1, h1SMcT0008848.2
OG0005835	EWB00_007120, EWB00_007121	h1SMcT0018399.1
OG0005836	EWB00_007284	h1SMcT0003735.1, h1SMcT0003735.3, h1SMcT0003735.2
OG0005837	EWB00_004965.2, EWB00_004965.1	h1SMcT0001627.1
OG0005838	EWB00_005659	h1SMcT0018436.1
OG0005839	EWB00_001697	h1SMcT0009879.1
OG0005840	EWB00_009264.3, EWB00_009264.1, EWB00_009264.4, EWB00_009264.2, EWB00_009264.5	h1SMcT0022113.1
OG0005841	EWB00_003703	h1SMcT0017272.4, h1SMcT0017272.2, h1SMcT0017272.1, h1SMcT0017272.3
OG0005842	EWB00_008420	h1SMcT0004928.1, h1SMcT0004928.2, h1SMcT0015646.1
OG0005843	EWB00_006131	h1SMcT0022531.1, h1SMcT0022531.2
OG0005844	EWB00_008951	h1SMcT0005287.2, h1SMcT0005287.1, h1SMcT0005287.3
OG0005846	EWB00_005938.1, EWB00_005938.3, EWB00_005938.2	h1SMcT0010384.1
OG0005847	EWB00_006669.1, EWB00_006669.2, EWB00_006669.3	h1SMcT0018630.1
OG0005851	EWB00_005135.1, EWB00_005135.2	h1SMcT0000856.1
OG0005852	EWB00_005985	h1SMcT0014909.1, h1SMcT0014909.2
OG0005854	EWB00_001250.1, EWB00_001250.2	h1SMcT0003160.1, h1SMcT0003160.2
OG0005859	EWB00_000057.1, EWB00_000057.2	h1SMcT0021056.1
OG0005862	EWB00_002819.1, EWB00_002819.2	h1SMcT0009504.1
OG0005863	EWB00_010715.1, EWB00_010715.2, EWB00_010715.3	h1SMcT0011326.1, h1SMcT0011326.2
OG0005866	EWB00_002758	h1SMcT0012286.1
OG0005868	EWB00_006685.1, EWB00_006685.2, EWB00_006685.3	h1SMcT0016530.1
OG0005869	EWB00_008769.1, EWB00_008769.3, EWB00_008769.2	h1SMcT0010477.1, h1SMcT0010477.5, h1SMcT0010477.2, h1SMcT0010477.6
OG0005877	EWB00_003361.1, EWB00_003361.2, EWB00_003361.3, EWB00_003361.4	h1SMcT0007833.1
OG0005895	EWB00_005510	h1SMcT0015712.1
OG0005896	EWB00_007974, EWB00_007973	h1SMcT0004124.1
OG0005897	EWB00_000785	h1SMcT0010289.1
OG0005898	EWB00_010855	h1SMcT0010493.1
OG0005899	EWB00_000789	h1SMcT0015708.1
OG0005901	EWB00_003871	h1SMcT0002620.1, h1SMcT0002620.2, h1SMcT0004190.1, h1SMcT0004190.2, h1SMcT0007490.1, h1SMcT0007493.1
OG0005902	EWB00_002094	h1SMcT0000287.1, h1SMcT0008308.1, h1SMcT0012074.1
OG0005904	EWB00_007077	h1SMcT0015908.1, h1SMcT0015908.2
OG0005905	EWB00_006244	h1SMcT0021906.1, h1SMcT0013631.1, h1SMcT0014639.1
OG0005906	EWB00_010916	h1SMcT0009934.1
OG0005907	EWB00_007652.1, EWB00_007652.2	h1SMcT0006387.1
OG0005909	EWB00_004205	h1SMcT0000767.1
OG0005911	EWB00_001454, EWB00_001455	h1SMcT0001983.1
OG0005912	EWB00_001428	h1SMcT0019597.3, h1SMcT0019597.2, h1SMcT0019597.4
OG0005913	EWB00_011392.2, EWB00_011392.1, EWB00_011392.3	h1SMcT0015201.1
OG0005916	EWB00_001065	h1SMcT0000073.1
OG0005917	EWB00_010503	h1SMcT0014192.1, h1SMcT0014192.2
OG0005918	EWB00_002923.1, EWB00_002923.2, EWB00_002923.3, EWB00_002923.5, EWB00_002923.4	h1SMcT0001215.1, h1SMcT0018438.1
OG0005919	EWB00_008562	h1SMcT0005320.1, h1SMcT0023052.1, h1SMcT0016676.1, h1SMcT0015385.1
OG0005920	EWB00_007583.1, EWB00_007583.2	h1SMcT0022083.1, h1SMcT0022083.2, h1SMcT0022083.3, h1SMcT0022083.4
OG0005921	EWB00_010098	h1SMcT0019505.1, h1SMcT0000665.1, h1SMcT0000681.1, h1SMcT0000683.1
OG0005922	EWB00_010786.1, EWB00_010786.2	h1SMcT0014288.1
OG0005923	EWB00_003425.2, EWB00_010825, EWB00_003425.1	h1SMcT0015564.1
OG0005924	EWB00_002459	h1SMcT0010190.1
OG0005925	EWB00_007912.1, EWB00_007912.3, EWB00_007912.2	h1SMcT0001309.1
OG0005926	EWB00_004025	h1SMcT0016025.1, h1SMcT0016025.2
OG0005928	EWB00_008938.1, EWB00_008938.2	h1SMcT0007789.1, h1SMcT0007789.2
OG0005929	EWB00_011139	h1SMcT0019443.1
OG0005930	EWB00_003345	h1SMcT0008648.1, h1SMcT0008648.2, h1SMcT0008648.3, h1SMcT0008648.4, h1SMcT0008648.5
OG0005931	EWB00_006608.3, EWB00_006608.1, EWB00_006608.2	h1SMcT0018674.1, h1SMcT0018674.2
OG0005932	EWB00_007193, EWB00_007192	h1SMcT0007924.1, h1SMcT0022998.1
OG0005934	EWB00_002519	h1SMcT0017579.1, h1SMcT0017584.1
OG0005935	EWB00_007845	h1SMcT0000888.1
OG0005937	EWB00_004946	h1SMcT0007865.1
OG0005938	EWB00_006593	h1SMcT0003887.1
OG0005940	EWB00_010885	h1SMcT0005869.1, h1SMcT0005869.2
OG0005942	EWB00_007031	h1SMcT0020952.1
OG0005944	EWB00_006565	h1SMcT0007787.1, h1SMcT0007787.2, h1SMcT0007787.3
OG0005945	EWB00_007587.2, EWB00_007587.1	h1SMcT0001871.1, h1SMcT0008203.1
OG0005947	EWB00_003705	h1SMcT0007165.1
OG0005948	EWB00_001464	h1SMcT0009488.1
OG0005950	EWB00_005361	h1SMcT0002589.1, h1SMcT0002589.2, h1SMcT0002589.3
OG0005952	EWB00_008478	h1SMcT0003211.1, h1SMcT0003211.2
OG0005953	EWB00_008918.1, EWB00_008918.2	h1SMcT0018677.1
OG0005955	EWB00_006718	h1SMcT0011025.1, h1SMcT0012035.1
OG0005956	EWB00_006071	h1SMcT0012891.1, h1SMcT0004785.1, h1SMcT0022632.1, h1SMcT0014171.1
OG0005957	EWB00_002855	h1SMcT0017506.1, h1SMcT0020789.1
OG0005958	EWB00_009113.1, EWB00_009113.2	h1SMcT0000203.2, h1SMcT0019948.1
OG0005959	EWB00_006190.2, EWB00_006190.4, EWB00_006190.1, EWB00_006190.3	h1SMcT0021569.1
OG0005960	EWB00_008606	h1SMcT0003770.1
OG0005961	EWB00_008923	h1SMcT0008001.1, h1SMcT0008001.3, h1SMcT0008001.2
OG0005962	EWB00_009426	h1SMcT0015238.1, h1SMcT0016689.1
OG0005965	EWB00_006441	h1SMcT0020811.1
OG0005966	EWB00_007526, EWB00_007525	h1SMcT0006401.1, h1SMcT0018336.1, h1SMcT0018336.2
OG0005970	EWB00_002422	h1SMcT0003179.1, h1SMcT0003179.2, h1SMcT0003179.3
OG0005973	EWB00_009699.1, EWB00_009699.2	h1SMcT0002395.1, h1SMcT0002395.2
OG0005974	EWB00_005819	h1SMcT0016503.1, h1SMcT0016503.2, h1SMcT0016503.3
OG0005975	EWB00_006104	h1SMcT0001768.1
OG0005976	EWB00_002895.1, EWB00_002895.2, EWB00_002895.3	h1SMcT0004685.1
OG0005978	EWB00_005304	h1SMcT0011015.1
OG0005979	EWB00_006967	h1SMcT0005875.1
OG0005980	EWB00_007832	h1SMcT0006051.1, h1SMcT0014719.1
OG0005981	EWB00_008974	h1SMcT0009310.1, h1SMcT0009310.3, h1SMcT0009310.2
OG0005982	EWB00_009876, EWB00_009873	h1SMcT0013415.1
OG0005983	EWB00_005415	h1SMcT0021475.1, h1SMcT0022726.1
OG0005984	EWB00_010482, EWB00_010480	h1SMcT0000237.1, h1SMcT0005855.1
OG0005985	EWB00_006956	h1SMcT0021040.1, h1SMcT0021053.1
OG0005987	EWB00_002479	h1SMcT0007555.1
OG0005988	EWB00_009980	h1SMcT0007460.1, h1SMcT0023003.1
OG0005989	EWB00_008827	h1SMcT0019030.1
OG0005990	EWB00_007830.1, EWB00_007830.2, EWB00_007830.3, EWB00_007830.4	h1SMcT0008326.1
OG0005991	EWB00_008113	h1SMcT0019618.1, h1SMcT0019618.2, h1SMcT0019618.3
OG0005992	EWB00_006900, EWB00_006899	h1SMcT0000017.1
OG0005994	EWB00_006475	h1SMcT0015854.1, h1SMcT0000238.1, h1SMcT0010381.1, h1SMcT0014033.1, h1SMcT0005533.1
OG0005996	EWB00_008813.3, EWB00_008813.2, EWB00_008813.1	h1SMcT0003230.1, h1SMcT0003230.2
OG0005997	EWB00_005681	h1SMcT0003791.1, h1SMcT0003791.3, h1SMcT0003791.4, h1SMcT0003791.5, h1SMcT0003791.6, h1SMcT0003791.2
OG0005998	EWB00_010753	h1SMcT0001034.1
OG0006000	EWB00_000693.3, EWB00_000693.2, EWB00_000693.1	h1SMcT0003105.1, h1SMcT0003106.1, h1SMcT0003106.2
OG0006001	EWB00_000736, EWB00_000737	h1SMcT0014422.1
OG0006003	EWB00_003396	h1SMcT0021587.4, h1SMcT0021587.6, h1SMcT0021587.5
OG0006004	EWB00_007593	h1SMcT0012445.1
OG0006006	EWB00_004049	h1SMcT0002597.1, h1SMcT0001409.1, h1SMcT0001409.2, h1SMcT0017142.1, h1SMcT0017142.2
OG0006007	EWB00_006436	h1SMcT0012781.1
OG0006008	EWB00_007363.2, EWB00_007363.1, EWB00_007363.3	h1SMcT0013369.1, h1SMcT0013369.2
OG0006010	EWB00_003771	h1SMcT0006350.1, h1SMcT0013021.1
OG0006011	EWB00_000911	h1SMcT0022111.1
OG0006012	EWB00_004000	h1SMcT0018228.1
OG0006013	EWB00_002413	h1SMcT0004468.1
OG0006014	EWB00_008227.2, EWB00_008227.1	h1SMcT0011959.1, h1SMcT0013361.1
OG0006015	EWB00_001370.2	h1SMcT0005459.1
OG0006016	EWB00_008198, EWB00_008194, EWB00_008197	h1SMcT0006302.1
OG0006018	EWB00_011389.1, EWB00_011389.2	h1SMcT0007783.1
OG0006019	EWB00_001331, EWB00_001330, EWB00_001332	h1SMcT0006646.1
OG0006022	EWB00_004015.2, EWB00_004015.1, EWB00_004015.3	h1SMcT0002665.1, h1SMcT0015971.1
OG0006023	EWB00_005459	h1SMcT0009304.1, h1SMcT0009304.2
OG0006024	EWB00_002083	h1SMcT0012046.1, h1SMcT0012046.2
OG0006025	EWB00_004165.1, EWB00_004165.2	h1SMcT0014222.1, h1SMcT0014222.2
OG0006026	EWB00_008011	h1SMcT0014693.1
OG0006027	EWB00_001114	h1SMcT0011220.1, h1SMcT0011220.2
OG0006029	EWB00_001205.1, EWB00_001205.2, EWB00_001205.3	h1SMcT0017802.1, h1SMcT0017802.2
OG0006030	EWB00_007859	h1SMcT0002188.1, h1SMcT0002190.1
OG0006032	EWB00_008470	h1SMcT0016985.1, h1SMcT0019984.1, h1SMcT0020012.1
OG0006033	EWB00_004151.1, EWB00_004151.2	h1SMcT0009561.1
OG0006035	EWB00_007835.1, EWB00_007835.2	h1SMcT0021732.1
OG0006037	EWB00_007312.1, EWB00_007312.3, EWB00_007312.4, EWB00_007312.2	h1SMcT0010552.1, h1SMcT0010552.2
OG0006038	EWB00_008260.1, EWB00_008260.3, EWB00_008260.2	h1SMcT0002926.2, h1SMcT0002926.3, h1SMcT0002926.1, h1SMcT0002926.4
OG0006040	EWB00_011229	h1SMcT0009771.1
OG0006044	EWB00_010045	h1SMcT0004786.1, h1SMcT0004558.1, h1SMcT0004558.2
OG0006046	EWB00_009995.1, EWB00_009995.2	h1SMcT0015753.1, h1SMcT0015753.2
OG0006047	EWB00_002911	h1SMcT0004082.1
OG0006048	EWB00_008705.1, EWB00_008705.2, EWB00_008705.3	h1SMcT0009241.1
OG0006049	EWB00_002834.1, EWB00_002834.2	h1SMcT0020670.1, h1SMcT0020670.2, h1SMcT0020671.1, h1SMcT0020671.2, h1SMcT0020677.1
OG0006050	EWB00_011138.1, EWB00_011138.2, EWB00_011138.3	h1SMcT0007701.1
OG0006051	EWB00_007778	h1SMcT0004623.1
OG0006052	EWB00_006595	h1SMcT0005345.1, h1SMcT0006920.1
OG0006054	EWB00_010426.1, EWB00_010426.2	h1SMcT0001601.1
OG0006055	EWB00_000863	h1SMcT0006729.1
OG0006057	EWB00_002877.1, EWB00_002877.2	h1SMcT0003398.1, h1SMcT0003398.2
OG0006058	EWB00_006562.1, EWB00_006562.2	h1SMcT0007352.1, h1SMcT0013825.1
OG0006059	EWB00_004976.1, EWB00_004976.2	h1SMcT0008150.1, h1SMcT0008150.2
OG0006060	EWB00_007338	h1SMcT0005866.1
OG0006061	EWB00_001346	h1SMcT0022627.1, h1SMcT0022627.2
OG0006063	EWB00_009916	h1SMcT0000832.1, h1SMcT0000832.2, h1SMcT0000832.3, h1SMcT0001594.1, h1SMcT0022005.1
OG0006064	EWB00_001610	h1SMcT0012595.1
OG0006067	EWB00_001804	h1SMcT0007864.1
OG0006068	EWB00_001577.2, EWB00_001577.1, EWB00_001577.3	h1SMcT0018769.1
OG0006070	EWB00_003986	h1SMcT0010140.4, h1SMcT0010140.1, h1SMcT0010140.2, h1SMcT0010140.3
OG0006071	EWB00_010029, EWB00_010269	h1SMcT0018476.1, h1SMcT0018476.2
OG0006072	EWB00_007036	h1SMcT0018109.1, h1SMcT0018109.2
OG0006073	EWB00_010620	h1SMcT0004153.1, h1SMcT0004153.2
OG0006074	EWB00_011416	h1SMcT0003028.1, h1SMcT0003028.4, h1SMcT0003028.2, h1SMcT0003028.3
OG0006075	EWB00_006978.1, EWB00_006978.2	h1SMcT0015389.1
OG0006076	EWB00_010605.1, EWB00_010605.2, EWB00_010605.3	h1SMcT0011051.1, h1SMcT0011051.2
OG0006080	EWB00_005962	h1SMcT0010653.1
OG0006081	EWB00_003839	h1SMcT0017984.1, h1SMcT0017984.2
OG0006082	EWB00_008391.1, EWB00_008391.2	h1SMcT0005424.1, h1SMcT0005424.2
OG0006085	EWB00_004536	h1SMcT0015632.1
OG0006090	EWB00_009678.1, EWB00_009678.2	h1SMcT0011826.1, h1SMcT0011826.2, h1SMcT0011826.3
OG0006091	EWB00_003483	h1SMcT0010468.1, h1SMcT0010468.2, h1SMcT0010468.3
OG0006092	EWB00_002310, EWB00_002311	h1SMcT0006253.3, h1SMcT0006253.4, h1SMcT0006253.1, h1SMcT0006253.2
OG0006093	EWB00_011169	h1SMcT0022211.1
OG0006096	EWB00_001062	h1SMcT0014139.1
OG0006097	EWB00_010028, EWB00_010270.1, EWB00_010270.2	h1SMcT0015715.1, h1SMcT0015720.1
OG0006098	EWB00_004230	h1SMcT0002090.1, h1SMcT0004959.1
OG0006099	EWB00_010022, EWB00_009568, EWB00_010021, EWB00_007799	h1SMcT0001832.1, h1SMcT0001832.2
OG0006101	EWB00_001301.1, EWB00_001301.3, EWB00_001301.5	h1SMcT0003800.1
OG0006102	EWB00_007387.1, EWB00_007387.2	h1SMcT0022053.1
OG0006103	EWB00_003157, EWB00_003156, EWB00_003155	h1SMcT0001722.1, h1SMcT0001722.2
OG0006104	EWB00_003970.1, EWB00_003970.2	h1SMcT0000919.1
OG0006105	EWB00_008948.1, EWB00_008948.2	h1SMcT0004398.1
OG0006107	EWB00_009138	h1SMcT0011072.1, h1SMcT0011072.2, h1SMcT0011072.3
OG0006109	EWB00_009343	h1SMcT0010897.1
OG0006110	EWB00_001838	h1SMcT0001434.1, h1SMcT0015400.1, h1SMcT0018872.1, h1SMcT0018872.2
OG0006111	EWB00_004652.1, EWB00_004652.2	h1SMcT0011183.1
OG0006112	EWB00_000735	h1SMcT0006999.1, h1SMcT0008854.1
OG0006113	EWB00_009074	h1SMcT0007793.1, h1SMcT0007792.1, h1SMcT0007792.2
OG0006115	EWB00_000661.1, EWB00_000661.2	h1SMcT0010176.1, h1SMcT0011242.1
OG0006116	EWB00_006891, EWB00_006890, EWB00_006889	h1SMcT0012053.1
OG0006117	EWB00_007822	h1SMcT0019790.1, h1SMcT0019790.2
OG0006118	EWB00_009100	h1SMcT0002750.1, h1SMcT0019438.1
OG0006120	EWB00_002802.2, EWB00_002802.1, EWB00_002802.5, EWB00_002802.3, EWB00_002802.4	h1SMcT0021058.1
OG0006121	EWB00_002404	h1SMcT0012572.1
OG0006122	EWB00_006058.1, EWB00_006058.3, EWB00_006058.2	h1SMcT0021278.1, h1SMcT0021278.2
OG0006123	EWB00_011270	h1SMcT0007116.1, h1SMcT0007116.2
OG0006125	EWB00_011029, EWB00_011031	h1SMcT0010122.1
OG0006126	EWB00_004010	h1SMcT0009765.4, h1SMcT0009765.2, h1SMcT0009765.3, h1SMcT0009765.1
OG0006127	EWB00_006366.1, EWB00_006366.2	h1SMcT0022450.1
OG0006128	EWB00_005610	h1SMcT0007640.1, h1SMcT0007640.2
OG0006130	EWB00_006954.1, EWB00_006954.2	h1SMcT0019712.1
OG0006131	EWB00_003967.1, EWB00_003967.2	h1SMcT0012552.1
OG0006133	EWB00_010052	h1SMcT0004208.1
OG0006134	EWB00_002500.1, EWB00_002500.2, EWB00_002500.3	h1SMcT0003232.1
OG0006135	EWB00_004659	h1SMcT0008034.1, h1SMcT0008034.2
OG0006136	EWB00_007270.1, EWB00_007270.2, EWB00_007270.3	h1SMcT0021949.1
OG0006137	EWB00_006416	h1SMcT0015574.1
OG0006139	EWB00_002689.2, EWB00_002689.1	h1SMcT0001336.1, h1SMcT0021804.1
OG0006140	EWB00_004545	h1SMcT0007646.1
OG0006141	EWB00_002887	h1SMcT0020421.1, h1SMcT0011946.1, h1SMcT0011946.2
OG0006144	EWB00_011341.1, EWB00_011341.2	h1SMcT0012874.1
OG0006145	EWB00_009524	h1SMcT0001658.1, h1SMcT0001658.2
OG0006150	EWB00_010905	h1SMcT0012534.1
OG0006151	EWB00_004729	h1SMcT0003919.1
OG0006157	EWB00_009701.1, EWB00_009701.2	h1SMcT0004114.1
OG0006159	EWB00_007086	h1SMcT0006271.1, h1SMcT0006271.3, h1SMcT0006271.2
OG0006160	EWB00_002449.1, EWB00_002449.2, EWB00_002449.3	h1SMcT0013823.1
OG0006161	EWB00_000713	h1SMcT0013963.1
OG0006164	EWB00_003597.1, EWB00_003597.2	h1SMcT0012826.1, h1SMcT0017399.1, h1SMcT0017399.2, h1SMcT0017399.3
OG0006165	EWB00_007920	h1SMcT0000474.1
OG0006166	EWB00_006879	h1SMcT0008012.1
OG0006167	EWB00_000148	h1SMcT0006483.1
OG0006168	EWB00_008844.1, EWB00_008844.2	h1SMcT0001500.1
OG0006170	EWB00_002680	h1SMcT0020077.1, h1SMcT0020077.2
OG0006172	EWB00_004909.1, EWB00_004909.2	h1SMcT0001011.2, h1SMcT0001011.1, h1SMcT0001011.3
OG0006173	EWB00_005701.1, EWB00_005701.2	h1SMcT0019148.1, h1SMcT0019148.2
OG0006177	EWB00_009272.1, EWB00_009272.2	h1SMcT0020913.1, h1SMcT0007779.1, h1SMcT0007779.2, h1SMcT0007779.3
OG0006178	EWB00_008056	h1SMcT0020874.1, h1SMcT0022366.1
OG0006179	EWB00_000192.1, EWB00_000192.2	h1SMcT0006397.1, h1SMcT0006397.2
OG0006180	EWB00_007218	h1SMcT0009898.1
OG0006182	EWB00_005918	h1SMcT0008406.1
OG0006183	EWB00_005961	h1SMcT0000637.1
OG0006185	EWB00_010767	h1SMcT0001035.1
OG0006186	EWB00_007407.1, EWB00_007407.2	h1SMcT0010352.5
OG0006187	EWB00_006385.1, EWB00_006385.2	h1SMcT0006765.1
OG0006188	EWB00_006380, EWB00_006379	h1SMcT0000519.1, h1SMcT0003171.1
OG0006196	EWB00_010971	h1SMcT0013951.1
OG0006200	EWB00_000260.1, EWB00_000260.2	h1SMcT0004410.2
OG0006203	EWB00_009248	h1SMcT0018669.3, h1SMcT0018669.4, h1SMcT0018669.1, h1SMcT0018669.5, h1SMcT0018669.2
OG0006205	EWB00_005420, EWB00_005421, EWB00_005422	h1SMcT0001715.3, h1SMcT0001715.4
OG0006207	EWB00_002511	h1SMcT0018828.1
OG0006209	EWB00_007892, EWB00_007891	h1SMcT0020509.1
OG0006225	EWB00_009821.5, EWB00_009821.1, EWB00_009821.3, EWB00_009821.4, EWB00_009821.2	h1SMcT0002214.1
OG0006226	EWB00_008469	h1SMcT0021295.1, h1SMcT0021295.2
OG0006228	EWB00_008030	h1SMcT0002676.1, h1SMcT0015960.1, h1SMcT0021175.1, h1SMcT0021724.1, h1SMcT0009917.1
OG0006229	EWB00_010280	h1SMcT0018295.1, h1SMcT0018294.1
OG0006231	EWB00_007814.1	h1SMcT0001357.1
OG0006233	EWB00_009698.1, EWB00_009698.2	h1SMcT0016800.1, h1SMcT0016800.2
OG0006235	EWB00_000299.1, EWB00_000299.2	h1SMcT0021813.1
OG0006237	EWB00_003927.1, EWB00_003927.2, EWB00_003927.3	h1SMcT0017214.2, h1SMcT0017213.1, h1SMcT0017214.1
OG0006238	EWB00_002571	h1SMcT0006872.1
OG0006239	EWB00_002007	h1SMcT0003217.1, h1SMcT0003217.2
OG0006242	EWB00_002326	h1SMcT0003348.1
OG0006243	EWB00_004908	h1SMcT0017614.1
OG0006244	EWB00_010082	h1SMcT0003736.1, h1SMcT0015394.1
OG0006245	EWB00_002199, EWB00_000432, EWB00_000431, EWB00_002202, EWB00_002203	h1SMcT0010109.1
OG0006246	EWB00_006774.1, EWB00_006774.2, EWB00_006774.3	h1SMcT0002623.1
OG0006247	EWB00_011393.1, EWB00_011393.2	h1SMcT0014874.1, h1SMcT0014874.2
OG0006248	EWB00_011407	h1SMcT0002968.1, h1SMcT0020703.1
OG0006249	EWB00_000176	h1SMcT0002996.1, h1SMcT0003371.1
OG0006250	EWB00_002136	h1SMcT0013477.1
OG0006253	EWB00_004942	h1SMcT0016616.1, h1SMcT0020991.1, h1SMcT0020991.2
OG0006254	EWB00_007197	h1SMcT0017821.1, h1SMcT0004678.1, h1SMcT0019671.1
OG0006256	EWB00_009258.2, EWB00_009258.1, EWB00_009258.3, EWB00_009258.4	h1SMcT0000176.1
OG0006257	EWB00_000577	h1SMcT0004011.1
OG0006258	EWB00_009853.1, EWB00_009853.2	h1SMcT0008214.1, h1SMcT0001162.1, h1SMcT0009326.1
OG0006260	EWB00_002869	h1SMcT0014111.1
OG0006261	EWB00_011012	h1SMcT0004569.1
OG0006262	EWB00_008926	h1SMcT0008551.1
OG0006263	EWB00_009450.1, EWB00_009450.2	h1SMcT0021951.1, h1SMcT0021951.2
OG0006266	EWB00_008417	h1SMcT0013262.1
OG0006269	EWB00_010712.1, EWB00_010712.2	h1SMcT0002053.1, h1SMcT0002053.2
OG0006270	EWB00_002470	h1SMcT0014518.1, h1SMcT0014257.1
OG0006271	EWB00_008500	h1SMcT0010237.1, h1SMcT0020872.1, h1SMcT0001407.1, h1SMcT0004306.1
OG0006272	EWB00_009183.1, EWB00_009183.2	h1SMcT0006885.1, h1SMcT0006885.2
OG0006273	EWB00_000984	h1SMcT0003882.1
OG0006275	EWB00_003493.1, EWB00_003493.2	h1SMcT0017841.1
OG0006277	EWB00_004904	h1SMcT0022066.1, h1SMcT0022066.2
OG0006278	EWB00_004490	h1SMcT0011087.1
OG0006279	EWB00_003938	h1SMcT0003431.1
OG0006280	EWB00_002196.1, EWB00_002196.2, EWB00_002196.3	h1SMcT0001359.1
OG0006281	EWB00_003420.3, EWB00_003420.1, EWB00_003420.2	h1SMcT0013140.1
OG0006282	EWB00_004564	h1SMcT0013773.1
OG0006283	EWB00_004715	h1SMcT0014385.1
OG0006284	EWB00_002712	h1SMcT0022598.1
OG0006285	EWB00_008821, EWB00_008126	h1SMcT0021404.1, h1SMcT0021404.2
OG0006287	EWB00_010925	h1SMcT0019580.1
OG0006288	EWB00_011065	h1SMcT0010540.1, h1SMcT0022072.1
OG0006292	EWB00_009766	h1SMcT0015204.1, h1SMcT0015204.2
OG0006293	EWB00_006656	h1SMcT0006725.2, h1SMcT0006725.4, h1SMcT0006725.5, h1SMcT0006725.1, h1SMcT0006725.3
OG0006294	EWB00_001097	h1SMcT0018265.1, h1SMcT0018265.2, h1SMcT0018265.3, h1SMcT0018265.4
OG0006295	EWB00_001441	h1SMcT0002438.1
OG0006298	EWB00_010194	h1SMcT0000655.1, h1SMcT0002853.1
OG0006299	EWB00_007200	h1SMcT0015874.1
OG0006301	EWB00_007789	h1SMcT0012661.1, h1SMcT0012662.1
OG0006302	EWB00_002161.3, EWB00_002161.4, EWB00_002161.1, EWB00_002161.2	h1SMcT0020005.1
OG0006303	EWB00_005641	h1SMcT0003773.1
OG0006304	EWB00_008751	h1SMcT0015343.1, h1SMcT0015343.2, h1SMcT0022224.1
OG0006307	EWB00_006832	h1SMcT0021052.1
OG0006308	EWB00_004527	h1SMcT0009615.1, h1SMcT0011923.1
OG0006309	EWB00_001259	h1SMcT0008502.1, h1SMcT0006741.1
OG0006312	EWB00_008251.1, EWB00_008251.3, EWB00_008251.2	h1SMcT0010850.1
OG0006313	EWB00_010946	h1SMcT0012935.1, h1SMcT0012936.1, h1SMcT0012936.2
OG0006314	EWB00_000967	h1SMcT0017764.1, h1SMcT0017765.1, h1SMcT0017763.1, h1SMcT0017763.2
OG0006315	EWB00_007435	h1SMcT0017164.1, h1SMcT0017164.2
OG0006316	EWB00_009762.2, EWB00_009762.1	h1SMcT0011094.1
OG0006317	EWB00_005359, EWB00_005360	h1SMcT0008746.1
OG0006318	EWB00_004437.2, EWB00_004437.3, EWB00_004437.1, EWB00_004437.4	h1SMcT0017696.1, h1SMcT0017696.2
OG0006319	EWB00_008847	h1SMcT0018260.1, h1SMcT0018260.2
OG0006320	EWB00_007450	h1SMcT0008691.1
OG0006321	EWB00_005676	h1SMcT0018346.1
OG0006324	EWB00_002510.1, EWB00_002510.2, EWB00_002510.4	h1SMcT0021959.1, h1SMcT0021959.2, h1SMcT0021960.1
OG0006325	EWB00_002042.1, EWB00_002042.2	h1SMcT0006261.1, h1SMcT0019275.1
OG0006326	EWB00_009983	h1SMcT0014252.1
OG0006327	EWB00_005247	h1SMcT0007448.1, h1SMcT0022768.1
OG0006328	EWB00_005173	h1SMcT0000223.1
OG0006330	EWB00_000332	h1SMcT0020253.1, h1SMcT0020253.2, h1SMcT0020253.3
OG0006331	EWB00_003856.1, EWB00_003856.2	h1SMcT0003329.1, h1SMcT0003329.2
OG0006333	EWB00_007966	h1SMcT0008013.1
