Orthogroup	schistosoma_japonicum	schistosoma_intercalatum
OG0005967	EWB00_006614.1, EWB00_006614.2	SINT1_72020.1
OG0005969	EWB00_001805	SINT1_43280.1, SINT1_43280.2
OG0005970	EWB00_002422	SINT1_22010.1
OG0005971	EWB00_006977.1	SINT1_25840.2, SINT1_25840.1
OG0005972	EWB00_008115.1, EWB00_008115.2, EWB00_008115.3	SINT1_54100.1
OG0005973	EWB00_009699.1, EWB00_009699.2	SINT1_44360.1, SINT1_44360.2
OG0005974	EWB00_005819	SINT1_22350.1
OG0005975	EWB00_006104	SINT1_70350.1
OG0005976	EWB00_002895.1, EWB00_002895.2, EWB00_002895.3	SINT1_30810.1
OG0005977	EWB00_003551	SINT1_51920.1
OG0005978	EWB00_005304	SINT1_84910.1
OG0005979	EWB00_006967	SINT1_28250.1
OG0005980	EWB00_007832	SINT1_56170.1
OG0005981	EWB00_008974	SINT1_91540.1
OG0005982	EWB00_009876, EWB00_009873	SINT1_64190.1
OG0005983	EWB00_005415	SINT1_48450.1, SINT1_48450.2, SINT1_48450.3
OG0005984	EWB00_010482, EWB00_010480	SINT1_65080.1, SINT1_65080.2
OG0005985	EWB00_006956	SINT1_28130.1
OG0005986	EWB00_002480.1, EWB00_002480.2	SINT1_20740.1
OG0005987	EWB00_002479	SINT1_20750.2, SINT1_20750.1
OG0005988	EWB00_009980	SINT1_94240.1, SINT1_94260.1
OG0005989	EWB00_008827	SINT1_80180.1
OG0005990	EWB00_007830.1, EWB00_007830.2, EWB00_007830.3, EWB00_007830.4	SINT1_56140.1
OG0005991	EWB00_008113	SINT1_54120.1
OG0005992	EWB00_006900, EWB00_006899	SINT1_47220.1
OG0005993	EWB00_004574.1, EWB00_004574.2	SINT1_76710.1, SINT1_76710.2
OG0005994	EWB00_006475	SINT1_53640.1
OG0005997	EWB00_005681	SINT1_960.1
OG0005998	EWB00_010753	SINT1_47900.1
OG0005999	EWB00_007496	SINT1_78870.1
OG0006000	EWB00_000693.3, EWB00_000693.2, EWB00_000693.1	SINT1_12350.1
OG0006001	EWB00_000736, EWB00_000737	SINT1_86320.1
OG0006002	EWB00_003561	SINT1_51830.1
OG0006003	EWB00_003396	SINT1_34580.1, SINT1_34580.2
OG0006004	EWB00_007593	SINT1_49640.1
OG0006005	EWB00_001192.1, EWB00_001192.2	SINT1_72170.1
OG0006006	EWB00_004049	SINT1_46400.1
OG0006007	EWB00_006436	SINT1_20940.1
OG0006008	EWB00_007363.2, EWB00_007363.1, EWB00_007363.3	SINT1_70860.1, SINT1_70860.2
OG0006009	EWB00_007025	SINT1_81540.1
OG0006010	EWB00_003771	SINT1_84360.1
OG0006011	EWB00_000911	SINT1_64600.1, SINT1_64600.2
OG0006012	EWB00_004000	SINT1_65780.1
OG0006013	EWB00_002413	SINT1_22060.1
OG0006014	EWB00_008227.2, EWB00_008227.1	SINT1_73440.1
OG0006015	EWB00_001370.2	SINT1_74000.1
OG0006016	EWB00_008198, EWB00_008194, EWB00_008197	SINT1_78180.1
OG0006017	EWB00_008199	SINT1_78190.1
OG0006018	EWB00_011389.1, EWB00_011389.2	SINT1_87670.1
OG0006019	EWB00_001331, EWB00_001330, EWB00_001332	SINT1_83840.1
OG0006021	EWB00_010958	SINT1_74980.1
OG0006022	EWB00_004015.2, EWB00_004015.1, EWB00_004015.3	SINT1_61690.1
OG0006023	EWB00_005459	SINT1_18640.1
OG0006024	EWB00_002083	SINT1_47000.1
OG0006025	EWB00_004165.1, EWB00_004165.2	SINT1_14930.1, SINT1_14930.2
OG0006026	EWB00_008011	SINT1_1090.1
OG0006027	EWB00_001114	SINT1_24770.1
OG0006028	EWB00_007621	SINT1_49410.1
OG0006029	EWB00_001205.1, EWB00_001205.2, EWB00_001205.3	SINT1_55930.1
OG0006030	EWB00_007859	SINT1_34480.1
OG0006031	EWB00_000050, EWB00_000049.1, EWB00_000049.2	SINT1_19370.1
OG0006032	EWB00_008470	SINT1_10350.1
OG0006033	EWB00_004151.1, EWB00_004151.2	SINT1_41210.1
OG0006034	EWB00_008255	SINT1_43500.1, SINT1_43500.2
OG0006035	EWB00_007835.1, EWB00_007835.2	SINT1_55850.1
OG0006036	EWB00_007280, EWB00_007279.1, EWB00_007279.2, EWB00_011183	SINT1_81830.1
OG0006037	EWB00_007312.1, EWB00_007312.3, EWB00_007312.4, EWB00_007312.2	SINT1_82830.1
OG0006038	EWB00_008260.1, EWB00_008260.3, EWB00_008260.2	SINT1_43450.1
OG0006039	EWB00_010606	SINT1_50840.1
OG0006040	EWB00_011229	SINT1_57080.1
OG0006042	EWB00_004612.1, EWB00_004612.2, EWB00_004612.3, EWB00_004612.4, EWB00_004612.5	SINT1_31540.1
OG0006043	EWB00_005439	SINT1_18420.1
OG0006044	EWB00_010045	SINT1_68270.1
OG0006045	EWB00_004287	SINT1_36120.1
OG0006047	EWB00_002911	SINT1_33530.1
OG0006048	EWB00_008705.1, EWB00_008705.2, EWB00_008705.3	SINT1_8120.1
OG0006049	EWB00_002834.1, EWB00_002834.2	SINT1_40560.1
OG0006050	EWB00_011138.1, EWB00_011138.2, EWB00_011138.3	SINT1_61160.1
OG0006051	EWB00_007778	SINT1_7080.1
OG0006052	EWB00_006595	SINT1_71850.1
OG0006053	EWB00_006226.2, EWB00_006226.1, EWB00_006226.3, EWB00_006226.4	SINT1_67050.2, SINT1_67050.1
OG0006054	EWB00_010426.1, EWB00_010426.2	SINT1_63410.1
OG0006055	EWB00_000863	SINT1_4670.1
OG0006056	EWB00_002319	SINT1_15010.1
OG0006057	EWB00_002877.1, EWB00_002877.2	SINT1_30660.1
OG0006058	EWB00_006562.1, EWB00_006562.2	SINT1_17940.1
OG0006059	EWB00_004976.1, EWB00_004976.2	SINT1_71750.1
OG0006060	EWB00_007338	SINT1_3250.2, SINT1_3250.1
OG0006061	EWB00_001346	SINT1_83730.1
OG0006062	EWB00_006866	SINT1_35740.1
OG0006063	EWB00_009916	SINT1_45220.1
OG0006064	EWB00_001610	SINT1_69110.1
OG0006067	EWB00_001804	SINT1_43290.1
OG0006068	EWB00_001577.2, EWB00_001577.1, EWB00_001577.3	SINT1_41030.1
OG0006070	EWB00_003986	SINT1_65890.1
OG0006071	EWB00_010029, EWB00_010269	SINT1_75550.1
OG0006072	EWB00_007036	SINT1_81760.1
OG0006073	EWB00_010620	SINT1_52660.1
OG0006074	EWB00_011416	SINT1_89550.1
OG0006075	EWB00_006978.1, EWB00_006978.2	SINT1_25830.1
OG0006076	EWB00_010605.1, EWB00_010605.2, EWB00_010605.3	SINT1_50830.1
OG0006077	EWB00_002960	SINT1_41870.1
OG0006078	EWB00_004062, EWB00_001118.1, EWB00_001118.2, EWB00_001118.3	SINT1_24800.1
OG0006079	EWB00_007753	SINT1_51740.1
OG0006080	EWB00_005962	SINT1_32720.2, SINT1_32720.1
OG0006081	EWB00_003839	SINT1_1690.1
OG0006082	EWB00_008391.1, EWB00_008391.2	SINT1_41710.1
OG0006083	EWB00_002186.1, EWB00_002186.2, EWB00_002186.3	SINT1_82420.1
OG0006084	EWB00_007551	SINT1_23000.1
OG0006085	EWB00_004536	SINT1_72330.1
OG0006086	EWB00_001090	SINT1_24500.1
OG0006087	EWB00_006205, EWB00_006204	SINT1_39120.1, SINT1_39120.2
OG0006088	EWB00_006085	SINT1_70230.1
OG0006089	EWB00_009386.1, EWB00_009386.2, EWB00_009386.3, EWB00_009386.4	SINT1_11390.1
OG0006090	EWB00_009678.1, EWB00_009678.2	SINT1_90050.4, SINT1_90050.1, SINT1_90050.3, SINT1_90050.2
OG0006091	EWB00_003483	SINT1_79160.1
OG0006092	EWB00_002310, EWB00_002311	SINT1_13860.1
OG0006093	EWB00_011169	SINT1_54810.1
OG0006094	EWB00_005313.1, EWB00_005313.2, EWB00_005313.3	SINT1_51090.1, SINT1_51090.2, SINT1_51090.3
OG0006096	EWB00_001062	SINT1_18950.1, SINT1_18950.2
OG0006097	EWB00_010028, EWB00_010270.1, EWB00_010270.2	SINT1_75540.1
OG0006098	EWB00_004230	SINT1_25310.1
OG0006099	EWB00_010022, EWB00_009568, EWB00_010021, EWB00_007799	SINT1_7350.1
OG0006101	EWB00_001301.1, EWB00_001301.3, EWB00_001301.5	SINT1_37380.2, SINT1_37380.1
OG0006102	EWB00_007387.1, EWB00_007387.2	SINT1_76900.3, SINT1_76900.4, SINT1_76900.2, SINT1_76900.1
OG0006103	EWB00_003157, EWB00_003156, EWB00_003155	SINT1_38080.1
OG0006104	EWB00_003970.1, EWB00_003970.2	SINT1_66170.1
OG0006105	EWB00_008948.1, EWB00_008948.2	SINT1_80560.1
OG0006106	EWB00_006580.1, EWB00_006580.2	SINT1_59540.1
OG0006107	EWB00_009138	SINT1_73240.1
OG0006109	EWB00_009343	SINT1_69400.1
OG0006110	EWB00_001838	SINT1_88750.1
OG0006111	EWB00_004652.1, EWB00_004652.2	SINT1_1950.1
OG0006112	EWB00_000735	SINT1_86310.1
OG0006113	EWB00_009074	SINT1_3640.1
OG0006114	EWB00_005502	SINT1_92100.1
OG0006115	EWB00_000661.1, EWB00_000661.2	SINT1_27170.1
OG0006116	EWB00_006889	SINT1_47310.1, SINT1_47310.2
OG0006117	EWB00_007822	SINT1_56080.1
OG0006118	EWB00_009100	SINT1_56340.1, SINT1_56340.2
OG0006120	EWB00_002802.2, EWB00_002802.1, EWB00_002802.5, EWB00_002802.3, EWB00_002802.4	SINT1_42380.1
OG0006121	EWB00_002404	SINT1_22460.1
OG0006122	EWB00_006058.1, EWB00_006058.3, EWB00_006058.2	SINT1_29630.1
OG0006123	EWB00_011270	SINT1_59960.1
OG0006124	EWB00_010484	SINT1_65060.3, SINT1_65060.1, SINT1_65060.2
OG0006125	EWB00_011029, EWB00_011031	SINT1_73350.4, SINT1_73350.1, SINT1_73350.2, SINT1_73350.3
OG0006126	EWB00_004010	SINT1_61740.1
OG0006127	EWB00_006366.1, EWB00_006366.2	SINT1_43100.1
OG0006128	EWB00_005610	SINT1_37010.1
OG0006129	EWB00_002671	SINT1_95820.1, SINT1_13580.1
OG0006130	EWB00_006954.1, EWB00_006954.2	SINT1_28110.1
OG0006131	EWB00_003967.1, EWB00_003967.2	SINT1_62690.1, SINT1_62690.2
OG0006132	EWB00_007212	SINT1_51440.1
OG0006133	EWB00_010052	SINT1_68360.1
OG0006135	EWB00_004659	SINT1_1860.1, SINT1_1860.2
OG0006136	EWB00_007270.1, EWB00_007270.2, EWB00_007270.3	SINT1_75600.1
OG0006137	EWB00_006416	SINT1_21110.1
OG0006139	EWB00_002689.2, EWB00_002689.1	SINT1_13410.1
OG0006140	EWB00_004545	SINT1_72430.1
OG0006141	EWB00_002887	SINT1_30730.1, SINT1_30730.2
OG0006143	EWB00_005471	SINT1_18740.1
OG0006144	EWB00_011341.1, EWB00_011341.2	SINT1_60650.1
OG0006145	EWB00_009524	SINT1_38900.1
OG0006146	EWB00_004580.1, EWB00_004580.2	SINT1_76780.1, SINT1_76780.2
OG0006148	EWB00_010065.1, EWB00_010065.2, EWB00_010065.3	SINT1_68490.1
OG0006149	EWB00_008670	SINT1_7250.1
OG0006150	EWB00_010905	SINT1_31840.1
OG0006151	EWB00_004729	SINT1_41630.1
OG0006152	EWB00_011380	SINT1_87740.1
OG0006153	EWB00_011294.1, EWB00_011294.2, EWB00_011294.3	SINT1_60120.1, SINT1_60120.2
OG0006154	EWB00_003018	SINT1_84720.1
OG0006155	EWB00_010320	SINT1_20060.1
OG0006156	EWB00_007272	SINT1_75620.1, SINT1_75620.2
OG0006157	EWB00_009701.1, EWB00_009701.2	SINT1_45020.1
OG0006158	EWB00_006419.1, EWB00_006419.2	SINT1_21080.1
OG0006159	EWB00_007086	SINT1_23550.1
OG0006161	EWB00_000713	SINT1_83610.1, SINT1_83600.1
OG0006162	EWB00_001047	SINT1_19110.1
OG0006163	EWB00_003326.1, EWB00_003326.5	SINT1_1550.1
OG0006164	EWB00_003597.1, EWB00_003597.2	SINT1_95420.1
OG0006165	EWB00_007920	SINT1_69600.1
OG0006166	EWB00_006879	SINT1_47410.1
OG0006167	EWB00_000148	SINT1_80470.1
OG0006168	EWB00_008844.1, EWB00_008844.2	SINT1_88830.3, SINT1_88830.2, SINT1_88830.1
OG0006170	EWB00_002680	SINT1_13510.1
OG0006171	EWB00_009045	SINT1_3780.1
OG0006172	EWB00_004909.1, EWB00_004909.2	SINT1_44100.1, SINT1_44100.2
OG0006173	EWB00_005701.1, EWB00_005701.2	SINT1_21400.1
OG0006174	EWB00_008814	SINT1_19430.1
OG0006175	EWB00_007527	SINT1_86080.1
OG0006177	EWB00_009272.1, EWB00_009272.2	SINT1_85800.1
OG0006178	EWB00_008056	SINT1_85390.2, SINT1_85390.1
OG0006179	EWB00_000192.1, EWB00_000192.2	SINT1_46160.1
OG0006180	EWB00_007218	SINT1_51360.1
OG0006181	EWB00_008192.1, EWB00_008192.2	SINT1_78160.1
OG0006182	EWB00_005918	SINT1_32530.1
OG0006183	EWB00_005961	SINT1_32710.1
OG0006185	EWB00_010767	SINT1_47800.1
OG0006186	EWB00_007407.1, EWB00_007407.2	SINT1_91270.1
OG0006187	EWB00_006385.1, EWB00_006385.2	SINT1_42930.1
OG0006188	EWB00_006380, EWB00_006379	SINT1_42970.1
OG0006189	EWB00_004789.1, EWB00_004789.2	SINT1_93920.1, SINT1_93920.2
OG0006190	EWB00_006689	SINT1_94000.1
OG0006191	EWB00_003763	SINT1_94800.1, SINT1_94800.2
OG0006192	EWB00_005072	SINT1_89040.1
OG0006195	EWB00_002772, EWB00_002773.1, EWB00_002773.2	SINT1_71070.2, SINT1_71070.1
OG0006196	EWB00_010971	SINT1_75060.1, SINT1_75060.6, SINT1_75060.2, SINT1_75060.5, SINT1_75060.3, SINT1_75060.4
OG0006197	EWB00_003988	SINT1_65830.1, SINT1_65830.2
OG0006198	EWB00_005927, EWB00_005926, EWB00_005928	SINT1_32460.2, SINT1_32460.1, SINT1_32460.3
OG0006199	EWB00_002848.3, EWB00_002848.2, EWB00_002848.1, EWB00_002848.4	SINT1_26660.1
OG0006200	EWB00_000260.1, EWB00_000260.2	SINT1_25520.1
OG0006201	EWB00_007062.1, EWB00_007062.2, EWB00_007062.3	SINT1_23850.1, SINT1_23850.2
OG0006202	EWB00_007558	SINT1_22930.1, SINT1_22930.2, SINT1_22930.3, SINT1_22930.4
OG0006203	EWB00_009248	SINT1_43580.1, SINT1_43610.1
OG0006204	EWB00_004350	SINT1_36710.1
OG0006204	EWB00_004349	SINT1_36700.1
OG0006205	EWB00_005420, EWB00_005421, EWB00_005422	SINT1_18180.1, SINT1_18190.1
OG0006206	EWB00_009394	SINT1_14370.1
OG0006207	EWB00_002511	SINT1_20520.1
OG0006208	EWB00_007201.2, EWB00_007201.3, EWB00_007201.4, EWB00_007201.1	SINT1_2160.2, SINT1_2160.1
OG0006209	EWB00_007892, EWB00_007891	SINT1_2340.2, SINT1_2340.1, SINT1_2340.3
OG0006210	EWB00_002089	SINT1_7780.1
OG0006211	EWB00_009545	SINT1_38680.2, SINT1_38680.1
OG0006212	EWB00_003194	SINT1_57050.1
OG0006214	EWB00_006279	SINT1_67550.1
OG0006215	EWB00_010383	SINT1_82180.1
OG0006226	EWB00_008469	SINT1_10340.1
OG0006227	EWB00_009400.1, EWB00_009400.2	SINT1_11590.1
OG0006228	EWB00_008030	SINT1_26440.1
OG0006229	EWB00_010280	SINT1_15900.1, SINT1_15900.2
OG0006230	EWB00_002059, EWB00_002058	SINT1_91670.1
OG0006231	EWB00_007814.1	SINT1_40660.1
OG0006233	EWB00_009698.1, EWB00_009698.2	SINT1_44380.1
OG0006234	EWB00_003702.1, EWB00_003702.3, EWB00_003702.4, EWB00_003702.2	SINT1_14160.1
OG0006235	EWB00_000299.1, EWB00_000299.2	SINT1_25770.1
OG0006236	EWB00_010043	SINT1_68250.1, SINT1_68250.3, SINT1_68250.2
OG0006237	EWB00_003927.1, EWB00_003927.2, EWB00_003927.3	SINT1_40240.1
OG0006238	EWB00_002571	SINT1_31710.1, SINT1_31710.2
OG0006239	EWB00_002007	SINT1_76030.1
OG0006240	EWB00_004514	SINT1_81790.1, SINT1_81790.2
OG0006242	EWB00_002326	SINT1_15050.1
OG0006243	EWB00_004908	SINT1_44120.1
OG0006244	EWB00_010082	SINT1_68640.1, SINT1_68630.1
OG0006245	EWB00_002199, EWB00_000432, EWB00_000431, EWB00_002202, EWB00_002203	SINT1_55160.1
OG0006246	EWB00_006774.1, EWB00_006774.2, EWB00_006774.3	SINT1_79710.1
OG0006247	EWB00_011393.1, EWB00_011393.2	SINT1_87630.1, SINT1_87630.2
OG0006248	EWB00_011407	SINT1_89430.1
OG0006249	EWB00_000176	SINT1_46000.1
OG0006250	EWB00_002136	SINT1_33050.1
OG0006251	EWB00_003135	SINT1_16450.1
OG0006252	EWB00_003393.1, EWB00_003393.2	SINT1_34610.1, SINT1_34610.2
OG0006253	EWB00_004942	SINT1_87880.1
OG0006254	EWB00_007197	SINT1_2120.1
OG0006255	EWB00_004257	SINT1_35890.1
OG0006256	EWB00_009258.2, EWB00_009258.1, EWB00_009258.3, EWB00_009258.4	SINT1_39920.2, SINT1_39920.1
OG0006257	EWB00_000577	SINT1_92250.1, SINT1_92250.2
OG0006258	EWB00_009853.1, EWB00_009853.2	SINT1_66440.1
OG0006259	EWB00_004953, EWB00_004954	SINT1_87800.1
OG0006260	EWB00_002869	SINT1_23980.1
OG0006261	EWB00_011012	SINT1_75410.1
OG0006262	EWB00_008926	SINT1_67870.1, SINT1_67870.2
OG0006263	EWB00_009450.1, EWB00_009450.2	SINT1_82550.1, SINT1_82550.2
OG0006266	EWB00_008417	SINT1_50560.1
OG0006269	EWB00_010712.1, EWB00_010712.2	SINT1_48270.1
OG0006270	EWB00_002470	SINT1_16470.1
OG0006271	EWB00_008500	SINT1_19590.1
OG0006272	EWB00_009183.1, EWB00_009183.2	SINT1_9770.1
OG0006273	EWB00_000984	SINT1_44520.1
OG0006275	EWB00_003493.1, EWB00_003493.2	SINT1_79300.1
OG0006276	EWB00_009011	SINT1_84330.1, SINT1_84330.2
OG0006277	EWB00_004904	SINT1_44140.1
OG0006278	EWB00_004490	SINT1_83220.1
OG0006279	EWB00_003938	SINT1_40090.1
OG0006280	EWB00_002196.1, EWB00_002196.2, EWB00_002196.3	SINT1_12030.1
OG0006281	EWB00_003420.3, EWB00_003420.1, EWB00_003420.2	SINT1_32410.1, SINT1_32410.2
OG0006282	EWB00_004564	SINT1_76620.1
OG0006283	EWB00_004715	SINT1_41500.1
OG0006284	EWB00_002712	SINT1_71380.1
OG0006285	EWB00_008821, EWB00_008126	SINT1_54140.1
OG0006287	EWB00_010925	SINT1_72860.1
OG0006288	EWB00_011065	SINT1_73020.1
OG0006289	EWB00_004552.1, EWB00_004552.2	SINT1_76510.1
OG0006290	EWB00_003646, EWB00_008718	SINT1_64260.1
OG0006291	EWB00_006587	SINT1_61390.1
OG0006292	EWB00_009766	SINT1_67690.1
OG0006293	EWB00_006656	SINT1_94370.1
OG0006294	EWB00_001097	SINT1_24630.1
OG0006295	EWB00_001441	SINT1_93390.1
OG0006297	EWB00_005029.1, EWB00_005029.2	SINT1_26810.1
OG0006298	EWB00_010194	SINT1_370.1
OG0006299	EWB00_007200	SINT1_2140.1
OG0006301	EWB00_007789	SINT1_7310.1
OG0006302	EWB00_002161.3, EWB00_002161.4, EWB00_002161.1, EWB00_002161.2	SINT1_54430.1
OG0006303	EWB00_005641	SINT1_1410.1
OG0006304	EWB00_008751	SINT1_49110.1, SINT1_49120.1
OG0006306	EWB00_006545	SINT1_17810.1
OG0006307	EWB00_006832	SINT1_35390.1
OG0006308	EWB00_004527	SINT1_72240.1
OG0006309	EWB00_001259	SINT1_77600.1
OG0006310	EWB00_004782	SINT1_6290.1, SINT1_6290.2
OG0006311	EWB00_001686	SINT1_87210.1
OG0006312	EWB00_008251.1, EWB00_008251.3, EWB00_008251.2	SINT1_76410.1
OG0006313	EWB00_010946	SINT1_74880.1
OG0006314	EWB00_000967	SINT1_69900.1
OG0006315	EWB00_007435	SINT1_91110.1
OG0006316	EWB00_009762.2, EWB00_009762.1	SINT1_67650.1
OG0006317	EWB00_005359, EWB00_005360	SINT1_49930.1
OG0006318	EWB00_004437.2, EWB00_004437.3, EWB00_004437.1, EWB00_004437.4	SINT1_50190.1
OG0006319	EWB00_008847	SINT1_88800.1
OG0006321	EWB00_005676	SINT1_940.1
OG0006322	EWB00_008387	SINT1_55540.1
OG0006323	EWB00_001757	SINT1_34020.1
OG0006324	EWB00_002510.1, EWB00_002510.2, EWB00_002510.4	SINT1_20530.1
OG0006325	EWB00_002042.1, EWB00_002042.2	SINT1_5750.1
OG0006326	EWB00_009983	SINT1_94220.1
OG0006327	EWB00_005247	SINT1_24990.1
OG0006328	EWB00_005173	SINT1_57960.1
OG0006329	EWB00_009847.1, EWB00_009847.2	SINT1_66400.1
OG0006330	EWB00_000332	SINT1_89320.1
OG0006331	EWB00_003856.1, EWB00_003856.2	SINT1_59230.1
OG0006333	EWB00_007966	SINT1_59840.1
OG0006334	EWB00_008782, EWB00_008784, EWB00_008785	SINT1_81390.1
OG0006335	EWB00_001435.1, EWB00_001435.2	SINT1_93340.1
OG0006336	EWB00_002426, EWB00_002427, EWB00_010297, EWB00_010298	SINT1_21980.1
OG0006337	EWB00_004817.1, EWB00_004817.2	SINT1_15630.1
OG0006339	EWB00_006850	SINT1_35580.1, SINT1_35580.2
OG0006340	EWB00_009202	SINT1_43730.1, SINT1_43730.2
OG0006341	EWB00_007761	SINT1_51650.1, SINT1_51650.2, SINT1_51650.3
OG0006342	EWB00_007305	SINT1_82890.1
OG0006343	EWB00_011350	SINT1_60710.1
OG0006344	EWB00_001699.2, EWB00_001699.1	SINT1_26040.2, SINT1_26040.1
OG0006345	EWB00_006119	SINT1_70150.1
OG0006346	EWB00_005078.1, EWB00_005078.2, EWB00_005078.3	SINT1_88940.1
OG0006347	EWB00_001078.2, EWB00_001078.1, EWB00_001078.3	SINT1_27760.1
OG0006348	EWB00_009905.1, EWB00_009905.2	SINT1_45330.1
OG0006349	EWB00_009093.1, EWB00_009093.2, EWB00_009093.3	SINT1_8580.1, SINT1_8580.2
OG0006350	EWB00_005600	SINT1_37140.1
OG0006351	EWB00_002026, EWB00_002025	SINT1_75860.1, SINT1_75860.2
OG0006352	EWB00_009368	SINT1_14660.1
OG0006353	EWB00_009435	SINT1_68930.1
OG0006354	EWB00_007366	SINT1_70820.1
OG0006355	EWB00_007227	SINT1_51300.1
OG0006356	EWB00_002296	SINT1_78200.1
OG0006357	EWB00_002181.1, EWB00_002181.2	SINT1_82460.1
OG0006358	EWB00_003104	SINT1_16130.1
OG0006359	EWB00_006783	SINT1_50940.1
OG0006360	EWB00_008770.1, EWB00_008770.2, EWB00_008770.3	SINT1_91350.1
OG0006361	EWB00_002156	SINT1_54410.1
OG0006362	EWB00_010323	SINT1_20090.1
OG0006363	EWB00_004631.1, EWB00_004631.2	SINT1_14310.1
OG0006364	EWB00_008793.1, EWB00_008793.2, EWB00_008793.3	SINT1_81310.1
OG0006365	EWB00_009293.1, EWB00_009293.2	SINT1_22120.1
OG0006366	EWB00_010624	SINT1_52630.1
OG0006367	EWB00_001598	SINT1_69020.1, SINT1_69020.2
OG0006368	EWB00_010407.1, EWB00_010407.3, EWB00_010407.2	SINT1_63240.1
OG0006369	EWB00_001344, EWB00_001345	SINT1_83700.1
OG0006370	EWB00_002727	SINT1_70470.1
OG0006371	EWB00_006773.1, EWB00_006773.3, EWB00_006773.2	SINT1_79700.1
OG0006372	EWB00_004149	SINT1_41180.1
OG0006373	EWB00_001245	SINT1_77460.1
OG0006374	EWB00_003679.2, EWB00_003679.1	SINT1_50760.1
OG0006375	EWB00_008519	SINT1_21330.1
OG0006376	EWB00_006930	SINT1_85670.1
OG0006377	EWB00_011145	SINT1_61220.1
OG0006378	EWB00_006481	SINT1_53680.1
OG0006379	EWB00_000616.1, EWB00_000616.2	SINT1_84810.1
OG0006380	EWB00_001977	SINT1_87370.1, SINT1_87370.2
OG0006381	EWB00_001175	SINT1_74140.1
OG0006382	EWB00_008646	SINT1_83950.1, SINT1_83950.2, SINT1_83950.3
OG0006383	EWB00_009236	SINT1_80100.1
OG0006384	EWB00_003860	SINT1_59270.1
OG0006385	EWB00_006553.1, EWB00_006553.2	SINT1_17870.1
OG0006386	EWB00_009103	SINT1_56360.1
OG0006387	EWB00_001215, EWB00_001216.1, EWB00_001216.2, EWB00_001217	SINT1_77190.1
OG0006388	EWB00_003868	SINT1_59350.1
OG0006389	EWB00_004491	SINT1_83230.1, SINT1_83230.2, SINT1_83230.3
OG0006390	EWB00_010465.1, EWB00_010465.2	SINT1_65230.1
OG0006391	EWB00_010466, EWB00_010467	SINT1_65220.1
OG0006392	EWB00_006667	SINT1_94620.1
OG0006393	EWB00_010088.1, EWB00_010088.2	SINT1_68690.1, SINT1_68690.2, SINT1_68690.3
OG0006394	EWB00_010737	SINT1_48010.1
OG0006395	EWB00_003708	SINT1_14220.1, SINT1_14220.2
OG0006397	EWB00_002658	SINT1_77740.1
OG0006398	EWB00_010828.3, EWB00_010828.1, EWB00_010828.2	SINT1_5980.1
OG0006400	EWB00_001184	SINT1_74220.1
OG0006401	EWB00_000221	SINT1_47110.1
OG0006403	EWB00_003589	SINT1_470.1, SINT1_470.2
OG0006404	EWB00_001717	SINT1_33740.1, SINT1_33740.2
OG0006405	EWB00_005334.1, EWB00_005334.2	SINT1_50150.1
OG0006406	EWB00_010634	SINT1_52560.1
OG0006407	EWB00_010364	SINT1_19630.1
OG0006408	EWB00_010954	SINT1_74950.1
OG0006409	EWB00_007749	SINT1_51770.1
OG0006410	EWB00_005666.1, EWB00_005666.2	SINT1_870.1
OG0006411	EWB00_008798	SINT1_1820.1
OG0006412	EWB00_006541	SINT1_17780.1
OG0006414	EWB00_003022.4, EWB00_003022.1, EWB00_003022.2, EWB00_003022.3	SINT1_84700.1
OG0006415	EWB00_001087, EWB00_001088.2, EWB00_001088.1	SINT1_24520.1
OG0006416	EWB00_011303.1, EWB00_011303.2, EWB00_011303.3	SINT1_60200.1
OG0006417	EWB00_005349	SINT1_50050.1, SINT1_50030.1
OG0006418	EWB00_003070.1, EWB00_003070.2	SINT1_8960.1
OG0006419	EWB00_006961	SINT1_28170.1
OG0006420	EWB00_010418	SINT1_63350.1, SINT1_63350.2
OG0006421	EWB00_006324	SINT1_5590.1
OG0006422	EWB00_001854, EWB00_001853	SINT1_88690.1
OG0006423	EWB00_008792.1, EWB00_008792.2	SINT1_81320.1
OG0006424	EWB00_005337	SINT1_50130.1
OG0006425	EWB00_001251	SINT1_77530.2, SINT1_77530.1
OG0006426	EWB00_002512.1, EWB00_002512.2	SINT1_20510.1
OG0006427	EWB00_002138	SINT1_33060.1
OG0006428	EWB00_010196	SINT1_330.1
OG0006429	EWB00_005543	SINT1_11090.1
OG0006430	EWB00_007327	SINT1_3110.1
OG0006431	EWB00_011425.1, EWB00_011425.2	SINT1_89620.1
OG0006432	EWB00_010127, EWB00_002641	SINT1_77920.1
OG0006434	EWB00_008970.1, EWB00_008970.2, EWB00_008970.3, EWB00_008970.4	SINT1_91570.1
OG0006436	EWB00_010076	SINT1_68580.1
OG0006437	EWB00_006695	SINT1_89980.1
OG0006438	EWB00_011019.1, EWB00_011019.2	SINT1_75490.1
OG0006439	EWB00_002675	SINT1_13560.1
OG0006440	EWB00_003673.1, EWB00_003673.2	SINT1_50640.1
OG0006441	EWB00_003757.1, EWB00_003757.2	SINT1_94160.1
OG0006442	EWB00_008359.1, EWB00_008359.2	SINT1_35000.1
OG0006444	EWB00_011400	SINT1_87560.1
OG0006445	EWB00_008651.1, EWB00_008651.2	SINT1_69310.1
