Orthogroup	schistosoma_turkestanicum	schistosoma_japonicum
OG0006829	STRK1_62390.1, STRK1_62400.1	EWB00_000933.1, EWB00_000933.2
OG0006831	STRK1_31990.1	EWB00_010900
OG0006832	STRK1_26750.1	EWB00_009456.1, EWB00_009456.2
OG0006833	STRK1_25810.1	EWB00_005006.1, EWB00_005006.3, EWB00_005006.2
OG0006834	STRK1_25000.1	EWB00_006995.1, EWB00_006995.2
OG0006835	STRK1_42080.1	EWB00_008282.1, EWB00_008282.2
OG0006836	STRK1_14210.1	EWB00_000085
OG0006837	STRK1_30430.1	EWB00_006063
OG0006838	STRK1_64680.1, STRK1_64690.1	EWB00_009833, EWB00_009834
OG0006851	STRK1_64540.1	EWB00_009820
OG0006853	STRK1_2850.1	EWB00_004818
OG0006854	STRK1_50340.1	EWB00_004752.1, EWB00_004752.2
OG0006855	STRK1_90210.1	EWB00_003026
OG0006856	STRK1_42460.1, STRK1_42460.2	EWB00_004887
OG0006857	STRK1_86230.1	EWB00_001839
OG0006858	STRK1_10790.1, STRK1_10790.2	EWB00_009405
OG0006860	STRK1_3100.1	EWB00_010281.1, EWB00_010281.2
OG0006861	STRK1_47380.1	EWB00_010673
OG0006862	STRK1_36840.1	EWB00_000628
OG0006863	STRK1_49170.1, STRK1_49170.2	EWB00_005357
OG0006864	STRK1_51300.1	EWB00_010751.1, EWB00_010751.2
OG0006865	STRK1_23290.1	EWB00_005240
OG0006866	STRK1_34190.1	EWB00_002127
OG0006868	STRK1_10010.1	EWB00_009467.1, EWB00_009467.2
OG0006869	STRK1_34480.1, STRK1_34480.2, STRK1_34480.3	EWB00_002939
OG0006870	STRK1_30330.1	EWB00_006049
OG0006871	STRK1_84830.1, STRK1_84840.1	EWB00_006938
OG0006872	STRK1_51380.1	EWB00_010757
OG0006873	STRK1_6300.1	EWB00_008527
OG0006874	STRK1_13850.1	EWB00_000684
OG0006875	STRK1_62660.1	EWB00_010492
OG0006876	STRK1_34650.1, STRK1_34650.2	EWB00_002924.2, EWB00_002924.3, EWB00_002924.4, EWB00_002924.1
OG0006877	STRK1_51130.1	EWB00_010731
OG0006878	STRK1_80140.1	EWB00_001498.1, EWB00_001498.2
OG0006879	STRK1_103170.1	EWB00_005205
OG0006880	STRK1_78960.1	EWB00_006756
OG0006881	STRK1_86750.1, STRK1_86770.1	EWB00_001913
OG0006882	STRK1_88050.1	EWB00_008994
OG0006883	STRK1_26260.1	EWB00_005050
OG0006884	STRK1_69710.1	EWB00_002777
OG0006886	STRK1_27810.1	EWB00_005921.1, EWB00_005921.2
OG0006887	STRK1_22460.1	EWB00_000300.1, EWB00_000300.2
OG0006888	STRK1_33130.1, STRK1_33130.2	EWB00_007697
OG0006889	STRK1_85440.1	EWB00_001957, EWB00_001958
OG0006890	STRK1_86980.1	EWB00_006714
OG0006891	STRK1_49310.1, STRK1_49310.2	EWB00_006469.1, EWB00_006469.2
OG0006892	STRK1_106330.1	EWB00_007103
OG0006893	STRK1_27110.1	EWB00_003312
OG0006894	STRK1_93280.1, STRK1_95270.1	EWB00_005853
OG0006895	STRK1_34880.1	EWB00_001715
OG0006897	STRK1_37930.1	EWB00_006151
OG0006898	STRK1_49940.1	EWB00_002999
OG0006899	STRK1_32590.1	EWB00_007457
OG0006900	STRK1_90130.1	EWB00_011187
OG0006903	STRK1_4980.1	EWB00_004187.2, EWB00_004187.1
OG0006904	STRK1_47560.1	EWB00_010692
OG0006905	STRK1_89980.1	EWB00_006661
OG0006906	STRK1_54090.1	EWB00_005258
OG0006907	STRK1_48430.1	EWB00_011180
OG0006908	STRK1_42320.1	EWB00_009909, EWB00_009910
OG0006909	STRK1_8590.2, STRK1_8590.1, STRK1_8590.3, STRK1_8590.4	EWB00_003093.1, EWB00_003093.2
OG0006910	STRK1_55880.1	EWB00_005552
OG0006911	STRK1_47200.1	EWB00_010659.1, EWB00_010659.2
OG0006912	STRK1_11340.1	EWB00_005063.1, EWB00_005063.2
OG0006913	STRK1_13380.1	EWB00_001050
OG0006914	STRK1_102180.1	EWB00_006504.1, EWB00_006504.2
OG0006915	STRK1_31640.1	EWB00_007849
OG0006916	STRK1_93550.1	EWB00_002240
OG0006917	STRK1_16740.1, STRK1_16740.2	EWB00_007345
OG0006918	STRK1_31570.1	EWB00_003404
OG0006919	STRK1_33530.1	EWB00_001313
OG0006920	STRK1_26050.1	EWB00_005027.1, EWB00_005027.2
OG0006921	STRK1_60560.1	EWB00_011127.1, EWB00_011127.2
OG0006922	STRK1_8080.1	EWB00_009730.1, EWB00_009730.2
OG0006923	STRK1_90010.1	EWB00_011203
OG0006924	STRK1_76640.1	EWB00_002285
OG0006925	STRK1_48540.1	EWB00_004422
OG0006926	STRK1_46430.1	EWB00_003552
OG0006927	STRK1_47280.1	EWB00_010663
OG0006928	STRK1_15070.1	EWB00_010293
OG0006929	STRK1_80340.1	EWB00_003685
OG0006931	STRK1_9640.1	EWB00_009192
OG0006933	STRK1_46970.1	EWB00_010630
OG0006934	STRK1_37390.1	EWB00_002795
OG0006935	STRK1_69030.1	EWB00_006103
OG0006936	STRK1_104220.1, STRK1_104710.1	EWB00_004363
OG0006937	STRK1_48670.1	EWB00_000760
OG0006938	STRK1_86350.1	EWB00_001865
OG0006939	STRK1_41420.1, STRK1_41420.2	EWB00_003241
OG0006940	STRK1_5160.1	EWB00_009363.1, EWB00_009363.2, EWB00_009363.3
OG0006942	STRK1_13790.1	EWB00_000677
OG0006943	STRK1_91670.1	EWB00_001661
OG0006944	STRK1_69910.1	EWB00_002752
OG0006946	STRK1_7530.1	EWB00_000692
OG0006948	STRK1_35490.1	EWB00_003395
OG0006949	STRK1_71870.1	EWB00_006617.1, EWB00_006617.2
OG0006950	STRK1_72310.1	EWB00_010555.1, EWB00_010555.2
OG0006951	STRK1_111000.1, STRK1_111010.1	EWB00_006437.1, EWB00_006437.2
OG0006952	STRK1_23950.1, STRK1_23960.1	EWB00_001079
OG0006953	STRK1_57250.1	EWB00_000479.2
OG0006954	STRK1_46860.1	EWB00_010645
OG0006955	STRK1_32540.1	EWB00_007463.1, EWB00_007463.2, EWB00_007463.3
OG0006956	STRK1_58240.1	EWB00_007969
OG0006957	STRK1_69270.1, STRK1_69270.2	EWB00_002736
OG0006958	STRK1_66990.1	EWB00_010047
OG0006959	STRK1_98770.1, STRK1_84140.1	EWB00_008065.1, EWB00_008065.2
OG0006961	STRK1_86860.1, STRK1_86860.2	EWB00_001900, EWB00_001901
OG0006962	STRK1_46080.1	EWB00_007765.1, EWB00_007765.2
OG0006963	STRK1_50310.1, STRK1_110230.1	EWB00_008719
OG0006964	STRK1_59770.1	EWB00_009171
OG0006965	STRK1_35670.1, STRK1_97880.1	EWB00_006841.1, EWB00_006841.2
OG0006966	STRK1_60760.1	EWB00_011150
OG0006967	STRK1_85460.1	EWB00_001685.1, EWB00_001685.2, EWB00_001685.3, EWB00_001685.4
OG0006968	STRK1_33120.1	EWB00_009683
OG0006969	STRK1_69210.1	EWB00_002730
OG0006970	STRK1_69220.1	EWB00_002731
OG0006971	STRK1_78210.1	EWB00_003474.1, EWB00_003474.2
OG0006972	STRK1_60350.1	EWB00_011090
OG0006974	STRK1_78440.1	EWB00_009664
OG0006975	STRK1_20940.1	EWB00_005754
OG0006976	STRK1_66770.1	EWB00_008553
OG0006977	STRK1_33880.1	EWB00_005951
OG0006978	STRK1_27150.1, STRK1_100060.1	EWB00_001536
OG0006979	STRK1_62980.1	EWB00_003984.1, EWB00_003984.2
OG0006980	STRK1_77430.1	EWB00_002643.1, EWB00_002643.3
OG0006981	STRK1_60630.1	EWB00_011136
OG0006982	STRK1_54160.1	EWB00_007823
OG0006983	STRK1_2980.1	EWB00_004120.1, EWB00_004120.2
OG0006984	STRK1_52020.1	EWB00_007211
OG0006985	STRK1_39040.1	EWB00_007983
OG0006986	STRK1_16720.1	EWB00_007348
OG0006987	STRK1_74620.1, STRK1_74620.2	EWB00_008246
OG0006988	STRK1_104470.1, STRK1_74630.1	EWB00_008247
OG0006989	STRK1_72730.1	EWB00_003444, EWB00_003442
OG0006990	STRK1_1580.1	EWB00_004655
OG0006993	STRK1_14000.1	EWB00_000066
OG0006994	STRK1_6770.1	EWB00_006334
OG0006995	STRK1_59720.1	EWB00_009176
OG0006996	STRK1_91320.1	EWB00_010205.1, EWB00_010205.2
OG0006997	STRK1_83340.1	EWB00_000614.1, EWB00_000614.2
OG0006998	STRK1_76020.1	EWB00_010953
OG0006999	STRK1_43710.1	EWB00_000183
OG0007000	STRK1_93970.1	EWB00_007046
OG0007001	STRK1_50510.1	EWB00_008084
OG0007002	STRK1_110570.1	EWB00_004779.1, EWB00_004779.2
OG0007003	STRK1_6290.1, STRK1_6290.2	EWB00_008530
OG0007004	STRK1_93690.1	EWB00_007421.1, EWB00_007421.2
OG0007005	STRK1_43700.1	EWB00_000182
OG0007006	STRK1_93520.1	EWB00_005712
OG0007007	STRK1_40070.1, STRK1_96200.1, STRK1_96210.1	EWB00_001559
OG0007008	STRK1_58590.1	EWB00_005589.1, EWB00_005589.2
OG0007009	STRK1_87160.1, STRK1_87160.2, STRK1_87160.3	EWB00_011422.1, EWB00_011422.2
OG0007010	STRK1_20210.1	EWB00_003505
OG0007011	STRK1_49050.1	EWB00_005338
OG0007012	STRK1_45960.1, STRK1_45960.2	EWB00_010759
OG0007013	STRK1_63520.1	EWB00_010443
OG0007014	STRK1_5640.1	EWB00_003450
OG0007015	STRK1_106050.1, STRK1_108730.1	EWB00_002255.3, EWB00_002255.1, EWB00_002255.2
OG0007016	STRK1_13490.1	EWB00_006543
OG0007017	STRK1_54720.1, STRK1_100510.1	EWB00_004409
OG0007019	STRK1_73120.1	EWB00_001239.1, EWB00_001239.2
OG0007020	STRK1_53350.1	EWB00_009099
OG0007021	STRK1_50780.1	EWB00_010696
OG0007022	STRK1_60920.1, STRK1_61000.1	EWB00_011111
OG0007023	STRK1_43090.1	EWB00_009707.4, EWB00_009707.3, EWB00_009707.2
OG0007024	STRK1_80760.1, STRK1_80760.2	EWB00_007035
OG0007025	STRK1_87220.1	EWB00_011414
OG0007026	STRK1_100660.1, STRK1_100660.2, STRK1_57680.1	EWB00_003873
OG0007027	STRK1_640.1	EWB00_008000
OG0007028	STRK1_70830.1	EWB00_001375
OG0007029	STRK1_3750.1	EWB00_001040
OG0007030	STRK1_68880.1	EWB00_006115
OG0007031	STRK1_33050.1	EWB00_003162
OG0007032	STRK1_77270.1	EWB00_008178
OG0007033	STRK1_77280.1	EWB00_008179.1, EWB00_008179.2
OG0007034	STRK1_105490.1, STRK1_77290.1	EWB00_008180.4, EWB00_008180.1, EWB00_008180.2, EWB00_008180.3
OG0007035	STRK1_67950.1	EWB00_008652
OG0007036	STRK1_80260.1, STRK1_80220.1, STRK1_80250.1	EWB00_001480
OG0007037	STRK1_57870.1	EWB00_006575
OG0007038	STRK1_33110.1	EWB00_004928
OG0007039	STRK1_46600.1, STRK1_104170.1	EWB00_006820
OG0007040	STRK1_70320.1	EWB00_000653
OG0007041	STRK1_30260.1	EWB00_006038.1, EWB00_006038.2
OG0007042	STRK1_25130.1	EWB00_007005
OG0007043	STRK1_83360.1	EWB00_000617.1, EWB00_000617.2
OG0007044	STRK1_7750.1	EWB00_008333
OG0007046	STRK1_93850.1	EWB00_009140.1, EWB00_009140.2
OG0007047	STRK1_55910.1	EWB00_010107, EWB00_005555
OG0007048	STRK1_65350.1	EWB00_004019
OG0007049	STRK1_28680.1	EWB00_009535
OG0007050	STRK1_9900.1	EWB00_009490
OG0007051	STRK1_4930.1	EWB00_004179
OG0007053	STRK1_30900.1, STRK1_30900.2	EWB00_004281.1, EWB00_004281.2
OG0007054	STRK1_85030.1	EWB00_000324.1, EWB00_000324.2
OG0007055	STRK1_68790.1	EWB00_009518.1, EWB00_009518.2
OG0007056	STRK1_22000.1	EWB00_001555
OG0007057	STRK1_59000.1	EWB00_010402.1, EWB00_010402.2
OG0007058	STRK1_1550.1	EWB00_004650
OG0007059	STRK1_102270.1	EWB00_004071
OG0007060	STRK1_35230.1	EWB00_001755
OG0007061	STRK1_92090.1	EWB00_005500.2, EWB00_005500.1
OG0007062	STRK1_21930.1	EWB00_001543
OG0007063	STRK1_91310.1	EWB00_010204.3, EWB00_010204.1, EWB00_010204.2
OG0007064	STRK1_83380.1	EWB00_000618
OG0007065	STRK1_109890.1, STRK1_109880.1	EWB00_006351
OG0007066	STRK1_38290.1, STRK1_38290.2, STRK1_38290.3	EWB00_003954.2, EWB00_003954.1
OG0007067	STRK1_91710.1	EWB00_009587
OG0007069	STRK1_30600.1	EWB00_004249
OG0007070	STRK1_46920.1	EWB00_010636
OG0007072	STRK1_36340.1	EWB00_006842
OG0007073	STRK1_68440.1	EWB00_007926.1, EWB00_007926.2
OG0007074	STRK1_73510.1	EWB00_007163
OG0007075	STRK1_3920.1	EWB00_001063
OG0007076	STRK1_31720.1	EWB00_011209
OG0007077	STRK1_62410.1	EWB00_000937
OG0007078	STRK1_52470.1	EWB00_005309
OG0007079	STRK1_21460.1	EWB00_007559.1, EWB00_007559.2, EWB00_007559.3
OG0007080	STRK1_2640.1	EWB00_005428
OG0007081	STRK1_46670.1	EWB00_006801
OG0007082	STRK1_84370.1	EWB00_009430
OG0007086	STRK1_82480.1	EWB00_001338.1, EWB00_001338.2
OG0007087	STRK1_62930.1	EWB00_003990.1, EWB00_003990.2
OG0007088	STRK1_93360.1	EWB00_003351.1, EWB00_003351.2, EWB00_003351.3
OG0007089	STRK1_65370.1	EWB00_004017
OG0007090	STRK1_14090.1	EWB00_000075
OG0007091	STRK1_69280.1	EWB00_002737.1, EWB00_002737.2, EWB00_002737.3
OG0007092	STRK1_14960.1	EWB00_003110
OG0007094	STRK1_44280.1, STRK1_96460.1	EWB00_004035
OG0007095	STRK1_20460.1, STRK1_20460.2	EWB00_002405
OG0007096	STRK1_85770.1	EWB00_004943
OG0007097	STRK1_48790.2, STRK1_48790.1	EWB00_000747
OG0007098	STRK1_72810.1, STRK1_72810.2, STRK1_72810.3	EWB00_011003.1, EWB00_011003.2
OG0007099	STRK1_81620.1	EWB00_007290
OG0007100	STRK1_59410.1	EWB00_005908
OG0007101	STRK1_35960.1	EWB00_008365.1, EWB00_008365.2, EWB00_008365.3, EWB00_008365.4
OG0007102	STRK1_30380.1	EWB00_006056
OG0007103	STRK1_59420.1	EWB00_005909
OG0007104	STRK1_64580.1	EWB00_009824
OG0007106	STRK1_63220.1	EWB00_002740.1, EWB00_002740.2
OG0007107	STRK1_66930.1, STRK1_66940.1	EWB00_010041
OG0007112	STRK1_81960.1	EWB00_004500
OG0007114	STRK1_84700.1	EWB00_000738
OG0007115	STRK1_53230.1	EWB00_005123.1, EWB00_005123.2, EWB00_005123.3
OG0007116	STRK1_58230.1, STRK1_58230.2	EWB00_007968
OG0007117	STRK1_20370.1	EWB00_002391
OG0007118	STRK1_90370.1	EWB00_002056
OG0007120	STRK1_80730.1	EWB00_007028.1, EWB00_007028.2
OG0007121	STRK1_66730.1	EWB00_006931.1, EWB00_006931.2
OG0007122	STRK1_51670.1	EWB00_006480
OG0007123	STRK1_69250.1	EWB00_002734.1, EWB00_002734.2
OG0007124	STRK1_70230.1	EWB00_008344.1, EWB00_008344.2
OG0007125	STRK1_77390.1, STRK1_77390.2	EWB00_002639
OG0007126	STRK1_68270.1	EWB00_007913, EWB00_007914
OG0007128	STRK1_34030.1	EWB00_005968
OG0007129	STRK1_31800.3, STRK1_31800.1, STRK1_31800.2	EWB00_011217.2, EWB00_011217.1, EWB00_011217.4, EWB00_011217.3
OG0007130	STRK1_24810.1	EWB00_001143
OG0007131	STRK1_23380.1	EWB00_006982.1, EWB00_006982.2
OG0007133	STRK1_10540.1, STRK1_10540.2	EWB00_009389
OG0007134	STRK1_19060.1	EWB00_006445
OG0007135	STRK1_102760.1, STRK1_19240.1	EWB00_006426
OG0007139	STRK1_85970.1, STRK1_85980.1, STRK1_86650.1	EWB00_010866.1, EWB00_010866.2, EWB00_010300, EWB00_001679, EWB00_010867
OG0007149	STRK1_54060.1	EWB00_005251
OG0007150	STRK1_13230.1	EWB00_004154
OG0007151	STRK1_69730.1	EWB00_002780
OG0007153	STRK1_13310.1	EWB00_001045
OG0007155	STRK1_56700.1, STRK1_95430.1	EWB00_003200
OG0007156	STRK1_35400.1	EWB00_007858
OG0007157	STRK1_75110.1	EWB00_010919
OG0007158	STRK1_86180.1	EWB00_001836
OG0007159	STRK1_54870.1	EWB00_004471
OG0007160	STRK1_34300.1	EWB00_002142
OG0007162	STRK1_2540.1	EWB00_005441
OG0007163	STRK1_21950.1	EWB00_001541
OG0007164	STRK1_74180.1	EWB00_001380
OG0007165	STRK1_33470.1	EWB00_007707
OG0007166	STRK1_97740.1	EWB00_009157
OG0007167	STRK1_28460.1	EWB00_006213
OG0007168	STRK1_57100.1	EWB00_000495
OG0007169	STRK1_71530.1	EWB00_004544
OG0007170	STRK1_34630.1	EWB00_002922.1, EWB00_002922.2, EWB00_002922.3
OG0007171	STRK1_48160.1, STRK1_48170.1	EWB00_002149
OG0007172	STRK1_27320.1	EWB00_003294
OG0007174	STRK1_46720.1	EWB00_006808.1, EWB00_006808.2
OG0007175	STRK1_28230.1	EWB00_004358.1, EWB00_004358.2
OG0007176	STRK1_82000.1	EWB00_004505
OG0007177	STRK1_41010.1	EWB00_006390
OG0007178	STRK1_60040.1	EWB00_011323
OG0007179	STRK1_24550.1	EWB00_002868.1, EWB00_002868.2
OG0007180	STRK1_680.1	EWB00_008007
OG0007181	STRK1_88640.1, STRK1_97190.1	EWB00_001893
OG0007182	STRK1_4800.1	EWB00_002313.1, EWB00_002313.2
OG0007184	STRK1_85800.1	EWB00_004940
OG0007185	STRK1_92140.1	EWB00_005509, EWB00_005508
OG0007186	STRK1_74190.1	EWB00_001381
OG0007187	STRK1_78020.1	EWB00_007474
OG0007188	STRK1_66360.1	EWB00_008933
OG0007189	STRK1_58740.1	EWB00_008900
OG0007191	STRK1_80300.1, STRK1_80300.2	EWB00_008480
OG0007192	STRK1_65220.1	EWB00_005779
OG0007193	STRK1_48000.1	EWB00_009310.1, EWB00_009310.2
OG0007195	STRK1_84000.1	EWB00_008043.2, EWB00_008043.1
OG0007196	STRK1_4920.1	EWB00_004178
OG0007197	STRK1_86840.1	EWB00_001903
OG0007198	STRK1_29930.1	EWB00_006004
OG0007199	STRK1_24530.1	EWB00_002859
OG0007200	STRK1_12370.1	EWB00_008667
OG0007201	STRK1_88550.1	EWB00_001681
OG0007202	STRK1_71650.1	EWB00_004531
OG0007203	STRK1_16760.3	EWB00_007328
OG0007205	STRK1_89330.1, STRK1_89340.1	EWB00_007952
OG0007206	STRK1_68650.1	EWB00_000959
OG0007207	STRK1_50220.1	EWB00_008733
OG0007208	STRK1_73090.1, STRK1_76210.1	EWB00_001235
OG0007210	STRK1_99820.1, STRK1_99820.2	EWB00_011383
OG0007211	STRK1_21490.1	EWB00_007562
OG0007212	STRK1_64910.1	EWB00_009859
OG0007213	STRK1_64920.1	EWB00_009860
OG0007214	STRK1_108600.1, STRK1_77400.1	EWB00_002638
OG0007215	STRK1_7480.1	EWB00_000697
OG0007216	STRK1_13370.1	EWB00_001049
OG0007217	STRK1_40630.1	EWB00_001801
OG0007219	STRK1_9380.1, STRK1_9380.2	EWB00_005531
OG0007220	STRK1_36220.1	EWB00_006852
OG0007221	STRK1_36360.1	EWB00_006838
OG0007222	STRK1_12480.1	EWB00_009092
OG0007223	STRK1_99290.1, STRK1_59850.1, STRK1_59860.1	EWB00_008696
OG0007224	STRK1_70810.1	EWB00_006616.1, EWB00_006616.2
OG0007225	STRK1_63080.1	EWB00_009803
OG0007226	STRK1_39910.1, STRK1_39920.1	EWB00_004916
OG0007227	STRK1_88950.1, STRK1_89000.1	EWB00_003180
OG0007228	STRK1_76600.1	EWB00_010586
OG0007229	STRK1_72030.1, STRK1_72030.2	EWB00_001173
OG0007230	STRK1_9560.1, STRK1_9560.2	EWB00_008467
OG0007231	STRK1_103000.1, STRK1_22130.1	EWB00_007080
OG0007232	STRK1_5650.1	EWB00_003451
OG0007233	STRK1_107440.1, STRK1_92910.1	EWB00_003753
OG0007234	STRK1_58320.1	EWB00_011264
OG0007235	STRK1_18710.1	EWB00_002501.1, EWB00_002501.2
OG0007237	STRK1_76180.1	EWB00_010973
OG0007239	STRK1_75000.1	EWB00_004575.1, EWB00_004575.2
OG0007240	STRK1_67690.1	EWB00_001601
OG0007241	STRK1_41550.1	EWB00_003660
OG0007243	STRK1_28730.1	EWB00_009541
OG0007245	STRK1_47210.1	EWB00_010658
OG0007246	STRK1_50740.1	EWB00_005417
OG0007247	STRK1_46310.1	EWB00_003560.1, EWB00_003560.2
OG0007248	STRK1_22580.1	EWB00_000277
OG0007249	STRK1_78780.1	EWB00_006770.1, EWB00_006770.2
OG0007251	STRK1_28210.1	EWB00_004360
OG0007252	STRK1_13290.1	EWB00_007680.1, EWB00_007680.2
OG0007253	STRK1_47500.1	EWB00_010685.1, EWB00_010685.2
OG0007254	STRK1_74500.1	EWB00_001414
OG0007255	STRK1_69530.1, STRK1_69540.1	EWB00_007356
OG0007256	STRK1_63680.1	EWB00_010416
OG0007257	STRK1_48270.1	EWB00_002157
OG0007258	STRK1_92230.1	EWB00_005528
OG0007259	STRK1_97700.1	EWB00_004639
OG0007260	STRK1_74810.1	EWB00_004554
OG0007261	STRK1_39290.1	EWB00_004147.1, EWB00_004147.2, EWB00_003236
OG0007262	STRK1_93760.1	EWB00_001666
OG0007263	STRK1_12310.1	EWB00_003091
OG0007266	STRK1_65520.1	EWB00_001162, EWB00_001161
OG0007268	STRK1_40210.1	EWB00_009203.1, EWB00_009203.2
OG0007269	STRK1_18810.1, STRK1_18790.1	EWB00_002494
OG0007273	STRK1_6530.1	EWB00_009565
OG0007275	STRK1_29840.1	EWB00_005999.1, EWB00_005999.2
OG0007276	STRK1_29550.1	EWB00_006077
OG0007277	STRK1_45490.1	EWB00_007240
OG0007278	STRK1_41150.1, STRK1_41150.2	EWB00_006395
OG0007279	STRK1_82830.1	EWB00_001652
OG0007280	STRK1_73270.1, STRK1_73270.2	EWB00_001221
OG0007281	STRK1_70940.1	EWB00_003892
OG0007282	STRK1_62380.1	EWB00_000932
OG0007283	STRK1_50270.1	EWB00_008728
OG0007285	STRK1_39070.1, STRK1_39070.2	EWB00_007986
OG0007286	STRK1_53740.1	EWB00_009639.1, EWB00_009639.2
OG0007287	STRK1_61630.1	EWB00_011280.2, EWB00_011280.1
OG0007288	STRK1_77420.1	EWB00_002642
OG0007289	STRK1_59090.1	EWB00_010394.1, EWB00_010394.2, EWB00_010394.3
OG0007290	STRK1_30580.1	EWB00_004247
OG0007291	STRK1_51870.1	EWB00_006503
OG0007292	STRK1_50430.1	EWB00_008088
OG0007293	STRK1_44050.1, STRK1_8230.1	EWB00_000195.2, EWB00_000195.3, EWB00_000195.1
OG0007294	STRK1_68380.1	EWB00_000977.1, EWB00_000977.2
OG0007295	STRK1_290.1	EWB00_005660.1, EWB00_005660.2
OG0007297	STRK1_104520.1, STRK1_105970.1	EWB00_009269
OG0007298	STRK1_39530.1, STRK1_39530.2	EWB00_007654
OG0007299	STRK1_77630.1	EWB00_002657
OG0007301	STRK1_28710.1	EWB00_009539
OG0007302	STRK1_80970.1	EWB00_002180
OG0007303	STRK1_93740.1	EWB00_001664.2
OG0007304	STRK1_41980.1, STRK1_96910.1	EWB00_008291.1, EWB00_008291.2
OG0007305	STRK1_48380.1	EWB00_011175
OG0007306	STRK1_68930.1	EWB00_006094
OG0007307	STRK1_49360.1, STRK1_49370.1	EWB00_006466
OG0007308	STRK1_77990.1	EWB00_007490, EWB00_007489
OG0007309	STRK1_57510.1	EWB00_003855
OG0007310	STRK1_52800.1, STRK1_52800.2	EWB00_007214
OG0007311	STRK1_1030.1	EWB00_005623
OG0007312	STRK1_12010.1	EWB00_003059
OG0007313	STRK1_73170.1	EWB00_001230
OG0007314	STRK1_44800.1	EWB00_002543
OG0007317	STRK1_34840.1	EWB00_008143
OG0007318	STRK1_16910.1, STRK1_16910.2	EWB00_007342
OG0007319	STRK1_45400.1	EWB00_006892
OG0007320	STRK1_38300.1	EWB00_003952
OG0007321	STRK1_7400.1	EWB00_002098.1, EWB00_002098.2, EWB00_002098.3
OG0007322	STRK1_58440.1, STRK1_58440.2	EWB00_004705
OG0007323	STRK1_71770.1, STRK1_71770.2	EWB00_001194
OG0007325	STRK1_4850.1, STRK1_4860.1	EWB00_004169
OG0007326	STRK1_70650.1	EWB00_006601.1, EWB00_006601.2
OG0007329	STRK1_3730.1	EWB00_001042
OG0007330	STRK1_57260.1	EWB00_000515
OG0007331	STRK1_54310.1	EWB00_003577
OG0007332	STRK1_36410.1	EWB00_006831
OG0007334	STRK1_88980.1	EWB00_003178
OG0007335	STRK1_9140.1	EWB00_009190
OG0007336	STRK1_28900.1	EWB00_004370.2, EWB00_004370.1
OG0007337	STRK1_64040.1	EWB00_008865
OG0007338	STRK1_64960.1	EWB00_005804
OG0007339	STRK1_52720.1	EWB00_007220
OG0007340	STRK1_17920.1	EWB00_010306
OG0007341	STRK1_7340.1	EWB00_008595.1, EWB00_008595.2
OG0007343	STRK1_52180.1	EWB00_003681
OG0007344	STRK1_5400.1	EWB00_009391
OG0007346	STRK1_93700.1	EWB00_007425
OG0007347	STRK1_4230.1, STRK1_4230.2	EWB00_002473
OG0007348	STRK1_91280.1	EWB00_010202
OG0007349	STRK1_730.1, STRK1_730.2	EWB00_010263
OG0007350	STRK1_50650.1	EWB00_008070
OG0007351	STRK1_5480.1	EWB00_004633
OG0007352	STRK1_111470.1	EWB00_005158
OG0007355	STRK1_6340.1	EWB00_008537
OG0007356	STRK1_13890.1	EWB00_000054
OG0007357	STRK1_17380.1	EWB00_007879
OG0007359	STRK1_83590.1, STRK1_83600.1	EWB00_003013.2, EWB00_003013.1, EWB00_003013.3
OG0007360	STRK1_52070.1	EWB00_003672
OG0007361	STRK1_44370.1, STRK1_44400.1	EWB00_006897
OG0007362	STRK1_45350.1	EWB00_006884
OG0007364	STRK1_27910.1	EWB00_001275, EWB00_001274
OG0007366	STRK1_64430.1	EWB00_003966.1, EWB00_003966.2
OG0007367	STRK1_60460.1	EWB00_011106
OG0007369	STRK1_92170.1	EWB00_005511
OG0007370	STRK1_70600.1	EWB00_006594
OG0007371	STRK1_94910.1, STRK1_94910.2	EWB00_008968
OG0007372	STRK1_16460.1	EWB00_009071
OG0007373	STRK1_81200.1	EWB00_008403
OG0007374	STRK1_86080.1	EWB00_009318
OG0007375	STRK1_78970.1	EWB00_006755
OG0007377	STRK1_84990.1	EWB00_007522.1, EWB00_007522.2
OG0007378	STRK1_88960.1, STRK1_88960.2	EWB00_003181.1, EWB00_003181.2, EWB00_003181.4, EWB00_003181.3
OG0007380	STRK1_49030.1	EWB00_005336.1, EWB00_005336.2
OG0007381	STRK1_101680.1, STRK1_54510.1	EWB00_008409
OG0007382	STRK1_69920.1, STRK1_109290.1	EWB00_002754
OG0007383	STRK1_76130.1	EWB00_010967
OG0007385	STRK1_31970.1	EWB00_010902
OG0007386	STRK1_24460.1, STRK1_24440.1	EWB00_006968
OG0007387	STRK1_39600.1	EWB00_008544, EWB00_008543
OG0007388	STRK1_37270.1	EWB00_003229
OG0007389	STRK1_11230.1	EWB00_003699.1, EWB00_003699.2
OG0007392	STRK1_2860.1, STRK1_2860.2	EWB00_004819
OG0007393	STRK1_16450.1	EWB00_009070.1, EWB00_009070.2
OG0007394	STRK1_16150.1	EWB00_009016
OG0007395	STRK1_10810.1, STRK1_10810.2	EWB00_009407.1, EWB00_009407.2
OG0007398	STRK1_92190.1, STRK1_94290.1	EWB00_008766.2, EWB00_008766.1, EWB00_008766.3
