Orthogroup	schistosoma_turkestanicum	s.mekongi
OG0006011	STRK1_62170.1	KAK4471212.1
OG0006012	STRK1_62860.1	KAK4471356.1
OG0006013	STRK1_20510.1	KAK4475468.1
OG0006014	STRK1_73630.1	KAK4470473.1
OG0006015	STRK1_71900.1	KAK4470016.1
OG0006016	STRK1_77120.1, STRK1_105020.1	KAK4470937.1
OG0006017	STRK1_97250.1, STRK1_109350.1	KAK4470940.1, KAK4470939.1
OG0006018	STRK1_85580.1	KAK4468934.1
OG0006019	STRK1_82530.1	KAK4468072.1
OG0006020	STRK1_19370.1	KAK4475367.1
OG0006021	STRK1_76060.1	KAK4470679.1
OG0006022	STRK1_65330.1, STRK1_65330.2	KAK4471783.1
OG0006023	STRK1_2340.1	KAK4475179.1
OG0006024	STRK1_45060.1	KAK4469081.1
OG0006025	STRK1_4810.1	KAK4474618.1
OG0006026	STRK1_710.3, STRK1_710.2, STRK1_710.5, STRK1_710.1, STRK1_710.4	KAK4476112.1
OG0006027	STRK1_23540.1	KAK4473172.1, KAK4473173.1
OG0006028	STRK1_49730.1	KAK4469239.1
OG0006029	STRK1_54010.1	KAK4469945.1
OG0006030	STRK1_35390.1	KAK4472561.1
OG0006031	STRK1_2040.1	KAK4475107.1
OG0006032	STRK1_9590.1	KAK4476295.1
OG0006033	STRK1_39300.1	KAK4473043.1
OG0006034	STRK1_40460.1	KAK4473574.1
OG0006035	STRK1_53930.1	KAK4469982.1
OG0006036	STRK1_93920.1	KAK4468205.1
OG0006037	STRK1_81360.1	KAK4468179.1
OG0006038	STRK1_40510.1	KAK4473568.1
OG0006039	STRK1_52230.1	KAK4469461.1
OG0006042	STRK1_32230.1	KAK4472645.1
OG0006043	STRK1_99530.1	KAK4475206.1
OG0006044	STRK1_66970.1	KAK4471490.1
OG0006045	STRK1_30960.1	KAK4474041.1
OG0006046	STRK1_8380.1, STRK1_8380.2, STRK1_8380.3	KAK4474693.1
OG0006047	STRK1_34740.1	KAK4472327.1
OG0006047	STRK1_34720.1, STRK1_34750.1	KAK4472326.1
OG0006049	STRK1_38720.1	KAK4473634.1
OG0006050	STRK1_60650.1	KAK4471975.1
OG0006051	STRK1_15520.1	KAK4476031.1
OG0006052	STRK1_70610.1	KAK4470290.1
OG0006053	STRK1_66050.1	KAK4471570.1
OG0006054	STRK1_63750.1	KAK4471302.1
OG0006055	STRK1_6410.1	KAK4475772.1, KAK4467429.1
OG0006056	STRK1_4750.1	KAK4475275.1
OG0006057	STRK1_102640.1, STRK1_102640.2, STRK1_102640.3	KAK4472732.1
OG0006058	STRK1_4110.1	KAK4467230.1, KAK4474952.1
OG0006060	STRK1_16870.1	KAK4475621.1
OG0006061	STRK1_105880.1	KAK4468084.1
OG0006062	STRK1_30490.1	KAK4474082.1
OG0006063	STRK1_43020.1	KAK4472448.1
OG0006064	STRK1_67750.1	KAK4470135.1
OG0006066	STRK1_8640.1, STRK1_8640.2, STRK1_8640.3	KAK4476210.1
OG0006067	STRK1_40650.1	KAK4473555.1
OG0006068	STRK1_39180.1	KAK4472909.1
OG0006069	STRK1_27740.1	KAK4472539.1
OG0006070	STRK1_62960.1	KAK4471367.1
OG0006071	STRK1_71080.1	KAK4470452.1
OG0006072	STRK1_80770.1	KAK4468222.1
OG0006073	STRK1_47050.1	KAK4469475.1
OG0006074	STRK1_87210.1	KAK4468415.1
OG0006075	STRK1_24610.1	KAK4473004.1
OG0006076	STRK1_52220.1	KAK4469460.1
OG0006079	STRK1_46190.1	KAK4469923.1
OG0006080	STRK1_98420.1, STRK1_98900.1	KAK4472512.1
OG0006081	STRK1_1200.1	KAK4474967.1, KAK4474989.1
OG0006082	STRK1_41630.1	KAK4473409.1
OG0006083	STRK1_94040.1	KAK4468028.1
OG0006084	STRK1_21360.1	KAK4473370.1
OG0006085	STRK1_71610.1	KAK4470572.1
OG0006086	STRK1_24050.1	KAK4473150.1
OG0006087	STRK1_41390.1, STRK1_41390.2, STRK1_41390.3	KAK4473763.1
OG0006088	STRK1_68900.1	KAK4470106.1
OG0006089	STRK1_10560.1	KAK4474553.1
OG0006090	STRK1_88820.1	KAK4468461.1
OG0006091	STRK1_78280.1	KAK4470064.1
OG0006092	STRK1_11470.1	KAK4475267.1
OG0006093	STRK1_48340.1	KAK4469849.1
OG0006094	STRK1_52430.1	KAK4469655.1
OG0006096	STRK1_3930.1	KAK4475145.1
OG0006098	STRK1_23120.1, STRK1_23130.1, STRK1_23150.1	KAK4473228.1
OG0006099	STRK1_7130.1, STRK1_7130.2	KAK4476012.1
OG0006101	STRK1_33640.1	KAK4473860.1, KAK4473861.1
OG0006102	STRK1_72560.1	KAK4470811.1
OG0006103	STRK1_33000.1	KAK4473915.1
OG0006104	STRK1_63900.1, STRK1_63900.2, STRK1_63900.3	KAK4471375.1
OG0006105	STRK1_79500.1	KAK4468364.1
OG0006106	STRK1_97810.1, STRK1_103830.1	KAK4471821.1
OG0006107	STRK1_75570.1	KAK4470661.1
OG0006109	STRK1_68180.1	KAK4470206.1
OG0006110	STRK1_86210.1	KAK4468507.1
OG0006112	STRK1_84680.1	KAK4468759.1
OG0006113	STRK1_16470.1	KAK4475648.1
OG0006114	STRK1_92100.1	KAK4467893.1, KAK4467894.1
OG0006115	STRK1_25680.1	KAK4472915.1
OG0006116	STRK1_45390.1	KAK4469108.1
OG0006117	STRK1_54150.1, STRK1_54150.2	KAK4469972.1
OG0006118	STRK1_53330.1	KAK4469742.1
OG0006119	STRK1_48720.1, STRK1_48740.1	KAK4469860.1
OG0006120	STRK1_37440.1	KAK4473475.1
OG0006121	STRK1_20450.1	KAK4475463.1
OG0006122	STRK1_30400.1	KAK4472419.1
OG0006123	STRK1_58350.1	KAK4471863.1
OG0006124	STRK1_63270.1	KAK4471259.1
OG0006125	STRK1_75700.1	KAK4470482.1
OG0006126	STRK1_65260.1	KAK4471777.1
OG0006127	STRK1_40810.1	KAK4473539.1
OG0006128	STRK1_28050.1	KAK4472161.1
OG0006129	STRK1_11730.1	KAK4474736.1
OG0006130	STRK1_23620.1	KAK4473116.1
OG0006131	STRK1_64440.1, STRK1_64440.2	KAK4471379.1
OG0006132	STRK1_52030.1	KAK4469148.1
OG0006133	STRK1_67040.1	KAK4471417.1
OG0006134	STRK1_18720.1	KAK4474994.1
OG0006135	STRK1_1630.1	KAK4475120.1
OG0006136	STRK1_71030.1, STRK1_71030.2	KAK4470446.1
OG0006139	STRK1_11890.1	KAK4474726.1, KAK4467432.1
OG0006140	STRK1_71500.1	KAK4470583.1
OG0006141	STRK1_29360.1, STRK1_29360.2	KAK4472725.1
OG0006143	STRK1_2220.1	KAK4475166.1
OG0006144	STRK1_60220.1	KAK4471923.1
OG0006145	STRK1_28580.1	KAK4473781.1
OG0006146	STRK1_72700.1	KAK4470796.1
OG0006148	STRK1_45620.1	KAK4471304.1
OG0006150	STRK1_31950.1	KAK4472611.1
OG0006151	STRK1_39730.1	KAK4473401.1
OG0006153	STRK1_61490.1	KAK4471875.1
OG0006154	STRK1_83620.1	KAK4468885.1
OG0006155	STRK1_18110.1	KAK4475041.1
OG0006156	STRK1_71010.1	KAK4470444.1
OG0006157	STRK1_42470.1	KAK4473730.1
OG0006158	STRK1_19490.1	KAK4475359.1
OG0006159	STRK1_22080.1	KAK4473320.1
OG0006160	STRK1_14520.1	KAK4474833.1
OG0006161	STRK1_82250.1	KAK4468090.1, KAK4468092.1
OG0006162	STRK1_13350.1	KAK4475131.1
OG0006164	STRK1_91220.1, STRK1_91220.2	KAK4474565.1
OG0006165	STRK1_68310.1	KAK4470938.1
OG0006166	STRK1_45280.1	KAK4469118.1
OG0006167	STRK1_79630.1	KAK4467994.1
OG0006168	STRK1_86100.1	KAK4468499.1
OG0006170	STRK1_11790.1	KAK4474729.1
OG0006171	STRK1_16340.1	KAK4475668.1
OG0006172	STRK1_39860.1	KAK4472589.1
OG0006173	STRK1_19650.1, STRK1_19650.2	KAK4475387.1
OG0006174	STRK1_1980.1, STRK1_1980.2	KAK4475094.1
OG0006175	STRK1_84400.1, STRK1_84410.1	KAK4468738.1
OG0006176	STRK1_88440.1	KAK4468627.1
OG0006177	STRK1_85090.1	KAK4468782.1
OG0006178	STRK1_84090.1	KAK4468822.1
OG0006179	STRK1_44420.1	KAK4468953.1
OG0006180	STRK1_52750.1	KAK4469145.1
OG0006181	STRK1_77140.1	KAK4470935.1
OG0006183	STRK1_98430.1, STRK1_105450.1, STRK1_98910.1	KAK4472514.1
OG0006184	STRK1_97650.1, STRK1_99440.1, STRK1_97660.1, STRK1_97690.1	KAK4471473.1
OG0006185	STRK1_45900.1	KAK4469615.1
OG0006186	STRK1_93580.1	KAK4467923.1
OG0006187	STRK1_40980.1	KAK4473522.1
OG0006188	STRK1_40940.1	KAK4473528.1
OG0006189	STRK1_92690.1, STRK1_92690.2	KAK4467793.1
OG0006190	STRK1_109040.1, STRK1_92790.1	KAK4467804.1
OG0006191	STRK1_90680.1	KAK4467879.1
OG0006192	STRK1_85860.1, STRK1_85890.1	KAK4468416.1
OG0006193	STRK1_88430.1	KAK4468628.1
OG0006195	STRK1_69790.1, STRK1_69790.2, STRK1_69800.1	KAK4470192.1
OG0006196	STRK1_76150.2, STRK1_76150.1, STRK1_76150.3	KAK4470690.1
OG0006197	STRK1_62910.1	KAK4471366.1
OG0006198	STRK1_27760.1	KAK4472537.1
OG0006199	STRK1_26210.1, STRK1_25450.1	KAK4473029.1
OG0006200	STRK1_22710.1, STRK1_96040.1	KAK4473248.1
OG0006201	STRK1_22280.1	KAK4473297.1
OG0006202	STRK1_21440.1, STRK1_21450.1	KAK4473377.1
OG0006203	STRK1_40380.1	KAK4473578.1
OG0006204	STRK1_28320.1	KAK4473979.1
OG0006205	STRK1_2710.1	KAK4474316.1
OG0006206	STRK1_5380.1	KAK4474546.1
OG0006207	STRK1_18650.1	KAK4475002.1
OG0006208	STRK1_1370.1	KAK4475440.1
OG0006209	STRK1_17600.1	KAK4475532.1
OG0006210	STRK1_13180.3, STRK1_13180.1, STRK1_13180.2	KAK4476081.1
OG0006225	STRK1_64550.1	KAK4471643.1
OG0006226	STRK1_9580.1	KAK4476294.1
OG0006227	STRK1_10760.1	KAK4474539.1
OG0006228	STRK1_26410.1	KAK4472991.1
OG0006229	STRK1_3080.1, STRK1_3080.2	KAK4474761.1
OG0006230	STRK1_94390.1	KAK4467743.1
OG0006231	STRK1_96050.1	KAK4473626.1
OG0006233	STRK1_42890.1	KAK4473761.1
OG0006234	STRK1_11200.1	KAK4474507.1
OG0006236	STRK1_66950.1	KAK4471510.1
OG0006237	STRK1_35210.1	KAK4473660.1
OG0006238	STRK1_32060.1	KAK4472625.1
OG0006239	STRK1_73960.1	KAK4470408.1
OG0006240	STRK1_105230.1	KAK4468210.1
OG0006241	STRK1_53760.1	KAK4469038.1
OG0006242	STRK1_4710.1	KAK4475281.1
OG0006243	STRK1_39840.1	KAK4472546.1
OG0006244	STRK1_67330.1, STRK1_67320.1	KAK4472018.1
OG0006246	STRK1_78540.1	KAK4468289.1
OG0006248	STRK1_87370.1	KAK4468408.1
OG0006249	STRK1_43680.1	KAK4469514.1
OG0006250	STRK1_34280.1	KAK4472378.1
OG0006251	STRK1_14720.1, STRK1_14720.3, STRK1_14720.2	KAK4474813.1
OG0006252	STRK1_35510.1	KAK4474188.1
OG0006253	STRK1_85780.1	KAK4468521.1
OG0006255	STRK1_30700.1	KAK4474065.1
OG0006257	STRK1_94790.1	KAK4467720.1
OG0006258	STRK1_64850.1	KAK4471618.1
OG0006259	STRK1_85680.1	KAK4468606.1
OG0006260	STRK1_24560.1, STRK1_24560.2	KAK4473007.1
OG0006261	STRK1_71230.1, STRK1_71220.1	KAK4470727.1
OG0006262	STRK1_66470.1	KAK4471496.1
OG0006263	STRK1_81050.1	KAK4467364.1
OG0006264	STRK1_74820.1	KAK4470774.1
OG0006265	STRK1_21390.1	KAK4473372.1
OG0006266	STRK1_54400.1, STRK1_99620.1	KAK4469445.1
OG0006269	STRK1_50960.1	KAK4469564.1
OG0006270	STRK1_14680.1	KAK4474815.1
OG0006271	STRK1_1810.1	KAK4475082.1
OG0006272	STRK1_9090.1	KAK4476311.1
OG0006273	STRK1_42710.1	KAK4473895.1
OG0006274	STRK1_43190.1	KAK4473472.1
OG0006275	STRK1_77710.1	KAK4470076.1
OG0006276	STRK1_83130.1	KAK4468159.1
OG0006277	STRK1_105780.1, STRK1_39820.1, STRK1_39820.2	KAK4472524.1
OG0006278	STRK1_81840.1	KAK4468118.1
OG0006280	STRK1_5630.1	KAK4474428.1
OG0006281	STRK1_31430.1	KAK4472242.1
OG0006282	STRK1_74910.1	KAK4470781.1
OG0006283	STRK1_39610.1, STRK1_39610.2	KAK4473345.1
OG0006284	STRK1_70090.1	KAK4470247.1
OG0006285	STRK1_47910.1	KAK4469904.1
OG0006286	STRK1_59430.1	KAK4471705.1
OG0006287	STRK1_75150.1	KAK4470623.1
OG0006288	STRK1_75320.1	KAK4470640.1
OG0006289	STRK1_74780.1	KAK4470767.1
OG0006290	STRK1_61860.1	KAK4471146.1
OG0006291	STRK1_60880.1	KAK4471813.1
OG0006292	STRK1_106920.1	KAK4471513.1
OG0006293	STRK1_90600.1	KAK4467832.1
OG0006294	STRK1_24150.1	KAK4473158.1
OG0006295	STRK1_91170.1	KAK4467651.1
OG0006296	STRK1_39010.1, STRK1_39020.1, STRK1_39030.1	KAK4473605.1
OG0006297	STRK1_104810.1, STRK1_104800.1, STRK1_26030.1, STRK1_26040.1	KAK4472956.1
OG0006298	STRK1_91180.1	KAK4475196.1
OG0006299	STRK1_1380.1	KAK4475430.1
OG0006301	STRK1_7090.1	KAK4476018.1
OG0006302	STRK1_48240.1	KAK4469873.1
OG0006303	STRK1_880.1	KAK4474640.1
OG0006306	STRK1_13480.1	KAK4474931.1
OG0006307	STRK1_36390.1	KAK4474117.1, KAK4474119.1
OG0006308	STRK1_71690.1	KAK4470559.1
OG0006309	STRK1_76410.1	KAK4470879.1
OG0006310	STRK1_5820.1	KAK4467625.1
OG0006312	STRK1_74670.1	KAK4470756.1
OG0006313	STRK1_75960.1	KAK4470031.1
OG0006315	STRK1_91620.1	KAK4467941.1
OG0006316	STRK1_66270.1	KAK4471515.1
OG0006317	STRK1_49200.1	KAK4469380.1
OG0006318	STRK1_48960.1	KAK4469409.1
OG0006319	STRK1_86120.1	KAK4468502.1
OG0006320	STRK1_32680.1, STRK1_32660.1	KAK4472685.1
OG0006321	STRK1_480.1	KAK4476296.1
OG0006322	STRK1_25670.1	KAK4469023.1
OG0006323	STRK1_35250.1	KAK4472277.1
OG0006324	STRK1_18660.3	KAK4475001.1
OG0006325	STRK1_3390.1	KAK4475885.1
OG0006326	STRK1_92580.1	KAK4467861.1
OG0006327	STRK1_99500.1, STRK1_100820.1	KAK4473194.1
OG0006328	STRK1_55680.1, STRK1_55690.1	KAK4471116.1
OG0006329	STRK1_64790.1	KAK4471621.1
OG0006330	STRK1_85180.1	KAK4468613.1
OG0006331	STRK1_57530.1	KAK4472021.1
OG0006332	STRK1_42230.4, STRK1_42230.1, STRK1_42230.2, STRK1_42230.3	KAK4473440.1
OG0006333	STRK1_58210.1, STRK1_58210.2	KAK4471830.1
OG0006334	STRK1_80560.1	KAK4468246.1, KAK4468247.1
OG0006335	STRK1_94520.3, STRK1_94520.2, STRK1_94520.1	KAK4467646.1
OG0006336	STRK1_110960.1, STRK1_101040.1	KAK4475478.1
OG0006337	STRK1_2840.1	KAK4475237.1
OG0006339	STRK1_36250.1	KAK4474098.1
OG0006340	STRK1_40220.1	KAK4473588.1
OG0006341	STRK1_46130.1	KAK4469929.1
OG0006342	STRK1_81490.1, STRK1_81490.2	KAK4468182.1
OG0006343	STRK1_60280.1	KAK4471929.1
OG0006344	STRK1_26850.1	KAK4472850.1
OG0006345	STRK1_68840.1	KAK4470125.1
OG0006346	STRK1_85940.1	KAK4468823.1
OG0006347	STRK1_23940.1	KAK4473139.1
OG0006348	STRK1_42290.1	KAK4473389.1
OG0006349	STRK1_12470.1, STRK1_12470.2	KAK4476000.1
OG0006352	STRK1_5110.1	KAK4474570.1
OG0006353	STRK1_67570.1	KAK4470087.1
OG0006354	STRK1_21990.1	KAK4470163.1
OG0006355	STRK1_62590.1	KAK4469137.1
OG0006356	STRK1_77100.1, STRK1_77110.1	KAK4470941.1
OG0006357	STRK1_80960.1	KAK4468024.1
OG0006358	STRK1_15010.1	KAK4474783.1
OG0006359	STRK1_52310.1	KAK4469668.1
OG0006360	STRK1_93500.1	KAK4467915.1
OG0006361	STRK1_48260.1	KAK4469875.1
OG0006362	STRK1_18140.1	KAK4475037.1
OG0006363	STRK1_5460.1	KAK4474399.1
OG0006364	STRK1_80450.1	KAK4468254.1
OG0006365	STRK1_20000.1	KAK4475432.1
OG0006366	STRK1_102020.1, STRK1_47020.1	KAK4469478.1
OG0006367	STRK1_67710.1	KAK4470144.1
OG0006368	STRK1_63830.1, STRK1_63840.1	KAK4471308.1
OG0006369	STRK1_111330.1, STRK1_82390.1	KAK4468083.1
OG0006370	STRK1_69190.1	KAK4470233.1
OG0006371	STRK1_78550.1	KAK4468278.1
OG0006372	STRK1_39260.1	KAK4473022.1
OG0006373	STRK1_76240.1	KAK4470865.1
OG0006374	STRK1_52160.1	KAK4469453.1
OG0006375	STRK1_107250.1, STRK1_20270.1, STRK1_108410.1, STRK1_19530.1	KAK4475381.1
OG0006376	STRK1_66720.1	KAK4468798.1
OG0006377	STRK1_60710.1	KAK4471981.1
OG0006378	STRK1_51680.1	KAK4469187.1
OG0006379	STRK1_83370.1	KAK4468873.1
OG0006380	STRK1_85310.1	KAK4468597.1
OG0006381	STRK1_72050.1	KAK4470336.1
OG0006382	STRK1_82640.1	KAK4468063.1
OG0006383	STRK1_78740.1, STRK1_78720.1, STRK1_78730.1	KAK4468336.1
OG0006385	STRK1_13410.1	KAK4474945.1
OG0006386	STRK1_53390.1	KAK4469744.1
OG0006387	STRK1_72340.1	KAK4470836.1, KAK4470837.1
OG0006388	STRK1_57640.1, STRK1_57640.2	KAK4472008.1
OG0006389	STRK1_81850.1	KAK4468117.1
OG0006390	STRK1_63450.1	KAK4471277.1
OG0006391	STRK1_96790.1, STRK1_63440.1	KAK4471276.1
OG0006392	STRK1_90000.1	KAK4467827.1
OG0006394	STRK1_51180.1	KAK4469590.1
OG0006395	STRK1_11140.1	KAK4474500.1
OG0006396	STRK1_18880.1	KAK4474981.1
OG0006397	STRK1_77640.1, STRK1_77650.1	KAK4470041.1
OG0006398	STRK1_3570.1	KAK4475908.1
OG0006399	STRK1_8130.1, STRK1_8140.1	KAK4474287.1
OG0006400	STRK1_72130.1	KAK4470328.1
OG0006401	STRK1_45140.1	KAK4469089.1
OG0006402	STRK1_26700.1, STRK1_26700.2	KAK4472875.1
OG0006403	STRK1_80840.1	KAK4475922.1
OG0006404	STRK1_34900.1	KAK4472305.1
OG0006405	STRK1_49020.1	KAK4469402.1
OG0006406	STRK1_46940.1	KAK4469487.1
OG0006407	STRK1_1780.1, STRK1_1780.2	KAK4475078.1
OG0006408	STRK1_76030.1	KAK4470676.1
OG0006409	STRK1_46230.1	KAK4469916.1
OG0006410	STRK1_410.1, STRK1_410.2	KAK4474425.1
OG0006411	STRK1_1680.1	KAK4475080.1
OG0006412	STRK1_13500.1, STRK1_13510.1	KAK4474934.1
OG0006413	STRK1_104440.1	KAK4468951.1
OG0006413	STRK1_87390.1	KAK4468950.1
OG0006414	STRK1_83640.1, STRK1_83650.1	KAK4468882.1
OG0006415	STRK1_24030.1	KAK4473149.1
OG0006416	STRK1_61420.1	KAK4471886.1
OG0006417	STRK1_49130.1, STRK1_105070.1	KAK4469389.1
OG0006418	STRK1_12110.2	KAK4476247.1
OG0006419	STRK1_24330.1	KAK4473108.1
OG0006420	STRK1_63700.1	KAK4471323.1
OG0006421	STRK1_3230.1, STRK1_3230.2	KAK4475819.1
OG0006422	STRK1_86260.1	KAK4468514.1, KAK4468513.1
OG0006423	STRK1_80460.1	KAK4468253.1
OG0006424	STRK1_49040.1	KAK4469399.1
OG0006425	STRK1_76320.1	KAK4470872.1
OG0006426	STRK1_18590.1	KAK4475003.1
OG0006427	STRK1_34290.1	KAK4472377.1
OG0006428	STRK1_91250.1	KAK4474884.1
OG0006429	STRK1_10240.1	KAK4474389.1
OG0006430	STRK1_16760.2	KAK4475603.1
OG0006431	STRK1_103710.1, STRK1_103960.1	KAK4468422.1
OG0006432	STRK1_77410.1	KAK4470909.1
OG0006434	STRK1_94930.1	KAK4467733.1
OG0006435	STRK1_79930.1	KAK4468342.1
OG0006436	STRK1_67440.1	KAK4471217.1
OG0006437	STRK1_88770.1	KAK4468454.1
OG0006438	STRK1_71130.1	KAK4470735.1
OG0006439	STRK1_11750.1, STRK1_11750.2	KAK4474734.1
OG0006441	STRK1_92960.1	KAK4467867.1
OG0006442	STRK1_35900.1	KAK4474152.1
OG0006443	STRK1_17960.1, STRK1_17960.3, STRK1_17960.2	KAK4474307.1
OG0006444	STRK1_87400.1	KAK4468945.1
OG0006446	STRK1_46510.1	KAK4469710.1
OG0006448	STRK1_6640.1	KAK4467334.1, KAK4475789.1
OG0006449	STRK1_31960.1	KAK4472613.1
OG0006450	STRK1_111200.1, STRK1_17420.1	KAK4475547.1
OG0006451	STRK1_69130.1	KAK4470099.1
OG0006452	STRK1_54320.1	KAK4469736.1
OG0006453	STRK1_67340.1	KAK4471086.1
OG0006454	STRK1_9100.1	KAK4476310.1
OG0006455	STRK1_54550.1	KAK4469438.1, KAK4469439.1
OG0006456	STRK1_1090.1	KAK4474956.1
OG0006457	STRK1_105200.1	KAK4469879.1
OG0006458	STRK1_63050.1	KAK4471648.1
OG0006459	STRK1_53810.1	KAK4469048.1
OG0006460	STRK1_62550.1	KAK4471245.1
OG0006461	STRK1_83500.1	KAK4468862.1
OG0006462	STRK1_54650.1	KAK4469424.1
OG0006463	STRK1_59760.1	KAK4471748.1
OG0006464	STRK1_20350.1	KAK4475452.1
OG0006465	STRK1_74530.1	KAK4470389.1, KAK4470390.1
OG0006466	STRK1_88100.1	KAK4468711.1
OG0006467	STRK1_9870.1, STRK1_9870.2	KAK4476270.1
OG0006468	STRK1_37670.1	KAK4473498.1
OG0006469	STRK1_4840.1, STRK1_4870.1	KAK4467536.1
OG0006471	STRK1_94060.1	KAK4468031.1
OG0006472	STRK1_94090.1	KAK4468034.1
OG0006473	STRK1_65280.1, STRK1_65290.1	KAK4471779.1
OG0006474	STRK1_59150.1	KAK4471336.1
OG0006475	STRK1_95760.1, STRK1_95790.1	KAK4474741.1
OG0006476	STRK1_16960.1	KAK4475599.1
OG0006477	STRK1_23980.1	KAK4473143.1
OG0006480	STRK1_20640.1	KAK4475459.1
OG0006481	STRK1_64950.1	KAK4471607.1
OG0006482	STRK1_17880.1	KAK4475060.1
OG0006483	STRK1_61520.1, STRK1_61540.1, STRK1_61530.1	KAK4471873.1
OG0006484	STRK1_68250.1	KAK4470052.1
OG0006485	STRK1_15920.1	KAK4475719.1
OG0006486	STRK1_20630.1	KAK4475460.1
OG0006487	STRK1_71370.1, STRK1_71370.2	KAK4470596.1
OG0006488	STRK1_14780.1	KAK4474807.1, KAK4474806.1
OG0006489	STRK1_10500.1	KAK4474404.1
OG0006491	STRK1_82490.1	KAK4468076.1
OG0006492	STRK1_32190.1	KAK4472640.1
OG0006493	STRK1_21790.1	KAK4473348.1
OG0006494	STRK1_59300.2, STRK1_59300.1, STRK1_59300.3	KAK4471685.1
OG0006495	STRK1_94260.1	KAK4468050.1
OG0006496	STRK1_43060.1	KAK4473659.1
OG0006497	STRK1_8430.1	KAK4474678.1
OG0006498	STRK1_1280.1	KAK4475030.1
OG0006499	STRK1_3310.1	KAK4475813.1
OG0006501	STRK1_86780.1	KAK4468550.1
OG0006502	STRK1_107830.1, STRK1_108750.1	KAK4470086.1
OG0006503	STRK1_78270.1	KAK4470063.1
OG0006504	STRK1_103600.1	KAK4468323.1
OG0006505	STRK1_80800.1	KAK4468219.1
OG0006506	STRK1_63140.1	KAK4471373.1
OG0006508	STRK1_59180.1	KAK4471339.1
OG0006509	STRK1_94700.1, STRK1_94710.1	KAK4467613.1
OG0006510	STRK1_104760.1	KAK4472959.1
OG0006512	STRK1_35540.1	KAK4474185.1
OG0006513	STRK1_33330.1	KAK4473878.1
OG0006514	STRK1_79030.1, STRK1_80360.1	KAK4468264.1
OG0006515	STRK1_37660.1	KAK4473499.1
OG0006516	STRK1_29310.1	KAK4472721.1
OG0006517	STRK1_93180.1	KAK4467678.1
OG0006518	STRK1_92450.1, STRK1_92460.1, STRK1_92430.1, STRK1_101000.1	KAK4467631.1
OG0006519	STRK1_91850.1	KAK4467751.1
OG0006520	STRK1_91010.1	KAK4467769.1
OG0006521	STRK1_88210.1, STRK1_88220.1, STRK1_88190.2, STRK1_88190.1	KAK4468769.1
OG0006523	STRK1_74100.1, STRK1_74100.2	KAK4470020.1
OG0006524	STRK1_70420.1	KAK4470269.1
OG0006526	STRK1_34540.1, STRK1_34550.1	KAK4472352.1
OG0006527	STRK1_39440.1	KAK4473178.1
OG0006528	STRK1_42150.1	KAK4474088.1
OG0006529	STRK1_2410.1	KAK4475187.1
OG0006543	STRK1_93960.1	KAK4468211.1
OG0006544	STRK1_92820.1	KAK4467807.1
OG0006545	STRK1_69630.1	KAK4470178.1
OG0006546	STRK1_86250.1	KAK4468512.1
OG0006547	STRK1_51280.1	KAK4469598.1
OG0006548	STRK1_92270.1	KAK4467908.1
OG0006549	STRK1_66960.1	KAK4471500.1
OG0006551	STRK1_74400.1	KAK4470378.1
OG0006552	STRK1_4720.1	KAK4475279.1
OG0006553	STRK1_73830.1	KAK4470398.1
OG0006554	STRK1_105650.1, STRK1_99230.1	KAK4472794.1
OG0006555	STRK1_89680.1	KAK4468911.1
OG0006556	STRK1_51800.1	KAK4469177.1
OG0006557	STRK1_60210.1	KAK4471922.1
OG0006558	STRK1_68950.1	KAK4470112.1
OG0006559	STRK1_6930.1	KAK4475866.1
OG0006560	STRK1_26070.1	KAK4472953.1
OG0006561	STRK1_64890.1	KAK4471614.1
OG0006562	STRK1_11670.1	KAK4474744.1
OG0006563	STRK1_85110.1	KAK4468787.1
OG0006564	STRK1_101090.1	KAK4473768.1
OG0006565	STRK1_14470.1	KAK4474293.1
OG0006566	STRK1_36670.1	KAK4472769.1
OG0006567	STRK1_29780.1	KAK4472484.1
OG0006568	STRK1_19020.1	KAK4475339.1
OG0006569	STRK1_36690.1	KAK4472758.1
OG0006570	STRK1_55140.1, STRK1_55150.1	KAK4469798.1
OG0006571	STRK1_65470.1	KAK4471797.1
OG0006572	STRK1_44240.1	KAK4469197.1
OG0006573	STRK1_1640.1	KAK4475111.1
OG0006574	STRK1_63060.1	KAK4471650.1
OG0006575	STRK1_55900.1	KAK4471137.1
OG0006576	STRK1_56000.1	KAK4471148.1
OG0006578	STRK1_45920.1	KAK4469612.1
OG0006580	STRK1_71150.1	KAK4470733.1
OG0006581	STRK1_26080.1	KAK4472952.1
OG0006582	STRK1_29400.1	KAK4472729.1
OG0006583	STRK1_102930.1, STRK1_108630.1	KAK4468816.1, KAK4468815.1
OG0006584	STRK1_17620.1	KAK4467409.1
OG0006585	STRK1_2720.1	KAK4475223.1
OG0006586	STRK1_33600.1	KAK4473865.1
OG0006588	STRK1_11380.1	KAK4474525.1
OG0006589	STRK1_19850.1	KAK4475399.1
OG0006590	STRK1_19870.1	KAK4475398.1
OG0006591	STRK1_70130.1	KAK4470251.1
OG0006592	STRK1_81710.1, STRK1_81710.2	KAK4468126.1
OG0006593	STRK1_68660.1	KAK4470588.1
OG0006595	STRK1_47840.1	KAK4469351.1
OG0006596	STRK1_76440.1	KAK4470883.1
