Orthogroup	schistosoma_turkestanicum	schistosoma_spindale
OG0006482	STRK1_17880.1	SSPN1_12490.1
OG0006483	STRK1_61520.1, STRK1_61540.1, STRK1_61530.1	SSPN1_63870.1
OG0006484	STRK1_68250.1	SSPN1_67590.1
OG0006485	STRK1_15920.1	SSPN1_4250.1
OG0006486	STRK1_20630.1	SSPN1_21140.1
OG0006487	STRK1_71370.1, STRK1_71370.2	SSPN1_70620.1
OG0006488	STRK1_14780.1	SSPN1_14450.1
OG0006489	STRK1_10500.1	SSPN1_19360.1
OG0006491	STRK1_82490.1	SSPN1_82180.1
OG0006492	STRK1_32190.1	SSPN1_30410.1
OG0006493	STRK1_21790.1	SSPN1_22390.1
OG0006494	STRK1_59300.2, STRK1_59300.1, STRK1_59300.3	SSPN1_61390.1
OG0006495	STRK1_94260.1	SSPN1_80440.1, SSPN1_80440.2
OG0006496	STRK1_43060.1	SSPN1_43650.1
OG0006497	STRK1_8430.1	SSPN1_17660.2, SSPN1_17660.1, SSPN1_17660.3
OG0006498	STRK1_1280.1	SSPN1_1770.1
OG0006499	STRK1_3310.1	SSPN1_5560.1
OG0006501	STRK1_86780.1	SSPN1_86220.1
OG0006502	STRK1_107830.1, STRK1_108750.1	SSPN1_67030.1
OG0006503	STRK1_78270.1	SSPN1_77400.1
OG0006504	STRK1_103600.1	SSPN1_78020.1
OG0006505	STRK1_80800.1	SSPN1_79990.1
OG0006506	STRK1_63140.1	SSPN1_58150.2, SSPN1_58150.1
OG0006508	STRK1_59180.1	SSPN1_58620.1
OG0006509	STRK1_94700.1, STRK1_94710.1	SSPN1_90410.1
OG0006510	STRK1_104760.1	SSPN1_25680.1
OG0006512	STRK1_35540.1	SSPN1_36340.1, SSPN1_36340.2
OG0006513	STRK1_33330.1	SSPN1_33400.1
OG0006514	STRK1_79030.1, STRK1_80360.1	SSPN1_79490.1
OG0006515	STRK1_37660.1	SSPN1_41330.1
OG0006516	STRK1_29310.1	SSPN1_29620.1
OG0006517	STRK1_93180.1	SSPN1_91780.1
OG0006518	STRK1_92450.1, STRK1_92460.1, STRK1_92430.1, STRK1_101000.1	SSPN1_92410.1
OG0006519	STRK1_91850.1	SSPN1_89950.1
OG0006520	STRK1_91010.1	SSPN1_91030.1
OG0006521	STRK1_88210.1, STRK1_88220.1, STRK1_88190.2, STRK1_88190.1	SSPN1_84780.3, SSPN1_84780.1, SSPN1_84780.2
OG0006524	STRK1_70420.1	SSPN1_69720.1
OG0006526	STRK1_34540.1, STRK1_34550.1	SSPN1_37630.1, SSPN1_37640.1
OG0006527	STRK1_39440.1	SSPN1_40050.1
OG0006528	STRK1_42150.1	SSPN1_43200.1
OG0006529	STRK1_2410.1	SSPN1_11250.1, SSPN1_11250.2
OG0006531	STRK1_50390.1, STRK1_50390.2	SSPN1_47230.1, SSPN1_47230.2
OG0006532	STRK1_78600.1	SSPN1_78080.1
OG0006532	STRK1_78590.1	SSPN1_78090.1, SSPN1_78070.1
OG0006533	STRK1_84250.1	SSPN1_83920.1, SSPN1_83900.1, SSPN1_83910.1, SSPN1_83860.1
OG0006534	STRK1_26440.1, STRK1_26440.2	SSPN1_25260.5, SSPN1_25260.4, SSPN1_25260.2, SSPN1_25260.3, SSPN1_25260.1
OG0006543	STRK1_93960.1	SSPN1_80050.1
OG0006544	STRK1_92820.1	SSPN1_92090.1
OG0006545	STRK1_69630.1	SSPN1_69000.1
OG0006546	STRK1_86250.1	SSPN1_85840.1
OG0006547	STRK1_51280.1	SSPN1_46440.1
OG0006548	STRK1_92270.1	SSPN1_89500.1
OG0006549	STRK1_66960.1	SSPN1_66380.1
OG0006551	STRK1_74400.1	SSPN1_71960.1
OG0006552	STRK1_4720.1	SSPN1_15630.1, SSPN1_15630.2
OG0006553	STRK1_73830.1	SSPN1_74440.1
OG0006554	STRK1_105650.1, STRK1_99230.1	SSPN1_42410.1, SSPN1_42410.2
OG0006555	STRK1_89680.1	SSPN1_88950.1, SSPN1_88950.2
OG0006556	STRK1_51800.1	SSPN1_52130.1
OG0006557	STRK1_60210.1	SSPN1_63270.1
OG0006558	STRK1_68950.1	SSPN1_68300.1
OG0006559	STRK1_6930.1	SSPN1_5070.1
OG0006560	STRK1_26070.1	SSPN1_25620.1
OG0006561	STRK1_64890.1	SSPN1_57810.1
OG0006562	STRK1_11670.1	SSPN1_18060.1
OG0006563	STRK1_85110.1	SSPN1_84130.1
OG0006564	STRK1_101090.1	SSPN1_31950.1
OG0006565	STRK1_14470.1	SSPN1_14120.1
OG0006566	STRK1_36670.1	SSPN1_28130.1
OG0006567	STRK1_29780.1	SSPN1_29150.1
OG0006568	STRK1_19020.1	SSPN1_10180.1
OG0006569	STRK1_36690.1	SSPN1_28110.1
OG0006570	STRK1_55140.1, STRK1_55150.1	SSPN1_53650.1
OG0006571	STRK1_65470.1	SSPN1_62320.1
OG0006572	STRK1_44240.1	SSPN1_44880.1, SSPN1_44870.1
OG0006573	STRK1_1640.1	SSPN1_1900.1
OG0006574	STRK1_63060.1	SSPN1_58240.1
OG0006575	STRK1_55900.1	SSPN1_55790.1
OG0006576	STRK1_56000.1	SSPN1_55900.1
OG0006577	STRK1_30510.1	SSPN1_35160.1
OG0006578	STRK1_45920.1	SSPN1_46310.1
OG0006579	STRK1_37550.1	SSPN1_41210.1
OG0006580	STRK1_71150.1	SSPN1_73810.1, SSPN1_73810.2
OG0006581	STRK1_26080.1	SSPN1_25610.1
OG0006582	STRK1_29400.1	SSPN1_29550.1
OG0006583	STRK1_102930.1, STRK1_108630.1	SSPN1_83780.1
OG0006584	STRK1_17620.1	SSPN1_2430.2, SSPN1_2430.1, SSPN1_2430.3
OG0006585	STRK1_2720.1	SSPN1_10880.1
OG0006586	STRK1_33600.1	SSPN1_33540.1
OG0006588	STRK1_11380.1	SSPN1_18370.1
OG0006589	STRK1_19850.1	SSPN1_9480.1
OG0006590	STRK1_19870.1	SSPN1_9460.1
OG0006591	STRK1_70130.1	SSPN1_69490.1
OG0006592	STRK1_81710.1, STRK1_81710.2	SSPN1_81400.1
OG0006593	STRK1_68660.1	SSPN1_67990.1
OG0006594	STRK1_46220.1	SSPN1_50110.1, SSPN1_50110.2
OG0006595	STRK1_47840.1	SSPN1_51720.1, SSPN1_51720.2
OG0006596	STRK1_76440.1	SSPN1_75830.1
OG0006597	STRK1_74770.1, STRK1_74770.2, STRK1_74770.3	SSPN1_74760.1
OG0006598	STRK1_94760.1	SSPN1_90370.1
OG0006599	STRK1_22030.1	SSPN1_22590.1
OG0006600	STRK1_77360.1	SSPN1_76150.1
OG0006601	STRK1_46180.1	SSPN1_50060.1
OG0006602	STRK1_23050.1	SSPN1_24180.1
OG0006603	STRK1_91570.1	SSPN1_89240.1, SSPN1_89240.2
OG0006604	STRK1_53680.1	SSPN1_53850.1
OG0006605	STRK1_2130.1, STRK1_2130.2, STRK1_2140.1	SSPN1_11490.1
OG0006606	STRK1_71790.1	SSPN1_70180.1
OG0006607	STRK1_26460.1	SSPN1_25250.1
OG0006608	STRK1_19000.1	SSPN1_10120.1
OG0006609	STRK1_83720.1	SSPN1_83060.1
OG0006610	STRK1_79040.1	SSPN1_78260.1
OG0006611	STRK1_92280.1, STRK1_92290.1	SSPN1_89510.1
OG0006613	STRK1_54020.1	SSPN1_54230.1
OG0006614	STRK1_63300.1	SSPN1_59090.1
OG0006615	STRK1_27510.1	SSPN1_36800.1
OG0006616	STRK1_69050.1	SSPN1_68380.1
OG0006617	STRK1_101690.1	SSPN1_67070.1
OG0006618	STRK1_27990.1	SSPN1_33880.1
OG0006619	STRK1_24820.1, STRK1_98160.1	SSPN1_23190.1
OG0006620	STRK1_1510.1	SSPN1_2080.1
OG0006621	STRK1_89830.1, STRK1_89820.1	SSPN1_88800.1
OG0006622	STRK1_14660.1	SSPN1_14340.1
OG0006623	STRK1_62780.1	SSPN1_58510.1
OG0006624	STRK1_35610.1	SSPN1_36270.1
OG0006625	STRK1_65570.1	SSPN1_62450.1
OG0006627	STRK1_54330.1	SSPN1_54540.1
OG0006628	STRK1_89760.1	SSPN1_88860.2, SSPN1_88860.3, SSPN1_88860.1
OG0006629	STRK1_73420.1	SSPN1_72780.1
OG0006631	STRK1_52660.1, STRK1_52670.1	SSPN1_49620.1
OG0006632	STRK1_41310.1, STRK1_41320.1	SSPN1_31810.1
OG0006634	STRK1_39090.1	SSPN1_39680.1
OG0006635	STRK1_15510.1	SSPN1_7040.1
OG0006636	STRK1_23470.1	SSPN1_23850.1, SSPN1_23850.2
OG0006637	STRK1_40700.1	SSPN1_41870.2, SSPN1_41870.1
OG0006639	STRK1_77950.1	SSPN1_77100.1, SSPN1_77100.2
OG0006640	STRK1_11960.1, STRK1_11960.2	SSPN1_8880.1
OG0006641	STRK1_75920.1	SSPN1_73110.1
OG0006642	STRK1_61670.1	SSPN1_60070.1
OG0006643	STRK1_55700.1	SSPN1_56230.1
OG0006644	STRK1_24190.1, STRK1_24190.2	SSPN1_23610.1
OG0006645	STRK1_60290.1	SSPN1_63190.1
OG0006646	STRK1_51960.1	SSPN1_49890.1
OG0006647	STRK1_62760.1	SSPN1_58540.1
OG0006648	STRK1_62710.1, STRK1_62720.1	SSPN1_58580.1
OG0006649	STRK1_100890.1, STRK1_100890.2, STRK1_100890.3, STRK1_100890.4	SSPN1_69580.1
OG0006650	STRK1_96230.1	SSPN1_45860.1
OG0006651	STRK1_7910.1	SSPN1_17170.1
OG0006652	STRK1_22420.1	SSPN1_23010.1
OG0006653	STRK1_58550.1	SSPN1_60190.1
OG0006654	STRK1_62750.1	SSPN1_58550.1
OG0006655	STRK1_27680.1	SSPN1_36660.1
OG0006656	STRK1_27690.1, STRK1_27690.2	SSPN1_36650.1
OG0006657	STRK1_22830.1	SSPN1_24290.1
OG0006658	STRK1_74490.1	SSPN1_74470.1
OG0006659	STRK1_36000.1	SSPN1_35860.1
OG0006660	STRK1_82540.1	SSPN1_82130.1
OG0006661	STRK1_70400.1	SSPN1_69750.1, SSPN1_69750.2
OG0006663	STRK1_41580.1	SSPN1_40660.1, SSPN1_40660.2
OG0006664	STRK1_52300.1	SSPN1_49320.1
OG0006665	STRK1_31340.1	SSPN1_34410.1
OG0006666	STRK1_840.1	SSPN1_1290.1
OG0006667	STRK1_6350.1	SSPN1_6900.1
OG0006668	STRK1_24180.1	SSPN1_23600.1
OG0006669	STRK1_5470.1	SSPN1_16400.1
OG0006670	STRK1_68940.1	SSPN1_68290.1
OG0006671	STRK1_77540.1	SSPN1_76010.1
OG0006672	STRK1_4210.1	SSPN1_10730.1
OG0006673	STRK1_18500.1	SSPN1_12940.1
OG0006674	STRK1_76480.1	SSPN1_77050.1, SSPN1_77050.2
OG0006675	STRK1_20950.1	SSPN1_21720.1
OG0006676	STRK1_75660.1	SSPN1_71520.1, SSPN1_71520.2
OG0006678	STRK1_44970.1	SSPN1_45400.1
OG0006680	STRK1_5680.1, STRK1_5680.2	SSPN1_16570.1
OG0006681	STRK1_60140.1	SSPN1_63330.1
OG0006682	STRK1_81390.1	SSPN1_81080.1
OG0006683	STRK1_19680.1	SSPN1_9390.1
OG0006684	STRK1_2570.1	SSPN1_11060.1
OG0006686	STRK1_47690.1	SSPN1_51590.1, SSPN1_51590.2
OG0006687	STRK1_85430.1	SSPN1_85590.1
OG0006689	STRK1_60780.1	SSPN1_62620.1
OG0006690	STRK1_60150.1	SSPN1_63320.1
OG0006691	STRK1_71110.1	SSPN1_73850.1
OG0006692	STRK1_15860.1	SSPN1_4310.1
OG0006693	STRK1_22040.1	SSPN1_22600.1
OG0006694	STRK1_72610.1	SSPN1_75130.1
OG0006695	STRK1_63800.1, STRK1_63800.2	SSPN1_60510.1
OG0006696	STRK1_84020.1	SSPN1_83620.1
OG0006697	STRK1_29340.1	SSPN1_29600.1
OG0006698	STRK1_41810.1, STRK1_41810.2, STRK1_41810.3, STRK1_41810.4	SSPN1_40540.1, SSPN1_40540.2
OG0006699	STRK1_69090.1	SSPN1_68400.1
OG0006700	STRK1_38010.1, STRK1_38010.2	SSPN1_31300.1
OG0006701	STRK1_49830.1	SSPN1_47860.1
OG0006702	STRK1_87320.1	SSPN1_87660.1
OG0006703	STRK1_7410.1	SSPN1_7600.1
OG0006704	STRK1_36480.1	SSPN1_35620.1, SSPN1_35620.2
OG0006705	STRK1_53000.1	SSPN1_54880.1
OG0006706	STRK1_39060.4, STRK1_39060.3, STRK1_39060.1, STRK1_39060.2	SSPN1_39650.1
OG0006707	STRK1_29520.1	SSPN1_29410.1
OG0006709	STRK1_18070.1, STRK1_18070.2	SSPN1_12670.1
OG0006711	STRK1_61930.1	SSPN1_59760.1
OG0006712	STRK1_81530.1	SSPN1_81230.1, SSPN1_81230.2
OG0006714	STRK1_21570.1	SSPN1_21980.1, SSPN1_22000.1
OG0006715	STRK1_40080.1	SSPN1_42440.1
OG0006716	STRK1_108360.1, STRK1_43580.1	SSPN1_44160.1
OG0006717	STRK1_87170.1	SSPN1_87750.1
OG0006718	STRK1_21040.1	SSPN1_21820.1
OG0006719	STRK1_44060.1, STRK1_44060.2	SSPN1_44680.1
OG0006720	STRK1_25960.1	SSPN1_25740.1
OG0006721	STRK1_8070.1	SSPN1_17330.1, SSPN1_17330.2
OG0006722	STRK1_27240.1	SSPN1_27490.1
OG0006723	STRK1_43570.1	SSPN1_44150.1
OG0006724	STRK1_16830.1	SSPN1_3180.1
OG0006725	STRK1_59620.1	SSPN1_61820.1
OG0006726	STRK1_59260.1	SSPN1_61340.1
OG0006727	STRK1_78090.1	SSPN1_77210.1
OG0006728	STRK1_94560.1	SSPN1_91400.1
OG0006729	STRK1_93000.1	SSPN1_91930.1
OG0006730	STRK1_32040.1	SSPN1_39180.1
OG0006731	STRK1_85010.1	SSPN1_84270.1
OG0006732	STRK1_58610.1	SSPN1_60240.1
OG0006733	STRK1_110720.1, STRK1_55240.1, STRK1_55210.1, STRK1_55240.2	SSPN1_20340.1
OG0006734	STRK1_89180.1	SSPN1_88450.1, SSPN1_88450.2
OG0006735	STRK1_64120.1	SSPN1_60790.1
OG0006736	STRK1_71380.1	SSPN1_70610.1
OG0006737	STRK1_84760.1, STRK1_84760.2	SSPN1_2290.1
OG0006738	STRK1_42260.1	SSPN1_43860.1
OG0006739	STRK1_19310.1, STRK1_19310.2, STRK1_19310.3	SSPN1_9210.1
OG0006740	STRK1_80100.1	SSPN1_79220.1
OG0006741	STRK1_11570.1	SSPN1_18170.1
OG0006742	STRK1_10360.1, STRK1_10360.2	SSPN1_19480.1
OG0006743	STRK1_49090.1	SSPN1_48490.1
OG0006744	STRK1_84950.1	SSPN1_84380.1
OG0006745	STRK1_81590.1	SSPN1_81280.1
OG0006747	STRK1_78390.1, STRK1_81730.1, STRK1_81740.1	SSPN1_77970.1
OG0006748	STRK1_10290.1, STRK1_10290.2, STRK1_10300.1, STRK1_10300.2	SSPN1_19540.1
OG0006749	STRK1_33750.1	SSPN1_33680.1
OG0006750	STRK1_89110.1	SSPN1_88370.1
OG0006751	STRK1_102940.1, STRK1_111500.1, STRK1_111510.1	SSPN1_54960.1
OG0006752	STRK1_11830.1	SSPN1_17890.1, SSPN1_17890.2
OG0006753	STRK1_66750.1	SSPN1_66220.1
OG0006754	STRK1_49910.1	SSPN1_47600.1
OG0006755	STRK1_63410.1	SSPN1_59000.1
OG0006756	STRK1_83300.1	SSPN1_83230.1, SSPN1_83230.2
OG0006757	STRK1_7190.1, STRK1_7210.1	SSPN1_7370.1
OG0006758	STRK1_63600.1	SSPN1_65450.1
OG0006759	STRK1_9880.1	SSPN1_19940.1
OG0006760	STRK1_63760.1	SSPN1_65880.1, SSPN1_65880.2
OG0006762	STRK1_92080.1	SSPN1_90190.1
OG0006763	STRK1_2300.2, STRK1_2300.1	SSPN1_11340.1
OG0006764	STRK1_75360.1	SSPN1_71190.1
OG0006765	STRK1_102060.1, STRK1_102060.2, STRK1_84010.1	SSPN1_83610.1
OG0006766	STRK1_83440.1	SSPN1_82830.1
OG0006767	STRK1_83540.1	SSPN1_83210.1
OG0006768	STRK1_13130.1, STRK1_13130.2	SSPN1_7700.1
OG0006769	STRK1_75610.1	SSPN1_71480.1
OG0006771	STRK1_12710.1	SSPN1_8130.1
OG0006772	STRK1_65700.1, STRK1_102730.1	SSPN1_60440.1, SSPN1_60450.1
OG0006773	STRK1_74510.1	SSPN1_74490.1, SSPN1_74500.1
OG0006774	STRK1_1880.1	SSPN1_12180.1
OG0006775	STRK1_56930.1	SSPN1_64820.1
OG0006776	STRK1_61830.1	SSPN1_59870.1
OG0006777	STRK1_13740.1	SSPN1_13370.1
OG0006779	STRK1_49430.1	SSPN1_48180.1
OG0006780	STRK1_93860.1	SSPN1_80150.1
OG0006781	STRK1_38590.1, STRK1_38590.2, STRK1_38590.3	SSPN1_30610.1, SSPN1_30610.2
OG0006782	STRK1_66780.1	SSPN1_66250.1
OG0006783	STRK1_14040.1	SSPN1_13650.1
OG0006784	STRK1_16270.1	SSPN1_3880.1, SSPN1_3880.2
OG0006785	STRK1_61060.1	SSPN1_76430.2, SSPN1_76430.1
OG0006786	STRK1_19430.1	SSPN1_9930.1
OG0006787	STRK1_34600.1	SSPN1_37570.1
OG0006788	STRK1_62360.1	SSPN1_59420.1
OG0006789	STRK1_11860.1	SSPN1_17860.1
OG0006790	STRK1_91640.1	SSPN1_89170.1
OG0006792	STRK1_22100.1, STRK1_22100.2	SSPN1_22660.1
OG0006793	STRK1_11810.1	SSPN1_17910.1, SSPN1_17910.3, SSPN1_17910.2
OG0006795	STRK1_11300.1	SSPN1_18440.1
OG0006796	STRK1_15050.1	SSPN1_14720.1
OG0006797	STRK1_530.1	SSPN1_440.1
OG0006798	STRK1_49970.1	SSPN1_47660.1
OG0006799	STRK1_41940.1	SSPN1_40400.1
OG0006800	STRK1_20540.1, STRK1_20540.2	SSPN1_21040.1
OG0006801	STRK1_4560.1	SSPN1_15460.1
OG0006802	STRK1_4540.1	SSPN1_15430.1
OG0006803	STRK1_70950.1	SSPN1_74050.1
OG0006804	STRK1_93810.1	SSPN1_80200.1
OG0006806	STRK1_30030.1	SSPN1_28920.1, SSPN1_28920.2
OG0006807	STRK1_31550.1	SSPN1_38610.1
OG0006808	STRK1_25730.1	SSPN1_25960.1, SSPN1_25960.2
OG0006810	STRK1_66080.1	SSPN1_64880.1
OG0006811	STRK1_82690.1	SSPN1_82020.1
OG0006816	STRK1_85870.1, STRK1_85880.1	SSPN1_87260.1, SSPN1_87260.2
OG0006817	STRK1_26490.1	SSPN1_25190.1, SSPN1_25190.2
OG0006818	STRK1_22270.1	SSPN1_22760.1, SSPN1_22760.2
OG0006819	STRK1_2800.1	SSPN1_15140.1
OG0006820	STRK1_73540.1	SSPN1_72890.1, SSPN1_72900.1
OG0006821	STRK1_28060.1	SSPN1_33940.1
OG0006822	STRK1_15790.1	SSPN1_4350.1
OG0006824	STRK1_94940.1	SSPN1_89630.1
OG0006826	STRK1_82500.1	SSPN1_82160.1
OG0006827	STRK1_87360.1	SSPN1_87610.1, SSPN1_87610.2, SSPN1_87610.3
OG0006828	STRK1_71200.1, STRK1_71190.1	SSPN1_73760.1, SSPN1_73750.1
OG0006829	STRK1_62390.1, STRK1_62400.1	SSPN1_59370.1, SSPN1_59380.1
OG0006830	STRK1_59450.1	SSPN1_61620.1, SSPN1_61620.2
OG0006831	STRK1_31990.1	SSPN1_39130.1
OG0006832	STRK1_26750.1	SSPN1_24850.2
OG0006833	STRK1_25810.1	SSPN1_25880.1
OG0006834	STRK1_25000.1	SSPN1_23390.1
OG0006835	STRK1_42080.1	SSPN1_43340.1
OG0006836	STRK1_14210.1	SSPN1_13810.1
OG0006837	STRK1_30430.1	SSPN1_28450.1, SSPN1_28450.3, SSPN1_28450.4, SSPN1_28450.2
OG0006851	STRK1_64540.1	SSPN1_58070.1
OG0006852	STRK1_92810.1	SSPN1_92080.1
OG0006853	STRK1_2850.1	SSPN1_15100.1
OG0006854	STRK1_50340.1	SSPN1_47290.1, SSPN1_47290.2
OG0006855	STRK1_90210.1	SSPN1_90750.1
OG0006856	STRK1_42460.1, STRK1_42460.2	SSPN1_43470.1
OG0006857	STRK1_86230.1	SSPN1_85810.1
OG0006858	STRK1_10790.1, STRK1_10790.2	SSPN1_19050.1, SSPN1_19050.2
OG0006860	STRK1_3100.1	SSPN1_14850.1, SSPN1_14870.1
OG0006861	STRK1_47380.1	SSPN1_51330.1, SSPN1_51330.2, SSPN1_51330.3
OG0006862	STRK1_36840.1	SSPN1_27960.1
OG0006863	STRK1_49170.1, STRK1_49170.2	SSPN1_48380.1
OG0006864	STRK1_51300.1	SSPN1_46420.1, SSPN1_46420.2
OG0006865	STRK1_23290.1	SSPN1_23980.1
OG0006866	STRK1_34190.1	SSPN1_37990.1
OG0006868	STRK1_10010.1	SSPN1_19810.2
OG0006869	STRK1_34480.1, STRK1_34480.2, STRK1_34480.3	SSPN1_37700.1
OG0006870	STRK1_30330.1	SSPN1_28560.1
OG0006871	STRK1_84830.1, STRK1_84840.1	SSPN1_84080.1
OG0006872	STRK1_51380.1	SSPN1_46370.1
OG0006873	STRK1_6300.1	SSPN1_6780.1
OG0006874	STRK1_13850.1	SSPN1_13490.1
OG0006875	STRK1_62660.1	SSPN1_59180.1
OG0006876	STRK1_34650.1, STRK1_34650.2	SSPN1_37550.1
OG0006877	STRK1_51130.1	SSPN1_46600.1
OG0006878	STRK1_80140.1	SSPN1_79250.1
OG0006879	STRK1_103170.1	SSPN1_56490.1
OG0006880	STRK1_78960.1	SSPN1_78180.1
OG0006881	STRK1_86750.1, STRK1_86770.1	SSPN1_86240.1
OG0006882	STRK1_88050.1	SSPN1_84930.1
OG0006883	STRK1_26260.1	SSPN1_25450.1
OG0006884	STRK1_69710.1	SSPN1_69080.1
OG0006885	STRK1_27010.1	SSPN1_27250.1
OG0006886	STRK1_27810.1	SSPN1_38410.1
OG0006887	STRK1_22460.1	SSPN1_24670.1
OG0006888	STRK1_33130.1, STRK1_33130.2	SSPN1_33150.1, SSPN1_33150.2
OG0006889	STRK1_85440.1	SSPN1_85580.1
OG0006890	STRK1_86980.1	SSPN1_87930.1
OG0006891	STRK1_49310.1, STRK1_49310.2	SSPN1_48260.1
OG0006892	STRK1_106330.1	SSPN1_60730.1
OG0006893	STRK1_27110.1	SSPN1_27360.1
OG0006894	STRK1_93280.1, STRK1_95270.1	SSPN1_91680.1
OG0006895	STRK1_34880.1	SSPN1_37280.1, SSPN1_37280.2
OG0006897	STRK1_37930.1	SSPN1_31410.1
OG0006898	STRK1_49940.1	SSPN1_47630.1
OG0006899	STRK1_32590.1	SSPN1_29990.1
OG0006900	STRK1_90130.1	SSPN1_90820.1
OG0006901	STRK1_64110.1, STRK1_64110.2	SSPN1_60780.1
OG0006903	STRK1_4980.1	SSPN1_15900.1
OG0006904	STRK1_47560.1	SSPN1_51500.1
OG0006905	STRK1_89980.1	SSPN1_92680.1
OG0006906	STRK1_54090.1	SSPN1_54320.1
OG0006907	STRK1_48430.1	SSPN1_53190.1
OG0006908	STRK1_42320.1	SSPN1_43710.1, SSPN1_43710.2
OG0006910	STRK1_55880.1	SSPN1_55560.1
OG0006911	STRK1_47200.1	SSPN1_51180.1
OG0006912	STRK1_11340.1	SSPN1_18410.1
OG0006913	STRK1_13380.1	SSPN1_11740.1
OG0006914	STRK1_102180.1	SSPN1_49940.1
OG0006915	STRK1_31640.1	SSPN1_38710.1
OG0006916	STRK1_93550.1	SSPN1_89370.1
OG0006917	STRK1_16740.1, STRK1_16740.2	SSPN1_3270.1
OG0006918	STRK1_31570.1	SSPN1_38630.1
OG0006919	STRK1_33530.1	SSPN1_33470.1
OG0006920	STRK1_26050.1	SSPN1_25640.1
OG0006921	STRK1_60560.1	SSPN1_62890.1
OG0006922	STRK1_8080.1	SSPN1_17340.1
OG0006923	STRK1_90010.1	SSPN1_90880.1
OG0006924	STRK1_76640.1	SSPN1_76470.1
OG0006925	STRK1_48540.1	SSPN1_48710.1
OG0006926	STRK1_46430.1	SSPN1_50270.1
OG0006927	STRK1_47280.1	SSPN1_51230.1
OG0006928	STRK1_15070.1	SSPN1_14750.1
OG0006929	STRK1_80340.1	SSPN1_79480.1
OG0006931	STRK1_9640.1	SSPN1_20210.1
OG0006933	STRK1_46970.1	SSPN1_50870.1
OG0006934	STRK1_37390.1	SSPN1_41040.1
OG0006935	STRK1_69030.1	SSPN1_68360.1
OG0006936	STRK1_104220.1, STRK1_104710.1	SSPN1_34080.1
OG0006937	STRK1_48670.1	SSPN1_53030.1
OG0006938	STRK1_86350.1	SSPN1_85930.1
OG0006939	STRK1_41420.1, STRK1_41420.2	SSPN1_40810.1
OG0006940	STRK1_5160.1	SSPN1_16080.1
OG0006941	STRK1_4050.1	SSPN1_11730.1
OG0006942	STRK1_13790.1	SSPN1_13440.1
OG0006943	STRK1_91670.1	SSPN1_80290.1, SSPN1_80290.2
OG0006944	STRK1_69910.1	SSPN1_69280.1
OG0006945	STRK1_22530.1	SSPN1_24600.1
OG0006946	STRK1_7530.1	SSPN1_16870.1
OG0006948	STRK1_35490.1	SSPN1_36390.1
OG0006949	STRK1_71870.1	SSPN1_70110.1
OG0006950	STRK1_72310.1	SSPN1_72650.1
OG0006951	STRK1_111000.1, STRK1_111010.1	SSPN1_10160.1, SSPN1_10160.2
OG0006952	STRK1_23950.1, STRK1_23960.1	SSPN1_26570.1
OG0006953	STRK1_57250.1	SSPN1_57100.1
OG0006955	STRK1_32540.1	SSPN1_30050.1
OG0006956	STRK1_58240.1	SSPN1_64090.1
OG0006957	STRK1_69270.1, STRK1_69270.2	SSPN1_68590.1
OG0006958	STRK1_66990.1	SSPN1_66410.2, SSPN1_66410.1
OG0006959	STRK1_98770.1, STRK1_84140.1	SSPN1_83760.1
OG0006961	STRK1_86860.1, STRK1_86860.2	SSPN1_86150.1
OG0006962	STRK1_46080.1	SSPN1_52220.1
OG0006963	STRK1_50310.1, STRK1_110230.1	SSPN1_47320.1
OG0006964	STRK1_59770.1	SSPN1_61960.1
OG0006965	STRK1_35670.1, STRK1_97880.1	SSPN1_35430.1
OG0006966	STRK1_60760.1	SSPN1_62640.1
OG0006967	STRK1_85460.1	SSPN1_85560.1
OG0006968	STRK1_33120.1	SSPN1_33120.1
OG0006969	STRK1_69210.1	SSPN1_68530.1
OG0006970	STRK1_69220.1	SSPN1_68540.1, SSPN1_68540.2
OG0006971	STRK1_78210.1	SSPN1_77350.1
OG0006972	STRK1_60350.1	SSPN1_63130.1
OG0006974	STRK1_78440.1	SSPN1_77900.1
OG0006975	STRK1_20940.1	SSPN1_21710.1
OG0006976	STRK1_66770.1	SSPN1_66240.1
OG0006977	STRK1_33880.1	SSPN1_38280.1
OG0006978	STRK1_27150.1, STRK1_100060.1	SSPN1_22460.1
OG0006979	STRK1_62980.1	SSPN1_58310.1
OG0006980	STRK1_77430.1	SSPN1_76090.1
OG0006981	STRK1_60630.1	SSPN1_62810.1, SSPN1_62810.2
OG0006982	STRK1_54160.1	SSPN1_54360.1
OG0006983	STRK1_2980.1	SSPN1_14970.1
OG0006984	STRK1_52020.1	SSPN1_49830.1
OG0006985	STRK1_39040.1	SSPN1_39630.1
OG0006986	STRK1_16720.1	SSPN1_3290.1
OG0006987	STRK1_74620.1, STRK1_74620.2	SSPN1_74600.1
OG0006988	STRK1_104470.1, STRK1_74630.1	SSPN1_74610.1
OG0006989	STRK1_72730.1	SSPN1_70850.1
OG0006990	STRK1_1580.1	SSPN1_1960.1
OG0006993	STRK1_14000.1	SSPN1_13630.1
OG0006994	STRK1_6770.1	SSPN1_4940.1
OG0006995	STRK1_59720.1	SSPN1_61920.1
OG0006996	STRK1_91320.1	SSPN1_620.1
OG0006997	STRK1_83340.1	SSPN1_82920.1
