Orthogroup	schistosoma_haematobium	fasciola_gigantica
OG0006639	SHAE2_84510.2, SHAE2_84510.1	FGIG_04793
OG0006640	SHAE2_10910.1	FGIG_04800
OG0006641	SHAE2_80460.1	FGIG_04835
OG0006642	SHAE2_68730.1	FGIG_04871
OG0006643	SHAE2_62210.1	FGIG_04972
OG0006644	SHAE2_26840.1	FGIG_05056
OG0006645	SHAE2_65120.1	FGIG_05059
OG0006646	SHAE2_54880.1	FGIG_05066
OG0006647	SHAE2_70480.1	FGIG_05201
OG0006648	SHAE2_70440.1	FGIG_05316
OG0006649	SHAE2_76740.1	FGIG_05329
OG0006650	SHAE2_50690.1	FGIG_05364
OG0006651	SHAE2_14360.1	FGIG_05383
OG0006652	SHAE2_26330.1	FGIG_05401
OG0006653	SHAE2_68600.1	FGIG_05476
OG0006654	SHAE2_70470.1	FGIG_05485
OG0006655	SHAE2_37090.1	FGIG_05516
OG0006656	SHAE2_37080.1	FGIG_05517
OG0006657	SHAE2_27640.1	FGIG_05522
OG0006658	SHAE2_81800.1	FGIG_05543
OG0006659	SHAE2_37850.1	FGIG_05563
OG0006660	SHAE2_90530.1	FGIG_05584
OG0006661	SHAE2_77030.1	FGIG_05588
OG0006662	SHAE2_18050.1, SHAE2_18050.2	FGIG_05607
OG0006663	SHAE2_44810.1	FGIG_05679
OG0006664	SHAE2_54270.1	FGIG_05683
OG0006665	SHAE2_39450.1	FGIG_11353, FGIG_05686
OG0006666	SHAE2_1640.1	FGIG_05750
OG0006667	SHAE2_7460.1	FGIG_05807
OG0006668	SHAE2_26830.1	FGIG_05813
OG0006669	SHAE2_16050.1	FGIG_05844, FGIG_05843
OG0006670	SHAE2_75460.1	FGIG_05867
OG0006671	SHAE2_83430.2, SHAE2_83430.1	FGIG_05896
OG0006672	SHAE2_20120.1	FGIG_05931, FGIG_05930
OG0006673	SHAE2_23040.1	FGIG_05954
OG0006674	SHAE2_84430.1	FGIG_06216
OG0006675	SHAE2_24600.1	FGIG_06262
OG0006676	SHAE2_78810.1	FGIG_06337
OG0006677	SHAE2_25060.1	FGIG_06343
OG0006678	SHAE2_50180.1	FGIG_06370
OG0006679	SHAE2_34610.1	FGIG_06489
OG0006680	SHAE2_13800.1	FGIG_06497
OG0006681	SHAE2_64960.1	FGIG_06517
OG0006682	SHAE2_89510.1, SHAE2_89510.2	FGIG_06595
OG0006683	SHAE2_21960.1	FGIG_06625
OG0006684	SHAE2_20430.1	FGIG_06654
OG0006685	SHAE2_36570.1	FGIG_06704
OG0006686	SHAE2_56630.1	FGIG_06837
OG0006687	SHAE2_94120.1	FGIG_06850, FGIG_06849
OG0006688	SHAE2_62970.1	FGIG_07177, FGIG_06904
OG0006689	SHAE2_65680.1, SHAE2_65680.2, SHAE2_65680.3	FGIG_06952
OG0006690	SHAE2_64970.1	FGIG_07017
OG0006691	SHAE2_81140.1, SHAE2_81140.2	FGIG_07029
OG0006692	SHAE2_4960.1	FGIG_07041
OG0006693	SHAE2_25700.1	FGIG_07063
OG0006694	SHAE2_82480.1	FGIG_07096
OG0006695	SHAE2_67830.1, SHAE2_67830.2	FGIG_07100
OG0006696	SHAE2_92190.1	FGIG_07128
OG0006697	SHAE2_32930.1	FGIG_07137
OG0006698	SHAE2_44690.1	FGIG_07148
OG0006699	SHAE2_75570.1	FGIG_07152
OG0006700	SHAE2_42610.1	FGIG_07159
OG0006701	SHAE2_52680.1	FGIG_07173
OG0006702	SHAE2_96510.1	FGIG_07212, FGIG_07213
OG0006703	SHAE2_8200.2, SHAE2_8200.1	FGIG_07292
OG0006704	SHAE2_38030.1	FGIG_07364
OG0006705	SHAE2_60370.1	FGIG_07464
OG0006706	SHAE2_43820.1	FGIG_07610
OG0006707	SHAE2_32710.1	FGIG_07689
OG0006708	SHAE2_16370.1	FGIG_07698
OG0006709	SHAE2_23420.1	FGIG_07701
OG0006710	SHAE2_87210.1	FGIG_07738
OG0006711	SHAE2_69090.1	FGIG_07756
OG0006712	SHAE2_89690.1	FGIG_07781
OG0006713	SHAE2_35880.1	FGIG_07800
OG0006714	SHAE2_24930.1	FGIG_07877
OG0006715	SHAE2_46670.1, SHAE2_46670.2	FGIG_08001
OG0006716	SHAE2_49390.1	FGIG_08050
OG0006717	SHAE2_96620.1	FGIG_08080, FGIG_09984
OG0006718	SHAE2_24700.1	FGIG_08186
OG0006719	SHAE2_48680.1, SHAE2_48680.2	FGIG_08275
OG0006720	SHAE2_29100.1	FGIG_08314
OG0006721	SHAE2_14530.1	FGIG_11198, FGIG_08330
OG0006722	SHAE2_30870.1	FGIG_08426
OG0006723	SHAE2_49380.1	FGIG_08448
OG0006724	SHAE2_3820.1	FGIG_08455
OG0006725	SHAE2_66510.1	FGIG_08500
OG0006726	SHAE2_66950.2, SHAE2_66950.1	FGIG_08531
OG0006727	SHAE2_84610.2, SHAE2_84610.1, SHAE2_84610.3	FGIG_08581
OG0006728	SHAE2_100370.2, SHAE2_100370.1	FGIG_08639
OG0006729	SHAE2_100950.1	FGIG_08688
OG0006730	SHAE2_33940.1	FGIG_08713
OG0006731	SHAE2_92640.1	FGIG_08716
OG0006732	SHAE2_68540.1	FGIG_08900
OG0006733	SHAE2_11960.1	FGIG_08923
OG0006734	SHAE2_97260.1	FGIG_08965
OG0006735	SHAE2_67520.1	FGIG_09072
OG0006736	SHAE2_77930.1	FGIG_09092
OG0006737	SHAE2_2650.1	FGIG_09115
OG0006738	SHAE2_48310.1	FGIG_09161
OG0006739	SHAE2_22130.1	FGIG_09277
OG0006740	SHAE2_86680.1	FGIG_09334
OG0006741	SHAE2_15430.1	FGIG_09417, FGIG_10452
OG0006742	SHAE2_12900.1	FGIG_09469
OG0006743	SHAE2_53370.1	FGIG_09485
OG0006744	SHAE2_92720.1	FGIG_09490
OG0006745	SHAE2_89740.1	FGIG_09498
OG0006746	SHAE2_83830.1	FGIG_09508
OG0006747	SHAE2_85460.1	FGIG_09537
OG0006748	SHAE2_12810.1	FGIG_09540
OG0006749	SHAE2_40200.1	FGIG_09547
OG0006750	SHAE2_97200.1, SHAE2_97200.2, SHAE2_97200.3	FGIG_09616
OG0006751	SHAE2_60450.1	FGIG_09769
OG0006752	SHAE2_15150.1	FGIG_09792
OG0006753	SHAE2_73240.1	FGIG_09849
OG0006754	SHAE2_52460.1	FGIG_09871
OG0006755	SHAE2_69930.1	FGIG_10121
OG0006756	SHAE2_91760.1	FGIG_10172
OG0006757	SHAE2_7980.1	FGIG_10197, FGIG_10196
OG0006758	SHAE2_68050.1	FGIG_10242, FGIG_10243
OG0006759	SHAE2_12390.1	FGIG_10282
OG0006760	SHAE2_67870.1	FGIG_10291
OG0006761	SHAE2_49430.1	FGIG_10418
OG0006762	SHAE2_99040.1	FGIG_10555, FGIG_12148
OG0006763	SHAE2_20690.1	FGIG_10582
OG0006764	SHAE2_78490.1, SHAE2_78490.2	FGIG_10640
OG0006765	SHAE2_92200.1, SHAE2_92200.2	FGIG_10696
OG0006766	SHAE2_91580.1	FGIG_10766
OG0006767	SHAE2_91710.1	FGIG_11013
OG0006768	SHAE2_8330.1	FGIG_11022
OG0006769	SHAE2_78740.1	FGIG_11064
OG0006770	SHAE2_46960.1	FGIG_11080
OG0006771	SHAE2_10060.1	FGIG_11083
OG0006772	SHAE2_72560.1	FGIG_11085
OG0006773	SHAE2_81820.1	FGIG_11161
OG0006774	SHAE2_21530.1	FGIG_11264
OG0006775	SHAE2_63380.2, SHAE2_63380.1	FGIG_11340
OG0006776	SHAE2_68930.1	FGIG_11344
OG0006777	SHAE2_19600.1	FGIG_11381
OG0006778	SHAE2_22310.1	FGIG_11484
OG0006779	SHAE2_53050.1, SHAE2_53050.2	FGIG_11576
OG0006780	SHAE2_87880.1	FGIG_11725
OG0006781	SHAE2_43280.1	FGIG_11859
OG0006782	SHAE2_73270.1	FGIG_11873
OG0006783	SHAE2_19280.1	FGIG_11882
OG0006784	SHAE2_4500.1	FGIG_11919
OG0006786	SHAE2_22250.1, SHAE2_22250.2	FGIG_12157
OG0006787	SHAE2_36260.1	FGIG_12191
OG0006788	SHAE2_69480.1	FGIG_12350, FGIG_12296
OG0006789	SHAE2_15080.1	FGIG_12538
OG0006790	SHAE2_98100.1	FGIG_12564
OG0006851	SHAE2_70970.1, SHAE2_70970.2	FGIG_00025
OG0006852	SHAE2_101130.1, SHAE2_101130.2	FGIG_00077, FGIG_00076
OG0006853	SHAE2_17580.1	FGIG_00106
OG0006854	SHAE2_52140.1	FGIG_00109
OG0006855	SHAE2_99630.1, SHAE2_99630.2	FGIG_10206, FGIG_00143
OG0006857	SHAE2_95710.1	FGIG_00241
OG0006858	SHAE2_13330.1	FGIG_00250
OG0006859	SHAE2_1700.1	FGIG_00254
OG0006860	SHAE2_17830.1	FGIG_00268
OG0006861	SHAE2_56310.1	FGIG_00271
OG0006862	SHAE2_31310.1	FGIG_00288
OG0006863	SHAE2_53270.1, SHAE2_53270.2	FGIG_00293
OG0006864	SHAE2_51230.1	FGIG_00315
OG0006865	SHAE2_27300.1	FGIG_00365
OG0006866	SHAE2_35810.1	FGIG_00397
OG0006867	SHAE2_92370.1, SHAE2_92370.2	FGIG_00426
OG0006868	SHAE2_12520.1	FGIG_00462
OG0006869	SHAE2_36150.1, SHAE2_36150.2	FGIG_00748
OG0006870	SHAE2_31790.1	FGIG_00790
OG0006871	SHAE2_92460.1	FGIG_00860
OG0006872	SHAE2_51180.1	FGIG_00902
OG0006873	SHAE2_7350.1	FGIG_00945
OG0006874	SHAE2_19490.1	FGIG_00950
OG0006875	SHAE2_69720.1	FGIG_00968
OG0006877	SHAE2_51380.1	FGIG_00983
OG0006878	SHAE2_86710.1	FGIG_01048
OG0006879	SHAE2_62450.1	FGIG_01065
OG0006880	SHAE2_85090.1	FGIG_01142
OG0006881	SHAE2_95240.1	FGIG_01196
OG0006882	SHAE2_93430.1	FGIG_01337
OG0006883	SHAE2_28760.1	FGIG_01434
OG0006884	SHAE2_76230.1	FGIG_01443
OG0006885	SHAE2_30620.1	FGIG_01487
OG0006886	SHAE2_34770.1	FGIG_01515, FGIG_01514
OG0006887	SHAE2_27980.1	FGIG_01769
OG0006888	SHAE2_40780.1, SHAE2_40780.2	FGIG_01784
OG0006889	SHAE2_94110.1	FGIG_01845, FGIG_06848
OG0006890	SHAE2_96780.1	FGIG_01918, FGIG_02659
OG0006891	SHAE2_53130.1	FGIG_01983
OG0006892	SHAE2_67570.1	FGIG_02038
OG0006893	SHAE2_30730.1	FGIG_02130
OG0006894	SHAE2_100680.1	FGIG_02304
OG0006895	SHAE2_36470.1	FGIG_02329
OG0006896	SHAE2_33260.1	FGIG_02363
OG0006897	SHAE2_42500.1	FGIG_02375
OG0006898	SHAE2_52490.1, SHAE2_52490.3, SHAE2_52490.2	FGIG_02381
OG0006899	SHAE2_33400.1	FGIG_02389
OG0006900	SHAE2_99700.1	FGIG_02399
OG0006901	SHAE2_67530.2, SHAE2_67530.1	FGIG_09450, FGIG_02464
OG0006902	SHAE2_200.1	FGIG_06352, FGIG_02502
OG0006903	SHAE2_16530.1	FGIG_02561
OG0006904	SHAE2_56510.1	FGIG_02586
OG0006905	SHAE2_101700.1	FGIG_02589
OG0006906	SHAE2_59750.1	FGIG_02653
OG0006907	SHAE2_58230.1	FGIG_02677
OG0006908	SHAE2_48230.1	FGIG_02746
OG0006909	SHAE2_11000.1	FGIG_02856
OG0006910	SHAE2_61620.1	FGIG_02878
OG0006911	SHAE2_56170.1	FGIG_02986
OG0006912	SHAE2_15740.1	FGIG_02994
OG0006913	SHAE2_21140.1	FGIG_03078
OG0006914	SHAE2_54930.1	FGIG_03101
OG0006915	SHAE2_34450.1	FGIG_12567, FGIG_03162
OG0006916	SHAE2_98240.1	FGIG_03170
OG0006917	SHAE2_3910.1	FGIG_03448
OG0006918	SHAE2_34520.1	FGIG_03467
OG0006919	SHAE2_40460.1	FGIG_05831, FGIG_03476, FGIG_03477, FGIG_08361
OG0006920	SHAE2_28980.1	FGIG_03516
OG0006921	SHAE2_65450.1	FGIG_03529
OG0006922	SHAE2_14560.1	FGIG_03560
OG0006923	SHAE2_99750.1	FGIG_03578
OG0006924	SHAE2_83860.1	FGIG_03687
OG0006925	SHAE2_53660.1	FGIG_03771
OG0006926	SHAE2_55280.1	FGIG_03776
OG0006927	SHAE2_56210.1	FGIG_03794
OG0006928	SHAE2_17960.1	FGIG_03821
OG0006929	SHAE2_86920.1	FGIG_03845
OG0006930	SHAE2_5280.1	FGIG_03849
OG0006931	SHAE2_12120.1	FGIG_03865
OG0006932	SHAE2_16300.1	FGIG_03914
OG0006933	SHAE2_55870.1, SHAE2_55870.2	FGIG_04071
OG0006934	SHAE2_45210.1	FGIG_04088
OG0006935	SHAE2_75530.1	FGIG_04116
OG0006936	SHAE2_39830.1	FGIG_04170
OG0006937	SHAE2_58040.1	FGIG_09355, FGIG_04200
OG0006938	SHAE2_95580.1, SHAE2_95570.1	FGIG_04247
OG0006939	SHAE2_44970.1	FGIG_04363
OG0006940	SHAE2_16340.1, SHAE2_16340.2	FGIG_04372
OG0006941	SHAE2_21130.1	FGIG_04494, FGIG_12463
OG0006942	SHAE2_19550.1	FGIG_04657, FGIG_09724
OG0006943	SHAE2_88760.1	FGIG_04741
OG0006944	SHAE2_76470.1	FGIG_04796
OG0006945	SHAE2_27910.1	FGIG_04812
OG0006946	SHAE2_14070.1	FGIG_04907
OG0006947	SHAE2_87420.1	FGIG_04912
OG0006948	SHAE2_37330.1, SHAE2_37330.2	FGIG_04948
OG0006949	SHAE2_77410.1	FGIG_04976
OG0006950	SHAE2_79970.1	FGIG_05000
OG0006951	SHAE2_22480.1	FGIG_05107
OG0006952	SHAE2_29920.1	FGIG_05293
OG0006953	SHAE2_63100.1	FGIG_05317
OG0006954	SHAE2_55760.1	FGIG_05366
OG0006955	SHAE2_33460.1	FGIG_05451
OG0006956	SHAE2_64200.3, SHAE2_64200.2, SHAE2_64200.1	FGIG_05496, FGIG_10647
OG0006957	SHAE2_75740.1	FGIG_05530
OG0006958	SHAE2_73480.1	FGIG_05655
OG0006959	SHAE2_92040.1	FGIG_05673
OG0006960	SHAE2_37690.1	FGIG_05676
OG0006961	SHAE2_95340.1	FGIG_05766
OG0006962	SHAE2_57230.1, SHAE2_57230.2	FGIG_05769
OG0006963	SHAE2_52170.1	FGIG_05850
OG0006964	SHAE2_66310.1	FGIG_05898
OG0006965	SHAE2_38300.1	FGIG_05952
OG0006966	SHAE2_65660.1	FGIG_06005
OG0006967	SHAE2_94080.1	FGIG_06021
OG0006968	SHAE2_40810.1	FGIG_06110
OG0006969	SHAE2_75680.1	FGIG_06130
OG0006970	SHAE2_75690.1	FGIG_06131
OG0006971	SHAE2_84900.1	FGIG_06156, FGIG_08496
OG0006972	SHAE2_65200.1	FGIG_06182
OG0006973	SHAE2_4520.1, SHAE2_4520.2	FGIG_06202
OG0006974	SHAE2_85390.1	FGIG_12161, FGIG_06222
OG0006975	SHAE2_24590.3, SHAE2_24590.1	FGIG_06263
OG0006976	SHAE2_73260.1, SHAE2_73260.2, SHAE2_73260.3	FGIG_10649, FGIG_06280
OG0006977	SHAE2_34900.1	FGIG_06284
OG0006978	SHAE2_25540.1	FGIG_06288
OG0006979	SHAE2_70720.1	FGIG_06294
OG0006980	SHAE2_83500.1	FGIG_06321, FGIG_07888
OG0006981	SHAE2_65530.1	FGIG_06478
OG0006982	SHAE2_59800.1	FGIG_06483
OG0006983	SHAE2_17710.1	FGIG_06575
OG0006984	SHAE2_54800.1	FGIG_06628
OG0006985	SHAE2_43800.1	FGIG_06800
OG0006986	SHAE2_3930.1	FGIG_06935
OG0006987	SHAE2_81950.1	FGIG_06981
OG0006988	SHAE2_81960.1	FGIG_06982
OG0006989	SHAE2_78170.1	FGIG_06987
OG0006990	SHAE2_2320.1	FGIG_07010, FGIG_10468, FGIG_11255
OG0006991	SHAE2_85300.1, SHAE2_85310.1	FGIG_07116
OG0006992	SHAE2_24470.2, SHAE2_24470.1, SHAE2_24470.3, SHAE2_24470.4, SHAE2_24470.5	FGIG_07306
OG0006993	SHAE2_19320.1	FGIG_07508
OG0006994	SHAE2_5600.1	FGIG_07537
OG0006995	SHAE2_66350.1	FGIG_07565
OG0006996	SHAE2_240.1	FGIG_07572
OG0006997	SHAE2_91500.1	FGIG_07594
OG0006998	SHAE2_80550.1	FGIG_07628
OG0006999	SHAE2_48900.1	FGIG_07706
OG0007000	SHAE2_87430.1	FGIG_07778
OG0007001	SHAE2_51950.1	FGIG_07795
OG0007002	SHAE2_100200.1	FGIG_07858
OG0007003	SHAE2_7360.1	FGIG_07876
OG0007004	SHAE2_102670.1, SHAE2_102670.2	FGIG_07924
OG0007005	SHAE2_48910.1	FGIG_07962
OG0007006	SHAE2_98290.1	FGIG_07998, FGIG_08118
OG0007007	SHAE2_46680.1	FGIG_08002
OG0007008	SHAE2_68560.1	FGIG_08003
OG0007009	SHAE2_96610.1	FGIG_08081
OG0007010	SHAE2_23800.1	FGIG_08158
OG0007011	SHAE2_53420.1	FGIG_08209
OG0007012	SHAE2_51160.1, SHAE2_51160.2	FGIG_08446
OG0007013	SHAE2_68110.1	FGIG_08450
OG0007014	SHAE2_13760.1, SHAE2_13760.2	FGIG_08472
OG0007015	SHAE2_84090.1	FGIG_08480
OG0007016	SHAE2_19850.1	FGIG_08483
OG0007017	SHAE2_53760.1	FGIG_08652
OG0007018	SHAE2_99530.1	FGIG_08700
OG0007019	SHAE2_83030.1	FGIG_08726
OG0007020	SHAE2_60050.1	FGIG_08734
OG0007021	SHAE2_51750.1	FGIG_08806
OG0007022	SHAE2_65360.1	FGIG_08820
OG0007023	SHAE2_47990.1	FGIG_08822
OG0007024	SHAE2_87530.1	FGIG_08838
OG0007025	SHAE2_96540.1	FGIG_08853, FGIG_12198
OG0007026	SHAE2_63700.1	FGIG_08855
OG0007027	SHAE2_1520.1	FGIG_08886
OG0007028	SHAE2_79500.1	FGIG_08899
OG0007029	SHAE2_21240.1	FGIG_08944
OG0007030	SHAE2_75400.1	FGIG_08986
OG0007031	SHAE2_40890.1	FGIG_09032
OG0007032	SHAE2_83620.1	FGIG_09073
OG0007033	SHAE2_83630.1	FGIG_09074
OG0007034	SHAE2_83640.1	FGIG_09075
OG0007035	SHAE2_74490.1	FGIG_09104
OG0007036	SHAE2_86820.1	FGIG_09201
OG0007037	SHAE2_63910.1	FGIG_09252
OG0007038	SHAE2_40820.1	FGIG_09494
OG0007039	SHAE2_55480.1	FGIG_09523
OG0007040	SHAE2_76990.1	FGIG_09524
OG0007041	SHAE2_32010.1	FGIG_09608
OG0007042	SHAE2_29850.1	FGIG_09694
OG0007043	SHAE2_91520.1, SHAE2_91520.2	FGIG_09847
OG0007044	SHAE2_13890.1, SHAE2_13890.2	FGIG_09934
OG0007045	SHAE2_4080.1	FGIG_09946
OG0007046	SHAE2_87890.1	FGIG_10042
OG0007047	SHAE2_61660.1	FGIG_10133
OG0007048	SHAE2_66070.1	FGIG_10222
OG0007049	SHAE2_41700.1	FGIG_10262
OG0007050	SHAE2_12410.1	FGIG_10284
OG0007051	SHAE2_16580.1	FGIG_10288
OG0007052	SHAE2_7070.1	FGIG_10304
OG0007053	SHAE2_38970.1	FGIG_10310
OG0007054	SHAE2_92610.1	FGIG_10325
OG0007055	SHAE2_75300.1	FGIG_10370
OG0007056	SHAE2_25660.1	FGIG_10489, FGIG_10488
OG0007057	SHAE2_70170.1, SHAE2_70170.2	FGIG_10513
OG0007058	SHAE2_2370.1, SHAE2_2370.2	FGIG_10532
OG0007059	SHAE2_49420.1	FGIG_10536
OG0007060	SHAE2_36750.1, SHAE2_36750.2, SHAE2_36750.3	FGIG_10540
OG0007061	SHAE2_99050.1	FGIG_10554
OG0007062	SHAE2_25600.1, SHAE2_25600.2	FGIG_10601
OG0007063	SHAE2_250.1	FGIG_10653
OG0007064	SHAE2_91540.1	FGIG_10689
OG0007065	SHAE2_5440.1	FGIG_10737
OG0007067	SHAE2_88780.1	FGIG_11012
OG0007068	SHAE2_82790.1	FGIG_11057
OG0007069	SHAE2_38640.1	FGIG_11118
OG0007070	SHAE2_55820.1	FGIG_11230
OG0007072	SHAE2_38310.1	FGIG_11363
OG0007073	SHAE2_74830.1	FGIG_11393
OG0007074	SHAE2_80250.1	FGIG_11414
OG0007075	SHAE2_21000.1	FGIG_12361, FGIG_11437
OG0007076	SHAE2_34360.1	FGIG_11439
OG0007077	SHAE2_69530.1	FGIG_11509
OG0007078	SHAE2_54390.1	FGIG_11643
OG0007079	SHAE2_25020.1	FGIG_11662
OG0007080	SHAE2_20360.1	FGIG_11732
OG0007081	SHAE2_55610.1	FGIG_11763
OG0007082	SHAE2_92770.1	FGIG_11769
OG0007083	SHAE2_82940.1	FGIG_11941
OG0007084	SHAE2_52730.1, SHAE2_52730.2	FGIG_11967
OG0007085	SHAE2_41820.1	FGIG_12104
OG0007086	SHAE2_90470.1	FGIG_12163
OG0007087	SHAE2_70660.1	FGIG_12379
OG0007088	SHAE2_100560.1	FGIG_12562
OG0007089	SHAE2_66050.1	FGIG_12644
OG0007090	SHAE2_19210.1	FGIG_13985
OG0007149	SHAE2_59720.1	FGIG_00004
OG0007150	SHAE2_14170.1	FGIG_00048
OG0007151	SHAE2_76210.1	FGIG_00124
OG0007152	SHAE2_99390.1	FGIG_00191
OG0007153	SHAE2_21190.1	FGIG_00222
OG0007154	SHAE2_40560.2, SHAE2_40560.1	FGIG_00311
OG0007155	SHAE2_61240.1	FGIG_00368
OG0007156	SHAE2_37240.1	FGIG_00384
OG0007157	SHAE2_78250.1	FGIG_00441
OG0007158	SHAE2_95740.1	FGIG_00465
OG0007159	SHAE2_93770.1	FGIG_00502
OG0007160	SHAE2_35940.1	FGIG_00641
OG0007161	SHAE2_84780.1	FGIG_00648
OG0007162	SHAE2_20470.1	FGIG_00686
OG0007163	SHAE2_25580.1	FGIG_00692
OG0007164	SHAE2_79450.1	FGIG_00703
OG0007165	SHAE2_40660.1	FGIG_00804
OG0007166	SHAE2_97690.1	FGIG_00807
OG0007167	SHAE2_41940.1	FGIG_00896
OG0007168	SHAE2_63220.1	FGIG_00903
OG0007169	SHAE2_77810.1	FGIG_00926
OG0007170	SHAE2_103400.1	FGIG_00975
OG0007171	SHAE2_57660.1	FGIG_00985
OG0007172	SHAE2_30930.1	FGIG_00995
OG0007173	SHAE2_10650.1	FGIG_01020, FGIG_12319
OG0007174	SHAE2_55550.1	FGIG_01026
OG0007175	SHAE2_39770.1	FGIG_01094
OG0007176	SHAE2_90120.1	FGIG_01115
OG0007177	SHAE2_45740.1	FGIG_01148
OG0007178	SHAE2_64870.1	FGIG_01241
OG0007179	SHAE2_26360.1	FGIG_01270
OG0007180	SHAE2_1470.1	FGIG_01302
OG0007181	SHAE2_95400.1	FGIG_01319
OG0007182	SHAE2_16710.1	FGIG_01426
OG0007184	SHAE2_94790.1	FGIG_01550
OG0007185	SHAE2_99100.1	FGIG_01573
OG0007186	SHAE2_79440.1	FGIG_01610
OG0007187	SHAE2_84980.1	FGIG_01665
OG0007188	SHAE2_72900.1	FGIG_01716
OG0007189	SHAE2_68320.1	FGIG_01725
OG0007190	SHAE2_42320.1	FGIG_01862
OG0007191	SHAE2_86850.1	FGIG_01882
OG0007192	SHAE2_71710.1	FGIG_01924
OG0007193	SHAE2_57590.1, SHAE2_57590.2	FGIG_01952
OG0007194	SHAE2_7400.1	FGIG_01991, FGIG_08012
OG0007195	SHAE2_92230.1	FGIG_02187
OG0007196	SHAE2_16600.1	FGIG_02240
OG0007197	SHAE2_95320.1	FGIG_02241
OG0007198	SHAE2_32350.1	FGIG_02289
OG0007199	SHAE2_26380.1	FGIG_02314
OG0007200	SHAE2_10430.1	FGIG_02385
OG0007201	SHAE2_94890.1	FGIG_02417
OG0007202	SHAE2_77630.1	FGIG_09369, FGIG_02468
OG0007203	SHAE2_3760.1	FGIG_02482
OG0007205	SHAE2_97470.1	FGIG_02547
OG0007206	SHAE2_75140.1	FGIG_02571
OG0007207	SHAE2_52240.1	FGIG_02683
OG0007208	SHAE2_83010.1	FGIG_02697
OG0007209	SHAE2_100260.1, SHAE2_100260.2	FGIG_02798
OG0007210	SHAE2_94590.1	FGIG_02905
OG0007211	SHAE2_24990.1, SHAE2_24990.2	FGIG_02924
OG0007212	SHAE2_71370.1	FGIG_02980
OG0007213	SHAE2_71380.1	FGIG_02981
OG0007214	SHAE2_83550.1	FGIG_03035
OG0007215	SHAE2_14020.1	FGIG_03053
OG0007216	SHAE2_21150.1	FGIG_03079
OG0007217	SHAE2_46180.1	FGIG_03090
OG0007218	SHAE2_50360.1, SHAE2_50360.2	FGIG_03142
OG0007219	SHAE2_11850.1	FGIG_03189
OG0007220	SHAE2_38430.1	FGIG_03207
OG0007221	SHAE2_38270.1	FGIG_03211
OG0007222	SHAE2_10310.1	FGIG_03320
OG0007223	SHAE2_64690.1	FGIG_03353
OG0007225	SHAE2_70830.1, SHAE2_70830.2	FGIG_03410
OG0007226	SHAE2_46830.1	FGIG_03474
OG0007227	SHAE2_97060.1	FGIG_03556
OG0007228	SHAE2_84310.1	FGIG_03607
OG0007229	SHAE2_79690.1	FGIG_03640
OG0007230	SHAE2_12030.1	FGIG_03650
OG0007231	SHAE2_25980.1	FGIG_03724
OG0007232	SHAE2_13770.1	FGIG_03820
OG0007233	SHAE2_101220.1	FGIG_03857
OG0007234	SHAE2_64270.1	FGIG_04005
OG0007235	SHAE2_22840.1, SHAE2_22840.2	FGIG_04053
OG0007236	SHAE2_4030.1	FGIG_04215
OG0007237	SHAE2_80710.1	FGIG_04249
OG0007238	SHAE2_29410.1	FGIG_04450
OG0007239	SHAE2_82330.1	FGIG_04469
OG0007240	SHAE2_74210.1	FGIG_04565
OG0007241	SHAE2_44850.1	FGIG_04696
OG0007242	SHAE2_46100.1	FGIG_04743
OG0007243	SHAE2_41630.1	FGIG_04750
OG0007244	SHAE2_77290.1	FGIG_04763
OG0007245	SHAE2_56160.1	FGIG_04766
OG0007246	SHAE2_51790.1	FGIG_04847
OG0007247	SHAE2_55200.1	FGIG_04936
OG0007248	SHAE2_27850.1	FGIG_05018
OG0007249	SHAE2_85290.1, SHAE2_85290.2	FGIG_05141
OG0007250	SHAE2_27020.1	FGIG_05206
OG0007251	SHAE2_39790.1, SHAE2_39810.1	FGIG_05259
OG0007252	SHAE2_14260.1	FGIG_05325
OG0007253	SHAE2_56430.1	FGIG_05358
OG0007254	SHAE2_81810.1	FGIG_05542
OG0007255	SHAE2_76070.1	FGIG_05570
OG0007257	SHAE2_57730.1	FGIG_05696
OG0007258	SHAE2_98360.1, SHAE2_98360.2	FGIG_05733
OG0007259	SHAE2_13700.1	FGIG_05794
OG0007260	SHAE2_82140.1	FGIG_05801
OG0007261	SHAE2_44070.1	FGIG_06007
OG0007263	SHAE2_10480.1	FGIG_06138
OG0007264	SHAE2_14140.2, SHAE2_14140.3, SHAE2_14140.1	FGIG_06175
OG0007266	SHAE2_65900.1	FGIG_06282
OG0007267	SHAE2_96230.1	FGIG_06312
OG0007268	SHAE2_46550.1	FGIG_06437, FGIG_11448
OG0007269	SHAE2_22780.1	FGIG_06514
OG0007270	SHAE2_86250.1, SHAE2_86250.2	FGIG_06581
OG0007271	SHAE2_10170.1	FGIG_06639
OG0007272	SHAE2_5080.1	FGIG_06675
OG0007273	SHAE2_5370.1	FGIG_06686
OG0007274	SHAE2_57540.1	FGIG_06725
OG0007275	SHAE2_32410.1	FGIG_06914
OG0007276	SHAE2_32680.1	FGIG_06954
OG0007277	SHAE2_50770.1	FGIG_07000
OG0007278	SHAE2_45690.1	FGIG_07061
OG0007279	SHAE2_90690.1	FGIG_07141
OG0007280	SHAE2_82840.1	FGIG_07273
