Orthogroup	schistosoma_haematobium	schistosoma_japonicum
OG0005496	SHAE2_99000.1	EWB00_005499, EWB00_005498
OG0005497	SHAE2_26470.1	EWB00_002856.1, EWB00_002856.2, EWB00_002856.3, EWB00_002856.4
OG0005498	SHAE2_81610.2, SHAE2_81610.3, SHAE2_81610.1	EWB00_002006
OG0005499	SHAE2_93530.1	EWB00_004880
OG0005500	SHAE2_23340.1	EWB00_010325.1, EWB00_010325.3, EWB00_010325.2
OG0005501	SHAE2_95470.1, SHAE2_95470.2	EWB00_001885.1, EWB00_001885.2, EWB00_001885.3
OG0005502	SHAE2_102170.1	EWB00_006676
OG0005503	SHAE2_42200.3, SHAE2_42200.2, SHAE2_42200.1, SHAE2_42200.4	EWB00_006189.2, EWB00_006189.1
OG0005505	SHAE2_82680.1	EWB00_007401.1, EWB00_007401.2, EWB00_007401.3, EWB00_007401.4
OG0005506	SHAE2_94680.1, SHAE2_94680.2	EWB00_004950
OG0005507	SHAE2_92740.1	EWB00_007506.1, EWB00_007506.2, EWB00_007506.3
OG0005508	SHAE2_1860.2, SHAE2_1860.1	EWB00_005628.1, EWB00_005628.2
OG0005509	SHAE2_99280.1	EWB00_004765.1, EWB00_004765.2
OG0005510	SHAE2_96870.1	EWB00_006702.1, EWB00_006702.2
OG0005511	SHAE2_82380.1	EWB00_004581.3, EWB00_004581.2, EWB00_004581.1, EWB00_004581.4
OG0005512	SHAE2_7300.1	EWB00_010549.2, EWB00_010549.1, EWB00_010549.3, EWB00_010549.4
OG0005513	SHAE2_95060.1, SHAE2_95060.2	EWB00_001940, EWB00_001941
OG0005514	SHAE2_27110.1	EWB00_001131.1, EWB00_001131.2
OG0005515	SHAE2_60510.1	EWB00_005157
OG0005516	SHAE2_19760.4, SHAE2_19760.1, SHAE2_19760.2, SHAE2_19760.3	EWB00_006532
OG0005517	SHAE2_67480.1, SHAE2_67480.2	EWB00_003962
OG0005518	SHAE2_28310.1	EWB00_004104.3, EWB00_004104.4, EWB00_004104.1, EWB00_004104.2
OG0005519	SHAE2_38120.1	EWB00_001476.2, EWB00_001476.1, EWB00_001476.3
OG0005520	SHAE2_65440.3, SHAE2_65440.1, SHAE2_65440.2	EWB00_011126.1, EWB00_011126.2, EWB00_011126.3
OG0005522	SHAE2_36820.1, SHAE2_36820.2, SHAE2_36820.3	EWB00_001761
OG0005523	SHAE2_89080.1	EWB00_002621
OG0005524	SHAE2_2060.1	EWB00_003841
OG0005525	SHAE2_62470.1	EWB00_002236.1, EWB00_002236.2
OG0005526	SHAE2_41240.1, SHAE2_41230.1	EWB00_004389.1, EWB00_004389.2
OG0005530	SHAE2_14120.1	EWB00_000687.3, EWB00_000687.1, EWB00_000687.2, EWB00_000687.4, EWB00_000687.5
OG0005531	SHAE2_10530.1, SHAE2_10530.2	EWB00_003085.1, EWB00_003085.2
OG0005532	SHAE2_16350.2, SHAE2_16350.1	EWB00_009364.1, EWB00_009364.2
OG0005533	SHAE2_2050.1	EWB00_003840.1, EWB00_003840.2
OG0005535	SHAE2_49910.1	EWB00_002540.1, EWB00_002540.2
OG0005536	SHAE2_39210.1	EWB00_004306
OG0005537	SHAE2_43970.3, SHAE2_43970.2, SHAE2_43970.1	EWB00_001586.1, EWB00_001586.2, EWB00_001586.3
OG0005539	SHAE2_32570.1, SHAE2_32570.2	EWB00_005977.1, EWB00_005977.2
OG0005540	SHAE2_63720.1	EWB00_003875.1, EWB00_003875.2
OG0005544	SHAE2_25710.1	EWB00_007092
OG0005545	SHAE2_4880.1	EWB00_004851
OG0005546	SHAE2_12090.1	EWB00_008472, EWB00_008473
OG0005547	SHAE2_41220.1	EWB00_004390
OG0005548	SHAE2_90590.1	EWB00_008602
OG0005549	SHAE2_53740.1, SHAE2_53740.2, SHAE2_53740.3	EWB00_004412
OG0005550	SHAE2_56390.1	EWB00_010679.4, EWB00_010679.6, EWB00_010679.5, EWB00_010679.2, EWB00_010679.3, EWB00_010679.1
OG0005551	SHAE2_75730.1	EWB00_002735.1, EWB00_002735.2
OG0005553	SHAE2_47680.1, SHAE2_47680.2	EWB00_008283.1, EWB00_008283.2
OG0005554	SHAE2_18680.1	EWB00_002441.1, EWB00_002441.2
OG0005555	SHAE2_23890.1	EWB00_002433
OG0005558	SHAE2_90320.1	EWB00_000715
OG0005566	SHAE2_80380.1	EWB00_009752.3, EWB00_009752.1, EWB00_009752.2
OG0005567	SHAE2_15260.1, SHAE2_15260.3, SHAE2_15260.2	EWB00_002670
OG0005568	SHAE2_81290.1	EWB00_007277.1, EWB00_007277.2
OG0005569	SHAE2_101150.2, SHAE2_101150.1	EWB00_006686
OG0005570	SHAE2_34870.1, SHAE2_34870.2	EWB00_005948.1, EWB00_005948.3
OG0005571	SHAE2_50070.1	EWB00_002553
OG0005572	SHAE2_71470.1	EWB00_005799.1, EWB00_005799.2
OG0005573	SHAE2_11630.1, SHAE2_11630.3, SHAE2_11630.2	EWB00_009189
OG0005574	SHAE2_91660.1, SHAE2_91660.2	EWB00_005297
OG0005575	SHAE2_72300.1	EWB00_006246
OG0005576	SHAE2_72070.1	EWB00_006242.1, EWB00_006242.2
OG0005577	SHAE2_91300.1	EWB00_011367, EWB00_011366
OG0005578	SHAE2_52550.1	EWB00_002992
OG0005579	SHAE2_12330.1, SHAE2_12330.2	EWB00_009485, EWB00_009484
OG0005580	SHAE2_54450.1	EWB00_005315.1, EWB00_005315.2, EWB00_005315.3
OG0005581	SHAE2_32230.1	EWB00_006019
OG0005582	SHAE2_36060.1	EWB00_002952
OG0005583	SHAE2_91570.1	EWB00_000620.1, EWB00_000620.2
OG0005584	SHAE2_99470.1	EWB00_002063.1, EWB00_002063.2
OG0005585	SHAE2_100740.1	EWB00_005847.3, EWB00_005847.1, EWB00_005847.2
OG0005586	SHAE2_100730.1, SHAE2_100730.2	EWB00_005848.1, EWB00_005848.2, EWB00_005848.3, EWB00_005848.4
OG0005587	SHAE2_82440.1	EWB00_007380.1, EWB00_007380.2
OG0005589	SHAE2_63230.1	EWB00_000496
OG0005590	SHAE2_19880.2, SHAE2_19880.1	EWB00_006548
OG0005591	SHAE2_69610.3, SHAE2_69610.1	EWB00_010504
OG0005592	SHAE2_56040.1, SHAE2_56040.2	EWB00_006788.3, EWB00_006788.1, EWB00_006788.2
OG0005593	SHAE2_75980.1	EWB00_007365.1, EWB00_007365.2
OG0005594	SHAE2_74010.1	EWB00_003886
OG0005595	SHAE2_66440.1, SHAE2_66440.2	EWB00_009182
OG0005596	SHAE2_70730.1, SHAE2_70730.2	EWB00_003983.1, EWB00_003983.2
OG0005597	SHAE2_89100.1	EWB00_002624
OG0005598	SHAE2_81040.1	EWB00_011007
OG0005599	SHAE2_57900.1, SHAE2_57900.2	EWB00_000742.1, EWB00_000742.2
OG0005600	SHAE2_21640.2, SHAE2_21640.1	EWB00_010361
OG0005601	SHAE2_25090.1	EWB00_007554
OG0005602	SHAE2_24980.1	EWB00_007563.1, EWB00_007563.2, EWB00_007563.3
OG0005603	SHAE2_68680.1, SHAE2_68680.2	EWB00_004710, EWB00_004708, EWB00_004709
OG0005604	SHAE2_32290.2, SHAE2_32290.3, SHAE2_32290.1	EWB00_006012
OG0005605	SHAE2_39050.1	EWB00_004290
OG0005606	SHAE2_84160.1	EWB00_003342
OG0005607	SHAE2_94950.1	EWB00_001953
OG0005608	SHAE2_70650.1, SHAE2_70650.2	EWB00_003989
OG0005609	SHAE2_65390.1	EWB00_011115
OG0005610	SHAE2_2500.1	EWB00_007191
OG0005611	SHAE2_96760.1	EWB00_006716.1, EWB00_006716.4, EWB00_006716.2, EWB00_006716.3
OG0005612	SHAE2_99020.1	EWB00_000792.1, EWB00_000792.2
OG0005614	SHAE2_30750.1	EWB00_003310.2, EWB00_003310.1, EWB00_003310.3
OG0005615	SHAE2_31420.1	EWB00_007932
OG0005616	SHAE2_31410.1	EWB00_007933.1, EWB00_007933.2
OG0005617	SHAE2_41850.2, SHAE2_41850.1, SHAE2_41850.3	EWB00_009527.1, EWB00_009527.2
OG0005618	SHAE2_53140.1, SHAE2_53140.2	EWB00_006470.1, EWB00_006470.2
OG0005619	SHAE2_53520.1	EWB00_004439.1, EWB00_004439.2
OG0005620	SHAE2_94550.1	EWB00_011388.3, EWB00_011388.5
OG0005621	SHAE2_92650.1	EWB00_007521.1, EWB00_007521.2, EWB00_007521.3
OG0005622	SHAE2_610.1	EWB00_003593.2, EWB00_003593.4, EWB00_003593.1, EWB00_003593.3
OG0005623	SHAE2_79670.1	EWB00_001171
OG0005624	SHAE2_13240.1	EWB00_004198
OG0005625	SHAE2_13250.1	EWB00_004199
OG0005626	SHAE2_46620.1	EWB00_001566.1, EWB00_001566.2, EWB00_001566.3
OG0005627	SHAE2_25490.1, SHAE2_25490.3, SHAE2_25490.2	EWB00_001532
OG0005628	SHAE2_42230.1	EWB00_006184
OG0005629	SHAE2_34180.1	EWB00_011220.1, EWB00_011220.2, EWB00_011220.3, EWB00_011220.4
OG0005630	SHAE2_90250.1	EWB00_001658.1, EWB00_001658.2, EWB00_001658.3
OG0005631	SHAE2_58270.1	EWB00_009274
OG0005632	SHAE2_100710.1, SHAE2_100710.2	EWB00_005850
OG0005633	SHAE2_12460.1	EWB00_009495.1, EWB00_009495.2, EWB00_009495.3
OG0005634	SHAE2_25010.1	EWB00_007560.1, EWB00_007560.2, EWB00_007560.3
OG0005635	SHAE2_3550.1	EWB00_008636
OG0005636	SHAE2_41610.1	EWB00_009543
OG0005637	SHAE2_84540.1	EWB00_007491
OG0005638	SHAE2_81650.2	EWB00_002009
OG0005640	SHAE2_29890.1	EWB00_001081
OG0005641	SHAE2_77900.1	EWB00_008105
OG0005642	SHAE2_101690.2, SHAE2_101690.1	EWB00_003878
OG0005643	SHAE2_31740.1	EWB00_006044.1, EWB00_006044.2
OG0005644	SHAE2_80980.1	EWB00_011002.1, EWB00_011002.2
OG0005645	SHAE2_62870.1, SHAE2_62870.2, SHAE2_62870.3	EWB00_011247
OG0005646	SHAE2_43960.1	EWB00_001585
OG0005647	SHAE2_59320.1	EWB00_008377
OG0005648	SHAE2_43090.1	EWB00_003932
OG0005649	SHAE2_53700.1, SHAE2_53700.2, SHAE2_53700.3	EWB00_004418
OG0005650	SHAE2_68950.1	EWB00_008716
OG0005651	SHAE2_70410.1, SHAE2_70410.2	EWB00_004111.1, EWB00_004111.2
OG0005652	SHAE2_51310.1	EWB00_010738.1, EWB00_010738.2
OG0005653	SHAE2_99150.1	EWB00_005515.1, EWB00_005515.2
OG0005654	SHAE2_77150.1	EWB00_004973
OG0005655	SHAE2_29560.1	EWB00_002849
OG0005656	SHAE2_93250.1, SHAE2_93250.2	EWB00_000313.1, EWB00_000313.2
OG0005657	SHAE2_14010.1	EWB00_005738.1, EWB00_005738.2
OG0005659	SHAE2_19120.1, SHAE2_19120.2	EWB00_000083
OG0005660	SHAE2_76220.3, SHAE2_76220.1, SHAE2_76220.2, SHAE2_76220.4	EWB00_002778, EWB00_002779
OG0005661	SHAE2_7430.1	EWB00_008536
OG0005662	SHAE2_46140.1	EWB00_001806.1, EWB00_001806.2
OG0005663	SHAE2_10400.1	EWB00_008663
OG0005664	SHAE2_27610.1	EWB00_004233
OG0005665	SHAE2_51460.2, SHAE2_51460.1	EWB00_010724
OG0005666	SHAE2_95520.1, SHAE2_95520.2	EWB00_001879, EWB00_001880
OG0005668	SHAE2_4130.1	EWB00_000868.1, EWB00_000868.2
OG0005669	SHAE2_59450.1	EWB00_000885
OG0005670	SHAE2_89760.1	EWB00_007289, EWB00_007291
OG0005671	SHAE2_13980.1, SHAE2_13980.2, SHAE2_13980.3	EWB00_005742.2, EWB00_005742.1, EWB00_005742.3
OG0005672	SHAE2_50620.1	EWB00_006885
OG0005673	SHAE2_50670.1	EWB00_006880.1, EWB00_006880.2
OG0005674	SHAE2_28420.1	EWB00_003714
OG0005675	SHAE2_43620.1	EWB00_007804
OG0005676	SHAE2_55700.1	EWB00_010651.1, EWB00_010651.2, EWB00_010651.3, EWB00_010651.4
OG0005677	SHAE2_6420.1, SHAE2_6420.2, SHAE2_6420.3	EWB00_010838
OG0005678	SHAE2_63730.1	EWB00_003876.1, EWB00_003876.2
OG0005679	SHAE2_93890.1	EWB00_004459.1, EWB00_004459.2
OG0005681	SHAE2_73580.1	EWB00_010059
OG0005682	SHAE2_33890.1	EWB00_002575
OG0005683	SHAE2_38660.1	EWB00_004251.1, EWB00_004251.2
OG0005684	SHAE2_52530.1	EWB00_002994
OG0005686	SHAE2_95590.1	EWB00_001863.1, EWB00_001863.2
OG0005687	SHAE2_70110.1, SHAE2_70110.2, SHAE2_70110.3	EWB00_008872
OG0005688	SHAE2_840.1	EWB00_010237
OG0005689	SHAE2_75220.1	EWB00_000952
OG0005690	SHAE2_55920.1	EWB00_010626.1, EWB00_010626.2
OG0005691	SHAE2_99260.1	EWB00_004770
OG0005692	SHAE2_50540.2	EWB00_006898
OG0005693	SHAE2_1550.1	EWB00_007718
OG0005694	SHAE2_52440.1	EWB00_008756, EWB00_008752, EWB00_008754
OG0005695	SHAE2_52580.1	EWB00_002987, EWB00_002988
OG0005696	SHAE2_44270.1	EWB00_007658
OG0005697	SHAE2_20580.1	EWB00_005450
OG0005698	SHAE2_74180.2, SHAE2_74180.3, SHAE2_74180.1	EWB00_001597, EWB00_001596
OG0005699	SHAE2_22410.1, SHAE2_22410.2	EWB00_006430.1, EWB00_006430.2
OG0005700	SHAE2_75950.1	EWB00_007369
OG0005701	SHAE2_61380.1, SHAE2_61380.2	EWB00_011231
OG0005702	SHAE2_69430.1	EWB00_000923
OG0005703	SHAE2_37300.1, SHAE2_37300.2	EWB00_003398
OG0005704	SHAE2_43760.1, SHAE2_43760.2	EWB00_007979
OG0005705	SHAE2_57140.1	EWB00_006495
OG0005706	SHAE2_59540.1	EWB00_000892.2, EWB00_000892.3, EWB00_000892.1, EWB00_000892.4, EWB00_000892.5, EWB00_000892.6
OG0005707	SHAE2_69500.2, SHAE2_69500.1	EWB00_000931
OG0005708	SHAE2_23150.1	EWB00_010340.1, EWB00_010340.2
OG0005709	SHAE2_29910.1, SHAE2_29910.2	EWB00_001084
OG0005710	SHAE2_37580.1	EWB00_008163, EWB00_008162
OG0005711	SHAE2_18760.1, SHAE2_18760.2	EWB00_007626
OG0005712	SHAE2_94830.1	EWB00_005067
OG0005713	SHAE2_70460.1	EWB00_004107
OG0005714	SHAE2_96290.1	EWB00_000335
OG0005715	SHAE2_78990.1	EWB00_008225
OG0005716	SHAE2_54160.1, SHAE2_54160.2	EWB00_010604.1, EWB00_010604.2
OG0005717	SHAE2_79740.1	EWB00_001183
OG0005718	SHAE2_52870.1	EWB00_007603
OG0005719	SHAE2_38560.1	EWB00_006865.1, EWB00_006865.2
OG0005720	SHAE2_89170.1	EWB00_002629
OG0005722	SHAE2_98610.1	EWB00_000583, EWB00_000582
OG0005723	SHAE2_45760.2, SHAE2_45760.3	EWB00_006388
OG0005725	SHAE2_88730.1	EWB00_001665
OG0005726	SHAE2_56270.1	EWB00_010669.3, EWB00_010669.2, EWB00_010669.1
OG0005727	SHAE2_73250.1	EWB00_008552
OG0005728	SHAE2_93180.1	EWB00_010150, EWB00_000740, EWB00_000310, EWB00_010513, EWB00_009893
OG0005729	SHAE2_69120.1	EWB00_003654.1, EWB00_003654.2, EWB00_003654.3
OG0005730	SHAE2_99550.1, SHAE2_99540.1	EWB00_003035
OG0005731	SHAE2_86070.1	EWB00_000146.1, EWB00_000146.3, EWB00_000146.2
OG0005732	SHAE2_29670.1	EWB00_010887
OG0005733	SHAE2_26500.1, SHAE2_26500.2	EWB00_001136
OG0005734	SHAE2_46330.1	EWB00_008256
OG0005735	SHAE2_97910.1	EWB00_004958.1, EWB00_004958.2
OG0005736	SHAE2_74340.1, SHAE2_74340.2	EWB00_001619
OG0005737	SHAE2_67840.1	EWB00_010412
OG0005738	SHAE2_5380.1	EWB00_009564
OG0005739	SHAE2_32070.2, SHAE2_32070.1	EWB00_006034
OG0005740	SHAE2_83960.1	EWB00_002267
OG0005741	SHAE2_91720.1	EWB00_005290.1, EWB00_005290.2
OG0005742	SHAE2_102740.1	EWB00_002912
OG0005743	SHAE2_18420.1	EWB00_002471
OG0005744	SHAE2_18170.1	EWB00_003114
OG0005745	SHAE2_67290.1	EWB00_007126
OG0005747	SHAE2_47780.1	EWB00_004890
OG0005748	SHAE2_91490.2, SHAE2_91490.1, SHAE2_91490.3	EWB00_000613
OG0005749	SHAE2_63930.1, SHAE2_63800.1	EWB00_006571, EWB00_006572
OG0005750	SHAE2_101380.1	EWB00_009976
OG0005751	SHAE2_37020.1	EWB00_003426.1, EWB00_003426.2
OG0005752	SHAE2_26860.1	EWB00_001105.1, EWB00_001105.2, EWB00_001105.3
OG0005753	SHAE2_84570.1, SHAE2_84570.2, SHAE2_84570.3	EWB00_007485, EWB00_007487
OG0005754	SHAE2_93020.1	EWB00_000723
OG0005755	SHAE2_27420.1, SHAE2_27420.2	EWB00_004215
OG0005756	SHAE2_29940.1	EWB00_001077.2, EWB00_001077.3, EWB00_001077.4, EWB00_001077.1
OG0005757	SHAE2_78720.1, SHAE2_78720.2	EWB00_010941.1, EWB00_010941.2, EWB00_010941.3, EWB00_010941.4
OG0005758	SHAE2_76160.1	EWB00_002784
OG0005759	SHAE2_30240.1	EWB00_006950.1, EWB00_006950.2
OG0005760	SHAE2_51400.1	EWB00_010729.1, EWB00_010729.2, EWB00_010729.3
OG0005762	SHAE2_65880.2, SHAE2_65880.3, SHAE2_65880.1	EWB00_001165.1, EWB00_001165.2
OG0005763	SHAE2_97100.1	EWB00_003177.1, EWB00_003177.3, EWB00_003177.2, EWB00_003177.4
OG0005764	SHAE2_69290.1, SHAE2_69300.2, SHAE2_69300.1	EWB00_000906
OG0005765	SHAE2_28110.1, SHAE2_28110.2, SHAE2_28110.3	EWB00_003318
OG0005766	SHAE2_90220.1	EWB00_009603
OG0005767	SHAE2_84650.1	EWB00_009611
OG0005768	SHAE2_34370.1	EWB00_011208
OG0005769	SHAE2_15880.1	EWB00_003700.3, EWB00_003700.1, EWB00_003700.2
OG0005770	SHAE2_44030.1	EWB00_010366
OG0005771	SHAE2_56200.1	EWB00_010662.1, EWB00_010662.3, EWB00_010662.2
OG0005772	SHAE2_86240.1	EWB00_008944
OG0005773	SHAE2_74070.1	EWB00_009433
OG0005774	SHAE2_70320.1	EWB00_009298.3, EWB00_009298.1, EWB00_009298.2, EWB00_009298.4
OG0005775	SHAE2_45150.1	EWB00_002789, EWB00_002788
OG0005776	SHAE2_92240.1	EWB00_008042
OG0005777	SHAE2_45400.1	EWB00_002820
OG0005778	SHAE2_72550.1	EWB00_006271
OG0005779	SHAE2_73170.1	EWB00_005595, EWB00_010541
OG0005780	SHAE2_98460.1	EWB00_008431.1, EWB00_008431.2, EWB00_008431.3
OG0005781	SHAE2_92360.1	EWB00_006926.1, EWB00_006926.2
OG0005782	SHAE2_47100.1	EWB00_000012
OG0005783	SHAE2_93980.1	EWB00_001068.1, EWB00_001068.2
OG0005784	SHAE2_103310.1	EWB00_006719
OG0005785	SHAE2_13900.1	EWB00_008332.1, EWB00_008332.3, EWB00_008332.2, EWB00_008332.4
OG0005786	SHAE2_16030.1, SHAE2_16030.2	EWB00_009439
OG0005787	SHAE2_1110.1	EWB00_010221.1, EWB00_010221.2
OG0005788	SHAE2_14100.1	EWB00_000689
OG0005789	SHAE2_54710.1, SHAE2_54710.2	EWB00_007217
OG0005790	SHAE2_74770.1	EWB00_007918, EWB00_007919
OG0005791	SHAE2_47380.1	EWB00_000992
OG0005792	SHAE2_4200.1	EWB00_009079
OG0005793	SHAE2_7250.1, SHAE2_7250.2, SHAE2_7250.3	EWB00_005680
OG0005794	SHAE2_4740.1	EWB00_004837.2, EWB00_004837.3
OG0005795	SHAE2_101280.1	EWB00_003758
OG0005796	SHAE2_5570.1, SHAE2_5570.2	EWB00_006336, EWB00_006337
OG0005797	SHAE2_100720.1	EWB00_005849
OG0005798	SHAE2_75650.1, SHAE2_75650.2, SHAE2_75650.3	EWB00_002726
OG0005799	SHAE2_22640.1	EWB00_002478.1, EWB00_002478.2, EWB00_002478.3
OG0005800	SHAE2_88750.1, SHAE2_88750.2, SHAE2_88750.3, SHAE2_88750.4	EWB00_001662, EWB00_001663
OG0005801	SHAE2_17410.1	EWB00_006462
OG0005802	SHAE2_80480.1, SHAE2_80480.2	EWB00_011045
OG0005803	SHAE2_62010.1	EWB00_003459.1, EWB00_003459.3, EWB00_003459.2, EWB00_003459.4
OG0005804	SHAE2_97980.1	EWB00_005099
OG0005805	SHAE2_74400.2, SHAE2_74400.1	EWB00_006122
OG0005806	SHAE2_86690.1, SHAE2_86690.2	EWB00_001501.1, EWB00_001501.3, EWB00_001501.2, EWB00_001501.5, EWB00_001501.4
OG0005807	SHAE2_84550.1	EWB00_007488
OG0005808	SHAE2_42300.1, SHAE2_42300.2	EWB00_006175
OG0005809	SHAE2_31200.1, SHAE2_31200.2	EWB00_000640
OG0005810	SHAE2_92710.1	EWB00_007509.1, EWB00_007509.2
OG0005811	SHAE2_14970.1	EWB00_010015
OG0005812	SHAE2_42860.1, SHAE2_42860.2	EWB00_003956
OG0005813	SHAE2_76360.1	EWB00_002763
OG0005814	SHAE2_16440.1	EWB00_009372.1, EWB00_009372.2
OG0005815	SHAE2_69580.1	EWB00_010507.1, EWB00_010507.2, EWB00_010507.3
OG0005816	SHAE2_15180.1	EWB00_002679
OG0005817	SHAE2_33140.1	EWB00_004128.2
OG0005818	SHAE2_95430.1	EWB00_001888
OG0005819	SHAE2_55970.1	EWB00_010619.1, EWB00_010619.2, EWB00_010619.3, EWB00_010619.4, EWB00_010619.5
OG0005820	SHAE2_66860.1	EWB00_003331.1, EWB00_003331.2
OG0005821	SHAE2_101170.1	EWB00_006684
OG0005822	SHAE2_29970.1	EWB00_001074
OG0005823	SHAE2_43220.1, SHAE2_43220.2	EWB00_003917
OG0005824	SHAE2_29160.1	EWB00_005013.1, EWB00_005013.2
OG0005825	SHAE2_30440.1	EWB00_006975.1, EWB00_006975.2, EWB00_006975.3
OG0005826	SHAE2_66650.1, SHAE2_66650.2	EWB00_001154.1, EWB00_001154.2, EWB00_001154.3, EWB00_001154.4
OG0005827	SHAE2_48890.1	EWB00_000184
OG0005828	SHAE2_95070.1	EWB00_001939
OG0005829	SHAE2_63090.1	EWB00_000517
OG0005830	SHAE2_73410.1	EWB00_010040
OG0005831	SHAE2_50950.1	EWB00_010814.2, EWB00_010814.1, EWB00_010814.3
OG0005832	SHAE2_39360.1	EWB00_004321.1
OG0005833	SHAE2_5310.1, SHAE2_5310.2	EWB00_009085
OG0005834	SHAE2_89350.1	EWB00_008404
OG0005835	SHAE2_67250.1, SHAE2_67250.2	EWB00_007120, EWB00_007121
OG0005836	SHAE2_87870.1, SHAE2_87870.2	EWB00_007284
OG0005837	SHAE2_97370.1, SHAE2_97450.1	EWB00_004965.2, EWB00_004965.1
OG0005838	SHAE2_1150.1	EWB00_005659
OG0005839	SHAE2_28210.1	EWB00_001697
OG0005840	SHAE2_91420.1	EWB00_009264.3, EWB00_009264.1, EWB00_009264.4, EWB00_009264.2, EWB00_009264.5
OG0005841	SHAE2_15910.1	EWB00_003703
OG0005842	SHAE2_53860.2, SHAE2_53970.1	EWB00_008420
OG0005843	SHAE2_22190.2, SHAE2_22190.1	EWB00_006131
OG0005844	SHAE2_13810.2, SHAE2_13810.1	EWB00_008951
OG0005845	SHAE2_98500.1	EWB00_008434.1, EWB00_008434.2, EWB00_008434.3, EWB00_008434.4, EWB00_008434.5, EWB00_008434.6, EWB00_008434.7
OG0005846	SHAE2_37140.1	EWB00_005938.1, EWB00_005938.3, EWB00_005938.2
OG0005847	SHAE2_99820.1	EWB00_006669.1, EWB00_006669.2, EWB00_006669.3
OG0005848	SHAE2_56290.1	EWB00_010672
OG0005849	SHAE2_102050.1, SHAE2_102200.1	EWB00_006674
OG0005851	SHAE2_60260.1	EWB00_005135.1, EWB00_005135.2
OG0005852	SHAE2_32540.1, SHAE2_32540.3, SHAE2_32540.2	EWB00_005985
OG0005853	SHAE2_80880.1	EWB00_010989.1, EWB00_010989.2
OG0005854	SHAE2_83130.1	EWB00_001250.1, EWB00_001250.2
OG0005855	SHAE2_40480.1	EWB00_009124.2, EWB00_009124.1, EWB00_009124.3
OG0005856	SHAE2_91370.1	EWB00_004143.1, EWB00_004143.2, EWB00_004143.3, EWB00_004143.4
OG0005857	SHAE2_71170.1	EWB00_009840
OG0005859	SHAE2_19410.1	EWB00_000057.1
OG0005859	SHAE2_19410.1	EWB00_000057.2
OG0005860	SHAE2_77070.1	EWB00_004979
OG0005861	SHAE2_46120.1	EWB00_001808.1, EWB00_001808.2
OG0005862	SHAE2_45410.1	EWB00_002819.1, EWB00_002819.2
OG0005863	SHAE2_51540.1	EWB00_010715.1, EWB00_010715.2, EWB00_010715.3
OG0005865	SHAE2_21810.1, SHAE2_21810.2	EWB00_003515
OG0005866	SHAE2_76410.1	EWB00_002758
OG0005867	SHAE2_30830.1	EWB00_003305.1, EWB00_003305.2, EWB00_003305.3
OG0005868	SHAE2_101160.2, SHAE2_101160.3, SHAE2_101160.1	EWB00_006685.1, EWB00_006685.2, EWB00_006685.3
OG0005869	SHAE2_98310.1	EWB00_008769.1, EWB00_008769.3, EWB00_008769.2
OG0005870	SHAE2_26570.1	EWB00_006988.1, EWB00_006988.2
OG0005871	SHAE2_82990.1	EWB00_001233
OG0005872	SHAE2_50260.3, SHAE2_50260.1, SHAE2_50260.2	EWB00_002079.1, EWB00_002079.2
OG0005873	SHAE2_77020.1	EWB00_004985
OG0005874	SHAE2_70740.1	EWB00_003982
OG0005875	SHAE2_67450.1, SHAE2_67450.2, SHAE2_67450.3	EWB00_003958.2, EWB00_003958.1, EWB00_007133, EWB00_007140
OG0005877	SHAE2_30080.1	EWB00_003361.1, EWB00_003361.2, EWB00_003361.3, EWB00_003361.4
OG0005878	SHAE2_44710.1	EWB00_002963.1, EWB00_002963.2
OG0005879	SHAE2_46450.1, SHAE2_46450.2	EWB00_009253
OG0005880	SHAE2_40020.1	EWB00_005604.5, EWB00_005604.4, EWB00_005604.7, EWB00_005604.1, EWB00_005604.2, EWB00_005604.6, EWB00_005604.3
OG0005881	SHAE2_17800.1	EWB00_010279.3, EWB00_010279.5, EWB00_010279.1, EWB00_010279.2, EWB00_010279.4
OG0005883	SHAE2_51300.1	EWB00_010742, EWB00_010743, EWB00_010740, EWB00_010741
OG0005892	SHAE2_40400.1	EWB00_001307.1, EWB00_001307.2
OG0005894	SHAE2_13180.1, SHAE2_13180.2	EWB00_004191
OG0005895	SHAE2_99120.1	EWB00_005510
OG0005896	SHAE2_43710.1, SHAE2_43710.2	EWB00_007974, EWB00_007973
OG0005897	SHAE2_98950.1	EWB00_000785
OG0005898	SHAE2_46570.1	EWB00_010855
OG0005899	SHAE2_98980.2, SHAE2_98980.1	EWB00_000789
OG0005900	SHAE2_33670.1	EWB00_004618.1, EWB00_004618.3, EWB00_004618.2
OG0005901	SHAE2_63680.1	EWB00_003871
OG0005902	SHAE2_8230.1	EWB00_002094
OG0005903	SHAE2_5970.1	EWB00_006309.1, EWB00_006309.2, EWB00_006309.3
OG0005904	SHAE2_26130.1	EWB00_007077
OG0005905	SHAE2_72080.1	EWB00_006244
OG0005906	SHAE2_78230.1	EWB00_010916
OG0005907	SHAE2_44330.1	EWB00_007652.1, EWB00_007652.2
OG0005908	SHAE2_42630.1	EWB00_004591
OG0005909	SHAE2_16180.1	EWB00_004205
OG0005910	SHAE2_80750.1	EWB00_010977
OG0005911	SHAE2_100550.1, SHAE2_100550.2	EWB00_001454, EWB00_001455
