Orthogroup	schistosoma_haematobium	s.mekongi
OG0005751	SHAE2_37020.1	KAK4472247.1
OG0005753	SHAE2_84570.1, SHAE2_84570.2, SHAE2_84570.3	KAK4471012.1
OG0005754	SHAE2_93020.1	KAK4468754.1
OG0005755	SHAE2_27420.1, SHAE2_27420.2	KAK4473214.1
OG0005757	SHAE2_78720.1, SHAE2_78720.2	KAK4470662.1
OG0005758	SHAE2_76160.1	KAK4470179.1
OG0005759	SHAE2_30240.1	KAK4473119.1
OG0005760	SHAE2_51400.1	KAK4469582.1
OG0005762	SHAE2_65880.2, SHAE2_65880.3, SHAE2_65880.1	KAK4471807.1
OG0005763	SHAE2_97100.1	KAK4468473.1
OG0005764	SHAE2_69290.1, SHAE2_69300.2, SHAE2_69300.1	KAK4471208.1
OG0005765	SHAE2_28110.1, SHAE2_28110.2, SHAE2_28110.3	KAK4472874.1, KAK4472914.1
OG0005766	SHAE2_90220.1	KAK4468099.1
OG0005767	SHAE2_84650.1	KAK4470083.1
OG0005768	SHAE2_34370.1	KAK4472581.1
OG0005769	SHAE2_15880.1	KAK4474509.1
OG0005770	SHAE2_44030.1	KAK4472982.1
OG0005771	SHAE2_56200.1	KAK4469515.1
OG0005772	SHAE2_86240.1	KAK4468361.1, KAK4467953.1
OG0005773	SHAE2_74070.1	KAK4470002.1
OG0005774	SHAE2_70320.1	KAK4471333.1
OG0005775	SHAE2_45150.1	KAK4473462.1
OG0005776	SHAE2_92240.1	KAK4468838.1, KAK4468840.1
OG0005777	SHAE2_45400.1	KAK4473492.1
OG0005778	SHAE2_72550.1	KAK4471528.1
OG0005779	SHAE2_73170.1	KAK4471037.1
OG0005780	SHAE2_98460.1	KAK4467738.1
OG0005781	SHAE2_92360.1	KAK4468805.1
OG0005782	SHAE2_47100.1	KAK4472395.1
OG0005783	SHAE2_93980.1	KAK4468659.1
OG0005784	SHAE2_103310.1	KAK4468433.1
OG0005785	SHAE2_13900.1	KAK4474443.1
OG0005786	SHAE2_16030.1, SHAE2_16030.2	KAK4474493.1
OG0005787	SHAE2_1110.1	KAK4475753.1
OG0005788	SHAE2_14100.1	KAK4474465.1, KAK4474466.1
OG0005789	SHAE2_54710.1, SHAE2_54710.2	KAK4469146.1
OG0005790	SHAE2_74770.1	KAK4470001.1, KAK4470959.1
OG0005791	SHAE2_47380.1	KAK4473950.1
OG0005792	SHAE2_4200.1	KAK4467394.1, KAK4475643.1
OG0005793	SHAE2_7250.1, SHAE2_7250.2, SHAE2_7250.3	KAK4476257.1
OG0005794	SHAE2_4740.1	KAK4474341.1
OG0005795	SHAE2_101280.1	KAK4467866.1
OG0005796	SHAE2_5570.1, SHAE2_5570.2	KAK4475779.1
OG0005797	SHAE2_100720.1	KAK4467670.1
OG0005798	SHAE2_75650.1, SHAE2_75650.2, SHAE2_75650.3	KAK4470234.1
OG0005799	SHAE2_22640.1	KAK4474973.1
OG0005800	SHAE2_88750.1, SHAE2_88750.2, SHAE2_88750.3, SHAE2_88750.4	KAK4468146.1
OG0005801	SHAE2_17410.1	KAK4475318.1
OG0005802	SHAE2_80480.1, SHAE2_80480.2	KAK4470490.1
OG0005803	SHAE2_62010.1	KAK4471175.1
OG0005804	SHAE2_97980.1	KAK4467715.1
OG0005805	SHAE2_74400.2, SHAE2_74400.1	KAK4470126.1
OG0005806	SHAE2_86690.1, SHAE2_86690.2	KAK4468290.1
OG0005807	SHAE2_84550.1	KAK4471011.1
OG0005808	SHAE2_42300.1, SHAE2_42300.2	KAK4473738.1
OG0005809	SHAE2_31200.1, SHAE2_31200.2	KAK4472795.1
OG0005810	SHAE2_92710.1	KAK4468728.1
OG0005811	SHAE2_14970.1	KAK4467493.1, KAK4474710.1
OG0005812	SHAE2_42860.1, SHAE2_42860.2	KAK4473687.1
OG0005813	SHAE2_76360.1	KAK4470201.1
OG0005814	SHAE2_16440.1	KAK4474564.1
OG0005815	SHAE2_69580.1	KAK4471237.1
OG0005816	SHAE2_15180.1	KAK4474730.1
OG0005818	SHAE2_95430.1	KAK4468534.1
OG0005819	SHAE2_55970.1	KAK4469474.1
OG0005820	SHAE2_66860.1	KAK4471691.1
OG0005821	SHAE2_101170.1	KAK4467810.1
OG0005823	SHAE2_43220.1, SHAE2_43220.2	KAK4473654.1
OG0005824	SHAE2_29160.1	KAK4472939.1
OG0005825	SHAE2_30440.1	KAK4472997.1, KAK4473743.1
OG0005826	SHAE2_66650.1, SHAE2_66650.2	KAK4471714.1
OG0005827	SHAE2_48890.1	KAK4469459.1
OG0005828	SHAE2_95070.1	KAK4468573.1
OG0005829	SHAE2_63090.1	KAK4472062.1
OG0005830	SHAE2_73410.1	KAK4471542.1
OG0005831	SHAE2_50950.1	KAK4469627.1
OG0005832	SHAE2_39360.1	KAK4474006.1
OG0005833	SHAE2_5310.1, SHAE2_5310.2	KAK4467290.1, KAK4475765.1
OG0005834	SHAE2_89350.1	KAK4468014.1
OG0005835	SHAE2_67250.1, SHAE2_67250.2	KAK4471057.1, KAK4471411.1
OG0005836	SHAE2_87870.1, SHAE2_87870.2	KAK4468200.1
OG0005837	SHAE2_97370.1, SHAE2_97450.1	KAK4468732.1
OG0005838	SHAE2_1150.1	KAK4474491.1
OG0005839	SHAE2_28210.1	KAK4472847.1
OG0005840	SHAE2_91420.1	KAK4469258.1
OG0005841	SHAE2_15910.1	KAK4474506.1
OG0005843	SHAE2_22190.2, SHAE2_22190.1	KAK4475369.1
OG0005844	SHAE2_13810.2, SHAE2_13810.1	KAK4474434.1
OG0005845	SHAE2_98500.1	KAK4467735.1
OG0005846	SHAE2_37140.1	KAK4472549.1
OG0005847	SHAE2_99820.1	KAK4467825.1
OG0005848	SHAE2_56290.1	KAK4469526.1
OG0005849	SHAE2_102050.1, SHAE2_102200.1	KAK4467820.1
OG0005851	SHAE2_60260.1	KAK4468994.1
OG0005852	SHAE2_32540.1, SHAE2_32540.3, SHAE2_32540.2	KAK4472491.1
OG0005853	SHAE2_80880.1	KAK4470707.1
OG0005854	SHAE2_83130.1	KAK4470871.1
OG0005855	SHAE2_40480.1	KAK4473882.1
OG0005856	SHAE2_91370.1	KAK4468890.1
OG0005857	SHAE2_71170.1	KAK4471628.1
OG0005859	SHAE2_19410.1	KAK4474898.1
OG0005860	SHAE2_77070.1	KAK4470274.1
OG0005861	SHAE2_46120.1	KAK4473551.1
OG0005862	SHAE2_45410.1	KAK4473491.1
OG0005863	SHAE2_51540.1	KAK4469565.1
OG0005865	SHAE2_21810.1, SHAE2_21810.2	KAK4475404.1
OG0005866	SHAE2_76410.1	KAK4470207.1
OG0005867	SHAE2_30830.1	KAK4472835.1
OG0005868	SHAE2_101160.2, SHAE2_101160.3, SHAE2_101160.1	KAK4467809.1
OG0005869	SHAE2_98310.1	KAK4467914.1
OG0005870	SHAE2_26570.1	KAK4467480.1
OG0005871	SHAE2_82990.1	KAK4470854.1
OG0005872	SHAE2_50260.3, SHAE2_50260.1, SHAE2_50260.2	KAK4469078.1
OG0005873	SHAE2_77020.1	KAK4470270.1
OG0005874	SHAE2_70740.1	KAK4471371.1
OG0005875	SHAE2_67450.1, SHAE2_67450.2, SHAE2_67450.3	KAK4471385.1
OG0005877	SHAE2_30080.1	KAK4473134.1
OG0005878	SHAE2_44710.1	KAK4473424.1
OG0005879	SHAE2_46450.1, SHAE2_46450.2	KAK4473582.1
OG0005880	SHAE2_40020.1	KAK4473832.1
OG0005881	SHAE2_17800.1	KAK4474760.1
OG0005894	SHAE2_13180.1, SHAE2_13180.2	KAK4474602.1
OG0005895	SHAE2_99120.1	KAK4467900.1
OG0005896	SHAE2_43710.1, SHAE2_43710.2	KAK4473614.1
OG0005897	SHAE2_98950.1	KAK4467875.1
OG0005898	SHAE2_46570.1	KAK4472887.1
OG0005899	SHAE2_98980.2, SHAE2_98980.1	KAK4467884.1
OG0005900	SHAE2_33670.1	KAK4472660.1
OG0005901	SHAE2_63680.1	KAK4472004.1
OG0005902	SHAE2_8230.1	KAK4476076.1
OG0005903	SHAE2_5970.1	KAK4475837.1
OG0005904	SHAE2_26130.1	KAK4473311.1
OG0005905	SHAE2_72080.1	KAK4471555.1
OG0005906	SHAE2_78230.1	KAK4470615.1
OG0005907	SHAE2_44330.1	KAK4473270.1
OG0005908	SHAE2_42630.1	KAK4473709.1
OG0005909	SHAE2_16180.1	KAK4467533.1, KAK4474590.1
OG0005910	SHAE2_80750.1	KAK4470697.1
OG0005911	SHAE2_100550.1, SHAE2_100550.2	KAK4467658.1
OG0005912	SHAE2_100360.2, SHAE2_100360.3, SHAE2_100360.1	KAK4467639.1
OG0005913	SHAE2_94510.1	KAK4468937.1
OG0005914	SHAE2_80400.1	KAK4470502.1
OG0005915	SHAE2_10200.1, SHAE2_10200.2	KAK4476154.1
OG0005916	SHAE2_20970.1	KAK4475149.1
OG0005917	SHAE2_69620.1	KAK4471242.1
OG0005918	SHAE2_103410.1	KAK4472339.1
OG0005920	SHAE2_3380.1	KAK4475568.1
OG0005921	SHAE2_73860.1	KAK4471085.1
OG0005922	SHAE2_23660.1	KAK4475425.1
OG0005923	SHAE2_31550.1	KAK4472245.1
OG0005924	SHAE2_18520.1	KAK4474824.1
OG0005925	SHAE2_74740.1	KAK4470999.1
OG0005926	SHAE2_65960.1	KAK4471796.1
OG0005927	SHAE2_28740.1	KAK4472976.1
OG0005928	SHAE2_72850.1	KAK4471062.1
OG0005929	SHAE2_65560.1	KAK4471976.1
OG0005930	SHAE2_84170.1	KAK4470977.1
OG0005931	SHAE2_77330.1	KAK4470299.1
OG0005932	SHAE2_2510.1	KAK4475354.1
OG0005933	SHAE2_44780.1	KAK4467502.1
OG0005934	SHAE2_22970.1	KAK4475008.1
OG0005935	SHAE2_34410.1	KAK4472575.1, KAK4472577.1
OG0005936	SHAE2_65430.1	KAK4471961.1
OG0005937	SHAE2_94730.1	KAK4468565.1
OG0005938	SHAE2_77210.1	KAK4470286.1
OG0005940	SHAE2_29690.1, SHAE2_29690.2	KAK4472210.1
OG0005941	SHAE2_99720.1	KAK4467692.1
OG0005942	SHAE2_87390.1	KAK4468227.1
OG0005943	SHAE2_16610.1	KAK4474612.1
OG0005944	SHAE2_63990.1	KAK4471845.1
OG0005945	SHAE2_3330.1	KAK4475562.1
OG0005946	SHAE2_22110.1, SHAE2_22110.2	KAK4475377.1
OG0005947	SHAE2_15930.1	KAK4474504.1
OG0005948	SHAE2_37930.1	KAK4474134.1
OG0005949	SHAE2_12150.1	KAK4476288.1
OG0005950	SHAE2_53230.1	KAK4469379.1
OG0005951	SHAE2_6920.1	KAK4475924.1
OG0005952	SHAE2_86870.1	KAK4468271.1
OG0005953	SHAE2_73150.1	KAK4471491.1
OG0005954	SHAE2_22710.1	KAK4474980.1
OG0005955	SHAE2_96740.1, SHAE2_103300.1	KAK4468434.1
OG0005956	SHAE2_32720.1	KAK4472407.1, KAK4472409.1
OG0005957	SHAE2_26480.1	KAK4473021.1
OG0005958	SHAE2_78630.1, SHAE2_78630.2	KAK4470655.1
OG0005959	SHAE2_42190.1	KAK4473753.1
OG0005960	SHAE2_90570.1	KAK4468067.1
OG0005961	SHAE2_72980.1	KAK4471494.1
OG0005962	SHAE2_98050.1	KAK4467938.1
OG0005963	SHAE2_66560.1, SHAE2_66560.2	KAK4471725.1
OG0005964	SHAE2_34470.1	KAK4472569.1, KAK4472570.1
OG0005965	SHAE2_22520.1	KAK4475340.1
OG0005966	SHAE2_92680.1	KAK4468725.1
OG0005967	SHAE2_77390.1, SHAE2_77390.2	KAK4470305.1
OG0005968	SHAE2_15360.1	KAK4474288.1
OG0005969	SHAE2_46150.1, SHAE2_46150.2, SHAE2_46150.3	KAK4473554.1
OG0005970	SHAE2_23970.1	KAK4475475.1
OG0005971	SHAE2_28060.3, SHAE2_28060.1, SHAE2_28060.2	KAK4473003.1
OG0005972	SHAE2_57430.1	KAK4469894.1
OG0005973	SHAE2_47140.1	KAK4473750.1
OG0005974	SHAE2_24320.1	KAK4475441.1
OG0005975	SHAE2_75540.1	KAK4470120.1
OG0005976	SHAE2_32980.1	KAK4472718.1
OG0005977	SHAE2_55290.1	KAK4469717.1
OG0005978	SHAE2_91620.1	KAK4468863.1
OG0005979	SHAE2_30410.1	KAK4473101.1
OG0005980	SHAE2_59880.1	KAK4469979.1
OG0005981	SHAE2_98570.4, SHAE2_98570.2, SHAE2_98570.1, SHAE2_98570.3	KAK4467729.1
OG0005982	SHAE2_68890.1	KAK4472059.1
OG0005983	SHAE2_51770.1	KAK4469327.1
OG0005984	SHAE2_69810.1	KAK4471262.1
OG0005985	SHAE2_30290.1	KAK4473113.1
OG0005986	SHAE2_22660.1, SHAE2_22660.2	KAK4474975.1
OG0005987	SHAE2_22650.1	KAK4474974.1
OG0005989	SHAE2_85850.1	KAK4468346.1, KAK4468347.1
OG0005990	SHAE2_59850.1	KAK4469977.1
OG0005991	SHAE2_57450.1	KAK4469892.1
OG0005992	SHAE2_50520.1	KAK4469099.1, KAK4469100.1, KAK4469101.1
OG0005993	SHAE2_82320.1	KAK4470789.1
OG0005994	SHAE2_56990.1	KAK4469190.1
OG0005995	SHAE2_74900.1	KAK4470725.1
OG0005996	SHAE2_21440.1, SHAE2_21440.2	KAK4475096.1
OG0005997	SHAE2_1330.1	KAK4476238.1
OG0005998	SHAE2_51210.1	KAK4469603.1
OG0005999	SHAE2_84500.1	KAK4471003.1
OG0006000	SHAE2_14060.1	KAK4474471.1
OG0006001	SHAE2_93160.1	KAK4468760.1
OG0006002	SHAE2_55180.1	KAK4469727.1
OG0006003	SHAE2_37320.1, SHAE2_37320.2	KAK4474192.1
OG0006004	SHAE2_52960.1	KAK4469213.1
OG0006005	SHAE2_77520.1	KAK4470320.1
OG0006006	SHAE2_49680.1	KAK4469153.1
OG0006007	SHAE2_22470.1	KAK4475345.1
OG0006008	SHAE2_76020.1	KAK4470166.1
OG0006010	SHAE2_86510.1	KAK4476168.1
OG0006011	SHAE2_69340.1	KAK4471212.1
OG0006012	SHAE2_70580.1, SHAE2_70580.2	KAK4471356.1
OG0006013	SHAE2_24030.1	KAK4475468.1
OG0006014	SHAE2_78970.1	KAK4470473.1
OG0006015	SHAE2_79570.2	KAK4470016.1
OG0006016	SHAE2_83790.1	KAK4470937.1
OG0006017	SHAE2_83810.1	KAK4470940.1, KAK4470939.1
OG0006018	SHAE2_94540.1	KAK4468934.1
OG0006019	SHAE2_90520.1	KAK4468072.1
OG0006020	SHAE2_22210.1, SHAE2_22210.2	KAK4475367.1
OG0006021	SHAE2_80590.1	KAK4470679.1
OG0006022	SHAE2_66100.1	KAK4471783.1
OG0006023	SHAE2_20670.1	KAK4475179.1
OG0006024	SHAE2_50300.1	KAK4469081.1
OG0006025	SHAE2_16700.1	KAK4474618.1
OG0006026	SHAE2_1450.1	KAK4476112.1
OG0006027	SHAE2_26950.1	KAK4473172.1, KAK4473173.1
OG0006028	SHAE2_52700.1, SHAE2_52700.2	KAK4469239.1
OG0006029	SHAE2_59650.1	KAK4469945.1
OG0006030	SHAE2_37230.1	KAK4472561.1
OG0006031	SHAE2_21370.1	KAK4475107.1
OG0006032	SHAE2_12060.1	KAK4476295.1
OG0006033	SHAE2_44080.1	KAK4473043.1
OG0006034	SHAE2_46340.1	KAK4473574.1
OG0006035	SHAE2_59570.1	KAK4469982.1
OG0006036	SHAE2_87820.1	KAK4468205.1
OG0006037	SHAE2_89560.1	KAK4468179.1
OG0006038	SHAE2_46290.1	KAK4473568.1
OG0006039	SHAE2_54180.1, SHAE2_54180.2	KAK4469461.1
OG0006042	SHAE2_33730.1	KAK4472645.1
OG0006043	SHAE2_20450.1	KAK4475206.1
OG0006044	SHAE2_73460.1	KAK4471490.1
OG0006045	SHAE2_39020.1	KAK4474041.1
OG0006046	SHAE2_14850.1	KAK4474693.1
OG0006047	SHAE2_102750.1	KAK4472327.1
OG0006049	SHAE2_43490.1	KAK4473634.1
OG0006050	SHAE2_65550.1	KAK4471975.1
OG0006051	SHAE2_7690.2, SHAE2_7690.1, SHAE2_7690.3	KAK4476031.1
OG0006052	SHAE2_77230.1	KAK4470290.1
OG0006053	SHAE2_71890.1	KAK4471570.1
OG0006054	SHAE2_67960.1	KAK4471302.1
OG0006055	SHAE2_5250.1	KAK4475772.1, KAK4467429.1
OG0006056	SHAE2_16780.1, SHAE2_16780.3, SHAE2_16780.2	KAK4475275.1
OG0006057	SHAE2_32830.1	KAK4472732.1
OG0006058	SHAE2_19990.1	KAK4467230.1, KAK4474952.1
OG0006060	SHAE2_3840.1, SHAE2_3840.2, SHAE2_3840.3	KAK4475621.1
OG0006061	SHAE2_90420.1	KAK4468084.1
OG0006062	SHAE2_38570.1, SHAE2_38570.2	KAK4474082.1
OG0006063	SHAE2_48090.1	KAK4472448.1
OG0006064	SHAE2_74270.1	KAK4470135.1
OG0006066	SHAE2_11030.1	KAK4476210.1
OG0006067	SHAE2_46160.1, SHAE2_46160.3, SHAE2_46160.2	KAK4473555.1
OG0006068	SHAE2_43910.1, SHAE2_43910.2	KAK4472909.1
OG0006069	SHAE2_37030.1	KAK4472539.1
OG0006070	SHAE2_70690.1	KAK4471367.1
OG0006071	SHAE2_81170.1	KAK4470452.1
OG0006072	SHAE2_87520.1	KAK4468222.1
OG0006073	SHAE2_55960.1	KAK4469475.1
OG0006074	SHAE2_96560.1	KAK4468415.1
OG0006075	SHAE2_28050.1	KAK4473004.1
OG0006076	SHAE2_54170.1	KAK4469460.1
OG0006078	SHAE2_26980.1	KAK4473176.1
OG0006080	SHAE2_34970.1	KAK4472512.1
OG0006081	SHAE2_2070.1	KAK4474967.1, KAK4474989.1
OG0006082	SHAE2_44590.1	KAK4473409.1
OG0006083	SHAE2_89200.1	KAK4468028.1
OG0006084	SHAE2_25100.1	KAK4473370.1
OG0006085	SHAE2_77700.1	KAK4470572.1
OG0006086	SHAE2_26730.1, SHAE2_26730.2	KAK4473150.1
OG0006087	SHAE2_42030.1	KAK4473763.1
OG0006088	SHAE2_75420.1	KAK4470106.1
OG0006089	SHAE2_13100.1	KAK4474553.1
OG0006090	SHAE2_96990.1	KAK4468461.1
OG0006091	SHAE2_84850.1	KAK4470064.1
OG0006092	SHAE2_15600.1	KAK4475267.1
OG0006093	SHAE2_58130.3, SHAE2_58130.1, SHAE2_58130.4, SHAE2_58130.2	KAK4469849.1
OG0006094	SHAE2_54430.1	KAK4469655.1
OG0006096	SHAE2_21010.1	KAK4475145.1
OG0006098	SHAE2_27570.1	KAK4473228.1
OG0006099	SHAE2_7870.1	KAK4476012.1
OG0006101	SHAE2_40350.1	KAK4473860.1, KAK4473861.1
OG0006102	SHAE2_82520.1, SHAE2_82520.2	KAK4470811.1
OG0006103	SHAE2_40950.1	KAK4473915.1
OG0006104	SHAE2_70950.1, SHAE2_70950.2, SHAE2_70950.3	KAK4471375.1
OG0006105	SHAE2_86230.2, SHAE2_86230.1	KAK4468364.1
OG0006106	SHAE2_63840.1	KAK4471821.1
OG0006107	SHAE2_78710.1	KAK4470661.1
OG0006108	SHAE2_103210.1	KAK4468021.1
OG0006109	SHAE2_74570.1	KAK4470206.1
OG0006110	SHAE2_95720.3, SHAE2_95720.1, SHAE2_95720.2	KAK4468507.1
OG0006111	SHAE2_2350.1	KAK4475197.1
OG0006112	SHAE2_93150.1	KAK4468759.1
OG0006113	SHAE2_4260.1	KAK4475648.1
OG0006114	SHAE2_99060.1, SHAE2_99060.2	KAK4467893.1, KAK4467894.1
OG0006116	SHAE2_50590.1	KAK4469108.1
OG0006117	SHAE2_59780.1	KAK4469972.1
OG0006118	SHAE2_60060.1	KAK4469742.1
OG0006119	SHAE2_57990.2, SHAE2_57990.3, SHAE2_57990.1	KAK4469860.1
OG0006120	SHAE2_45270.1	KAK4473475.1
OG0006121	SHAE2_24440.1, SHAE2_24440.2	KAK4475463.1
OG0006122	SHAE2_31860.1	KAK4472419.1
OG0006123	SHAE2_64290.1	KAK4471863.1
OG0006125	SHAE2_78860.1	KAK4470482.1
OG0006126	SHAE2_66160.1	KAK4471777.1
OG0006127	SHAE2_45950.1	KAK4473539.1
OG0006128	SHAE2_39960.1	KAK4472161.1
OG0006129	SHAE2_15250.3, SHAE2_15250.1, SHAE2_15250.2	KAK4474736.1
OG0006130	SHAE2_30270.1	KAK4473116.1
OG0006131	SHAE2_67160.1	KAK4471379.1
OG0006132	SHAE2_54790.2, SHAE2_54790.1, SHAE2_54790.3	KAK4469148.1
OG0006133	SHAE2_73530.1, SHAE2_73530.2	KAK4471417.1
OG0006134	SHAE2_22830.1	KAK4474994.1
OG0006135	SHAE2_2260.1	KAK4475120.1
OG0006136	SHAE2_81210.1	KAK4470446.1
OG0006139	SHAE2_15110.1	KAK4474726.1, KAK4467432.1
OG0006140	SHAE2_77830.1	KAK4470583.1
OG0006141	SHAE2_32910.1	KAK4472725.1
OG0006143	SHAE2_20780.1, SHAE2_20780.2	KAK4475166.1
OG0006144	SHAE2_65050.1	KAK4471923.1
OG0006145	SHAE2_41800.1	KAK4473781.1
OG0006146	SHAE2_82390.1	KAK4470796.1
OG0006148	SHAE2_73620.1	KAK4471304.1
OG0006150	SHAE2_34040.3, SHAE2_34040.1, SHAE2_34040.2	KAK4472611.1
OG0006151	SHAE2_44500.1, SHAE2_44500.2	KAK4473401.1
OG0006152	SHAE2_94610.1	KAK4468926.1
OG0006153	SHAE2_64470.1, SHAE2_64470.2	KAK4471875.1
OG0006154	SHAE2_91450.1	KAK4468885.1
OG0006155	SHAE2_23380.1, SHAE2_23380.2	KAK4475041.1
OG0006156	SHAE2_81230.1, SHAE2_81230.2, SHAE2_81230.3	KAK4470444.1
OG0006157	SHAE2_47870.1, SHAE2_47870.2	KAK4473730.1
OG0006158	SHAE2_22320.1	KAK4475359.1
OG0006159	SHAE2_25740.1	KAK4473320.1
OG0006160	SHAE2_18610.1	KAK4474833.1
OG0006161	SHAE2_90310.1	KAK4468090.1, KAK4468092.1
OG0006162	SHAE2_21170.1	KAK4475131.1
OG0006164	SHAE2_560.1	KAK4474565.1
OG0006165	SHAE2_74780.1, SHAE2_74780.2	KAK4470938.1
OG0006166	SHAE2_50680.1	KAK4469118.1
OG0006167	SHAE2_86130.1, SHAE2_86150.1	KAK4467994.1
OG0006168	SHAE2_95820.1	KAK4468499.1
OG0006170	SHAE2_15190.1	KAK4474729.1
OG0006171	SHAE2_4420.2, SHAE2_4420.1	KAK4475668.1
OG0006172	SHAE2_46890.1	KAK4472589.1
OG0006173	SHAE2_21990.1	KAK4475387.1
OG0006174	SHAE2_21430.1	KAK4475094.1
OG0006175	SHAE2_92810.1	KAK4468738.1
OG0006176	SHAE2_96050.1	KAK4468627.1
OG0006177	SHAE2_92530.1	KAK4468782.1
OG0006178	SHAE2_92090.1	KAK4468822.1
OG0006179	SHAE2_48710.1, SHAE2_48710.2	KAK4468953.1
OG0006180	SHAE2_54700.1, SHAE2_54700.2	KAK4469145.1
OG0006181	SHAE2_83770.1, SHAE2_83770.2	KAK4470935.1
OG0006183	SHAE2_34760.1, SHAE2_34960.1	KAK4472514.1
OG0006184	SHAE2_43340.1	KAK4471473.1
OG0006185	SHAE2_51100.1	KAK4469615.1
OG0006186	SHAE2_98180.1	KAK4467923.1
OG0006187	SHAE2_45770.1	KAK4473522.1
OG0006188	SHAE2_45820.1	KAK4473528.1
OG0006189	SHAE2_101040.1	KAK4467793.1
OG0006190	SHAE2_101110.1, SHAE2_101110.2, SHAE2_101110.3	KAK4467804.1
OG0006191	SHAE2_101950.4, SHAE2_101950.2, SHAE2_101950.1, SHAE2_101950.3	KAK4467879.1
OG0006192	SHAE2_96000.1	KAK4468416.1
OG0006193	SHAE2_96060.1, SHAE2_95970.1	KAK4468628.1
OG0006195	SHAE2_76290.1	KAK4470192.1
OG0006196	SHAE2_80670.1	KAK4470690.1
OG0006197	SHAE2_70640.1, SHAE2_70640.2	KAK4471366.1
OG0006198	SHAE2_34710.1	KAK4472537.1
OG0006199	SHAE2_28810.1	KAK4473029.1
OG0006200	SHAE2_27730.1	KAK4473248.1
OG0006201	SHAE2_26190.1	KAK4473297.1
OG0006202	SHAE2_25040.1	KAK4473377.1
OG0006203	SHAE2_46410.1, SHAE2_46410.2	KAK4473578.1
OG0006205	SHAE2_20240.1	KAK4474316.1
OG0006206	SHAE2_16120.1	KAK4474546.1
OG0006207	SHAE2_22900.1	KAK4475002.1
OG0006208	SHAE2_2590.1	KAK4475440.1
OG0006209	SHAE2_2830.1	KAK4475532.1
OG0006210	SHAE2_8270.2, SHAE2_8270.3, SHAE2_8270.1	KAK4476081.1
OG0006226	SHAE2_12050.1	KAK4476294.1
OG0006227	SHAE2_13290.1	KAK4474539.1
OG0006228	SHAE2_28620.1	KAK4472991.1
OG0006229	SHAE2_17820.1, SHAE2_17820.2	KAK4474761.1
OG0006230	SHAE2_98430.1	KAK4467743.1
OG0006231	SHAE2_43570.1	KAK4473626.1
OG0006233	SHAE2_47150.1	KAK4473761.1
OG0006234	SHAE2_15900.1	KAK4474507.1
OG0006236	SHAE2_73440.1	KAK4471510.1
OG0006237	SHAE2_43160.1	KAK4473660.1
OG0006238	SHAE2_33910.1	KAK4472625.1
OG0006239	SHAE2_81630.2, SHAE2_81630.1	KAK4470408.1
OG0006240	SHAE2_87790.1	KAK4468210.1
OG0006241	SHAE2_59390.2, SHAE2_59390.1	KAK4469038.1
OG0006242	SHAE2_16830.1	KAK4475281.1
OG0006243	SHAE2_46920.1	KAK4472546.1
OG0006244	SHAE2_73770.1	KAK4472018.1
OG0006246	SHAE2_85340.2, SHAE2_85340.1	KAK4468289.1
OG0006248	SHAE2_96420.1	KAK4468408.1
OG0006249	SHAE2_48960.1	KAK4469514.1
OG0006250	SHAE2_35920.1, SHAE2_35920.2	KAK4472378.1
OG0006251	SHAE2_18410.1	KAK4474813.1
OG0006252	SHAE2_37350.1	KAK4474188.1
OG0006253	SHAE2_94770.1	KAK4468521.1
OG0006254	SHAE2_2550.1	KAK4475397.1
OG0006255	SHAE2_38730.1	KAK4474065.1
OG0006256	SHAE2_42850.1	KAK4473699.1
OG0006257	SHAE2_99190.1	KAK4467720.1
OG0006258	SHAE2_71310.1	KAK4471618.1
OG0006259	SHAE2_94670.1	KAK4468606.1
OG0006260	SHAE2_26350.1	KAK4473007.1
OG0006261	SHAE2_81050.1	KAK4470727.1
OG0006262	SHAE2_72960.1	KAK4471496.1
OG0006263	SHAE2_89290.1	KAK4467364.1
OG0006264	SHAE2_82150.1	KAK4470774.1
OG0006265	SHAE2_25080.1	KAK4473372.1
OG0006266	SHAE2_53950.1	KAK4469445.1
OG0006269	SHAE2_51570.1	KAK4469564.1
OG0006270	SHAE2_18430.1	KAK4474815.1
OG0006271	SHAE2_21600.1, SHAE2_21600.2	KAK4475082.1
OG0006272	SHAE2_11410.1, SHAE2_11410.2	KAK4476311.1
OG0006273	SHAE2_47310.1	KAK4473895.1
OG0006274	SHAE2_48380.1	KAK4473472.1
OG0006275	SHAE2_84720.1	KAK4470076.1
OG0006276	SHAE2_90950.1	KAK4468159.1
OG0006277	SHAE2_46940.1	KAK4472524.1
OG0006278	SHAE2_89930.1	KAK4468118.1
OG0006280	SHAE2_13750.1	KAK4474428.1
OG0006281	SHAE2_34670.1	KAK4472242.1
OG0006282	SHAE2_82220.1	KAK4470781.1
OG0006283	SHAE2_44380.1	KAK4473345.1
OG0006284	SHAE2_76620.1, SHAE2_76620.2	KAK4470247.1
OG0006285	SHAE2_57480.1	KAK4469904.1
OG0006286	SHAE2_66730.1	KAK4471705.1
OG0006287	SHAE2_78290.1, SHAE2_78290.2	KAK4470623.1
OG0006288	SHAE2_78450.1	KAK4470640.1
OG0006289	SHAE2_82110.1	KAK4470767.1
OG0006290	SHAE2_68960.1	KAK4471146.1
OG0006291	SHAE2_65800.1	KAK4471813.1
