Orthogroup	fasciola_gigantica	schistosoma_guineensis
OG0005099	FGIG_05418	SGUI1_91610.1
OG0005100	FGIG_05436	SGUI1_92520.1, SGUI1_92520.2
OG0005101	FGIG_05442	SGUI1_51510.1
OG0005102	FGIG_06608, FGIG_05461	SGUI1_61120.2, SGUI1_61120.1
OG0005103	FGIG_05481	SGUI1_75170.2, SGUI1_75170.1
OG0005104	FGIG_05527	SGUI1_46230.1, SGUI1_46230.2
OG0005105	FGIG_05571	SGUI1_76510.1, SGUI1_76510.2
OG0005106	FGIG_05650, FGIG_05651	SGUI1_52390.1
OG0005107	FGIG_05723	SGUI1_30770.1
OG0005108	FGIG_05736	SGUI1_85290.1
OG0005109	FGIG_05847	SGUI1_83290.1
OG0005110	FGIG_05855	SGUI1_18990.1, SGUI1_18990.2
OG0005111	FGIG_05923	SGUI1_54020.1, SGUI1_54020.2
OG0005112	FGIG_11999, FGIG_06100, FGIG_06099	SGUI1_96920.1, SGUI1_1130.1
OG0005113	FGIG_06133	SGUI1_71630.1
OG0005114	FGIG_06137	SGUI1_8050.1
OG0005115	FGIG_06183	SGUI1_61500.1
OG0005116	FGIG_06240	SGUI1_43520.1
OG0005117	FGIG_06254	SGUI1_780.1
OG0005118	FGIG_06291	SGUI1_91930.1
OG0005119	FGIG_06391	SGUI1_68310.1, SGUI1_68300.1
OG0005120	FGIG_06405	SGUI1_85300.1
OG0005121	FGIG_06552	SGUI1_72930.1
OG0005122	FGIG_06599	SGUI1_92570.1, SGUI1_92540.1
OG0005123	FGIG_06633, FGIG_06631, FGIG_09890, FGIG_06632	SGUI1_68750.1
OG0005124	FGIG_06642	SGUI1_1270.1, SGUI1_1270.2
OG0005125	FGIG_06673	SGUI1_1740.1
OG0005126	FGIG_06690	SGUI1_59620.1
OG0005127	FGIG_06723	SGUI1_33100.1
OG0005128	FGIG_06807	SGUI1_58610.1, SGUI1_58610.2
OG0005130	FGIG_06871	SGUI1_21570.1
OG0005131	FGIG_06939	SGUI1_48110.1
OG0005132	FGIG_07027	SGUI1_16630.1, SGUI1_16630.2
OG0005133	FGIG_07058	SGUI1_55100.1
OG0005134	FGIG_07168	SGUI1_51030.1
OG0005135	FGIG_07186	SGUI1_43090.1, SGUI1_43090.2
OG0005136	FGIG_07193	SGUI1_77380.1
OG0005137	FGIG_07201	SGUI1_81080.1
OG0005138	FGIG_07240	SGUI1_17320.1
OG0005139	FGIG_07267, FGIG_07268	SGUI1_32380.1, SGUI1_32380.3, SGUI1_32380.5, SGUI1_32380.4, SGUI1_32380.2
OG0005140	FGIG_07312	SGUI1_25180.1
OG0005141	FGIG_07354	SGUI1_95180.1
OG0005142	FGIG_07469	SGUI1_49240.1
OG0005143	FGIG_07474	SGUI1_33450.1, SGUI1_33450.2, SGUI1_33450.3
OG0005144	FGIG_12277, FGIG_07548	SGUI1_74370.2, SGUI1_74370.1
OG0005145	FGIG_07554	SGUI1_4490.1
OG0005147	FGIG_07621, FGIG_07620	SGUI1_51070.1
OG0005148	FGIG_07670	SGUI1_54380.1
OG0005149	FGIG_07691	SGUI1_9030.1
OG0005150	FGIG_07731	SGUI1_31900.1
OG0005151	FGIG_07758	SGUI1_81330.1
OG0005152	FGIG_07776, FGIG_07775	SGUI1_7380.1
OG0005153	FGIG_07817	SGUI1_88860.1
OG0005154	FGIG_11435, FGIG_07847	SGUI1_56130.1, SGUI1_56130.2
OG0005155	FGIG_07891	SGUI1_5610.1
OG0005156	FGIG_07911	SGUI1_72290.1
OG0005157	FGIG_08585, FGIG_07936	SGUI1_200.1, SGUI1_200.2
OG0005158	FGIG_08022	SGUI1_87000.1, SGUI1_87000.2
OG0005159	FGIG_11578, FGIG_08074	SGUI1_43480.1, SGUI1_43480.2
OG0005160	FGIG_08166	SGUI1_42290.1, SGUI1_42280.1
OG0005161	FGIG_08168, FGIG_12697	SGUI1_29440.1
OG0005162	FGIG_08268	SGUI1_6330.1, SGUI1_6330.2
OG0005163	FGIG_08272	SGUI1_78280.1, SGUI1_78280.2, SGUI1_78280.3
OG0005164	FGIG_09665, FGIG_08306	SGUI1_23530.1, SGUI1_23170.1, SGUI1_23170.2
OG0005165	FGIG_08400	SGUI1_93630.1
OG0005166	FGIG_08492	SGUI1_48440.1
OG0005167	FGIG_08497	SGUI1_80820.1, SGUI1_80820.2
OG0005168	FGIG_08651	SGUI1_49180.1, SGUI1_49180.2
OG0005169	FGIG_08744	SGUI1_44450.1
OG0005170	FGIG_11368, FGIG_08783	SGUI1_43760.1, SGUI1_43760.2
OG0005171	FGIG_08798	SGUI1_4980.1
OG0005172	FGIG_08821	SGUI1_51860.2, SGUI1_51860.1
OG0005173	FGIG_08857	SGUI1_94140.1, SGUI1_94140.2, SGUI1_94140.3
OG0005174	FGIG_08966	SGUI1_86770.1
OG0005175	FGIG_09039	SGUI1_96190.1
OG0005176	FGIG_09061	SGUI1_43410.1
OG0005177	FGIG_09108	SGUI1_78500.1
OG0005178	FGIG_09192, FGIG_09191	SGUI1_67060.1
OG0005179	FGIG_09213	SGUI1_83810.1
OG0005180	FGIG_09227	SGUI1_19620.1, SGUI1_19620.2
OG0005181	FGIG_09281	SGUI1_82900.1, SGUI1_82900.2
OG0005182	FGIG_09456	SGUI1_45510.1
OG0005183	FGIG_09467	SGUI1_58690.1
OG0005184	FGIG_09468	SGUI1_60590.1
OG0005185	FGIG_09496	SGUI1_71910.1
OG0005186	FGIG_11909, FGIG_11705, FGIG_09539, FGIG_11706	SGUI1_64430.1
OG0005187	FGIG_09595	SGUI1_1070.1
OG0005188	FGIG_12216, FGIG_09597	SGUI1_87190.1
OG0005189	FGIG_09638	SGUI1_28650.3, SGUI1_28650.1, SGUI1_28650.2
OG0005190	FGIG_09742	SGUI1_74250.1
OG0005191	FGIG_09753	SGUI1_79940.1, SGUI1_79940.2
OG0005192	FGIG_09777	SGUI1_77840.1
OG0005193	FGIG_09782	SGUI1_81210.1
OG0005194	FGIG_09800	SGUI1_78540.1
OG0005195	FGIG_09810	SGUI1_36280.1
OG0005196	FGIG_09826	SGUI1_58460.1, SGUI1_58460.2
OG0005197	FGIG_09862	SGUI1_14120.1, SGUI1_14120.2, SGUI1_14120.3, SGUI1_14120.4
OG0005198	FGIG_09872	SGUI1_46630.2, SGUI1_46630.1, SGUI1_46630.3, SGUI1_46630.4
OG0005199	FGIG_09906	SGUI1_87180.2, SGUI1_87180.1, SGUI1_87180.3
OG0005200	FGIG_10030	SGUI1_50630.1
OG0005201	FGIG_10036	SGUI1_83240.1, SGUI1_83240.2
OG0005202	FGIG_10038	SGUI1_24740.1
OG0005203	FGIG_10227	SGUI1_40570.1
OG0005204	FGIG_10241	SGUI1_15920.1, SGUI1_15920.2
OG0005205	FGIG_10253	SGUI1_3740.1
OG0005206	FGIG_10396	SGUI1_52460.1, SGUI1_52460.2
OG0005207	FGIG_10400, FGIG_10399	SGUI1_83130.1
OG0005208	FGIG_10528	SGUI1_55030.1
OG0005209	FGIG_10592	SGUI1_69720.1
OG0005210	FGIG_10629	SGUI1_17160.1
OG0005211	FGIG_10634	SGUI1_54870.1
OG0005212	FGIG_10718	SGUI1_7940.1
OG0005213	FGIG_10888	SGUI1_97180.1, SGUI1_97180.2
OG0005215	FGIG_10968	SGUI1_75360.1
OG0005216	FGIG_10974	SGUI1_2100.1
OG0005217	FGIG_11015	SGUI1_77210.1, SGUI1_77210.3, SGUI1_77210.2, SGUI1_77210.4
OG0005218	FGIG_11218	SGUI1_89040.1
OG0005219	FGIG_11259	SGUI1_8110.1
OG0005221	FGIG_11501	SGUI1_38920.1
OG0005222	FGIG_12378	SGUI1_340.1
OG0005223	FGIG_11994	SGUI1_72760.2, SGUI1_72760.1
OG0005224	FGIG_12011	SGUI1_68320.1
OG0005225	FGIG_12077	SGUI1_29030.1
OG0005226	FGIG_12244	SGUI1_24750.1
OG0005227	FGIG_12279	SGUI1_6980.1
OG0005228	FGIG_12293	SGUI1_68290.1
OG0005229	FGIG_12298	SGUI1_880.1
OG0005230	FGIG_12539, FGIG_12624	SGUI1_47800.2, SGUI1_47800.1
OG0005231	FGIG_12610	SGUI1_43940.1
OG0005283	FGIG_09478, FGIG_00041	SGUI1_88220.1, SGUI1_88210.1
OG0005284	FGIG_00159	SGUI1_75210.1
OG0005285	FGIG_00202	SGUI1_31160.1
OG0005286	FGIG_00208	SGUI1_29340.1, SGUI1_29340.2
OG0005287	FGIG_00252	SGUI1_10610.1, SGUI1_10610.2
OG0005288	FGIG_00294	SGUI1_50150.2, SGUI1_50150.1
OG0005289	FGIG_00316	SGUI1_47960.1
OG0005290	FGIG_00364	SGUI1_41970.1
OG0005291	FGIG_00509	SGUI1_41540.1
OG0005292	FGIG_00618	SGUI1_44590.1
OG0005293	FGIG_00650	SGUI1_60490.1
OG0005294	FGIG_08011, FGIG_00653	SGUI1_56720.1
OG0005295	FGIG_00654	SGUI1_57270.1
OG0005296	FGIG_00657	SGUI1_44620.1, SGUI1_44620.2
OG0005297	FGIG_09310, FGIG_00702	SGUI1_83220.1
OG0005298	FGIG_00741, FGIG_04087	SGUI1_42340.1
OG0005299	FGIG_00794	SGUI1_80160.1
OG0005300	FGIG_00809	SGUI1_89610.1
OG0005301	FGIG_04188, FGIG_00814	SGUI1_71490.1
OG0005302	FGIG_00877	SGUI1_19110.1
OG0005303	FGIG_00881	SGUI1_55740.1, SGUI1_55710.1
OG0005304	FGIG_00893	SGUI1_88960.1
OG0005305	FGIG_00914	SGUI1_36740.1
OG0005306	FGIG_00952	SGUI1_17310.1
OG0005307	FGIG_01010	SGUI1_39060.1, SGUI1_39060.2
OG0005309	FGIG_01041	SGUI1_24420.1
OG0005310	FGIG_01044	SGUI1_1100.1
OG0005311	FGIG_01114	SGUI1_85220.3, SGUI1_85220.1, SGUI1_85220.2
OG0005312	FGIG_01160	SGUI1_30700.1
OG0005313	FGIG_01176	SGUI1_23040.1
OG0005314	FGIG_01220, FGIG_06193	SGUI1_20250.1
OG0005315	FGIG_01226	SGUI1_58020.1
OG0005316	FGIG_01227	SGUI1_83150.1
OG0005317	FGIG_01277	SGUI1_60080.1
OG0005318	FGIG_01313	SGUI1_28930.1, SGUI1_28940.1, SGUI1_28940.2
OG0005319	FGIG_01401	SGUI1_62960.2, SGUI1_62960.1
OG0005321	FGIG_01441, FGIG_01442	SGUI1_72240.1
OG0005323	FGIG_01486	SGUI1_28040.1
OG0005324	FGIG_01507	SGUI1_39390.1
OG0005325	FGIG_01534	SGUI1_31140.1, SGUI1_31140.2
OG0005326	FGIG_11914, FGIG_01562	SGUI1_7140.1
OG0005327	FGIG_01574	SGUI1_18260.1, SGUI1_18260.2, SGUI1_18260.3
OG0005328	FGIG_01728	SGUI1_62570.1
OG0005329	FGIG_01789	SGUI1_15970.1
OG0005330	FGIG_01858, FGIG_01859	SGUI1_81810.1, SGUI1_81810.2
OG0005331	FGIG_01887, FGIG_01886	SGUI1_89310.1
OG0005332	FGIG_01889, FGIG_01888	SGUI1_90310.1
OG0005333	FGIG_01928	SGUI1_22100.1
OG0005334	FGIG_01945	SGUI1_14530.1
OG0005335	FGIG_02040	SGUI1_78010.1, SGUI1_78010.2
OG0005336	FGIG_02077	SGUI1_11750.1
OG0005337	FGIG_02122	SGUI1_24030.1
OG0005338	FGIG_02143, FGIG_02144	SGUI1_49090.1, SGUI1_49090.2
OG0005339	FGIG_02176	SGUI1_56730.1
OG0005340	FGIG_05883, FGIG_02245, FGIG_02244	SGUI1_91200.1
OG0005341	FGIG_02285	SGUI1_14850.1, SGUI1_14850.2
OG0005342	FGIG_02303, FGIG_04157	SGUI1_95520.1
OG0005343	FGIG_02324	SGUI1_78870.1
OG0005345	FGIG_02410	SGUI1_38520.1
OG0005346	FGIG_02447	SGUI1_9550.1
OG0005347	FGIG_02475	SGUI1_66040.1
OG0005348	FGIG_02538	SGUI1_11910.1
OG0005349	FGIG_04477, FGIG_11800, FGIG_11799, FGIG_02552, FGIG_04476	SGUI1_560.1
OG0005350	FGIG_02567	SGUI1_6080.1
OG0005351	FGIG_02600	SGUI1_52530.1
OG0005352	FGIG_02621	SGUI1_2560.1
OG0005353	FGIG_02726	SGUI1_93070.1
OG0005354	FGIG_02759	SGUI1_35020.1
OG0005355	FGIG_02763	SGUI1_39460.1
OG0005356	FGIG_02778	SGUI1_68960.1, SGUI1_68960.2
OG0005357	FGIG_02838	SGUI1_72810.1, SGUI1_72810.2
OG0005358	FGIG_02843	SGUI1_45750.1, SGUI1_45750.2
OG0005359	FGIG_02951	SGUI1_18850.1, SGUI1_18840.1
OG0005360	FGIG_03097	SGUI1_19280.1
OG0005361	FGIG_03133	SGUI1_15080.1
OG0005362	FGIG_03140	SGUI1_67580.1
OG0005363	FGIG_03161	SGUI1_1090.1, SGUI1_1090.2
OG0005364	FGIG_03235	SGUI1_49200.1
OG0005365	FGIG_03246	SGUI1_17470.1
OG0005366	FGIG_03264	SGUI1_15130.1
OG0005367	FGIG_03329	SGUI1_23190.1, SGUI1_23510.1
OG0005368	FGIG_03359	SGUI1_22250.1
OG0005369	FGIG_03371	SGUI1_34970.1
OG0005370	FGIG_03372	SGUI1_34950.1
OG0005371	FGIG_03374	SGUI1_34930.1
OG0005372	FGIG_03494, FGIG_05017	SGUI1_25280.1, SGUI1_25280.2
OG0005373	FGIG_03504	SGUI1_92780.1
OG0005375	FGIG_03527	SGUI1_51660.2, SGUI1_51660.3, SGUI1_51660.1
OG0005376	FGIG_03530	SGUI1_61750.1
OG0005377	FGIG_03535	SGUI1_29890.1, SGUI1_29880.3
OG0005378	FGIG_03544	SGUI1_44020.1
OG0005379	FGIG_03575, FGIG_03574, FGIG_03572	SGUI1_56240.1
OG0005380	FGIG_03754	SGUI1_2160.1
OG0005381	FGIG_03759	SGUI1_6970.1
OG0005382	FGIG_03872	SGUI1_95160.1
OG0005383	FGIG_04022	SGUI1_39700.1
OG0005384	FGIG_04036	SGUI1_83440.1
OG0005385	FGIG_04059	SGUI1_10260.1
OG0005386	FGIG_04097	SGUI1_32730.1
OG0005387	FGIG_04143	SGUI1_27760.1
OG0005388	FGIG_04182	SGUI1_25330.1
OG0005389	FGIG_04183	SGUI1_45820.1
OG0005390	FGIG_04191	SGUI1_96220.1
OG0005391	FGIG_04349	SGUI1_58810.1
OG0005392	FGIG_04414, FGIG_10149	SGUI1_51490.1
OG0005393	FGIG_04418, FGIG_04417	SGUI1_51470.2, SGUI1_51470.1
OG0005394	FGIG_04510	SGUI1_2400.1
OG0005395	FGIG_04521	SGUI1_72050.1
OG0005396	FGIG_04523	SGUI1_12640.1, SGUI1_12670.1
OG0005397	FGIG_04561	SGUI1_44350.1, SGUI1_44350.2
OG0005398	FGIG_11540, FGIG_04623	SGUI1_26020.1
OG0005399	FGIG_04624	SGUI1_11150.1
OG0005400	FGIG_04626	SGUI1_10410.1
OG0005401	FGIG_04669	SGUI1_55520.3, SGUI1_55520.1, SGUI1_55520.2, SGUI1_55520.4
OG0005402	FGIG_04840	SGUI1_57300.1
OG0005403	FGIG_08979, FGIG_04856	SGUI1_39770.1
OG0005404	FGIG_04903, FGIG_04900	SGUI1_17190.1
OG0005405	FGIG_04924	SGUI1_90560.1, SGUI1_90560.2
OG0005406	FGIG_04925	SGUI1_68010.1
OG0005407	FGIG_04935	SGUI1_52070.1, SGUI1_52070.2
OG0005408	FGIG_04962	SGUI1_90920.1
OG0005409	FGIG_04968	SGUI1_31310.1
OG0005410	FGIG_04986	SGUI1_8080.1
OG0005411	FGIG_05094, FGIG_09114	SGUI1_92370.1
OG0005412	FGIG_05127	SGUI1_62560.1
OG0005413	FGIG_05130	SGUI1_78900.1
OG0005414	FGIG_05204	SGUI1_70790.1
OG0005415	FGIG_05205	SGUI1_29760.1, SGUI1_29760.2
OG0005416	FGIG_05207	SGUI1_24460.1, SGUI1_24460.2, SGUI1_24460.3
OG0005417	FGIG_05217	SGUI1_3920.1
OG0005418	FGIG_05274	SGUI1_47320.1, SGUI1_47320.2
OG0005419	FGIG_05280	SGUI1_68150.1, SGUI1_68150.2
OG0005420	FGIG_05374	SGUI1_37030.1
OG0005421	FGIG_13992, FGIG_05491	SGUI1_80100.1
OG0005423	FGIG_05604	SGUI1_28250.1
OG0005424	FGIG_05661	SGUI1_81690.1
OG0005425	FGIG_05663	SGUI1_81630.1
OG0005426	FGIG_05720	SGUI1_94600.1, SGUI1_94600.2
OG0005427	FGIG_05834	SGUI1_95390.1
OG0005428	FGIG_05836, FGIG_07929	SGUI1_87570.2, SGUI1_87570.1
OG0005429	FGIG_05919	SGUI1_60290.1
OG0005430	FGIG_05948	SGUI1_44810.1
OG0005431	FGIG_06048	SGUI1_78520.1
OG0005432	FGIG_06051	SGUI1_81470.1
OG0005433	FGIG_06253	SGUI1_78440.1
OG0005434	FGIG_06357	SGUI1_26550.1
OG0005435	FGIG_06390	SGUI1_96060.1
OG0005436	FGIG_06609	SGUI1_58600.1, SGUI1_58600.2
OG0005437	FGIG_06610	SGUI1_63530.1
OG0005438	FGIG_06641	SGUI1_10290.1
OG0005439	FGIG_06652	SGUI1_44990.1
OG0005440	FGIG_06681	SGUI1_72570.1
OG0005441	FGIG_06718	SGUI1_90950.1, SGUI1_90950.2
OG0005442	FGIG_06730	SGUI1_29150.1
OG0005443	FGIG_06809	SGUI1_61770.1
OG0005444	FGIG_06923	SGUI1_18380.1
OG0005445	FGIG_06999	SGUI1_81100.4, SGUI1_81100.2, SGUI1_81100.3, SGUI1_81100.1
OG0005446	FGIG_07043	SGUI1_45140.1, SGUI1_45140.2, SGUI1_45140.3
OG0005447	FGIG_07125	SGUI1_65250.2, SGUI1_65250.1
OG0005448	FGIG_07129	SGUI1_35030.1
OG0005450	FGIG_07234	SGUI1_60520.1
OG0005451	FGIG_07307	SGUI1_82890.1
OG0005452	FGIG_07318	SGUI1_90330.1
OG0005453	FGIG_07367	SGUI1_61930.1
OG0005454	FGIG_07385	SGUI1_52040.2, SGUI1_52040.1
OG0005455	FGIG_07478	SGUI1_50340.1
OG0005456	FGIG_07489	SGUI1_77230.1
OG0005457	FGIG_07593	SGUI1_46780.1
OG0005458	FGIG_07677	SGUI1_6280.1, SGUI1_6190.1
OG0005460	FGIG_07961	SGUI1_70900.1
OG0005461	FGIG_08053	SGUI1_26390.1
OG0005462	FGIG_08062	SGUI1_86350.1, SGUI1_86350.2
OG0005463	FGIG_08100	SGUI1_20260.1, SGUI1_20260.2
OG0005464	FGIG_08183	SGUI1_51280.1
OG0005465	FGIG_10565, FGIG_08201	SGUI1_90910.1
OG0005466	FGIG_08391	SGUI1_70600.1, SGUI1_70600.2, SGUI1_70600.3
OG0005467	FGIG_08467	SGUI1_64160.1
OG0005468	FGIG_08471	SGUI1_20470.1
OG0005469	FGIG_10760, FGIG_08533	SGUI1_68140.1
OG0005470	FGIG_08565	SGUI1_84270.1
OG0005471	FGIG_08604	SGUI1_18210.1
OG0005472	FGIG_08612	SGUI1_73570.1
OG0005473	FGIG_08720	SGUI1_820.1, SGUI1_820.2, SGUI1_820.3
OG0005474	FGIG_08765, FGIG_11290	SGUI1_40370.1
OG0005475	FGIG_08867	SGUI1_84310.1
OG0005476	FGIG_08980	SGUI1_39780.1, SGUI1_39780.2
OG0005477	FGIG_09017	SGUI1_40460.1
OG0005478	FGIG_09023	SGUI1_58490.1, SGUI1_58490.2, SGUI1_58490.3
OG0005479	FGIG_09040	SGUI1_76140.1
OG0005480	FGIG_09094	SGUI1_73770.1, SGUI1_73770.2, SGUI1_73780.1
OG0005481	FGIG_09127	SGUI1_17260.1
OG0005482	FGIG_09171	SGUI1_41720.1
OG0005483	FGIG_09247	SGUI1_40040.1
OG0005484	FGIG_09262	SGUI1_21720.2, SGUI1_21720.1
OG0005485	FGIG_09458	SGUI1_51160.1
OG0005486	FGIG_09487	SGUI1_70100.1
OG0005487	FGIG_12160, FGIG_09491	SGUI1_22890.1
OG0005488	FGIG_09506, FGIG_09505	SGUI1_92190.1
OG0005489	FGIG_09573	SGUI1_4640.1
OG0005490	FGIG_09655	SGUI1_33580.1
OG0005491	FGIG_10265, FGIG_09931	SGUI1_91970.1
OG0005492	FGIG_09962	SGUI1_92680.1
OG0005493	FGIG_09987	SGUI1_52760.1
OG0005494	FGIG_10187	SGUI1_5010.1, SGUI1_5010.2
OG0005495	FGIG_10244	SGUI1_79800.1
OG0005496	FGIG_10271, FGIG_10270, FGIG_10272	SGUI1_94030.1
OG0005497	FGIG_10286	SGUI1_23720.1
OG0005498	FGIG_10333, FGIG_10335	SGUI1_77590.1
OG0005499	FGIG_10413	SGUI1_88590.1
OG0005500	FGIG_12018, FGIG_10415	SGUI1_20800.1
OG0005501	FGIG_10457	SGUI1_90440.1
OG0005502	FGIG_12542, FGIG_10680	SGUI1_96620.1
OG0005503	FGIG_10717	SGUI1_39090.2, SGUI1_39090.1
OG0005504	FGIG_10738	SGUI1_83420.1
OG0005505	FGIG_10907	SGUI1_78700.1
OG0005506	FGIG_10946	SGUI1_89720.1
OG0005507	FGIG_10949	SGUI1_87920.1, SGUI1_87920.2, SGUI1_87920.3, SGUI1_87920.5
OG0005508	FGIG_10980, FGIG_10979	SGUI1_1520.1
OG0005509	FGIG_11052	SGUI1_94310.1
OG0005510	FGIG_11270	SGUI1_91830.2, SGUI1_91830.3, SGUI1_91830.1
OG0005511	FGIG_11273	SGUI1_78390.1
OG0005512	FGIG_11451	SGUI1_6440.1
OG0005513	FGIG_11581	SGUI1_90070.1
OG0005514	FGIG_11608	SGUI1_24550.1
OG0005515	FGIG_11733	SGUI1_57280.1
OG0005516	FGIG_11869	SGUI1_17170.1
OG0005517	FGIG_11892	SGUI1_63450.1
OG0005518	FGIG_11921	SGUI1_25750.1
OG0005519	FGIG_12020	SGUI1_35150.1
OG0005520	FGIG_12154	SGUI1_61730.1, SGUI1_61730.2
OG0005521	FGIG_12201	SGUI1_79300.1
OG0005522	FGIG_12221	SGUI1_33830.1, SGUI1_33830.2
OG0005523	FGIG_12401	SGUI1_84120.1
OG0005524	FGIG_12556	SGUI1_1770.1
OG0005525	FGIG_12603	SGUI1_58860.1, SGUI1_58860.2, SGUI1_58860.3, SGUI1_58860.4
OG0005526	FGIG_12626	SGUI1_38170.1, SGUI1_38170.2
OG0005566	FGIG_00039	SGUI1_76310.1
OG0005567	FGIG_00093	SGUI1_12760.1
OG0005568	FGIG_09678, FGIG_00134	SGUI1_77300.1
OG0005569	FGIG_00200	SGUI1_96020.1
OG0005570	FGIG_00239, FGIG_04932, FGIG_06426, FGIG_03105	SGUI1_32340.1
OG0005571	FGIG_00304	SGUI1_46740.1
OG0005572	FGIG_00313	SGUI1_67590.1
OG0005573	FGIG_00334	SGUI1_8980.1
OG0005574	FGIG_00404, FGIG_00403	SGUI1_86760.1
OG0005575	FGIG_00407	SGUI1_68180.1
OG0005576	FGIG_00410	SGUI1_68160.1
OG0005577	FGIG_00427	SGUI1_86360.1
OG0005578	FGIG_00429	SGUI1_49370.1
OG0005580	FGIG_00481	SGUI1_51310.1, SGUI1_51310.2
OG0005581	FGIG_00614, FGIG_00615	SGUI1_29660.1
OG0005582	FGIG_00727	SGUI1_32930.1
OG0005583	FGIG_12194, FGIG_00735	SGUI1_86650.1
OG0005584	FGIG_00759	SGUI1_94520.1
OG0005585	FGIG_00784	SGUI1_95590.1
OG0005586	FGIG_00785	SGUI1_95580.1
OG0005587	FGIG_00792	SGUI1_78460.1
OG0005589	FGIG_00904	SGUI1_59660.1
OG0005590	FGIG_00951	SGUI1_17300.1
OG0005591	FGIG_00973	SGUI1_65740.1
OG0005592	FGIG_01068	SGUI1_52940.1, SGUI1_52940.2
OG0005593	FGIG_01079	SGUI1_71930.1
OG0005594	FGIG_01215	SGUI1_69940.1, SGUI1_69940.2
OG0005595	FGIG_01218	SGUI1_62710.1
OG0005596	FGIG_01219	SGUI1_66850.1
OG0005597	FGIG_01230	SGUI1_84140.1
OG0005598	FGIG_08185, FGIG_01384	SGUI1_76990.2, SGUI1_76990.1
OG0005599	FGIG_01413	SGUI1_54920.1
OG0005600	FGIG_01416, FGIG_01415	SGUI1_19080.1, SGUI1_19080.2
OG0005601	FGIG_01473, FGIG_01472	SGUI1_22520.1, SGUI1_22520.2
OG0005602	FGIG_01570, FGIG_01569	SGUI1_22400.1
OG0005603	FGIG_01626	SGUI1_64880.1
OG0005604	FGIG_01671	SGUI1_29740.1
OG0005605	FGIG_01682	SGUI1_36080.1
OG0005606	FGIG_06134, FGIG_01703	SGUI1_80220.1
OG0005607	FGIG_07160, FGIG_01719	SGUI1_89950.1
OG0005608	FGIG_01793, FGIG_01794	SGUI1_66780.1
OG0005609	FGIG_01799	SGUI1_61680.1, SGUI1_61680.2
OG0005610	FGIG_01800	SGUI1_2220.1
OG0005611	FGIG_01846	SGUI1_91720.1
OG0005612	FGIG_01855	SGUI1_94050.1
OG0005613	FGIG_01912	SGUI1_54320.1, SGUI1_54320.2, SGUI1_54310.1
OG0005614	FGIG_01956	SGUI1_28170.1
OG0005615	FGIG_01961	SGUI1_28860.1
OG0005616	FGIG_01962	SGUI1_28850.1
OG0005617	FGIG_01975	SGUI1_38770.1
OG0005618	FGIG_01982	SGUI1_49980.1
OG0005619	FGIG_01986	SGUI1_50360.3, SGUI1_50360.4, SGUI1_50360.1, SGUI1_50360.2
OG0005620	FGIG_02031	SGUI1_89590.1
OG0005621	FGIG_02033	SGUI1_87810.1
OG0005622	FGIG_02076	SGUI1_470.1
OG0005623	FGIG_02096	SGUI1_75570.1, SGUI1_75570.3, SGUI1_75570.2
OG0005624	FGIG_02153	SGUI1_10530.1
OG0005625	FGIG_02154	SGUI1_10540.1, SGUI1_10540.2
OG0005626	FGIG_02163	SGUI1_43790.1
OG0005627	FGIG_02164, FGIG_02165	SGUI1_22740.1
OG0005628	FGIG_02198	SGUI1_39140.1
OG0005629	FGIG_02280	SGUI1_31700.1
OG0005630	FGIG_02297, FGIG_11604	SGUI1_85360.1
OG0005631	FGIG_02301, FGIG_11851	SGUI1_55300.1
OG0005632	FGIG_02306	SGUI1_95560.1
OG0005633	FGIG_02340	SGUI1_9850.1
OG0005634	FGIG_02346	SGUI1_22430.1
OG0005635	FGIG_02368	SGUI1_3000.1
OG0005636	FGIG_02409	SGUI1_38530.1
OG0005637	FGIG_02457	SGUI1_80610.1
OG0005638	FGIG_02466	SGUI1_77620.1
OG0005639	FGIG_02469	SGUI1_73490.1
OG0005640	FGIG_02515	SGUI1_27340.1
OG0005641	FGIG_02522	SGUI1_73750.1
OG0005642	FGIG_02588	SGUI1_96510.1
OG0005643	FGIG_02614	SGUI1_29430.1
OG0005644	FGIG_02630	SGUI1_76920.1
OG0005645	FGIG_02639	SGUI1_59250.1
OG0005646	FGIG_02645	SGUI1_41050.1
OG0005647	FGIG_06946, FGIG_02672	SGUI1_56080.1
OG0005648	FGIG_02699	SGUI1_40110.1, SGUI1_40110.2
OG0005649	FGIG_02721	SGUI1_50580.1
OG0005650	FGIG_11552, FGIG_02809	SGUI1_65140.1
OG0005651	FGIG_12366, FGIG_02877	SGUI1_66520.1
OG0005652	FGIG_02894	SGUI1_48050.1
OG0005653	FGIG_02917, FGIG_04227	SGUI1_94180.1
OG0005654	FGIG_02919	SGUI1_72990.1, SGUI1_72990.2
OG0005655	FGIG_02944	SGUI1_27030.1, SGUI1_27030.2
OG0005656	FGIG_02958	SGUI1_88330.1
OG0005657	FGIG_03052	SGUI1_11300.1
OG0005658	FGIG_03091	SGUI1_91420.1
OG0005659	FGIG_03266	SGUI1_16560.1
OG0005660	FGIG_03362	SGUI1_72220.1
OG0005661	FGIG_03421, FGIG_03419, FGIG_03420	SGUI1_6540.1
