Orthogroup	fasciola_gigantica	trichobilharzia_regenti
OG0006037	FGIG_06532	TREG1_110530.9, TREG1_110610.1
OG0006038	FGIG_06567	TREG1_56470.1
OG0006039	FGIG_06568	TREG1_68520.1, TREG1_68520.2
OG0006040	FGIG_06651	TREG1_77880.1
OG0006041	FGIG_06792	TREG1_48570.1
OG0006042	FGIG_06799	TREG1_51270.1
OG0006043	FGIG_06821	TREG1_22980.1, TREG1_22980.2, TREG1_22980.3
OG0006044	FGIG_06839, FGIG_09285	TREG1_93710.1
OG0006045	FGIG_06858	TREG1_44440.1
OG0006046	FGIG_06859	TREG1_10730.1, TREG1_10740.1
OG0006047	FGIG_06862	TREG1_54020.1, TREG1_54030.1
OG0006048	FGIG_06901	TREG1_14150.1, TREG1_14150.2
OG0006049	FGIG_06934	TREG1_45830.1
OG0006050	FGIG_06979	TREG1_88200.1, TREG1_88200.2, TREG1_88200.3
OG0006051	FGIG_07294	TREG1_24990.1
OG0006052	FGIG_07314, FGIG_08950	TREG1_105740.1
OG0006053	FGIG_07403	TREG1_92240.1
OG0006054	FGIG_07424	TREG1_83290.1, TREG1_83290.3, TREG1_83290.4, TREG1_83290.2
OG0006055	FGIG_07555, FGIG_12414	TREG1_47590.1
OG0006056	FGIG_07596	TREG1_21160.1
OG0006057	FGIG_07603	TREG1_51060.1
OG0006058	FGIG_07629	TREG1_15760.1, TREG1_15760.2
OG0006059	FGIG_07642	TREG1_105910.1, TREG1_105910.2
OG0006060	FGIG_07735	TREG1_3020.1
OG0006061	FGIG_07737	TREG1_116370.1, TREG1_116370.2
OG0006062	FGIG_07768, FGIG_07767	TREG1_44050.1
OG0006063	FGIG_07773	TREG1_36130.1
OG0006064	FGIG_07837	TREG1_99810.1
OG0006065	FGIG_09557	TREG1_9200.1, TREG1_9200.2
OG0006066	FGIG_07957, FGIG_07958	TREG1_18730.1
OG0006067	FGIG_07984	TREG1_57600.1, TREG1_57600.2
OG0006068	FGIG_08132	TREG1_56500.1
OG0006069	FGIG_08136	TREG1_51540.1, TREG1_51540.2
OG0006070	FGIG_08226	TREG1_89500.1
OG0006071	FGIG_08258	TREG1_97260.3, TREG1_97260.1, TREG1_97260.2
OG0006072	FGIG_08317	TREG1_112280.1, TREG1_112270.1
OG0006073	FGIG_08326	TREG1_70310.1
OG0006074	FGIG_08337	TREG1_129310.1
OG0006075	FGIG_08364	TREG1_38300.1, TREG1_38300.2, TREG1_38300.3, TREG1_38300.4
OG0006076	FGIG_08367, FGIG_12133	TREG1_68530.1
OG0006077	FGIG_08374	TREG1_38140.1
OG0006078	FGIG_08424	TREG1_54460.1
OG0006079	FGIG_08462	TREG1_68840.1
OG0006080	FGIG_08479	TREG1_47780.1
OG0006081	FGIG_08526	TREG1_9910.1, TREG1_9910.2
OG0006082	FGIG_08527	TREG1_36950.1
OG0006083	FGIG_08563	TREG1_117530.1, TREG1_117530.2
OG0006084	FGIG_08568	TREG1_32090.3, TREG1_32090.2, TREG1_32090.1
OG0006085	FGIG_10779, FGIG_08613	TREG1_101490.1, TREG1_101490.2, TREG1_101490.3, TREG1_101490.4
OG0006086	FGIG_08731	TREG1_60350.1
OG0006087	FGIG_08787	TREG1_57970.1, TREG1_57970.2
OG0006088	FGIG_08882	TREG1_95550.1, TREG1_95560.1
OG0006089	FGIG_08956	TREG1_20540.1
OG0006090	FGIG_08982	TREG1_129090.1
OG0006091	FGIG_09009	TREG1_101130.1, TREG1_101130.3, TREG1_101130.2
OG0006092	FGIG_09050	TREG1_24480.1, TREG1_24480.2
OG0006093	FGIG_09188	TREG1_77120.1
OG0006094	FGIG_09274	TREG1_70580.1
OG0006095	FGIG_09620	TREG1_84150.2, TREG1_143790.1, TREG1_84130.1, TREG1_84150.1
OG0006096	FGIG_09689	TREG1_21400.1, TREG1_21400.2
OG0006097	FGIG_09715	TREG1_106870.1
OG0006098	FGIG_09726	TREG1_35820.1
OG0006100	FGIG_09760	TREG1_19850.1
OG0006101	FGIG_09771	TREG1_43140.2, TREG1_43140.1
OG0006102	FGIG_09799	TREG1_102350.1
OG0006103	FGIG_09897, FGIG_09898	TREG1_34340.1
OG0006104	FGIG_09904	TREG1_89580.1
OG0006105	FGIG_09948	TREG1_113160.1
OG0006106	FGIG_09973	TREG1_80930.1
OG0006107	FGIG_09976	TREG1_97230.1
OG0006108	FGIG_10009	TREG1_110210.1
OG0006109	FGIG_10044	TREG1_101810.1, TREG1_101810.2
OG0006110	FGIG_10049	TREG1_122550.1
OG0006111	FGIG_10113	TREG1_10130.1
OG0006112	FGIG_10226	TREG1_121150.1, TREG1_121150.2
OG0006113	FGIG_10252	TREG1_4920.1, TREG1_4920.2
OG0006115	FGIG_10337	TREG1_34050.1, TREG1_34050.2
OG0006116	FGIG_10344	TREG1_67110.1
OG0006117	FGIG_10442	TREG1_73970.1
OG0006118	FGIG_10496	TREG1_77420.1
OG0006119	FGIG_10529	TREG1_76950.1
OG0006120	FGIG_10569	TREG1_55830.1
OG0006121	FGIG_10579	TREG1_115370.1, TREG1_115370.2, TREG1_115370.3
OG0006122	FGIG_10586	TREG1_46600.1
OG0006123	FGIG_10590	TREG1_86980.1, TREG1_86980.2
OG0006124	FGIG_10595	TREG1_88030.1, TREG1_88040.1
OG0006125	FGIG_10662	TREG1_102780.3, TREG1_102780.1, TREG1_102780.2
OG0006126	FGIG_10703	TREG1_85140.1
OG0006127	FGIG_10725	TREG1_42730.1
OG0006128	FGIG_10751	TREG1_140480.1, TREG1_52920.1
OG0006129	FGIG_11814, FGIG_10752	TREG1_14820.1
OG0006130	FGIG_10821, FGIG_10822	TREG1_37180.1, TREG1_37180.3, TREG1_37180.2
OG0006131	FGIG_10927, FGIG_13984	TREG1_86460.1
OG0006132	FGIG_10944, FGIG_10943	TREG1_64600.1, TREG1_45080.2
OG0006133	FGIG_10962	TREG1_93990.2, TREG1_93990.1, TREG1_93990.4, TREG1_93990.3
OG0006134	FGIG_10976	TREG1_27610.1
OG0006135	FGIG_10981	TREG1_10060.1, TREG1_10060.2
OG0006136	FGIG_11014, FGIG_11188	TREG1_101840.1, TREG1_101840.2
OG0006137	FGIG_11021	TREG1_119330.1, TREG1_119320.1, TREG1_141060.1
OG0006138	FGIG_11023	TREG1_3360.4, TREG1_3360.9, TREG1_3360.5, TREG1_3360.8, TREG1_3360.6, TREG1_3360.7
OG0006139	FGIG_11069	TREG1_16570.1
OG0006140	FGIG_11074	TREG1_107830.1
OG0006141	FGIG_11129	TREG1_52970.1
OG0006143	FGIG_11445, FGIG_11237	TREG1_27340.1
OG0006144	FGIG_11242	TREG1_83710.1
OG0006145	FGIG_11257	TREG1_41540.1
OG0006146	FGIG_11274	TREG1_137060.3, TREG1_137060.4, TREG1_137060.1, TREG1_137060.2
OG0006147	FGIG_11300	TREG1_124140.1
OG0006148	FGIG_11321	TREG1_94220.1, TREG1_94060.6, TREG1_94210.1, TREG1_94060.5
OG0006149	FGIG_11387	TREG1_26300.1, TREG1_26300.2
OG0006150	FGIG_11446	TREG1_58480.1, TREG1_58470.1
OG0006151	FGIG_11455	TREG1_5940.1, TREG1_40370.1, TREG1_540.1
OG0006152	FGIG_11474	TREG1_126100.1
OG0006153	FGIG_11530	TREG1_85290.1
OG0006154	FGIG_11547	TREG1_124570.1, TREG1_121990.1
OG0006155	FGIG_11830	TREG1_22460.1
OG0006156	FGIG_11874	TREG1_104030.1
OG0006157	FGIG_11878	TREG1_35950.1
OG0006158	FGIG_11954	TREG1_25300.1
OG0006159	FGIG_12040	TREG1_32770.1
OG0006160	FGIG_12105	TREG1_17270.1, TREG1_17270.3, TREG1_17270.2
OG0006161	FGIG_12166	TREG1_112700.1
OG0006162	FGIG_12313	TREG1_22570.1, TREG1_22570.2, TREG1_22580.1
OG0006163	FGIG_12372	TREG1_4770.1
OG0006164	FGIG_12474	TREG1_14220.1
OG0006166	FGIG_12529	TREG1_143480.1, TREG1_143480.2
OG0006167	FGIG_12579	TREG1_113710.1
OG0006168	FGIG_12633	TREG1_120870.1
OG0006225	FGIG_00026	TREG1_89800.1
OG0006226	FGIG_00055, FGIG_06305	TREG1_2020.1
OG0006227	FGIG_00060	TREG1_26810.1
OG0006228	FGIG_00068	TREG1_38790.1
OG0006230	FGIG_00139, FGIG_09738, FGIG_02679	TREG1_130350.1, TREG1_130350.2
OG0006231	FGIG_00166	TREG1_57030.1, TREG1_57040.1, TREG1_57010.1
OG0006233	FGIG_00324	TREG1_39280.1
OG0006234	FGIG_00325	TREG1_14560.1
OG0006235	FGIG_00406, FGIG_00424, FGIG_00421	TREG1_31640.1
OG0006236	FGIG_00448	TREG1_93660.1
OG0006237	FGIG_00450	TREG1_34730.1
OG0006238	FGIG_00472	TREG1_46830.1
OG0006239	FGIG_00474	TREG1_100460.1
OG0006240	FGIG_00494, FGIG_00495	TREG1_115310.1
OG0006241	FGIG_00551	TREG1_74940.1
OG0006242	FGIG_12664, FGIG_00622	TREG1_20920.1
OG0006243	FGIG_00637	TREG1_40520.1
OG0006244	FGIG_00766	TREG1_94570.1, TREG1_94580.1, TREG1_94590.1
OG0006245	FGIG_00777, FGIG_00776	TREG1_70490.1
OG0006246	FGIG_00799	TREG1_111110.1
OG0006247	FGIG_00862	TREG1_124420.1, TREG1_124420.2
OG0006248	FGIG_00890	TREG1_129210.1
OG0006249	FGIG_00933	TREG1_62800.1
OG0006250	FGIG_00958	TREG1_53180.1
OG0006251	FGIG_01056	TREG1_9270.1, TREG1_9270.2
OG0006252	FGIG_01080	TREG1_52250.1
OG0006253	FGIG_09181, FGIG_01105	TREG1_123750.1
OG0006254	FGIG_01121	TREG1_129430.1, TREG1_129440.1, TREG1_3670.1
OG0006255	FGIG_01124	TREG1_50070.1, TREG1_50070.2
OG0006256	FGIG_01136	TREG1_41150.1
OG0006257	FGIG_04631, FGIG_01141	TREG1_133370.1
OG0006258	FGIG_01246	TREG1_82170.1
OG0006259	FGIG_01260, FGIG_01261	TREG1_125990.1, TREG1_126010.1, TREG1_125980.1
OG0006260	FGIG_01269	TREG1_37590.1, TREG1_37590.2
OG0006261	FGIG_01386, FGIG_01385	TREG1_104750.1
OG0006262	FGIG_01406	TREG1_89870.1
OG0006263	FGIG_01444, FGIG_06726	TREG1_112410.1
OG0006264	FGIG_01450	TREG1_106060.1
OG0006265	FGIG_01474	TREG1_60910.1
OG0006266	FGIG_01521, FGIG_01522	TREG1_76500.1
OG0006267	FGIG_01531	TREG1_57130.2, TREG1_57130.1, TREG1_57130.3
OG0006269	FGIG_01663	TREG1_68410.1, TREG1_68410.2
OG0006270	FGIG_01788	TREG1_9290.1
OG0006271	FGIG_01813	TREG1_24580.1
OG0006272	FGIG_01877	TREG1_4070.1
OG0006273	FGIG_01880	TREG1_30540.1
OG0006274	FGIG_01909	TREG1_31340.1
OG0006275	FGIG_02097	TREG1_109320.1
OG0006276	FGIG_02118	TREG1_118320.1, TREG1_118320.2
OG0006277	FGIG_02172	TREG1_40490.1
OG0006278	FGIG_02173	TREG1_117350.1, TREG1_95640.1
OG0006279	FGIG_02204	TREG1_40920.1, TREG1_92720.1
OG0006280	FGIG_02259	TREG1_15220.1
OG0006281	FGIG_02319	TREG1_53960.1
OG0006282	FGIG_02396	TREG1_105960.1
OG0006283	FGIG_02470	TREG1_38070.1, TREG1_38070.2
OG0006284	FGIG_02617, FGIG_12218	TREG1_101640.1, TREG1_101640.2, TREG1_101640.3
OG0006285	FGIG_02631	TREG1_70750.1
OG0006286	FGIG_02651	TREG1_90100.1
OG0006287	FGIG_02696	TREG1_106780.1, TREG1_106780.2, TREG1_106780.3, TREG1_106780.4
OG0006288	FGIG_02732, FGIG_02733	TREG1_97130.1, TREG1_97140.1
OG0006289	FGIG_02774	TREG1_106140.1, TREG1_106160.1
OG0006290	FGIG_02808	TREG1_85820.1
OG0006291	FGIG_02861	TREG1_87420.1, TREG1_87420.2, TREG1_87420.3, TREG1_87420.4
OG0006292	FGIG_02864	TREG1_90710.1
OG0006293	FGIG_02873	TREG1_135140.1
OG0006294	FGIG_02897, FGIG_12580	TREG1_33370.1
OG0006295	FGIG_02916	TREG1_136130.1
OG0006296	FGIG_12568, FGIG_02930	TREG1_56750.1
OG0006297	FGIG_02936, FGIG_02935	TREG1_60440.1
OG0006298	FGIG_02955	TREG1_10400.1
OG0006299	FGIG_03008	TREG1_2960.1
OG0006300	FGIG_03043	TREG1_1220.1
OG0006301	FGIG_03060	TREG1_137530.1, TREG1_137530.2, TREG1_137530.3, TREG1_25470.1
OG0006302	FGIG_03099	TREG1_61740.1
OG0006303	FGIG_03117	TREG1_12580.4, TREG1_12580.3, TREG1_12580.1, TREG1_12580.2
OG0006304	FGIG_03123	TREG1_69430.1, TREG1_69420.1
OG0006305	FGIG_03126	TREG1_90780.1
OG0006306	FGIG_03193, FGIG_08482	TREG1_13710.1
OG0006307	FGIG_03350	TREG1_50590.1
OG0006308	FGIG_03514	TREG1_100870.1
OG0006309	FGIG_03636	TREG1_108250.1
OG0006310	FGIG_03648	TREG1_25900.1, TREG1_25890.1
OG0006311	FGIG_03661	TREG1_127380.22, TREG1_127380.20, TREG1_127380.21, TREG1_127420.1
OG0006312	FGIG_03684	TREG1_104480.1
OG0006313	FGIG_03696	TREG1_101430.1
OG0006314	FGIG_03713	TREG1_103150.1
OG0006315	FGIG_03720	TREG1_134040.1
OG0006316	FGIG_03811, FGIG_03812	TREG1_90690.1
OG0006317	FGIG_03875	TREG1_69800.1, TREG1_69800.2
OG0006318	FGIG_03888	TREG1_67940.1
OG0006319	FGIG_03907, FGIG_03908, FGIG_03906	TREG1_118980.1
OG0006320	FGIG_03957	TREG1_43610.1
OG0006321	FGIG_04040	TREG1_13280.1
OG0006322	FGIG_04082	TREG1_74070.1, TREG1_74210.1, TREG1_74080.1, TREG1_74200.1
OG0006323	FGIG_04136	TREG1_53510.1
OG0006324	FGIG_04163	TREG1_110460.1
OG0006325	FGIG_04216	TREG1_4120.1
OG0006326	FGIG_04422, FGIG_04423, FGIG_08169	TREG1_134880.1, TREG1_134870.1
OG0006327	FGIG_04492, FGIG_04491	TREG1_54660.1
OG0006328	FGIG_04497	TREG1_79970.1
OG0006329	FGIG_04500	TREG1_82390.1
OG0006330	FGIG_04553	TREG1_119070.1, TREG1_119070.3, TREG1_119070.2
OG0006331	FGIG_04577	TREG1_80890.1
OG0006332	FGIG_04582	TREG1_36170.1, TREG1_36170.2
OG0006333	FGIG_04670	TREG1_86730.1, TREG1_86730.2
OG0006334	FGIG_04684	TREG1_114950.1
OG0006335	FGIG_04751	TREG1_132100.1, TREG1_132100.2
OG0006336	FGIG_04777	TREG1_27440.1
OG0006337	FGIG_04780	TREG1_28600.1, TREG1_28620.1, TREG1_28610.1
OG0006338	FGIG_04804	TREG1_2060.1
OG0006339	FGIG_04931	TREG1_52660.1, TREG1_52660.2, TREG1_52660.3
OG0006340	FGIG_04957, FGIG_05164	TREG1_42980.1
OG0006341	FGIG_05004	TREG1_68870.1, TREG1_68870.2, TREG1_68870.3
OG0006342	FGIG_05037, FGIG_05036, FGIG_05038	TREG1_110480.1, TREG1_110480.2
OG0006343	FGIG_05060, FGIG_05091	TREG1_86650.2, TREG1_86650.1, TREG1_86650.3
OG0006344	FGIG_05103	TREG1_51690.1
OG0006345	FGIG_05236	TREG1_95490.1
OG0006346	FGIG_05271	TREG1_123220.1
OG0006347	FGIG_05292	TREG1_38020.1
OG0006348	FGIG_05327	TREG1_36210.1
OG0006349	FGIG_05354, FGIG_05355	TREG1_6770.1
OG0006350	FGIG_05372, FGIG_05373	TREG1_47200.1
OG0006351	FGIG_05380	TREG1_100280.1
OG0006352	FGIG_05416	TREG1_14490.1, TREG1_14490.2
OG0006353	FGIG_05427	TREG1_95890.1
OG0006354	FGIG_05431	TREG1_103420.1
OG0006355	FGIG_05443	TREG1_64390.1, TREG1_64390.2
OG0006356	FGIG_05477	TREG1_109530.1
OG0006357	FGIG_05499	TREG1_117440.1
OG0006358	FGIG_05606	TREG1_30420.1
OG0006359	FGIG_05685, FGIG_05684	TREG1_65280.1
OG0006361	FGIG_05695	TREG1_61720.1
OG0006362	FGIG_05758	TREG1_22420.1, TREG1_22420.2
OG0006363	FGIG_05842	TREG1_15430.2, TREG1_15430.1, TREG1_15430.3
OG0006364	FGIG_05846	TREG1_114670.1
OG0006365	FGIG_05854	TREG1_23830.1, TREG1_23830.2
OG0006366	FGIG_05942	TREG1_73710.1
OG0006367	FGIG_06038	TREG1_99510.1, TREG1_99510.2
OG0006368	FGIG_06056	TREG1_85630.1
OG0006369	FGIG_06074	TREG1_116420.1, TREG1_116430.1
OG0006370	FGIG_06179	TREG1_99920.1, TREG1_99920.2
OG0006371	FGIG_06220	TREG1_111120.1
OG0006373	FGIG_06266	TREG1_104460.1, TREG1_104460.2
OG0006374	FGIG_06368	TREG1_68590.1
OG0006375	FGIG_06379	TREG1_24390.1
OG0006376	FGIG_12584, FGIG_06425	TREG1_120600.1
OG0006377	FGIG_06440	TREG1_88130.1, TREG1_88130.2
OG0006378	FGIG_06445, FGIG_06444	TREG1_71460.1
OG0006379	FGIG_06453	TREG1_121900.1
OG0006380	FGIG_06551	TREG1_119440.1, TREG1_119440.2
OG0006381	FGIG_06561	TREG1_107180.1, TREG1_100040.4, TREG1_100040.3, TREG1_100040.2, TREG1_100040.1
OG0006382	FGIG_06574	TREG1_116850.1
OG0006383	FGIG_06621	TREG1_111660.1
OG0006384	FGIG_06626	TREG1_80830.1
OG0006385	FGIG_06657	TREG1_16740.1
OG0006386	FGIG_06699	TREG1_77390.1
OG0006387	FGIG_06734, FGIG_12424	TREG1_104180.1
OG0006388	FGIG_06755	TREG1_87370.1
OG0006389	FGIG_06771	TREG1_117370.1
OG0006390	FGIG_06827	TREG1_82780.1, TREG1_82780.2
OG0006391	FGIG_07033, FGIG_06828	TREG1_82770.1, TREG1_82760.1
OG0006392	FGIG_10067, FGIG_06830	TREG1_135120.1
OG0006393	FGIG_06928	TREG1_92630.1, TREG1_94500.1
OG0006394	FGIG_06942	TREG1_64780.1, TREG1_64780.2
OG0006395	FGIG_06992	TREG1_8330.1
OG0006396	FGIG_06995	TREG1_21760.1
OG0006397	FGIG_07001	TREG1_108450.1, TREG1_108450.2
OG0006398	FGIG_07086	TREG1_17410.1, TREG1_18540.1
OG0006399	FGIG_07120	TREG1_30040.1
OG0006400	FGIG_07283	TREG1_106390.1
OG0006401	FGIG_07310	TREG1_72190.1
OG0006402	FGIG_07313	TREG1_48480.1
OG0006403	FGIG_07437	TREG1_560.1
OG0006404	FGIG_07473	TREG1_58560.1
OG0006405	FGIG_07477	TREG1_65350.1
OG0006406	FGIG_07578	TREG1_65440.1, TREG1_65440.2, TREG1_65440.3
OG0006407	FGIG_07582	TREG1_24540.1, TREG1_24540.2, TREG1_24540.3, TREG1_24540.4
OG0006408	FGIG_07627	TREG1_105120.1
OG0006409	FGIG_07688	TREG1_64690.1
OG0006410	FGIG_07709	TREG1_14420.1, TREG1_93770.1
OG0006411	FGIG_07733	TREG1_9940.1
OG0006412	FGIG_07743, FGIG_07742	TREG1_13750.1
OG0006413	FGIG_07840	TREG1_129190.1
OG0006414	FGIG_07937	TREG1_122010.1
OG0006415	FGIG_08006	TREG1_60390.1
OG0006416	FGIG_08033	TREG1_85390.1
OG0006417	FGIG_08055	TREG1_76730.1
OG0006418	FGIG_08067	TREG1_11140.2, TREG1_11140.1
OG0006419	FGIG_08105	TREG1_37250.1, TREG1_37260.1, TREG1_37260.2, TREG1_37260.4, TREG1_37260.3
OG0006420	FGIG_08164	TREG1_83370.1
OG0006421	FGIG_08200	TREG1_13100.1
OG0006422	FGIG_08202	TREG1_122900.1
OG0006423	FGIG_08206, FGIG_10667	TREG1_114860.1, TREG1_114790.1
OG0006424	FGIG_08208	TREG1_67860.1
OG0006425	FGIG_08311	TREG1_108330.1
OG0006426	FGIG_08358	TREG1_16170.1
OG0006427	FGIG_08359	TREG1_53200.1
OG0006428	FGIG_08397	TREG1_10430.1
OG0006429	FGIG_08439	TREG1_7870.1
OG0006430	FGIG_08457	TREG1_13040.1, TREG1_13040.2, TREG1_13040.3
OG0006431	FGIG_08615	TREG1_129390.1, TREG1_129390.2
OG0006432	FGIG_08656	TREG1_109860.1
OG0006433	FGIG_08752	TREG1_42430.1
OG0006434	FGIG_08760	TREG1_130520.1
OG0006435	FGIG_08771	TREG1_111710.1
OG0006436	FGIG_08796	TREG1_94370.1
OG0006437	FGIG_08799	TREG1_124820.1, TREG1_124820.2
OG0006438	FGIG_08851	TREG1_106930.1
OG0006439	FGIG_08865	TREG1_35310.1, TREG1_14790.1
OG0006440	FGIG_08876	TREG1_76450.5, TREG1_76590.1
OG0006441	FGIG_08947	TREG1_135020.1, TREG1_135020.2, TREG1_135090.1
OG0006442	FGIG_08983	TREG1_36930.1, TREG1_36930.2, TREG1_36930.3
OG0006443	FGIG_09051	TREG1_15100.1
OG0006444	FGIG_09053	TREG1_129110.1
OG0006445	FGIG_09103	TREG1_97850.1, TREG1_97860.1
OG0006446	FGIG_09224	TREG1_66770.1
OG0006448	FGIG_09313	TREG1_7690.1
OG0006449	FGIG_09359	TREG1_58450.1
OG0006450	FGIG_09392	TREG1_15590.1, TREG1_15590.2, TREG1_15590.3
OG0006451	FGIG_09470	TREG1_99980.1
OG0006452	FGIG_09553	TREG1_75900.1
OG0006453	FGIG_09566	TREG1_94600.1
OG0006454	FGIG_09585	TREG1_5800.1
OG0006455	FGIG_09741	TREG1_74620.1
OG0006456	FGIG_09749	TREG1_1640.1
OG0006457	FGIG_09819	TREG1_61670.1
OG0006458	FGIG_09840	TREG1_89720.1, TREG1_89720.2, TREG1_89720.3
OG0006459	FGIG_09859	TREG1_74830.1
OG0006460	FGIG_09902	TREG1_87870.1
OG0006461	FGIG_09992	TREG1_121800.1
OG0006462	FGIG_10029	TREG1_75070.1
OG0006463	FGIG_10092	TREG1_86840.1
OG0006464	FGIG_10128	TREG1_24010.1
OG0006465	FGIG_11121, FGIG_10158	TREG1_107160.1
OG0006466	FGIG_10266	TREG1_119020.1
OG0006467	FGIG_10308	TREG1_72040.1
OG0006468	FGIG_10393	TREG1_42240.1, TREG1_42250.1, TREG1_42250.2
OG0006469	FGIG_10433	TREG1_14660.1
OG0006470	FGIG_10447	TREG1_78550.1, TREG1_78550.2, TREG1_78550.3
OG0006471	FGIG_10483	TREG1_117550.1, TREG1_117550.2
OG0006472	FGIG_10666	TREG1_117670.1
OG0006473	FGIG_10705	TREG1_85160.1
OG0006474	FGIG_10869	TREG1_81260.1
OG0006475	FGIG_10891	TREG1_30200.1, TREG1_30200.2
OG0006476	FGIG_11046	TREG1_13080.1
OG0006477	FGIG_11156, FGIG_11891	TREG1_33710.1
OG0006478	FGIG_11160	TREG1_19600.1, TREG1_19600.2, TREG1_19600.3
OG0006479	FGIG_11625, FGIG_11182	TREG1_39450.1, TREG1_39450.2, TREG1_39450.3, TREG1_39450.4, TREG1_39450.5, TREG1_39450.6, TREG1_39450.7, TREG1_39450.8
OG0006480	FGIG_11325	TREG1_102290.1
OG0006481	FGIG_11497, FGIG_11646	TREG1_88440.1
OG0006482	FGIG_11570, FGIG_14000	TREG1_14950.1, TREG1_14950.2
OG0006483	FGIG_11611	TREG1_86230.1
OG0006484	FGIG_11727	TREG1_96370.3, TREG1_96370.1, TREG1_96370.2, TREG1_96370.4
OG0006485	FGIG_11740	TREG1_12760.1, TREG1_12760.2
OG0006486	FGIG_11752	TREG1_26720.1
OG0006487	FGIG_11778, FGIG_11777	TREG1_106270.1
OG0006488	FGIG_11860	TREG1_17000.1
OG0006489	FGIG_11976	TREG1_30390.1, TREG1_30390.2, TREG1_30390.3
OG0006490	FGIG_12128	TREG1_7420.1
OG0006491	FGIG_12211	TREG1_116470.1
OG0006492	FGIG_12231	TREG1_54170.1
OG0006493	FGIG_12248	TREG1_32390.1
OG0006494	FGIG_12351	TREG1_86400.1
OG0006495	FGIG_12377	TREG1_113590.1, TREG1_19410.1, TREG1_19420.1
OG0006496	FGIG_12617	TREG1_36090.1, TREG1_36090.2
OG0006543	FGIG_00006, FGIG_11678	TREG1_115290.1
OG0006544	FGIG_00078	TREG1_135600.1, TREG1_135630.1
OG0006546	FGIG_00243	TREG1_122430.1
OG0006547	FGIG_00317	TREG1_64980.1, TREG1_64980.2, TREG1_64980.3
OG0006548	FGIG_04759, FGIG_00371, FGIG_04671	TREG1_130740.1
OG0006549	FGIG_00449	TREG1_93670.1
OG0006550	FGIG_12407, FGIG_00553	TREG1_74930.1
OG0006551	FGIG_00601	TREG1_107280.1, TREG1_107280.2
OG0006552	FGIG_00623	TREG1_20910.1
OG0006553	FGIG_00662	TREG1_102620.1
OG0006554	FGIG_00767	TREG1_34520.1
OG0006555	FGIG_00808	TREG1_129050.1
OG0006556	FGIG_00982	TREG1_69610.1, TREG1_69620.1
OG0006557	FGIG_00988	TREG1_83720.1
OG0006558	FGIG_01077	TREG1_95660.1, TREG1_95650.1
OG0006559	FGIG_01134	TREG1_4020.1
OG0006560	FGIG_01138	TREG1_59700.1
OG0006561	FGIG_01187	TREG1_85720.1, TREG1_85720.2
OG0006562	FGIG_01192	TREG1_15260.1, TREG1_15260.2
OG0006563	FGIG_01200	TREG1_120440.1
OG0006564	FGIG_01264	TREG1_57890.1
OG0006565	FGIG_08143, FGIG_01311	TREG1_17500.1
OG0006566	FGIG_01314	TREG1_46160.1
OG0006567	FGIG_01360	TREG1_49160.1
OG0006568	FGIG_01394	TREG1_28380.1
OG0006569	FGIG_01437	TREG1_46370.1
OG0006570	FGIG_01459, FGIG_01458	TREG1_73340.1
OG0006571	FGIG_01508	TREG1_85700.1
OG0006572	FGIG_01547	TREG1_62260.1
OG0006573	FGIG_01594	TREG1_10050.1
OG0006574	FGIG_01597	TREG1_89710.1
OG0006575	FGIG_01608	TREG1_78090.1
OG0006576	FGIG_01614	TREG1_79290.1
OG0006577	FGIG_01753	TREG1_44000.1
OG0006578	FGIG_01891	TREG1_63950.1, TREG1_63950.2, TREG1_63950.3
OG0006579	FGIG_02083	TREG1_42050.1
OG0006580	FGIG_02087	TREG1_101950.1
OG0006581	FGIG_02181	TREG1_59710.1, TREG1_59710.2
OG0006582	FGIG_02231	TREG1_53010.1
OG0006583	FGIG_02247	TREG1_120110.1
OG0006584	FGIG_02271	TREG1_129120.1
OG0006585	FGIG_02288	TREG1_19390.1
OG0006586	FGIG_02291	TREG1_43090.1, TREG1_43110.1, TREG1_43110.2
OG0006587	FGIG_02307	TREG1_65750.1, TREG1_33770.1, TREG1_108790.1, TREG1_107020.1, TREG1_104140.1, TREG1_33960.1, TREG1_74980.1, TREG1_96790.1, TREG1_84940.1, TREG1_109340.1, TREG1_101620.1, TREG1_57980.1, TREG1_78700.1, TREG1_111850.1, TREG1_98890.1, TREG1_123700.1, TREG1_3560.1, TREG1_93570.1
OG0006588	FGIG_02309	TREG1_18290.1
OG0006589	FGIG_02349, FGIG_08384	TREG1_28800.1, TREG1_28800.2
OG0006590	FGIG_02351	TREG1_28770.1
OG0006592	FGIG_02535	TREG1_115600.1
OG0006593	FGIG_02570	TREG1_95130.1
OG0006594	FGIG_02673	TREG1_138240.1
OG0006595	FGIG_02674	TREG1_67620.1
OG0006596	FGIG_02752	TREG1_2290.1
OG0006597	FGIG_02773	TREG1_106170.1
OG0006598	FGIG_02915	TREG1_133390.1
OG0006599	FGIG_07064, FGIG_03010	TREG1_32700.1
OG0006600	FGIG_03034	TREG1_109810.1, TREG1_138170.1
OG0006601	FGIG_03122, FGIG_06369	TREG1_68860.1
OG0006602	FGIG_03176	TREG1_31500.1, TREG1_31500.2
OG0006603	FGIG_03226	TREG1_133020.1
OG0006604	FGIG_03234	TREG1_74340.1
