Orthogroup	fasciola_gigantica	schistosoma_haematobium
OG0005954	FGIG_02792, FGIG_02793	SHAE2_22710.1
OG0005955	FGIG_02795	SHAE2_96740.1, SHAE2_103300.1
OG0005956	FGIG_02874	SHAE2_32720.1
OG0005957	FGIG_02923, FGIG_12620	SHAE2_26480.1
OG0005958	FGIG_02947	SHAE2_78630.1, SHAE2_78630.2
OG0005959	FGIG_10953, FGIG_03057	SHAE2_42190.1
OG0005960	FGIG_03072	SHAE2_90570.1
OG0005961	FGIG_03134	SHAE2_72980.1
OG0005962	FGIG_03169	SHAE2_98050.1
OG0005963	FGIG_03185	SHAE2_66560.1, SHAE2_66560.2
OG0005964	FGIG_03336	SHAE2_34470.1
OG0005965	FGIG_03377	SHAE2_22520.1
OG0005966	FGIG_03397	SHAE2_92680.1
OG0005967	FGIG_03402	SHAE2_77390.1, SHAE2_77390.2
OG0005968	FGIG_03422	SHAE2_15360.1
OG0005969	FGIG_03460	SHAE2_46150.1, SHAE2_46150.2, SHAE2_46150.3
OG0005970	FGIG_03509	SHAE2_23970.1
OG0005971	FGIG_03517	SHAE2_28060.3, SHAE2_28060.1, SHAE2_28060.2
OG0005972	FGIG_03528	SHAE2_57430.1
OG0005973	FGIG_03547	SHAE2_47140.1
OG0005974	FGIG_03599	SHAE2_24320.1
OG0005975	FGIG_03738	SHAE2_75540.1
OG0005976	FGIG_03761	SHAE2_32980.1
OG0005977	FGIG_03775	SHAE2_55290.1
OG0005978	FGIG_03813	SHAE2_91620.1
OG0005979	FGIG_07288	SHAE2_30410.1
OG0005980	FGIG_03874	SHAE2_59880.1
OG0005981	FGIG_03938	SHAE2_98570.4, SHAE2_98570.2, SHAE2_98570.1, SHAE2_98570.3
OG0005982	FGIG_04451, FGIG_03984	SHAE2_68890.1
OG0005983	FGIG_04068	SHAE2_51770.1
OG0005984	FGIG_04138	SHAE2_69810.1
OG0005985	FGIG_04144	SHAE2_30290.1
OG0005986	FGIG_04149	SHAE2_22660.1, SHAE2_22660.2
OG0005987	FGIG_04150	SHAE2_22650.1
OG0005988	FGIG_04190	SHAE2_101360.1
OG0005989	FGIG_04194	SHAE2_85850.1
OG0005990	FGIG_04223	SHAE2_59850.1
OG0005991	FGIG_04280, FGIG_04281	SHAE2_57450.1
OG0005992	FGIG_04441, FGIG_04442	SHAE2_50520.1
OG0005993	FGIG_04467	SHAE2_82320.1
OG0005994	FGIG_04549	SHAE2_56990.1
OG0005995	FGIG_04658	SHAE2_74900.1
OG0005996	FGIG_04704	SHAE2_21440.1, SHAE2_21440.2
OG0005997	FGIG_04767	SHAE2_1330.1
OG0005998	FGIG_04782	SHAE2_51210.1
OG0005999	FGIG_04792	SHAE2_84500.1
OG0006000	FGIG_04908	SHAE2_14060.1
OG0006001	FGIG_04923	SHAE2_93160.1
OG0006002	FGIG_04934	SHAE2_55180.1
OG0006003	FGIG_04947	SHAE2_37320.1, SHAE2_37320.2
OG0006004	FGIG_05064	SHAE2_52960.1
OG0006005	FGIG_05077	SHAE2_77520.1
OG0006006	FGIG_05083	SHAE2_49680.1
OG0006007	FGIG_05106	SHAE2_22470.1
OG0006008	FGIG_05169	SHAE2_76020.1
OG0006009	FGIG_05208	SHAE2_87320.1, SHAE2_87320.2, SHAE2_87320.3
OG0006010	FGIG_05229	SHAE2_86510.1
OG0006011	FGIG_05267, FGIG_05266	SHAE2_69340.1
OG0006012	FGIG_05389	SHAE2_70580.1, SHAE2_70580.2
OG0006013	FGIG_05439	SHAE2_24030.1
OG0006014	FGIG_05518	SHAE2_78970.1
OG0006015	FGIG_05536	SHAE2_79570.2
OG0006016	FGIG_05545	SHAE2_83790.1
OG0006017	FGIG_05546	SHAE2_83810.1
OG0006018	FGIG_05580	SHAE2_94540.1
OG0006019	FGIG_05585	SHAE2_90520.1
OG0006020	FGIG_05785	SHAE2_22210.1, SHAE2_22210.2
OG0006021	FGIG_05799	SHAE2_80590.1
OG0006022	FGIG_05880	SHAE2_66100.1
OG0006023	FGIG_05909	SHAE2_20670.1
OG0006024	FGIG_05917	SHAE2_50300.1
OG0006025	FGIG_05927	SHAE2_16700.1
OG0006026	FGIG_05938	SHAE2_1450.1
OG0006027	FGIG_05950	SHAE2_26950.1
OG0006028	FGIG_05989	SHAE2_52700.1, SHAE2_52700.2
OG0006029	FGIG_06002	SHAE2_59650.1
OG0006030	FGIG_06162	SHAE2_37230.1
OG0006031	FGIG_06250	SHAE2_21370.1
OG0006032	FGIG_06304, FGIG_06303	SHAE2_12060.1
OG0006033	FGIG_06351	SHAE2_44080.1
OG0006034	FGIG_06449	SHAE2_46340.1
OG0006035	FGIG_06455	SHAE2_59570.1
OG0006036	FGIG_06523	SHAE2_87820.1
OG0006037	FGIG_06532	SHAE2_89560.1
OG0006038	FGIG_06567	SHAE2_46290.1
OG0006039	FGIG_06568	SHAE2_54180.1, SHAE2_54180.2
OG0006040	FGIG_06651	SHAE2_61130.1, SHAE2_61360.1
OG0006041	FGIG_06792	SHAE2_30520.5, SHAE2_30520.2, SHAE2_30520.3, SHAE2_30520.4, SHAE2_30520.1
OG0006042	FGIG_06799	SHAE2_33730.1
OG0006043	FGIG_06821	SHAE2_20450.1
OG0006044	FGIG_06839, FGIG_09285	SHAE2_73460.1
OG0006045	FGIG_06858	SHAE2_39020.1
OG0006046	FGIG_06859	SHAE2_14850.1
OG0006047	FGIG_06862	SHAE2_102750.1
OG0006048	FGIG_06901	SHAE2_8620.1
OG0006049	FGIG_06934	SHAE2_43490.1
OG0006050	FGIG_06979	SHAE2_65550.1
OG0006051	FGIG_07294	SHAE2_7690.2, SHAE2_7690.1, SHAE2_7690.3
OG0006052	FGIG_07314, FGIG_08950	SHAE2_77230.1
OG0006053	FGIG_07403	SHAE2_71890.1
OG0006054	FGIG_07424	SHAE2_67960.1
OG0006055	FGIG_07555, FGIG_12414	SHAE2_5250.1
OG0006056	FGIG_07596	SHAE2_16780.1, SHAE2_16780.3, SHAE2_16780.2
OG0006057	FGIG_07603	SHAE2_32830.1
OG0006058	FGIG_07629	SHAE2_19990.1
OG0006059	FGIG_07642	SHAE2_77080.3, SHAE2_77080.4, SHAE2_77080.2, SHAE2_77080.1
OG0006060	FGIG_07735	SHAE2_3840.1, SHAE2_3840.2, SHAE2_3840.3
OG0006061	FGIG_07737	SHAE2_90420.1
OG0006062	FGIG_07768, FGIG_07767	SHAE2_38570.1, SHAE2_38570.2
OG0006063	FGIG_07773	SHAE2_48090.1
OG0006064	FGIG_07837	SHAE2_74270.1
OG0006065	FGIG_09557	SHAE2_14220.1
OG0006066	FGIG_07957, FGIG_07958	SHAE2_11030.1
OG0006067	FGIG_07984	SHAE2_46160.1, SHAE2_46160.3, SHAE2_46160.2
OG0006068	FGIG_08132	SHAE2_43910.1, SHAE2_43910.2
OG0006069	FGIG_08136	SHAE2_37030.1
OG0006070	FGIG_08226	SHAE2_70690.1
OG0006071	FGIG_08258	SHAE2_81170.1
OG0006072	FGIG_08317	SHAE2_87520.1
OG0006073	FGIG_08326	SHAE2_55960.1
OG0006075	FGIG_08364	SHAE2_28050.1
OG0006076	FGIG_08367, FGIG_12133	SHAE2_54170.1
OG0006077	FGIG_08374	SHAE2_44740.1
OG0006078	FGIG_08424	SHAE2_26980.1
OG0006079	FGIG_08462	SHAE2_55080.1
OG0006080	FGIG_08479	SHAE2_34970.1
OG0006081	FGIG_08526	SHAE2_2070.1
OG0006082	FGIG_08527	SHAE2_44590.1
OG0006083	FGIG_08563	SHAE2_89200.1
OG0006084	FGIG_08568	SHAE2_25100.1
OG0006085	FGIG_10779, FGIG_08613	SHAE2_77700.1
OG0006086	FGIG_08731	SHAE2_26730.1, SHAE2_26730.2
OG0006087	FGIG_08787	SHAE2_42030.1
OG0006088	FGIG_08882	SHAE2_75420.1
OG0006089	FGIG_08956	SHAE2_13100.1
OG0006090	FGIG_08982	SHAE2_96990.1
OG0006091	FGIG_09009	SHAE2_84850.1
OG0006092	FGIG_09050	SHAE2_15600.1
OG0006093	FGIG_09188	SHAE2_58130.3, SHAE2_58130.1, SHAE2_58130.4, SHAE2_58130.2
OG0006094	FGIG_09274	SHAE2_54430.1
OG0006095	FGIG_09620	SHAE2_86350.1, SHAE2_86350.2
OG0006096	FGIG_09689	SHAE2_21010.1
OG0006097	FGIG_09715	SHAE2_81160.1
OG0006098	FGIG_09726	SHAE2_27570.1
OG0006099	FGIG_09757	SHAE2_7870.1
OG0006100	FGIG_09760	SHAE2_19300.1
OG0006101	FGIG_09771	SHAE2_40350.1
OG0006102	FGIG_09799	SHAE2_82520.1, SHAE2_82520.2
OG0006103	FGIG_09897, FGIG_09898	SHAE2_40950.1
OG0006104	FGIG_09904	SHAE2_70950.1, SHAE2_70950.2, SHAE2_70950.3
OG0006105	FGIG_09948	SHAE2_86230.2, SHAE2_86230.1
OG0006106	FGIG_09973	SHAE2_63840.1
OG0006107	FGIG_09976	SHAE2_78710.1
OG0006108	FGIG_10009	SHAE2_103210.1
OG0006109	FGIG_10044	SHAE2_74570.1
OG0006110	FGIG_10049	SHAE2_95720.3, SHAE2_95720.1, SHAE2_95720.2
OG0006111	FGIG_10113	SHAE2_2350.1
OG0006112	FGIG_10226	SHAE2_93150.1
OG0006113	FGIG_10252	SHAE2_4260.1
OG0006114	FGIG_10556, FGIG_10273	SHAE2_99060.1, SHAE2_99060.2
OG0006116	FGIG_10344	SHAE2_50590.1
OG0006117	FGIG_10442	SHAE2_59780.1
OG0006118	FGIG_10496	SHAE2_60060.1
OG0006119	FGIG_10529	SHAE2_57990.2, SHAE2_57990.3, SHAE2_57990.1
OG0006120	FGIG_10569	SHAE2_45270.1
OG0006121	FGIG_10579	SHAE2_24440.1, SHAE2_24440.2
OG0006122	FGIG_10586	SHAE2_31860.1
OG0006123	FGIG_10590	SHAE2_64290.1
OG0006125	FGIG_10662	SHAE2_78860.1
OG0006126	FGIG_10703	SHAE2_66160.1
OG0006127	FGIG_10725	SHAE2_45950.1
OG0006128	FGIG_10751	SHAE2_39960.1
OG0006129	FGIG_11814, FGIG_10752	SHAE2_15250.3, SHAE2_15250.1, SHAE2_15250.2
OG0006130	FGIG_10821, FGIG_10822	SHAE2_30270.1
OG0006131	FGIG_10927, FGIG_13984	SHAE2_67160.1
OG0006132	FGIG_10944, FGIG_10943	SHAE2_54790.2, SHAE2_54790.1, SHAE2_54790.3
OG0006133	FGIG_10962	SHAE2_73530.1, SHAE2_73530.2
OG0006134	FGIG_10976	SHAE2_22830.1
OG0006135	FGIG_10981	SHAE2_2260.1
OG0006136	FGIG_11014, FGIG_11188	SHAE2_81210.1
OG0006137	FGIG_11021	SHAE2_22290.1
OG0006138	FGIG_11023	SHAE2_8340.1
OG0006139	FGIG_11069	SHAE2_15110.1
OG0006140	FGIG_11074	SHAE2_77830.1
OG0006141	FGIG_11129	SHAE2_32910.1
OG0006142	FGIG_12241, FGIG_11164	SHAE2_83970.1
OG0006143	FGIG_11445, FGIG_11237	SHAE2_20780.1, SHAE2_20780.2
OG0006144	FGIG_11242	SHAE2_65050.1
OG0006145	FGIG_11257	SHAE2_41800.1
OG0006146	FGIG_11274	SHAE2_82390.1
OG0006147	FGIG_11300	SHAE2_93610.1
OG0006148	FGIG_11321	SHAE2_73620.1
OG0006149	FGIG_11387	SHAE2_7770.1, SHAE2_7770.2
OG0006150	FGIG_11446	SHAE2_34040.3, SHAE2_34040.1, SHAE2_34040.2
OG0006151	FGIG_11455	SHAE2_44500.1, SHAE2_44500.2
OG0006152	FGIG_11474	SHAE2_94610.1
OG0006153	FGIG_11530	SHAE2_64470.1, SHAE2_64470.2
OG0006154	FGIG_11547	SHAE2_91450.1
OG0006155	FGIG_11830	SHAE2_23380.1, SHAE2_23380.2
OG0006156	FGIG_11874	SHAE2_81230.1, SHAE2_81230.2, SHAE2_81230.3
OG0006157	FGIG_11878	SHAE2_47870.1, SHAE2_47870.2
OG0006158	FGIG_11954	SHAE2_22320.1
OG0006159	FGIG_12040	SHAE2_25740.1
OG0006160	FGIG_12105	SHAE2_18610.1
OG0006161	FGIG_12166	SHAE2_90310.1
OG0006162	FGIG_12313	SHAE2_21170.1
OG0006163	FGIG_12372	SHAE2_1920.1
OG0006164	FGIG_12474	SHAE2_560.1
OG0006166	FGIG_12529	SHAE2_50680.1
OG0006167	FGIG_12579	SHAE2_86130.1, SHAE2_86150.1
OG0006168	FGIG_12633	SHAE2_95820.1
OG0006226	FGIG_00055, FGIG_06305	SHAE2_12050.1
OG0006227	FGIG_00060	SHAE2_13290.1
OG0006228	FGIG_00068	SHAE2_28620.1
OG0006229	FGIG_00075	SHAE2_17820.1, SHAE2_17820.2
OG0006230	FGIG_00139, FGIG_09738, FGIG_02679	SHAE2_98430.1
OG0006231	FGIG_00166	SHAE2_43570.1
OG0006233	FGIG_00324	SHAE2_47150.1
OG0006234	FGIG_00325	SHAE2_15900.1
OG0006235	FGIG_00406, FGIG_00424, FGIG_00421	SHAE2_27970.1
OG0006236	FGIG_00448	SHAE2_73440.1
OG0006237	FGIG_00450	SHAE2_43160.1
OG0006238	FGIG_00472	SHAE2_33910.1
OG0006239	FGIG_00474	SHAE2_81630.2, SHAE2_81630.1
OG0006240	FGIG_00494, FGIG_00495	SHAE2_87790.1
OG0006241	FGIG_00551	SHAE2_59390.2, SHAE2_59390.1
OG0006242	FGIG_12664, FGIG_00622	SHAE2_16830.1
OG0006243	FGIG_00637	SHAE2_46920.1
OG0006244	FGIG_00766	SHAE2_73770.1
OG0006245	FGIG_00777, FGIG_00776	SHAE2_58490.1
OG0006246	FGIG_00799	SHAE2_85340.2, SHAE2_85340.1
OG0006247	FGIG_00862	SHAE2_94500.1
OG0006248	FGIG_00890	SHAE2_96420.1
OG0006249	FGIG_00933	SHAE2_48960.1
OG0006250	FGIG_00958	SHAE2_35920.1, SHAE2_35920.2
OG0006251	FGIG_01056	SHAE2_18410.1
OG0006252	FGIG_01080	SHAE2_37350.1
OG0006253	FGIG_09181, FGIG_01105	SHAE2_94770.1
OG0006254	FGIG_01121	SHAE2_2550.1
OG0006255	FGIG_01124	SHAE2_38730.1
OG0006256	FGIG_01136	SHAE2_42850.1
OG0006257	FGIG_04631, FGIG_01141	SHAE2_99190.1
OG0006258	FGIG_01246	SHAE2_71310.1
OG0006259	FGIG_01260, FGIG_01261	SHAE2_94670.1
OG0006260	FGIG_01269	SHAE2_26350.1
OG0006261	FGIG_01386, FGIG_01385	SHAE2_81050.1
OG0006262	FGIG_01406	SHAE2_72960.1
OG0006263	FGIG_01444, FGIG_06726	SHAE2_89290.1
OG0006264	FGIG_01450	SHAE2_82150.1
OG0006265	FGIG_01474	SHAE2_25080.1
OG0006266	FGIG_01521, FGIG_01522	SHAE2_53950.1
OG0006267	FGIG_01531	SHAE2_43650.1
OG0006268	FGIG_01654	SHAE2_89400.1
OG0006269	FGIG_01663	SHAE2_51570.1
OG0006270	FGIG_01788	SHAE2_18430.1
OG0006271	FGIG_01813	SHAE2_21600.1, SHAE2_21600.2
OG0006272	FGIG_01877	SHAE2_11410.1, SHAE2_11410.2
OG0006273	FGIG_01880	SHAE2_47310.1
OG0006274	FGIG_01909	SHAE2_48380.1
OG0006275	FGIG_02097	SHAE2_84720.1
OG0006276	FGIG_02118	SHAE2_90950.1
OG0006277	FGIG_02172	SHAE2_46940.1
OG0006278	FGIG_02173	SHAE2_89930.1
OG0006279	FGIG_02204	SHAE2_43010.1
OG0006280	FGIG_02259	SHAE2_13750.1
OG0006281	FGIG_02319	SHAE2_34670.1
OG0006282	FGIG_02396	SHAE2_82220.1
OG0006283	FGIG_02470	SHAE2_44380.1
OG0006284	FGIG_02617, FGIG_12218	SHAE2_76620.1, SHAE2_76620.2
OG0006285	FGIG_02631	SHAE2_57480.1
OG0006286	FGIG_02651	SHAE2_66730.1
OG0006287	FGIG_02696	SHAE2_78290.1, SHAE2_78290.2
OG0006288	FGIG_02732, FGIG_02733	SHAE2_78450.1
OG0006289	FGIG_02774	SHAE2_82110.1
OG0006290	FGIG_02808	SHAE2_68960.1
OG0006291	FGIG_02861	SHAE2_65800.1
OG0006292	FGIG_02864	SHAE2_72790.1
OG0006293	FGIG_02873	SHAE2_101480.1
OG0006294	FGIG_02897, FGIG_12580	SHAE2_26810.1
OG0006295	FGIG_02916	SHAE2_100470.1
OG0006296	FGIG_12568, FGIG_02930	SHAE2_43790.1
OG0006297	FGIG_02936, FGIG_02935	SHAE2_28990.1
OG0006298	FGIG_02955	SHAE2_360.1
OG0006299	FGIG_03008	SHAE2_2580.1
OG0006300	FGIG_03043	SHAE2_11230.1, SHAE2_11230.2
OG0006301	FGIG_03060	SHAE2_7830.1
OG0006302	FGIG_03099	SHAE2_57760.1
OG0006303	FGIG_03117	SHAE2_1780.1
OG0006304	FGIG_03123	SHAE2_52420.1
OG0006306	FGIG_03193, FGIG_08482	SHAE2_19860.1
OG0006307	FGIG_03350	SHAE2_38210.1
OG0006308	FGIG_03514	SHAE2_77590.1
OG0006309	FGIG_03636	SHAE2_83200.1
OG0006310	FGIG_03648	SHAE2_6850.1
OG0006311	FGIG_03661	SHAE2_94070.1
OG0006312	FGIG_03684	SHAE2_82010.1
OG0006313	FGIG_03696	SHAE2_80490.1
OG0006314	FGIG_03713	SHAE2_102440.1, SHAE2_75020.1
OG0006315	FGIG_03720	SHAE2_98080.1
OG0006316	FGIG_03811, FGIG_03812	SHAE2_72770.1
OG0006317	FGIG_03875	SHAE2_53250.1
OG0006318	FGIG_03888	SHAE2_53540.1
OG0006319	FGIG_03907, FGIG_03908, FGIG_03906	SHAE2_95800.1
OG0006321	FGIG_04040	SHAE2_1300.1, SHAE2_1300.2
OG0006322	FGIG_04082	SHAE2_59240.1
OG0006323	FGIG_04136	SHAE2_36780.1
OG0006324	FGIG_04163	SHAE2_22890.1
OG0006325	FGIG_04216	SHAE2_6250.1
OG0006326	FGIG_04422, FGIG_04423, FGIG_08169	SHAE2_101330.1
OG0006327	FGIG_04492, FGIG_04491	SHAE2_27160.1
OG0006328	FGIG_04497	SHAE2_62220.1
OG0006329	FGIG_04500	SHAE2_71230.1
OG0006330	FGIG_04553	SHAE2_96320.1
OG0006331	FGIG_04577	SHAE2_63520.1
OG0006332	FGIG_04582	SHAE2_48340.1
OG0006333	FGIG_04670	SHAE2_64160.1
OG0006334	FGIG_04684	SHAE2_87170.1
OG0006335	FGIG_04751	SHAE2_100410.1
OG0006336	FGIG_04777	SHAE2_23930.1
OG0006337	FGIG_04780	SHAE2_17560.1, SHAE2_17570.1
OG0006338	FGIG_04804	SHAE2_22120.1
OG0006339	FGIG_04931	SHAE2_38400.1
OG0006340	FGIG_04957, FGIG_05164	SHAE2_46540.1
OG0006341	FGIG_05004	SHAE2_55010.1
OG0006342	FGIG_05037, FGIG_05036, FGIG_05038	SHAE2_89620.1
OG0006343	FGIG_05060, FGIG_05091	SHAE2_65110.1
OG0006344	FGIG_05103	SHAE2_28240.1
OG0006345	FGIG_05236	SHAE2_75350.1
OG0006346	FGIG_05271	SHAE2_95930.1
OG0006347	FGIG_05292	SHAE2_29930.1
OG0006348	FGIG_05327	SHAE2_48290.1
OG0006349	FGIG_05354, FGIG_05355	SHAE2_10320.1
OG0006350	FGIG_05372, FGIG_05373	SHAE2_40080.2, SHAE2_40080.1, SHAE2_40080.4, SHAE2_40080.3
OG0006351	FGIG_05380	SHAE2_81490.1
OG0006352	FGIG_05416	SHAE2_16400.1
OG0006353	FGIG_05427	SHAE2_74090.1
OG0006354	FGIG_05431	SHAE2_75990.1, SHAE2_75990.2
OG0006355	FGIG_05443	SHAE2_54630.1, SHAE2_54620.1, SHAE2_54620.2
OG0006356	FGIG_05477	SHAE2_83820.1
OG0006357	FGIG_05499	SHAE2_89240.1
OG0006358	FGIG_05606	SHAE2_18060.1, SHAE2_18060.2
OG0006359	FGIG_05685, FGIG_05684	SHAE2_54280.1
OG0006360	FGIG_05687	SHAE2_98300.1
OG0006361	FGIG_05695	SHAE2_57740.1
OG0006362	FGIG_05758	SHAE2_23350.1
OG0006363	FGIG_05842	SHAE2_16060.1
OG0006364	FGIG_05846	SHAE2_87090.1
OG0006365	FGIG_05854	SHAE2_24090.1
OG0006366	FGIG_05942	SHAE2_55930.1
OG0006367	FGIG_06038	SHAE2_74190.1
OG0006368	FGIG_06056	SHAE2_67800.1
OG0006369	FGIG_06074	SHAE2_90400.1, SHAE2_90400.2
OG0006370	FGIG_06179	SHAE2_75660.1
OG0006371	FGIG_06220	SHAE2_85330.1
OG0006372	FGIG_06257	SHAE2_44050.3, SHAE2_44050.1, SHAE2_44050.2
OG0006373	FGIG_06266	SHAE2_83070.1
OG0006374	FGIG_06368	SHAE2_54110.2, SHAE2_54110.1
OG0006375	FGIG_06379	SHAE2_22060.1
OG0006376	FGIG_12584, FGIG_06425	SHAE2_92410.1
OG0006377	FGIG_06440	SHAE2_65610.1, SHAE2_65610.2
OG0006378	FGIG_06445, FGIG_06444	SHAE2_57030.1
OG0006379	FGIG_06453	SHAE2_91530.1
OG0006381	FGIG_06561	SHAE2_79710.1
OG0006382	FGIG_06574	SHAE2_90610.1
OG0006383	FGIG_06621	SHAE2_85750.1
OG0006384	FGIG_06626	SHAE2_63580.1
OG0006385	FGIG_06657	SHAE2_19920.1
OG0006386	FGIG_06699	SHAE2_60080.1
OG0006387	FGIG_06734, FGIG_12424	SHAE2_82810.1
OG0006388	FGIG_06755	SHAE2_63650.1
OG0006389	FGIG_06771	SHAE2_89940.1, SHAE2_89940.2
OG0006390	FGIG_06827	SHAE2_69970.1
OG0006391	FGIG_07033, FGIG_06828	SHAE2_69960.1
OG0006392	FGIG_10067, FGIG_06830	SHAE2_99800.1
OG0006393	FGIG_06928	SHAE2_73820.2, SHAE2_73820.1
OG0006394	FGIG_06942	SHAE2_51320.1
OG0006395	FGIG_06992	SHAE2_15960.1
OG0006396	FGIG_06995	SHAE2_22720.1
OG0006397	FGIG_07001	SHAE2_83330.1
OG0006398	FGIG_07086	SHAE2_6500.1
OG0006399	FGIG_07120	SHAE2_14600.1, SHAE2_14610.1
OG0006400	FGIG_07283	SHAE2_79790.1
OG0006401	FGIG_07310	SHAE2_50400.1
OG0006402	FGIG_07313	SHAE2_28100.1
OG0006403	FGIG_07437	SHAE2_650.1
OG0006404	FGIG_07473	SHAE2_36490.1
OG0006405	FGIG_07477	SHAE2_53470.1, SHAE2_53470.2, SHAE2_53450.1
OG0006406	FGIG_07578	SHAE2_55840.1
OG0006407	FGIG_07582	SHAE2_21630.1
OG0006408	FGIG_07627	SHAE2_80560.1, SHAE2_80560.2, SHAE2_80560.3
OG0006409	FGIG_07688	SHAE2_55120.1
OG0006410	FGIG_07709	SHAE2_1240.1
OG0006411	FGIG_07733	SHAE2_2220.1
OG0006412	FGIG_07743, FGIG_07742	SHAE2_19830.1
OG0006413	FGIG_07840	SHAE2_96400.2, SHAE2_96400.1
OG0006414	FGIG_07937	SHAE2_91430.1
OG0006415	FGIG_08006	SHAE2_26740.1
OG0006416	FGIG_08033	SHAE2_64560.1
OG0006417	FGIG_08055	SHAE2_53340.1
OG0006418	FGIG_08067	SHAE2_10700.1
OG0006419	FGIG_08105	SHAE2_30330.1
OG0006420	FGIG_08164	SHAE2_67900.1
OG0006421	FGIG_08200	SHAE2_6120.1
OG0006422	FGIG_08202	SHAE2_95670.1
OG0006423	FGIG_08206, FGIG_10667	SHAE2_87100.1
OG0006424	FGIG_08208	SHAE2_53430.1, SHAE2_53430.2
OG0006425	FGIG_08311	SHAE2_83140.1
OG0006426	FGIG_08358	SHAE2_22910.1
OG0006427	FGIG_08359	SHAE2_35930.1
OG0006428	FGIG_08397	SHAE2_330.1
OG0006429	FGIG_08439	SHAE2_12770.1
OG0006430	FGIG_08457	SHAE2_3750.1
OG0006431	FGIG_08615	SHAE2_96630.1
OG0006432	FGIG_08656	SHAE2_83520.1
OG0006433	FGIG_08752	SHAE2_45700.1, SHAE2_45700.3, SHAE2_45700.2
OG0006434	FGIG_08760	SHAE2_98540.1
OG0006435	FGIG_08771	SHAE2_85810.1
OG0006436	FGIG_08796	SHAE2_73710.1
OG0006437	FGIG_08799	SHAE2_96930.1
OG0006438	FGIG_08851	SHAE2_81120.1, SHAE2_81120.2
OG0006439	FGIG_08865	SHAE2_15230.1
OG0006440	FGIG_08876	SHAE2_53860.8, SHAE2_53860.9, SHAE2_54020.1
OG0006441	FGIG_08947	SHAE2_101270.1
OG0006442	FGIG_08983	SHAE2_37750.1
OG0006443	FGIG_09051	SHAE2_23530.1, SHAE2_23530.2
OG0006444	FGIG_09053	SHAE2_94420.1
OG0006445	FGIG_09103	SHAE2_74480.1
OG0006446	FGIG_09224	SHAE2_55360.1, SHAE2_55360.2
OG0006447	FGIG_09286	SHAE2_92930.2, SHAE2_92930.3, SHAE2_92930.1
OG0006448	FGIG_09313	SHAE2_5480.1
OG0006449	FGIG_09359	SHAE2_34020.1
OG0006450	FGIG_09392	SHAE2_3000.1
OG0006451	FGIG_09470	SHAE2_75600.1
OG0006452	FGIG_09553	SHAE2_59990.1
OG0006453	FGIG_09566	SHAE2_73760.1
OG0006454	FGIG_09585	SHAE2_11570.1
OG0006455	FGIG_09741	SHAE2_53840.1
OG0006456	FGIG_09749	SHAE2_1970.1
OG0006457	FGIG_09819	SHAE2_57710.1
OG0006458	FGIG_09840	SHAE2_70790.1
OG0006459	FGIG_09859	SHAE2_59440.1
OG0006460	FGIG_09902	SHAE2_69650.1
OG0006461	FGIG_09992	SHAE2_91630.1, SHAE2_91630.2
OG0006463	FGIG_10092	SHAE2_66320.1, SHAE2_66320.2
OG0006464	FGIG_10128	SHAE2_24190.1
OG0006465	FGIG_11121, FGIG_10158	SHAE2_81840.1
OG0006466	FGIG_10266	SHAE2_93380.1
OG0006467	FGIG_10308	SHAE2_12370.1
OG0006468	FGIG_10393	SHAE2_45470.1
OG0006469	FGIG_10433	SHAE2_16660.1
OG0006470	FGIG_10447	SHAE2_62500.1
OG0006471	FGIG_10483	SHAE2_89180.1
OG0006472	FGIG_10666	SHAE2_89150.1
OG0006473	FGIG_10705	SHAE2_66140.1
OG0006474	FGIG_10869	SHAE2_70340.1
OG0006475	FGIG_10891	SHAE2_15290.1
OG0006476	FGIG_11046	SHAE2_3700.1
OG0006477	FGIG_11156, FGIG_11891	SHAE2_29900.1
OG0006478	FGIG_11160	SHAE2_8130.1
OG0006479	FGIG_11625, FGIG_11182	SHAE2_46080.1
OG0006480	FGIG_11325	SHAE2_24400.1
OG0006481	FGIG_11497, FGIG_11646	SHAE2_71410.1
OG0006482	FGIG_11570, FGIG_14000	SHAE2_23580.1
OG0006483	FGIG_11611	SHAE2_64430.1
OG0006484	FGIG_11727	SHAE2_74690.1
OG0006485	FGIG_11740	SHAE2_4900.1, SHAE2_4900.2
OG0006486	FGIG_11752	SHAE2_24410.1
OG0006487	FGIG_11778, FGIG_11777	SHAE2_77940.1
OG0006488	FGIG_11860	SHAE2_18310.1
OG0006489	FGIG_11976	SHAE2_13030.1
OG0006490	FGIG_12128	SHAE2_8280.1, SHAE2_8280.2, SHAE2_8280.3
OG0006491	FGIG_12211	SHAE2_90480.1
OG0006492	FGIG_12231	SHAE2_33780.1
OG0006493	FGIG_12248	SHAE2_25450.1
OG0006494	FGIG_12351	SHAE2_66900.1
OG0006495	FGIG_12377	SHAE2_88970.1
OG0006496	FGIG_12617	SHAE2_48020.1
OG0006543	FGIG_00006, FGIG_11678	SHAE2_87540.1
OG0006544	FGIG_00078	SHAE2_101140.1
OG0006545	FGIG_00183	SHAE2_76150.1
OG0006546	FGIG_00243	SHAE2_95690.1, SHAE2_95690.2
OG0006547	FGIG_00317	SHAE2_51250.1
OG0006548	FGIG_04759, FGIG_00371, FGIG_04671	SHAE2_98390.1
