Orthogroup	schmidtea_mediterranea	trichobilharzia_regenti
OG0005364	h1SMcT0002564.1, h1SMcT0017083.1	TREG1_69550.1
OG0005365	h1SMcT0012090.1	TREG1_15790.1
OG0005367	h1SMcT0021009.1, h1SMcT0022883.1	TREG1_60820.1
OG0005368	h1SMcT0004520.3, h1SMcT0004520.1, h1SMcT0022902.1, h1SMcT0004520.2	TREG1_29140.1, TREG1_29130.1
OG0005369	h1SMcT0016420.1	TREG1_36770.1, TREG1_36770.2
OG0005370	h1SMcT0011999.1	TREG1_36760.1
OG0005371	h1SMcT0001649.1	TREG1_36790.1
OG0005373	h1SMcT0015114.1	TREG1_129060.1
OG0005374	h1SMcT0010137.1, h1SMcT0010137.2	TREG1_27510.1, TREG1_27510.2, TREG1_27510.3
OG0005375	h1SMcT0005341.1	TREG1_64580.1
OG0005376	h1SMcT0009939.1	TREG1_84880.1
OG0005377	h1SMcT0015011.1, h1SMcT0015011.2	TREG1_49280.1
OG0005378	h1SMcT0009657.1	TREG1_40600.1
OG0005379	h1SMcT0013103.1, h1SMcT0013104.1, h1SMcT0013104.2, h1SMcT0013104.3	TREG1_74860.1
OG0005381	h1SMcT0016472.1	TREG1_10970.1, TREG1_10970.2
OG0005382	h1SMcT0004183.1	TREG1_133640.1
OG0005383	h1SMcT0008183.3, h1SMcT0008183.1, h1SMcT0008183.2	TREG1_41330.1, TREG1_41330.2, TREG1_41330.3
OG0005384	h1SMcT0010476.1	TREG1_113430.1, TREG1_113430.2, TREG1_113430.3
OG0005385	h1SMcT0008834.1	TREG1_30380.1
OG0005386	h1SMcT0016783.1	TREG1_51400.1, TREG1_51400.2, TREG1_51400.3
OG0005387	h1SMcT0003956.1, h1SMcT0003956.2	TREG1_37210.1, TREG1_37210.2, TREG1_37210.3
OG0005389	h1SMcT0001253.1, h1SMcT0001253.2	TREG1_62290.1, TREG1_62310.1, TREG1_62300.1
OG0005390	h1SMcT0020536.1, h1SMcT0020536.2	TREG1_134590.1, TREG1_134590.2
OG0005391	h1SMcT0015403.2, h1SMcT0015403.5, h1SMcT0015403.4, h1SMcT0015403.3, h1SMcT0015403.6	TREG1_80260.1, TREG1_80260.3, TREG1_80260.2
OG0005393	h1SMcT0015371.1	TREG1_64300.1
OG0005396	h1SMcT0018694.1	TREG1_14760.1, TREG1_14760.2
OG0005397	h1SMcT0010847.1	TREG1_39310.1
OG0005398	h1SMcT0001541.1	TREG1_39170.1
OG0005401	h1SMcT0005090.1	TREG1_70480.1, TREG1_70480.2
OG0005402	h1SMcT0021158.1, h1SMcT0021158.2	TREG1_72640.1, TREG1_72640.3, TREG1_72640.2
OG0005403	h1SMcT0018277.1	TREG1_41260.1
OG0005404	h1SMcT0019608.1	TREG1_13690.1, TREG1_13690.2
OG0005407	h1SMcT0007418.1	TREG1_66540.1
OG0005408	h1SMcT0004871.1	TREG1_122380.1
OG0005409	h1SMcT0007996.1	TREG1_55140.1
OG0005410	h1SMcT0003115.1, h1SMcT0003115.2	TREG1_11280.1
OG0005412	h1SMcT0009590.1, h1SMcT0009590.2	TREG1_91210.1
OG0005414	h1SMcT0010838.1	TREG1_103120.1
OG0005416	h1SMcT0015697.2	TREG1_54480.1
OG0005419	h1SMcT0003258.1	TREG1_91940.3, TREG1_91940.1, TREG1_91940.2
OG0005422	h1SMcT0012854.1, h1SMcT0022243.1, h1SMcT0022244.1, h1SMcT0022245.1, h1SMcT0022246.1	TREG1_114630.1, TREG1_114630.2, TREG1_114590.1, TREG1_114610.1
OG0005423	h1SMcT0014429.1, h1SMcT0020215.1	TREG1_48280.1
OG0005424	h1SMcT0013767.1	TREG1_136590.1, TREG1_112010.1, TREG1_136580.1
OG0005425	h1SMcT0018078.1	TREG1_112100.1
OG0005427	h1SMcT0014789.1	TREG1_136080.1
OG0005428	h1SMcT0020254.1	TREG1_120510.1, TREG1_130080.1
OG0005429	h1SMcT0006786.1	TREG1_84770.1, TREG1_84770.2
OG0005430	h1SMcT0021869.1, h1SMcT0021869.2	TREG1_31050.1, TREG1_31090.1
OG0005431	h1SMcT0019095.1	TREG1_102360.1, TREG1_102360.2, TREG1_102360.3, TREG1_102360.4, TREG1_102360.5, TREG1_102370.1
OG0005432	h1SMcT0012570.1, h1SMcT0012570.2	TREG1_113210.1
OG0005433	h1SMcT0021246.1, h1SMcT0021246.2	TREG1_102460.1
OG0005434	h1SMcT0015390.1	TREG1_60520.1
OG0005436	h1SMcT0006444.1	TREG1_80010.1
OG0005437	h1SMcT0015933.1	TREG1_80520.1, TREG1_80520.2
OG0005438	h1SMcT0001432.1	TREG1_30400.1
OG0005439	h1SMcT0004501.1, h1SMcT0011381.1, h1SMcT0011381.3, h1SMcT0011381.2	TREG1_36000.1
OG0005440	h1SMcT0018497.1, h1SMcT0018497.2, h1SMcT0018497.3, h1SMcT0018497.4, h1SMcT0018497.5, h1SMcT0019105.1	TREG1_101660.1
OG0005441	h1SMcT0012429.1	TREG1_123650.1
OG0005443	h1SMcT0012006.1, h1SMcT0012006.2	TREG1_84850.1, TREG1_84850.2
OG0005444	h1SMcT0009319.1, h1SMcT0013405.1	TREG1_16280.1
OG0005445	h1SMcT0005226.1	TREG1_109300.1
OG0005446	h1SMcT0000572.1, h1SMcT0000572.2	TREG1_36110.1, TREG1_36110.2
OG0005447	h1SMcT0009078.1	TREG1_89030.1
OG0005450	h1SMcT0022397.4, h1SMcT0022397.2, h1SMcT0022397.1, h1SMcT0022397.3	TREG1_137030.1
OG0005451	h1SMcT0000680.1	TREG1_720.1
OG0005454	h1SMcT0014647.1, h1SMcT0014647.2, h1SMcT0014647.3	TREG1_66500.1
OG0005455	h1SMcT0022412.1	TREG1_65360.1
OG0005462	h1SMcT0005339.1	TREG1_86510.1, TREG1_138410.1, TREG1_79080.1, TREG1_138410.2, TREG1_79080.2
OG0005463	h1SMcT0000925.1, h1SMcT0000925.2	TREG1_29410.1
OG0005464	h1SMcT0004115.1, h1SMcT0022471.1	TREG1_70570.1
OG0005465	h1SMcT0001165.1	TREG1_123840.1, TREG1_123860.1
OG0005466	h1SMcT0010849.1	TREG1_96820.1
OG0005467	h1SMcT0015151.1	TREG1_83330.2, TREG1_83330.1, TREG1_83330.3
OG0005468	h1SMcT0018683.1	TREG1_16010.1
OG0005469	h1SMcT0013802.1, h1SMcT0013802.2	TREG1_91980.1
OG0005470	h1SMcT0009932.3	TREG1_117520.1
OG0005472	h1SMcT0008257.1	TREG1_101480.1
OG0005474	h1SMcT0001968.3, h1SMcT0001968.1, h1SMcT0001968.2	TREG1_57850.1, TREG1_57850.2
OG0005475	h1SMcT0013087.1, h1SMcT0013087.2	TREG1_110190.1
OG0005476	h1SMcT0006388.1	TREG1_41270.1
OG0005477	h1SMcT0003277.2, h1SMcT0003277.3, h1SMcT0003277.4	TREG1_55090.2, TREG1_55090.3, TREG1_55090.1, TREG1_55090.4
OG0005478	h1SMcT0020687.1	TREG1_78920.1, TREG1_78970.1
OG0005479	h1SMcT0011822.1	TREG1_100550.1
OG0005480	h1SMcT0005344.1	TREG1_106250.1
OG0005481	h1SMcT0016500.1	TREG1_13730.1, TREG1_13730.2
OG0005483	h1SMcT0009925.1	TREG1_40930.1
OG0005484	h1SMcT0004462.1, h1SMcT0004462.2, h1SMcT0004462.3	TREG1_24120.1, TREG1_24120.2
OG0005485	h1SMcT0014986.1, h1SMcT0014986.2	TREG1_65560.3, TREG1_65560.1, TREG1_65560.2
OG0005487	h1SMcT0014822.1	TREG1_32600.1, TREG1_32590.1
OG0005489	h1SMcT0016810.1	TREG1_7640.1
OG0005490	h1SMcT0006778.1	TREG1_55380.1
OG0005492	h1SMcT0006678.1	TREG1_127930.1, TREG1_127930.2
OG0005494	h1SMcT0011251.1	TREG1_18970.1
OG0005495	h1SMcT0020597.1	TREG1_109560.1
OG0005499	h1SMcT0021392.1	TREG1_124030.1
OG0005500	h1SMcT0012220.1	TREG1_22380.1
OG0005502	h1SMcT0005357.1	TREG1_134120.3, TREG1_134120.4, TREG1_134120.2, TREG1_134120.1, TREG1_134120.5
OG0005503	h1SMcT0013867.1, h1SMcT0013867.2	TREG1_45090.1
OG0005504	h1SMcT0000351.1, h1SMcT0018978.1	TREG1_113730.1
OG0005505	h1SMcT0006432.1	TREG1_102680.1, TREG1_102680.2
OG0005506	h1SMcT0017432.1, h1SMcT0017432.2, h1SMcT0017432.3	TREG1_125970.1
OG0005507	h1SMcT0004236.1	TREG1_121070.1
OG0005508	h1SMcT0006627.1, h1SMcT0010553.1	TREG1_6440.1
OG0005509	h1SMcT0016419.1	TREG1_133350.1
OG0005510	h1SMcT0021834.1, h1SMcT0021834.2	TREG1_124260.1
OG0005511	h1SMcT0018808.1, h1SMcT0018997.1	TREG1_111610.1
OG0005512	h1SMcT0021450.1, h1SMcT0021450.2	TREG1_8400.1
OG0005513	h1SMcT0022285.1, h1SMcT0022285.2, h1SMcT0022285.3	TREG1_125850.2, TREG1_125850.1, TREG1_125850.3
OG0005514	h1SMcT0015819.1	TREG1_54590.1
OG0005515	h1SMcT0004918.1	TREG1_75560.1
OG0005517	h1SMcT0002906.1	TREG1_84530.1, TREG1_84530.2, TREG1_84530.3, TREG1_84530.4, TREG1_84530.5
OG0005519	h1SMcT0019369.1, h1SMcT0019371.1	TREG1_36700.1
OG0005520	h1SMcT0007962.1	TREG1_84900.1
OG0005521	h1SMcT0004303.1	TREG1_108420.1, TREG1_108410.3, TREG1_108410.2, TREG1_108410.1, TREG1_108430.1, TREG1_108410.5, TREG1_108410.4
OG0005522	h1SMcT0022313.1	TREG1_53540.1, TREG1_53590.2, TREG1_53590.1, TREG1_53590.3
OG0005523	h1SMcT0019034.1, h1SMcT0019034.2	TREG1_117690.1
OG0005524	h1SMcT0011813.1	TREG1_10040.4, TREG1_10040.2, TREG1_10040.3, TREG1_10040.5
OG0005525	h1SMcT0005456.1, h1SMcT0005456.2	TREG1_78680.1
OG0005526	h1SMcT0016565.1	TREG1_55420.1, TREG1_55420.2
OG0005530	h1SMcT0002387.2	TREG1_18210.1, TREG1_18220.2, TREG1_18220.1, TREG1_18220.3
OG0005531	h1SMcT0015758.1, h1SMcT0022643.1	TREG1_11020.1
OG0005532	h1SMcT0013328.1	TREG1_29600.1
OG0005536	h1SMcT0004915.1	TREG1_51840.1
OG0005538	h1SMcT0010184.1, h1SMcT0010184.2	TREG1_68730.1
OG0005539	h1SMcT0012886.1	TREG1_48120.1, TREG1_48120.2
OG0005540	h1SMcT0012099.1, h1SMcT0012099.2	TREG1_86150.1
OG0005544	h1SMcT0020071.1, h1SMcT0020053.1, h1SMcT0020072.1, h1SMcT0020072.3, h1SMcT0020072.2	TREG1_142090.1, TREG1_32730.1
OG0005545	h1SMcT0017986.1, h1SMcT0017986.2	TREG1_9770.6, TREG1_9770.5, TREG1_9770.1, TREG1_9770.2, TREG1_9770.4, TREG1_9770.3
OG0005555	h1SMcT0006507.1, h1SMcT0006507.2, h1SMcT0006507.3, h1SMcT0006507.4	TREG1_27400.1, TREG1_27400.2
OG0005566	h1SMcT0018975.2, h1SMcT0018975.1, h1SMcT0018975.3	TREG1_99220.1
OG0005567	h1SMcT0016108.1	TREG1_14840.1, TREG1_14840.2, TREG1_14840.3
OG0005568	h1SMcT0019427.1, h1SMcT0019427.2	TREG1_103960.1
OG0005569	h1SMcT0017846.1	TREG1_135480.1
OG0005571	h1SMcT0002895.1, h1SMcT0002895.2	TREG1_69230.5, TREG1_69230.2, TREG1_69230.1, TREG1_69230.3, TREG1_69230.4
OG0005572	h1SMcT0013254.1	TREG1_91660.1
OG0005573	h1SMcT0001255.3, h1SMcT0001255.1, h1SMcT0001255.2	TREG1_5910.1
OG0005575	h1SMcT0017162.1, h1SMcT0019740.1, h1SMcT0021537.1, h1SMcT0010862.1	TREG1_91890.1, TREG1_91890.2
OG0005576	h1SMcT0004809.1, h1SMcT0004809.2, h1SMcT0004809.3	TREG1_91920.1
OG0005577	h1SMcT0002264.1, h1SMcT0002264.2	TREG1_122250.1
OG0005578	h1SMcT0008349.1	TREG1_72430.1
OG0005579	h1SMcT0001895.1, h1SMcT0001896.1	TREG1_7530.1, TREG1_7540.1
OG0005580	h1SMcT0014314.1	TREG1_70600.1
OG0005582	h1SMcT0012277.1, h1SMcT0009720.1, h1SMcT0010620.1, h1SMcT0005087.1, h1SMcT0005088.1, h1SMcT0016597.1, h1SMcT0016953.1	TREG1_53360.1
OG0005583	h1SMcT0003795.1, h1SMcT0005282.1, h1SMcT0005283.1	TREG1_121850.1
OG0005584	h1SMcT0006174.1	TREG1_133160.1, TREG1_133160.2
OG0005585	h1SMcT0014311.1, h1SMcT0014311.2, h1SMcT0014311.3	TREG1_131960.1, TREG1_131960.2
OG0005586	h1SMcT0020113.3	TREG1_131970.1
OG0005587	h1SMcT0016635.1, h1SMcT0016635.2	TREG1_138660.1, TREG1_138660.2, TREG1_138660.3
OG0005588	h1SMcT0020288.1, h1SMcT0020288.2, h1SMcT0020288.3, h1SMcT0018528.1, h1SMcT0018528.4, h1SMcT0018528.3, h1SMcT0018528.2	TREG1_48720.1
OG0005589	h1SMcT0013330.1, h1SMcT0013330.2	TREG1_81630.1
OG0005590	h1SMcT0013150.1	TREG1_27770.1, TREG1_27770.2
OG0005591	h1SMcT0013353.1, h1SMcT0013353.2	TREG1_87820.1
OG0005593	h1SMcT0001344.1	TREG1_103410.1, TREG1_103410.2, TREG1_103410.3
OG0005594	h1SMcT0011756.1	TREG1_96640.1, TREG1_96640.2, TREG1_96650.1
OG0005597	h1SMcT0015563.1	TREG1_117620.1, TREG1_117620.2, TREG1_117620.3
OG0005598	h1SMcT0010718.1	TREG1_104740.1
OG0005600	h1SMcT0009864.1	TREG1_24520.1
OG0005602	h1SMcT0011816.1, h1SMcT0011816.2	TREG1_61020.1, TREG1_61020.2
OG0005604	h1SMcT0011971.1	TREG1_49440.1, TREG1_49440.2
OG0005605	h1SMcT0017025.1, h1SMcT0013821.1, h1SMcT0013821.2, h1SMcT0013821.3	TREG1_44480.1
OG0005606	h1SMcT0019319.1	TREG1_97340.1
OG0005607	h1SMcT0000423.1	TREG1_122780.1
OG0005608	h1SMcT0014511.1, h1SMcT0014511.2	TREG1_89460.2, TREG1_89460.1, TREG1_89460.3, TREG1_89460.4
OG0005609	h1SMcT0010262.1	TREG1_84990.1
OG0005612	h1SMcT0018378.1	TREG1_132400.1
OG0005613	h1SMcT0019960.1	TREG1_73490.1
OG0005614	h1SMcT0020599.1	TREG1_48460.1
OG0005615	h1SMcT0003423.1	TREG1_46300.1, TREG1_46300.2, TREG1_46300.3, TREG1_46300.4, TREG1_46300.5, TREG1_46300.6
OG0005621	h1SMcT0012507.1, h1SMcT0012507.2	TREG1_121360.2, TREG1_121360.3, TREG1_121350.1, TREG1_121360.1
OG0005623	h1SMcT0010905.1	TREG1_105270.1, TREG1_105290.1
OG0005624	h1SMcT0020914.1	TREG1_19490.1, TREG1_19490.2
OG0005624	h1SMcT0016258.1	TREG1_20650.1
OG0005625	h1SMcT0016999.1, h1SMcT0016999.2	TREG1_20660.1, TREG1_20670.1
OG0005627	h1SMcT0001543.1, h1SMcT0001543.2	TREG1_32410.1, TREG1_32410.2
OG0005628	h1SMcT0008811.1, h1SMcT0001742.1, h1SMcT0019269.1, h1SMcT0017650.1	TREG1_43790.1
OG0005630	h1SMcT0006562.1	TREG1_114300.1
OG0005632	h1SMcT0018608.1, h1SMcT0018608.2, h1SMcT0018608.3	TREG1_131990.1
OG0005633	h1SMcT0008735.1, h1SMcT0018433.1	TREG1_8880.1
OG0005634	h1SMcT0020158.1, h1SMcT0020158.3, h1SMcT0020158.4	TREG1_60990.1
OG0005635	h1SMcT0002845.1, h1SMcT0021523.1	TREG1_19290.1
OG0005636	h1SMcT0003914.1, h1SMcT0013439.1	TREG1_43080.1
OG0005637	h1SMcT0011728.1	TREG1_96060.1, TREG1_96070.1
OG0005638	h1SMcT0014808.1	TREG1_100440.2, TREG1_100440.1, TREG1_100440.5, TREG1_100440.3, TREG1_100440.4
OG0005639	h1SMcT0000146.1, h1SMcT0000146.2, h1SMcT0000057.1, h1SMcT0008727.1, h1SMcT0000181.1, h1SMcT0000179.1	TREG1_100950.1
OG0005641	h1SMcT0018103.1, h1SMcT0018103.2	TREG1_106210.3, TREG1_106210.1, TREG1_106210.2, TREG1_106210.4
OG0005642	h1SMcT0014142.1	TREG1_133320.1
OG0005643	h1SMcT0004592.1	TREG1_48070.1, TREG1_48070.2
OG0005644	h1SMcT0021372.1	TREG1_106570.1
OG0005646	h1SMcT0009497.1, h1SMcT0018626.1, h1SMcT0018626.2, h1SMcT0009143.1, h1SMcT0009143.3, h1SMcT0009143.2	TREG1_57780.1
OG0005647	h1SMcT0015520.1	TREG1_74330.1, TREG1_74330.2
OG0005651	h1SMcT0007916.1, h1SMcT0007916.2	TREG1_82710.1
OG0005652	h1SMcT0022532.1, h1SMcT0021903.1, h1SMcT0022364.1, h1SMcT0004704.1, h1SMcT0022356.1	TREG1_64790.1
OG0005654	h1SMcT0022145.1	TREG1_105850.2, TREG1_105850.1, TREG1_105850.4, TREG1_105850.3
OG0005655	h1SMcT0018701.1, h1SMcT0018701.2	TREG1_36290.1, TREG1_36290.2
OG0005656	h1SMcT0019467.1	TREG1_124530.4, TREG1_124530.2, TREG1_124530.1, TREG1_124530.3
OG0005657	h1SMcT0014251.1	TREG1_18070.3, TREG1_18070.2, TREG1_18070.1, TREG1_18070.4
OG0005658	h1SMcT0010565.1, h1SMcT0010565.2	TREG1_129290.1
OG0005663	h1SMcT0011911.1, h1SMcT0011911.2	TREG1_6700.1
OG0005665	h1SMcT0010582.1	TREG1_69880.1
OG0005666	h1SMcT0007579.1	TREG1_125550.1, TREG1_125550.2
OG0005667	h1SMcT0012925.1	TREG1_56150.1
OG0005668	h1SMcT0010741.1, h1SMcT0010741.2, h1SMcT0010741.3	TREG1_4440.1, TREG1_4440.2
OG0005670	h1SMcT0002444.1, h1SMcT0002444.2	TREG1_115410.1
OG0005671	h1SMcT0020637.10	TREG1_18040.1
OG0005672	h1SMcT0001094.1, h1SMcT0001094.2	TREG1_67080.1, TREG1_67080.2
OG0005673	h1SMcT0020369.1, h1SMcT0020369.2	TREG1_67210.1
OG0005674	h1SMcT0003155.1, h1SMcT0022977.1, h1SMcT0003685.1, h1SMcT0003685.2	TREG1_43500.1
OG0005675	h1SMcT0010891.1, h1SMcT0010891.2	TREG1_57120.1, TREG1_57110.1
OG0005676	h1SMcT0012454.1	TREG1_73240.1, TREG1_73240.2, TREG1_73240.3
OG0005678	h1SMcT0002512.1, h1SMcT0002512.2, h1SMcT0002512.3	TREG1_86160.1
OG0005679	h1SMcT0002865.1, h1SMcT0002865.2, h1SMcT0002865.3	TREG1_120010.1
OG0005680	h1SMcT0005349.1, h1SMcT0005349.2, h1SMcT0005353.1, h1SMcT0005353.2, h1SMcT0005353.3	TREG1_94010.1, TREG1_94010.3, TREG1_94000.1, TREG1_94010.2
OG0005684	h1SMcT0000972.1, h1SMcT0022546.1	TREG1_72480.1
OG0005685	h1SMcT0007396.1	TREG1_26440.1
OG0005686	h1SMcT0012749.1	TREG1_125620.1, TREG1_125630.1
OG0005687	h1SMcT0007350.1	TREG1_90390.1
OG0005689	h1SMcT0021421.1	TREG1_95180.1, TREG1_95170.1
OG0005691	h1SMcT0016672.1, h1SMcT0005044.1, h1SMcT0005044.2	TREG1_133470.1, TREG1_133470.2
OG0005692	h1SMcT0004001.1	TREG1_67000.1
OG0005693	h1SMcT0015127.1	TREG1_15490.2, TREG1_15490.1, TREG1_15490.3
OG0005699	h1SMcT0014795.1	TREG1_25390.2, TREG1_136810.1, TREG1_25390.1
OG0005700	h1SMcT0010548.1, h1SMcT0010548.2	TREG1_103450.1
OG0005702	h1SMcT0011671.1	TREG1_82510.1
OG0005705	h1SMcT0000618.1, h1SMcT0007715.1	TREG1_72010.1
OG0005706	h1SMcT0003456.1	TREG1_74750.1
OG0005707	h1SMcT0002601.1, h1SMcT0002601.2	TREG1_86140.1
OG0005708	h1SMcT0020930.1	TREG1_22140.1
OG0005709	h1SMcT0020353.1, h1SMcT0014115.1, h1SMcT0012885.1, h1SMcT0010123.1	TREG1_38040.1
OG0005710	h1SMcT0011282.1, h1SMcT0001250.1, h1SMcT0013039.1	TREG1_57320.1
OG0005714	h1SMcT0007188.1, h1SMcT0007188.2	TREG1_119100.1
OG0005715	h1SMcT0007688.1	TREG1_98650.1, TREG1_98670.1
OG0005716	h1SMcT0005338.1	TREG1_68540.1
OG0005717	h1SMcT0011593.1, h1SMcT0011593.2, h1SMcT0011593.3, h1SMcT0002181.1, h1SMcT0016049.1, h1SMcT0016049.2	TREG1_100090.1
OG0005718	h1SMcT0014604.2, h1SMcT0014604.5	TREG1_65880.1, TREG1_65880.2, TREG1_65880.3
OG0005719	h1SMcT0003628.1, h1SMcT0003628.2	TREG1_44060.1
OG0005720	h1SMcT0000612.1, h1SMcT0018319.2	TREG1_117590.1
OG0005722	h1SMcT0014204.4, h1SMcT0014204.3, h1SMcT0014204.1, h1SMcT0014204.2	TREG1_133510.1
OG0005723	h1SMcT0001399.2, h1SMcT0001399.4	TREG1_42500.1
OG0005724	h1SMcT0014266.2, h1SMcT0014266.1, h1SMcT0014266.3	TREG1_1780.1
OG0005727	h1SMcT0000585.1, h1SMcT0007001.1	TREG1_92390.1, TREG1_92390.2, TREG1_92390.3
OG0005728	h1SMcT0004342.1, h1SMcT0004342.2	TREG1_121180.1, TREG1_121180.2
OG0005729	h1SMcT0017806.1	TREG1_89020.1
OG0005730	h1SMcT0014148.1	TREG1_133080.1
OG0005732	h1SMcT0021800.1	TREG1_33290.1
OG0005733	h1SMcT0003911.2	TREG1_59230.1, TREG1_59230.2
OG0005735	h1SMcT0000424.1	TREG1_128030.1, TREG1_128030.2
OG0005736	h1SMcT0020658.1	TREG1_99460.1
OG0005738	h1SMcT0006393.1, h1SMcT0006393.2	TREG1_84320.1
OG0005739	h1SMcT0018357.1	TREG1_48040.1
OG0005740	h1SMcT0009826.1, h1SMcT0012751.1	TREG1_105040.1, TREG1_105050.1
OG0005741	h1SMcT0012924.1, h1SMcT0012924.2	TREG1_121710.1, TREG1_121710.2
OG0005742	h1SMcT0020663.1, h1SMcT0020663.2	TREG1_54010.3, TREG1_54010.1, TREG1_54010.2
OG0005744	h1SMcT0004872.1	TREG1_25980.6, TREG1_25980.4, TREG1_25980.5, TREG1_25980.1, TREG1_25980.3, TREG1_25980.2, TREG1_142480.1
OG0005745	h1SMcT0021028.1, h1SMcT0018082.4, h1SMcT0018082.1, h1SMcT0018082.2, h1SMcT0018082.3, h1SMcT0018082.5	TREG1_80740.1
OG0005746	h1SMcT0020349.1, h1SMcT0020349.2	TREG1_46150.1
OG0005747	h1SMcT0000224.1	TREG1_31890.1, TREG1_31890.3, TREG1_31890.2, TREG1_31890.4
OG0005749	h1SMcT0011535.1	TREG1_88300.1
OG0005751	h1SMcT0012124.1, h1SMcT0012124.2	TREG1_53920.1
OG0005753	h1SMcT0013806.1	TREG1_96140.1
OG0005755	h1SMcT0002348.1	TREG1_35080.2, TREG1_35080.4, TREG1_35080.1, TREG1_35080.3
OG0005756	h1SMcT0002477.1	TREG1_38010.1, TREG1_38010.2, TREG1_38010.3
OG0005757	h1SMcT0017397.1	TREG1_101390.1
OG0005760	h1SMcT0000501.1	TREG1_141420.1, TREG1_66420.1
OG0005761	h1SMcT0007414.1	TREG1_38310.1
OG0005763	h1SMcT0004697.3, h1SMcT0004697.1, h1SMcT0004697.2	TREG1_130000.1
OG0005765	h1SMcT0003670.1	TREG1_48470.1
OG0005766	h1SMcT0020810.1, h1SMcT0005728.1, h1SMcT0009010.1	TREG1_114340.1, TREG1_114340.2
OG0005767	h1SMcT0016324.1, h1SMcT0016325.1	TREG1_109290.1, TREG1_109290.2
OG0005768	h1SMcT0011318.1, h1SMcT0011318.2	TREG1_57810.1
OG0005769	h1SMcT0013875.2, h1SMcT0016896.1, h1SMcT0016896.2	TREG1_14630.1
OG0005770	h1SMcT0004176.4, h1SMcT0004176.2, h1SMcT0004176.1, h1SMcT0004176.3, h1SMcT0018086.1	TREG1_33240.1
OG0005771	h1SMcT0012041.1	TREG1_139950.1
OG0005772	h1SMcT0003686.1	TREG1_113120.1
OG0005776	h1SMcT0012535.1, h1SMcT0021036.1	TREG1_123520.1
OG0005777	h1SMcT0011122.1, h1SMcT0011122.2	TREG1_42120.1
OG0005778	h1SMcT0008210.1, h1SMcT0008211.1	TREG1_93150.1, TREG1_93150.2
OG0005780	h1SMcT0001051.1	TREG1_130400.1
OG0005781	h1SMcT0008417.1	TREG1_121630.1
OG0005782	h1SMcT0013430.1	TREG1_43330.1, TREG1_43330.2, TREG1_43330.3, TREG1_43330.4
OG0005784	h1SMcT0014160.1	TREG1_129630.1, TREG1_129630.2
OG0005786	h1SMcT0004794.1	TREG1_13920.1
OG0005787	h1SMcT0006179.4, h1SMcT0006179.1, h1SMcT0006179.2, h1SMcT0006179.3	TREG1_520.1
OG0005788	h1SMcT0003460.2, h1SMcT0003460.1, h1SMcT0003460.3	TREG1_18180.1
OG0005789	h1SMcT0019762.1, h1SMcT0019762.2	TREG1_64530.1
OG0005790	h1SMcT0013844.1	TREG1_94920.1
OG0005792	h1SMcT0014690.1	TREG1_4460.1
OG0005793	h1SMcT0003583.1, h1SMcT0003583.2, h1SMcT0003545.1, h1SMcT0003582.1	TREG1_8590.1
OG0005794	h1SMcT0004830.1	TREG1_200.1
OG0005795	h1SMcT0014299.1	TREG1_134940.1, TREG1_134940.2, TREG1_134940.3, TREG1_134940.4, TREG1_134940.5, TREG1_134930.1
OG0005797	h1SMcT0011819.1	TREG1_131980.1
OG0005799	h1SMcT0010879.1, h1SMcT0010879.2	TREG1_21640.1, TREG1_21640.2
OG0005800	h1SMcT0011984.1	TREG1_114230.1
OG0005801	h1SMcT0013725.3, h1SMcT0013725.2, h1SMcT0013725.1	TREG1_30180.1
OG0005802	h1SMcT0014692.1	TREG1_98390.1
OG0005803	h1SMcT0002664.1, h1SMcT0015972.1	TREG1_78910.1, TREG1_78980.1
OG0005804	h1SMcT0009489.1, h1SMcT0009153.1, h1SMcT0011196.1, h1SMcT0014872.1, h1SMcT0013959.1, h1SMcT0008057.1, h1SMcT0007698.1	TREG1_131190.1
OG0005805	h1SMcT0013390.1	TREG1_138370.1, TREG1_138370.2
OG0005806	h1SMcT0001761.1, h1SMcT0001761.2	TREG1_110950.1
OG0005807	h1SMcT0003188.1	TREG1_96100.1, TREG1_96100.2
OG0005808	h1SMcT0019827.1, h1SMcT0020779.1	TREG1_43870.1, TREG1_43880.1
OG0005809	h1SMcT0010358.1	TREG1_50240.1
OG0005810	h1SMcT0009909.1	TREG1_121040.3, TREG1_121040.2, TREG1_121040.1
OG0005811	h1SMcT0013450.1	TREG1_28060.1
OG0005813	h1SMcT0019767.1	TREG1_102050.1
OG0005815	h1SMcT0006142.1, h1SMcT0006144.1	TREG1_86000.1
OG0005816	h1SMcT0014714.1, h1SMcT0014714.2, h1SMcT0001816.1, h1SMcT0001816.2, h1SMcT0001816.3	TREG1_30060.1
OG0005818	h1SMcT0001812.1	TREG1_125380.1, TREG1_125390.1
OG0005819	h1SMcT0021644.1	TREG1_70300.1
OG0005821	h1SMcT0010938.1, h1SMcT0010938.2	TREG1_135460.1, TREG1_135450.1
OG0005822	h1SMcT0006506.1, h1SMcT0006506.2	TREG1_37980.1
OG0005823	h1SMcT0010789.1	TREG1_54830.1
OG0005824	h1SMcT0020815.1, h1SMcT0020815.2	TREG1_33650.1
OG0005825	h1SMcT0020562.1	TREG1_37400.1
OG0005826	h1SMcT0022228.1, h1SMcT0022228.2	TREG1_85510.1
OG0005827	h1SMcT0017674.1	TREG1_62450.1
