Orthogroup	schmidtea_mediterranea	schistosoma_mansoni
OG0006104	h1SMcT0000919.1	Smp_030220.1
OG0006105	h1SMcT0004398.1	Smp_331660.1, Smp_178810.1
OG0006107	h1SMcT0011072.1, h1SMcT0011072.2, h1SMcT0011072.3	Smp_066960.1
OG0006109	h1SMcT0010897.1	Smp_053120.1
OG0006110	h1SMcT0001434.1, h1SMcT0015400.1, h1SMcT0018872.1, h1SMcT0018872.2	Smp_172460.1
OG0006111	h1SMcT0011183.1	Smp_038330.1
OG0006112	h1SMcT0006999.1, h1SMcT0008854.1	Smp_158180.1
OG0006113	h1SMcT0007793.1, h1SMcT0007792.1, h1SMcT0007792.2	Smp_134230.2, Smp_134230.1
OG0006115	h1SMcT0010176.1, h1SMcT0011242.1	Smp_347730.1
OG0006116	h1SMcT0012053.1	Smp_124590.1
OG0006117	h1SMcT0019790.1, h1SMcT0019790.2	Smp_346270.1
OG0006118	h1SMcT0002750.1, h1SMcT0019438.1	Smp_032580.1
OG0006119	h1SMcT0017105.1	Smp_102480.1
OG0006120	h1SMcT0021058.1	Smp_040280.1
OG0006121	h1SMcT0012572.1	Smp_173650.1
OG0006122	h1SMcT0021278.1, h1SMcT0021278.2	Smp_140900.1
OG0006123	h1SMcT0007116.1, h1SMcT0007116.2	Smp_341140.1
OG0006125	h1SMcT0010122.1	Smp_336740.1
OG0006126	h1SMcT0009765.4, h1SMcT0009765.2, h1SMcT0009765.3, h1SMcT0009765.1	Smp_013370.1
OG0006127	h1SMcT0022450.1	Smp_149710.1
OG0006128	h1SMcT0007640.1, h1SMcT0007640.2	Smp_008120.1
OG0006130	h1SMcT0019712.1	Smp_141330.1
OG0006131	h1SMcT0012552.1	Smp_127500.1, Smp_127500.2
OG0006133	h1SMcT0004208.1	Smp_001120.1
OG0006134	h1SMcT0003232.1	Smp_155060.1
OG0006135	h1SMcT0008034.1, h1SMcT0008034.2	Smp_142930.1
OG0006136	h1SMcT0021949.1	Smp_160180.1
OG0006137	h1SMcT0015574.1	Smp_307080.1
OG0006139	h1SMcT0001336.1, h1SMcT0021804.1	Smp_064950.1
OG0006140	h1SMcT0007646.1	Smp_027500.1, Smp_027500.2
OG0006141	h1SMcT0020421.1, h1SMcT0011946.1, h1SMcT0011946.2	Smp_129060.1
OG0006144	h1SMcT0012874.1	Smp_018530.1
OG0006145	h1SMcT0001658.1, h1SMcT0001658.2	Smp_054810.1
OG0006147	h1SMcT0023099.1, h1SMcT0023103.1	Smp_046500.1, Smp_046500.2
OG0006150	h1SMcT0012534.1	Smp_125780.1
OG0006151	h1SMcT0003919.1	Smp_196690.1
OG0006157	h1SMcT0004114.1	Smp_345290.1, Smp_163030.1
OG0006159	h1SMcT0006271.1, h1SMcT0006271.3, h1SMcT0006271.2	Smp_154980.1
OG0006160	h1SMcT0013823.1	Smp_060270.1
OG0006161	h1SMcT0013963.1	Smp_103380.1
OG0006164	h1SMcT0012826.1, h1SMcT0017399.1, h1SMcT0017399.2, h1SMcT0017399.3	Smp_148160.1
OG0006165	h1SMcT0000474.1	Smp_079010.1
OG0006166	h1SMcT0008012.1	Smp_004680.1
OG0006167	h1SMcT0006483.1	Smp_101450.1, Smp_330330.1
OG0006168	h1SMcT0001500.1	Smp_005290.1
OG0006170	h1SMcT0020077.1, h1SMcT0020077.2	Smp_146900.1
OG0006172	h1SMcT0001011.2, h1SMcT0001011.1, h1SMcT0001011.3	Smp_211150.1
OG0006173	h1SMcT0019148.1, h1SMcT0019148.2	Smp_016990.1
OG0006176	h1SMcT0007552.1	Smp_123540.1
OG0006177	h1SMcT0020913.1, h1SMcT0007779.1, h1SMcT0007779.2, h1SMcT0007779.3	Smp_091730.1
OG0006178	h1SMcT0020874.1, h1SMcT0022366.1	Smp_002010.1
OG0006179	h1SMcT0006397.1, h1SMcT0006397.2	Smp_017290.1
OG0006180	h1SMcT0009898.1	Smp_059750.1
OG0006182	h1SMcT0008406.1	Smp_126670.1
OG0006183	h1SMcT0000637.1	Smp_057230.1
OG0006184	h1SMcT0011883.1, h1SMcT0011885.1	Smp_213970.1
OG0006185	h1SMcT0001035.1	Smp_343910.2
OG0006186	h1SMcT0010352.5	Smp_198360.1
OG0006187	h1SMcT0006765.1	Smp_152090.1
OG0006188	h1SMcT0000519.1, h1SMcT0003171.1	Smp_056080.1
OG0006200	h1SMcT0004410.2	Smp_003300.1
OG0006203	h1SMcT0018669.3, h1SMcT0018669.4, h1SMcT0018669.1, h1SMcT0018669.5, h1SMcT0018669.2	Smp_347510.1
OG0006205	h1SMcT0001715.3, h1SMcT0001715.4	Smp_306610.1, Smp_350490.1
OG0006207	h1SMcT0018828.1	Smp_073400.1
OG0006209	h1SMcT0020509.1	Smp_344550.1
OG0006225	h1SMcT0002214.1	Smp_030250.1
OG0006226	h1SMcT0021295.1, h1SMcT0021295.2	Smp_068220.1
OG0006228	h1SMcT0002676.1, h1SMcT0015960.1, h1SMcT0021175.1, h1SMcT0021724.1, h1SMcT0009917.1	Smp_186930.1
OG0006229	h1SMcT0018295.1, h1SMcT0018294.1	Smp_054310.1
OG0006231	h1SMcT0001357.1	Smp_247210.1
OG0006233	h1SMcT0016800.1, h1SMcT0016800.2	Smp_097210.1
OG0006235	h1SMcT0021813.1	Smp_213730.1
OG0006237	h1SMcT0017214.2, h1SMcT0017213.1, h1SMcT0017214.1	Smp_049680.1
OG0006238	h1SMcT0006872.1	Smp_072970.1
OG0006239	h1SMcT0003217.1, h1SMcT0003217.2	Smp_247570.1
OG0006241	h1SMcT0011339.1, h1SMcT0008366.1, h1SMcT0008369.1	Smp_022090.1
OG0006242	h1SMcT0003348.1	Smp_343950.1
OG0006243	h1SMcT0017614.1	Smp_061650.1
OG0006244	h1SMcT0003736.1, h1SMcT0015394.1	Smp_000830.1
OG0006245	h1SMcT0010109.1	Smp_155620.1
OG0006246	h1SMcT0002623.1	Smp_067890.1
OG0006247	h1SMcT0014874.1, h1SMcT0014874.2	Smp_051080.1
OG0006248	h1SMcT0002968.1, h1SMcT0020703.1	Smp_046290.1
OG0006249	h1SMcT0002996.1, h1SMcT0003371.1	Smp_146940.1
OG0006250	h1SMcT0013477.1	Smp_008500.1
OG0006253	h1SMcT0016616.1, h1SMcT0020991.1, h1SMcT0020991.2	Smp_300090.1
OG0006254	h1SMcT0017821.1, h1SMcT0004678.1, h1SMcT0019671.1	Smp_104450.1
OG0006256	h1SMcT0000176.1	Smp_148540.1
OG0006257	h1SMcT0004011.1	Smp_033400.2, Smp_033400.1
OG0006258	h1SMcT0008214.1, h1SMcT0001162.1, h1SMcT0009326.1	Smp_342580.1
OG0006260	h1SMcT0014111.1	Smp_089700.1
OG0006261	h1SMcT0004569.1	Smp_114565.1
OG0006262	h1SMcT0008551.1	Smp_117390.1, Smp_331940.1
OG0006263	h1SMcT0021951.1, h1SMcT0021951.2	Smp_334560.1
OG0006264	h1SMcT0005186.1	Smp_313640.1, Smp_313640.2
OG0006265	h1SMcT0020726.3, h1SMcT0020726.1, h1SMcT0020726.2	Smp_099320.1
OG0006266	h1SMcT0013262.1	Smp_169030.1
OG0006267	h1SMcT0013388.1	Smp_247190.1
OG0006269	h1SMcT0002053.1, h1SMcT0002053.2	Smp_161290.1
OG0006270	h1SMcT0014518.1, h1SMcT0014257.1	Smp_168610.1
OG0006271	h1SMcT0010237.1, h1SMcT0020872.1, h1SMcT0001407.1, h1SMcT0004306.1	Smp_204020.1
OG0006272	h1SMcT0006885.1, h1SMcT0006885.2	Smp_341060.1
OG0006273	h1SMcT0003882.1	Smp_342950.1
OG0006274	h1SMcT0003703.1, h1SMcT0005419.1	Smp_136690.1
OG0006275	h1SMcT0017841.1	Smp_053990.1
OG0006277	h1SMcT0022066.1, h1SMcT0022066.2	Smp_241950.1
OG0006278	h1SMcT0011087.1	Smp_040110.1
OG0006279	h1SMcT0003431.1	Smp_049520.1
OG0006280	h1SMcT0001359.1	Smp_017880.1
OG0006281	h1SMcT0013140.1	Smp_140370.1
OG0006282	h1SMcT0013773.1	Smp_334340.1
OG0006283	h1SMcT0014385.1	Smp_308360.1
OG0006284	h1SMcT0022598.1	Smp_312770.1
OG0006285	h1SMcT0021404.1, h1SMcT0021404.2	Smp_047460.1
OG0006286	h1SMcT0020667.1	Smp_213040.1
OG0006287	h1SMcT0019580.1	Smp_009020.1
OG0006288	h1SMcT0010540.1, h1SMcT0022072.1	Smp_342270.1
OG0006292	h1SMcT0015204.1, h1SMcT0015204.2	Smp_100070.1
OG0006293	h1SMcT0006725.2, h1SMcT0006725.4, h1SMcT0006725.5, h1SMcT0006725.1, h1SMcT0006725.3	Smp_031720.1
OG0006294	h1SMcT0018265.1, h1SMcT0018265.2, h1SMcT0018265.3, h1SMcT0018265.4	Smp_159560.1
OG0006295	h1SMcT0002438.1	Smp_022990.1
OG0006298	h1SMcT0000655.1, h1SMcT0002853.1	Smp_048650.1
OG0006299	h1SMcT0015874.1	Smp_346660.1
OG0006300	h1SMcT0009812.1, h1SMcT0009812.2, h1SMcT0009812.3, h1SMcT0009812.4	Smp_021730.1
OG0006301	h1SMcT0012661.1, h1SMcT0012662.1	Smp_322610.1
OG0006302	h1SMcT0020005.1	Smp_047740.1
OG0006303	h1SMcT0003773.1	Smp_133860.1
OG0006304	h1SMcT0015343.1, h1SMcT0015343.2, h1SMcT0022224.1	Smp_315860.1, Smp_315860.2
OG0006305	h1SMcT0006367.1, h1SMcT0006367.2	Smp_100140.1
OG0006307	h1SMcT0021052.1	Smp_342080.1, Smp_342080.2
OG0006308	h1SMcT0009615.1, h1SMcT0011923.1	Smp_315840.1
OG0006309	h1SMcT0008502.1, h1SMcT0006741.1	Smp_336750.1
OG0006312	h1SMcT0010850.1	Smp_087330.1
OG0006313	h1SMcT0012935.1, h1SMcT0012936.1, h1SMcT0012936.2	Smp_059100.1
OG0006314	h1SMcT0017764.1, h1SMcT0017765.1, h1SMcT0017763.1, h1SMcT0017763.2	Smp_141610.1
OG0006315	h1SMcT0017164.1, h1SMcT0017164.2	Smp_130340.1
OG0006316	h1SMcT0011094.1	Smp_100090.1
OG0006317	h1SMcT0008746.1	Smp_094560.1
OG0006318	h1SMcT0017696.1, h1SMcT0017696.2	Smp_158240.1
OG0006319	h1SMcT0018260.1, h1SMcT0018260.2	Smp_342090.1
OG0006320	h1SMcT0008691.1	Smp_329760.1, Smp_015490.1
OG0006321	h1SMcT0018346.1	Smp_244790.1
OG0006324	h1SMcT0021959.1, h1SMcT0021959.2, h1SMcT0021960.1	Smp_073410.1
OG0006325	h1SMcT0006261.1, h1SMcT0019275.1	Smp_245170.1
OG0006326	h1SMcT0014252.1	Smp_318500.1
OG0006327	h1SMcT0007448.1, h1SMcT0022768.1	Smp_003900.1
OG0006328	h1SMcT0000223.1	Smp_349780.1
OG0006330	h1SMcT0020253.1, h1SMcT0020253.2, h1SMcT0020253.3	Smp_052750.1
OG0006331	h1SMcT0003329.1, h1SMcT0003329.2	Smp_080610.1
OG0006333	h1SMcT0008013.1	Smp_074020.1
OG0006337	h1SMcT0001485.1, h1SMcT0001485.2, h1SMcT0001485.3	Smp_024390.1
OG0006338	h1SMcT0017004.1	Smp_077400.1
OG0006339	h1SMcT0004595.1	Smp_118040.1
OG0006343	h1SMcT0009369.1	Smp_018590.1
OG0006344	h1SMcT0019920.1, h1SMcT0019920.2	Smp_079430.1
OG0006345	h1SMcT0016593.1, h1SMcT0005375.1, h1SMcT0004764.1, h1SMcT0004764.2	Smp_344150.1
OG0006346	h1SMcT0016529.1, h1SMcT0021796.1	Smp_344810.1
OG0006347	h1SMcT0001189.1	Smp_083410.1
OG0006348	h1SMcT0020762.1, h1SMcT0022946.1	Smp_031570.1
OG0006351	h1SMcT0017853.1	Smp_344750.1
OG0006352	h1SMcT0016461.1, h1SMcT0008101.1, h1SMcT0008101.2	Smp_340530.1
OG0006353	h1SMcT0020359.1, h1SMcT0009110.1, h1SMcT0009110.2	Smp_036990.1
OG0006354	h1SMcT0005465.1	Smp_092380.1
OG0006356	h1SMcT0016848.1, h1SMcT0016848.2	Smp_050430.1
OG0006357	h1SMcT0015000.1	Smp_064360.1
OG0006359	h1SMcT0016885.1	Smp_127190.1
OG0006360	h1SMcT0013736.1	Smp_335530.1
OG0006361	h1SMcT0003581.1	Smp_102410.1
OG0006364	h1SMcT0017879.1	Smp_058150.1
OG0006365	h1SMcT0017184.1	Smp_162970.1
OG0006366	h1SMcT0010929.1, h1SMcT0010929.2	Smp_048880.1
OG0006367	h1SMcT0018248.1, h1SMcT0018248.2	Smp_180020.1
OG0006371	h1SMcT0012883.1	Smp_067900.1
OG0006374	h1SMcT0003426.1	Smp_023150.1
OG0006375	h1SMcT0000518.1, h1SMcT0022895.1	Smp_243830.1
OG0006376	h1SMcT0002933.1	Smp_340070.1
OG0006378	h1SMcT0005541.1	Smp_123370.1
OG0006379	h1SMcT0006383.1, h1SMcT0007275.1	Smp_162220.1, Smp_162220.2
OG0006380	h1SMcT0001814.1	Smp_169760.1
OG0006382	h1SMcT0017613.1, h1SMcT0017613.2, h1SMcT0017613.3	Smp_143910.1
OG0006383	h1SMcT0006426.1, h1SMcT0006426.2	Smp_347520.2, Smp_347520.1
OG0006385	h1SMcT0000299.1, h1SMcT0000299.2	Smp_212910.1
OG0006388	h1SMcT0020090.1	Smp_341870.1
OG0006389	h1SMcT0017304.1	Smp_040100.1
OG0006390	h1SMcT0006853.1	Smp_084520.1
OG0006392	h1SMcT0003411.1	Smp_139340.1
OG0006393	h1SMcT0015669.1	Smp_122490.1
OG0006394	h1SMcT0006283.1, h1SMcT0006283.2	Smp_039390.1
OG0006395	h1SMcT0010614.2	Smp_147460.1, Smp_147460.2
OG0006396	h1SMcT0010062.1, h1SMcT0010062.2	Smp_349870.1
OG0006398	h1SMcT0006116.1	Smp_141890.1
OG0006399	h1SMcT0012056.1, h1SMcT0012056.2	Smp_135920.1
OG0006400	h1SMcT0017307.1, h1SMcT0020300.1, h1SMcT0020300.3	Smp_043030.1
OG0006401	h1SMcT0022013.1	Smp_340230.1
OG0006402	h1SMcT0011823.1, h1SMcT0011823.2	Smp_073600.1
OG0006403	h1SMcT0019182.1	Smp_048550.1
OG0006404	h1SMcT0006220.1, h1SMcT0006220.3, h1SMcT0006220.2	Smp_025740.1
OG0006405	h1SMcT0018645.1	Smp_066740.1
OG0006412	h1SMcT0006462.1, h1SMcT0006462.2	Smp_244090.1
OG0006414	h1SMcT0013013.1	Smp_174670.1
OG0006415	h1SMcT0011943.1, h1SMcT0003437.1, h1SMcT0003437.2	Smp_163240.1
OG0006416	h1SMcT0007588.1	Smp_029100.1
OG0006417	h1SMcT0004638.2, h1SMcT0004638.1, h1SMcT0004638.3	Smp_316710.1
OG0006418	h1SMcT0019215.1	Smp_011570.1
OG0006419	h1SMcT0005756.1	Smp_210800.1
OG0006421	h1SMcT0008205.1, h1SMcT0008205.2	Smp_067580.1
OG0006424	h1SMcT0006518.1	Smp_013790.1
OG0006425	h1SMcT0006420.1, h1SMcT0006420.2, h1SMcT0014274.1	Smp_055190.1
OG0006426	h1SMcT0005633.1	Smp_073390.1
OG0006427	h1SMcT0002172.1, h1SMcT0013156.1, h1SMcT0020795.1	Smp_126730.1
OG0006428	h1SMcT0012304.1, h1SMcT0012304.2	Smp_148200.1
OG0006429	h1SMcT0008373.1, h1SMcT0001149.1, h1SMcT0007358.1	Smp_080420.1
OG0006430	h1SMcT0005072.1	Smp_028500.1
OG0006431	h1SMcT0005600.1	Smp_011010.1
OG0006433	h1SMcT0015326.1, h1SMcT0015326.2	Smp_347880.1
OG0006435	h1SMcT0006875.1	Smp_314280.2, Smp_314280.1
OG0006436	h1SMcT0016628.1, h1SMcT0009930.1, h1SMcT0002558.1, h1SMcT0002558.2	Smp_000900.1
OG0006437	h1SMcT0002265.1	Smp_016750.1
OG0006438	h1SMcT0000500.1	Smp_094930.1
OG0006439	h1SMcT0004348.1	Smp_153660.1
OG0006440	h1SMcT0014228.1	Smp_212970.1
OG0006443	h1SMcT0003262.1	Smp_143740.1
OG0006444	h1SMcT0001062.1	Smp_344200.1
OG0006445	h1SMcT0007143.1, h1SMcT0007143.2	Smp_169440.1
OG0006446	h1SMcT0012505.3, h1SMcT0012505.1, h1SMcT0012505.2	Smp_146650.1
OG0006447	h1SMcT0008127.1	Smp_333710.1
OG0006448	h1SMcT0010658.1, h1SMcT0010658.2, h1SMcT0010658.3, h1SMcT0010658.4	Smp_316430.1, Smp_337330.1
OG0006449	h1SMcT0000439.1	Smp_125760.1
OG0006450	h1SMcT0003681.1, h1SMcT0021965.1	Smp_342210.1
OG0006451	h1SMcT0001916.1	Smp_148930.1
OG0006452	h1SMcT0010998.1	Smp_007000.1
OG0006453	h1SMcT0004320.1, h1SMcT0004320.2	Smp_000850.1
OG0006454	h1SMcT0007237.1, h1SMcT0001766.1, h1SMcT0007238.1	Smp_079050.1
OG0006455	h1SMcT0010537.1, h1SMcT0010537.2	Smp_001500.1
OG0006456	h1SMcT0016808.1	Smp_062950.1
OG0006458	h1SMcT0000245.1	Smp_030020.1
OG0006459	h1SMcT0003107.1	Smp_134060.1
OG0006460	h1SMcT0009688.1, h1SMcT0009688.3, h1SMcT0009688.5, h1SMcT0009688.2, h1SMcT0009688.4	Smp_002550.1
OG0006461	h1SMcT0013079.1	Smp_162280.1
OG0006462	h1SMcT0015627.1	Smp_122940.1
OG0006463	h1SMcT0000917.1	Smp_129510.1
OG0006464	h1SMcT0007969.1, h1SMcT0007969.2, h1SMcT0007969.3	Smp_026400.1, Smp_349830.1
OG0006466	h1SMcT0018794.1, h1SMcT0018794.2	Smp_341360.1
OG0006467	h1SMcT0018340.1	Smp_094760.1
OG0006468	h1SMcT0015661.1	Smp_040500.1
OG0006469	h1SMcT0002095.1, h1SMcT0002095.3, h1SMcT0002095.2	Smp_045960.1
OG0006470	h1SMcT0013516.1	Smp_307810.1
OG0006471	h1SMcT0008136.1	Smp_064430.1
OG0006472	h1SMcT0003862.1	Smp_156900.1
OG0006474	h1SMcT0021984.1	Smp_341420.1
OG0006475	h1SMcT0015752.1	Smp_153610.1
OG0006476	h1SMcT0008480.1	Smp_196020.1
OG0006477	h1SMcT0006216.1	Smp_097620.1
OG0006478	h1SMcT0005634.1	Smp_304860.1
OG0006480	h1SMcT0009285.3, h1SMcT0009285.4, h1SMcT0009285.2, h1SMcT0009285.1	Smp_136520.1
OG0006481	h1SMcT0011835.1, h1SMcT0011835.2	Smp_000650.1
OG0006483	h1SMcT0008738.1, h1SMcT0008737.1, h1SMcT0007808.1, h1SMcT0022082.1	Smp_137980.1
OG0006486	h1SMcT0016989.1, h1SMcT0016990.1	Smp_136530.1
OG0006487	h1SMcT0007650.1	Smp_343110.1
OG0006488	h1SMcT0002411.1, h1SMcT0021061.1	Smp_142740.1
OG0006489	h1SMcT0007576.1, h1SMcT0007576.2	Smp_143090.1
OG0006490	h1SMcT0010567.1	Smp_093830.1
OG0006491	h1SMcT0017740.1	Smp_086750.1
OG0006492	h1SMcT0000613.1	Smp_073080.1
OG0006494	h1SMcT0016118.1	Smp_181290.1
OG0006495	h1SMcT0022190.2, h1SMcT0022190.1	Smp_243300.1
OG0006496	h1SMcT0022295.1, h1SMcT0022295.2	Smp_197150.1
OG0006498	h1SMcT0001273.1	Smp_028940.1
OG0006499	h1SMcT0020873.1	Smp_067510.1
OG0006501	h1SMcT0020260.1	Smp_347910.1, Smp_347910.2
OG0006503	h1SMcT0013964.1, h1SMcT0013964.2, h1SMcT0008714.1, h1SMcT0008715.1	Smp_053830.1
OG0006506	h1SMcT0000633.1, h1SMcT0012509.2, h1SMcT0012509.8	Smp_337750.2
OG0006507	h1SMcT0008818.1, h1SMcT0008818.2	Smp_044260.1, Smp_044260.2
OG0006508	h1SMcT0008988.1, h1SMcT0008988.3, h1SMcT0008988.2, h1SMcT0008988.4, h1SMcT0008988.5, h1SMcT0008988.6, h1SMcT0008988.7	Smp_084890.1
OG0006509	h1SMcT0001266.1	Smp_033330.1
OG0006510	h1SMcT0022873.1, h1SMcT0022873.2	Smp_017650.1
OG0006513	h1SMcT0003911.1, h1SMcT0001477.1, h1SMcT0005497.1	Smp_158490.1
OG0006514	h1SMcT0014377.1	Smp_153390.1
OG0006517	h1SMcT0005861.1, h1SMcT0004717.2	Smp_005900.1
OG0006519	h1SMcT0020666.1	Smp_340210.1
OG0006525	h1SMcT0022177.1	Smp_087580.1
OG0006543	h1SMcT0015299.1	Smp_045610.1
OG0006544	h1SMcT0009306.1	Smp_267240.1, Smp_267240.2
OG0006545	h1SMcT0005144.1	Smp_334050.1
OG0006548	h1SMcT0001078.1	Smp_097370.1
OG0006552	h1SMcT0021443.1	Smp_045780.1
OG0006553	h1SMcT0011765.1, h1SMcT0007041.2, h1SMcT0007041.1, h1SMcT0007041.3	Smp_247590.1
OG0006554	h1SMcT0016709.1	Smp_143300.1
OG0006557	h1SMcT0001898.1, h1SMcT0004846.1	Smp_325920.1
OG0006559	h1SMcT0010999.1	Smp_322410.1
OG0006560	h1SMcT0005503.1	Smp_175270.1
OG0006561	h1SMcT0022230.1, h1SMcT0022230.3, h1SMcT0022230.2	Smp_000710.1
OG0006562	h1SMcT0003584.1	Smp_058380.1
OG0006566	h1SMcT0010659.1	Smp_019880.1
OG0006567	h1SMcT0013213.1, h1SMcT0019795.1, h1SMcT0019797.1, h1SMcT0004502.1	Smp_081250.1
OG0006568	h1SMcT0003492.1, h1SMcT0003492.3, h1SMcT0003492.2	Smp_149540.1
OG0006569	h1SMcT0001902.1, h1SMcT0001902.2	Smp_019980.1
OG0006570	h1SMcT0017168.1	Smp_245980.1
OG0006571	h1SMcT0014394.1, h1SMcT0014394.2	Smp_044160.1
OG0006572	h1SMcT0001020.1	Smp_346290.1
OG0006573	h1SMcT0017971.1	Smp_038240.1
OG0006574	h1SMcT0001195.1, h1SMcT0022907.1, h1SMcT0022907.2	Smp_347780.1
OG0006575	h1SMcT0007824.1, h1SMcT0007824.2	Smp_159930.1
OG0006577	h1SMcT0002191.1, h1SMcT0002191.2	Smp_213990.1
OG0006579	h1SMcT0022358.1, h1SMcT0022358.2, h1SMcT0022358.3, h1SMcT0022358.4	Smp_040390.1
OG0006580	h1SMcT0012739.1, h1SMcT0012739.2	Smp_174190.1
OG0006581	h1SMcT0011356.1, h1SMcT0013532.1	Smp_333200.1
OG0006582	h1SMcT0021507.1, h1SMcT0010828.1, h1SMcT0010714.1	Smp_012920.1
OG0006585	h1SMcT0003746.1	Smp_130430.1
OG0006586	h1SMcT0018534.1	Smp_083720.1
OG0006588	h1SMcT0008337.1	Smp_337400.2
OG0006590	h1SMcT0001276.1, h1SMcT0019290.1, h1SMcT0019290.2, h1SMcT0019290.3	Smp_244100.1
OG0006591	h1SMcT0012764.1	Smp_143190.1
OG0006595	h1SMcT0002034.1	Smp_060820.1
OG0006596	h1SMcT0010208.1, h1SMcT0010208.2	Smp_056620.1
OG0006597	h1SMcT0006841.1	Smp_145140.1
OG0006598	h1SMcT0011555.1, h1SMcT0015818.1, h1SMcT0012618.1, h1SMcT0001878.1, h1SMcT0001878.2	Smp_242910.1
OG0006601	h1SMcT0013008.2	Smp_333910.1
OG0006602	h1SMcT0005303.1	Smp_342010.1
OG0006603	h1SMcT0017182.1, h1SMcT0018250.1, h1SMcT0000787.1, h1SMcT0000788.1	Smp_246130.1
OG0006604	h1SMcT0006690.1	Smp_242240.1
OG0006605	h1SMcT0003987.2, h1SMcT0003987.1, h1SMcT0003987.3, h1SMcT0003987.4	Smp_210530.1
OG0006606	h1SMcT0018446.1, h1SMcT0018446.2	Smp_052290.1
OG0006607	h1SMcT0004103.1	Smp_336340.1
OG0006608	h1SMcT0008833.1, h1SMcT0014528.1, h1SMcT0013569.1	Smp_344230.1
OG0006613	h1SMcT0017031.1, h1SMcT0001928.1	Smp_133950.1
OG0006614	h1SMcT0008173.1	Smp_308830.1
OG0006615	h1SMcT0011285.1, h1SMcT0011286.1	Smp_210170.1
OG0006616	h1SMcT0002093.1	Smp_050110.1
OG0006619	h1SMcT0007411.1, h1SMcT0000282.1	Smp_331700.1
OG0006620	h1SMcT0017271.1, h1SMcT0017271.2	Smp_038420.1
OG0006622	h1SMcT0012049.1	Smp_244320.1
OG0006623	h1SMcT0003436.1	Smp_029700.1
OG0006624	h1SMcT0013698.1, h1SMcT0013698.2	Smp_347990.1, Smp_347990.3
OG0006625	h1SMcT0015066.1	Smp_174850.1
OG0006626	h1SMcT0018963.1	Smp_008400.1, Smp_008360.1
OG0006627	h1SMcT0000534.5	Smp_139840.1
OG0006628	h1SMcT0022187.1	Smp_164070.1
OG0006630	h1SMcT0017296.1	Smp_006390.1
OG0006632	h1SMcT0003631.1	Smp_006780.1
OG0006633	h1SMcT0006207.1, h1SMcT0020454.1, h1SMcT0006996.1, h1SMcT0021098.1, h1SMcT0021099.1	Smp_341760.1
OG0006634	h1SMcT0007730.1	Smp_091360.1
OG0006635	h1SMcT0007472.1	Smp_037120.1
OG0006636	h1SMcT0021936.1	Smp_003970.1
OG0006638	h1SMcT0002815.1	Smp_322560.1
OG0006639	h1SMcT0013965.1	Smp_038100.1
OG0006640	h1SMcT0011267.1, h1SMcT0003930.1, h1SMcT0003930.2, h1SMcT0003930.3	Smp_011830.1
OG0006642	h1SMcT0020634.1, h1SMcT0010623.1, h1SMcT0010623.2	Smp_144380.1
OG0006644	h1SMcT0015822.1, h1SMcT0017092.1	Smp_159600.1
OG0006645	h1SMcT0008107.1	Smp_018610.1
OG0006646	h1SMcT0015675.1, h1SMcT0016764.1	Smp_245750.1
OG0006647	h1SMcT0000063.1	Smp_029670.1
OG0006648	h1SMcT0022436.1	Smp_138210.1
OG0006651	h1SMcT0021649.1	Smp_025570.1
OG0006653	h1SMcT0003680.1, h1SMcT0014349.1, h1SMcT0015536.1	Smp_337590.1
OG0006654	h1SMcT0010499.1, h1SMcT0010499.2, h1SMcT0010499.3	Smp_138230.1
OG0006655	h1SMcT0020640.1, h1SMcT0020640.2	Smp_083120.1
OG0006656	h1SMcT0011532.1	Smp_083130.1
OG0006657	h1SMcT0017824.1, h1SMcT0017824.2, h1SMcT0017824.3	Smp_003440.1
OG0006659	h1SMcT0013158.1, h1SMcT0004802.1, h1SMcT0022494.1	Smp_009630.1
OG0006660	h1SMcT0015553.1	Smp_143670.1
OG0006661	h1SMcT0007949.1, h1SMcT0007949.2	Smp_334120.1
OG0006665	h1SMcT0021157.1	Smp_337140.1
OG0006666	h1SMcT0022292.1, h1SMcT0022292.2	Smp_098340.1
OG0006667	h1SMcT0017461.1	Smp_033020.1
OG0006668	h1SMcT0002023.1, h1SMcT0004921.1	Smp_159590.1
OG0006669	h1SMcT0013425.1, h1SMcT0013425.2	Smp_018030.1
OG0006670	h1SMcT0020793.1	Smp_050220.1
OG0006672	h1SMcT0013492.1	Smp_342500.1
OG0006673	h1SMcT0006718.1	Smp_032420.1
OG0006675	h1SMcT0020173.1, h1SMcT0003835.1, h1SMcT0002964.1, h1SMcT0013085.1	Smp_078910.1
OG0006676	h1SMcT0020171.1	Smp_066890.1
OG0006677	h1SMcT0015603.1	Smp_099300.1
OG0006678	h1SMcT0017713.1	Smp_021330.1
OG0006679	h1SMcT0011947.1	Smp_140400.1
OG0006680	h1SMcT0022338.1	Smp_131980.1
OG0006682	h1SMcT0018418.1	Smp_039080.1
OG0006683	h1SMcT0016366.1	Smp_017020.1
OG0006684	h1SMcT0008240.1, h1SMcT0010906.1, h1SMcT0017366.1	Smp_323980.1
OG0006685	h1SMcT0018758.1, h1SMcT0018759.1	Smp_025860.1
OG0006686	h1SMcT0002037.1	Smp_082820.1
OG0006688	h1SMcT0012656.1, h1SMcT0016114.1, h1SMcT0023009.1	Smp_173810.1
