Orthogroup	schmidtea_mediterranea	opisthorchis_viverrini
OG0006109	h1SMcT0010897.1	T265_12532
OG0006110	h1SMcT0001434.1, h1SMcT0015400.1, h1SMcT0018872.1, h1SMcT0018872.2	T265_04314
OG0006111	h1SMcT0011183.1	T265_08178
OG0006112	h1SMcT0006999.1, h1SMcT0008854.1	T265_08901
OG0006113	h1SMcT0007793.1, h1SMcT0007792.1, h1SMcT0007792.2	T265_09557
OG0006115	h1SMcT0010176.1, h1SMcT0011242.1	T265_11567
OG0006116	h1SMcT0012053.1	T265_03865
OG0006117	h1SMcT0019790.1, h1SMcT0019790.2	T265_00135
OG0006118	h1SMcT0002750.1, h1SMcT0019438.1	T265_15436
OG0006120	h1SMcT0021058.1	T265_07064
OG0006121	h1SMcT0012572.1	T265_15292
OG0006122	h1SMcT0021278.1, h1SMcT0021278.2	T265_00758
OG0006123	h1SMcT0007116.1, h1SMcT0007116.2	T265_01160
OG0006127	h1SMcT0022450.1	T265_03470
OG0006128	h1SMcT0007640.1, h1SMcT0007640.2	T265_04746
OG0006130	h1SMcT0019712.1	T265_08572
OG0006131	h1SMcT0012552.1	T265_01167
OG0006133	h1SMcT0004208.1	T265_13035
OG0006134	h1SMcT0003232.1	T265_06562
OG0006135	h1SMcT0008034.1, h1SMcT0008034.2	T265_01602
OG0006136	h1SMcT0021949.1	T265_10637
OG0006139	h1SMcT0001336.1, h1SMcT0021804.1	T265_06487
OG0006140	h1SMcT0007646.1	T265_12439
OG0006141	h1SMcT0020421.1, h1SMcT0011946.1, h1SMcT0011946.2	T265_03619
OG0006144	h1SMcT0012874.1	T265_13033
OG0006145	h1SMcT0001658.1, h1SMcT0001658.2	T265_04145
OG0006147	h1SMcT0023099.1, h1SMcT0023103.1	T265_09593
OG0006150	h1SMcT0012534.1	T265_08342
OG0006151	h1SMcT0003919.1	T265_04465
OG0006157	h1SMcT0004114.1	T265_07598
OG0006159	h1SMcT0006271.1, h1SMcT0006271.3, h1SMcT0006271.2	T265_01099
OG0006160	h1SMcT0013823.1	T265_04379
OG0006161	h1SMcT0013963.1	T265_00754, T265_04662
OG0006164	h1SMcT0012826.1, h1SMcT0017399.1, h1SMcT0017399.2, h1SMcT0017399.3	T265_00257
OG0006165	h1SMcT0000474.1	T265_00812, T265_12640
OG0006166	h1SMcT0008012.1	T265_03856
OG0006167	h1SMcT0006483.1	T265_01644, T265_12127
OG0006168	h1SMcT0001500.1	T265_09199
OG0006170	h1SMcT0020077.1, h1SMcT0020077.2	T265_06485
OG0006172	h1SMcT0001011.2, h1SMcT0001011.1, h1SMcT0001011.3	T265_04755
OG0006173	h1SMcT0019148.1, h1SMcT0019148.2	T265_12668
OG0006177	h1SMcT0020913.1, h1SMcT0007779.1, h1SMcT0007779.2, h1SMcT0007779.3	T265_04160
OG0006178	h1SMcT0020874.1, h1SMcT0022366.1	T265_09140
OG0006180	h1SMcT0009898.1	T265_00291, T265_08122
OG0006182	h1SMcT0008406.1	T265_10119
OG0006186	h1SMcT0010352.5	T265_07077
OG0006187	h1SMcT0006765.1	T265_04136
OG0006188	h1SMcT0000519.1, h1SMcT0003171.1	T265_11536
OG0006225	h1SMcT0002214.1	T265_04195
OG0006226	h1SMcT0021295.1, h1SMcT0021295.2	T265_06962
OG0006228	h1SMcT0021175.1, h1SMcT0021724.1	T265_06400
OG0006229	h1SMcT0018295.1, h1SMcT0018294.1	T265_11944, T265_12321
OG0006231	h1SMcT0001357.1	T265_05886
OG0006235	h1SMcT0021813.1	T265_13669
OG0006237	h1SMcT0017214.2, h1SMcT0017213.1, h1SMcT0017214.1	T265_02604
OG0006238	h1SMcT0006872.1	T265_04894
OG0006239	h1SMcT0003217.1, h1SMcT0003217.2	T265_05714
OG0006241	h1SMcT0011339.1, h1SMcT0008366.1, h1SMcT0008369.1	T265_00315
OG0006242	h1SMcT0003348.1	T265_11186
OG0006243	h1SMcT0017614.1	T265_13406
OG0006245	h1SMcT0010109.1	T265_13952
OG0006246	h1SMcT0002623.1	T265_12114
OG0006247	h1SMcT0014874.1, h1SMcT0014874.2	T265_10497
OG0006248	h1SMcT0002968.1, h1SMcT0020703.1	T265_09974, T265_09975
OG0006249	h1SMcT0002996.1, h1SMcT0003371.1	T265_12552
OG0006250	h1SMcT0013477.1	T265_08806
OG0006253	h1SMcT0016616.1, h1SMcT0020991.1, h1SMcT0020991.2	T265_09495
OG0006254	h1SMcT0017821.1, h1SMcT0004678.1, h1SMcT0019671.1	T265_10255
OG0006256	h1SMcT0000176.1	T265_11234
OG0006257	h1SMcT0004011.1	T265_09703
OG0006258	h1SMcT0008214.1, h1SMcT0001162.1, h1SMcT0009326.1	T265_12589
OG0006260	h1SMcT0014111.1	T265_06942, T265_06943
OG0006261	h1SMcT0004569.1	T265_00088, T265_00089
OG0006262	h1SMcT0008551.1	T265_09323
OG0006264	h1SMcT0005186.1	T265_15190
OG0006265	h1SMcT0020726.3, h1SMcT0020726.1, h1SMcT0020726.2	T265_01075
OG0006266	h1SMcT0013262.1	T265_05275
OG0006267	h1SMcT0013388.1	T265_14701
OG0006269	h1SMcT0002053.1, h1SMcT0002053.2	T265_08086
OG0006270	h1SMcT0014518.1, h1SMcT0014257.1	T265_15004
OG0006272	h1SMcT0006885.1, h1SMcT0006885.2	T265_08414
OG0006273	h1SMcT0003882.1	T265_04110
OG0006274	h1SMcT0003703.1, h1SMcT0005419.1	T265_07067, T265_16046, T265_05062, T265_07066
OG0006275	h1SMcT0017841.1	T265_14969
OG0006277	h1SMcT0022066.1, h1SMcT0022066.2	T265_13414
OG0006278	h1SMcT0011087.1	T265_02316, T265_15671
OG0006279	h1SMcT0003431.1	T265_14327
OG0006280	h1SMcT0001359.1	T265_09871
OG0006281	h1SMcT0013140.1	T265_15811
OG0006282	h1SMcT0013773.1	T265_11224
OG0006283	h1SMcT0014385.1	T265_05049
OG0006284	h1SMcT0022598.1	T265_02188
OG0006285	h1SMcT0021404.1, h1SMcT0021404.2	T265_00313
OG0006286	h1SMcT0020667.1	T265_00546
OG0006288	h1SMcT0010540.1, h1SMcT0022072.1	T265_00770
OG0006292	h1SMcT0015204.1, h1SMcT0015204.2	T265_00669
OG0006293	h1SMcT0006725.2, h1SMcT0006725.4, h1SMcT0006725.5, h1SMcT0006725.1, h1SMcT0006725.3	T265_08152
OG0006294	h1SMcT0018265.1, h1SMcT0018265.2, h1SMcT0018265.3, h1SMcT0018265.4	T265_09717
OG0006295	h1SMcT0002438.1	T265_11139
OG0006299	h1SMcT0015874.1	T265_09982, T265_06697
OG0006300	h1SMcT0009812.1, h1SMcT0009812.2, h1SMcT0009812.3, h1SMcT0009812.4	T265_12045
OG0006301	h1SMcT0012661.1, h1SMcT0012662.1	T265_15886, T265_12313
OG0006302	h1SMcT0020005.1	T265_07637
OG0006303	h1SMcT0003773.1	T265_14450
OG0006304	h1SMcT0015343.1, h1SMcT0015343.2, h1SMcT0022224.1	T265_00048
OG0006305	h1SMcT0006367.1, h1SMcT0006367.2	T265_10720
OG0006307	h1SMcT0021052.1	T265_09818
OG0006308	h1SMcT0009615.1, h1SMcT0011923.1	T265_14763
OG0006309	h1SMcT0008502.1, h1SMcT0006741.1	T265_15194
OG0006312	h1SMcT0010850.1	T265_02160
OG0006313	h1SMcT0012935.1, h1SMcT0012936.1, h1SMcT0012936.2	T265_13064
OG0006314	h1SMcT0017764.1, h1SMcT0017765.1, h1SMcT0017763.1, h1SMcT0017763.2	T265_02327
OG0006315	h1SMcT0017164.1, h1SMcT0017164.2	T265_02744
OG0006316	h1SMcT0011094.1	T265_10726
OG0006317	h1SMcT0008746.1	T265_00104
OG0006318	h1SMcT0017696.1, h1SMcT0017696.2	T265_06847
OG0006319	h1SMcT0018260.1, h1SMcT0018260.2	T265_10996
OG0006320	h1SMcT0008691.1	T265_10617
OG0006321	h1SMcT0018346.1	T265_05253
OG0006324	h1SMcT0021959.1, h1SMcT0021959.2, h1SMcT0021960.1	T265_01373
OG0006325	h1SMcT0006261.1, h1SMcT0019275.1	T265_06415
OG0006326	h1SMcT0014252.1	T265_06631
OG0006327	h1SMcT0007448.1, h1SMcT0022768.1	T265_12717
OG0006328	h1SMcT0000223.1	T265_08665
OG0006330	h1SMcT0020253.1, h1SMcT0020253.2, h1SMcT0020253.3	T265_07570
OG0006331	h1SMcT0003329.1, h1SMcT0003329.2	T265_03152
OG0006337	h1SMcT0001485.1, h1SMcT0001485.2, h1SMcT0001485.3	T265_05503
OG0006338	h1SMcT0017004.1	T265_04419
OG0006339	h1SMcT0004595.1	T265_00683
OG0006343	h1SMcT0009369.1	T265_04178
OG0006344	h1SMcT0019920.1, h1SMcT0019920.2	T265_14821
OG0006346	h1SMcT0016529.1, h1SMcT0021796.1	T265_13092, T265_07373
OG0006347	h1SMcT0001189.1	T265_15598
OG0006348	h1SMcT0020762.1, h1SMcT0022946.1	T265_11593
OG0006351	h1SMcT0017853.1	T265_14298, T265_14297
OG0006352	h1SMcT0016461.1, h1SMcT0008101.1, h1SMcT0008101.2	T265_07872
OG0006353	h1SMcT0020359.1, h1SMcT0009110.1, h1SMcT0009110.2	T265_03964
OG0006354	h1SMcT0005465.1	T265_01996
OG0006356	h1SMcT0016848.1, h1SMcT0016848.2	T265_01986
OG0006357	h1SMcT0015000.1	T265_07692
OG0006359	h1SMcT0016885.1	T265_06848, T265_06849
OG0006360	h1SMcT0013736.1	T265_07902
OG0006361	h1SMcT0003581.1	T265_11664
OG0006365	h1SMcT0017184.1	T265_08591
OG0006366	h1SMcT0010929.1, h1SMcT0010929.2	T265_00360
OG0006367	h1SMcT0018248.1, h1SMcT0018248.2	T265_00428
OG0006371	h1SMcT0012883.1	T265_06013
OG0006374	h1SMcT0003426.1	T265_02365
OG0006375	h1SMcT0000518.1, h1SMcT0022895.1	T265_00911, T265_00912
OG0006376	h1SMcT0002933.1	T265_04165
OG0006378	h1SMcT0005541.1	T265_12748
OG0006379	h1SMcT0006383.1, h1SMcT0007275.1	T265_12049
OG0006383	h1SMcT0006426.1, h1SMcT0006426.2	T265_07925
OG0006385	h1SMcT0000299.1, h1SMcT0000299.2	T265_05143
OG0006388	h1SMcT0020090.1	T265_07008
OG0006389	h1SMcT0017304.1	T265_02317
OG0006390	h1SMcT0006853.1	T265_15291
OG0006392	h1SMcT0003411.1	T265_05333, T265_13754, T265_13554
OG0006394	h1SMcT0006283.1, h1SMcT0006283.2	T265_15418
OG0006395	h1SMcT0010614.2	T265_13542
OG0006398	h1SMcT0006116.1	T265_14053
OG0006399	h1SMcT0012056.1, h1SMcT0012056.2	T265_14380
OG0006400	h1SMcT0017307.1, h1SMcT0020300.1, h1SMcT0020300.3	T265_02773
OG0006401	h1SMcT0022013.1	T265_00344
OG0006402	h1SMcT0011823.1, h1SMcT0011823.2	T265_07045
OG0006403	h1SMcT0019182.1	T265_10653
OG0006404	h1SMcT0006220.1, h1SMcT0006220.3, h1SMcT0006220.2	T265_06868
OG0006405	h1SMcT0018645.1	T265_11460
OG0006412	h1SMcT0006462.1, h1SMcT0006462.2	T265_14552
OG0006414	h1SMcT0013013.1	T265_07452
OG0006415	h1SMcT0003437.1, h1SMcT0003437.2	T265_09372
OG0006416	h1SMcT0007588.1	T265_08933
OG0006418	h1SMcT0019215.1	T265_03112
OG0006421	h1SMcT0008205.1, h1SMcT0008205.2	T265_09926
OG0006424	h1SMcT0006518.1	T265_15186, T265_02708
OG0006425	h1SMcT0006420.1, h1SMcT0006420.2, h1SMcT0014274.1	T265_11416
OG0006426	h1SMcT0005633.1	T265_09277
OG0006427	h1SMcT0002172.1, h1SMcT0013156.1, h1SMcT0020795.1	T265_10062
OG0006428	h1SMcT0012304.1, h1SMcT0012304.2	T265_11779
OG0006429	h1SMcT0008373.1, h1SMcT0001149.1, h1SMcT0007358.1	T265_08172
OG0006430	h1SMcT0005072.1	T265_01459, T265_08003
OG0006431	h1SMcT0005600.1	T265_09599
OG0006433	h1SMcT0015326.1, h1SMcT0015326.2	T265_04463
OG0006435	h1SMcT0006875.1	T265_02372
OG0006436	h1SMcT0016628.1, h1SMcT0009930.1, h1SMcT0002558.1, h1SMcT0002558.2	T265_01380
OG0006437	h1SMcT0002265.1	T265_03880
OG0006438	h1SMcT0000500.1	T265_02221
OG0006439	h1SMcT0004348.1	T265_10437
OG0006440	h1SMcT0014228.1	T265_10890
OG0006443	h1SMcT0003262.1	T265_01839
OG0006444	h1SMcT0001062.1	T265_13057
OG0006445	h1SMcT0007143.1, h1SMcT0007143.2	T265_12451, T265_16053
OG0006448	h1SMcT0010658.1, h1SMcT0010658.2, h1SMcT0010658.3, h1SMcT0010658.4	T265_12679
OG0006449	h1SMcT0000439.1	T265_08544
OG0006450	h1SMcT0003681.1, h1SMcT0021965.1	T265_10232
OG0006451	h1SMcT0001916.1	T265_15460
OG0006452	h1SMcT0010998.1	T265_10252
OG0006453	h1SMcT0004320.1, h1SMcT0004320.2	T265_01420
OG0006454	h1SMcT0007237.1, h1SMcT0001766.1, h1SMcT0007238.1	T265_11534
OG0006455	h1SMcT0010537.1, h1SMcT0010537.2	T265_01587
OG0006458	h1SMcT0000245.1	T265_07613
OG0006459	h1SMcT0003107.1	T265_12438
OG0006460	h1SMcT0009688.1, h1SMcT0009688.3, h1SMcT0009688.5, h1SMcT0009688.2, h1SMcT0009688.4	T265_01122
OG0006461	h1SMcT0013079.1	T265_14894
OG0006462	h1SMcT0015627.1	T265_02678
OG0006463	h1SMcT0000917.1	T265_00516
OG0006464	h1SMcT0007969.1, h1SMcT0007969.2, h1SMcT0007969.3	T265_03697
OG0006466	h1SMcT0018794.1, h1SMcT0018794.2	T265_11283
OG0006467	h1SMcT0018340.1	T265_11575
OG0006468	h1SMcT0015661.1	T265_15381
OG0006469	h1SMcT0002095.1, h1SMcT0002095.3, h1SMcT0002095.2	T265_07952
OG0006470	h1SMcT0013516.1	T265_03006
OG0006472	h1SMcT0003862.1	T265_09548
OG0006476	h1SMcT0008480.1	T265_00225
OG0006477	h1SMcT0006216.1	T265_10127
OG0006478	h1SMcT0005634.1	T265_15504, T265_15819
OG0006480	h1SMcT0009285.3, h1SMcT0009285.4, h1SMcT0009285.2, h1SMcT0009285.1	T265_10500
OG0006481	h1SMcT0011835.1, h1SMcT0011835.2	T265_01822
OG0006486	h1SMcT0016989.1, h1SMcT0016990.1	T265_10504, T265_15169
OG0006487	h1SMcT0007650.1	T265_01788
OG0006488	h1SMcT0002411.1, h1SMcT0021061.1	T265_14164
OG0006489	h1SMcT0007576.1, h1SMcT0007576.2	T265_06132
OG0006490	h1SMcT0010567.1	T265_06700
OG0006491	h1SMcT0017740.1	T265_02227
OG0006492	h1SMcT0000613.1	T265_09429
OG0006494	h1SMcT0016118.1	T265_07790
OG0006495	h1SMcT0022190.2, h1SMcT0022190.1	T265_02429
OG0006496	h1SMcT0022295.1, h1SMcT0022295.2	T265_10309, T265_10310
OG0006498	h1SMcT0001273.1	T265_08375
OG0006499	h1SMcT0020873.1	T265_14999
OG0006501	h1SMcT0020260.1	T265_05439
OG0006503	h1SMcT0013964.1, h1SMcT0013964.2, h1SMcT0008714.1, h1SMcT0008715.1	T265_11418
OG0006506	h1SMcT0000633.1, h1SMcT0012509.2, h1SMcT0012509.8	T265_07161
OG0006509	h1SMcT0001266.1	T265_06617
OG0006513	h1SMcT0003911.1, h1SMcT0001477.1, h1SMcT0005497.1	T265_03639
OG0006514	h1SMcT0014377.1	T265_07927
OG0006517	h1SMcT0004717.2	T265_15214
OG0006543	h1SMcT0015299.1	T265_02409, T265_02410
OG0006544	h1SMcT0009306.1	T265_04643
OG0006545	h1SMcT0005144.1	T265_12850
OG0006548	h1SMcT0001078.1	T265_08761
OG0006552	h1SMcT0021443.1	T265_15625
OG0006553	h1SMcT0011765.1, h1SMcT0007041.2, h1SMcT0007041.1, h1SMcT0007041.3	T265_06339
OG0006554	h1SMcT0016709.1	T265_13260
OG0006557	h1SMcT0001898.1, h1SMcT0004846.1	T265_02543
OG0006560	h1SMcT0005503.1	T265_12703, T265_01023
OG0006561	h1SMcT0022230.1, h1SMcT0022230.3, h1SMcT0022230.2	T265_06796
OG0006562	h1SMcT0003584.1	T265_14420
OG0006567	h1SMcT0013213.1, h1SMcT0019795.1, h1SMcT0019797.1, h1SMcT0004502.1	T265_07533
OG0006568	h1SMcT0003492.1, h1SMcT0003492.3, h1SMcT0003492.2	T265_13305
OG0006569	h1SMcT0001902.1, h1SMcT0001902.2	T265_09101
OG0006570	h1SMcT0017168.1	T265_00046
OG0006571	h1SMcT0014394.1, h1SMcT0014394.2	T265_02036
OG0006572	h1SMcT0001020.1	T265_13595, T265_04767
OG0006573	h1SMcT0017971.1	T265_10380
OG0006574	h1SMcT0001195.1, h1SMcT0022907.1, h1SMcT0022907.2	T265_00628
OG0006575	h1SMcT0007824.1, h1SMcT0007824.2	T265_05860, T265_15914
OG0006577	h1SMcT0002191.1, h1SMcT0002191.2	T265_16165, T265_08513, T265_15866, T265_08512
OG0006579	h1SMcT0022358.1, h1SMcT0022358.2, h1SMcT0022358.3, h1SMcT0022358.4	T265_04072
OG0006580	h1SMcT0012739.1, h1SMcT0012739.2	T265_06753
OG0006581	h1SMcT0011356.1, h1SMcT0013532.1	T265_01022
OG0006582	h1SMcT0021507.1, h1SMcT0010828.1, h1SMcT0010714.1	T265_06600
OG0006585	h1SMcT0003746.1	T265_10220
OG0006586	h1SMcT0018534.1	T265_06535
OG0006588	h1SMcT0008337.1	T265_04942
OG0006590	h1SMcT0001276.1, h1SMcT0019290.1, h1SMcT0019290.2, h1SMcT0019290.3	T265_07241
OG0006591	h1SMcT0012764.1	T265_06110
OG0006595	h1SMcT0002034.1	T265_13783
OG0006596	h1SMcT0010208.1, h1SMcT0010208.2	T265_14736
OG0006597	h1SMcT0006841.1	T265_15644
OG0006598	h1SMcT0011555.1, h1SMcT0015818.1, h1SMcT0012618.1, h1SMcT0001878.1, h1SMcT0001878.2	T265_04813
OG0006601	h1SMcT0013008.2	T265_05089
OG0006604	h1SMcT0006690.1	T265_02143
OG0006605	h1SMcT0003987.2, h1SMcT0003987.1, h1SMcT0003987.3, h1SMcT0003987.4	T265_15195
OG0006606	h1SMcT0018446.1, h1SMcT0018446.2	T265_10657
OG0006607	h1SMcT0004103.1	T265_04245
OG0006608	h1SMcT0008833.1, h1SMcT0014528.1, h1SMcT0013569.1	T265_04438
OG0006612	h1SMcT0012946.1, h1SMcT0013086.1, h1SMcT0001876.2, h1SMcT0001876.3, h1SMcT0002472.1, h1SMcT0018948.1, h1SMcT0016187.1, h1SMcT0007509.1, h1SMcT0020225.1, h1SMcT0005028.1, h1SMcT0019024.1, h1SMcT0010678.1, h1SMcT0001876.1, h1SMcT0010678.2	T265_09273, T265_05852
OG0006613	h1SMcT0017031.1, h1SMcT0001928.1	T265_08081
OG0006614	h1SMcT0008173.1	T265_11437
OG0006616	h1SMcT0002093.1	T265_09162
OG0006619	h1SMcT0007411.1, h1SMcT0000282.1	T265_01062
OG0006620	h1SMcT0017271.1, h1SMcT0017271.2	T265_11532
OG0006622	h1SMcT0012049.1	T265_07997
OG0006624	h1SMcT0013698.1, h1SMcT0013698.2	T265_00402
OG0006625	h1SMcT0015066.1	T265_00626
OG0006626	h1SMcT0018963.1	T265_16206, T265_10359, T265_16251
OG0006627	h1SMcT0000534.5	T265_15096
OG0006628	h1SMcT0022187.1	T265_06512
OG0006630	h1SMcT0017296.1	T265_02374, T265_12306, T265_02376
OG0006632	h1SMcT0003631.1	T265_00693
OG0006633	h1SMcT0006207.1, h1SMcT0020454.1, h1SMcT0006996.1, h1SMcT0021098.1, h1SMcT0021099.1	T265_12533
OG0006634	h1SMcT0007730.1	T265_09918
OG0006636	h1SMcT0021936.1	T265_01102
OG0006638	h1SMcT0002815.1	T265_07959, T265_12103, T265_12336
OG0006639	h1SMcT0013965.1	T265_01732
OG0006640	h1SMcT0011267.1, h1SMcT0003930.1, h1SMcT0003930.2, h1SMcT0003930.3	T265_02101
OG0006642	h1SMcT0020634.1, h1SMcT0010623.1, h1SMcT0010623.2	T265_14387
OG0006644	h1SMcT0015822.1, h1SMcT0017092.1	T265_11470
OG0006645	h1SMcT0008107.1	T265_04180
OG0006646	h1SMcT0015675.1, h1SMcT0016764.1	T265_14470
OG0006647	h1SMcT0000063.1	T265_04949
OG0006648	h1SMcT0022436.1	T265_06317
OG0006651	h1SMcT0021649.1	T265_03076
OG0006653	h1SMcT0003680.1, h1SMcT0014349.1, h1SMcT0015536.1	T265_01556
OG0006654	h1SMcT0010499.1, h1SMcT0010499.2, h1SMcT0010499.3	T265_06319
OG0006655	h1SMcT0020640.1, h1SMcT0020640.2	T265_10613
OG0006656	h1SMcT0011532.1	T265_10612
OG0006657	h1SMcT0017824.1, h1SMcT0017824.2, h1SMcT0017824.3	T265_01090
OG0006659	h1SMcT0013158.1, h1SMcT0004802.1, h1SMcT0022494.1	T265_04507
OG0006660	h1SMcT0015553.1	T265_07919
OG0006661	h1SMcT0007949.1, h1SMcT0007949.2	T265_06986
OG0006665	h1SMcT0021157.1	T265_09475
OG0006666	h1SMcT0022292.1, h1SMcT0022292.2	T265_05118
OG0006667	h1SMcT0017461.1	T265_06889
OG0006668	h1SMcT0002023.1, h1SMcT0004921.1	T265_08869
OG0006669	h1SMcT0013425.1, h1SMcT0013425.2	T265_06871, T265_14158
OG0006670	h1SMcT0020793.1	T265_01723
OG0006672	h1SMcT0013492.1	T265_07550
OG0006673	h1SMcT0006718.1	T265_14096
OG0006675	h1SMcT0020173.1, h1SMcT0003835.1, h1SMcT0002964.1, h1SMcT0013085.1	T265_14098
OG0006676	h1SMcT0020171.1	T265_02337
OG0006678	h1SMcT0017713.1	T265_02364
OG0006680	h1SMcT0022338.1	T265_14576
OG0006682	h1SMcT0018418.1	T265_13643
OG0006685	h1SMcT0018758.1, h1SMcT0018759.1	T265_01793
OG0006686	h1SMcT0002037.1	T265_00388
OG0006688	h1SMcT0012656.1, h1SMcT0016114.1, h1SMcT0023009.1	T265_10138
OG0006690	h1SMcT0013116.2	T265_02014
OG0006691	h1SMcT0010292.1	T265_14118
OG0006692	h1SMcT0022235.1	T265_09931, T265_11715
OG0006693	h1SMcT0010545.1	T265_06000
OG0006694	h1SMcT0014545.1	T265_05779
OG0006696	h1SMcT0015115.1	T265_00566
OG0006697	h1SMcT0006745.1	T265_03625
OG0006699	h1SMcT0021435.1	T265_00029
OG0006700	h1SMcT0014346.1, h1SMcT0006616.1, h1SMcT0006616.2	T265_00710
OG0006701	h1SMcT0012881.1, h1SMcT0012881.3, h1SMcT0012881.2, h1SMcT0012881.4	T265_09665
OG0006703	h1SMcT0014286.6, h1SMcT0014286.3, h1SMcT0014286.7	T265_07174
OG0006704	h1SMcT0003048.1, h1SMcT0003048.2	T265_09491
OG0006705	h1SMcT0021854.1, h1SMcT0021854.2	T265_00312
OG0006709	h1SMcT0002550.1	T265_06181
OG0006711	h1SMcT0002727.1, h1SMcT0010865.1	T265_07615
OG0006712	h1SMcT0010294.1, h1SMcT0010294.2, h1SMcT0010294.3	T265_03406
OG0006713	h1SMcT0007128.1	T265_14943
OG0006714	h1SMcT0000583.4, h1SMcT0000583.3, h1SMcT0000583.1	T265_13836
OG0006716	h1SMcT0018762.1	T265_00372, T265_00371
OG0006718	h1SMcT0006428.2	T265_00853
OG0006721	h1SMcT0002343.1	T265_09405
OG0006724	h1SMcT0015392.1, h1SMcT0015392.2	T265_04424, T265_11296
OG0006725	h1SMcT0010948.1	T265_08874
OG0006726	h1SMcT0002612.1, h1SMcT0002612.2, h1SMcT0002612.3	T265_14354
OG0006731	h1SMcT0006628.1	T265_01865
OG0006732	h1SMcT0005049.1, h1SMcT0005049.2, h1SMcT0013215.1, h1SMcT0013217.1	T265_03141
OG0006734	h1SMcT0008614.1	T265_01901
OG0006736	h1SMcT0016884.1, h1SMcT0009835.1, h1SMcT0015572.1, h1SMcT0015572.2	T265_01789
OG0006739	h1SMcT0019337.1	T265_00860
OG0006740	h1SMcT0003280.1, h1SMcT0003280.2, h1SMcT0003280.3	T265_01698
OG0006741	h1SMcT0005905.1, h1SMcT0005905.2	T265_05530
OG0006742	h1SMcT0014326.1	T265_07162
OG0006743	h1SMcT0011415.1	T265_00014
OG0006745	h1SMcT0006542.1, h1SMcT0003675.1, h1SMcT0003677.1, h1SMcT0003677.2	T265_15337
OG0006747	h1SMcT0015628.1	T265_13929
OG0006750	h1SMcT0003482.1	T265_11230
OG0006751	h1SMcT0008216.1	T265_10348
OG0006752	h1SMcT0009544.1	T265_06481
OG0006753	h1SMcT0019734.1	T265_13704
OG0006755	h1SMcT0002804.1	T265_11582
OG0006756	h1SMcT0012602.2, h1SMcT0012602.3	T265_08611
OG0006757	h1SMcT0007943.1	T265_03052
OG0006760	h1SMcT0010509.1	T265_01137
OG0006761	h1SMcT0017058.1	T265_11394
OG0006762	h1SMcT0021079.1	T265_13612
OG0006763	h1SMcT0015240.1	T265_15371, T265_15370
OG0006768	h1SMcT0017877.1	T265_01568
OG0006769	h1SMcT0019307.1, h1SMcT0005177.1, h1SMcT0005177.2	T265_02933
OG0006770	h1SMcT0007005.2, h1SMcT0013961.1	T265_01465
OG0006771	h1SMcT0019145.6	T265_07961
OG0006774	h1SMcT0018285.1	T265_11214
OG0006775	h1SMcT0020844.1	T265_10444
OG0006776	h1SMcT0016119.1	T265_06721
OG0006777	h1SMcT0007529.1	T265_04430, T265_12355
OG0006778	h1SMcT0005307.1, h1SMcT0020404.1	T265_11184
OG0006779	h1SMcT0017550.1	T265_11785
OG0006780	h1SMcT0003632.2, h1SMcT0003632.1, h1SMcT0003632.3	T265_12841
OG0006781	h1SMcT0016351.1, h1SMcT0016351.2	T265_03372
OG0006783	h1SMcT0017227.1, h1SMcT0017227.2	T265_10461
OG0006786	h1SMcT0010342.1	T265_11211
OG0006787	h1SMcT0001982.1, h1SMcT0001982.2, h1SMcT0001982.3	T265_08649
OG0006789	h1SMcT0002084.1, h1SMcT0011424.1	T265_07766
OG0006792	h1SMcT0004945.3, h1SMcT0004945.1, h1SMcT0004945.2	T265_16192
OG0006793	h1SMcT0005284.1	T265_14043
OG0006795	h1SMcT0021120.1, h1SMcT0015161.1, h1SMcT0014428.1, h1SMcT0010726.1, h1SMcT0011116.1	T265_05585
OG0006802	h1SMcT0000162.1	T265_07255
OG0006804	h1SMcT0016627.1	T265_15818
OG0006807	h1SMcT0016309.1, h1SMcT0016309.2, h1SMcT0016309.3	T265_02809, T265_06602
OG0006808	h1SMcT0002026.1	T265_05692
OG0006813	h1SMcT0012336.8	T265_00110
OG0006816	h1SMcT0022044.1, h1SMcT0022073.1	T265_01883
OG0006819	h1SMcT0003122.5, h1SMcT0003122.2, h1SMcT0003122.3, h1SMcT0003122.1, h1SMcT0003122.4	T265_11336
OG0006820	h1SMcT0020456.1, h1SMcT0020456.2, h1SMcT0018062.1, h1SMcT0000761.1	T265_11375
OG0006821	h1SMcT0002883.1, h1SMcT0022849.1, h1SMcT0002883.2, h1SMcT0022849.2	T265_13587
OG0006851	h1SMcT0010282.1	T265_04193
OG0006853	h1SMcT0017000.1	T265_05500
OG0006854	h1SMcT0014340.1	T265_03608
OG0006860	h1SMcT0001712.1	T265_11734
OG0006861	h1SMcT0006791.1	T265_13231
OG0006864	h1SMcT0006082.1	T265_00461
OG0006865	h1SMcT0001719.1, h1SMcT0001719.2	T265_11837
OG0006868	h1SMcT0001266.2	T265_13505
OG0006870	h1SMcT0022169.1, h1SMcT0022169.2	T265_01915
OG0006872	h1SMcT0002105.1, h1SMcT0002105.2	T265_00059
OG0006873	h1SMcT0013730.1, h1SMcT0013730.2	T265_03060
OG0006875	h1SMcT0009117.1, h1SMcT0008090.1	T265_10107
