Orthogroup	schmidtea_mediterranea	schistosoma_haematobium
OG0005614	h1SMcT0020599.1	SHAE2_30750.1
OG0005615	h1SMcT0003423.1	SHAE2_31420.1
OG0005621	h1SMcT0012507.1, h1SMcT0012507.2	SHAE2_92650.1
OG0005623	h1SMcT0010905.1	SHAE2_79670.1
OG0005624	h1SMcT0016258.1	SHAE2_13240.1
OG0005625	h1SMcT0016999.1, h1SMcT0016999.2	SHAE2_13250.1
OG0005627	h1SMcT0001543.1, h1SMcT0001543.2	SHAE2_25490.1, SHAE2_25490.3, SHAE2_25490.2
OG0005628	h1SMcT0008811.1, h1SMcT0001742.1, h1SMcT0019269.1, h1SMcT0017650.1	SHAE2_42230.1
OG0005630	h1SMcT0006562.1	SHAE2_90250.1
OG0005632	h1SMcT0018608.1, h1SMcT0018608.2, h1SMcT0018608.3	SHAE2_100710.1, SHAE2_100710.2
OG0005633	h1SMcT0008735.1, h1SMcT0018433.1	SHAE2_12460.1
OG0005634	h1SMcT0020158.1, h1SMcT0020158.3, h1SMcT0020158.4	SHAE2_25010.1
OG0005635	h1SMcT0002845.1, h1SMcT0021523.1	SHAE2_3550.1
OG0005636	h1SMcT0003914.1, h1SMcT0013439.1	SHAE2_41610.1
OG0005637	h1SMcT0011728.1	SHAE2_84540.1
OG0005638	h1SMcT0014808.1	SHAE2_81650.1, SHAE2_81650.2
OG0005639	h1SMcT0000146.1, h1SMcT0000146.2, h1SMcT0000057.1, h1SMcT0008727.1, h1SMcT0000181.1, h1SMcT0000179.1	SHAE2_77640.1
OG0005641	h1SMcT0018103.1, h1SMcT0018103.2	SHAE2_77900.1
OG0005642	h1SMcT0014142.1	SHAE2_101690.2, SHAE2_101690.1
OG0005643	h1SMcT0004592.1	SHAE2_31740.1
OG0005644	h1SMcT0021372.1	SHAE2_80980.1
OG0005646	h1SMcT0009497.1, h1SMcT0018626.1, h1SMcT0018626.2, h1SMcT0009143.1, h1SMcT0009143.3, h1SMcT0009143.2	SHAE2_43960.1
OG0005647	h1SMcT0015520.1	SHAE2_59320.1
OG0005651	h1SMcT0007916.1, h1SMcT0007916.2	SHAE2_70410.1, SHAE2_70410.2
OG0005652	h1SMcT0022532.1, h1SMcT0021903.1, h1SMcT0022364.1, h1SMcT0004704.1, h1SMcT0022356.1	SHAE2_51310.1
OG0005654	h1SMcT0022145.1	SHAE2_77150.1
OG0005655	h1SMcT0018701.1, h1SMcT0018701.2	SHAE2_29560.1
OG0005656	h1SMcT0019467.1	SHAE2_93250.1, SHAE2_93250.2
OG0005657	h1SMcT0014251.1	SHAE2_14010.1
OG0005658	h1SMcT0010565.1, h1SMcT0010565.2	SHAE2_96530.1, SHAE2_96530.3, SHAE2_96530.2
OG0005663	h1SMcT0011911.1, h1SMcT0011911.2	SHAE2_10400.1
OG0005665	h1SMcT0010582.1	SHAE2_51460.2, SHAE2_51460.1
OG0005666	h1SMcT0007579.1	SHAE2_95520.1, SHAE2_95520.2
OG0005667	h1SMcT0012925.1	SHAE2_45020.1, SHAE2_45020.2
OG0005668	h1SMcT0010741.1, h1SMcT0010741.2, h1SMcT0010741.3	SHAE2_4130.1
OG0005670	h1SMcT0002444.1, h1SMcT0002444.2	SHAE2_89760.1
OG0005671	h1SMcT0020637.10	SHAE2_13980.1, SHAE2_13980.2, SHAE2_13980.3
OG0005672	h1SMcT0001094.1, h1SMcT0001094.2	SHAE2_50620.1
OG0005673	h1SMcT0020369.1, h1SMcT0020369.2	SHAE2_50670.1
OG0005674	h1SMcT0003155.1, h1SMcT0022977.1, h1SMcT0003685.1, h1SMcT0003685.2	SHAE2_28420.1
OG0005675	h1SMcT0010891.1, h1SMcT0010891.2	SHAE2_43620.1
OG0005676	h1SMcT0012454.1	SHAE2_55700.1
OG0005678	h1SMcT0002512.1, h1SMcT0002512.2, h1SMcT0002512.3	SHAE2_63730.1
OG0005679	h1SMcT0002865.1, h1SMcT0002865.2, h1SMcT0002865.3	SHAE2_93890.1
OG0005684	h1SMcT0000972.1, h1SMcT0022546.1	SHAE2_52530.1
OG0005685	h1SMcT0007396.1	SHAE2_15830.1
OG0005686	h1SMcT0012749.1	SHAE2_95590.1
OG0005687	h1SMcT0007350.1	SHAE2_70110.1, SHAE2_70110.2, SHAE2_70110.3
OG0005689	h1SMcT0021421.1	SHAE2_75220.1
OG0005691	h1SMcT0016672.1, h1SMcT0005044.1, h1SMcT0005044.2	SHAE2_99260.1
OG0005692	h1SMcT0004001.1	SHAE2_50540.2
OG0005693	h1SMcT0015127.1	SHAE2_1550.1
OG0005699	h1SMcT0014795.1	SHAE2_22410.1, SHAE2_22410.2
OG0005700	h1SMcT0010548.1, h1SMcT0010548.2	SHAE2_75950.1
OG0005702	h1SMcT0011671.1	SHAE2_69430.1
OG0005705	h1SMcT0000618.1, h1SMcT0007715.1	SHAE2_57140.1
OG0005706	h1SMcT0003456.1	SHAE2_59540.1
OG0005707	h1SMcT0002601.1, h1SMcT0002601.2	SHAE2_69500.2, SHAE2_69500.1
OG0005708	h1SMcT0020930.1	SHAE2_23150.1, SHAE2_23150.2
OG0005709	h1SMcT0020353.1, h1SMcT0014115.1, h1SMcT0012885.1, h1SMcT0010123.1	SHAE2_29910.1, SHAE2_29910.2
OG0005710	h1SMcT0011282.1, h1SMcT0001250.1, h1SMcT0013039.1	SHAE2_37580.1
OG0005714	h1SMcT0007188.1, h1SMcT0007188.2	SHAE2_96290.1
OG0005715	h1SMcT0007688.1	SHAE2_78990.1
OG0005716	h1SMcT0005338.1	SHAE2_54160.1, SHAE2_54160.2
OG0005717	h1SMcT0011593.1, h1SMcT0011593.2, h1SMcT0011593.3, h1SMcT0002181.1, h1SMcT0016049.1, h1SMcT0016049.2	SHAE2_79740.1
OG0005718	h1SMcT0014604.2, h1SMcT0014604.5	SHAE2_52870.1
OG0005719	h1SMcT0003628.1, h1SMcT0003628.2	SHAE2_38560.1
OG0005720	h1SMcT0000612.1, h1SMcT0018319.2	SHAE2_89170.1
OG0005722	h1SMcT0014204.4, h1SMcT0014204.3, h1SMcT0014204.1, h1SMcT0014204.2	SHAE2_98610.1
OG0005723	h1SMcT0001399.2, h1SMcT0001399.4	SHAE2_45760.2, SHAE2_45760.3
OG0005724	h1SMcT0014266.2, h1SMcT0014266.1, h1SMcT0014266.3	SHAE2_11220.2, SHAE2_11220.3, SHAE2_11220.1
OG0005727	h1SMcT0000585.1, h1SMcT0007001.1	SHAE2_73250.1
OG0005728	h1SMcT0004342.1, h1SMcT0004342.2	SHAE2_93180.1
OG0005729	h1SMcT0017806.1	SHAE2_69120.1
OG0005730	h1SMcT0014148.1	SHAE2_99550.1, SHAE2_99540.1
OG0005732	h1SMcT0021800.1	SHAE2_29670.1
OG0005733	h1SMcT0003911.2	SHAE2_26500.1, SHAE2_26500.2
OG0005735	h1SMcT0000424.1	SHAE2_97910.1
OG0005736	h1SMcT0020658.1	SHAE2_74340.1, SHAE2_74340.2
OG0005738	h1SMcT0006393.1, h1SMcT0006393.2	SHAE2_5380.1
OG0005739	h1SMcT0018357.1	SHAE2_32070.2, SHAE2_32070.1
OG0005740	h1SMcT0009826.1, h1SMcT0012751.1	SHAE2_83960.1
OG0005741	h1SMcT0012924.1, h1SMcT0012924.2	SHAE2_91720.1
OG0005742	h1SMcT0020663.1, h1SMcT0020663.2	SHAE2_102740.1
OG0005744	h1SMcT0004872.1	SHAE2_18170.1
OG0005745	h1SMcT0021028.1, h1SMcT0018082.4, h1SMcT0018082.1, h1SMcT0018082.2, h1SMcT0018082.3, h1SMcT0018082.5	SHAE2_67290.1
OG0005746	h1SMcT0020349.1, h1SMcT0020349.2	SHAE2_31500.1
OG0005747	h1SMcT0000224.1	SHAE2_47780.1
OG0005749	h1SMcT0011535.1	SHAE2_63930.1, SHAE2_63800.1
OG0005751	h1SMcT0012124.1, h1SMcT0012124.2	SHAE2_37020.1
OG0005753	h1SMcT0013806.1	SHAE2_84570.1, SHAE2_84570.2, SHAE2_84570.3
OG0005755	h1SMcT0002348.1	SHAE2_27420.1, SHAE2_27420.2
OG0005756	h1SMcT0002477.1	SHAE2_29940.1
OG0005757	h1SMcT0017397.1	SHAE2_78720.1, SHAE2_78720.2
OG0005760	h1SMcT0000501.1	SHAE2_51400.1
OG0005763	h1SMcT0004697.3, h1SMcT0004697.1, h1SMcT0004697.2	SHAE2_97100.1
OG0005765	h1SMcT0003670.1	SHAE2_28110.1, SHAE2_28110.2, SHAE2_28110.3
OG0005766	h1SMcT0020810.1, h1SMcT0005728.1, h1SMcT0009010.1	SHAE2_90220.1
OG0005767	h1SMcT0016324.1, h1SMcT0016325.1	SHAE2_84650.1
OG0005768	h1SMcT0011318.1, h1SMcT0011318.2	SHAE2_34370.1
OG0005769	h1SMcT0013875.2, h1SMcT0016896.1, h1SMcT0016896.2	SHAE2_15880.1
OG0005770	h1SMcT0004176.4, h1SMcT0004176.2, h1SMcT0004176.1, h1SMcT0004176.3, h1SMcT0018086.1	SHAE2_44030.1
OG0005771	h1SMcT0012041.1	SHAE2_56200.1
OG0005772	h1SMcT0003686.1	SHAE2_86240.1
OG0005776	h1SMcT0012535.1, h1SMcT0021036.1	SHAE2_92240.1
OG0005777	h1SMcT0011122.1, h1SMcT0011122.2	SHAE2_45400.1
OG0005778	h1SMcT0008210.1, h1SMcT0008211.1	SHAE2_72550.1
OG0005780	h1SMcT0001051.1	SHAE2_98460.1
OG0005781	h1SMcT0008417.1	SHAE2_92360.1
OG0005782	h1SMcT0013430.1	SHAE2_47100.1
OG0005784	h1SMcT0014160.1	SHAE2_103310.1
OG0005786	h1SMcT0004794.1	SHAE2_16030.1, SHAE2_16030.2
OG0005787	h1SMcT0006179.4, h1SMcT0006179.1, h1SMcT0006179.2, h1SMcT0006179.3	SHAE2_1110.1
OG0005788	h1SMcT0003460.2, h1SMcT0003460.1, h1SMcT0003460.3	SHAE2_14100.1
OG0005789	h1SMcT0019762.1, h1SMcT0019762.2	SHAE2_54710.1, SHAE2_54710.2
OG0005790	h1SMcT0013844.1	SHAE2_74770.1
OG0005792	h1SMcT0014690.1	SHAE2_4200.1
OG0005793	h1SMcT0003583.1, h1SMcT0003583.2, h1SMcT0003545.1, h1SMcT0003582.1	SHAE2_7250.1, SHAE2_7250.2, SHAE2_7250.3
OG0005794	h1SMcT0004830.1	SHAE2_4740.1
OG0005795	h1SMcT0014299.1	SHAE2_101280.1
OG0005797	h1SMcT0011819.1	SHAE2_100720.1
OG0005799	h1SMcT0010879.1, h1SMcT0010879.2	SHAE2_22640.1
OG0005800	h1SMcT0011984.1	SHAE2_88750.1, SHAE2_88750.2, SHAE2_88750.3, SHAE2_88750.4
OG0005801	h1SMcT0013725.3, h1SMcT0013725.2, h1SMcT0013725.1	SHAE2_17410.1
OG0005802	h1SMcT0014692.1	SHAE2_80480.1, SHAE2_80480.2
OG0005803	h1SMcT0002664.1, h1SMcT0015972.1	SHAE2_62010.1
OG0005804	h1SMcT0009489.1, h1SMcT0009153.1, h1SMcT0011196.1, h1SMcT0014872.1, h1SMcT0013959.1, h1SMcT0008057.1, h1SMcT0007698.1	SHAE2_97980.1
OG0005805	h1SMcT0013390.1	SHAE2_74400.2, SHAE2_74400.1
OG0005806	h1SMcT0001761.1, h1SMcT0001761.2	SHAE2_86690.1, SHAE2_86690.2
OG0005807	h1SMcT0003188.1	SHAE2_84550.1
OG0005808	h1SMcT0019827.1, h1SMcT0020779.1	SHAE2_42300.1, SHAE2_42300.2
OG0005809	h1SMcT0010358.1	SHAE2_31200.1, SHAE2_31200.2
OG0005810	h1SMcT0009909.1	SHAE2_92710.1
OG0005811	h1SMcT0013450.1	SHAE2_14970.1
OG0005813	h1SMcT0019767.1	SHAE2_76360.1
OG0005815	h1SMcT0006142.1, h1SMcT0006144.1	SHAE2_69580.1
OG0005816	h1SMcT0014714.1, h1SMcT0014714.2, h1SMcT0001816.1, h1SMcT0001816.2, h1SMcT0001816.3	SHAE2_15180.1
OG0005818	h1SMcT0001812.1	SHAE2_95430.1
OG0005819	h1SMcT0021644.1	SHAE2_55970.1
OG0005821	h1SMcT0010938.1, h1SMcT0010938.2	SHAE2_101170.1
OG0005822	h1SMcT0006506.1, h1SMcT0006506.2	SHAE2_29970.1
OG0005823	h1SMcT0010789.1	SHAE2_43220.1, SHAE2_43220.2
OG0005824	h1SMcT0020815.1, h1SMcT0020815.2	SHAE2_29160.1
OG0005825	h1SMcT0020562.1	SHAE2_30440.1
OG0005826	h1SMcT0022228.1, h1SMcT0022228.2	SHAE2_66650.1, SHAE2_66650.2
OG0005827	h1SMcT0017674.1	SHAE2_48890.1
OG0005828	h1SMcT0016479.1	SHAE2_95070.1
OG0005829	h1SMcT0007799.1, h1SMcT0017814.3	SHAE2_63090.1
OG0005830	h1SMcT0021272.1, h1SMcT0021272.2, h1SMcT0021272.3, h1SMcT0021272.4	SHAE2_73410.1
OG0005832	h1SMcT0017441.1	SHAE2_39360.1
OG0005833	h1SMcT0011306.1, h1SMcT0008848.1, h1SMcT0008848.2	SHAE2_5310.1, SHAE2_5310.2
OG0005835	h1SMcT0018399.1	SHAE2_67250.1, SHAE2_67250.2
OG0005836	h1SMcT0003735.1, h1SMcT0003735.3, h1SMcT0003735.2	SHAE2_87870.1, SHAE2_87870.2
OG0005837	h1SMcT0001627.1	SHAE2_97370.1, SHAE2_97450.1
OG0005838	h1SMcT0018436.1	SHAE2_1150.1
OG0005839	h1SMcT0009879.1	SHAE2_28210.1
OG0005840	h1SMcT0022113.1	SHAE2_91420.1
OG0005841	h1SMcT0017272.4, h1SMcT0017272.2, h1SMcT0017272.1, h1SMcT0017272.3	SHAE2_15910.1
OG0005842	h1SMcT0004928.1, h1SMcT0004928.2, h1SMcT0015646.1	SHAE2_53860.2, SHAE2_53970.1
OG0005843	h1SMcT0022531.1, h1SMcT0022531.2	SHAE2_22190.2, SHAE2_22190.1
OG0005844	h1SMcT0005287.2, h1SMcT0005287.1, h1SMcT0005287.3	SHAE2_13810.2, SHAE2_13810.1
OG0005846	h1SMcT0010384.1	SHAE2_37140.1
OG0005847	h1SMcT0018630.1	SHAE2_99820.1
OG0005851	h1SMcT0000856.1	SHAE2_60260.1
OG0005852	h1SMcT0014909.1, h1SMcT0014909.2	SHAE2_32540.1, SHAE2_32540.3, SHAE2_32540.2
OG0005854	h1SMcT0003160.1, h1SMcT0003160.2	SHAE2_83130.1
OG0005859	h1SMcT0021056.1	SHAE2_19410.1
OG0005862	h1SMcT0009504.1	SHAE2_45410.1
OG0005863	h1SMcT0011326.1, h1SMcT0011326.2	SHAE2_51540.1
OG0005866	h1SMcT0012286.1	SHAE2_76410.1
OG0005868	h1SMcT0016530.1	SHAE2_101160.2, SHAE2_101160.3, SHAE2_101160.1
OG0005869	h1SMcT0010477.1, h1SMcT0010477.5, h1SMcT0010477.2, h1SMcT0010477.6	SHAE2_98310.1
OG0005877	h1SMcT0007833.1	SHAE2_30080.1
OG0005895	h1SMcT0015712.1	SHAE2_99120.1
OG0005896	h1SMcT0004124.1	SHAE2_43710.1, SHAE2_43710.2
OG0005897	h1SMcT0010289.1	SHAE2_98950.1
OG0005898	h1SMcT0010493.1	SHAE2_46570.1
OG0005899	h1SMcT0015708.1	SHAE2_98980.2, SHAE2_98980.1
OG0005901	h1SMcT0002620.1, h1SMcT0002620.2, h1SMcT0004190.1, h1SMcT0004190.2, h1SMcT0007490.1, h1SMcT0007493.1	SHAE2_63680.1
OG0005902	h1SMcT0000287.1, h1SMcT0008308.1, h1SMcT0012074.1	SHAE2_8230.1
OG0005904	h1SMcT0015908.1, h1SMcT0015908.2	SHAE2_26130.1
OG0005905	h1SMcT0021906.1, h1SMcT0013631.1, h1SMcT0014639.1	SHAE2_72080.1
OG0005906	h1SMcT0009934.1	SHAE2_78230.1
OG0005907	h1SMcT0006387.1	SHAE2_44330.1
OG0005909	h1SMcT0000767.1	SHAE2_16180.1
OG0005911	h1SMcT0001983.1	SHAE2_100550.1, SHAE2_100550.2
OG0005912	h1SMcT0019597.3, h1SMcT0019597.2, h1SMcT0019597.4	SHAE2_100360.2, SHAE2_100360.3, SHAE2_100360.1
OG0005913	h1SMcT0015201.1	SHAE2_94510.1
OG0005915	h1SMcT0017953.1, h1SMcT0017953.2	SHAE2_10200.1, SHAE2_10200.2
OG0005916	h1SMcT0000073.1	SHAE2_20970.1
OG0005917	h1SMcT0014192.1, h1SMcT0014192.2	SHAE2_69620.1
OG0005918	h1SMcT0001215.1, h1SMcT0018438.1	SHAE2_103410.1
OG0005919	h1SMcT0005320.1, h1SMcT0023052.1, h1SMcT0016676.1, h1SMcT0015385.1	SHAE2_24520.1
OG0005920	h1SMcT0022083.1, h1SMcT0022083.2, h1SMcT0022083.3, h1SMcT0022083.4	SHAE2_3380.1
OG0005921	h1SMcT0019505.1, h1SMcT0000665.1, h1SMcT0000681.1, h1SMcT0000683.1	SHAE2_73860.1
OG0005922	h1SMcT0014288.1	SHAE2_23660.1
OG0005923	h1SMcT0015564.1	SHAE2_31550.1
OG0005924	h1SMcT0010190.1	SHAE2_18520.1
OG0005925	h1SMcT0001309.1	SHAE2_74740.1
OG0005926	h1SMcT0016025.1, h1SMcT0016025.2	SHAE2_65960.1
OG0005928	h1SMcT0007789.1, h1SMcT0007789.2	SHAE2_72850.1
OG0005929	h1SMcT0019443.1	SHAE2_65560.1
OG0005930	h1SMcT0008648.1, h1SMcT0008648.2, h1SMcT0008648.3, h1SMcT0008648.4, h1SMcT0008648.5	SHAE2_84170.1
OG0005931	h1SMcT0018674.1, h1SMcT0018674.2	SHAE2_77330.1
OG0005932	h1SMcT0007924.1, h1SMcT0022998.1	SHAE2_2510.1
OG0005934	h1SMcT0017579.1, h1SMcT0017584.1	SHAE2_22970.1
OG0005935	h1SMcT0000888.1	SHAE2_34410.1
OG0005937	h1SMcT0007865.1	SHAE2_94730.1
OG0005938	h1SMcT0003887.1	SHAE2_77210.1
OG0005939	h1SMcT0016602.1	SHAE2_63430.1
OG0005940	h1SMcT0005869.1, h1SMcT0005869.2	SHAE2_29690.1, SHAE2_29690.2
OG0005942	h1SMcT0020952.1	SHAE2_87390.1
OG0005944	h1SMcT0007787.1, h1SMcT0007787.2, h1SMcT0007787.3	SHAE2_63990.1
OG0005945	h1SMcT0001871.1, h1SMcT0008203.1	SHAE2_3330.1
OG0005946	h1SMcT0006508.1	SHAE2_22110.1, SHAE2_22110.2
OG0005947	h1SMcT0007165.1	SHAE2_15930.1
OG0005948	h1SMcT0009488.1	SHAE2_37930.1
OG0005950	h1SMcT0002589.1, h1SMcT0002589.2, h1SMcT0002589.3	SHAE2_53230.1
OG0005952	h1SMcT0003211.1, h1SMcT0003211.2	SHAE2_86870.1
OG0005953	h1SMcT0018677.1	SHAE2_73150.1
OG0005955	h1SMcT0011025.1, h1SMcT0012035.1	SHAE2_96740.1, SHAE2_103300.1
OG0005956	h1SMcT0012891.1, h1SMcT0004785.1, h1SMcT0022632.1, h1SMcT0014171.1	SHAE2_32720.1
OG0005957	h1SMcT0017506.1, h1SMcT0020789.1	SHAE2_26480.1
OG0005958	h1SMcT0000203.2, h1SMcT0019948.1	SHAE2_78630.1, SHAE2_78630.2
OG0005959	h1SMcT0021569.1	SHAE2_42190.1
OG0005960	h1SMcT0003770.1	SHAE2_90570.1
OG0005961	h1SMcT0008001.1, h1SMcT0008001.3, h1SMcT0008001.2	SHAE2_72980.1
OG0005962	h1SMcT0015238.1, h1SMcT0016689.1	SHAE2_98050.1
OG0005965	h1SMcT0020811.1	SHAE2_22520.1
OG0005966	h1SMcT0006401.1, h1SMcT0018336.1, h1SMcT0018336.2	SHAE2_92680.1
OG0005970	h1SMcT0003179.1, h1SMcT0003179.2, h1SMcT0003179.3	SHAE2_23970.1
OG0005973	h1SMcT0002395.1, h1SMcT0002395.2	SHAE2_47140.1
OG0005974	h1SMcT0016503.1, h1SMcT0016503.2, h1SMcT0016503.3	SHAE2_24320.1
OG0005975	h1SMcT0001768.1	SHAE2_75540.1
OG0005976	h1SMcT0004685.1	SHAE2_32980.1
OG0005978	h1SMcT0011015.1	SHAE2_91620.1
OG0005979	h1SMcT0005875.1	SHAE2_30410.1
OG0005980	h1SMcT0006051.1, h1SMcT0014719.1	SHAE2_59880.1
OG0005981	h1SMcT0009310.1, h1SMcT0009310.3, h1SMcT0009310.2	SHAE2_98570.4, SHAE2_98570.2, SHAE2_98570.1, SHAE2_98570.3
OG0005982	h1SMcT0013415.1	SHAE2_68890.1
OG0005983	h1SMcT0021475.1, h1SMcT0022726.1	SHAE2_51770.1
OG0005984	h1SMcT0000237.1, h1SMcT0005855.1	SHAE2_69810.1
OG0005985	h1SMcT0021040.1, h1SMcT0021053.1	SHAE2_30290.1
OG0005987	h1SMcT0007555.1	SHAE2_22650.1
OG0005988	h1SMcT0007460.1, h1SMcT0023003.1	SHAE2_101360.1
OG0005989	h1SMcT0019030.1	SHAE2_85850.1
OG0005990	h1SMcT0008326.1	SHAE2_59850.1
OG0005991	h1SMcT0019618.1, h1SMcT0019618.2, h1SMcT0019618.3	SHAE2_57450.1
OG0005992	h1SMcT0000017.1	SHAE2_50520.1
OG0005994	h1SMcT0015854.1, h1SMcT0000238.1, h1SMcT0010381.1, h1SMcT0014033.1, h1SMcT0005533.1	SHAE2_56990.1
OG0005995	h1SMcT0005075.1, h1SMcT0005075.2, h1SMcT0005075.3	SHAE2_74900.1
OG0005996	h1SMcT0003230.1, h1SMcT0003230.2	SHAE2_21440.1, SHAE2_21440.2
OG0005997	h1SMcT0003791.1, h1SMcT0003791.3, h1SMcT0003791.4, h1SMcT0003791.5, h1SMcT0003791.6, h1SMcT0003791.2	SHAE2_1330.1
OG0005998	h1SMcT0001034.1	SHAE2_51210.1
OG0006000	h1SMcT0003105.1, h1SMcT0003106.1, h1SMcT0003106.2	SHAE2_14060.1
OG0006001	h1SMcT0014422.1	SHAE2_93160.1
OG0006003	h1SMcT0021587.4, h1SMcT0021587.6, h1SMcT0021587.5	SHAE2_37320.1, SHAE2_37320.2
OG0006004	h1SMcT0012445.1	SHAE2_52960.1
OG0006006	h1SMcT0002597.1, h1SMcT0001409.1, h1SMcT0001409.2, h1SMcT0017142.1, h1SMcT0017142.2	SHAE2_49680.1
OG0006007	h1SMcT0012781.1	SHAE2_22470.1
OG0006008	h1SMcT0013369.1, h1SMcT0013369.2	SHAE2_76020.1
OG0006010	h1SMcT0006350.1, h1SMcT0013021.1	SHAE2_86510.1
OG0006011	h1SMcT0022111.1	SHAE2_69340.1
OG0006012	h1SMcT0018228.1	SHAE2_70580.1, SHAE2_70580.2
OG0006013	h1SMcT0004468.1	SHAE2_24030.1
OG0006014	h1SMcT0011959.1, h1SMcT0013361.1	SHAE2_78970.1
OG0006015	h1SMcT0005459.1	SHAE2_79570.2
OG0006016	h1SMcT0006302.1	SHAE2_83790.1
OG0006018	h1SMcT0007783.1	SHAE2_94540.1
OG0006019	h1SMcT0006646.1	SHAE2_90520.1
OG0006022	h1SMcT0002665.1, h1SMcT0015971.1	SHAE2_66100.1
OG0006023	h1SMcT0009304.1, h1SMcT0009304.2	SHAE2_20670.1
OG0006024	h1SMcT0012046.1, h1SMcT0012046.2	SHAE2_50300.1
OG0006025	h1SMcT0014222.1, h1SMcT0014222.2	SHAE2_16700.1
OG0006026	h1SMcT0014693.1	SHAE2_1450.1
OG0006027	h1SMcT0011220.1, h1SMcT0011220.2	SHAE2_26950.1
OG0006029	h1SMcT0017802.1, h1SMcT0017802.2	SHAE2_59650.1
OG0006030	h1SMcT0002188.1, h1SMcT0002190.1	SHAE2_37230.1
OG0006032	h1SMcT0016985.1, h1SMcT0019984.1, h1SMcT0020012.1	SHAE2_12060.1
OG0006033	h1SMcT0009561.1	SHAE2_44080.1
OG0006035	h1SMcT0021732.1	SHAE2_59570.1
OG0006037	h1SMcT0010552.1, h1SMcT0010552.2	SHAE2_89560.1
OG0006038	h1SMcT0002926.2, h1SMcT0002926.3, h1SMcT0002926.1, h1SMcT0002926.4	SHAE2_46290.1
OG0006040	h1SMcT0009771.1	SHAE2_61130.1, SHAE2_61360.1
OG0006044	h1SMcT0004786.1, h1SMcT0004558.1, h1SMcT0004558.2	SHAE2_73460.1
OG0006046	h1SMcT0015753.1, h1SMcT0015753.2	SHAE2_14850.1
OG0006047	h1SMcT0004082.1	SHAE2_102750.1
OG0006048	h1SMcT0009241.1	SHAE2_8620.1
OG0006049	h1SMcT0020670.1, h1SMcT0020670.2, h1SMcT0020671.1, h1SMcT0020671.2, h1SMcT0020677.1	SHAE2_43490.1
OG0006050	h1SMcT0007701.1	SHAE2_65550.1
OG0006051	h1SMcT0004623.1	SHAE2_7690.2, SHAE2_7690.1, SHAE2_7690.3
OG0006052	h1SMcT0005345.1, h1SMcT0006920.1	SHAE2_77230.1
OG0006054	h1SMcT0001601.1	SHAE2_67960.1
OG0006055	h1SMcT0006729.1	SHAE2_5250.1
OG0006057	h1SMcT0003398.1, h1SMcT0003398.2	SHAE2_32830.1
OG0006058	h1SMcT0007352.1, h1SMcT0013825.1	SHAE2_19990.1
OG0006059	h1SMcT0008150.1, h1SMcT0008150.2	SHAE2_77080.3, SHAE2_77080.4, SHAE2_77080.2, SHAE2_77080.1
OG0006060	h1SMcT0005866.1	SHAE2_3840.1, SHAE2_3840.2, SHAE2_3840.3
OG0006061	h1SMcT0022627.1, h1SMcT0022627.2	SHAE2_90420.1
OG0006063	h1SMcT0000832.1, h1SMcT0000832.2, h1SMcT0000832.3, h1SMcT0001594.1, h1SMcT0022005.1	SHAE2_48090.1
OG0006064	h1SMcT0012595.1	SHAE2_74270.1
OG0006065	h1SMcT0014820.1	SHAE2_14220.1
OG0006066	h1SMcT0011563.1, h1SMcT0011563.2	SHAE2_11030.1
OG0006067	h1SMcT0007864.1	SHAE2_46160.1, SHAE2_46160.3, SHAE2_46160.2
OG0006068	h1SMcT0018769.1	SHAE2_43910.1, SHAE2_43910.2
OG0006070	h1SMcT0010140.4, h1SMcT0010140.1, h1SMcT0010140.2, h1SMcT0010140.3	SHAE2_70690.1
OG0006071	h1SMcT0018476.1, h1SMcT0018476.2	SHAE2_81170.1
OG0006072	h1SMcT0018109.1, h1SMcT0018109.2	SHAE2_87520.1
OG0006073	h1SMcT0004153.1, h1SMcT0004153.2	SHAE2_55960.1
OG0006074	h1SMcT0003028.1, h1SMcT0003028.4, h1SMcT0003028.2, h1SMcT0003028.3	SHAE2_96560.1
OG0006075	h1SMcT0015389.1	SHAE2_28050.1
OG0006076	h1SMcT0011051.1, h1SMcT0011051.2	SHAE2_54170.1
OG0006080	h1SMcT0010653.1	SHAE2_34970.1
OG0006081	h1SMcT0017984.1, h1SMcT0017984.2	SHAE2_2070.1
OG0006082	h1SMcT0005424.1, h1SMcT0005424.2	SHAE2_44590.1
OG0006085	h1SMcT0015632.1	SHAE2_77700.1
OG0006090	h1SMcT0011826.1, h1SMcT0011826.2, h1SMcT0011826.3	SHAE2_96990.1
OG0006091	h1SMcT0010468.1, h1SMcT0010468.2, h1SMcT0010468.3	SHAE2_84850.1
OG0006092	h1SMcT0006253.3, h1SMcT0006253.4, h1SMcT0006253.1, h1SMcT0006253.2	SHAE2_15600.1
OG0006093	h1SMcT0022211.1	SHAE2_58130.3, SHAE2_58130.1, SHAE2_58130.4, SHAE2_58130.2
OG0006095	h1SMcT0010472.1, h1SMcT0005380.1, h1SMcT0005381.1	SHAE2_86350.1, SHAE2_86350.2
OG0006096	h1SMcT0014139.1	SHAE2_21010.1
OG0006097	h1SMcT0015715.1, h1SMcT0015720.1	SHAE2_81160.1
OG0006098	h1SMcT0002090.1, h1SMcT0004959.1	SHAE2_27570.1
OG0006099	h1SMcT0001832.1, h1SMcT0001832.2	SHAE2_7870.1
