Orthogroup	schmidtea_mediterranea	fasciola_hepatica
OG0006065	h1SMcT0014820.1	FhHiC23_g12911.t1
OG0006066	h1SMcT0011563.1, h1SMcT0011563.2	FhHiC23_g11984.t1, FhHiC23_g11985.t1
OG0006067	h1SMcT0007864.1	FhHiC23_g14883.t1
OG0006068	h1SMcT0018769.1	FhHiC23_g6548.t1, FhHiC23_g14880.t1
OG0006070	h1SMcT0010140.4, h1SMcT0010140.1, h1SMcT0010140.2, h1SMcT0010140.3	FhHiC23_g8580.t1, FhHiC23_g8580.t2
OG0006071	h1SMcT0018476.1, h1SMcT0018476.2	FhHiC23_g776.t1
OG0006072	h1SMcT0018109.1, h1SMcT0018109.2	FhHiC23_g3822.t1
OG0006073	h1SMcT0004153.1, h1SMcT0004153.2	FhHiC23_g1191.t1
OG0006074	h1SMcT0003028.1, h1SMcT0003028.4, h1SMcT0003028.2, h1SMcT0003028.3	FhHiC23_g15869.t1
OG0006075	h1SMcT0015389.1	FhHiC23_g10376.t1
OG0006076	h1SMcT0011051.1, h1SMcT0011051.2	FhHiC23_g1138.t1
OG0006080	h1SMcT0010653.1	FhHiC23_g4973.t1, FhHiC23_g4973.t2
OG0006081	h1SMcT0017984.1, h1SMcT0017984.2	FhHiC23_g13247.t1, FhHiC23_g13247.t2
OG0006082	h1SMcT0005424.1, h1SMcT0005424.2	FhHiC23_g14271.t1, FhHiC23_g14268.t1, FhHiC23_g14268.t2
OG0006085	h1SMcT0015632.1	FhHiC23_g1500.t1
OG0006090	h1SMcT0011826.1, h1SMcT0011826.2, h1SMcT0011826.3	FhHiC23_g16416.t1
OG0006091	h1SMcT0010468.1, h1SMcT0010468.2, h1SMcT0010468.3	FhHiC23_g3114.t1
OG0006092	h1SMcT0006253.3, h1SMcT0006253.4, h1SMcT0006253.1, h1SMcT0006253.2	FhHiC23_g11153.t1
OG0006093	h1SMcT0022211.1	FhHiC23_g1828.t1, FhHiC23_g1828.t2
OG0006095	h1SMcT0010472.1, h1SMcT0005380.1, h1SMcT0005381.1	FhHiC23_g4131.t1, FhHiC23_g4131.t2
OG0006096	h1SMcT0014139.1	FhHiC23_g10989.t1, FhHiC23_g10989.t2
OG0006097	h1SMcT0015715.1, h1SMcT0015720.1	FhHiC23_g793.t2, FhHiC23_g793.t1
OG0006098	h1SMcT0002090.1, h1SMcT0004959.1	FhHiC23_g8962.t1
OG0006099	h1SMcT0001832.1, h1SMcT0001832.2	FhHiC23_g12073.t1
OG0006100	h1SMcT0009745.1, h1SMcT0009745.2	FhHiC23_g15687.t1
OG0006101	h1SMcT0003800.1	FhHiC23_g6551.t1
OG0006102	h1SMcT0022053.1	FhHiC23_g3089.t1
OG0006103	h1SMcT0001722.1, h1SMcT0001722.2	FhHiC23_g14597.t1
OG0006104	h1SMcT0000919.1	FhHiC23_g8408.t1
OG0006105	h1SMcT0004398.1	FhHiC23_g3810.t1, FhHiC23_g3811.t1
OG0006107	h1SMcT0011072.1, h1SMcT0011072.2, h1SMcT0011072.3	FhHiC23_g388.t1
OG0006109	h1SMcT0010897.1	FhHiC23_g176.t1, FhHiC23_g176.t2, FhHiC23_g176.t3
OG0006110	h1SMcT0001434.1, h1SMcT0015400.1, h1SMcT0018872.1, h1SMcT0018872.2	FhHiC23_g16646.t1
OG0006111	h1SMcT0011183.1	FhHiC23_g12070.t1, FhHiC23_g12070.t2
OG0006112	h1SMcT0006999.1, h1SMcT0008854.1	FhHiC23_g16834.t1, FhHiC23_g16835.t1, FhHiC23_g16835.t2
OG0006113	h1SMcT0007793.1, h1SMcT0007792.1, h1SMcT0007792.2	FhHiC23_g12997.t1, FhHiC23_g12997.t2
OG0006115	h1SMcT0011242.1	FhHiC23_g10209.t1
OG0006116	h1SMcT0012053.1	FhHiC23_g2097.t1
OG0006117	h1SMcT0019790.1, h1SMcT0019790.2	FhHiC23_g2065.t1
OG0006118	h1SMcT0002750.1, h1SMcT0019438.1	FhHiC23_g1888.t1
OG0006119	h1SMcT0017105.1	FhHiC23_g2865.t1
OG0006120	h1SMcT0021058.1	FhHiC23_g13891.t1, FhHiC23_g13891.t2
OG0006121	h1SMcT0012572.1	FhHiC23_g15697.t1
OG0006122	h1SMcT0021278.1, h1SMcT0021278.2	FhHiC23_g6542.t1
OG0006123	h1SMcT0007116.1, h1SMcT0007116.2	FhHiC23_g8348.t1
OG0006125	h1SMcT0010122.1	FhHiC23_g2620.t1
OG0006126	h1SMcT0009765.4, h1SMcT0009765.2, h1SMcT0009765.3, h1SMcT0009765.1	FhHiC23_g7553.t1
OG0006127	h1SMcT0022450.1	FhHiC23_g14152.t1, FhHiC23_g14154.t1
OG0006128	h1SMcT0007640.1, h1SMcT0007640.2	FhHiC23_g14700.t1
OG0006130	h1SMcT0019712.1	FhHiC23_g10266.t1
OG0006131	h1SMcT0012552.1	FhHiC23_g4501.t1
OG0006133	h1SMcT0004208.1	FhHiC23_g7841.t1
OG0006134	h1SMcT0003232.1	FhHiC23_g15624.t1
OG0006135	h1SMcT0008034.1, h1SMcT0008034.2	FhHiC23_g12154.t1, FhHiC23_g12154.t2
OG0006136	h1SMcT0021949.1	FhHiC23_g2947.t1
OG0006137	h1SMcT0015574.1	FhHiC23_g15289.t1, FhHiC23_g15289.t2
OG0006139	h1SMcT0001336.1, h1SMcT0021804.1	FhHiC23_g10820.t1
OG0006140	h1SMcT0007646.1	FhHiC23_g2741.t1
OG0006141	h1SMcT0020421.1, h1SMcT0011946.1, h1SMcT0011946.2	FhHiC23_g5001.t1
OG0006142	h1SMcT0015644.1	FhHiC23_g2622.t2, FhHiC23_g2622.t1
OG0006144	h1SMcT0012874.1	FhHiC23_g8043.t1
OG0006145	h1SMcT0001658.1, h1SMcT0001658.2	FhHiC23_g5655.t1, FhHiC23_g5655.t2
OG0006147	h1SMcT0023099.1, h1SMcT0023103.1	FhHiC23_g16258.t1
OG0006150	h1SMcT0012534.1	FhHiC23_g5497.t1
OG0006151	h1SMcT0003919.1	FhHiC23_g6168.t1, FhHiC23_g14640.t1
OG0006157	h1SMcT0004114.1	FhHiC23_g14532.t1
OG0006159	h1SMcT0006271.1, h1SMcT0006271.3, h1SMcT0006271.2	FhHiC23_g10247.t1, FhHiC23_g10247.t2
OG0006160	h1SMcT0013823.1	FhHiC23_g11040.t1
OG0006161	h1SMcT0013963.1	FhHiC23_g3511.t2, FhHiC23_g3511.t1
OG0006164	h1SMcT0012826.1, h1SMcT0017399.1, h1SMcT0017399.2, h1SMcT0017399.3	FhHiC23_g12364.t1
OG0006165	h1SMcT0000474.1	FhHiC23_g2483.t1, FhHiC23_g14342.t1, FhHiC23_g2782.t1
OG0006166	h1SMcT0008012.1	FhHiC23_g490.t1, FhHiC23_g490.t2
OG0006167	h1SMcT0006483.1	FhHiC23_g3566.t1, FhHiC23_g3567.t1
OG0006168	h1SMcT0001500.1	FhHiC23_g16071.t1
OG0006170	h1SMcT0020077.1, h1SMcT0020077.2	FhHiC23_g11809.t1
OG0006172	h1SMcT0001011.2, h1SMcT0001011.1, h1SMcT0001011.3	FhHiC23_g14266.t1, FhHiC23_g14266.t2
OG0006173	h1SMcT0019148.1, h1SMcT0019148.2	FhHiC23_g15447.t1
OG0006176	h1SMcT0007552.1	FhHiC23_g16194.t1
OG0006177	h1SMcT0020913.1, h1SMcT0007779.1, h1SMcT0007779.2, h1SMcT0007779.3	FhHiC23_g16609.t1
OG0006178	h1SMcT0020874.1, h1SMcT0022366.1	FhHiC23_g16825.t1
OG0006179	h1SMcT0006397.1, h1SMcT0006397.2	FhHiC23_g2087.t1
OG0006180	h1SMcT0009898.1	FhHiC23_g319.t1
OG0006182	h1SMcT0008406.1	FhHiC23_g4673.t1
OG0006183	h1SMcT0000637.1	FhHiC23_g4974.t1
OG0006184	h1SMcT0011883.1, h1SMcT0011885.1	FhHiC23_g5728.t1
OG0006185	h1SMcT0001035.1	FhHiC23_g734.t1, FhHiC23_g735.t1, FhHiC23_g735.t2
OG0006186	h1SMcT0010352.5	FhHiC23_g9670.t1
OG0006225	h1SMcT0002214.1	FhHiC23_g8111.t1
OG0006226	h1SMcT0021295.1, h1SMcT0021295.2	FhHiC23_g11739.t1, FhHiC23_g11498.t1, FhHiC23_g14923.t1
OG0006228	h1SMcT0002676.1, h1SMcT0015960.1	FhHiC23_g9695.t1
OG0006229	h1SMcT0018295.1, h1SMcT0018294.1	FhHiC23_g11595.t1
OG0006231	h1SMcT0001357.1	FhHiC23_g14046.t1, FhHiC23_g14046.t2
OG0006233	h1SMcT0016800.1, h1SMcT0016800.2	FhHiC23_g12900.t1
OG0006235	h1SMcT0021813.1	FhHiC23_g9280.t1, FhHiC23_g9280.t2
OG0006237	h1SMcT0017214.2, h1SMcT0017213.1, h1SMcT0017214.1	FhHiC23_g15827.t1
OG0006238	h1SMcT0006872.1	FhHiC23_g5038.t2, FhHiC23_g5038.t1
OG0006239	h1SMcT0003217.1, h1SMcT0003217.2	FhHiC23_g468.t1, FhHiC23_g468.t2, FhHiC23_g9990.t1
OG0006241	h1SMcT0011339.1, h1SMcT0008366.1, h1SMcT0008369.1	FhHiC23_g307.t2, FhHiC23_g307.t1
OG0006242	h1SMcT0003348.1	FhHiC23_g15579.t1
OG0006243	h1SMcT0017614.1	FhHiC23_g14353.t1
OG0006244	h1SMcT0003736.1, h1SMcT0015394.1	FhHiC23_g8262.t1
OG0006245	h1SMcT0010109.1	FhHiC23_g1235.t1
OG0006246	h1SMcT0002623.1	FhHiC23_g4287.t1
OG0006247	h1SMcT0014874.1, h1SMcT0014874.2	FhHiC23_g16010.t1, FhHiC23_g16010.t2
OG0006248	h1SMcT0002968.1, h1SMcT0020703.1	FhHiC23_g16672.t1
OG0006249	h1SMcT0002996.1, h1SMcT0003371.1	FhHiC23_g648.t1, FhHiC23_g648.t2
OG0006250	h1SMcT0013477.1	FhHiC23_g6015.t1, FhHiC23_g6015.t2
OG0006253	h1SMcT0016616.1, h1SMcT0020991.1, h1SMcT0020991.2	FhHiC23_g16040.t1
OG0006254	h1SMcT0017821.1, h1SMcT0004678.1, h1SMcT0019671.1	FhHiC23_g12719.t1, FhHiC23_g12719.t2
OG0006256	h1SMcT0000176.1	FhHiC23_g5647.t1, FhHiC23_g5647.t2
OG0006257	h1SMcT0004011.1	FhHiC23_g9246.t1, FhHiC23_g9244.t1
OG0006258	h1SMcT0009326.1	FhHiC23_g7028.t1
OG0006260	h1SMcT0014111.1	FhHiC23_g10392.t1
OG0006261	h1SMcT0004569.1	FhHiC23_g2279.t1
OG0006262	h1SMcT0008551.1	FhHiC23_g6836.t1
OG0006263	h1SMcT0021951.1, h1SMcT0021951.2	FhHiC23_g15062.t1, FhHiC23_g3693.t1
OG0006264	h1SMcT0005186.1	FhHiC23_g2626.t1
OG0006265	h1SMcT0020726.3, h1SMcT0020726.1, h1SMcT0020726.2	FhHiC23_g9634.t1
OG0006266	h1SMcT0013262.1	FhHiC23_g1135.t1
OG0006267	h1SMcT0013388.1	FhHiC23_g14782.t2, FhHiC23_g14782.t1
OG0006269	h1SMcT0002053.1, h1SMcT0002053.2	FhHiC23_g1008.t1, FhHiC23_g1008.t2
OG0006270	h1SMcT0014518.1, h1SMcT0014257.1	FhHiC23_g11775.t1
OG0006272	h1SMcT0006885.1, h1SMcT0006885.2	FhHiC23_g12207.t1
OG0006273	h1SMcT0003882.1	FhHiC23_g14323.t1, FhHiC23_g14323.t2
OG0006274	h1SMcT0003703.1, h1SMcT0005419.1	FhHiC23_g13865.t1
OG0006275	h1SMcT0017841.1	FhHiC23_g2473.t1
OG0006277	h1SMcT0022066.1, h1SMcT0022066.2	FhHiC23_g14007.t1
OG0006278	h1SMcT0011087.1	FhHiC23_g3832.t1, FhHiC23_g3832.t2
OG0006279	h1SMcT0003431.1	FhHiC23_g5895.t1
OG0006280	h1SMcT0001359.1	FhHiC23_g12956.t1, FhHiC23_g174.t1
OG0006281	h1SMcT0013140.1	FhHiC23_g6182.t1
OG0006282	h1SMcT0013773.1	FhHiC23_g2874.t1
OG0006283	h1SMcT0014385.1	FhHiC23_g14175.t2, FhHiC23_g14175.t1
OG0006284	h1SMcT0022598.1	FhHiC23_g2732.t1
OG0006285	h1SMcT0021404.1, h1SMcT0021404.2	FhHiC23_g1016.t1, FhHiC23_g1016.t2
OG0006286	h1SMcT0020667.1	FhHiC23_g7258.t2
OG0006287	h1SMcT0019580.1	FhHiC23_g2795.t1
OG0006288	h1SMcT0010540.1, h1SMcT0022072.1	FhHiC23_g2891.t1
OG0006292	h1SMcT0015204.1, h1SMcT0015204.2	FhHiC23_g7845.t1, FhHiC23_g7846.t1
OG0006293	h1SMcT0006725.2, h1SMcT0006725.4, h1SMcT0006725.5, h1SMcT0006725.1, h1SMcT0006725.3	FhHiC23_g9821.t1
OG0006294	h1SMcT0018265.1, h1SMcT0018265.2, h1SMcT0018265.3, h1SMcT0018265.4	FhHiC23_g4706.t1
OG0006295	h1SMcT0002438.1	FhHiC23_g9462.t1
OG0006299	h1SMcT0015874.1	FhHiC23_g12603.t1
OG0006300	h1SMcT0009812.1, h1SMcT0009812.2, h1SMcT0009812.3, h1SMcT0009812.4	FhHiC23_g13078.t1, FhHiC23_g13078.t2
OG0006301	h1SMcT0012661.1, h1SMcT0012662.1	FhHiC23_g12029.t1
OG0006302	h1SMcT0020005.1	FhHiC23_g2346.t1, FhHiC23_g2346.t2
OG0006303	h1SMcT0003773.1	FhHiC23_g12505.t1
OG0006304	h1SMcT0015343.1, h1SMcT0015343.2, h1SMcT0022224.1	FhHiC23_g2212.t1
OG0006305	h1SMcT0006367.1, h1SMcT0006367.2	FhHiC23_g7695.t1
OG0006307	h1SMcT0021052.1	FhHiC23_g5031.t1
OG0006308	h1SMcT0009615.1, h1SMcT0011923.1	FhHiC23_g611.t1
OG0006309	h1SMcT0008502.1, h1SMcT0006741.1	FhHiC23_g3220.t1
OG0006312	h1SMcT0010850.1	FhHiC23_g886.t1
OG0006313	h1SMcT0012935.1, h1SMcT0012936.1, h1SMcT0012936.2	FhHiC23_g2832.t1
OG0006314	h1SMcT0017764.1, h1SMcT0017765.1, h1SMcT0017763.1, h1SMcT0017763.2	FhHiC23_g380.t1
OG0006315	h1SMcT0017164.1, h1SMcT0017164.2	FhHiC23_g9228.t1, FhHiC23_g9228.t2
OG0006316	h1SMcT0011094.1	FhHiC23_g7872.t1
OG0006317	h1SMcT0008746.1	FhHiC23_g1820.t1, FhHiC23_g1820.t2
OG0006318	h1SMcT0017696.1, h1SMcT0017696.2	FhHiC23_g1251.t1
OG0006319	h1SMcT0018260.1, h1SMcT0018260.2	FhHiC23_g16626.t1
OG0006320	h1SMcT0008691.1	FhHiC23_g5393.t1, FhHiC23_g5393.t2
OG0006321	h1SMcT0018346.1	FhHiC23_g13408.t1, FhHiC23_g13408.t3, FhHiC23_g13408.t2
OG0006324	h1SMcT0021959.1, h1SMcT0021959.2, h1SMcT0021960.1	FhHiC23_g15560.t1
OG0006325	h1SMcT0006261.1, h1SMcT0019275.1	FhHiC23_g12952.t1
OG0006326	h1SMcT0014252.1	FhHiC23_g10415.t1
OG0006327	h1SMcT0007448.1, h1SMcT0022768.1	FhHiC23_g8985.t1
OG0006328	h1SMcT0000223.1	FhHiC23_g7723.t1, FhHiC23_g7723.t2
OG0006330	h1SMcT0020253.1, h1SMcT0020253.2, h1SMcT0020253.3	FhHiC23_g16659.t1
OG0006331	h1SMcT0003329.1, h1SMcT0003329.2	FhHiC23_g8184.t1
OG0006333	h1SMcT0008013.1	FhHiC23_g6764.t1
OG0006337	h1SMcT0001485.1, h1SMcT0001485.2, h1SMcT0001485.3	FhHiC23_g15469.t1, FhHiC23_g15470.t1
OG0006338	h1SMcT0017004.1	FhHiC23_g11354.t1, FhHiC23_g11354.t2
OG0006339	h1SMcT0004595.1	FhHiC23_g6330.t1
OG0006343	h1SMcT0009369.1	FhHiC23_g7330.t2, FhHiC23_g7330.t1
OG0006344	h1SMcT0019920.1, h1SMcT0019920.2	FhHiC23_g5072.t1
OG0006345	h1SMcT0016593.1, h1SMcT0005375.1, h1SMcT0004764.1, h1SMcT0004764.2	FhHiC23_g1558.t1
OG0006346	h1SMcT0016529.1, h1SMcT0021796.1	FhHiC23_g16332.t1
OG0006347	h1SMcT0001189.1	FhHiC23_g4981.t1
OG0006348	h1SMcT0020762.1, h1SMcT0022946.1	FhHiC23_g14306.t1
OG0006351	h1SMcT0017853.1	FhHiC23_g1098.t1
OG0006352	h1SMcT0016461.1, h1SMcT0008101.1, h1SMcT0008101.2	FhHiC23_g11399.t1
OG0006353	h1SMcT0020359.1, h1SMcT0009110.1, h1SMcT0009110.2	FhHiC23_g7657.t1, FhHiC23_g3226.t1
OG0006354	h1SMcT0005465.1	FhHiC23_g2314.t1, FhHiC23_g2314.t2
OG0006356	h1SMcT0016848.1, h1SMcT0016848.2	FhHiC23_g1508.t1, FhHiC23_g1508.t2
OG0006357	h1SMcT0015000.1	FhHiC23_g1675.t1, FhHiC23_g3570.t1, FhHiC23_g3570.t2
OG0006359	h1SMcT0016885.1	FhHiC23_g23.t1
OG0006361	h1SMcT0003581.1	FhHiC23_g2379.t1, FhHiC23_g2379.t2
OG0006364	h1SMcT0017879.1	FhHiC23_g3542.t1
OG0006365	h1SMcT0017184.1	FhHiC23_g15801.t1, FhHiC23_g15801.t2
OG0006366	h1SMcT0010929.1, h1SMcT0010929.2	FhHiC23_g1189.t1
OG0006367	h1SMcT0018248.1, h1SMcT0018248.2	FhHiC23_g924.t1
OG0006371	h1SMcT0012883.1	FhHiC23_g3590.t1, FhHiC23_g3590.t2
OG0006374	h1SMcT0003426.1	FhHiC23_g1627.t1
OG0006375	h1SMcT0000518.1, h1SMcT0022895.1	FhHiC23_g15266.t1
OG0006376	h1SMcT0002933.1	FhHiC23_g16363.t2, FhHiC23_g16363.t1
OG0006378	h1SMcT0005541.1	FhHiC23_g255.t1, FhHiC23_g255.t2, FhHiC23_g255.t3
OG0006379	h1SMcT0006383.1, h1SMcT0007275.1	FhHiC23_g4393.t1, FhHiC23_g4393.t2
OG0006380	h1SMcT0001814.1	FhHiC23_g16006.t1
OG0006382	h1SMcT0017613.1, h1SMcT0017613.2, h1SMcT0017613.3	FhHiC23_g3661.t1
OG0006383	h1SMcT0006426.1, h1SMcT0006426.2	FhHiC23_g3473.t1
OG0006385	h1SMcT0000299.1, h1SMcT0000299.2	FhHiC23_g10762.t1
OG0006388	h1SMcT0020090.1	FhHiC23_g7270.t2, FhHiC23_g7270.t1
OG0006389	h1SMcT0017304.1	FhHiC23_g3826.t1
OG0006390	h1SMcT0006853.1	FhHiC23_g8296.t1
OG0006392	h1SMcT0003411.1	FhHiC23_g9212.t1, FhHiC23_g9995.t1
OG0006393	h1SMcT0015669.1	FhHiC23_g8256.t1
OG0006394	h1SMcT0006283.1, h1SMcT0006283.2	FhHiC23_g1853.t1, FhHiC23_g1853.t2
OG0006395	h1SMcT0010614.2	FhHiC23_g12100.t1
OG0006396	h1SMcT0010062.1, h1SMcT0010062.2	FhHiC23_g15181.t1
OG0006398	h1SMcT0006116.1	FhHiC23_g13143.t2, FhHiC23_g13143.t1
OG0006399	h1SMcT0012056.1, h1SMcT0012056.2	FhHiC23_g10975.t1
OG0006400	h1SMcT0017307.1, h1SMcT0020300.1, h1SMcT0020300.3	FhHiC23_g2397.t1
OG0006401	h1SMcT0022013.1	FhHiC23_g1801.t1, FhHiC23_g1801.t2
OG0006402	h1SMcT0011823.1, h1SMcT0011823.2	FhHiC23_g5527.t1, FhHiC23_g5528.t1
OG0006403	h1SMcT0019182.1	FhHiC23_g13187.t1
OG0006404	h1SMcT0006220.1, h1SMcT0006220.3, h1SMcT0006220.2	FhHiC23_g6149.t1
OG0006405	h1SMcT0018645.1	FhHiC23_g2358.t2, FhHiC23_g2358.t1
OG0006412	h1SMcT0006462.1, h1SMcT0006462.2	FhHiC23_g11195.t1
OG0006414	h1SMcT0013013.1	FhHiC23_g16427.t1
OG0006415	h1SMcT0011943.1, h1SMcT0003437.1, h1SMcT0003437.2	FhHiC23_g5063.t1
OG0006417	h1SMcT0004638.2, h1SMcT0004638.1, h1SMcT0004638.3	FhHiC23_g1201.t2, FhHiC23_g1201.t1
OG0006418	h1SMcT0019215.1	FhHiC23_g13644.t1
OG0006419	h1SMcT0005756.1	FhHiC23_g9938.t1
OG0006421	h1SMcT0008205.1, h1SMcT0008205.2	FhHiC23_g13127.t1
OG0006424	h1SMcT0006518.1	FhHiC23_g2008.t1, FhHiC23_g2008.t2, FhHiC23_g2008.t3
OG0006425	h1SMcT0006420.1, h1SMcT0006420.2, h1SMcT0014274.1	FhHiC23_g3112.t1
OG0006426	h1SMcT0005633.1	FhHiC23_g4953.t1, FhHiC23_g15008.t1, FhHiC23_g15008.t2
OG0006427	h1SMcT0002172.1, h1SMcT0013156.1, h1SMcT0020795.1	FhHiC23_g4917.t1
OG0006428	h1SMcT0012304.1, h1SMcT0012304.2	FhHiC23_g13594.t1
OG0006429	h1SMcT0008373.1, h1SMcT0001149.1, h1SMcT0007358.1	FhHiC23_g11250.t1
OG0006430	h1SMcT0005072.1	FhHiC23_g12017.t1
OG0006433	h1SMcT0015326.1, h1SMcT0015326.2	FhHiC23_g14500.t1
OG0006435	h1SMcT0006875.1	FhHiC23_g4108.t1
OG0006436	h1SMcT0016628.1, h1SMcT0009930.1, h1SMcT0002558.1, h1SMcT0002558.2	FhHiC23_g7797.t1
OG0006437	h1SMcT0002265.1	FhHiC23_g16577.t1
OG0006438	h1SMcT0000500.1	FhHiC23_g3102.t1
OG0006439	h1SMcT0004348.1	FhHiC23_g11617.t1, FhHiC23_g11617.t2
OG0006440	h1SMcT0014228.1	FhHiC23_g1932.t1
OG0006443	h1SMcT0003262.1	FhHiC23_g11156.t1
OG0006444	h1SMcT0001062.1	FhHiC23_g15984.t1
OG0006445	h1SMcT0007143.1, h1SMcT0007143.2	FhHiC23_g1355.t1
OG0006446	h1SMcT0012505.3, h1SMcT0012505.1, h1SMcT0012505.2	FhHiC23_g2045.t1, FhHiC23_g2045.t2
OG0006447	h1SMcT0008127.1	FhHiC23_g16675.t1
OG0006448	h1SMcT0010658.1, h1SMcT0010658.2, h1SMcT0010658.3, h1SMcT0010658.4	FhHiC23_g12974.t1
OG0006449	h1SMcT0000439.1	FhHiC23_g5377.t1, FhHiC23_g5377.t2
OG0006450	h1SMcT0003681.1, h1SMcT0021965.1	FhHiC23_g12318.t1, FhHiC23_g12318.t2
OG0006451	h1SMcT0001916.1	FhHiC23_g832.t1, FhHiC23_g832.t2
OG0006452	h1SMcT0010998.1	FhHiC23_g3161.t1
OG0006453	h1SMcT0004320.1, h1SMcT0004320.2	FhHiC23_g8267.t1
OG0006454	h1SMcT0007237.1, h1SMcT0001766.1, h1SMcT0007238.1	FhHiC23_g11562.t1
OG0006455	h1SMcT0010537.1, h1SMcT0010537.2	FhHiC23_g3035.t1
OG0006456	h1SMcT0016808.1	FhHiC23_g13495.t2, FhHiC23_g13495.t1
OG0006458	h1SMcT0000245.1	FhHiC23_g7620.t1, FhHiC23_g7620.t2
OG0006459	h1SMcT0003107.1	FhHiC23_g1765.t1, FhHiC23_g1764.t1
OG0006460	h1SMcT0009688.1, h1SMcT0009688.3, h1SMcT0009688.5, h1SMcT0009688.2, h1SMcT0009688.4	FhHiC23_g6855.t1
OG0006461	h1SMcT0013079.1	FhHiC23_g16054.t1
OG0006462	h1SMcT0015627.1	FhHiC23_g341.t1
OG0006463	h1SMcT0000917.1	FhHiC23_g7969.t1, FhHiC23_g8442.t1
OG0006464	h1SMcT0007969.1, h1SMcT0007969.2, h1SMcT0007969.3	FhHiC23_g15617.t1, FhHiC23_g15615.t1
OG0006466	h1SMcT0018794.1, h1SMcT0018794.2	FhHiC23_g15839.t1
OG0006467	h1SMcT0018340.1	FhHiC23_g12804.t1, FhHiC23_g12804.t2
OG0006468	h1SMcT0015661.1	FhHiC23_g13880.t1, FhHiC23_g13880.t2
OG0006469	h1SMcT0002095.1, h1SMcT0002095.3, h1SMcT0002095.2	FhHiC23_g10809.t3, FhHiC23_g10809.t1, FhHiC23_g10809.t2
OG0006470	h1SMcT0013516.1	FhHiC23_g7458.t1, FhHiC23_g7458.t2
OG0006471	h1SMcT0008136.1	FhHiC23_g3516.t1
OG0006472	h1SMcT0003862.1	FhHiC23_g4160.t2, FhHiC23_g4160.t1
OG0006474	h1SMcT0021984.1	FhHiC23_g7422.t1, FhHiC23_g7422.t2
OG0006475	h1SMcT0015752.1	FhHiC23_g11555.t1, FhHiC23_g11555.t2
OG0006476	h1SMcT0008480.1	FhHiC23_g12200.t1
OG0006477	h1SMcT0006216.1	FhHiC23_g4984.t3, FhHiC23_g4984.t2, FhHiC23_g4984.t1
OG0006478	h1SMcT0005634.1	FhHiC23_g13730.t1, FhHiC23_g13730.t2
OG0006480	h1SMcT0009285.3, h1SMcT0009285.4, h1SMcT0009285.2, h1SMcT0009285.1	FhHiC23_g15689.t1
OG0006481	h1SMcT0011835.1, h1SMcT0011835.2	FhHiC23_g7796.t1
OG0006483	h1SMcT0008738.1, h1SMcT0008737.1, h1SMcT0007808.1, h1SMcT0022082.1	FhHiC23_g6949.t1
OG0006486	h1SMcT0016989.1, h1SMcT0016990.1	FhHiC23_g15688.t1
OG0006487	h1SMcT0007650.1	FhHiC23_g3397.t1
OG0006488	h1SMcT0002411.1, h1SMcT0021061.1	FhHiC23_g11291.t1
OG0006489	h1SMcT0007576.1, h1SMcT0007576.2	FhHiC23_g10805.t1
OG0006490	h1SMcT0010567.1	FhHiC23_g12556.t2
OG0006491	h1SMcT0017740.1	FhHiC23_g3771.t1
OG0006492	h1SMcT0000613.1	FhHiC23_g3491.t1
OG0006494	h1SMcT0016118.1	FhHiC23_g7989.t2, FhHiC23_g7989.t1, FhHiC23_g7989.t3
OG0006495	h1SMcT0022190.2, h1SMcT0022190.1	FhHiC23_g3512.t1
OG0006496	h1SMcT0022295.1, h1SMcT0022295.2	FhHiC23_g14819.t1, FhHiC23_g14819.t2
OG0006498	h1SMcT0001273.1	FhHiC23_g12362.t1
OG0006499	h1SMcT0020873.1	FhHiC23_g13129.t1, FhHiC23_g13129.t2
OG0006501	h1SMcT0020260.1	FhHiC23_g16599.t1
OG0006503	h1SMcT0013964.1, h1SMcT0013964.2, h1SMcT0008714.1, h1SMcT0008715.1	FhHiC23_g3115.t1, FhHiC23_g3116.t3, FhHiC23_g3116.t4
OG0006506	h1SMcT0000633.1, h1SMcT0012509.2, h1SMcT0012509.8	FhHiC23_g7073.t3, FhHiC23_g7073.t1, FhHiC23_g7073.t2
OG0006507	h1SMcT0008818.1, h1SMcT0008818.2	FhHiC23_g7269.t1
OG0006508	h1SMcT0008988.1, h1SMcT0008988.3, h1SMcT0008988.2, h1SMcT0008988.4, h1SMcT0008988.5, h1SMcT0008988.6, h1SMcT0008988.7	FhHiC23_g7572.t1
OG0006509	h1SMcT0001266.1	FhHiC23_g9464.t1
OG0006510	h1SMcT0022873.1, h1SMcT0022873.2	FhHiC23_g9560.t1, FhHiC23_g9560.t2, FhHiC23_g9561.t1
OG0006543	h1SMcT0015299.1	FhHiC23_g4207.t1
OG0006544	h1SMcT0009306.1	FhHiC23_g9387.t1
OG0006545	h1SMcT0005144.1	FhHiC23_g2975.t1
OG0006548	h1SMcT0001078.1	FhHiC23_g9925.t1, FhHiC23_g9918.t1
OG0006552	h1SMcT0021443.1	FhHiC23_g15578.t1
OG0006553	h1SMcT0011765.1, h1SMcT0007041.2, h1SMcT0007041.1, h1SMcT0007041.3	FhHiC23_g2369.t1
OG0006554	h1SMcT0016709.1	FhHiC23_g14635.t1
OG0006557	h1SMcT0001898.1, h1SMcT0004846.1	FhHiC23_g8044.t1, FhHiC23_g8044.t2
