Orthogroup	trichobilharzia_regenti	s.mekongi
OG0006873	TREG1_7490.1	KAK4476052.1
OG0006874	TREG1_10610.1	KAK4474904.1
OG0006875	TREG1_87950.1, TREG1_87950.2	KAK4471253.1
OG0006876	TREG1_44640.1	KAK4472340.1
OG0006877	TREG1_64700.1	KAK4469584.1
OG0006878	TREG1_110910.1	KAK4468287.1
OG0006879	TREG1_80330.1	KAK4471091.1
OG0006880	TREG1_112220.1, TREG1_6200.1	KAK4468091.1
OG0006881	TREG1_127660.1	KAK4468552.1
OG0006882	TREG1_124650.1	KAK4468706.1
OG0006883	TREG1_38490.1	KAK4472975.1
OG0006884	TREG1_100760.1	KAK4470188.1
OG0006887	TREG1_35180.1	KAK4473277.1
OG0006888	TREG1_33010.1	KAK4473901.1
OG0006889	TREG1_119590.1	KAK4468586.1
OG0006890	TREG1_124940.1	KAK4468439.1
OG0006891	TREG1_65620.1	KAK4469196.1
OG0006892	TREG1_87610.1	KAK4471424.1
OG0006893	TREG1_48350.1	KAK4472905.1
OG0006894	TREG1_132030.1, TREG1_132030.2	KAK4467667.1
OG0006895	TREG1_137140.1	KAK4472307.1
OG0006896	TREG1_43680.1, TREG1_43680.2	KAK4472692.1
OG0006897	TREG1_43170.1	KAK4473720.1
OG0006899	TREG1_49860.1	KAK4472678.1
OG0006900	TREG1_136310.1, TREG1_136310.2	KAK4467697.1
OG0006902	TREG1_12190.1, TREG1_12200.1	KAK4475628.1
OG0006903	TREG1_24680.1	KAK4474604.1
OG0006904	TREG1_75700.1	KAK4469546.1
OG0006905	TREG1_133330.1	KAK4467829.1
OG0006906	TREG1_74030.1	KAK4469968.1, KAK4469967.1
OG0006907	TREG1_77230.1	KAK4469840.1
OG0006908	TREG1_36240.1	KAK4472877.1
OG0006910	TREG1_78020.1	KAK4471135.1
OG0006911	TREG1_69040.1	KAK4469511.1
OG0006912	TREG1_15610.1	KAK4474520.1
OG0006913	TREG1_22300.1	KAK4475134.1
OG0006914	TREG1_69710.1	KAK4469168.1
OG0006915	TREG1_50640.1	KAK4472572.1
OG0006916	TREG1_131740.1, TREG1_131740.2	KAK4467921.1
OG0006917	TREG1_6500.1	KAK4474335.1
OG0006918	TREG1_52090.1, TREG1_52100.1	KAK4474200.1
OG0006920	TREG1_59670.1	KAK4472955.1
OG0006921	TREG1_84890.1	KAK4471963.1
OG0006922	TREG1_135300.1	KAK4474668.1
OG0006923	TREG1_136440.1	KAK4467689.1
OG0006924	TREG1_109430.1	KAK4470947.1
OG0006925	TREG1_74560.1	KAK4469414.1
OG0006926	TREG1_66650.1, TREG1_66650.2	KAK4469718.1
OG0006927	TREG1_72590.1	KAK4469516.1
OG0006928	TREG1_16890.1	KAK4474774.1, KAK4474775.1
OG0006929	TREG1_118730.1	KAK4468265.1
OG0006930	TREG1_4510.1, TREG1_4510.2, TREG1_4530.1	KAK4475769.1
OG0006931	TREG1_12450.1	KAK4476300.1
OG0006932	TREG1_29670.1, TREG1_29670.2	KAK4474580.1
OG0006933	TREG1_76880.1, TREG1_76880.2	KAK4469484.1
OG0006934	TREG1_55900.1	KAK4473468.1
OG0006935	TREG1_95760.1	KAK4470119.1
OG0006936	TREG1_52740.1	KAK4473967.1
OG0006937	TREG1_77010.1	KAK4469857.1
OG0006938	TREG1_125610.1, TREG1_125600.1	KAK4468523.1
OG0006939	TREG1_56230.1, TREG1_56230.2, TREG1_56230.3	KAK4473444.1
OG0006940	TREG1_29610.1	KAK4474574.1
OG0006941	TREG1_22310.1	KAK4475135.1
OG0006942	TREG1_10550.1	KAK4474911.1
OG0006943	TREG1_114250.1	KAK4468147.1
OG0006944	TREG1_102160.1, TREG1_102160.2	KAK4470211.1
OG0006946	TREG1_18140.1	KAK4474469.1
OG0006948	TREG1_52230.1	KAK4474191.1
OG0006949	TREG1_105500.1, TREG1_105500.2	KAK4470308.1
OG0006950	TREG1_98840.1	KAK4470537.1
OG0006951	TREG1_23440.1	KAK4475344.1
OG0006952	TREG1_38030.1	KAK4473140.1
OG0006953	TREG1_81760.1	KAK4472031.1
OG0006954	TREG1_72410.1, TREG1_73180.1	KAK4469496.1
OG0006955	TREG1_49900.1, TREG1_49900.2	KAK4472673.1
OG0006956	TREG1_88400.1	KAK4471828.1
OG0006957	TREG1_95980.1	KAK4470225.1
OG0006958	TREG1_93680.1, TREG1_93680.2	KAK4471478.1
OG0006959	TREG1_120120.1	KAK4468817.1
OG0006960	TREG1_40200.1	KAK4474157.1
OG0006961	TREG1_125330.1	KAK4468544.1
OG0006962	TREG1_68950.1	KAK4469935.1
OG0006963	TREG1_71960.1	KAK4469291.1
OG0006964	TREG1_86850.1	KAK4471749.1
OG0006965	TREG1_50850.1	KAK4474107.1
OG0006966	TREG1_87750.1	KAK4471986.1
OG0006967	TREG1_127410.1	KAK4468651.1
OG0006968	TREG1_32910.1	KAK4473904.1
OG0006969	TREG1_99900.1	KAK4470231.1
OG0006970	TREG1_99890.1	KAK4470230.1
OG0006971	TREG1_102730.1	KAK4470060.1
OG0006972	TREG1_85060.1	KAK4471938.1
OG0006974	TREG1_111130.1	KAK4468313.1
OG0006975	TREG1_39430.1, TREG1_39430.2	KAK4475509.1
OG0006976	TREG1_92380.1	KAK4471635.1
OG0006977	TREG1_47860.1	KAK4472520.1
OG0006978	TREG1_32520.1	KAK4473341.1
OG0006979	TREG1_89520.1, TREG1_89520.2	KAK4471369.1
OG0006981	TREG1_88240.1, TREG1_88220.1	KAK4471973.1
OG0006982	TREG1_73960.1	KAK4469973.1
OG0006983	TREG1_17990.1	KAK4475251.1
OG0006984	TREG1_64620.1	KAK4469149.1
OG0006985	TREG1_56740.1	KAK4473604.1
OG0006986	TREG1_6480.1	KAK4475609.1
OG0006987	TREG1_104590.1	KAK4470750.1
OG0006988	TREG1_104570.1	KAK4470751.1
OG0006989	TREG1_106640.1	KAK4470609.1
OG0006990	TREG1_127960.1	KAK4475163.1
OG0006991	TREG1_111060.1, TREG1_7000.1	KAK4468248.1
OG0006992	TREG1_21620.1, TREG1_21620.3, TREG1_21620.2	KAK4475488.1
OG0006993	TREG1_23230.1	KAK4474890.1
OG0006994	TREG1_3070.1	KAK4467378.1, KAK4475806.1
OG0006995	TREG1_81440.1	KAK4471745.1
OG0006996	TREG1_12290.1	KAK4475586.1
OG0006997	TREG1_121930.1	KAK4468875.1
OG0006998	TREG1_105130.1	KAK4470675.1
OG0006999	TREG1_62470.1	KAK4469471.1
OG0007000	TREG1_115260.1	KAK4468212.1
OG0007001	TREG1_70960.1	KAK4469304.1
OG0007002	TREG1_134450.1	KAK4467622.1
OG0007003	TREG1_134980.1	KAK4476048.1
OG0007005	TREG1_62490.1	KAK4469482.1
OG0007006	TREG1_131420.1	KAK4467916.1
OG0007007	TREG1_34570.1	KAK4472749.1
OG0007009	TREG1_129410.1	KAK4468420.1
OG0007010	TREG1_26630.1, TREG1_26630.2	KAK4475416.1
OG0007011	TREG1_67870.1	KAK4469398.1
OG0007012	TREG1_64040.1	KAK4469608.1
OG0007014	TREG1_15230.1	KAK4474429.1
OG0007015	TREG1_108820.1	KAK4470972.1
OG0007016	TREG1_13720.1, TREG1_13720.3, TREG1_13720.4, TREG1_13720.2	KAK4474932.1
OG0007017	TREG1_75150.1	KAK4469427.1
OG0007018	TREG1_133110.1	KAK4467713.1
OG0007019	TREG1_104410.1	KAK4470859.1
OG0007020	TREG1_77440.1	KAK4469741.1
OG0007021	TREG1_66200.1	KAK4469549.1
OG0007022	TREG1_85040.1	KAK4471953.1
OG0007023	TREG1_36050.1	KAK4467543.1
OG0007024	TREG1_112260.1	KAK4468223.1
OG0007025	TREG1_129300.1	KAK4468414.1
OG0007026	TREG1_87310.1	KAK4472003.1
OG0007027	TREG1_9840.1	KAK4476047.1
OG0007028	TREG1_103790.1	KAK4470356.1
OG0007029	TREG1_17800.1, TREG1_17810.1	KAK4475124.1
OG0007030	TREG1_95530.1	KAK4470121.1
OG0007031	TREG1_34290.1	KAK4473912.1
OG0007032	TREG1_109750.1, TREG1_109750.2	KAK4470920.1
OG0007033	TREG1_109730.1	KAK4470921.1
OG0007035	TREG1_97870.1	KAK4470330.1
OG0007036	TREG1_144410.1	KAK4468275.1, KAK4468276.1
OG0007037	TREG1_84810.1	KAK4471853.1
OG0007038	TREG1_32900.1	KAK4473907.1
OG0007039	TREG1_70050.1	KAK4469701.1
OG0007040	TREG1_104070.1	KAK4470266.1
OG0007041	TREG1_46810.1	KAK4472438.1
OG0007042	TREG1_59020.1, TREG1_59020.2	KAK4473046.1
OG0007043	TREG1_121910.1	KAK4468872.1
OG0007044	TREG1_23270.1	KAK4474442.1
OG0007045	TREG1_138830.1, TREG1_138830.2, TREG1_116250.1, TREG1_116250.6, TREG1_116250.10, TREG1_116250.2, TREG1_116250.4, TREG1_116250.8, TREG1_116250.3, TREG1_116250.5, TREG1_116250.7, TREG1_116250.9	KAK4475635.1
OG0007046	TREG1_110730.1	KAK4468132.1
OG0007047	TREG1_1280.1, TREG1_78100.1	KAK4471138.1
OG0007048	TREG1_85240.1	KAK4471787.1
OG0007049	TREG1_37100.1, TREG1_37110.1, TREG1_37110.2	KAK4473797.1
OG0007050	TREG1_9490.1	KAK4476274.1
OG0007051	TREG1_25790.1	KAK4474610.1
OG0007053	TREG1_44380.1	KAK4474045.1
OG0007054	TREG1_125260.1	KAK4468776.1
OG0007055	TREG1_95430.1	KAK4470440.1
OG0007056	TREG1_32670.1	KAK4473329.1
OG0007057	TREG1_82060.1	KAK4471331.1
OG0007058	TREG1_10160.3, TREG1_10160.1, TREG1_10160.2	KAK4475219.1
OG0007059	TREG1_61490.1, TREG1_61490.2	KAK4469785.1
OG0007060	TREG1_53490.1, TREG1_53490.2	KAK4472279.1
OG0007061	TREG1_132530.1	KAK4467891.1
OG0007062	TREG1_32570.1, TREG1_32580.1	KAK4473335.1
OG0007063	TREG1_12270.1	KAK4475575.1
OG0007064	TREG1_121880.1	KAK4468871.1
OG0007065	TREG1_7650.1	KAK4475794.1
OG0007066	TREG1_41120.1	KAK4473685.1
OG0007067	TREG1_112750.1	KAK4468095.1
OG0007068	TREG1_102670.1	KAK4470834.1
OG0007069	TREG1_45490.1	KAK4474074.1
OG0007070	TREG1_73080.1	KAK4469489.1
OG0007072	TREG1_50860.1, TREG1_50860.2	KAK4474106.1
OG0007073	TREG1_94840.1	KAK4470884.1
OG0007074	TREG1_102000.1	KAK4470520.1
OG0007075	TREG1_129730.1, TREG1_129810.1	KAK4475146.1
OG0007076	TREG1_57820.1	KAK4472582.1
OG0007077	TREG1_86110.1	KAK4471233.1
OG0007078	TREG1_71390.1	KAK4469659.1
OG0007079	TREG1_60980.1	KAK4473378.1
OG0007080	TREG1_23080.1	KAK4475216.1
OG0007081	TREG1_72860.1	KAK4469684.1
OG0007082	TREG1_121000.1	KAK4468735.1
OG0007083	TREG1_104350.1	KAK4470848.1, KAK4470849.1
OG0007084	TREG1_68230.1, TREG1_68220.1	KAK4469235.1
OG0007085	TREG1_41760.1, TREG1_41760.2	KAK4473784.1
OG0007086	TREG1_116480.1	KAK4468077.1
OG0007087	TREG1_89470.1	KAK4471364.1
OG0007088	TREG1_136040.1	KAK4467659.1
OG0007090	TREG1_19780.1	KAK4474878.1
OG0007091	TREG1_95990.1	KAK4470224.1
OG0007092	TREG1_73380.1	KAK4474789.1
OG0007094	TREG1_62170.1	KAK4469281.1
OG0007096	TREG1_123740.1	KAK4468532.1
OG0007097	TREG1_76300.1	KAK4469864.1
OG0007098	TREG1_106580.1	KAK4470720.1
OG0007099	TREG1_115420.1, TREG1_115420.4, TREG1_115420.2, TREG1_115420.3	KAK4468196.1
OG0007100	TREG1_65260.1, TREG1_90120.1	KAK4471703.1
OG0007101	TREG1_36910.1	KAK4474149.1
OG0007102	TREG1_46640.1	KAK4472421.1
OG0007103	TREG1_90110.1	KAK4471704.1
OG0007104	TREG1_89840.1	KAK4471640.1
OG0007105	TREG1_82320.1	KAK4471485.1
OG0007106	TREG1_101750.1	KAK4470221.1
OG0007107	TREG1_93640.1, TREG1_93640.2	KAK4471532.1
OG0007112	TREG1_117930.1, TREG1_117960.1, TREG1_117910.1, TREG1_117940.2, TREG1_117940.1	KAK4468111.1
OG0007113	TREG1_135430.1	KAK4467871.1
OG0007114	TREG1_121170.1	KAK4468762.1
OG0007115	TREG1_76200.1	KAK4469749.1
OG0007116	TREG1_88410.1	KAK4471829.1
OG0007118	TREG1_132150.1	KAK4467746.1
OG0007120	TREG1_113440.1	KAK4468230.1
OG0007121	TREG1_120590.3, TREG1_120590.1, TREG1_120590.2	KAK4468797.1
OG0007122	TREG1_71480.1, TREG1_71480.2	KAK4469188.1
OG0007124	TREG1_94990.1	KAK4470260.1
OG0007125	TREG1_109840.1, TREG1_109840.2	KAK4470910.1
OG0007126	TREG1_96340.1, TREG1_96340.2	KAK4470988.1
OG0007127	TREG1_31330.1	KAK4472127.1
OG0007128	TREG1_47700.1	KAK4472508.1
OG0007129	TREG1_41830.1	KAK4472591.1
OG0007130	TREG1_59340.1	KAK4473074.1
OG0007131	TREG1_54650.1	KAK4473193.1
OG0007132	TREG1_44260.1	KAK4474054.1
OG0007133	TREG1_20510.1	KAK4474551.1
OG0007134	TREG1_21440.1	KAK4475335.1
OG0007135	TREG1_25360.1, TREG1_25360.2	KAK4475353.1
OG0007149	TREG1_75310.1	KAK4469964.1
OG0007150	TREG1_8940.1, TREG1_8930.1	KAK4467554.1
OG0007152	TREG1_131490.1	KAK4467642.1, KAK4467367.1
OG0007153	TREG1_22550.1	KAK4475128.1
OG0007155	TREG1_77530.1	KAK4471162.1
OG0007156	TREG1_50390.1, TREG1_50390.2	KAK4472563.1
OG0007157	TREG1_106730.1	KAK4470617.1
OG0007158	TREG1_122530.1	KAK4468505.1
OG0007159	TREG1_122970.1	KAK4468678.1
OG0007160	TREG1_53220.1	KAK4472375.1
OG0007161	TREG1_109380.1	KAK4470071.1
OG0007162	TREG1_22750.1	KAK4475203.1, KAK4475204.1
OG0007163	TREG1_32640.1	KAK4473337.1
OG0007164	TREG1_108010.1	KAK4470362.1
OG0007165	TREG1_40090.1	KAK4473887.1
OG0007166	TREG1_129030.1, TREG1_129040.1	KAK4468912.1
OG0007167	TREG1_110.1, TREG1_120.1	KAK4473771.1
OG0007168	TREG1_81640.1	KAK4472043.1
OG0007169	TREG1_107840.1	KAK4470581.1, KAK4470582.1
OG0007170	TREG1_44630.1	KAK4472338.1
OG0007171	TREG1_71120.1	KAK4469883.1
OG0007172	TREG1_49580.1, TREG1_49580.2	KAK4472822.1
OG0007174	TREG1_66390.1	KAK4469691.1
OG0007175	TREG1_50930.1	KAK4473970.1
OG0007176	TREG1_114460.1	KAK4468107.1
OG0007177	TREG1_42480.1	KAK4473519.1
OG0007178	TREG1_83910.1	KAK4471904.1
OG0007179	TREG1_37580.1, TREG1_37580.2	KAK4473008.1
OG0007180	TREG1_370.1, TREG1_370.2	KAK4476088.1
OG0007181	TREG1_125440.1	KAK4468538.1
OG0007182	TREG1_21210.1	KAK4475269.1
OG0007184	TREG1_120630.1, TREG1_123780.1	KAK4468500.1
OG0007185	TREG1_132570.1	KAK4467899.1
OG0007186	TREG1_108030.1	KAK4470363.1
OG0007187	TREG1_101050.1, TREG1_101050.2	KAK4470055.1
OG0007188	TREG1_90440.1	KAK4471503.1
OG0007189	TREG1_90240.1, TREG1_90250.1	KAK4471469.1
OG0007190	TREG1_43900.1	KAK4473736.1
OG0007191	TREG1_118650.1	KAK4468272.1
OG0007193	TREG1_71350.1	KAK4469912.1
OG0007194	TREG1_112590.1, TREG1_112600.1, TREG1_8740.1, TREG1_46960.1	KAK4468785.1
OG0007195	TREG1_123510.1	KAK4468837.1
OG0007196	TREG1_25800.1	KAK4474611.1
OG0007197	TREG1_125300.1	KAK4468546.1
OG0007198	TREG1_49340.1	KAK4472470.1
OG0007199	TREG1_37560.1, TREG1_37560.2	KAK4473016.1
OG0007201	TREG1_127340.1	KAK4468645.1
OG0007202	TREG1_100940.1	KAK4470563.1
OG0007203	TREG1_13030.1, TREG1_13030.2	KAK4475604.1
OG0007205	TREG1_128140.1, TREG1_128160.1	KAK4468919.1
OG0007206	TREG1_95140.1	KAK4470600.1
OG0007207	TREG1_75330.1, TREG1_75330.2	KAK4469275.1
OG0007208	TREG1_104390.1	KAK4470856.1
OG0007209	TREG1_133580.1	KAK4467629.1
OG0007211	TREG1_61030.1	KAK4473381.1
OG0007212	TREG1_85760.1	KAK4471611.1
OG0007213	TREG1_85770.1	KAK4471610.1
OG0007214	TREG1_109830.1	KAK4470911.1
OG0007215	TREG1_18080.1	KAK4474475.1
OG0007216	TREG1_22290.1	KAK4475133.1
OG0007217	TREG1_57620.1	KAK4473557.1
OG0007219	TREG1_2680.1, TREG1_2720.1	KAK4474380.1
OG0007220	TREG1_52630.1	KAK4474096.1
OG0007221	TREG1_50790.1, TREG1_50800.1	KAK4474112.1
OG0007222	TREG1_7180.1	KAK4476001.1
OG0007223	TREG1_86910.1	KAK4471755.1
OG0007224	TREG1_105590.1	KAK4470307.1
OG0007226	TREG1_40650.1	KAK4472643.1
OG0007227	TREG1_129940.1	KAK4468467.1
OG0007228	TREG1_97650.1	KAK4470991.1
OG0007229	TREG1_100020.1	KAK4470338.1
OG0007230	TREG1_2000.1	KAK4476291.1
OG0007231	TREG1_32860.1	KAK4473314.1
OG0007232	TREG1_15990.1	KAK4474430.1
OG0007233	TREG1_135410.1	KAK4467872.1
OG0007234	TREG1_86960.1	KAK4471860.1
OG0007235	TREG1_27650.1	KAK4474995.1
OG0007236	TREG1_19200.1	KAK4475627.1
OG0007237	TREG1_105320.1	KAK4470692.1
OG0007238	TREG1_34140.1	KAK4472923.1
OG0007239	TREG1_96220.1, TREG1_96220.2	KAK4470790.1
OG0007240	TREG1_99490.1	KAK4470142.1
OG0007241	TREG1_56370.1	KAK4473436.1
OG0007242	TREG1_39420.1	KAK4473549.1
OG0007243	TREG1_39690.1	KAK4473803.1
OG0007244	TREG1_138790.1, TREG1_138790.3, TREG1_138790.2	KAK4470295.1
OG0007245	TREG1_63390.1	KAK4469510.1
OG0007246	TREG1_71880.1	KAK4469325.1
OG0007247	TREG1_66550.1	KAK4469725.1
OG0007248	TREG1_35260.1	KAK4473263.1, KAK4473264.1
OG0007249	TREG1_113360.1	KAK4468228.1
OG0007251	TREG1_50910.1	KAK4473969.1
OG0007252	TREG1_29750.1	KAK4474636.1
OG0007253	TREG1_75520.1	KAK4469540.1
OG0007254	TREG1_105540.1	KAK4470395.1
OG0007256	TREG1_83340.1	KAK4471321.1
OG0007257	TREG1_61710.1	KAK4469876.1
OG0007260	TREG1_106080.1	KAK4470773.1
OG0007261	TREG1_33230.1	KAK4472993.1
OG0007262	TREG1_118150.1	KAK4468143.1
OG0007263	TREG1_113280.1	KAK4476231.1
OG0007264	TREG1_18260.1	KAK4474477.1
OG0007265	TREG1_51600.1	KAK4472839.1
OG0007266	TREG1_84360.1	KAK4471803.1
OG0007267	TREG1_124850.1	KAK4468622.1
OG0007269	TREG1_24870.1	KAK4474990.1
OG0007270	TREG1_113110.1	KAK4468359.1
OG0007271	TREG1_7070.1	KAK4476152.1
OG0007272	TREG1_4600.1	KAK4475739.1, KAK4475749.1
OG0007273	TREG1_7550.1	KAK4467441.1
OG0007275	TREG1_49240.1	KAK4472477.1
OG0007276	TREG1_52390.1	KAK4472402.1
OG0007277	TREG1_67360.1	KAK4469129.1
OG0007278	TREG1_42420.1	KAK4473514.1
OG0007279	TREG1_118230.1	KAK4468155.1
OG0007280	TREG1_104210.1	KAK4470840.1
OG0007282	TREG1_86130.1	KAK4471231.1
OG0007283	TREG1_71910.1	KAK4469286.1
OG0007284	TREG1_21170.1	KAK4474320.1
OG0007285	TREG1_140040.1	KAK4473600.1
OG0007286	TREG1_74990.1	KAK4469042.1
OG0007288	TREG1_109890.1	KAK4470908.1
OG0007290	TREG1_43960.1	KAK4474076.1
OG0007291	TREG1_69700.1	KAK4469169.1
OG0007295	TREG1_13480.1	KAK4474480.1
OG0007296	TREG1_83040.1	KAK4471731.1
OG0007297	TREG1_120280.1	KAK4468781.1
OG0007298	TREG1_30960.1	KAK4473249.1
OG0007299	TREG1_108460.1	KAK4470891.1
OG0007300	TREG1_109190.1, TREG1_109180.1, TREG1_35760.1	KAK4473233.1
OG0007301	TREG1_37150.1	KAK4473801.1
OG0007302	TREG1_110180.1	KAK4468023.1
OG0007303	TREG1_114220.1	KAK4468145.1
OG0007304	TREG1_39220.1	KAK4472449.1
OG0007305	TREG1_77150.1	KAK4469844.1
OG0007306	TREG1_95610.1	KAK4470110.1
OG0007307	TREG1_65780.1	KAK4469200.1
OG0007308	TREG1_96060.2, TREG1_96090.1, TREG1_96060.3	KAK4471009.1
OG0007309	TREG1_80900.1	KAK4472022.1
OG0007311	TREG1_4780.1	KAK4474799.1
OG0007312	TREG1_11800.1, TREG1_11800.2	KAK4476237.1
OG0007313	TREG1_104330.1, TREG1_104330.2	KAK4470850.1
OG0007314	TREG1_63460.1	KAK4469960.1
OG0007315	TREG1_118020.1	KAK4468045.1
OG0007316	TREG1_53880.1	KAK4472252.1
OG0007317	TREG1_54390.1	KAK4472313.1
OG0007318	TREG1_3060.1	KAK4475613.1
OG0007319	TREG1_67130.1	KAK4469107.1
OG0007320	TREG1_41100.1	KAK4473684.1
OG0007322	TREG1_87210.1, TREG1_87220.1	KAK4471921.1
OG0007323	TREG1_101870.1	KAK4470318.1
OG0007324	TREG1_121860.1	KAK4468869.1
OG0007325	TREG1_14670.1	KAK4467537.1, KAK4467262.1, KAK4467288.1
OG0007326	TREG1_138810.1	KAK4470294.1
OG0007327	TREG1_12460.1	KAK4476308.1
OG0007328	TREG1_48410.1	KAK4472901.1
OG0007330	TREG1_79480.1	KAK4472060.1
OG0007331	TREG1_75890.1	KAK4469735.1
OG0007332	TREG1_50560.1	KAK4474121.1
OG0007334	TREG1_129960.1	KAK4468469.1
OG0007335	TREG1_5370.1	KAK4474361.1
OG0007336	TREG1_44800.1	KAK4473960.1
OG0007338	TREG1_88450.1	KAK4471606.1
OG0007339	TREG1_128000.1, TREG1_64460.1	KAK4469141.1
OG0007340	TREG1_14920.1	KAK4475056.1, KAK4475057.1
OG0007341	TREG1_19610.1	KAK4475959.1
OG0007343	TREG1_68560.1	KAK4469455.1
OG0007344	TREG1_28570.1	KAK4474549.1
OG0007345	TREG1_100360.1, TREG1_100360.2	KAK4470418.1
OG0007346	TREG1_132290.1	KAK4467932.1
OG0007347	TREG1_21990.1	KAK4474970.1
OG0007348	TREG1_12240.1	KAK4475542.1
OG0007349	TREG1_120670.2, TREG1_120680.1, TREG1_120670.1	KAK4475996.1
OG0007350	TREG1_69290.1	KAK4469320.1
OG0007351	TREG1_15410.1	KAK4474397.1
OG0007352	TREG1_75570.1	KAK4469778.1
OG0007353	TREG1_51680.1, TREG1_51700.1	KAK4472844.1
OG0007355	TREG1_8790.1	KAK4476046.1
OG0007356	TREG1_10460.1, TREG1_74160.1	KAK4474900.1
OG0007357	TREG1_1150.1	KAK4475550.1
OG0007358	TREG1_4140.1	KAK4476114.1
OG0007359	TREG1_121970.1	KAK4468887.1
OG0007361	TREG1_66990.1	KAK4469105.1
OG0007362	TREG1_67070.1	KAK4469113.1
OG0007363	TREG1_109110.1	KAK4470899.1
OG0007364	TREG1_47320.1	KAK4473840.1
OG0007365	TREG1_80180.1, TREG1_80180.2	KAK4471097.1
OG0007366	TREG1_86450.1, TREG1_86450.2	KAK4471380.1
OG0007367	TREG1_86550.1	KAK4471950.1
OG0007369	TREG1_132620.1	KAK4467901.1
OG0007370	TREG1_105760.1, TREG1_105760.2	KAK4470287.1
OG0007371	TREG1_130450.1	KAK4467596.1
OG0007372	TREG1_750.1	KAK4475650.1
OG0007373	TREG1_115660.1, TREG1_115660.2	KAK4468015.1
OG0007374	TREG1_120840.1, TREG1_120840.2, TREG1_120840.3	KAK4468497.1
OG0007375	TREG1_112230.1	KAK4468081.1
OG0007377	TREG1_121330.1	KAK4468390.1
OG0007379	TREG1_127170.1	KAK4468625.1
OG0007380	TREG1_67850.1, TREG1_67850.2	KAK4469400.1
OG0007381	TREG1_115930.1, TREG1_74610.1	KAK4469440.1
OG0007382	TREG1_102140.1, TREG1_102140.2	KAK4470210.1
OG0007383	TREG1_106310.1	KAK4470687.1
OG0007384	TREG1_35710.1, TREG1_35710.2	KAK4472222.1
OG0007385	TREG1_46950.1	KAK4472614.1
OG0007386	TREG1_37360.1	KAK4473100.1
OG0007387	TREG1_33790.1, TREG1_33810.1, TREG1_33800.1	KAK4473326.1
OG0007388	TREG1_56060.1, TREG1_56050.1	KAK4473455.1
OG0007389	TREG1_14610.1	KAK4474510.1
OG0007391	TREG1_141570.1, TREG1_141580.2, TREG1_141570.2, TREG1_141580.1, TREG1_141560.1	KAK4474834.1
OG0007392	TREG1_74140.1	KAK4475240.1
OG0007393	TREG1_2120.1, TREG1_2120.2, TREG1_780.1	KAK4475653.1, KAK4475651.1
OG0007394	TREG1_5310.1	KAK4475692.1
OG0007414	TREG1_15160.1	KAK4474752.1
OG0007415	TREG1_39290.1	KAK4473772.1
OG0007416	TREG1_77340.1	KAK4469831.1, KAK4469830.1
OG0007417	TREG1_111780.2, TREG1_111780.3	KAK4474265.1
OG0007418	TREG1_100450.1	KAK4470409.1
OG0007419	TREG1_3130.1	KAK4475821.1
OG0007420	TREG1_16450.1	KAK4475117.1
OG0007421	TREG1_132940.1	KAK4467843.1
OG0007423	TREG1_15770.1	KAK4474957.1
OG0007424	TREG1_41980.1	KAK4473477.1
OG0007425	TREG1_63620.1	KAK4469795.1
OG0007426	TREG1_126040.1	KAK4468639.1
OG0007427	TREG1_125430.1	KAK4468539.1
OG0007428	TREG1_24510.1	KAK4475076.1
OG0007429	TREG1_23860.1	KAK4474328.1
OG0007430	TREG1_67090.1	KAK4469110.1
OG0007431	TREG1_117790.1	KAK4468279.1
OG0007432	TREG1_68400.1	KAK4469563.1
OG0007433	TREG1_90230.1, TREG1_90230.2	KAK4471470.1
OG0007434	TREG1_90260.1	KAK4471467.1
OG0007435	TREG1_87230.1	KAK4471216.1
OG0007436	TREG1_33840.1	KAK4473281.1
OG0007437	TREG1_70700.1	KAK4469908.1
OG0007439	TREG1_13770.1	KAK4474936.1
OG0007440	TREG1_111600.1	KAK4468324.1
OG0007441	TREG1_83950.1	KAK4471901.1
OG0007442	TREG1_52980.1	KAK4472726.1
OG0007444	TREG1_85450.1	KAK4472057.1
OG0007445	TREG1_36750.1	KAK4474135.1
OG0007446	TREG1_6600.1	KAK4474671.1
OG0007447	TREG1_45700.1	KAK4467320.1
OG0007448	TREG1_51890.1	KAK4474028.1
OG0007450	TREG1_90860.1	KAK4471634.1
OG0007451	TREG1_13360.1	KAK4474385.1
OG0007452	TREG1_53680.1	KAK4472271.1
OG0007453	TREG1_104620.1	KAK4470748.1
OG0007454	TREG1_47890.1	KAK4472525.1
OG0007455	TREG1_91690.1	KAK4471604.1
OG0007456	TREG1_10330.1	KAK4476137.1
OG0007457	TREG1_46700.1	KAK4472428.1
OG0007458	TREG1_52650.1, TREG1_52650.2	KAK4474097.1
OG0007459	TREG1_15180.1	KAK4474423.1
OG0007460	TREG1_75680.1	KAK4469329.1
OG0007461	TREG1_104880.1, TREG1_141730.1	KAK4470764.1
OG0007462	TREG1_38270.1	KAK4473121.1
OG0007463	TREG1_97110.1	KAK4470639.1
OG0007464	TREG1_56040.1	KAK4473456.1
OG0007466	TREG1_51080.1	KAK4472734.1
OG0007467	TREG1_74870.1	KAK4469053.1
OG0007468	TREG1_102300.1, TREG1_102310.1	KAK4470816.1
OG0007469	TREG1_94950.1	KAK4470259.1
OG0007470	TREG1_104510.1, TREG1_104510.2	KAK4470754.1
