Orthogroup	trichobilharzia_regenti	schistosoma_mansoni
OG0006240	TREG1_115310.1	Smp_045600.1
OG0006241	TREG1_74940.1	Smp_022090.1
OG0006242	TREG1_20920.1	Smp_343950.1
OG0006243	TREG1_40520.1	Smp_061650.1
OG0006244	TREG1_94570.1, TREG1_94580.1, TREG1_94590.1	Smp_000830.1
OG0006245	TREG1_70490.1	Smp_155620.1
OG0006246	TREG1_111110.1	Smp_067890.1
OG0006247	TREG1_124420.1, TREG1_124420.2	Smp_051080.1
OG0006248	TREG1_129210.1	Smp_046290.1
OG0006249	TREG1_62800.1	Smp_146940.1
OG0006250	TREG1_53180.1	Smp_008500.1
OG0006251	TREG1_9270.1, TREG1_9270.2	Smp_244310.1
OG0006252	TREG1_52250.1	Smp_301800.1
OG0006253	TREG1_123750.1	Smp_300090.1
OG0006254	TREG1_129430.1, TREG1_129440.1, TREG1_3670.1	Smp_104450.1
OG0006255	TREG1_50070.1, TREG1_50070.2	Smp_332460.1
OG0006256	TREG1_41150.1	Smp_148540.1
OG0006257	TREG1_133370.1	Smp_033400.2, Smp_033400.1
OG0006258	TREG1_82170.1	Smp_342580.1
OG0006259	TREG1_125990.1, TREG1_126010.1, TREG1_125980.1	Smp_300150.1
OG0006260	TREG1_37590.1, TREG1_37590.2	Smp_089700.1
OG0006261	TREG1_104750.1	Smp_114565.1
OG0006262	TREG1_89870.1	Smp_117390.1, Smp_331940.1
OG0006263	TREG1_112410.1	Smp_334560.1
OG0006264	TREG1_106060.1	Smp_313640.1, Smp_313640.2
OG0006265	TREG1_60910.1	Smp_099320.1
OG0006266	TREG1_76500.1	Smp_169030.1
OG0006267	TREG1_57130.2, TREG1_57130.1, TREG1_57130.3	Smp_247190.1
OG0006269	TREG1_68410.1, TREG1_68410.2	Smp_161290.1
OG0006270	TREG1_9290.1	Smp_168610.1
OG0006271	TREG1_24580.1	Smp_204020.1
OG0006272	TREG1_4070.1	Smp_341060.1
OG0006273	TREG1_30540.1	Smp_342950.1
OG0006274	TREG1_31340.1	Smp_136690.1
OG0006275	TREG1_109320.1	Smp_053990.1
OG0006276	TREG1_118320.1, TREG1_118320.2	Smp_170210.1
OG0006277	TREG1_40490.1	Smp_241950.1
OG0006278	TREG1_117350.1, TREG1_95640.1	Smp_040110.1
OG0006279	TREG1_40920.1, TREG1_92720.1	Smp_049520.1
OG0006280	TREG1_15220.1	Smp_017880.1
OG0006281	TREG1_53960.1	Smp_140370.1
OG0006282	TREG1_105960.1	Smp_334340.1
OG0006283	TREG1_38070.1, TREG1_38070.2	Smp_308360.1
OG0006284	TREG1_101640.1, TREG1_101640.2, TREG1_101640.3	Smp_312770.1
OG0006285	TREG1_70750.1	Smp_047460.1
OG0006286	TREG1_90100.1	Smp_213040.1
OG0006287	TREG1_106780.1, TREG1_106780.2, TREG1_106780.3, TREG1_106780.4	Smp_009020.1
OG0006288	TREG1_97130.1, TREG1_97140.1	Smp_342270.1
OG0006289	TREG1_106140.1, TREG1_106160.1	Smp_334330.1
OG0006290	TREG1_85820.1	Smp_342650.1
OG0006291	TREG1_87420.1, TREG1_87420.2, TREG1_87420.3, TREG1_87420.4	Smp_096000.1
OG0006292	TREG1_90710.1	Smp_100070.1
OG0006293	TREG1_135140.1	Smp_031720.1
OG0006294	TREG1_33370.1	Smp_159560.1
OG0006295	TREG1_136130.1	Smp_022990.1
OG0006296	TREG1_56750.1	Smp_332610.1
OG0006297	TREG1_60440.1	Smp_323790.1
OG0006298	TREG1_10400.1	Smp_048650.1
OG0006299	TREG1_2960.1	Smp_346660.1
OG0006300	TREG1_1220.1	Smp_021730.1
OG0006301	TREG1_137530.1, TREG1_137530.2, TREG1_137530.3, TREG1_25470.1	Smp_322610.1
OG0006302	TREG1_61740.1	Smp_047740.1
OG0006303	TREG1_12580.4, TREG1_12580.3, TREG1_12580.1, TREG1_12580.2	Smp_133860.1
OG0006304	TREG1_69430.1, TREG1_69420.1	Smp_315860.1, Smp_315860.2
OG0006305	TREG1_90780.1	Smp_100140.1
OG0006306	TREG1_13710.1	Smp_151920.1
OG0006307	TREG1_50590.1	Smp_342080.1, Smp_342080.2
OG0006308	TREG1_100870.1	Smp_315840.1
OG0006309	TREG1_108250.1	Smp_336750.1
OG0006310	TREG1_25900.1, TREG1_25890.1	Smp_044580.1
OG0006311	TREG1_127380.22, TREG1_127380.20, TREG1_127380.21, TREG1_127420.1	Smp_099420.1
OG0006312	TREG1_104480.1	Smp_087330.1
OG0006313	TREG1_101430.1	Smp_059100.1
OG0006314	TREG1_103150.1	Smp_141610.1
OG0006315	TREG1_134040.1	Smp_130340.1
OG0006316	TREG1_90690.1	Smp_100090.1
OG0006317	TREG1_69800.1, TREG1_69800.2	Smp_094560.1
OG0006318	TREG1_67940.1	Smp_158240.1
OG0006319	TREG1_118980.1	Smp_342090.1
OG0006320	TREG1_43610.1	Smp_329760.1, Smp_015490.1
OG0006321	TREG1_13280.1	Smp_244790.1
OG0006322	TREG1_74070.1, TREG1_74210.1, TREG1_74080.1, TREG1_74200.1	Smp_180570.1
OG0006323	TREG1_53510.1	Smp_172340.1
OG0006324	TREG1_110460.1	Smp_073410.1
OG0006325	TREG1_4120.1	Smp_245170.1
OG0006326	TREG1_134880.1, TREG1_134870.1	Smp_318500.1
OG0006327	TREG1_54660.1	Smp_003900.1
OG0006328	TREG1_79970.1	Smp_349780.1
OG0006329	TREG1_82390.1	Smp_159860.1
OG0006330	TREG1_119070.1, TREG1_119070.3, TREG1_119070.2	Smp_052750.1
OG0006331	TREG1_80890.1	Smp_080610.1
OG0006332	TREG1_36170.1, TREG1_36170.2	Smp_346840.1
OG0006333	TREG1_86730.1, TREG1_86730.2	Smp_074020.1
OG0006334	TREG1_114950.1	Smp_085490.1
OG0006335	TREG1_132100.1, TREG1_132100.2	Smp_134540.1
OG0006336	TREG1_27440.1	Smp_333420.1
OG0006337	TREG1_28600.1, TREG1_28620.1, TREG1_28610.1	Smp_024390.1
OG0006338	TREG1_2060.1	Smp_077400.1
OG0006339	TREG1_52660.1, TREG1_52660.2, TREG1_52660.3	Smp_118040.1
OG0006340	TREG1_42980.1	Smp_198930.1
OG0006341	TREG1_68870.1, TREG1_68870.2, TREG1_68870.3	Smp_311440.1
OG0006342	TREG1_110480.1, TREG1_110480.2	Smp_334600.1
OG0006343	TREG1_86650.2, TREG1_86650.1, TREG1_86650.3	Smp_018590.1
OG0006344	TREG1_51690.1	Smp_079430.1
OG0006345	TREG1_95490.1	Smp_344150.1
OG0006346	TREG1_123220.1	Smp_344810.1
OG0006347	TREG1_38020.1	Smp_083410.1
OG0006348	TREG1_36210.1	Smp_031570.1
OG0006349	TREG1_6770.1	Smp_011960.1
OG0006350	TREG1_47200.1	Smp_144510.1
OG0006351	TREG1_100280.1	Smp_344750.1
OG0006352	TREG1_14490.1, TREG1_14490.2	Smp_340530.1
OG0006353	TREG1_95890.1	Smp_036990.1
OG0006354	TREG1_103420.1	Smp_092380.1
OG0006355	TREG1_64390.1, TREG1_64390.2	Smp_156480.1
OG0006356	TREG1_109530.1	Smp_050430.1
OG0006357	TREG1_117440.1	Smp_064360.1
OG0006358	TREG1_30420.1	Smp_212730.1
OG0006359	TREG1_65280.1	Smp_127190.1
OG0006361	TREG1_61720.1	Smp_102410.1
OG0006362	TREG1_22420.1, TREG1_22420.2	Smp_143860.1, Smp_143860.2
OG0006363	TREG1_15430.2, TREG1_15430.1, TREG1_15430.3	Smp_305760.1
OG0006364	TREG1_114670.1	Smp_058150.1
OG0006365	TREG1_23830.1, TREG1_23830.2	Smp_162970.1
OG0006366	TREG1_73710.1	Smp_048880.1
OG0006367	TREG1_99510.1, TREG1_99510.2	Smp_180020.1
OG0006368	TREG1_85630.1	Smp_085790.1
OG0006369	TREG1_116420.1, TREG1_116430.1	Smp_169290.1
OG0006370	TREG1_99920.1, TREG1_99920.2	Smp_148900.1
OG0006371	TREG1_111120.1	Smp_067900.1
OG0006373	TREG1_104460.1, TREG1_104460.2	Smp_055100.1
OG0006374	TREG1_68590.1	Smp_023150.1
OG0006375	TREG1_24390.1	Smp_243830.1
OG0006376	TREG1_120600.1	Smp_340070.1
OG0006377	TREG1_88130.1, TREG1_88130.2	Smp_162650.1
OG0006378	TREG1_71460.1	Smp_123370.1
OG0006379	TREG1_121900.1	Smp_162220.1, Smp_162220.2
OG0006380	TREG1_119440.1, TREG1_119440.2	Smp_169760.1
OG0006381	TREG1_107180.1, TREG1_100040.4, TREG1_100040.3, TREG1_100040.2, TREG1_100040.1	Smp_145400.1
OG0006382	TREG1_116850.1	Smp_143910.1
OG0006383	TREG1_111660.1	Smp_347520.2, Smp_347520.1
OG0006384	TREG1_80830.1	Smp_165630.1
OG0006385	TREG1_16740.1	Smp_212910.1
OG0006386	TREG1_77390.1	Smp_343330.1
OG0006387	TREG1_104180.1	Smp_342530.1
OG0006388	TREG1_87370.1	Smp_341870.1
OG0006389	TREG1_117370.1	Smp_040100.1
OG0006390	TREG1_82780.1, TREG1_82780.2	Smp_084520.1
OG0006392	TREG1_135120.1	Smp_139340.1
OG0006393	TREG1_92630.1, TREG1_94500.1	Smp_122490.1
OG0006394	TREG1_64780.1, TREG1_64780.2	Smp_039390.1
OG0006395	TREG1_8330.1	Smp_147460.1, Smp_147460.2
OG0006396	TREG1_21760.1	Smp_349870.1
OG0006397	TREG1_108450.1, TREG1_108450.2	Smp_104970.1
OG0006398	TREG1_17410.1, TREG1_18540.1	Smp_141890.1
OG0006399	TREG1_30040.1	Smp_135920.1
OG0006400	TREG1_106390.1	Smp_043030.1
OG0006401	TREG1_72190.1	Smp_340230.1
OG0006402	TREG1_48480.1	Smp_073600.1
OG0006403	TREG1_560.1	Smp_048550.1
OG0006404	TREG1_58560.1	Smp_025740.1
OG0006405	TREG1_65350.1	Smp_066740.1
OG0006406	TREG1_65440.1, TREG1_65440.2, TREG1_65440.3	Smp_148260.1
OG0006407	TREG1_24540.1, TREG1_24540.2, TREG1_24540.3, TREG1_24540.4	Smp_163170.1
OG0006408	TREG1_105120.1	Smp_059170.1
OG0006409	TREG1_64690.1	Smp_333900.1
OG0006410	TREG1_14420.1, TREG1_93770.1	Smp_130800.1
OG0006411	TREG1_9940.1	Smp_142900.1
OG0006412	TREG1_13750.1	Smp_244090.1
OG0006413	TREG1_129190.1	Smp_344210.1
OG0006414	TREG1_122010.1	Smp_174670.1
OG0006415	TREG1_60390.1	Smp_163240.1
OG0006416	TREG1_85390.1	Smp_029100.1
OG0006417	TREG1_76730.1	Smp_316710.1
OG0006418	TREG1_11140.2, TREG1_11140.1	Smp_011570.1
OG0006419	TREG1_37250.1, TREG1_37260.1, TREG1_37260.2, TREG1_37260.4, TREG1_37260.3	Smp_210800.1
OG0006420	TREG1_83370.1	Smp_131600.1
OG0006421	TREG1_13100.1	Smp_067580.1
OG0006422	TREG1_122900.1	Smp_346110.1
OG0006423	TREG1_114860.1, TREG1_114790.1	Smp_340930.1
OG0006424	TREG1_67860.1	Smp_013790.1
OG0006425	TREG1_108330.1	Smp_055190.1
OG0006426	TREG1_16170.1	Smp_073390.1
OG0006427	TREG1_53200.1	Smp_126730.1
OG0006428	TREG1_10430.1	Smp_148200.1
OG0006429	TREG1_7870.1	Smp_080420.1
OG0006430	TREG1_13040.1, TREG1_13040.2, TREG1_13040.3	Smp_028500.1
OG0006431	TREG1_129390.1, TREG1_129390.2	Smp_011010.1
OG0006432	TREG1_109860.1	Smp_136920.1
OG0006433	TREG1_42430.1	Smp_347880.1
OG0006434	TREG1_130520.1	Smp_127650.1
OG0006435	TREG1_111710.1	Smp_314280.2, Smp_314280.1
OG0006436	TREG1_94370.1	Smp_000900.1
OG0006437	TREG1_124820.1, TREG1_124820.2	Smp_016750.1
OG0006438	TREG1_106930.1	Smp_094930.1
OG0006439	TREG1_35310.1, TREG1_14790.1	Smp_153660.1
OG0006440	TREG1_76450.5, TREG1_76590.1	Smp_212970.1
OG0006441	TREG1_135020.1, TREG1_135020.2, TREG1_135090.1	Smp_267210.1
OG0006442	TREG1_36930.1, TREG1_36930.2, TREG1_36930.3	Smp_139620.1
OG0006443	TREG1_15100.1	Smp_143740.1
OG0006444	TREG1_129110.1	Smp_344200.1
OG0006445	TREG1_97850.1, TREG1_97860.1	Smp_169440.1
OG0006446	TREG1_66770.1	Smp_146650.1
OG0006448	TREG1_7690.1	Smp_316430.1, Smp_337330.1
OG0006449	TREG1_58450.1	Smp_125760.1
OG0006450	TREG1_15590.1, TREG1_15590.2, TREG1_15590.3	Smp_342210.1
OG0006451	TREG1_99980.1	Smp_148930.1
OG0006452	TREG1_75900.1	Smp_007000.1
OG0006453	TREG1_94600.1	Smp_000850.1
OG0006454	TREG1_5800.1	Smp_079050.1
OG0006455	TREG1_74620.1	Smp_001500.1
OG0006456	TREG1_1640.1	Smp_062950.1
OG0006457	TREG1_61670.1	Smp_179080.1
OG0006458	TREG1_89720.1, TREG1_89720.2, TREG1_89720.3	Smp_030020.1
OG0006459	TREG1_74830.1	Smp_134060.1
OG0006460	TREG1_87870.1	Smp_002550.1
OG0006461	TREG1_121800.1	Smp_162280.1
OG0006462	TREG1_75070.1	Smp_122940.1
OG0006463	TREG1_86840.1	Smp_129510.1
OG0006464	TREG1_24010.1	Smp_026400.1, Smp_349830.1
OG0006465	TREG1_107160.1	Smp_138690.1, Smp_138690.2, Smp_138690.3, Smp_138690.4
OG0006466	TREG1_119020.1	Smp_341360.1
OG0006467	TREG1_72040.1	Smp_094760.1
OG0006468	TREG1_42240.1, TREG1_42250.1, TREG1_42250.2	Smp_040500.1
OG0006469	TREG1_14660.1	Smp_045960.1
OG0006470	TREG1_78550.1, TREG1_78550.2, TREG1_78550.3	Smp_307810.1
OG0006471	TREG1_117550.1, TREG1_117550.2	Smp_064430.1
OG0006472	TREG1_117670.1	Smp_156900.1
OG0006473	TREG1_85160.1	Smp_129380.1
OG0006474	TREG1_81260.1	Smp_341420.1
OG0006475	TREG1_30200.1, TREG1_30200.2	Smp_153610.1
OG0006476	TREG1_13080.1	Smp_196020.1
OG0006477	TREG1_33710.1	Smp_097620.1
OG0006478	TREG1_19600.1, TREG1_19600.2, TREG1_19600.3	Smp_304860.1
OG0006479	TREG1_39450.1, TREG1_39450.2, TREG1_39450.3, TREG1_39450.4, TREG1_39450.5, TREG1_39450.6, TREG1_39450.7, TREG1_39450.8	Smp_051660.1
OG0006480	TREG1_102290.1	Smp_136520.1
OG0006481	TREG1_88440.1	Smp_000650.1
OG0006482	TREG1_14950.1, TREG1_14950.2	Smp_142820.1
OG0006483	TREG1_86230.1	Smp_137980.1
OG0006484	TREG1_96370.3, TREG1_96370.1, TREG1_96370.2, TREG1_96370.4	Smp_344900.1
OG0006485	TREG1_12760.1, TREG1_12760.2	Smp_126360.1
OG0006486	TREG1_26720.1	Smp_136530.1
OG0006487	TREG1_106270.1	Smp_343110.1
OG0006488	TREG1_17000.1	Smp_142740.1
OG0006489	TREG1_30390.1, TREG1_30390.2, TREG1_30390.3	Smp_143090.1
OG0006490	TREG1_7420.1	Smp_093830.1
OG0006491	TREG1_116470.1	Smp_086750.1
OG0006492	TREG1_54170.1	Smp_073080.1
OG0006493	TREG1_32390.1	Smp_158440.1, Smp_158440.3, Smp_158440.2
OG0006494	TREG1_86400.1	Smp_181290.1
OG0006495	TREG1_113590.1, TREG1_19410.1, TREG1_19420.1	Smp_243300.1
OG0006496	TREG1_36090.1, TREG1_36090.2	Smp_197150.1
OG0006497	TREG1_10710.1, TREG1_10710.2	Smp_210500.1
OG0006498	TREG1_1580.1	Smp_028940.1
OG0006499	TREG1_11310.1	Smp_067510.1
OG0006501	TREG1_141340.1, TREG1_141340.2, TREG1_141340.3	Smp_347910.1, Smp_347910.2
OG0006502	TREG1_96440.1, TREG1_96440.2	Smp_343520.1
OG0006503	TREG1_101140.1	Smp_053830.1
OG0006504	TREG1_111590.1, TREG1_111590.2	Smp_314240.1
OG0006505	TREG1_110230.1	Smp_146730.1
OG0006506	TREG1_89550.1	Smp_337750.2
OG0006507	TREG1_88340.1, TREG1_88340.2, TREG1_88340.3, TREG1_88340.4	Smp_044260.1, Smp_044260.2
OG0006508	TREG1_91170.1	Smp_084890.1
OG0006509	TREG1_133450.1	Smp_033330.1
OG0006510	TREG1_59600.1	Smp_017650.1
OG0006512	TREG1_55540.1, TREG1_55540.2, TREG1_55540.3, TREG1_55540.4	Smp_180800.1
OG0006513	TREG1_39920.1	Smp_158490.1
OG0006514	TREG1_32430.1, TREG1_32420.1, TREG1_32440.1	Smp_153390.1
OG0006515	TREG1_42220.1, TREG1_42230.1, TREG1_42190.8, TREG1_42190.7	Smp_144240.1
OG0006516	TREG1_50350.1	Smp_313530.1, Smp_313540.1, Smp_313540.2
OG0006517	TREG1_132130.1	Smp_005900.1
OG0006518	TREG1_134700.1	Smp_139380.1
OG0006519	TREG1_130200.1	Smp_340210.1
OG0006520	TREG1_132910.1, TREG1_132860.1, TREG1_132870.2, TREG1_132890.1, TREG1_132870.1	Smp_318310.1
OG0006522	TREG1_72290.1	Smp_202610.1
OG0006523	TREG1_100240.1	Smp_155760.1
OG0006524	TREG1_108560.1	Smp_149820.1
OG0006525	TREG1_83240.1	Smp_087580.1
OG0006527	TREG1_57520.1	Smp_300310.1
OG0006528	TREG1_31320.1	Smp_303260.1, Smp_303280.1
OG0006529	TREG1_22900.2, TREG1_22900.1, TREG1_22900.3, TREG1_22900.5, TREG1_22900.4	Smp_162810.1
OG0006533	TREG1_121540.1	Smp_123200.1, Smp_123100.1
OG0006535	TREG1_140770.1, TREG1_89980.1	Smp_087550.1
OG0006543	TREG1_115290.1	Smp_045610.1
OG0006544	TREG1_135600.1, TREG1_135630.1	Smp_267240.1, Smp_267240.2
OG0006546	TREG1_122430.1	Smp_172490.1
OG0006547	TREG1_64980.1, TREG1_64980.2, TREG1_64980.3	Smp_125500.1
OG0006548	TREG1_130740.1	Smp_097370.1
OG0006549	TREG1_93670.1	Smp_172700.1
OG0006550	TREG1_74930.1	Smp_134090.1
OG0006551	TREG1_107280.1, TREG1_107280.2	Smp_334220.1
OG0006552	TREG1_20910.1	Smp_045780.1
OG0006553	TREG1_102620.1	Smp_247590.1
OG0006554	TREG1_34520.1	Smp_143300.1
OG0006555	TREG1_129050.1	Smp_164150.1
OG0006556	TREG1_69610.1, TREG1_69620.1	Smp_337610.1
OG0006557	TREG1_83720.1	Smp_325920.1
OG0006558	TREG1_95660.1, TREG1_95650.1	Smp_149010.1
OG0006559	TREG1_4020.1	Smp_322410.1
OG0006560	TREG1_59690.1	Smp_175270.1
OG0006561	TREG1_85720.1, TREG1_85720.2	Smp_000710.1
OG0006562	TREG1_15260.1, TREG1_15260.2	Smp_058380.1
OG0006563	TREG1_120440.1	Smp_091750.1
OG0006564	TREG1_57890.1	Smp_088420.2, Smp_088420.1
OG0006565	TREG1_17500.1	Smp_203810.1
OG0006566	TREG1_46160.1	Smp_019880.1
OG0006567	TREG1_49160.1	Smp_081250.1
OG0006568	TREG1_28380.1	Smp_149540.1
OG0006569	TREG1_46370.1	Smp_019980.1
OG0006570	TREG1_73340.1	Smp_245980.1
OG0006571	TREG1_85700.1	Smp_044160.1
OG0006572	TREG1_62260.1	Smp_346290.1
OG0006573	TREG1_10050.1	Smp_038240.1
OG0006574	TREG1_89710.1	Smp_347780.1
OG0006575	TREG1_78090.1	Smp_159930.1
OG0006576	TREG1_79290.1	Smp_345110.1
OG0006577	TREG1_44000.1	Smp_213990.1
OG0006578	TREG1_63950.1, TREG1_63950.2, TREG1_63950.3	Smp_242200.1
OG0006579	TREG1_42050.1	Smp_040390.1
OG0006580	TREG1_101950.1	Smp_174190.1
OG0006581	TREG1_59710.1, TREG1_59710.2	Smp_333200.1
OG0006582	TREG1_53010.1	Smp_012920.1
OG0006583	TREG1_120110.1	Smp_123120.1
OG0006584	TREG1_129120.1	Smp_344560.1
OG0006585	TREG1_19390.1	Smp_130430.1
OG0006586	TREG1_43090.1, TREG1_43110.1, TREG1_43110.2	Smp_083720.1
OG0006588	TREG1_18290.1	Smp_337400.2
OG0006589	TREG1_28800.1, TREG1_28800.2	Smp_333350.1
OG0006590	TREG1_28770.1	Smp_244100.1
OG0006592	TREG1_115600.1	Smp_061570.1
OG0006593	TREG1_95130.1	Smp_093450.1
OG0006594	TREG1_138240.1	Smp_174420.1
OG0006595	TREG1_67620.1	Smp_060820.1
OG0006596	TREG1_2290.1	Smp_056620.1
OG0006597	TREG1_106170.1	Smp_145140.1
OG0006598	TREG1_133390.1	Smp_242910.1
OG0006599	TREG1_32700.1	Smp_164210.1
OG0006600	TREG1_109810.1, TREG1_138170.1	Smp_194940.1
OG0006601	TREG1_68860.1	Smp_333910.1
OG0006602	TREG1_31500.1, TREG1_31500.2	Smp_342010.1
OG0006603	TREG1_133020.1	Smp_246130.1
OG0006604	TREG1_74340.1	Smp_242240.1
OG0006605	TREG1_16210.1, TREG1_16210.2	Smp_210530.1
OG0006606	TREG1_104050.1, TREG1_104050.2	Smp_052290.1
OG0006607	TREG1_39120.1, TREG1_39120.2, TREG1_39120.3	Smp_336340.1
OG0006608	TREG1_21260.1, TREG1_21260.2	Smp_344230.1
OG0006610	TREG1_112500.1, TREG1_130100.1	Smp_070640.1
OG0006613	TREG1_76390.1	Smp_133950.1
OG0006614	TREG1_88080.1, TREG1_88080.2	Smp_308830.1
OG0006615	TREG1_53800.1	Smp_210170.1
OG0006616	TREG1_95840.1	Smp_050110.1
OG0006617	TREG1_95920.1	Smp_036950.1
OG0006618	TREG1_47170.1, TREG1_47170.2	Smp_144470.1
OG0006619	TREG1_59270.3, TREG1_59330.1	Smp_331700.1
OG0006620	TREG1_12310.1, TREG1_12310.2	Smp_038420.1
OG0006621	TREG1_128010.1	Smp_164020.1
OG0006622	TREG1_9330.1	Smp_244320.1
OG0006623	TREG1_82460.1	Smp_029700.1
OG0006624	TREG1_55650.1	Smp_347990.1, Smp_347990.3
OG0006625	TREG1_84420.1	Smp_174850.1
OG0006627	TREG1_75920.1, TREG1_75990.1	Smp_139840.1
OG0006628	TREG1_127910.1	Smp_164070.1
OG0006629	TREG1_98510.1	Smp_150870.1
OG0006630	TREG1_112090.1	Smp_006390.1
OG0006631	TREG1_64340.1	Smp_063680.1
OG0006632	TREG1_45020.1	Smp_006780.1
OG0006633	TREG1_99500.1	Smp_341760.1
OG0006634	TREG1_56690.1	Smp_091360.1
OG0006635	TREG1_24980.1	Smp_037120.1
OG0006636	TREG1_54560.1	Smp_003970.1
OG0006637	TREG1_39410.1, TREG1_39410.2	Smp_051400.1
OG0006638	TREG1_25850.1	Smp_322560.1
OG0006639	TREG1_97790.1	Smp_038100.1
OG0006640	TREG1_11510.1, TREG1_11510.2	Smp_011830.1
OG0006641	TREG1_98420.1, TREG1_98430.1	Smp_058850.1
OG0006642	TREG1_81070.1	Smp_144380.1
OG0006643	TREG1_79980.1	Smp_307780.1
OG0006644	TREG1_33400.1	Smp_159600.1
OG0006645	TREG1_86640.1, TREG1_86640.2	Smp_018610.1
OG0006646	TREG1_68810.1, TREG1_68810.2	Smp_245750.1
OG0006647	TREG1_81010.1	Smp_029670.1
OG0006648	TREG1_82700.1	Smp_138210.1
OG0006650	TREG1_67200.1, TREG1_67200.2	Smp_004690.2, Smp_004690.1
OG0006651	TREG1_25650.1	Smp_025570.1
OG0006652	TREG1_32000.1, TREG1_32020.1, TREG1_36330.1	Smp_171060.1
OG0006653	TREG1_89340.1	Smp_337590.1
OG0006654	TREG1_82600.1, TREG1_82600.2	Smp_138230.1
OG0006655	TREG1_43590.1, TREG1_43590.2	Smp_083120.1
OG0006656	TREG1_43580.1	Smp_083130.1
OG0006657	TREG1_35690.1	Smp_003440.1
OG0006658	TREG1_105550.1	Smp_334310.1, Smp_334310.2
OG0006659	TREG1_36830.1	Smp_009630.1
OG0006660	TREG1_116530.1, TREG1_116530.2	Smp_143670.1
OG0006661	TREG1_105030.1	Smp_334120.1
OG0006662	TREG1_30410.1	Smp_244350.1
OG0006663	TREG1_56400.1, TREG1_56410.1	Smp_088920.1
OG0006664	TREG1_65290.1	Smp_328180.1
OG0006665	TREG1_55740.1	Smp_337140.1
OG0006666	TREG1_5320.1	Smp_098340.1
OG0006667	TREG1_138330.1	Smp_033020.1
OG0006668	TREG1_33390.1	Smp_159590.1
OG0006669	TREG1_15420.1	Smp_018030.1
OG0006670	TREG1_95620.1	Smp_050220.1
OG0006671	TREG1_109120.1	Smp_136850.1
OG0006672	TREG1_21960.1	Smp_342500.1
OG0006673	TREG1_16020.1	Smp_032420.1
OG0006674	TREG1_97770.1, TREG1_97770.2	Smp_052500.1
OG0006675	TREG1_29260.1	Smp_078910.1
OG0006676	TREG1_98340.1	Smp_066890.1
OG0006677	TREG1_60950.1, TREG1_60950.2	Smp_099300.1
OG0006678	TREG1_71720.1	Smp_021330.1
OG0006679	TREG1_44560.1	Smp_140400.1
OG0006680	TREG1_15950.1, TREG1_15950.2	Smp_131980.1
OG0006681	TREG1_83800.1, TREG1_83800.2	Smp_018440.1
OG0006682	TREG1_110750.1	Smp_039080.1
OG0006683	TREG1_105310.1, TREG1_24330.1	Smp_017020.1
OG0006684	TREG1_23000.1	Smp_323980.1
OG0006685	TREG1_58110.1	Smp_025860.1
OG0006686	TREG1_73550.1	Smp_082820.1
OG0006687	TREG1_119580.1	Smp_334730.1
OG0006688	TREG1_81600.1	Smp_173810.1
OG0006689	TREG1_87770.1	Smp_075120.1
OG0006690	TREG1_83790.3, TREG1_83790.2, TREG1_83790.1, TREG1_85070.1	Smp_018460.1
OG0006691	TREG1_106880.1	Smp_175200.1
OG0006692	TREG1_18770.1	Smp_203400.1
OG0006693	TREG1_142100.1, TREG1_32710.1	Smp_168930.1
OG0006694	TREG1_102440.1, TREG1_140730.1, TREG1_6280.1	Smp_041980.1
OG0006695	TREG1_85600.1, TREG1_85600.2	Smp_085780.1
OG0006696	TREG1_123470.1	Smp_341900.1, Smp_341900.2
OG0006697	TREG1_52930.1, TREG1_52940.1	Smp_106970.1
OG0006698	TREG1_37030.1	Smp_341040.1
OG0006699	TREG1_103720.1, TREG1_103720.2, TREG1_103720.3	Smp_346980.1
OG0006700	TREG1_41420.1	Smp_048230.1
OG0006701	TREG1_71560.1	Smp_147260.1
OG0006702	TREG1_129240.1, TREG1_129260.1	Smp_046360.1
OG0006703	TREG1_19540.2	Smp_132940.1
OG0006704	TREG1_36670.1	Smp_124860.1
OG0006705	TREG1_73580.1	Smp_170430.1
OG0006706	TREG1_140050.1	Smp_091390.1
OG0006707	TREG1_52430.1	Smp_160950.1
OG0006708	TREG1_10690.1, TREG1_10690.2	Smp_136590.1
OG0006709	TREG1_22490.1	Smp_143810.1
OG0006711	TREG1_89050.1	Smp_136780.1
OG0006712	TREG1_110280.1	Smp_129240.1
OG0006714	TREG1_61120.1	Smp_099150.1
OG0006715	TREG1_34560.1	Smp_038820.1
OG0006716	TREG1_61460.1	Smp_333750.1
OG0006717	TREG1_129400.1	Smp_128010.1
OG0006718	TREG1_29350.1	Smp_267020.1
OG0006719	TREG1_63020.1	Smp_337230.1
OG0006720	TREG1_141180.1, TREG1_60460.1	Smp_337790.1
OG0006721	TREG1_6660.1	Smp_135960.1
OG0006722	TREG1_48270.1	Smp_035000.1
OG0006723	TREG1_61440.1	Smp_090440.1
OG0006724	TREG1_2920.1	Smp_137540.1
OG0006725	TREG1_83030.1, TREG1_83030.2	Smp_070760.1
OG0006726	TREG1_86350.1	Smp_168330.1
OG0006727	TREG1_102800.1	Smp_089060.1
OG0006728	TREG1_131650.1	Smp_134580.1
OG0006729	TREG1_135770.1	Smp_005780.1
OG0006730	TREG1_46020.1	Smp_072950.1
OG0006731	TREG1_121400.1, TREG1_121400.2	Smp_247820.2, Smp_247820.1
