Orthogroup	schistosoma_japonicum	schistosoma_haematobium
OG0005388	EWB00_000281	SHAE2_27880.1, SHAE2_27880.3, SHAE2_27880.2
OG0005389	EWB00_003639	SHAE2_49090.1, SHAE2_49090.2
OG0005390	EWB00_009981.1, EWB00_009981.2, EWB00_009981.4, EWB00_009981.3, EWB00_009981.5	SHAE2_101350.1
OG0005391	EWB00_005201	SHAE2_62420.1
OG0005392	EWB00_007229.1, EWB00_007229.2	SHAE2_54600.1
OG0005393	EWB00_007234.1, EWB00_007234.3, EWB00_007234.2	SHAE2_54580.1
OG0005394	EWB00_007205	SHAE2_2670.2, SHAE2_2670.1, SHAE2_2670.3
OG0005395	EWB00_007354.1, EWB00_007354.2, EWB00_007354.3, EWB00_007354.4	SHAE2_76090.1
OG0005396	EWB00_002676	SHAE2_15210.1
OG0005397	EWB00_009695	SHAE2_47180.1
OG0005398	EWB00_003733	SHAE2_28530.1, SHAE2_28530.2
OG0005399	EWB00_008334.1, EWB00_008334.2, EWB00_008334.3	SHAE2_13880.1
OG0005400	EWB00_009383	SHAE2_13130.1
OG0005401	EWB00_002204.1, EWB00_002204.3, EWB00_002204.2	SHAE2_58480.1
OG0005402	EWB00_005159	SHAE2_60490.1
OG0005403	EWB00_004607.2, EWB00_004607.3, EWB00_004607.1, EWB00_004607.4	SHAE2_42730.1
OG0005404	EWB00_006534.1, EWB00_006534.2	SHAE2_19780.1
OG0005405	EWB00_001861	SHAE2_95600.1, SHAE2_95600.3, SHAE2_95600.2
OG0005406	EWB00_006228, EWB00_006227	SHAE2_71900.1, SHAE2_71900.2
OG0005408	EWB00_005076.1, EWB00_005076.2, EWB00_005899	SHAE2_95950.1, SHAE2_95950.2
OG0005409	EWB00_002582	SHAE2_33800.1
OG0005410	EWB00_003081	SHAE2_10590.1
OG0005411	EWB00_008319	SHAE2_97520.1, SHAE2_97520.2, SHAE2_97510.1
OG0005412	EWB00_004009.1, EWB00_004009.2	SHAE2_66250.1
OG0005413	EWB00_001227.1, EWB00_001227.2	SHAE2_82910.3, SHAE2_82910.1, SHAE2_82910.2
OG0005414	EWB00_000971	SHAE2_74850.1
OG0005415	EWB00_006014.1, EWB00_006014.2, EWB00_006014.3	SHAE2_32300.1
OG0005416	EWB00_001122	SHAE2_27010.1
OG0005417	EWB00_009038	SHAE2_4480.1
OG0005418	EWB00_006883	SHAE2_50640.1
OG0005419	EWB00_006240	SHAE2_72060.1
OG0005420	EWB00_005601	SHAE2_40070.1
OG0005421	EWB00_002258	SHAE2_84060.1
OG0005423	EWB00_003303	SHAE2_30850.1
OG0005424	EWB00_000135.2, EWB00_000135.1	SHAE2_85970.1
OG0005425	EWB00_000144.1, EWB00_000144.3, EWB00_000144.2	SHAE2_86020.1, SHAE2_86020.3, SHAE2_86020.2
OG0005426	EWB00_003033	SHAE2_99570.4, SHAE2_99570.3, SHAE2_99570.1, SHAE2_99570.2
OG0005427	EWB00_001447.1, EWB00_001447.2	SHAE2_100500.1
OG0005428	EWB00_006934.1, EWB00_006934.3, EWB00_006934.2	SHAE2_92440.2, SHAE2_92440.1
OG0005430	EWB00_008284.1, EWB00_008284.2	SHAE2_47690.1
OG0005431	EWB00_007386	SHAE2_82510.1
OG0005432	EWB00_000159.1, EWB00_000159.2, EWB00_000159.3, EWB00_000159.4	SHAE2_86190.1
OG0005433	EWB00_007378	SHAE2_82420.6, SHAE2_82420.1, SHAE2_82420.2, SHAE2_82420.3, SHAE2_82420.5, SHAE2_82420.4
OG0005434	EWB00_005017	SHAE2_29070.1
OG0005435	EWB00_006679, EWB00_006680	SHAE2_101200.1
OG0005437	EWB00_007137.1, EWB00_007137.2, EWB00_007137.3	SHAE2_67420.1
OG0005438	EWB00_003257	SHAE2_13040.1
OG0005439	EWB00_009703	SHAE2_47890.1
OG0005440	EWB00_002714	SHAE2_76590.1, SHAE2_76590.2
OG0005441	EWB00_005074.1, EWB00_005074.2	SHAE2_95980.1
OG0005442	EWB00_009442	SHAE2_31670.1
OG0005443	EWB00_011132	SHAE2_65480.1
OG0005444	EWB00_005485	SHAE2_20920.2, SHAE2_20920.1
OG0005446	EWB00_008203	SHAE2_48060.1, SHAE2_48060.2
OG0005447	EWB00_003653	SHAE2_69110.1
OG0005448	EWB00_001468.1, EWB00_001468.2, EWB00_001468.4, EWB00_001468.5, EWB00_001468.3	SHAE2_37970.1
OG0005449	EWB00_004695.1, EWB00_004695.2, EWB00_004695.3	SHAE2_68780.1
OG0005450	EWB00_007959.3, EWB00_007959.1, EWB00_007959.2	SHAE2_64090.1
OG0005451	EWB00_001492	SHAE2_86760.1
OG0005452	EWB00_001895, EWB00_001897	SHAE2_95370.1, SHAE2_95370.2
OG0005453	EWB00_011147	SHAE2_65630.1
OG0005455	EWB00_005335	SHAE2_53480.1, SHAE2_53460.3, SHAE2_53460.1, SHAE2_53460.2, SHAE2_53460.4
OG0005456	EWB00_007271.1, EWB00_007271.2, EWB00_007271.3, EWB00_007271.4, EWB00_007271.5	SHAE2_81220.1, SHAE2_81220.2, SHAE2_81220.3
OG0005457	EWB00_002559	SHAE2_50090.1
OG0005458	EWB00_005495, EWB00_010152	SHAE2_7090.1
OG0005459	EWB00_010261, EWB00_010262	SHAE2_1580.1, SHAE2_1580.2
OG0005460	EWB00_008135	SHAE2_74950.1
OG0005461	EWB00_005043.2, EWB00_005043.1	SHAE2_28840.1
OG0005462	EWB00_010862	SHAE2_91280.1, SHAE2_91280.2
OG0005463	EWB00_002499.1, EWB00_002499.2	SHAE2_22810.1, SHAE2_22820.1
OG0005464	EWB00_005311	SHAE2_54420.1, SHAE2_54420.2
OG0005465	EWB00_005077.1, EWB00_005077.3, EWB00_005077.2	SHAE2_95940.1
OG0005466	EWB00_009948	SHAE2_74650.1
OG0005467	EWB00_010417	SHAE2_67890.1, SHAE2_67890.3, SHAE2_67890.4, SHAE2_67890.2
OG0005468	EWB00_002527	SHAE2_23050.1
OG0005469	EWB00_006239.2, EWB00_006239.1	SHAE2_72050.1
OG0005470	EWB00_002184	SHAE2_89220.1
OG0005471	EWB00_005469.1, EWB00_005469.3, EWB00_005469.2	SHAE2_20760.1
OG0005472	EWB00_004537	SHAE2_77710.1
OG0005473	EWB00_003586.1, EWB00_003586.2	SHAE2_1130.1, SHAE2_1130.2
OG0005475	EWB00_002178	SHAE2_89260.1
OG0005476	EWB00_004608.1, EWB00_004608.2	SHAE2_42740.1, SHAE2_42740.2, SHAE2_42740.3
OG0005477	EWB00_002841.1, EWB00_002841.2	SHAE2_43410.1
OG0005478	EWB00_003460.1, EWB00_003460.2	SHAE2_62000.1
OG0005479	EWB00_007157	SHAE2_80190.2, SHAE2_80190.1, SHAE2_80190.3
OG0005480	EWB00_008104	SHAE2_77920.1
OG0005481	EWB00_006542	SHAE2_19840.1, SHAE2_19840.2
OG0005482	EWB00_009616, EWB00_009783	SHAE2_44620.1
OG0005485	EWB00_006778	SHAE2_54330.1
OG0005486	EWB00_001595	SHAE2_74170.1
OG0005487	EWB00_001553	SHAE2_25640.1, SHAE2_25640.3, SHAE2_25640.4, SHAE2_25640.2
OG0005488	EWB00_008336, EWB00_008578	SHAE2_97230.1
OG0005490	EWB00_001727.1, EWB00_001727.2	SHAE2_36610.1, SHAE2_36610.2
OG0005491	EWB00_003183	SHAE2_97020.1
OG0005492	EWB00_000374.1, EWB00_000374.3, EWB00_000374.4, EWB00_000374.2	SHAE2_97790.1
OG0005493	EWB00_010631.1, EWB00_010631.3, EWB00_010631.4, EWB00_010631.5, EWB00_010631.2	SHAE2_55860.1
OG0005494	EWB00_006297.1, EWB00_006297.2	SHAE2_5890.1
OG0005495	EWB00_008193	SHAE2_83780.1, SHAE2_83780.2, SHAE2_83780.3
OG0005496	EWB00_005499, EWB00_005498	SHAE2_99000.1
OG0005497	EWB00_002856.1, EWB00_002856.2, EWB00_002856.3, EWB00_002856.4	SHAE2_26470.1
OG0005498	EWB00_002006	SHAE2_81610.2, SHAE2_81610.3, SHAE2_81610.1
OG0005499	EWB00_004880	SHAE2_93530.1
OG0005500	EWB00_010325.1, EWB00_010325.3, EWB00_010325.2	SHAE2_23340.1
OG0005501	EWB00_001885.1, EWB00_001885.2, EWB00_001885.3	SHAE2_95470.1, SHAE2_95470.2
OG0005502	EWB00_006676	SHAE2_102170.1
OG0005503	EWB00_006189.2, EWB00_006189.1	SHAE2_42200.3, SHAE2_42200.2, SHAE2_42200.1, SHAE2_42200.4
OG0005505	EWB00_007401.1, EWB00_007401.2, EWB00_007401.3, EWB00_007401.4	SHAE2_82680.1
OG0005506	EWB00_004950	SHAE2_94680.1, SHAE2_94680.2
OG0005507	EWB00_007506.1, EWB00_007506.2, EWB00_007506.3	SHAE2_92740.1
OG0005508	EWB00_005628.1, EWB00_005628.2	SHAE2_1860.2, SHAE2_1860.1
OG0005509	EWB00_004765.1, EWB00_004765.2	SHAE2_99280.1
OG0005510	EWB00_006702.1, EWB00_006702.2	SHAE2_96870.1
OG0005511	EWB00_004581.3, EWB00_004581.2, EWB00_004581.1, EWB00_004581.4	SHAE2_82380.1
OG0005512	EWB00_010549.2, EWB00_010549.1, EWB00_010549.3, EWB00_010549.4	SHAE2_7300.1
OG0005513	EWB00_001940, EWB00_001941	SHAE2_95060.1, SHAE2_95060.2
OG0005514	EWB00_001131.1, EWB00_001131.2	SHAE2_27110.1
OG0005515	EWB00_005157	SHAE2_60510.1
OG0005516	EWB00_006532	SHAE2_19760.4, SHAE2_19760.1, SHAE2_19760.2, SHAE2_19760.3
OG0005517	EWB00_003962	SHAE2_67480.1, SHAE2_67480.2
OG0005518	EWB00_004104.3, EWB00_004104.4, EWB00_004104.1, EWB00_004104.2	SHAE2_28310.1
OG0005519	EWB00_001476.2, EWB00_001476.1, EWB00_001476.3	SHAE2_38120.1
OG0005520	EWB00_011126.1, EWB00_011126.2, EWB00_011126.3	SHAE2_65440.3, SHAE2_65440.1, SHAE2_65440.2
OG0005522	EWB00_001761	SHAE2_36820.1, SHAE2_36820.2, SHAE2_36820.3
OG0005523	EWB00_002621	SHAE2_89080.1
OG0005524	EWB00_003841	SHAE2_2060.1
OG0005525	EWB00_002236.1, EWB00_002236.2	SHAE2_62470.1
OG0005526	EWB00_004389.1, EWB00_004389.2	SHAE2_41240.1, SHAE2_41230.1
OG0005530	EWB00_000687.3, EWB00_000687.1, EWB00_000687.2, EWB00_000687.4, EWB00_000687.5	SHAE2_14120.1
OG0005531	EWB00_003085.1, EWB00_003085.2	SHAE2_10530.1, SHAE2_10530.2
OG0005532	EWB00_009364.1, EWB00_009364.2	SHAE2_16350.2, SHAE2_16350.1
OG0005533	EWB00_003840.1, EWB00_003840.2	SHAE2_2050.1
OG0005535	EWB00_002540.1, EWB00_002540.2	SHAE2_49910.1
OG0005536	EWB00_004306	SHAE2_39210.1
OG0005537	EWB00_001586.1, EWB00_001586.2, EWB00_001586.3	SHAE2_43970.3, SHAE2_43970.2, SHAE2_43970.1
OG0005539	EWB00_005977.1, EWB00_005977.2	SHAE2_32570.1, SHAE2_32570.2
OG0005540	EWB00_003875.1, EWB00_003875.2	SHAE2_63720.1
OG0005544	EWB00_007092	SHAE2_25710.1
OG0005545	EWB00_004851	SHAE2_4880.1
OG0005546	EWB00_008472, EWB00_008473	SHAE2_12090.1
OG0005547	EWB00_004390	SHAE2_41220.1
OG0005548	EWB00_008602	SHAE2_90590.1
OG0005549	EWB00_004412	SHAE2_53740.1, SHAE2_53740.2, SHAE2_53740.3
OG0005550	EWB00_010679.4, EWB00_010679.6, EWB00_010679.5, EWB00_010679.2, EWB00_010679.3, EWB00_010679.1	SHAE2_56390.1
OG0005551	EWB00_002735.1, EWB00_002735.2	SHAE2_75730.1
OG0005553	EWB00_008283.1, EWB00_008283.2	SHAE2_47680.1, SHAE2_47680.2
OG0005554	EWB00_002441.1, EWB00_002441.2	SHAE2_18680.1
OG0005555	EWB00_002433	SHAE2_23890.1
OG0005558	EWB00_000715	SHAE2_90320.1
OG0005566	EWB00_009752.3, EWB00_009752.1, EWB00_009752.2	SHAE2_80380.1
OG0005567	EWB00_002670	SHAE2_15260.1, SHAE2_15260.3, SHAE2_15260.2
OG0005568	EWB00_007277.1, EWB00_007277.2	SHAE2_81290.1
OG0005569	EWB00_006686	SHAE2_101150.2, SHAE2_101150.1
OG0005570	EWB00_005948.1, EWB00_005948.3	SHAE2_34870.1, SHAE2_34870.2
OG0005571	EWB00_002553	SHAE2_50070.1
OG0005572	EWB00_005799.1, EWB00_005799.2	SHAE2_71470.1
OG0005573	EWB00_009189	SHAE2_11630.1, SHAE2_11630.3, SHAE2_11630.2
OG0005574	EWB00_005297	SHAE2_91660.1, SHAE2_91660.2
OG0005575	EWB00_006246	SHAE2_72300.1
OG0005576	EWB00_006242.1, EWB00_006242.2	SHAE2_72070.1
OG0005577	EWB00_011367, EWB00_011366	SHAE2_91300.1
OG0005578	EWB00_002992	SHAE2_52550.1
OG0005579	EWB00_009485, EWB00_009484	SHAE2_12330.1, SHAE2_12330.2
OG0005580	EWB00_005315.1, EWB00_005315.2, EWB00_005315.3	SHAE2_54450.1
OG0005581	EWB00_006019	SHAE2_32230.1
OG0005582	EWB00_002952	SHAE2_36060.1
OG0005583	EWB00_000620.1, EWB00_000620.2	SHAE2_91570.1
OG0005584	EWB00_002063.1, EWB00_002063.2	SHAE2_99470.1
OG0005585	EWB00_005847.3, EWB00_005847.1, EWB00_005847.2	SHAE2_100740.1
OG0005586	EWB00_005848.1, EWB00_005848.2, EWB00_005848.3, EWB00_005848.4	SHAE2_100730.1, SHAE2_100730.2
OG0005587	EWB00_007380.1, EWB00_007380.2	SHAE2_82440.1
OG0005589	EWB00_000496	SHAE2_63230.1
OG0005590	EWB00_006548	SHAE2_19880.2, SHAE2_19880.1
OG0005591	EWB00_010504	SHAE2_69610.3, SHAE2_69610.1
OG0005592	EWB00_006788.3, EWB00_006788.1, EWB00_006788.2	SHAE2_56040.1, SHAE2_56040.2
OG0005593	EWB00_007365.1, EWB00_007365.2	SHAE2_75980.1
OG0005594	EWB00_003886	SHAE2_74010.1
OG0005595	EWB00_009182	SHAE2_66440.1, SHAE2_66440.2
OG0005596	EWB00_003983.1, EWB00_003983.2	SHAE2_70730.1, SHAE2_70730.2
OG0005597	EWB00_002624	SHAE2_89100.1
OG0005598	EWB00_011007	SHAE2_81040.1
OG0005599	EWB00_000742.1, EWB00_000742.2	SHAE2_57900.1, SHAE2_57900.2
OG0005600	EWB00_010361	SHAE2_21640.2, SHAE2_21640.1
OG0005601	EWB00_007554	SHAE2_25090.1
OG0005602	EWB00_007563.1, EWB00_007563.2, EWB00_007563.3	SHAE2_24980.1
OG0005603	EWB00_004710, EWB00_004708, EWB00_004709	SHAE2_68680.1, SHAE2_68680.2
OG0005604	EWB00_006012	SHAE2_32290.2, SHAE2_32290.3, SHAE2_32290.1
OG0005605	EWB00_004290	SHAE2_39050.1
OG0005606	EWB00_003342	SHAE2_84160.1
OG0005607	EWB00_001953	SHAE2_94950.1
OG0005608	EWB00_003989	SHAE2_70650.1, SHAE2_70650.2
OG0005609	EWB00_011115	SHAE2_65390.1
OG0005610	EWB00_007191	SHAE2_2500.1
OG0005611	EWB00_006716.1, EWB00_006716.4, EWB00_006716.2, EWB00_006716.3	SHAE2_96760.1
OG0005612	EWB00_000792.1, EWB00_000792.2	SHAE2_99020.1
OG0005614	EWB00_003310.2, EWB00_003310.1, EWB00_003310.3	SHAE2_30750.1
OG0005615	EWB00_007932	SHAE2_31420.1
OG0005616	EWB00_007933.1, EWB00_007933.2	SHAE2_31410.1
OG0005617	EWB00_009527.1, EWB00_009527.2	SHAE2_41850.2, SHAE2_41850.1, SHAE2_41850.3
OG0005618	EWB00_006470.1, EWB00_006470.2	SHAE2_53140.1, SHAE2_53140.2
OG0005619	EWB00_004439.1, EWB00_004439.2	SHAE2_53520.1
OG0005620	EWB00_011388.3, EWB00_011388.5	SHAE2_94550.1
OG0005621	EWB00_007521.1, EWB00_007521.2, EWB00_007521.3	SHAE2_92650.1
OG0005622	EWB00_003593.2, EWB00_003593.4, EWB00_003593.1, EWB00_003593.3	SHAE2_610.1
OG0005623	EWB00_001171	SHAE2_79670.1
OG0005624	EWB00_004198	SHAE2_13240.1
OG0005625	EWB00_004199	SHAE2_13250.1
OG0005626	EWB00_001566.1, EWB00_001566.2, EWB00_001566.3	SHAE2_46620.1
OG0005627	EWB00_001532	SHAE2_25490.1, SHAE2_25490.3, SHAE2_25490.2
OG0005628	EWB00_006184	SHAE2_42230.1
OG0005629	EWB00_011220.1, EWB00_011220.2, EWB00_011220.3, EWB00_011220.4	SHAE2_34180.1
OG0005630	EWB00_001658.1, EWB00_001658.2, EWB00_001658.3	SHAE2_90250.1
OG0005631	EWB00_009274	SHAE2_58270.1
OG0005632	EWB00_005850	SHAE2_100710.1, SHAE2_100710.2
OG0005633	EWB00_009495.1, EWB00_009495.2, EWB00_009495.3	SHAE2_12460.1
OG0005634	EWB00_007560.1, EWB00_007560.2, EWB00_007560.3	SHAE2_25010.1
OG0005635	EWB00_008636	SHAE2_3550.1
OG0005636	EWB00_009543	SHAE2_41610.1
OG0005637	EWB00_007491	SHAE2_84540.1
OG0005638	EWB00_002009	SHAE2_81650.2
OG0005640	EWB00_001081	SHAE2_29890.1
OG0005641	EWB00_008105	SHAE2_77900.1
OG0005642	EWB00_003878	SHAE2_101690.2, SHAE2_101690.1
OG0005643	EWB00_006044.1, EWB00_006044.2	SHAE2_31740.1
OG0005644	EWB00_011002.1, EWB00_011002.2	SHAE2_80980.1
OG0005645	EWB00_011247	SHAE2_62870.1, SHAE2_62870.2, SHAE2_62870.3
OG0005646	EWB00_001585	SHAE2_43960.1
OG0005647	EWB00_008377	SHAE2_59320.1
OG0005648	EWB00_003932	SHAE2_43090.1
OG0005649	EWB00_004418	SHAE2_53700.1, SHAE2_53700.2, SHAE2_53700.3
OG0005650	EWB00_008716	SHAE2_68950.1
OG0005651	EWB00_004111.1, EWB00_004111.2	SHAE2_70410.1, SHAE2_70410.2
OG0005652	EWB00_010738.1, EWB00_010738.2	SHAE2_51310.1
OG0005653	EWB00_005515.1, EWB00_005515.2	SHAE2_99150.1
OG0005654	EWB00_004973	SHAE2_77150.1
OG0005655	EWB00_002849	SHAE2_29560.1
OG0005656	EWB00_000313.1, EWB00_000313.2	SHAE2_93250.1, SHAE2_93250.2
OG0005657	EWB00_005738.1, EWB00_005738.2	SHAE2_14010.1
OG0005659	EWB00_000083	SHAE2_19120.1, SHAE2_19120.2
OG0005660	EWB00_002778, EWB00_002779	SHAE2_76220.3, SHAE2_76220.1, SHAE2_76220.2, SHAE2_76220.4
OG0005661	EWB00_008536	SHAE2_7430.1
OG0005662	EWB00_001806.1, EWB00_001806.2	SHAE2_46140.1
OG0005663	EWB00_008663	SHAE2_10400.1
OG0005664	EWB00_004233	SHAE2_27610.1
OG0005665	EWB00_010724	SHAE2_51460.2, SHAE2_51460.1
OG0005666	EWB00_001879, EWB00_001880	SHAE2_95520.1, SHAE2_95520.2
OG0005668	EWB00_000868.1, EWB00_000868.2	SHAE2_4130.1
OG0005669	EWB00_000885	SHAE2_59450.1
OG0005670	EWB00_007289, EWB00_007291	SHAE2_89760.1
OG0005671	EWB00_005742.2, EWB00_005742.1, EWB00_005742.3	SHAE2_13980.1, SHAE2_13980.2, SHAE2_13980.3
OG0005672	EWB00_006885	SHAE2_50620.1
OG0005673	EWB00_006880.1, EWB00_006880.2	SHAE2_50670.1
OG0005674	EWB00_003714	SHAE2_28420.1
OG0005675	EWB00_007804	SHAE2_43620.1
OG0005676	EWB00_010651.1, EWB00_010651.2, EWB00_010651.3, EWB00_010651.4	SHAE2_55700.1
OG0005677	EWB00_010838	SHAE2_6420.1, SHAE2_6420.2, SHAE2_6420.3
OG0005678	EWB00_003876.1, EWB00_003876.2	SHAE2_63730.1
OG0005679	EWB00_004459.1, EWB00_004459.2	SHAE2_93890.1
OG0005681	EWB00_010059	SHAE2_73580.1
OG0005682	EWB00_002575	SHAE2_33890.1
OG0005683	EWB00_004251.1, EWB00_004251.2	SHAE2_38660.1
OG0005684	EWB00_002994	SHAE2_52530.1
OG0005686	EWB00_001863.1, EWB00_001863.2	SHAE2_95590.1
OG0005687	EWB00_008872	SHAE2_70110.1, SHAE2_70110.2, SHAE2_70110.3
OG0005688	EWB00_010237	SHAE2_840.1
OG0005689	EWB00_000952	SHAE2_75220.1
OG0005690	EWB00_010626.1, EWB00_010626.2	SHAE2_55920.1
OG0005691	EWB00_004770	SHAE2_99260.1
OG0005692	EWB00_006898	SHAE2_50540.2
OG0005693	EWB00_007718	SHAE2_1550.1
OG0005694	EWB00_008756, EWB00_008752, EWB00_008754	SHAE2_52440.1
OG0005695	EWB00_002987, EWB00_002988	SHAE2_52580.1
OG0005696	EWB00_007658	SHAE2_44270.1
OG0005697	EWB00_005450	SHAE2_20580.1
OG0005698	EWB00_001597, EWB00_001596	SHAE2_74180.2, SHAE2_74180.3, SHAE2_74180.1
OG0005699	EWB00_006430.1, EWB00_006430.2	SHAE2_22410.1, SHAE2_22410.2
OG0005700	EWB00_007369	SHAE2_75950.1
OG0005701	EWB00_011231	SHAE2_61380.1, SHAE2_61380.2
OG0005702	EWB00_000923	SHAE2_69430.1
OG0005703	EWB00_003398	SHAE2_37300.1, SHAE2_37300.2
OG0005704	EWB00_007979	SHAE2_43760.1, SHAE2_43760.2
OG0005705	EWB00_006495	SHAE2_57140.1
OG0005706	EWB00_000892.2, EWB00_000892.3, EWB00_000892.1, EWB00_000892.4, EWB00_000892.5, EWB00_000892.6	SHAE2_59540.1
OG0005707	EWB00_000931	SHAE2_69500.2, SHAE2_69500.1
OG0005708	EWB00_010340.1, EWB00_010340.2	SHAE2_23150.1
OG0005709	EWB00_001084	SHAE2_29910.1, SHAE2_29910.2
OG0005710	EWB00_008163, EWB00_008162	SHAE2_37580.1
OG0005711	EWB00_007626	SHAE2_18760.1, SHAE2_18760.2
OG0005712	EWB00_005067	SHAE2_94830.1
OG0005713	EWB00_004107	SHAE2_70460.1
OG0005714	EWB00_000335	SHAE2_96290.1
OG0005715	EWB00_008225	SHAE2_78990.1
OG0005716	EWB00_010604.1, EWB00_010604.2	SHAE2_54160.1, SHAE2_54160.2
OG0005717	EWB00_001183	SHAE2_79740.1
OG0005718	EWB00_007603	SHAE2_52870.1
OG0005719	EWB00_006865.1, EWB00_006865.2	SHAE2_38560.1
OG0005720	EWB00_002629	SHAE2_89170.1
OG0005722	EWB00_000583, EWB00_000582	SHAE2_98610.1
OG0005723	EWB00_006388	SHAE2_45760.2, SHAE2_45760.3
OG0005725	EWB00_001665	SHAE2_88730.1
OG0005726	EWB00_010669.3, EWB00_010669.2, EWB00_010669.1	SHAE2_56270.1
OG0005727	EWB00_008552	SHAE2_73250.1
OG0005728	EWB00_010150, EWB00_000740, EWB00_000310, EWB00_010513, EWB00_009893	SHAE2_93180.1
OG0005729	EWB00_003654.1, EWB00_003654.2, EWB00_003654.3	SHAE2_69120.1
OG0005730	EWB00_003035	SHAE2_99550.1, SHAE2_99540.1
OG0005731	EWB00_000146.1, EWB00_000146.3, EWB00_000146.2	SHAE2_86070.1
OG0005732	EWB00_010887	SHAE2_29670.1
OG0005733	EWB00_001136	SHAE2_26500.1, SHAE2_26500.2
OG0005734	EWB00_008256	SHAE2_46330.1
OG0005735	EWB00_004958.1, EWB00_004958.2	SHAE2_97910.1
OG0005736	EWB00_001619	SHAE2_74340.1, SHAE2_74340.2
OG0005737	EWB00_010412	SHAE2_67840.1
OG0005738	EWB00_009564	SHAE2_5380.1
OG0005739	EWB00_006034	SHAE2_32070.2, SHAE2_32070.1
OG0005740	EWB00_002267	SHAE2_83960.1
OG0005741	EWB00_005290.1, EWB00_005290.2	SHAE2_91720.1
OG0005742	EWB00_002912	SHAE2_102740.1
OG0005743	EWB00_002471	SHAE2_18420.1
OG0005744	EWB00_003114	SHAE2_18170.1
OG0005745	EWB00_007126	SHAE2_67290.1
OG0005747	EWB00_004890	SHAE2_47780.1
OG0005748	EWB00_000613	SHAE2_91490.2, SHAE2_91490.1, SHAE2_91490.3
OG0005749	EWB00_006571, EWB00_006572	SHAE2_63930.1, SHAE2_63800.1
OG0005750	EWB00_009976	SHAE2_101380.1
OG0005751	EWB00_003426.1, EWB00_003426.2	SHAE2_37020.1
OG0005752	EWB00_001105.1, EWB00_001105.2, EWB00_001105.3	SHAE2_26860.1
OG0005753	EWB00_007485, EWB00_007487	SHAE2_84570.1, SHAE2_84570.2, SHAE2_84570.3
OG0005754	EWB00_000723	SHAE2_93020.1
OG0005755	EWB00_004215	SHAE2_27420.1, SHAE2_27420.2
OG0005756	EWB00_001077.2, EWB00_001077.3, EWB00_001077.4, EWB00_001077.1	SHAE2_29940.1
OG0005757	EWB00_010941.1, EWB00_010941.2, EWB00_010941.3, EWB00_010941.4	SHAE2_78720.1, SHAE2_78720.2
OG0005758	EWB00_002784	SHAE2_76160.1
OG0005759	EWB00_006950.1, EWB00_006950.2	SHAE2_30240.1
OG0005760	EWB00_010729.1, EWB00_010729.2, EWB00_010729.3	SHAE2_51400.1
OG0005762	EWB00_001165.1, EWB00_001165.2	SHAE2_65880.2, SHAE2_65880.3, SHAE2_65880.1
OG0005763	EWB00_003177.1, EWB00_003177.3, EWB00_003177.2, EWB00_003177.4	SHAE2_97100.1
OG0005764	EWB00_000906	SHAE2_69290.1, SHAE2_69300.2, SHAE2_69300.1
OG0005765	EWB00_003318	SHAE2_28110.1, SHAE2_28110.2, SHAE2_28110.3
OG0005766	EWB00_009603	SHAE2_90220.1
OG0005767	EWB00_009611	SHAE2_84650.1
OG0005768	EWB00_011208	SHAE2_34370.1
OG0005769	EWB00_003700.3, EWB00_003700.1, EWB00_003700.2	SHAE2_15880.1
OG0005770	EWB00_010366	SHAE2_44030.1
OG0005771	EWB00_010662.1, EWB00_010662.3, EWB00_010662.2	SHAE2_56200.1
OG0005772	EWB00_008944	SHAE2_86240.1
OG0005773	EWB00_009433	SHAE2_74070.1
OG0005774	EWB00_009298.3, EWB00_009298.1, EWB00_009298.2, EWB00_009298.4	SHAE2_70320.1
OG0005775	EWB00_002789, EWB00_002788	SHAE2_45150.1
OG0005776	EWB00_008042	SHAE2_92240.1
OG0005777	EWB00_002820	SHAE2_45400.1
OG0005778	EWB00_006271	SHAE2_72550.1
OG0005779	EWB00_005595, EWB00_010541	SHAE2_73170.1
OG0005780	EWB00_008431.1, EWB00_008431.2, EWB00_008431.3	SHAE2_98460.1
OG0005781	EWB00_006926.1, EWB00_006926.2	SHAE2_92360.1
OG0005782	EWB00_000012	SHAE2_47100.1
OG0005783	EWB00_001068.1, EWB00_001068.2	SHAE2_93980.1
OG0005784	EWB00_006719	SHAE2_103310.1
OG0005785	EWB00_008332.1, EWB00_008332.3, EWB00_008332.2, EWB00_008332.4	SHAE2_13900.1
OG0005786	EWB00_009439	SHAE2_16030.1, SHAE2_16030.2
OG0005787	EWB00_010221.1, EWB00_010221.2	SHAE2_1110.1
OG0005788	EWB00_000689	SHAE2_14100.1
OG0005789	EWB00_007217	SHAE2_54710.1, SHAE2_54710.2
OG0005790	EWB00_007918, EWB00_007919	SHAE2_74770.1
OG0005791	EWB00_000992	SHAE2_47380.1
OG0005792	EWB00_009079	SHAE2_4200.1
OG0005793	EWB00_005680	SHAE2_7250.1, SHAE2_7250.2, SHAE2_7250.3
OG0005794	EWB00_004837.2, EWB00_004837.3	SHAE2_4740.1
OG0005795	EWB00_003758	SHAE2_101280.1
OG0005796	EWB00_006336, EWB00_006337	SHAE2_5570.1, SHAE2_5570.2
OG0005797	EWB00_005849	SHAE2_100720.1
OG0005798	EWB00_002726	SHAE2_75650.1, SHAE2_75650.2, SHAE2_75650.3
