Orthogroup	schistosoma_japonicum	schistosoma_mattheei
OG0005212	EWB00_009094	SMTH1_9650.1
OG0005213	EWB00_009139.1, EWB00_009139.2	SMTH1_92400.1
OG0005214	EWB00_005226.3, EWB00_005226.1, EWB00_005226.2	SMTH1_7720.1
OG0005215	EWB00_001378.1, EWB00_001378.2, EWB00_001378.3	SMTH1_83370.1
OG0005217	EWB00_007268, EWB00_007269	SMTH1_85360.1, SMTH1_85360.2
OG0005218	EWB00_001070.1, EWB00_001070.3, EWB00_001070.2	SMTH1_98370.1
OG0005219	EWB00_003078.1, EWB00_003078.2	SMTH1_9940.1
OG0005220	EWB00_000862, EWB00_000860	SMTH1_5340.1
OG0005221	EWB00_006206.3, EWB00_006206.5, EWB00_006206.1, EWB00_006206.4, EWB00_006206.2	SMTH1_43350.1
OG0005222	EWB00_010200.1, EWB00_010200.2	SMTH1_310.1
OG0005223	EWB00_008342, EWB00_008343	SMTH1_80640.1
OG0005224	EWB00_006257.3, EWB00_006257.1, EWB00_006257.2	SMTH1_75420.1
OG0005225	EWB00_009152, EWB00_009153	SMTH1_32540.1, SMTH1_32540.2
OG0005226	EWB00_004211.3, EWB00_004211.2, EWB00_004211.4, EWB00_004211.1	SMTH1_27750.1
OG0005227	EWB00_004681	SMTH1_8500.1
OG0005228	EWB00_006259	SMTH1_75470.2
OG0005229	EWB00_005665	SMTH1_1040.1
OG0005230	EWB00_010768	SMTH1_53360.1
OG0005231	EWB00_000028	SMTH1_48960.1
OG0005232	EWB00_005435	SMTH1_20160.1
OG0005233	EWB00_008516.1, EWB00_008516.3, EWB00_008516.2	SMTH1_23450.1, SMTH1_23450.2, SMTH1_23450.3, SMTH1_23450.4
OG0005234	EWB00_002362.1, EWB00_002362.2	SMTH1_16920.1
OG0005235	EWB00_003504	SMTH1_23980.1, SMTH1_23990.1
OG0005236	EWB00_003049.1, EWB00_003049.2	SMTH1_98060.1, SMTH1_98060.2
OG0005237	EWB00_004489.1, EWB00_004489.2, EWB00_004489.3	SMTH1_93760.1
OG0005238	EWB00_001780, EWB00_001783, EWB00_001784	SMTH1_37920.2, SMTH1_37920.1
OG0005240	EWB00_010413.1, EWB00_010413.2	SMTH1_70840.1, SMTH1_70840.2
OG0005241	EWB00_010447.1, EWB00_010447.2, EWB00_010447.3	SMTH1_73120.1
OG0005242	EWB00_007117.2, EWB00_007117.1, EWB00_007117.3, EWB00_007117.4, EWB00_007117.5	SMTH1_70390.1
OG0005243	EWB00_010053	SMTH1_76620.1
OG0005244	EWB00_007642.1, EWB00_007642.2	SMTH1_18620.1, SMTH1_18620.2
OG0005246	EWB00_007655	SMTH1_46130.1, SMTH1_46120.1
OG0005247	EWB00_010313.1, EWB00_010313.2, EWB00_010313.3, EWB00_010313.4	SMTH1_21830.1
OG0005248	EWB00_010042	SMTH1_76490.1
OG0005251	EWB00_008324.3, EWB00_008324.4, EWB00_008324.1, EWB00_008324.5, EWB00_008324.2	SMTH1_13570.1
OG0005252	EWB00_003480	SMTH1_89400.1
OG0005253	EWB00_006407.1, EWB00_006407.2	SMTH1_47570.3, SMTH1_47570.1, SMTH1_47570.2
OG0005256	EWB00_007283	SMTH1_92340.1
OG0005257	EWB00_011176	SMTH1_61190.1, SMTH1_61190.2, SMTH1_61190.3
OG0005258	EWB00_004971.1, EWB00_004971.2	SMTH1_80940.3, SMTH1_80940.1, SMTH1_80940.2
OG0005260	EWB00_010991.1, EWB00_010991.2, EWB00_010991.3	SMTH1_85000.1
OG0005262	EWB00_006250, EWB00_006251	SMTH1_75350.1, SMTH1_75370.1
OG0005263	EWB00_001535.4, EWB00_001535.1, EWB00_001535.2, EWB00_001535.3	SMTH1_25810.1
OG0005264	EWB00_005997	SMTH1_33410.3, SMTH1_33410.4, SMTH1_33410.1, SMTH1_33410.2
OG0005265	EWB00_003881, EWB00_002847.1, EWB00_002847.2	SMTH1_30170.1
OG0005266	EWB00_001537	SMTH1_25840.1, SMTH1_25830.1
OG0005267	EWB00_007539.1, EWB00_007539.2, EWB00_007539.3	SMTH1_25570.1, SMTH1_25570.2, SMTH1_25570.3
OG0005268	EWB00_004722	SMTH1_46350.1, SMTH1_46350.2
OG0005269	EWB00_004254, EWB00_004255	SMTH1_39740.1, SMTH1_39750.1
OG0005271	EWB00_004840.1, EWB00_004840.2, EWB00_004840.3	SMTH1_4890.1, SMTH1_4890.3, SMTH1_4890.2
OG0005275	EWB00_009901	SMTH1_71790.1, SMTH1_71800.1
OG0005283	EWB00_000731	SMTH1_97480.1
OG0005284	EWB00_001394	SMTH1_83220.2, SMTH1_83220.1
OG0005286	EWB00_006053	SMTH1_32820.1
OG0005287	EWB00_009406	SMTH1_12820.1, SMTH1_12820.2, SMTH1_12820.3, SMTH1_12820.4
OG0005288	EWB00_005356	SMTH1_55970.2, SMTH1_55970.1
OG0005289	EWB00_010750	SMTH1_53520.1
OG0005290	EWB00_005734	SMTH1_46790.1
OG0005291	EWB00_004720, EWB00_004721	SMTH1_46340.1, SMTH1_46340.2
OG0005292	EWB00_001007	SMTH1_49650.1
OG0005293	EWB00_007956.1, EWB00_007956.2	SMTH1_66790.1
OG0005294	EWB00_003564	SMTH1_62630.1, SMTH1_62630.2
OG0005295	EWB00_005156	SMTH1_63280.1
OG0005296	EWB00_001012	SMTH1_49680.1, SMTH1_49680.2
OG0005297	EWB00_008790	SMTH1_91810.3, SMTH1_91810.1, SMTH1_91810.2
OG0005298	EWB00_002794	SMTH1_47140.1, SMTH1_47150.1
OG0005299	EWB00_002250	SMTH1_88660.1
OG0005301	EWB00_006089	SMTH1_79090.1
OG0005302	EWB00_010358.1, EWB00_010358.2	SMTH1_21530.1
OG0005303	EWB00_003793	SMTH1_61790.1, SMTH1_61790.2
OG0005304	EWB00_004456.1, EWB00_004456.2	SMTH1_98240.1
OG0005305	EWB00_004359.1, EWB00_004359.2	SMTH1_40750.1, SMTH1_40750.3, SMTH1_40750.2
OG0005306	EWB00_006549	SMTH1_19610.3, SMTH1_19610.1, SMTH1_19610.2, SMTH1_19610.4
OG0005307	EWB00_006192.3, EWB00_006192.1, EWB00_006192.2	SMTH1_43590.1, SMTH1_43590.2
OG0005309	EWB00_001117	SMTH1_27410.1, SMTH1_27420.1
OG0005310	EWB00_005694.1, EWB00_005694.2	SMTH1_1310.1
OG0005312	EWB00_004133.1, EWB00_004133.2	SMTH1_34340.2, SMTH1_34340.1
OG0005313	EWB00_007082.1, EWB00_007082.2	SMTH1_26110.1
OG0005314	EWB00_002498.1, EWB00_002498.3, EWB00_002498.2	SMTH1_22620.1
OG0005315	EWB00_011227	SMTH1_63960.1, SMTH1_63960.2, SMTH1_63980.1
OG0005316	EWB00_008293	SMTH1_91710.1, SMTH1_91710.2, SMTH1_91710.3
OG0005317	EWB00_003869.1, EWB00_003869.2	SMTH1_66280.2, SMTH1_66280.1
OG0005318	EWB00_009117	SMTH1_32450.1
OG0005319	EWB00_009573	SMTH1_69600.1, SMTH1_69600.2
OG0005321	EWB00_002776	SMTH1_80060.1
OG0005323	EWB00_000093.4, EWB00_000093.6, EWB00_000093.5, EWB00_000093.3, EWB00_000093.2, EWB00_000093.1	SMTH1_31420.1
OG0005324	EWB00_006164	SMTH1_43900.1
OG0005325	EWB00_004621.1, EWB00_004621.2	SMTH1_34830.1
OG0005326	EWB00_002099	SMTH1_8710.1
OG0005327	EWB00_005475	SMTH1_20600.1
OG0005328	EWB00_008692.1, EWB00_008692.2	SMTH1_69070.1, SMTH1_69060.1
OG0005329	EWB00_002469	SMTH1_18170.1, SMTH1_18160.1
OG0005330	EWB00_008829	SMTH1_90350.1
OG0005331	EWB00_001974	SMTH1_98630.1
OG0005332	EWB00_001899.1, EWB00_001899.2, EWB00_001899.3, EWB00_001899.4	SMTH1_99820.1
OG0005333	EWB00_005753.1, EWB00_005753.2	SMTH1_24860.1
OG0005334	EWB00_004171.1, EWB00_004171.2, EWB00_004171.3	SMTH1_16500.1
OG0005336	EWB00_007694	SMTH1_14120.1
OG0005337	EWB00_006994	SMTH1_26990.1, SMTH1_27010.1
OG0005338	EWB00_008736.3, EWB00_008736.2, EWB00_008736.1	SMTH1_54800.1
OG0005339	EWB00_003566	SMTH1_62650.1
OG0005340	EWB00_000336	SMTH1_100820.1
OG0005341	EWB00_002354	SMTH1_16840.1
OG0005342	EWB00_005857, EWB00_005854.1, EWB00_005854.2	SMTH1_105650.1, SMTH1_105650.2, SMTH1_105650.3
OG0005343	EWB00_001224	SMTH1_87200.1, SMTH1_87190.1
OG0005344	EWB00_004563.1, EWB00_004563.2	SMTH1_86520.1, SMTH1_86510.1
OG0005345	EWB00_009544	SMTH1_42820.1
OG0005346	EWB00_008463	SMTH1_11630.1, SMTH1_11620.1
OG0005347	EWB00_010475.1, EWB00_010475.2	SMTH1_72940.1
OG0005349	EWB00_010242	SMTH1_590.1, SMTH1_107190.1
OG0005351	EWB00_006796, EWB00_006797	SMTH1_58370.1, SMTH1_58370.2
OG0005352	EWB00_004244.2, EWB00_004244.3, EWB00_004244.1, EWB00_004244.4	SMTH1_3000.1
OG0005353	EWB00_007434.2, EWB00_007434.1	SMTH1_102930.1
OG0005354	EWB00_004755.1, EWB00_004755.2, EWB00_004755.3	SMTH1_39240.1
OG0005355	EWB00_006157.1, EWB00_006157.2	SMTH1_43980.1
OG0005356	EWB00_008917	SMTH1_76210.1
OG0005357	EWB00_008346	SMTH1_80670.1
OG0005358	EWB00_003631	SMTH1_51030.1
OG0005359	EWB00_008817	SMTH1_21250.1
OG0005360	EWB00_003518.1, EWB00_003518.2	SMTH1_23730.1, SMTH1_23730.2
OG0005361	EWB00_006463.1, EWB00_006463.2, EWB00_006463.3	SMTH1_17120.1, SMTH1_17120.2
OG0005362	EWB00_005800.3, EWB00_005800.1, EWB00_005800.2	SMTH1_74620.1
OG0005363	EWB00_005693	SMTH1_1300.1, SMTH1_1290.1
OG0005364	EWB00_008747	SMTH1_54940.1, SMTH1_54940.2, SMTH1_54940.3
OG0005365	EWB00_000606	SMTH1_19770.1, SMTH1_19760.1
OG0005366	EWB00_004803	SMTH1_17210.3, SMTH1_17210.1, SMTH1_17210.2
OG0005367	EWB00_007057.1, EWB00_007057.2	SMTH1_26440.1
OG0005368	EWB00_005765.1, EWB00_005765.2	SMTH1_25040.1
OG0005369	EWB00_001467.1, EWB00_001467.2, EWB00_001467.3	SMTH1_107280.1, SMTH1_38990.1
OG0005370	EWB00_001466.1, EWB00_001466.3, EWB00_001466.2	SMTH1_38980.1
OG0005371	EWB00_008372.1, EWB00_008372.2	SMTH1_38950.1
OG0005372	EWB00_000276, EWB00_008930, EWB00_000275	SMTH1_28300.1
OG0005373	EWB00_009159.2, EWB00_009159.1, EWB00_009159.3, EWB00_009159.5, EWB00_009159.4	SMTH1_102640.1
OG0005374	EWB00_002421.2, EWB00_002421.3, EWB00_002421.1	SMTH1_24200.1
OG0005376	EWB00_011128	SMTH1_68210.1
OG0005377	EWB00_006000.1, EWB00_006000.2	SMTH1_33370.1, SMTH1_33380.1
OG0005378	EWB00_004912.1, EWB00_004912.2	SMTH1_49030.1
OG0005379	EWB00_000886	SMTH1_62170.1
OG0005380	EWB00_004644.1, EWB00_004644.2	SMTH1_2580.1
OG0005381	EWB00_008507	SMTH1_8490.1
OG0005382	EWB00_001422	SMTH1_105240.1
OG0005383	EWB00_004598	SMTH1_44250.1, SMTH1_44240.1, SMTH1_44240.2
OG0005384	EWB00_007027.1, EWB00_007027.2	SMTH1_92060.1
OG0005386	EWB00_002129.1, EWB00_002129.2	SMTH1_36600.1
OG0005387	EWB00_006958	SMTH1_31100.1
OG0005388	EWB00_000281	SMTH1_28350.1, SMTH1_28350.2
OG0005389	EWB00_003639	SMTH1_51200.1
OG0005390	EWB00_009981.1, EWB00_009981.2, EWB00_009981.4, EWB00_009981.3, EWB00_009981.5	SMTH1_106410.1
OG0005391	EWB00_005201	SMTH1_64960.1
OG0005392	EWB00_007229.1, EWB00_007229.2	SMTH1_57310.3, SMTH1_57310.1, SMTH1_57310.2
OG0005393	EWB00_007234.1, EWB00_007234.3, EWB00_007234.2	SMTH1_57270.1
OG0005394	EWB00_007205	SMTH1_2780.1
OG0005395	EWB00_007354.1, EWB00_007354.2, EWB00_007354.3, EWB00_007354.4	SMTH1_79800.1
OG0005396	EWB00_002676	SMTH1_14960.1
OG0005397	EWB00_009695	SMTH1_49350.1
OG0005398	EWB00_003733	SMTH1_29040.1
OG0005399	EWB00_008334.1, EWB00_008334.2, EWB00_008334.3	SMTH1_13490.1
OG0005400	EWB00_009383	SMTH1_12590.1, SMTH1_12590.2, SMTH1_12590.3
OG0005401	EWB00_002204.1, EWB00_002204.3, EWB00_002204.2	SMTH1_61480.1, SMTH1_61480.2, SMTH1_61480.3
OG0005402	EWB00_005159	SMTH1_63310.1
OG0005403	EWB00_004607.2, EWB00_004607.3, EWB00_004607.1, EWB00_004607.4	SMTH1_44310.1
OG0005404	EWB00_006534.1, EWB00_006534.2	SMTH1_19480.1
OG0005405	EWB00_001861	SMTH1_100090.1
OG0005406	EWB00_006228, EWB00_006227	SMTH1_75090.1
OG0005408	EWB00_005076.1, EWB00_005076.2, EWB00_005899	SMTH1_100460.1
OG0005409	EWB00_002582	SMTH1_35030.1
OG0005410	EWB00_003081	SMTH1_9910.1
OG0005411	EWB00_008319	SMTH1_102160.1
OG0005412	EWB00_004009.1, EWB00_004009.2	SMTH1_69050.1
OG0005413	EWB00_001227.1, EWB00_001227.2	SMTH1_87240.1
OG0005414	EWB00_000971	SMTH1_78140.1
OG0005415	EWB00_006014.1, EWB00_006014.2, EWB00_006014.3	SMTH1_33260.1
OG0005416	EWB00_001122	SMTH1_27470.1, SMTH1_27470.2
OG0005417	EWB00_009038	SMTH1_4490.1
OG0005418	EWB00_006883	SMTH1_52870.1
OG0005419	EWB00_006240	SMTH1_75230.1
OG0005420	EWB00_005601	SMTH1_41230.1
OG0005421	EWB00_002258	SMTH1_88600.1
OG0005423	EWB00_003303	SMTH1_31660.2, SMTH1_31660.1, SMTH1_31660.3
OG0005424	EWB00_000135.2, EWB00_000135.1	SMTH1_90210.1
OG0005425	EWB00_000144.1, EWB00_000144.3, EWB00_000144.2	SMTH1_90160.1
OG0005426	EWB00_003033	SMTH1_104650.1
OG0005427	EWB00_001447.1, EWB00_001447.2	SMTH1_105500.1
OG0005428	EWB00_006934.1, EWB00_006934.3, EWB00_006934.2	SMTH1_96720.1
OG0005429	EWB00_006692, EWB00_006578.1, EWB00_006578.2, EWB00_006578.4, EWB00_006578.3	SMTH1_66520.1
OG0005430	EWB00_008284.1, EWB00_008284.2	SMTH1_49870.1
OG0005431	EWB00_007386	SMTH1_86820.1
OG0005432	EWB00_000159.1, EWB00_000159.2, EWB00_000159.3, EWB00_000159.4	SMTH1_89980.1
OG0005433	EWB00_007378	SMTH1_86720.1, SMTH1_86730.1
OG0005434	EWB00_005017	SMTH1_29650.1, SMTH1_29650.2
OG0005435	EWB00_006679, EWB00_006680	SMTH1_106230.1
OG0005437	EWB00_007137.1, EWB00_007137.2, EWB00_007137.3	SMTH1_70210.1
OG0005438	EWB00_003257	SMTH1_12490.1, SMTH1_12490.2
OG0005439	EWB00_009703	SMTH1_50080.1
OG0005440	EWB00_002714	SMTH1_80460.1
OG0005441	EWB00_005074.1, EWB00_005074.2	SMTH1_100510.1
OG0005442	EWB00_009442	SMTH1_32640.1
OG0005443	EWB00_011132	SMTH1_68230.1
OG0005444	EWB00_005485	SMTH1_20680.1
OG0005446	EWB00_008203	SMTH1_50320.1
OG0005447	EWB00_003653	SMTH1_72080.1
OG0005448	EWB00_001468.1, EWB00_001468.2, EWB00_001468.4, EWB00_001468.5, EWB00_001468.3	SMTH1_39230.1
OG0005450	EWB00_007959.3, EWB00_007959.1, EWB00_007959.2	SMTH1_66830.1, SMTH1_66830.2
OG0005451	EWB00_001492	SMTH1_91490.1, SMTH1_91490.2, SMTH1_91490.3, SMTH1_91490.4
OG0005452	EWB00_001895, EWB00_001897	SMTH1_99850.1
OG0005453	EWB00_011147	SMTH1_68410.3, SMTH1_68410.2, SMTH1_68410.1, SMTH1_68410.4
OG0005454	EWB00_009340.2, EWB00_009340.3, EWB00_009340.1	SMTH1_57850.2
OG0005455	EWB00_005335	SMTH1_56170.1
OG0005456	EWB00_007271.1, EWB00_007271.2, EWB00_007271.3, EWB00_007271.4, EWB00_007271.5	SMTH1_85380.1, SMTH1_85380.2
OG0005457	EWB00_002559	SMTH1_52240.1, SMTH1_52240.2
OG0005458	EWB00_005495, EWB00_010152	SMTH1_7570.1, SMTH1_7510.1
OG0005459	EWB00_010261, EWB00_010262	SMTH1_1500.1
OG0005460	EWB00_008135	SMTH1_78320.1, SMTH1_78300.1
OG0005461	EWB00_005043.2, EWB00_005043.1	SMTH1_29420.1
OG0005462	EWB00_010862	SMTH1_95280.1, SMTH1_95280.2
OG0005463	EWB00_002499.1, EWB00_002499.2	SMTH1_22610.1
OG0005464	EWB00_005311	SMTH1_57090.1, SMTH1_57090.2
OG0005465	EWB00_005077.1, EWB00_005077.3, EWB00_005077.2	SMTH1_100440.1, SMTH1_100440.2
OG0005466	EWB00_009948	SMTH1_77910.1
OG0005467	EWB00_010417	SMTH1_70930.1, SMTH1_70930.2
OG0005468	EWB00_002527	SMTH1_22290.1, SMTH1_22290.2, SMTH1_22290.3
OG0005469	EWB00_006239.2, EWB00_006239.1	SMTH1_75210.1
OG0005470	EWB00_002184	SMTH1_92970.1, SMTH1_92970.2
OG0005471	EWB00_005469.1, EWB00_005469.3, EWB00_005469.2	SMTH1_20540.1, SMTH1_20550.1
OG0005472	EWB00_004537	SMTH1_81540.2, SMTH1_81540.1
OG0005473	EWB00_003586.1, EWB00_003586.2	SMTH1_970.1, SMTH1_970.2
OG0005474	EWB00_003907.1, EWB00_003907.2, EWB00_003907.3	SMTH1_45050.1, SMTH1_45050.2
OG0005475	EWB00_002178	SMTH1_93010.1
OG0005476	EWB00_004608.1, EWB00_004608.2	SMTH1_44320.1, SMTH1_44320.2
OG0005477	EWB00_002841.1, EWB00_002841.2	SMTH1_45120.1
OG0005478	EWB00_003460.1, EWB00_003460.2	SMTH1_64510.1
OG0005479	EWB00_007157	SMTH1_84150.1
OG0005480	EWB00_008104	SMTH1_81730.1
OG0005481	EWB00_006542	SMTH1_19550.2, SMTH1_19550.1
OG0005482	EWB00_009616, EWB00_009783	SMTH1_46550.1, SMTH1_46550.2
OG0005485	EWB00_006778	SMTH1_57000.1
OG0005486	EWB00_001595	SMTH1_77370.1
OG0005487	EWB00_001553	SMTH1_25940.1
OG0005488	EWB00_008336, EWB00_008578	SMTH1_101900.1
OG0005489	EWB00_006354.1, EWB00_006354.2	SMTH1_5610.1, SMTH1_5620.1
OG0005490	EWB00_001727.1, EWB00_001727.2	SMTH1_37570.1
OG0005491	EWB00_003183	SMTH1_101650.1
OG0005492	EWB00_000374.1, EWB00_000374.3, EWB00_000374.4, EWB00_000374.2	SMTH1_102530.1
OG0005493	EWB00_010631.1, EWB00_010631.3, EWB00_010631.4, EWB00_010631.5, EWB00_010631.2	SMTH1_58660.1
OG0005494	EWB00_006297.1, EWB00_006297.2	SMTH1_6130.1
OG0005495	EWB00_008193	SMTH1_88220.1
OG0005496	EWB00_005499, EWB00_005498	SMTH1_103990.1
OG0005497	EWB00_002856.1, EWB00_002856.2, EWB00_002856.3, EWB00_002856.4	SMTH1_26660.1
OG0005498	EWB00_002006	SMTH1_85840.1
OG0005499	EWB00_004880	SMTH1_97870.1
OG0005500	EWB00_010325.1, EWB00_010325.3, EWB00_010325.2	SMTH1_21970.1
OG0005501	EWB00_001885.1, EWB00_001885.2, EWB00_001885.3	SMTH1_99950.1
OG0005502	EWB00_006676	SMTH1_106640.1
OG0005503	EWB00_006189.2, EWB00_006189.1	SMTH1_43620.1
OG0005505	EWB00_007401.1, EWB00_007401.2, EWB00_007401.3, EWB00_007401.4	SMTH1_86980.1
OG0005506	EWB00_004950	SMTH1_99100.1
OG0005507	EWB00_007506.1, EWB00_007506.2, EWB00_007506.3	SMTH1_97090.2, SMTH1_97090.1
OG0005508	EWB00_005628.1, EWB00_005628.2	SMTH1_1900.1
OG0005509	EWB00_004765.2	SMTH1_104300.1
OG0005511	EWB00_004581.3, EWB00_004581.2, EWB00_004581.1, EWB00_004581.4	SMTH1_86670.1
OG0005512	EWB00_010549.2, EWB00_010549.1, EWB00_010549.3, EWB00_010549.4	SMTH1_7750.1
OG0005513	EWB00_001940, EWB00_001941	SMTH1_99480.1
OG0005515	EWB00_005157	SMTH1_63290.1
OG0005516	EWB00_006532	SMTH1_19450.1
OG0005517	EWB00_003962	SMTH1_70130.1
OG0005518	EWB00_004104.3, EWB00_004104.4, EWB00_004104.1, EWB00_004104.2	SMTH1_28820.1
OG0005519	EWB00_001476.2, EWB00_001476.1, EWB00_001476.3	SMTH1_39120.1, SMTH1_39120.2
OG0005520	EWB00_011126.1, EWB00_011126.2, EWB00_011126.3	SMTH1_68190.1
OG0005523	EWB00_002621	SMTH1_92790.1
OG0005524	EWB00_003841	SMTH1_2160.1
OG0005525	EWB00_002236.1, EWB00_002236.2	SMTH1_65010.1
OG0005526	EWB00_004389.1, EWB00_004389.2	SMTH1_42420.1
OG0005530	EWB00_000687.3, EWB00_000687.1, EWB00_000687.2, EWB00_000687.4, EWB00_000687.5	SMTH1_13810.1
OG0005531	EWB00_003085.1, EWB00_003085.2	SMTH1_9830.1
OG0005532	EWB00_009364.1, EWB00_009364.2	SMTH1_16200.2, SMTH1_16200.3, SMTH1_16200.1
OG0005533	EWB00_003840.1, EWB00_003840.2	SMTH1_2170.1
OG0005536	EWB00_004306	SMTH1_40230.1, SMTH1_40230.2
OG0005537	EWB00_001586.1, EWB00_001586.2, EWB00_001586.3	SMTH1_45800.1
OG0005539	EWB00_005977.1, EWB00_005977.2	SMTH1_33600.1
OG0005540	EWB00_003875.1, EWB00_003875.2	SMTH1_66340.1
OG0005544	EWB00_007092	SMTH1_26010.1
OG0005545	EWB00_004851	SMTH1_5000.1
OG0005546	EWB00_008472, EWB00_008473	SMTH1_11550.1
OG0005547	EWB00_004390	SMTH1_42410.1
OG0005548	EWB00_008602	SMTH1_94610.1, SMTH1_94620.1
OG0005549	EWB00_004412	SMTH1_56380.1, SMTH1_56380.3, SMTH1_56380.2
OG0005550	EWB00_010679.4, EWB00_010679.6, EWB00_010679.5, EWB00_010679.2, EWB00_010679.3, EWB00_010679.1	SMTH1_59210.1, SMTH1_59210.2
OG0005551	EWB00_002735.1, EWB00_002735.2	SMTH1_79370.1
OG0005553	EWB00_008283.1, EWB00_008283.2	SMTH1_49840.1, SMTH1_49840.2, SMTH1_49840.3
OG0005554	EWB00_002441.1, EWB00_002441.2	SMTH1_18450.1
OG0005555	EWB00_002433	SMTH1_24110.6, SMTH1_24110.1, SMTH1_24110.4, SMTH1_24110.5, SMTH1_24110.3, SMTH1_24110.2
OG0005558	EWB00_000715	SMTH1_94290.1
OG0005566	EWB00_009752.3, EWB00_009752.1, EWB00_009752.2	SMTH1_84380.2, SMTH1_84380.1
OG0005567	EWB00_002670	SMTH1_15030.1
OG0005568	EWB00_007277.1, EWB00_007277.2	SMTH1_85450.1, SMTH1_85450.2
OG0005569	EWB00_006686	SMTH1_106170.1
OG0005570	EWB00_005948.1, EWB00_005948.3	SMTH1_36170.1
OG0005571	EWB00_002553	SMTH1_52200.1
OG0005572	EWB00_005799.1, EWB00_005799.2	SMTH1_74630.1
OG0005573	EWB00_009189	SMTH1_10990.1
OG0005574	EWB00_005297	SMTH1_95780.1
OG0005575	EWB00_006246	SMTH1_75310.1
OG0005576	EWB00_006242.1, EWB00_006242.2	SMTH1_75250.1
OG0005577	EWB00_011367, EWB00_011366	SMTH1_95300.1
OG0005578	EWB00_002992	SMTH1_55140.1
OG0005579	EWB00_009485, EWB00_009484	SMTH1_11850.1
OG0005580	EWB00_005315.1, EWB00_005315.2, EWB00_005315.3	SMTH1_57130.1, SMTH1_57130.2
OG0005581	EWB00_006019	SMTH1_33180.1
OG0005582	EWB00_002952	SMTH1_36880.1
OG0005583	EWB00_000620.1, EWB00_000620.2	SMTH1_95650.1
OG0005584	EWB00_002063.1, EWB00_002063.2	SMTH1_104540.1
OG0005585	EWB00_005847.3, EWB00_005847.1, EWB00_005847.2	SMTH1_105710.1, SMTH1_105710.2
OG0005586	EWB00_005848.1, EWB00_005848.2, EWB00_005848.3, EWB00_005848.4	SMTH1_105700.1
OG0005587	EWB00_007380.1, EWB00_007380.2	SMTH1_86750.1
OG0005589	EWB00_000496	SMTH1_65770.1
OG0005590	EWB00_006548	SMTH1_19600.1
OG0005591	EWB00_010504	SMTH1_72660.1
OG0005592	EWB00_006788.3, EWB00_006788.1, EWB00_006788.2	SMTH1_58840.1
OG0005593	EWB00_007365.1, EWB00_007365.2	SMTH1_79680.1, SMTH1_79660.1
OG0005594	EWB00_003886	SMTH1_77170.1
OG0005595	EWB00_009182	SMTH1_69280.1
OG0005596	EWB00_003983.1, EWB00_003983.2	SMTH1_73920.1
OG0005597	EWB00_002624	SMTH1_92820.1
OG0005598	EWB00_011007	SMTH1_85180.2, SMTH1_85180.1
OG0005599	EWB00_000742.1, EWB00_000742.2	SMTH1_60880.1
OG0005600	EWB00_010361	SMTH1_21500.1
OG0005601	EWB00_007554	SMTH1_25380.1, SMTH1_25370.1, SMTH1_25360.1, SMTH1_25390.1
OG0005602	EWB00_007563.1, EWB00_007563.2, EWB00_007563.3	SMTH1_25230.1
OG0005603	EWB00_004710, EWB00_004708, EWB00_004709	SMTH1_71670.1
OG0005604	EWB00_006012	SMTH1_33250.1
OG0005605	EWB00_004290	SMTH1_40080.1
OG0005606	EWB00_003342	SMTH1_88720.1
OG0005607	EWB00_001953	SMTH1_99360.1
OG0005608	EWB00_003989	SMTH1_73820.1
OG0005609	EWB00_011115	SMTH1_68110.1
OG0005610	EWB00_007191	SMTH1_2620.1
OG0005611	EWB00_006716.1, EWB00_006716.4, EWB00_006716.2, EWB00_006716.3	SMTH1_101350.1, SMTH1_101350.2
OG0005612	EWB00_000792.1, EWB00_000792.2	SMTH1_104010.1
OG0005613	EWB00_001200.1, EWB00_001200.2	SMTH1_60250.1
OG0005614	EWB00_003310.2, EWB00_003310.1, EWB00_003310.3	SMTH1_31560.1
OG0005615	EWB00_007932	SMTH1_32380.1
OG0005616	EWB00_007933.1, EWB00_007933.2	SMTH1_32370.1, SMTH1_32370.2
OG0005617	EWB00_009527.1, EWB00_009527.2	SMTH1_43150.1
OG0005618	EWB00_006470.1, EWB00_006470.2	SMTH1_55840.1
OG0005619	EWB00_004439.1, EWB00_004439.2	SMTH1_56190.1
OG0005620	EWB00_011388.3, EWB00_011388.5	SMTH1_98920.1
OG0005620	EWB00_011388.1, EWB00_011388.4	SMTH1_98920.2
OG0005621	EWB00_007521.1, EWB00_007521.2, EWB00_007521.3	SMTH1_96970.1
OG0005622	EWB00_003593.2, EWB00_003593.4, EWB00_003593.1, EWB00_003593.3	SMTH1_480.1
OG0005623	EWB00_001171	SMTH1_83580.1
OG0005624	EWB00_004198	SMTH1_12720.1
OG0005625	EWB00_004199	SMTH1_12730.2, SMTH1_12730.1
OG0005626	EWB00_001566.1, EWB00_001566.2, EWB00_001566.3	SMTH1_48790.1
OG0005627	EWB00_001532	SMTH1_25720.1
OG0005628	EWB00_006184	SMTH1_43660.1
OG0005629	EWB00_011220.1, EWB00_011220.2, EWB00_011220.3, EWB00_011220.4	SMTH1_35450.1
OG0005630	EWB00_001658.1, EWB00_001658.2, EWB00_001658.3	SMTH1_94210.1
OG0005631	EWB00_009274	SMTH1_61260.1, SMTH1_61270.1
OG0005632	EWB00_005850	SMTH1_105680.1
