Orthogroup	schistosoma_japonicum	fasciola_gigantica
OG0006657	EWB00_000243	FGIG_05522
OG0006658	EWB00_001415.1, EWB00_001415.2	FGIG_05543
OG0006659	EWB00_008369	FGIG_05563
OG0006660	EWB00_001329	FGIG_05584
OG0006661	EWB00_004983.1, EWB00_004983.2	FGIG_05588
OG0006662	EWB00_003103	FGIG_05607
OG0006663	EWB00_005733	FGIG_05679
OG0006664	EWB00_006784	FGIG_05683
OG0006665	EWB00_004326	FGIG_11353, FGIG_05686
OG0006666	EWB00_005658.1, EWB00_005658.2	FGIG_05750
OG0006667	EWB00_008538	FGIG_05807
OG0006668	EWB00_001100	FGIG_05813
OG0006669	EWB00_004632	FGIG_05844, FGIG_05843
OG0006670	EWB00_006095.3, EWB00_006095.1, EWB00_006095.2	FGIG_05867
OG0006671	EWB00_002649	FGIG_05896
OG0006672	EWB00_000596, EWB00_000595	FGIG_05931, FGIG_05930
OG0006673	EWB00_002526	FGIG_05954
OG0006674	EWB00_007502.1, EWB00_007502.2, EWB00_007502.3	FGIG_06216
OG0006675	EWB00_005755	FGIG_06262
OG0006676	EWB00_011042	FGIG_06337
OG0006677	EWB00_007556.3, EWB00_007556.1, EWB00_007556.2	FGIG_06343
OG0006678	EWB00_002074	FGIG_06370
OG0006679	EWB00_003413, EWB00_003412	FGIG_06489
OG0006680	EWB00_003454.2, EWB00_003454.1	FGIG_06497
OG0006681	EWB00_011335	FGIG_06517
OG0006682	EWB00_010172	FGIG_06595
OG0006683	EWB00_005696	FGIG_06625
OG0006684	EWB00_005437	FGIG_06654
OG0006685	EWB00_001724.1, EWB00_001724.2	FGIG_06704
OG0006686	EWB00_005404	FGIG_06837
OG0006687	EWB00_001959.3, EWB00_001959.1, EWB00_001959.2	FGIG_06850, FGIG_06849
OG0006688	EWB00_011257	FGIG_07177, FGIG_06904
OG0006689	EWB00_011153.1, EWB00_011153.2	FGIG_06952
OG0006690	EWB00_011336	FGIG_07017
OG0006691	EWB00_011022.1, EWB00_011022.2	FGIG_07029
OG0006692	EWB00_004859	FGIG_07041
OG0006693	EWB00_007094	FGIG_07063
OG0006694	EWB00_007383	FGIG_07096
OG0006695	EWB00_010411	FGIG_07100
OG0006696	EWB00_008047	FGIG_07128
OG0006697	EWB00_002889	FGIG_07137
OG0006698	EWB00_008762	FGIG_07148
OG0006699	EWB00_006091	FGIG_07152
OG0006700	EWB00_004590	FGIG_07159
OG0006701	EWB00_002974	FGIG_07173
OG0006702	EWB00_011411, EWB00_011412	FGIG_07212, FGIG_07213
OG0006703	EWB00_002097	FGIG_07292
OG0006704	EWB00_001473.2, EWB00_001473.1, EWB00_001473.3	FGIG_07364
OG0006705	EWB00_005146	FGIG_07464
OG0006706	EWB00_007985	FGIG_07610
OG0006707	EWB00_006073.1, EWB00_006073.2	FGIG_07689
OG0006708	EWB00_009365.1, EWB00_009365.2, EWB00_009365.3, EWB00_009365.4, EWB00_009365.5, EWB00_009365.6	FGIG_07698
OG0006709	EWB00_010317.1, EWB00_010317.2	FGIG_07701
OG0006710	EWB00_008960	FGIG_07738
OG0006711	EWB00_003650	FGIG_07756
OG0006712	EWB00_007299	FGIG_07781
OG0006713	EWB00_002133.1, EWB00_002133.4, EWB00_002133.5, EWB00_002133.2, EWB00_002133.3	FGIG_07800
OG0006714	EWB00_007568	FGIG_07877
OG0006715	EWB00_001560	FGIG_08001
OG0006716	EWB00_004067	FGIG_08050
OG0006717	EWB00_011423	FGIG_08080, FGIG_09984
OG0006718	EWB00_005761.1, EWB00_005761.2	FGIG_08186
OG0006719	EWB00_000196	FGIG_08275
OG0006720	EWB00_005021	FGIG_08314
OG0006721	EWB00_009731.1, EWB00_009731.2	FGIG_11198, FGIG_08330
OG0006722	EWB00_003301.2, EWB00_003301.1	FGIG_08426
OG0006723	EWB00_004066.1, EWB00_004066.2	FGIG_08448
OG0006724	EWB00_007336	FGIG_08455
OG0006725	EWB00_007735.1, EWB00_007735.2	FGIG_08500
OG0006727	EWB00_007479.1, EWB00_007479.2	FGIG_08581
OG0006728	EWB00_001429	FGIG_08639
OG0006729	EWB00_004795.1, EWB00_004795.2	FGIG_08688
OG0006730	EWB00_010894.1, EWB00_010894.2	FGIG_08713
OG0006732	EWB00_008915	FGIG_08900
OG0006734	EWB00_008575.1, EWB00_008575.2	FGIG_08965
OG0006735	EWB00_007108	FGIG_09072
OG0006736	EWB00_008103	FGIG_09092
OG0006737	EWB00_007203	FGIG_09115
OG0006738	EWB00_009903.1, EWB00_009903.2, EWB00_009903.3	FGIG_09161
OG0006740	EWB00_001502	FGIG_09334
OG0006741	EWB00_002298	FGIG_09417, FGIG_10452
OG0006742	EWB00_011082	FGIG_09469
OG0006743	EWB00_005344.1, EWB00_005344.2, EWB00_005344.3	FGIG_09485
OG0006744	EWB00_007508.1, EWB00_007508.2, EWB00_007508.3	FGIG_09490
OG0006745	EWB00_007294	FGIG_09498
OG0006746	EWB00_002294	FGIG_09508
OG0006747	EWB00_004098	FGIG_09537
OG0006748	EWB00_005548.1, EWB00_005548.2	FGIG_09540
OG0006749	EWB00_001286	FGIG_09547
OG0006750	EWB00_008583	FGIG_09616
OG0006751	EWB00_005162	FGIG_09769
OG0006752	EWB00_002683	FGIG_09792
OG0006753	EWB00_008551.3, EWB00_008551.2, EWB00_008551.1	FGIG_09849
OG0006754	EWB00_003003	FGIG_09871
OG0006755	EWB00_010471.1, EWB00_010471.2, EWB00_010471.3	FGIG_10121
OG0006756	EWB00_005289	FGIG_10172
OG0006757	EWB00_008509	FGIG_10197, FGIG_10196
OG0006758	EWB00_010435	FGIG_10242, FGIG_10243
OG0006759	EWB00_009488	FGIG_10282
OG0006760	EWB00_010414	FGIG_10291
OG0006761	EWB00_004072.3, EWB00_004072.1, EWB00_004072.2, EWB00_004072.4	FGIG_10418
OG0006762	EWB00_005501	FGIG_10555, FGIG_12148
OG0006763	EWB00_005463.1, EWB00_005463.2	FGIG_10582
OG0006764	EWB00_011059.2, EWB00_011059.1, EWB00_011059.3	FGIG_10640
OG0006765	EWB00_008045.1, EWB00_008045.2	FGIG_10696
OG0006766	EWB00_000621.1, EWB00_000621.2, EWB00_000621.3, EWB00_000621.4	FGIG_10766
OG0006767	EWB00_005291.1, EWB00_005291.2	FGIG_11013
OG0006768	EWB00_004448.2, EWB00_004448.1, EWB00_004448.3	FGIG_11022
OG0006769	EWB00_010944	FGIG_11064
OG0006771	EWB00_008839.1, EWB00_008839.2, EWB00_008839.3	FGIG_11083
OG0006772	EWB00_006272	FGIG_11085
OG0006773	EWB00_001413.1, EWB00_001413.2	FGIG_11161
OG0006775	EWB00_004002	FGIG_11340
OG0006776	EWB00_008711	FGIG_11344
OG0006777	EWB00_000673.1, EWB00_000673.3, EWB00_000673.2	FGIG_11381
OG0006778	EWB00_006418	FGIG_11484
OG0006779	EWB00_003608.1, EWB00_003608.2	FGIG_11576
OG0006780	EWB00_007286.1, EWB00_007286.2	FGIG_11725
OG0006782	EWB00_008555.1, EWB00_008555.2	FGIG_11873
OG0006783	EWB00_000070	FGIG_11882
OG0006784	EWB00_009036	FGIG_11919
OG0006786	EWB00_006138.2, EWB00_006138.1	FGIG_12157
OG0006787	EWB00_002925	FGIG_12191
OG0006788	EWB00_000929.1, EWB00_000929.2	FGIG_12350, FGIG_12296
OG0006789	EWB00_002686	FGIG_12538
OG0006790	EWB00_007433.1, EWB00_007433.2	FGIG_12564
OG0006851	EWB00_009820	FGIG_00025
OG0006853	EWB00_004818	FGIG_00106
OG0006854	EWB00_004752.1, EWB00_004752.2	FGIG_00109
OG0006855	EWB00_003026	FGIG_10206, FGIG_00143
OG0006856	EWB00_004887	FGIG_00178
OG0006857	EWB00_001839	FGIG_00241
OG0006858	EWB00_009405	FGIG_00250
OG0006859	EWB00_005654	FGIG_00254
OG0006860	EWB00_010281.1, EWB00_010281.2	FGIG_00268
OG0006861	EWB00_010673	FGIG_00271
OG0006862	EWB00_000628	FGIG_00288
OG0006863	EWB00_005357	FGIG_00293
OG0006864	EWB00_010751.1, EWB00_010751.2	FGIG_00315
OG0006865	EWB00_005240	FGIG_00365
OG0006866	EWB00_002127	FGIG_00397
OG0006868	EWB00_009467.1, EWB00_009467.2	FGIG_00462
OG0006869	EWB00_002939	FGIG_00748
OG0006870	EWB00_006049	FGIG_00790
OG0006871	EWB00_006938	FGIG_00860
OG0006872	EWB00_010757	FGIG_00902
OG0006873	EWB00_008527	FGIG_00945
OG0006874	EWB00_000684	FGIG_00950
OG0006875	EWB00_010492	FGIG_00968
OG0006876	EWB00_002924.2, EWB00_002924.3, EWB00_002924.4, EWB00_002924.1	FGIG_00978
OG0006877	EWB00_010731	FGIG_00983
OG0006878	EWB00_001498.1, EWB00_001498.2	FGIG_01048
OG0006879	EWB00_005205	FGIG_01065
OG0006880	EWB00_006756	FGIG_01142
OG0006881	EWB00_001913	FGIG_01196
OG0006882	EWB00_008994	FGIG_01337
OG0006883	EWB00_005050	FGIG_01434
OG0006884	EWB00_002777	FGIG_01443
OG0006886	EWB00_005921.1, EWB00_005921.2	FGIG_01515, FGIG_01514
OG0006887	EWB00_000300.1, EWB00_000300.2	FGIG_01769
OG0006888	EWB00_007697	FGIG_01784
OG0006889	EWB00_001957, EWB00_001958	FGIG_01845, FGIG_06848
OG0006890	EWB00_006714	FGIG_01918, FGIG_02659
OG0006891	EWB00_006469.1, EWB00_006469.2	FGIG_01983
OG0006892	EWB00_007103	FGIG_02038
OG0006893	EWB00_003312	FGIG_02130
OG0006894	EWB00_005853	FGIG_02304
OG0006895	EWB00_001715	FGIG_02329
OG0006896	EWB00_007440.1, EWB00_007440.4, EWB00_007440.2, EWB00_007440.3	FGIG_02363
OG0006897	EWB00_006151	FGIG_02375
OG0006898	EWB00_002999	FGIG_02381
OG0006899	EWB00_007457	FGIG_02389
OG0006900	EWB00_011187	FGIG_02399
OG0006902	EWB00_010212	FGIG_06352, FGIG_02502
OG0006903	EWB00_004187.2, EWB00_004187.1	FGIG_02561
OG0006904	EWB00_010692	FGIG_02586
OG0006905	EWB00_006661	FGIG_02589
OG0006906	EWB00_005258	FGIG_02653
OG0006907	EWB00_011180	FGIG_02677
OG0006908	EWB00_009909, EWB00_009910	FGIG_02746
OG0006909	EWB00_003093.1, EWB00_003093.2	FGIG_02856
OG0006910	EWB00_005552	FGIG_02878
OG0006911	EWB00_010659.1, EWB00_010659.2	FGIG_02986
OG0006912	EWB00_005063.1, EWB00_005063.2	FGIG_02994
OG0006913	EWB00_001050	FGIG_03078
OG0006914	EWB00_006504.1, EWB00_006504.2	FGIG_03101
OG0006915	EWB00_007849	FGIG_12567, FGIG_03162
OG0006916	EWB00_002240	FGIG_03170
OG0006917	EWB00_007345	FGIG_03448
OG0006918	EWB00_003404	FGIG_03467
OG0006919	EWB00_001313	FGIG_05831, FGIG_03476, FGIG_03477, FGIG_08361
OG0006920	EWB00_005027.1, EWB00_005027.2	FGIG_03516
OG0006921	EWB00_011127.1, EWB00_011127.2	FGIG_03529
OG0006922	EWB00_009730.1, EWB00_009730.2	FGIG_03560
OG0006923	EWB00_011203	FGIG_03578
OG0006924	EWB00_002285	FGIG_03687
OG0006925	EWB00_004422	FGIG_03771
OG0006926	EWB00_003552	FGIG_03776
OG0006927	EWB00_010663	FGIG_03794
OG0006928	EWB00_010293	FGIG_03821
OG0006929	EWB00_003685	FGIG_03845
OG0006930	EWB00_009081, EWB00_010602	FGIG_03849
OG0006931	EWB00_009192	FGIG_03865
OG0006932	EWB00_009355.1, EWB00_009355.2	FGIG_03914
OG0006933	EWB00_010630	FGIG_04071
OG0006934	EWB00_002795	FGIG_04088
OG0006935	EWB00_006103	FGIG_04116
OG0006936	EWB00_004363	FGIG_04170
OG0006937	EWB00_000760	FGIG_09355, FGIG_04200
OG0006938	EWB00_001865	FGIG_04247
OG0006939	EWB00_003241	FGIG_04363
OG0006940	EWB00_009363.1, EWB00_009363.2, EWB00_009363.3	FGIG_04372
OG0006942	EWB00_000677	FGIG_04657, FGIG_09724
OG0006943	EWB00_001661	FGIG_04741
OG0006944	EWB00_002752	FGIG_04796
OG0006946	EWB00_000692	FGIG_04907
OG0006948	EWB00_003395	FGIG_04948
OG0006949	EWB00_006617.1, EWB00_006617.2	FGIG_04976
OG0006950	EWB00_010555.1, EWB00_010555.2	FGIG_05000
OG0006951	EWB00_006437.1, EWB00_006437.2	FGIG_05107
OG0006952	EWB00_001079	FGIG_05293
OG0006953	EWB00_000479.2	FGIG_05317
OG0006954	EWB00_010645	FGIG_05366
OG0006955	EWB00_007463.1, EWB00_007463.2, EWB00_007463.3	FGIG_05451
OG0006956	EWB00_007969	FGIG_05496, FGIG_10647
OG0006957	EWB00_002736	FGIG_05530
OG0006958	EWB00_010047	FGIG_05655
OG0006959	EWB00_008065.1, EWB00_008065.2	FGIG_05673
OG0006960	EWB00_008173.2, EWB00_008173.3, EWB00_008173.1	FGIG_05676
OG0006961	EWB00_001900, EWB00_001901	FGIG_05766
OG0006962	EWB00_007765.1, EWB00_007765.2	FGIG_05769
OG0006963	EWB00_008719	FGIG_05850
OG0006964	EWB00_009171	FGIG_05898
OG0006965	EWB00_006841.1, EWB00_006841.2	FGIG_05952
OG0006966	EWB00_011150	FGIG_06005
OG0006967	EWB00_001685.1, EWB00_001685.2, EWB00_001685.3, EWB00_001685.4	FGIG_06021
OG0006968	EWB00_009683	FGIG_06110
OG0006969	EWB00_002730	FGIG_06130
OG0006970	EWB00_002731	FGIG_06131
OG0006971	EWB00_003474.1, EWB00_003474.2	FGIG_06156, FGIG_08496
OG0006972	EWB00_011090	FGIG_06182
OG0006973	EWB00_009033	FGIG_06202
OG0006974	EWB00_009664	FGIG_12161, FGIG_06222
OG0006975	EWB00_005754	FGIG_06263
OG0006976	EWB00_008553	FGIG_10649, FGIG_06280
OG0006977	EWB00_005951	FGIG_06284
OG0006978	EWB00_001536	FGIG_06288
OG0006979	EWB00_003984.1, EWB00_003984.2	FGIG_06294
OG0006980	EWB00_002643.1, EWB00_002643.3	FGIG_06321, FGIG_07888
OG0006981	EWB00_011136	FGIG_06478
OG0006982	EWB00_007823	FGIG_06483
OG0006983	EWB00_004120.1, EWB00_004120.2	FGIG_06575
OG0006984	EWB00_007211	FGIG_06628
OG0006985	EWB00_007983	FGIG_06800
OG0006986	EWB00_007348	FGIG_06935
OG0006987	EWB00_008246	FGIG_06981
OG0006988	EWB00_008247	FGIG_06982
OG0006989	EWB00_003444, EWB00_003442	FGIG_06987
OG0006990	EWB00_004655	FGIG_07171, FGIG_07010, FGIG_10468, FGIG_11255
OG0006991	EWB00_006771	FGIG_07116
OG0006992	EWB00_008567	FGIG_07306
OG0006993	EWB00_000066	FGIG_07508
OG0006994	EWB00_006334	FGIG_07537
OG0006995	EWB00_009176	FGIG_07565
OG0006996	EWB00_010205.1, EWB00_010205.2	FGIG_07572
OG0006997	EWB00_000614.1, EWB00_000614.2	FGIG_07594
OG0006998	EWB00_010953	FGIG_07628
OG0006999	EWB00_000183	FGIG_07706
OG0007000	EWB00_007046	FGIG_07778
OG0007001	EWB00_008084	FGIG_07795
OG0007002	EWB00_004779.1, EWB00_004779.2	FGIG_07858
OG0007003	EWB00_008530	FGIG_07876
OG0007004	EWB00_007421.1, EWB00_007421.2	FGIG_07924
OG0007005	EWB00_000182	FGIG_07962
OG0007006	EWB00_005712	FGIG_07998, FGIG_08118
OG0007007	EWB00_001559	FGIG_08002
OG0007008	EWB00_005589.1, EWB00_005589.2	FGIG_08003
OG0007009	EWB00_011422.1, EWB00_011422.2	FGIG_08081
OG0007010	EWB00_003505	FGIG_08158
OG0007011	EWB00_005338	FGIG_08209
OG0007012	EWB00_010759	FGIG_08446
OG0007013	EWB00_010443	FGIG_08450
OG0007014	EWB00_003450	FGIG_08472
OG0007015	EWB00_002255.3, EWB00_002255.1, EWB00_002255.2	FGIG_08480
OG0007016	EWB00_006543	FGIG_08483
OG0007017	EWB00_004409	FGIG_08652
OG0007018	EWB00_003038.1, EWB00_003038.2	FGIG_08700
OG0007019	EWB00_001239.1, EWB00_001239.2	FGIG_08726
OG0007020	EWB00_009099	FGIG_08734
OG0007021	EWB00_010696	FGIG_08806
OG0007022	EWB00_011111	FGIG_08820
OG0007023	EWB00_009707.4, EWB00_009707.3, EWB00_009707.2	FGIG_08822
OG0007024	EWB00_007035	FGIG_08838
OG0007025	EWB00_011414	FGIG_08853, FGIG_12198
OG0007026	EWB00_003873	FGIG_08855
OG0007027	EWB00_008000	FGIG_08886
OG0007028	EWB00_001375	FGIG_08899
OG0007029	EWB00_001040	FGIG_08944
OG0007030	EWB00_006115	FGIG_08986
OG0007031	EWB00_003162	FGIG_09032
OG0007032	EWB00_008178	FGIG_09073
OG0007033	EWB00_008179.1, EWB00_008179.2	FGIG_09074
OG0007034	EWB00_008180.4, EWB00_008180.1, EWB00_008180.2, EWB00_008180.3	FGIG_09075
OG0007035	EWB00_008652	FGIG_09104
OG0007036	EWB00_001480	FGIG_09201
OG0007037	EWB00_006575	FGIG_09252
OG0007038	EWB00_004928	FGIG_09494
OG0007039	EWB00_006820	FGIG_09523
OG0007040	EWB00_000653	FGIG_09524
OG0007041	EWB00_006038.1, EWB00_006038.2	FGIG_09608
OG0007042	EWB00_007005	FGIG_09694
OG0007043	EWB00_000617.1, EWB00_000617.2	FGIG_09847
OG0007044	EWB00_008333	FGIG_09934
OG0007045	EWB00_000872	FGIG_09946
OG0007046	EWB00_009140.1, EWB00_009140.2	FGIG_10042
OG0007047	EWB00_010107, EWB00_005555	FGIG_10133
OG0007048	EWB00_004019	FGIG_10222
OG0007049	EWB00_009535	FGIG_10262
OG0007050	EWB00_009490	FGIG_10284
OG0007051	EWB00_004179	FGIG_10288
OG0007053	EWB00_004281.1, EWB00_004281.2	FGIG_10310
OG0007054	EWB00_000324.1, EWB00_000324.2	FGIG_10325
OG0007055	EWB00_009518.1, EWB00_009518.2	FGIG_10370
OG0007056	EWB00_001555	FGIG_10489, FGIG_10488
OG0007057	EWB00_010402.1, EWB00_010402.2	FGIG_10513
OG0007058	EWB00_004650	FGIG_10532
OG0007059	EWB00_004071	FGIG_10536
OG0007060	EWB00_001755	FGIG_10540
OG0007061	EWB00_005500.2, EWB00_005500.1	FGIG_10554
OG0007062	EWB00_001543	FGIG_10601
OG0007063	EWB00_010204.3, EWB00_010204.1, EWB00_010204.2	FGIG_10653
OG0007064	EWB00_000618	FGIG_10689
OG0007065	EWB00_006351	FGIG_10737
OG0007066	EWB00_003954.2	FGIG_10802
OG0007067	EWB00_009587	FGIG_11012
OG0007068	EWB00_001213.2, EWB00_001213.1	FGIG_11057
OG0007069	EWB00_004249	FGIG_11118
OG0007070	EWB00_010636	FGIG_11230
OG0007072	EWB00_006842	FGIG_11363
OG0007073	EWB00_007926.1, EWB00_007926.2	FGIG_11393
OG0007074	EWB00_007163	FGIG_11414
OG0007075	EWB00_001063	FGIG_12361, FGIG_11437
OG0007076	EWB00_011209	FGIG_11439
OG0007077	EWB00_000937	FGIG_11509
OG0007078	EWB00_005309	FGIG_11643
OG0007079	EWB00_007559.1, EWB00_007559.2, EWB00_007559.3	FGIG_11662
OG0007080	EWB00_005428	FGIG_11732
OG0007081	EWB00_006801	FGIG_11763
OG0007082	EWB00_009430	FGIG_11769
OG0007086	EWB00_001338.1, EWB00_001338.2	FGIG_12163
OG0007087	EWB00_003990.1, EWB00_003990.2	FGIG_12379
OG0007088	EWB00_003351.1, EWB00_003351.2, EWB00_003351.3	FGIG_12562
OG0007089	EWB00_004017	FGIG_12644
OG0007090	EWB00_000075	FGIG_13985
OG0007149	EWB00_005251	FGIG_00004
OG0007150	EWB00_004154	FGIG_00048
OG0007151	EWB00_002780	FGIG_00124
OG0007152	EWB00_005897, EWB00_003742	FGIG_00191
OG0007153	EWB00_001045	FGIG_00222
OG0007155	EWB00_003200	FGIG_00368
OG0007156	EWB00_007858	FGIG_00384
OG0007157	EWB00_010919	FGIG_00441
OG0007158	EWB00_001836	FGIG_00465
OG0007159	EWB00_004471	FGIG_00502
OG0007160	EWB00_002142	FGIG_00641
OG0007161	EWB00_003490.1, EWB00_003490.2	FGIG_00648
OG0007162	EWB00_005441	FGIG_00686
OG0007163	EWB00_001541	FGIG_00692
OG0007164	EWB00_001380	FGIG_00703
OG0007165	EWB00_007707	FGIG_00804
OG0007166	EWB00_009157	FGIG_00807
OG0007167	EWB00_006213	FGIG_00896
OG0007168	EWB00_000495	FGIG_00903
OG0007169	EWB00_004544	FGIG_00926
OG0007170	EWB00_002922.1, EWB00_002922.2, EWB00_002922.3	FGIG_00975
OG0007171	EWB00_002149	FGIG_00985
OG0007172	EWB00_003294	FGIG_00995
OG0007174	EWB00_006808.1, EWB00_006808.2	FGIG_01026
OG0007175	EWB00_004358.1, EWB00_004358.2	FGIG_01094
OG0007176	EWB00_004505	FGIG_01115
OG0007177	EWB00_006390	FGIG_01148
OG0007178	EWB00_011323	FGIG_01241
OG0007179	EWB00_002868.1, EWB00_002868.2	FGIG_01270
OG0007180	EWB00_008007	FGIG_01302
OG0007181	EWB00_001893	FGIG_01319
OG0007182	EWB00_002313.1, EWB00_002313.2	FGIG_01426
OG0007184	EWB00_004940	FGIG_01550
OG0007185	EWB00_005509, EWB00_005508	FGIG_01573
OG0007186	EWB00_001381	FGIG_01610
OG0007187	EWB00_007474	FGIG_01665
OG0007188	EWB00_008933	FGIG_01716
OG0007189	EWB00_008900	FGIG_01725
OG0007190	EWB00_006172.1, EWB00_006172.2, EWB00_006172.3, EWB00_006172.4, EWB00_006172.5	FGIG_01862
OG0007191	EWB00_008480	FGIG_01882
OG0007192	EWB00_005779	FGIG_01924
OG0007193	EWB00_009310.1, EWB00_009310.2	FGIG_01952
OG0007195	EWB00_008043.2, EWB00_008043.1	FGIG_02187
OG0007196	EWB00_004178	FGIG_02240
OG0007197	EWB00_001903	FGIG_02241
OG0007198	EWB00_006004	FGIG_02289
OG0007199	EWB00_002859	FGIG_02314
OG0007200	EWB00_008667	FGIG_02385
OG0007201	EWB00_001681	FGIG_02417
OG0007202	EWB00_004531	FGIG_09369, FGIG_02468
OG0007203	EWB00_007328	FGIG_02482
OG0007205	EWB00_007952	FGIG_02547
OG0007206	EWB00_000959	FGIG_02571
OG0007207	EWB00_008733	FGIG_02683
OG0007208	EWB00_001235	FGIG_02697
OG0007209	EWB00_001420.1, EWB00_001420.2, EWB00_001420.4, EWB00_001420.3	FGIG_02798
OG0007210	EWB00_011383	FGIG_02905
OG0007211	EWB00_007562	FGIG_02924
OG0007212	EWB00_009859	FGIG_02980
OG0007213	EWB00_009860	FGIG_02981
OG0007214	EWB00_002638	FGIG_03035
OG0007215	EWB00_000697	FGIG_03053
OG0007216	EWB00_001049	FGIG_03079
OG0007217	EWB00_001801	FGIG_03090
OG0007219	EWB00_005531	FGIG_03189
OG0007220	EWB00_006852	FGIG_03207
OG0007221	EWB00_006838	FGIG_03211
OG0007222	EWB00_009092	FGIG_03320
OG0007223	EWB00_008696	FGIG_03353
OG0007224	EWB00_006616.1, EWB00_006616.2	FGIG_03400
OG0007225	EWB00_009803	FGIG_03410
OG0007226	EWB00_004916	FGIG_03474
OG0007227	EWB00_003180	FGIG_03556
OG0007228	EWB00_010586	FGIG_03607
OG0007229	EWB00_001173	FGIG_03640
OG0007230	EWB00_008467	FGIG_03650
OG0007231	EWB00_007080	FGIG_03724
OG0007232	EWB00_003451	FGIG_03820
OG0007233	EWB00_003753	FGIG_03857
OG0007234	EWB00_011264	FGIG_04005
OG0007235	EWB00_002501.1, EWB00_002501.2	FGIG_04053
OG0007237	EWB00_010973	FGIG_04249
OG0007239	EWB00_004575.1, EWB00_004575.2	FGIG_04469
OG0007240	EWB00_001601	FGIG_04565
OG0007241	EWB00_003660	FGIG_04696
OG0007242	EWB00_001810	FGIG_04743
OG0007243	EWB00_009541	FGIG_04750
OG0007244	EWB00_006602	FGIG_04763
OG0007245	EWB00_010658	FGIG_04766
OG0007246	EWB00_005417	FGIG_04847
OG0007247	EWB00_003560.1, EWB00_003560.2	FGIG_04936
OG0007248	EWB00_000277	FGIG_05018
OG0007249	EWB00_006770.1, EWB00_006770.2	FGIG_05141
OG0007251	EWB00_004360	FGIG_05259
OG0007252	EWB00_007680.1, EWB00_007680.2	FGIG_05325
OG0007253	EWB00_010685.1, EWB00_010685.2	FGIG_05358
OG0007254	EWB00_001414	FGIG_05542
OG0007255	EWB00_007356	FGIG_05570
OG0007256	EWB00_010416	FGIG_05587
OG0007257	EWB00_002157	FGIG_05696
OG0007258	EWB00_005528	FGIG_05733
OG0007259	EWB00_004639	FGIG_05794
OG0007260	EWB00_004554	FGIG_05801
OG0007261	EWB00_004147.1, EWB00_004147.2, EWB00_003236	FGIG_06007
OG0007262	EWB00_001666	FGIG_06113
OG0007263	EWB00_003091	FGIG_06138
OG0007266	EWB00_001162, EWB00_001161	FGIG_06282
OG0007268	EWB00_009203.1, EWB00_009203.2	FGIG_06437, FGIG_11448
OG0007269	EWB00_002494	FGIG_06514
OG0007273	EWB00_009565	FGIG_06686
OG0007274	EWB00_009308	FGIG_06725
OG0007275	EWB00_005999.1, EWB00_005999.2	FGIG_06914
OG0007276	EWB00_006077	FGIG_06954
OG0007277	EWB00_007240	FGIG_07000
OG0007278	EWB00_006395	FGIG_07061
OG0007279	EWB00_001652	FGIG_07141
OG0007280	EWB00_001221	FGIG_07273
OG0007281	EWB00_003892	FGIG_07279
OG0007282	EWB00_000932	FGIG_07475
OG0007283	EWB00_008728	FGIG_07529
OG0007285	EWB00_007986	FGIG_07611
OG0007286	EWB00_009639.1, EWB00_009639.2	FGIG_07848
OG0007287	EWB00_011280.2, EWB00_011280.1	FGIG_07861
OG0007288	EWB00_002642	FGIG_07887
OG0007289	EWB00_010394.1, EWB00_010394.2, EWB00_010394.3	FGIG_07990
OG0007290	EWB00_004247	FGIG_08224
OG0007291	EWB00_006503	FGIG_08242
OG0007292	EWB00_008088	FGIG_08252
OG0007293	EWB00_000195.2, EWB00_000195.3, EWB00_000195.1	FGIG_08274
OG0007294	EWB00_000977.1, EWB00_000977.2	FGIG_08286
OG0007295	EWB00_005660.1, EWB00_005660.2	FGIG_08379
OG0007296	EWB00_007736	FGIG_08499
OG0007297	EWB00_009269	FGIG_08504
OG0007298	EWB00_007654	FGIG_08584
OG0007299	EWB00_002657	FGIG_08597
OG0007301	EWB00_009539	FGIG_08833
OG0007302	EWB00_002180	FGIG_08866
OG0007303	EWB00_001664.2	FGIG_08955
OG0007304	EWB00_008291.1, EWB00_008291.2	FGIG_08963
OG0007305	EWB00_011175	FGIG_08974
OG0007306	EWB00_006094	FGIG_09013
OG0007307	EWB00_006466	FGIG_09255
OG0007308	EWB00_007490, EWB00_007489	FGIG_09346
OG0007309	EWB00_003855	FGIG_09400
OG0007310	EWB00_007214	FGIG_09484
OG0007311	EWB00_005623	FGIG_09534, FGIG_11505
OG0007312	EWB00_003059	FGIG_09600
OG0007313	EWB00_001230	FGIG_09601
OG0007314	EWB00_002543	FGIG_09663
OG0007316	EWB00_001787.1, EWB00_001787.2	FGIG_09755
OG0007317	EWB00_008143	FGIG_10387, FGIG_09846
OG0007318	EWB00_007342	FGIG_09854
OG0007319	EWB00_006892	FGIG_09941
OG0007320	EWB00_003952	FGIG_10112
OG0007321	EWB00_002098.1, EWB00_002098.2, EWB00_002098.3	FGIG_10250
OG0007322	EWB00_004705	FGIG_10354
OG0007323	EWB00_001194	FGIG_10423
OG0007325	EWB00_004169	FGIG_10432
OG0007326	EWB00_006601.1, EWB00_006601.2	FGIG_10763
OG0007329	EWB00_001042	FGIG_10832
OG0007330	EWB00_000515	FGIG_10963
OG0007331	EWB00_003577	FGIG_10997, FGIG_10996
OG0007332	EWB00_006831	FGIG_11002
