Orthogroup	schmidtea_mediterranea	schistosoma_curassoni
OG0004546	h1SMcT0001974.1	SCUR1_76960.1
OG0004548	h1SMcT0003430.1	SCUR1_38960.1
OG0004549	h1SMcT0002608.1, h1SMcT0002609.1	SCUR1_11530.1, SCUR1_11530.2
OG0004550	h1SMcT0015631.1	SCUR1_70160.1, SCUR1_70160.3, SCUR1_70160.4, SCUR1_70160.2, SCUR1_70160.5
OG0004552	h1SMcT0011534.1	SCUR1_3670.1
OG0004554	h1SMcT0001835.1	SCUR1_28400.1
OG0004555	h1SMcT0017989.1	SCUR1_2110.1, SCUR1_2110.3, SCUR1_2110.2
OG0004557	h1SMcT0012555.1, h1SMcT0012555.2	SCUR1_8210.1, SCUR1_8210.2, SCUR1_8210.3
OG0004559	h1SMcT0011006.1, h1SMcT0011006.2	SCUR1_24160.1
OG0004561	h1SMcT0013848.1, h1SMcT0015350.1	SCUR1_60900.1
OG0004562	h1SMcT0004909.1, h1SMcT0022952.1, h1SMcT0017745.1, h1SMcT0017745.2	SCUR1_20850.1
OG0004563	h1SMcT0006680.1	SCUR1_73770.1
OG0004564	h1SMcT0006766.1, h1SMcT0009681.1, h1SMcT0009681.2, h1SMcT0009681.3	SCUR1_90370.1
OG0004566	h1SMcT0014096.1	SCUR1_41800.1
OG0004567	h1SMcT0008190.2, h1SMcT0008190.4	SCUR1_31250.1
OG0004568	h1SMcT0017258.1, h1SMcT0010989.2, h1SMcT0010989.1, h1SMcT0010989.3	SCUR1_28450.1
OG0004569	h1SMcT0013637.1	SCUR1_14520.1
OG0004570	h1SMcT0007907.1, h1SMcT0022058.1	SCUR1_48680.1
OG0004573	h1SMcT0017203.1, h1SMcT0017203.2, h1SMcT0010215.1, h1SMcT0010215.2	SCUR1_74470.1
OG0004574	h1SMcT0013942.1, h1SMcT0013942.2	SCUR1_21960.1
OG0004575	h1SMcT0022631.1, h1SMcT0022631.2	SCUR1_44800.1
OG0004576	h1SMcT0013884.1	SCUR1_23130.1
OG0004577	h1SMcT0019065.1	SCUR1_76260.3, SCUR1_76260.1, SCUR1_76260.2
OG0004578	h1SMcT0012234.1	SCUR1_19870.4, SCUR1_19870.1, SCUR1_19870.2, SCUR1_19870.3
OG0004579	h1SMcT0022432.1, h1SMcT0022432.2	SCUR1_97200.2, SCUR1_97200.3, SCUR1_97200.1
OG0004580	h1SMcT0001249.1	SCUR1_34790.1
OG0004581	h1SMcT0002775.1, h1SMcT0002775.2	SCUR1_44530.1
OG0004582	h1SMcT0014634.1, h1SMcT0014634.2	SCUR1_60250.1
OG0004583	h1SMcT0014191.1	SCUR1_33310.1
OG0004584	h1SMcT0018323.1, h1SMcT0018323.2, h1SMcT0006210.1, h1SMcT0000872.1, h1SMcT0000872.5, h1SMcT0000872.3, h1SMcT0000872.4, h1SMcT0000872.2	SCUR1_75110.1
OG0004585	h1SMcT0018314.1	SCUR1_22200.1
OG0004586	h1SMcT0009302.1, h1SMcT0009302.2	SCUR1_18480.1
OG0004587	h1SMcT0000029.1, h1SMcT0000029.2	SCUR1_72110.1
OG0004588	h1SMcT0022231.1	SCUR1_75930.1
OG0004589	h1SMcT0014193.1, h1SMcT0014193.2, h1SMcT0014193.3	SCUR1_1320.1
OG0004590	h1SMcT0002416.1, h1SMcT0002416.2	SCUR1_92490.2, SCUR1_92490.1, SCUR1_92490.3
OG0004591	h1SMcT0001433.1	SCUR1_11140.1, SCUR1_11140.2
OG0004592	h1SMcT0015220.2, h1SMcT0015222.2, h1SMcT0015222.4, h1SMcT0015222.1, h1SMcT0015222.5, h1SMcT0015222.3	SCUR1_84110.1
OG0004594	h1SMcT0021200.1	SCUR1_75360.1
OG0004595	h1SMcT0014074.2, h1SMcT0014074.3, h1SMcT0014074.4, h1SMcT0014074.1, h1SMcT0014064.1	SCUR1_20340.1
OG0004596	h1SMcT0009772.1, h1SMcT0008500.1, h1SMcT0008500.2	SCUR1_62620.1
OG0004598	h1SMcT0008192.3, h1SMcT0008192.2, h1SMcT0008192.1, h1SMcT0008192.4	SCUR1_32900.1, SCUR1_32900.2
OG0004599	h1SMcT0007056.1, h1SMcT0007056.2	SCUR1_11580.1, SCUR1_11580.2
OG0004601	h1SMcT0009030.1	SCUR1_2660.1, SCUR1_2650.1
OG0004602	h1SMcT0000560.3, h1SMcT0000560.4, h1SMcT0000560.2, h1SMcT0000560.1	SCUR1_41760.1
OG0004603	h1SMcT0022431.1, h1SMcT0022431.3, h1SMcT0022431.4, h1SMcT0022431.2, h1SMcT0022431.5	SCUR1_46780.1, SCUR1_46780.2
OG0004606	h1SMcT0020827.1	SCUR1_8910.1, SCUR1_8900.1
OG0004609	h1SMcT0004876.1, h1SMcT0010694.1	SCUR1_26820.1
OG0004610	h1SMcT0016891.1	SCUR1_69430.1, SCUR1_69430.2, SCUR1_69430.3
OG0004611	h1SMcT0022530.1, h1SMcT0022530.2	SCUR1_61980.1
OG0004612	h1SMcT0006057.1, h1SMcT0004223.1, h1SMcT0004224.1, h1SMcT0016171.1, h1SMcT0016171.2, h1SMcT0021521.1	SCUR1_68490.1
OG0004613	h1SMcT0021680.1, h1SMcT0021680.2, h1SMcT0021680.3, h1SMcT0021680.4	SCUR1_90530.1, SCUR1_99380.1
OG0004614	h1SMcT0021663.3, h1SMcT0021663.1, h1SMcT0021663.2	SCUR1_78350.2, SCUR1_78350.1
OG0004616	h1SMcT0000692.1	SCUR1_48360.1, SCUR1_48360.2, SCUR1_48360.3
OG0004619	h1SMcT0011400.1	SCUR1_42990.1, SCUR1_42990.2
OG0004620	h1SMcT0006731.1, h1SMcT0006731.2, h1SMcT0006731.3	SCUR1_28130.1
OG0004621	h1SMcT0008764.1, h1SMcT0008764.2, h1SMcT0008764.3	SCUR1_94930.1
OG0004622	h1SMcT0008092.1	SCUR1_75400.1
OG0004623	h1SMcT0001944.1	SCUR1_38720.1
OG0004624	h1SMcT0021753.1	SCUR1_42300.1
OG0004625	h1SMcT0001163.1, h1SMcT0001163.2, h1SMcT0001163.3	SCUR1_66670.1, SCUR1_66670.2
OG0004626	h1SMcT0011062.1, h1SMcT0011062.4, h1SMcT0011062.2, h1SMcT0011062.3	SCUR1_97430.4, SCUR1_97430.2, SCUR1_97430.1, SCUR1_97430.3
OG0004627	h1SMcT0014728.1, h1SMcT0014728.2	SCUR1_40920.1
OG0004628	h1SMcT0022637.1, h1SMcT0022637.3, h1SMcT0022637.2, h1SMcT0022637.6, h1SMcT0022637.4, h1SMcT0022637.7, h1SMcT0022637.5	SCUR1_35350.1
OG0004630	h1SMcT0000977.1	SCUR1_92030.1
OG0004631	h1SMcT0010508.1	SCUR1_63210.1, SCUR1_63210.3, SCUR1_63210.4, SCUR1_63210.2
OG0004632	h1SMcT0013480.1, h1SMcT0014393.1, h1SMcT0011974.1, h1SMcT0014165.1	SCUR1_65460.1
OG0004633	h1SMcT0004538.1, h1SMcT0003809.1, h1SMcT0003826.2, h1SMcT0003826.1, h1SMcT0003826.3	SCUR1_15540.1
OG0004634	h1SMcT0017885.1	SCUR1_87650.1
OG0004635	h1SMcT0013973.1	SCUR1_47780.1, SCUR1_47780.2
OG0004636	h1SMcT0010152.1	SCUR1_13300.1, SCUR1_13300.5, SCUR1_13300.3, SCUR1_13300.2, SCUR1_13300.4
OG0004638	h1SMcT0002741.1	SCUR1_10380.1
OG0004639	h1SMcT0020623.4	SCUR1_83880.1, SCUR1_83880.2
OG0004640	h1SMcT0016858.1, h1SMcT0016858.2	SCUR1_27000.1, SCUR1_26990.1
OG0004641	h1SMcT0017632.1	SCUR1_51030.1
OG0004642	h1SMcT0014788.1, h1SMcT0014788.2	SCUR1_46760.1, SCUR1_46760.2
OG0004643	h1SMcT0004019.1	SCUR1_10340.1
OG0004644	h1SMcT0015352.1	SCUR1_64700.1, SCUR1_64700.2
OG0004645	h1SMcT0016254.1, h1SMcT0016254.2	SCUR1_86880.1, SCUR1_86880.2, SCUR1_86880.3
OG0004646	h1SMcT0000884.1	SCUR1_74440.1
OG0004647	h1SMcT0008602.1	SCUR1_12730.1, SCUR1_12730.2
OG0004649	h1SMcT0018935.1	SCUR1_34190.1, SCUR1_34190.2
OG0004651	h1SMcT0009225.1	SCUR1_11460.1
OG0004652	h1SMcT0015014.1, h1SMcT0015014.2, h1SMcT0015014.3	SCUR1_57240.1
OG0004653	h1SMcT0021669.1	SCUR1_87370.1, SCUR1_87370.2, SCUR1_87370.3
OG0004654	h1SMcT0001251.1	SCUR1_78710.1
OG0004655	h1SMcT0008329.1	SCUR1_20470.1, SCUR1_20470.2, SCUR1_98660.1, SCUR1_98660.2, SCUR1_20470.3, SCUR1_98660.3
OG0004656	h1SMcT0010287.11, h1SMcT0010287.2, h1SMcT0010287.6, h1SMcT0010287.3, h1SMcT0010287.9, h1SMcT0010287.7, h1SMcT0010287.4	SCUR1_91490.1
OG0004658	h1SMcT0005622.1, h1SMcT0005520.1, h1SMcT0005606.1, h1SMcT0007435.1	SCUR1_7300.1
OG0004663	h1SMcT0013220.1	SCUR1_87520.7, SCUR1_87620.1, SCUR1_87520.8
OG0004664	h1SMcT0020199.1	SCUR1_100860.1, SCUR1_53140.1
OG0004665	h1SMcT0002493.1, h1SMcT0007014.1, h1SMcT0018312.1, h1SMcT0002309.1, h1SMcT0016111.1	SCUR1_71390.1
OG0004674	h1SMcT0006218.1	SCUR1_31260.1
OG0004690	h1SMcT0000459.1, h1SMcT0000459.2	SCUR1_94470.1
OG0004691	h1SMcT0012119.1, h1SMcT0012119.2	SCUR1_92140.1
OG0004692	h1SMcT0009821.1	SCUR1_13230.1
OG0004693	h1SMcT0017411.1	SCUR1_88680.1
OG0004695	h1SMcT0009269.1, h1SMcT0014298.1, h1SMcT0008365.3, h1SMcT0008365.1, h1SMcT0008365.2	SCUR1_51150.1
OG0004697	h1SMcT0000447.1	SCUR1_75730.1, SCUR1_75730.2
OG0004698	h1SMcT0003060.1, h1SMcT0003060.2, h1SMcT0000772.2, h1SMcT0018728.1	SCUR1_29620.1, SCUR1_29620.2
OG0004699	h1SMcT0000910.1, h1SMcT0000910.2	SCUR1_79110.1
OG0004700	h1SMcT0002501.1, h1SMcT0002501.2, h1SMcT0002501.3	SCUR1_91020.1
OG0004702	h1SMcT0020362.1, h1SMcT0022755.1	SCUR1_32520.1
OG0004704	h1SMcT0021919.1, h1SMcT0021919.2	SCUR1_72570.1
OG0004705	h1SMcT0004593.1	SCUR1_59670.1
OG0004706	h1SMcT0006399.1, h1SMcT0006399.2	SCUR1_60570.1
OG0004709	h1SMcT0013929.3, h1SMcT0013929.1, h1SMcT0013929.4, h1SMcT0013929.2	SCUR1_87050.1, SCUR1_87050.2
OG0004711	h1SMcT0011120.1, h1SMcT0011120.3, h1SMcT0011120.2	SCUR1_92440.1, SCUR1_92440.3, SCUR1_92440.2, SCUR1_92440.4
OG0004712	h1SMcT0014312.1	SCUR1_61360.1
OG0004713	h1SMcT0014894.1, h1SMcT0018063.1, h1SMcT0018063.2, h1SMcT0018431.1, h1SMcT0018431.2, h1SMcT0022442.1	SCUR1_12720.1
OG0004716	h1SMcT0022548.1, h1SMcT0022548.2	SCUR1_60520.1
OG0004717	h1SMcT0019685.1, h1SMcT0019685.2, h1SMcT0019685.3	SCUR1_87240.1
OG0004718	h1SMcT0022405.1, h1SMcT0022405.2	SCUR1_35060.1
OG0004719	h1SMcT0002152.1, h1SMcT0014599.1	SCUR1_76890.1
OG0004720	h1SMcT0006080.1	SCUR1_67040.5, SCUR1_67040.6, SCUR1_67040.7, SCUR1_67150.1, SCUR1_67040.3, SCUR1_67040.1, SCUR1_67040.2, SCUR1_67040.4
OG0004721	h1SMcT0020413.1, h1SMcT0020413.3, h1SMcT0020413.2	SCUR1_67740.1
OG0004722	h1SMcT0021469.1, h1SMcT0021469.2, h1SMcT0022722.1, h1SMcT0022722.2	SCUR1_47290.2, SCUR1_47290.1, SCUR1_47290.3
OG0004723	h1SMcT0021144.1, h1SMcT0021144.3, h1SMcT0021144.2	SCUR1_45390.2, SCUR1_45390.1, SCUR1_45390.3
OG0004725	h1SMcT0011447.1	SCUR1_94070.1
OG0004726	h1SMcT0017044.1, h1SMcT0017046.1	SCUR1_69720.1
OG0004727	h1SMcT0004773.1	SCUR1_72540.1
OG0004728	h1SMcT0021563.1, h1SMcT0021563.2	SCUR1_82120.1
OG0004729	h1SMcT0001801.1, h1SMcT0001801.2	SCUR1_7920.1
OG0004730	h1SMcT0011027.1	SCUR1_87100.1
OG0004731	h1SMcT0020430.1, h1SMcT0020430.2	SCUR1_20060.1
OG0004732	h1SMcT0012943.3, h1SMcT0012943.1, h1SMcT0012943.2	SCUR1_8620.1
OG0004733	h1SMcT0006113.1	SCUR1_67240.3, SCUR1_67240.1, SCUR1_67240.2
OG0004734	h1SMcT0021062.1	SCUR1_45260.1
OG0004735	h1SMcT0010546.1, h1SMcT0013022.1	SCUR1_20560.1
OG0004736	h1SMcT0008493.1, h1SMcT0001345.1, h1SMcT0001438.1	SCUR1_73050.1
OG0004737	h1SMcT0013502.1	SCUR1_6540.1
OG0004738	h1SMcT0004738.1	SCUR1_3800.1, SCUR1_3800.2
OG0004740	h1SMcT0005114.1, h1SMcT0005114.2, h1SMcT0005114.3	SCUR1_55650.1
OG0004741	h1SMcT0014776.1, h1SMcT0019322.1, h1SMcT0019322.2	SCUR1_77600.1
OG0004742	h1SMcT0014406.1, h1SMcT0014406.2	SCUR1_96820.1, SCUR1_85550.1
OG0004745	h1SMcT0006993.1	SCUR1_19260.1, SCUR1_19260.2
OG0004746	h1SMcT0013804.1, h1SMcT0013804.2, h1SMcT0013804.3	SCUR1_53470.1, SCUR1_53470.2, SCUR1_53470.3
OG0004750	h1SMcT0015397.1, h1SMcT0015397.2	SCUR1_25590.1, SCUR1_25590.2
OG0004751	h1SMcT0008322.1	SCUR1_60470.1
OG0004752	h1SMcT0004622.1, h1SMcT0004622.3, h1SMcT0004622.2	SCUR1_12400.1
OG0004753	h1SMcT0009220.1, h1SMcT0009353.1, h1SMcT0009353.2	SCUR1_7390.1
OG0004754	h1SMcT0005435.1	SCUR1_57250.1, SCUR1_57250.2, SCUR1_57250.3
OG0004757	h1SMcT0004602.1, h1SMcT0004602.2	SCUR1_94360.2, SCUR1_94360.3, SCUR1_94360.1
OG0004759	h1SMcT0008069.1, h1SMcT0008070.1, h1SMcT0008071.1, h1SMcT0008073.1, h1SMcT0008073.2, h1SMcT0008074.1	SCUR1_23800.1
OG0004760	h1SMcT0014379.1	SCUR1_58690.1
OG0004761	h1SMcT0012184.1, h1SMcT0012184.2	SCUR1_12960.1
OG0004762	h1SMcT0020187.1	SCUR1_93350.1, SCUR1_93350.2
OG0004763	h1SMcT0005763.1, h1SMcT0005763.2	SCUR1_69280.1, SCUR1_69280.2
OG0004765	h1SMcT0017761.5	SCUR1_33040.1, SCUR1_33040.2
OG0004766	h1SMcT0000497.1, h1SMcT0014626.1, h1SMcT0014626.2, h1SMcT0008510.1	SCUR1_61260.1, SCUR1_61260.2
OG0004767	h1SMcT0009511.1	SCUR1_40660.1, SCUR1_40660.2
OG0004768	h1SMcT0003239.1	SCUR1_3730.1
OG0004769	h1SMcT0004799.1, h1SMcT0004800.1, h1SMcT0004799.2	SCUR1_36810.3, SCUR1_36810.1, SCUR1_36810.2
OG0004770	h1SMcT0021618.1	SCUR1_64090.1
OG0004771	h1SMcT0000016.1	SCUR1_49400.1, SCUR1_49400.2, SCUR1_49400.3
OG0004772	h1SMcT0003159.1, h1SMcT0003159.2	SCUR1_99710.1, SCUR1_99710.2, SCUR1_92290.1
OG0004773	h1SMcT0017199.1, h1SMcT0017199.2	SCUR1_30280.1, SCUR1_30280.2
OG0004775	h1SMcT0021015.1, h1SMcT0002529.1, h1SMcT0002529.2, h1SMcT0010127.1, h1SMcT0020023.1, h1SMcT0021749.1	SCUR1_42560.1
OG0004777	h1SMcT0008652.1, h1SMcT0008652.2	SCUR1_74250.1, SCUR1_74250.2, SCUR1_100620.1, SCUR1_100620.2
OG0004778	h1SMcT0017983.1	SCUR1_55220.1
OG0004780	h1SMcT0001804.1	SCUR1_12360.1, SCUR1_12360.2, SCUR1_12360.3
OG0004782	h1SMcT0000885.3	SCUR1_74110.1
OG0004783	h1SMcT0004613.1	SCUR1_80810.1
OG0004784	h1SMcT0018291.1	SCUR1_81480.3, SCUR1_81480.2, SCUR1_81480.1
OG0004785	h1SMcT0019128.1, h1SMcT0019129.1	SCUR1_83110.1
OG0004786	h1SMcT0009697.1	SCUR1_46680.1, SCUR1_46680.2
OG0004787	h1SMcT0007257.1	SCUR1_55330.1
OG0004788	h1SMcT0002267.1, h1SMcT0002267.2	SCUR1_87520.2, SCUR1_87570.1
OG0004789	h1SMcT0003793.1, h1SMcT0022167.1	SCUR1_62030.1, SCUR1_62040.1
OG0004792	h1SMcT0015678.1	SCUR1_53180.3, SCUR1_53180.4, SCUR1_53180.5, SCUR1_53180.6, SCUR1_53180.1, SCUR1_53180.2, SCUR1_53180.7
OG0004793	h1SMcT0019942.1	SCUR1_71430.1, SCUR1_71430.2
OG0004794	h1SMcT0008451.1, h1SMcT0008451.2	SCUR1_69880.1
OG0004795	h1SMcT0005444.1, h1SMcT0007554.2, h1SMcT0007554.3	SCUR1_32200.1, SCUR1_32200.2
OG0004796	h1SMcT0020777.1	SCUR1_18880.1
OG0004797	h1SMcT0018601.1	SCUR1_94370.1, SCUR1_94370.2
OG0004798	h1SMcT0019235.1	SCUR1_11410.1
OG0004800	h1SMcT0010710.1, h1SMcT0010710.3, h1SMcT0010710.2	SCUR1_18850.1
OG0004802	h1SMcT0022174.1	SCUR1_63780.1
OG0004803	h1SMcT0021851.1	SCUR1_58970.1, SCUR1_58970.2, SCUR1_58970.3
OG0004804	h1SMcT0004621.1	SCUR1_16160.1, SCUR1_16160.2
OG0004805	h1SMcT0002409.1	SCUR1_3750.1, SCUR1_3750.2
OG0004806	h1SMcT0014744.1	SCUR1_51830.1
OG0004808	h1SMcT0020058.1, h1SMcT0020249.1, h1SMcT0020249.2, h1SMcT0020249.3, h1SMcT0020249.5, h1SMcT0020249.4	SCUR1_75880.3, SCUR1_75880.1, SCUR1_75880.2
OG0004809	h1SMcT0015223.1	SCUR1_50330.1
OG0004810	h1SMcT0014150.1, h1SMcT0014150.2, h1SMcT0014150.3, h1SMcT0014150.4, h1SMcT0014150.5	SCUR1_93410.1
OG0004812	h1SMcT0004165.1, h1SMcT0015684.1	SCUR1_33270.1, SCUR1_33270.4, SCUR1_33270.2, SCUR1_33270.3
OG0004813	h1SMcT0020840.1	SCUR1_89060.1
OG0004814	h1SMcT0012561.1	SCUR1_5750.2, SCUR1_5750.1
OG0004815	h1SMcT0010428.1	SCUR1_59460.1
OG0004816	h1SMcT0002315.1, h1SMcT0018363.1	SCUR1_75890.1, SCUR1_75890.2
OG0004817	h1SMcT0009138.1, h1SMcT0009138.2	SCUR1_80660.1
OG0004818	h1SMcT0010434.1	SCUR1_91370.1, SCUR1_91370.2
OG0004819	h1SMcT0010603.1, h1SMcT0010603.2, h1SMcT0010603.3, h1SMcT0010603.4, h1SMcT0010603.5	SCUR1_77800.1
OG0004820	h1SMcT0007769.1	SCUR1_33770.1, SCUR1_33770.2
OG0004821	h1SMcT0013905.1	SCUR1_45500.1, SCUR1_45500.3, SCUR1_45500.4, SCUR1_45500.5, SCUR1_45500.6, SCUR1_45500.7, SCUR1_45500.2
OG0004822	h1SMcT0018404.1	SCUR1_23630.2, SCUR1_23630.1
OG0004825	h1SMcT0008584.1	SCUR1_59860.1
OG0004826	h1SMcT0001102.1, h1SMcT0001102.3, h1SMcT0001102.2	SCUR1_81010.1
OG0004829	h1SMcT0014804.1	SCUR1_38340.1
OG0004830	h1SMcT0005592.1, h1SMcT0005592.2, h1SMcT0001882.2, h1SMcT0001882.3	SCUR1_65790.1
OG0004831	h1SMcT0013193.1, h1SMcT0008742.2, h1SMcT0008742.1, h1SMcT0008742.3	SCUR1_28210.1
OG0004832	h1SMcT0005769.1	SCUR1_36680.1, SCUR1_36680.2
OG0004834	h1SMcT0013622.1	SCUR1_31880.1
OG0004835	h1SMcT0012622.2, h1SMcT0012622.1, h1SMcT0012622.3	SCUR1_25080.1
OG0004836	h1SMcT0004584.1	SCUR1_84450.1
OG0004837	h1SMcT0002286.1, h1SMcT0002297.1, h1SMcT0002297.2	SCUR1_14260.1
OG0004840	h1SMcT0022092.1, h1SMcT0022092.2	SCUR1_51350.1
OG0004841	h1SMcT0000842.1, h1SMcT0000842.3, h1SMcT0000842.2	SCUR1_65170.1
OG0004842	h1SMcT0003196.2	SCUR1_71900.1, SCUR1_71900.2, SCUR1_71900.3
OG0004843	h1SMcT0020402.1, h1SMcT0020403.1, h1SMcT0020403.2	SCUR1_37770.1, SCUR1_37770.2
OG0004844	h1SMcT0008441.1, h1SMcT0008441.2, h1SMcT0008441.3, h1SMcT0012750.1, h1SMcT0017066.1, h1SMcT0017066.2	SCUR1_1820.1
OG0004845	h1SMcT0011668.1	SCUR1_1830.3, SCUR1_1830.1, SCUR1_1830.2
OG0004846	h1SMcT0003195.1	SCUR1_78470.1
OG0004847	h1SMcT0004461.1, h1SMcT0012810.1	SCUR1_68980.1
OG0004849	h1SMcT0008354.1, h1SMcT0008354.2, h1SMcT0015689.1, h1SMcT0015689.2	SCUR1_45830.1, SCUR1_45830.2
OG0004850	h1SMcT0012295.1	SCUR1_64070.1, SCUR1_64060.1
OG0004853	h1SMcT0006400.1, h1SMcT0006400.3, h1SMcT0006400.4, h1SMcT0006400.2, h1SMcT0006400.5	SCUR1_24940.1
OG0004854	h1SMcT0016417.6, h1SMcT0021182.1, h1SMcT0021182.2	SCUR1_90200.1, SCUR1_90200.2, SCUR1_90200.3
OG0004855	h1SMcT0015600.3, h1SMcT0015600.1, h1SMcT0015600.2	SCUR1_32960.1
OG0004856	h1SMcT0017772.1, h1SMcT0017777.1, h1SMcT0017777.2	SCUR1_78140.1
OG0004857	h1SMcT0009463.2	SCUR1_46240.2, SCUR1_46240.1
OG0004858	h1SMcT0006550.1, h1SMcT0018484.1, h1SMcT0022128.1, h1SMcT0011730.1, h1SMcT0011730.2	SCUR1_79020.1, SCUR1_99610.1
OG0004859	h1SMcT0018342.1	SCUR1_66430.1
OG0004860	h1SMcT0016058.1	SCUR1_47970.2, SCUR1_47970.1, SCUR1_47970.3
OG0004861	h1SMcT0016807.1	SCUR1_27280.1
OG0004862	h1SMcT0018897.1	SCUR1_50570.1, SCUR1_50570.2
OG0004864	h1SMcT0003547.3, h1SMcT0003547.1, h1SMcT0003547.2	SCUR1_34180.1
OG0004865	h1SMcT0022173.1	SCUR1_23900.1
OG0004869	h1SMcT0005463.1, h1SMcT0005463.2	SCUR1_17240.1
OG0004871	h1SMcT0021699.1	SCUR1_8340.1
OG0004873	h1SMcT0003880.4, h1SMcT0003880.1, h1SMcT0003880.2, h1SMcT0003880.3	SCUR1_41860.2, SCUR1_41860.1
OG0004874	h1SMcT0017444.1	SCUR1_3120.1
OG0004875	h1SMcT0008878.2	SCUR1_2970.1
OG0004879	h1SMcT0019560.3, h1SMcT0019560.1, h1SMcT0019560.2	SCUR1_59870.1, SCUR1_59870.2
OG0004883	h1SMcT0014727.1	SCUR1_9390.1
OG0004884	h1SMcT0005426.1, h1SMcT0005426.2	SCUR1_81590.1
OG0004885	h1SMcT0007019.1	SCUR1_98190.1, SCUR1_760.1, SCUR1_98200.1
OG0004886	h1SMcT0004750.1	SCUR1_6040.1
OG0004887	h1SMcT0012710.1	SCUR1_52440.1, SCUR1_52440.2, SCUR1_52440.3
OG0004888	h1SMcT0015259.1	SCUR1_80930.3, SCUR1_80930.1, SCUR1_80930.2
OG0004889	h1SMcT0001798.1	SCUR1_56830.2, SCUR1_56830.1, SCUR1_56830.3, SCUR1_56830.4
OG0004890	h1SMcT0008142.1, h1SMcT0016242.1	SCUR1_68790.1
OG0004891	h1SMcT0012217.1, h1SMcT0012217.2	SCUR1_30800.1
OG0004893	h1SMcT0003515.1	SCUR1_19430.1, SCUR1_19430.2
OG0004894	h1SMcT0015826.1	SCUR1_56790.1
OG0004895	h1SMcT0007166.1, h1SMcT0007166.2, h1SMcT0007166.3	SCUR1_90920.1, SCUR1_90940.1
OG0004896	h1SMcT0005677.1	SCUR1_38910.1
OG0004897	h1SMcT0004384.1, h1SMcT0008899.1, h1SMcT0008899.2	SCUR1_10420.1, SCUR1_10420.2
OG0004898	h1SMcT0014002.1, h1SMcT0020889.1, h1SMcT0019917.1	SCUR1_98260.1, SCUR1_46990.1, SCUR1_98270.1
OG0004899	h1SMcT0010987.1, h1SMcT0012157.1	SCUR1_47880.1
OG0004900	h1SMcT0002116.1	SCUR1_27220.1
OG0004902	h1SMcT0000267.1	SCUR1_37230.1
OG0004904	h1SMcT0021559.1	SCUR1_64400.1, SCUR1_64400.2
OG0004905	h1SMcT0002194.1, h1SMcT0002194.2	SCUR1_13840.1
OG0004908	h1SMcT0004894.1, h1SMcT0022014.1, h1SMcT0022014.2	SCUR1_29420.1
OG0004909	h1SMcT0005083.1	SCUR1_12570.1, SCUR1_12570.2
OG0004910	h1SMcT0015501.1	SCUR1_20290.1, SCUR1_20290.2
OG0004911	h1SMcT0001334.1	SCUR1_47150.1
OG0004911	h1SMcT0007018.1, h1SMcT0007018.2, h1SMcT0022832.1	SCUR1_700.1
OG0004912	h1SMcT0009510.1, h1SMcT0011569.1, h1SMcT0011569.2	SCUR1_88480.1
OG0004913	h1SMcT0007359.1	SCUR1_57620.1, SCUR1_97990.1
OG0004914	h1SMcT0011478.1	SCUR1_60810.1
OG0004915	h1SMcT0017600.1	SCUR1_21580.1, SCUR1_21580.2
OG0004916	h1SMcT0002391.3, h1SMcT0002391.2, h1SMcT0002391.1	SCUR1_17000.1, SCUR1_17000.2
OG0004917	h1SMcT0015230.1	SCUR1_35650.1
OG0004918	h1SMcT0001372.1	SCUR1_85040.1
OG0004919	h1SMcT0014238.1	SCUR1_52550.1
OG0004920	h1SMcT0014983.2, h1SMcT0014983.3, h1SMcT0014983.4, h1SMcT0014983.5	SCUR1_81910.1
OG0004921	h1SMcT0019947.1, h1SMcT0008946.1	SCUR1_52070.1
OG0004922	h1SMcT0006832.1, h1SMcT0006832.2	SCUR1_76680.1, SCUR1_76680.2, SCUR1_76680.3, SCUR1_76680.4
OG0004923	h1SMcT0009994.1, h1SMcT0004154.1	SCUR1_1940.1
OG0004924	h1SMcT0017599.1, h1SMcT0005999.1, h1SMcT0006000.1, h1SMcT0006001.1	SCUR1_25110.1
OG0004925	h1SMcT0014842.1, h1SMcT0015097.1	SCUR1_56150.1
OG0004926	h1SMcT0021946.1	SCUR1_70680.1
OG0004927	h1SMcT0015457.1, h1SMcT0015457.2	SCUR1_89100.1
OG0004928	h1SMcT0007223.1	SCUR1_65980.1
OG0004929	h1SMcT0011691.1, h1SMcT0011691.3, h1SMcT0011691.2	SCUR1_54390.1
OG0004931	h1SMcT0021026.3, h1SMcT0021026.2, h1SMcT0021026.1	SCUR1_42630.1
OG0004932	h1SMcT0004491.1, h1SMcT0004491.2	SCUR1_22350.1
OG0004934	h1SMcT0009728.1, h1SMcT0013123.1	SCUR1_44330.1
OG0004938	h1SMcT0022317.1, h1SMcT0022317.2, h1SMcT0022317.3	SCUR1_48170.1
OG0004939	h1SMcT0016154.1	SCUR1_82150.1, SCUR1_82150.2
OG0004940	h1SMcT0007797.10, h1SMcT0007797.7, h1SMcT0007797.8, h1SMcT0007797.9	SCUR1_52750.1
OG0004941	h1SMcT0004693.1	SCUR1_63200.1
OG0004942	h1SMcT0014803.1	SCUR1_65610.1, SCUR1_65610.2, SCUR1_65610.3
OG0004943	h1SMcT0009531.1	SCUR1_60230.1
