Orthogroup	schmidtea_mediterranea	schistosoma_turkestanicum
OG0005117	h1SMcT0007636.1, h1SMcT0007636.2, h1SMcT0007636.3	STRK1_220.1
OG0005118	h1SMcT0016544.1, h1SMcT0020417.1, h1SMcT0021438.1, h1SMcT0021400.1, h1SMcT0021141.1, h1SMcT0018920.1, h1SMcT0018920.2	STRK1_88780.1
OG0005120	h1SMcT0000932.1, h1SMcT0000932.2	STRK1_82060.1
OG0005121	h1SMcT0005495.1, h1SMcT0005495.2	STRK1_70460.1
OG0005122	h1SMcT0010688.1	STRK1_89480.1
OG0005125	h1SMcT0020027.1	STRK1_1160.1, STRK1_1160.2
OG0005126	h1SMcT0013597.1	STRK1_57120.1
OG0005127	h1SMcT0018877.1, h1SMcT0018877.2	STRK1_34580.1
OG0005128	h1SMcT0006065.3, h1SMcT0006065.1, h1SMcT0006065.4, h1SMcT0006065.5	STRK1_55720.1
OG0005130	h1SMcT0020609.1	STRK1_20490.1
OG0005131	h1SMcT0015540.1	STRK1_51150.1, STRK1_51150.2, STRK1_51150.3
OG0005133	h1SMcT0014956.1, h1SMcT0016361.2, h1SMcT0016361.3	STRK1_48620.1
OG0005134	h1SMcT0008716.1	STRK1_52240.1
OG0005135	h1SMcT0007961.1, h1SMcT0007961.2	STRK1_40870.1
OG0005136	h1SMcT0009156.1	STRK1_100030.1, STRK1_70890.1
OG0005137	h1SMcT0001950.1	STRK1_77760.1
OG0005138	h1SMcT0011646.1, h1SMcT0011646.2, h1SMcT0011646.3	STRK1_13440.1, STRK1_106700.1, STRK1_13430.1
OG0005140	h1SMcT0007389.1	STRK1_22700.2, STRK1_22700.1
OG0005141	h1SMcT0005874.3, h1SMcT0005874.1, h1SMcT0005874.2	STRK1_90780.1
OG0005142	h1SMcT0015342.1	STRK1_50030.1
OG0005144	h1SMcT0010503.1	STRK1_75390.1, STRK1_75390.2, STRK1_75390.3, STRK1_75390.4, STRK1_75390.5
OG0005145	h1SMcT0008202.1, h1SMcT0008202.2, h1SMcT0002373.1, h1SMcT0002373.2	STRK1_6420.1
OG0005146	h1SMcT0014241.1, h1SMcT0014241.2	STRK1_1840.2, STRK1_1840.1
OG0005147	h1SMcT0013184.1, h1SMcT0016878.1, h1SMcT0001573.1, h1SMcT0008159.1	STRK1_52280.1
OG0005148	h1SMcT0001317.3, h1SMcT0001317.2, h1SMcT0001317.1, h1SMcT0016229.1, h1SMcT0020437.1	STRK1_51420.1
OG0005149	h1SMcT0013601.1	STRK1_9200.1, STRK1_9200.2, STRK1_9200.3
OG0005150	h1SMcT0011445.1, h1SMcT0011445.2	STRK1_31670.1, STRK1_31670.3, STRK1_31670.2
OG0005153	h1SMcT0002260.1, h1SMcT0002260.2	STRK1_87680.1, STRK1_87680.2
OG0005154	h1SMcT0008358.1	STRK1_53730.1
OG0005156	h1SMcT0022323.1	STRK1_69820.1
OG0005158	h1SMcT0021646.1	STRK1_102490.1
OG0005160	h1SMcT0017442.1, h1SMcT0021735.1	STRK1_37330.1
OG0005161	h1SMcT0019962.1, h1SMcT0019962.2	STRK1_109030.1, STRK1_106510.1, STRK1_108210.1
OG0005162	h1SMcT0017851.1	STRK1_5990.1, STRK1_6000.1
OG0005163	h1SMcT0003714.1, h1SMcT0003714.2	STRK1_74960.1
OG0005164	h1SMcT0010665.1	STRK1_22370.1
OG0005165	h1SMcT0002239.1, h1SMcT0016743.1	STRK1_94970.1
OG0005166	h1SMcT0007517.1	STRK1_50820.1
OG0005167	h1SMcT0018184.1	STRK1_78180.1, STRK1_78180.2, STRK1_78180.3
OG0005168	h1SMcT0009460.1, h1SMcT0009255.1, h1SMcT0009256.1	STRK1_50100.1, STRK1_50110.1
OG0005169	h1SMcT0013948.1	STRK1_42700.1
OG0005171	h1SMcT0018450.1, h1SMcT0018450.2	STRK1_15360.1
OG0005172	h1SMcT0017147.1	STRK1_46110.1
OG0005173	h1SMcT0019749.2, h1SMcT0019749.3	STRK1_92150.1
OG0005174	h1SMcT0005368.1	STRK1_83520.1
OG0005175	h1SMcT0010599.1, h1SMcT0010599.2	STRK1_92600.1, STRK1_92590.1, STRK1_92610.1
OG0005177	h1SMcT0002697.4, h1SMcT0002697.2, h1SMcT0002697.3, h1SMcT0002697.6, h1SMcT0002697.5, h1SMcT0002697.1, h1SMcT0002697.7, h1SMcT0002697.8	STRK1_72600.1
OG0005178	h1SMcT0015409.3, h1SMcT0015409.1, h1SMcT0015409.2	STRK1_64510.1, STRK1_64520.1
OG0005179	h1SMcT0005022.1	STRK1_93800.1
OG0005180	h1SMcT0012658.1, h1SMcT0012658.2, h1SMcT0010438.1, h1SMcT0010438.2	STRK1_19320.1
OG0005181	h1SMcT0019487.1	STRK1_80190.1
OG0005182	h1SMcT0003504.1	STRK1_43640.1
OG0005183	h1SMcT0018644.1, h1SMcT0018644.2	STRK1_55640.1, STRK1_55640.2
OG0005184	h1SMcT0006292.1, h1SMcT0006294.2, h1SMcT0006294.1, h1SMcT0006294.3	STRK1_58220.1, STRK1_58220.2
OG0005185	h1SMcT0004545.1, h1SMcT0006069.1, h1SMcT0006069.2	STRK1_69430.1, STRK1_69430.2
OG0005188	h1SMcT0014837.1, h1SMcT0014837.2	STRK1_84460.1
OG0005189	h1SMcT0016859.1	STRK1_36910.1
OG0005190	h1SMcT0020179.1, h1SMcT0020179.2, h1SMcT0020179.3	STRK1_75240.1
OG0005191	h1SMcT0022602.1	STRK1_77070.1
OG0005192	h1SMcT0010739.1, h1SMcT0010739.2	STRK1_74540.1
OG0005193	h1SMcT0004292.1, h1SMcT0007575.1, h1SMcT0002383.1, h1SMcT0002383.2	STRK1_79330.1
OG0005194	h1SMcT0016411.1, h1SMcT0010364.1, h1SMcT0010364.2, h1SMcT0014969.1, h1SMcT0014970.1, h1SMcT0002605.1, h1SMcT0002605.2, h1SMcT0014400.1	STRK1_72550.1
OG0005195	h1SMcT0020581.3, h1SMcT0020581.2, h1SMcT0020581.1, h1SMcT0020581.4	STRK1_31170.1, STRK1_31170.2
OG0005196	h1SMcT0008317.1	STRK1_55810.1
OG0005198	h1SMcT0020475.1, h1SMcT0020475.2	STRK1_44760.1, STRK1_104950.1
OG0005199	h1SMcT0020796.1	STRK1_97620.1
OG0005200	h1SMcT0006036.1, h1SMcT0021477.1	STRK1_54660.1
OG0005202	h1SMcT0001747.1	STRK1_101720.1, STRK1_109520.1
OG0005204	h1SMcT0000429.1, h1SMcT0000429.2	STRK1_14730.1, STRK1_14730.2
OG0005205	h1SMcT0016384.1, h1SMcT0016384.3, h1SMcT0016384.2	STRK1_16480.1
OG0005206	h1SMcT0013001.1	STRK1_46680.1, STRK1_46680.2
OG0005207	h1SMcT0022601.1, h1SMcT0012871.1, h1SMcT0021038.1	STRK1_80390.1
OG0005208	h1SMcT0001241.1	STRK1_48730.1
OG0005211	h1SMcT0002379.1, h1SMcT0009893.1, h1SMcT0007256.1, h1SMcT0021478.1	STRK1_48890.1
OG0005212	h1SMcT0022523.1	STRK1_12460.1
OG0005213	h1SMcT0001006.1, h1SMcT0001006.3, h1SMcT0001006.2	STRK1_93840.1
OG0005214	h1SMcT0011132.1, h1SMcT0011132.2, h1SMcT0011132.3	STRK1_6170.1
OG0005215	h1SMcT0010625.1, h1SMcT0011878.1	STRK1_74150.1
OG0005216	h1SMcT0013218.2, h1SMcT0013218.1, h1SMcT0013218.3	STRK1_1540.1
OG0005217	h1SMcT0019440.1	STRK1_71040.1
OG0005218	h1SMcT0009334.2, h1SMcT0009334.1, h1SMcT0009334.3	STRK1_85540.1
OG0005219	h1SMcT0002582.1	STRK1_12190.1
OG0005220	h1SMcT0021446.1	STRK1_6380.1, STRK1_6380.2, STRK1_6380.3
OG0005221	h1SMcT0012226.2, h1SMcT0012226.1, h1SMcT0012226.3	STRK1_41400.1
OG0005222	h1SMcT0011200.1	STRK1_106190.1
OG0005223	h1SMcT0021783.1, h1SMcT0019022.1, h1SMcT0020565.1	STRK1_100880.1, STRK1_70220.1
OG0005224	h1SMcT0022033.3, h1SMcT0022033.2, h1SMcT0022033.1	STRK1_65910.1
OG0005225	h1SMcT0003494.1, h1SMcT0003494.2	STRK1_36620.1, STRK1_36620.2
OG0005226	h1SMcT0011805.1	STRK1_101730.1
OG0005227	h1SMcT0003569.1, h1SMcT0013010.1	STRK1_7230.1
OG0005229	h1SMcT0019174.1, h1SMcT0019175.1, h1SMcT0019176.1, h1SMcT0019504.1, h1SMcT0006033.1, h1SMcT0019124.1, h1SMcT0019124.2	STRK1_370.1, STRK1_420.1
OG0005230	h1SMcT0003226.1, h1SMcT0009626.1	STRK1_45890.1, STRK1_45890.2
OG0005231	h1SMcT0006267.1, h1SMcT0012375.1	STRK1_40010.1
OG0005233	h1SMcT0003543.1, h1SMcT0003543.2	STRK1_19290.1
OG0005234	h1SMcT0009154.1, h1SMcT0009154.2	STRK1_4530.1
OG0005237	h1SMcT0015847.1, h1SMcT0015847.2	STRK1_81830.1
OG0005238	h1SMcT0018416.1	STRK1_27520.1
OG0005239	h1SMcT0009499.1	STRK1_46070.1
OG0005240	h1SMcT0009986.1	STRK1_63780.1
OG0005241	h1SMcT0010536.1	STRK1_63470.1
OG0005244	h1SMcT0018206.1	STRK1_14310.1
OG0005247	h1SMcT0015327.1, h1SMcT0016935.1, h1SMcT0016935.2	STRK1_18030.1
OG0005248	h1SMcT0022068.1	STRK1_66920.1
OG0005249	h1SMcT0020925.1	STRK1_11620.1, STRK1_11620.2
OG0005252	h1SMcT0004216.1, h1SMcT0003227.1, h1SMcT0011960.4	STRK1_78240.1, STRK1_78250.1, STRK1_78250.2
OG0005255	h1SMcT0022207.1	STRK1_92730.1, STRK1_92720.1
OG0005256	h1SMcT0006781.1	STRK1_93890.1, STRK1_97990.1
OG0005259	h1SMcT0010193.1, h1SMcT0010193.2	STRK1_72150.1
OG0005263	h1SMcT0013829.1, h1SMcT0013829.2, h1SMcT0013829.3	STRK1_21850.1
OG0005283	h1SMcT0002380.1	STRK1_84660.1
OG0005284	h1SMcT0001301.3	STRK1_74300.1, STRK1_74300.2
OG0005285	h1SMcT0003242.1	STRK1_32310.1, STRK1_108380.1
OG0005287	h1SMcT0005450.1, h1SMcT0005450.2	STRK1_10800.1
OG0005288	h1SMcT0017172.2, h1SMcT0017172.3, h1SMcT0017172.1, h1SMcT0017172.4	STRK1_49180.1
OG0005289	h1SMcT0000523.1	STRK1_51290.1
OG0005290	h1SMcT0004323.2, h1SMcT0004323.1, h1SMcT0004323.3	STRK1_41570.1
OG0005292	h1SMcT0004388.1, h1SMcT0004388.2	STRK1_42850.1
OG0005293	h1SMcT0002811.1, h1SMcT0002811.2	STRK1_58100.1, STRK1_58100.2, STRK1_58110.1
OG0005294	h1SMcT0012241.1	STRK1_54700.1, STRK1_54700.2
OG0005295	h1SMcT0003821.1	STRK1_111450.1
OG0005296	h1SMcT0015665.1	STRK1_42530.1
OG0005297	h1SMcT0019461.1, h1SMcT0019461.2	STRK1_80490.1
OG0005298	h1SMcT0000587.3, h1SMcT0000587.1, h1SMcT0000587.2	STRK1_37380.1
OG0005299	h1SMcT0009514.1, h1SMcT0007086.1, h1SMcT0007086.7, h1SMcT0007086.8, h1SMcT0007086.2, h1SMcT0007086.4, h1SMcT0007086.5, h1SMcT0007086.6, h1SMcT0007086.3	STRK1_76890.1
OG0005300	h1SMcT0001478.2	STRK1_85620.1, STRK1_85620.2
OG0005301	h1SMcT0008033.1	STRK1_69060.1, STRK1_69070.1
OG0005302	h1SMcT0021406.4, h1SMcT0021406.1, h1SMcT0021406.3, h1SMcT0021406.2	STRK1_17710.1
OG0005303	h1SMcT0018047.1	STRK1_55000.1, STRK1_55020.1
OG0005304	h1SMcT0022522.1, h1SMcT0022522.2	STRK1_87580.1
OG0005306	h1SMcT0007567.1, h1SMcT0007828.1	STRK1_13450.1, STRK1_13450.2
OG0005307	h1SMcT0010020.1	STRK1_41240.1
OG0005309	h1SMcT0020079.1, h1SMcT0020079.2, h1SMcT0020078.1, h1SMcT0020078.2	STRK1_23520.1
OG0005310	h1SMcT0020927.1	STRK1_580.1
OG0005311	h1SMcT0002632.1, h1SMcT0002632.2	STRK1_82010.1
OG0005313	h1SMcT0020083.1	STRK1_22110.1, STRK1_22110.2
OG0005314	h1SMcT0007526.1	STRK1_18740.1
OG0005315	h1SMcT0008523.1, h1SMcT0008523.2, h1SMcT0005257.1, h1SMcT0022892.1	STRK1_109400.1
OG0005317	h1SMcT0006898.1, h1SMcT0006898.2	STRK1_57650.3, STRK1_57650.1, STRK1_57650.2
OG0005318	h1SMcT0003806.1	STRK1_36680.1
OG0005319	h1SMcT0018320.1	STRK1_59470.1, STRK1_59470.3, STRK1_59470.2
OG0005322	h1SMcT0012455.1	STRK1_87810.1
OG0005323	h1SMcT0017962.3	STRK1_27020.1
OG0005324	h1SMcT0005944.1	STRK1_37840.1
OG0005325	h1SMcT0003807.1, h1SMcT0003807.2	STRK1_32340.1
OG0005326	h1SMcT0013514.1, h1SMcT0021921.1, h1SMcT0021921.2	STRK1_7390.1
OG0005328	h1SMcT0017955.1	STRK1_59820.1
OG0005329	h1SMcT0011688.1	STRK1_14670.1
OG0005330	h1SMcT0020963.2, h1SMcT0020963.1, h1SMcT0020963.3	STRK1_79980.1, STRK1_79980.2
OG0005332	h1SMcT0016796.1, h1SMcT0016796.2	STRK1_86870.1
OG0005333	h1SMcT0017097.3, h1SMcT0017097.2, h1SMcT0017097.1	STRK1_20930.1
OG0005334	h1SMcT0003452.1	STRK1_4890.1
OG0005335	h1SMcT0018039.3, h1SMcT0018039.1, h1SMcT0018039.2	STRK1_74700.1
OG0005336	h1SMcT0014686.1, h1SMcT0014813.2, h1SMcT0014813.3	STRK1_7950.1
OG0005338	h1SMcT0019936.3, h1SMcT0019936.2, h1SMcT0019936.1	STRK1_50200.1
OG0005341	h1SMcT0013046.1	STRK1_4580.1
OG0005344	h1SMcT0003635.1	STRK1_74900.1
OG0005345	h1SMcT0020363.1, h1SMcT0022756.1	STRK1_28760.1
OG0005346	h1SMcT0019279.1, h1SMcT0019281.1	STRK1_9680.1
OG0005347	h1SMcT0020882.1	STRK1_63350.1
OG0005348	h1SMcT0008519.1	STRK1_8120.1
OG0005349	h1SMcT0000978.1	STRK1_80810.1
OG0005351	h1SMcT0004426.1	STRK1_46750.1
OG0005352	h1SMcT0009097.1	STRK1_17590.1
OG0005353	h1SMcT0019747.3, h1SMcT0019747.1, h1SMcT0019747.2	STRK1_91630.1, STRK1_91630.2
OG0005354	h1SMcT0020587.1	STRK1_36100.1, STRK1_36100.2
OG0005355	h1SMcT0005157.1	STRK1_37890.1
OG0005356	h1SMcT0007786.1	STRK1_77810.1
OG0005359	h1SMcT0008244.1, h1SMcT0008244.2	STRK1_2010.1, STRK1_2010.2, STRK1_2010.3
OG0005361	h1SMcT0015899.1	STRK1_4370.1
OG0005362	h1SMcT0005903.1	STRK1_65000.1
OG0005363	h1SMcT0013517.1	STRK1_570.1
OG0005364	h1SMcT0002564.1, h1SMcT0017083.1	STRK1_50070.1
OG0005365	h1SMcT0012090.1	STRK1_4140.1
OG0005367	h1SMcT0021009.1, h1SMcT0022883.1	STRK1_22350.1
OG0005368	h1SMcT0004520.3, h1SMcT0004520.1, h1SMcT0022902.1, h1SMcT0004520.2	STRK1_21120.1
OG0005369	h1SMcT0016420.1	STRK1_36080.1
OG0005371	h1SMcT0001649.1	STRK1_36030.1
OG0005373	h1SMcT0015114.1	STRK1_89670.1
OG0005374	h1SMcT0010137.1, h1SMcT0010137.2	STRK1_20560.1
OG0005375	h1SMcT0005341.1	STRK1_52810.1, STRK1_52810.2
OG0005376	h1SMcT0009939.1	STRK1_60570.1
OG0005377	h1SMcT0015011.1, h1SMcT0015011.2	STRK1_29870.1, STRK1_29870.2
OG0005378	h1SMcT0009657.1	STRK1_96600.1, STRK1_39890.1, STRK1_39880.2, STRK1_39880.1
OG0005379	h1SMcT0013103.1, h1SMcT0013104.1, h1SMcT0013104.2, h1SMcT0013104.3	STRK1_53830.1
OG0005381	h1SMcT0016472.1	STRK1_7220.1, STRK1_7220.2
OG0005382	h1SMcT0004183.1	STRK1_90790.1
OG0005383	h1SMcT0008183.3, h1SMcT0008183.1, h1SMcT0008183.2	STRK1_38080.1
OG0005384	h1SMcT0010476.1	STRK1_80740.1, STRK1_80740.2, STRK1_80740.3
OG0005385	h1SMcT0008834.1	STRK1_10460.1, STRK1_10460.2
OG0005386	h1SMcT0016783.1	STRK1_34200.1, STRK1_34200.2, STRK1_34200.3
OG0005387	h1SMcT0003956.1, h1SMcT0003956.2	STRK1_23560.1, STRK1_23560.2
OG0005389	h1SMcT0001253.1, h1SMcT0001253.2	STRK1_43820.1, STRK1_43810.1
OG0005390	h1SMcT0020536.1, h1SMcT0020536.2	STRK1_92570.1
OG0005391	h1SMcT0015403.2, h1SMcT0015403.5, h1SMcT0015403.4, h1SMcT0015403.3, h1SMcT0015403.6	STRK1_55550.1
OG0005393	h1SMcT0015371.1	STRK1_52650.1
OG0005396	h1SMcT0018694.1	STRK1_11760.1, STRK1_11760.2
OG0005397	h1SMcT0010847.1	STRK1_42550.1, STRK1_42550.2
OG0005398	h1SMcT0001541.1	STRK1_26470.1, STRK1_96990.1
OG0005401	h1SMcT0005090.1	STRK1_54830.1
OG0005402	h1SMcT0021158.1, h1SMcT0021158.2	STRK1_111480.1, STRK1_111480.2
OG0005403	h1SMcT0018277.1	STRK1_38170.1
OG0005404	h1SMcT0019608.1	STRK1_13560.1
OG0005407	h1SMcT0007418.1	STRK1_46300.1
OG0005408	h1SMcT0004871.1	STRK1_85920.1, STRK1_85920.2
OG0005409	h1SMcT0007996.1	STRK1_32160.1
OG0005410	h1SMcT0003115.1, h1SMcT0003115.2	STRK1_12220.1, STRK1_12220.2
OG0005412	h1SMcT0009590.1, h1SMcT0009590.2	STRK1_61310.1
OG0005414	h1SMcT0010838.1	STRK1_68420.1
OG0005416	h1SMcT0015697.2	STRK1_25770.1
OG0005419	h1SMcT0003258.1	STRK1_66190.1
OG0005421	h1SMcT0003273.1, h1SMcT0003273.2	STRK1_76960.1
OG0005423	h1SMcT0014429.1, h1SMcT0020215.1	STRK1_27260.1
OG0005424	h1SMcT0013767.1	STRK1_79790.1
OG0005425	h1SMcT0018078.1	STRK1_79750.1
OG0005427	h1SMcT0014789.1	STRK1_93430.1
OG0005429	h1SMcT0006786.1	STRK1_57850.1
OG0005430	h1SMcT0021869.1, h1SMcT0021869.2	STRK1_42330.1
OG0005431	h1SMcT0019095.1	STRK1_72570.1
OG0005432	h1SMcT0012570.1, h1SMcT0012570.2	STRK1_79600.1, STRK1_79600.2
OG0005433	h1SMcT0021246.1, h1SMcT0021246.2	STRK1_72660.1
OG0005434	h1SMcT0015390.1	STRK1_25990.1
OG0005436	h1SMcT0006444.1	STRK1_55730.1, STRK1_55730.2
OG0005437	h1SMcT0015933.1	STRK1_64340.1
OG0005438	h1SMcT0001432.1	STRK1_10510.1
OG0005440	h1SMcT0018497.1, h1SMcT0018497.2, h1SMcT0018497.3, h1SMcT0018497.4, h1SMcT0018497.5, h1SMcT0019105.1	STRK1_70050.1
OG0005441	h1SMcT0012429.1	STRK1_85900.1
OG0005443	h1SMcT0012006.1, h1SMcT0012006.2	STRK1_60590.1
OG0005444	h1SMcT0009319.1, h1SMcT0013405.1	STRK1_2070.1
OG0005446	h1SMcT0000572.1, h1SMcT0000572.2	STRK1_43040.1
OG0005447	h1SMcT0009078.1	STRK1_61950.2, STRK1_61950.1
OG0005450	h1SMcT0022397.4, h1SMcT0022397.2, h1SMcT0022397.1, h1SMcT0022397.3	STRK1_58140.1
OG0005451	h1SMcT0000680.1	STRK1_80180.1, STRK1_80180.2
OG0005454	h1SMcT0014647.1, h1SMcT0014647.2, h1SMcT0014647.3	STRK1_46270.1, STRK1_106320.1
OG0005455	h1SMcT0022412.1	STRK1_49010.1
OG0005463	h1SMcT0000925.1, h1SMcT0000925.2	STRK1_18730.1, STRK1_18730.2
OG0005464	h1SMcT0004115.1, h1SMcT0022471.1	STRK1_52410.1
OG0005465	h1SMcT0001165.1	STRK1_85930.1, STRK1_85930.2
OG0005466	h1SMcT0010849.1	STRK1_68080.1, STRK1_68080.2, STRK1_68080.3, STRK1_68080.4
OG0005467	h1SMcT0015151.1	STRK1_63690.1
OG0005468	h1SMcT0018683.1	STRK1_18490.1
OG0005469	h1SMcT0013802.1, h1SMcT0013802.2	STRK1_66180.1, STRK1_66180.2, STRK1_108540.1
OG0005470	h1SMcT0009932.3	STRK1_94020.1
OG0005471	h1SMcT0016372.2, h1SMcT0016372.3	STRK1_2240.1
OG0005472	h1SMcT0008257.1	STRK1_71600.1
OG0005473	h1SMcT0010049.1	STRK1_260.1, STRK1_260.2
OG0005474	h1SMcT0001968.3, h1SMcT0001968.1, h1SMcT0001968.2	STRK1_38610.1
OG0005475	h1SMcT0013087.1, h1SMcT0013087.2	STRK1_80990.1
OG0005476	h1SMcT0006388.1	STRK1_111030.1, STRK1_38180.1
OG0005477	h1SMcT0003277.2, h1SMcT0003277.3, h1SMcT0003277.4	STRK1_38660.1
OG0005478	h1SMcT0020687.1	STRK1_55790.1
OG0005479	h1SMcT0011822.1	STRK1_73450.1
OG0005480	h1SMcT0005344.1	STRK1_71390.1, STRK1_71390.2, STRK1_71390.3, STRK1_71390.4
OG0005481	h1SMcT0016500.1	STRK1_96280.1
OG0005483	h1SMcT0009925.1	STRK1_38400.1, STRK1_38400.2
OG0005484	h1SMcT0004462.1, h1SMcT0004462.2, h1SMcT0004462.3	STRK1_20380.1
OG0005485	h1SMcT0014986.1, h1SMcT0014986.2	STRK1_52360.3, STRK1_52360.5, STRK1_52360.2, STRK1_52360.1, STRK1_52360.4
OG0005487	h1SMcT0014822.1	STRK1_21970.1
OG0005489	h1SMcT0016810.1	STRK1_6600.1, STRK1_6600.2
OG0005490	h1SMcT0006778.1	STRK1_35010.1
OG0005492	h1SMcT0006678.1	STRK1_89770.1
OG0005494	h1SMcT0011251.1	STRK1_15290.1
OG0005495	h1SMcT0020597.1	STRK1_77130.1, STRK1_99000.1
OG0005499	h1SMcT0021392.1	STRK1_87950.1
OG0005500	h1SMcT0012220.1	STRK1_18170.1
OG0005503	h1SMcT0013867.1, h1SMcT0013867.2	STRK1_41210.1
OG0005504	h1SMcT0000351.1, h1SMcT0018978.1	STRK1_80680.1
OG0005505	h1SMcT0006432.1	STRK1_72390.1
OG0005506	h1SMcT0017432.1, h1SMcT0017432.2, h1SMcT0017432.3	STRK1_85690.1
OG0005507	h1SMcT0004236.1	STRK1_84320.1, STRK1_84320.2
OG0005508	h1SMcT0006627.1, h1SMcT0010553.1	STRK1_960.1
OG0005509	h1SMcT0016419.1	STRK1_94690.1, STRK1_94690.3, STRK1_94690.2
OG0005511	h1SMcT0018808.1, h1SMcT0018997.1	STRK1_72690.1, STRK1_72710.1
OG0005512	h1SMcT0021450.1, h1SMcT0021450.2	STRK1_6230.1
OG0005514	h1SMcT0015819.1	STRK1_23490.1
OG0005515	h1SMcT0004918.1	STRK1_111460.1
OG0005517	h1SMcT0002906.1	STRK1_64390.1
OG0005519	h1SMcT0019369.1, h1SMcT0019371.1	STRK1_36450.1
OG0005520	h1SMcT0007962.1	STRK1_60550.1
OG0005522	h1SMcT0022313.1	STRK1_35290.1, STRK1_35290.2
OG0005523	h1SMcT0019034.1, h1SMcT0019034.2	STRK1_107290.1, STRK1_111320.1, STRK1_94280.1
OG0005524	h1SMcT0011813.1	STRK1_1190.1
OG0005525	h1SMcT0005456.1, h1SMcT0005456.2	STRK1_55450.1
OG0005526	h1SMcT0016565.1	STRK1_32730.1
OG0005530	h1SMcT0002387.2	STRK1_7590.1
OG0005531	h1SMcT0015758.1, h1SMcT0022643.1	STRK1_12270.1, STRK1_12270.2
OG0005532	h1SMcT0013328.1	STRK1_5150.1
OG0005533	h1SMcT0005471.1, h1SMcT0005471.2, h1SMcT0005471.3	STRK1_1180.1, STRK1_1180.2, STRK1_1180.3
OG0005536	h1SMcT0004915.1	STRK1_31150.1
OG0005538	h1SMcT0010184.1, h1SMcT0010184.2	STRK1_50400.1
OG0005539	h1SMcT0012886.1	STRK1_29640.1
OG0005540	h1SMcT0012099.1, h1SMcT0012099.2	STRK1_57700.1, STRK1_57700.2, STRK1_95470.1
OG0005544	h1SMcT0020071.1, h1SMcT0020053.1, h1SMcT0020072.1, h1SMcT0020072.3, h1SMcT0020072.2	STRK1_22050.1
OG0005545	h1SMcT0017986.1, h1SMcT0017986.2	STRK1_15940.1
OG0005566	h1SMcT0018975.2, h1SMcT0018975.1, h1SMcT0018975.3	STRK1_75810.1
OG0005567	h1SMcT0016108.1	STRK1_11720.1
OG0005568	h1SMcT0019427.1, h1SMcT0019427.2	STRK1_70960.1
OG0005569	h1SMcT0017846.1	STRK1_92830.1
OG0005570	h1SMcT0005891.1, h1SMcT0005891.2	STRK1_33850.1
OG0005571	h1SMcT0002895.1, h1SMcT0002895.2	STRK1_44870.1
OG0005572	h1SMcT0013254.1	STRK1_65010.1
OG0005573	h1SMcT0001255.3, h1SMcT0001255.1, h1SMcT0001255.2	STRK1_9150.1
OG0005575	h1SMcT0017162.1, h1SMcT0019740.1, h1SMcT0021537.1, h1SMcT0010862.1	STRK1_102800.1, STRK1_66170.1
OG0005576	h1SMcT0004809.1, h1SMcT0004809.2, h1SMcT0004809.3	STRK1_66200.1
OG0005577	h1SMcT0002264.1, h1SMcT0002264.2	STRK1_107780.1, STRK1_98980.1
OG0005578	h1SMcT0008349.1	STRK1_49880.1, STRK1_49880.2
OG0005579	h1SMcT0001895.1, h1SMcT0001896.1	STRK1_9830.1
OG0005580	h1SMcT0014314.1	STRK1_52450.1, STRK1_52520.1
OG0005582	h1SMcT0012277.1, h1SMcT0009720.1, h1SMcT0010620.1, h1SMcT0005087.1, h1SMcT0005088.1, h1SMcT0016597.1, h1SMcT0016953.1	STRK1_34390.1
OG0005583	h1SMcT0003795.1, h1SMcT0005282.1, h1SMcT0005283.1	STRK1_83430.1, STRK1_106340.1
OG0005584	h1SMcT0006174.1	STRK1_90380.1
OG0005585	h1SMcT0014311.1, h1SMcT0014311.2, h1SMcT0014311.3	STRK1_93230.1
OG0005586	h1SMcT0020113.3	STRK1_93240.1
OG0005587	h1SMcT0016635.1, h1SMcT0016635.2	STRK1_72640.1
OG0005588	h1SMcT0020288.1, h1SMcT0020288.2, h1SMcT0020288.3, h1SMcT0018528.1, h1SMcT0018528.4, h1SMcT0018528.3, h1SMcT0018528.2	STRK1_26660.1
OG0005589	h1SMcT0013330.1, h1SMcT0013330.2	STRK1_57090.1
OG0005590	h1SMcT0013150.1	STRK1_13460.1
OG0005591	h1SMcT0013353.1, h1SMcT0013353.2	STRK1_62510.1
OG0005593	h1SMcT0001344.1	STRK1_69480.1
OG0005594	h1SMcT0011756.1	STRK1_68070.1
OG0005597	h1SMcT0015563.1	STRK1_94130.1, STRK1_94130.2
OG0005598	h1SMcT0010718.1	STRK1_71240.1
OG0005600	h1SMcT0009864.1	STRK1_1770.1
OG0005602	h1SMcT0011816.1, h1SMcT0011816.2	STRK1_21500.1
OG0005604	h1SMcT0011971.1	STRK1_30010.1, STRK1_30010.3, STRK1_30010.2
OG0005605	h1SMcT0017025.1, h1SMcT0013821.1, h1SMcT0013821.2, h1SMcT0013821.3	STRK1_30990.1, STRK1_31000.1
OG0005606	h1SMcT0019319.1	STRK1_76850.1
OG0005607	h1SMcT0000423.1	STRK1_86470.1, STRK1_86480.1, STRK1_86480.2, STRK1_86500.1, STRK1_105060.1
OG0005608	h1SMcT0014511.1, h1SMcT0014511.2	STRK1_62920.1
OG0005609	h1SMcT0010262.1	STRK1_60940.1, STRK1_60970.1
