Orthogroup	schmidtea_mediterranea	schistosoma_bovis
OG0006436	h1SMcT0016628.1, h1SMcT0009930.1, h1SMcT0002558.1, h1SMcT0002558.2	SBOV2_68720.1
OG0006437	h1SMcT0002265.1	SBOV2_90540.1, SBOV2_90530.1
OG0006438	h1SMcT0000500.1	SBOV2_75730.1
OG0006439	h1SMcT0004348.1	SBOV2_13120.1
OG0006440	h1SMcT0014228.1	SBOV2_54790.1
OG0006443	h1SMcT0003262.1	SBOV2_19200.1
OG0006444	h1SMcT0001062.1	SBOV2_89110.1
OG0006445	h1SMcT0007143.1, h1SMcT0007143.2	SBOV2_69500.1
OG0006446	h1SMcT0012505.3, h1SMcT0012505.1, h1SMcT0012505.2	SBOV2_53470.1
OG0006447	h1SMcT0008127.1	SBOV2_86820.2, SBOV2_86820.1
OG0006449	h1SMcT0000439.1	SBOV2_35890.2, SBOV2_35890.1
OG0006450	h1SMcT0003681.1, h1SMcT0021965.1	SBOV2_2710.1
OG0006451	h1SMcT0001916.1	SBOV2_70550.1
OG0006452	h1SMcT0010998.1	SBOV2_55770.1
OG0006453	h1SMcT0004320.1, h1SMcT0004320.2	SBOV2_68760.1
OG0006454	h1SMcT0007237.1, h1SMcT0001766.1, h1SMcT0007238.1	SBOV2_9500.1
OG0006455	h1SMcT0010537.1, h1SMcT0010537.2	SBOV2_54940.1
OG0006456	h1SMcT0016808.1	SBOV2_1700.1, SBOV2_1700.2
OG0006458	h1SMcT0000245.1	SBOV2_66150.1
OG0006459	h1SMcT0003107.1	SBOV2_55250.1
OG0006460	h1SMcT0009688.1, h1SMcT0009688.3, h1SMcT0009688.5, h1SMcT0009688.2, h1SMcT0009688.4	SBOV2_64920.1
OG0006461	h1SMcT0013079.1	SBOV2_85510.1
OG0006462	h1SMcT0015627.1	SBOV2_49810.1
OG0006463	h1SMcT0000917.1	SBOV2_61740.1
OG0006464	h1SMcT0007969.1, h1SMcT0007969.2, h1SMcT0007969.3	SBOV2_21510.1
OG0006466	h1SMcT0018794.1, h1SMcT0018794.2	SBOV2_87180.1
OG0006467	h1SMcT0018340.1	SBOV2_10330.1
OG0006468	h1SMcT0015661.1	SBOV2_41810.1
OG0006469	h1SMcT0002095.1, h1SMcT0002095.3, h1SMcT0002095.2	SBOV2_14520.1
OG0006470	h1SMcT0013516.1	SBOV2_58040.1, SBOV2_58010.1
OG0006471	h1SMcT0008136.1	SBOV2_82980.1, SBOV2_82980.2, SBOV2_82980.3
OG0006472	h1SMcT0003862.1	SBOV2_82950.1
OG0006474	h1SMcT0021984.1	SBOV2_65690.1
OG0006475	h1SMcT0015752.1	SBOV2_13200.1, SBOV2_13200.2
OG0006476	h1SMcT0008480.1	SBOV2_3200.1
OG0006477	h1SMcT0006216.1	SBOV2_39950.1
OG0006478	h1SMcT0005634.1	SBOV2_7830.1
OG0006480	h1SMcT0009285.3, h1SMcT0009285.4, h1SMcT0009285.2, h1SMcT0009285.1	SBOV2_21700.1
OG0006481	h1SMcT0011835.1, h1SMcT0011835.2	SBOV2_66680.1
OG0006483	h1SMcT0008738.1, h1SMcT0008737.1, h1SMcT0007808.1, h1SMcT0022082.1	SBOV2_59950.1
OG0006486	h1SMcT0016989.1, h1SMcT0016990.1	SBOV2_21710.1
OG0006487	h1SMcT0007650.1	SBOV2_72700.1
OG0006488	h1SMcT0002411.1, h1SMcT0021061.1	SBOV2_15850.1
OG0006489	h1SMcT0007576.1, h1SMcT0007576.2	SBOV2_10930.1
OG0006490	h1SMcT0010567.1	SBOV2_7690.1
OG0006491	h1SMcT0017740.1	SBOV2_84400.1, SBOV2_84400.2, SBOV2_84400.3, SBOV2_84400.4
OG0006492	h1SMcT0000613.1	SBOV2_36120.2, SBOV2_36120.1
OG0006494	h1SMcT0016118.1	SBOV2_62370.1
OG0006496	h1SMcT0022295.1, h1SMcT0022295.2	SBOV2_44490.1
OG0006498	h1SMcT0001273.1	SBOV2_1860.1
OG0006499	h1SMcT0020873.1	SBOV2_5650.1, SBOV2_5650.2
OG0006501	h1SMcT0020260.1	SBOV2_88300.1
OG0006503	h1SMcT0013964.1, h1SMcT0013964.2, h1SMcT0008714.1, h1SMcT0008715.1	SBOV2_79450.1
OG0006506	h1SMcT0000633.1, h1SMcT0012509.2, h1SMcT0012509.8	SBOV2_66260.1
OG0006507	h1SMcT0008818.1, h1SMcT0008818.2	SBOV2_61500.1
OG0006508	h1SMcT0008988.1, h1SMcT0008988.3, h1SMcT0008988.2, h1SMcT0008988.4, h1SMcT0008988.5, h1SMcT0008988.6, h1SMcT0008988.7	SBOV2_65720.1
OG0006509	h1SMcT0001266.1	SBOV2_92910.1
OG0006510	h1SMcT0022873.1, h1SMcT0022873.2	SBOV2_40810.1
OG0006513	h1SMcT0003911.1, h1SMcT0001477.1, h1SMcT0005497.1	SBOV2_30090.1
OG0006514	h1SMcT0014377.1	SBOV2_81730.1
OG0006517	h1SMcT0005861.1, h1SMcT0004717.2	SBOV2_94310.1, SBOV2_94310.2, SBOV2_94310.3
OG0006519	h1SMcT0020666.1	SBOV2_92440.1
OG0006525	h1SMcT0022177.1	SBOV2_63300.1
OG0006543	h1SMcT0015299.1	SBOV2_82300.1
OG0006544	h1SMcT0009306.1	SBOV2_94660.1
OG0006545	h1SMcT0005144.1	SBOV2_71120.1
OG0006548	h1SMcT0001078.1	SBOV2_91510.1
OG0006552	h1SMcT0021443.1	SBOV2_14670.1
OG0006553	h1SMcT0011765.1, h1SMcT0007041.2, h1SMcT0007041.1, h1SMcT0007041.3	SBOV2_76340.1
OG0006554	h1SMcT0016709.1	SBOV2_43060.1
OG0006557	h1SMcT0001898.1, h1SMcT0004846.1	SBOV2_60510.1, SBOV2_60510.2
OG0006559	h1SMcT0010999.1	SBOV2_5170.2
OG0006560	h1SMcT0005503.1	SBOV2_40880.1
OG0006562	h1SMcT0003584.1	SBOV2_13230.1
OG0006566	h1SMcT0010659.1	SBOV2_38370.1
OG0006567	h1SMcT0013213.1, h1SMcT0019795.1, h1SMcT0019797.1, h1SMcT0004502.1	SBOV2_37390.1
OG0006568	h1SMcT0003492.1, h1SMcT0003492.3, h1SMcT0003492.2	SBOV2_20220.1
OG0006569	h1SMcT0001902.1, h1SMcT0001902.2	SBOV2_38390.1
OG0006570	h1SMcT0017168.1	SBOV2_50020.1
OG0006571	h1SMcT0014394.1, h1SMcT0014394.2	SBOV2_61410.1
OG0006572	h1SMcT0001020.1	SBOV2_45690.1
OG0006573	h1SMcT0017971.1	SBOV2_1980.1
OG0006574	h1SMcT0001195.1, h1SMcT0022907.1, h1SMcT0022907.2	SBOV2_66170.1
OG0006575	h1SMcT0007824.1, h1SMcT0007824.2	SBOV2_57290.1
OG0006577	h1SMcT0002191.1, h1SMcT0002191.2	SBOV2_31920.1
OG0006579	h1SMcT0022358.1, h1SMcT0022358.2, h1SMcT0022358.3, h1SMcT0022358.4	SBOV2_41690.1, SBOV2_41690.2
OG0006580	h1SMcT0012739.1, h1SMcT0012739.2	SBOV2_75710.1
OG0006581	h1SMcT0011356.1, h1SMcT0013532.1	SBOV2_40890.1
OG0006582	h1SMcT0021507.1, h1SMcT0010828.1, h1SMcT0010714.1	SBOV2_36980.1
OG0006585	h1SMcT0003746.1	SBOV2_17530.3, SBOV2_17530.1, SBOV2_17530.2
OG0006586	h1SMcT0018534.1	SBOV2_30250.1
OG0006588	h1SMcT0008337.1	SBOV2_13590.1
OG0006590	h1SMcT0001276.1, h1SMcT0019290.1, h1SMcT0019290.2, h1SMcT0019290.3	SBOV2_20870.1
OG0006591	h1SMcT0012764.1	SBOV2_71590.1
OG0006595	h1SMcT0002034.1	SBOV2_52120.1
OG0006596	h1SMcT0010208.1, h1SMcT0010208.2	SBOV2_77870.1
OG0006597	h1SMcT0006841.1	SBOV2_76690.1
OG0006598	h1SMcT0011555.1, h1SMcT0015818.1, h1SMcT0012618.1, h1SMcT0001878.1, h1SMcT0001878.2	SBOV2_92860.1
OG0006601	h1SMcT0013008.2	SBOV2_53760.1
OG0006602	h1SMcT0005303.1	SBOV2_24700.1, SBOV2_24700.2
OG0006603	h1SMcT0017182.1, h1SMcT0018250.1, h1SMcT0000787.1, h1SMcT0000788.1	SBOV2_91960.1
OG0006604	h1SMcT0006690.1	SBOV2_55110.1
OG0006605	h1SMcT0003987.2, h1SMcT0003987.1, h1SMcT0003987.3, h1SMcT0003987.4	SBOV2_18110.1
OG0006606	h1SMcT0018446.1, h1SMcT0018446.2	SBOV2_72260.1, SBOV2_72260.2
OG0006607	h1SMcT0004103.1	SBOV2_41240.1, SBOV2_41240.2
OG0006608	h1SMcT0008833.1, h1SMcT0014528.1, h1SMcT0013569.1	SBOV2_20280.1
OG0006613	h1SMcT0017031.1, h1SMcT0001928.1	SBOV2_55470.1
OG0006614	h1SMcT0008173.1	SBOV2_65090.1
OG0006615	h1SMcT0011285.1, h1SMcT0011286.1	SBOV2_33520.1
OG0006616	h1SMcT0002093.1	SBOV2_70490.1
OG0006619	h1SMcT0007411.1, h1SMcT0000282.1	SBOV2_23600.1
OG0006620	h1SMcT0017271.1, h1SMcT0017271.2	SBOV2_2150.1
OG0006622	h1SMcT0012049.1	SBOV2_15950.1
OG0006623	h1SMcT0003436.1	SBOV2_65870.1, SBOV2_65840.1, SBOV2_65840.2
OG0006624	h1SMcT0013698.1, h1SMcT0013698.2	SBOV2_33020.1
OG0006625	h1SMcT0015066.1	SBOV2_61320.1
OG0006626	h1SMcT0018963.1	SBOV2_35120.1
OG0006627	h1SMcT0000534.5	SBOV2_55780.1
OG0006628	h1SMcT0022187.1	SBOV2_91330.1
OG0006630	h1SMcT0017296.1	SBOV2_80790.1
OG0006632	h1SMcT0003631.1	SBOV2_28590.1, SBOV2_28590.2
OG0006633	h1SMcT0006207.1, h1SMcT0020454.1, h1SMcT0006996.1, h1SMcT0021098.1, h1SMcT0021099.1	SBOV2_69240.1
OG0006634	h1SMcT0007730.1	SBOV2_26890.1
OG0006635	h1SMcT0007472.1	SBOV2_7030.1
OG0006636	h1SMcT0021936.1	SBOV2_24290.2, SBOV2_24290.1, SBOV2_24290.3
OG0006638	h1SMcT0002815.1	SBOV2_7070.1
OG0006639	h1SMcT0013965.1	SBOV2_79150.1
OG0006640	h1SMcT0011267.1, h1SMcT0003930.1, h1SMcT0003930.2, h1SMcT0003930.3	SBOV2_8900.1
OG0006642	h1SMcT0020634.1, h1SMcT0010623.1, h1SMcT0010623.2	SBOV2_64020.1
OG0006644	h1SMcT0015822.1, h1SMcT0017092.1	SBOV2_24030.1
OG0006645	h1SMcT0008107.1	SBOV2_60590.1, SBOV2_60590.2, SBOV2_60590.3
OG0006646	h1SMcT0015675.1, h1SMcT0016764.1	SBOV2_53940.1
OG0006647	h1SMcT0000063.1	SBOV2_65860.1
OG0006648	h1SMcT0022436.1	SBOV2_65800.1
OG0006651	h1SMcT0021649.1	SBOV2_12340.1
OG0006653	h1SMcT0003680.1, h1SMcT0014349.1, h1SMcT0015536.1	SBOV2_63870.1
OG0006654	h1SMcT0010499.1, h1SMcT0010499.2, h1SMcT0010499.3	SBOV2_65760.1
OG0006655	h1SMcT0020640.1, h1SMcT0020640.2	SBOV2_33370.1
OG0006656	h1SMcT0011532.1	SBOV2_33380.1
OG0006657	h1SMcT0017824.1, h1SMcT0017824.2, h1SMcT0017824.3	SBOV2_24840.1
OG0006659	h1SMcT0013158.1, h1SMcT0004802.1, h1SMcT0022494.1	SBOV2_32620.1
OG0006660	h1SMcT0015553.1	SBOV2_84460.1
OG0006661	h1SMcT0007949.1, h1SMcT0007949.2	SBOV2_71860.1
OG0006665	h1SMcT0021157.1	SBOV2_31120.1
OG0006666	h1SMcT0022292.1, h1SMcT0022292.2	SBOV2_1360.1
OG0006667	h1SMcT0017461.1	SBOV2_6820.2, SBOV2_6820.1
OG0006668	h1SMcT0002023.1, h1SMcT0004921.1	SBOV2_24020.1
OG0006669	h1SMcT0013425.1, h1SMcT0013425.2	SBOV2_13930.1
OG0006670	h1SMcT0020793.1	SBOV2_70390.1
OG0006672	h1SMcT0013492.1	SBOV2_17420.1
OG0006673	h1SMcT0006718.1	SBOV2_19670.1
OG0006675	h1SMcT0020173.1, h1SMcT0003835.1, h1SMcT0002964.1, h1SMcT0013085.1	SBOV2_21900.1
OG0006676	h1SMcT0020171.1	SBOV2_73450.2, SBOV2_73450.1
OG0006678	h1SMcT0017713.1	SBOV2_46280.1
OG0006679	h1SMcT0011947.1	SBOV2_35330.1
OG0006680	h1SMcT0022338.1	SBOV2_11790.1
OG0006682	h1SMcT0018418.1	SBOV2_83390.1
OG0006683	h1SMcT0016366.1	SBOV2_20780.1
OG0006684	h1SMcT0008240.1, h1SMcT0010906.1, h1SMcT0017366.1	SBOV2_17690.1
OG0006685	h1SMcT0018758.1, h1SMcT0018759.1	SBOV2_33870.1
OG0006686	h1SMcT0002037.1	SBOV2_52250.1
OG0006688	h1SMcT0012656.1, h1SMcT0016114.1, h1SMcT0023009.1	SBOV2_58580.1
OG0006690	h1SMcT0013116.2	SBOV2_60470.1
OG0006691	h1SMcT0010292.1	SBOV2_75750.1
OG0006692	h1SMcT0022235.1	SBOV2_4450.1
OG0006693	h1SMcT0010545.1	SBOV2_22890.1
OG0006694	h1SMcT0014545.1	SBOV2_77080.1
OG0006696	h1SMcT0015115.1	SBOV2_86070.1
OG0006697	h1SMcT0006745.1	SBOV2_36920.1
OG0006698	h1SMcT0003779.1	SBOV2_26050.1
OG0006699	h1SMcT0021435.1	SBOV2_70510.1
OG0006700	h1SMcT0014346.1, h1SMcT0006616.1, h1SMcT0006616.2	SBOV2_28130.1
OG0006701	h1SMcT0012881.1, h1SMcT0012881.3, h1SMcT0012881.2, h1SMcT0012881.4	SBOV2_48820.1
OG0006703	h1SMcT0014286.6, h1SMcT0014286.3, h1SMcT0014286.7	SBOV2_7770.1
OG0006704	h1SMcT0003048.1, h1SMcT0003048.2	SBOV2_32410.1
OG0006705	h1SMcT0021854.1, h1SMcT0021854.2	SBOV2_56440.1, SBOV2_56440.2
OG0006707	h1SMcT0002429.1	SBOV2_37130.2, SBOV2_37130.1, SBOV2_37130.3
OG0006709	h1SMcT0002550.1	SBOV2_19310.1
OG0006711	h1SMcT0002727.1, h1SMcT0010865.1	SBOV2_64370.1
OG0006712	h1SMcT0010294.1, h1SMcT0010294.2, h1SMcT0010294.3	SBOV2_83620.1
OG0006713	h1SMcT0007128.1	SBOV2_34650.1
OG0006714	h1SMcT0000583.4, h1SMcT0000583.3, h1SMcT0000583.1	SBOV2_22200.1
OG0006716	h1SMcT0018762.1	SBOV2_44940.1
OG0006718	h1SMcT0006428.2	SBOV2_22000.1, SBOV2_21980.1
OG0006719	h1SMcT0014589.1	SBOV2_45460.1
OG0006721	h1SMcT0002343.1	SBOV2_12520.1
OG0006722	h1SMcT0001791.1	SBOV2_39020.1, SBOV2_39020.2
OG0006723	h1SMcT0002853.2	SBOV2_44950.1
OG0006724	h1SMcT0015392.1, h1SMcT0015392.2	SBOV2_3320.1
OG0006725	h1SMcT0010948.1	SBOV2_61890.1
OG0006726	h1SMcT0002612.1, h1SMcT0002612.2, h1SMcT0002612.3	SBOV2_62410.1
OG0006727	h1SMcT0013805.4	SBOV2_79260.1
OG0006730	h1SMcT0012562.2, h1SMcT0012562.1, h1SMcT0012562.3	SBOV2_35960.1
OG0006731	h1SMcT0006628.1	SBOV2_86530.1
OG0006732	h1SMcT0005049.1, h1SMcT0005049.2, h1SMcT0013215.1, h1SMcT0013217.1	SBOV2_63810.1
OG0006734	h1SMcT0008614.1	SBOV2_90860.1
OG0006736	h1SMcT0016884.1, h1SMcT0009835.1, h1SMcT0015572.1, h1SMcT0015572.2	SBOV2_72690.1
OG0006739	h1SMcT0019337.1	SBOV2_20590.1
OG0006740	h1SMcT0003280.1, h1SMcT0003280.2, h1SMcT0003280.3	SBOV2_81450.1
OG0006741	h1SMcT0005905.1, h1SMcT0005905.2	SBOV2_13360.1
OG0006742	h1SMcT0014326.1	SBOV2_10830.2, SBOV2_10830.1
OG0006743	h1SMcT0011415.1	SBOV2_49480.1
OG0006745	h1SMcT0006542.1, h1SMcT0003675.1, h1SMcT0003677.1, h1SMcT0003677.2	SBOV2_83670.1
OG0006747	h1SMcT0015628.1	SBOV2_80320.1
OG0006750	h1SMcT0003482.1	SBOV2_90800.1, SBOV2_90800.2
OG0006751	h1SMcT0008216.1	SBOV2_56220.1
OG0006752	h1SMcT0009544.1	SBOV2_13040.1, SBOV2_13040.2
OG0006753	h1SMcT0019734.1	SBOV2_68250.1
OG0006755	h1SMcT0002804.1	SBOV2_65210.1
OG0006756	h1SMcT0012602.2, h1SMcT0012602.3	SBOV2_85600.1
OG0006757	h1SMcT0007943.1	SBOV2_7990.1
OG0006760	h1SMcT0010509.1	SBOV2_63230.1
OG0006761	h1SMcT0017058.1	SBOV2_44900.1
OG0006762	h1SMcT0021079.1	SBOV2_92670.1
OG0006763	h1SMcT0015240.1	SBOV2_17950.1
OG0006768	h1SMcT0017877.1	SBOV2_7620.1
OG0006769	h1SMcT0019307.1, h1SMcT0005177.1, h1SMcT0005177.2	SBOV2_73410.1
OG0006770	h1SMcT0007005.2, h1SMcT0013961.1	SBOV2_43380.1
OG0006771	h1SMcT0019145.6	SBOV2_7220.1
OG0006774	h1SMcT0018285.1	SBOV2_18790.2, SBOV2_18790.3, SBOV2_18790.1
OG0006775	h1SMcT0020844.1	SBOV2_58950.1
OG0006776	h1SMcT0016119.1	SBOV2_64250.1
OG0006777	h1SMcT0007529.1	SBOV2_16920.1
OG0006778	h1SMcT0005307.1, h1SMcT0020404.1	SBOV2_20410.1
OG0006779	h1SMcT0017550.1	SBOV2_49170.1
OG0006780	h1SMcT0003632.2, h1SMcT0003632.1, h1SMcT0003632.3	SBOV2_82400.1
OG0006781	h1SMcT0016351.1, h1SMcT0016351.2	SBOV2_27440.1, SBOV2_27440.2
OG0006783	h1SMcT0017227.1, h1SMcT0017227.2	SBOV2_16610.1, SBOV2_16610.2
OG0006785	h1SMcT0009140.1	SBOV2_78460.2, SBOV2_78460.1
OG0006786	h1SMcT0010342.1	SBOV2_20450.1
OG0006787	h1SMcT0001982.1, h1SMcT0001982.2, h1SMcT0001982.3	SBOV2_34300.1
OG0006789	h1SMcT0002084.1, h1SMcT0011424.1	SBOV2_13010.1
OG0006792	h1SMcT0004945.3, h1SMcT0004945.1, h1SMcT0004945.2	SBOV2_22960.1
OG0006793	h1SMcT0005284.1	SBOV2_13060.1
OG0006795	h1SMcT0021120.1, h1SMcT0015161.1, h1SMcT0014428.1, h1SMcT0010726.1, h1SMcT0011116.1	SBOV2_13660.1
OG0006798	h1SMcT0019819.1, h1SMcT0019819.2	SBOV2_48650.1, SBOV2_48650.2
OG0006802	h1SMcT0000162.1	SBOV2_14850.1
OG0006804	h1SMcT0016627.1	SBOV2_82460.1, SBOV2_82460.2
OG0006807	h1SMcT0016309.1, h1SMcT0016309.2, h1SMcT0016309.3	SBOV2_35400.1, SBOV2_35400.2
OG0006808	h1SMcT0002026.1	SBOV2_40500.1
OG0006810	h1SMcT0010507.1, h1SMcT0010507.2	SBOV2_67200.1
OG0006813	h1SMcT0012336.8	SBOV2_35620.1
OG0006816	h1SMcT0022044.1, h1SMcT0022073.1	SBOV2_87610.1
OG0006819	h1SMcT0003122.5, h1SMcT0003122.2, h1SMcT0003122.3, h1SMcT0003122.1, h1SMcT0003122.4	SBOV2_15130.1
OG0006820	h1SMcT0020456.1, h1SMcT0020456.2, h1SMcT0018062.1, h1SMcT0000761.1	SBOV2_74840.1
OG0006821	h1SMcT0002883.1, h1SMcT0022849.1, h1SMcT0002883.2, h1SMcT0022849.2	SBOV2_30640.1
OG0006824	h1SMcT0003168.1, h1SMcT0003168.2, h1SMcT0003168.3	SBOV2_92170.1
OG0006829	h1SMcT0003727.1	SBOV2_64800.1
OG0006831	h1SMcT0004293.1	SBOV2_35910.1, SBOV2_35910.2
OG0006836	h1SMcT0015504.2, h1SMcT0016753.2	SBOV2_16430.1
OG0006851	h1SMcT0010282.1	SBOV2_66330.1
OG0006853	h1SMcT0017000.1	SBOV2_15180.1
OG0006854	h1SMcT0014340.1	SBOV2_48280.1
OG0006857	h1SMcT0005884.1, h1SMcT0005884.2	SBOV2_87870.1
OG0006860	h1SMcT0001712.1	SBOV2_15440.1
OG0006861	h1SMcT0006791.1	SBOV2_52560.1, SBOV2_52560.2
OG0006862	h1SMcT0011189.1	SBOV2_38560.1
OG0006864	h1SMcT0006082.1	SBOV2_47310.1
OG0006865	h1SMcT0001719.1, h1SMcT0001719.2	SBOV2_24470.1
OG0006868	h1SMcT0001266.2	SBOV2_10470.1
OG0006870	h1SMcT0022169.1, h1SMcT0022169.2	SBOV2_37990.1
OG0006872	h1SMcT0002105.1, h1SMcT0002105.2	SBOV2_47250.1, SBOV2_47270.1
OG0006873	h1SMcT0013730.1, h1SMcT0013730.2	SBOV2_6730.1
OG0006875	h1SMcT0009117.1, h1SMcT0008090.1	SBOV2_64990.1
OG0006876	h1SMcT0013811.1	SBOV2_34280.1
OG0006877	h1SMcT0003438.3, h1SMcT0003438.1, h1SMcT0003438.2	SBOV2_47520.1
OG0006878	h1SMcT0014952.1, h1SMcT0015726.1	SBOV2_81490.1
OG0006879	h1SMcT0020292.1, h1SMcT0020292.3, h1SMcT0020292.4	SBOV2_57960.1
OG0006880	h1SMcT0009636.1	SBOV2_79950.1
OG0006882	h1SMcT0023059.1, h1SMcT0001496.1, h1SMcT0001496.2	SBOV2_87250.1
OG0006883	h1SMcT0003893.3, h1SMcT0003893.1, h1SMcT0003893.2	SBOV2_41060.1
OG0006884	h1SMcT0011757.1, h1SMcT0011757.2	SBOV2_71210.1, SBOV2_71210.2
OG0006885	h1SMcT0012065.1, h1SMcT0012065.2	SBOV2_39250.1
OG0006886	h1SMcT0014883.1	SBOV2_35180.1
OG0006887	h1SMcT0000937.1, h1SMcT0018466.1	SBOV2_25230.1
OG0006888	h1SMcT0015706.1	SBOV2_29840.1
OG0006889	h1SMcT0000425.1	SBOV2_89370.1
OG0006892	h1SMcT0012690.1	SBOV2_62960.1
OG0006893	h1SMcT0013144.1	SBOV2_39140.1
OG0006894	h1SMcT0004651.1	SBOV2_94220.1
OG0006897	h1SMcT0018141.1	SBOV2_28220.1
OG0006899	h1SMcT0004174.1	SBOV2_36510.1
OG0006902	h1SMcT0008353.1, h1SMcT0014624.1	SBOV2_190.1
OG0006903	h1SMcT0002236.1	SBOV2_14410.1
OG0006904	h1SMcT0020982.1	SBOV2_52370.1, SBOV2_52360.1
OG0006906	h1SMcT0002849.1, h1SMcT0002849.2	SBOV2_55550.1, SBOV2_55560.1
OG0006907	h1SMcT0006458.1, h1SMcT0016894.1, h1SMcT0016894.2	SBOV2_50540.1
OG0006911	h1SMcT0011746.1	SBOV2_52690.1
OG0006912	h1SMcT0011834.1, h1SMcT0011834.2	SBOV2_13630.1
OG0006913	h1SMcT0015869.1	SBOV2_18360.1
OG0006914	h1SMcT0020529.1	SBOV2_53880.1
OG0006915	h1SMcT0006002.1, h1SMcT0019076.1	SBOV2_35490.1
OG0006916	h1SMcT0020644.1	SBOV2_91680.1
OG0006917	h1SMcT0002795.1	SBOV2_3410.1, SBOV2_3420.1
OG0006920	h1SMcT0007473.1	SBOV2_40860.1
OG0006921	h1SMcT0008461.1	SBOV2_60920.1
OG0006922	h1SMcT0000292.1	SBOV2_12530.1
OG0006923	h1SMcT0018123.1	SBOV2_93400.1
OG0006924	h1SMcT0006067.1, h1SMcT0018217.1, h1SMcT0018217.2	SBOV2_78500.1
OG0006925	h1SMcT0004596.2, h1SMcT0004596.1, h1SMcT0004596.3	SBOV2_49720.1
OG0006927	h1SMcT0012908.1	SBOV2_52650.1
OG0006928	h1SMcT0015508.1	SBOV2_15550.1
OG0006931	h1SMcT0004307.1, h1SMcT0023005.1, h1SMcT0000769.1	SBOV2_10050.1
OG0006934	h1SMcT0017484.1, h1SMcT0017484.2	SBOV2_41520.1
OG0006935	h1SMcT0010293.1, h1SMcT0010293.2	SBOV2_70470.1
OG0006936	h1SMcT0020758.1	SBOV2_30780.1
OG0006937	h1SMcT0019014.1	SBOV2_50750.1, SBOV2_50750.2
OG0006942	h1SMcT0007800.1	SBOV2_16870.1
OG0006946	h1SMcT0007995.1	SBOV2_12080.1
OG0006950	h1SMcT0021375.1, h1SMcT0021375.2	SBOV2_74580.1
OG0006952	h1SMcT0018878.1, h1SMcT0020352.1	SBOV2_39930.1
OG0006953	h1SMcT0016587.1	SBOV2_58690.1
OG0006955	h1SMcT0015332.1	SBOV2_36460.1
OG0006956	h1SMcT0011351.1	SBOV2_59740.1
OG0006957	h1SMcT0021744.1	SBOV2_70690.1
OG0006958	h1SMcT0001405.1	SBOV2_68440.1
OG0006959	h1SMcT0008056.1	SBOV2_85930.1
OG0006963	h1SMcT0018763.1	SBOV2_48310.1
OG0006964	h1SMcT0009161.1, h1SMcT0009161.2	SBOV2_61730.1
OG0006965	h1SMcT0010430.1	SBOV2_32190.1
OG0006969	h1SMcT0012156.1	SBOV2_70630.1
OG0006971	h1SMcT0014039.1	SBOV2_79390.1
OG0006972	h1SMcT0013994.1, h1SMcT0013994.2, h1SMcT0013994.3	SBOV2_60660.1
OG0006974	h1SMcT0009315.1	SBOV2_80240.1
OG0006975	h1SMcT0020174.1	SBOV2_21890.1
OG0006977	h1SMcT0004383.1, h1SMcT0017890.1	SBOV2_35040.1
OG0006978	h1SMcT0021078.1	SBOV2_22720.2, SBOV2_22720.1
OG0006980	h1SMcT0011174.1	SBOV2_78100.1
OG0006982	h1SMcT0007714.1, h1SMcT0011468.1, h1SMcT0011468.2	SBOV2_55610.1
OG0006983	h1SMcT0013786.1	SBOV2_15310.1
OG0006984	h1SMcT0001924.1, h1SMcT0014161.1	SBOV2_54000.1
OG0006985	h1SMcT0010035.2	SBOV2_26940.1
OG0006986	h1SMcT0005985.1	SBOV2_3440.1
OG0006987	h1SMcT0009223.1	SBOV2_76520.1
OG0006988	h1SMcT0019748.1	SBOV2_76530.1
OG0006989	h1SMcT0011654.1, h1SMcT0014537.1	SBOV2_72890.1
OG0006991	h1SMcT0019249.1, h1SMcT0019249.2	SBOV2_80130.1
OG0006993	h1SMcT0005776.1, h1SMcT0005776.2	SBOV2_16650.1
OG0006995	h1SMcT0003960.1, h1SMcT0006671.1, h1SMcT0002721.1, h1SMcT0018976.1	SBOV2_61770.1
OG0006996	h1SMcT0021139.3, h1SMcT0021139.1, h1SMcT0021139.2	SBOV2_240.1, SBOV2_250.1
OG0006998	h1SMcT0002185.1	SBOV2_75140.1, SBOV2_75160.1
OG0006999	h1SMcT0018288.1	SBOV2_45320.1
OG0007000	h1SMcT0013026.1, h1SMcT0015938.1	SBOV2_82190.1
OG0007001	h1SMcT0021590.1, h1SMcT0021590.2	SBOV2_48100.2, SBOV2_48100.1, SBOV2_48100.3
OG0007003	h1SMcT0015906.1, h1SMcT0015906.2	SBOV2_6740.1
OG0007005	h1SMcT0016080.1, h1SMcT0018648.1, h1SMcT0018648.2	SBOV2_45310.1
OG0007006	h1SMcT0019219.1, h1SMcT0019219.2	SBOV2_91640.1
OG0007008	h1SMcT0019120.1	SBOV2_63830.1, SBOV2_63830.2
OG0007010	h1SMcT0005039.1	SBOV2_21020.1
OG0007011	h1SMcT0006361.1	SBOV2_49520.1
OG0007013	h1SMcT0005744.1	SBOV2_63460.1, SBOV2_63460.2
OG0007016	h1SMcT0002345.1	SBOV2_17160.1
OG0007017	h1SMcT0015426.1	SBOV2_49830.1, SBOV2_49830.2
OG0007019	h1SMcT0014353.1, h1SMcT0016973.1	SBOV2_77640.1
OG0007020	h1SMcT0017566.1	SBOV2_55860.1
OG0007021	h1SMcT0019706.1	SBOV2_47880.1
