Orthogroup	schistosoma_guineensis	schistosoma_mattheei
OG0005711	SGUI1_16300.1, SGUI1_16300.2, SGUI1_16300.3	SMTH1_18500.1
OG0005712	SGUI1_89860.1	SMTH1_99260.1
OG0005713	SGUI1_66560.3, SGUI1_66560.1, SGUI1_66560.2	SMTH1_73560.1
OG0005714	SGUI1_91210.1	SMTH1_100830.1
OG0005715	SGUI1_74840.1	SMTH1_82870.1
OG0005716	SGUI1_51000.1, SGUI1_51000.2	SMTH1_56830.1
OG0005717	SGUI1_75690.1	SMTH1_83680.1, SMTH1_83680.2
OG0005718	SGUI1_49700.2, SGUI1_49700.1	SMTH1_55510.1
OG0005719	SGUI1_35600.1, SGUI1_35600.2	SMTH1_39600.1
OG0005720	SGUI1_84220.1	SMTH1_92920.1
OG0005722	SGUI1_93480.1	SMTH1_103370.1
OG0005723	SGUI1_42950.2, SGUI1_42950.3	SMTH1_47800.1
OG0005724	SGUI1_8600.1	SMTH1_10530.1
OG0005725	SGUI1_83860.1, SGUI1_83860.2, SGUI1_83860.3	SMTH1_92510.1, SMTH1_92510.2, SMTH1_92510.3
OG0005726	SGUI1_53180.1	SMTH1_59110.1
OG0005727	SGUI1_69070.1	SMTH1_76360.1
OG0005728	SGUI1_88270.1	SMTH1_97530.1
OG0005729	SGUI1_65260.1	SMTH1_72090.1
OG0005730	SGUI1_94580.1	SMTH1_104620.1, SMTH1_104610.1
OG0005731	SGUI1_81590.1, SGUI1_81590.2	SMTH1_90110.1
OG0005732	SGUI1_27140.1	SMTH1_30320.1
OG0005733	SGUI1_23900.1	SMTH1_26820.1
OG0005734	SGUI1_43490.1	SMTH1_48500.1
OG0005735	SGUI1_92550.1	SMTH1_102350.1
OG0005736	SGUI1_70290.1, SGUI1_70290.2	SMTH1_77540.1
OG0005737	SGUI1_64090.1	SMTH1_70830.1
OG0005738	SGUI1_4600.1	SMTH1_5530.1
OG0005739	SGUI1_29530.2	SMTH1_33020.2
OG0005740	SGUI1_80000.1	SMTH1_88480.1
OG0005741	SGUI1_86800.1	SMTH1_95850.1
OG0005743	SGUI1_15950.1	SMTH1_18120.1, SMTH1_18130.1
OG0005744	SGUI1_15740.1	SMTH1_17880.1
OG0005745	SGUI1_63620.1	SMTH1_70310.1
OG0005747	SGUI1_44890.1	SMTH1_49980.1
OG0005748	SGUI1_86560.1	SMTH1_95560.1
OG0005749	SGUI1_60340.1	SMTH1_66610.1, SMTH1_66430.1, SMTH1_66440.1
OG0005750	SGUI1_96250.1	SMTH1_106460.1
OG0005751	SGUI1_34030.1	SMTH1_38020.1
OG0005752	SGUI1_24310.1, SGUI1_24310.2	SMTH1_27300.1, SMTH1_27300.2, SMTH1_27300.3, SMTH1_27300.4
OG0005753	SGUI1_80640.1	SMTH1_89170.1
OG0005754	SGUI1_88160.1	SMTH1_97390.1
OG0005755	SGUI1_24800.1	SMTH1_27800.1
OG0005756	SGUI1_27400.1	SMTH1_30660.1, SMTH1_30660.2
OG0005757	SGUI1_74570.1	SMTH1_82620.1, SMTH1_82620.2
OG0005758	SGUI1_72130.1	SMTH1_79940.1, SMTH1_79940.2
OG0005759	SGUI1_27700.1	SMTH1_31020.1
OG0005760	SGUI1_48160.1	SMTH1_53800.1
OG0005762	SGUI1_62180.1	SMTH1_68660.1
OG0005763	SGUI1_92050.1	SMTH1_101730.1
OG0005764	SGUI1_65420.1, SGUI1_65420.2	SMTH1_72260.1, SMTH1_72270.1
OG0005765	SGUI1_25560.1, SGUI1_25560.2	SMTH1_28620.1
OG0005766	SGUI1_85320.1	SMTH1_94180.1
OG0005767	SGUI1_81110.1	SMTH1_89610.1, SMTH1_89610.2
OG0005768	SGUI1_31860.1	SMTH1_35610.1
OG0005769	SGUI1_13520.1	SMTH1_15630.1
OG0005770	SGUI1_41110.1	SMTH1_45830.1
OG0005771	SGUI1_53100.1	SMTH1_59020.1
OG0005773	SGUI1_69950.1	SMTH1_77270.1
OG0005774	SGUI1_66450.1	SMTH1_73420.1
OG0005775	SGUI1_42300.1, SGUI1_42300.2, SGUI1_42300.3, SGUI1_42300.4	SMTH1_47100.1, SMTH1_47090.1
OG0005776	SGUI1_87360.1, SGUI1_87360.2	SMTH1_96480.1, SMTH1_96470.1
OG0005777	SGUI1_42580.1	SMTH1_47430.1
OG0005778	SGUI1_68470.1, SGUI1_68470.2	SMTH1_75630.1
OG0005779	SGUI1_68990.1, SGUI1_68990.2	SMTH1_76230.1, SMTH1_76230.2
OG0005780	SGUI1_93640.1, SGUI1_93640.2	SMTH1_103510.1
OG0005781	SGUI1_87460.1	SMTH1_96580.1, SMTH1_96580.2, SMTH1_96580.3
OG0005782	SGUI1_44270.1	SMTH1_49260.1
OG0005783	SGUI1_89020.1, SGUI1_89020.2	SMTH1_98330.1
OG0005784	SGUI1_91680.1	SMTH1_101300.1
OG0005785	SGUI1_11170.1	SMTH1_13510.1
OG0005786	SGUI1_13600.1	SMTH1_15790.1
OG0005787	SGUI1_790.1, SGUI1_790.2	SMTH1_940.1
OG0005788	SGUI1_11390.1	SMTH1_13780.1
OG0005789	SGUI1_51610.1	SMTH1_57410.1
OG0005790	SGUI1_70700.1	SMTH1_78040.1
OG0005791	SGUI1_44530.1, SGUI1_44530.2	SMTH1_49560.1, SMTH1_49560.2, SMTH1_49560.3
OG0005792	SGUI1_3640.1	SMTH1_4210.1, SMTH1_4210.2
OG0005795	SGUI1_96150.1	SMTH1_106340.1
OG0005796	SGUI1_4780.1	SMTH1_5770.1, SMTH1_5770.2
OG0005797	SGUI1_95570.1	SMTH1_105690.1
OG0005798	SGUI1_71580.1	SMTH1_79230.1
OG0005799	SGUI1_20090.1	SMTH1_22800.1
OG0005800	SGUI1_83880.1	SMTH1_92530.1
OG0005801	SGUI1_15090.1	SMTH1_17140.1, SMTH1_17130.1
OG0005802	SGUI1_76460.1	SMTH1_84560.1
OG0005803	SGUI1_58500.1, SGUI1_58510.1	SMTH1_64530.1
OG0005804	SGUI1_92960.1	SMTH1_102810.1
OG0005805	SGUI1_70340.1	SMTH1_77600.1
OG0005806	SGUI1_82800.1	SMTH1_91400.1
OG0005807	SGUI1_80620.1	SMTH1_89150.1
OG0005808	SGUI1_39320.1	SMTH1_43770.1
OG0005809	SGUI1_28610.1, SGUI1_28610.2	SMTH1_32110.1, SMTH1_32110.2
OG0005810	SGUI1_87890.1	SMTH1_97060.1
OG0005811	SGUI1_12280.1	SMTH1_14730.1
OG0005812	SGUI1_39850.1	SMTH1_44470.1
OG0005813	SGUI1_72330.1	SMTH1_80160.1
OG0005814	SGUI1_14350.1	SMTH1_16320.1, SMTH1_16320.2
OG0005815	SGUI1_65690.1	SMTH1_72630.1
OG0005816	SGUI1_12570.1, SGUI1_12510.1	SMTH1_14920.1, SMTH1_14920.2
OG0005817	SGUI1_30660.1	SMTH1_34280.4, SMTH1_34280.1, SMTH1_34280.2, SMTH1_34280.3
OG0005818	SGUI1_90370.1	SMTH1_99900.1
OG0005819	SGUI1_52860.1	SMTH1_58760.1
OG0005820	SGUI1_63140.1	SMTH1_69760.1
OG0005821	SGUI1_96030.1	SMTH1_106190.1, SMTH1_106200.1
OG0005822	SGUI1_27430.1	SMTH1_30680.1
OG0005823	SGUI1_40240.1	SMTH1_44920.1
OG0005824	SGUI1_26650.1	SMTH1_29760.1, SMTH1_29760.2
OG0005825	SGUI1_27890.1	SMTH1_31220.1, SMTH1_31220.2
OG0005827	SGUI1_46000.1, SGUI1_46000.2	SMTH1_51340.1
OG0005828	SGUI1_90080.1	SMTH1_99490.1, SMTH1_99490.3, SMTH1_99490.2
OG0005829	SGUI1_59480.3, SGUI1_59480.2, SGUI1_59480.1	SMTH1_65610.1, SMTH1_65610.2
OG0005830	SGUI1_69180.1	SMTH1_76480.1
OG0005831	SGUI1_47670.1	SMTH1_53180.2, SMTH1_53180.1, SMTH1_53180.3
OG0005832	SGUI1_36360.1	SMTH1_40370.1
OG0005833	SGUI1_4530.1	SMTH1_5450.1
OG0005834	SGUI1_84470.1	SMTH1_93140.1
OG0005835	SGUI1_63670.1	SMTH1_70360.1
OG0005835	SGUI1_63670.2	SMTH1_70360.1
OG0005836	SGUI1_83730.1, SGUI1_83730.2	SMTH1_92360.1
OG0005837	SGUI1_92450.1	SMTH1_102240.1
OG0005838	SGUI1_840.1	SMTH1_1000.1, SMTH1_990.1
OG0005839	SGUI1_25660.2, SGUI1_25660.3, SGUI1_25660.1, SGUI1_25660.4	SMTH1_28720.1, SMTH1_28720.2
OG0005840	SGUI1_86470.1	SMTH1_95500.1
OG0005841	SGUI1_13710.1	SMTH1_15660.1, SMTH1_15660.2
OG0005842	SGUI1_50810.1	SMTH1_56640.1
OG0005843	SGUI1_19670.1	SMTH1_23350.1
OG0005844	SGUI1_11080.1	SMTH1_13400.1
OG0005845	SGUI1_93600.1	SMTH1_103480.1
OG0005846	SGUI1_34140.1	SMTH1_38110.1, SMTH1_38110.2
OG0005847	SGUI1_96550.1, SGUI1_96550.2	SMTH1_106740.1
OG0005849	SGUI1_97190.1	SMTH1_106670.1
OG0005850	SGUI1_35100.1	SMTH1_39160.1, SMTH1_39160.2, SMTH1_39160.3, SMTH1_39160.4
OG0005851	SGUI1_56990.1	SMTH1_62940.1
OG0005852	SGUI1_30060.1	SMTH1_33560.1
OG0005853	SGUI1_76820.1	SMTH1_84990.1
OG0005854	SGUI1_79110.1	SMTH1_87500.1
OG0005855	SGUI1_37450.1	SMTH1_41100.1
OG0005856	SGUI1_86420.1	SMTH1_95430.1
OG0005857	SGUI1_67320.1	SMTH1_74360.1
OG0005859	SGUI1_16850.1	SMTH1_19060.1
OG0005860	SGUI1_72940.1	SMTH1_80870.2, SMTH1_80870.1, SMTH1_80870.3, SMTH1_80870.8, SMTH1_80870.5, SMTH1_80870.7
OG0005861	SGUI1_43260.1	SMTH1_48230.1
OG0005862	SGUI1_42590.1, SGUI1_42590.2	SMTH1_47440.1
OG0005863	SGUI1_48300.1	SMTH1_53990.1
OG0005864	SGUI1_21680.1, SGUI1_21680.2	SMTH1_38250.1
OG0005865	SGUI1_19250.1, SGUI1_19250.2, SGUI1_19250.3	SMTH1_23760.1
OG0005866	SGUI1_72370.1	SMTH1_80200.1, SMTH1_80200.2
OG0005867	SGUI1_28230.1, SGUI1_28230.2	SMTH1_31640.1
OG0005869	SGUI1_93310.1	SMTH1_103230.1
OG0005870	SGUI1_23970.1	SMTH1_26900.1
OG0005872	SGUI1_46950.3, SGUI1_46950.2, SGUI1_46950.1, SGUI1_46950.4	SMTH1_52400.1
OG0005873	SGUI1_72900.1	SMTH1_80820.1, SMTH1_80820.2, SMTH1_80830.1
OG0005874	SGUI1_66870.1	SMTH1_73930.1
OG0005875	SGUI1_63480.1, SGUI1_63480.2	SMTH1_70170.1
OG0005876	SGUI1_67750.1	SMTH1_74770.1
OG0005876	SGUI1_67760.1	SMTH1_74780.1
OG0005877	SGUI1_27560.1	SMTH1_30830.1
OG0005878	SGUI1_41830.1	SMTH1_46660.1
OG0005879	SGUI1_43630.1	SMTH1_48650.1
OG0005880	SGUI1_36980.1, SGUI1_36980.2	SMTH1_41190.1, SMTH1_41190.2
OG0005881	SGUI1_15450.1, SGUI1_15450.2	SMTH1_17570.1
OG0005882	SGUI1_27600.1, SGUI1_27600.3, SGUI1_27600.2	SMTH1_30880.1, SMTH1_30880.2, SMTH1_30880.3, SMTH1_30880.4
OG0005883	SGUI1_48020.1	SMTH1_53640.1, SMTH1_53640.2, SMTH1_53640.3, SMTH1_53630.1
OG0005884	SGUI1_72800.1	SMTH1_80660.1, SMTH1_107660.1
OG0005885	SGUI1_86880.1	SMTH1_95890.1
OG0005892	SGUI1_37350.1	SMTH1_41570.1
OG0005894	SGUI1_10460.1	SMTH1_12640.1, SMTH1_12650.1
OG0005895	SGUI1_94150.1	SMTH1_104110.1
OG0005896	SGUI1_40750.1	SMTH1_45500.1
OG0005897	SGUI1_93980.1	SMTH1_103920.1
OG0005899	SGUI1_94010.1	SMTH1_103970.1
OG0005900	SGUI1_31170.1	SMTH1_34880.1
OG0005901	SGUI1_60100.1	SMTH1_66300.1
OG0005902	SGUI1_7200.1	SMTH1_8760.1
OG0005903	SGUI1_5090.1	SMTH1_6210.2
OG0005904	SGUI1_23310.1	SMTH1_26310.1
OG0005905	SGUI1_68170.1	SMTH1_75270.1
OG0005906	SGUI1_74090.1	SMTH1_82110.1
OG0005907	SGUI1_41420.1	SMTH1_46170.1, SMTH1_46170.2
OG0005908	SGUI1_39630.1	SMTH1_44160.1
OG0005909	SGUI1_14070.1	SMTH1_16020.1
OG0005910	SGUI1_76730.1	SMTH1_84880.1
OG0005911	SGUI1_95430.2, SGUI1_95430.1	SMTH1_105550.1
OG0005912	SGUI1_95250.1	SMTH1_105330.1
OG0005913	SGUI1_89550.1	SMTH1_98880.4, SMTH1_98880.1, SMTH1_98880.2, SMTH1_98880.3
OG0005914	SGUI1_76360.1	SMTH1_84430.1
OG0005915	SGUI1_7780.1	SMTH1_9490.1
OG0005916	SGUI1_18410.1	SMTH1_20710.2, SMTH1_20710.1
OG0005917	SGUI1_65750.1	SMTH1_72670.1
OG0005918	SGUI1_33150.1	SMTH1_37130.1
OG0005919	SGUI1_22040.1	SMTH1_24800.1
OG0005920	SGUI1_2810.1	SMTH1_3430.1
OG0005921	SGUI1_69700.1	SMTH1_76950.1
OG0005922	SGUI1_21150.1	SMTH1_23850.1
OG0005923	SGUI1_29000.1	SMTH1_32510.2, SMTH1_32510.1, SMTH1_32510.3
OG0005924	SGUI1_16070.1, SGUI1_16060.1	SMTH1_18260.1
OG0005925	SGUI1_70670.1	SMTH1_78010.1
OG0005926	SGUI1_62300.1	SMTH1_68760.1
OG0005927	SGUI1_26250.1	SMTH1_29300.1
OG0005928	SGUI1_68720.1, SGUI1_68720.2	SMTH1_75970.1
OG0005929	SGUI1_61860.1	SMTH1_68330.1, SMTH1_68340.1
OG0005930	SGUI1_80230.1	SMTH1_88730.1
OG0005931	SGUI1_73160.1	SMTH1_81090.1
OG0005932	SGUI1_2230.1	SMTH1_2630.1
OG0005933	SGUI1_41920.1	SMTH1_46750.1, SMTH1_46750.2, SMTH1_46760.1
OG0005934	SGUI1_20400.1	SMTH1_22400.1
OG0005935	SGUI1_31890.1	SMTH1_35640.1
OG0005936	SGUI1_61720.1	SMTH1_68180.1
OG0005937	SGUI1_89760.1	SMTH1_99160.1, SMTH1_99150.1
OG0005938	SGUI1_73040.3, SGUI1_73040.4, SGUI1_73040.1, SGUI1_73040.2	SMTH1_80970.1
OG0005939	SGUI1_59880.1	SMTH1_66000.1, SMTH1_66000.2, SMTH1_66000.3, SMTH1_66020.1
OG0005940	SGUI1_27160.1	SMTH1_30350.1
OG0005940	SGUI1_27160.1	SMTH1_30350.2
OG0005941	SGUI1_94760.1	SMTH1_104800.1, SMTH1_104800.2
OG0005942	SGUI1_83480.1, SGUI1_83480.2, SGUI1_83480.3	SMTH1_92110.1
OG0005943	SGUI1_14510.1	SMTH1_16480.1
OG0005944	SGUI1_60430.1	SMTH1_66730.1
OG0005945	SGUI1_2750.1	SMTH1_3380.1
OG0005946	SGUI1_19590.1	SMTH1_23430.1
OG0005946	SGUI1_19590.1	SMTH1_23430.2
OG0005947	SGUI1_13680.1, SGUI1_13760.1	SMTH1_15680.1
OG0005948	SGUI1_34990.1	SMTH1_39280.1, SMTH1_39290.1
OG0005949	SGUI1_9540.1	SMTH1_11610.1, SMTH1_11610.2
OG0005950	SGUI1_50090.1	SMTH1_55930.1
OG0005951	SGUI1_6070.1	SMTH1_7310.1
OG0005952	SGUI1_83010.1	SMTH1_91590.1, SMTH1_91590.2
OG0005954	SGUI1_20150.1	SMTH1_22740.1, SMTH1_22740.2
OG0005955	SGUI1_91700.1	SMTH1_101310.1
OG0005956	SGUI1_30280.1	SMTH1_33810.1
OG0005957	SGUI1_23740.1	SMTH1_26680.1
OG0005958	SGUI1_74480.1	SMTH1_82540.1
OG0005959	SGUI1_39080.1	SMTH1_43610.1
OG0005960	SGUI1_85640.1	SMTH1_94570.1
OG0005961	SGUI1_68880.1	SMTH1_76110.1
OG0005962	SGUI1_93030.1	SMTH1_102890.1
OG0005963	SGUI1_62830.1	SMTH1_69440.1, SMTH1_69430.1
OG0005964	SGUI1_31960.1	SMTH1_35710.1
OG0005966	SGUI1_87860.1	SMTH1_97030.1
OG0005967	SGUI1_73210.1	SMTH1_81150.1
OG0005968	SGUI1_12870.1	SMTH1_15160.1
OG0005969	SGUI1_43300.1, SGUI1_43300.2	SMTH1_48270.1
OG0005970	SGUI1_21500.1	SMTH1_24190.1
OG0005971	SGUI1_25500.1	SMTH1_28560.1
OG0005972	SGUI1_54420.1	SMTH1_60350.2, SMTH1_60350.3, SMTH1_60350.1
OG0005973	SGUI1_44310.1	SMTH1_49300.1
OG0005974	SGUI1_21810.1	SMTH1_24580.1
OG0005975	SGUI1_71470.1	SMTH1_79070.1
OG0005976	SGUI1_30530.1	SMTH1_34140.1
OG0005977	SGUI1_52150.1	SMTH1_57970.1, SMTH1_57970.2
OG0005978	SGUI1_86720.1, SGUI1_86720.2	SMTH1_95730.1
OG0005979	SGUI1_27860.1	SMTH1_31190.1
OG0005980	SGUI1_56650.1	SMTH1_62580.1
OG0005981	SGUI1_93530.1	SMTH1_103400.1
OG0005982	SGUI1_65080.1	SMTH1_71880.1
OG0005983	SGUI1_48560.1, SGUI1_48560.2	SMTH1_54230.1
OG0005984	SGUI1_65950.1	SMTH1_72880.1
OG0005985	SGUI1_27750.1	SMTH1_31090.1
OG0005986	SGUI1_20110.1	SMTH1_22770.1
OG0005987	SGUI1_20100.1	SMTH1_22790.1
OG0005988	SGUI1_96230.1	SMTH1_106420.1
OG0005989	SGUI1_81840.1	SMTH1_90430.1, SMTH1_90430.2
OG0005990	SGUI1_56620.1	SMTH1_62560.1
OG0005991	SGUI1_54440.1	SMTH1_60380.1
OG0005992	SGUI1_47200.1	SMTH1_52700.1
OG0005993	SGUI1_78320.1	SMTH1_86610.1
OG0005993	SGUI1_78320.2	SMTH1_86610.1
OG0005994	SGUI1_53970.1	SMTH1_59890.1
OG0005995	SGUI1_70860.1	SMTH1_78230.1
OG0005996	SGUI1_18880.1	SMTH1_21300.1
OG0005997	SGUI1_1010.1	SMTH1_1180.1
OG0005998	SGUI1_47930.1	SMTH1_53480.1
OG0005999	SGUI1_80570.1, SGUI1_80570.2	SMTH1_89070.1, SMTH1_89060.1
OG0006000	SGUI1_11350.1, SGUI1_11350.2	SMTH1_13740.2, SMTH1_13740.1
OG0006001	SGUI1_88250.2, SGUI1_88250.1	SMTH1_97510.1
OG0006002	SGUI1_52060.1	SMTH1_57870.1, SMTH1_57870.2
OG0006003	SGUI1_34330.1	SMTH1_38320.1
OG0006004	SGUI1_49770.1	SMTH1_55600.1, SMTH1_55610.1
OG0006005	SGUI1_73370.1	SMTH1_81340.1
OG0006006	SGUI1_46380.1	SMTH1_51760.1
OG0006007	SGUI1_19930.1	SMTH1_23010.1
OG0006008	SGUI1_71980.1	SMTH1_79720.1
OG0006009	SGUI1_83410.1, SGUI1_83410.2	SMTH1_92020.1
OG0006010	SGUI1_81140.1	SMTH1_89640.1, SMTH1_89640.2, SMTH1_89640.3, SMTH1_89650.1
OG0006011	SGUI1_65460.1	SMTH1_72340.1
OG0006012	SGUI1_66700.1	SMTH1_73720.1, SMTH1_73720.2
OG0006013	SGUI1_21550.2, SGUI1_21550.1	SMTH1_24260.1
OG0006014	SGUI1_74810.1	SMTH1_82850.2, SMTH1_82850.1
OG0006015	SGUI1_75450.1	SMTH1_83480.1
OG0006016	SGUI1_79810.1	SMTH1_88230.1
OG0006017	SGUI1_79820.1	SMTH1_88250.1
OG0006018	SGUI1_89580.1	SMTH1_98910.1
OG0006019	SGUI1_85590.1	SMTH1_94500.1
OG0006020	SGUI1_19690.1, SGUI1_19690.4, SGUI1_19690.5	SMTH1_23330.1, SMTH1_23330.2
OG0006021	SGUI1_76570.1, SGUI1_76570.2	SMTH1_84680.1, SMTH1_84680.2, SMTH1_84680.3
OG0006022	SGUI1_62430.1, SGUI1_62430.2	SMTH1_68910.1
OG0006023	SGUI1_18120.1	SMTH1_20430.1
OG0006024	SGUI1_46990.1	SMTH1_52430.1, SMTH1_52430.2
OG0006025	SGUI1_14600.1	SMTH1_16560.1
OG0006026	SGUI1_1150.1	SMTH1_1340.1
OG0006027	SGUI1_24400.1, SGUI1_24400.2, SGUI1_24400.3	SMTH1_27390.1
OG0006028	SGUI1_49540.1	SMTH1_55340.3
OG0006029	SGUI1_56430.1	SMTH1_62360.1
OG0006030	SGUI1_34240.1	SMTH1_38200.1
OG0006031	SGUI1_18810.1	SMTH1_21210.1
OG0006032	SGUI1_9450.1	SMTH1_11530.1
OG0006033	SGUI1_41160.1	SMTH1_45890.1
OG0006034	SGUI1_43510.1, SGUI1_43510.2	SMTH1_48510.1
OG0006035	SGUI1_56360.3, SGUI1_56360.1, SGUI1_56360.2	SMTH1_62280.1
OG0006036	SGUI1_83680.1	SMTH1_92310.1, SMTH1_92310.2
OG0006037	SGUI1_84690.1	SMTH1_93360.1
OG0006038	SGUI1_43450.1	SMTH1_48440.1
OG0006039	SGUI1_51020.1	SMTH1_56850.1
OG0006040	SGUI1_57670.1	SMTH1_63590.1
OG0006040	SGUI1_57910.1	SMTH1_63820.1
OG0006042	SGUI1_31230.1	SMTH1_34940.1, SMTH1_34940.2, SMTH1_34940.3
OG0006043	SGUI1_17900.1, SGUI1_17900.2	SMTH1_20200.1
OG0006044	SGUI1_69230.1	SMTH1_76530.1
OG0006045	SGUI1_36040.1	SMTH1_40050.1
OG0006046	SGUI1_12180.1	SMTH1_14570.1
OG0006049	SGUI1_40520.1	SMTH1_45240.1
OG0006050	SGUI1_61850.1	SMTH1_68320.1
OG0006051	SGUI1_6770.2, SGUI1_6770.1, SGUI1_6770.3	SMTH1_8050.1
OG0006052	SGUI1_73060.1	SMTH1_80990.1
OG0006053	SGUI1_68000.1	SMTH1_75080.1
OG0006054	SGUI1_64250.1	SMTH1_71020.1
OG0006055	SGUI1_4470.1	SMTH1_5380.1
OG0006056	SGUI1_14680.1, SGUI1_14680.2, SGUI1_14680.3, SGUI1_14680.4	SMTH1_16640.1
OG0006057	SGUI1_30390.1	SMTH1_33960.2, SMTH1_33960.1, SMTH1_33960.3
OG0006058	SGUI1_17430.1	SMTH1_19710.1
OG0006059	SGUI1_72950.1	SMTH1_80880.1
OG0006061	SGUI1_85480.1, SGUI1_85480.2, SGUI1_85480.3	SMTH1_94390.1
OG0006062	SGUI1_35610.1	SMTH1_39610.1
OG0006063	SGUI1_45170.1	SMTH1_50340.1, SMTH1_50340.2
OG0006064	SGUI1_70220.1	SMTH1_77470.1, SMTH1_77470.2
OG0006065	SGUI1_11540.1	SMTH1_13930.1
OG0006066	SGUI1_8360.1	SMTH1_10330.1, SMTH1_10340.1
OG0006067	SGUI1_43310.1	SMTH1_48280.1
OG0006068	SGUI1_40990.1	SMTH1_45740.1
OG0006069	SGUI1_34040.1	SMTH1_38030.1
OG0006070	SGUI1_66820.1	SMTH1_73880.1
OG0006071	SGUI1_77160.1	SMTH1_85320.1
OG0006072	SGUI1_83610.1	SMTH1_92230.1
OG0006073	SGUI1_52850.1	SMTH1_58750.1
OG0006074	SGUI1_91440.1	SMTH1_101080.1, SMTH1_101080.2
OG0006075	SGUI1_25490.1	SMTH1_28550.1
OG0006076	SGUI1_51010.1	SMTH1_56840.1
OG0006077	SGUI1_41870.1	SMTH1_46690.1
OG0006078	SGUI1_24430.1, SGUI1_24430.2, SGUI1_24430.3, SGUI1_24430.4	SMTH1_27430.1, SMTH1_27430.2
OG0006079	SGUI1_51960.1, SGUI1_51960.2	SMTH1_57760.1
OG0006080	SGUI1_32460.1, SGUI1_97160.1	SMTH1_36320.1
OG0006081	SGUI1_1780.1	SMTH1_2180.1
OG0006082	SGUI1_41690.1	SMTH1_46510.1
OG0006083	SGUI1_84250.1	SMTH1_92950.1, SMTH1_92950.2
OG0006084	SGUI1_22530.1	SMTH1_25450.1
OG0006085	SGUI1_73560.1	SMTH1_81530.1
OG0006086	SGUI1_24140.1, SGUI1_24140.3, SGUI1_24140.2	SMTH1_27120.1
OG0006088	SGUI1_71340.1	SMTH1_78900.1
OG0006089	SGUI1_10380.2, SGUI1_10380.3, SGUI1_10380.4, SGUI1_10380.1	SMTH1_12550.1
OG0006091	SGUI1_80890.1	SMTH1_89410.1
OG0006092	SGUI1_13180.1	SMTH1_15340.1
OG0006093	SGUI1_55150.1	SMTH1_61120.1
OG0006094	SGUI1_51290.1	SMTH1_57100.1
OG0006095	SGUI1_81320.1	SMTH1_89810.1
OG0006096	SGUI1_18440.1	SMTH1_20750.1
OG0006097	SGUI1_77150.1	SMTH1_85310.1
OG0006098	SGUI1_24950.1	SMTH1_27990.1
OG0006100	SGUI1_16740.1	SMTH1_18940.1, SMTH1_18940.2
OG0006101	SGUI1_37300.1	SMTH1_41510.1
OG0006102	SGUI1_78530.1	SMTH1_86830.1
OG0006103	SGUI1_37900.1	SMTH1_42030.1, SMTH1_42040.1
OG0006104	SGUI1_67080.1	SMTH1_74150.1
OG0006105	SGUI1_81430.1	SMTH1_89940.1
OG0006106	SGUI1_60250.1	SMTH1_66490.1, SMTH1_66490.2
OG0006107	SGUI1_74560.1	SMTH1_82610.1
OG0006108	SGUI1_84330.1	SMTH1_93030.1
OG0006109	SGUI1_70510.1	SMTH1_77770.1
OG0006110	SGUI1_90680.1	SMTH1_100220.1
OG0006111	SGUI1_2070.1	SMTH1_2500.1, SMTH1_2500.2
OG0006112	SGUI1_88240.1, SGUI1_88240.2	SMTH1_97500.1
OG0006113	SGUI1_3730.1	SMTH1_4280.1
OG0006114	SGUI1_94090.1	SMTH1_104050.1
OG0006115	SGUI1_26840.1	SMTH1_29990.1, SMTH1_29980.1
OG0006116	SGUI1_47270.1, SGUI1_47270.2	SMTH1_52810.1
OG0006117	SGUI1_56560.1	SMTH1_62500.1
OG0006118	SGUI1_56820.1	SMTH1_62750.3
OG0006119	SGUI1_55020.1	SMTH1_60960.1
OG0006120	SGUI1_42410.1	SMTH1_47260.1
OG0006121	SGUI1_21920.1	SMTH1_24710.1
OG0006122	SGUI1_29310.1	SMTH1_32790.1
OG0006123	SGUI1_60690.1, SGUI1_60690.2	SMTH1_67020.1
OG0006125	SGUI1_74680.1	SMTH1_82750.1
OG0006126	SGUI1_62480.1	SMTH1_68960.1
OG0006127	SGUI1_43120.1, SGUI1_43120.2	SMTH1_48060.1, SMTH1_48060.2
OG0006128	SGUI1_36910.1	SMTH1_40950.1
OG0006129	SGUI1_12700.1	SMTH1_15010.1
OG0006130	SGUI1_27730.1	SMTH1_31070.1, SMTH1_31070.2
OG0006131	SGUI1_63410.1	SMTH1_70070.1
OG0006132	SGUI1_51680.1	SMTH1_57490.1
OG0006133	SGUI1_69310.1	SMTH1_76610.1
OG0006134	SGUI1_20270.1	SMTH1_22600.1
OG0006135	SGUI1_1980.1	SMTH1_2420.1
OG0006136	SGUI1_77220.1	SMTH1_85370.1
OG0006137	SGUI1_19750.1	SMTH1_23210.1
OG0006138	SGUI1_7310.1	SMTH1_8880.1
OG0006138	SGUI1_7310.1	SMTH1_8880.2
OG0006138	SGUI1_7310.1	SMTH1_8880.3
OG0006138	SGUI1_7310.1	SMTH1_8880.5
OG0006139	SGUI1_12410.1	SMTH1_14820.1
OG0006139	SGUI1_13800.1	SMTH1_14820.1
OG0006140	SGUI1_73680.1	SMTH1_81640.1
OG0006141	SGUI1_30460.1	SMTH1_34030.1, SMTH1_34040.1
OG0006142	SGUI1_80010.1	SMTH1_88500.2, SMTH1_88500.1
OG0006143	SGUI1_18230.1	SMTH1_20570.1, SMTH1_20570.2
