Orthogroup	schistosoma_guineensis	trichobilharzia_regenti
OG0004712	SGUI1_61870.1, SGUI1_61870.2	TREG1_88180.1, TREG1_88180.2, TREG1_88180.3
OG0004713	SGUI1_11760.1	TREG1_7920.1
OG0004714	SGUI1_88780.1	TREG1_122410.1
OG0004715	SGUI1_91770.1	TREG1_124960.1, TREG1_124950.1, TREG1_124970.1
OG0004716	SGUI1_61090.1, SGUI1_61090.2	TREG1_85420.5, TREG1_85420.4, TREG1_85420.1, TREG1_85420.3, TREG1_85420.2
OG0004717	SGUI1_88890.1	TREG1_119960.1
OG0004718	SGUI1_34720.1	TREG1_40210.1
OG0004719	SGUI1_77940.1	TREG1_104540.1
OG0004720	SGUI1_67880.1	TREG1_91320.1
OG0004721	SGUI1_68630.1	TREG1_90720.1
OG0004722	SGUI1_47160.1	TREG1_66980.1
OG0004723	SGUI1_45230.1	TREG1_36230.1, TREG1_36230.2
OG0004724	SGUI1_42530.1	TREG1_42040.1, TREG1_42040.3, TREG1_42040.4, TREG1_42040.2, TREG1_42040.5
OG0004725	SGUI1_95750.1, SGUI1_95750.2, SGUI1_95750.3	TREG1_136000.1, TREG1_136000.2, TREG1_136000.3
OG0004726	SGUI1_70770.1, SGUI1_70770.2	TREG1_94800.1
OG0004727	SGUI1_73660.1	TREG1_107850.1, TREG1_107850.2
OG0004728	SGUI1_83470.1	TREG1_112960.1
OG0004729	SGUI1_7520.1	TREG1_14130.1, TREG1_14130.3, TREG1_14130.2, TREG1_14130.4
OG0004730	SGUI1_88750.1, SGUI1_88750.2	TREG1_123630.1
OG0004731	SGUI1_19650.2, SGUI1_19650.1	TREG1_23500.1
OG0004733	SGUI1_68120.2, SGUI1_68120.1	TREG1_91960.1
OG0004734	SGUI1_45090.1, SGUI1_45090.3, SGUI1_45090.2	TREG1_36060.1
OG0004735	SGUI1_20080.1	TREG1_24830.1, TREG1_24840.1
OG0004736	SGUI1_74130.1, SGUI1_74130.2, SGUI1_74130.3	TREG1_106750.1
OG0004737	SGUI1_6270.2, SGUI1_6270.1	TREG1_9550.1, TREG1_9550.2, TREG1_9550.3
OG0004738	SGUI1_3850.1, SGUI1_3850.2	TREG1_1290.1
OG0004739	SGUI1_46060.1	TREG1_62920.4, TREG1_62920.6, TREG1_62920.1, TREG1_62920.5, TREG1_62920.3, TREG1_62920.2
OG0004740	SGUI1_55930.1	TREG1_72760.1
OG0004741	SGUI1_78690.1, SGUI1_78690.2	TREG1_102230.1
OG0004742	SGUI1_87090.1	TREG1_122720.1
OG0004743	SGUI1_32190.2, SGUI1_32190.1	TREG1_51470.3, TREG1_51470.2, TREG1_51470.1, TREG1_51470.4
OG0004744	SGUI1_36850.1, SGUI1_36850.2, SGUI1_36850.3	TREG1_52780.1
OG0004745	SGUI1_18860.1	TREG1_21820.1, TREG1_21820.2, TREG1_21820.3, TREG1_21820.4, TREG1_21820.5, TREG1_21820.6
OG0004746	SGUI1_53640.1	TREG1_67600.1
OG0004747	SGUI1_70730.1, SGUI1_70730.2	TREG1_95940.1
OG0004749	SGUI1_94810.1	TREG1_134330.1
OG0004750	SGUI1_25410.1, SGUI1_25410.2	TREG1_31600.1, TREG1_31600.2
OG0004751	SGUI1_61040.1, SGUI1_61040.2	TREG1_86920.1
OG0004752	SGUI1_11380.1	TREG1_18170.1
OG0004753	SGUI1_7020.1	TREG1_10850.1, TREG1_10850.2
OG0004754	SGUI1_57570.1	TREG1_79420.1
OG0004755	SGUI1_91850.1	TREG1_125070.1, TREG1_125070.2
OG0004756	SGUI1_62380.1	TREG1_85250.1
OG0004757	SGUI1_96110.1	TREG1_135440.1
OG0004758	SGUI1_75730.1, SGUI1_75730.2	TREG1_106380.1, TREG1_106380.2, TREG1_106380.3, TREG1_106380.4
OG0004759	SGUI1_23560.1	TREG1_32030.1, TREG1_32040.1, TREG1_60320.1
OG0004760	SGUI1_59050.1	TREG1_78250.1, TREG1_78250.2, TREG1_78250.3
OG0004761	SGUI1_11970.2, SGUI1_11970.1	TREG1_29970.1
OG0004762	SGUI1_95050.2, SGUI1_95050.1, SGUI1_95050.3	TREG1_134490.1, TREG1_134520.1, TREG1_134520.2
OG0004763	SGUI1_70330.1, SGUI1_70330.2	TREG1_99400.1
OG0004764	SGUI1_92240.1	TREG1_128390.1
OG0004765	SGUI1_32750.1, SGUI1_32750.2	TREG1_53390.1, TREG1_53390.2
OG0004766	SGUI1_61760.1	TREG1_84860.1, TREG1_84870.1
OG0004767	SGUI1_40480.1	TREG1_55120.1
OG0004768	SGUI1_3770.1	TREG1_790.1, TREG1_790.2, TREG1_790.3
OG0004769	SGUI1_36560.1	TREG1_45760.1
OG0004770	SGUI1_64690.1	TREG1_91090.1
OG0004771	SGUI1_49410.1	TREG1_71700.1, TREG1_71700.3, TREG1_71700.2
OG0004772	SGUI1_93990.1	TREG1_132990.1
OG0004773	SGUI1_30080.1	TREG1_49030.1
OG0004774	SGUI1_73170.1	TREG1_105650.1, TREG1_105650.2
OG0004775	SGUI1_42430.1	TREG1_41970.1
OG0004776	SGUI1_33140.1	TREG1_34470.1
OG0004777	SGUI1_75340.1, SGUI1_75340.2	TREG1_107990.1
OG0004778	SGUI1_55480.1, SGUI1_55480.4, SGUI1_55480.2, SGUI1_55480.3	TREG1_70400.1
OG0004779	SGUI1_15350.1	TREG1_17540.6, TREG1_17540.7, TREG1_17540.8, TREG1_17540.1, TREG1_17540.2, TREG1_17540.3, TREG1_17540.4, TREG1_17540.5
OG0004780	SGUI1_11340.1	TREG1_38820.1
OG0004781	SGUI1_73260.1	TREG1_138060.1
OG0004782	SGUI1_75190.1	TREG1_107450.1
OG0004783	SGUI1_82120.1	TREG1_111640.1
OG0004784	SGUI1_82850.1	TREG1_110890.1
OG0004785	SGUI1_84490.3, SGUI1_84490.1, SGUI1_84490.2	TREG1_115700.1, TREG1_115700.2
OG0004786	SGUI1_46530.1	TREG1_61250.1
OG0004787	SGUI1_55570.1	TREG1_65540.1, TREG1_65540.3, TREG1_65540.6, TREG1_65540.2, TREG1_65540.4, TREG1_65540.5
OG0004788	SGUI1_89230.1	TREG1_119510.1, TREG1_119510.2, TREG1_119510.3
OG0004789	SGUI1_62580.1	TREG1_86880.1, TREG1_86880.2
OG0004790	SGUI1_20610.1, SGUI1_20610.2, SGUI1_20610.3	TREG1_22130.1
OG0004791	SGUI1_12040.1	TREG1_10840.1, TREG1_10840.2, TREG1_10840.3
OG0004792	SGUI1_53350.1	TREG1_75550.1
OG0004793	SGUI1_72510.1	TREG1_100800.1, TREG1_100800.3, TREG1_100800.4, TREG1_100800.2
OG0004794	SGUI1_70940.2, SGUI1_70940.1, SGUI1_70940.4, SGUI1_70940.3	TREG1_132640.1
OG0004795	SGUI1_31920.1, SGUI1_31920.2	TREG1_36590.1
OG0004796	SGUI1_18530.1	TREG1_21300.1
OG0004797	SGUI1_96120.1	TREG1_135320.1
OG0004798	SGUI1_10550.1	TREG1_20680.6, TREG1_20680.3, TREG1_20680.4, TREG1_20680.1, TREG1_20680.2, TREG1_20680.5
OG0004799	SGUI1_93390.1, SGUI1_93390.2	TREG1_131240.1
OG0004800	SGUI1_18500.1	TREG1_21330.1
OG0004801	SGUI1_23690.1	TREG1_37600.1
OG0004802	SGUI1_64350.3, SGUI1_64350.1, SGUI1_64350.2	TREG1_79840.1, TREG1_79840.2, TREG1_79840.3
OG0004803	SGUI1_59450.1, SGUI1_59450.2	TREG1_86720.1, TREG1_86720.2
OG0004804	SGUI1_15760.2, SGUI1_15760.1	TREG1_21890.1
OG0004805	SGUI1_3800.2, SGUI1_3800.1, SGUI1_3800.3	TREG1_860.1
OG0004806	SGUI1_52010.1	TREG1_66470.1
OG0004808	SGUI1_76900.1	TREG1_106940.1
OG0004809	SGUI1_50460.1, SGUI1_50460.2	TREG1_76360.1, TREG1_76360.2, TREG1_76360.3, TREG1_76360.4
OG0004810	SGUI1_95090.1, SGUI1_95090.3, SGUI1_95090.2	TREG1_134410.1, TREG1_134410.2, TREG1_134410.3
OG0004811	SGUI1_39920.1	TREG1_41050.1
OG0004812	SGUI1_32960.1, SGUI1_32960.2	TREG1_53130.1
OG0004813	SGUI1_90770.1	TREG1_118940.1
OG0004814	SGUI1_5380.1, SGUI1_5380.2	TREG1_3580.1
OG0004817	SGUI1_81900.1	TREG1_111690.1
OG0004818	SGUI1_93000.1	TREG1_130620.4, TREG1_130620.3, TREG1_130620.1, TREG1_130620.2, TREG1_130620.5
OG0004819	SGUI1_78810.1	TREG1_104190.1
OG0004820	SGUI1_33470.1	TREG1_58000.1, TREG1_58000.2
OG0004821	SGUI1_45330.1	TREG1_31200.1, TREG1_31200.2, TREG1_31200.3
OG0004822	SGUI1_23320.1	TREG1_60030.1
OG0004823	SGUI1_58420.1	TREG1_79120.1
OG0004824	SGUI1_73540.4, SGUI1_73540.2, SGUI1_73540.1, SGUI1_73540.3	TREG1_100990.1
OG0004826	SGUI1_82270.1	TREG1_111090.1, TREG1_143960.1
OG0004827	SGUI1_87300.1	TREG1_123450.1
OG0004828	SGUI1_23710.1	TREG1_38370.1, TREG1_38370.2, TREG1_38370.3, TREG1_38370.4, TREG1_38370.5, TREG1_38370.6
OG0004829	SGUI1_38030.1	TREG1_45910.1
OG0004830	SGUI1_66460.1, SGUI1_66460.2	TREG1_81270.1
OG0004831	SGUI1_27850.1, SGUI1_27850.2	TREG1_37350.1, TREG1_37350.2
OG0004832	SGUI1_36410.1	TREG1_55760.1, TREG1_55760.2
OG0004833	SGUI1_36670.1	TREG1_50990.1, TREG1_50990.2, TREG1_50990.3
OG0004834	SGUI1_31640.2, SGUI1_31640.1, SGUI1_31640.3, SGUI1_31640.4, SGUI1_31640.5	TREG1_54110.1
OG0004835	SGUI1_24810.1	TREG1_35100.1, TREG1_35090.1
OG0004836	SGUI1_85860.1	TREG1_118000.1, TREG1_118010.1
OG0004837	SGUI1_13610.1	TREG1_13910.1
OG0004838	SGUI1_75220.1, SGUI1_75220.2	TREG1_107470.2, TREG1_107470.1, TREG1_107470.3, TREG1_107470.4
OG0004839	SGUI1_280.1	TREG1_12300.1, TREG1_12300.2, TREG1_12300.3
OG0004840	SGUI1_51550.1, SGUI1_51550.2	TREG1_64450.2, TREG1_64450.1, TREG1_64450.3
OG0004841	SGUI1_65810.1	TREG1_87900.1, TREG1_87900.2
OG0004842	SGUI1_72920.1	TREG1_108740.1
OG0004843	SGUI1_37460.1	TREG1_39870.1, TREG1_39900.1
OG0004844	SGUI1_1990.1	TREG1_10070.2, TREG1_10070.4, TREG1_10070.3, TREG1_10070.1
OG0004845	SGUI1_2000.1	TREG1_10080.1, TREG1_10080.2, TREG1_105360.1
OG0004846	SGUI1_79490.1, SGUI1_79490.2	TREG1_109870.1
OG0004847	SGUI1_70040.1	TREG1_95910.1, TREG1_95910.2
OG0004848	SGUI1_13170.1	TREG1_24470.4, TREG1_24470.2, TREG1_24470.1, TREG1_24470.3
OG0004849	SGUI1_45680.1, SGUI1_45700.1	TREG1_63350.1
OG0004850	SGUI1_64670.1	TREG1_91070.1, TREG1_91070.2
OG0004851	SGUI1_18920.1	TREG1_22630.1, TREG1_22630.2
OG0004852	SGUI1_52680.1	TREG1_73140.1
OG0004853	SGUI1_24660.1	TREG1_54720.2, TREG1_54720.1, TREG1_54720.3
OG0004854	SGUI1_91910.1, SGUI1_91900.1	TREG1_124790.1
OG0004855	SGUI1_32670.1	TREG1_55490.1
OG0004856	SGUI1_79150.1	TREG1_108360.1
OG0004857	SGUI1_46110.2, SGUI1_46110.1	TREG1_63000.1
OG0004858	SGUI1_80070.1	TREG1_107640.1, TREG1_107650.1
OG0004859	SGUI1_67130.1	TREG1_89810.2, TREG1_89810.1, TREG1_89810.3
OG0004860	SGUI1_47860.1	TREG1_64020.1
OG0004861	SGUI1_26990.1, SGUI1_26990.2	TREG1_36350.1
OG0004862	SGUI1_50670.1	TREG1_75180.1, TREG1_75180.2, TREG1_75180.3
OG0004863	SGUI1_94410.2, SGUI1_94410.1	TREG1_131500.1, TREG1_131510.1
OG0004864	SGUI1_33870.1, SGUI1_33870.2	TREG1_53690.1
OG0004865	SGUI1_23670.1	TREG1_37490.1
OG0004866	SGUI1_66170.1	TREG1_82790.1, TREG1_82790.2
OG0004867	SGUI1_60110.1, SGUI1_60110.2	TREG1_87300.1
OG0004868	SGUI1_5660.1	TREG1_12090.3, TREG1_12090.1, TREG1_12090.2
OG0004869	SGUI1_16860.1	TREG1_8290.3, TREG1_8290.4, TREG1_8290.2, TREG1_8290.1
OG0004870	SGUI1_82190.1	TREG1_111170.1, TREG1_111170.4, TREG1_111170.2, TREG1_111170.3
OG0004872	SGUI1_19360.1	TREG1_28960.1
OG0004873	SGUI1_41680.1	TREG1_33850.1, TREG1_33850.2, TREG1_36960.1
OG0004875	SGUI1_2950.1, SGUI1_2950.2	TREG1_19660.2, TREG1_19660.4, TREG1_19660.1, TREG1_19660.3
OG0004876	SGUI1_55370.1	TREG1_77350.1
OG0004877	SGUI1_81260.1	TREG1_114080.1
OG0004878	SGUI1_70180.1	TREG1_99540.1
OG0004879	SGUI1_60450.1	TREG1_79690.1
OG0004880	SGUI1_16280.1	TREG1_17520.1, TREG1_17520.2
OG0004881	SGUI1_13340.1	TREG1_18300.1, TREG1_18300.2, TREG1_18300.3, TREG1_18300.4
OG0004882	SGUI1_2300.1, SGUI1_2330.1	TREG1_2940.2, TREG1_2940.1, TREG1_2940.3
OG0004883	SGUI1_8760.1	TREG1_12020.1, TREG1_12010.1, TREG1_12030.1
OG0004884	SGUI1_82960.1	TREG1_137720.1, TREG1_117770.1
OG0004885	SGUI1_860.1	TREG1_13500.1, TREG1_13490.1
OG0004886	SGUI1_5730.1	TREG1_18610.1
OG0004887	SGUI1_52630.1	TREG1_73200.1, TREG1_73200.2
OG0004888	SGUI1_82200.1	TREG1_111160.1, TREG1_111160.2
OG0004889	SGUI1_57000.1	TREG1_76820.1, TREG1_76820.2
OG0004890	SGUI1_89330.1	TREG1_119380.1
OG0004891	SGUI1_30650.1	TREG1_45240.1
OG0004892	SGUI1_73100.1	TREG1_105710.1
OG0004893	SGUI1_19030.1	TREG1_24590.2, TREG1_24590.1, TREG1_24590.3
OG0004894	SGUI1_56970.1	TREG1_17460.1, TREG1_76920.1
OG0004895	SGUI1_92660.1	TREG1_127950.1, TREG1_127950.2
OG0004896	SGUI1_38600.1, SGUI1_38600.2	TREG1_37120.1
OG0004897	SGUI1_9660.1	TREG1_7140.1
OG0004898	SGUI1_46860.1	TREG1_71740.1
OG0004899	SGUI1_47770.1	TREG1_69150.1, TREG1_69150.2, TREG1_69150.3
OG0004900	SGUI1_26970.1, SGUI1_26970.2, SGUI1_26970.3	TREG1_58790.1
OG0004901	SGUI1_47570.24, SGUI1_47690.1	TREG1_63710.1
OG0004902	SGUI1_36940.1, SGUI1_36930.1	TREG1_50310.1, TREG1_50310.2
OG0004903	SGUI1_63680.1	TREG1_83640.1, TREG1_83650.1
OG0004904	SGUI1_65020.1	TREG1_81910.1, TREG1_81920.1
OG0004905	SGUI1_13200.1	TREG1_14700.1, TREG1_14700.2
OG0004906	SGUI1_11990.1	TREG1_29950.3, TREG1_29950.1, TREG1_29950.2
OG0004907	SGUI1_59740.1, SGUI1_59740.2	TREG1_81800.1, TREG1_81800.2
OG0004908	SGUI1_29110.2, SGUI1_29110.3, SGUI1_29110.1, SGUI1_29110.4	TREG1_46100.1
OG0004909	SGUI1_11590.1	TREG1_24700.1
OG0004910	SGUI1_19860.1	TREG1_25250.5, TREG1_25340.1, TREG1_25250.6
OG0004911	SGUI1_47030.1	TREG1_72260.1
OG0004911	SGUI1_800.1	TREG1_530.1
OG0004912	SGUI1_90100.1, SGUI1_90100.2	TREG1_125810.1
OG0004913	SGUI1_57960.1	TREG1_77750.1
OG0004914	SGUI1_61340.1	TREG1_83750.1
OG0004915	SGUI1_21210.1, SGUI1_21210.2, SGUI1_21210.3	TREG1_23730.1
OG0004916	SGUI1_16610.1, SGUI1_16610.3, SGUI1_16610.2	TREG1_9080.1
OG0004917	SGUI1_35390.1	TREG1_52700.1, TREG1_52700.2
OG0004918	SGUI1_86590.3, SGUI1_86590.1, SGUI1_86590.2	TREG1_121920.1
OG0004919	SGUI1_52700.1	TREG1_73100.1
OG0004920	SGUI1_83250.1, SGUI1_83250.2	TREG1_114940.1, TREG1_114930.1
OG0004921	SGUI1_52230.1	TREG1_66780.1
OG0004922	SGUI1_77720.1	TREG1_100540.1, TREG1_100540.2, TREG1_100540.3, TREG1_100540.4
OG0004923	SGUI1_2120.1	TREG1_4550.1, TREG1_4550.2, TREG1_4540.1
OG0004924	SGUI1_24840.1	TREG1_35140.1
OG0004925	SGUI1_56340.2, SGUI1_56340.1	TREG1_74660.1
OG0004926	SGUI1_71750.1	TREG1_101790.1, TREG1_101790.2, TREG1_101790.3, TREG1_101790.5, TREG1_101790.4, TREG1_101790.6
OG0004927	SGUI1_90820.1, SGUI1_90820.2	TREG1_120820.1
OG0004928	SGUI1_66650.1	TREG1_82220.1
OG0004929	SGUI1_54560.1	TREG1_71300.1
OG0004930	SGUI1_80040.1	TREG1_107690.1, TREG1_107690.2
OG0004931	SGUI1_42500.1	TREG1_42020.1, TREG1_42020.2
OG0004932	SGUI1_21990.1	TREG1_21630.1, TREG1_21630.2, TREG1_21630.3
OG0004934	SGUI1_44190.1	TREG1_39230.1
OG0004936	SGUI1_91870.1, SGUI1_91870.2, SGUI1_91870.3	TREG1_124310.1
OG0004937	SGUI1_91860.1	TREG1_124300.1
OG0004938	SGUI1_48070.1	TREG1_64770.1
OG0004939	SGUI1_83500.1, SGUI1_83500.2	TREG1_112930.1
OG0004940	SGUI1_52910.1, SGUI1_52910.3, SGUI1_52910.2	TREG1_70250.1
OG0004941	SGUI1_63720.1	TREG1_87720.1, TREG1_87720.2
OG0004942	SGUI1_79180.1, SGUI1_66260.1	TREG1_139630.1, TREG1_144450.1, TREG1_90630.1, TREG1_139630.2
OG0004943	SGUI1_60790.1	TREG1_86210.1, TREG1_86210.2, TREG1_86210.3, TREG1_86210.4, TREG1_86210.5
OG0004944	SGUI1_57180.1	TREG1_76230.1
OG0004945	SGUI1_31690.1	TREG1_41890.1, TREG1_41890.2, TREG1_41890.4, TREG1_41890.3
OG0004946	SGUI1_36290.1	TREG1_58400.1
OG0004947	SGUI1_35620.1	TREG1_44010.1
OG0004948	SGUI1_35260.1, SGUI1_35260.2	TREG1_50820.1, TREG1_50830.1
OG0004949	SGUI1_84570.1, SGUI1_84570.2	TREG1_110810.1
OG0004950	SGUI1_46960.1	TREG1_72340.1, TREG1_72330.1, TREG1_72330.2, TREG1_72330.3
OG0004952	SGUI1_53230.1, SGUI1_53230.2, SGUI1_53230.3, SGUI1_53230.4	TREG1_75370.1, TREG1_75370.2
OG0004953	SGUI1_66640.1, SGUI1_66640.2, SGUI1_66640.3	TREG1_82210.1, TREG1_82210.2
OG0004954	SGUI1_29590.1, SGUI1_29600.1	TREG1_47960.1
OG0004955	SGUI1_27280.1	TREG1_60100.1
OG0004956	SGUI1_25160.1	TREG1_35660.1, TREG1_35670.1, TREG1_35670.2
OG0004957	SGUI1_11200.1	TREG1_23350.1, TREG1_23350.2
OG0004958	SGUI1_11840.2, SGUI1_11840.1, SGUI1_11840.3, SGUI1_11840.4	TREG1_6690.1
OG0004959	SGUI1_12470.1	TREG1_30110.1, TREG1_30120.1
OG0004960	SGUI1_21750.1	TREG1_23930.1
OG0004961	SGUI1_7210.1, SGUI1_7210.2	TREG1_19450.1, TREG1_19470.1, TREG1_19470.3, TREG1_19470.2, TREG1_19470.4, TREG1_19470.5
OG0004963	SGUI1_27520.1, SGUI1_27520.3, SGUI1_27520.2	TREG1_37830.1, TREG1_37850.1
OG0004971	SGUI1_37500.1	TREG1_39940.1
OG0004972	SGUI1_6680.1	TREG1_26200.1
OG0004973	SGUI1_93650.1	TREG1_130380.1
OG0004974	SGUI1_48940.1	TREG1_64190.1
OG0004975	SGUI1_72200.1	TREG1_98030.1
OG0004976	SGUI1_96470.1	TREG1_134970.1, TREG1_134970.2
OG0004977	SGUI1_60720.1	TREG1_87020.1
OG0004978	SGUI1_57840.1, SGUI1_57850.1	TREG1_77520.1
OG0004979	SGUI1_55510.1	TREG1_70440.1
OG0004980	SGUI1_30070.1	TREG1_49100.1
OG0004981	SGUI1_62070.1	TREG1_85960.1
OG0004982	SGUI1_86000.1	TREG1_118370.1
OG0004983	SGUI1_83460.1	TREG1_113450.2, TREG1_113450.5, TREG1_113450.3, TREG1_113450.4, TREG1_113450.1
OG0004984	SGUI1_31210.1	TREG1_51240.3, TREG1_51240.2, TREG1_51240.1
OG0004985	SGUI1_76790.1	TREG1_105470.1
OG0004986	SGUI1_29960.1	TREG1_49200.1
OG0004987	SGUI1_45250.1	TREG1_36220.1, TREG1_36220.2
OG0004988	SGUI1_4100.1	TREG1_5210.1
OG0004989	SGUI1_70230.1	TREG1_99800.1
OG0004990	SGUI1_18720.1, SGUI1_18720.2	TREG1_16440.1, TREG1_16440.2
OG0004991	SGUI1_4830.1, SGUI1_4830.2	TREG1_2440.1, TREG1_2440.2
OG0004992	SGUI1_84510.1	TREG1_115130.1, TREG1_115130.2, TREG1_115140.1, TREG1_115140.2, TREG1_115140.3
OG0004993	SGUI1_44080.1	TREG1_40500.4, TREG1_40500.3, TREG1_40500.1, TREG1_40500.2
OG0004994	SGUI1_47880.1, SGUI1_47880.2	TREG1_64050.1, TREG1_64050.2
OG0004995	SGUI1_40140.1, SGUI1_40140.2, SGUI1_40140.3, SGUI1_40140.4	TREG1_49950.1
OG0004996	SGUI1_65760.1	TREG1_87840.1
OG0004997	SGUI1_82580.1	TREG1_112640.1
OG0004998	SGUI1_4550.1	TREG1_7370.1
OG0004999	SGUI1_90790.1	TREG1_120850.1, TREG1_120850.2, TREG1_120850.3
OG0005000	SGUI1_56180.1	TREG1_74920.1
OG0005001	SGUI1_84150.1	TREG1_117610.1
OG0005002	SGUI1_4040.1	TREG1_3490.1
OG0005003	SGUI1_26160.1, SGUI1_26160.2	TREG1_38760.1, TREG1_38760.2
OG0005004	SGUI1_61950.1, SGUI1_61960.1, SGUI1_61970.1	TREG1_87740.1, TREG1_87740.2
OG0005005	SGUI1_38290.1	TREG1_44980.1, TREG1_44980.2
OG0005006	SGUI1_62770.1	TREG1_83060.3, TREG1_83060.1, TREG1_83060.2
OG0005007	SGUI1_39750.1, SGUI1_39740.1	TREG1_41250.1
OG0005008	SGUI1_88520.1	TREG1_124670.1, TREG1_124670.2
OG0005009	SGUI1_34160.1	TREG1_49750.1, TREG1_49750.2
OG0005010	SGUI1_28890.1	TREG1_46420.1
OG0005011	SGUI1_28030.1	TREG1_48660.1
OG0005012	SGUI1_24170.1	TREG1_131530.1, TREG1_131530.2, TREG1_131530.3, TREG1_131530.4
OG0005013	SGUI1_36790.1	TREG1_52750.1, TREG1_52750.2
OG0005014	SGUI1_82640.2, SGUI1_82640.3, SGUI1_82640.4, SGUI1_82640.1	TREG1_113520.1
OG0005015	SGUI1_36230.1	TREG1_51830.1
OG0005016	SGUI1_58790.1, SGUI1_58790.2	TREG1_80190.1, TREG1_80190.2
OG0005017	SGUI1_95060.1, SGUI1_95060.2	TREG1_134480.1, TREG1_134510.1
OG0005018	SGUI1_24500.1	TREG1_54540.1
OG0005019	SGUI1_86670.1	TREG1_121830.1
OG0005020	SGUI1_44980.1	TREG1_35960.1, TREG1_35970.1
OG0005021	SGUI1_48970.1	TREG1_81950.1, TREG1_81970.1
OG0005022	SGUI1_24700.1	TREG1_54750.1, TREG1_54750.2, TREG1_54750.3
OG0005023	SGUI1_86530.1	TREG1_121980.1
OG0005024	SGUI1_14520.1	TREG1_25150.1, TREG1_25150.2, TREG1_25150.3
OG0005025	SGUI1_12250.1, SGUI1_12250.2	TREG1_29550.1
OG0005026	SGUI1_63810.1	TREG1_87630.1, TREG1_87640.1
OG0005027	SGUI1_31260.1	TREG1_54210.1
OG0005028	SGUI1_89400.1, SGUI1_89400.2, SGUI1_89400.3, SGUI1_89400.4	TREG1_119300.1
OG0005029	SGUI1_85970.1	TREG1_118330.1, TREG1_118330.2
OG0005030	SGUI1_24010.1	TREG1_58900.2, TREG1_58900.1, TREG1_58900.3
OG0005031	SGUI1_28120.1	TREG1_48400.1, TREG1_48400.2
OG0005032	SGUI1_23950.1	TREG1_59140.1, TREG1_59130.1
OG0005033	SGUI1_18400.1, SGUI1_18400.2	TREG1_15880.1
OG0005035	SGUI1_58750.1	TREG1_80160.1, TREG1_80160.2, TREG1_80160.3
OG0005037	SGUI1_33810.1	TREG1_53560.1
OG0005038	SGUI1_52550.1	TREG1_72950.1, TREG1_72950.5, TREG1_72950.6, TREG1_72950.2, TREG1_72950.3, TREG1_72950.4
OG0005039	SGUI1_59020.1, SGUI1_59020.2	TREG1_78210.1
OG0005040	SGUI1_54800.1	TREG1_61760.1
OG0005041	SGUI1_58130.1	TREG1_80400.1
OG0005042	SGUI1_32350.1	TREG1_47880.1, TREG1_47880.2
OG0005043	SGUI1_63910.1	TREG1_87510.1
OG0005044	SGUI1_85510.1, SGUI1_85510.2	TREG1_116450.1, TREG1_116450.2
OG0005045	SGUI1_39670.1	TREG1_41370.1
OG0005046	SGUI1_57020.1	TREG1_76790.1
OG0005047	SGUI1_96710.1	TREG1_136520.1
OG0005048	SGUI1_390.1	TREG1_10390.1
OG0005049	SGUI1_86450.1	TREG1_122050.1, TREG1_122050.2
OG0005050	SGUI1_14020.1	TREG1_82420.1, TREG1_82430.1, TREG1_82430.3, TREG1_82430.4, TREG1_82430.5
OG0005051	SGUI1_8510.1	TREG1_11980.3, TREG1_11980.1, TREG1_11980.2
OG0005052	SGUI1_90450.1	TREG1_125520.1, TREG1_125530.1
OG0005053	SGUI1_35180.1	TREG1_50540.1, TREG1_50540.2, TREG1_50540.3, TREG1_50540.4
OG0005054	SGUI1_93510.1	TREG1_133540.1
OG0005055	SGUI1_2020.1	TREG1_6390.1
OG0005056	SGUI1_28370.1	TREG1_50430.2, TREG1_50430.1, TREG1_50430.3
OG0005057	SGUI1_41580.1	TREG1_33950.1
OG0005058	SGUI1_52660.1	TREG1_73190.1
OG0005059	SGUI1_15490.1	TREG1_27210.1
OG0005060	SGUI1_32000.1, SGUI1_32000.2	TREG1_52070.1
OG0005061	SGUI1_92800.1	TREG1_129080.1, TREG1_25520.1
OG0005062	SGUI1_30360.1	TREG1_51070.1, TREG1_51070.3, TREG1_51070.2, TREG1_51070.4
OG0005063	SGUI1_43220.1, SGUI1_43220.2	TREG1_39440.1
OG0005064	SGUI1_81670.1	TREG1_112040.1, TREG1_112040.2, TREG1_112040.3, TREG1_112040.4
OG0005065	SGUI1_11280.1, SGUI1_11280.2	TREG1_18050.1
OG0005066	SGUI1_78170.1, SGUI1_78170.2, SGUI1_78170.3, SGUI1_78170.4	TREG1_106020.1
OG0005067	SGUI1_36110.1	TREG1_44520.1, TREG1_44520.2
OG0005068	SGUI1_71550.1	TREG1_99950.1
OG0005070	SGUI1_7590.1	TREG1_10300.1
OG0005071	SGUI1_24710.1, SGUI1_24710.2	TREG1_34930.1, TREG1_34930.2
OG0005072	SGUI1_29850.1	TREG1_49320.1
OG0005073	SGUI1_3130.1	TREG1_18460.1, TREG1_18460.2, TREG1_18460.3
OG0005074	SGUI1_8140.1	TREG1_11230.1, TREG1_11230.2
OG0005075	SGUI1_50370.1	TREG1_67920.1
OG0005075	SGUI1_95550.1	TREG1_132010.1, TREG1_132010.2
OG0005076	SGUI1_33180.1	TREG1_44610.1
OG0005078	SGUI1_71440.1	TREG1_140500.1, TREG1_95740.1
OG0005079	SGUI1_37360.2, SGUI1_37360.3, SGUI1_37360.1	TREG1_39780.1, TREG1_39780.2, TREG1_39780.3
