Orthogroup	schistosoma_haematobium	opisthorchis_viverrini
OG0005821	SHAE2_101170.1	T265_15489
OG0005822	SHAE2_29970.1	T265_10836, T265_15798
OG0005823	SHAE2_43220.1, SHAE2_43220.2	T265_03645
OG0005824	SHAE2_29160.1	T265_13768
OG0005825	SHAE2_30440.1	T265_09263
OG0005826	SHAE2_66650.1, SHAE2_66650.2	T265_15546, T265_15547
OG0005827	SHAE2_48890.1	T265_00477
OG0005829	SHAE2_63090.1	T265_07019
OG0005832	SHAE2_39360.1	T265_03487
OG0005834	SHAE2_89350.1	T265_09549, T265_09550
OG0005835	SHAE2_67250.1, SHAE2_67250.2	T265_02951, T265_02950, T265_12725
OG0005836	SHAE2_87870.1, SHAE2_87870.2	T265_01708
OG0005837	SHAE2_97370.1, SHAE2_97450.1	T265_01193
OG0005839	SHAE2_28210.1	T265_06242
OG0005840	SHAE2_91420.1	T265_11601
OG0005841	SHAE2_15910.1	T265_08033
OG0005842	SHAE2_53860.2, SHAE2_53970.1	T265_03836, T265_15281
OG0005843	SHAE2_22190.2, SHAE2_22190.1	T265_10763
OG0005844	SHAE2_13810.2, SHAE2_13810.1	T265_14602
OG0005846	SHAE2_37140.1	T265_07312
OG0005847	SHAE2_99820.1	T265_13750
OG0005848	SHAE2_56290.1	T265_06770
OG0005849	SHAE2_102050.1, SHAE2_102200.1	T265_11650
OG0005851	SHAE2_60260.1	T265_13104
OG0005852	SHAE2_32540.1, SHAE2_32540.3, SHAE2_32540.2	T265_08633
OG0005853	SHAE2_80880.1	T265_02224
OG0005854	SHAE2_83130.1	T265_13860
OG0005855	SHAE2_40480.1	T265_08314
OG0005856	SHAE2_91370.1	T265_03805
OG0005857	SHAE2_71170.1	T265_00601
OG0005859	SHAE2_19410.1	T265_08046
OG0005862	SHAE2_45410.1	T265_05077
OG0005863	SHAE2_51540.1	T265_12761
OG0005865	SHAE2_21810.1, SHAE2_21810.2	T265_13793
OG0005866	SHAE2_76410.1	T265_01265
OG0005867	SHAE2_30830.1	T265_14730
OG0005868	SHAE2_101160.2, SHAE2_101160.3, SHAE2_101160.1	T265_15212
OG0005869	SHAE2_98310.1	T265_02080
OG0005870	SHAE2_26570.1	T265_01028
OG0005871	SHAE2_82990.1	T265_02838
OG0005892	SHAE2_40400.1	T265_02810
OG0005893	SHAE2_42170.1	T265_14649
OG0005895	SHAE2_99120.1	T265_02067, T265_12917
OG0005896	SHAE2_43710.1, SHAE2_43710.2	T265_11094
OG0005897	SHAE2_98950.1	T265_07974
OG0005898	SHAE2_46570.1	T265_12230
OG0005899	SHAE2_98980.2, SHAE2_98980.1	T265_04845
OG0005900	SHAE2_33670.1	T265_00709
OG0005901	SHAE2_63680.1	T265_00638
OG0005902	SHAE2_8230.1	T265_00941, T265_02464
OG0005903	SHAE2_5970.1	T265_00963
OG0005904	SHAE2_26130.1	T265_11372
OG0005905	SHAE2_72080.1	T265_03164
OG0005907	SHAE2_44330.1	T265_15495
OG0005908	SHAE2_42630.1	T265_02581
OG0005909	SHAE2_16180.1	T265_06412, T265_11442
OG0005910	SHAE2_80750.1	T265_09944
OG0005911	SHAE2_100550.1, SHAE2_100550.2	T265_04810
OG0005912	SHAE2_100360.2, SHAE2_100360.3, SHAE2_100360.1	T265_04624
OG0005913	SHAE2_94510.1	T265_10498
OG0005914	SHAE2_80400.1	T265_06765
OG0005915	SHAE2_10200.1, SHAE2_10200.2	T265_08170
OG0005916	SHAE2_20970.1	T265_06691
OG0005917	SHAE2_69620.1	T265_15562
OG0005918	SHAE2_103410.1	T265_08551
OG0005919	SHAE2_24520.1	T265_11164, T265_11165
OG0005920	SHAE2_3380.1	T265_00251
OG0005921	SHAE2_73860.1	T265_00660
OG0005922	SHAE2_23660.1	T265_03683
OG0005923	SHAE2_31550.1	T265_09100
OG0005924	SHAE2_18520.1	T265_11578, T265_15466
OG0005925	SHAE2_74740.1	T265_01965
OG0005926	SHAE2_65960.1	T265_06075
OG0005927	SHAE2_28740.1	T265_07474
OG0005928	SHAE2_72850.1	T265_03910
OG0005929	SHAE2_65560.1	T265_14813
OG0005930	SHAE2_84170.1	T265_01780
OG0005931	SHAE2_77330.1	T265_00432
OG0005932	SHAE2_2510.1	T265_15964, T265_08949
OG0005934	SHAE2_22970.1	T265_13965
OG0005935	SHAE2_34410.1	T265_11727
OG0005936	SHAE2_65430.1	T265_13176
OG0005937	SHAE2_94730.1	T265_07301
OG0005938	SHAE2_77210.1	T265_12945
OG0005943	SHAE2_16610.1	T265_00991
OG0005944	SHAE2_63990.1	T265_11797
OG0005945	SHAE2_3330.1	T265_03036
OG0005946	SHAE2_22110.1, SHAE2_22110.2	T265_10157
OG0005947	SHAE2_15930.1	T265_09064
OG0005948	SHAE2_37930.1	T265_03363, T265_07624
OG0005950	SHAE2_53230.1	T265_12502
OG0005951	SHAE2_6920.1	T265_09940
OG0005952	SHAE2_86870.1	T265_10288
OG0005953	SHAE2_73150.1	T265_10746
OG0005954	SHAE2_22710.1	T265_10033
OG0005955	SHAE2_96740.1, SHAE2_103300.1	T265_07740
OG0005956	SHAE2_32720.1	T265_04335
OG0005957	SHAE2_26480.1	T265_08557
OG0005958	SHAE2_78630.1, SHAE2_78630.2	T265_06746
OG0005959	SHAE2_42190.1	T265_05366
OG0005960	SHAE2_90570.1	T265_05528
OG0005961	SHAE2_72980.1	T265_14951
OG0005962	SHAE2_98050.1	T265_06637
OG0005963	SHAE2_66560.1, SHAE2_66560.2	T265_10304, T265_14365, T265_15108
OG0005964	SHAE2_34470.1	T265_10711
OG0005965	SHAE2_22520.1	T265_02267
OG0005966	SHAE2_92680.1	T265_10363
OG0005967	SHAE2_77390.1, SHAE2_77390.2	T265_09028
OG0005968	SHAE2_15360.1	T265_03223
OG0005969	SHAE2_46150.1, SHAE2_46150.2, SHAE2_46150.3	T265_01484
OG0005970	SHAE2_23970.1	T265_00871
OG0005971	SHAE2_28060.3, SHAE2_28060.1, SHAE2_28060.2	T265_05686
OG0005973	SHAE2_47140.1	T265_06386
OG0005974	SHAE2_24320.1	T265_06188
OG0005975	SHAE2_75540.1	T265_14775
OG0005976	SHAE2_32980.1	T265_14316
OG0005977	SHAE2_55290.1	T265_12538
OG0005978	SHAE2_91620.1	T265_13761
OG0005979	SHAE2_30410.1	T265_05419
OG0005980	SHAE2_59880.1	T265_05285
OG0005981	SHAE2_98570.4, SHAE2_98570.2, SHAE2_98570.1, SHAE2_98570.3	T265_15772
OG0005982	SHAE2_68890.1	T265_00605, T265_00606
OG0005983	SHAE2_51770.1	T265_07434
OG0005984	SHAE2_69810.1	T265_00666
OG0005985	SHAE2_30290.1	T265_08574
OG0005986	SHAE2_22660.1, SHAE2_22660.2	T265_03423
OG0005988	SHAE2_101360.1	T265_15461
OG0005989	SHAE2_85850.1	T265_14833
OG0005990	SHAE2_59850.1	T265_00349
OG0005991	SHAE2_57450.1	T265_14289
OG0005992	SHAE2_50520.1	T265_03305
OG0005993	SHAE2_82320.1	T265_05906
OG0005994	SHAE2_56990.1	T265_01234
OG0005995	SHAE2_74900.1	T265_00455
OG0005996	SHAE2_21440.1, SHAE2_21440.2	T265_00840
OG0005998	SHAE2_51210.1	T265_03564
OG0005999	SHAE2_84500.1	T265_12854
OG0006000	SHAE2_14060.1	T265_08532
OG0006001	SHAE2_93160.1	T265_07451
OG0006002	SHAE2_55180.1	T265_13469
OG0006003	SHAE2_37320.1, SHAE2_37320.2	T265_12071, T265_04787
OG0006004	SHAE2_52960.1	T265_13739
OG0006005	SHAE2_77520.1	T265_15287
OG0006006	SHAE2_49680.1	T265_02947
OG0006007	SHAE2_22470.1	T265_13795
OG0006008	SHAE2_76020.1	T265_00318
OG0006009	SHAE2_87320.1, SHAE2_87320.2, SHAE2_87320.3	T265_12041, T265_15230
OG0006010	SHAE2_86510.1	T265_01682
OG0006011	SHAE2_69340.1	T265_00506
OG0006012	SHAE2_70580.1, SHAE2_70580.2	T265_08137
OG0006013	SHAE2_24030.1	T265_15196
OG0006014	SHAE2_78970.1	T265_02209
OG0006015	SHAE2_79570.2	T265_01224
OG0006016	SHAE2_83790.1	T265_00151
OG0006017	SHAE2_83810.1	T265_00153
OG0006018	SHAE2_94540.1	T265_05377
OG0006019	SHAE2_90520.1	T265_07921, T265_12602
OG0006021	SHAE2_80590.1	T265_05821
OG0006022	SHAE2_66100.1	T265_02028
OG0006023	SHAE2_20670.1	T265_00867
OG0006024	SHAE2_50300.1	T265_12539
OG0006026	SHAE2_1450.1	T265_09387
OG0006027	SHAE2_26950.1	T265_02114
OG0006028	SHAE2_52700.1, SHAE2_52700.2	T265_06858
OG0006029	SHAE2_59650.1	T265_03845
OG0006030	SHAE2_37230.1	T265_07048, T265_16154
OG0006031	SHAE2_21370.1	T265_05494
OG0006032	SHAE2_12060.1	T265_14178
OG0006033	SHAE2_44080.1	T265_09128
OG0006034	SHAE2_46340.1	T265_10670
OG0006035	SHAE2_59570.1	T265_01354
OG0006037	SHAE2_89560.1	T265_11799
OG0006038	SHAE2_46290.1	T265_01505
OG0006039	SHAE2_54180.1, SHAE2_54180.2	T265_00295
OG0006040	SHAE2_61130.1, SHAE2_61360.1	T265_08498
OG0006043	SHAE2_20450.1	T265_08369
OG0006044	SHAE2_73460.1	T265_10305
OG0006045	SHAE2_39020.1	T265_04338
OG0006046	SHAE2_14850.1	T265_08037
OG0006047	SHAE2_102750.1	T265_05746
OG0006048	SHAE2_8620.1	T265_14751
OG0006049	SHAE2_43490.1	T265_06032
OG0006050	SHAE2_65550.1	T265_01164
OG0006051	SHAE2_7690.2, SHAE2_7690.1, SHAE2_7690.3	T265_13008
OG0006052	SHAE2_77230.1	T265_01643, T265_12947
OG0006053	SHAE2_71890.1	T265_12566
OG0006054	SHAE2_67960.1	T265_14672
OG0006055	SHAE2_5250.1	T265_01190
OG0006056	SHAE2_16780.1, SHAE2_16780.3, SHAE2_16780.2	T265_09364
OG0006058	SHAE2_19990.1	T265_01441
OG0006059	SHAE2_77080.3, SHAE2_77080.4, SHAE2_77080.2, SHAE2_77080.1	T265_04869
OG0006060	SHAE2_3840.1, SHAE2_3840.2, SHAE2_3840.3	T265_13511
OG0006061	SHAE2_90420.1	T265_01621
OG0006062	SHAE2_38570.1, SHAE2_38570.2	T265_04461
OG0006063	SHAE2_48090.1	T265_09923
OG0006066	SHAE2_11030.1	T265_07753
OG0006067	SHAE2_46160.1, SHAE2_46160.3, SHAE2_46160.2	T265_01485
OG0006068	SHAE2_43910.1, SHAE2_43910.2	T265_12800
OG0006069	SHAE2_37030.1	T265_00728, T265_16346
OG0006070	SHAE2_70690.1	T265_15112
OG0006071	SHAE2_81170.1	T265_02929
OG0006072	SHAE2_87520.1	T265_10623
OG0006073	SHAE2_55960.1	T265_06995
OG0006074	SHAE2_96560.1	T265_07348
OG0006075	SHAE2_28050.1	T265_11346
OG0006076	SHAE2_54170.1	T265_00294
OG0006077	SHAE2_44740.1	T265_04114
OG0006079	SHAE2_55080.1	T265_02701
OG0006080	SHAE2_34970.1	T265_13358
OG0006081	SHAE2_2070.1	T265_09866
OG0006082	SHAE2_44590.1	T265_07611
OG0006083	SHAE2_89200.1	T265_02310
OG0006085	SHAE2_77700.1	T265_04853
OG0006086	SHAE2_26730.1, SHAE2_26730.2	T265_09099
OG0006087	SHAE2_42030.1	T265_08017
OG0006088	SHAE2_75420.1	T265_00027
OG0006090	SHAE2_96990.1	T265_13855
OG0006091	SHAE2_84850.1	T265_12290, T265_15429
OG0006092	SHAE2_15600.1	T265_01843
OG0006093	SHAE2_58130.3, SHAE2_58130.1, SHAE2_58130.4, SHAE2_58130.2	T265_01206
OG0006094	SHAE2_54430.1	T265_12458
OG0006095	SHAE2_86350.1, SHAE2_86350.2	T265_07126
OG0006096	SHAE2_21010.1	T265_06953
OG0006097	SHAE2_81160.1	T265_07749
OG0006098	SHAE2_27570.1	T265_10302
OG0006099	SHAE2_7870.1	T265_13774
OG0006100	SHAE2_19300.1	T265_00893
OG0006101	SHAE2_40350.1	T265_06530
OG0006102	SHAE2_82520.1, SHAE2_82520.2	T265_03871
OG0006103	SHAE2_40950.1	T265_08234
OG0006104	SHAE2_70950.1, SHAE2_70950.2, SHAE2_70950.3	T265_07156
OG0006105	SHAE2_86230.2, SHAE2_86230.1	T265_02379
OG0006106	SHAE2_63840.1	T265_14363, T265_16286
OG0006107	SHAE2_78710.1	T265_04785
OG0006108	SHAE2_103210.1	T265_10524
OG0006109	SHAE2_74570.1	T265_12532
OG0006110	SHAE2_95720.3, SHAE2_95720.1, SHAE2_95720.2	T265_04314
OG0006111	SHAE2_2350.1	T265_08178
OG0006112	SHAE2_93150.1	T265_08901
OG0006113	SHAE2_4260.1	T265_09557
OG0006114	SHAE2_99060.1, SHAE2_99060.2	T265_13613
OG0006116	SHAE2_50590.1	T265_03865
OG0006117	SHAE2_59780.1	T265_00135
OG0006118	SHAE2_60060.1	T265_15436
OG0006120	SHAE2_45270.1	T265_07064
OG0006121	SHAE2_24440.1, SHAE2_24440.2	T265_15292
OG0006122	SHAE2_31860.1	T265_00758
OG0006123	SHAE2_64290.1	T265_01160
OG0006127	SHAE2_45950.1	T265_03470
OG0006128	SHAE2_39960.1	T265_04746
OG0006129	SHAE2_15250.3, SHAE2_15250.1, SHAE2_15250.2	T265_03091, T265_03090
OG0006130	SHAE2_30270.1	T265_08572
OG0006131	SHAE2_67160.1	T265_01167
OG0006132	SHAE2_54790.2, SHAE2_54790.1, SHAE2_54790.3	T265_00097
OG0006133	SHAE2_73530.1, SHAE2_73530.2	T265_13035
OG0006134	SHAE2_22830.1	T265_06562
OG0006135	SHAE2_2260.1	T265_01602
OG0006136	SHAE2_81210.1	T265_10637
OG0006139	SHAE2_15110.1	T265_06487
OG0006140	SHAE2_77830.1	T265_12439
OG0006141	SHAE2_32910.1	T265_03619
OG0006143	SHAE2_20780.1, SHAE2_20780.2	T265_15582
OG0006144	SHAE2_65050.1	T265_13033
OG0006145	SHAE2_41800.1	T265_04145
OG0006146	SHAE2_82390.1	T265_16067
OG0006147	SHAE2_93610.1	T265_09593
OG0006148	SHAE2_73620.1	T265_12467, T265_12466
OG0006149	SHAE2_7770.1, SHAE2_7770.2	T265_03687
OG0006150	SHAE2_34040.3, SHAE2_34040.1, SHAE2_34040.2	T265_08342
OG0006151	SHAE2_44500.1, SHAE2_44500.2	T265_04465
OG0006153	SHAE2_64470.1, SHAE2_64470.2	T265_15142
OG0006154	SHAE2_91450.1	T265_08894
OG0006155	SHAE2_23380.1, SHAE2_23380.2	T265_10165
OG0006156	SHAE2_81230.1, SHAE2_81230.2, SHAE2_81230.3	T265_03960
OG0006157	SHAE2_47870.1, SHAE2_47870.2	T265_07598
OG0006158	SHAE2_22320.1	T265_15372
OG0006159	SHAE2_25740.1	T265_01099
OG0006160	SHAE2_18610.1	T265_04379
OG0006161	SHAE2_90310.1	T265_00754, T265_04662
OG0006162	SHAE2_21170.1	T265_03680
OG0006163	SHAE2_1920.1	T265_09146
OG0006164	SHAE2_560.1	T265_00257
OG0006165	SHAE2_74780.1, SHAE2_74780.2	T265_12640
OG0006166	SHAE2_50680.1	T265_03856
OG0006167	SHAE2_86130.1, SHAE2_86150.1	T265_01644, T265_12127
OG0006168	SHAE2_95820.1	T265_09199
OG0006170	SHAE2_15190.1	T265_06485
OG0006171	SHAE2_4420.2, SHAE2_4420.1	T265_14923
OG0006172	SHAE2_46890.1	T265_04755
OG0006173	SHAE2_21990.1	T265_12668
OG0006174	SHAE2_21430.1	T265_11215
OG0006175	SHAE2_92810.1	T265_04330
OG0006177	SHAE2_92530.1	T265_04160
OG0006178	SHAE2_92090.1	T265_09140
OG0006180	SHAE2_54700.1, SHAE2_54700.2	T265_00291, T265_08122
OG0006181	SHAE2_83770.1, SHAE2_83770.2	T265_14229
OG0006182	SHAE2_34800.1, SHAE2_34800.2	T265_10119
OG0006186	SHAE2_98180.1	T265_07077
OG0006187	SHAE2_45770.1	T265_04136
OG0006188	SHAE2_45820.1	T265_11536
OG0006226	SHAE2_12050.1	T265_06962
OG0006227	SHAE2_13290.1	T265_05575
OG0006228	SHAE2_28620.1	T265_06400
OG0006229	SHAE2_17820.1, SHAE2_17820.2	T265_11944, T265_12321
OG0006230	SHAE2_98430.1	T265_08353
OG0006231	SHAE2_43570.1	T265_05886
OG0006234	SHAE2_15900.1	T265_07777
OG0006235	SHAE2_27970.1	T265_13669
OG0006236	SHAE2_73440.1	T265_00536
OG0006237	SHAE2_43160.1	T265_02604
OG0006238	SHAE2_33910.1	T265_04894
OG0006239	SHAE2_81630.2, SHAE2_81630.1	T265_05714
OG0006241	SHAE2_59390.2, SHAE2_59390.1	T265_00315
OG0006242	SHAE2_16830.1	T265_11186
OG0006243	SHAE2_46920.1	T265_13406
OG0006245	SHAE2_58490.1	T265_13952
OG0006246	SHAE2_85340.2, SHAE2_85340.1	T265_12114
OG0006247	SHAE2_94500.1	T265_10497
OG0006248	SHAE2_96420.1	T265_09974, T265_09975
OG0006249	SHAE2_48960.1	T265_12552
OG0006250	SHAE2_35920.1, SHAE2_35920.2	T265_08806
OG0006251	SHAE2_18410.1	T265_04439
OG0006252	SHAE2_37350.1	T265_03818
OG0006253	SHAE2_94770.1	T265_09495
OG0006254	SHAE2_2550.1	T265_10255
OG0006255	SHAE2_38730.1	T265_12577
OG0006256	SHAE2_42850.1	T265_11234
OG0006257	SHAE2_99190.1	T265_09703
OG0006258	SHAE2_71310.1	T265_12589
OG0006259	SHAE2_94670.1	T265_14257
OG0006260	SHAE2_26350.1	T265_06942, T265_06943
OG0006261	SHAE2_81050.1	T265_00088, T265_00089
OG0006262	SHAE2_72960.1	T265_09323
OG0006264	SHAE2_82150.1	T265_15190
OG0006265	SHAE2_25080.1	T265_01075
OG0006266	SHAE2_53950.1	T265_05275
OG0006267	SHAE2_43650.1	T265_14701
OG0006269	SHAE2_51570.1	T265_08086
OG0006270	SHAE2_18430.1	T265_15004
OG0006272	SHAE2_11410.1, SHAE2_11410.2	T265_08414
OG0006273	SHAE2_47310.1	T265_04110
OG0006274	SHAE2_48380.1	T265_07067, T265_16046, T265_05062, T265_07066
OG0006275	SHAE2_84720.1	T265_14969
OG0006276	SHAE2_90950.1	T265_07118
OG0006277	SHAE2_46940.1	T265_13414
OG0006278	SHAE2_89930.1	T265_02316, T265_15671
OG0006279	SHAE2_43010.1	T265_14327
OG0006280	SHAE2_13750.1	T265_09871
OG0006281	SHAE2_34670.1	T265_15811
OG0006282	SHAE2_82220.1	T265_11224
OG0006283	SHAE2_44380.1	T265_05049
OG0006284	SHAE2_76620.1, SHAE2_76620.2	T265_02188
OG0006285	SHAE2_57480.1	T265_00313
OG0006286	SHAE2_66730.1	T265_00546
OG0006288	SHAE2_78450.1	T265_00770
OG0006289	SHAE2_82110.1	T265_14976
OG0006290	SHAE2_68960.1	T265_03916
OG0006291	SHAE2_65800.1	T265_08125
OG0006292	SHAE2_72790.1	T265_00669
OG0006293	SHAE2_101480.1	T265_08152
OG0006294	SHAE2_26810.1	T265_09717
OG0006295	SHAE2_100470.1	T265_11139
OG0006296	SHAE2_43790.1	T265_09675
OG0006299	SHAE2_2580.1	T265_09982, T265_06697
OG0006300	SHAE2_11230.1, SHAE2_11230.2	T265_12045
OG0006301	SHAE2_7830.1	T265_15886, T265_12313
OG0006302	SHAE2_57760.1	T265_07637
OG0006303	SHAE2_1780.1	T265_14450
OG0006304	SHAE2_52420.1	T265_00048
OG0006306	SHAE2_19860.1	T265_09242
OG0006307	SHAE2_38210.1	T265_09818
OG0006308	SHAE2_77590.1	T265_14763
OG0006309	SHAE2_83200.1	T265_15194
OG0006310	SHAE2_6850.1	T265_03045
OG0006311	SHAE2_94070.1	T265_04307
OG0006312	SHAE2_82010.1	T265_02160
OG0006313	SHAE2_80490.1	T265_13064
OG0006314	SHAE2_102440.1, SHAE2_75020.1	T265_02327
OG0006315	SHAE2_98080.1	T265_02744
OG0006316	SHAE2_72770.1	T265_10726
OG0006317	SHAE2_53250.1	T265_00104
OG0006318	SHAE2_53540.1	T265_06847
OG0006319	SHAE2_95800.1	T265_10996
OG0006320	SHAE2_33330.1	T265_10617
OG0006321	SHAE2_1300.1, SHAE2_1300.2	T265_05253
OG0006322	SHAE2_59240.1	T265_13118
OG0006323	SHAE2_36780.1	T265_08324
OG0006324	SHAE2_22890.1	T265_01373
OG0006325	SHAE2_6250.1	T265_06415
OG0006326	SHAE2_101330.1	T265_06631
OG0006327	SHAE2_27160.1	T265_12717
OG0006328	SHAE2_62220.1	T265_08665
OG0006329	SHAE2_71230.1	T265_14587
OG0006330	SHAE2_96320.1	T265_07570
OG0006331	SHAE2_63520.1	T265_03152
OG0006332	SHAE2_48340.1	T265_11742
OG0006334	SHAE2_87170.1	T265_14064
OG0006335	SHAE2_100410.1	T265_04638
OG0006336	SHAE2_23930.1	T265_15021
OG0006337	SHAE2_17560.1, SHAE2_17570.1	T265_05503
OG0006338	SHAE2_22120.1	T265_04419
OG0006339	SHAE2_38400.1	T265_00683
OG0006340	SHAE2_46540.1	T265_08629
OG0006342	SHAE2_89620.1	T265_11168
OG0006343	SHAE2_65110.1	T265_04178
OG0006344	SHAE2_28240.1	T265_14821
OG0006346	SHAE2_95930.1	T265_13092, T265_07373
OG0006347	SHAE2_29930.1	T265_15598
OG0006348	SHAE2_48290.1	T265_11593
OG0006349	SHAE2_10320.1	T265_05558
OG0006350	SHAE2_40080.2, SHAE2_40080.1, SHAE2_40080.4, SHAE2_40080.3	T265_07982, T265_15938
OG0006351	SHAE2_81490.1	T265_14298, T265_14297
OG0006352	SHAE2_16400.1	T265_07872
OG0006353	SHAE2_74090.1	T265_03964
OG0006354	SHAE2_75990.1, SHAE2_75990.2	T265_01996
OG0006355	SHAE2_54630.1, SHAE2_54620.1, SHAE2_54620.2	T265_08827
OG0006356	SHAE2_83820.1	T265_01986
OG0006357	SHAE2_89240.1	T265_07692
OG0006358	SHAE2_18060.1, SHAE2_18060.2	T265_06294
OG0006359	SHAE2_54280.1	T265_06848, T265_06849
OG0006360	SHAE2_98300.1	T265_07902
OG0006361	SHAE2_57740.1	T265_11664
OG0006362	SHAE2_23350.1	T265_00886
OG0006363	SHAE2_16060.1	T265_14157
OG0006365	SHAE2_24090.1	T265_08591
OG0006366	SHAE2_55930.1	T265_00360
OG0006367	SHAE2_74190.1	T265_00428
OG0006369	SHAE2_90400.1, SHAE2_90400.2	T265_02314, T265_16246
OG0006370	SHAE2_75660.1	T265_13377
OG0006371	SHAE2_85330.1	T265_06013
OG0006372	SHAE2_44050.3, SHAE2_44050.1, SHAE2_44050.2	T265_00580
OG0006373	SHAE2_83070.1	T265_04279
OG0006374	SHAE2_54110.2, SHAE2_54110.1	T265_02365
OG0006375	SHAE2_22060.1	T265_00911
OG0006376	SHAE2_92410.1	T265_04165
OG0006377	SHAE2_65610.1, SHAE2_65610.2	T265_11918
OG0006378	SHAE2_57030.1	T265_12748
OG0006379	SHAE2_91530.1	T265_12049
OG0006381	SHAE2_79710.1	T265_07644
OG0006383	SHAE2_85750.1	T265_07925
OG0006384	SHAE2_63580.1	T265_02045
OG0006385	SHAE2_19920.1	T265_05143
OG0006386	SHAE2_60080.1	T265_15437
OG0006387	SHAE2_82810.1	T265_03298
OG0006388	SHAE2_63650.1	T265_07008
OG0006389	SHAE2_89940.1, SHAE2_89940.2	T265_02317
OG0006390	SHAE2_69970.1	T265_15291
OG0006391	SHAE2_69960.1	T265_10898
OG0006392	SHAE2_99800.1	T265_05333, T265_13754, T265_13554
OG0006394	SHAE2_51320.1	T265_15418
OG0006395	SHAE2_15960.1	T265_13542
OG0006397	SHAE2_83330.1	T265_03982
OG0006398	SHAE2_6500.1	T265_14053
OG0006399	SHAE2_14600.1, SHAE2_14610.1	T265_14380
OG0006400	SHAE2_79790.1	T265_02773
OG0006401	SHAE2_50400.1	T265_00344
OG0006402	SHAE2_28100.1	T265_07045
OG0006403	SHAE2_650.1	T265_10653
OG0006404	SHAE2_36490.1	T265_06868
OG0006405	SHAE2_53470.1, SHAE2_53470.2, SHAE2_53450.1	T265_11460
OG0006406	SHAE2_55840.1	T265_13003, T265_03998, T265_14155
OG0006407	SHAE2_21630.1	T265_01611
OG0006408	SHAE2_80560.1, SHAE2_80560.2, SHAE2_80560.3	T265_05827
OG0006409	SHAE2_55120.1	T265_06982
OG0006410	SHAE2_1240.1	T265_15301
OG0006411	SHAE2_2220.1	T265_12161, T265_15137, T265_15138
OG0006412	SHAE2_19830.1	T265_14552
OG0006413	SHAE2_96400.2, SHAE2_96400.1	T265_07342
OG0006414	SHAE2_91430.1	T265_07452
OG0006415	SHAE2_26740.1	T265_09372
OG0006416	SHAE2_64560.1	T265_08933
OG0006418	SHAE2_10700.1	T265_03112
OG0006420	SHAE2_67900.1	T265_01124
OG0006421	SHAE2_6120.1	T265_09926
OG0006422	SHAE2_95670.1	T265_04316
OG0006423	SHAE2_87100.1	T265_09547
OG0006424	SHAE2_53430.1, SHAE2_53430.2	T265_15186, T265_02708
OG0006425	SHAE2_83140.1	T265_11416
OG0006426	SHAE2_22910.1	T265_09277
OG0006427	SHAE2_35930.1	T265_10062
OG0006428	SHAE2_330.1	T265_11779
OG0006429	SHAE2_12770.1	T265_08172
OG0006430	SHAE2_3750.1	T265_01459, T265_08003
OG0006431	SHAE2_96630.1	T265_09599
OG0006432	SHAE2_83520.1	T265_12903
OG0006433	SHAE2_45700.1, SHAE2_45700.3, SHAE2_45700.2	T265_04463
OG0006434	SHAE2_98540.1	T265_10421
OG0006435	SHAE2_85810.1	T265_02372
OG0006436	SHAE2_73710.1	T265_01380
OG0006437	SHAE2_96930.1	T265_03880
OG0006438	SHAE2_81120.1, SHAE2_81120.2	T265_02221
OG0006439	SHAE2_15230.1	T265_10437
OG0006440	SHAE2_53860.8, SHAE2_53860.9, SHAE2_54020.1	T265_10890
OG0006441	SHAE2_101270.1	T265_08751
OG0006442	SHAE2_37750.1	T265_05198
OG0006443	SHAE2_23530.1, SHAE2_23530.2	T265_01839
OG0006444	SHAE2_94420.1	T265_13057
OG0006445	SHAE2_74480.1	T265_12451, T265_16053
OG0006448	SHAE2_5480.1	T265_12679
OG0006449	SHAE2_34020.1	T265_08544
OG0006450	SHAE2_3000.1	T265_10232
OG0006451	SHAE2_75600.1	T265_15460
OG0006452	SHAE2_59990.1	T265_10252
OG0006453	SHAE2_73760.1	T265_01420
OG0006454	SHAE2_11570.1	T265_11534
OG0006455	SHAE2_53840.1	T265_01587
OG0006457	SHAE2_57710.1	T265_00141
OG0006458	SHAE2_70790.1	T265_07613
OG0006459	SHAE2_59440.1	T265_12438
OG0006460	SHAE2_69650.1	T265_01122
OG0006461	SHAE2_91630.1, SHAE2_91630.2	T265_14894
OG0006463	SHAE2_66320.1, SHAE2_66320.2	T265_00516
OG0006464	SHAE2_24190.1	T265_03697
OG0006466	SHAE2_93380.1	T265_11283
OG0006467	SHAE2_12370.1	T265_11575
OG0006468	SHAE2_45470.1	T265_15381
OG0006469	SHAE2_16660.1	T265_07952
OG0006470	SHAE2_62500.1	T265_03006
OG0006472	SHAE2_89150.1	T265_09548
OG0006473	SHAE2_66140.1	T265_00503
OG0006476	SHAE2_3700.1	T265_00225
OG0006477	SHAE2_29900.1	T265_10127
OG0006478	SHAE2_8130.1	T265_15504, T265_15819
OG0006479	SHAE2_46080.1	T265_04124
OG0006480	SHAE2_24400.1	T265_10500
OG0006481	SHAE2_71410.1	T265_01822
OG0006484	SHAE2_74690.1	T265_01969
OG0006485	SHAE2_4900.1, SHAE2_4900.2	T265_08420
OG0006486	SHAE2_24410.1	T265_10504, T265_15169
OG0006487	SHAE2_77940.1	T265_01788
OG0006488	SHAE2_18310.1	T265_14164
