Orthogroup	schistosoma_haematobium	fasciola_hepatica
OG0006250	SHAE2_35920.1, SHAE2_35920.2	FhHiC23_g6015.t1, FhHiC23_g6015.t2
OG0006251	SHAE2_18410.1	FhHiC23_g11772.t1, FhHiC23_g11772.t2, FhHiC23_g11772.t3
OG0006252	SHAE2_37350.1	FhHiC23_g5283.t1
OG0006253	SHAE2_94770.1	FhHiC23_g16040.t1
OG0006254	SHAE2_2550.1	FhHiC23_g12719.t1, FhHiC23_g12719.t2
OG0006255	SHAE2_38730.1	FhHiC23_g5997.t1
OG0006256	SHAE2_42850.1	FhHiC23_g5647.t1, FhHiC23_g5647.t2
OG0006257	SHAE2_99190.1	FhHiC23_g9246.t1, FhHiC23_g9244.t1
OG0006258	SHAE2_71310.1	FhHiC23_g7028.t1
OG0006259	SHAE2_94670.1	FhHiC23_g16316.t1
OG0006260	SHAE2_26350.1	FhHiC23_g10392.t1
OG0006261	SHAE2_81050.1	FhHiC23_g2279.t1
OG0006262	SHAE2_72960.1	FhHiC23_g6836.t1
OG0006263	SHAE2_89290.1	FhHiC23_g15062.t1, FhHiC23_g3693.t1
OG0006264	SHAE2_82150.1	FhHiC23_g2626.t1
OG0006265	SHAE2_25080.1	FhHiC23_g9634.t1
OG0006266	SHAE2_53950.1	FhHiC23_g1135.t1
OG0006267	SHAE2_43650.1	FhHiC23_g14782.t2, FhHiC23_g14782.t1
OG0006268	SHAE2_89400.1	FhHiC23_g3930.t1, FhHiC23_g3931.t1
OG0006269	SHAE2_51570.1	FhHiC23_g1008.t1, FhHiC23_g1008.t2
OG0006270	SHAE2_18430.1	FhHiC23_g11775.t1
OG0006272	SHAE2_11410.1, SHAE2_11410.2	FhHiC23_g12207.t1
OG0006273	SHAE2_47310.1	FhHiC23_g14323.t1, FhHiC23_g14323.t2
OG0006274	SHAE2_48380.1	FhHiC23_g13865.t1
OG0006275	SHAE2_84720.1	FhHiC23_g2473.t1
OG0006276	SHAE2_90950.1	FhHiC23_g3898.t1
OG0006277	SHAE2_46940.1	FhHiC23_g14007.t1
OG0006278	SHAE2_89930.1	FhHiC23_g3832.t1, FhHiC23_g3832.t2
OG0006279	SHAE2_43010.1	FhHiC23_g5895.t1
OG0006280	SHAE2_13750.1	FhHiC23_g12956.t1, FhHiC23_g174.t1
OG0006281	SHAE2_34670.1	FhHiC23_g6182.t1
OG0006282	SHAE2_82220.1	FhHiC23_g2874.t1
OG0006283	SHAE2_44380.1	FhHiC23_g14175.t2, FhHiC23_g14175.t1
OG0006284	SHAE2_76620.1, SHAE2_76620.2	FhHiC23_g2732.t1
OG0006285	SHAE2_57480.1	FhHiC23_g1016.t1, FhHiC23_g1016.t2
OG0006286	SHAE2_66730.1	FhHiC23_g7258.t2
OG0006287	SHAE2_78290.1, SHAE2_78290.2	FhHiC23_g2795.t1
OG0006288	SHAE2_78450.1	FhHiC23_g2891.t1
OG0006289	SHAE2_82110.1	FhHiC23_g257.t2, FhHiC23_g257.t1
OG0006290	SHAE2_68960.1	FhHiC23_g7581.t1
OG0006291	SHAE2_65800.1	FhHiC23_g7849.t1
OG0006292	SHAE2_72790.1	FhHiC23_g7845.t1, FhHiC23_g7846.t1
OG0006293	SHAE2_101480.1	FhHiC23_g9821.t1
OG0006294	SHAE2_26810.1	FhHiC23_g4706.t1
OG0006295	SHAE2_100470.1	FhHiC23_g9462.t1
OG0006296	SHAE2_43790.1	FhHiC23_g13959.t1
OG0006297	SHAE2_28990.1	FhHiC23_g10499.t1
OG0006299	SHAE2_2580.1	FhHiC23_g12603.t1
OG0006300	SHAE2_11230.1, SHAE2_11230.2	FhHiC23_g13078.t1, FhHiC23_g13078.t2
OG0006301	SHAE2_7830.1	FhHiC23_g12029.t1
OG0006302	SHAE2_57760.1	FhHiC23_g2346.t1, FhHiC23_g2346.t2
OG0006303	SHAE2_1780.1	FhHiC23_g12505.t1
OG0006304	SHAE2_52420.1	FhHiC23_g2212.t1
OG0006306	SHAE2_19860.1	FhHiC23_g11514.t1
OG0006307	SHAE2_38210.1	FhHiC23_g5031.t1
OG0006308	SHAE2_77590.1	FhHiC23_g611.t1
OG0006309	SHAE2_83200.1	FhHiC23_g3220.t1
OG0006310	SHAE2_6850.1	FhHiC23_g12867.t1
OG0006311	SHAE2_94070.1	FhHiC23_g16203.t1
OG0006312	SHAE2_82010.1	FhHiC23_g886.t1
OG0006313	SHAE2_80490.1	FhHiC23_g2832.t1
OG0006314	SHAE2_102440.1, SHAE2_75020.1	FhHiC23_g380.t1
OG0006315	SHAE2_98080.1	FhHiC23_g9228.t1, FhHiC23_g9228.t2
OG0006316	SHAE2_72770.1	FhHiC23_g7872.t1
OG0006317	SHAE2_53250.1	FhHiC23_g1820.t1, FhHiC23_g1820.t2
OG0006318	SHAE2_53540.1	FhHiC23_g1251.t1
OG0006319	SHAE2_95800.1	FhHiC23_g16626.t1
OG0006320	SHAE2_33330.1	FhHiC23_g5393.t1, FhHiC23_g5393.t2
OG0006321	SHAE2_1300.1, SHAE2_1300.2	FhHiC23_g13408.t1, FhHiC23_g13408.t3, FhHiC23_g13408.t2
OG0006322	SHAE2_59240.1	FhHiC23_g1432.t1, FhHiC23_g1433.t1
OG0006323	SHAE2_36780.1	FhHiC23_g6564.t1, FhHiC23_g6564.t2
OG0006324	SHAE2_22890.1	FhHiC23_g15560.t1
OG0006325	SHAE2_6250.1	FhHiC23_g12952.t1
OG0006326	SHAE2_101330.1	FhHiC23_g10415.t1
OG0006327	SHAE2_27160.1	FhHiC23_g8985.t1
OG0006328	SHAE2_62220.1	FhHiC23_g7723.t1, FhHiC23_g7723.t2
OG0006329	SHAE2_71230.1	FhHiC23_g7221.t1
OG0006330	SHAE2_96320.1	FhHiC23_g16659.t1
OG0006331	SHAE2_63520.1	FhHiC23_g8184.t1
OG0006332	SHAE2_48340.1	FhHiC23_g14434.t1, FhHiC23_g14434.t2
OG0006333	SHAE2_64160.1	FhHiC23_g6764.t1
OG0006334	SHAE2_87170.1	FhHiC23_g3638.t1, FhHiC23_g3638.t2
OG0006335	SHAE2_100410.1	FhHiC23_g10070.t1, FhHiC23_g10070.t2
OG0006336	SHAE2_23930.1	FhHiC23_g15467.t2, FhHiC23_g15467.t1
OG0006337	SHAE2_17560.1, SHAE2_17570.1	FhHiC23_g15469.t1, FhHiC23_g15470.t1
OG0006338	SHAE2_22120.1	FhHiC23_g11354.t1, FhHiC23_g11354.t2
OG0006339	SHAE2_38400.1	FhHiC23_g6330.t1
OG0006340	SHAE2_46540.1	FhHiC23_g14161.t1, FhHiC23_g14161.t2
OG0006341	SHAE2_55010.1	FhHiC23_g2205.t1
OG0006342	SHAE2_89620.1	FhHiC23_g3926.t1
OG0006343	SHAE2_65110.1	FhHiC23_g7330.t2, FhHiC23_g7330.t1
OG0006344	SHAE2_28240.1	FhHiC23_g5072.t1
OG0006345	SHAE2_75350.1	FhHiC23_g1558.t1
OG0006346	SHAE2_95930.1	FhHiC23_g16332.t1
OG0006347	SHAE2_29930.1	FhHiC23_g4981.t1
OG0006348	SHAE2_48290.1	FhHiC23_g14306.t1
OG0006349	SHAE2_10320.1	FhHiC23_g11406.t1
OG0006350	SHAE2_40080.2, SHAE2_40080.1, SHAE2_40080.4, SHAE2_40080.3	FhHiC23_g6267.t1
OG0006351	SHAE2_81490.1	FhHiC23_g1098.t1
OG0006352	SHAE2_16400.1	FhHiC23_g11399.t1
OG0006353	SHAE2_74090.1	FhHiC23_g7657.t1, FhHiC23_g3226.t1
OG0006354	SHAE2_75990.1, SHAE2_75990.2	FhHiC23_g2314.t1, FhHiC23_g2314.t2
OG0006355	SHAE2_54630.1, SHAE2_54620.1, SHAE2_54620.2	FhHiC23_g743.t1
OG0006356	SHAE2_83820.1	FhHiC23_g1508.t1, FhHiC23_g1508.t2
OG0006357	SHAE2_89240.1	FhHiC23_g1675.t1, FhHiC23_g3570.t1, FhHiC23_g3570.t2
OG0006358	SHAE2_18060.1, SHAE2_18060.2	FhHiC23_g12538.t1
OG0006359	SHAE2_54280.1	FhHiC23_g23.t1
OG0006361	SHAE2_57740.1	FhHiC23_g2379.t1, FhHiC23_g2379.t2
OG0006362	SHAE2_23350.1	FhHiC23_g15612.t2, FhHiC23_g15612.t3, FhHiC23_g15612.t1
OG0006363	SHAE2_16060.1	FhHiC23_g13159.t1
OG0006364	SHAE2_87090.1	FhHiC23_g3542.t1
OG0006365	SHAE2_24090.1	FhHiC23_g15801.t1, FhHiC23_g15801.t2
OG0006366	SHAE2_55930.1	FhHiC23_g1189.t1
OG0006367	SHAE2_74190.1	FhHiC23_g924.t1
OG0006368	SHAE2_67800.1	FhHiC23_g8034.t1
OG0006369	SHAE2_90400.1, SHAE2_90400.2	FhHiC23_g4074.t1
OG0006370	SHAE2_75660.1	FhHiC23_g1296.t1
OG0006371	SHAE2_85330.1	FhHiC23_g3590.t1, FhHiC23_g3590.t2
OG0006372	SHAE2_44050.3, SHAE2_44050.1, SHAE2_44050.2	FhHiC23_g5732.t1
OG0006373	SHAE2_83070.1	FhHiC23_g2516.t1
OG0006374	SHAE2_54110.2, SHAE2_54110.1	FhHiC23_g1627.t1
OG0006375	SHAE2_22060.1	FhHiC23_g15266.t1
OG0006376	SHAE2_92410.1	FhHiC23_g16363.t2, FhHiC23_g16363.t1
OG0006377	SHAE2_65610.1, SHAE2_65610.2	FhHiC23_g7036.t1
OG0006378	SHAE2_57030.1	FhHiC23_g255.t1, FhHiC23_g255.t2, FhHiC23_g255.t3
OG0006379	SHAE2_91530.1	FhHiC23_g4393.t1, FhHiC23_g4393.t2
OG0006381	SHAE2_79710.1	FhHiC23_g3281.t1, FhHiC23_g3281.t2
OG0006382	SHAE2_90610.1	FhHiC23_g3661.t1
OG0006383	SHAE2_85750.1	FhHiC23_g3473.t1
OG0006384	SHAE2_63580.1	FhHiC23_g8071.t1
OG0006385	SHAE2_19920.1	FhHiC23_g10762.t1
OG0006386	SHAE2_60080.1	FhHiC23_g1884.t1, FhHiC23_g1884.t2
OG0006387	SHAE2_82810.1	FhHiC23_g2511.t1
OG0006388	SHAE2_63650.1	FhHiC23_g7270.t2, FhHiC23_g7270.t1
OG0006389	SHAE2_89940.1, SHAE2_89940.2	FhHiC23_g3826.t1
OG0006390	SHAE2_69970.1	FhHiC23_g8296.t1
OG0006391	SHAE2_69960.1	FhHiC23_g8298.t1
OG0006392	SHAE2_99800.1	FhHiC23_g9212.t1, FhHiC23_g9995.t1
OG0006393	SHAE2_73820.2, SHAE2_73820.1	FhHiC23_g8256.t1
OG0006394	SHAE2_51320.1	FhHiC23_g1853.t1, FhHiC23_g1853.t2
OG0006395	SHAE2_15960.1	FhHiC23_g12100.t1
OG0006396	SHAE2_22720.1	FhHiC23_g15181.t1
OG0006397	SHAE2_83330.1	FhHiC23_g2961.t1
OG0006398	SHAE2_6500.1	FhHiC23_g13143.t2, FhHiC23_g13143.t1
OG0006399	SHAE2_14600.1, SHAE2_14610.1	FhHiC23_g10975.t1
OG0006400	SHAE2_79790.1	FhHiC23_g2397.t1
OG0006401	SHAE2_50400.1	FhHiC23_g1801.t1, FhHiC23_g1801.t2
OG0006402	SHAE2_28100.1	FhHiC23_g5527.t1, FhHiC23_g5528.t1
OG0006403	SHAE2_650.1	FhHiC23_g13187.t1
OG0006404	SHAE2_36490.1	FhHiC23_g6149.t1
OG0006405	SHAE2_53470.1, SHAE2_53470.2, SHAE2_53450.1	FhHiC23_g2358.t2, FhHiC23_g2358.t1
OG0006406	SHAE2_55840.1	FhHiC23_g118.t1
OG0006407	SHAE2_21630.1	FhHiC23_g11988.t1
OG0006408	SHAE2_80560.1, SHAE2_80560.2, SHAE2_80560.3	FhHiC23_g208.t1
OG0006409	SHAE2_55120.1	FhHiC23_g805.t1
OG0006410	SHAE2_1240.1	FhHiC23_g13580.t1
OG0006411	SHAE2_2220.1	FhHiC23_g11588.t1, FhHiC23_g11588.t2
OG0006412	SHAE2_19830.1	FhHiC23_g11195.t1
OG0006413	SHAE2_96400.2, SHAE2_96400.1	FhHiC23_g16329.t1, FhHiC23_g16330.t1
OG0006414	SHAE2_91430.1	FhHiC23_g16427.t1
OG0006415	SHAE2_26740.1	FhHiC23_g5063.t1
OG0006417	SHAE2_53340.1	FhHiC23_g1201.t2, FhHiC23_g1201.t1
OG0006418	SHAE2_10700.1	FhHiC23_g13644.t1
OG0006419	SHAE2_30330.1	FhHiC23_g9938.t1
OG0006420	SHAE2_67900.1	FhHiC23_g7192.t1, FhHiC23_g7192.t2
OG0006421	SHAE2_6120.1	FhHiC23_g13127.t1
OG0006422	SHAE2_95670.1	FhHiC23_g16667.t1
OG0006423	SHAE2_87100.1	FhHiC23_g4161.t1, FhHiC23_g6683.t1, FhHiC23_g6683.t2
OG0006424	SHAE2_53430.1, SHAE2_53430.2	FhHiC23_g2008.t1, FhHiC23_g2008.t2, FhHiC23_g2008.t3
OG0006425	SHAE2_83140.1	FhHiC23_g3112.t1
OG0006426	SHAE2_22910.1	FhHiC23_g4953.t1, FhHiC23_g15008.t1, FhHiC23_g15008.t2
OG0006427	SHAE2_35930.1	FhHiC23_g4917.t1
OG0006428	SHAE2_330.1	FhHiC23_g13594.t1
OG0006429	SHAE2_12770.1	FhHiC23_g11250.t1
OG0006430	SHAE2_3750.1	FhHiC23_g12017.t1
OG0006432	SHAE2_83520.1	FhHiC23_g3130.t1
OG0006433	SHAE2_45700.1, SHAE2_45700.3, SHAE2_45700.2	FhHiC23_g14500.t1
OG0006434	SHAE2_98540.1	FhHiC23_g9351.t1
OG0006435	SHAE2_85810.1	FhHiC23_g4108.t1
OG0006436	SHAE2_73710.1	FhHiC23_g7797.t1
OG0006437	SHAE2_96930.1	FhHiC23_g16577.t1
OG0006438	SHAE2_81120.1, SHAE2_81120.2	FhHiC23_g3102.t1
OG0006439	SHAE2_15230.1	FhHiC23_g11617.t1, FhHiC23_g11617.t2
OG0006440	SHAE2_53860.8, SHAE2_53860.9, SHAE2_54020.1	FhHiC23_g1932.t1
OG0006441	SHAE2_101270.1	FhHiC23_g9861.t1
OG0006442	SHAE2_37750.1	FhHiC23_g4949.t1
OG0006443	SHAE2_23530.1, SHAE2_23530.2	FhHiC23_g11156.t1
OG0006444	SHAE2_94420.1	FhHiC23_g15984.t1
OG0006445	SHAE2_74480.1	FhHiC23_g1355.t1
OG0006446	SHAE2_55360.1, SHAE2_55360.2	FhHiC23_g2045.t1, FhHiC23_g2045.t2
OG0006447	SHAE2_92930.2, SHAE2_92930.3, SHAE2_92930.1	FhHiC23_g16675.t1
OG0006448	SHAE2_5480.1	FhHiC23_g12974.t1
OG0006449	SHAE2_34020.1	FhHiC23_g5377.t1, FhHiC23_g5377.t2
OG0006450	SHAE2_3000.1	FhHiC23_g12318.t1, FhHiC23_g12318.t2
OG0006451	SHAE2_75600.1	FhHiC23_g832.t1, FhHiC23_g832.t2
OG0006452	SHAE2_59990.1	FhHiC23_g3161.t1
OG0006453	SHAE2_73760.1	FhHiC23_g8267.t1
OG0006454	SHAE2_11570.1	FhHiC23_g11562.t1
OG0006455	SHAE2_53840.1	FhHiC23_g3035.t1
OG0006456	SHAE2_1970.1	FhHiC23_g13495.t2, FhHiC23_g13495.t1
OG0006457	SHAE2_57710.1	FhHiC23_g2170.t1
OG0006458	SHAE2_70790.1	FhHiC23_g7620.t1, FhHiC23_g7620.t2
OG0006459	SHAE2_59440.1	FhHiC23_g1765.t1, FhHiC23_g1764.t1
OG0006460	SHAE2_69650.1	FhHiC23_g6855.t1
OG0006461	SHAE2_91630.1, SHAE2_91630.2	FhHiC23_g16054.t1
OG0006463	SHAE2_66320.1, SHAE2_66320.2	FhHiC23_g7969.t1, FhHiC23_g8442.t1
OG0006464	SHAE2_24190.1	FhHiC23_g15617.t1, FhHiC23_g15615.t1
OG0006465	SHAE2_81840.1	FhHiC23_g377.t1
OG0006466	SHAE2_93380.1	FhHiC23_g15839.t1
OG0006467	SHAE2_12370.1	FhHiC23_g12804.t1, FhHiC23_g12804.t2
OG0006468	SHAE2_45470.1	FhHiC23_g13880.t1, FhHiC23_g13880.t2
OG0006469	SHAE2_16660.1	FhHiC23_g10809.t3, FhHiC23_g10809.t1, FhHiC23_g10809.t2
OG0006470	SHAE2_62500.1	FhHiC23_g7458.t1, FhHiC23_g7458.t2
OG0006471	SHAE2_89180.1	FhHiC23_g3516.t1
OG0006472	SHAE2_89150.1	FhHiC23_g4160.t2, FhHiC23_g4160.t1
OG0006473	SHAE2_66140.1	FhHiC23_g7551.t1
OG0006474	SHAE2_70340.1	FhHiC23_g7422.t1, FhHiC23_g7422.t2
OG0006475	SHAE2_15290.1	FhHiC23_g11555.t1, FhHiC23_g11555.t2
OG0006476	SHAE2_3700.1	FhHiC23_g12200.t1
OG0006477	SHAE2_29900.1	FhHiC23_g4984.t3, FhHiC23_g4984.t2, FhHiC23_g4984.t1
OG0006478	SHAE2_8130.1	FhHiC23_g13730.t1, FhHiC23_g13730.t2
OG0006479	SHAE2_46080.1	FhHiC23_g14680.t1
OG0006480	SHAE2_24400.1	FhHiC23_g15689.t1
OG0006481	SHAE2_71410.1	FhHiC23_g7796.t1
OG0006482	SHAE2_23580.1	FhHiC23_g10724.t1
OG0006483	SHAE2_64430.1	FhHiC23_g6949.t1
OG0006484	SHAE2_74690.1	FhHiC23_g3345.t1
OG0006485	SHAE2_4900.1, SHAE2_4900.2	FhHiC23_g12721.t1
OG0006486	SHAE2_24410.1	FhHiC23_g15688.t1
OG0006487	SHAE2_77940.1	FhHiC23_g3397.t1
OG0006488	SHAE2_18310.1	FhHiC23_g11291.t1
OG0006489	SHAE2_13030.1	FhHiC23_g10805.t1
OG0006490	SHAE2_8280.1, SHAE2_8280.2, SHAE2_8280.3	FhHiC23_g12556.t2
OG0006491	SHAE2_90480.1	FhHiC23_g3771.t1
OG0006492	SHAE2_33780.1	FhHiC23_g3491.t1
OG0006493	SHAE2_25450.1	FhHiC23_g10371.t1
OG0006494	SHAE2_66900.1	FhHiC23_g7989.t2, FhHiC23_g7989.t1, FhHiC23_g7989.t3
OG0006495	SHAE2_88970.1	FhHiC23_g3512.t1
OG0006496	SHAE2_48020.1	FhHiC23_g14819.t1, FhHiC23_g14819.t2
OG0006497	SHAE2_14900.1, SHAE2_14900.2	FhHiC23_g11272.t1
OG0006498	SHAE2_2120.1	FhHiC23_g12362.t1
OG0006499	SHAE2_6180.1	FhHiC23_g13129.t1, FhHiC23_g13129.t2
OG0006500	SHAE2_47660.1, SHAE2_47660.2	FhHiC23_g14016.t1
OG0006501	SHAE2_95260.1	FhHiC23_g16599.t1
OG0006502	SHAE2_74080.1, SHAE2_74080.2	FhHiC23_g3080.t1
OG0006503	SHAE2_84840.1	FhHiC23_g3115.t1, FhHiC23_g3116.t3, FhHiC23_g3116.t4
OG0006504	SHAE2_85510.1, SHAE2_85510.2	FhHiC23_g3777.t1
OG0006505	SHAE2_87490.1	FhHiC23_g4264.t1
OG0006506	SHAE2_70890.1	FhHiC23_g7073.t3, FhHiC23_g7073.t1, FhHiC23_g7073.t2
OG0006507	SHAE2_66040.1	FhHiC23_g7269.t1
OG0006508	SHAE2_70380.1	FhHiC23_g7572.t1
OG0006509	SHAE2_99270.1	FhHiC23_g9464.t1
OG0006510	SHAE2_29030.1	FhHiC23_g9560.t1, FhHiC23_g9560.t2, FhHiC23_g9561.t1
OG0006543	SHAE2_87540.1	FhHiC23_g4207.t1
OG0006544	SHAE2_101140.1	FhHiC23_g9387.t1
OG0006545	SHAE2_76150.1	FhHiC23_g2975.t1
OG0006546	SHAE2_95690.1, SHAE2_95690.2	FhHiC23_g16643.t1
OG0006547	SHAE2_51250.1	FhHiC23_g875.t1
OG0006548	SHAE2_98390.1	FhHiC23_g9925.t1, FhHiC23_g9918.t1
OG0006549	SHAE2_73450.1	FhHiC23_g7353.t1, FhHiC23_g7353.t2
OG0006550	SHAE2_59400.1, SHAE2_59400.2, SHAE2_59400.3	FhHiC23_g307.t3
OG0006551	SHAE2_79290.1, SHAE2_79290.2	FhHiC23_g3247.t1
OG0006552	SHAE2_16820.1	FhHiC23_g15578.t1
OG0006553	SHAE2_81760.1	FhHiC23_g2369.t1
OG0006554	SHAE2_46640.1	FhHiC23_g14635.t1
OG0006555	SHAE2_97680.1	FhHiC23_g16524.t2, FhHiC23_g16524.t1
OG0006556	SHAE2_57150.1	FhHiC23_g1875.t1
OG0006557	SHAE2_65040.1	FhHiC23_g8044.t1, FhHiC23_g8044.t2
OG0006558	SHAE2_75470.1	FhHiC23_g2324.t1
OG0006559	SHAE2_5710.1	FhHiC23_g12563.t1
OG0006561	SHAE2_71350.1	FhHiC23_g7460.t1
OG0006562	SHAE2_15320.1	FhHiC23_g13066.t1
OG0006563	SHAE2_92510.1	FhHiC23_g15877.t1
OG0006564	SHAE2_41970.1	FhHiC23_g4860.t1
OG0006565	SHAE2_18690.1	FhHiC23_g11041.t1
OG0006566	SHAE2_31490.1	FhHiC23_g4896.t1
OG0006567	SHAE2_32470.1	FhHiC23_g5581.t1
OG0006568	SHAE2_22510.1	FhHiC23_g15568.t1, FhHiC23_g15568.t2
OG0006569	SHAE2_31470.1	FhHiC23_g5085.t1
OG0006570	SHAE2_58920.1	FhHiC23_g1684.t1
OG0006571	SHAE2_65950.1	FhHiC23_g7534.t1
OG0006572	SHAE2_49640.1	FhHiC23_g233.t1
OG0006573	SHAE2_2250.1	FhHiC23_g11586.t1
OG0006574	SHAE2_70810.1	FhHiC23_g6870.t1
OG0006575	SHAE2_61650.1	FhHiC23_g7346.t1
OG0006576	SHAE2_61760.1	FhHiC23_g8324.t1
OG0006578	SHAE2_51120.1	FhHiC23_g1073.t1, FhHiC23_g1073.t2
OG0006579	SHAE2_45360.1	FhHiC23_g13939.t1
OG0006580	SHAE2_81100.1	FhHiC23_g2436.t1
OG0006581	SHAE2_28950.1	FhHiC23_g9299.t1
OG0006582	SHAE2_32870.1	FhHiC23_g5092.t1
OG0006583	SHAE2_92030.1	FhHiC23_g16691.t1, FhHiC23_g16691.t2
OG0006584	SHAE2_2850.1	FhHiC23_g13192.t1
OG0006585	SHAE2_20230.1	FhHiC23_g15191.t1
OG0006586	SHAE2_40380.1	FhHiC23_g5748.t1
OG0006588	SHAE2_15690.1	FhHiC23_g12013.t1
OG0006589	SHAE2_21870.1	FhHiC23_g15638.t1
OG0006590	SHAE2_21890.1	FhHiC23_g15636.t1
OG0006591	SHAE2_76650.1	FhHiC23_g983.t1
OG0006592	SHAE2_89840.1, SHAE2_89840.2, SHAE2_89840.3	FhHiC23_g3717.t1
OG0006593	SHAE2_75150.1, SHAE2_75150.2, SHAE2_75150.3	FhHiC23_g2535.t1
OG0006594	SHAE2_55100.1	FhHiC23_g2110.t1
OG0006596	SHAE2_83250.1	FhHiC23_g3164.t1
OG0006597	SHAE2_82100.1	FhHiC23_g258.t1
OG0006598	SHAE2_99220.1	FhHiC23_g9463.t1
OG0006599	SHAE2_25690.1	FhHiC23_g9793.t1
OG0006600	SHAE2_83560.1	FhHiC23_g3010.t1
OG0006601	SHAE2_55060.1	FhHiC23_g2213.t1, FhHiC23_g2213.t2, FhHiC23_g2213.t3
OG0006602	SHAE2_27520.1	FhHiC23_g10159.t1
OG0006603	SHAE2_98020.1	FhHiC23_g9317.t1
OG0006604	SHAE2_59310.1	FhHiC23_g1612.t1
OG0006605	SHAE2_20850.1, SHAE2_20850.2	FhHiC23_g15317.t1
OG0006606	SHAE2_77480.1	FhHiC23_g909.t1
OG0006607	SHAE2_28570.1	FhHiC23_g9532.t1
OG0006608	SHAE2_22440.1	FhHiC23_g11771.t1
OG0006609	SHAE2_91360.1	FhHiC23_g4363.t1
OG0006610	SHAE2_85170.1	FhHiC23_g3664.t1
OG0006611	SHAE2_98400.1	FhHiC23_g9927.t1
OG0006613	SHAE2_59670.1	FhHiC23_g1419.t1
OG0006614	SHAE2_69820.1	FhHiC23_g7384.t1
OG0006615	SHAE2_36950.1	FhHiC23_g6278.t1
OG0006616	SHAE2_75550.1	FhHiC23_g1555.t1
OG0006617	SHAE2_74130.1	FhHiC23_g1901.t1
OG0006618	SHAE2_40010.1	FhHiC23_g6261.t1
OG0006619	SHAE2_25910.1	FhHiC23_g10386.t1
OG0006620	SHAE2_2430.1	FhHiC23_g12086.t2, FhHiC23_g12086.t1
OG0006621	SHAE2_97840.1	FhHiC23_g16100.t1
OG0006622	SHAE2_18450.1, SHAE2_18460.1	FhHiC23_g11610.t1
OG0006623	SHAE2_70500.1	FhHiC23_g7993.t1
OG0006624	SHAE2_37450.1	FhHiC23_g5836.t1, FhHiC23_g5836.t2
OG0006625	SHAE2_65850.1	FhHiC23_g7677.t1
OG0006626	SHAE2_34830.1	FhHiC23_g5577.t1, FhHiC23_g5574.t1
OG0006627	SHAE2_60000.1	FhHiC23_g1588.t1, FhHiC23_g6105.t1
OG0006628	SHAE2_97780.1	FhHiC23_g4383.t1
OG0006629	SHAE2_80160.1	FhHiC23_g3131.t1
OG0006630	SHAE2_86010.1	FhHiC23_g4085.t1
OG0006631	SHAE2_54590.2, SHAE2_54590.1	FhHiC23_g747.t1
OG0006632	SHAE2_42120.1	FhHiC23_g5868.t1, FhHiC23_g5868.t2
OG0006633	SHAE2_74200.1	FhHiC23_g923.t1
OG0006634	SHAE2_43850.1	FhHiC23_g14085.t1
OG0006635	SHAE2_7680.1	FhHiC23_g10626.t1
OG0006636	SHAE2_27080.1	FhHiC23_g10164.t1
OG0006638	SHAE2_7720.1	FhHiC23_g10992.t1, FhHiC23_g10991.t1, FhHiC23_g10992.t2
OG0006639	SHAE2_84510.2, SHAE2_84510.1	FhHiC23_g1286.t1
OG0006640	SHAE2_10910.1	FhHiC23_g12347.t1
OG0006641	SHAE2_80460.1	FhHiC23_g2319.t1
OG0006642	SHAE2_68730.1	FhHiC23_g7056.t1
OG0006643	SHAE2_62210.1	FhHiC23_g7740.t1
OG0006644	SHAE2_26840.1	FhHiC23_g10153.t1
OG0006645	SHAE2_65120.1	FhHiC23_g7329.t1
OG0006646	SHAE2_54880.1	FhHiC23_g2349.t1
OG0006647	SHAE2_70480.1	FhHiC23_g8567.t1
OG0006648	SHAE2_70440.1	FhHiC23_g7251.t1
OG0006649	SHAE2_76740.1	FhHiC23_g760.t1, FhHiC23_g760.t2
OG0006650	SHAE2_50690.1	FhHiC23_g2254.t1
OG0006651	SHAE2_14360.1	FhHiC23_g11411.t1
OG0006652	SHAE2_26330.1	FhHiC23_g10212.t1, FhHiC23_g10212.t2
OG0006653	SHAE2_68600.1	FhHiC23_g8052.t1
OG0006654	SHAE2_70470.1	FhHiC23_g8037.t1
OG0006655	SHAE2_37090.1	FhHiC23_g5450.t1
OG0006656	SHAE2_37080.1	FhHiC23_g5449.t1, FhHiC23_g5449.t2
OG0006657	SHAE2_27640.1	FhHiC23_g10329.t1
OG0006658	SHAE2_81800.1	FhHiC23_g664.t1, FhHiC23_g664.t2
OG0006659	SHAE2_37850.1	FhHiC23_g6293.t1, FhHiC23_g6293.t2
OG0006660	SHAE2_90530.1	FhHiC23_g3894.t1
OG0006661	SHAE2_77030.1	FhHiC23_g354.t1
OG0006662	SHAE2_18050.1, SHAE2_18050.2	FhHiC23_g12539.t1
OG0006663	SHAE2_44810.1	FhHiC23_g13930.t1
OG0006664	SHAE2_54270.1	FhHiC23_g24.t1
OG0006665	SHAE2_39450.1	FhHiC23_g14570.t1
OG0006666	SHAE2_1640.1	FhHiC23_g12757.t1
OG0006667	SHAE2_7460.1	FhHiC23_g10658.t1
OG0006668	SHAE2_26830.1	FhHiC23_g6379.t1
OG0006669	SHAE2_16050.1	FhHiC23_g13158.t1
OG0006670	SHAE2_75460.1	FhHiC23_g2973.t1, FhHiC23_g2973.t2
