Orthogroup	schistosoma_haematobium	schistosoma_rodhaini
OG0004605	SHAE2_31320.1, SHAE2_31320.2, SHAE2_31320.3	SRDH2_29430.1
OG0004608	SHAE2_14490.1, SHAE2_14490.2	SRDH2_14660.1
OG0004609	SHAE2_29080.1	SRDH2_27180.1
OG0004610	SHAE2_74560.1	SRDH2_72250.1, SRDH2_72250.2, SRDH2_72250.3
OG0004611	SHAE2_66220.3, SHAE2_66220.1, SHAE2_66220.2	SRDH2_63690.1, SRDH2_63690.2
OG0004612	SHAE2_73590.1	SRDH2_70930.1
OG0004613	SHAE2_97250.1	SRDH2_94820.1
OG0004614	SHAE2_83360.1	SRDH2_80840.1, SRDH2_80840.2
OG0004615	SHAE2_1710.1, SHAE2_1710.2	SRDH2_1450.1, SRDH2_1450.2, SRDH2_1450.3
OG0004616	SHAE2_51490.1, SHAE2_51490.2	SRDH2_49020.1, SRDH2_49020.2, SRDH2_49020.3, SRDH2_49020.4
OG0004617	SHAE2_86900.1	SRDH2_84750.1, SRDH2_84750.2
OG0004618	SHAE2_7100.2, SHAE2_7100.3, SHAE2_7100.1	SRDH2_6640.1, SRDH2_6640.2, SRDH2_6640.3
OG0004619	SHAE2_45670.1	SRDH2_43130.1
OG0004620	SHAE2_30320.1, SHAE2_30320.2	SRDH2_28450.1
OG0004621	SHAE2_101970.1	SRDH2_99800.1
OG0004622	SHAE2_80470.1	SRDH2_77830.1
OG0004623	SHAE2_41480.1	SRDH2_38670.1
OG0004623	SHAE2_41480.1	SRDH2_38670.2
OG0004624	SHAE2_45010.1	SRDH2_42460.1, SRDH2_42460.2
OG0004625	SHAE2_71360.1	SRDH2_69080.1
OG0004626	SHAE2_95500.1	SRDH2_92630.1, SRDH2_92630.2
OG0004627	SHAE2_43690.1	SRDH2_41010.1
OG0004628	SHAE2_37990.1	SRDH2_32800.1
OG0004629	SHAE2_95280.1, SHAE2_95280.2, SHAE2_95280.3, SHAE2_95280.4	SRDH2_92840.1, SRDH2_92840.2
OG0004630	SHAE2_98690.1	SRDH2_96680.1
OG0004631	SHAE2_67190.1	SRDH2_64910.1
OG0004632	SHAE2_69940.1	SRDH2_66240.1, SRDH2_66240.2, SRDH2_66240.3, SRDH2_66240.4, SRDH2_66240.5, SRDH2_66240.6
OG0004633	SHAE2_17510.2, SHAE2_17510.1	SRDH2_16020.1
OG0004634	SHAE2_94330.1	SRDH2_91800.1
OG0004635	SHAE2_50940.1	SRDH2_48460.4, SRDH2_48460.1, SRDH2_48460.2, SRDH2_48460.3, SRDH2_48460.5
OG0004636	SHAE2_15020.1	SRDH2_15190.1, SRDH2_15190.2, SRDH2_15190.3
OG0004637	SHAE2_86080.1	SRDH2_83910.1, SRDH2_83910.2
OG0004638	SHAE2_12220.1	SRDH2_10670.1, SRDH2_10670.2, SRDH2_10720.1
OG0004639	SHAE2_90160.1	SRDH2_88140.2, SRDH2_88140.1
OG0004640	SHAE2_29360.1	SRDH2_27400.1
OG0004641	SHAE2_54340.1	SRDH2_52070.1
OG0004642	SHAE2_49920.1	SRDH2_47440.3, SRDH2_47440.2, SRDH2_47440.4, SRDH2_47440.1
OG0004643	SHAE2_12190.3, SHAE2_12190.4, SHAE2_12190.6, SHAE2_12190.5, SHAE2_12190.2, SHAE2_12190.1	SRDH2_10710.2, SRDH2_10710.1
OG0004645	SHAE2_93470.1	SRDH2_90960.1
OG0004646	SHAE2_79610.1	SRDH2_76980.1
OG0004647	SHAE2_14430.1, SHAE2_14430.2	SRDH2_14600.2, SRDH2_14600.1, SRDH2_14600.3
OG0004648	SHAE2_54140.1, SHAE2_54140.2, SHAE2_54140.3, SHAE2_54140.4	SRDH2_51880.2, SRDH2_51880.1, SRDH2_51880.3
OG0004649	SHAE2_36880.1	SRDH2_36010.2, SRDH2_36010.3, SRDH2_36010.1
OG0004650	SHAE2_26450.1	SRDH2_24430.1
OG0004651	SHAE2_13310.2, SHAE2_13310.3, SHAE2_13310.1, SHAE2_13310.4, SHAE2_13310.5, SHAE2_13310.6, SHAE2_13310.7	SRDH2_12090.1
OG0004652	SHAE2_61020.1	SRDH2_83090.1, SRDH2_101800.1, SRDH2_101710.1, SRDH2_101790.1
OG0004653	SHAE2_93990.2, SHAE2_93990.1	SRDH2_91490.1
OG0004654	SHAE2_83710.1, SHAE2_83710.2	SRDH2_81220.1
OG0004655	SHAE2_22550.1	SRDH2_21160.1
OG0004656	SHAE2_102690.1	SRDH2_96110.1
OG0004658	SHAE2_7970.1	SRDH2_7560.1
OG0004659	SHAE2_19390.1	SRDH2_17660.1, SRDH2_17660.2
OG0004660	SHAE2_12610.1	SRDH2_11150.1
OG0004661	SHAE2_8590.2, SHAE2_8590.1, SHAE2_8600.1	SRDH2_8230.1
OG0004662	SHAE2_102400.1	SRDH2_41250.1, SRDH2_41250.2, SRDH2_41250.3
OG0004662	SHAE2_43880.1	SRDH2_41260.1
OG0004663	SHAE2_94250.1	SRDH2_91740.1
OG0004664	SHAE2_56410.1	SRDH2_52920.3
OG0004665	SHAE2_76500.1, SHAE2_76500.2	SRDH2_73530.1, SRDH2_73530.2
OG0004668	SHAE2_59610.1, SHAE2_59600.1	SRDH2_57110.1, SRDH2_57110.2
OG0004669	SHAE2_4640.2, SHAE2_4640.1, SHAE2_4640.3	SRDH2_4180.1
OG0004670	SHAE2_94850.1	SRDH2_93290.1, SRDH2_93300.1
OG0004672	SHAE2_49770.4, SHAE2_49770.1, SHAE2_49770.3, SHAE2_49770.2	SRDH2_47290.1, SRDH2_47290.3, SRDH2_47290.2
OG0004673	SHAE2_44600.1, SHAE2_44600.2	SRDH2_42010.4, SRDH2_42010.5, SRDH2_42010.3, SRDH2_42010.2, SRDH2_42010.1
OG0004674	SHAE2_33580.1	SRDH2_31610.1, SRDH2_31610.2, SRDH2_31610.3, SRDH2_31610.4, SRDH2_31610.5
OG0004675	SHAE2_32820.1	SRDH2_30950.1, SRDH2_30950.2, SRDH2_30950.3, SRDH2_30950.4, SRDH2_30950.5, SRDH2_30950.6, SRDH2_30950.7, SRDH2_30950.8, SRDH2_30950.9
OG0004676	SHAE2_39800.1	SRDH2_34470.1
OG0004677	SHAE2_47400.2, SHAE2_47400.3, SHAE2_47400.1	SRDH2_44800.1
OG0004678	SHAE2_19360.1	SRDH2_17630.1
OG0004679	SHAE2_23250.1	SRDH2_100210.1, SRDH2_20490.1
OG0004680	SHAE2_85370.1, SHAE2_85370.2	SRDH2_83240.12, SRDH2_83240.11, SRDH2_83240.10, SRDH2_83240.2, SRDH2_83240.4, SRDH2_83240.1, SRDH2_83240.3, SRDH2_83240.6, SRDH2_83240.8, SRDH2_83240.7, SRDH2_83240.5, SRDH2_83240.9
OG0004681	SHAE2_96700.1, SHAE2_96670.1, SHAE2_96680.1	SRDH2_94020.1, SRDH2_94010.1, SRDH2_94040.1
OG0004682	SHAE2_76770.1, SHAE2_76810.1, SHAE2_76850.1, SHAE2_76790.1, SHAE2_76830.1, SHAE2_76790.2	SRDH2_73220.1, SRDH2_73220.2
OG0004687	SHAE2_48670.1	SRDH2_47020.1, SRDH2_47020.6, SRDH2_47020.3, SRDH2_47020.4, SRDH2_47020.5, SRDH2_47020.2
OG0004688	SHAE2_100640.4, SHAE2_100640.1, SHAE2_100640.3, SHAE2_100640.2	SRDH2_98560.1
OG0004689	SHAE2_98440.1, SHAE2_98440.2	SRDH2_96620.1
OG0004690	SHAE2_101340.1, SHAE2_101340.2	SRDH2_99270.1
OG0004691	SHAE2_98790.1	SRDH2_96760.1
OG0004692	SHAE2_14950.1	SRDH2_15120.1
OG0004693	SHAE2_95330.1, SHAE2_95330.2, SHAE2_95330.3, SHAE2_95330.4	SRDH2_92790.1
OG0004694	SHAE2_13660.1, SHAE2_13660.3, SHAE2_13660.4, SHAE2_13660.2	SRDH2_13690.1
OG0004695	SHAE2_54460.4, SHAE2_54460.1, SHAE2_54460.2, SHAE2_54460.3	SRDH2_52190.1
OG0004696	SHAE2_84770.1	SRDH2_82500.3, SRDH2_82500.1, SRDH2_82500.4, SRDH2_82500.2, SRDH2_82500.5, SRDH2_82500.6
OG0004697	SHAE2_80780.1	SRDH2_78190.3, SRDH2_78190.4, SRDH2_78190.1, SRDH2_78190.2
OG0004698	SHAE2_31800.1	SRDH2_29970.1
OG0004699	SHAE2_84120.1	SRDH2_81650.1
OG0004700	SHAE2_97700.1	SRDH2_95520.1
OG0004701	SHAE2_30900.1	SRDH2_29010.6, SRDH2_29010.1, SRDH2_29010.5, SRDH2_29010.2, SRDH2_29010.4, SRDH2_29010.3
OG0004702	SHAE2_34730.1	SRDH2_38160.1
OG0004703	SHAE2_6750.1	SRDH2_6360.1, SRDH2_6350.2, SRDH2_6350.1, SRDH2_6350.3
OG0004704	SHAE2_77840.1, SHAE2_77840.2, SHAE2_77840.4, SHAE2_77840.3	SRDH2_75230.1
OG0004705	SHAE2_63810.1, SHAE2_63810.2, SHAE2_63810.3	SRDH2_61390.1
OG0004706	SHAE2_64790.1	SRDH2_62300.2, SRDH2_62300.1, SRDH2_62300.3, SRDH2_62300.5, SRDH2_62300.4
OG0004707	SHAE2_25510.1, SHAE2_25510.2	SRDH2_23620.3, SRDH2_23620.4, SRDH2_23620.5, SRDH2_23680.1, SRDH2_23620.6
OG0004708	SHAE2_101450.1, SHAE2_101450.2, SHAE2_101440.1	SRDH2_99380.1, SRDH2_99380.2, SRDH2_99380.3
OG0004709	SHAE2_93650.1, SHAE2_93650.2	SRDH2_91150.1
OG0004710	SHAE2_40600.2, SHAE2_40600.1	SRDH2_37320.2, SRDH2_37320.3, SRDH2_37320.1, SRDH2_37320.4
OG0004711	SHAE2_99090.1	SRDH2_97090.1, SRDH2_97090.2
OG0004712	SHAE2_65570.1	SRDH2_63020.1, SRDH2_63020.2
OG0004713	SHAE2_14420.1	SRDH2_14590.1
OG0004714	SHAE2_93740.1, SHAE2_93740.2, SHAE2_93740.3	SRDH2_91230.1
OG0004715	SHAE2_96810.1, SHAE2_96810.2	SRDH2_94190.1, SRDH2_94190.2
OG0004716	SHAE2_64750.1, SHAE2_64750.2	SRDH2_62250.1
OG0004717	SHAE2_93860.2, SHAE2_93860.1	SRDH2_91330.3, SRDH2_91330.1, SRDH2_91330.2
OG0004718	SHAE2_37700.1	SRDH2_32500.1
OG0004719	SHAE2_81970.4, SHAE2_81970.3, SHAE2_81970.1, SHAE2_81970.5, SHAE2_81970.2	SRDH2_79430.1
OG0004720	SHAE2_71750.1	SRDH2_68660.1
OG0004721	SHAE2_72760.1	SRDH2_70130.1, SRDH2_70130.2, SRDH2_70130.3, SRDH2_70130.4
OG0004722	SHAE2_50490.1	SRDH2_48010.1
OG0004723	SHAE2_48240.1, SHAE2_48240.2	SRDH2_45600.1
OG0004724	SHAE2_45350.1	SRDH2_42800.1, SRDH2_42800.2, SRDH2_42800.3
OG0004725	SHAE2_100920.1	SRDH2_98830.1
OG0004726	SHAE2_74820.1	SRDH2_71800.1
OG0004727	SHAE2_77800.1	SRDH2_75200.1
OG0004728	SHAE2_87380.1	SRDH2_85210.1
OG0004729	SHAE2_8580.2, SHAE2_8580.1	SRDH2_8220.1
OG0004730	SHAE2_93710.1	SRDH2_91200.1, SRDH2_91200.2, SRDH2_91200.3, SRDH2_91200.4
OG0004731	SHAE2_22170.4, SHAE2_22170.3, SHAE2_22170.1, SHAE2_22170.2, SHAE2_22170.5	SRDH2_21520.1
OG0004732	SHAE2_10560.1	SRDH2_8990.2, SRDH2_8990.1
OG0004733	SHAE2_72030.1	SRDH2_68400.1, SRDH2_68400.2
OG0004734	SHAE2_48000.1, SHAE2_48000.2	SRDH2_45460.1
OG0004735	SHAE2_22630.1	SRDH2_21090.1
OG0004736	SHAE2_78260.1	SRDH2_75650.1
OG0004737	SHAE2_7130.1, SHAE2_7130.2, SHAE2_7130.3, SHAE2_7130.4	SRDH2_6670.1
OG0004738	SHAE2_4380.1, SHAE2_4380.2	SRDH2_3920.1, SRDH2_3920.2
OG0004739	SHAE2_48760.1	SRDH2_46960.1
OG0004740	SHAE2_58980.1	SRDH2_56720.1
OG0004741	SHAE2_82670.1	SRDH2_80170.1, SRDH2_80170.2
OG0004742	SHAE2_91970.1	SRDH2_89350.1
OG0004743	SHAE2_34720.2, SHAE2_34720.1	SRDH2_38170.1
OG0004744	SHAE2_39900.4, SHAE2_39900.5, SHAE2_39900.1, SHAE2_39900.2, SHAE2_39900.3	SRDH2_37980.1
OG0004745	SHAE2_21410.1	SRDH2_19670.1
OG0004746	SHAE2_56730.1, SHAE2_56730.2, SHAE2_56730.3	SRDH2_54420.1, SRDH2_54420.3, SRDH2_54420.2
OG0004747	SHAE2_74790.1, SHAE2_74790.2	SRDH2_71770.1, SRDH2_71770.2, SRDH2_71770.3
OG0004748	SHAE2_21420.1	SRDH2_19680.1
OG0004749	SHAE2_99890.1	SRDH2_97780.1, SRDH2_97780.2
OG0004750	SHAE2_27940.1	SRDH2_26080.1
OG0004751	SHAE2_64700.1	SRDH2_62200.3, SRDH2_62200.2, SRDH2_62200.1, SRDH2_62200.4
OG0004752	SHAE2_14090.3, SHAE2_14090.1, SHAE2_14090.2	SRDH2_14190.3, SRDH2_44380.1, SRDH2_14190.4, SRDH2_14190.1, SRDH2_14190.2, SRDH2_14190.5
OG0004753	SHAE2_8050.1	SRDH2_7650.1
OG0004754	SHAE2_61030.1	SRDH2_58440.1, SRDH2_58440.2
OG0004755	SHAE2_96890.1	SRDH2_94290.1
OG0004756	SHAE2_66060.1	SRDH2_63530.1
OG0004757	SHAE2_101240.2, SHAE2_101240.3, SHAE2_101240.1	SRDH2_99150.1
OG0004758	SHAE2_79780.1	SRDH2_77160.1
OG0004759	SHAE2_26310.1	SRDH2_24270.1
OG0004760	SHAE2_62700.1, SHAE2_62700.2, SHAE2_62700.3	SRDH2_60350.1
OG0004761	SHAE2_14540.1, SHAE2_14630.1	SRDH2_14820.1
OG0004762	SHAE2_100170.1	SRDH2_98040.1
OG0004763	SHAE2_74390.1, SHAE2_74390.2	SRDH2_72410.1
OG0004764	SHAE2_97280.1	SRDH2_94850.1
OG0004765	SHAE2_35860.2, SHAE2_35860.3, SHAE2_35860.1	SRDH2_34920.2, SRDH2_34920.3, SRDH2_34920.1
OG0004766	SHAE2_65470.1	SRDH2_62920.1
OG0004767	SHAE2_43430.2, SHAE2_43430.1, SHAE2_43430.4, SHAE2_43430.3	SRDH2_40740.1
OG0004768	SHAE2_4310.1	SRDH2_3860.1
OG0004769	SHAE2_39610.1	SRDH2_34270.1
OG0004770	SHAE2_68490.1	SRDH2_67910.1
OG0004771	SHAE2_52590.1, SHAE2_52590.2	SRDH2_50140.1
OG0004772	SHAE2_98960.1	SRDH2_96960.4, SRDH2_96960.1, SRDH2_96960.2, SRDH2_96960.3, SRDH2_96960.5
OG0004773	SHAE2_32560.1, SHAE2_32560.2	SRDH2_30710.1, SRDH2_30710.2
OG0004774	SHAE2_77340.2, SHAE2_77340.1	SRDH2_72770.1, SRDH2_72770.2
OG0004775	SHAE2_45280.1, SHAE2_45280.2	SRDH2_42730.1
OG0004776	SHAE2_103420.1, SHAE2_103420.2, SHAE2_103420.3, SHAE2_103420.4	SRDH2_35310.1
OG0004777	SHAE2_79460.1, SHAE2_79460.2	SRDH2_76770.1
OG0004778	SHAE2_58430.1	SRDH2_56240.1
OG0004779	SHAE2_17690.1, SHAE2_17690.2	SRDH2_16180.1
OG0004780	SHAE2_14050.1	SRDH2_14160.2, SRDH2_14160.1
OG0004781	SHAE2_77420.1	SRDH2_72670.6, SRDH2_72670.9, SRDH2_72670.3, SRDH2_72670.4, SRDH2_72670.8, SRDH2_72670.5, SRDH2_72670.7, SRDH2_72670.2, SRDH2_72670.1
OG0004783	SHAE2_85480.3, SHAE2_85480.1, SHAE2_85480.2	SRDH2_83360.1, SRDH2_83360.2, SRDH2_83360.3
OG0004784	SHAE2_86720.2, SHAE2_86720.1	SRDH2_84580.1
OG0004785	SHAE2_89380.1	SRDH2_86560.1, SRDH2_86560.4, SRDH2_86560.2, SRDH2_86560.3
OG0004786	SHAE2_49850.1, SHAE2_49850.2	SRDH2_47360.1, SRDH2_47380.1
OG0004787	SHAE2_58520.1	SRDH2_56340.3, SRDH2_56340.4, SRDH2_56340.1, SRDH2_56340.2
OG0004788	SHAE2_94190.1	SRDH2_91670.1, SRDH2_91670.3, SRDH2_91670.2
OG0004789	SHAE2_66270.1, SHAE2_66280.1	SRDH2_63740.1
OG0004790	SHAE2_23160.1	SRDH2_20540.1, SRDH2_20540.2, SRDH2_20540.3
OG0004791	SHAE2_14730.2, SHAE2_14730.1	SRDH2_14900.1
OG0004792	SHAE2_56450.1	SRDH2_52860.1
OG0004793	SHAE2_76540.1, SHAE2_76540.2, SHAE2_76540.3, SHAE2_76540.4	SRDH2_73480.1, SRDH2_73480.2
OG0004794	SHAE2_74970.1, SHAE2_74970.3, SHAE2_74970.2	SRDH2_72470.1
OG0004795	SHAE2_34430.1	SRDH2_36460.1
OG0004796	SHAE2_21110.1	SRDH2_19340.1, SRDH2_19340.2
OG0004797	SHAE2_101250.1	SRDH2_99160.1
OG0004799	SHAE2_98370.1	SRDH2_96350.1, SRDH2_96350.2, SRDH2_96350.3
OG0004800	SHAE2_21060.1	SRDH2_19310.2, SRDH2_19310.3, SRDH2_19310.5
OG0004801	SHAE2_26440.1	SRDH2_24400.1
OG0004802	SHAE2_68070.2, SHAE2_68070.1	SRDH2_65520.1, SRDH2_65520.2
OG0004803	SHAE2_63050.1	SRDH2_60690.1, SRDH2_60690.2
OG0004804	SHAE2_18190.1	SRDH2_16630.1
OG0004805	SHAE2_4340.1	SRDH2_3880.2, SRDH2_3880.1
OG0004806	SHAE2_55140.1	SRDH2_54160.1
OG0004807	SHAE2_57980.3, SHAE2_57980.1, SHAE2_57980.4, SHAE2_57980.2	SRDH2_55790.1
OG0004808	SHAE2_80950.1	SRDH2_78390.1
OG0004809	SHAE2_53590.1	SRDH2_50990.1
OG0004810	SHAE2_100210.1	SRDH2_98090.1
OG0004811	SHAE2_42910.1	SRDH2_40140.1
OG0004812	SHAE2_36090.1	SRDH2_35110.1
OG0004813	SHAE2_95810.1	SRDH2_92360.1, SRDH2_92360.2
OG0004814	SHAE2_6230.1	SRDH2_5790.1
OG0004815	SHAE2_63590.1, SHAE2_63590.2	SRDH2_61160.1, SRDH2_61160.4, SRDH2_61160.5, SRDH2_61160.6, SRDH2_61160.7, SRDH2_61160.8, SRDH2_61160.2, SRDH2_61160.3
OG0004816	SHAE2_80960.1, SHAE2_80960.2, SHAE2_80960.3, SHAE2_80960.4	SRDH2_78400.1, SRDH2_78400.2
OG0004817	SHAE2_85790.1, SHAE2_85790.2, SHAE2_85790.3	SRDH2_83560.1, SRDH2_83560.2, SRDH2_83560.3
OG0004818	SHAE2_98010.1	SRDH2_95980.1
OG0004819	SHAE2_82820.1	SRDH2_80310.1
OG0004820	SHAE2_36500.1, SHAE2_36500.2, SHAE2_36500.3	SRDH2_35610.1
OG0004822	SHAE2_26120.1	SRDH2_24060.1
OG0004823	SHAE2_95110.1, SHAE2_61930.1	SRDH2_59700.1
OG0004824	SHAE2_77690.1	SRDH2_75120.1
OG0004825	SHAE2_64000.1	SRDH2_61590.1
OG0004826	SHAE2_85320.1	SRDH2_83180.1, SRDH2_83180.2, SRDH2_83180.3, SRDH2_83180.4
OG0004827	SHAE2_92180.1	SRDH2_89380.1
OG0004828	SHAE2_26460.1	SRDH2_24450.1
OG0004829	SHAE2_41070.1	SRDH2_32000.1, SRDH2_32000.4, SRDH2_32000.2, SRDH2_32000.3
OG0004830	SHAE2_70330.1	SRDH2_66590.1
OG0004831	SHAE2_30400.1	SRDH2_28520.1
OG0004832	SHAE2_39420.1	SRDH2_34100.3, SRDH2_34100.1, SRDH2_34100.2
OG0004833	SHAE2_39710.1	SRDH2_34390.1
OG0004834	SHAE2_34120.1	SRDH2_36680.3, SRDH2_36680.1, SRDH2_36680.2
OG0004835	SHAE2_27430.1, SHAE2_27440.1	SRDH2_25460.1, SRDH2_25460.2
OG0004836	SHAE2_90760.1	SRDH2_88400.1
OG0004837	SHAE2_16020.1	SRDH2_11770.1
OG0004838	SHAE2_79340.4, SHAE2_79340.2, SHAE2_79340.3, SHAE2_79340.1	SRDH2_76650.1
OG0004839	SHAE2_230.1	SRDH2_290.1, SRDH2_290.3, SRDH2_290.2
OG0004840	SHAE2_54670.1	SRDH2_52380.1, SRDH2_52380.2, SRDH2_52380.3
OG0004841	SHAE2_69680.1, SHAE2_69680.3, SHAE2_69680.2	SRDH2_65920.1, SRDH2_65920.2
OG0004842	SHAE2_77040.1, SHAE2_77040.2	SRDH2_73000.1
OG0004843	SHAE2_40490.1	SRDH2_37410.3
OG0004844	SHAE2_2270.1	SRDH2_2000.1, SRDH2_2000.2, SRDH2_2000.3
OG0004845	SHAE2_2280.1, SHAE2_2280.2	SRDH2_2010.1
OG0004846	SHAE2_83490.1	SRDH2_81000.1
OG0004847	SHAE2_74120.1	SRDH2_71590.4, SRDH2_71590.1, SRDH2_71590.2, SRDH2_71590.3
OG0004848	SHAE2_15590.1, SHAE2_15590.2	SRDH2_12850.1
OG0004849	SHAE2_49290.1	SRDH2_46440.1
OG0004850	SHAE2_68470.1, SHAE2_68470.4, SHAE2_68470.2, SHAE2_68470.3, SHAE2_68470.7, SHAE2_68470.5, SHAE2_68470.6, SHAE2_68470.8	SRDH2_67890.1
OG0004851	SHAE2_21480.1	SRDH2_19730.2, SRDH2_19730.3, SRDH2_19730.1, SRDH2_19730.4
OG0004852	SHAE2_55790.1	SRDH2_53510.3, SRDH2_53510.1, SRDH2_53510.2, SRDH2_53510.4, SRDH2_53510.5
OG0004853	SHAE2_27280.1	SRDH2_25330.2, SRDH2_25330.1
OG0004854	SHAE2_96940.1	SRDH2_94340.1, SRDH2_94340.2, SRDH2_94340.3
OG0004855	SHAE2_35150.1	SRDH2_34840.1, SRDH2_34840.2, SRDH2_34840.3
OG0004856	SHAE2_83160.1	SRDH2_80620.1
OG0004857	SHAE2_48700.1	SRDH2_46990.4, SRDH2_46990.3, SRDH2_46990.2, SRDH2_46990.1
OG0004858	SHAE2_84030.1	SRDH2_81560.1
OG0004859	SHAE2_70990.2, SHAE2_70990.1, SHAE2_70990.3	SRDH2_69390.2, SRDH2_69390.1, SRDH2_69390.3, SRDH2_69390.4
OG0004860	SHAE2_51150.1, SHAE2_51150.2	SRDH2_48650.3, SRDH2_48650.1, SRDH2_48650.2
OG0004861	SHAE2_29530.1	SRDH2_27660.1
OG0004862	SHAE2_53790.1	SRDH2_51530.1, SRDH2_51530.2
OG0004863	SHAE2_99380.1	SRDH2_97370.1
OG0004864	SHAE2_36860.1	SRDH2_35990.3, SRDH2_35990.2, SRDH2_35990.1, SRDH2_35990.4
OG0004865	SHAE2_26420.1	SRDH2_24380.1
OG0004866	SHAE2_69980.1	SRDH2_66260.1
OG0004867	SHAE2_63690.1, SHAE2_63690.2	SRDH2_61270.3, SRDH2_61270.4, SRDH2_61270.5, SRDH2_61270.1, SRDH2_61270.2
OG0004868	SHAE2_6470.1, SHAE2_6470.2	SRDH2_6060.1
OG0004869	SHAE2_19430.1	SRDH2_17700.1
OG0004870	SHAE2_85410.1	SRDH2_83290.1
OG0004871	SHAE2_10270.1, SHAE2_10270.2, SHAE2_10270.3	SRDH2_8680.2, SRDH2_8680.1
OG0004872	SHAE2_21910.1	SRDH2_22820.1
OG0004873	SHAE2_44580.1	SRDH2_41990.2
OG0004874	SHAE2_3710.1	SRDH2_3260.1
OG0004875	SHAE2_3510.1	SRDH2_3110.2, SRDH2_3110.1, SRDH2_3110.3
OG0004876	SHAE2_58320.1	SRDH2_56150.1
OG0004877	SHAE2_86400.1	SRDH2_84270.1
OG0004878	SHAE2_74230.1, SHAE2_74230.2	SRDH2_71470.2, SRDH2_71470.1, SRDH2_71470.3
OG0004879	SHAE2_64010.1	SRDH2_61600.3, SRDH2_61600.1, SRDH2_61600.2
OG0004880	SHAE2_18780.1	SRDH2_17130.1, SRDH2_17130.2
OG0004881	SHAE2_15720.1	SRDH2_13060.1
OG0004882	SHAE2_2570.1	SRDH2_2320.1, SRDH2_2320.2, SRDH2_2320.3
OG0004883	SHAE2_11360.1	SRDH2_9760.1, SRDH2_9760.2, SRDH2_9760.3, SRDH2_9760.4
OG0004884	SHAE2_86830.1	SRDH2_84700.1, SRDH2_84700.2
OG0004885	SHAE2_1180.1, SHAE2_1180.2	SRDH2_830.1
OG0004886	SHAE2_6580.1	SRDH2_6140.1
OG0004887	SHAE2_55740.1	SRDH2_53560.3, SRDH2_53560.2, SRDH2_53560.1
OG0004888	SHAE2_85400.1	SRDH2_83280.1
OG0004889	SHAE2_60270.1	SRDH2_58220.1
OG0004890	SHAE2_94290.1	SRDH2_91770.1
OG0004891	SHAE2_33120.1, SHAE2_33120.2, SHAE2_33120.3, SHAE2_33120.4	SRDH2_31190.1, SRDH2_31190.2
OG0004892	SHAE2_77270.1, SHAE2_77270.2, SHAE2_77270.3	SRDH2_72830.1, SRDH2_72830.3, SRDH2_72830.2
OG0004893	SHAE2_21590.1	SRDH2_19850.1
OG0004894	SHAE2_60240.3, SHAE2_60240.2, SHAE2_60240.1, SHAE2_60240.4	SRDH2_58190.1
OG0004895	SHAE2_97810.1	SRDH2_95360.1
OG0004896	SHAE2_41690.1	SRDH2_38890.1
OG0004897	SHAE2_12260.1	SRDH2_10750.1
OG0004898	SHAE2_50160.1	SRDH2_47670.1
OG0004899	SHAE2_51050.2, SHAE2_51050.1	SRDH2_48560.1
OG0004900	SHAE2_29500.2, SHAE2_29500.1	SRDH2_27630.3, SRDH2_27630.1, SRDH2_27630.2
OG0004901	SHAE2_50970.1	SRDH2_48490.4, SRDH2_48490.2, SRDH2_48490.3, SRDH2_48490.5, SRDH2_48490.1
OG0004902	SHAE2_39980.1	SRDH2_37880.1
OG0004903	SHAE2_67240.1	SRDH2_64860.1, SRDH2_64860.2
OG0004904	SHAE2_68830.1	SRDH2_66930.1
OG0004906	SHAE2_14650.1	SRDH2_14840.1
OG0004907	SHAE2_63310.1	SRDH2_60940.1
OG0004908	SHAE2_31650.1	SRDH2_29770.1
OG0004909	SHAE2_14290.1, SHAE2_14290.2	SRDH2_14440.1
OG0004910	SHAE2_22390.1	SRDH2_21310.1
OG0004911	SHAE2_1100.1	SRDH2_760.1
OG0004912	SHAE2_95100.1	SRDH2_93040.1
OG0004913	SHAE2_61400.1	SRDH2_58940.1
OG0004914	SHAE2_65020.2, SHAE2_65020.1	SRDH2_62490.1
OG0004915	SHAE2_23710.1, SHAE2_23710.2	SRDH2_23110.1
OG0004916	SHAE2_19160.1	SRDH2_17470.1
OG0004917	SHAE2_38380.1	SRDH2_33110.1
OG0004918	SHAE2_91510.1	SRDH2_89000.1
OG0004919	SHAE2_55810.3, SHAE2_55810.5	SRDH2_53490.2, SRDH2_53490.1, SRDH2_53490.3
OG0004920	SHAE2_87160.1	SRDH2_84980.1
OG0004921	SHAE2_55370.1, SHAE2_55370.3, SHAE2_55370.2	SRDH2_53950.1, SRDH2_53940.1
OG0004922	SHAE2_81730.1	SRDH2_79220.1
OG0004923	SHAE2_2400.1, SHAE2_2410.1	SRDH2_2140.1
OG0004924	SHAE2_27470.1	SRDH2_25490.1, SRDH2_25490.2
OG0004925	SHAE2_59560.1	SRDH2_57150.2, SRDH2_57150.1, SRDH2_57150.3, SRDH2_57150.4
OG0004926	SHAE2_75810.1	SRDH2_74250.1, SRDH2_74250.2
OG0004927	SHAE2_95860.1, SHAE2_95860.2	SRDH2_92320.1, SRDH2_92320.2, SRDH2_92320.3
OG0004928	SHAE2_70530.1	SRDH2_69880.1, SRDH2_69880.2, SRDH2_69880.3
OG0004929	SHAE2_57580.1	SRDH2_55290.1
