Orthogroup	schistosoma_bovis	schistosoma_japonicum
OG0007096	SBOV2_88790.1, SBOV2_88790.2	EWB00_004943
OG0007097	SBOV2_50880.1	EWB00_000747
OG0007098	SBOV2_75580.1	EWB00_011003.1, EWB00_011003.2
OG0007099	SBOV2_83690.1	EWB00_007290
OG0007100	SBOV2_62150.1	EWB00_005908
OG0007101	SBOV2_32670.1	EWB00_008365.1, EWB00_008365.2, EWB00_008365.3, EWB00_008365.4
OG0007102	SBOV2_38040.1	EWB00_006056
OG0007103	SBOV2_94600.1, SBOV2_62140.1	EWB00_005909
OG0007104	SBOV2_66380.1, SBOV2_66380.2, SBOV2_66380.3	EWB00_009824
OG0007106	SBOV2_70740.1	EWB00_002740.1, EWB00_002740.2
OG0007107	SBOV2_68390.2, SBOV2_68390.1	EWB00_010041
OG0007112	SBOV2_83990.1	EWB00_004500
OG0007114	SBOV2_87020.1	EWB00_000738
OG0007115	SBOV2_55960.1	EWB00_005123.1, EWB00_005123.2, EWB00_005123.3
OG0007116	SBOV2_59720.3, SBOV2_59720.1, SBOV2_59720.2	EWB00_007968
OG0007117	SBOV2_21520.1	EWB00_002391
OG0007118	SBOV2_93120.1, SBOV2_93120.2	EWB00_002056
OG0007120	SBOV2_82110.1	EWB00_007028.1, EWB00_007028.2
OG0007121	SBOV2_86310.1	EWB00_006931.1, EWB00_006931.2
OG0007122	SBOV2_51830.1, SBOV2_51830.2	EWB00_006480
OG0007123	SBOV2_70670.1	EWB00_002734.1, EWB00_002734.2
OG0007124	SBOV2_71720.1	EWB00_008344.1, EWB00_008344.2
OG0007125	SBOV2_78130.1, SBOV2_78130.2, SBOV2_78130.3	EWB00_002639
OG0007126	SBOV2_69750.1	EWB00_007913, EWB00_007914
OG0007127	SBOV2_43940.2, SBOV2_43940.3, SBOV2_43940.1	EWB00_001017
OG0007128	SBOV2_34900.1	EWB00_005968
OG0007129	SBOV2_35670.1	EWB00_011217.2, EWB00_011217.1, EWB00_011217.4, EWB00_011217.3
OG0007131	SBOV2_24360.1, SBOV2_24360.2, SBOV2_24360.3	EWB00_006982.1, EWB00_006982.2
OG0007133	SBOV2_10980.1, SBOV2_10980.2	EWB00_009389
OG0007134	SBOV2_20170.5, SBOV2_20170.1, SBOV2_20170.2, SBOV2_20170.3, SBOV2_20170.4	EWB00_006445
OG0007135	SBOV2_20350.1	EWB00_006426
OG0007139	SBOV2_88690.1	EWB00_010866.1, EWB00_010866.2, EWB00_010300, EWB00_001679, EWB00_010867
OG0007149	SBOV2_55520.1	EWB00_005251
OG0007150	SBOV2_12180.1	EWB00_004154
OG0007151	SBOV2_71190.1	EWB00_002780
OG0007152	SBOV2_93040.1	EWB00_005897, EWB00_003742
OG0007153	SBOV2_18420.1	EWB00_001045
OG0007155	SBOV2_56870.1	EWB00_003200
OG0007156	SBOV2_33240.1	EWB00_007858
OG0007157	SBOV2_72970.1	EWB00_010919
OG0007158	SBOV2_87830.1	EWB00_001836
OG0007159	SBOV2_89680.1, SBOV2_87570.1	EWB00_004471
OG0007160	SBOV2_34590.1	EWB00_002142
OG0007161	SBOV2_79530.1	EWB00_003490.1, EWB00_003490.2
OG0007162	SBOV2_17730.1	EWB00_005441
OG0007163	SBOV2_22760.1	EWB00_001541
OG0007164	SBOV2_74040.1	EWB00_001380
OG0007165	SBOV2_29960.1	EWB00_007707
OG0007166	SBOV2_91400.1	EWB00_009157
OG0007167	SBOV2_28770.1	EWB00_006213
OG0007168	SBOV2_58790.1	EWB00_000495
OG0007169	SBOV2_72570.1	EWB00_004544
OG0007170	SBOV2_34260.1	EWB00_002922.1, EWB00_002922.2, EWB00_002922.3
OG0007171	SBOV2_51170.1	EWB00_002149
OG0007172	SBOV2_38950.1	EWB00_003294
OG0007174	SBOV2_53280.1	EWB00_006808.1, EWB00_006808.2
OG0007175	SBOV2_30830.1, SBOV2_30860.1	EWB00_004358.1, EWB00_004358.2
OG0007176	SBOV2_84060.1	EWB00_004505
OG0007177	SBOV2_42100.1	EWB00_006390
OG0007178	SBOV2_60360.1, SBOV2_60360.2	EWB00_011323
OG0007179	SBOV2_23450.1	EWB00_002868.1, EWB00_002868.2
OG0007180	SBOV2_1200.1	EWB00_008007
OG0007181	SBOV2_88170.1	EWB00_001893
OG0007182	SBOV2_14560.1	EWB00_002313.1, EWB00_002313.2
OG0007184	SBOV2_88760.1	EWB00_004940
OG0007185	SBOV2_92720.1	EWB00_005509, EWB00_005508
OG0007186	SBOV2_74030.1	EWB00_001381
OG0007187	SBOV2_79320.1	EWB00_007474
OG0007188	SBOV2_67910.1	EWB00_008933
OG0007189	SBOV2_63640.1	EWB00_008900
OG0007191	SBOV2_81630.1	EWB00_008480
OG0007192	SBOV2_66970.1	EWB00_005779
OG0007193	SBOV2_51300.1	EWB00_009310.1, EWB00_009310.2
OG0007195	SBOV2_86110.1	EWB00_008043.2, EWB00_008043.1
OG0007196	SBOV2_14470.1	EWB00_004178
OG0007197	SBOV2_88250.1, SBOV2_88250.2	EWB00_001903
OG0007198	SBOV2_37540.1	EWB00_006004
OG0007199	SBOV2_23470.1	EWB00_002859
OG0007200	SBOV2_8470.1	EWB00_008667
OG0007201	SBOV2_88670.1	EWB00_001681
OG0007202	SBOV2_72420.1	EWB00_004531
OG0007203	SBOV2_3260.1	EWB00_007328
OG0007205	SBOV2_91100.1	EWB00_007952
OG0007206	SBOV2_70090.1	EWB00_000959
OG0007207	SBOV2_48390.1	EWB00_008733
OG0007208	SBOV2_77620.1	EWB00_001235
OG0007209	SBOV2_93800.1, SBOV2_93800.2	EWB00_001420.1, EWB00_001420.2, EWB00_001420.4, EWB00_001420.3
OG0007211	SBOV2_22270.1	EWB00_007562
OG0007212	SBOV2_66640.1, SBOV2_66640.2	EWB00_009859
OG0007213	SBOV2_66650.1	EWB00_009860
OG0007214	SBOV2_78140.1	EWB00_002638
OG0007215	SBOV2_12040.1	EWB00_000697
OG0007216	SBOV2_18370.1	EWB00_001049
OG0007217	SBOV2_42550.1	EWB00_001801
OG0007219	SBOV2_9780.1	EWB00_005531
OG0007220	SBOV2_32070.1	EWB00_006852
OG0007221	SBOV2_32220.1	EWB00_006838
OG0007222	SBOV2_8350.1	EWB00_009092
OG0007223	SBOV2_60180.1	EWB00_008696
OG0007224	SBOV2_72180.1, SBOV2_72180.2, SBOV2_72180.3	EWB00_006616.1, EWB00_006616.2
OG0007225	SBOV2_66200.1, SBOV2_66190.1	EWB00_009803
OG0007226	SBOV2_43170.1	EWB00_004916
OG0007227	SBOV2_90670.1	EWB00_003180
OG0007228	SBOV2_78930.1	EWB00_010586
OG0007229	SBOV2_74290.1	EWB00_001173
OG0007230	SBOV2_9960.1	EWB00_008467
OG0007231	SBOV2_23020.1	EWB00_007080
OG0007232	SBOV2_11760.1, SBOV2_11760.2	EWB00_003451
OG0007233	SBOV2_94760.1	EWB00_003753
OG0007234	SBOV2_59810.1	EWB00_011264
OG0007235	SBOV2_19880.1	EWB00_002501.1, EWB00_002501.2
OG0007237	SBOV2_75310.1	EWB00_010973
OG0007239	SBOV2_76940.1	EWB00_004575.1, EWB00_004575.2
OG0007240	SBOV2_69250.1	EWB00_001601
OG0007241	SBOV2_25880.1	EWB00_003660
OG0007242	SBOV2_42460.1	EWB00_001810
OG0007243	SBOV2_29050.1	EWB00_009541
OG0007244	SBOV2_72070.1	EWB00_006602
OG0007245	SBOV2_52700.1	EWB00_010658
OG0007246	SBOV2_47930.1	EWB00_005417
OG0007247	SBOV2_53630.1	EWB00_003560.1, EWB00_003560.2
OG0007248	SBOV2_25100.1	EWB00_000277
OG0007249	SBOV2_80120.1	EWB00_006770.1, EWB00_006770.2
OG0007251	SBOV2_30810.1	EWB00_004360
OG0007252	SBOV2_12250.1	EWB00_007680.1, EWB00_007680.2
OG0007253	SBOV2_52440.1	EWB00_010685.1, EWB00_010685.2
OG0007254	SBOV2_76380.1	EWB00_001414
OG0007255	SBOV2_71050.1, SBOV2_71050.2	EWB00_007356
OG0007256	SBOV2_63250.1	EWB00_010416
OG0007257	SBOV2_51100.1	EWB00_002157
OG0007258	SBOV2_91550.1	EWB00_005528
OG0007259	SBOV2_11670.2	EWB00_004639
OG0007260	SBOV2_76720.1	EWB00_004554
OG0007261	SBOV2_26680.1	EWB00_004147.1, EWB00_004147.2, EWB00_003236
OG0007262	SBOV2_82520.1, SBOV2_82520.2	EWB00_001666
OG0007263	SBOV2_8520.1, SBOV2_8520.2	EWB00_003091
OG0007266	SBOV2_61360.1	EWB00_001162, EWB00_001161
OG0007268	SBOV2_42970.1	EWB00_009203.1, EWB00_009203.2
OG0007269	SBOV2_19940.1	EWB00_002494
OG0007273	SBOV2_4830.1	EWB00_009565
OG0007274	SBOV2_51320.1, SBOV2_51320.2	EWB00_009308
OG0007275	SBOV2_37460.1	EWB00_005999.1, EWB00_005999.2
OG0007276	SBOV2_37170.2, SBOV2_37170.1, SBOV2_37170.3	EWB00_006077
OG0007277	SBOV2_46870.1	EWB00_007240
OG0007278	SBOV2_42040.1	EWB00_006395
OG0007279	SBOV2_84690.1	EWB00_001652
OG0007280	SBOV2_77450.1	EWB00_001221
OG0007281	SBOV2_75940.1	EWB00_003892
OG0007282	SBOV2_64780.1	EWB00_000932
OG0007283	SBOV2_48360.1, SBOV2_48360.2, SBOV2_48360.3	EWB00_008728
OG0007285	SBOV2_26910.1	EWB00_007986
OG0007286	SBOV2_55180.1	EWB00_009639.1, EWB00_009639.2
OG0007287	SBOV2_59920.1	EWB00_011280.2, EWB00_011280.1
OG0007288	SBOV2_78110.1	EWB00_002642
OG0007289	SBOV2_65580.1	EWB00_010394.1, EWB00_010394.2, EWB00_010394.3
OG0007290	SBOV2_31890.1	EWB00_004247
OG0007291	SBOV2_53890.1	EWB00_006503
OG0007292	SBOV2_48150.1	EWB00_008088
OG0007293	SBOV2_45450.1	EWB00_000195.2, EWB00_000195.3, EWB00_000195.1
OG0007294	SBOV2_69900.1	EWB00_000977.1, EWB00_000977.2
OG0007295	SBOV2_880.1	EWB00_005660.1, EWB00_005660.2
OG0007296	SBOV2_61900.1	EWB00_007736
OG0007297	SBOV2_86430.1	EWB00_009269
OG0007298	SBOV2_26440.1, SBOV2_26440.2	EWB00_007654
OG0007299	SBOV2_77940.1	EWB00_002657
OG0007301	SBOV2_29030.1	EWB00_009539
OG0007302	SBOV2_83050.1	EWB00_002180
OG0007303	SBOV2_82540.6, SBOV2_82540.8	EWB00_001664.2
OG0007304	SBOV2_43440.1	EWB00_008291.1, EWB00_008291.2
OG0007305	SBOV2_50600.1	EWB00_011175
OG0007306	SBOV2_70380.1	EWB00_006094
OG0007307	SBOV2_49220.1	EWB00_006466
OG0007309	SBOV2_59050.1	EWB00_003855
OG0007310	SBOV2_54040.1	EWB00_007214
OG0007311	SBOV2_1630.1	EWB00_005623
OG0007312	SBOV2_8870.1	EWB00_003059
OG0007313	SBOV2_77570.1	EWB00_001230
OG0007314	SBOV2_46100.1	EWB00_002543
OG0007316	SBOV2_33480.1	EWB00_001787.1, EWB00_001787.2
OG0007317	SBOV2_34010.1	EWB00_008143
OG0007318	SBOV2_3380.1, SBOV2_3380.2	EWB00_007342
OG0007319	SBOV2_46650.1	EWB00_006892
OG0007320	SBOV2_27840.1	EWB00_003952
OG0007321	SBOV2_7780.1	EWB00_002098.1, EWB00_002098.2, EWB00_002098.3
OG0007322	SBOV2_63990.1	EWB00_004705
OG0007323	SBOV2_72280.1	EWB00_001194
OG0007325	SBOV2_14510.1	EWB00_004169
OG0007326	SBOV2_72060.1	EWB00_006601.1, EWB00_006601.2
OG0007329	SBOV2_18450.1	EWB00_001042
OG0007330	SBOV2_58660.1	EWB00_000515
OG0007331	SBOV2_55760.1	EWB00_003577
OG0007332	SBOV2_32330.1	EWB00_006831
OG0007334	SBOV2_90690.1, SBOV2_90690.2	EWB00_003178
OG0007335	SBOV2_9540.1	EWB00_009190
OG0007337	SBOV2_63100.1	EWB00_008865
OG0007338	SBOV2_66690.1, SBOV2_66690.2, SBOV2_66690.3	EWB00_005804
OG0007339	SBOV2_54120.1	EWB00_007220
OG0007340	SBOV2_19170.1	EWB00_010306
OG0007341	SBOV2_7840.1	EWB00_008595.1, EWB00_008595.2
OG0007343	SBOV2_54650.1	EWB00_003681
OG0007344	SBOV2_13970.1	EWB00_009391
OG0007345	SBOV2_76170.1	EWB00_002016.1, EWB00_002016.2
OG0007346	SBOV2_91840.1	EWB00_007425
OG0007348	SBOV2_280.1	EWB00_010202
OG0007349	SBOV2_1300.1	EWB00_010263
OG0007350	SBOV2_47960.1	EWB00_008070
OG0007351	SBOV2_13920.1	EWB00_004633
OG0007352	SBOV2_56250.1	EWB00_005158
OG0007353	SBOV2_25480.1	EWB00_000343
OG0007355	SBOV2_6810.1	EWB00_008537
OG0007356	SBOV2_16770.1	EWB00_000054
OG0007357	SBOV2_2740.1, SBOV2_2740.2	EWB00_007879
OG0007359	SBOV2_85350.1	EWB00_003013.2, EWB00_003013.1, EWB00_003013.3
OG0007360	SBOV2_54800.1	EWB00_003672
OG0007361	SBOV2_46630.2, SBOV2_46630.1	EWB00_006897
OG0007362	SBOV2_46700.2, SBOV2_46700.1	EWB00_006884
OG0007363	SBOV2_78010.1, SBOV2_78010.2	EWB00_002650
OG0007364	SBOV2_30480.1	EWB00_001275, EWB00_001274
OG0007365	SBOV2_57920.1	EWB00_005199
OG0007366	SBOV2_62610.1	EWB00_003966.1, EWB00_003966.2
OG0007367	SBOV2_60800.1	EWB00_011106
OG0007369	SBOV2_92750.1	EWB00_005511
OG0007370	SBOV2_72000.1, SBOV2_72000.2	EWB00_006594
OG0007371	SBOV2_92200.1, SBOV2_92200.2	EWB00_008968
OG0007372	SBOV2_3790.1	EWB00_009071
OG0007373	SBOV2_83190.1, SBOV2_83190.2	EWB00_008403
OG0007374	SBOV2_87750.1	EWB00_009318
OG0007375	SBOV2_79940.1	EWB00_006755
OG0007376	SBOV2_82210.1	EWB00_007045.2, EWB00_007045.1, EWB00_007045.3
OG0007377	SBOV2_86550.1, SBOV2_86550.2	EWB00_007522.1, EWB00_007522.2
OG0007378	SBOV2_90660.1	EWB00_003181.1, EWB00_003181.2, EWB00_003181.4, EWB00_003181.3
OG0007380	SBOV2_49540.1	EWB00_005336.1, EWB00_005336.2
OG0007381	SBOV2_54920.1	EWB00_008409
OG0007382	SBOV2_71380.1	EWB00_002754
OG0007383	SBOV2_75260.1	EWB00_010967
OG0007385	SBOV2_35900.1, SBOV2_35900.2, SBOV2_35900.3	EWB00_010902
OG0007386	SBOV2_39430.1, SBOV2_39430.2	EWB00_006968
OG0007387	SBOV2_26370.1	EWB00_008544, EWB00_008543
OG0007388	SBOV2_25670.1	EWB00_003229
OG0007389	SBOV2_13740.1, SBOV2_13740.2, SBOV2_13740.3	EWB00_003699.1, EWB00_003699.2
OG0007391	SBOV2_16120.1, SBOV2_16120.2, SBOV2_16120.3	EWB00_002448.1, EWB00_002448.2
OG0007392	SBOV2_15190.1, SBOV2_15190.2	EWB00_004819
OG0007393	SBOV2_3800.1	EWB00_009070.1, EWB00_009070.2
OG0007394	SBOV2_4130.1, SBOV2_4130.2, SBOV2_4130.3	EWB00_009016
OG0007395	SBOV2_11280.1	EWB00_009407.1, EWB00_009407.2
OG0007398	SBOV2_91570.1	EWB00_008766.2, EWB00_008766.1, EWB00_008766.3
OG0007415	SBOV2_43590.1	EWB00_009697.2, EWB00_009697.1
OG0007416	SBOV2_50430.1	EWB00_002219
OG0007417	SBOV2_10300.1	EWB00_009483
OG0007418	SBOV2_76220.1	EWB00_002008
OG0007419	SBOV2_5560.1	EWB00_006322
OG0007420	SBOV2_18550.1	EWB00_001030
OG0007421	SBOV2_92540.1	EWB00_000780
OG0007423	SBOV2_17330.1	EWB00_006563.1, EWB00_006563.2
OG0007424	SBOV2_41610.1	EWB00_002807
OG0007425	SBOV2_45800.1	EWB00_004081
OG0007426	SBOV2_88890.1	EWB00_004957
OG0007427	SBOV2_88180.1, SBOV2_88180.2, SBOV2_88180.3	EWB00_001894.2, EWB00_001894.4, EWB00_001894.1, EWB00_001894.3
OG0007428	SBOV2_18940.1	EWB00_010360
OG0007429	SBOV2_21440.1	EWB00_005825
OG0007430	SBOV2_46680.1	EWB00_006887
OG0007432	SBOV2_47720.1	EWB00_010710
OG0007433	SBOV2_63650.1	EWB00_008902
OG0007434	SBOV2_63630.1	EWB00_008898
OG0007435	SBOV2_64650.1	EWB00_000918
OG0007436	SBOV2_26410.1	EWB00_008547
OG0007437	SBOV2_51340.2, SBOV2_51340.1	EWB00_009312.1, EWB00_009312.2
OG0007439	SBOV2_17120.1	EWB00_006539
OG0007440	SBOV2_80400.1, SBOV2_80390.1	EWB00_000842
OG0007441	SBOV2_60330.1	EWB00_011320.1, EWB00_011320.2
OG0007442	SBOV2_36950.1	EWB00_002885.2
OG0007443	SBOV2_10430.1	EWB00_009471
OG0007444	SBOV2_58920.1	EWB00_000512
OG0007445	SBOV2_32550.1	EWB00_001465
OG0007448	SBOV2_31390.1	EWB00_004301
OG0007449	SBOV2_22770.1, SBOV2_22770.2	EWB00_001542
OG0007450	SBOV2_66440.1	EWB00_009831
OG0007451	SBOV2_980.1	EWB00_005670
OG0007452	SBOV2_33620.1	EWB00_001765
OG0007453	SBOV2_76490.1	EWB00_008243
OG0007454	SBOV2_35090.1	EWB00_005948.2
OG0007455	SBOV2_66710.1, SBOV2_66710.2	EWB00_005802
OG0007456	SBOV2_7320.1	EWB00_008699
OG0007457	SBOV2_37980.1	EWB00_006048
OG0007458	SBOV2_32090.1	EWB00_006851
OG0007459	SBOV2_11690.1	EWB00_002191
OG0007460	SBOV2_52340.1	EWB00_005413
OG0007462	SBOV2_39640.1	EWB00_006948.1, EWB00_006948.2, EWB00_006948.3
OG0007463	SBOV2_73140.1, SBOV2_73140.2	EWB00_011066
OG0007464	SBOV2_25660.1	EWB00_003228
OG0007465	SBOV2_93250.1	EWB00_003027
OG0007466	SBOV2_37030.1	EWB00_002876
OG0007467	SBOV2_55280.1	EWB00_000888
OG0007468	SBOV2_77190.1	EWB00_007392.3, EWB00_007392.2, EWB00_007392.1
OG0007469	SBOV2_71690.1	EWB00_008340.2
OG0007470	SBOV2_76570.1	EWB00_008250
OG0007471	SBOV2_49790.1	EWB00_004414.1, EWB00_004414.2
OG0007472	SBOV2_28950.1	EWB00_009531
OG0007473	SBOV2_39370.1	EWB00_006972
OG0007474	SBOV2_22230.1	EWB00_007566
OG0007475	SBOV2_33780.1	EWB00_001743
OG0007476	SBOV2_70460.1	EWB00_006102
OG0007477	SBOV2_49140.1	EWB00_003612.2, EWB00_003612.1, EWB00_003612.3
OG0007478	SBOV2_32400.1	EWB00_001474
OG0007479	SBOV2_15820.1	EWB00_003132
OG0007481	SBOV2_61620.1	EWB00_000546
OG0007482	SBOV2_45480.1	EWB00_000198
OG0007483	SBOV2_43630.1	EWB00_009694
OG0007484	SBOV2_68690.1	EWB00_010073
OG0007485	SBOV2_57040.1	EWB00_008856
OG0007486	SBOV2_69180.1, SBOV2_69180.2	EWB00_008684.1, EWB00_008684.2, EWB00_008684.3
OG0007487	SBOV2_72330.1	EWB00_004522
OG0007488	SBOV2_47910.1	EWB00_005416
OG0007489	SBOV2_56230.1	EWB00_005160
OG0007490	SBOV2_86320.1	EWB00_006932
OG0007491	SBOV2_53800.2, SBOV2_53800.1, SBOV2_53800.3	EWB00_007760
OG0007493	SBOV2_39030.1	EWB00_003302
OG0007494	SBOV2_19040.1	EWB00_010349
OG0007495	SBOV2_74880.1	EWB00_007172
OG0007496	SBOV2_64130.1	EWB00_009886
OG0007497	SBOV2_55360.1	EWB00_007837
OG0007499	SBOV2_53700.1	EWB00_007748
OG0007500	SBOV2_33070.1	EWB00_003385
OG0007501	SBOV2_45990.1	EWB00_002534
OG0007502	SBOV2_21120.1	EWB00_010788.2
OG0007503	SBOV2_48640.1	EWB00_002998
OG0007504	SBOV2_200.1, SBOV2_200.2	EWB00_010209.1, EWB00_010209.2, EWB00_010209.3
OG0007505	SBOV2_46270.1	EWB00_002073
OG0007506	SBOV2_94730.1	EWB00_006681
OG0007507	SBOV2_58400.1	EWB00_011242
OG0007508	SBOV2_78300.1	EWB00_008185
OG0007509	SBOV2_790.1	EWB00_010225
OG0007510	SBOV2_62740.1	EWB00_007131
OG0007511	SBOV2_44890.1	EWB00_004073.1, EWB00_004073.2, EWB00_004073.3
OG0007512	SBOV2_45260.1	EWB00_000173.1, EWB00_000173.3, EWB00_000173.2
OG0007513	SBOV2_37440.1	EWB00_005996
OG0007514	SBOV2_78060.1	EWB00_002644
OG0007515	SBOV2_85360.1	EWB00_000612
OG0007516	SBOV2_44790.1	EWB00_004736
OG0007517	SBOV2_40430.1	EWB00_000665
OG0007518	SBOV2_43480.1	EWB00_000015, EWB00_008805
OG0007520	SBOV2_39420.1	EWB00_006969
OG0007521	SBOV2_40420.1	EWB00_000666
OG0007522	SBOV2_42580.1	EWB00_001798
OG0007523	SBOV2_12370.1	EWB00_007692
OG0007524	SBOV2_73970.1	EWB00_001390
OG0007525	SBOV2_79270.1	EWB00_007478
OG0007526	SBOV2_24810.1	EWB00_004235
OG0007528	SBOV2_38730.1	EWB00_003287.2, EWB00_003287.3
OG0007529	SBOV2_16070.1	EWB00_002453.1, EWB00_002453.2
OG0007530	SBOV2_30190.1, SBOV2_30190.2	EWB00_001312
OG0007531	SBOV2_34770.1	EWB00_002122
OG0007532	SBOV2_59080.1, SBOV2_59080.2	EWB00_003858
OG0007533	SBOV2_10950.1	EWB00_003256
OG0007534	SBOV2_310.1	EWB00_010199.1, EWB00_010199.2
OG0007536	SBOV2_15230.1	EWB00_004127.1, EWB00_004127.2
OG0007537	SBOV2_43770.1	EWB00_000991.1, EWB00_000991.2
OG0007538	SBOV2_16730.1	EWB00_000058
OG0007539	SBOV2_21850.1	EWB00_005750
OG0007540	SBOV2_88600.1	EWB00_001950
OG0007541	SBOV2_1350.1	EWB00_010247
OG0007543	SBOV2_11040.1	EWB00_009384
OG0007544	SBOV2_34040.1	EWB00_008146
OG0007545	SBOV2_84340.1	EWB00_001352
OG0007546	SBOV2_48170.1	EWB00_008090
OG0007547	SBOV2_910.1	EWB00_005663
OG0007549	SBOV2_34950.1	EWB00_005963
OG0007550	SBOV2_65990.1	EWB00_003997
OG0007551	SBOV2_57310.1	EWB00_005557
OG0007552	SBOV2_40000.1	EWB00_007004
OG0007553	SBOV2_21340.1	EWB00_002414
OG0007554	SBOV2_38710.1	EWB00_000642
OG0007555	SBOV2_34020.1	EWB00_008144
OG0007557	SBOV2_11310.1	EWB00_003687, EWB00_005000, EWB00_002145, EWB00_000130, EWB00_002973
OG0007558	SBOV2_34060.1	EWB00_008147
OG0007559	SBOV2_36970.1	EWB00_002883
OG0007560	SBOV2_27120.1	EWB00_007808.1, EWB00_007808.2
OG0007561	SBOV2_24350.1	EWB00_006983
OG0007562	SBOV2_78170.1	EWB00_010188, EWB00_002631, EWB00_002635
OG0007563	SBOV2_81020.1	EWB00_008947
OG0007564	SBOV2_74550.1	EWB00_010551
OG0007565	SBOV2_22820.1	EWB00_001552
OG0007566	SBOV2_67440.1	EWB00_006254
OG0007568	SBOV2_2600.2, SBOV2_2600.1	EWB00_004242
OG0007569	SBOV2_13050.1	EWB00_002682
OG0007570	SBOV2_26390.1	EWB00_008545
OG0007571	SBOV2_87450.1	EWB00_009864
OG0007572	SBOV2_73680.1	EWB00_007246
OG0007573	SBOV2_58670.1	EWB00_000516.1, EWB00_000516.2
OG0007574	SBOV2_87840.1	EWB00_001837
OG0007575	SBOV2_73760.1	EWB00_007257
OG0007576	SBOV2_21090.1	EWB00_010790
OG0007577	SBOV2_78630.1	EWB00_002266
OG0007578	SBOV2_86920.1	EWB00_000725
OG0007580	SBOV2_44630.1	EWB00_009676
OG0007581	SBOV2_88560.1	EWB00_001947
OG0007582	SBOV2_17520.1	EWB00_005419
OG0007583	SBOV2_65010.1	EWB00_010490.1, EWB00_010490.2, EWB00_010490.3
OG0007584	SBOV2_67960.1	EWB00_008936
OG0007586	SBOV2_50240.1	EWB00_000435.1, EWB00_000435.2
OG0007587	SBOV2_23850.1	EWB00_006997.1, EWB00_006997.2
OG0007588	SBOV2_24880.1	EWB00_000245
OG0007589	SBOV2_46090.1	EWB00_002544.1, EWB00_002544.2
OG0007593	SBOV2_1560.1, SBOV2_1560.2	EWB00_005634
OG0007594	SBOV2_49040.1	EWB00_007600.1, EWB00_007600.2, EWB00_007600.3
OG0007595	SBOV2_31670.1, SBOV2_31670.2	EWB00_004271
OG0007596	SBOV2_55490.1	EWB00_005248.1, EWB00_005248.2, EWB00_005248.3
OG0007597	SBOV2_86650.1, SBOV2_86650.3, SBOV2_86650.2	EWB00_007507
OG0007598	SBOV2_88880.1	EWB00_004956
OG0007599	SBOV2_86680.1	EWB00_009429
OG0007601	SBOV2_79250.1	EWB00_007480
OG0007602	SBOV2_77320.1	EWB00_007404.1, EWB00_007404.2
OG0007603	SBOV2_27380.1	EWB00_003906
OG0007604	SBOV2_35050.1	EWB00_005950
OG0007605	SBOV2_33130.2, SBOV2_33130.1	EWB00_003394
OG0007606	SBOV2_63390.1	EWB00_010432
OG0007607	SBOV2_58510.1	EWB00_011253
OG0007608	SBOV2_68740.1	EWB00_010078
OG0007609	SBOV2_91880.1, SBOV2_91880.2	EWB00_007432
OG0007610	SBOV2_71580.1	EWB00_002708
OG0007611	SBOV2_44920.1	EWB00_004069, EWB00_004070
OG0007613	SBOV2_46160.1	EWB00_002552
OG0007614	SBOV2_46640.1	EWB00_006893
OG0007615	SBOV2_26430.1, SBOV2_26430.3, SBOV2_26430.2	EWB00_007653
OG0007616	SBOV2_7510.1	EWB00_009503
OG0007617	SBOV2_51970.1	EWB00_005374
OG0007618	SBOV2_49120.1	EWB00_003617
OG0007619	SBOV2_94280.1	EWB00_005846
OG0007620	SBOV2_92950.1	EWB00_004759.1, EWB00_004759.2
OG0007621	SBOV2_81400.1	EWB00_003783.1, EWB00_003783.2, EWB00_003783.3
OG0007622	SBOV2_90520.1	EWB00_006696
OG0007624	SBOV2_86230.1	EWB00_006925.1, EWB00_006925.2
OG0007625	SBOV2_52510.1	EWB00_010678.4, EWB00_010678.1, EWB00_010678.2, EWB00_010678.3, EWB00_010678.5
OG0007626	SBOV2_50090.1, SBOV2_50110.1	EWB00_003794
OG0007627	SBOV2_50560.1, SBOV2_50560.2, SBOV2_50560.3	EWB00_011177
OG0007628	SBOV2_55580.2, SBOV2_55580.1	EWB00_007820.1, EWB00_007820.2
OG0007629	SBOV2_66060.1	EWB00_003992, EWB00_003993
OG0007630	SBOV2_63530.1, SBOV2_63530.2, SBOV2_63530.3	EWB00_008885, EWB00_008886
OG0007632	SBOV2_60760.1	EWB00_011101
OG0007633	SBOV2_41260.1	EWB00_003735
OG0007634	SBOV2_41900.1	EWB00_006406
OG0007635	SBOV2_29160.1	EWB00_010141.1, EWB00_010141.2
OG0007636	SBOV2_29250.1, SBOV2_29250.2	EWB00_004372
OG0007637	SBOV2_30970.1	EWB00_004348.1, EWB00_004348.2, EWB00_004348.3
OG0007638	SBOV2_6300.1	EWB00_008980.1, EWB00_008980.2
OG0007639	SBOV2_11960.1, SBOV2_11960.2	EWB00_008325.1, EWB00_008325.2, EWB00_008325.3
OG0007640	SBOV2_16700.1	EWB00_000061.1, EWB00_000061.2
OG0007641	SBOV2_17770.1	EWB00_005445
OG0007642	SBOV2_7460.1	EWB00_000424
OG0007643	SBOV2_50760.1, SBOV2_50760.2	EWB00_000757
OG0007644	SBOV2_65520.1	EWB00_010400
OG0007646	SBOV2_93540.1	EWB00_000560
OG0007667	SBOV2_87880.1	EWB00_001841
