Orthogroup	schistosoma_bovis	schmidtea_mediterranea
OG0005213	SBOV2_82420.1, SBOV2_82420.2	h1SMcT0001006.1, h1SMcT0001006.3, h1SMcT0001006.2
OG0005214	SBOV2_6660.1	h1SMcT0011132.1, h1SMcT0011132.2, h1SMcT0011132.3
OG0005215	SBOV2_74060.1, SBOV2_74060.2	h1SMcT0010625.1, h1SMcT0011878.1
OG0005216	SBOV2_2110.1	h1SMcT0013218.2, h1SMcT0013218.1, h1SMcT0013218.3
OG0005217	SBOV2_75840.1	h1SMcT0019440.1
OG0005218	SBOV2_89460.1	h1SMcT0009334.2, h1SMcT0009334.1, h1SMcT0009334.3
OG0005219	SBOV2_8630.1	h1SMcT0002582.1
OG0005220	SBOV2_4680.1	h1SMcT0021446.1
OG0005221	SBOV2_28700.1	h1SMcT0012226.2, h1SMcT0012226.1, h1SMcT0012226.3
OG0005222	SBOV2_300.1	h1SMcT0011200.1
OG0005223	SBOV2_71710.1	h1SMcT0021783.1, h1SMcT0019022.1, h1SMcT0020565.1
OG0005224	SBOV2_67510.1	h1SMcT0022033.3, h1SMcT0022033.2, h1SMcT0022033.1
OG0005225	SBOV2_38280.3, SBOV2_38280.1, SBOV2_38280.2	h1SMcT0003494.1, h1SMcT0003494.2
OG0005226	SBOV2_24560.2, SBOV2_24560.1, SBOV2_24560.3	h1SMcT0011805.1
OG0005227	SBOV2_7940.3, SBOV2_7940.1, SBOV2_7940.2	h1SMcT0003569.1, h1SMcT0013010.1
OG0005229	SBOV2_920.1, SBOV2_920.2	h1SMcT0019174.1, h1SMcT0019175.1, h1SMcT0019176.1, h1SMcT0019504.1, h1SMcT0006033.1, h1SMcT0019124.1, h1SMcT0019124.2
OG0005230	SBOV2_47170.1, SBOV2_47170.2	h1SMcT0003226.1, h1SMcT0009626.1
OG0005231	SBOV2_43230.1	h1SMcT0006267.1, h1SMcT0012375.1
OG0005233	SBOV2_20630.1	h1SMcT0003543.1, h1SMcT0003543.2
OG0005234	SBOV2_14840.1, SBOV2_14840.2, SBOV2_14840.3	h1SMcT0009154.1, h1SMcT0009154.2
OG0005237	SBOV2_83840.5, SBOV2_83840.6, SBOV2_83840.4, SBOV2_83840.1, SBOV2_83840.2, SBOV2_83840.3	h1SMcT0015847.1, h1SMcT0015847.2
OG0005238	SBOV2_33530.1, SBOV2_33530.2, SBOV2_33530.3	h1SMcT0018416.1
OG0005239	SBOV2_51590.1, SBOV2_51590.2, SBOV2_51590.4, SBOV2_51590.3	h1SMcT0009499.1
OG0005240	SBOV2_63220.1	h1SMcT0009986.1
OG0005241	SBOV2_65360.1, SBOV2_65370.1	h1SMcT0010536.1
OG0005244	SBOV2_16340.2, SBOV2_16340.1, SBOV2_16340.3	h1SMcT0018206.1
OG0005247	SBOV2_19270.1	h1SMcT0015327.1, h1SMcT0016935.1, h1SMcT0016935.2
OG0005248	SBOV2_68380.1	h1SMcT0022068.1
OG0005249	SBOV2_13310.1, SBOV2_13310.2	h1SMcT0020925.1
OG0005252	SBOV2_79430.1	h1SMcT0004216.1, h1SMcT0003227.1, h1SMcT0011960.4
OG0005255	SBOV2_94570.1, SBOV2_94570.2	h1SMcT0022207.1
OG0005256	SBOV2_82370.1	h1SMcT0006781.1
OG0005263	SBOV2_22710.1, SBOV2_22710.2	h1SMcT0013829.1, h1SMcT0013829.2, h1SMcT0013829.3
OG0005283	SBOV2_86970.1, SBOV2_86960.1, SBOV2_86980.1	h1SMcT0002380.1
OG0005284	SBOV2_73930.1	h1SMcT0001301.3
OG0005285	SBOV2_36250.1	h1SMcT0003242.1
OG0005287	SBOV2_11270.1	h1SMcT0005450.1, h1SMcT0005450.2
OG0005288	SBOV2_49380.1, SBOV2_49380.2	h1SMcT0017172.2, h1SMcT0017172.3, h1SMcT0017172.1, h1SMcT0017172.4
OG0005289	SBOV2_47340.1, SBOV2_47320.1, SBOV2_47330.1	h1SMcT0000523.1
OG0005290	SBOV2_25910.1	h1SMcT0004323.2, h1SMcT0004323.1, h1SMcT0004323.3
OG0005292	SBOV2_43850.1	h1SMcT0004388.1, h1SMcT0004388.2
OG0005293	SBOV2_59610.1	h1SMcT0002811.1, h1SMcT0002811.2
OG0005294	SBOV2_55720.1	h1SMcT0012241.1
OG0005295	SBOV2_56270.2, SBOV2_56270.3, SBOV2_56270.4, SBOV2_56270.1	h1SMcT0003821.1
OG0005296	SBOV2_43880.1	h1SMcT0015665.1
OG0005297	SBOV2_81870.1	h1SMcT0019461.1, h1SMcT0019461.2
OG0005298	SBOV2_41510.1	h1SMcT0000587.3, h1SMcT0000587.1, h1SMcT0000587.2
OG0005299	SBOV2_78770.1	h1SMcT0009514.1, h1SMcT0007086.1, h1SMcT0007086.7, h1SMcT0007086.8, h1SMcT0007086.2, h1SMcT0007086.4, h1SMcT0007086.5, h1SMcT0007086.6, h1SMcT0007086.3
OG0005300	SBOV2_88970.2, SBOV2_88970.1	h1SMcT0001478.2
OG0005301	SBOV2_70500.1	h1SMcT0008033.1
OG0005302	SBOV2_18960.1	h1SMcT0021406.4, h1SMcT0021406.1, h1SMcT0021406.3, h1SMcT0021406.2
OG0005303	SBOV2_50120.2, SBOV2_50120.1	h1SMcT0018047.1
OG0005304	SBOV2_89540.1, SBOV2_89540.2	h1SMcT0022522.1, h1SMcT0022522.2
OG0005306	SBOV2_17200.1	h1SMcT0007567.1, h1SMcT0007828.1
OG0005307	SBOV2_28550.1	h1SMcT0010020.1
OG0005309	SBOV2_24180.1	h1SMcT0020079.1, h1SMcT0020079.2, h1SMcT0020078.1, h1SMcT0020078.2
OG0005310	SBOV2_1150.1, SBOV2_1150.2	h1SMcT0020927.1
OG0005311	SBOV2_84070.1	h1SMcT0002632.1, h1SMcT0002632.2
OG0005314	SBOV2_19910.1	h1SMcT0007526.1
OG0005315	SBOV2_57160.1	h1SMcT0008523.1, h1SMcT0008523.2, h1SMcT0005257.1, h1SMcT0022892.1
OG0005317	SBOV2_59190.1	h1SMcT0006898.1, h1SMcT0006898.2
OG0005318	SBOV2_38380.1	h1SMcT0003806.1
OG0005319	SBOV2_62070.1, SBOV2_62070.2	h1SMcT0018320.1
OG0005322	SBOV2_87470.1, SBOV2_87470.2, SBOV2_87470.3	h1SMcT0012455.1
OG0005323	SBOV2_39240.1	h1SMcT0017962.3
OG0005324	SBOV2_28320.1	h1SMcT0005944.1
OG0005325	SBOV2_36270.1, SBOV2_36270.2	h1SMcT0003807.1, h1SMcT0003807.2
OG0005326	SBOV2_7790.2, SBOV2_7790.1	h1SMcT0013514.1, h1SMcT0021921.1, h1SMcT0021921.2
OG0005328	SBOV2_61690.1	h1SMcT0017955.1
OG0005329	SBOV2_15940.1, SBOV2_15940.2	h1SMcT0011688.1
OG0005330	SBOV2_80670.1	h1SMcT0020963.2, h1SMcT0020963.1, h1SMcT0020963.3
OG0005332	SBOV2_88220.2, SBOV2_88220.1	h1SMcT0016796.1, h1SMcT0016796.2
OG0005333	SBOV2_21880.1	h1SMcT0017097.3, h1SMcT0017097.2, h1SMcT0017097.1
OG0005334	SBOV2_14490.1, SBOV2_14490.2	h1SMcT0003452.1
OG0005335	SBOV2_76630.1	h1SMcT0018039.3, h1SMcT0018039.1, h1SMcT0018039.2
OG0005336	SBOV2_12390.1	h1SMcT0014686.1, h1SMcT0014813.2, h1SMcT0014813.3
OG0005338	SBOV2_48410.1	h1SMcT0019936.3, h1SMcT0019936.2, h1SMcT0019936.1
OG0005340	SBOV2_89890.1, SBOV2_89890.2	h1SMcT0001475.1
OG0005341	SBOV2_14790.1	h1SMcT0013046.1
OG0005344	SBOV2_76810.1	h1SMcT0003635.1
OG0005345	SBOV2_29080.1, SBOV2_29080.2	h1SMcT0020363.1, h1SMcT0022756.1
OG0005346	SBOV2_10090.1	h1SMcT0019279.1, h1SMcT0019281.1
OG0005347	SBOV2_65170.1	h1SMcT0020882.1
OG0005348	SBOV2_12570.1	h1SMcT0008519.1
OG0005349	SBOV2_500.1	h1SMcT0000978.1
OG0005351	SBOV2_53190.1	h1SMcT0004426.1
OG0005352	SBOV2_2550.1	h1SMcT0009097.1
OG0005353	SBOV2_91900.1	h1SMcT0019747.3, h1SMcT0019747.1, h1SMcT0019747.2
OG0005354	SBOV2_32510.1, SBOV2_32510.2	h1SMcT0020587.1
OG0005355	SBOV2_28260.1	h1SMcT0005157.1
OG0005356	SBOV2_68140.1, SBOV2_68140.2	h1SMcT0007786.1
OG0005359	SBOV2_18670.1	h1SMcT0008244.1, h1SMcT0008244.2
OG0005361	SBOV2_15020.1, SBOV2_15020.2, SBOV2_15020.3	h1SMcT0015899.1
OG0005362	SBOV2_66730.1, SBOV2_66730.2	h1SMcT0005903.1
OG0005363	SBOV2_1140.1	h1SMcT0013517.1
OG0005364	SBOV2_48520.1	h1SMcT0002564.1, h1SMcT0017083.1
OG0005365	SBOV2_17360.1	h1SMcT0012090.1
OG0005367	SBOV2_23350.1	h1SMcT0021009.1, h1SMcT0022883.1
OG0005368	SBOV2_22030.1, SBOV2_22030.2	h1SMcT0004520.3, h1SMcT0004520.1, h1SMcT0022902.1, h1SMcT0004520.2
OG0005369	SBOV2_32560.1	h1SMcT0016420.1
OG0005370	SBOV2_32570.1, SBOV2_32570.2, SBOV2_32570.3, SBOV2_32570.4	h1SMcT0011999.1
OG0005371	SBOV2_32590.1	h1SMcT0001649.1
OG0005373	SBOV2_91420.1	h1SMcT0015114.1
OG0005374	SBOV2_21300.1	h1SMcT0010137.1, h1SMcT0010137.2
OG0005375	SBOV2_54030.1	h1SMcT0005341.1
OG0005376	SBOV2_60930.1	h1SMcT0009939.1
OG0005377	SBOV2_37480.1, SBOV2_37480.2	h1SMcT0015011.1, h1SMcT0015011.2
OG0005378	SBOV2_43150.1	h1SMcT0009657.1
OG0005379	SBOV2_55270.1	h1SMcT0013103.1, h1SMcT0013104.1, h1SMcT0013104.2, h1SMcT0013104.3
OG0005381	SBOV2_7950.1	h1SMcT0016472.1
OG0005382	SBOV2_93820.1	h1SMcT0004183.1
OG0005383	SBOV2_28030.1	h1SMcT0008183.3, h1SMcT0008183.1, h1SMcT0008183.2
OG0005384	SBOV2_82100.1, SBOV2_82100.2	h1SMcT0010476.1
OG0005385	SBOV2_10910.1	h1SMcT0008834.1
OG0005386	SBOV2_34710.1, SBOV2_34710.2	h1SMcT0016783.1
OG0005387	SBOV2_39550.1, SBOV2_39550.2	h1SMcT0003956.1, h1SMcT0003956.2
OG0005389	SBOV2_45200.1	h1SMcT0001253.1, h1SMcT0001253.2
OG0005390	SBOV2_94900.1	h1SMcT0020536.1, h1SMcT0020536.2
OG0005391	SBOV2_57930.1	h1SMcT0015403.2, h1SMcT0015403.5, h1SMcT0015403.4, h1SMcT0015403.3, h1SMcT0015403.6
OG0005393	SBOV2_54200.1	h1SMcT0015371.1
OG0005396	SBOV2_13110.1	h1SMcT0018694.1
OG0005397	SBOV2_43620.1	h1SMcT0010847.1
OG0005398	SBOV2_41270.1	h1SMcT0001541.1
OG0005401	SBOV2_50300.1	h1SMcT0005090.1
OG0005402	SBOV2_56240.1	h1SMcT0021158.1, h1SMcT0021158.2
OG0005403	SBOV2_27990.1	h1SMcT0018277.1
OG0005404	SBOV2_17090.2, SBOV2_17090.1, SBOV2_17090.3	h1SMcT0019608.1
OG0005407	SBOV2_53640.1, SBOV2_53640.2	h1SMcT0007418.1
OG0005408	SBOV2_87660.1	h1SMcT0004871.1
OG0005409	SBOV2_36100.1	h1SMcT0007996.1
OG0005410	SBOV2_8600.1	h1SMcT0003115.1, h1SMcT0003115.2
OG0005412	SBOV2_61680.1, SBOV2_61680.2	h1SMcT0009590.1, h1SMcT0009590.2
OG0005414	SBOV2_69850.1	h1SMcT0010838.1
OG0005416	SBOV2_24220.1, SBOV2_24220.2	h1SMcT0015697.2
OG0005419	SBOV2_67300.1, SBOV2_67300.2	h1SMcT0003258.1
OG0005421	SBOV2_78710.1	h1SMcT0003273.1, h1SMcT0003273.2
OG0005422	SBOV2_83880.1	h1SMcT0012854.1, h1SMcT0022243.1, h1SMcT0022244.1, h1SMcT0022245.1, h1SMcT0022246.1
OG0005423	SBOV2_39040.1, SBOV2_39040.2	h1SMcT0014429.1, h1SMcT0020215.1
OG0005424	SBOV2_80750.3, SBOV2_80750.1, SBOV2_80750.2	h1SMcT0013767.1
OG0005425	SBOV2_80800.1	h1SMcT0018078.1
OG0005427	SBOV2_94070.1, SBOV2_94070.2	h1SMcT0014789.1
OG0005428	SBOV2_86340.1	h1SMcT0020254.1
OG0005429	SBOV2_59400.1	h1SMcT0006786.1
OG0005430	SBOV2_44070.1	h1SMcT0021869.1, h1SMcT0021869.2
OG0005431	SBOV2_77120.1	h1SMcT0019095.1
OG0005432	SBOV2_80990.1	h1SMcT0012570.1, h1SMcT0012570.2
OG0005433	SBOV2_77030.1	h1SMcT0021246.1, h1SMcT0021246.2
OG0005434	SBOV2_40780.3, SBOV2_40780.1, SBOV2_40780.2	h1SMcT0015390.1
OG0005436	SBOV2_57700.2, SBOV2_57700.3, SBOV2_57700.1	h1SMcT0006444.1
OG0005437	SBOV2_62700.1	h1SMcT0015933.1
OG0005438	SBOV2_10940.1, SBOV2_10940.2	h1SMcT0001432.1
OG0005439	SBOV2_44270.1	h1SMcT0004501.1, h1SMcT0011381.1, h1SMcT0011381.3, h1SMcT0011381.2
OG0005440	SBOV2_71540.1, SBOV2_71540.2	h1SMcT0018497.1, h1SMcT0018497.2, h1SMcT0018497.3, h1SMcT0018497.4, h1SMcT0018497.5, h1SMcT0019105.1
OG0005441	SBOV2_87640.2, SBOV2_87640.1, SBOV2_87640.3	h1SMcT0012429.1
OG0005443	SBOV2_60950.1	h1SMcT0012006.1, h1SMcT0012006.2
OG0005444	SBOV2_18160.1	h1SMcT0009319.1, h1SMcT0013405.1
OG0005445	SBOV2_79660.1	h1SMcT0005226.1
OG0005446	SBOV2_44470.1	h1SMcT0000572.1, h1SMcT0000572.2
OG0005447	SBOV2_64390.1	h1SMcT0009078.1
OG0005450	SBOV2_59640.1	h1SMcT0022397.4, h1SMcT0022397.2, h1SMcT0022397.1, h1SMcT0022397.3
OG0005451	SBOV2_81540.2, SBOV2_81540.1	h1SMcT0000680.1
OG0005454	SBOV2_53670.1	h1SMcT0014647.1, h1SMcT0014647.2, h1SMcT0014647.3
OG0005455	SBOV2_49560.1	h1SMcT0022412.1
OG0005462	SBOV2_85170.1	h1SMcT0005339.1
OG0005463	SBOV2_19900.1	h1SMcT0000925.1, h1SMcT0000925.2
OG0005464	SBOV2_54360.1	h1SMcT0004115.1, h1SMcT0022471.1
OG0005465	SBOV2_87670.1	h1SMcT0001165.1
OG0005466	SBOV2_69680.1	h1SMcT0010849.1
OG0005467	SBOV2_63260.1	h1SMcT0015151.1
OG0005468	SBOV2_19660.1, SBOV2_19660.5	h1SMcT0018683.1
OG0005469	SBOV2_67290.1	h1SMcT0013802.1, h1SMcT0013802.2
OG0005470	SBOV2_83020.1, SBOV2_83020.2	h1SMcT0009932.3
OG0005471	SBOV2_18030.1, SBOV2_18030.2, SBOV2_18030.3, SBOV2_18030.4, SBOV2_18030.5, SBOV2_18030.6	h1SMcT0016372.2, h1SMcT0016372.3
OG0005472	SBOV2_72480.1	h1SMcT0008257.1
OG0005473	SBOV2_850.1	h1SMcT0010049.1
OG0005474	SBOV2_27390.1, SBOV2_27390.2, SBOV2_27390.3	h1SMcT0001968.3, h1SMcT0001968.1, h1SMcT0001968.2
OG0005475	SBOV2_83060.1	h1SMcT0013087.1, h1SMcT0013087.2
OG0005476	SBOV2_27980.1, SBOV2_27980.2	h1SMcT0006388.1
OG0005477	SBOV2_27320.1	h1SMcT0003277.2, h1SMcT0003277.3, h1SMcT0003277.4
OG0005478	SBOV2_57590.1	h1SMcT0020687.1
OG0005479	SBOV2_74760.1, SBOV2_74760.2	h1SMcT0011822.1
OG0005480	SBOV2_72670.1	h1SMcT0005344.1
OG0005481	SBOV2_17150.1	h1SMcT0016500.1
OG0005483	SBOV2_27720.1, SBOV2_27720.2	h1SMcT0009925.1
OG0005484	SBOV2_21530.1	h1SMcT0004462.1, h1SMcT0004462.2, h1SMcT0004462.3
OG0005485	SBOV2_54440.1	h1SMcT0014986.1, h1SMcT0014986.2
OG0005487	SBOV2_22830.1	h1SMcT0014822.1
OG0005489	SBOV2_4890.1, SBOV2_4890.2, SBOV2_4890.3	h1SMcT0016810.1
OG0005490	SBOV2_33840.1	h1SMcT0006778.1
OG0005492	SBOV2_91320.1	h1SMcT0006678.1
OG0005494	SBOV2_5330.2, SBOV2_5330.3, SBOV2_5330.1	h1SMcT0011251.1
OG0005495	SBOV2_78390.1, SBOV2_78380.1	h1SMcT0020597.1
OG0005499	SBOV2_87340.1	h1SMcT0021392.1
OG0005500	SBOV2_19400.1, SBOV2_19400.2	h1SMcT0012220.1
OG0005502	SBOV2_95660.1	h1SMcT0005357.1
OG0005503	SBOV2_28520.1	h1SMcT0013867.1, h1SMcT0013867.2
OG0005504	SBOV2_82070.1, SBOV2_82080.1	h1SMcT0000351.1, h1SMcT0018978.1
OG0005505	SBOV2_77290.1	h1SMcT0006432.1
OG0005506	SBOV2_88860.1	h1SMcT0017432.1, h1SMcT0017432.2, h1SMcT0017432.3
OG0005507	SBOV2_86660.1	h1SMcT0004236.1
OG0005508	SBOV2_1580.1	h1SMcT0006627.1, h1SMcT0010553.1
OG0005509	SBOV2_92920.1	h1SMcT0016419.1
OG0005510	SBOV2_90460.1	h1SMcT0021834.1, h1SMcT0021834.2
OG0005511	SBOV2_76990.1	h1SMcT0018808.1, h1SMcT0018997.1
OG0005512	SBOV2_6690.1, SBOV2_6690.2	h1SMcT0021450.1, h1SMcT0021450.2
OG0005513	SBOV2_88510.1	h1SMcT0022285.1, h1SMcT0022285.2, h1SMcT0022285.3
OG0005514	SBOV2_24320.2, SBOV2_24320.1, SBOV2_24320.3	h1SMcT0015819.1
OG0005515	SBOV2_56260.3, SBOV2_56260.4, SBOV2_56260.2, SBOV2_56260.1	h1SMcT0004918.1
OG0005517	SBOV2_62640.1	h1SMcT0002906.1
OG0005519	SBOV2_32380.1	h1SMcT0019369.1, h1SMcT0019371.1
OG0005520	SBOV2_60910.1	h1SMcT0007962.1
OG0005521	SBOV2_77910.1	h1SMcT0004303.1
OG0005522	SBOV2_33650.1, SBOV2_33650.2, SBOV2_33650.3, SBOV2_33650.4	h1SMcT0022313.1
OG0005523	SBOV2_82870.1, SBOV2_82870.2, SBOV2_82870.3	h1SMcT0019034.1, h1SMcT0019034.2
OG0005524	SBOV2_1810.1	h1SMcT0011813.1
OG0005525	SBOV2_57980.1	h1SMcT0005456.1, h1SMcT0005456.2
OG0005526	SBOV2_29390.1	h1SMcT0016565.1
OG0005530	SBOV2_12120.1	h1SMcT0002387.2
OG0005531	SBOV2_8550.2, SBOV2_8550.4, SBOV2_8550.1, SBOV2_8550.3	h1SMcT0015758.1, h1SMcT0022643.1
OG0005532	SBOV2_14240.1	h1SMcT0013328.1
OG0005533	SBOV2_1800.1	h1SMcT0005471.1, h1SMcT0005471.2, h1SMcT0005471.3
OG0005536	SBOV2_31340.1, SBOV2_31340.2, SBOV2_31340.3	h1SMcT0004915.1
OG0005538	SBOV2_48180.2, SBOV2_48180.1, SBOV2_48180.3	h1SMcT0010184.1, h1SMcT0010184.2
OG0005539	SBOV2_37280.1, SBOV2_37280.2	h1SMcT0012886.1
OG0005540	SBOV2_59250.1, SBOV2_59250.2	h1SMcT0012099.1, h1SMcT0012099.2
OG0005544	SBOV2_22900.1	h1SMcT0020071.1, h1SMcT0020053.1, h1SMcT0020072.1, h1SMcT0020072.3, h1SMcT0020072.2
OG0005545	SBOV2_4370.1, SBOV2_4370.2	h1SMcT0017986.1, h1SMcT0017986.2
OG0005555	SBOV2_21220.1	h1SMcT0006507.1, h1SMcT0006507.2, h1SMcT0006507.3, h1SMcT0006507.4
OG0005566	SBOV2_74950.1	h1SMcT0018975.2, h1SMcT0018975.1, h1SMcT0018975.3
OG0005567	SBOV2_13160.2, SBOV2_13160.1	h1SMcT0016108.1
OG0005568	SBOV2_75920.1, SBOV2_75920.2	h1SMcT0019427.1, h1SMcT0019427.2
OG0005569	SBOV2_94670.1	h1SMcT0017846.1
OG0005570	SBOV2_35080.1	h1SMcT0005891.1, h1SMcT0005891.2
OG0005571	SBOV2_46170.1	h1SMcT0002895.1, h1SMcT0002895.2
OG0005572	SBOV2_66740.1	h1SMcT0013254.1
OG0005573	SBOV2_9550.1	h1SMcT0001255.3, h1SMcT0001255.1, h1SMcT0001255.2
OG0005575	SBOV2_67340.1	h1SMcT0017162.1, h1SMcT0019740.1, h1SMcT0021537.1, h1SMcT0010862.1
OG0005576	SBOV2_67310.1	h1SMcT0004809.1, h1SMcT0004809.2, h1SMcT0004809.3
OG0005577	SBOV2_85180.1	h1SMcT0002264.1, h1SMcT0002264.2
OG0005578	SBOV2_48690.1	h1SMcT0008349.1
OG0005579	SBOV2_10290.1	h1SMcT0001895.1, h1SMcT0001896.1
OG0005580	SBOV2_54330.1, SBOV2_54330.2	h1SMcT0014314.1
OG0005582	SBOV2_34490.1	h1SMcT0012277.1, h1SMcT0009720.1, h1SMcT0010620.1, h1SMcT0005087.1, h1SMcT0005088.1, h1SMcT0016597.1, h1SMcT0016953.1
OG0005583	SBOV2_85450.1	h1SMcT0003795.1, h1SMcT0005282.1, h1SMcT0005283.1
OG0005584	SBOV2_93130.2, SBOV2_93130.3, SBOV2_93130.1	h1SMcT0006174.1
OG0005585	SBOV2_94270.1	h1SMcT0014311.1, h1SMcT0014311.2, h1SMcT0014311.3
OG0005586	SBOV2_94260.1	h1SMcT0020113.3
OG0005587	SBOV2_77050.1	h1SMcT0016635.1, h1SMcT0016635.2
OG0005588	SBOV2_39310.1	h1SMcT0020288.1, h1SMcT0020288.2, h1SMcT0020288.3, h1SMcT0018528.1, h1SMcT0018528.4, h1SMcT0018528.3, h1SMcT0018528.2
OG0005589	SBOV2_58800.1	h1SMcT0013330.1, h1SMcT0013330.2
OG0005590	SBOV2_17190.1	h1SMcT0013150.1
OG0005591	SBOV2_65240.1, SBOV2_64880.1	h1SMcT0013353.1, h1SMcT0013353.2
OG0005593	SBOV2_70950.1, SBOV2_70950.2, SBOV2_70950.3	h1SMcT0001344.1
OG0005594	SBOV2_68930.1, SBOV2_68930.2, SBOV2_68930.3	h1SMcT0011756.1
OG0005597	SBOV2_82890.1	h1SMcT0015563.1
OG0005598	SBOV2_75630.1, SBOV2_75630.3, SBOV2_75630.2	h1SMcT0010718.1
OG0005600	SBOV2_18930.2, SBOV2_18930.1	h1SMcT0009864.1
OG0005602	SBOV2_22260.1	h1SMcT0011816.1, h1SMcT0011816.2
OG0005604	SBOV2_37610.1	h1SMcT0011971.1
OG0005605	SBOV2_31510.1, SBOV2_31510.2, SBOV2_31510.3	h1SMcT0017025.1, h1SMcT0013821.1, h1SMcT0013821.2, h1SMcT0013821.3
OG0005606	SBOV2_78830.1	h1SMcT0019319.1
OG0005607	SBOV2_88610.1	h1SMcT0000423.1
OG0005608	SBOV2_66030.1	h1SMcT0014511.1, h1SMcT0014511.2
OG0005609	SBOV2_60860.1	h1SMcT0010262.1
OG0005612	SBOV2_92640.1	h1SMcT0018378.1
OG0005613	SBOV2_51530.1	h1SMcT0019960.1
OG0005614	SBOV2_39120.1	h1SMcT0020599.1
OG0005615	SBOV2_38450.1	h1SMcT0003423.1
OG0005621	SBOV2_86540.1	h1SMcT0012507.1, h1SMcT0012507.2
OG0005623	SBOV2_74270.2, SBOV2_74270.1	h1SMcT0010905.1
OG0005624	SBOV2_11160.1	h1SMcT0016258.1
OG0005625	SBOV2_11170.1, SBOV2_11170.2	h1SMcT0016999.1, h1SMcT0016999.2
OG0005627	SBOV2_22660.1	h1SMcT0001543.1, h1SMcT0001543.2
OG0005628	SBOV2_28490.1, SBOV2_28490.2, SBOV2_28490.3	h1SMcT0008811.1, h1SMcT0001742.1, h1SMcT0019269.1, h1SMcT0017650.1
OG0005630	SBOV2_84180.1	h1SMcT0006562.1
OG0005632	SBOV2_94240.1, SBOV2_96790.1	h1SMcT0018608.1, h1SMcT0018608.2, h1SMcT0018608.3
OG0005633	SBOV2_10420.1	h1SMcT0008735.1, h1SMcT0018433.1
OG0005634	SBOV2_22290.1	h1SMcT0020158.1, h1SMcT0020158.3, h1SMcT0020158.4
OG0005635	SBOV2_3100.1	h1SMcT0002845.1, h1SMcT0021523.1
OG0005636	SBOV2_29070.1, SBOV2_29070.2, SBOV2_29070.3	h1SMcT0003914.1, h1SMcT0013439.1
OG0005637	SBOV2_79180.1	h1SMcT0011728.1
OG0005638	SBOV2_76230.1	h1SMcT0014808.1
OG0005641	SBOV2_72650.1	h1SMcT0018103.1, h1SMcT0018103.2
OG0005642	SBOV2_95500.1	h1SMcT0014142.1
OG0005643	SBOV2_37940.2, SBOV2_37940.4, SBOV2_37940.3, SBOV2_37940.1	h1SMcT0004592.1
OG0005644	SBOV2_75570.1, SBOV2_75570.2, SBOV2_75570.3	h1SMcT0021372.1
OG0005646	SBOV2_26770.1	h1SMcT0009497.1, h1SMcT0018626.1, h1SMcT0018626.2, h1SMcT0009143.1, h1SMcT0009143.3, h1SMcT0009143.2
OG0005647	SBOV2_55120.1	h1SMcT0015520.1
OG0005651	SBOV2_65740.1, SBOV2_65740.2	h1SMcT0007916.1, h1SMcT0007916.2
OG0005652	SBOV2_47440.1	h1SMcT0022532.1, h1SMcT0021903.1, h1SMcT0022364.1, h1SMcT0004704.1, h1SMcT0022356.1
OG0005654	SBOV2_71940.1	h1SMcT0022145.1
OG0005655	SBOV2_40290.1, SBOV2_40290.2	h1SMcT0018701.1, h1SMcT0018701.2
OG0005656	SBOV2_87080.1, SBOV2_87080.2	h1SMcT0019467.1
OG0005657	SBOV2_12030.1	h1SMcT0014251.1
OG0005658	SBOV2_90080.1	h1SMcT0010565.1, h1SMcT0010565.2
OG0005663	SBOV2_8440.1, SBOV2_8430.1	h1SMcT0011911.1, h1SMcT0011911.2
OG0005665	SBOV2_47600.1	h1SMcT0010582.1
OG0005666	SBOV2_88070.1, SBOV2_88070.2	h1SMcT0007579.1
OG0005667	SBOV2_25730.2, SBOV2_25730.1	h1SMcT0012925.1
OG0005668	SBOV2_3640.1	h1SMcT0010741.1, h1SMcT0010741.2, h1SMcT0010741.3
OG0005670	SBOV2_83680.1	h1SMcT0002444.1, h1SMcT0002444.2
OG0005671	SBOV2_12000.1, SBOV2_12000.2	h1SMcT0020637.10
OG0005672	SBOV2_46690.1	h1SMcT0001094.1, h1SMcT0001094.2
OG0005673	SBOV2_46740.1	h1SMcT0020369.1, h1SMcT0020369.2
OG0005674	SBOV2_41380.1	h1SMcT0003155.1, h1SMcT0022977.1, h1SMcT0003685.1, h1SMcT0003685.2
OG0005675	SBOV2_27100.1	h1SMcT0010891.1, h1SMcT0010891.2
OG0005676	SBOV2_53140.1, SBOV2_53140.2, SBOV2_53140.3	h1SMcT0012454.1
OG0005678	SBOV2_59260.1, SBOV2_59260.2	h1SMcT0002512.1, h1SMcT0002512.2, h1SMcT0002512.3
OG0005679	SBOV2_89570.1	h1SMcT0002865.1, h1SMcT0002865.2, h1SMcT0002865.3
OG0005684	SBOV2_48670.1	h1SMcT0000972.1, h1SMcT0022546.1
OG0005685	SBOV2_13680.1, SBOV2_13680.2, SBOV2_13700.1	h1SMcT0007396.1
OG0005686	SBOV2_87990.1	h1SMcT0012749.1
OG0005687	SBOV2_65460.1, SBOV2_65460.3, SBOV2_65460.4, SBOV2_65460.2	h1SMcT0007350.1
OG0005689	SBOV2_70150.1	h1SMcT0021421.1
OG0005691	SBOV2_92890.1	h1SMcT0016672.1, h1SMcT0005044.1, h1SMcT0005044.2
