Orthogroup	fasciola_hepatica	schistosoma_rodhaini
OG0006309	FhHiC23_g3220.t1	SRDH2_80670.1
OG0006310	FhHiC23_g12867.t1	SRDH2_6720.1
OG0006311	FhHiC23_g16203.t1	SRDH2_91590.1, SRDH2_91590.2
OG0006312	FhHiC23_g886.t1	SRDH2_79470.1
OG0006313	FhHiC23_g2832.t1	SRDH2_77850.1
OG0006314	FhHiC23_g380.t1	SRDH2_75030.1
OG0006315	FhHiC23_g9228.t1, FhHiC23_g9228.t2	SRDH2_96050.1
OG0006316	FhHiC23_g7872.t1	SRDH2_70120.1
OG0006317	FhHiC23_g1820.t1, FhHiC23_g1820.t2	SRDH2_50780.1
OG0006318	FhHiC23_g1251.t1	SRDH2_51040.1
OG0006319	FhHiC23_g16626.t1	SRDH2_92370.1
OG0006320	FhHiC23_g5393.t1, FhHiC23_g5393.t2	SRDH2_31390.1
OG0006321	FhHiC23_g13408.t1, FhHiC23_g13408.t3, FhHiC23_g13408.t2	SRDH2_970.1
OG0006322	FhHiC23_g1432.t1, FhHiC23_g1433.t1	SRDH2_57470.1
OG0006323	FhHiC23_g6564.t1, FhHiC23_g6564.t2	SRDH2_35910.1
OG0006324	FhHiC23_g15560.t1	SRDH2_20850.1
OG0006325	FhHiC23_g12952.t1	SRDH2_5810.1, SRDH2_5810.2, SRDH2_5810.3
OG0006326	FhHiC23_g10415.t1	SRDH2_99250.1
OG0006327	FhHiC23_g8985.t1	SRDH2_25290.1
OG0006328	FhHiC23_g7723.t1, FhHiC23_g7723.t2	SRDH2_58590.1, SRDH2_58590.2, SRDH2_58590.3
OG0006329	FhHiC23_g7221.t1	SRDH2_69190.1, SRDH2_69200.1
OG0006330	FhHiC23_g16659.t1	SRDH2_91900.1
OG0006331	FhHiC23_g8184.t1	SRDH2_61110.1, SRDH2_61110.2
OG0006332	FhHiC23_g14434.t1, FhHiC23_g14434.t2	SRDH2_45670.1
OG0006333	FhHiC23_g6764.t1	SRDH2_61730.1, SRDH2_61730.2
OG0006334	FhHiC23_g3638.t1, FhHiC23_g3638.t2	SRDH2_84990.1
OG0006335	FhHiC23_g10070.t1, FhHiC23_g10070.t2	SRDH2_98310.1
OG0006336	FhHiC23_g15467.t2, FhHiC23_g15467.t1	SRDH2_22230.1
OG0006338	FhHiC23_g11354.t1, FhHiC23_g11354.t2	SRDH2_21570.1
OG0006339	FhHiC23_g6330.t1	SRDH2_33130.1
OG0006340	FhHiC23_g14161.t1, FhHiC23_g14161.t2	SRDH2_43960.1
OG0006341	FhHiC23_g2205.t1	SRDH2_54310.1
OG0006342	FhHiC23_g3926.t1	SRDH2_86810.1
OG0006343	FhHiC23_g7330.t2, FhHiC23_g7330.t1	SRDH2_62580.1
OG0006344	FhHiC23_g5072.t1	SRDH2_26390.1
OG0006345	FhHiC23_g1558.t1	SRDH2_74770.1
OG0006346	FhHiC23_g16332.t1	SRDH2_92260.1
OG0006347	FhHiC23_g4981.t1	SRDH2_28070.1, SRDH2_28070.2
OG0006348	FhHiC23_g14306.t1	SRDH2_45620.1
OG0006349	FhHiC23_g11406.t1	SRDH2_8730.1
OG0006350	FhHiC23_g6267.t1	SRDH2_37780.1
OG0006351	FhHiC23_g1098.t1	SRDH2_78990.1
OG0006353	FhHiC23_g7657.t1, FhHiC23_g3226.t1	SRDH2_71610.1
OG0006354	FhHiC23_g2314.t1, FhHiC23_g2314.t2	SRDH2_74030.1
OG0006355	FhHiC23_g743.t1	SRDH2_52350.1
OG0006356	FhHiC23_g1508.t1, FhHiC23_g1508.t2	SRDH2_81340.1
OG0006357	FhHiC23_g1675.t1, FhHiC23_g3570.t1, FhHiC23_g3570.t2	SRDH2_86140.1, SRDH2_86140.2
OG0006358	FhHiC23_g12538.t1	SRDH2_16530.5, SRDH2_16530.2, SRDH2_16530.4, SRDH2_16530.1
OG0006359	FhHiC23_g23.t1	SRDH2_52010.1
OG0006361	FhHiC23_g2379.t1, FhHiC23_g2379.t2	SRDH2_55490.1, SRDH2_55490.2
OG0006362	FhHiC23_g15612.t2, FhHiC23_g15612.t3, FhHiC23_g15612.t1	SRDH2_20360.1
OG0006363	FhHiC23_g13159.t1	SRDH2_13660.1
OG0006364	FhHiC23_g3542.t1	SRDH2_84920.1
OG0006365	FhHiC23_g15801.t1, FhHiC23_g15801.t2	SRDH2_23240.1
OG0006366	FhHiC23_g1189.t1	SRDH2_53370.1
OG0006367	FhHiC23_g924.t1	SRDH2_71510.1
OG0006368	FhHiC23_g8034.t1	SRDH2_65240.1
OG0006369	FhHiC23_g4074.t1	SRDH2_87940.1
OG0006370	FhHiC23_g1296.t1	SRDH2_74450.1
OG0006371	FhHiC23_g3590.t1, FhHiC23_g3590.t2	SRDH2_83190.1
OG0006372	FhHiC23_g5732.t1	SRDH2_41410.1
OG0006373	FhHiC23_g2516.t1	SRDH2_80540.1, SRDH2_80540.2, SRDH2_80540.3
OG0006374	FhHiC23_g1627.t1	SRDH2_51830.1
OG0006375	FhHiC23_g15266.t1	SRDH2_21630.1
OG0006376	FhHiC23_g16363.t2, FhHiC23_g16363.t1	SRDH2_90270.3, SRDH2_90270.2, SRDH2_90270.1
OG0006377	FhHiC23_g7036.t1	SRDH2_63080.1
OG0006378	FhHiC23_g255.t1, FhHiC23_g255.t2, FhHiC23_g255.t3	SRDH2_54730.1
OG0006379	FhHiC23_g4393.t1, FhHiC23_g4393.t2	SRDH2_88980.1
OG0006380	FhHiC23_g16006.t1	SRDH2_91720.1, SRDH2_91720.3, SRDH2_91720.2
OG0006381	FhHiC23_g3281.t1, FhHiC23_g3281.t2	SRDH2_77090.1
OG0006382	FhHiC23_g3661.t1	SRDH2_87570.1
OG0006383	FhHiC23_g3473.t1	SRDH2_83530.1
OG0006384	FhHiC23_g8071.t1	SRDH2_61150.1
OG0006385	FhHiC23_g10762.t1	SRDH2_18220.1
OG0006386	FhHiC23_g1884.t1, FhHiC23_g1884.t2	SRDH2_58050.1, SRDH2_58050.2, SRDH2_58050.3
OG0006387	FhHiC23_g2511.t1	SRDH2_80300.1
OG0006388	FhHiC23_g7270.t2, FhHiC23_g7270.t1	SRDH2_61230.1
OG0006389	FhHiC23_g3826.t1	SRDH2_87410.1
OG0006390	FhHiC23_g8296.t1	SRDH2_66250.1, SRDH2_66250.2
OG0006392	FhHiC23_g9212.t1, FhHiC23_g9995.t1	SRDH2_99450.1
OG0006393	FhHiC23_g8256.t1	SRDH2_70680.1
OG0006394	FhHiC23_g1853.t1, FhHiC23_g1853.t2	SRDH2_48860.1
OG0006395	FhHiC23_g12100.t1	SRDH2_102610.1
OG0006396	FhHiC23_g15181.t1	SRDH2_20990.1
OG0006397	FhHiC23_g2961.t1	SRDH2_80760.7, SRDH2_80760.8, SRDH2_80810.1
OG0006398	FhHiC23_g13143.t2, FhHiC23_g13143.t1	SRDH2_6080.1
OG0006399	FhHiC23_g10975.t1	SRDH2_14770.1
OG0006400	FhHiC23_g2397.t1	SRDH2_77180.1, SRDH2_77180.2
OG0006401	FhHiC23_g1801.t1, FhHiC23_g1801.t2	SRDH2_47920.1
OG0006402	FhHiC23_g5527.t1, FhHiC23_g5528.t1	SRDH2_26230.1
OG0006403	FhHiC23_g13187.t1	SRDH2_510.1, SRDH2_510.3, SRDH2_510.2
OG0006404	FhHiC23_g6149.t1	SRDH2_35600.1
OG0006405	FhHiC23_g2358.t2, FhHiC23_g2358.t1	SRDH2_51090.1
OG0006406	FhHiC23_g118.t1	SRDH2_53450.1
OG0006407	FhHiC23_g11988.t1	SRDH2_19890.1
OG0006408	FhHiC23_g208.t1	SRDH2_77930.1
OG0006409	FhHiC23_g805.t1	SRDH2_54180.1
OG0006410	FhHiC23_g13580.t1	SRDH2_910.1
OG0006411	FhHiC23_g11588.t1, FhHiC23_g11588.t2	SRDH2_1950.1, SRDH2_1950.2
OG0006412	FhHiC23_g11195.t1	SRDH2_18000.1
OG0006413	FhHiC23_g16329.t1, FhHiC23_g16330.t1	SRDH2_93770.1
OG0006414	FhHiC23_g16427.t1	SRDH2_89120.1
OG0006415	FhHiC23_g5063.t1	SRDH2_24850.1
OG0006417	FhHiC23_g1201.t2, FhHiC23_g1201.t1	SRDH2_50870.1
OG0006418	FhHiC23_g13644.t1	SRDH2_9140.1
OG0006419	FhHiC23_g9938.t1	SRDH2_28460.1
OG0006420	FhHiC23_g7192.t1, FhHiC23_g7192.t2	SRDH2_65350.1, SRDH2_65350.2, SRDH2_65350.3
OG0006421	FhHiC23_g13127.t1	SRDH2_5680.2, SRDH2_5680.1, SRDH2_5680.3
OG0006422	FhHiC23_g16667.t1	SRDH2_92470.1
OG0006423	FhHiC23_g4161.t1, FhHiC23_g6683.t1, FhHiC23_g6683.t2	SRDH2_84930.1
OG0006424	FhHiC23_g2008.t1, FhHiC23_g2008.t2, FhHiC23_g2008.t3	SRDH2_50960.1
OG0006425	FhHiC23_g3112.t1	SRDH2_80600.1
OG0006426	FhHiC23_g4953.t1, FhHiC23_g15008.t1, FhHiC23_g15008.t2	SRDH2_20830.1
OG0006427	FhHiC23_g4917.t1	SRDH2_34970.1
OG0006428	FhHiC23_g13594.t1	SRDH2_370.1
OG0006429	FhHiC23_g11250.t1	SRDH2_11330.1
OG0006430	FhHiC23_g12017.t1	SRDH2_3300.1
OG0006432	FhHiC23_g3130.t1	SRDH2_81030.1, SRDH2_81030.2
OG0006433	FhHiC23_g14500.t1	SRDH2_43170.1
OG0006434	FhHiC23_g9351.t1	SRDH2_96540.1
OG0006435	FhHiC23_g4108.t1	SRDH2_83580.1
OG0006436	FhHiC23_g7797.t1	SRDH2_70790.1
OG0006437	FhHiC23_g16577.t1	SRDH2_94330.1
OG0006438	FhHiC23_g3102.t1	SRDH2_78610.1, SRDH2_78610.2, SRDH2_78610.4, SRDH2_78610.3
OG0006439	FhHiC23_g11617.t1, FhHiC23_g11617.t2	SRDH2_12580.1
OG0006440	FhHiC23_g1932.t1	SRDH2_51750.1
OG0006441	FhHiC23_g9861.t1	SRDH2_99180.1
OG0006442	FhHiC23_g4949.t1	SRDH2_32540.1, SRDH2_32540.2, SRDH2_32540.3
OG0006443	FhHiC23_g11156.t1	SRDH2_20170.1
OG0006444	FhHiC23_g15984.t1	SRDH2_93730.1, SRDH2_93730.2, SRDH2_93730.3
OG0006445	FhHiC23_g1355.t1	SRDH2_72340.1
OG0006446	FhHiC23_g2045.t1, FhHiC23_g2045.t2	SRDH2_53960.1
OG0006447	FhHiC23_g16675.t1	SRDH2_89860.2, SRDH2_89860.3, SRDH2_89860.1
OG0006449	FhHiC23_g5377.t1, FhHiC23_g5377.t2	SRDH2_36780.1
OG0006450	FhHiC23_g12318.t1, FhHiC23_g12318.t2	SRDH2_2780.1
OG0006451	FhHiC23_g832.t1, FhHiC23_g832.t2	SRDH2_74500.1
OG0006452	FhHiC23_g3161.t1	SRDH2_57930.1, SRDH2_57930.2, SRDH2_57930.3
OG0006453	FhHiC23_g8267.t1	SRDH2_70750.1
OG0006454	FhHiC23_g11562.t1	SRDH2_9980.1
OG0006455	FhHiC23_g3035.t1	SRDH2_51590.1
OG0006456	FhHiC23_g13495.t2, FhHiC23_g13495.t1	SRDH2_1730.1
OG0006457	FhHiC23_g2170.t1	SRDH2_55450.1, SRDH2_55450.2
OG0006458	FhHiC23_g7620.t1, FhHiC23_g7620.t2	SRDH2_69650.1
OG0006459	FhHiC23_g1765.t1, FhHiC23_g1764.t1	SRDH2_57270.1
OG0006460	FhHiC23_g6855.t1	SRDH2_65890.1
OG0006461	FhHiC23_g16054.t1	SRDH2_88880.1
OG0006462	FhHiC23_g341.t1	SRDH2_51480.1
OG0006463	FhHiC23_g7969.t1, FhHiC23_g8442.t1	SRDH2_63780.1
OG0006464	FhHiC23_g15617.t1, FhHiC23_g15615.t1	SRDH2_22610.1
OG0006465	FhHiC23_g377.t1	SRDH2_79320.1
OG0006466	FhHiC23_g15839.t1	SRDH2_90850.1
OG0006467	FhHiC23_g12804.t1, FhHiC23_g12804.t2	SRDH2_10900.1
OG0006468	FhHiC23_g13880.t1, FhHiC23_g13880.t2	SRDH2_42920.1
OG0006469	FhHiC23_g10809.t3, FhHiC23_g10809.t1, FhHiC23_g10809.t2	SRDH2_15400.1
OG0006470	FhHiC23_g7458.t1, FhHiC23_g7458.t2	SRDH2_60110.1
OG0006471	FhHiC23_g3516.t1	SRDH2_86080.1
OG0006472	FhHiC23_g4160.t2, FhHiC23_g4160.t1	SRDH2_86050.1
OG0006473	FhHiC23_g7551.t1	SRDH2_63620.1, SRDH2_63620.2, SRDH2_63620.3
OG0006474	FhHiC23_g7422.t1, FhHiC23_g7422.t2	SRDH2_66600.1, SRDH2_66600.2
OG0006475	FhHiC23_g11555.t1, FhHiC23_g11555.t2	SRDH2_12660.1, SRDH2_12660.2
OG0006476	FhHiC23_g12200.t1	SRDH2_3250.1
OG0006477	FhHiC23_g4984.t3, FhHiC23_g4984.t2, FhHiC23_g4984.t1	SRDH2_28040.1
OG0006478	FhHiC23_g13730.t1, FhHiC23_g13730.t2	SRDH2_7740.1, SRDH2_7740.2
OG0006479	FhHiC23_g14680.t1	SRDH2_43500.1
OG0006480	FhHiC23_g15689.t1	SRDH2_22410.1, SRDH2_22410.2
OG0006481	FhHiC23_g7796.t1	SRDH2_69030.1
OG0006482	FhHiC23_g10724.t1	SRDH2_20100.1, SRDH2_20100.3, SRDH2_20100.2, SRDH2_20100.4
OG0006483	FhHiC23_g6949.t1	SRDH2_61950.1
OG0006484	FhHiC23_g3345.t1	SRDH2_71670.1
OG0006485	FhHiC23_g12721.t1	SRDH2_4420.1
OG0006486	FhHiC23_g15688.t1	SRDH2_22400.1
OG0006487	FhHiC23_g3397.t1	SRDH2_75340.1
OG0006488	FhHiC23_g11291.t1	SRDH2_16750.1, SRDH2_16750.2
OG0006489	FhHiC23_g10805.t1	SRDH2_11520.1
OG0006490	FhHiC23_g12556.t2	SRDH2_8020.1, SRDH2_8020.2, SRDH2_7930.1
OG0006491	FhHiC23_g3771.t1	SRDH2_87860.1, SRDH2_87860.2
OG0006492	FhHiC23_g3491.t1	SRDH2_37030.1
OG0006493	FhHiC23_g10371.t1	SRDH2_23710.1
OG0006495	FhHiC23_g3512.t1	SRDH2_85860.1
OG0006496	FhHiC23_g14819.t1, FhHiC23_g14819.t2	SRDH2_45480.1
OG0006497	FhHiC23_g11272.t1	SRDH2_15070.1
OG0006498	FhHiC23_g12362.t1	SRDH2_1870.1
OG0006499	FhHiC23_g13129.t1, FhHiC23_g13129.t2	SRDH2_5740.1, SRDH2_5740.3, SRDH2_5740.2
OG0006500	FhHiC23_g14016.t1	SRDH2_45080.1, SRDH2_45120.1
OG0006501	FhHiC23_g16599.t1	SRDH2_92850.1
OG0006502	FhHiC23_g3080.t1	SRDH2_71620.1
OG0006503	FhHiC23_g3115.t1, FhHiC23_g3116.t3, FhHiC23_g3116.t4	SRDH2_82440.1
OG0006504	FhHiC23_g3777.t1	SRDH2_83400.1
OG0006505	FhHiC23_g4264.t1	SRDH2_85370.3, SRDH2_85370.4, SRDH2_85370.2, SRDH2_85370.1
OG0006506	FhHiC23_g7073.t3, FhHiC23_g7073.t1, FhHiC23_g7073.t2	SRDH2_69540.1
OG0006507	FhHiC23_g7269.t1	SRDH2_63510.1, SRDH2_63510.2
OG0006508	FhHiC23_g7572.t1	SRDH2_66650.1
OG0006509	FhHiC23_g9464.t1	SRDH2_97250.1
OG0006510	FhHiC23_g9560.t1, FhHiC23_g9560.t2, FhHiC23_g9561.t1	SRDH2_27140.1
OG0006543	FhHiC23_g4207.t1	SRDH2_85440.1
OG0006544	FhHiC23_g9387.t1	SRDH2_99050.1
OG0006545	FhHiC23_g2975.t1	SRDH2_73870.1
OG0006546	FhHiC23_g16643.t1	SRDH2_92460.1
OG0006547	FhHiC23_g875.t1	SRDH2_48750.1, SRDH2_48750.2
OG0006548	FhHiC23_g9925.t1, FhHiC23_g9918.t1	SRDH2_96370.1
OG0006549	FhHiC23_g7353.t1, FhHiC23_g7353.t2	SRDH2_71100.2, SRDH2_71100.1
OG0006550	FhHiC23_g307.t3	SRDH2_57310.1
OG0006551	FhHiC23_g3247.t1	SRDH2_76600.1
OG0006552	FhHiC23_g15578.t1	SRDH2_15550.1
OG0006553	FhHiC23_g2369.t1	SRDH2_79250.1
OG0006554	FhHiC23_g14635.t1	SRDH2_44080.1
OG0006555	FhHiC23_g16524.t2, FhHiC23_g16524.t1	SRDH2_95550.1
OG0006556	FhHiC23_g1875.t1	SRDH2_54840.1, SRDH2_54840.2
OG0006557	FhHiC23_g8044.t1, FhHiC23_g8044.t2	SRDH2_62510.1
OG0006558	FhHiC23_g2324.t1	SRDH2_74650.1
OG0006559	FhHiC23_g12563.t1	SRDH2_5260.1
OG0006561	FhHiC23_g7460.t1	SRDH2_69090.1
OG0006562	FhHiC23_g13066.t1	SRDH2_12690.1, SRDH2_12650.1, SRDH2_12650.2
OG0006563	FhHiC23_g15877.t1	SRDH2_90110.1
OG0006564	FhHiC23_g4860.t1	SRDH2_39170.1
OG0006566	FhHiC23_g4896.t1	SRDH2_29600.1
OG0006567	FhHiC23_g5581.t1	SRDH2_30630.1
OG0006568	FhHiC23_g15568.t1, FhHiC23_g15568.t2	SRDH2_21200.1
OG0006569	FhHiC23_g5085.t1	SRDH2_29570.1
OG0006570	FhHiC23_g1684.t1	SRDH2_56660.1
OG0006571	FhHiC23_g7534.t1	SRDH2_63440.1
OG0006572	FhHiC23_g233.t1	SRDH2_47180.1
OG0006573	FhHiC23_g11586.t1	SRDH2_1980.3, SRDH2_1980.2, SRDH2_1980.1
OG0006574	FhHiC23_g6870.t1	SRDH2_69630.1
OG0006575	FhHiC23_g7346.t1	SRDH2_59150.1, SRDH2_59150.2
OG0006576	FhHiC23_g8324.t1	SRDH2_59260.1
OG0006577	FhHiC23_g4850.t1	SRDH2_33330.2, SRDH2_33330.1, SRDH2_33330.3
OG0006578	FhHiC23_g1073.t1, FhHiC23_g1073.t2	SRDH2_48620.1, SRDH2_48620.2
OG0006579	FhHiC23_g13939.t1	SRDH2_42810.1
OG0006580	FhHiC23_g2436.t1	SRDH2_78570.1
OG0006581	FhHiC23_g9299.t1	SRDH2_27070.1
OG0006582	FhHiC23_g5092.t1	SRDH2_30980.1, SRDH2_30990.1
OG0006583	FhHiC23_g16691.t1, FhHiC23_g16691.t2	SRDH2_89280.1
OG0006584	FhHiC23_g13192.t1	SRDH2_2550.1
OG0006585	FhHiC23_g15191.t1	SRDH2_18540.1
OG0006586	FhHiC23_g5748.t1	SRDH2_37540.2, SRDH2_37540.1
OG0006588	FhHiC23_g12013.t1	SRDH2_13040.1
OG0006589	FhHiC23_g15638.t1	SRDH2_22860.1
OG0006590	FhHiC23_g15636.t1	SRDH2_22840.1
OG0006591	FhHiC23_g983.t1	SRDH2_73350.1
OG0006592	FhHiC23_g3717.t1	SRDH2_87010.1
OG0006593	FhHiC23_g2535.t1	SRDH2_74950.1
OG0006594	FhHiC23_g2110.t1	SRDH2_54190.1
OG0006595	FhHiC23_g2112.t1	SRDH2_54440.1
OG0006596	FhHiC23_g3164.t1	SRDH2_80720.1
OG0006597	FhHiC23_g258.t1	SRDH2_79560.1
OG0006598	FhHiC23_g9463.t1	SRDH2_97210.1
OG0006599	FhHiC23_g9793.t1	SRDH2_23920.1
OG0006600	FhHiC23_g3010.t1	SRDH2_81080.1, SRDH2_81080.2
OG0006601	FhHiC23_g2213.t1, FhHiC23_g2213.t2, FhHiC23_g2213.t3	SRDH2_54240.1
OG0006602	FhHiC23_g10159.t1	SRDH2_25540.1
OG0006603	FhHiC23_g9317.t1	SRDH2_95990.1
OG0006604	FhHiC23_g1612.t1	SRDH2_57410.1, SRDH2_57410.2, SRDH2_57410.3
OG0006606	FhHiC23_g909.t1	SRDH2_72610.1
OG0006607	FhHiC23_g9532.t1	SRDH2_26690.1
OG0006608	FhHiC23_g11771.t1	SRDH2_21260.1
OG0006609	FhHiC23_g4363.t1	SRDH2_89210.1
OG0006610	FhHiC23_g3664.t1	SRDH2_82890.1
OG0006611	FhHiC23_g9927.t1	SRDH2_96380.1
OG0006613	FhHiC23_g1419.t1	SRDH2_57560.1
OG0006614	FhHiC23_g7384.t1	SRDH2_66100.4, SRDH2_66100.2, SRDH2_66100.3, SRDH2_66100.1
OG0006615	FhHiC23_g6278.t1	SRDH2_36080.1
OG0006616	FhHiC23_g1555.t1	SRDH2_74560.1, SRDH2_74560.2, SRDH2_74560.3, SRDH2_74560.4, SRDH2_74560.5
OG0006617	FhHiC23_g1901.t1	SRDH2_71580.1
OG0006618	FhHiC23_g6261.t1	SRDH2_37850.1
OG0006619	FhHiC23_g10386.t1	SRDH2_24550.1
OG0006620	FhHiC23_g12086.t2, FhHiC23_g12086.t1	SRDH2_2160.1
OG0006621	FhHiC23_g16100.t1	SRDH2_95320.1
OG0006622	FhHiC23_g11610.t1	SRDH2_16870.1
OG0006623	FhHiC23_g7993.t1	SRDH2_69910.1
OG0006624	FhHiC23_g5836.t1, FhHiC23_g5836.t2	SRDH2_32250.1
OG0006625	FhHiC23_g7677.t1	SRDH2_63330.1
OG0006626	FhHiC23_g5577.t1, FhHiC23_g5574.t1	SRDH2_38080.1
OG0006627	FhHiC23_g1588.t1, FhHiC23_g6105.t1	SRDH2_58040.1
OG0006628	FhHiC23_g4383.t1	SRDH2_95400.1
OG0006629	FhHiC23_g3131.t1	SRDH2_77480.1, SRDH2_77480.2
OG0006630	FhHiC23_g4085.t1	SRDH2_83830.1
OG0006631	FhHiC23_g747.t1	SRDH2_52320.1
OG0006632	FhHiC23_g5868.t1, FhHiC23_g5868.t2	SRDH2_39310.1
OG0006633	FhHiC23_g923.t1	SRDH2_71500.1
OG0006634	FhHiC23_g14085.t1	SRDH2_41200.1
OG0006635	FhHiC23_g10626.t1	SRDH2_7130.1
OG0006636	FhHiC23_g10164.t1	SRDH2_25220.1
OG0006638	FhHiC23_g10992.t1, FhHiC23_g10991.t1, FhHiC23_g10992.t2	SRDH2_7090.1
OG0006639	FhHiC23_g1286.t1	SRDH2_82140.1
OG0006640	FhHiC23_g12347.t1	SRDH2_9320.1
OG0006641	FhHiC23_g2319.t1	SRDH2_77810.1
OG0006642	FhHiC23_g7056.t1	SRDH2_68160.1
OG0006643	FhHiC23_g7740.t1	SRDH2_59840.1, SRDH2_59840.2
OG0006644	FhHiC23_g10153.t1	SRDH2_24980.1
OG0006645	FhHiC23_g7329.t1	SRDH2_62590.1
OG0006646	FhHiC23_g2349.t1	SRDH2_52580.1, SRDH2_52580.2
OG0006647	FhHiC23_g8567.t1	SRDH2_69930.1
OG0006648	FhHiC23_g7251.t1	SRDH2_66700.1
OG0006649	FhHiC23_g760.t1, FhHiC23_g760.t2	SRDH2_73250.1, SRDH2_73250.2
OG0006650	FhHiC23_g2254.t1	SRDH2_48210.1
OG0006651	FhHiC23_g11411.t1	SRDH2_14510.1, SRDH2_14510.2
OG0006652	FhHiC23_g10212.t1, FhHiC23_g10212.t2	SRDH2_24280.1
OG0006653	FhHiC23_g8052.t1	SRDH2_68030.1
OG0006654	FhHiC23_g8037.t1	SRDH2_69940.1
OG0006655	FhHiC23_g5450.t1	SRDH2_38260.1, SRDH2_38260.2
OG0006656	FhHiC23_g5449.t1, FhHiC23_g5449.t2	SRDH2_38250.1
OG0006657	FhHiC23_g10329.t1	SRDH2_25720.1
OG0006658	FhHiC23_g664.t1, FhHiC23_g664.t2	SRDH2_79280.1
OG0006659	FhHiC23_g6293.t1, FhHiC23_g6293.t2	SRDH2_32640.1
OG0006660	FhHiC23_g3894.t1	SRDH2_87780.1
OG0006661	FhHiC23_g354.t1	SRDH2_73020.1
OG0006662	FhHiC23_g12539.t1	SRDH2_16520.1
OG0006663	FhHiC23_g13930.t1	SRDH2_42250.1, SRDH2_42250.2, SRDH2_42250.3
OG0006664	FhHiC23_g24.t1	SRDH2_52000.1
OG0006665	FhHiC23_g14570.t1	SRDH2_34140.1
OG0006666	FhHiC23_g12757.t1	SRDH2_1400.1
OG0006667	FhHiC23_g10658.t1	SRDH2_6970.1, SRDH2_6970.3, SRDH2_6970.2
OG0006668	FhHiC23_g6379.t1	SRDH2_24960.1
OG0006669	FhHiC23_g13158.t1	SRDH2_13670.1
OG0006670	FhHiC23_g2973.t1, FhHiC23_g2973.t2	SRDH2_74660.1
OG0006671	FhHiC23_g2915.t1, FhHiC23_g2917.t1	SRDH2_80910.1
OG0006672	FhHiC23_g11512.t1	SRDH2_18430.1
OG0006673	FhHiC23_g15246.t1, FhHiC23_g15246.t2	SRDH2_20680.1, SRDH2_20680.2
OG0006674	FhHiC23_g3271.t1	SRDH2_82090.1
OG0006675	FhHiC23_g15783.t1	SRDH2_21960.1
OG0006676	FhHiC23_g2455.t1	SRDH2_76150.1, SRDH2_76150.2
OG0006677	FhHiC23_g10342.t1	SRDH2_23430.2, SRDH2_23430.1, SRDH2_23430.3, SRDH2_23430.4
OG0006678	FhHiC23_g625.t1, FhHiC23_g625.t2	SRDH2_47690.1
OG0006679	FhHiC23_g4633.t1	SRDH2_36280.1
OG0006680	FhHiC23_g11706.t1	SRDH2_13870.1
OG0006681	FhHiC23_g8286.t1	SRDH2_62460.1
OG0006682	FhHiC23_g3861.t1	SRDH2_86690.1
OG0006683	FhHiC23_g15731.t1	SRDH2_21710.1
OG0006684	FhHiC23_g11906.t1	SRDH2_18720.1
OG0006685	FhHiC23_g4755.t1	SRDH2_35710.1
OG0006686	FhHiC23_g42.t1	SRDH2_52710.1
OG0006687	FhHiC23_g16573.t2, FhHiC23_g16573.t1	SRDH2_91630.1
OG0006688	FhHiC23_g6980.t1	SRDH2_60590.1
OG0006689	FhHiC23_g7859.t1, FhHiC23_g7819.t1	SRDH2_63160.1, SRDH2_63160.2
OG0006690	FhHiC23_g7591.t1	SRDH2_62470.1
OG0006691	FhHiC23_g2893.t1	SRDH2_78630.1
OG0006692	FhHiC23_g12478.t1	SRDH2_4490.1
OG0006693	FhHiC23_g9794.t1, FhHiC23_g9794.t2	SRDH2_23930.1
OG0006694	FhHiC23_g1372.t1	SRDH2_80010.1
OG0006695	FhHiC23_g7099.t1	SRDH2_65270.1
OG0006696	FhHiC23_g15964.t2, FhHiC23_g15964.t1	SRDH2_89390.1
OG0006697	FhHiC23_g5008.t1, FhHiC23_g5008.t3, FhHiC23_g5008.t2	SRDH2_31050.1
OG0006698	FhHiC23_g14437.t1	SRDH2_42130.1
OG0006699	FhHiC23_g1552.t1, FhHiC23_g1552.t2	SRDH2_74540.1
OG0006700	FhHiC23_g4724.t1	SRDH2_39850.1
OG0006701	FhHiC23_g1570.t1	SRDH2_50230.1
OG0006702	FhHiC23_g16593.t1, FhHiC23_g16592.t1	SRDH2_93860.1
OG0006703	FhHiC23_g13788.t1, FhHiC23_g13788.t2	SRDH2_7810.1
OG0006704	FhHiC23_g6277.t1	SRDH2_32850.1
OG0006705	FhHiC23_g2151.t1	SRDH2_58310.1
OG0006706	FhHiC23_g13983.t1	SRDH2_41170.1
OG0006707	FhHiC23_g5606.t1	SRDH2_30850.1
OG0006708	FhHiC23_g11393.t1	SRDH2_12190.1, SRDH2_12190.2, SRDH2_12190.3, SRDH2_12190.5, SRDH2_12190.4
OG0006710	FhHiC23_g3768.t1	SRDH2_85040.1
OG0006711	FhHiC23_g8050.t1	SRDH2_67150.1
OG0006712	FhHiC23_g4270.t1	SRDH2_86850.1
OG0006713	FhHiC23_g4626.t1	SRDH2_34940.1, SRDH2_34940.2
OG0006714	FhHiC23_g10361.t1	SRDH2_23550.1
OG0006715	FhHiC23_g14875.t1	SRDH2_44110.1
OG0006716	FhHiC23_g47.t1	SRDH2_46130.1
