Orthogroup	fasciola_hepatica	schistosoma_margrebowiei
OG0005893	FhHiC23_g5847.t1	SMRG1_39310.3, SMRG1_39310.6, SMRG1_39310.7, SMRG1_39310.8, SMRG1_39310.9, SMRG1_39310.1, SMRG1_39310.2, SMRG1_39310.4, SMRG1_39310.5
OG0005894	FhHiC23_g11592.t1	SMRG1_10900.1
OG0005895	FhHiC23_g9396.t2, FhHiC23_g9396.t1	SMRG1_95120.1
OG0005896	FhHiC23_g14407.t1	SMRG1_41020.1, SMRG1_41020.2, SMRG1_41020.3
OG0005897	FhHiC23_g6040.t1	SMRG1_94940.1
OG0005898	FhHiC23_g14585.t1	SMRG1_44010.1, SMRG1_44010.2
OG0005899	FhHiC23_g9107.t1	SMRG1_94980.1
OG0005900	FhHiC23_g4689.t1	SMRG1_31460.1
OG0005901	FhHiC23_g7419.t1	SMRG1_61120.1
OG0005902	FhHiC23_g12809.t1, FhHiC23_g11764.t1	SMRG1_7290.1
OG0005904	FhHiC23_g10061.t1	SMRG1_23700.1
OG0005905	FhHiC23_g7747.t1	SMRG1_68350.1
OG0005906	FhHiC23_g2849.t1	SMRG1_74400.1
OG0005907	FhHiC23_g592.t1	SMRG1_41690.1, SMRG1_41690.2
OG0005908	FhHiC23_g4726.t1	SMRG1_39740.1
OG0005909	FhHiC23_g11478.t1	SMRG1_13850.1
OG0005910	FhHiC23_g2819.t1	SMRG1_76850.1
OG0005911	FhHiC23_g9959.t2, FhHiC23_g9959.t1	SMRG1_96400.1
OG0005912	FhHiC23_g9435.t1	SMRG1_96220.1
OG0005913	FhHiC23_g16011.t1	SMRG1_90200.1
OG0005914	FhHiC23_g1660.t1, FhHiC23_g1660.t2	SMRG1_76480.1
OG0005915	FhHiC23_g12701.t1	SMRG1_7980.1
OG0005916	FhHiC23_g11995.t2, FhHiC23_g11995.t1	SMRG1_16240.1
OG0005917	FhHiC23_g8163.t1	SMRG1_65950.1
OG0005918	FhHiC23_g5814.t1, FhHiC23_g5814.t3	SMRG1_33420.1
OG0005919	FhHiC23_g15110.t1	SMRG1_21570.1
OG0005920	FhHiC23_g13306.t1	SMRG1_2710.1
OG0005921	FhHiC23_g7067.t1	SMRG1_68580.1
OG0005922	FhHiC23_g15571.t1	SMRG1_20090.1, SMRG1_20090.2, SMRG1_20090.4, SMRG1_20090.3
OG0005923	FhHiC23_g5086.t1	SMRG1_29380.1
OG0005924	FhHiC23_g11685.t1, FhHiC23_g11684.t1	SMRG1_16020.1
OG0005925	FhHiC23_g2675.t1	SMRG1_71000.1
OG0005926	FhHiC23_g7535.t1	SMRG1_62430.1, SMRG1_62430.2
OG0005927	FhHiC23_g9268.t2, FhHiC23_g9268.t1, FhHiC23_g9268.t3	SMRG1_26530.1
OG0005928	FhHiC23_g8145.t1	SMRG1_69590.1
OG0005929	FhHiC23_g7449.t1, FhHiC23_g7448.t1, FhHiC23_g7447.t1	SMRG1_62040.1
OG0005930	FhHiC23_g2774.t1	SMRG1_80160.1
OG0005931	FhHiC23_g2417.t1, FhHiC23_g2417.t2	SMRG1_73510.1
OG0005932	FhHiC23_g13319.t1, FhHiC23_g13319.t2	SMRG1_1990.1
OG0005933	FhHiC23_g14533.t1, FhHiC23_g14533.t2	SMRG1_42170.1, SMRG1_42170.2
OG0005934	FhHiC23_g15179.t1, FhHiC23_g15179.t2	SMRG1_19760.1
OG0005935	FhHiC23_g4877.t1, FhHiC23_g4879.t1	SMRG1_32160.1
OG0005936	FhHiC23_g8529.t1, FhHiC23_g8529.t2	SMRG1_59420.1
OG0005937	FhHiC23_g16153.t1	SMRG1_90430.1
OG0005938	FhHiC23_g2476.t1	SMRG1_73410.1
OG0005939	FhHiC23_g9152.t1, FhHiC23_g9600.t1	SMRG1_61360.1
OG0005940	FhHiC23_g6620.t1, FhHiC23_g6620.t2	SMRG1_27540.1
OG0005941	FhHiC23_g9190.t1, FhHiC23_g9190.t2	SMRG1_95720.1
OG0005942	FhHiC23_g3814.t1, FhHiC23_g3813.t1	SMRG1_83690.1
OG0005943	FhHiC23_g11217.t1	SMRG1_14300.1
OG0005944	FhHiC23_g8360.t1, FhHiC23_g8361.t1	SMRG1_60810.1, SMRG1_60810.2
OG0005945	FhHiC23_g13189.t1, FhHiC23_g13189.t2	SMRG1_2660.1
OG0005946	FhHiC23_g15588.t1	SMRG1_20700.1, SMRG1_20700.2
OG0005947	FhHiC23_g11726.t1, FhHiC23_g11726.t2	SMRG1_13560.1
OG0005948	FhHiC23_g6532.t1	SMRG1_35260.1
OG0005949	FhHiC23_g12746.t1, FhHiC23_g12746.t2	SMRG1_9920.1
OG0005950	FhHiC23_g987.t1	SMRG1_50680.1
OG0005951	FhHiC23_g11778.t1	SMRG1_6120.1, SMRG1_6120.2
OG0005952	FhHiC23_g4032.t1, FhHiC23_g4032.t2	SMRG1_83230.1
OG0005953	FhHiC23_g7675.t1	SMRG1_69360.1, SMRG1_69360.2, SMRG1_69360.3, SMRG1_69360.4
OG0005954	FhHiC23_g15535.t1	SMRG1_19990.1
OG0005955	FhHiC23_g16357.t1	SMRG1_92440.1
OG0005956	FhHiC23_g5605.t1	SMRG1_30570.1
OG0005957	FhHiC23_g9801.t1	SMRG1_24070.1, SMRG1_24090.1
OG0005958	FhHiC23_g2899.t1	SMRG1_74790.1
OG0005959	FhHiC23_g6241.t1, FhHiC23_g6242.t1	SMRG1_39330.1
OG0005960	FhHiC23_g15196.t1, FhHiC23_g15196.t2	SMRG1_86150.1
OG0005961	FhHiC23_g6915.t1	SMRG1_69440.1, SMRG1_69440.2
OG0005962	FhHiC23_g9662.t2, FhHiC23_g9662.t1	SMRG1_93940.1
OG0005963	FhHiC23_g7805.t1	SMRG1_62990.1
OG0005964	FhHiC23_g5537.t1, FhHiC23_g5537.t2	SMRG1_32220.1
OG0005965	FhHiC23_g14993.t1, FhHiC23_g14993.t2	SMRG1_21160.1
OG0005966	FhHiC23_g15844.t1	SMRG1_88540.1
OG0005967	FhHiC23_g1540.t2	SMRG1_73570.1
OG0005968	FhHiC23_g11226.t1	SMRG1_13090.1, SMRG1_13090.2
OG0005969	FhHiC23_g14884.t1	SMRG1_43590.1
OG0005970	FhHiC23_g15384.t2, FhHiC23_g15384.t1	SMRG1_21760.1
OG0005971	FhHiC23_g10175.t1, FhHiC23_g10175.t2	SMRG1_25850.1
OG0005972	FhHiC23_g363.t1	SMRG1_54740.1
OG0005973	FhHiC23_g14645.t1	SMRG1_44540.1
OG0005974	FhHiC23_g15410.t1	SMRG1_21980.2, SMRG1_21980.1
OG0005975	FhHiC23_g12387.t1, FhHiC23_g16296.t1	SMRG1_72090.1
OG0005977	FhHiC23_g1833.t1, FhHiC23_g1833.t2	SMRG1_52590.1
OG0005978	FhHiC23_g16148.t1	SMRG1_87320.1, SMRG1_87320.2
OG0005980	FhHiC23_g2177.t1, FhHiC23_g2177.t2	SMRG1_56930.1
OG0005981	FhHiC23_g9135.t1	SMRG1_94460.1
OG0005982	FhHiC23_g8273.t2, FhHiC23_g8273.t1	SMRG1_65250.1
OG0005983	FhHiC23_g1607.t1	SMRG1_49160.1
OG0005984	FhHiC23_g6959.t1	SMRG1_66140.1
OG0005985	FhHiC23_g10265.t1, FhHiC23_g10265.t2	SMRG1_28150.1
OG0005986	FhHiC23_g15497.t1, FhHiC23_g15495.t1	SMRG1_21320.1, SMRG1_21320.2
OG0005987	FhHiC23_g15494.t1	SMRG1_21310.2, SMRG1_21310.1
OG0005988	FhHiC23_g9880.t1	SMRG1_97180.1
OG0005989	FhHiC23_g4558.t1	SMRG1_82270.1, SMRG1_82270.2, SMRG1_82270.3
OG0005990	FhHiC23_g2001.t1	SMRG1_56910.1, SMRG1_56910.2
OG0005991	FhHiC23_g996.t1	SMRG1_54760.1
OG0005992	FhHiC23_g2103.t1	SMRG1_47920.1
OG0005993	FhHiC23_g1092.t1	SMRG1_78390.1
OG0005994	FhHiC23_g866.t1	SMRG1_54290.1
OG0005995	FhHiC23_g3000.t1	SMRG1_71200.1
OG0005996	FhHiC23_g15315.t1	SMRG1_18760.1
OG0005997	FhHiC23_g12371.t2	SMRG1_910.1
OG0005998	FhHiC23_g1942.t1	SMRG1_48580.1
OG0005999	FhHiC23_g1287.t1	SMRG1_80480.1
OG0006000	FhHiC23_g11886.t1	SMRG1_11820.1
OG0006001	FhHiC23_g16839.t1	SMRG1_88900.1
OG0006002	FhHiC23_g1726.t1, FhHiC23_g1726.t2	SMRG1_52500.3, SMRG1_52500.1, SMRG1_52500.2
OG0006004	FhHiC23_g1281.t1	SMRG1_50410.1
OG0006005	FhHiC23_g901.t1, FhHiC23_g901.t2	SMRG1_73720.1
OG0006006	FhHiC23_g569.t1	SMRG1_47040.1
OG0006007	FhHiC23_g15538.t2, FhHiC23_g15538.t1	SMRG1_21090.1, SMRG1_21090.2
OG0006008	FhHiC23_g865.t1	SMRG1_71560.1
OG0006009	FhHiC23_g4195.t1	SMRG1_83600.1
OG0006010	FhHiC23_g4127.t1	SMRG1_82950.1
OG0006011	FhHiC23_g8283.t1	SMRG1_65650.1
OG0006012	FhHiC23_g7335.t1	SMRG1_66900.1, SMRG1_66900.2
OG0006013	FhHiC23_g15319.t2, FhHiC23_g15319.t1, FhHiC23_g15319.t3	SMRG1_21820.1
OG0006014	FhHiC23_g2723.t2, FhHiC23_g2723.t1, FhHiC23_g2723.t3	SMRG1_75060.1
OG0006015	FhHiC23_g3042.t2, FhHiC23_g3042.t1	SMRG1_75670.1
OG0006016	FhHiC23_g1510.t1	SMRG1_79760.1
OG0006017	FhHiC23_g1509.t2, FhHiC23_g1509.t1	SMRG1_79790.1
OG0006018	FhHiC23_g4325.t1	SMRG1_90240.1, SMRG1_90240.2
OG0006019	FhHiC23_g3893.t1, FhHiC23_g3893.t2	SMRG1_86090.1
OG0006020	FhHiC23_g15201.t1	SMRG1_20790.1, SMRG1_20790.2, SMRG1_20790.3, SMRG1_20790.4
OG0006021	FhHiC23_g216.t1	SMRG1_76680.1
OG0006022	FhHiC23_g7316.t1	SMRG1_62580.1
OG0006023	FhHiC23_g14941.t1, FhHiC23_g14941.t2, FhHiC23_g14941.t3	SMRG1_16550.1
OG0006024	FhHiC23_g2199.t1	SMRG1_47720.1, SMRG1_47720.2, SMRG1_47720.3, SMRG1_47720.4
OG0006025	FhHiC23_g11509.t1, FhHiC23_g11509.t2	SMRG1_14380.1
OG0006026	FhHiC23_g12854.t1	SMRG1_780.1
OG0006027	FhHiC23_g9544.t1	SMRG1_24820.1
OG0006028	FhHiC23_g10.t1	SMRG1_50190.1, SMRG1_50190.2
OG0006029	FhHiC23_g2054.t1	SMRG1_56710.1
OG0006030	FhHiC23_g5285.t3, FhHiC23_g5285.t1, FhHiC23_g5285.t2	SMRG1_34460.1
OG0006031	FhHiC23_g15258.t1	SMRG1_18690.1, SMRG1_18690.2, SMRG1_18690.3
OG0006032	FhHiC23_g11143.t1	SMRG1_9840.1, SMRG1_9840.2
OG0006033	FhHiC23_g4960.t2, FhHiC23_g4960.t1	SMRG1_41410.1
OG0006034	FhHiC23_g14537.t1, FhHiC23_g14537.t2	SMRG1_43790.1
OG0006035	FhHiC23_g1739.t1	SMRG1_56650.1
OG0006036	FhHiC23_g3794.t1, FhHiC23_g3794.t2, FhHiC23_g3794.t3	SMRG1_83910.1
OG0006037	FhHiC23_g3495.t1	SMRG1_84910.1
OG0006038	FhHiC23_g14385.t1	SMRG1_43740.1
OG0006039	FhHiC23_g1139.t2, FhHiC23_g1139.t1	SMRG1_51560.1
OG0006040	FhHiC23_g7109.t1	SMRG1_57810.1, SMRG1_58050.1
OG0006041	FhHiC23_g4646.t1, FhHiC23_g4646.t2, FhHiC23_g4646.t3	SMRG1_28350.1
OG0006042	FhHiC23_g5827.t2, FhHiC23_g5827.t1	SMRG1_31520.1
OG0006043	FhHiC23_g11902.t1	SMRG1_16760.1
OG0006044	FhHiC23_g8374.t1, FhHiC23_g8557.t1	SMRG1_69080.1
OG0006045	FhHiC23_g5156.t1	SMRG1_36220.1, SMRG1_36220.2, SMRG1_36220.3
OG0006046	FhHiC23_g11868.t1	SMRG1_12570.1, SMRG1_12570.2
OG0006047	FhHiC23_g6576.t1	SMRG1_33530.1
OG0006048	FhHiC23_g12684.t1	SMRG1_7680.1
OG0006049	FhHiC23_g5738.t1	SMRG1_40780.1
OG0006050	FhHiC23_g8371.t1	SMRG1_62030.1
OG0006051	FhHiC23_g10632.t1	SMRG1_6760.1, SMRG1_6760.2
OG0006052	FhHiC23_g2636.t2, FhHiC23_g2636.t1	SMRG1_73430.1
OG0006053	FhHiC23_g4537.t1	SMRG1_68190.1
OG0006054	FhHiC23_g8430.t1	SMRG1_64400.1
OG0006055	FhHiC23_g12758.t1	SMRG1_4500.1
OG0006056	FhHiC23_g15125.t1	SMRG1_14470.1
OG0006057	FhHiC23_g6122.t1	SMRG1_30680.1
OG0006058	FhHiC23_g11002.t1	SMRG1_17200.1
OG0006059	FhHiC23_g1362.t1	SMRG1_73320.1
OG0006060	FhHiC23_g11590.t1	SMRG1_3200.2, SMRG1_3200.3, SMRG1_3200.1
OG0006061	FhHiC23_g3769.t1	SMRG1_85990.1, SMRG1_85990.2
OG0006062	FhHiC23_g14502.t1	SMRG1_35850.1
OG0006063	FhHiC23_g14824.t1	SMRG1_45460.1
OG0006064	FhHiC23_g2309.t1, FhHiC23_g2309.t2	SMRG1_70530.1
OG0006065	FhHiC23_g12911.t1	SMRG1_11980.1
OG0006066	FhHiC23_g11984.t1, FhHiC23_g11985.t1	SMRG1_8840.1
OG0006067	FhHiC23_g14883.t1	SMRG1_43600.1
OG0006068	FhHiC23_g6548.t1, FhHiC23_g14880.t1	SMRG1_41240.1
OG0006069	FhHiC23_g4612.t1, FhHiC23_g4612.t2	SMRG1_34280.1
OG0006070	FhHiC23_g8580.t1, FhHiC23_g8580.t2	SMRG1_67020.1
OG0006071	FhHiC23_g776.t1	SMRG1_77290.1
OG0006072	FhHiC23_g3822.t1	SMRG1_83850.1
OG0006073	FhHiC23_g1191.t1	SMRG1_53290.1, SMRG1_53290.2
OG0006075	FhHiC23_g10376.t1	SMRG1_25840.1
OG0006076	FhHiC23_g1138.t1	SMRG1_51550.1
OG0006077	FhHiC23_g14622.t1, FhHiC23_g14622.t2	SMRG1_42110.1
OG0006078	FhHiC23_g5263.t1	SMRG1_24850.1, SMRG1_24850.2
OG0006079	FhHiC23_g2384.t1	SMRG1_52410.1
OG0006080	FhHiC23_g4973.t1, FhHiC23_g4973.t2	SMRG1_32760.1, SMRG1_32770.1
OG0006081	FhHiC23_g13247.t1, FhHiC23_g13247.t2	SMRG1_680.1
OG0006082	FhHiC23_g14271.t1, FhHiC23_g14268.t1, FhHiC23_g14268.t2	SMRG1_41940.1
OG0006083	FhHiC23_g3965.t1	SMRG1_84460.1, SMRG1_84460.2
OG0006084	FhHiC23_g9072.t1	SMRG1_22880.1
OG0006085	FhHiC23_g1500.t1	SMRG1_73900.1
OG0006086	FhHiC23_g5056.t2, FhHiC23_g5056.t1	SMRG1_24450.1, SMRG1_24450.2
OG0006087	FhHiC23_g6578.t1	SMRG1_39130.1
OG0006088	FhHiC23_g2603.t1	SMRG1_72220.1
OG0006089	FhHiC23_g11135.t1	SMRG1_10810.1
OG0006090	FhHiC23_g16416.t1	SMRG1_92730.1
OG0006091	FhHiC23_g3114.t1	SMRG1_80870.1
OG0006092	FhHiC23_g11153.t1	SMRG1_13270.1
OG0006093	FhHiC23_g1828.t1, FhHiC23_g1828.t2	SMRG1_55460.1
OG0006094	FhHiC23_g91.t1, FhHiC23_g92.t1	SMRG1_51790.1
OG0006095	FhHiC23_g4131.t1, FhHiC23_g4131.t2	SMRG1_82740.1
OG0006096	FhHiC23_g10989.t1, FhHiC23_g10989.t2	SMRG1_16200.1
OG0006097	FhHiC23_g793.t2, FhHiC23_g793.t1	SMRG1_77280.1
OG0006098	FhHiC23_g8962.t1	SMRG1_25370.1, SMRG1_25370.2, SMRG1_25370.3
OG0006099	FhHiC23_g12073.t1	SMRG1_7000.1
OG0006100	FhHiC23_g15687.t1	SMRG1_17840.1, SMRG1_17840.2
OG0006101	FhHiC23_g6551.t1	SMRG1_37500.1
OG0006102	FhHiC23_g3089.t1	SMRG1_78610.1
OG0006103	FhHiC23_g14597.t1	SMRG1_38090.1
OG0006104	FhHiC23_g8408.t1	SMRG1_67290.1
OG0006105	FhHiC23_g3810.t1, FhHiC23_g3811.t1	SMRG1_82620.1
OG0006106	FhHiC23_g8473.t1	SMRG1_60920.1
OG0006107	FhHiC23_g388.t1	SMRG1_74850.1
OG0006108	FhHiC23_g4575.t1	SMRG1_84540.1
OG0006109	FhHiC23_g176.t1, FhHiC23_g176.t2, FhHiC23_g176.t3	SMRG1_70830.1
OG0006110	FhHiC23_g16646.t1	SMRG1_91440.1
OG0006111	FhHiC23_g12070.t1, FhHiC23_g12070.t2	SMRG1_1820.1, SMRG1_1820.2
OG0006112	FhHiC23_g16834.t1, FhHiC23_g16835.t1, FhHiC23_g16835.t2	SMRG1_88890.1
OG0006113	FhHiC23_g12997.t1, FhHiC23_g12997.t2	SMRG1_3580.1
OG0006115	FhHiC23_g10209.t1	SMRG1_27230.1
OG0006116	FhHiC23_g2097.t1	SMRG1_47990.1
OG0006117	FhHiC23_g2065.t1	SMRG1_56840.1
OG0006118	FhHiC23_g1888.t1	SMRG1_57100.1
OG0006119	FhHiC23_g2865.t1	SMRG1_55330.1
OG0006120	FhHiC23_g13891.t1, FhHiC23_g13891.t2	SMRG1_42700.1
OG0006121	FhHiC23_g15697.t1	SMRG1_21880.1
OG0006122	FhHiC23_g6542.t1	SMRG1_29640.1
OG0006123	FhHiC23_g8348.t1	SMRG1_60510.1
OG0006124	FhHiC23_g8619.t1	SMRG1_66120.2, SMRG1_66120.1
OG0006125	FhHiC23_g2620.t1	SMRG1_74970.1
OG0006126	FhHiC23_g7553.t1	SMRG1_62630.1
OG0006127	FhHiC23_g14152.t1, FhHiC23_g14154.t1	SMRG1_43400.1
OG0006128	FhHiC23_g14700.t1	SMRG1_37160.1
OG0006129	FhHiC23_g11551.t1	SMRG1_13000.1
OG0006130	FhHiC23_g10266.t1	SMRG1_28130.1
OG0006131	FhHiC23_g4501.t1	SMRG1_63600.1
OG0006132	FhHiC23_g1879.t1	SMRG1_52130.1
OG0006133	FhHiC23_g7841.t1	SMRG1_69000.1
OG0006134	FhHiC23_g15624.t1	SMRG1_19870.1
OG0006135	FhHiC23_g12154.t1, FhHiC23_g12154.t2	SMRG1_1760.1
OG0006136	FhHiC23_g2947.t1	SMRG1_77340.1
OG0006137	FhHiC23_g15289.t1, FhHiC23_g15289.t2	SMRG1_20880.1, SMRG1_20880.2
OG0006138	FhHiC23_g12714.t1	SMRG1_7440.1
OG0006139	FhHiC23_g10820.t1	SMRG1_12770.1
OG0006140	FhHiC23_g2741.t1	SMRG1_74000.2, SMRG1_74000.1
OG0006141	FhHiC23_g5001.t1	SMRG1_30750.1
OG0006142	FhHiC23_g2622.t2, FhHiC23_g2622.t1	SMRG1_79950.2, SMRG1_79950.3, SMRG1_79950.1, SMRG1_79950.4
OG0006143	FhHiC23_g15276.t1	SMRG1_16420.1
OG0006144	FhHiC23_g8043.t1	SMRG1_59810.1
OG0006145	FhHiC23_g5655.t1, FhHiC23_g5655.t2	SMRG1_38900.1
OG0006146	FhHiC23_g3360.t2, FhHiC23_g3360.t1	SMRG1_78480.1
OG0006147	FhHiC23_g16258.t1	SMRG1_89330.1
OG0006148	FhHiC23_g7163.t1	SMRG1_68840.1
OG0006149	FhHiC23_g11240.t1	SMRG1_6920.1
OG0006150	FhHiC23_g5497.t1	SMRG1_31820.1
OG0006151	FhHiC23_g6168.t1, FhHiC23_g14640.t1	SMRG1_41860.1, SMRG1_41860.2
OG0006152	FhHiC23_g16207.t1	SMRG1_90320.1
OG0006153	FhHiC23_g8148.t1, FhHiC23_g8149.t1	SMRG1_60360.1, SMRG1_60360.2, SMRG1_60360.3
OG0006154	FhHiC23_g16827.t1, FhHiC23_g16827.t2, FhHiC23_g16827.t3	SMRG1_87150.1, SMRG1_87150.2
OG0006155	FhHiC23_g15173.t1	SMRG1_19360.1, SMRG1_19360.2
OG0006156	FhHiC23_g2942.t1	SMRG1_77360.1, SMRG1_77360.2
OG0006157	FhHiC23_g14532.t1	SMRG1_45260.1
OG0006158	FhHiC23_g15203.t1	SMRG1_20910.1, SMRG1_20910.2, SMRG1_20910.4, SMRG1_20910.3
OG0006159	FhHiC23_g10247.t1, FhHiC23_g10247.t2	SMRG1_23520.2, SMRG1_23520.3, SMRG1_23520.1
OG0006160	FhHiC23_g11040.t1	SMRG1_16100.1, SMRG1_16100.2
OG0006161	FhHiC23_g3511.t2, FhHiC23_g3511.t1	SMRG1_85900.1
OG0006162	FhHiC23_g15143.t1	SMRG1_18420.1
OG0006163	FhHiC23_g13046.t1	SMRG1_540.1
OG0006164	FhHiC23_g12364.t1	SMRG1_1450.1
OG0006165	FhHiC23_g14342.t1, FhHiC23_g2782.t1	SMRG1_71040.1, SMRG1_71040.2
OG0006166	FhHiC23_g490.t1, FhHiC23_g490.t2	SMRG1_48080.1, SMRG1_48080.2
OG0006167	FhHiC23_g3566.t1, FhHiC23_g3567.t1	SMRG1_82540.1
OG0006168	FhHiC23_g16071.t1	SMRG1_91520.1
OG0006170	FhHiC23_g11809.t1	SMRG1_12920.1, SMRG1_12920.2
OG0006171	FhHiC23_g13369.t1, FhHiC23_g13369.t2	SMRG1_3740.1
OG0006172	FhHiC23_g14266.t1, FhHiC23_g14266.t2	SMRG1_44320.1
OG0006173	FhHiC23_g15447.t1	SMRG1_20560.1
OG0006174	FhHiC23_g15596.t1	SMRG1_18750.1
OG0006175	FhHiC23_g16122.t1, FhHiC23_g16122.t2, FhHiC23_g16125.t1	SMRG1_88660.1
OG0006176	FhHiC23_g16194.t1	SMRG1_91790.1
OG0006177	FhHiC23_g16609.t1	SMRG1_88320.1
OG0006178	FhHiC23_g16825.t1	SMRG1_87860.1
OG0006179	FhHiC23_g2087.t1	SMRG1_46660.1, SMRG1_46660.2
OG0006180	FhHiC23_g319.t1	SMRG1_52050.1, SMRG1_52050.2
OG0006181	FhHiC23_g371.t1	SMRG1_79740.1
OG0006182	FhHiC23_g4673.t1	SMRG1_32570.1
OG0006183	FhHiC23_g4974.t1	SMRG1_32750.1
OG0006184	FhHiC23_g5728.t1	SMRG1_40620.1, SMRG1_40620.2
OG0006185	FhHiC23_g734.t1, FhHiC23_g735.t1, FhHiC23_g735.t2	SMRG1_48460.1
OG0006186	FhHiC23_g9670.t1	SMRG1_94140.1, SMRG1_94140.2
OG0006225	FhHiC23_g8111.t1	SMRG1_67310.1
OG0006226	FhHiC23_g11739.t1, FhHiC23_g11498.t1, FhHiC23_g14923.t1	SMRG1_9830.1
OG0006227	FhHiC23_g11745.t1, FhHiC23_g11745.t2	SMRG1_11010.1
OG0006228	FhHiC23_g9695.t1	SMRG1_26410.1
OG0006229	FhHiC23_g11595.t1	SMRG1_15380.1
OG0006230	FhHiC23_g10093.t1, FhHiC23_g9429.t1	SMRG1_94610.1
OG0006231	FhHiC23_g14046.t1, FhHiC23_g14046.t2	SMRG1_40860.1
OG0006233	FhHiC23_g12900.t1	SMRG1_44550.1, SMRG1_44550.2
OG0006234	FhHiC23_g12144.t1	SMRG1_13530.1, SMRG1_13530.2
OG0006235	FhHiC23_g9280.t1, FhHiC23_g9280.t2	SMRG1_25780.1, SMRG1_25780.2
OG0006236	FhHiC23_g7354.t1	SMRG1_69100.1, SMRG1_69100.2
OG0006237	FhHiC23_g15827.t1	SMRG1_40330.1, SMRG1_40390.1
OG0006238	FhHiC23_g5038.t2, FhHiC23_g5038.t1	SMRG1_31700.1, SMRG1_31700.2
OG0006239	FhHiC23_g468.t1, FhHiC23_g468.t2, FhHiC23_g9990.t1	SMRG1_77710.1
OG0006240	FhHiC23_g4205.t1	SMRG1_83880.1, SMRG1_83880.2
OG0006241	FhHiC23_g307.t2, FhHiC23_g307.t1	SMRG1_56440.1, SMRG1_56440.2
OG0006242	FhHiC23_g15579.t1	SMRG1_14520.1
OG0006243	FhHiC23_g14353.t1	SMRG1_44340.1
OG0006244	FhHiC23_g8262.t1	SMRG1_68670.1
OG0006245	FhHiC23_g1235.t1	SMRG1_55830.1
OG0006246	FhHiC23_g4287.t1	SMRG1_81650.1
OG0006247	FhHiC23_g16010.t1, FhHiC23_g16010.t2	SMRG1_90190.1
OG0006248	FhHiC23_g16672.t1	SMRG1_92110.1
OG0006249	FhHiC23_g648.t1, FhHiC23_g648.t2	SMRG1_46430.1
OG0006250	FhHiC23_g6015.t1, FhHiC23_g6015.t2	SMRG1_33090.1
OG0006251	FhHiC23_g11772.t1, FhHiC23_g11772.t2, FhHiC23_g11772.t3	SMRG1_15900.1
OG0006252	FhHiC23_g5283.t1	SMRG1_34600.1
OG0006253	FhHiC23_g16040.t1	SMRG1_90480.1
OG0006254	FhHiC23_g12719.t1, FhHiC23_g12719.t2	SMRG1_2050.1
OG0006255	FhHiC23_g5997.t1	SMRG1_36000.1
OG0006256	FhHiC23_g5647.t1, FhHiC23_g5647.t2	SMRG1_40030.1
OG0006257	FhHiC23_g9246.t1, FhHiC23_g9244.t1	SMRG1_95190.1
OG0006258	FhHiC23_g7028.t1	SMRG1_67600.1
OG0006259	FhHiC23_g16316.t1	SMRG1_90380.1
OG0006260	FhHiC23_g10392.t1	SMRG1_23910.1
OG0006261	FhHiC23_g2279.t1	SMRG1_77150.1
OG0006262	FhHiC23_g6836.t1	SMRG1_69460.1, SMRG1_69460.2
OG0006263	FhHiC23_g15062.t1, FhHiC23_g3693.t1	SMRG1_84600.1
OG0006264	FhHiC23_g2626.t1	SMRG1_78230.1
OG0006265	FhHiC23_g9634.t1	SMRG1_22840.1
OG0006266	FhHiC23_g1135.t1	SMRG1_51330.1
OG0006267	FhHiC23_g14782.t2, FhHiC23_g14782.t1	SMRG1_40950.1
OG0006268	FhHiC23_g3930.t1, FhHiC23_g3931.t1	SMRG1_84730.1, SMRG1_84730.2, SMRG1_84730.3, SMRG1_84730.4
OG0006269	FhHiC23_g1008.t1, FhHiC23_g1008.t2	SMRG1_48970.1
OG0006270	FhHiC23_g11775.t1	SMRG1_15930.1
OG0006272	FhHiC23_g12207.t1	SMRG1_9290.1
OG0006273	FhHiC23_g14323.t1, FhHiC23_g14323.t2	SMRG1_44690.1
OG0006274	FhHiC23_g13865.t1	SMRG1_45770.1
OG0006275	FhHiC23_g2473.t1	SMRG1_81010.1
OG0006276	FhHiC23_g3898.t1	SMRG1_86690.1, SMRG1_86690.2
OG0006277	FhHiC23_g14007.t1	SMRG1_44360.1
OG0006278	FhHiC23_g3832.t1, FhHiC23_g3832.t2	SMRG1_85430.1
OG0006279	FhHiC23_g5895.t1	SMRG1_40210.1
OG0006280	FhHiC23_g12956.t1, FhHiC23_g174.t1	SMRG1_11440.1
OG0006281	FhHiC23_g6182.t1	SMRG1_32450.1
OG0006282	FhHiC23_g2874.t1	SMRG1_78300.1, SMRG1_78300.2
OG0006283	FhHiC23_g14175.t2, FhHiC23_g14175.t1	SMRG1_41760.1, SMRG1_41760.2
OG0006284	FhHiC23_g2732.t1	SMRG1_72950.1
OG0006285	FhHiC23_g1016.t1, FhHiC23_g1016.t2	SMRG1_54780.1
OG0006286	FhHiC23_g7258.t2	SMRG1_63160.1, SMRG1_63160.2, SMRG1_63160.3
OG0006287	FhHiC23_g2795.t1	SMRG1_74460.1
OG0006288	FhHiC23_g2891.t1	SMRG1_74620.1
OG0006289	FhHiC23_g257.t2, FhHiC23_g257.t1	SMRG1_78180.1
OG0006290	FhHiC23_g7581.t1	SMRG1_65330.1
OG0006291	FhHiC23_g7849.t1	SMRG1_62270.1
