Orthogroup	fasciola_gigantica	schmidtea_mediterranea
OG0007353	FGIG_12554	h1SMcT0000358.1, h1SMcT0019020.2
OG0007414	FGIG_00054	h1SMcT0009263.7
OG0007418	FGIG_00475	h1SMcT0012012.1
OG0007419	FGIG_00688	h1SMcT0012283.1
OG0007420	FGIG_00698	h1SMcT0015015.1
OG0007421	FGIG_00714	h1SMcT0020400.1
OG0007422	FGIG_00750	h1SMcT0007469.1
OG0007423	FGIG_00751	h1SMcT0005636.1
OG0007424	FGIG_00769	h1SMcT0021695.1
OG0007426	FGIG_01259	h1SMcT0000723.1
OG0007427	FGIG_01318	h1SMcT0009644.1
OG0007428	FGIG_01418	h1SMcT0012776.1
OG0007431	FGIG_01611	h1SMcT0006395.1
OG0007432	FGIG_01664	h1SMcT0007253.1
OG0007435	FGIG_01831	h1SMcT0000656.1
OG0007436	FGIG_01851	h1SMcT0008518.1
OG0007440	FGIG_02014	h1SMcT0001937.1
OG0007441	FGIG_02050	h1SMcT0010043.1
OG0007444	FGIG_10643, FGIG_02422	h1SMcT0013898.1
OG0007445	FGIG_02437	h1SMcT0009176.5
OG0007447	FGIG_02541	h1SMcT0006198.1
OG0007450	FGIG_02868	h1SMcT0005532.1, h1SMcT0012307.1
OG0007451	FGIG_02998	h1SMcT0012288.1
OG0007452	FGIG_03032	h1SMcT0020478.1
OG0007453	FGIG_03095	h1SMcT0017923.1
OG0007454	FGIG_03106	h1SMcT0011821.1
OG0007455	FGIG_03138	h1SMcT0014892.1, h1SMcT0014892.3
OG0007456	FGIG_03196	h1SMcT0012526.1
OG0007457	FGIG_03202	h1SMcT0020909.7
OG0007461	FGIG_03256	h1SMcT0016892.1
OG0007463	FGIG_03442	h1SMcT0001708.1
OG0007464	FGIG_03454	h1SMcT0022451.1
OG0007465	FGIG_03480	h1SMcT0006497.1
OG0007466	FGIG_03540	h1SMcT0011361.1
OG0007467	FGIG_03571	h1SMcT0014619.1
OG0007469	FGIG_03658	h1SMcT0000866.1, h1SMcT0000866.2
OG0007471	FGIG_03800	h1SMcT0017860.1
OG0007472	FGIG_03834	h1SMcT0002927.1
OG0007474	FGIG_04027	h1SMcT0012377.1
OG0007476	FGIG_04115	h1SMcT0006331.1
OG0007478	FGIG_04208	h1SMcT0008187.1
OG0007484	FGIG_04683	h1SMcT0011659.1
OG0007487	FGIG_04787	h1SMcT0006209.1
OG0007492	FGIG_05281, FGIG_06596	h1SMcT0004553.1
OG0007493	FGIG_05605	h1SMcT0014267.1
OG0007496	FGIG_05848	h1SMcT0001973.1
OG0007498	FGIG_05874	h1SMcT0021301.1, h1SMcT0021301.2
OG0007501	FGIG_06081	h1SMcT0016010.1
OG0007502	FGIG_06160	h1SMcT0001439.1
OG0007507	FGIG_06441	h1SMcT0012190.1, h1SMcT0012190.2
OG0007511	FGIG_06865	h1SMcT0004517.1
OG0007512	FGIG_06878	h1SMcT0021424.1
OG0007513	FGIG_06916	h1SMcT0011255.1
OG0007514	FGIG_06930	h1SMcT0002500.1
OG0007516	FGIG_07146	h1SMcT0006704.1, h1SMcT0006704.2
OG0007517	FGIG_07195	h1SMcT0000875.1
OG0007519	FGIG_08266, FGIG_08265, FGIG_07286, FGIG_07638, FGIG_07639	h1SMcT0020292.2
OG0007521	FGIG_07345	h1SMcT0007474.1
OG0007522	FGIG_07484	h1SMcT0017252.1
OG0007523	FGIG_07659	h1SMcT0002357.1
OG0007524	FGIG_07708	h1SMcT0018916.1
OG0007525	FGIG_07787	h1SMcT0010023.1
OG0007531	FGIG_08260	h1SMcT0017540.1
OG0007534	FGIG_08473	h1SMcT0012824.1
OG0007535	FGIG_08536	h1SMcT0020694.1
OG0007536	FGIG_08555	h1SMcT0016347.1, h1SMcT0016349.1
OG0007538	FGIG_08761	h1SMcT0021057.1
OG0007539	FGIG_08789	h1SMcT0003372.1
OG0007540	FGIG_08915	h1SMcT0014857.1
OG0007541	FGIG_09164	h1SMcT0007323.1
OG0007544	FGIG_09333	h1SMcT0006111.1
OG0007546	FGIG_09492	h1SMcT0013982.1
OG0007547	FGIG_09528	h1SMcT0006301.1
OG0007549	FGIG_09660	h1SMcT0002520.1
OG0007552	FGIG_09693	h1SMcT0007330.1
OG0007553	FGIG_09709	h1SMcT0017494.1
OG0007554	FGIG_09805	h1SMcT0021068.1
OG0007555	FGIG_09845	h1SMcT0002524.1
OG0007556	FGIG_09855	h1SMcT0012869.1, h1SMcT0012869.2
OG0007557	FGIG_10594, FGIG_09980	h1SMcT0004867.1, h1SMcT0021867.1
OG0007558	FGIG_10011	h1SMcT0011219.1
OG0007561	FGIG_10346	h1SMcT0016919.1
OG0007563	FGIG_10460	h1SMcT0011210.1
OG0007565	FGIG_10623	h1SMcT0022294.1
OG0007566	FGIG_10750	h1SMcT0009966.1
OG0007568	FGIG_10780	h1SMcT0006126.1, h1SMcT0006126.2
OG0007569	FGIG_10785	h1SMcT0009545.1
OG0007572	FGIG_10860	h1SMcT0007942.1
OG0007573	FGIG_10964	h1SMcT0009591.1
OG0007575	FGIG_11120	h1SMcT0012728.1
OG0007579	FGIG_11405	h1SMcT0014527.1, h1SMcT0014527.4
OG0007581	FGIG_11721	h1SMcT0012500.1
OG0007582	FGIG_11848	h1SMcT0009301.1
OG0007584	FGIG_11955	h1SMcT0011682.1
OG0007588	FGIG_12445	h1SMcT0007875.1
OG0007666	FGIG_00067	h1SMcT0020583.1
OG0007669	FGIG_01157	h1SMcT0009619.1
OG0007671	FGIG_01380	h1SMcT0014499.1, h1SMcT0018434.1
OG0007672	FGIG_01485	h1SMcT0019668.1, h1SMcT0019668.2
OG0007677	FGIG_02107	h1SMcT0019362.1
OG0007679	FGIG_02302	h1SMcT0003382.1, h1SMcT0003382.3, h1SMcT0003382.4, h1SMcT0003382.2
OG0007683	FGIG_02892	h1SMcT0022369.1
OG0007686	FGIG_03003	h1SMcT0000848.1, h1SMcT0002040.1
OG0007687	FGIG_03017	h1SMcT0003989.1, h1SMcT0003989.2
OG0007688	FGIG_03158	h1SMcT0014163.1
OG0007693	FGIG_03935	h1SMcT0013446.1
OG0007695	FGIG_04008	h1SMcT0002878.1, h1SMcT0002878.2, h1SMcT0022885.1, h1SMcT0022885.2
OG0007701	FGIG_04720	h1SMcT0019935.1
OG0007702	FGIG_04826, FGIG_04822, FGIG_04825	h1SMcT0021930.3
OG0007703	FGIG_04885	h1SMcT0015428.1
OG0007704	FGIG_04906	h1SMcT0022345.1
OG0007705	FGIG_04958	h1SMcT0008539.1
OG0007706	FGIG_05157	h1SMcT0010733.1
OG0007708	FGIG_05463	h1SMcT0013669.1
OG0007709	FGIG_05524	h1SMcT0009070.1
OG0007710	FGIG_05534	h1SMcT0014004.1, h1SMcT0015149.1
OG0007712	FGIG_05747	h1SMcT0006243.1
OG0007713	FGIG_05773	h1SMcT0011554.1
OG0007716	FGIG_06232	h1SMcT0009690.1
OG0007720	FGIG_06488	h1SMcT0005214.1
OG0007722	FGIG_06703	h1SMcT0001060.1, h1SMcT0021180.1, h1SMcT0010773.1, h1SMcT0019258.1
OG0007725	FGIG_07075	h1SMcT0000127.3, h1SMcT0000127.6, h1SMcT0000127.7
OG0007726	FGIG_07291	h1SMcT0021620.1
OG0007728	FGIG_07507	h1SMcT0011289.1
OG0007731	FGIG_08117	h1SMcT0001945.1
OG0007734	FGIG_08313	h1SMcT0002671.1, h1SMcT0015964.1
OG0007736	FGIG_08398	h1SMcT0021943.1
OG0007737	FGIG_08620	h1SMcT0020923.1, h1SMcT0020923.2
OG0007739	FGIG_08870	h1SMcT0018819.1
OG0007741	FGIG_08958	h1SMcT0014063.1, h1SMcT0014073.1
OG0007743	FGIG_09451	h1SMcT0002844.1
OG0007744	FGIG_09463	h1SMcT0012055.1
OG0007745	FGIG_09714	h1SMcT0022470.1
OG0007746	FGIG_09797	h1SMcT0020387.1
OG0007747	FGIG_09817	h1SMcT0005736.1
OG0007749	FGIG_10045	h1SMcT0005902.1
OG0007752	FGIG_10607	h1SMcT0016219.1
OG0007754	FGIG_10970	h1SMcT0015191.1
OG0007755	FGIG_11126	h1SMcT0001926.1
OG0007756	FGIG_11384	h1SMcT0012960.1
OG0007757	FGIG_11588	h1SMcT0017859.1
OG0007758	FGIG_11793	h1SMcT0003695.1, h1SMcT0003695.2
OG0007759	FGIG_11827	h1SMcT0007831.1
OG0007762	FGIG_12275	h1SMcT0001036.1
OG0007765	FGIG_12616	h1SMcT0001782.1
OG0007848	FGIG_00631	h1SMcT0007348.1
OG0007850	FGIG_01089	h1SMcT0013434.1
OG0007851	FGIG_01090	h1SMcT0018193.1, h1SMcT0018193.2
OG0007855	FGIG_02064	h1SMcT0020245.1, h1SMcT0020245.2
OG0007856	FGIG_02100	h1SMcT0011697.1
OG0007860	FGIG_02382	h1SMcT0010936.1, h1SMcT0017455.1
OG0007862	FGIG_03139	h1SMcT0012768.1
OG0007864	FGIG_03606	h1SMcT0006233.1, h1SMcT0006233.2
OG0007865	FGIG_03677	h1SMcT0000956.1
OG0007871	FGIG_04481	h1SMcT0015136.2
OG0007872	FGIG_04642	h1SMcT0021115.1, h1SMcT0021115.2, h1SMcT0021115.3
OG0007873	FGIG_04727	h1SMcT0003962.1
OG0007877	FGIG_05983	h1SMcT0016534.1
OG0007878	FGIG_06214	h1SMcT0018961.1
OG0007880	FGIG_06510	h1SMcT0010142.1, h1SMcT0010142.2, h1SMcT0010142.3
OG0007881	FGIG_07544	h1SMcT0008877.1, h1SMcT0018653.1, h1SMcT0022828.1
OG0007882	FGIG_08110	h1SMcT0021059.1
OG0007884	FGIG_08331	h1SMcT0003228.1
OG0007887	FGIG_09569	h1SMcT0016845.1
OG0007894	FGIG_11171	h1SMcT0019528.1
OG0007895	FGIG_11723	h1SMcT0016282.1, h1SMcT0016320.1
OG0007897	FGIG_12171	h1SMcT0004939.1, h1SMcT0022619.1
OG0007898	FGIG_12513	h1SMcT0012173.1
OG0007991	FGIG_00017	h1SMcT0002216.1
OG0007995	FGIG_01188	h1SMcT0002218.1
OG0007998	FGIG_01958	h1SMcT0011882.1
OG0008002	FGIG_02946	h1SMcT0013577.1, h1SMcT0013578.1
OG0008003	FGIG_03116	h1SMcT0006115.1
OG0008006	FGIG_04061	h1SMcT0001293.1
OG0008007	FGIG_04663	h1SMcT0022371.1
OG0008007	FGIG_09401	h1SMcT0011752.1
OG0008008	FGIG_05012	h1SMcT0014907.1, h1SMcT0014907.2
OG0008011	FGIG_06295	h1SMcT0010785.1
OG0008013	FGIG_07619	h1SMcT0009526.1
OG0008018	FGIG_08603	h1SMcT0011369.1
OG0008020	FGIG_09077	h1SMcT0009199.1, h1SMcT0001322.1, h1SMcT0016739.1, h1SMcT0010442.2, h1SMcT0018075.1, h1SMcT0010613.1, h1SMcT0012964.1
OG0008021	FGIG_09137	h1SMcT0002358.1, h1SMcT0015195.1, h1SMcT0015196.1, h1SMcT0015215.1, h1SMcT0015218.1, h1SMcT0010331.1, h1SMcT0010338.1, h1SMcT0002420.1, h1SMcT0022936.1, h1SMcT0023043.1, h1SMcT0014344.1, h1SMcT0014345.1
OG0008026	FGIG_11669	h1SMcT0001116.2
OG0008027	FGIG_11790	h1SMcT0001980.1
OG0008028	FGIG_11807	h1SMcT0010350.1
OG0008030	FGIG_12282	h1SMcT0005593.1
OG0008133	FGIG_02201	h1SMcT0005591.1, h1SMcT0011095.1, h1SMcT0007889.1, h1SMcT0021486.1, h1SMcT0021486.2, h1SMcT0022987.1, h1SMcT0003594.1, h1SMcT0012051.1, h1SMcT0015098.1
OG0008134	FGIG_02698	h1SMcT0008271.1
OG0008136	FGIG_03511	h1SMcT0020263.1
OG0008137	FGIG_03717	h1SMcT0002298.1
OG0008138	FGIG_03816, FGIG_03817, FGIG_03815	h1SMcT0012633.77
OG0008139	FGIG_03891	h1SMcT0006424.1
OG0008143	FGIG_06439	h1SMcT0021627.1
OG0008144	FGIG_06446	h1SMcT0011272.1
OG0008148	FGIG_07824	h1SMcT0017653.1
OG0008153	FGIG_10630	h1SMcT0013909.1
OG0008154	FGIG_10646	h1SMcT0003486.1
OG0008155	FGIG_11689	h1SMcT0018227.1
OG0008156	FGIG_12443	h1SMcT0000154.1, h1SMcT0012655.1
OG0008266	FGIG_00803	h1SMcT0012253.1, h1SMcT0012253.2, h1SMcT0012253.3
OG0008268	FGIG_01431	h1SMcT0017357.1
OG0008271	FGIG_02002	h1SMcT0007659.1, h1SMcT0022508.1
OG0008273	FGIG_02521	h1SMcT0002414.1
OG0008278	FGIG_11974, FGIG_05468, FGIG_05469, FGIG_09052, FGIG_08243	h1SMcT0017246.1, h1SMcT0011436.1, h1SMcT0011432.1, h1SMcT0011429.1, h1SMcT0011431.1
OG0008281	FGIG_07057	h1SMcT0013419.1, h1SMcT0007122.1, h1SMcT0019092.1, h1SMcT0019092.3, h1SMcT0019092.2, h1SMcT0019092.4, h1SMcT0019093.1, h1SMcT0019093.2
OG0008286	FGIG_08869	h1SMcT0003144.1
OG0008288	FGIG_09196	h1SMcT0011437.1
OG0008289	FGIG_09357	h1SMcT0006837.1
OG0008291	FGIG_10012	h1SMcT0008133.1
OG0008294	FGIG_12294	h1SMcT0020558.1
OG0008391	FGIG_02458	h1SMcT0012834.3, h1SMcT0012834.4, h1SMcT0012834.5, h1SMcT0012834.8, h1SMcT0012834.2, h1SMcT0012834.7, h1SMcT0012834.6
OG0008392	FGIG_03089	h1SMcT0009747.1, h1SMcT0006422.1
OG0008396	FGIG_07420	h1SMcT0019756.1
OG0008397	FGIG_07982	h1SMcT0003550.1, h1SMcT0003551.1, h1SMcT0003551.2
OG0008400	FGIG_09322	h1SMcT0001227.1
OG0008401	FGIG_12422, FGIG_09939, FGIG_09382	h1SMcT0015878.5, h1SMcT0015878.4, h1SMcT0015878.1, h1SMcT0015878.2, h1SMcT0015878.3
OG0008402	FGIG_11556, FGIG_11143	h1SMcT0012274.2, h1SMcT0012274.1, h1SMcT0012274.3
OG0008403	FGIG_11862	h1SMcT0009141.1
OG0008404	FGIG_11980	h1SMcT0011364.1, h1SMcT0011365.1
OG0008405	FGIG_12025	h1SMcT0016589.1
OG0008507	FGIG_09123, FGIG_02979	h1SMcT0000252.1, h1SMcT0000248.1, h1SMcT0000248.2
OG0008508	FGIG_03023, FGIG_03020, FGIG_03021	h1SMcT0001099.1
OG0008511	FGIG_11839, FGIG_04901, FGIG_04902	h1SMcT0010784.1
OG0008512	FGIG_07509, FGIG_04964	h1SMcT0002797.1
OG0008513	FGIG_05498	h1SMcT0014625.1
OG0008514	FGIG_05835	h1SMcT0015275.1, h1SMcT0015275.2, h1SMcT0015275.3, h1SMcT0015274.3, h1SMcT0015274.2, h1SMcT0015274.4
OG0008516	FGIG_06228	h1SMcT0004487.1
OG0008518	FGIG_07088	h1SMcT0001966.1
OG0008633	FGIG_02820	h1SMcT0008763.1
OG0008636	FGIG_03968	h1SMcT0002114.1
OG0008637	FGIG_04039	h1SMcT0013127.6, h1SMcT0013127.3, h1SMcT0013127.4, h1SMcT0013127.5, h1SMcT0013127.1, h1SMcT0013127.2
OG0008638	FGIG_04230	h1SMcT0010134.1
OG0008639	FGIG_04799	h1SMcT0009559.1
OG0008641	FGIG_06573, FGIG_11167, FGIG_09543	h1SMcT0013508.1
OG0008642	FGIG_06674, FGIG_07300, FGIG_07301	h1SMcT0019207.1, h1SMcT0020315.1
OG0008643	FGIG_07912	h1SMcT0023132.1, h1SMcT0023132.2, h1SMcT0023132.3, h1SMcT0023132.4, h1SMcT0023132.5, h1SMcT0023132.6
OG0008644	FGIG_08469	h1SMcT0001599.1
OG0008646	FGIG_09368, FGIG_09367	h1SMcT0005808.8, h1SMcT0005808.9
OG0008648	FGIG_09602	h1SMcT0004240.1, h1SMcT0004240.2, h1SMcT0004240.4, h1SMcT0004240.5, h1SMcT0004240.3
OG0008651	FGIG_12699, FGIG_12012	h1SMcT0012567.1, h1SMcT0021520.1, h1SMcT0005963.1, h1SMcT0005963.2, h1SMcT0008625.1, h1SMcT0014593.1
OG0008750	FGIG_00946	h1SMcT0001625.1, h1SMcT0001625.2, h1SMcT0001625.3
OG0008751	FGIG_01272	h1SMcT0008537.1, h1SMcT0007586.1, h1SMcT0007586.2
OG0008755	FGIG_01585	h1SMcT0020203.1, h1SMcT0020203.2
OG0008759	FGIG_02920	h1SMcT0015282.1, h1SMcT0015282.2
OG0008760	FGIG_03164	h1SMcT0014308.1, h1SMcT0014308.2, h1SMcT0014308.3
OG0008761	FGIG_03582	h1SMcT0017570.1
OG0008763	FGIG_03715	h1SMcT0005863.1, h1SMcT0002434.1, h1SMcT0016511.1, h1SMcT0016513.1
OG0008764	FGIG_03915	h1SMcT0004122.1, h1SMcT0004122.2, h1SMcT0004122.3
OG0008765	FGIG_07650, FGIG_03993	h1SMcT0018687.1
OG0008766	FGIG_04085	h1SMcT0018410.2, h1SMcT0018410.1, h1SMcT0018410.3, h1SMcT0018410.4
OG0008767	FGIG_05231	h1SMcT0015480.1
OG0008769	FGIG_06539	h1SMcT0000239.4, h1SMcT0000239.1, h1SMcT0000239.2, h1SMcT0000239.3
OG0008770	FGIG_06781	h1SMcT0019273.1, h1SMcT0019273.2, h1SMcT0019273.3
OG0008771	FGIG_06826	h1SMcT0011661.1, h1SMcT0011661.2
OG0008776	FGIG_08942	h1SMcT0003585.1
OG0008780	FGIG_10732, FGIG_09527	h1SMcT0015765.3, h1SMcT0015765.4, h1SMcT0015765.5, h1SMcT0015765.1, h1SMcT0015765.2
OG0008781	FGIG_09705, FGIG_10898	h1SMcT0013256.4, h1SMcT0013256.3, h1SMcT0013256.5, h1SMcT0013256.1, h1SMcT0013256.2
OG0008783	FGIG_10132	h1SMcT0006114.4, h1SMcT0006114.1, h1SMcT0006114.3, h1SMcT0006114.2
OG0008784	FGIG_10411, FGIG_10410	h1SMcT0015825.1
OG0008786	FGIG_10768	h1SMcT0012983.7, h1SMcT0012983.8, h1SMcT0012983.1, h1SMcT0012983.2, h1SMcT0012983.3, h1SMcT0012983.4, h1SMcT0012983.5, h1SMcT0012983.6
OG0008787	FGIG_11194	h1SMcT0018483.5, h1SMcT0018483.1, h1SMcT0018483.4, h1SMcT0018483.6, h1SMcT0018483.2, h1SMcT0018483.3
OG0008789	FGIG_11835	h1SMcT0020275.1, h1SMcT0020275.2, h1SMcT0020275.4, h1SMcT0020275.3, h1SMcT0020275.5
OG0008792	FGIG_12506	h1SMcT0015561.1, h1SMcT0015561.2
OG0008912	FGIG_00167	h1SMcT0022061.1, h1SMcT0022061.2, h1SMcT0022061.3
OG0008913	FGIG_00205	h1SMcT0016455.3, h1SMcT0016455.4, h1SMcT0016455.2, h1SMcT0016455.1, h1SMcT0016455.5
OG0008915	FGIG_00611, FGIG_11488	h1SMcT0009275.1
OG0008918	FGIG_00909	h1SMcT0018271.1, h1SMcT0018272.1
OG0008920	FGIG_01003	h1SMcT0014396.1, h1SMcT0006038.1
OG0008922	FGIG_13989, FGIG_01448	h1SMcT0015499.1
OG0008923	FGIG_01818, FGIG_03733	h1SMcT0013856.1
OG0008924	FGIG_01942	h1SMcT0007243.1, h1SMcT0017345.1, h1SMcT0013494.1, h1SMcT0005686.1, h1SMcT0005687.1, h1SMcT0019271.1
OG0008925	FGIG_01964	h1SMcT0019103.1, h1SMcT0019103.2
OG0008926	FGIG_02088	h1SMcT0016179.3, h1SMcT0016179.1, h1SMcT0016179.2
OG0008929	FGIG_02446	h1SMcT0007081.1
OG0008931	FGIG_03343	h1SMcT0006177.1, h1SMcT0006177.2, h1SMcT0015468.1
OG0008932	FGIG_03690	h1SMcT0006315.1, h1SMcT0006315.2, h1SMcT0006315.3
OG0008934	FGIG_04112	h1SMcT0007551.1
OG0008935	FGIG_04394	h1SMcT0014085.1, h1SMcT0014085.2
OG0008936	FGIG_04395	h1SMcT0005301.1, h1SMcT0003344.1, h1SMcT0018518.1
OG0008937	FGIG_04859, FGIG_04860	h1SMcT0012484.3, h1SMcT0012484.1, h1SMcT0012484.2
OG0008939	FGIG_05041	h1SMcT0002584.1, h1SMcT0011954.1, h1SMcT0013796.1, h1SMcT0012828.1, h1SMcT0015456.1
OG0008941	FGIG_05971, FGIG_05972	h1SMcT0015749.1, h1SMcT0020175.1
OG0008942	FGIG_06040, FGIG_06041	h1SMcT0007525.1, h1SMcT0007369.1, h1SMcT0007560.1
OG0008943	FGIG_06117	h1SMcT0021955.1, h1SMcT0021955.2
OG0008944	FGIG_06231	h1SMcT0005957.1, h1SMcT0005957.2, h1SMcT0005957.3
OG0008945	FGIG_06417	h1SMcT0021899.1, h1SMcT0021898.3, h1SMcT0021899.2
OG0008946	FGIG_06586	h1SMcT0019972.1
OG0008951	FGIG_07432, FGIG_07433	h1SMcT0021209.1, h1SMcT0021210.1, h1SMcT0021205.1, h1SMcT0021206.1
OG0008953	FGIG_07643	h1SMcT0010157.1
OG0008956	FGIG_08539, FGIG_08538	h1SMcT0010894.1
OG0008961	FGIG_09993	h1SMcT0022265.1, h1SMcT0022265.2, h1SMcT0022265.3, h1SMcT0022265.4
OG0008963	FGIG_10917	h1SMcT0011657.1
OG0008966	FGIG_11979	h1SMcT0003006.1, h1SMcT0005165.1, h1SMcT0004087.1, h1SMcT0004089.1
OG0008967	FGIG_12002	h1SMcT0022280.1, h1SMcT0022331.1, h1SMcT0022329.1, h1SMcT0019476.1, h1SMcT0022330.1
OG0008968	FGIG_12335, FGIG_12575	h1SMcT0008093.2, h1SMcT0008093.1, h1SMcT0008093.3
OG0009098	FGIG_00045	h1SMcT0013151.1, h1SMcT0013151.2
OG0009100	FGIG_00302	h1SMcT0011158.1, h1SMcT0010234.1, h1SMcT0017854.1, h1SMcT0017854.2
OG0009102	FGIG_00399	h1SMcT0011455.1, h1SMcT0022760.1
OG0009103	FGIG_00523	h1SMcT0000298.1
OG0009107	FGIG_00929	h1SMcT0000362.1, h1SMcT0021624.1
OG0009112	FGIG_01456	h1SMcT0015067.1, h1SMcT0021770.1, h1SMcT0005511.1
OG0009114	FGIG_01589	h1SMcT0001000.1
OG0009116	FGIG_01690	h1SMcT0009722.1
OG0009118	FGIG_02206	h1SMcT0000039.1, h1SMcT0000039.2
OG0009120	FGIG_03852, FGIG_02311	h1SMcT0015253.1, h1SMcT0015253.2
OG0009124	FGIG_02743	h1SMcT0017098.1, h1SMcT0017098.2
OG0009127	FGIG_03146	h1SMcT0021829.1, h1SMcT0021829.2
OG0009128	FGIG_03148	h1SMcT0003354.1
OG0009135	FGIG_11209	h1SMcT0016362.1
OG0009135	FGIG_03897	h1SMcT0018873.1, h1SMcT0020838.1
OG0009136	FGIG_03990	h1SMcT0022626.1, h1SMcT0022626.2
OG0009139	FGIG_04880	h1SMcT0011435.1, h1SMcT0011435.2, h1SMcT0001156.1, h1SMcT0001156.4, h1SMcT0001156.2, h1SMcT0001156.3
OG0009140	FGIG_04984	h1SMcT0011778.1, h1SMcT0022004.1, h1SMcT0022004.2
OG0009143	FGIG_05309	h1SMcT0010467.1
OG0009145	FGIG_05583	h1SMcT0022248.1
OG0009146	FGIG_05784	h1SMcT0020488.1, h1SMcT0009949.1, h1SMcT0009950.1
OG0009147	FGIG_05804	h1SMcT0000561.1, h1SMcT0000801.1, h1SMcT0000801.2
OG0009148	FGIG_06090	h1SMcT0014029.1
OG0009152	FGIG_06630	h1SMcT0010337.1
OG0009153	FGIG_06647	h1SMcT0020688.1
OG0009155	FGIG_06766	h1SMcT0019690.1, h1SMcT0019690.2
OG0009156	FGIG_06767	h1SMcT0000338.1, h1SMcT0000338.2
OG0009157	FGIG_06806	h1SMcT0021842.2, h1SMcT0021842.3, h1SMcT0021842.6, h1SMcT0021842.7
OG0009158	FGIG_07438	h1SMcT0000768.1, h1SMcT0018046.1
OG0009159	FGIG_07913	h1SMcT0001297.2, h1SMcT0001297.1, h1SMcT0001297.3
OG0009161	FGIG_07943	h1SMcT0001886.1, h1SMcT0003768.1
OG0009162	FGIG_08139	h1SMcT0000934.1, h1SMcT0000934.2
OG0009164	FGIG_08153	h1SMcT0005348.1
OG0009165	FGIG_08307	h1SMcT0017658.1
OG0009166	FGIG_08410	h1SMcT0010442.1
OG0009171	FGIG_08973	h1SMcT0012628.3, h1SMcT0012628.1, h1SMcT0012628.4, h1SMcT0012628.5, h1SMcT0012628.2
OG0009172	FGIG_09049, FGIG_09048	h1SMcT0011190.1
OG0009173	FGIG_09163	h1SMcT0007148.1, h1SMcT0007148.2
OG0009177	FGIG_10515	h1SMcT0020416.1, h1SMcT0020416.2
OG0009178	FGIG_11415	h1SMcT0013838.2, h1SMcT0013838.1, h1SMcT0013838.3
OG0009182	FGIG_12088	h1SMcT0011858.1, h1SMcT0003730.1, h1SMcT0003730.2
OG0009409	FGIG_00267	h1SMcT0003861.1, h1SMcT0012941.1
OG0009410	FGIG_00303	h1SMcT0021203.3, h1SMcT0021203.4, h1SMcT0021203.1, h1SMcT0021203.2
OG0009411	FGIG_00321	h1SMcT0020316.1
OG0009415	FGIG_00854	h1SMcT0002146.1
OG0009417	FGIG_00907	h1SMcT0011952.1, h1SMcT0011952.2
OG0009418	FGIG_00944	h1SMcT0004131.1, h1SMcT0012329.1
OG0009421	FGIG_01039	h1SMcT0013298.1
OG0009422	FGIG_01095	h1SMcT0014731.1, h1SMcT0014731.2, h1SMcT0014731.3
OG0009426	FGIG_01334	h1SMcT0013605.1
OG0009427	FGIG_01388	h1SMcT0010481.1
OG0009428	FGIG_01422	h1SMcT0012808.1
OG0009431	FGIG_01492	h1SMcT0002234.1, h1SMcT0002234.2, h1SMcT0021051.1, h1SMcT0021051.2
OG0009433	FGIG_01584	h1SMcT0003121.1, h1SMcT0019774.1
OG0009434	FGIG_01628	h1SMcT0022276.1
OG0009438	FGIG_02367	h1SMcT0021111.1, h1SMcT0021106.1, h1SMcT0021106.2
OG0009442	FGIG_02675	h1SMcT0017624.1, h1SMcT0017625.1
OG0009444	FGIG_02750	h1SMcT0020196.1, h1SMcT0020196.2, h1SMcT0020196.3
OG0009447	FGIG_03028	h1SMcT0022510.1
OG0009449	FGIG_03062	h1SMcT0006595.1, h1SMcT0006595.2
OG0009451	FGIG_03200	h1SMcT0019633.5, h1SMcT0019633.3, h1SMcT0019633.4, h1SMcT0019633.1, h1SMcT0019633.2
OG0009456	FGIG_03725	h1SMcT0004151.1, h1SMcT0004935.1, h1SMcT0004935.2
OG0009458	FGIG_03760	h1SMcT0013966.1
OG0009459	FGIG_03806	h1SMcT0001721.1, h1SMcT0001721.2
OG0009460	FGIG_04013	h1SMcT0000753.1
OG0009463	FGIG_04228	h1SMcT0004989.1, h1SMcT0004989.2
OG0009464	FGIG_04636	h1SMcT0003033.1
OG0009465	FGIG_04637	h1SMcT0015685.1, h1SMcT0020601.1
OG0009467	FGIG_04904	h1SMcT0020015.1, h1SMcT0020015.2
OG0009469	FGIG_05124	h1SMcT0018253.1, h1SMcT0018253.2
OG0009470	FGIG_05313	h1SMcT0019488.3, h1SMcT0019488.2, h1SMcT0019488.1
OG0009474	FGIG_05408	h1SMcT0017700.1
OG0009478	FGIG_05845	h1SMcT0008458.1, h1SMcT0011571.1
OG0009479	FGIG_06017	h1SMcT0022503.1
OG0009481	FGIG_06244	h1SMcT0007371.1
OG0009484	FGIG_06504	h1SMcT0015292.1, h1SMcT0015292.2
OG0009487	FGIG_06990	h1SMcT0013776.1, h1SMcT0013776.2
OG0009488	FGIG_07016	h1SMcT0006072.1, h1SMcT0006479.1, h1SMcT0006485.1
OG0009489	FGIG_07032	h1SMcT0009834.1, h1SMcT0017347.1
OG0009490	FGIG_07048, FGIG_07047	h1SMcT0008259.1
OG0009491	FGIG_07066	h1SMcT0012519.2, h1SMcT0012519.3, h1SMcT0012519.1, h1SMcT0012519.4, h1SMcT0012519.5
