Orthogroup	schistosoma_bovis	opisthorchis_viverrini
OG0006458	SBOV2_66150.1	T265_07613
OG0006459	SBOV2_55250.1	T265_12438
OG0006460	SBOV2_64920.1	T265_01122
OG0006461	SBOV2_85510.1	T265_14894
OG0006462	SBOV2_49810.1	T265_02678
OG0006463	SBOV2_61740.1	T265_00516
OG0006464	SBOV2_21510.1	T265_03697
OG0006466	SBOV2_87180.1	T265_11283
OG0006467	SBOV2_10330.1	T265_11575
OG0006468	SBOV2_41810.1	T265_15381
OG0006469	SBOV2_14520.1	T265_07952
OG0006470	SBOV2_58040.1, SBOV2_58010.1	T265_03006
OG0006472	SBOV2_82950.1	T265_09548
OG0006473	SBOV2_61580.1	T265_00503
OG0006476	SBOV2_3200.1	T265_00225
OG0006477	SBOV2_39950.1	T265_10127
OG0006478	SBOV2_7830.1	T265_15504, T265_15819
OG0006479	SBOV2_42440.1	T265_04124
OG0006480	SBOV2_21700.1	T265_10500
OG0006481	SBOV2_66680.1	T265_01822
OG0006484	SBOV2_69710.1	T265_01969
OG0006485	SBOV2_4390.2, SBOV2_4390.1, SBOV2_4390.3	T265_08420
OG0006486	SBOV2_21710.1	T265_10504, T265_15169
OG0006487	SBOV2_72700.1	T265_01788
OG0006488	SBOV2_15850.1	T265_14164
OG0006489	SBOV2_10930.1	T265_06132
OG0006490	SBOV2_7690.1	T265_06700
OG0006491	SBOV2_84400.1, SBOV2_84400.2, SBOV2_84400.3, SBOV2_84400.4	T265_02227
OG0006492	SBOV2_36120.2, SBOV2_36120.1	T265_09429
OG0006493	SBOV2_22640.1, SBOV2_22640.2	T265_05598
OG0006494	SBOV2_62370.1	T265_07790
OG0006496	SBOV2_44490.1	T265_10309, T265_10310
OG0006498	SBOV2_1860.1	T265_08375
OG0006499	SBOV2_5650.1, SBOV2_5650.2	T265_14999
OG0006501	SBOV2_88300.1	T265_05439
OG0006502	SBOV2_69090.1	T265_04060
OG0006503	SBOV2_79450.1	T265_11418
OG0006504	SBOV2_80410.1, SBOV2_80380.1	T265_16255
OG0006505	SBOV2_82250.1	T265_01650
OG0006506	SBOV2_66260.1	T265_07161
OG0006509	SBOV2_92910.1	T265_06617
OG0006512	SBOV2_33100.1	T265_02956
OG0006513	SBOV2_30090.1	T265_03639
OG0006514	SBOV2_81730.1	T265_07927
OG0006515	SBOV2_41800.1	T265_09667
OG0006516	SBOV2_36890.1	T265_13299
OG0006517	SBOV2_94310.1, SBOV2_94310.2, SBOV2_94310.3	T265_15214
OG0006543	SBOV2_82300.1	T265_02409, T265_02410
OG0006544	SBOV2_94660.1	T265_04643
OG0006545	SBOV2_71120.1	T265_12850
OG0006546	SBOV2_87890.1, SBOV2_87890.2	T265_04315
OG0006547	SBOV2_47350.1	T265_00458
OG0006548	SBOV2_91510.1	T265_08761
OG0006549	SBOV2_68410.1	T265_00535
OG0006550	SBOV2_55210.1, SBOV2_55210.2	T265_12513
OG0006552	SBOV2_14670.1	T265_15625
OG0006553	SBOV2_76340.1	T265_06339
OG0006554	SBOV2_43060.1	T265_13260
OG0006555	SBOV2_91410.1	T265_05771
OG0006556	SBOV2_51680.1	T265_11960
OG0006557	SBOV2_60510.1, SBOV2_60510.2	T265_02543
OG0006558	SBOV2_70400.1	T265_05738
OG0006560	SBOV2_40880.1	T265_01023
OG0006562	SBOV2_13230.1	T265_14420
OG0006563	SBOV2_86400.1	T265_07306
OG0006567	SBOV2_37390.1	T265_07533
OG0006568	SBOV2_20220.1	T265_13305
OG0006569	SBOV2_38390.1	T265_09101
OG0006570	SBOV2_50020.1	T265_00046
OG0006571	SBOV2_61410.1	T265_02036
OG0006572	SBOV2_45690.1	T265_13595, T265_04767
OG0006573	SBOV2_1980.1	T265_10380
OG0006574	SBOV2_66170.1	T265_00628
OG0006575	SBOV2_57290.1	T265_05860, T265_15914
OG0006576	SBOV2_57400.1, SBOV2_57400.2	T265_00643
OG0006577	SBOV2_31920.1	T265_16165, T265_08513, T265_15866, T265_08512
OG0006578	SBOV2_47200.1	T265_13404
OG0006579	SBOV2_41690.1, SBOV2_41690.2	T265_04072
OG0006580	SBOV2_75710.1	T265_06753
OG0006581	SBOV2_40890.1	T265_01022
OG0006582	SBOV2_36980.1	T265_06600
OG0006583	SBOV2_85920.1	T265_10802
OG0006584	SBOV2_2530.1	T265_06921
OG0006585	SBOV2_17530.3, SBOV2_17530.1, SBOV2_17530.2	T265_10220
OG0006586	SBOV2_30250.1	T265_06535
OG0006588	SBOV2_13590.1	T265_04942
OG0006589	SBOV2_20880.1	T265_07243
OG0006590	SBOV2_20870.1	T265_07241
OG0006591	SBOV2_71590.1	T265_06110
OG0006592	SBOV2_83770.1	T265_09421
OG0006593	SBOV2_70100.1	T265_03292
OG0006594	SBOV2_53720.1	T265_05108
OG0006595	SBOV2_52120.1	T265_13783
OG0006596	SBOV2_77870.1	T265_14736
OG0006597	SBOV2_76690.1	T265_15644
OG0006598	SBOV2_92860.1	T265_04813
OG0006599	SBOV2_22880.1	T265_06001
OG0006601	SBOV2_53760.1	T265_05089
OG0006604	SBOV2_55110.1	T265_02143
OG0006605	SBOV2_18110.1	T265_15195
OG0006606	SBOV2_72260.1, SBOV2_72260.2	T265_10657
OG0006607	SBOV2_41240.1, SBOV2_41240.2	T265_04245
OG0006608	SBOV2_20280.1	T265_04438
OG0006610	SBOV2_79890.1	T265_07805
OG0006611	SBOV2_91500.1	T265_13076
OG0006613	SBOV2_55470.1	T265_08081
OG0006614	SBOV2_65090.1	T265_11437
OG0006616	SBOV2_70490.1	T265_09162
OG0006617	SBOV2_69130.1, SBOV2_69130.2	T265_01246
OG0006618	SBOV2_30580.1	T265_07977
OG0006619	SBOV2_23600.1	T265_01062
OG0006620	SBOV2_2150.1	T265_11532
OG0006621	SBOV2_91260.1	T265_05353
OG0006622	SBOV2_15950.1	T265_07997
OG0006624	SBOV2_33020.1	T265_00402
OG0006625	SBOV2_61320.1	T265_00626
OG0006626	SBOV2_35120.1	T265_16206, T265_10359, T265_16251
OG0006627	SBOV2_55780.1	T265_15096
OG0006628	SBOV2_91330.1	T265_06512
OG0006629	SBOV2_74730.1, SBOV2_74730.2, SBOV2_74730.3	T265_01973
OG0006630	SBOV2_80790.1	T265_02374, T265_12306, T265_02376
OG0006631	SBOV2_54190.1	T265_01364
OG0006632	SBOV2_28590.1, SBOV2_28590.2	T265_00693
OG0006633	SBOV2_69240.1	T265_12533
OG0006634	SBOV2_26890.1	T265_09918
OG0006636	SBOV2_24290.2, SBOV2_24290.1, SBOV2_24290.3	T265_01102
OG0006638	SBOV2_7070.1	T265_07959, T265_12103, T265_12336
OG0006639	SBOV2_79150.1	T265_01732
OG0006640	SBOV2_8900.1	T265_02101
OG0006641	SBOV2_75050.1	T265_11815, T265_12182, T265_12254
OG0006642	SBOV2_64020.1	T265_14387
OG0006643	SBOV2_57760.1, SBOV2_57720.1	T265_01447
OG0006644	SBOV2_24030.1	T265_11470
OG0006645	SBOV2_60590.1, SBOV2_60590.2, SBOV2_60590.3	T265_04180
OG0006646	SBOV2_53940.1	T265_14470
OG0006647	SBOV2_65860.1	T265_04949
OG0006648	SBOV2_65800.1	T265_06317
OG0006650	SBOV2_46760.1, SBOV2_46760.2	T265_13348
OG0006651	SBOV2_12340.1	T265_03076
OG0006652	SBOV2_23420.1	T265_14309
OG0006653	SBOV2_63870.1	T265_01556
OG0006654	SBOV2_65760.1	T265_06319
OG0006655	SBOV2_33370.1	T265_10613
OG0006656	SBOV2_33380.1	T265_10612
OG0006657	SBOV2_24840.1	T265_01090
OG0006658	SBOV2_76370.1	T265_02204
OG0006659	SBOV2_32620.1	T265_04507
OG0006660	SBOV2_84460.1	T265_07919
OG0006661	SBOV2_71860.1	T265_06986
OG0006662	SBOV2_15630.1	T265_06293
OG0006664	SBOV2_54500.1	T265_10175
OG0006665	SBOV2_31120.1	T265_09475
OG0006666	SBOV2_1360.1	T265_05118
OG0006667	SBOV2_6820.2, SBOV2_6820.1	T265_06889
OG0006668	SBOV2_24020.1	T265_08869
OG0006669	SBOV2_13930.1	T265_06871, T265_14158
OG0006670	SBOV2_70390.1	T265_01723
OG0006671	SBOV2_78020.1	T265_02176
OG0006672	SBOV2_17420.1	T265_07550
OG0006673	SBOV2_19670.1	T265_14096
OG0006675	SBOV2_21900.1	T265_14098
OG0006676	SBOV2_73450.2, SBOV2_73450.1	T265_02337
OG0006678	SBOV2_46280.1	T265_02364
OG0006680	SBOV2_11790.1	T265_14576
OG0006681	SBOV2_96810.1, SBOV2_60460.2, SBOV2_60460.3, SBOV2_60460.1	T265_03138
OG0006682	SBOV2_83390.1	T265_13643
OG0006685	SBOV2_33870.1	T265_01793
OG0006686	SBOV2_52250.1	T265_00388
OG0006687	SBOV2_89360.1	T265_03886
OG0006688	SBOV2_58580.1	T265_10138
OG0006689	SBOV2_61170.1, SBOV2_61170.2	T265_11462
OG0006690	SBOV2_60470.1	T265_02014
OG0006691	SBOV2_75750.1	T265_14118
OG0006692	SBOV2_4450.1	T265_09931
OG0006693	SBOV2_22890.1	T265_06000
OG0006694	SBOV2_77080.1	T265_05779
OG0006695	SBOV2_63200.1	T265_12588
OG0006696	SBOV2_86070.1	T265_00566
OG0006697	SBOV2_36920.1	T265_03625
OG0006699	SBOV2_70510.1	T265_00029
OG0006700	SBOV2_28130.1	T265_00710
OG0006701	SBOV2_48820.1	T265_09665
OG0006702	SBOV2_90060.1	T265_08330
OG0006703	SBOV2_7770.1	T265_07174
OG0006704	SBOV2_32410.1	T265_09491
OG0006705	SBOV2_56440.1, SBOV2_56440.2	T265_00312
OG0006706	SBOV2_26920.1	T265_01507
OG0006709	SBOV2_19310.1	T265_06181
OG0006710	SBOV2_81950.2, SBOV2_81950.4, SBOV2_81950.5, SBOV2_81950.1, SBOV2_81950.3	T265_04961
OG0006711	SBOV2_64370.1	T265_07615
OG0006712	SBOV2_83620.1	T265_03406
OG0006713	SBOV2_34650.1	T265_14943
OG0006714	SBOV2_22200.1	T265_13836
OG0006715	SBOV2_43340.1	T265_01471, T265_00877, T265_12801, T265_11125
OG0006716	SBOV2_44940.1	T265_00372, T265_00371
OG0006717	SBOV2_90150.1	T265_09607
OG0006718	SBOV2_22000.1, SBOV2_21980.1	T265_00853
OG0006720	SBOV2_40750.1	T265_05605
OG0006721	SBOV2_12520.1	T265_09405
OG0006724	SBOV2_3320.1	T265_04424, T265_11296
OG0006725	SBOV2_61890.1	T265_08874
OG0006726	SBOV2_62410.1	T265_14354
OG0006728	SBOV2_93910.1	T265_04626
OG0006729	SBOV2_94470.1	T265_04397
OG0006731	SBOV2_86530.1	T265_01865
OG0006732	SBOV2_63810.1	T265_03141
OG0006733	SBOV2_9890.1	T265_00226
OG0006734	SBOV2_90860.1	T265_01901
OG0006735	SBOV2_62910.1	T265_07014
OG0006736	SBOV2_72690.1	T265_01789
OG0006737	SBOV2_2350.1	T265_14034
OG0006738	SBOV2_44610.1	T265_13420
OG0006739	SBOV2_20590.1	T265_00860
OG0006740	SBOV2_81450.1	T265_01698
OG0006741	SBOV2_13360.1	T265_05530
OG0006742	SBOV2_10830.2, SBOV2_10830.1	T265_07162
OG0006743	SBOV2_49480.1	T265_00014
OG0006744	SBOV2_86640.2, SBOV2_86640.1	T265_03826
OG0006745	SBOV2_83670.1	T265_15337
OG0006746	SBOV2_78440.1	T265_02215
OG0006747	SBOV2_80320.1	T265_13929
OG0006749	SBOV2_30370.1	T265_08540
OG0006750	SBOV2_90800.1, SBOV2_90800.2	T265_11230
OG0006751	SBOV2_56220.1	T265_10348
OG0006752	SBOV2_13040.1, SBOV2_13040.2	T265_06481
OG0006753	SBOV2_68250.1	T265_13704
OG0006754	SBOV2_48590.1	T265_12082
OG0006755	SBOV2_65210.1	T265_11582
OG0006756	SBOV2_85600.1	T265_08611
OG0006757	SBOV2_7990.1	T265_03052
OG0006758	SBOV2_63410.1, SBOV2_63410.2	T265_08461
OG0006759	SBOV2_10350.1	T265_06287
OG0006760	SBOV2_63230.1	T265_01137
OG0006761	SBOV2_44900.1	T265_11394
OG0006762	SBOV2_92670.1	T265_13612
OG0006763	SBOV2_17950.1	T265_15371
OG0006766	SBOV2_85460.1	T265_09201
OG0006767	SBOV2_85560.2, SBOV2_85560.1	T265_07299
OG0006768	SBOV2_7620.1	T265_01568
OG0006769	SBOV2_73410.1	T265_02933
OG0006770	SBOV2_43380.1	T265_01465
OG0006771	SBOV2_7220.1	T265_07961
OG0006772	SBOV2_67630.1	T265_12603
OG0006773	SBOV2_76390.1	T265_02202, T265_02203
OG0006774	SBOV2_18790.2, SBOV2_18790.3, SBOV2_18790.1	T265_11214
OG0006775	SBOV2_58950.1	T265_10444
OG0006776	SBOV2_64250.1	T265_06721
OG0006777	SBOV2_16920.1	T265_04430, T265_12355
OG0006778	SBOV2_20410.1	T265_11184
OG0006779	SBOV2_49170.1	T265_11785
OG0006780	SBOV2_82400.1	T265_12841
OG0006781	SBOV2_27440.1, SBOV2_27440.2	T265_03372
OG0006782	SBOV2_68280.1	T265_05159
OG0006783	SBOV2_16610.1, SBOV2_16610.2	T265_10461
OG0006784	SBOV2_4000.1, SBOV2_4000.3, SBOV2_4000.2	T265_08434
OG0006786	SBOV2_20450.1	T265_11211
OG0006787	SBOV2_34300.1	T265_08649
OG0006788	SBOV2_64750.1	T265_11515
OG0006789	SBOV2_13010.1	T265_07766
OG0006790	SBOV2_91890.1	T265_05218
OG0006792	SBOV2_22960.1	T265_16192
OG0006793	SBOV2_13060.1	T265_14043
OG0006795	SBOV2_13660.1	T265_05585
OG0006799	SBOV2_26200.1	T265_09995
OG0006800	SBOV2_21320.1	T265_07249
OG0006801	SBOV2_14810.1	T265_10225
OG0006802	SBOV2_14850.1	T265_07255
OG0006803	SBOV2_75930.1, SBOV2_75930.2, SBOV2_75930.4, SBOV2_75930.3	T265_07295
OG0006804	SBOV2_82460.1, SBOV2_82460.2	T265_15818
OG0006807	SBOV2_35400.1, SBOV2_35400.2	T265_02809, T265_06602
OG0006808	SBOV2_40500.1	T265_05692
OG0006811	SBOV2_84590.1, SBOV2_84590.2, SBOV2_84590.3, SBOV2_84660.1	T265_12705
OG0006813	SBOV2_35620.1	T265_00110
OG0006816	SBOV2_87610.1	T265_01883
OG0006817	SBOV2_41300.1	T265_03708
OG0006819	SBOV2_15130.1	T265_11336
OG0006820	SBOV2_74840.1	T265_11375
OG0006821	SBOV2_30640.1	T265_13587
OG0006851	SBOV2_66330.1	T265_04193
OG0006853	SBOV2_15180.1	T265_05500
OG0006854	SBOV2_48280.1	T265_03608
OG0006856	SBOV2_44200.1	T265_16309
OG0006859	SBOV2_1400.1	T265_05116
OG0006860	SBOV2_15440.1	T265_11734
OG0006861	SBOV2_52560.1, SBOV2_52560.2	T265_13231
OG0006863	SBOV2_49370.1, SBOV2_49370.2	T265_11398
OG0006864	SBOV2_47310.1	T265_00461
OG0006865	SBOV2_24470.1	T265_11837
OG0006866	SBOV2_34720.1, SBOV2_34720.2	T265_00716
OG0006867	SBOV2_86200.1, SBOV2_86250.1	T265_04312
OG0006868	SBOV2_10470.1	T265_13505
OG0006870	SBOV2_37990.1	T265_01915
OG0006871	SBOV2_86360.1	T265_15166
OG0006872	SBOV2_47250.1, SBOV2_47270.1	T265_00059
OG0006873	SBOV2_6730.1	T265_03060
OG0006874	SBOV2_16810.1	T265_06195
OG0006875	SBOV2_64990.1	T265_10107
OG0006877	SBOV2_47520.1	T265_00054
OG0006878	SBOV2_81490.1	T265_04650
OG0006879	SBOV2_57960.1	T265_10539
OG0006880	SBOV2_79950.1	T265_07814
OG0006881	SBOV2_88320.1	T265_10807
OG0006883	SBOV2_41060.1	T265_07476
OG0006884	SBOV2_71210.1, SBOV2_71210.2	T265_10639
OG0006886	SBOV2_35180.1	T265_06262
OG0006887	SBOV2_25230.1	T265_03261
OG0006888	SBOV2_29840.1	T265_14329
OG0006889	SBOV2_89370.1	T265_03887
OG0006890	SBOV2_90370.1	T265_07357
OG0006892	SBOV2_62960.1	T265_15484
OG0006893	SBOV2_39140.1	T265_12782
OG0006894	SBOV2_94220.1	T265_11279
OG0006895	SBOV2_33970.1	T265_06867
OG0006897	SBOV2_28220.1	T265_02572
OG0006898	SBOV2_48620.1	T265_10956
OG0006899	SBOV2_36510.1	T265_10826
OG0006900	SBOV2_93330.3, SBOV2_93330.1, SBOV2_93330.2	T265_11072
OG0006901	SBOV2_62920.1	T265_10142
OG0006902	SBOV2_190.1	T265_07704
OG0006903	SBOV2_14410.1	T265_02091
OG0006904	SBOV2_52370.1, SBOV2_52360.1	T265_00478
OG0006905	SBOV2_95510.1	T265_05648
OG0006906	SBOV2_55550.1, SBOV2_55560.1	T265_06776
OG0006907	SBOV2_50540.1	T265_05472
OG0006908	SBOV2_44360.1	T265_15471
OG0006911	SBOV2_52690.1	T265_01351
OG0006912	SBOV2_13630.1	T265_03021
OG0006913	SBOV2_18360.1	T265_13251
OG0006914	SBOV2_53880.1	T265_07635
OG0006915	SBOV2_35490.1	T265_06054
OG0006916	SBOV2_91680.1	T265_11420
OG0006917	SBOV2_3410.1, SBOV2_3420.1	T265_00954
OG0006918	SBOV2_35420.1	T265_02805
OG0006920	SBOV2_40860.1	T265_04233
OG0006921	SBOV2_60920.1	T265_01451
OG0006922	SBOV2_12530.1	T265_11866
OG0006923	SBOV2_93400.1	T265_10133
OG0006924	SBOV2_78500.1	T265_01985
OG0006925	SBOV2_49720.1	T265_09437
OG0006927	SBOV2_52650.1	T265_02694
OG0006928	SBOV2_15550.1	T265_09545
OG0006929	SBOV2_81700.1	T265_02238, T265_02239
OG0006930	SBOV2_4740.1	T265_09001
OG0006931	SBOV2_10050.1	T265_14441
OG0006933	SBOV2_52960.1, SBOV2_52960.2	T265_00358
OG0006934	SBOV2_41520.1	T265_08104
OG0006935	SBOV2_70470.1	T265_12752
OG0006936	SBOV2_30780.1	T265_09992
OG0006937	SBOV2_50750.1, SBOV2_50750.2	T265_02852
OG0006938	SBOV2_88000.1	T265_02641
OG0006939	SBOV2_25770.1	T265_04096
OG0006940	SBOV2_14230.1	T265_09062
OG0006941	SBOV2_18350.1	T265_14242
OG0006942	SBOV2_16870.1	T265_04946
OG0006943	SBOV2_82570.1	T265_10286
OG0006944	SBOV2_71400.1	T265_14972
OG0006946	SBOV2_12080.1	T265_08530
OG0006947	SBOV2_82180.1	T265_01672
OG0006948	SBOV2_33150.1	T265_13602
OG0006949	SBOV2_72190.1	T265_06120
OG0006950	SBOV2_74580.1	T265_14502
OG0006951	SBOV2_20250.1	T265_05506
OG0006952	SBOV2_39930.1	T265_15597
OG0006953	SBOV2_58690.1	T265_12564
OG0006954	SBOV2_53080.1	T265_12955
OG0006956	SBOV2_59740.1	T265_14691
OG0006957	SBOV2_70690.1	T265_10694
OG0006958	SBOV2_68440.1	T265_02049
OG0006959	SBOV2_85930.1	T265_10804
OG0006960	SBOV2_32790.1	T265_02982
OG0006962	SBOV2_51600.1	T265_05932
OG0006963	SBOV2_48310.1	T265_14844
OG0006964	SBOV2_61730.1	T265_08937
OG0006965	SBOV2_32190.1	T265_08989
OG0006966	SBOV2_61160.1, SBOV2_61160.2, SBOV2_61160.3	T265_02533
OG0006967	SBOV2_89390.1	T265_04778
OG0006968	SBOV2_29810.1	T265_04728
OG0006969	SBOV2_70630.1	T265_12516
OG0006970	SBOV2_70640.1	T265_00339
OG0006971	SBOV2_79390.1	T265_06978
OG0006972	SBOV2_60660.1	T265_02545
OG0006973	SBOV2_4020.1	T265_06414, T265_11937
OG0006974	SBOV2_80240.1	T265_06012
OG0006975	SBOV2_21890.1	T265_06684
OG0006976	SBOV2_68270.1	T265_13703
OG0006977	SBOV2_35040.1	T265_06254
OG0006978	SBOV2_22720.2, SBOV2_22720.1	T265_06003
OG0006979	SBOV2_66090.1	T265_15110
OG0006982	SBOV2_55610.1	T265_00137
OG0006983	SBOV2_15310.1	T265_07247
OG0006984	SBOV2_54000.1	T265_00095
OG0006985	SBOV2_26940.1	T265_04089
OG0006986	SBOV2_3440.1	T265_06305
OG0006987	SBOV2_76520.1	T265_01944
OG0006988	SBOV2_76530.1	T265_01942
OG0006989	SBOV2_72890.1	T265_08221
OG0006990	SBOV2_2050.1	T265_01798
OG0006991	SBOV2_80130.1	T265_13293
OG0006992	SBOV2_21790.1	T265_03445
OG0006993	SBOV2_16650.1	T265_14598
OG0006994	SBOV2_5050.1	T265_14027
OG0006996	SBOV2_240.1, SBOV2_250.1	T265_07838
OG0006997	SBOV2_85380.1	T265_03784
OG0006998	SBOV2_75140.1, SBOV2_75160.1	T265_05829
OG0006999	SBOV2_45320.1	T265_00467
OG0007000	SBOV2_82190.1	T265_09618
OG0007002	SBOV2_93740.2, SBOV2_93740.1	T265_13608
OG0007003	SBOV2_6740.1	T265_09312
OG0007005	SBOV2_45310.1	T265_12553
OG0007006	SBOV2_91640.1	T265_14425
OG0007009	SBOV2_90140.1	T265_09606
OG0007010	SBOV2_21020.1	T265_14018
OG0007011	SBOV2_49520.1	T265_02707
OG0007012	SBOV2_96570.1, SBOV2_96570.2	T265_13116
OG0007014	SBOV2_11750.1	T265_01589
OG0007015	SBOV2_78750.1	T265_01736
OG0007017	SBOV2_49830.1, SBOV2_49830.2	T265_11541
OG0007020	SBOV2_55860.1	T265_12742
OG0007021	SBOV2_47880.1	T265_07285
OG0007022	SBOV2_60830.1	T265_10105
OG0007024	SBOV2_82290.1	T265_15203
OG0007025	SBOV2_90090.1	T265_07349
OG0007027	SBOV2_1250.1	T265_09943
OG0007029	SBOV2_18470.1	T265_03667
OG0007030	SBOV2_70320.1	T265_07191, T265_07190
OG0007031	SBOV2_29720.1	T265_11841
OG0007032	SBOV2_78230.1	T265_07667
OG0007033	SBOV2_78240.1	T265_07666
OG0007034	SBOV2_78250.1	T265_07663
OG0007035	SBOV2_69510.1, SBOV2_69510.2	T265_12452
OG0007036	SBOV2_81600.1	T265_11173
OG0007037	SBOV2_59450.1	T265_03926
OG0007038	SBOV2_29800.1	T265_01371
OG0007039	SBOV2_53350.1	T265_03610
OG0007040	SBOV2_71820.1	T265_04058
OG0007041	SBOV2_37890.1	T265_06247
OG0007043	SBOV2_85400.1	T265_09179
OG0007044	SBOV2_11900.1	T265_10044
OG0007046	SBOV2_82410.1	T265_14520
OG0007047	SBOV2_57300.1	T265_05862
OG0007049	SBOV2_28990.1	T265_05109, T265_05744
OG0007050	SBOV2_10370.1, SBOV2_10370.2, SBOV2_10370.3	T265_06288
OG0007051	SBOV2_14460.1	T265_07764
OG0007052	SBOV2_6470.1	T265_04388
OG0007053	SBOV2_31580.1	T265_08719
OG0007054	SBOV2_86500.1	T265_07732
OG0007055	SBOV2_70230.1	T265_09154
OG0007056	SBOV2_22850.1	T265_05999
OG0007057	SBOV2_65500.1	T265_03345
OG0007058	SBOV2_2100.1	T265_13018
OG0007059	SBOV2_44910.1	T265_00376
OG0007061	SBOV2_92660.1	T265_04829
OG0007062	SBOV2_22780.1	T265_01080
OG0007064	SBOV2_85420.1	T265_05766
OG0007065	SBOV2_4910.1	T265_00953
OG0007067	SBOV2_82590.1, SBOV2_82610.1	T265_06544
OG0007068	SBOV2_77390.2, SBOV2_77390.1	T265_11246
OG0007069	SBOV2_31870.1	T265_00550, T265_00551
OG0007070	SBOV2_53010.1	T265_12510
OG0007072	SBOV2_32180.1, SBOV2_32180.2	T265_04896
OG0007073	SBOV2_69830.1	T265_00813
OG0007074	SBOV2_74820.1	T265_15487
OG0007075	SBOV2_18230.1	T265_07989
OG0007076	SBOV2_35580.1	T265_15038
OG0007077	SBOV2_64810.1, SBOV2_64810.2	T265_00533
OG0007078	SBOV2_54380.1	T265_08600
OG0007079	SBOV2_22300.1	T265_03240
OG0007080	SBOV2_17620.1	T265_10816
OG0007081	SBOV2_53220.1, SBOV2_53230.1	T265_14231
OG0007082	SBOV2_86690.1	T265_04328
OG0007085	SBOV2_28880.1	T265_04904
OG0007087	SBOV2_66040.1	T265_07785
OG0007090	SBOV2_16560.1	T265_06364
OG0007092	SBOV2_15690.1	T265_14165
OG0007094	SBOV2_45600.1	T265_12970
OG0007095	SBOV2_21740.1, SBOV2_21740.2, SBOV2_21740.3	T265_10901
OG0007097	SBOV2_50880.1	T265_02682
OG0007098	SBOV2_75580.1	T265_03980
OG0007099	SBOV2_83690.1	T265_11083
OG0007101	SBOV2_32670.1	T265_04498
OG0007103	SBOV2_94600.1, SBOV2_62140.1	T265_00543
OG0007104	SBOV2_66380.1, SBOV2_66380.2, SBOV2_66380.3	T265_11729
OG0007105	SBOV2_63800.1, SBOV2_63800.2	T265_03136
OG0007106	SBOV2_70740.1	T265_11550
OG0007107	SBOV2_68390.2, SBOV2_68390.1	T265_08878
OG0007112	SBOV2_83990.1	T265_01844
OG0007113	SBOV2_94770.2, SBOV2_94770.3, SBOV2_94770.4, SBOV2_94770.1	T265_04604
OG0007114	SBOV2_87020.1	T265_04757
OG0007115	SBOV2_55960.1	T265_07425
OG0007116	SBOV2_59720.3, SBOV2_59720.1, SBOV2_59720.2	T265_08883
OG0007117	SBOV2_21520.1	T265_10162
OG0007118	SBOV2_93120.1, SBOV2_93120.2	T265_13074
OG0007149	SBOV2_55520.1	T265_05281
OG0007150	SBOV2_12180.1	T265_04577
OG0007151	SBOV2_71190.1	T265_13997
OG0007153	SBOV2_18420.1	T265_02261
OG0007155	SBOV2_56870.1	T265_06709
OG0007156	SBOV2_33240.1	T265_08863
OG0007157	SBOV2_72970.1	T265_00824
OG0007158	SBOV2_87830.1	T265_05761
OG0007160	SBOV2_34590.1	T265_13481
OG0007161	SBOV2_79530.1	T265_09832
OG0007162	SBOV2_17730.1	T265_14557
OG0007163	SBOV2_22760.1	T265_05022
OG0007164	SBOV2_74040.1	T265_05725
OG0007165	SBOV2_29960.1	T265_12888
OG0007166	SBOV2_91400.1	T265_05773
OG0007167	SBOV2_28770.1	T265_04152
OG0007168	SBOV2_58790.1	T265_15062
OG0007171	SBOV2_51170.1	T265_12441
OG0007172	SBOV2_38950.1	T265_15713
OG0007173	SBOV2_8650.1	T265_03123
OG0007174	SBOV2_53280.1	T265_03572
OG0007176	SBOV2_84060.1	T265_09466
OG0007177	SBOV2_42100.1	T265_08068
OG0007178	SBOV2_60360.1, SBOV2_60360.2	T265_00637
OG0007179	SBOV2_23450.1	T265_14173
OG0007180	SBOV2_1200.1	T265_10346
OG0007181	SBOV2_88170.1	T265_13478
OG0007182	SBOV2_14560.1	T265_04384
OG0007184	SBOV2_88760.1	T265_05750
OG0007186	SBOV2_74030.1	T265_05727
OG0007187	SBOV2_79320.1	T265_09224
OG0007188	SBOV2_67910.1	T265_04191
OG0007189	SBOV2_63640.1	T265_01579
OG0007191	SBOV2_81630.1	T265_04664
OG0007193	SBOV2_51300.1	T265_01765, T265_12272
OG0007194	SBOV2_6770.1	T265_09310
OG0007195	SBOV2_86110.1	T265_05776
OG0007196	SBOV2_14470.1	T265_00986
OG0007197	SBOV2_88250.1, SBOV2_88250.2	T265_14654
OG0007198	SBOV2_37540.1	T265_14536
OG0007199	SBOV2_23470.1	T265_05694
OG0007200	SBOV2_8470.1	T265_01598
OG0007201	SBOV2_88670.1	T265_09750
OG0007202	SBOV2_72420.1	T265_05903
OG0007203	SBOV2_3260.1	T265_08004
OG0007205	SBOV2_91100.1	T265_00395
OG0007206	SBOV2_70090.1	T265_13211
OG0007207	SBOV2_48390.1	T265_00381
OG0007208	SBOV2_77620.1	T265_02790
OG0007209	SBOV2_93800.1, SBOV2_93800.2	T265_16207
OG0007212	SBOV2_66640.1, SBOV2_66640.2	T265_05154
OG0007213	SBOV2_66650.1	T265_13697
OG0007214	SBOV2_78140.1	T265_15405
OG0007215	SBOV2_12040.1	T265_12481
OG0007216	SBOV2_18370.1	T265_13250
