Orthogroup	schistosoma_bovis	schistosoma_rodhaini
OG0004914	SBOV2_60490.1, SBOV2_60490.2, SBOV2_60490.3, SBOV2_60490.4, SBOV2_60490.5	SRDH2_62490.1
OG0004915	SBOV2_21080.1	SRDH2_23110.1
OG0004916	SBOV2_16510.2, SBOV2_16510.1	SRDH2_17470.1
OG0004917	SBOV2_32120.1	SRDH2_33110.1
OG0004918	SBOV2_85390.1	SRDH2_89000.1
OG0004919	SBOV2_53020.1	SRDH2_53490.2, SRDH2_53490.1, SRDH2_53490.3
OG0004920	SBOV2_81900.1, SBOV2_81900.3, SBOV2_81900.2	SRDH2_84980.1
OG0004921	SBOV2_53460.1, SBOV2_53460.2, SBOV2_53460.3	SRDH2_53950.1, SRDH2_53940.1
OG0004922	SBOV2_76310.1	SRDH2_79220.1
OG0004923	SBOV2_2130.1	SRDH2_2140.1
OG0004924	SBOV2_24650.1	SRDH2_25490.1, SRDH2_25490.2
OG0004925	SBOV2_55370.1	SRDH2_57150.2, SRDH2_57150.1, SRDH2_57150.3, SRDH2_57150.4
OG0004926	SBOV2_70770.1	SRDH2_74250.1, SRDH2_74250.2
OG0004927	SBOV2_87740.1, SBOV2_87740.2	SRDH2_92320.1, SRDH2_92320.2, SRDH2_92320.3
OG0004928	SBOV2_65900.1	SRDH2_69880.1, SRDH2_69880.2, SRDH2_69880.3
OG0004929	SBOV2_51270.1, SBOV2_51270.2, SBOV2_51270.3, SBOV2_51270.4	SRDH2_55290.1
OG0004930	SBOV2_78650.1	SRDH2_81530.1, SRDH2_81530.2
OG0004931	SBOV2_41660.1	SRDH2_42780.1
OG0004932	SBOV2_21800.1	SRDH2_22100.1
OG0004934	SBOV2_43430.8, SBOV2_43430.9, SBOV2_43430.4, SBOV2_43430.7, SBOV2_43430.3, SBOV2_43430.6, SBOV2_43430.5, SBOV2_43430.1, SBOV2_43430.10, SBOV2_43430.2	SRDH2_44450.1
OG0004935	SBOV2_31990.1, SBOV2_31990.2, SBOV2_31990.3	SRDH2_33240.2, SRDH2_33240.3, SRDH2_33240.1, SRDH2_33240.4
OG0004936	SBOV2_90510.1, SBOV2_90510.2	SRDH2_94310.1
OG0004937	SBOV2_90500.4, SBOV2_90500.6, SBOV2_90500.3, SBOV2_90500.5, SBOV2_90500.1, SBOV2_90500.2, SBOV2_90500.7	SRDH2_94300.1
OG0004938	SBOV2_47460.1	SRDH2_48870.1
OG0004939	SBOV2_82170.1, SBOV2_82170.2	SRDH2_85270.1, SRDH2_85250.1
OG0004940	SBOV2_52830.1, SBOV2_52830.2	SRDH2_53290.1
OG0004941	SBOV2_62870.1	SRDH2_64890.1
OG0004942	SBOV2_65440.1, SBOV2_65440.2, SBOV2_65440.3	SRDH2_66360.1
OG0004943	SBOV2_59940.1	SRDH2_61940.1
OG0004944	SBOV2_56460.1	SRDH2_58320.1
OG0004945	SBOV2_35720.2, SBOV2_35720.1, SBOV2_35720.3	SRDH2_36630.1
OG0004946	SBOV2_31280.1	SRDH2_33990.1
OG0004947	SBOV2_31930.2, SBOV2_31930.1	SRDH2_33320.1
OG0004948	SBOV2_32240.1	SRDH2_32980.1, SRDH2_32980.2
OG0004949	SBOV2_83350.1, SBOV2_83350.2	SRDH2_86650.3, SRDH2_86650.6, SRDH2_86650.7, SRDH2_86650.8, SRDH2_86650.1, SRDH2_86650.2, SRDH2_86650.5, SRDH2_86650.4
OG0004950	SBOV2_46370.1	SRDH2_47770.1
OG0004951	SBOV2_48060.4, SBOV2_48060.1, SBOV2_48060.2, SBOV2_48060.3	SRDH2_49420.1
OG0004952	SBOV2_52530.1	SRDH2_52980.2, SRDH2_52980.4, SRDH2_52980.1, SRDH2_52980.3
OG0004953	SBOV2_65890.1	SRDH2_69890.1, SRDH2_69890.2
OG0004954	SBOV2_37750.1	SRDH2_30260.1, SRDH2_30260.2, SRDH2_30260.3, SRDH2_30260.4
OG0004955	SBOV2_40020.1	SRDH2_27970.1
OG0004956	SBOV2_24950.3, SBOV2_24950.1, SBOV2_24950.2	SRDH2_25840.1, SRDH2_25840.2
OG0004957	SBOV2_11940.2, SBOV2_11940.1, SBOV2_11940.3	SRDH2_14020.1
OG0004958	SBOV2_12490.1	SRDH2_14670.1, SRDH2_14670.2
OG0004959	SBOV2_13030.1, SBOV2_13030.2	SRDH2_15280.1, SRDH2_15280.2
OG0004960	SBOV2_21560.1	SRDH2_22550.1
OG0004961	SBOV2_7730.1	SRDH2_7850.1
OG0004962	SBOV2_40720.1, SBOV2_2540.1, SBOV2_84440.1	SRDH2_68700.1, SRDH2_101320.1, SRDH2_102380.1, SRDH2_1820.1, SRDH2_46820.1
OG0004963	SBOV2_39790.1	SRDH2_28190.1, SRDH2_28190.2
OG0004971	SBOV2_30070.2, SBOV2_30070.1, SBOV2_30070.3	SRDH2_37370.1, SRDH2_37370.2, SRDH2_37370.3
OG0004972	SBOV2_6950.1	SRDH2_7320.1, SRDH2_7260.1
OG0004973	SBOV2_92250.1	SRDH2_96610.1
OG0004974	SBOV2_48270.1	SRDH2_49640.3, SRDH2_49640.1, SRDH2_49640.2
OG0004975	SBOV2_71180.1	SRDH2_73790.3, SRDH2_73790.7, SRDH2_73790.2, SRDH2_73790.4, SRDH2_73790.1, SRDH2_73790.5, SRDH2_73790.6
OG0004976	SBOV2_95450.1	SRDH2_99520.1, SRDH2_99520.2
OG0004977	SBOV2_59870.2, SBOV2_59870.3, SBOV2_59870.1	SRDH2_61860.1
OG0004978	SBOV2_56910.1, SBOV2_56920.1	SRDH2_58660.1
OG0004979	SBOV2_50320.1	SRDH2_56280.1
OG0004980	SBOV2_37300.1	SRDH2_30700.1
OG0004981	SBOV2_61240.1	SRDH2_63230.1
OG0004982	SBOV2_84860.1	SRDH2_88470.1, SRDH2_88470.2, SRDH2_88470.3
OG0004983	SBOV2_82130.1, SBOV2_82130.2	SRDH2_85200.1
OG0004984	SBOV2_36200.1	SRDH2_37100.1
OG0004985	SBOV2_75420.1, SBOV2_75420.2	SRDH2_78230.1
OG0004986	SBOV2_37420.1	SRDH2_30610.1
OG0004987	SBOV2_44560.2, SBOV2_44560.1	SRDH2_45610.1
OG0004988	SBOV2_4190.1	SRDH2_4220.1
OG0004989	SBOV2_69330.1	SRDH2_71410.1, SRDH2_71420.1
OG0004990	SBOV2_18540.1	SRDH2_19510.1
OG0004991	SBOV2_5130.1, SBOV2_5130.2	SRDH2_5220.1
OG0004992	SBOV2_83290.1	SRDH2_86580.1, SRDH2_86580.2
OG0004993	SBOV2_43090.1	SRDH2_44350.2, SRDH2_44350.1, SRDH2_44350.3
OG0004994	SBOV2_47240.1	SRDH2_48670.1, SRDH2_48670.2
OG0004995	SBOV2_27610.1	SRDH2_40390.1, SRDH2_40380.1
OG0004996	SBOV2_64900.2, SBOV2_64900.5, SBOV2_64900.3, SBOV2_64900.4, SBOV2_64900.1	SRDH2_65870.1, SRDH2_65870.2, SRDH2_65870.3
OG0004997	SBOV2_79830.1	SRDH2_83050.1
OG0004998	SBOV2_4790.1, SBOV2_4790.2	SRDH2_4850.1
OG0004999	SBOV2_87760.1	SRDH2_92340.1
OG0004999	SBOV2_87760.2	SRDH2_92340.2
OG0005000	SBOV2_55220.1, SBOV2_55220.3, SBOV2_55220.2	SRDH2_57300.1, SRDH2_57300.2
OG0005001	SBOV2_82900.1, SBOV2_82900.2, SBOV2_82900.3	SRDH2_86010.1
OG0005002	SBOV2_4110.1, SBOV2_4110.2, SBOV2_4110.3	SRDH2_4160.1, SRDH2_4160.5, SRDH2_4160.2, SRDH2_4160.3, SRDH2_4160.4
OG0005003	SBOV2_41160.1	SRDH2_26800.1
OG0005004	SBOV2_61140.1	SRDH2_63130.1, SRDH2_63130.2
OG0005005	SBOV2_29310.1	SRDH2_38550.1, SRDH2_38550.2
OG0005006	SBOV2_61880.1	SRDH2_63910.1, SRDH2_63910.2, SRDH2_63910.3, SRDH2_63910.4
OG0005007	SBOV2_28000.1	SRDH2_39970.1
OG0005008	SBOV2_87260.1, SBOV2_87260.2	SRDH2_90940.1, SRDH2_90940.2
OG0005009	SBOV2_33320.1	SRDH2_38310.1, SRDH2_38310.2
OG0005010	SBOV2_38420.1	SRDH2_29550.1, SRDH2_29550.2
OG0005011	SBOV2_39260.1, SBOV2_39260.2	SRDH2_28730.1, SRDH2_28730.3, SRDH2_28730.2
OG0005012	SBOV2_23940.1	SRDH2_24860.1
OG0005013	SBOV2_30770.1	SRDH2_38040.1
OG0005014	SBOV2_81350.1, SBOV2_81350.3, SBOV2_81350.2	SRDH2_84450.1
OG0005015	SBOV2_31330.1	SRDH2_33930.1, SRDH2_33930.2, SRDH2_33930.3, SRDH2_33930.4
OG0005016	SBOV2_57910.1	SRDH2_60010.1
OG0005017	SBOV2_93720.1	SRDH2_98060.1
OG0005018	SBOV2_24260.1	SRDH2_25200.1
OG0005019	SBOV2_85470.1	SRDH2_88920.1
OG0005020	SBOV2_44250.1	SRDH2_45370.1
OG0005021	SBOV2_48300.1	SRDH2_49670.1
OG0005022	SBOV2_24490.1	SRDH2_25360.1
OG0005023	SBOV2_85330.1	SRDH2_89050.1
OG0005025	SBOV2_12860.2, SBOV2_12860.4, SBOV2_12860.1, SBOV2_12860.3	SRDH2_15110.1
OG0005026	SBOV2_62950.1	SRDH2_64980.1
OG0005027	SBOV2_36160.2, SBOV2_36160.3, SBOV2_36160.1	SRDH2_37060.1
OG0005028	SBOV2_89180.1, SBOV2_89180.2	SRDH2_91810.1
OG0005029	SBOV2_84880.1, SBOV2_84880.2, SBOV2_84880.3	SRDH2_88450.1
OG0005030	SBOV2_23760.1	SRDH2_24710.1
OG0005031	SBOV2_39160.1	SRDH2_28830.1, SRDH2_28830.2, SRDH2_28830.3
OG0005032	SBOV2_23690.1	SRDH2_24640.1
OG0005033	SBOV2_18190.1	SRDH2_19200.1
OG0005034	SBOV2_8480.1	SRDH2_8860.2, SRDH2_8860.1
OG0005036	SBOV2_60110.1	SRDH2_62130.1
OG0005038	SBOV2_53170.1	SRDH2_53630.1
OG0005039	SBOV2_58220.1, SBOV2_58220.2	SRDH2_60320.1
OG0005040	SBOV2_51040.1	SRDH2_55530.1
OG0005041	SBOV2_57280.1	SRDH2_59140.1
OG0005042	SBOV2_35060.2, SBOV2_35060.1, SBOV2_35060.3	SRDH2_34530.1, SRDH2_34530.3, SRDH2_34530.2, SRDH2_34530.4
OG0005043	SBOV2_63070.2, SBOV2_63070.1	SRDH2_65140.1, SRDH2_65140.2
OG0005044	SBOV2_84360.2, SBOV2_84360.3, SBOV2_84360.1	SRDH2_87890.1
OG0005045	SBOV2_28050.1, SBOV2_28050.2	SRDH2_39910.1
OG0005046	SBOV2_56090.1, SBOV2_56090.2	SRDH2_58240.1
OG0005047	SBOV2_95750.5, SBOV2_95750.3, SBOV2_95750.1, SBOV2_95750.4	SRDH2_99810.1
OG0005048	SBOV2_360.1	SRDH2_400.1
OG0005049	SBOV2_85270.2, SBOV2_85270.1	SRDH2_89150.1
OG0005050	SBOV2_14020.1	SRDH2_13590.1
OG0005051	SBOV2_9030.1, SBOV2_9210.1	SRDH2_9460.1, SRDH2_9460.3, SRDH2_9460.2
OG0005052	SBOV2_88100.1, SBOV2_88100.2	SRDH2_92640.1
OG0005053	SBOV2_32340.1	SRDH2_32920.1
OG0005054	SBOV2_92140.1	SRDH2_96480.1
OG0005055	SBOV2_2030.1	SRDH2_2030.1, SRDH2_2030.2
OG0005056	SBOV2_38910.1	SRDH2_29080.1, SRDH2_29080.2
OG0005057	SBOV2_26270.1	SRDH2_41880.1, SRDH2_41880.2
OG0005058	SBOV2_53070.1, SBOV2_53060.1	SRDH2_53530.2, SRDH2_53530.1, SRDH2_53530.4, SRDH2_53530.3
OG0005059	SBOV2_15470.1	SRDH2_16340.1
OG0005060	SBOV2_35410.1	SRDH2_36350.1, SRDH2_36350.2
OG0005061	SBOV2_91440.1, SBOV2_91440.2, SBOV2_91440.3, SBOV2_91440.4	SRDH2_95580.1
OG0005062	SBOV2_37040.1	SRDH2_30930.1
OG0005063	SBOV2_42450.1	SRDH2_43510.1
OG0005064	SBOV2_80760.1	SRDH2_83800.1
OG0005065	SBOV2_12010.1, SBOV2_12010.2	SRDH2_14090.1
OG0005066	SBOV2_76770.1, SBOV2_76770.2, SBOV2_76770.3, SBOV2_76770.4, SBOV2_76770.5, SBOV2_76770.6, SBOV2_76770.7	SRDH2_79660.1
OG0005067	SBOV2_31450.1	SRDH2_33790.1, SRDH2_33790.2
OG0005068	SBOV2_70580.1	SRDH2_74480.1
OG0005069	SBOV2_37800.1, SBOV2_37800.2	SRDH2_30200.1
OG0005070	SBOV2_7300.1, SBOV2_7300.2	SRDH2_8320.1
OG0005071	SBOV2_24500.1	SRDH2_25370.1, SRDH2_25370.2
OG0005072	SBOV2_37520.1	SRDH2_30520.1
OG0005073	SBOV2_3180.1	SRDH2_3230.1
OG0005074	SBOV2_8660.1	SRDH2_9090.3, SRDH2_9090.2, SRDH2_9090.1
OG0005075	SBOV2_49590.1	SRDH2_51050.1
OG0005075	SBOV2_94230.1, SBOV2_94230.2	SRDH2_98620.1
OG0005076	SBOV2_34240.1	SRDH2_35340.1
OG0005077	SBOV2_50050.1	SRDH2_56630.1
OG0005078	SBOV2_70440.1	SRDH2_74610.1, SRDH2_74610.2, SRDH2_74610.3, SRDH2_74610.4, SRDH2_74610.5
OG0005079	SBOV2_30220.1	SRDH2_37490.1
OG0005080	SBOV2_7170.1, SBOV2_7160.1	SRDH2_8500.1
OG0005081	SBOV2_7120.1, SBOV2_7120.2, SBOV2_7120.3	SRDH2_8540.1
OG0005082	SBOV2_33920.1	SRDH2_35630.1
OG0005083	SBOV2_42060.1	SRDH2_43180.1
OG0005084	SBOV2_94300.1, SBOV2_94300.2	SRDH2_98690.1
OG0005085	SBOV2_12050.1	SRDH2_14140.4, SRDH2_14140.3, SRDH2_14140.2, SRDH2_14140.1
OG0005086	SBOV2_68300.1, SBOV2_68300.2	SRDH2_70340.1
OG0005087	SBOV2_73080.1	SRDH2_75760.1
OG0005088	SBOV2_7020.1	SRDH2_7140.1
OG0005089	SBOV2_74220.1, SBOV2_74220.2	SRDH2_76990.1, SRDH2_76990.2
OG0005090	SBOV2_64460.1, SBOV2_64460.2, SBOV2_64460.3	SRDH2_67270.1, SRDH2_67270.2
OG0005091	SBOV2_12700.2, SBOV2_12700.1, SBOV2_12700.4, SBOV2_12700.5, SBOV2_12700.3	SRDH2_14890.1
OG0005092	SBOV2_24590.1	SRDH2_25440.1
OG0005094	SBOV2_75010.1	SRDH2_77770.1
OG0005095	SBOV2_3990.1, SBOV2_3990.2	SRDH2_1060.1, SRDH2_4020.1
OG0005097	SBOV2_93500.1	SRDH2_97840.1
OG0005098	SBOV2_50140.1	SRDH2_56550.1, SRDH2_56550.2
OG0005099	SBOV2_90260.1, SBOV2_90260.2	SRDH2_94050.1
OG0005100	SBOV2_91180.1, SBOV2_91180.2	SRDH2_95140.1
OG0005101	SBOV2_54170.1, SBOV2_54170.2	SRDH2_52340.1, SRDH2_52340.2
OG0005102	SBOV2_60270.1	SRDH2_62290.1
OG0005103	SBOV2_73900.2, SBOV2_73900.1, SBOV2_73900.3	SRDH2_76610.1
OG0005104	SBOV2_45510.1, SBOV2_45510.2, SBOV2_45590.1, SBOV2_45590.2	SRDH2_47090.1
OG0005105	SBOV2_75130.1	SRDH2_77910.2, SRDH2_77910.1, SRDH2_77910.3, SRDH2_77910.4
OG0005106	SBOV2_53320.1, SBOV2_53320.2	SRDH2_53770.1
OG0005107	SBOV2_36630.6, SBOV2_36630.2, SBOV2_36630.4, SBOV2_36630.1, SBOV2_36630.5, SBOV2_36630.3	SRDH2_31320.1
OG0005108	SBOV2_84120.1	SRDH2_88130.1
OG0005109	SBOV2_81930.1	SRDH2_85010.1
OG0005110	SBOV2_18830.1	SRDH2_19800.3, SRDH2_19800.1, SRDH2_19800.2
OG0005111	SBOV2_51800.1, SBOV2_51800.2	SRDH2_54740.1
OG0005112	SBOV2_1160.1	SRDH2_1150.1, SRDH2_1140.1
OG0005113	SBOV2_70650.2, SBOV2_70650.1	SRDH2_74400.1
OG0005114	SBOV2_8530.1, SBOV2_8530.2, SBOV2_8530.3	SRDH2_8940.1, SRDH2_8940.2, SRDH2_8940.3
OG0005115	SBOV2_60650.2, SBOV2_60650.3, SBOV2_60650.1	SRDH2_62640.2, SRDH2_62640.1
OG0005117	SBOV2_810.1, SBOV2_810.2	SRDH2_740.1, SRDH2_740.2
OG0005118	SBOV2_90570.1	SRDH2_94360.2, SRDH2_94360.1
OG0005119	SBOV2_67500.1, SBOV2_67490.1, SBOV2_67480.1	SRDH2_68220.1
OG0005120	SBOV2_84130.1	SRDH2_88120.2, SRDH2_88120.3, SRDH2_88120.1
OG0005121	SBOV2_71890.1	SRDH2_72990.1
OG0005122	SBOV2_91200.1, SBOV2_91230.1	SRDH2_95230.1, SRDH2_95160.1
OG0005123	SBOV2_67940.1	SRDH2_70020.1
OG0005124	SBOV2_1320.1	SRDH2_1340.1, SRDH2_100430.1, SRDH2_100440.1, SRDH2_100440.2
OG0005125	SBOV2_1780.1, SBOV2_1770.1	SRDH2_1780.1
OG0005126	SBOV2_58770.1	SRDH2_60820.1
OG0005127	SBOV2_34330.1	SRDH2_35270.1
OG0005128	SBOV2_57710.1, SBOV2_57710.2	SRDH2_59830.1
OG0005130	SBOV2_21370.3, SBOV2_21370.1, SBOV2_21370.2	SRDH2_22340.1
OG0005131	SBOV2_47490.1	SRDH2_48890.1
OG0005132	SBOV2_16540.1, SBOV2_16540.2, SBOV2_16540.3	SRDH2_17490.4, SRDH2_17490.1, SRDH2_17490.2, SRDH2_17490.3
OG0005133	SBOV2_50690.1	SRDH2_55910.1
OG0005134	SBOV2_54580.1	SRDH2_51940.1
OG0005135	SBOV2_42280.1	SRDH2_43380.1, SRDH2_43380.2
OG0005136	SBOV2_75990.2, SBOV2_75990.1	SRDH2_78880.3, SRDH2_78880.2, SRDH2_78880.1
OG0005137	SBOV2_79640.1	SRDH2_82640.1
OG0005138	SBOV2_17220.1	SRDH2_18200.1
OG0005139	SBOV2_35030.2, SBOV2_35030.4, SBOV2_35030.1, SBOV2_35030.3	SRDH2_34560.1
OG0005140	SBOV2_24980.1	SRDH2_25860.1
OG0005141	SBOV2_93830.2, SBOV2_93830.1	SRDH2_98190.1
OG0005142	SBOV2_48550.1	SRDH2_49940.2, SRDH2_49940.1
OG0005143	SBOV2_33960.1, SBOV2_33960.2, SBOV2_33960.3	SRDH2_35590.1
OG0005144	SBOV2_73210.1	SRDH2_75880.1, SRDH2_75880.2
OG0005145	SBOV2_4720.1	SRDH2_4750.1
OG0005146	SBOV2_18850.1	SRDH2_19820.1
OG0005147	SBOV2_54540.1	SRDH2_51980.1
OG0005148	SBOV2_51460.1	SRDH2_55080.1
OG0005149	SBOV2_9590.2, SBOV2_9590.5, SBOV2_9590.3, SBOV2_9590.4	SRDH2_10120.1, SRDH2_10120.2, SRDH2_101550.1
OG0005150	SBOV2_35530.1	SRDH2_36470.1
OG0005151	SBOV2_81140.1, SBOV2_81140.2, SBOV2_81140.3	SRDH2_84190.1, SRDH2_84190.2, SRDH2_84190.4, SRDH2_84190.5, SRDH2_84190.3
OG0005152	SBOV2_7530.1	SRDH2_8080.1, SRDH2_8080.2
OG0005153	SBOV2_89630.1	SRDH2_91300.2, SRDH2_91300.1, SRDH2_91300.3
OG0005154	SBOV2_55170.1, SBOV2_55170.2	SRDH2_57360.1
OG0005155	SBOV2_5850.2, SBOV2_5850.1, SBOV2_5850.4, SBOV2_5850.3	SRDH2_5910.1
OG0005156	SBOV2_71490.1, SBOV2_71260.1	SRDH2_73690.1
OG0005157	SBOV2_130.1, SBOV2_130.2	SRDH2_180.1
OG0005158	SBOV2_85720.1, SBOV2_85720.2, SBOV2_85720.3	SRDH2_89560.1
OG0005159	SBOV2_42720.1	SRDH2_43740.1, SRDH2_43740.2, SRDH2_43740.3, SRDH2_43740.4, SRDH2_43740.5
OG0005160	SBOV2_41460.1, SBOV2_41460.2, SBOV2_41460.3, SBOV2_25610.1	SRDH2_42590.1
OG0005161	SBOV2_37930.1	SRDH2_30070.1
OG0005162	SBOV2_6590.1	SRDH2_6410.1
OG0005163	SBOV2_76890.1	SRDH2_79810.1
OG0005164	SBOV2_23370.1	SRDH2_24230.2
OG0005165	SBOV2_92230.1	SRDH2_96590.1
OG0005166	SBOV2_47830.1	SRDH2_49210.1
OG0005167	SBOV2_79380.1	SRDH2_82410.1, SRDH2_82400.1
OG0005168	SBOV2_48500.1, SBOV2_48500.2	SRDH2_49880.1
OG0005169	SBOV2_43710.1, SBOV2_43710.2, SBOV2_43710.3, SBOV2_43710.4, SBOV2_43710.5	SRDH2_44690.1
OG0005170	SBOV2_43020.4, SBOV2_43020.2, SBOV2_43020.1, SBOV2_43020.3	SRDH2_44040.1
OG0005171	SBOV2_5280.1	SRDH2_5380.3
OG0005172	SBOV2_53830.1, SBOV2_53830.2, SBOV2_53830.3	SRDH2_54330.1
OG0005174	SBOV2_85550.1	SRDH2_88850.1
OG0005175	SBOV2_94870.1	SRDH2_99240.1
OG0005176	SBOV2_42660.1, SBOV2_42660.2	SRDH2_43670.5, SRDH2_43670.4, SRDH2_43670.1, SRDH2_43670.3, SRDH2_43670.2
OG0005177	SBOV2_77090.1	SRDH2_80020.1
OG0005178	SBOV2_66300.1	SRDH2_69460.1
OG0005179	SBOV2_82470.1, SBOV2_82470.2, SBOV2_82470.3, SBOV2_82470.4	SRDH2_85630.1
OG0005180	SBOV2_20580.1	SRDH2_21540.1
OG0005181	SBOV2_81550.1, SBOV2_81550.2, SBOV2_81550.3	SRDH2_84640.1, SRDH2_84640.2
OG0005182	SBOV2_44860.1	SRDH2_46050.1
OG0005183	SBOV2_57810.1	SRDH2_59880.1, SRDH2_59880.2
OG0005184	SBOV2_59710.1	SRDH2_61740.1
OG0005185	SBOV2_70930.1	SRDH2_74060.1
OG0005186	SBOV2_63480.1	SRDH2_65590.1
OG0005187	SBOV2_1120.1	SRDH2_1090.1, SRDH2_1090.2
OG0005188	SBOV2_85950.1	SRDH2_90530.1
OG0005189	SBOV2_38640.1	SRDH2_29340.1
OG0005190	SBOV2_73090.1	SRDH2_75770.1
OG0005191	SBOV2_78540.1	SRDH2_81480.1
OG0005193	SBOV2_81260.1	SRDH2_84350.1
OG0005194	SBOV2_77140.1	SRDH2_80060.1
OG0005195	SBOV2_31300.1, SBOV2_31300.2, SBOV2_31300.3	SRDH2_33980.1
OG0005196	SBOV2_57570.2, SBOV2_57570.1	SRDH2_59740.1, SRDH2_59740.2
OG0005197	SBOV2_14120.1	SRDH2_13490.1, SRDH2_13490.2, SRDH2_13490.3
OG0005198	SBOV2_46070.1	SRDH2_47480.1
OG0005199	SBOV2_85940.1	SRDH2_90540.1
OG0005200	SBOV2_49820.1	SRDH2_51490.1
OG0005201	SBOV2_81890.1	SRDH2_84970.1, SRDH2_84970.3, SRDH2_84970.2
OG0005202	SBOV2_24550.1	SRDH2_25390.2, SRDH2_25390.3, SRDH2_25390.1
OG0005203	SBOV2_27220.1	SRDH2_40830.2, SRDH2_40830.1
OG0005204	SBOV2_15900.1	SRDH2_16810.1
OG0005205	SBOV2_3770.1	SRDH2_3820.1
OG0005206	SBOV2_53250.1, SBOV2_53250.2	SRDH2_53700.1
OG0005207	SBOV2_81770.1, SBOV2_81770.3, SBOV2_81770.2	SRDH2_84840.1
OG0005208	SBOV2_50810.1, SBOV2_50810.2, SBOV2_50810.3	SRDH2_55810.1
OG0005209	SBOV2_68890.2, SBOV2_68890.3	SRDH2_70640.1, SRDH2_70640.2
OG0005210	SBOV2_17050.1, SBOV2_17050.2	SRDH2_18100.1
OG0005211	SBOV2_50960.1, SBOV2_50960.2	SRDH2_55670.1
OG0005212	SBOV2_8370.1	SRDH2_8750.1
OG0005213	SBOV2_82420.1, SBOV2_82420.2	SRDH2_85570.3, SRDH2_85570.4, SRDH2_85570.2, SRDH2_85570.1
OG0005214	SBOV2_6660.1	SRDH2_6790.1
OG0005215	SBOV2_74060.1, SBOV2_74060.2	SRDH2_76780.1, SRDH2_76780.2
OG0005216	SBOV2_2110.1	SRDH2_2120.1
OG0005217	SBOV2_75840.1	SRDH2_78710.1, SRDH2_78710.2
OG0005218	SBOV2_89460.1	SRDH2_91500.1
OG0005219	SBOV2_8630.1	SRDH2_9050.1, SRDH2_9050.2, SRDH2_9050.3
OG0005220	SBOV2_4680.1	SRDH2_4700.2, SRDH2_4700.3, SRDH2_4700.1
OG0005221	SBOV2_28700.1	SRDH2_39210.1
OG0005222	SBOV2_300.1	SRDH2_350.1
OG0005223	SBOV2_71710.1	SRDH2_73240.1
OG0005224	SBOV2_67510.1	SRDH2_68230.2, SRDH2_68230.1
OG0005225	SBOV2_38280.3, SBOV2_38280.1, SBOV2_38280.2	SRDH2_29700.2, SRDH2_29700.3, SRDH2_29700.1
OG0005226	SBOV2_24560.2, SBOV2_24560.1, SBOV2_24560.3	SRDH2_25400.1
OG0005227	SBOV2_7940.3, SBOV2_7940.1, SBOV2_7940.2	SRDH2_7590.1, SRDH2_7590.2, SRDH2_7590.3
OG0005229	SBOV2_920.1, SBOV2_920.2	SRDH2_860.1
OG0005230	SBOV2_47170.1, SBOV2_47170.2	SRDH2_48590.1
OG0005231	SBOV2_43230.1	SRDH2_44200.3, SRDH2_44200.2, SRDH2_44200.6, SRDH2_44200.1, SRDH2_44200.4, SRDH2_44200.5
OG0005232	SBOV2_17670.1	SRDH2_18700.6, SRDH2_18700.1, SRDH2_18700.2, SRDH2_18700.5, SRDH2_18700.4, SRDH2_18700.3, SRDH2_18700.9, SRDH2_18700.7, SRDH2_18700.8
OG0005233	SBOV2_20630.1	SRDH2_21590.1
OG0005234	SBOV2_14840.1, SBOV2_14840.2, SBOV2_14840.3	SRDH2_15760.3, SRDH2_15760.1, SRDH2_15760.2
OG0005235	SBOV2_21050.1	SRDH2_23050.1
OG0005235	SBOV2_21040.1	SRDH2_23040.1
OG0005236	SBOV2_87530.1, SBOV2_87530.2	SRDH2_91220.1
OG0005237	SBOV2_83840.5, SBOV2_83840.6, SBOV2_83840.4, SBOV2_83840.1, SBOV2_83840.2, SBOV2_83840.3	SRDH2_87390.1
OG0005238	SBOV2_33530.1, SBOV2_33530.2, SBOV2_33530.3	SRDH2_36070.1
OG0005239	SBOV2_51590.1, SBOV2_51590.2, SBOV2_51590.4, SBOV2_51590.3	SRDH2_54930.1
OG0005240	SBOV2_63220.1	SRDH2_65280.5, SRDH2_65280.2, SRDH2_65280.3, SRDH2_65280.4, SRDH2_65280.6, SRDH2_65280.7, SRDH2_65280.1
OG0005241	SBOV2_65360.1, SBOV2_65370.1	SRDH2_66300.1, SRDH2_66300.2
OG0005242	SBOV2_62850.2, SBOV2_62850.1	SRDH2_64870.1
OG0005243	SBOV2_68500.1, SBOV2_68500.3, SBOV2_68500.2	SRDH2_71010.1
OG0005244	SBOV2_16340.2, SBOV2_16340.1, SBOV2_16340.3	SRDH2_17320.1, SRDH2_17330.1
OG0005246	SBOV2_26450.1	SRDH2_41700.1, SRDH2_41700.2
OG0005247	SBOV2_19270.1	SRDH2_20260.1, SRDH2_20260.4, SRDH2_20260.2, SRDH2_20260.3
OG0005248	SBOV2_68380.1	SRDH2_71130.1
OG0005249	SBOV2_13310.1, SBOV2_13310.2	SRDH2_12970.1
OG0005250	SBOV2_14340.1, SBOV2_14340.2, SBOV2_14340.3	SRDH2_12520.1
OG0005251	SBOV2_11970.1	SRDH2_14050.1
OG0005253	SBOV2_41890.1, SBOV2_41890.2	SRDH2_42980.1
