Orthogroup	schistosoma_bovis	trichobilharzia_regenti
OG0006207	SBOV2_19840.1, SBOV2_19840.5, SBOV2_19840.6, SBOV2_19840.2, SBOV2_19840.3, SBOV2_19840.4	TREG1_16180.1
OG0006208	SBOV2_2310.1	TREG1_2970.1
OG0006209	SBOV2_2560.1	TREG1_8150.1, TREG1_8130.1
OG0006210	SBOV2_7700.1, SBOV2_7680.1	TREG1_7410.1
OG0006211	SBOV2_29090.1, SBOV2_29090.2, SBOV2_29090.4, SBOV2_29090.3, SBOV2_29090.5, SBOV2_29090.6, SBOV2_29090.7	TREG1_43060.1
OG0006213	SBOV2_67030.1, SBOV2_67040.1, SBOV2_67050.1	TREG1_91300.1
OG0006214	SBOV2_67690.1	TREG1_93020.1
OG0006215	SBOV2_85010.1, SBOV2_84220.1	TREG1_113610.1
OG0006225	SBOV2_66340.1	TREG1_89800.1
OG0006226	SBOV2_9980.1	TREG1_2020.1
OG0006227	SBOV2_11210.1	TREG1_26810.1
OG0006228	SBOV2_41190.1	TREG1_38790.1
OG0006230	SBOV2_92280.1	TREG1_130350.1, TREG1_130350.2
OG0006231	SBOV2_27170.1	TREG1_57030.1, TREG1_57040.1, TREG1_57010.1
OG0006233	SBOV2_43580.1	TREG1_39280.1
OG0006234	SBOV2_13770.1, SBOV2_13770.2	TREG1_14560.1
OG0006235	SBOV2_25220.1	TREG1_31640.1
OG0006236	SBOV2_68400.1, SBOV2_68400.2	TREG1_93660.1
OG0006237	SBOV2_27570.1	TREG1_34730.1
OG0006238	SBOV2_35990.1, SBOV2_35990.2, SBOV2_35990.3	TREG1_46830.1
OG0006239	SBOV2_76210.1	TREG1_100460.1
OG0006240	SBOV2_82310.1	TREG1_115310.1
OG0006241	SBOV2_55200.1	TREG1_74940.1
OG0006242	SBOV2_14680.1	TREG1_20920.1
OG0006243	SBOV2_43100.1	TREG1_40520.1
OG0006244	SBOV2_68770.1	TREG1_94570.1, TREG1_94580.1, TREG1_94590.1
OG0006245	SBOV2_50290.1	TREG1_70490.1
OG0006246	SBOV2_80160.1	TREG1_111110.1
OG0006247	SBOV2_89040.1	TREG1_124420.1, TREG1_124420.2
OG0006248	SBOV2_90010.1	TREG1_129210.1
OG0006249	SBOV2_45290.1	TREG1_62800.1
OG0006250	SBOV2_34620.1, SBOV2_34620.2	TREG1_53180.1
OG0006251	SBOV2_15910.1	TREG1_9270.1, TREG1_9270.2
OG0006252	SBOV2_33140.2, SBOV2_33140.1	TREG1_52250.1
OG0006253	SBOV2_88780.1	TREG1_123750.1
OG0006254	SBOV2_2270.1	TREG1_129430.1, TREG1_129440.1, TREG1_3670.1
OG0006255	SBOV2_31780.1	TREG1_50070.1, TREG1_50070.2
OG0006256	SBOV2_27870.1	TREG1_41150.1
OG0006257	SBOV2_92830.1	TREG1_133370.1
OG0006258	SBOV2_66590.1	TREG1_82170.1
OG0006259	SBOV2_88870.1	TREG1_125990.1, TREG1_126010.1, TREG1_125980.1
OG0006260	SBOV2_23440.1, SBOV2_23440.2	TREG1_37590.1, TREG1_37590.2
OG0006261	SBOV2_75640.1	TREG1_104750.1
OG0006262	SBOV2_67840.1	TREG1_89870.1
OG0006263	SBOV2_83130.1	TREG1_112410.1
OG0006264	SBOV2_76730.1	TREG1_106060.1
OG0006265	SBOV2_22340.1	TREG1_60910.1
OG0006266	SBOV2_54850.1	TREG1_76500.1
OG0006267	SBOV2_27090.1	TREG1_57130.2, TREG1_57130.1, TREG1_57130.3
OG0006269	SBOV2_47710.1	TREG1_68410.1, TREG1_68410.2
OG0006270	SBOV2_15930.1	TREG1_9290.1
OG0006271	SBOV2_18880.1	TREG1_24580.1
OG0006272	SBOV2_9490.1	TREG1_4070.1
OG0006273	SBOV2_43720.1	TREG1_30540.1
OG0006274	SBOV2_44680.1	TREG1_31340.1
OG0006275	SBOV2_79580.1	TREG1_109320.1
OG0006276	SBOV2_84890.1, SBOV2_84890.2	TREG1_118320.1, TREG1_118320.2
OG0006277	SBOV2_43360.1	TREG1_40490.1
OG0006278	SBOV2_83850.1	TREG1_117350.1, TREG1_95640.1
OG0006279	SBOV2_27700.1	TREG1_40920.1, TREG1_92720.1
OG0006280	SBOV2_11740.1	TREG1_15220.1
OG0006281	SBOV2_35270.1	TREG1_53960.1
OG0006282	SBOV2_76820.1	TREG1_105960.1
OG0006283	SBOV2_26360.1	TREG1_38070.1, TREG1_38070.2
OG0006284	SBOV2_71560.1	TREG1_101640.1, TREG1_101640.2, TREG1_101640.3
OG0006285	SBOV2_51380.1	TREG1_70750.1
OG0006286	SBOV2_62120.1	TREG1_90100.1
OG0006287	SBOV2_73010.1, SBOV2_73010.2	TREG1_106780.1, TREG1_106780.2, TREG1_106780.3, TREG1_106780.4
OG0006288	SBOV2_73150.1	TREG1_97130.1, TREG1_97140.1
OG0006289	SBOV2_76700.1	TREG1_106140.1, TREG1_106160.1
OG0006290	SBOV2_64280.1, SBOV2_64280.2	TREG1_85820.1
OG0006291	SBOV2_61280.1, SBOV2_61280.2	TREG1_87420.1, TREG1_87420.2, TREG1_87420.3, TREG1_87420.4
OG0006292	SBOV2_68040.1	TREG1_90710.1
OG0006293	SBOV2_95030.1	TREG1_135140.1
OG0006294	SBOV2_24000.1	TREG1_33370.1
OG0006295	SBOV2_94040.1	TREG1_136130.1
OG0006296	SBOV2_26950.1	TREG1_56750.1
OG0006297	SBOV2_40850.1	TREG1_60440.1
OG0006298	SBOV2_350.1, SBOV2_350.2, SBOV2_350.3	TREG1_10400.1
OG0006299	SBOV2_2300.1	TREG1_2960.1
OG0006300	SBOV2_9130.1	TREG1_1220.1
OG0006301	SBOV2_8140.1	TREG1_137530.1, TREG1_137530.2, TREG1_137530.3, TREG1_25470.1
OG0006302	SBOV2_51060.1	TREG1_61740.1
OG0006303	SBOV2_1510.1	TREG1_12580.4, TREG1_12580.3, TREG1_12580.1, TREG1_12580.2
OG0006304	SBOV2_48560.1	TREG1_69430.1, TREG1_69420.1
OG0006305	SBOV2_67760.1, SBOV2_67760.3	TREG1_90780.1
OG0006306	SBOV2_17170.1	TREG1_13710.1
OG0006307	SBOV2_32290.1, SBOV2_32290.2	TREG1_50590.1
OG0006308	SBOV2_72380.1, SBOV2_72380.2	TREG1_100870.1
OG0006309	SBOV2_77830.1	TREG1_108250.1
OG0006310	SBOV2_6250.1	TREG1_25900.1, TREG1_25890.1
OG0006311	SBOV2_89400.3, SBOV2_89400.2, SBOV2_89400.1	TREG1_127380.22, TREG1_127380.20, TREG1_127380.21, TREG1_127420.1
OG0006312	SBOV2_76590.1	TREG1_104480.1
OG0006313	SBOV2_75090.1	TREG1_101430.1
OG0006314	SBOV2_70010.1	TREG1_103150.1
OG0006315	SBOV2_91910.1	TREG1_134040.1
OG0006316	SBOV2_68070.1	TREG1_90690.1
OG0006317	SBOV2_49350.1	TREG1_69800.1, TREG1_69800.2
OG0006318	SBOV2_49600.1	TREG1_67940.1
OG0006319	SBOV2_87790.1, SBOV2_87790.2	TREG1_118980.1
OG0006320	SBOV2_36570.1	TREG1_43610.1
OG0006321	SBOV2_1030.1	TREG1_13280.1
OG0006322	SBOV2_55050.1	TREG1_74070.1, TREG1_74210.1, TREG1_74080.1, TREG1_74200.1
OG0006323	SBOV2_33670.1	TREG1_53510.1
OG0006324	SBOV2_19850.1	TREG1_110460.1
OG0006325	SBOV2_5740.1	TREG1_4120.1
OG0006326	SBOV2_94880.1	TREG1_134880.1, TREG1_134870.1
OG0006327	SBOV2_24380.1, SBOV2_24370.1	TREG1_54660.1
OG0006328	SBOV2_57770.1	TREG1_79970.1
OG0006329	SBOV2_66550.1	TREG1_82390.1
OG0006330	SBOV2_89930.1	TREG1_119070.1, TREG1_119070.3, TREG1_119070.2
OG0006331	SBOV2_59060.1, SBOV2_59060.2	TREG1_80890.1
OG0006332	SBOV2_44640.1, SBOV2_44640.2	TREG1_36170.1, TREG1_36170.2
OG0006333	SBOV2_59700.1, SBOV2_59700.2	TREG1_86730.1, TREG1_86730.2
OG0006334	SBOV2_81910.1	TREG1_114950.1
OG0006335	SBOV2_93960.1	TREG1_132100.1, TREG1_132100.2
OG0006336	SBOV2_21260.1	TREG1_27440.1
OG0006338	SBOV2_20600.1	TREG1_2060.1
OG0006339	SBOV2_32100.1	TREG1_52660.1, TREG1_52660.2, TREG1_52660.3
OG0006340	SBOV2_42960.1	TREG1_42980.1
OG0006341	SBOV2_53810.1	TREG1_68870.1, TREG1_68870.2, TREG1_68870.3
OG0006342	SBOV2_83510.1	TREG1_110480.1, TREG1_110480.2
OG0006343	SBOV2_60580.1	TREG1_86650.2, TREG1_86650.1, TREG1_86650.3
OG0006344	SBOV2_25470.1, SBOV2_25470.2	TREG1_51690.1
OG0006345	SBOV2_70280.1	TREG1_95490.1
OG0006346	SBOV2_87680.1	TREG1_123220.1
OG0006347	SBOV2_39920.1	TREG1_38020.1
OG0006348	SBOV2_44590.1, SBOV2_44590.2, SBOV2_44590.3	TREG1_36210.1
OG0006349	SBOV2_8360.1	TREG1_6770.1
OG0006350	SBOV2_30500.1	TREG1_47200.1
OG0006351	SBOV2_76080.1	TREG1_100280.1
OG0006352	SBOV2_14280.1, SBOV2_14280.2	TREG1_14490.1, TREG1_14490.2
OG0006353	SBOV2_69100.1, SBOV2_69100.2	TREG1_95890.1
OG0006354	SBOV2_70960.2, SBOV2_70960.1	TREG1_103420.1
OG0006355	SBOV2_54160.1	TREG1_64390.1, TREG1_64390.2
OG0006356	SBOV2_78430.1	TREG1_109530.1
OG0006357	SBOV2_83040.1	TREG1_117440.1
OG0006358	SBOV2_15640.2, SBOV2_15640.1	TREG1_30420.1
OG0006359	SBOV2_54490.1	TREG1_65280.1
OG0006361	SBOV2_51090.1, SBOV2_51090.2	TREG1_61720.1
OG0006362	SBOV2_19380.1	TREG1_22420.1, TREG1_22420.2
OG0006363	SBOV2_13940.2, SBOV2_13940.1	TREG1_15430.2, TREG1_15430.1, TREG1_15430.3
OG0006364	SBOV2_81830.1, SBOV2_81830.2	TREG1_114670.1
OG0006365	SBOV2_21410.1, SBOV2_21410.2	TREG1_23830.1, TREG1_23830.2
OG0006366	SBOV2_52920.1	TREG1_73710.1
OG0006367	SBOV2_69230.1	TREG1_99510.1, TREG1_99510.2
OG0006368	SBOV2_63170.1, SBOV2_63170.2	TREG1_85630.1
OG0006369	SBOV2_84310.1	TREG1_116420.1, TREG1_116430.1
OG0006370	SBOV2_70610.1, SBOV2_70610.2	TREG1_99920.1, TREG1_99920.2
OG0006371	SBOV2_80150.1	TREG1_111120.1
OG0006373	SBOV2_77690.1	TREG1_104460.1, TREG1_104460.2
OG0006374	SBOV2_54670.1	TREG1_68590.1
OG0006375	SBOV2_20660.1	TREG1_24390.1
OG0006376	SBOV2_86300.1	TREG1_120600.1
OG0006377	SBOV2_61080.1, SBOV2_61080.2, SBOV2_61080.3, SBOV2_61110.1	TREG1_88130.1, TREG1_88130.2
OG0006378	SBOV2_51810.1	TREG1_71460.1
OG0006379	SBOV2_85410.1	TREG1_121900.1
OG0006381	SBOV2_74320.1	TREG1_107180.1, TREG1_100040.4, TREG1_100040.3, TREG1_100040.2, TREG1_100040.1
OG0006382	SBOV2_84550.1	TREG1_116850.1
OG0006383	SBOV2_80570.1	TREG1_111660.1
OG0006384	SBOV2_59100.4, SBOV2_59100.1, SBOV2_59100.2, SBOV2_59100.3	TREG1_80830.1
OG0006385	SBOV2_17240.1	TREG1_16740.1
OG0006386	SBOV2_55890.1	TREG1_77390.1
OG0006387	SBOV2_77410.1	TREG1_104180.1
OG0006388	SBOV2_59180.1	TREG1_87370.1
OG0006389	SBOV2_83860.1	TREG1_117370.1
OG0006390	SBOV2_65300.1	TREG1_82780.1, TREG1_82780.2
OG0006391	SBOV2_65290.1	TREG1_82770.1, TREG1_82760.1
OG0006392	SBOV2_95530.1	TREG1_135120.1
OG0006393	SBOV2_68830.1	TREG1_92630.1, TREG1_94500.1
OG0006394	SBOV2_47450.1	TREG1_64780.1, TREG1_64780.2
OG0006395	SBOV2_13850.1	TREG1_8330.1
OG0006396	SBOV2_20010.1, SBOV2_20010.2, SBOV2_20010.3, SBOV2_20010.4, SBOV2_20010.5	TREG1_21760.1
OG0006397	SBOV2_77930.1	TREG1_108450.1, TREG1_108450.2
OG0006398	SBOV2_5960.1	TREG1_17410.1, TREG1_18540.1
OG0006399	SBOV2_12580.1, SBOV2_12580.2	TREG1_30040.1
OG0006400	SBOV2_74400.1	TREG1_106390.1
OG0006401	SBOV2_46490.1	TREG1_72190.1
OG0006402	SBOV2_25340.1	TREG1_48480.1
OG0006403	SBOV2_460.1	TREG1_560.1
OG0006404	SBOV2_33950.1	TREG1_58560.1
OG0006405	SBOV2_49550.1	TREG1_65350.1
OG0006406	SBOV2_52990.1	TREG1_65440.1, TREG1_65440.2, TREG1_65440.3
OG0006407	SBOV2_18920.1, SBOV2_18910.1	TREG1_24540.1, TREG1_24540.2, TREG1_24540.3, TREG1_24540.4
OG0006408	SBOV2_75150.2, SBOV2_75150.1, SBOV2_75170.1	TREG1_105120.1
OG0006409	SBOV2_53710.1, SBOV2_53710.2	TREG1_64690.1
OG0006410	SBOV2_960.1	TREG1_14420.1, TREG1_93770.1
OG0006411	SBOV2_1950.1	TREG1_9940.1
OG0006412	SBOV2_17140.1	TREG1_13750.1
OG0006413	SBOV2_89990.1	TREG1_129190.1
OG0006414	SBOV2_85300.1	TREG1_122010.1
OG0006415	SBOV2_23930.1	TREG1_60390.1
OG0006416	SBOV2_60070.1, SBOV2_60070.2, SBOV2_60070.3	TREG1_85390.1
OG0006417	SBOV2_49440.1	TREG1_76730.1
OG0006418	SBOV2_8700.1	TREG1_11140.2, TREG1_11140.1
OG0006419	SBOV2_39520.1, SBOV2_39520.2	TREG1_37250.1, TREG1_37260.1, TREG1_37260.2, TREG1_37260.4, TREG1_37260.3
OG0006420	SBOV2_63270.1	TREG1_83370.1
OG0006421	SBOV2_5580.1	TREG1_13100.1
OG0006422	SBOV2_87920.1	TREG1_122900.1
OG0006423	SBOV2_81840.1	TREG1_114860.1, TREG1_114790.1
OG0006424	SBOV2_49530.1	TREG1_67860.1
OG0006425	SBOV2_77750.1, SBOV2_77750.2	TREG1_108330.1
OG0006426	SBOV2_19830.1	TREG1_16170.1
OG0006427	SBOV2_34610.1	TREG1_53200.1
OG0006428	SBOV2_320.1, SBOV2_320.2	TREG1_10430.1
OG0006429	SBOV2_10730.1	TREG1_7870.1
OG0006430	SBOV2_3250.1	TREG1_13040.1, TREG1_13040.2, TREG1_13040.3
OG0006431	SBOV2_90160.1, SBOV2_90160.3, SBOV2_90160.2	TREG1_129390.1, TREG1_129390.2
OG0006432	SBOV2_78120.1	TREG1_109860.1
OG0006433	SBOV2_42050.1	TREG1_42430.1
OG0006434	SBOV2_92180.1	TREG1_130520.1
OG0006436	SBOV2_68720.1	TREG1_94370.1
OG0006437	SBOV2_90540.1, SBOV2_90530.1	TREG1_124820.1, TREG1_124820.2
OG0006438	SBOV2_75730.1	TREG1_106930.1
OG0006439	SBOV2_13120.1	TREG1_35310.1, TREG1_14790.1
OG0006440	SBOV2_54790.1	TREG1_76450.5, TREG1_76590.1
OG0006441	SBOV2_94810.2, SBOV2_94810.1, SBOV2_94840.1	TREG1_135020.1, TREG1_135020.2, TREG1_135090.1
OG0006442	SBOV2_32730.1	TREG1_36930.1, TREG1_36930.2, TREG1_36930.3
OG0006443	SBOV2_19200.1	TREG1_15100.1
OG0006444	SBOV2_89110.1	TREG1_129110.1
OG0006445	SBOV2_69500.1	TREG1_97850.1, TREG1_97860.1
OG0006446	SBOV2_53470.1	TREG1_66770.1
OG0006449	SBOV2_35890.2, SBOV2_35890.1	TREG1_58450.1
OG0006450	SBOV2_2710.1	TREG1_15590.1, TREG1_15590.2, TREG1_15590.3
OG0006451	SBOV2_70550.1	TREG1_99980.1
OG0006452	SBOV2_55770.1	TREG1_75900.1
OG0006453	SBOV2_68760.1	TREG1_94600.1
OG0006454	SBOV2_9500.1	TREG1_5800.1
OG0006455	SBOV2_54940.1	TREG1_74620.1
OG0006456	SBOV2_1700.1, SBOV2_1700.2	TREG1_1640.1
OG0006457	SBOV2_51120.1, SBOV2_51120.2	TREG1_61670.1
OG0006458	SBOV2_66150.1	TREG1_89720.1, TREG1_89720.2, TREG1_89720.3
OG0006459	SBOV2_55250.1	TREG1_74830.1
OG0006460	SBOV2_64920.1	TREG1_87870.1
OG0006461	SBOV2_85510.1	TREG1_121800.1
OG0006462	SBOV2_49810.1	TREG1_75070.1
OG0006463	SBOV2_61740.1	TREG1_86840.1
OG0006464	SBOV2_21510.1	TREG1_24010.1
OG0006465	SBOV2_76410.1	TREG1_107160.1
OG0006466	SBOV2_87180.1	TREG1_119020.1
OG0006467	SBOV2_10330.1	TREG1_72040.1
OG0006468	SBOV2_41810.1	TREG1_42240.1, TREG1_42250.1, TREG1_42250.2
OG0006469	SBOV2_14520.1	TREG1_14660.1
OG0006470	SBOV2_58040.1, SBOV2_58010.1	TREG1_78550.1, TREG1_78550.2, TREG1_78550.3
OG0006471	SBOV2_82980.1, SBOV2_82980.2, SBOV2_82980.3	TREG1_117550.1, TREG1_117550.2
OG0006472	SBOV2_82950.1	TREG1_117670.1
OG0006473	SBOV2_61580.1	TREG1_85160.1
OG0006474	SBOV2_65690.1	TREG1_81260.1
OG0006475	SBOV2_13200.1, SBOV2_13200.2	TREG1_30200.1, TREG1_30200.2
OG0006476	SBOV2_3200.1	TREG1_13080.1
OG0006477	SBOV2_39950.1	TREG1_33710.1
OG0006478	SBOV2_7830.1	TREG1_19600.1, TREG1_19600.2, TREG1_19600.3
OG0006479	SBOV2_42440.1	TREG1_39450.1, TREG1_39450.2, TREG1_39450.3, TREG1_39450.4, TREG1_39450.5, TREG1_39450.6, TREG1_39450.7, TREG1_39450.8
OG0006480	SBOV2_21700.1	TREG1_102290.1
OG0006481	SBOV2_66680.1	TREG1_88440.1
OG0006482	SBOV2_19120.1	TREG1_14950.1, TREG1_14950.2
OG0006483	SBOV2_59950.1	TREG1_86230.1
OG0006484	SBOV2_69710.1	TREG1_96370.3, TREG1_96370.1, TREG1_96370.2, TREG1_96370.4
OG0006485	SBOV2_4390.2, SBOV2_4390.1, SBOV2_4390.3	TREG1_12760.1, TREG1_12760.2
OG0006486	SBOV2_21710.1	TREG1_26720.1
OG0006487	SBOV2_72700.1	TREG1_106270.1
OG0006488	SBOV2_15850.1	TREG1_17000.1
OG0006489	SBOV2_10930.1	TREG1_30390.1, TREG1_30390.2, TREG1_30390.3
OG0006490	SBOV2_7690.1	TREG1_7420.1
OG0006491	SBOV2_84400.1, SBOV2_84400.2, SBOV2_84400.3, SBOV2_84400.4	TREG1_116470.1
OG0006492	SBOV2_36120.2, SBOV2_36120.1	TREG1_54170.1
OG0006493	SBOV2_22640.1, SBOV2_22640.2	TREG1_32390.1
OG0006494	SBOV2_62370.1	TREG1_86400.1
OG0006496	SBOV2_44490.1	TREG1_36090.1, TREG1_36090.2
OG0006497	SBOV2_12820.1	TREG1_10710.1, TREG1_10710.2
OG0006498	SBOV2_1860.1	TREG1_1580.1
OG0006499	SBOV2_5650.1, SBOV2_5650.2	TREG1_11310.1
OG0006501	SBOV2_88300.1	TREG1_141340.1, TREG1_141340.2, TREG1_141340.3
OG0006502	SBOV2_69090.1	TREG1_96440.1, TREG1_96440.2
OG0006503	SBOV2_79450.1	TREG1_101140.1
OG0006504	SBOV2_80410.1, SBOV2_80380.1	TREG1_111590.1, TREG1_111590.2
OG0006505	SBOV2_82250.1	TREG1_110230.1
OG0006506	SBOV2_66260.1	TREG1_89550.1
OG0006507	SBOV2_61500.1	TREG1_88340.1, TREG1_88340.2, TREG1_88340.3, TREG1_88340.4
OG0006508	SBOV2_65720.1	TREG1_91170.1
OG0006509	SBOV2_92910.1	TREG1_133450.1
OG0006510	SBOV2_40810.1	TREG1_59600.1
OG0006512	SBOV2_33100.1	TREG1_55540.1, TREG1_55540.2, TREG1_55540.3, TREG1_55540.4
OG0006513	SBOV2_30090.1	TREG1_39920.1
OG0006514	SBOV2_81730.1	TREG1_32430.1, TREG1_32420.1, TREG1_32440.1
OG0006515	SBOV2_41800.1	TREG1_42220.1, TREG1_42230.1, TREG1_42190.8, TREG1_42190.7
OG0006516	SBOV2_36890.1	TREG1_50350.1
OG0006517	SBOV2_94310.1, SBOV2_94310.2, SBOV2_94310.3	TREG1_132130.1
OG0006518	SBOV2_94980.1	TREG1_134700.1
OG0006519	SBOV2_92440.1	TREG1_130200.1
OG0006520	SBOV2_93550.1, SBOV2_93550.2	TREG1_132910.1, TREG1_132860.1, TREG1_132870.2, TREG1_132890.1, TREG1_132870.1
OG0006522	SBOV2_46380.1	TREG1_72290.1
OG0006523	SBOV2_76050.1, SBOV2_76050.3, SBOV2_76050.2	TREG1_100240.1
OG0006524	SBOV2_71840.1, SBOV2_71840.2	TREG1_108560.1
OG0006525	SBOV2_63300.1	TREG1_83240.1
OG0006527	SBOV2_26380.1, SBOV2_26510.1	TREG1_57520.1
OG0006528	SBOV2_43930.1, SBOV2_43920.1	TREG1_31320.1
OG0006529	SBOV2_17870.1	TREG1_22900.2, TREG1_22900.1, TREG1_22900.3, TREG1_22900.5, TREG1_22900.4
OG0006530	SBOV2_100.1, SBOV2_92070.1	TREG1_6670.1, TREG1_143400.1, TREG1_144300.1, TREG1_17560.1, TREG1_30300.1, TREG1_30330.1, TREG1_144280.1, TREG1_30290.1, TREG1_30320.1
OG0006533	SBOV2_86170.1	TREG1_121540.1
OG0006543	SBOV2_82300.1	TREG1_115290.1
OG0006544	SBOV2_94660.1	TREG1_135600.1, TREG1_135630.1
OG0006546	SBOV2_87890.1, SBOV2_87890.2	TREG1_122430.1
OG0006547	SBOV2_47350.1	TREG1_64980.1, TREG1_64980.2, TREG1_64980.3
OG0006548	SBOV2_91510.1	TREG1_130740.1
OG0006549	SBOV2_68410.1	TREG1_93670.1
OG0006550	SBOV2_55210.1, SBOV2_55210.2	TREG1_74930.1
OG0006551	SBOV2_73890.1	TREG1_107280.1, TREG1_107280.2
OG0006552	SBOV2_14670.1	TREG1_20910.1
OG0006553	SBOV2_76340.1	TREG1_102620.1
OG0006554	SBOV2_43060.1	TREG1_34520.1
OG0006555	SBOV2_91410.1	TREG1_129050.1
OG0006556	SBOV2_51680.1	TREG1_69610.1, TREG1_69620.1
OG0006557	SBOV2_60510.1, SBOV2_60510.2	TREG1_83720.1
OG0006558	SBOV2_70400.1	TREG1_95660.1, TREG1_95650.1
OG0006559	SBOV2_5170.2	TREG1_4020.1
OG0006560	SBOV2_40880.1	TREG1_59690.1
OG0006562	SBOV2_13230.1	TREG1_15260.1, TREG1_15260.2
OG0006563	SBOV2_86400.1	TREG1_120440.1
OG0006564	SBOV2_28740.2, SBOV2_28740.1	TREG1_57890.1
OG0006565	SBOV2_16170.1	TREG1_17500.1
OG0006566	SBOV2_38370.1	TREG1_46160.1
OG0006567	SBOV2_37390.1	TREG1_49160.1
OG0006568	SBOV2_20220.1	TREG1_28380.1
OG0006569	SBOV2_38390.1	TREG1_46370.1
OG0006570	SBOV2_50020.1	TREG1_73340.1
OG0006571	SBOV2_61410.1	TREG1_85700.1
OG0006572	SBOV2_45690.1	TREG1_62260.1
OG0006573	SBOV2_1980.1	TREG1_10050.1
OG0006574	SBOV2_66170.1	TREG1_89710.1
OG0006575	SBOV2_57290.1	TREG1_78090.1
OG0006576	SBOV2_57400.1, SBOV2_57400.2	TREG1_79290.1
OG0006577	SBOV2_31920.1	TREG1_44000.1
OG0006578	SBOV2_47200.1	TREG1_63950.1, TREG1_63950.2, TREG1_63950.3
OG0006579	SBOV2_41690.1, SBOV2_41690.2	TREG1_42050.1
OG0006580	SBOV2_75710.1	TREG1_101950.1
OG0006581	SBOV2_40890.1	TREG1_59710.1, TREG1_59710.2
OG0006582	SBOV2_36980.1	TREG1_53010.1
OG0006583	SBOV2_85920.1	TREG1_120110.1
OG0006584	SBOV2_2530.1	TREG1_129120.1
OG0006585	SBOV2_17530.3, SBOV2_17530.1, SBOV2_17530.2	TREG1_19390.1
OG0006586	SBOV2_30250.1	TREG1_43090.1, TREG1_43110.1, TREG1_43110.2
OG0006588	SBOV2_13590.1	TREG1_18290.1
OG0006589	SBOV2_20880.1	TREG1_28800.1, TREG1_28800.2
OG0006590	SBOV2_20870.1	TREG1_28770.1
OG0006592	SBOV2_83770.1	TREG1_115600.1
OG0006593	SBOV2_70100.1	TREG1_95130.1
OG0006594	SBOV2_53720.1	TREG1_138240.1
OG0006595	SBOV2_52120.1	TREG1_67620.1
OG0006596	SBOV2_77870.1	TREG1_2290.1
OG0006597	SBOV2_76690.1	TREG1_106170.1
OG0006598	SBOV2_92860.1	TREG1_133390.1
OG0006599	SBOV2_22880.1	TREG1_32700.1
OG0006600	SBOV2_78150.1	TREG1_109810.1, TREG1_138170.1
OG0006601	SBOV2_53760.1	TREG1_68860.1
OG0006602	SBOV2_24700.1, SBOV2_24700.2	TREG1_31500.1, TREG1_31500.2
OG0006603	SBOV2_91960.1	TREG1_133020.1
OG0006604	SBOV2_55110.1	TREG1_74340.1
OG0006605	SBOV2_18110.1	TREG1_16210.1, TREG1_16210.2
OG0006606	SBOV2_72260.1, SBOV2_72260.2	TREG1_104050.1, TREG1_104050.2
OG0006607	SBOV2_41240.1, SBOV2_41240.2	TREG1_39120.1, TREG1_39120.2, TREG1_39120.3
OG0006608	SBOV2_20280.1	TREG1_21260.1, TREG1_21260.2
OG0006610	SBOV2_79890.1	TREG1_112500.1, TREG1_130100.1
OG0006613	SBOV2_55470.1	TREG1_76390.1
OG0006614	SBOV2_65090.1	TREG1_88080.1, TREG1_88080.2
OG0006615	SBOV2_33520.1	TREG1_53800.1
OG0006616	SBOV2_70490.1	TREG1_95840.1
OG0006617	SBOV2_69130.1, SBOV2_69130.2	TREG1_95920.1
OG0006618	SBOV2_30580.1	TREG1_47170.1, TREG1_47170.2
OG0006619	SBOV2_23600.1	TREG1_59270.3, TREG1_59330.1
OG0006620	SBOV2_2150.1	TREG1_12310.1, TREG1_12310.2
OG0006621	SBOV2_91260.1	TREG1_128010.1
OG0006622	SBOV2_15950.1	TREG1_9330.1
OG0006623	SBOV2_65870.1, SBOV2_65840.1, SBOV2_65840.2	TREG1_82460.1
OG0006624	SBOV2_33020.1	TREG1_55650.1
OG0006625	SBOV2_61320.1	TREG1_84420.1
OG0006627	SBOV2_55780.1	TREG1_75920.1, TREG1_75990.1
OG0006628	SBOV2_91330.1	TREG1_127910.1
OG0006629	SBOV2_74730.1, SBOV2_74730.2, SBOV2_74730.3	TREG1_98510.1
OG0006630	SBOV2_80790.1	TREG1_112090.1
OG0006631	SBOV2_54190.1	TREG1_64340.1
OG0006632	SBOV2_28590.1, SBOV2_28590.2	TREG1_45020.1
OG0006633	SBOV2_69240.1	TREG1_99500.1
OG0006634	SBOV2_26890.1	TREG1_56690.1
OG0006635	SBOV2_7030.1	TREG1_24980.1
OG0006636	SBOV2_24290.2, SBOV2_24290.1, SBOV2_24290.3	TREG1_54560.1
OG0006637	SBOV2_42480.1	TREG1_39410.1, TREG1_39410.2
OG0006638	SBOV2_7070.1	TREG1_25850.1
OG0006639	SBOV2_79150.1	TREG1_97790.1
OG0006640	SBOV2_8900.1	TREG1_11510.1, TREG1_11510.2
OG0006641	SBOV2_75050.1	TREG1_98420.1, TREG1_98430.1
OG0006642	SBOV2_64020.1	TREG1_81070.1
OG0006643	SBOV2_57760.1, SBOV2_57720.1	TREG1_79980.1
OG0006644	SBOV2_24030.1	TREG1_33400.1
OG0006645	SBOV2_60590.1, SBOV2_60590.2, SBOV2_60590.3	TREG1_86640.1, TREG1_86640.2
OG0006646	SBOV2_53940.1	TREG1_68810.1, TREG1_68810.2
