Orthogroup	schistosoma_turkestanicum	opisthorchis_viverrini
OG0006856	STRK1_42460.1, STRK1_42460.2	T265_16309
OG0006860	STRK1_3100.1	T265_11734
OG0006861	STRK1_47380.1	T265_13231
OG0006863	STRK1_49170.1, STRK1_49170.2	T265_11398
OG0006864	STRK1_51300.1	T265_00461
OG0006865	STRK1_23290.1	T265_11837
OG0006866	STRK1_34190.1	T265_00716
OG0006868	STRK1_10010.1	T265_13505
OG0006870	STRK1_30330.1	T265_01915
OG0006871	STRK1_84830.1, STRK1_84840.1	T265_15166
OG0006872	STRK1_51380.1	T265_00059
OG0006873	STRK1_6300.1	T265_03060
OG0006874	STRK1_13850.1	T265_06195
OG0006875	STRK1_62660.1	T265_10107
OG0006877	STRK1_51130.1	T265_00054
OG0006878	STRK1_80140.1	T265_04650
OG0006879	STRK1_103170.1	T265_10539
OG0006880	STRK1_78960.1	T265_07814
OG0006881	STRK1_86750.1, STRK1_86770.1	T265_10807
OG0006883	STRK1_26260.1	T265_07476
OG0006884	STRK1_69710.1	T265_10639
OG0006886	STRK1_27810.1	T265_06262
OG0006887	STRK1_22460.1	T265_03261
OG0006888	STRK1_33130.1, STRK1_33130.2	T265_14329
OG0006889	STRK1_85440.1	T265_03887
OG0006890	STRK1_86980.1	T265_07357
OG0006892	STRK1_106330.1	T265_15484
OG0006893	STRK1_27110.1	T265_12782
OG0006894	STRK1_93280.1, STRK1_95270.1	T265_11279
OG0006895	STRK1_34880.1	T265_06867
OG0006897	STRK1_37930.1	T265_02572
OG0006898	STRK1_49940.1	T265_10956
OG0006899	STRK1_32590.1	T265_10826
OG0006900	STRK1_90130.1	T265_11072
OG0006901	STRK1_64110.1, STRK1_64110.2	T265_10142
OG0006903	STRK1_4980.1	T265_02091
OG0006904	STRK1_47560.1	T265_00478
OG0006905	STRK1_89980.1	T265_05648
OG0006906	STRK1_54090.1	T265_06776
OG0006907	STRK1_48430.1	T265_05472
OG0006908	STRK1_42320.1	T265_15471
OG0006909	STRK1_8590.2, STRK1_8590.1, STRK1_8590.3, STRK1_8590.4	T265_13530
OG0006911	STRK1_47200.1	T265_01351
OG0006912	STRK1_11340.1	T265_03021
OG0006913	STRK1_13380.1	T265_13251
OG0006914	STRK1_102180.1	T265_07635
OG0006915	STRK1_31640.1	T265_06054
OG0006916	STRK1_93550.1	T265_11420
OG0006917	STRK1_16740.1, STRK1_16740.2	T265_00954
OG0006918	STRK1_31570.1	T265_02805
OG0006920	STRK1_26050.1	T265_04233
OG0006921	STRK1_60560.1	T265_01451
OG0006922	STRK1_8080.1	T265_11866
OG0006923	STRK1_90010.1	T265_10133
OG0006924	STRK1_76640.1	T265_01985
OG0006925	STRK1_48540.1	T265_09437
OG0006927	STRK1_47280.1	T265_02694
OG0006928	STRK1_15070.1	T265_09545
OG0006929	STRK1_80340.1	T265_02238, T265_02239
OG0006931	STRK1_9640.1	T265_14441
OG0006933	STRK1_46970.1	T265_00358
OG0006934	STRK1_37390.1	T265_08104
OG0006935	STRK1_69030.1	T265_12752
OG0006936	STRK1_104220.1, STRK1_104710.1	T265_09992
OG0006937	STRK1_48670.1	T265_02852
OG0006938	STRK1_86350.1	T265_02641
OG0006939	STRK1_41420.1, STRK1_41420.2	T265_04096
OG0006940	STRK1_5160.1	T265_09062
OG0006941	STRK1_4050.1	T265_14242
OG0006942	STRK1_13790.1	T265_04946
OG0006943	STRK1_91670.1	T265_10286
OG0006944	STRK1_69910.1	T265_14972
OG0006946	STRK1_7530.1	T265_08530
OG0006948	STRK1_35490.1	T265_13602
OG0006949	STRK1_71870.1	T265_06120
OG0006950	STRK1_72310.1	T265_14502
OG0006951	STRK1_111000.1, STRK1_111010.1	T265_05506
OG0006952	STRK1_23950.1, STRK1_23960.1	T265_15597
OG0006953	STRK1_57250.1	T265_12564
OG0006954	STRK1_46860.1	T265_12955
OG0006956	STRK1_58240.1	T265_14691
OG0006957	STRK1_69270.1, STRK1_69270.2	T265_10694
OG0006958	STRK1_66990.1	T265_02049
OG0006959	STRK1_98770.1, STRK1_84140.1	T265_10804
OG0006962	STRK1_46080.1	T265_05932
OG0006963	STRK1_50310.1, STRK1_110230.1	T265_14844
OG0006964	STRK1_59770.1	T265_08937
OG0006965	STRK1_35670.1, STRK1_97880.1	T265_08989
OG0006966	STRK1_60760.1	T265_02533
OG0006967	STRK1_85460.1	T265_04778
OG0006968	STRK1_33120.1	T265_04728
OG0006969	STRK1_69210.1	T265_12516
OG0006970	STRK1_69220.1	T265_00339
OG0006971	STRK1_78210.1	T265_06978
OG0006972	STRK1_60350.1	T265_02545
OG0006974	STRK1_78440.1	T265_06012
OG0006975	STRK1_20940.1	T265_06684
OG0006976	STRK1_66770.1	T265_13703
OG0006977	STRK1_33880.1	T265_06254
OG0006978	STRK1_27150.1, STRK1_100060.1	T265_06003
OG0006979	STRK1_62980.1	T265_15110
OG0006982	STRK1_54160.1	T265_00137
OG0006983	STRK1_2980.1	T265_07247
OG0006984	STRK1_52020.1	T265_00095
OG0006985	STRK1_39040.1	T265_04089
OG0006986	STRK1_16720.1	T265_06305
OG0006987	STRK1_74620.1, STRK1_74620.2	T265_01944
OG0006988	STRK1_104470.1, STRK1_74630.1	T265_01942
OG0006989	STRK1_72730.1	T265_08221
OG0006990	STRK1_1580.1	T265_01798
OG0006993	STRK1_14000.1	T265_14598
OG0006994	STRK1_6770.1	T265_14027
OG0006996	STRK1_91320.1	T265_07838
OG0006997	STRK1_83340.1	T265_03784
OG0006998	STRK1_76020.1	T265_05829
OG0006999	STRK1_43710.1	T265_00467
OG0007000	STRK1_93970.1	T265_09618
OG0007002	STRK1_110570.1	T265_13608
OG0007003	STRK1_6290.1, STRK1_6290.2	T265_09312
OG0007005	STRK1_43700.1	T265_12553
OG0007006	STRK1_93520.1	T265_14425
OG0007009	STRK1_87160.1, STRK1_87160.2, STRK1_87160.3	T265_09606
OG0007010	STRK1_20210.1	T265_14018
OG0007011	STRK1_49050.1	T265_02707
OG0007012	STRK1_45960.1, STRK1_45960.2	T265_13116
OG0007014	STRK1_5640.1	T265_01589
OG0007015	STRK1_106050.1, STRK1_108730.1	T265_01736
OG0007017	STRK1_54720.1, STRK1_100510.1	T265_11541
OG0007020	STRK1_53350.1	T265_12742
OG0007021	STRK1_50780.1	T265_07285
OG0007022	STRK1_60920.1, STRK1_61000.1	T265_10105
OG0007024	STRK1_80760.1, STRK1_80760.2	T265_15203
OG0007025	STRK1_87220.1	T265_07349
OG0007027	STRK1_640.1	T265_09943
OG0007029	STRK1_3750.1	T265_03667
OG0007030	STRK1_68880.1	T265_07191, T265_07190
OG0007031	STRK1_33050.1	T265_11841
OG0007032	STRK1_77270.1	T265_07667
OG0007033	STRK1_77280.1	T265_07666
OG0007034	STRK1_105490.1, STRK1_77290.1	T265_07663
OG0007035	STRK1_67950.1	T265_12452
OG0007036	STRK1_80260.1, STRK1_80220.1, STRK1_80250.1	T265_11173
OG0007037	STRK1_57870.1	T265_03926
OG0007038	STRK1_33110.1	T265_01371
OG0007039	STRK1_46600.1, STRK1_104170.1	T265_03610
OG0007040	STRK1_70320.1	T265_04058
OG0007041	STRK1_30260.1	T265_06247
OG0007042	STRK1_25130.1	T265_03246
OG0007043	STRK1_83360.1	T265_09179
OG0007044	STRK1_7750.1	T265_10044
OG0007046	STRK1_93850.1	T265_14520
OG0007047	STRK1_55910.1	T265_05862
OG0007049	STRK1_28680.1	T265_05109, T265_05744
OG0007050	STRK1_9900.1	T265_06288
OG0007051	STRK1_4930.1	T265_07764
OG0007052	STRK1_6120.1	T265_04388
OG0007053	STRK1_30900.1, STRK1_30900.2	T265_08719
OG0007054	STRK1_85030.1	T265_07732
OG0007055	STRK1_68790.1	T265_09154
OG0007056	STRK1_22000.1	T265_05999
OG0007057	STRK1_59000.1	T265_03345
OG0007058	STRK1_1550.1	T265_13018
OG0007059	STRK1_102270.1	T265_00376
OG0007061	STRK1_92090.1	T265_04829
OG0007062	STRK1_21930.1	T265_01080
OG0007064	STRK1_83380.1	T265_05766
OG0007065	STRK1_109890.1, STRK1_109880.1	T265_00953
OG0007066	STRK1_38290.1, STRK1_38290.2, STRK1_38290.3	T265_13391, T265_08571
OG0007067	STRK1_91710.1	T265_06544
OG0007069	STRK1_30600.1	T265_00550, T265_00551
OG0007070	STRK1_46920.1	T265_12510
OG0007072	STRK1_36340.1	T265_04896
OG0007073	STRK1_68440.1	T265_00813
OG0007074	STRK1_73510.1	T265_15487
OG0007075	STRK1_3920.1	T265_07989
OG0007076	STRK1_31720.1	T265_15038
OG0007077	STRK1_62410.1	T265_00533
OG0007078	STRK1_52470.1	T265_08600
OG0007079	STRK1_21460.1	T265_03240
OG0007080	STRK1_2640.1	T265_10816
OG0007081	STRK1_46670.1	T265_14231
OG0007082	STRK1_84370.1	T265_04328
OG0007083	STRK1_73180.3, STRK1_73180.2, STRK1_73180.1	T265_10687
OG0007085	STRK1_28570.1	T265_04904
OG0007087	STRK1_62930.1	T265_07785
OG0007090	STRK1_14090.1	T265_06364
OG0007092	STRK1_14960.1	T265_14165
OG0007094	STRK1_44280.1, STRK1_96460.1	T265_12970
OG0007095	STRK1_20460.1, STRK1_20460.2	T265_10901
OG0007097	STRK1_48790.2, STRK1_48790.1	T265_02682
OG0007098	STRK1_72810.1, STRK1_72810.2, STRK1_72810.3	T265_03980
OG0007099	STRK1_81620.1	T265_11083
OG0007101	STRK1_35960.1	T265_04498
OG0007103	STRK1_59420.1	T265_00543
OG0007104	STRK1_64580.1	T265_11729
OG0007105	STRK1_58620.1, STRK1_58620.2	T265_03136
OG0007106	STRK1_63220.1	T265_11550
OG0007107	STRK1_66930.1, STRK1_66940.1	T265_08878
OG0007112	STRK1_81960.1	T265_01844
OG0007113	STRK1_92920.1	T265_04604
OG0007114	STRK1_84700.1	T265_04757
OG0007115	STRK1_53230.1	T265_07425
OG0007116	STRK1_58230.1, STRK1_58230.2	T265_08883
OG0007117	STRK1_20370.1	T265_10162
OG0007118	STRK1_90370.1	T265_13074
OG0007149	STRK1_54060.1	T265_05281
OG0007150	STRK1_13230.1	T265_04577
OG0007151	STRK1_69730.1	T265_13997
OG0007153	STRK1_13310.1	T265_02261
OG0007155	STRK1_56700.1, STRK1_95430.1	T265_06709
OG0007156	STRK1_35400.1	T265_08863
OG0007157	STRK1_75110.1	T265_00824
OG0007158	STRK1_86180.1	T265_05761
OG0007160	STRK1_34300.1	T265_13481
OG0007162	STRK1_2540.1	T265_14557
OG0007163	STRK1_21950.1	T265_05022
OG0007164	STRK1_74180.1	T265_05725
OG0007165	STRK1_33470.1	T265_12888
OG0007166	STRK1_97740.1	T265_05773
OG0007167	STRK1_28460.1	T265_04152
OG0007168	STRK1_57100.1	T265_15062
OG0007171	STRK1_48160.1, STRK1_48170.1	T265_12441
OG0007172	STRK1_27320.1	T265_15713
OG0007173	STRK1_12170.1, STRK1_12160.1	T265_03123
OG0007174	STRK1_46720.1	T265_03572
OG0007176	STRK1_82000.1	T265_09466
OG0007177	STRK1_41010.1	T265_08068
OG0007178	STRK1_60040.1	T265_00637
OG0007179	STRK1_24550.1	T265_14173
OG0007180	STRK1_680.1	T265_10346
OG0007181	STRK1_88640.1, STRK1_97190.1	T265_13478
OG0007182	STRK1_4800.1	T265_04384
OG0007184	STRK1_85800.1	T265_05750
OG0007186	STRK1_74190.1	T265_05727
OG0007187	STRK1_78020.1	T265_09224
OG0007188	STRK1_66360.1	T265_04191
OG0007189	STRK1_58740.1	T265_01579
OG0007191	STRK1_80300.1, STRK1_80300.2	T265_04664
OG0007193	STRK1_48000.1	T265_01765, T265_12272
OG0007195	STRK1_84000.1	T265_05776
OG0007196	STRK1_4920.1	T265_00986
OG0007197	STRK1_86840.1	T265_14654
OG0007198	STRK1_29930.1	T265_14536
OG0007199	STRK1_24530.1	T265_05694
OG0007200	STRK1_12370.1	T265_01598
OG0007201	STRK1_88550.1	T265_09750
OG0007202	STRK1_71650.1	T265_05903
OG0007203	STRK1_16760.3	T265_08004
OG0007205	STRK1_89330.1, STRK1_89340.1	T265_00395
OG0007206	STRK1_68650.1	T265_13211
OG0007207	STRK1_50220.1	T265_00381
OG0007208	STRK1_73090.1, STRK1_76210.1	T265_02790
OG0007210	STRK1_99820.1, STRK1_99820.2	T265_12116
OG0007212	STRK1_64910.1	T265_05154
OG0007213	STRK1_64920.1	T265_13697
OG0007214	STRK1_108600.1, STRK1_77400.1	T265_15405
OG0007215	STRK1_7480.1	T265_12481
OG0007216	STRK1_13370.1	T265_13250
OG0007217	STRK1_40630.1	T265_10000
OG0007220	STRK1_36220.1	T265_08851
OG0007222	STRK1_12480.1	T265_05562
OG0007223	STRK1_99290.1, STRK1_59850.1, STRK1_59860.1	T265_01427
OG0007226	STRK1_39910.1, STRK1_39920.1	T265_13579
OG0007228	STRK1_76600.1	T265_00447
OG0007229	STRK1_72030.1, STRK1_72030.2	T265_08479
OG0007230	STRK1_9560.1, STRK1_9560.2	T265_03041
OG0007232	STRK1_5650.1	T265_15847, T265_15567
OG0007233	STRK1_107440.1, STRK1_92910.1	T265_04602
OG0007234	STRK1_58320.1	T265_11482
OG0007236	STRK1_16630.3, STRK1_16630.1, STRK1_16630.2, STRK1_16630.4	T265_06291
OG0007237	STRK1_76180.1	T265_14971
OG0007238	STRK1_25620.1	T265_10292
OG0007239	STRK1_75000.1	T265_05908
OG0007240	STRK1_67690.1	T265_00429
OG0007245	STRK1_47210.1	T265_01358
OG0007246	STRK1_50740.1	T265_16196
OG0007247	STRK1_46310.1	T265_04294
OG0007248	STRK1_22580.1	T265_05026
OG0007250	STRK1_96660.1	T265_15036
OG0007251	STRK1_28210.1	T265_11004
OG0007254	STRK1_74500.1	T265_12952
OG0007255	STRK1_69530.1, STRK1_69540.1	T265_13345
OG0007256	STRK1_63680.1	T265_05855, T265_12346
OG0007257	STRK1_48270.1	T265_15493
OG0007259	STRK1_97700.1	T265_09412
OG0007260	STRK1_74810.1	T265_04860
OG0007263	STRK1_12310.1	T265_11430
OG0007264	STRK1_13200.1	T265_04941
OG0007265	STRK1_107660.1	T265_05604
OG0007268	STRK1_40210.1	T265_14215
OG0007269	STRK1_18810.1, STRK1_18790.1	T265_05536
OG0007271	STRK1_12630.1	T265_00237
OG0007272	STRK1_15730.1	T265_08519
OG0007273	STRK1_6530.1	T265_15362
OG0007275	STRK1_29840.1	T265_04518
OG0007277	STRK1_45490.1	T265_13133
OG0007278	STRK1_41150.1, STRK1_41150.2	T265_13676
OG0007280	STRK1_73270.1, STRK1_73270.2	T265_02788
OG0007281	STRK1_70940.1	T265_01963
OG0007282	STRK1_62380.1	T265_09878
OG0007283	STRK1_50270.1	T265_13103
OG0007285	STRK1_39070.1, STRK1_39070.2	T265_01509
OG0007286	STRK1_53740.1	T265_13951
OG0007287	STRK1_61630.1	T265_07184
OG0007288	STRK1_77420.1	T265_12855
OG0007290	STRK1_30580.1	T265_11607
OG0007291	STRK1_51870.1	T265_13686
OG0007292	STRK1_50430.1	T265_00119
OG0007294	STRK1_68380.1	T265_00456
OG0007295	STRK1_290.1	T265_13500
OG0007297	STRK1_104520.1, STRK1_105970.1	T265_16010, T265_13435
OG0007299	STRK1_77630.1	T265_03981
OG0007300	STRK1_22890.1	T265_01038
OG0007302	STRK1_80970.1	T265_06965
OG0007303	STRK1_93740.1	T265_07698
OG0007304	STRK1_41980.1, STRK1_96910.1	T265_08114
OG0007306	STRK1_68930.1	T265_01724
OG0007307	STRK1_49360.1, STRK1_49370.1	T265_08816
OG0007308	STRK1_77990.1	T265_06111
OG0007309	STRK1_57510.1	T265_03150
OG0007310	STRK1_52800.1, STRK1_52800.2	T265_02132
OG0007311	STRK1_1030.1	T265_14148
OG0007312	STRK1_12010.1	T265_09680
OG0007313	STRK1_73170.1	T265_10686
OG0007314	STRK1_44800.1	T265_02895
OG0007317	STRK1_34840.1	T265_14512
OG0007319	STRK1_45400.1	T265_03866
OG0007320	STRK1_38300.1	T265_10123
OG0007321	STRK1_7400.1	T265_04596
OG0007322	STRK1_58440.1, STRK1_58440.2	T265_00608
OG0007323	STRK1_71770.1, STRK1_71770.2	T265_07850
OG0007326	STRK1_70650.1	T265_06757
OG0007327	STRK1_9500.1	T265_03124
OG0007329	STRK1_3730.1	T265_09888
OG0007330	STRK1_57260.1	T265_06718
OG0007331	STRK1_54310.1	T265_05298
OG0007332	STRK1_36410.1	T265_15382
OG0007334	STRK1_88980.1	T265_09596
OG0007335	STRK1_9140.1	T265_04559
OG0007336	STRK1_28900.1	T265_15467
OG0007338	STRK1_64960.1	T265_01823
OG0007339	STRK1_52720.1	T265_00352, T265_12095
OG0007340	STRK1_17920.1	T265_11151
OG0007341	STRK1_7340.1	T265_09233
OG0007343	STRK1_52180.1	T265_07218
OG0007346	STRK1_93700.1	T265_07084
OG0007347	STRK1_4230.1, STRK1_4230.2	T265_05564, T265_10483
OG0007348	STRK1_91280.1	T265_08944
OG0007349	STRK1_730.1, STRK1_730.2	T265_13121
OG0007350	STRK1_50650.1	T265_11979
OG0007351	STRK1_5480.1	T265_07712
OG0007352	STRK1_111470.1	T265_10585, T265_15401
OG0007355	STRK1_6340.1	T265_06884, T265_06886
OG0007356	STRK1_13890.1	T265_10835
OG0007357	STRK1_17380.1	T265_09934
OG0007358	STRK1_13120.1	T265_00267
OG0007359	STRK1_83590.1, STRK1_83600.1	T265_09178
OG0007361	STRK1_44370.1, STRK1_44400.1	T265_03303
OG0007362	STRK1_45350.1	T265_03860
OG0007364	STRK1_27910.1	T265_07980
OG0007366	STRK1_64430.1	T265_09286
OG0007367	STRK1_60460.1	T265_08787
OG0007369	STRK1_92170.1	T265_02066
OG0007370	STRK1_70600.1	T265_04282
OG0007371	STRK1_94910.1, STRK1_94910.2	T265_05219
OG0007372	STRK1_16460.1	T265_07265
OG0007373	STRK1_81200.1	T265_09553
OG0007374	STRK1_86080.1	T265_14368
OG0007414	STRK1_11610.1	T265_05549
OG0007416	STRK1_54680.1	T265_00058
OG0007418	STRK1_73950.1	T265_05716
OG0007420	STRK1_3820.1	T265_05540
OG0007421	STRK1_91990.1	T265_04842
OG0007424	STRK1_37480.1	T265_01527
OG0007425	STRK1_44090.1	T265_09438
OG0007428	STRK1_1760.1	T265_01609
OG0007429	STRK1_20010.1	T265_08593
OG0007430	STRK1_45370.1	T265_00022
OG0007431	STRK1_80230.1, STRK1_80230.2	T265_03404
OG0007432	STRK1_50950.1	T265_08085
OG0007433	STRK1_58730.1	T265_01578
OG0007434	STRK1_58750.1	T265_01580
OG0007435	STRK1_62240.1	T265_03935
OG0007436	STRK1_39560.1	T265_03494
OG0007439	STRK1_13530.1	T265_13153
OG0007440	STRK1_78350.1	T265_01686
OG0007442	STRK1_29370.1	T265_03000
OG0007443	STRK1_9970.1, STRK1_9980.1	T265_04542
OG0007445	STRK1_111260.1, STRK1_36070.1	T265_07623
OG0007446	STRK1_8110.1	T265_07779
OG0007447	STRK1_35050.1	T265_07752
OG0007450	STRK1_64640.1, STRK1_64670.1	T265_09328
OG0007451	STRK1_430.1	T265_07759
OG0007452	STRK1_35320.1	T265_05008
OG0007453	STRK1_74590.1	T265_09967
OG0007454	STRK1_33840.1	T265_04491
OG0007455	STRK1_64980.1	T265_12299, T265_15198
OG0007456	STRK1_12840.1	T265_00263
OG0007458	STRK1_36240.1	T265_08853
OG0007459	STRK1_5560.1, STRK1_5570.1	T265_08427
OG0007460	STRK1_47580.1	T265_15360
OG0007461	STRK1_74750.1	T265_00148
OG0007464	STRK1_37280.1	T265_11096
OG0007465	STRK1_90220.1, STRK1_90230.1	T265_10781
OG0007466	STRK1_29430.1	T265_10696
OG0007467	STRK1_53840.1	T265_00304
OG0007468	STRK1_72510.1	T265_00005
OG0007470	STRK1_106130.1	T265_02162
OG0007471	STRK1_54630.1	T265_02690
OG0007472	STRK1_28640.1	T265_11478
OG0007473	STRK1_104680.1, STRK1_24650.1	T265_12709
OG0007475	STRK1_35080.1	T265_10548
OG0007476	STRK1_69020.1	T265_01254
OG0007478	STRK1_36470.1	T265_13970, T265_08860
OG0007479	STRK1_14820.1	T265_13973
OG0007480	STRK1_87480.1	T265_08020
OG0007481	STRK1_61250.1	T265_12736
OG0007482	STRK1_44350.1, STRK1_96030.1	T265_00568
OG0007483	STRK1_42570.1	T265_08518
OG0007484	STRK1_67400.1	T265_06734
OG0007488	STRK1_50750.1	T265_13843
OG0007489	STRK1_111490.1	T265_08616
OG0007490	STRK1_84890.1	T265_09752
OG0007492	STRK1_81440.1, STRK1_81470.1	T265_04963
OG0007493	STRK1_27250.1	T265_13480
OG0007494	STRK1_5440.1	T265_06958
OG0007495	STRK1_73580.1	T265_01741
OG0007496	STRK1_107050.1	T265_05621
OG0007497	STRK1_53910.1	T265_04864
OG0007499	STRK1_46240.1	T265_01988
OG0007500	STRK1_35570.1	T265_01913
OG0007501	STRK1_44620.1	T265_09168
OG0007502	STRK1_20100.1	T265_09278
OG0007503	STRK1_49960.1	T265_04881
OG0007506	STRK1_92870.1	T265_09697
OG0007507	STRK1_57440.1	T265_15566
OG0007508	STRK1_77210.1	T265_13346
OG0007509	STRK1_200.1	T265_06813
OG0007510	STRK1_64300.1	T265_03155
OG0007513	STRK1_29820.1	T265_04520
OG0007515	STRK1_101440.1, STRK1_83580.1	T265_05759
OG0007516	STRK1_43290.1	T265_14930
OG0007517	STRK1_25640.1	T265_10294
OG0007518	STRK1_42010.1	T265_11838
OG0007520	STRK1_24470.1	T265_13770
OG0007521	STRK1_25630.1	T265_01068
OG0007522	STRK1_40600.1	T265_10578
OG0007523	STRK1_7930.1	T265_15276
OG0007524	STRK1_74250.1	T265_02665
OG0007525	STRK1_78080.1	T265_07486
OG0007526	STRK1_22870.1	T265_01041
OG0007527	STRK1_69750.1	T265_05464
OG0007528	STRK1_36980.1	T265_04494
OG0007529	STRK1_14550.1	T265_15100
OG0007530	STRK1_33540.1	T265_15042
OG0007533	STRK1_10520.1	T265_13512
OG0007534	STRK1_91260.1	T265_11781
OG0007536	STRK1_2900.1	T265_14014
OG0007537	STRK1_42760.1	T265_05059
OG0007538	STRK1_13920.1	T265_08043
OG0007539	STRK1_20900.1	T265_11337
OG0007540	STRK1_86510.1	T265_03787
OG0007541	STRK1_830.1	T265_07226
OG0007543	STRK1_10580.1	T265_09504
OG0007545	STRK1_82470.1	T265_10680
OG0007546	STRK1_50410.1	T265_00115
OG0007547	STRK1_350.1	T265_03026
OG0007548	STRK1_1350.1	T265_09386
OG0007549	STRK1_33960.1, STRK1_33960.2	T265_01923
OG0007550	STRK1_62880.1	T265_01187
OG0007551	STRK1_55920.1	T265_13850
OG0007552	STRK1_25120.1	T265_03244
OG0007553	STRK1_20520.1	T265_03651
OG0007554	STRK1_109820.1	T265_10828
OG0007555	STRK1_34830.1	T265_14513
OG0007558	STRK1_102770.1	T265_00760
OG0007559	STRK1_29390.1	T265_07495
OG0007560	STRK1_38820.1	T265_08912
OG0007561	STRK1_23390.1	T265_01086
OG0007563	STRK1_79490.1	T265_04973
OG0007565	STRK1_21860.1	T265_08702
OG0007566	STRK1_65990.1	T265_04919
OG0007569	STRK1_11820.1	T265_06479
OG0007570	STRK1_39590.1	T265_04487
OG0007573	STRK1_57270.1	T265_06717
OG0007574	STRK1_86190.1	T265_05760
OG0007575	STRK1_108300.1	T265_11915
OG0007577	STRK1_77050.1	T265_02909
OG0007578	STRK1_96450.1	T265_09598
OG0007580	STRK1_42240.1	T265_11741
OG0007582	STRK1_2730.1	T265_10222
OG0007584	STRK1_66400.1	T265_06160
OG0007585	STRK1_23880.1, STRK1_23870.1	T265_00730
OG0007586	STRK1_110920.1	T265_12749
OG0007588	STRK1_22800.1	T265_03714
OG0007593	STRK1_930.1	T265_06829
OG0007598	STRK1_85670.1, STRK1_85670.2	T265_07302
OG0007600	STRK1_46120.1	T265_13681
OG0007601	STRK1_78100.1	T265_12436
OG0007602	STRK1_72370.1	T265_13370
OG0007603	STRK1_38620.1	T265_03367
OG0007604	STRK1_33870.1	T265_13981
OG0007605	STRK1_35500.1	T265_03816
OG0007608	STRK1_77840.1, STRK1_67360.1, STRK1_67360.2	T265_01421
OG0007610	STRK1_70120.1	T265_06108
OG0007611	STRK1_43600.1	T265_00375, T265_03256
OG0007614	STRK1_45410.1	T265_03864
OG0007615	STRK1_39540.1	T265_05056
OG0007616	STRK1_13030.1	T265_10472
OG0007617	STRK1_51540.1	T265_13060
OG0007618	STRK1_49480.1	T265_15440
OG0007667	STRK1_86240.1	T265_00397
OG0007670	STRK1_15400.1	T265_04535
OG0007673	STRK1_85820.1	T265_13845
OG0007674	STRK1_94150.1	T265_01684
OG0007675	STRK1_27180.1	T265_09106
OG0007677	STRK1_30270.1	T265_09727
OG0007681	STRK1_90830.1	T265_10188
OG0007682	STRK1_89350.1	T265_00394
OG0007684	STRK1_75510.1	T265_12096
OG0007685	STRK1_91200.1	T265_13737
OG0007687	STRK1_98080.1	T265_07407
OG0007688	STRK1_5500.1	T265_13501
OG0007689	STRK1_9110.1	T265_14453
OG0007691	STRK1_56310.1	T265_14914
OG0007692	STRK1_10870.1	T265_09070
OG0007693	STRK1_32270.1	T265_05194
OG0007697	STRK1_38770.1	T265_04102
OG0007698	STRK1_54190.1	T265_00350
OG0007699	STRK1_66900.1	T265_14690
OG0007700	STRK1_19250.1	T265_15318
OG0007703	STRK1_33690.1	T265_02877
OG0007705	STRK1_55560.1	T265_08204
OG0007709	STRK1_65110.1	T265_06807
OG0007710	STRK1_3880.1	T265_12965
OG0007711	STRK1_72190.1	T265_14414
OG0007713	STRK1_72090.1	T265_01750
OG0007714	STRK1_38370.1	T265_06439
OG0007715	STRK1_35030.1	T265_07580
OG0007716	STRK1_72350.1	T265_10960
OG0007717	STRK1_93910.1	T265_11110
OG0007720	STRK1_31480.1	T265_10130
OG0007721	STRK1_49920.1	T265_13623
OG0007723	STRK1_12330.1	T265_14163
OG0007724	STRK1_12880.1	T265_09798
OG0007726	STRK1_7420.1	T265_07175
OG0007728	STRK1_36090.1	T265_11726
OG0007729	STRK1_49530.1	T265_11879
OG0007731	STRK1_31980.1	T265_00720
OG0007732	STRK1_40800.1	T265_03474
OG0007735	STRK1_82810.1	T265_14570
OG0007736	STRK1_26840.1	T265_07061
OG0007737	STRK1_88800.1	T265_04909
OG0007738	STRK1_2490.1	T265_14556
OG0007739	STRK1_11280.1	T265_13540
OG0007740	STRK1_3340.1	T265_06428
OG0007742	STRK1_6010.1	T265_06203, T265_06205
OG0007744	STRK1_98820.1	T265_11842
OG0007745	STRK1_48350.1	T265_05809
OG0007748	STRK1_44770.1	T265_02890
OG0007749	STRK1_68170.1	T265_00425
OG0007750	STRK1_14290.1	T265_13968
OG0007751	STRK1_78040.1	T265_09221
OG0007752	STRK1_24850.1	T265_08561
OG0007753	STRK1_7320.1	T265_08175
OG0007754	STRK1_42220.1	T265_05641
OG0007757	STRK1_52590.1	T265_01341
OG0007759	STRK1_10410.1, STRK1_10410.2	T265_15518
OG0007760	STRK1_71830.1	T265_06117
OG0007764	STRK1_4440.1	T265_10510
OG0007765	STRK1_97180.1	T265_06384
OG0007775	STRK1_77570.1	T265_12940
OG0007777	STRK1_73070.1, STRK1_73070.2	T265_11323
OG0007778	STRK1_35910.1	T265_09468, T265_05200
OG0007779	STRK1_35970.1	T265_04502
OG0007782	STRK1_34850.1	T265_14511
OG0007785	STRK1_84720.1	T265_12780
OG0007790	STRK1_79730.1	T265_04979
OG0007791	STRK1_65120.1	T265_06163, T265_06805, T265_14710
OG0007792	STRK1_87470.1	T265_08018
OG0007793	STRK1_16970.1	T265_09149
OG0007794	STRK1_14630.1	T265_10037
OG0007795	STRK1_60930.1, STRK1_60990.1	T265_10101
OG0007796	STRK1_59910.1	T265_12906
