Orthogroup	schistosoma_turkestanicum	fasciola_gigantica
OG0006426	STRK1_18590.1	FGIG_08358
OG0006427	STRK1_34290.1	FGIG_08359
OG0006428	STRK1_91250.1	FGIG_08397
OG0006429	STRK1_10240.1	FGIG_08439
OG0006430	STRK1_16760.2	FGIG_08457
OG0006431	STRK1_103710.1, STRK1_103960.1	FGIG_08615
OG0006432	STRK1_77410.1	FGIG_08656
OG0006433	STRK1_41140.1	FGIG_08752
OG0006434	STRK1_94930.1	FGIG_08760
OG0006435	STRK1_79930.1	FGIG_08771
OG0006436	STRK1_67440.1	FGIG_08796
OG0006437	STRK1_88770.1	FGIG_08799
OG0006438	STRK1_71130.1	FGIG_08851
OG0006439	STRK1_11750.1, STRK1_11750.2	FGIG_08865
OG0006440	STRK1_52080.1, STRK1_52080.2	FGIG_08876
OG0006441	STRK1_92960.1	FGIG_08947
OG0006442	STRK1_35900.1	FGIG_08983
OG0006443	STRK1_17960.1, STRK1_17960.3, STRK1_17960.2	FGIG_09051
OG0006444	STRK1_87400.1	FGIG_09053
OG0006446	STRK1_46510.1	FGIG_09224
OG0006448	STRK1_6640.1	FGIG_09313
OG0006449	STRK1_31960.1	FGIG_09359
OG0006450	STRK1_111200.1, STRK1_17420.1	FGIG_09392
OG0006451	STRK1_69130.1	FGIG_09470
OG0006452	STRK1_54320.1	FGIG_09553
OG0006453	STRK1_67340.1	FGIG_09566
OG0006454	STRK1_9100.1	FGIG_09585
OG0006455	STRK1_54550.1	FGIG_09741
OG0006456	STRK1_1090.1	FGIG_09749
OG0006457	STRK1_105200.1	FGIG_09819
OG0006458	STRK1_63050.1	FGIG_09840
OG0006459	STRK1_53810.1	FGIG_09859
OG0006460	STRK1_62550.1	FGIG_09902
OG0006461	STRK1_83500.1	FGIG_09992
OG0006462	STRK1_54650.1	FGIG_10029
OG0006463	STRK1_59760.1	FGIG_10092
OG0006464	STRK1_20350.1	FGIG_10128
OG0006465	STRK1_74530.1	FGIG_11121, FGIG_10158
OG0006466	STRK1_88100.1	FGIG_10266
OG0006467	STRK1_9870.1, STRK1_9870.2	FGIG_10308
OG0006468	STRK1_37670.1	FGIG_10393
OG0006469	STRK1_4840.1, STRK1_4870.1	FGIG_10433
OG0006471	STRK1_94060.1	FGIG_10483
OG0006472	STRK1_94090.1	FGIG_10666
OG0006473	STRK1_65280.1, STRK1_65290.1	FGIG_10705
OG0006474	STRK1_59150.1	FGIG_10869
OG0006475	STRK1_95760.1, STRK1_95790.1	FGIG_10891
OG0006476	STRK1_16960.1	FGIG_11046
OG0006477	STRK1_23980.1	FGIG_11156, FGIG_11891
OG0006478	STRK1_7350.1	FGIG_11160
OG0006480	STRK1_20640.1	FGIG_11325
OG0006481	STRK1_64950.1	FGIG_11497, FGIG_11646
OG0006482	STRK1_17880.1	FGIG_11570, FGIG_14000
OG0006483	STRK1_61520.1, STRK1_61540.1, STRK1_61530.1	FGIG_11611
OG0006484	STRK1_68250.1	FGIG_11727
OG0006485	STRK1_15920.1	FGIG_11740
OG0006486	STRK1_20630.1	FGIG_11752
OG0006487	STRK1_71370.1, STRK1_71370.2	FGIG_11778, FGIG_11777
OG0006488	STRK1_14780.1	FGIG_11860
OG0006489	STRK1_10500.1	FGIG_11976
OG0006491	STRK1_82490.1	FGIG_12211
OG0006492	STRK1_32190.1	FGIG_12231
OG0006493	STRK1_21790.1	FGIG_12248
OG0006494	STRK1_59300.2, STRK1_59300.1, STRK1_59300.3	FGIG_12351
OG0006495	STRK1_94260.1	FGIG_12377
OG0006496	STRK1_43060.1	FGIG_12617
OG0006543	STRK1_93960.1	FGIG_00006, FGIG_11678
OG0006544	STRK1_92820.1	FGIG_00078
OG0006545	STRK1_69630.1	FGIG_00183
OG0006546	STRK1_86250.1	FGIG_00243
OG0006547	STRK1_51280.1	FGIG_00317
OG0006548	STRK1_92270.1	FGIG_04759, FGIG_00371, FGIG_04671
OG0006549	STRK1_66960.1	FGIG_00449
OG0006551	STRK1_74400.1	FGIG_00601
OG0006552	STRK1_4720.1	FGIG_00623
OG0006553	STRK1_73830.1	FGIG_00662
OG0006554	STRK1_105650.1, STRK1_99230.1	FGIG_00767
OG0006555	STRK1_89680.1	FGIG_00808
OG0006556	STRK1_51800.1	FGIG_00982
OG0006557	STRK1_60210.1	FGIG_00988
OG0006558	STRK1_68950.1	FGIG_01077
OG0006559	STRK1_6930.1	FGIG_01134
OG0006561	STRK1_64890.1	FGIG_01187
OG0006562	STRK1_11670.1	FGIG_01192
OG0006563	STRK1_85110.1	FGIG_01200
OG0006564	STRK1_101090.1	FGIG_01264
OG0006565	STRK1_14470.1	FGIG_08143, FGIG_01311
OG0006566	STRK1_36670.1	FGIG_01314
OG0006567	STRK1_29780.1	FGIG_01360
OG0006568	STRK1_19020.1	FGIG_01394
OG0006569	STRK1_36690.1	FGIG_01437
OG0006570	STRK1_55140.1, STRK1_55150.1	FGIG_01459, FGIG_01458
OG0006571	STRK1_65470.1	FGIG_01508
OG0006572	STRK1_44240.1	FGIG_01547
OG0006573	STRK1_1640.1	FGIG_01594
OG0006574	STRK1_63060.1	FGIG_01597
OG0006575	STRK1_55900.1	FGIG_01608
OG0006576	STRK1_56000.1	FGIG_01614
OG0006577	STRK1_30510.1	FGIG_01753
OG0006578	STRK1_45920.1	FGIG_01891
OG0006579	STRK1_37550.1	FGIG_02083
OG0006580	STRK1_71150.1	FGIG_02087
OG0006581	STRK1_26080.1	FGIG_02181
OG0006582	STRK1_29400.1	FGIG_02231
OG0006583	STRK1_102930.1, STRK1_108630.1	FGIG_02247
OG0006584	STRK1_17620.1	FGIG_02271
OG0006585	STRK1_2720.1	FGIG_02288
OG0006586	STRK1_33600.1	FGIG_02291
OG0006587	STRK1_5280.1	FGIG_02307
OG0006588	STRK1_11380.1	FGIG_02309
OG0006589	STRK1_19850.1	FGIG_02349, FGIG_08384
OG0006590	STRK1_19870.1	FGIG_02351
OG0006591	STRK1_70130.1	FGIG_02456
OG0006592	STRK1_81710.1, STRK1_81710.2	FGIG_02535
OG0006593	STRK1_68660.1	FGIG_02570
OG0006594	STRK1_46220.1	FGIG_02673
OG0006595	STRK1_47840.1	FGIG_02674
OG0006596	STRK1_76440.1	FGIG_02752
OG0006597	STRK1_74770.1, STRK1_74770.2, STRK1_74770.3	FGIG_02773
OG0006598	STRK1_94760.1	FGIG_02915
OG0006599	STRK1_22030.1	FGIG_07064, FGIG_03010
OG0006600	STRK1_77360.1	FGIG_03034
OG0006601	STRK1_46180.1	FGIG_03122, FGIG_06369
OG0006602	STRK1_23050.1	FGIG_03176
OG0006603	STRK1_91570.1	FGIG_03226
OG0006604	STRK1_53680.1	FGIG_03234
OG0006605	STRK1_2130.1, STRK1_2130.2, STRK1_2140.1	FGIG_03253
OG0006606	STRK1_71790.1	FGIG_03382
OG0006607	STRK1_26460.1	FGIG_03435
OG0006608	STRK1_19000.1	FGIG_03438
OG0006609	STRK1_83720.1	FGIG_03439
OG0006610	STRK1_79040.1	FGIG_03465
OG0006611	STRK1_92280.2, STRK1_92280.1, STRK1_92290.1	FGIG_03478
OG0006613	STRK1_54020.1	FGIG_03620
OG0006614	STRK1_63300.1	FGIG_03680
OG0006615	STRK1_27510.1	FGIG_03718
OG0006616	STRK1_69050.1	FGIG_03739
OG0006617	STRK1_101690.1	FGIG_03802
OG0006618	STRK1_27990.1	FGIG_03887
OG0006619	STRK1_24820.1, STRK1_98160.1	FGIG_03900
OG0006620	STRK1_1510.1	FGIG_03903
OG0006621	STRK1_89830.1, STRK1_89820.1	FGIG_03986
OG0006622	STRK1_14660.1	FGIG_03995
OG0006623	STRK1_62780.1	FGIG_04048
OG0006624	STRK1_35610.1	FGIG_04050
OG0006625	STRK1_65570.1	FGIG_04051
OG0006626	STRK1_27870.1, STRK1_33800.1	FGIG_04076, FGIG_04074
OG0006627	STRK1_54330.1	FGIG_04165
OG0006628	STRK1_89760.1	FGIG_04260
OG0006629	STRK1_73420.1	FGIG_04332
OG0006631	STRK1_52660.1, STRK1_52670.1	FGIG_04415
OG0006632	STRK1_41310.1, STRK1_41320.1	FGIG_04535
OG0006633	STRK1_67700.1	FGIG_04566
OG0006634	STRK1_39090.1	FGIG_04588
OG0006635	STRK1_15510.1	FGIG_04593
OG0006636	STRK1_23470.1	FGIG_04678
OG0006637	STRK1_40700.1	FGIG_04744
OG0006639	STRK1_77950.1	FGIG_04793
OG0006640	STRK1_11960.1, STRK1_11960.2	FGIG_04800
OG0006641	STRK1_75920.1	FGIG_04835
OG0006642	STRK1_61670.1	FGIG_04871
OG0006643	STRK1_55700.1	FGIG_04972
OG0006644	STRK1_24190.1, STRK1_24190.2	FGIG_05056
OG0006645	STRK1_60290.1	FGIG_05059
OG0006646	STRK1_51960.1	FGIG_05066
OG0006647	STRK1_62760.1	FGIG_05201
OG0006648	STRK1_62710.1, STRK1_62720.1	FGIG_05316
OG0006649	STRK1_100890.1, STRK1_100890.2, STRK1_100890.3, STRK1_100890.4	FGIG_05329
OG0006650	STRK1_96230.1	FGIG_05364
OG0006651	STRK1_7910.1	FGIG_05383
OG0006652	STRK1_22420.1	FGIG_05401
OG0006653	STRK1_58550.1	FGIG_05476
OG0006654	STRK1_62750.1	FGIG_05485
OG0006655	STRK1_27680.1	FGIG_05516
OG0006656	STRK1_27690.1, STRK1_27690.2	FGIG_05517
OG0006657	STRK1_22830.1	FGIG_05522
OG0006658	STRK1_74490.1	FGIG_05543
OG0006659	STRK1_36000.1	FGIG_05563
OG0006660	STRK1_82540.1	FGIG_05584
OG0006661	STRK1_70400.1	FGIG_05588
OG0006663	STRK1_41580.1	FGIG_05679
OG0006664	STRK1_52300.1	FGIG_05683
OG0006665	STRK1_31340.1	FGIG_11353, FGIG_05686
OG0006666	STRK1_840.1	FGIG_05750
OG0006667	STRK1_6350.1	FGIG_05807
OG0006668	STRK1_24180.1	FGIG_05813
OG0006669	STRK1_5470.1	FGIG_05844, FGIG_05843
OG0006670	STRK1_68940.1	FGIG_05867
OG0006671	STRK1_77540.1	FGIG_05896
OG0006672	STRK1_4210.1	FGIG_05931, FGIG_05930
OG0006673	STRK1_18500.1	FGIG_05954
OG0006674	STRK1_76480.1	FGIG_06216
OG0006675	STRK1_20950.1	FGIG_06262
OG0006676	STRK1_75660.1	FGIG_06337
OG0006678	STRK1_44970.1	FGIG_06370
OG0006679	STRK1_31490.1, STRK1_31490.2	FGIG_06489
OG0006680	STRK1_5680.1, STRK1_5680.2	FGIG_06497
OG0006681	STRK1_60140.1	FGIG_06517
OG0006682	STRK1_81390.1	FGIG_06595
OG0006683	STRK1_19680.1	FGIG_06625
OG0006684	STRK1_2570.1	FGIG_06654
OG0006685	STRK1_34980.1	FGIG_06704
OG0006686	STRK1_47690.1	FGIG_06837
OG0006687	STRK1_85430.1	FGIG_06850, FGIG_06849
OG0006688	STRK1_57340.1, STRK1_101960.1	FGIG_07177, FGIG_06904
OG0006689	STRK1_60780.1	FGIG_06952
OG0006690	STRK1_60150.1	FGIG_07017
OG0006691	STRK1_71110.1	FGIG_07029
OG0006692	STRK1_15860.1	FGIG_07041
OG0006693	STRK1_22040.1	FGIG_07063
OG0006694	STRK1_72610.1	FGIG_07096
OG0006695	STRK1_63800.1, STRK1_63800.2	FGIG_07100
OG0006696	STRK1_84020.1	FGIG_07128
OG0006697	STRK1_29340.1	FGIG_07137
OG0006698	STRK1_41810.1, STRK1_41810.2, STRK1_41810.3, STRK1_41810.4	FGIG_07148
OG0006699	STRK1_69090.1	FGIG_07152
OG0006700	STRK1_38010.1, STRK1_38010.2	FGIG_07159
OG0006701	STRK1_49830.1	FGIG_07173
OG0006702	STRK1_87320.1	FGIG_07212, FGIG_07213
OG0006703	STRK1_7410.1	FGIG_07292
OG0006704	STRK1_36480.1	FGIG_07364
OG0006705	STRK1_53000.1	FGIG_07464
OG0006706	STRK1_39060.4, STRK1_39060.3, STRK1_39060.1, STRK1_39060.2	FGIG_07610
OG0006707	STRK1_29520.1	FGIG_07689
OG0006709	STRK1_18070.1, STRK1_18070.2	FGIG_07701
OG0006711	STRK1_61930.1	FGIG_07756
OG0006712	STRK1_81530.1	FGIG_07781
OG0006714	STRK1_21570.1	FGIG_07877
OG0006715	STRK1_40080.1	FGIG_08001
OG0006716	STRK1_108360.1, STRK1_43580.1	FGIG_08050
OG0006717	STRK1_87170.1	FGIG_08080, FGIG_09984
OG0006718	STRK1_21040.1	FGIG_08186
OG0006719	STRK1_44060.1, STRK1_44060.2	FGIG_08275
OG0006720	STRK1_25960.1	FGIG_08314
OG0006721	STRK1_8070.1	FGIG_11198, FGIG_08330
OG0006722	STRK1_27240.1	FGIG_08426
OG0006723	STRK1_43570.1	FGIG_08448
OG0006724	STRK1_16830.1	FGIG_08455
OG0006725	STRK1_59620.1	FGIG_08500
OG0006726	STRK1_59260.1	FGIG_08531
OG0006727	STRK1_78090.1	FGIG_08581
OG0006728	STRK1_94560.1	FGIG_08639
OG0006729	STRK1_93000.1	FGIG_08688
OG0006730	STRK1_32040.1	FGIG_08713
OG0006731	STRK1_85010.1	FGIG_08716
OG0006732	STRK1_58610.1	FGIG_08900
OG0006733	STRK1_110720.1, STRK1_55240.1, STRK1_55210.1, STRK1_55240.2	FGIG_08923
OG0006734	STRK1_89180.1	FGIG_08965
OG0006735	STRK1_64120.1	FGIG_09072
OG0006736	STRK1_71380.1	FGIG_09092
OG0006737	STRK1_84760.1, STRK1_84760.2	FGIG_09115
OG0006738	STRK1_42260.1	FGIG_09161
OG0006739	STRK1_19310.1, STRK1_19310.2, STRK1_19310.3	FGIG_09277
OG0006740	STRK1_80100.1	FGIG_09334
OG0006741	STRK1_11570.1	FGIG_09417, FGIG_10452
OG0006742	STRK1_10360.1, STRK1_10360.2	FGIG_09469
OG0006743	STRK1_49090.1	FGIG_09485
OG0006744	STRK1_84950.1	FGIG_09490
OG0006745	STRK1_81590.1	FGIG_09498
OG0006747	STRK1_78390.1, STRK1_81730.1, STRK1_81740.1	FGIG_09537
OG0006748	STRK1_10290.1, STRK1_10290.2, STRK1_10300.1, STRK1_10300.2	FGIG_09540
OG0006749	STRK1_33750.1	FGIG_09547
OG0006750	STRK1_89110.1	FGIG_09616
OG0006751	STRK1_102940.1, STRK1_111500.1, STRK1_111510.1	FGIG_09769
OG0006752	STRK1_11830.1	FGIG_09792
OG0006753	STRK1_66750.1	FGIG_09849
OG0006754	STRK1_49910.1	FGIG_09871
OG0006755	STRK1_63410.1	FGIG_10121
OG0006756	STRK1_83300.1	FGIG_10172
OG0006757	STRK1_7190.1, STRK1_7210.1	FGIG_10197, FGIG_10196
OG0006758	STRK1_63600.1	FGIG_10242, FGIG_10243
OG0006759	STRK1_9880.1	FGIG_10282
OG0006760	STRK1_63760.1	FGIG_10291
OG0006762	STRK1_92080.1	FGIG_10555, FGIG_12148
OG0006763	STRK1_2300.2, STRK1_2300.1	FGIG_10582
OG0006764	STRK1_75360.1	FGIG_10640
OG0006765	STRK1_102060.1, STRK1_102060.2, STRK1_84010.1	FGIG_10696
OG0006766	STRK1_83440.1	FGIG_10766
OG0006767	STRK1_83540.1	FGIG_11013
OG0006768	STRK1_13130.1, STRK1_13130.2	FGIG_11022
OG0006769	STRK1_75610.1	FGIG_11064
OG0006771	STRK1_12710.1	FGIG_11083
OG0006772	STRK1_65700.1, STRK1_102730.1	FGIG_11085
OG0006773	STRK1_74510.1	FGIG_11161
OG0006774	STRK1_1880.1	FGIG_11264
OG0006775	STRK1_56930.1	FGIG_11340
OG0006776	STRK1_61830.1	FGIG_11344
OG0006777	STRK1_13740.1	FGIG_11381
OG0006779	STRK1_49430.1	FGIG_11576
OG0006780	STRK1_93860.1	FGIG_11725
OG0006781	STRK1_38590.1, STRK1_38590.2, STRK1_38590.3	FGIG_11859
OG0006782	STRK1_66780.1	FGIG_11873
OG0006783	STRK1_14040.1	FGIG_11882
OG0006784	STRK1_16270.1	FGIG_11919
OG0006785	STRK1_61060.1	FGIG_12052
OG0006786	STRK1_19430.1	FGIG_12157
OG0006787	STRK1_34600.1	FGIG_12191
OG0006788	STRK1_62360.1	FGIG_12350, FGIG_12296
OG0006789	STRK1_11860.1	FGIG_12538
OG0006790	STRK1_91640.1	FGIG_12564
OG0006851	STRK1_64540.1	FGIG_00025
OG0006852	STRK1_92810.1	FGIG_00077, FGIG_00076
OG0006853	STRK1_2850.1	FGIG_00106
OG0006854	STRK1_50340.1	FGIG_00109
OG0006855	STRK1_90210.1	FGIG_10206, FGIG_00143
OG0006856	STRK1_42460.1, STRK1_42460.2	FGIG_00178
OG0006857	STRK1_86230.1	FGIG_00241
OG0006858	STRK1_10790.1, STRK1_10790.2	FGIG_00250
OG0006860	STRK1_3100.1	FGIG_00268
OG0006861	STRK1_47380.1	FGIG_00271
OG0006862	STRK1_36840.1	FGIG_00288
OG0006863	STRK1_49170.1, STRK1_49170.2	FGIG_00293
OG0006864	STRK1_51300.1	FGIG_00315
OG0006865	STRK1_23290.1	FGIG_00365
OG0006866	STRK1_34190.1	FGIG_00397
OG0006868	STRK1_10010.1	FGIG_00462
OG0006869	STRK1_34480.1, STRK1_34480.2, STRK1_34480.3	FGIG_00748
OG0006870	STRK1_30330.1	FGIG_00790
OG0006871	STRK1_84830.1, STRK1_84840.1	FGIG_00860
OG0006872	STRK1_51380.1	FGIG_00902
OG0006873	STRK1_6300.1	FGIG_00945
OG0006874	STRK1_13850.1	FGIG_00950
OG0006875	STRK1_62660.1	FGIG_00968
OG0006876	STRK1_34650.1, STRK1_34650.2	FGIG_00978
OG0006877	STRK1_51130.1	FGIG_00983
OG0006878	STRK1_80140.1	FGIG_01048
OG0006879	STRK1_103170.1	FGIG_01065
OG0006880	STRK1_78960.1	FGIG_01142
OG0006881	STRK1_86750.1, STRK1_86770.1	FGIG_01196
OG0006882	STRK1_88050.1	FGIG_01337
OG0006883	STRK1_26260.1	FGIG_01434
OG0006884	STRK1_69710.1	FGIG_01443
OG0006885	STRK1_27010.1	FGIG_01487
OG0006886	STRK1_27810.1	FGIG_01515, FGIG_01514
OG0006887	STRK1_22460.1	FGIG_01769
OG0006888	STRK1_33130.1, STRK1_33130.2	FGIG_01784
OG0006889	STRK1_85440.1	FGIG_01845, FGIG_06848
OG0006890	STRK1_86980.1	FGIG_01918, FGIG_02659
OG0006891	STRK1_49310.1, STRK1_49310.2	FGIG_01983
OG0006892	STRK1_106330.1	FGIG_02038
OG0006893	STRK1_27110.1	FGIG_02130
OG0006894	STRK1_93280.1, STRK1_95270.1	FGIG_02304
OG0006895	STRK1_34880.1	FGIG_02329
OG0006897	STRK1_37930.1	FGIG_02375
OG0006898	STRK1_49940.1	FGIG_02381
OG0006899	STRK1_32590.1	FGIG_02389
OG0006900	STRK1_90130.1	FGIG_02399
OG0006901	STRK1_64110.1, STRK1_64110.2	FGIG_09450, FGIG_02464
OG0006903	STRK1_4980.1	FGIG_02561
OG0006904	STRK1_47560.1	FGIG_02586
OG0006905	STRK1_89980.1	FGIG_02589
OG0006906	STRK1_54090.1	FGIG_02653
OG0006907	STRK1_48430.1	FGIG_02677
OG0006908	STRK1_42320.1	FGIG_02746
OG0006909	STRK1_8590.2, STRK1_8590.1, STRK1_8590.3, STRK1_8590.4	FGIG_02856
OG0006910	STRK1_55880.1	FGIG_02878
OG0006911	STRK1_47200.1	FGIG_02986
OG0006912	STRK1_11340.1	FGIG_02994
OG0006913	STRK1_13380.1	FGIG_03078
OG0006914	STRK1_102180.1	FGIG_03101
OG0006915	STRK1_31640.1	FGIG_12567, FGIG_03162
OG0006916	STRK1_93550.1	FGIG_03170
OG0006917	STRK1_16740.1, STRK1_16740.2	FGIG_03448
OG0006918	STRK1_31570.1	FGIG_03467
OG0006919	STRK1_33530.1	FGIG_05831, FGIG_03476, FGIG_03477, FGIG_08361
OG0006920	STRK1_26050.1	FGIG_03516
OG0006921	STRK1_60560.1	FGIG_03529
OG0006922	STRK1_8080.1	FGIG_03560
OG0006923	STRK1_90010.1	FGIG_03578
OG0006924	STRK1_76640.1	FGIG_03687
OG0006925	STRK1_48540.1	FGIG_03771
OG0006926	STRK1_46430.1	FGIG_03776
OG0006927	STRK1_47280.1	FGIG_03794
OG0006928	STRK1_15070.1	FGIG_03821
OG0006929	STRK1_80340.1	FGIG_03845
OG0006931	STRK1_9640.1	FGIG_03865
OG0006933	STRK1_46970.1	FGIG_04071
OG0006934	STRK1_37390.1	FGIG_04088
OG0006935	STRK1_69030.1	FGIG_04116
OG0006936	STRK1_104220.1, STRK1_104710.1	FGIG_04170
OG0006937	STRK1_48670.1	FGIG_09355, FGIG_04200
OG0006938	STRK1_86350.1	FGIG_04247
OG0006939	STRK1_41420.1, STRK1_41420.2	FGIG_04363
OG0006940	STRK1_5160.1	FGIG_04372
OG0006941	STRK1_4050.1	FGIG_04494, FGIG_12463
OG0006942	STRK1_13790.1	FGIG_04657, FGIG_09724
OG0006943	STRK1_91670.1	FGIG_04741
OG0006944	STRK1_69910.1	FGIG_04796
OG0006945	STRK1_22530.1	FGIG_04812
OG0006946	STRK1_7530.1	FGIG_04907
OG0006948	STRK1_35490.1	FGIG_04948
OG0006949	STRK1_71870.1	FGIG_04976
OG0006950	STRK1_72310.1	FGIG_05000
OG0006951	STRK1_111000.1, STRK1_111010.1	FGIG_05107
OG0006952	STRK1_23950.1, STRK1_23960.1	FGIG_05293
OG0006953	STRK1_57250.1	FGIG_05317
OG0006954	STRK1_46860.1	FGIG_05366
OG0006955	STRK1_32540.1	FGIG_05451
OG0006956	STRK1_58240.1	FGIG_05496, FGIG_10647
OG0006957	STRK1_69270.1, STRK1_69270.2	FGIG_05530
OG0006958	STRK1_66990.1	FGIG_05655
OG0006959	STRK1_98770.1, STRK1_84140.1	FGIG_05673
OG0006961	STRK1_86860.1, STRK1_86860.2	FGIG_05766
OG0006962	STRK1_46080.1	FGIG_05769
OG0006963	STRK1_50310.1, STRK1_110230.1	FGIG_05850
OG0006964	STRK1_59770.1	FGIG_05898
OG0006965	STRK1_35670.1, STRK1_97880.1	FGIG_05952
OG0006966	STRK1_60760.1	FGIG_06005
OG0006967	STRK1_85460.1	FGIG_06021
OG0006968	STRK1_33120.1	FGIG_06110
OG0006969	STRK1_69210.1	FGIG_06130
OG0006970	STRK1_69220.1	FGIG_06131
OG0006971	STRK1_78210.1	FGIG_06156, FGIG_08496
OG0006972	STRK1_60350.1	FGIG_06182
OG0006974	STRK1_78440.1	FGIG_12161, FGIG_06222
OG0006975	STRK1_20940.1	FGIG_06263
OG0006976	STRK1_66770.1	FGIG_10649, FGIG_06280
OG0006977	STRK1_33880.1	FGIG_06284
OG0006978	STRK1_27150.1, STRK1_100060.1	FGIG_06288
OG0006979	STRK1_62980.1	FGIG_06294
OG0006980	STRK1_77430.1	FGIG_06321, FGIG_07888
OG0006981	STRK1_60630.1	FGIG_06478
OG0006982	STRK1_54160.1	FGIG_06483
OG0006983	STRK1_2980.1	FGIG_06575
OG0006984	STRK1_52020.1	FGIG_06628
OG0006985	STRK1_39040.1	FGIG_06800
OG0006986	STRK1_16720.1	FGIG_06935
OG0006987	STRK1_74620.1, STRK1_74620.2	FGIG_06981
OG0006988	STRK1_104470.1, STRK1_74630.1	FGIG_06982
OG0006989	STRK1_72730.1	FGIG_06987
OG0006990	STRK1_1580.1	FGIG_07010, FGIG_10468, FGIG_11255
OG0006993	STRK1_14000.1	FGIG_07508
OG0006994	STRK1_6770.1	FGIG_07537
OG0006995	STRK1_59720.1	FGIG_07565
OG0006996	STRK1_91320.1	FGIG_07572
OG0006997	STRK1_83340.1	FGIG_07594
OG0006998	STRK1_76020.1	FGIG_07628
OG0006999	STRK1_43710.1	FGIG_07706
OG0007000	STRK1_93970.1	FGIG_07778
OG0007001	STRK1_50510.1	FGIG_07795
OG0007002	STRK1_110570.1	FGIG_07858
OG0007003	STRK1_6290.1, STRK1_6290.2	FGIG_07876
OG0007004	STRK1_93690.1	FGIG_07924
OG0007005	STRK1_43700.1	FGIG_07962
OG0007006	STRK1_93520.1	FGIG_07998, FGIG_08118
OG0007007	STRK1_40070.1, STRK1_96200.1, STRK1_96210.1	FGIG_08002
OG0007008	STRK1_58590.1	FGIG_08003
OG0007009	STRK1_87160.1, STRK1_87160.2, STRK1_87160.3	FGIG_08081
OG0007010	STRK1_20210.1	FGIG_08158
OG0007011	STRK1_49050.1	FGIG_08209
OG0007012	STRK1_45960.1, STRK1_45960.2	FGIG_08446
OG0007013	STRK1_63520.1	FGIG_08450
OG0007014	STRK1_5640.1	FGIG_08472
OG0007015	STRK1_106050.1, STRK1_108730.1	FGIG_08480
OG0007016	STRK1_13490.1	FGIG_08483
OG0007017	STRK1_54720.1, STRK1_100510.1	FGIG_08652
OG0007019	STRK1_73120.1	FGIG_08726
OG0007020	STRK1_53350.1	FGIG_08734
OG0007021	STRK1_50780.1	FGIG_08806
OG0007022	STRK1_60920.1, STRK1_61000.1	FGIG_08820
OG0007023	STRK1_43090.1	FGIG_08822
OG0007024	STRK1_80760.1, STRK1_80760.2	FGIG_08838
OG0007025	STRK1_87220.1	FGIG_08853, FGIG_12198
OG0007026	STRK1_100660.1, STRK1_100660.2, STRK1_57680.1	FGIG_08855
OG0007027	STRK1_640.1	FGIG_08886
OG0007028	STRK1_70830.1	FGIG_08899
OG0007029	STRK1_3750.1	FGIG_08944
OG0007030	STRK1_68880.1	FGIG_08986
OG0007031	STRK1_33050.1	FGIG_09032
OG0007032	STRK1_77270.1	FGIG_09073
OG0007033	STRK1_77280.1	FGIG_09074
OG0007034	STRK1_105490.1, STRK1_77290.1	FGIG_09075
OG0007035	STRK1_67950.1	FGIG_09104
OG0007036	STRK1_80260.1, STRK1_80220.1, STRK1_80250.1	FGIG_09201
OG0007037	STRK1_57870.1	FGIG_09252
OG0007038	STRK1_33110.1	FGIG_09494
OG0007039	STRK1_46600.1, STRK1_104170.1	FGIG_09523
OG0007040	STRK1_70320.1	FGIG_09524
OG0007041	STRK1_30260.1	FGIG_09608
OG0007042	STRK1_25130.1	FGIG_09694
OG0007043	STRK1_83360.1	FGIG_09847
OG0007044	STRK1_7750.1	FGIG_09934
OG0007046	STRK1_93850.1	FGIG_10042
OG0007047	STRK1_55910.1	FGIG_10133
OG0007048	STRK1_65350.1	FGIG_10222
OG0007049	STRK1_28680.1	FGIG_10262
OG0007050	STRK1_9900.1	FGIG_10284
OG0007051	STRK1_4930.1	FGIG_10288
OG0007052	STRK1_6120.1	FGIG_10304
OG0007053	STRK1_30900.1, STRK1_30900.2	FGIG_10310
OG0007054	STRK1_85030.1	FGIG_10325
OG0007055	STRK1_68790.1	FGIG_10370
OG0007056	STRK1_22000.1	FGIG_10489, FGIG_10488
OG0007057	STRK1_59000.1	FGIG_10513
OG0007058	STRK1_1550.1	FGIG_10532
OG0007059	STRK1_102270.1	FGIG_10536
OG0007060	STRK1_35230.1	FGIG_10540
OG0007061	STRK1_92090.1	FGIG_10554
OG0007062	STRK1_21930.1	FGIG_10601
OG0007063	STRK1_91310.1	FGIG_10653
OG0007064	STRK1_83380.1	FGIG_10689
OG0007065	STRK1_109890.1, STRK1_109880.1	FGIG_10737
OG0007066	STRK1_38290.1, STRK1_38290.2, STRK1_38290.3	FGIG_10802
OG0007067	STRK1_91710.1	FGIG_11012
OG0007069	STRK1_30600.1	FGIG_11118
OG0007070	STRK1_46920.1	FGIG_11230
OG0007071	STRK1_46030.1, STRK1_46030.2	FGIG_12247, FGIG_11293
OG0007072	STRK1_36340.1	FGIG_11363
OG0007073	STRK1_68440.1	FGIG_11393
OG0007074	STRK1_73510.1	FGIG_11414
OG0007075	STRK1_3920.1	FGIG_12361, FGIG_11437
OG0007076	STRK1_31720.1	FGIG_11439
OG0007077	STRK1_62410.1	FGIG_11509
OG0007078	STRK1_52470.1	FGIG_11643
