Orthogroup	schistosoma_turkestanicum	schistosoma_curassoni
OG0004913	STRK1_56500.1	SCUR1_57620.1, SCUR1_97990.1
OG0004914	STRK1_60180.1	SCUR1_60810.1
OG0004915	STRK1_105770.1	SCUR1_21580.1, SCUR1_21580.2
OG0004916	STRK1_14130.1	SCUR1_17000.2
OG0004917	STRK1_36270.1	SCUR1_35650.1
OG0004918	STRK1_83350.1	SCUR1_85040.1
OG0004919	STRK1_46910.1	SCUR1_52550.1
OG0004920	STRK1_80520.1	SCUR1_81910.1
OG0004921	STRK1_46520.1	SCUR1_52070.1
OG0004922	STRK1_73860.1	SCUR1_76680.1, SCUR1_76680.2, SCUR1_76680.3, SCUR1_76680.4
OG0004923	STRK1_1520.1	SCUR1_1940.1
OG0004924	STRK1_23000.1	SCUR1_25110.1
OG0004925	STRK1_53920.1	SCUR1_56150.1
OG0004926	STRK1_69330.1	SCUR1_70680.1
OG0004927	STRK1_86070.1	SCUR1_89100.1
OG0004928	STRK1_62810.1, STRK1_62810.2	SCUR1_65980.1
OG0004929	STRK1_48010.1	SCUR1_54390.1
OG0004930	STRK1_103860.1, STRK1_101900.1	SCUR1_78980.1, SCUR1_78990.2, SCUR1_78990.1
OG0004931	STRK1_37520.1	SCUR1_42630.1
OG0004932	STRK1_20840.1	SCUR1_22350.1
OG0004934	STRK1_96920.1	SCUR1_44330.1
OG0004935	STRK1_36160.1, STRK1_36160.2	SCUR1_35780.1, SCUR1_35870.1
OG0004936	STRK1_88720.1, STRK1_88730.1	SCUR1_90160.1, SCUR1_90160.2
OG0004938	STRK1_51170.1, STRK1_51190.1	SCUR1_48170.1
OG0004939	STRK1_80750.1, STRK1_80750.2	SCUR1_82150.1, SCUR1_82150.2
OG0004940	STRK1_47090.1	SCUR1_52750.1
OG0004941	STRK1_64160.1	SCUR1_63200.1
OG0004942	STRK1_58930.1	SCUR1_65610.1, SCUR1_65610.2, SCUR1_65610.3
OG0004943	STRK1_105430.1	SCUR1_60230.1
OG0004944	STRK1_53010.1	SCUR1_56990.1
OG0004945	STRK1_31830.1	SCUR1_31940.1, SCUR1_31950.1
OG0004946	STRK1_31180.1, STRK1_31180.2	SCUR1_36540.2, SCUR1_36540.3, SCUR1_36540.4, SCUR1_36540.1, SCUR1_36540.5
OG0004947	STRK1_30500.3, STRK1_30500.4, STRK1_30500.1, STRK1_30500.2	SCUR1_35810.1
OG0004948	STRK1_107920.1	SCUR1_35530.3, SCUR1_35530.1, SCUR1_35530.2
OG0004949	STRK1_81310.1, STRK1_81320.1	SCUR1_83200.1
OG0004950	STRK1_45040.1	SCUR1_47100.1
OG0004952	STRK1_47400.2, STRK1_47400.1, STRK1_47400.3	SCUR1_53090.1
OG0004953	STRK1_62800.1	SCUR1_65970.1
OG0004954	STRK1_30130.1	SCUR1_29810.1, SCUR1_29810.2
OG0004955	STRK1_25150.1, STRK1_25150.2, STRK1_25150.3, STRK1_25150.4	SCUR1_27580.1
OG0004958	STRK1_8050.1	SCUR1_12810.1
OG0004959	STRK1_11840.1, STRK1_11840.2, STRK1_11840.3	SCUR1_13400.1
OG0004960	STRK1_20810.1, STRK1_20810.2	SCUR1_22100.2, SCUR1_22100.1, SCUR1_22100.3, SCUR1_22100.4
OG0004961	STRK1_7450.1	SCUR1_7580.1
OG0004971	STRK1_33350.1	SCUR1_37810.1
OG0004972	STRK1_15430.1	SCUR1_6970.1
OG0004973	STRK1_94420.1	SCUR1_91960.1
OG0004974	STRK1_50350.1, STRK1_50350.2	SCUR1_48870.3, SCUR1_48870.1, SCUR1_48870.2, SCUR1_48870.4
OG0004975	STRK1_69740.1	SCUR1_71100.1, SCUR1_71100.2
OG0004976	STRK1_92320.1, STRK1_92320.2	SCUR1_94720.1, SCUR1_94720.3, SCUR1_94720.2
OG0004977	STRK1_58390.1, STRK1_58400.1	SCUR1_60150.1
OG0004978	STRK1_56620.1	SCUR1_57560.1, SCUR1_57570.1
OG0004979	STRK1_54770.1	SCUR1_55270.1
OG0004980	STRK1_29700.1	SCUR1_30270.1, SCUR1_30270.2
OG0004982	STRK1_83100.1	SCUR1_84590.1, SCUR1_84590.2
OG0004983	STRK1_80720.1	SCUR1_82110.1
OG0004984	STRK1_32250.1	SCUR1_31430.1
OG0004985	STRK1_72980.1	SCUR1_75760.1
OG0004986	STRK1_29800.1	SCUR1_30170.1, SCUR1_30170.2
OG0004987	STRK1_42300.1	SCUR1_45410.1, SCUR1_45410.2
OG0004988	STRK1_16090.1	SCUR1_4120.1, SCUR1_4120.2
OG0004989	STRK1_67760.1	SCUR1_69170.1
OG0004990	STRK1_3810.1	SCUR1_19100.1, SCUR1_19100.2
OG0004991	STRK1_6860.1	SCUR1_5160.1
OG0004992	STRK1_81220.1	SCUR1_83130.1
OG0004993	STRK1_39830.1	SCUR1_44250.1
OG0004994	STRK1_51390.1, STRK1_51390.2	SCUR1_47990.1
OG0004995	STRK1_32500.1	SCUR1_40350.1
OG0004996	STRK1_62530.1	SCUR1_65120.2, SCUR1_65120.1
OG0004998	STRK1_6490.1, STRK1_99040.1	SCUR1_4770.1
OG0004999	STRK1_86090.1	SCUR1_89080.1, SCUR1_89080.2
OG0005000	STRK1_53780.1	SCUR1_56020.1, SCUR1_56020.4, SCUR1_56020.3, SCUR1_56020.2
OG0005001	STRK1_94120.1, STRK1_94120.2	SCUR1_82760.1
OG0005002	STRK1_16160.1	SCUR1_4050.1
OG0005003	STRK1_26380.1	SCUR1_26360.2, SCUR1_26360.1
OG0005004	STRK1_60750.1	SCUR1_61450.1
OG0005005	STRK1_28990.1	SCUR1_38600.1
OG0005006	STRK1_59610.1	SCUR1_62230.1
OG0005007	STRK1_38150.1, STRK1_38160.1	SCUR1_40000.1
OG0005008	STRK1_111440.1	SCUR1_86860.1
OG0005009	STRK1_27620.1	SCUR1_34510.1
OG0005010	STRK1_36710.1, STRK1_36710.2	SCUR1_97360.1, SCUR1_29230.1
OG0005011	STRK1_27000.1	SCUR1_28420.1
OG0005012	STRK1_97120.1, STRK1_97120.2, STRK1_97120.3	SCUR1_24450.1, SCUR1_24450.2
OG0005013	STRK1_28180.1	SCUR1_37060.1
OG0005014	STRK1_80050.1	SCUR1_81290.2, SCUR1_81290.1
OG0005015	STRK1_100940.1, STRK1_31140.1	SCUR1_36480.1
OG0005016	STRK1_55520.1	SCUR1_58410.1, SCUR1_58410.2
OG0005017	STRK1_97030.1	SCUR1_93360.1
OG0005018	STRK1_23440.1	SCUR1_24770.1, SCUR1_24770.2, SCUR1_24770.3
OG0005019	STRK1_83450.1	SCUR1_85120.3, SCUR1_85120.1, SCUR1_85120.2, SCUR1_85120.4
OG0005020	STRK1_108940.1, STRK1_42160.1	SCUR1_45180.1
OG0005021	STRK1_50320.1, STRK1_50320.2, STRK1_50320.3	SCUR1_48900.1, SCUR1_48900.2
OG0005022	STRK1_23240.1, STRK1_23260.1, STRK1_23250.1	SCUR1_24970.1
OG0005023	STRK1_83610.1	SCUR1_95360.1, SCUR1_95360.2, SCUR1_95360.3, SCUR1_95360.4
OG0005024	STRK1_4900.1	SCUR1_14850.1
OG0005025	STRK1_8460.1	SCUR1_13220.1
OG0005026	STRK1_64080.1, STRK1_64070.1	SCUR1_63280.1, SCUR1_63280.2
OG0005027	STRK1_32210.1	SCUR1_31470.1
OG0005028	STRK1_85250.1	SCUR1_87640.1, SCUR1_87700.1
OG0005029	STRK1_83120.1	SCUR1_84570.1
OG0005030	STRK1_24970.4, STRK1_24970.1, STRK1_24970.2, STRK1_24970.3	SCUR1_24250.1, SCUR1_24250.2
OG0005031	STRK1_27090.1	SCUR1_28520.1, SCUR1_28520.2
OG0005032	STRK1_98880.1, STRK1_24890.1, STRK1_98870.1, STRK1_24900.1	SCUR1_24180.1
OG0005033	STRK1_3900.1	SCUR1_18740.1
OG0005035	STRK1_55570.1, STRK1_55570.2	SCUR1_96090.2, SCUR1_96090.3, SCUR1_96090.1
OG0005036	STRK1_61360.1	SCUR1_60390.1
OG0005037	STRK1_35270.1	SCUR1_34130.2, SCUR1_34130.1
OG0005038	STRK1_46770.1	SCUR1_52370.1
OG0005038	STRK1_46770.1	SCUR1_52370.2
OG0005039	STRK1_99150.1	SCUR1_58660.1
OG0005040	STRK1_48200.1, STRK1_48220.1, STRK1_48210.1	SCUR1_54590.1, SCUR1_54620.2, SCUR1_54620.1, SCUR1_54620.3
OG0005041	STRK1_55890.1	SCUR1_57780.1
OG0005042	STRK1_33860.1	SCUR1_32660.1
OG0005043	STRK1_64000.1	SCUR1_63410.1
OG0005044	STRK1_82450.1	SCUR1_84120.1
OG0005045	STRK1_38060.1	SCUR1_39930.1
OG0005046	STRK1_53110.1	SCUR1_56850.1, SCUR1_56850.2, SCUR1_56850.3, SCUR1_56850.4, SCUR1_56860.1
OG0005047	STRK1_90700.1	SCUR1_94940.1
OG0005048	STRK1_91190.1	SCUR1_380.1
OG0005049	STRK1_83670.1	SCUR1_96040.1
OG0005050	STRK1_5340.1	SCUR1_14370.1
OG0005051	STRK1_8780.1	SCUR1_9120.1
OG0005052	STRK1_88570.1	SCUR1_88820.1, SCUR1_97420.1, SCUR1_97400.2, SCUR1_97400.1
OG0005053	STRK1_36420.1	SCUR1_35440.1
OG0005054	STRK1_94880.1, STRK1_94880.2, STRK1_94880.3	SCUR1_91850.1, SCUR1_91850.2
OG0005055	STRK1_1600.1	SCUR1_1850.1
OG0005056	STRK1_27360.1	SCUR1_28780.1
OG0005057	STRK1_39700.1	SCUR1_41740.1
OG0005058	STRK1_46870.1, STRK1_46870.2	SCUR1_52470.1
OG0005059	STRK1_15180.1	SCUR1_15890.1, SCUR1_15890.2, SCUR1_68000.1
OG0005060	STRK1_31560.1	SCUR1_32300.1
OG0005061	STRK1_89540.1	SCUR1_91070.1, SCUR1_91070.2
OG0005062	STRK1_29440.1	SCUR1_30520.1
OG0005063	STRK1_40710.1	SCUR1_43380.1
OG0005064	STRK1_79780.1	SCUR1_80520.1
OG0005065	STRK1_7630.1	SCUR1_12300.1
OG0005066	STRK1_74860.1, STRK1_74860.2, STRK1_74860.3	SCUR1_77130.1, SCUR1_77130.2, SCUR1_77130.3
OG0005067	STRK1_31030.1	SCUR1_36370.1
OG0005068	STRK1_69160.1	SCUR1_70480.1
OG0005069	STRK1_30180.1	SCUR1_29770.3, SCUR1_29770.4, SCUR1_29770.5, SCUR1_29770.1, SCUR1_29770.6, SCUR1_29770.2
OG0005070	STRK1_12810.1	SCUR1_8030.1
OG0005071	STRK1_23230.1	SCUR1_24980.1
OG0005072	STRK1_29900.1	SCUR1_30070.1, SCUR1_30070.2, SCUR1_30070.3
OG0005073	STRK1_16980.1	SCUR1_3090.1
OG0005074	STRK1_12150.1	SCUR1_8720.1, SCUR1_8720.2
OG0005076	STRK1_34660.1, STRK1_34660.2	SCUR1_33500.1, SCUR1_33500.2, SCUR1_33500.3, SCUR1_33500.4
OG0005077	STRK1_55080.1	SCUR1_55540.1, SCUR1_55530.1
OG0005078	STRK1_69010.1	SCUR1_70350.1
OG0005079	STRK1_33570.1	SCUR1_37670.1
OG0005080	STRK1_12680.1	SCUR1_8180.1, SCUR1_8190.1
OG0005081	STRK1_12650.1	SCUR1_8220.1
OG0005082	STRK1_34930.1	SCUR1_33800.2, SCUR1_33800.1
OG0005083	STRK1_104410.1	SCUR1_43050.1, SCUR1_43050.2, SCUR1_43050.3, SCUR1_43040.1
OG0005084	STRK1_93190.1	SCUR1_93950.1
OG0005085	STRK1_7490.1	SCUR1_12340.1
OG0005086	STRK1_66800.1	SCUR1_68190.1, SCUR1_68190.2
OG0005087	STRK1_75230.1	SCUR1_73170.1
OG0005088	STRK1_15500.1	SCUR1_7060.1
OG0005089	STRK1_71950.1	SCUR1_74450.1
OG0005090	STRK1_62020.1	SCUR1_64720.1
OG0005091	STRK1_8280.1	SCUR1_13030.1
OG0005092	STRK1_99110.1	SCUR1_25060.1
OG0005093	STRK1_32850.1	SCUR1_38380.1, SCUR1_38380.2, SCUR1_38380.3, SCUR1_38380.7, SCUR1_38380.5, SCUR1_38380.6, SCUR1_38380.4
OG0005094	STRK1_75880.1	SCUR1_75350.3, SCUR1_75350.2, SCUR1_75350.4, SCUR1_75350.1
OG0005095	STRK1_16280.1	SCUR1_3900.1
OG0005097	STRK1_91080.1, STRK1_91090.1	SCUR1_93160.1, SCUR1_93160.2
OG0005098	STRK1_54970.1	SCUR1_55440.1
OG0005099	STRK1_87080.1, STRK1_96830.1	SCUR1_89950.1, SCUR1_89950.2
OG0005100	STRK1_89460.1, STRK1_89460.2	SCUR1_90820.1, SCUR1_90820.2
OG0005101	STRK1_62580.1	SCUR1_51310.1
OG0005102	STRK1_59960.1	SCUR1_60560.1
OG0005103	STRK1_74350.1, STRK1_74380.2, STRK1_74380.1	SCUR1_74090.1
OG0005104	STRK1_44300.1	SCUR1_46370.1
OG0005105	STRK1_76010.1	SCUR1_75490.1, SCUR1_75490.2
OG0005106	STRK1_46640.1	SCUR1_52220.1
OG0005107	STRK1_29060.1	SCUR1_30940.1
OG0005108	STRK1_106660.1, STRK1_82050.1	SCUR1_83890.1
OG0005109	STRK1_80570.1	SCUR1_81940.1, SCUR1_81940.2, SCUR1_81940.3
OG0005111	STRK1_51690.1	SCUR1_53830.1
OG0005112	STRK1_600.1	SCUR1_1040.1
OG0005113	STRK1_69230.1	SCUR1_70550.1
OG0005114	STRK1_12300.1	SCUR1_8580.1
OG0005115	STRK1_60340.1, STRK1_60340.2	SCUR1_61000.1
OG0005116	STRK1_40440.1	SCUR1_43680.1, SCUR1_43680.3, SCUR1_43680.2
OG0005117	STRK1_220.1	SCUR1_690.1
OG0005118	STRK1_88780.1	SCUR1_90220.1
OG0005119	STRK1_65890.1	SCUR1_67440.1
OG0005120	STRK1_82060.1	SCUR1_83900.4, SCUR1_83900.2, SCUR1_83900.3, SCUR1_83900.1
OG0005121	STRK1_70460.1	SCUR1_71910.1, SCUR1_71910.2
OG0005122	STRK1_89480.1	SCUR1_90870.1, SCUR1_90840.1, SCUR1_90840.2
OG0005123	STRK1_66390.1	SCUR1_67850.1
OG0005124	STRK1_750.1, STRK1_104160.1	SCUR1_1220.1
OG0005125	STRK1_1160.1, STRK1_1160.2	SCUR1_1620.1, SCUR1_1610.1, SCUR1_1560.1
OG0005126	STRK1_57120.1	SCUR1_59110.1
OG0005127	STRK1_34580.1	SCUR1_33410.1
OG0005128	STRK1_55720.1	SCUR1_58250.1
OG0005130	STRK1_20490.1	SCUR1_21930.2, SCUR1_21930.1, SCUR1_21930.3, SCUR1_21930.4
OG0005131	STRK1_51150.1, STRK1_51150.2, STRK1_51150.3	SCUR1_48200.1
OG0005132	STRK1_14110.1	SCUR1_17030.1
OG0005133	STRK1_48620.1	SCUR1_54900.1
OG0005134	STRK1_52240.1	SCUR1_50880.1, SCUR1_50880.2, SCUR1_50880.3, SCUR1_50880.4, SCUR1_50880.5
OG0005135	STRK1_40870.1	SCUR1_43240.1, SCUR1_43240.2
OG0005136	STRK1_100030.1, STRK1_70890.1	SCUR1_76350.1
OG0005137	STRK1_77760.1	SCUR1_79910.1
OG0005138	STRK1_13440.1, STRK1_106700.1, STRK1_13430.1	SCUR1_17690.2, SCUR1_17690.1, SCUR1_17690.3
OG0005139	STRK1_33890.1	SCUR1_32690.1
OG0005141	STRK1_90780.1	SCUR1_93490.1
OG0005142	STRK1_50030.1	SCUR1_49210.1, SCUR1_49210.2
OG0005143	STRK1_34890.1	SCUR1_33750.1, SCUR1_33750.2
OG0005144	STRK1_75390.1, STRK1_75390.2, STRK1_75390.3, STRK1_75390.4, STRK1_75390.5	SCUR1_73330.1
OG0005145	STRK1_6420.1	SCUR1_4690.1, SCUR1_4700.1
OG0005146	STRK1_1840.2, STRK1_1840.1	SCUR1_19410.1
OG0005147	STRK1_52280.1	SCUR1_50930.1, SCUR1_50930.2
OG0005148	STRK1_51420.1	SCUR1_54200.1, SCUR1_54210.1
OG0005149	STRK1_9200.1, STRK1_9200.2, STRK1_9200.3	SCUR1_9680.1
OG0005150	STRK1_31670.1, STRK1_31670.3, STRK1_31670.2	SCUR1_32190.1
OG0005151	STRK1_79450.1, STRK1_79450.2	SCUR1_80170.1
OG0005152	STRK1_13040.1, STRK1_13040.2	SCUR1_7770.1, SCUR1_7780.1
OG0005153	STRK1_87680.1, STRK1_87680.2	SCUR1_87200.1
OG0005154	STRK1_53730.1	SCUR1_55970.1
OG0005155	STRK1_3480.1	SCUR1_5870.1
OG0005156	STRK1_69820.1	SCUR1_71200.1, SCUR1_71200.2, SCUR1_71200.3
OG0005157	STRK1_91420.1	SCUR1_180.1
OG0005158	STRK1_102490.1	SCUR1_85410.1
OG0005159	STRK1_40480.1	SCUR1_43640.1
OG0005160	STRK1_37330.1	SCUR1_42430.1
OG0005161	STRK1_109030.1, STRK1_106510.1, STRK1_108210.1	SCUR1_29690.3, SCUR1_29690.1, SCUR1_29690.4, SCUR1_29690.2
OG0005162	STRK1_5990.1, STRK1_6000.1	SCUR1_6600.1
OG0005163	STRK1_74960.1	SCUR1_77250.2, SCUR1_77250.1
OG0005164	STRK1_22370.1	SCUR1_23770.1
OG0005165	STRK1_94970.1	SCUR1_91940.1
OG0005166	STRK1_50820.1	SCUR1_48520.1
OG0005167	STRK1_78180.1, STRK1_78180.2, STRK1_78180.3	SCUR1_79690.1
OG0005168	STRK1_50100.1, STRK1_50110.1	SCUR1_49140.1
OG0005169	STRK1_42700.1	SCUR1_44600.1
OG0005170	STRK1_40140.1	SCUR1_43920.1
OG0005172	STRK1_46110.1	SCUR1_51660.1
OG0005173	STRK1_92150.1	SCUR1_92460.1, SCUR1_92460.2
OG0005174	STRK1_83520.1	SCUR1_85210.1
OG0005175	STRK1_92610.1	SCUR1_94440.1
OG0005177	STRK1_72600.1	SCUR1_77450.1
OG0005178	STRK1_64520.1	SCUR1_66370.1
OG0005179	STRK1_93800.1	SCUR1_82430.1, SCUR1_82430.2, SCUR1_82430.3
OG0005180	STRK1_19320.1	SCUR1_20040.1
OG0005181	STRK1_80190.1	SCUR1_81530.1
OG0005182	STRK1_43640.1	SCUR1_45660.1
OG0005183	STRK1_55640.1, STRK1_55640.2	SCUR1_58330.1
OG0005184	STRK1_58220.1, STRK1_58220.2	SCUR1_60010.2, SCUR1_60010.1, SCUR1_60010.3
OG0005185	STRK1_69430.1, STRK1_69430.2	SCUR1_70830.1, SCUR1_70830.2
OG0005186	STRK1_58890.1	SCUR1_63830.1, SCUR1_63830.2
OG0005187	STRK1_103920.1, STRK1_103930.1, STRK1_103930.2, STRK1_103930.3	SCUR1_980.1
OG0005188	STRK1_84460.1	SCUR1_85600.1
OG0005189	STRK1_36910.1	SCUR1_29050.1
OG0005190	STRK1_75240.1	SCUR1_73180.1
OG0005191	STRK1_77070.1	SCUR1_78860.1
OG0005192	STRK1_74540.1	SCUR1_76790.1
OG0005193	STRK1_79330.1	SCUR1_80060.1, SCUR1_80060.2
OG0005194	STRK1_72550.1	SCUR1_77490.1
OG0005195	STRK1_31170.1, STRK1_31170.2	SCUR1_36530.1
OG0005196	STRK1_55810.1	SCUR1_58120.1
OG0005199	STRK1_97620.1	SCUR1_98150.2, SCUR1_98150.1
OG0005200	STRK1_54660.1	SCUR1_50520.1, SCUR1_50520.2
OG0005201	STRK1_80510.1	SCUR1_81900.2, SCUR1_81900.1
OG0005202	STRK1_109520.1	SCUR1_25020.1, SCUR1_25020.2
OG0005203	STRK1_110600.1, STRK1_38750.1	SCUR1_40760.1, SCUR1_40760.2
OG0005204	STRK1_14730.1, STRK1_14730.2	SCUR1_16330.1
OG0005205	STRK1_16480.1	SCUR1_3690.1
OG0005206	STRK1_46680.1, STRK1_46680.2	SCUR1_52300.1
OG0005207	STRK1_80390.1	SCUR1_81780.1, SCUR1_81780.2
OG0005208	STRK1_48730.1	SCUR1_54830.1, SCUR1_54830.2
OG0005209	STRK1_66820.1	SCUR1_68770.1, SCUR1_68770.2
OG0005210	STRK1_13590.1	SCUR1_17540.1
OG0005211	STRK1_48890.1	SCUR1_54700.1, SCUR1_54700.2, SCUR1_54700.3
OG0005212	STRK1_12460.1	SCUR1_8420.1
OG0005213	STRK1_93840.1	SCUR1_96660.1
OG0005214	STRK1_6170.1	SCUR1_6690.1, SCUR1_6700.1
OG0005215	STRK1_74150.1	SCUR1_74260.1
OG0005216	STRK1_1540.1	SCUR1_1920.1
OG0005217	STRK1_71040.1	SCUR1_76180.1, SCUR1_76180.2
OG0005218	STRK1_85540.1	SCUR1_87380.1
OG0005219	STRK1_12190.1	SCUR1_8690.1, SCUR1_8690.2
OG0005220	STRK1_6380.1, STRK1_6380.2, STRK1_6380.3	SCUR1_4650.1, SCUR1_4650.2
OG0005221	STRK1_41400.1	SCUR1_39240.1
OG0005222	STRK1_106190.1	SCUR1_330.1
OG0005223	STRK1_100880.1, STRK1_70220.1	SCUR1_71690.1
OG0005224	STRK1_65910.1	SCUR1_67460.1
OG0005225	STRK1_36620.1, STRK1_36620.2	SCUR1_29350.1
OG0005226	STRK1_101730.1	SCUR1_25030.1
OG0005227	STRK1_7230.1	SCUR1_7350.1
OG0005228	STRK1_65880.1	SCUR1_67430.1
OG0005229	STRK1_370.1, STRK1_420.1	SCUR1_790.1
OG0005230	STRK1_45890.2	SCUR1_47910.1
OG0005231	STRK1_40010.1	SCUR1_44110.1, SCUR1_44110.2
OG0005232	STRK1_2590.1, STRK1_2590.2	SCUR1_18200.1
OG0005233	STRK1_19290.1	SCUR1_19980.1, SCUR1_19980.2
OG0005234	STRK1_4530.1	SCUR1_15260.1
OG0005235	STRK1_20180.1	SCUR1_21650.1
OG0005235	STRK1_20190.1	SCUR1_21660.1
OG0005236	STRK1_87750.1, STRK1_87750.2	SCUR1_87120.1
OG0005237	STRK1_81830.1	SCUR1_83650.1, SCUR1_83650.2
OG0005238	STRK1_27520.1	SCUR1_34280.1, SCUR1_34280.2, SCUR1_34280.3
OG0005239	STRK1_46070.1	SCUR1_54050.1, SCUR1_54050.3, SCUR1_54050.2
OG0005240	STRK1_63780.1	SCUR1_63560.1
OG0005241	STRK1_63470.1	SCUR1_65550.1, SCUR1_65550.2
OG0005242	STRK1_64180.3, STRK1_64180.1, STRK1_64180.2	SCUR1_63180.1
OG0005243	STRK1_67050.3, STRK1_67050.1, STRK1_67050.2	SCUR1_68420.2, SCUR1_68420.1
OG0005244	STRK1_14310.1	SCUR1_16850.1
OG0005246	STRK1_39520.1, STRK1_39520.2	SCUR1_41550.1, SCUR1_41550.2
OG0005247	STRK1_18030.1	SCUR1_21310.1
OG0005248	STRK1_66920.1	SCUR1_68260.1
OG0005249	STRK1_11620.1, STRK1_11620.2	SCUR1_13670.1, SCUR1_13670.2
OG0005251	STRK1_7680.1, STRK1_7680.2	SCUR1_12250.3, SCUR1_12250.1, SCUR1_12250.2
OG0005252	STRK1_78240.1	SCUR1_99800.1, SCUR1_99810.1, SCUR1_79740.1, SCUR1_99830.1, SCUR1_99820.1
OG0005253	STRK1_41120.1	SCUR1_42850.1, SCUR1_42850.2
OG0005254	STRK1_4400.1	SCUR1_15400.1
OG0005255	STRK1_92730.1, STRK1_92720.1	SCUR1_94190.1, SCUR1_98220.1
OG0005256	STRK1_93890.1, STRK1_97990.1	SCUR1_82350.1, SCUR1_82350.2, SCUR1_82350.4, SCUR1_82350.3
OG0005257	STRK1_48400.1	SCUR1_54980.1
OG0005258	STRK1_98000.1	SCUR1_71980.1
OG0005259	STRK1_72150.1	SCUR1_74670.3, SCUR1_74670.1, SCUR1_74670.2
OG0005260	STRK1_72930.1	SCUR1_75800.1, SCUR1_75800.2
OG0005262	STRK1_65950.1, STRK1_65970.1	SCUR1_67360.1, SCUR1_67380.1
OG0005263	STRK1_21850.1	SCUR1_23100.2, SCUR1_23100.1
OG0005264	STRK1_29830.1	SCUR1_30140.1
OG0005265	STRK1_25530.1, STRK1_25480.1, STRK1_25500.1	SCUR1_27300.1
OG0005266	STRK1_99810.1, STRK1_21900.1, STRK1_21910.1	SCUR1_23120.1, SCUR1_23120.2
OG0005267	STRK1_21240.1, STRK1_21260.1	SCUR1_100790.1, SCUR1_22970.1, SCUR1_22970.2, SCUR1_22970.3, SCUR1_22970.4
OG0005268	STRK1_39670.1, STRK1_39670.2	SCUR1_41700.1, SCUR1_41700.4, SCUR1_41700.2, SCUR1_41700.3
OG0005269	STRK1_30660.1, STRK1_30670.1	SCUR1_35960.1, SCUR1_35970.1
OG0005271	STRK1_16020.1	SCUR1_4220.1
OG0005283	STRK1_84660.1	SCUR1_86570.1
OG0005284	STRK1_74300.1, STRK1_74300.2	SCUR1_74120.1, SCUR1_74120.2
OG0005286	STRK1_30370.1	SCUR1_29590.1
OG0005287	STRK1_10800.1	SCUR1_11490.1
OG0005288	STRK1_49180.1	SCUR1_50040.1
OG0005289	STRK1_51290.1	SCUR1_48060.2, SCUR1_48060.1
OG0005290	STRK1_41570.1	SCUR1_42140.2, SCUR1_42140.4, SCUR1_42140.1, SCUR1_42140.3
OG0005291	STRK1_100190.1	SCUR1_41690.1
OG0005292	STRK1_42850.1	SCUR1_44760.1
OG0005293	STRK1_58100.1, STRK1_58100.2, STRK1_58110.1	SCUR1_59900.1
OG0005294	STRK1_54700.1, STRK1_54700.2	SCUR1_56470.1
OG0005295	STRK1_111450.1	SCUR1_57020.1
OG0005296	STRK1_42530.1	SCUR1_44790.1
OG0005297	STRK1_80490.1	SCUR1_81880.1
OG0005298	STRK1_37380.1	SCUR1_42480.1
OG0005299	STRK1_76890.1	SCUR1_79100.1
OG0005300	STRK1_85620.1, STRK1_85620.2	SCUR1_87940.1, SCUR1_87940.5, SCUR1_87940.2, SCUR1_87940.3, SCUR1_87940.4
OG0005301	STRK1_69060.1, STRK1_69070.1	SCUR1_70410.1
OG0005302	STRK1_17710.1	SCUR1_19520.1
OG0005303	STRK1_55000.1, STRK1_55020.1	SCUR1_55460.2, SCUR1_55460.1
OG0005304	STRK1_87580.1	SCUR1_87300.1
OG0005305	STRK1_28220.1, STRK1_28220.2	SCUR1_37000.1
OG0005306	STRK1_13450.1, STRK1_13450.2	SCUR1_17680.2, SCUR1_17680.1
OG0005307	STRK1_41240.1	SCUR1_39400.1, SCUR1_39400.2
OG0005309	STRK1_23520.1	SCUR1_24690.1
OG0005310	STRK1_580.1	SCUR1_1030.1, SCUR1_1030.2
OG0005312	STRK1_29130.1	SCUR1_30860.1
OG0005313	STRK1_22110.1, STRK1_22110.2	SCUR1_23360.1
OG0005314	STRK1_18740.1	SCUR1_20750.1
OG0005315	STRK1_109400.1	SCUR1_57660.1
OG0005316	STRK1_80420.1	SCUR1_81800.1
OG0005317	STRK1_57650.3, STRK1_57650.1, STRK1_57650.2	SCUR1_59540.2, SCUR1_59540.1
OG0005318	STRK1_36680.1	SCUR1_29270.1
OG0005319	STRK1_59470.1, STRK1_59470.3, STRK1_59470.2	SCUR1_62410.1
OG0005321	STRK1_69700.1, STRK1_69660.1, STRK1_69690.1	SCUR1_71160.1, SCUR1_71160.2, SCUR1_71160.3
OG0005322	STRK1_87810.1	SCUR1_87060.1
OG0005323	STRK1_27020.1	SCUR1_28440.1
OG0005324	STRK1_37840.1	SCUR1_39620.1
OG0005325	STRK1_32340.1	SCUR1_31320.1
OG0005326	STRK1_7390.1	SCUR1_7520.1
OG0005327	STRK1_2200.1	SCUR1_18610.1, SCUR1_18610.2
OG0005328	STRK1_59820.1	SCUR1_62020.1
OG0005329	STRK1_14670.1	SCUR1_16400.1
OG0005331	STRK1_85280.1	SCUR1_87520.10, SCUR1_87520.9, SCUR1_87630.1
OG0005332	STRK1_86870.1	SCUR1_88700.1
OG0005333	STRK1_20930.1	SCUR1_22430.1
OG0005334	STRK1_4890.1	SCUR1_14860.1, SCUR1_14860.2, SCUR1_14860.3
