Orthogroup	schistosoma_rodhaini	schistosoma_curassoni
OG0006406	SRDH2_53450.1	SCUR1_52580.1
OG0006407	SRDH2_19890.1	SCUR1_19480.1
OG0006408	SRDH2_77930.1	SCUR1_75510.1
OG0006409	SRDH2_54180.1	SCUR1_51800.1
OG0006410	SRDH2_910.1	SCUR1_830.1
OG0006411	SRDH2_1950.1, SRDH2_1950.2	SCUR1_1770.1
OG0006412	SRDH2_18000.1	SCUR1_17620.1
OG0006413	SRDH2_93770.1	SCUR1_89650.1
OG0006414	SRDH2_89120.1	SCUR1_84980.1
OG0006415	SRDH2_24850.1	SCUR1_24440.1
OG0006416	SRDH2_62070.1	SCUR1_60350.1
OG0006417	SRDH2_50870.1	SCUR1_50110.1
OG0006418	SRDH2_9140.1	SCUR1_8760.1
OG0006419	SRDH2_28460.1	SCUR1_28140.1
OG0006420	SRDH2_65350.1, SRDH2_65350.2, SRDH2_65350.3	SCUR1_63620.1
OG0006421	SRDH2_5680.2, SRDH2_5680.1, SRDH2_5680.3	SCUR1_5630.1
OG0006422	SRDH2_92470.1	SCUR1_88960.1
OG0006423	SRDH2_84930.1	SCUR1_81850.1
OG0006424	SRDH2_50960.1	SCUR1_50200.1
OG0006425	SRDH2_80600.1	SCUR1_78120.1
OG0006426	SRDH2_20830.1	SCUR1_20830.1
OG0006427	SRDH2_34970.1	SCUR1_33100.1
OG0006428	SRDH2_370.1	SCUR1_350.1
OG0006429	SRDH2_11330.1	SCUR1_10950.1
OG0006430	SRDH2_3300.1	SCUR1_3170.1
OG0006431	SRDH2_93960.1	SCUR1_89850.1
OG0006432	SRDH2_81030.1, SRDH2_81030.2	SCUR1_78510.1
OG0006433	SRDH2_43170.1	SCUR1_43020.2, SCUR1_43020.1, SCUR1_43020.3
OG0006434	SRDH2_96540.1	SCUR1_91890.1
OG0006436	SRDH2_70790.1	SCUR1_68610.1
OG0006437	SRDH2_94330.1	SCUR1_90190.1
OG0006438	SRDH2_78610.1, SRDH2_78610.2, SRDH2_78610.4, SRDH2_78610.3	SCUR1_76060.1
OG0006439	SRDH2_12580.1	SCUR1_13500.1
OG0006441	SRDH2_99180.1	SCUR1_94400.1
OG0006442	SRDH2_32540.1, SRDH2_32540.2, SRDH2_32540.3	SCUR1_35110.1
OG0006443	SRDH2_20170.1	SCUR1_21370.1
OG0006444	SRDH2_93730.1, SRDH2_93730.2, SRDH2_93730.3	SCUR1_87790.1, SCUR1_87790.2
OG0006445	SRDH2_72340.1	SCUR1_69350.1
OG0006446	SRDH2_53960.1	SCUR1_52060.1
OG0006447	SRDH2_89860.2, SRDH2_89860.3, SRDH2_89860.1	SCUR1_86080.1
OG0006449	SRDH2_36780.1	SCUR1_31770.1
OG0006450	SRDH2_2780.1	SCUR1_2570.1
OG0006451	SRDH2_74500.1	SCUR1_70460.1
OG0006452	SRDH2_57930.1, SRDH2_57930.2, SRDH2_57930.3	SCUR1_56520.1
OG0006453	SRDH2_70750.1	SCUR1_68640.1
OG0006454	SRDH2_9980.1	SCUR1_9600.1
OG0006455	SRDH2_51590.1	SCUR1_50630.1
OG0006456	SRDH2_1730.1	SCUR1_2370.1
OG0006457	SRDH2_55450.1, SRDH2_55450.2	SCUR1_54520.1
OG0006458	SRDH2_69650.1	SCUR1_66230.1
OG0006459	SRDH2_57270.1	SCUR1_56050.1
OG0006460	SRDH2_65890.1	SCUR1_65140.1
OG0006461	SRDH2_88880.1	SCUR1_85160.3, SCUR1_85160.1, SCUR1_85160.2
OG0006462	SRDH2_51480.1	SCUR1_50510.2, SCUR1_50510.1, SCUR1_50510.3
OG0006463	SRDH2_63780.1	SCUR1_62130.1
OG0006464	SRDH2_22610.1	SCUR1_22060.1
OG0006465	SRDH2_79320.1	SCUR1_76780.1
OG0006466	SRDH2_90850.1	SCUR1_86770.1, SCUR1_86770.2
OG0006467	SRDH2_10900.1	SCUR1_10530.1
OG0006468	SRDH2_42920.1	SCUR1_42780.1
OG0006469	SRDH2_15400.1	SCUR1_14890.1
OG0006470	SRDH2_60110.1	SCUR1_58520.1
OG0006471	SRDH2_86080.1	SCUR1_82830.1
OG0006472	SRDH2_86050.1	SCUR1_82800.1
OG0006473	SRDH2_63620.1, SRDH2_63620.2, SRDH2_63620.3	SCUR1_61910.1
OG0006474	SRDH2_66600.1, SRDH2_66600.2	SCUR1_65800.1, SCUR1_65800.2
OG0006475	SRDH2_12660.1, SRDH2_12660.2	SCUR1_13570.1
OG0006476	SRDH2_3250.1	SCUR1_3110.2, SCUR1_3110.1
OG0006477	SRDH2_28040.1	SCUR1_27660.1
OG0006478	SRDH2_7740.1, SRDH2_7740.2	SCUR1_7480.1
OG0006479	SRDH2_43500.1	SCUR1_43360.1
OG0006480	SRDH2_22410.1, SRDH2_22410.2	SCUR1_22240.1
OG0006481	SRDH2_69030.1	SCUR1_66720.1
OG0006482	SRDH2_20100.1, SRDH2_20100.3, SRDH2_20100.2, SRDH2_20100.4	SCUR1_21450.1
OG0006483	SRDH2_61950.1	SCUR1_60240.1
OG0006484	SRDH2_71670.1	SCUR1_69580.1
OG0006485	SRDH2_4420.1	SCUR1_4360.1, SCUR1_4360.2, SCUR1_4360.3
OG0006486	SRDH2_22400.1	SCUR1_22260.1
OG0006487	SRDH2_75340.1	SCUR1_72690.1
OG0006488	SRDH2_16750.1, SRDH2_16750.2	SCUR1_16290.1
OG0006489	SRDH2_11520.1	SCUR1_11150.1
OG0006490	SRDH2_8020.1, SRDH2_8020.2, SRDH2_7930.1	SCUR1_7630.1, SCUR1_7630.2
OG0006491	SRDH2_87860.1, SRDH2_87860.2	SCUR1_84150.1
OG0006492	SRDH2_37030.1	SCUR1_31510.1
OG0006493	SRDH2_23710.1	SCUR1_23040.1
OG0006495	SRDH2_85860.1	SCUR1_82610.1, SCUR1_82610.2
OG0006496	SRDH2_45480.1	SCUR1_45280.1
OG0006497	SRDH2_15070.1	SCUR1_13180.1
OG0006498	SRDH2_1870.1	SCUR1_1690.1
OG0006499	SRDH2_5740.1, SRDH2_5740.3, SRDH2_5740.2	SCUR1_5690.1
OG0006500	SRDH2_45080.1, SRDH2_45120.1	SCUR1_44950.1, SCUR1_44950.2
OG0006501	SRDH2_92850.1	SCUR1_88630.1
OG0006502	SRDH2_71620.1	SCUR1_68950.1, SCUR1_68950.2
OG0006503	SRDH2_82440.1	SCUR1_79760.1
OG0006504	SRDH2_83400.1	SCUR1_80790.1, SCUR1_97690.1, SCUR1_97690.2
OG0006505	SRDH2_85370.3, SRDH2_85370.4, SRDH2_85370.2, SRDH2_85370.1	SCUR1_82220.1, SCUR1_82220.2
OG0006506	SRDH2_69540.1	SCUR1_66330.1
OG0006507	SRDH2_63510.1, SRDH2_63510.2	SCUR1_61840.1
OG0006508	SRDH2_66650.1	SCUR1_65840.1
OG0006509	SRDH2_97250.1	SCUR1_92640.1
OG0006510	SRDH2_27140.1	SCUR1_26780.3, SCUR1_26780.2, SCUR1_26780.1
OG0006512	SRDH2_32190.1	SCUR1_34750.1
OG0006513	SRDH2_37390.2, SRDH2_37390.1	SCUR1_37790.1
OG0006514	SRDH2_84790.1	SCUR1_81710.1, SCUR1_81710.2, SCUR1_81710.4, SCUR1_81710.3, SCUR1_81710.5
OG0006515	SRDH2_42910.1	SCUR1_42770.1
OG0006516	SRDH2_31070.1	SCUR1_30660.1
OG0006517	SRDH2_98700.1	SCUR1_93960.2, SCUR1_93960.1, SCUR1_93960.3
OG0006518	SRDH2_99360.1	SCUR1_94580.1
OG0006519	SRDH2_96780.1	SCUR1_92160.2, SCUR1_92160.1, SCUR1_92160.3, SCUR1_92160.4
OG0006520	SRDH2_97890.1, SRDH2_97890.2	SCUR1_93210.1
OG0006521	SRDH2_90760.1	SCUR1_86680.1, SCUR1_86680.2
OG0006522	SRDH2_47780.1	SCUR1_47110.1
OG0006523	SRDH2_78960.1	SCUR1_76410.3, SCUR1_76410.2, SCUR1_76410.1
OG0006524	SRDH2_73050.1, SRDH2_73050.2	SCUR1_71870.1
OG0006525	SRDH2_65400.1	SCUR1_63660.3, SCUR1_63660.2, SCUR1_63660.4, SCUR1_63660.1
OG0006526	SRDH2_35210.1, SRDH2_35230.1	SCUR1_33370.1, SCUR1_33380.1
OG0006527	SRDH2_41640.1, SRDH2_41640.3, SRDH2_41640.4, SRDH2_41640.5, SRDH2_41640.2	SCUR1_41480.1
OG0006528	SRDH2_44940.1, SRDH2_44950.1	SCUR1_44830.1, SCUR1_44840.1, SCUR1_44820.1
OG0006529	SRDH2_18890.3, SRDH2_18890.1, SRDH2_18890.2	SCUR1_18420.1
OG0006531	SRDH2_49540.3, SRDH2_49540.4, SRDH2_49540.2, SRDH2_49540.1, SRDH2_49530.1, SRDH2_49530.2	SCUR1_48840.1
OG0006532	SRDH2_83440.1	SCUR1_96500.1
OG0006534	SRDH2_26740.1, SRDH2_26740.2, SRDH2_26740.4, SRDH2_26740.3	SCUR1_26290.1, SCUR1_26290.2
OG0006535	SRDH2_65360.1, SRDH2_65360.2	SCUR1_63630.1
OG0006543	SRDH2_85440.1	SCUR1_82280.1
OG0006544	SRDH2_99050.1	SCUR1_94260.1, SCUR1_94260.2
OG0006545	SRDH2_73870.1	SCUR1_71050.1
OG0006546	SRDH2_92460.1	SCUR1_88970.1
OG0006547	SRDH2_48750.1, SRDH2_48750.2	SCUR1_48050.1, SCUR1_48040.1
OG0006548	SRDH2_96370.1	SCUR1_91770.1
OG0006549	SRDH2_71100.2, SRDH2_71100.1	SCUR1_68290.1, SCUR1_68290.2
OG0006550	SRDH2_57310.1	SCUR1_56010.1
OG0006551	SRDH2_76600.1	SCUR1_74080.1, SCUR1_74080.2, SCUR1_74080.3
OG0006552	SRDH2_15550.1	SCUR1_15040.1
OG0006553	SRDH2_79250.1	SCUR1_76710.1
OG0006554	SRDH2_44080.1	SCUR1_43970.2, SCUR1_43970.1
OG0006555	SRDH2_95550.1	SCUR1_91040.1, SCUR1_91040.2
OG0006556	SRDH2_54840.1, SRDH2_54840.2	SCUR1_53950.1
OG0006557	SRDH2_62510.1	SCUR1_60860.1
OG0006558	SRDH2_74650.1	SCUR1_70310.1
OG0006559	SRDH2_5260.1	SCUR1_5210.1
OG0006560	SRDH2_27080.1	SCUR1_26700.1
OG0006561	SRDH2_69090.1	SCUR1_66670.3
OG0006562	SRDH2_12690.1, SRDH2_12650.1, SRDH2_12650.2	SCUR1_13600.1
OG0006563	SRDH2_90110.1	SCUR1_85960.2, SCUR1_85960.1
OG0006564	SRDH2_39170.1	SCUR1_39180.1
OG0006565	SRDH2_17110.1	SCUR1_16660.1, SCUR1_16640.1
OG0006566	SRDH2_29600.1	SCUR1_29260.1
OG0006567	SRDH2_30630.1	SCUR1_30190.1
OG0006568	SRDH2_21200.1	SCUR1_20410.1
OG0006569	SRDH2_29570.1	SCUR1_29280.1
OG0006570	SRDH2_56660.1	SCUR1_55570.1
OG0006571	SRDH2_63440.1	SCUR1_61750.1
OG0006572	SRDH2_47180.1	SCUR1_46490.1
OG0006573	SRDH2_1980.3, SRDH2_1980.2, SRDH2_1980.1	SCUR1_1800.2, SCUR1_1800.1
OG0006574	SRDH2_69630.1	SCUR1_66250.1
OG0006575	SRDH2_59150.1, SRDH2_59150.2	SCUR1_57790.1
OG0006576	SRDH2_59260.1	SCUR1_57940.1, SCUR1_57930.1
OG0006577	SRDH2_33330.2, SRDH2_33330.1, SRDH2_33330.3	SCUR1_35800.1
OG0006578	SRDH2_48620.1, SRDH2_48620.2	SCUR1_47940.1
OG0006579	SRDH2_42810.1	SCUR1_42660.1
OG0006580	SRDH2_78570.1	SCUR1_76040.1
OG0006581	SRDH2_27070.1	SCUR1_26690.1
OG0006582	SRDH2_30980.1, SRDH2_30990.1	SCUR1_30580.1
OG0006583	SRDH2_89280.1	SCUR1_85560.1, SCUR1_98130.1
OG0006584	SRDH2_2550.1	SCUR1_2330.1
OG0006586	SRDH2_37540.2	SCUR1_37610.1
OG0006588	SRDH2_13040.1	SCUR1_13910.1, SCUR1_13910.2
OG0006589	SRDH2_22860.1	SCUR1_19720.1
OG0006590	SRDH2_22840.1	SCUR1_19740.1
OG0006591	SRDH2_73350.1	SCUR1_71550.1, SCUR1_71550.2
OG0006592	SRDH2_87010.1	SCUR1_83600.1
OG0006593	SRDH2_74950.1	SCUR1_69990.1
OG0006594	SRDH2_54190.1	SCUR1_51790.1
OG0006595	SRDH2_54440.1	SCUR1_53500.1, SCUR1_53500.2, SCUR1_53500.3
OG0006596	SRDH2_80720.1	SCUR1_78230.1
OG0006597	SRDH2_79560.1	SCUR1_77030.1
OG0006598	SRDH2_97210.1	SCUR1_92590.1
OG0006599	SRDH2_23920.1	SCUR1_23280.1
OG0006600	SRDH2_81080.1, SRDH2_81080.2	SCUR1_78550.3, SCUR1_78550.1, SCUR1_78550.2, SCUR1_78550.4
OG0006601	SRDH2_54240.1	SCUR1_51730.1
OG0006602	SRDH2_25540.1	SCUR1_25160.1
OG0006603	SRDH2_95990.1	SCUR1_91380.1
OG0006604	SRDH2_57410.1, SRDH2_57410.2, SRDH2_57410.3	SCUR1_55920.1
OG0006606	SRDH2_72610.1	SCUR1_72250.1
OG0006607	SRDH2_26690.1	SCUR1_26260.1
OG0006608	SRDH2_21260.1	SCUR1_20350.1
OG0006609	SRDH2_89210.1	SCUR1_84930.1
OG0006610	SRDH2_82890.1	SCUR1_81200.1
OG0006611	SRDH2_96380.1	SCUR1_91780.1
OG0006613	SRDH2_57560.1	SCUR1_56220.1
OG0006614	SRDH2_66100.4, SRDH2_66100.2, SRDH2_66100.3, SRDH2_66100.1	SCUR1_65330.1
OG0006615	SRDH2_36080.1	SCUR1_34290.1
OG0006616	SRDH2_74560.1, SRDH2_74560.2, SRDH2_74560.3, SRDH2_74560.4, SRDH2_74560.5	SCUR1_70400.1
OG0006617	SRDH2_71580.1	SCUR1_68990.1, SCUR1_68990.3, SCUR1_68990.2
OG0006618	SRDH2_37850.1	SCUR1_37260.1
OG0006619	SRDH2_24550.1	SCUR1_24090.1
OG0006620	SRDH2_2160.1	SCUR1_1960.1
OG0006621	SRDH2_95320.1	SCUR1_90890.1
OG0006622	SRDH2_16870.1	SCUR1_16410.1
OG0006623	SRDH2_69910.1	SCUR1_65940.1
OG0006624	SRDH2_32250.1	SCUR1_34820.1
OG0006625	SRDH2_63330.1	SCUR1_61640.1
OG0006626	SRDH2_38080.1	SCUR1_32600.1
OG0006627	SRDH2_58040.1	SCUR1_56530.1
OG0006628	SRDH2_95400.1	SCUR1_90970.1
OG0006629	SRDH2_77480.1, SRDH2_77480.2	SCUR1_75020.1
OG0006630	SRDH2_83830.1	SCUR1_80490.2, SCUR1_80490.1
OG0006631	SRDH2_52320.1	SCUR1_51290.1
OG0006632	SRDH2_39310.1	SCUR1_39340.1
OG0006633	SRDH2_71500.1	SCUR1_69070.1
OG0006634	SRDH2_41200.1	SCUR1_41100.1
OG0006635	SRDH2_7130.1	SCUR1_7070.1
OG0006637	SRDH2_43530.1	SCUR1_43410.1
OG0006638	SRDH2_7090.1	SCUR1_7110.1
OG0006639	SRDH2_82140.1	SCUR1_79470.1
OG0006640	SRDH2_9320.1	SCUR1_8970.1
OG0006641	SRDH2_77810.1	SCUR1_75390.1
OG0006642	SRDH2_68160.1	SCUR1_64330.1
OG0006643	SRDH2_59840.1, SRDH2_59840.2	SCUR1_58260.1
OG0006644	SRDH2_24980.1	SCUR1_24560.1
OG0006645	SRDH2_62590.1	SCUR1_60940.1
OG0006646	SRDH2_52580.1, SRDH2_52580.2	SCUR1_51550.1
OG0006647	SRDH2_69930.1	SCUR1_65920.1
OG0006648	SRDH2_66700.1	SCUR1_65880.1
OG0006649	SRDH2_73250.1, SRDH2_73250.2	SCUR1_71680.1
OG0006650	SRDH2_48210.1	SCUR1_47500.1
OG0006651	SRDH2_14510.1, SRDH2_14510.2	SCUR1_12650.1
OG0006652	SRDH2_24280.1	SCUR1_23820.1
OG0006653	SRDH2_68030.1	SCUR1_64190.1, SCUR1_64200.1
OG0006654	SRDH2_69940.1	SCUR1_65910.1
OG0006655	SRDH2_38260.1, SRDH2_38260.2	SCUR1_34450.1
OG0006656	SRDH2_38250.1	SCUR1_34440.1, SCUR1_34440.2
OG0006657	SRDH2_25720.1	SCUR1_25290.1
OG0006658	SRDH2_79280.1	SCUR1_76740.1
OG0006659	SRDH2_32640.1	SCUR1_35220.1
OG0006660	SRDH2_87780.1	SCUR1_84200.1
OG0006661	SRDH2_73020.1	SCUR1_71890.1
OG0006662	SRDH2_16520.1	SCUR1_16050.1
OG0006663	SRDH2_42250.1, SRDH2_42250.2, SRDH2_42250.3	SCUR1_42130.1
OG0006664	SRDH2_52000.1	SCUR1_50960.1
OG0006665	SRDH2_34140.1	SCUR1_36710.1
OG0006666	SRDH2_1400.1	SCUR1_1260.1, SCUR1_1260.2
OG0006667	SRDH2_6970.1, SRDH2_6970.3, SRDH2_6970.2	SCUR1_6850.1
OG0006668	SRDH2_24960.1	SCUR1_24550.1, SCUR1_24550.2
OG0006669	SRDH2_13670.1	SCUR1_14330.1
OG0006670	SRDH2_74660.1	SCUR1_70300.1
OG0006671	SRDH2_80910.1	SCUR1_78420.1
OG0006672	SRDH2_18430.1	SCUR1_17910.1, SCUR1_17920.1
OG0006673	SRDH2_20680.1, SRDH2_20680.2	SCUR1_20940.1
OG0006674	SRDH2_82090.1	SCUR1_79390.1
OG0006675	SRDH2_21960.1	SCUR1_22450.1
OG0006676	SRDH2_76150.1, SRDH2_76150.2	SCUR1_73570.1
OG0006677	SRDH2_23430.2, SRDH2_23430.1, SRDH2_23430.3, SRDH2_23430.4	SCUR1_22810.1
OG0006678	SRDH2_47690.1	SCUR1_100910.1, SCUR1_47000.1, SCUR1_100910.2
OG0006679	SRDH2_36280.1	SCUR1_32390.1
OG0006680	SRDH2_13870.1	SCUR1_12100.1
OG0006681	SRDH2_62460.1	SCUR1_60760.1
OG0006682	SRDH2_86690.1	SCUR1_83260.1, SCUR1_83260.2
OG0006683	SRDH2_21710.1	SCUR1_19810.1, SCUR1_19820.1
OG0006684	SRDH2_18720.1	SCUR1_18220.1
OG0006685	SRDH2_35710.1	SCUR1_33860.2, SCUR1_33860.1
OG0006686	SRDH2_52710.1	SCUR1_53350.1
OG0006687	SRDH2_91630.1	SCUR1_87500.1
OG0006688	SRDH2_60590.1	SCUR1_58910.1
OG0006689	SRDH2_63160.1, SRDH2_63160.2	SCUR1_61480.1
OG0006690	SRDH2_62470.1	SCUR1_60780.1
OG0006691	SRDH2_78630.1	SCUR1_76080.1
OG0006692	SRDH2_4490.1	SCUR1_4420.1
OG0006693	SRDH2_23930.1	SCUR1_23290.1
OG0006694	SRDH2_80010.1	SCUR1_77440.1
OG0006695	SRDH2_65270.1	SCUR1_63540.1
OG0006696	SRDH2_89390.1	SCUR1_85680.1
OG0006697	SRDH2_31050.1	SCUR1_30640.1
OG0006698	SRDH2_42130.1	SCUR1_41980.1
OG0006699	SRDH2_74540.1	SCUR1_70420.1
OG0006700	SRDH2_39850.1	SCUR1_39860.1
OG0006701	SRDH2_50230.1	SCUR1_49510.1
OG0006702	SRDH2_93860.1	SCUR1_89750.1
OG0006703	SRDH2_7810.1	SCUR1_7540.1
OG0006705	SRDH2_58310.1	SCUR1_98470.1
OG0006706	SRDH2_41170.1	SCUR1_41060.1
OG0006707	SRDH2_30850.1	SCUR1_30430.1, SCUR1_30430.2
OG0006708	SRDH2_12190.1, SRDH2_12190.2, SRDH2_12190.3, SRDH2_12190.5, SRDH2_12190.4	SCUR1_14610.1
OG0006709	SRDH2_20300.2, SRDH2_20300.1	SCUR1_21270.1, SCUR1_100210.1
OG0006710	SRDH2_85040.1	SCUR1_81960.1
OG0006711	SRDH2_67150.1	SCUR1_64630.1
OG0006712	SRDH2_86850.1	SCUR1_83420.1
OG0006713	SRDH2_34940.1, SRDH2_34940.2	SCUR1_33060.1
OG0006714	SRDH2_23550.1	SCUR1_22690.1
OG0006715	SRDH2_44110.1	SCUR1_44000.1
OG0006716	SRDH2_46130.1	SCUR1_45750.1
OG0006717	SRDH2_93950.1	SCUR1_89840.1
OG0006718	SRDH2_21840.1	SCUR1_22530.1
OG0006719	SRDH2_47010.1	SCUR1_46260.1
OG0006720	SRDH2_27210.1	SCUR1_26840.1
OG0006721	SRDH2_14700.1	SCUR1_12830.1
OG0006722	SRDH2_28980.1	SCUR1_28670.1
OG0006723	SRDH2_46140.1	SCUR1_45770.1
OG0006724	SRDH2_3360.1, SRDH2_3360.2	SCUR1_3240.1
OG0006725	SRDH2_63920.1	SCUR1_62240.1
OG0006726	SRDH2_64340.2	SCUR1_62650.1
OG0006727	SRDH2_82280.1	SCUR1_79570.1
OG0006728	SRDH2_98270.1	SCUR1_95320.2, SCUR1_95320.3, SCUR1_95320.1
OG0006729	SRDH2_98860.1	SCUR1_94110.1, SCUR1_94100.1
OG0006730	SRDH2_36870.1, SRDH2_36870.2	SCUR1_31680.1
OG0006731	SRDH2_89970.1	SCUR1_86390.1
OG0006732	SRDH2_67980.1	SCUR1_64140.1
OG0006733	SRDH2_10470.1, SRDH2_10480.1	SCUR1_10030.1
OG0006734	SRDH2_94830.1	SCUR1_90520.1, SCUR1_99390.1
OG0006735	SRDH2_64940.1	SCUR1_63240.1
OG0006736	SRDH2_75330.1	SCUR1_72680.1
OG0006737	SRDH2_2380.2, SRDH2_2380.3, SRDH2_2380.1	SCUR1_2170.1
OG0006738	SRDH2_45640.1	SCUR1_45460.1
OG0006739	SRDH2_21550.1	SCUR1_20030.1
OG0006740	SRDH2_84540.1	SCUR1_81410.1
OG0006741	SRDH2_12920.1	SCUR1_13720.1
OG0006742	SRDH2_11440.1	SCUR1_11070.1
OG0006743	SRDH2_50910.1, SRDH2_50910.2	SCUR1_50150.1
OG0006744	SRDH2_89680.1	SCUR1_86280.1
OG0006745	SRDH2_86900.1	SCUR1_83470.1
OG0006746	SRDH2_81350.2, SRDH2_81350.1, SRDH2_81350.3	SCUR1_78790.1, SCUR1_78790.2
OG0006747	SRDH2_83340.1	SCUR1_80840.1
OG0006748	SRDH2_11380.1	SCUR1_10990.1
OG0006749	SRDH2_37660.1	SCUR1_37470.1
OG0006750	SRDH2_94760.1	SCUR1_90460.1
OG0006751	SRDH2_56910.1	SCUR1_57070.1
OG0006752	SRDH2_15290.1	SCUR1_13420.1
OG0006753	SRDH2_70390.1	SCUR1_68140.1
OG0006754	SRDH2_49990.1	SCUR1_49250.1, SCUR1_49250.2, SCUR1_49250.3
OG0006755	SRDH2_66220.1	SCUR1_65440.1
OG0006756	SRDH2_88790.1	SCUR1_85270.1, SCUR1_85270.2
OG0006758	SRDH2_65500.1	SCUR1_63760.1
OG0006759	SRDH2_10920.1, SRDH2_10920.2, SRDH2_10920.3	SCUR1_10550.1
OG0006760	SRDH2_65300.1, SRDH2_65300.2	SCUR1_63570.1
OG0006761	SRDH2_46090.1	SCUR1_45710.1
OG0006762	SRDH2_97050.1	SCUR1_92400.1
OG0006763	SRDH2_18970.1	SCUR1_97160.1
OG0006764	SRDH2_75860.1	SCUR1_73310.1
OG0006765	SRDH2_89400.1	SCUR1_85700.1
OG0006766	SRDH2_88930.1	SCUR1_85110.1
OG0006767	SRDH2_88820.2, SRDH2_88820.3, SRDH2_88820.1	SCUR1_85230.1
OG0006768	SRDH2_7980.1	SCUR1_7680.1
OG0006769	SRDH2_76110.1	SCUR1_73530.1
OG0006770	SRDH2_44400.4	SCUR1_44280.3
OG0006771	SRDH2_8430.1	SCUR1_8130.1
OG0006772	SRDH2_66710.1	SCUR1_67580.1
OG0006773	SRDH2_79300.1	SCUR1_76760.1
OG0006774	SRDH2_19770.1	SCUR1_19360.1
OG0006775	SRDH2_61010.1	SCUR1_59280.1
OG0006776	SRDH2_67040.1	SCUR1_64520.1
OG0006777	SRDH2_17900.2, SRDH2_17900.1	SCUR1_17390.1
OG0006778	SRDH2_21390.1	SCUR1_20200.1, SCUR1_20200.2
OG0006779	SRDH2_50590.1	SCUR1_49800.1
OG0006780	SRDH2_85540.1	SCUR1_82380.1
OG0006781	SRDH2_40560.1	SCUR1_40510.1
OG0006782	SRDH2_70360.1	SCUR1_68170.1
OG0006783	SRDH2_17560.1	SCUR1_17110.1
OG0006784	SRDH2_4040.1, SRDH2_4040.2	SCUR1_3910.1
OG0006785	SRDH2_81360.2, SRDH2_81360.1	SCUR1_78810.1
OG0006786	SRDH2_21450.1	SCUR1_20140.1, SCUR1_20140.2
OG0006787	SRDH2_35290.1	SCUR1_33440.1
OG0006788	SRDH2_67580.1, SRDH2_67580.2	SCUR1_64950.1
OG0006789	SRDH2_15260.1	SCUR1_13380.1
OG0006790	SRDH2_96070.1, SRDH2_96070.2	SCUR1_91470.1
OG0006792	SRDH2_23980.1, SRDH2_23980.2	SCUR1_23350.1
OG0006793	SRDH2_15310.1	SCUR1_13440.1
OG0006795	SRDH2_13170.1, SRDH2_13140.1	SCUR1_14000.1
OG0006796	SRDH2_16470.1	SCUR1_15990.1
OG0006797	SRDH2_1020.1	SCUR1_940.1, SCUR1_940.2, SCUR1_940.3
OG0006798	SRDH2_50050.1	SCUR1_49300.1, SCUR1_49300.2
OG0006799	SRDH2_41950.1	SCUR1_41810.1, SCUR1_41810.2
OG0006800	SRDH2_22290.1, SRDH2_22290.2	SCUR1_21880.1, SCUR1_21880.2
OG0006801	SRDH2_15720.1	SCUR1_15210.1
OG0006802	SRDH2_15750.1	SCUR1_15270.1
OG0006803	SRDH2_78830.1	SCUR1_76280.1
OG0006804	SRDH2_85620.1, SRDH2_85620.3, SRDH2_85620.4, SRDH2_85620.2	SCUR1_82420.1
OG0006805	SRDH2_85230.1	SCUR1_82140.1, SCUR1_82140.2
OG0006806	SRDH2_30400.1	SCUR1_29930.1, SCUR1_29930.2
OG0006807	SRDH2_36340.1	SCUR1_32310.1
OG0006808	SRDH2_27440.1, SRDH2_27430.1	SCUR1_27040.1
OG0006809	SRDH2_66620.1	SCUR1_65820.1
OG0006810	SRDH2_68470.1	SCUR1_67200.1, SCUR1_100040.1
OG0006816	SRDH2_92190.1	SCUR1_89240.1
OG0006817	SRDH2_26640.1, SRDH2_26640.2, SRDH2_26640.3, SRDH2_26640.4, SRDH2_26640.5	SCUR1_26210.1
OG0006819	SRDH2_16030.1	SCUR1_15550.1
OG0006820	SRDH2_77590.1	SCUR1_75150.1
OG0006821	SRDH2_37910.1, SRDH2_37910.2	SCUR1_37200.1
OG0006822	SRDH2_4530.2, SRDH2_4530.3, SRDH2_4530.4, SRDH2_4530.1	SCUR1_4460.1
OG0006823	SRDH2_96730.1	SCUR1_92110.1, SCUR1_92110.2
OG0006824	SRDH2_96530.1	SCUR1_91880.1
OG0006826	SRDH2_87830.1	SCUR1_84170.1
OG0006827	SRDH2_93810.1, SRDH2_93810.2, SRDH2_93810.3, SRDH2_93810.4, SRDH2_93810.5	SCUR1_89680.1
OG0006828	SRDH2_78530.1	SCUR1_76000.1, SCUR1_75990.1
OG0006829	SRDH2_65740.1	SCUR1_65000.1
OG0006830	SRDH2_64140.1	SCUR1_62430.1, SCUR1_62430.2
OG0006831	SRDH2_36810.1, SRDH2_36810.2	SCUR1_31740.1
OG0006832	SRDH2_26270.1	SCUR1_25810.2, SCUR1_25810.3, SCUR1_25810.4
OG0006833	SRDH2_27360.1	SCUR1_26960.3, SCUR1_26960.1, SCUR1_26960.2
OG0006834	SRDH2_24750.1	SCUR1_24300.1, SCUR1_24300.2
OG0006835	SRDH2_45170.1, SRDH2_45090.1, SRDH2_45150.1, SRDH2_45110.1, SRDH2_45160.1	SCUR1_44960.1
OG0006836	SRDH2_17410.3, SRDH2_17410.1	SCUR1_16940.1, SCUR1_16940.2
OG0006837	SRDH2_29880.1, SRDH2_29880.2	SCUR1_29530.1
