Orthogroup	s.mekongi	fasciola_hepatica
OG0006127	KAK4473539.1	FhHiC23_g14152.t1, FhHiC23_g14154.t1
OG0006128	KAK4472161.1	FhHiC23_g14700.t1
OG0006129	KAK4474736.1	FhHiC23_g11551.t1
OG0006130	KAK4473116.1	FhHiC23_g10266.t1
OG0006131	KAK4471379.1	FhHiC23_g4501.t1
OG0006132	KAK4469148.1	FhHiC23_g1879.t1
OG0006133	KAK4471417.1	FhHiC23_g7841.t1
OG0006134	KAK4474994.1	FhHiC23_g15624.t1
OG0006135	KAK4475120.1	FhHiC23_g12154.t1, FhHiC23_g12154.t2
OG0006136	KAK4470446.1	FhHiC23_g2947.t1
OG0006139	KAK4474726.1, KAK4467432.1	FhHiC23_g10820.t1
OG0006140	KAK4470583.1	FhHiC23_g2741.t1
OG0006141	KAK4472725.1	FhHiC23_g5001.t1
OG0006143	KAK4475166.1	FhHiC23_g15276.t1
OG0006144	KAK4471923.1	FhHiC23_g8043.t1
OG0006145	KAK4473781.1	FhHiC23_g5655.t1, FhHiC23_g5655.t2
OG0006146	KAK4470796.1	FhHiC23_g3360.t2, FhHiC23_g3360.t1
OG0006148	KAK4471304.1	FhHiC23_g7163.t1
OG0006150	KAK4472611.1	FhHiC23_g5497.t1
OG0006151	KAK4473401.1	FhHiC23_g6168.t1, FhHiC23_g14640.t1
OG0006152	KAK4468926.1	FhHiC23_g16207.t1
OG0006153	KAK4471875.1	FhHiC23_g8148.t1, FhHiC23_g8149.t1
OG0006154	KAK4468885.1	FhHiC23_g16827.t1, FhHiC23_g16827.t2, FhHiC23_g16827.t3
OG0006155	KAK4475041.1	FhHiC23_g15173.t1
OG0006156	KAK4470444.1	FhHiC23_g2942.t1
OG0006157	KAK4473730.1	FhHiC23_g14532.t1
OG0006158	KAK4475359.1	FhHiC23_g15203.t1
OG0006159	KAK4473320.1	FhHiC23_g10247.t1, FhHiC23_g10247.t2
OG0006160	KAK4474833.1	FhHiC23_g11040.t1
OG0006161	KAK4468090.1, KAK4468092.1	FhHiC23_g3511.t2, FhHiC23_g3511.t1
OG0006162	KAK4475131.1	FhHiC23_g15143.t1
OG0006163	KAK4474820.1	FhHiC23_g13046.t1
OG0006164	KAK4474565.1	FhHiC23_g12364.t1
OG0006165	KAK4470938.1	FhHiC23_g14342.t1, FhHiC23_g2782.t1
OG0006166	KAK4469118.1	FhHiC23_g490.t1, FhHiC23_g490.t2
OG0006167	KAK4467994.1	FhHiC23_g3566.t1, FhHiC23_g3567.t1
OG0006168	KAK4468499.1	FhHiC23_g16071.t1
OG0006170	KAK4474729.1	FhHiC23_g11809.t1
OG0006171	KAK4475668.1	FhHiC23_g13369.t1, FhHiC23_g13369.t2
OG0006172	KAK4472589.1	FhHiC23_g14266.t1, FhHiC23_g14266.t2
OG0006173	KAK4475387.1	FhHiC23_g15447.t1
OG0006174	KAK4475094.1, KAK4475095.1	FhHiC23_g15596.t1
OG0006175	KAK4468738.1	FhHiC23_g16122.t1, FhHiC23_g16122.t2, FhHiC23_g16125.t1
OG0006176	KAK4468627.1	FhHiC23_g16194.t1
OG0006177	KAK4468782.1	FhHiC23_g16609.t1
OG0006178	KAK4468822.1	FhHiC23_g16825.t1
OG0006179	KAK4468953.1	FhHiC23_g2087.t1
OG0006180	KAK4469145.1	FhHiC23_g319.t1
OG0006181	KAK4470935.1	FhHiC23_g371.t1
OG0006183	KAK4472514.1	FhHiC23_g4974.t1
OG0006184	KAK4471473.1	FhHiC23_g5728.t1
OG0006185	KAK4469615.1	FhHiC23_g734.t1, FhHiC23_g735.t1, FhHiC23_g735.t2
OG0006186	KAK4467923.1	FhHiC23_g9670.t1
OG0006225	KAK4471643.1	FhHiC23_g8111.t1
OG0006226	KAK4476294.1	FhHiC23_g11739.t1, FhHiC23_g11498.t1, FhHiC23_g14923.t1
OG0006227	KAK4474539.1	FhHiC23_g11745.t1, FhHiC23_g11745.t2
OG0006228	KAK4472991.1	FhHiC23_g9695.t1
OG0006229	KAK4474761.1	FhHiC23_g11595.t1
OG0006230	KAK4467743.1	FhHiC23_g10093.t1, FhHiC23_g9429.t1
OG0006231	KAK4473626.1	FhHiC23_g14046.t1, FhHiC23_g14046.t2
OG0006233	KAK4473761.1	FhHiC23_g12900.t1
OG0006234	KAK4474507.1	FhHiC23_g12144.t1
OG0006236	KAK4471510.1	FhHiC23_g7354.t1
OG0006237	KAK4473660.1	FhHiC23_g15827.t1
OG0006238	KAK4472625.1	FhHiC23_g5038.t2, FhHiC23_g5038.t1
OG0006239	KAK4470408.1	FhHiC23_g468.t1, FhHiC23_g468.t2, FhHiC23_g9990.t1
OG0006240	KAK4468210.1	FhHiC23_g4205.t1
OG0006241	KAK4469038.1	FhHiC23_g307.t2, FhHiC23_g307.t1
OG0006242	KAK4475281.1	FhHiC23_g15579.t1
OG0006243	KAK4472546.1	FhHiC23_g14353.t1
OG0006244	KAK4472018.1	FhHiC23_g8262.t1
OG0006246	KAK4468289.1	FhHiC23_g4287.t1
OG0006248	KAK4468408.1	FhHiC23_g16672.t1
OG0006249	KAK4469514.1	FhHiC23_g648.t1, FhHiC23_g648.t2
OG0006250	KAK4472378.1	FhHiC23_g6015.t1, FhHiC23_g6015.t2
OG0006251	KAK4474813.1	FhHiC23_g11772.t1, FhHiC23_g11772.t2, FhHiC23_g11772.t3
OG0006252	KAK4474188.1	FhHiC23_g5283.t1
OG0006253	KAK4468521.1	FhHiC23_g16040.t1
OG0006254	KAK4475397.1	FhHiC23_g12719.t1, FhHiC23_g12719.t2
OG0006255	KAK4474065.1	FhHiC23_g5997.t1
OG0006256	KAK4473699.1	FhHiC23_g5647.t1, FhHiC23_g5647.t2
OG0006257	KAK4467720.1	FhHiC23_g9246.t1, FhHiC23_g9244.t1
OG0006258	KAK4471618.1	FhHiC23_g7028.t1
OG0006259	KAK4468606.1	FhHiC23_g16316.t1
OG0006260	KAK4473007.1	FhHiC23_g10392.t1
OG0006261	KAK4470727.1	FhHiC23_g2279.t1
OG0006262	KAK4471496.1	FhHiC23_g6836.t1
OG0006263	KAK4467364.1	FhHiC23_g15062.t1, FhHiC23_g3693.t1
OG0006264	KAK4470774.1	FhHiC23_g2626.t1
OG0006265	KAK4473372.1	FhHiC23_g9634.t1
OG0006266	KAK4469445.1	FhHiC23_g1135.t1
OG0006269	KAK4469564.1	FhHiC23_g1008.t1, FhHiC23_g1008.t2
OG0006270	KAK4474815.1	FhHiC23_g11775.t1
OG0006272	KAK4476311.1	FhHiC23_g12207.t1
OG0006273	KAK4473895.1	FhHiC23_g14323.t1, FhHiC23_g14323.t2
OG0006274	KAK4473472.1	FhHiC23_g13865.t1
OG0006275	KAK4470076.1	FhHiC23_g2473.t1
OG0006276	KAK4468159.1	FhHiC23_g3898.t1
OG0006277	KAK4472524.1	FhHiC23_g14007.t1
OG0006278	KAK4468118.1	FhHiC23_g3832.t1, FhHiC23_g3832.t2
OG0006280	KAK4474428.1	FhHiC23_g12956.t1, FhHiC23_g174.t1
OG0006281	KAK4472242.1	FhHiC23_g6182.t1
OG0006282	KAK4470781.1	FhHiC23_g2874.t1
OG0006283	KAK4473345.1	FhHiC23_g14175.t2, FhHiC23_g14175.t1
OG0006284	KAK4470247.1	FhHiC23_g2732.t1
OG0006285	KAK4469904.1	FhHiC23_g1016.t1, FhHiC23_g1016.t2
OG0006286	KAK4471705.1	FhHiC23_g7258.t2
OG0006287	KAK4470623.1	FhHiC23_g2795.t1
OG0006288	KAK4470640.1	FhHiC23_g2891.t1
OG0006289	KAK4470767.1	FhHiC23_g257.t2, FhHiC23_g257.t1
OG0006290	KAK4471146.1	FhHiC23_g7581.t1
OG0006291	KAK4471813.1	FhHiC23_g7849.t1
OG0006292	KAK4471513.1	FhHiC23_g7845.t1, FhHiC23_g7846.t1
OG0006293	KAK4467832.1	FhHiC23_g9821.t1
OG0006294	KAK4473158.1	FhHiC23_g4706.t1
OG0006295	KAK4467651.1	FhHiC23_g9462.t1
OG0006296	KAK4473605.1	FhHiC23_g13959.t1
OG0006297	KAK4472956.1	FhHiC23_g10499.t1
OG0006299	KAK4475430.1	FhHiC23_g12603.t1
OG0006301	KAK4476018.1	FhHiC23_g12029.t1
OG0006302	KAK4469873.1	FhHiC23_g2346.t1, FhHiC23_g2346.t2
OG0006303	KAK4474640.1	FhHiC23_g12505.t1
OG0006306	KAK4474931.1	FhHiC23_g11514.t1
OG0006307	KAK4474117.1, KAK4474119.1	FhHiC23_g5031.t1
OG0006308	KAK4470559.1	FhHiC23_g611.t1
OG0006309	KAK4470879.1	FhHiC23_g3220.t1
OG0006310	KAK4467625.1	FhHiC23_g12867.t1
OG0006312	KAK4470756.1	FhHiC23_g886.t1
OG0006313	KAK4470031.1	FhHiC23_g2832.t1
OG0006314	KAK4470674.1	FhHiC23_g380.t1
OG0006315	KAK4467941.1	FhHiC23_g9228.t1, FhHiC23_g9228.t2
OG0006316	KAK4471515.1	FhHiC23_g7872.t1
OG0006317	KAK4469380.1	FhHiC23_g1820.t1, FhHiC23_g1820.t2
OG0006318	KAK4469409.1	FhHiC23_g1251.t1
OG0006319	KAK4468502.1	FhHiC23_g16626.t1
OG0006320	KAK4472685.1	FhHiC23_g5393.t1, FhHiC23_g5393.t2
OG0006321	KAK4476296.1	FhHiC23_g13408.t1, FhHiC23_g13408.t3, FhHiC23_g13408.t2
OG0006322	KAK4469023.1	FhHiC23_g1432.t1, FhHiC23_g1433.t1
OG0006323	KAK4472277.1	FhHiC23_g6564.t1, FhHiC23_g6564.t2
OG0006324	KAK4475001.1	FhHiC23_g15560.t1
OG0006325	KAK4475885.1	FhHiC23_g12952.t1
OG0006326	KAK4467861.1	FhHiC23_g10415.t1
OG0006327	KAK4473194.1	FhHiC23_g8985.t1
OG0006328	KAK4471116.1	FhHiC23_g7723.t1, FhHiC23_g7723.t2
OG0006329	KAK4471621.1	FhHiC23_g7221.t1
OG0006330	KAK4468613.1	FhHiC23_g16659.t1
OG0006331	KAK4472021.1	FhHiC23_g8184.t1
OG0006332	KAK4473440.1	FhHiC23_g14434.t1, FhHiC23_g14434.t2
OG0006333	KAK4471830.1	FhHiC23_g6764.t1
OG0006334	KAK4468246.1, KAK4468247.1	FhHiC23_g3638.t1, FhHiC23_g3638.t2
OG0006335	KAK4467646.1	FhHiC23_g10070.t1, FhHiC23_g10070.t2
OG0006336	KAK4475478.1	FhHiC23_g15467.t2, FhHiC23_g15467.t1
OG0006337	KAK4475237.1	FhHiC23_g15469.t1, FhHiC23_g15470.t1
OG0006338	KAK4475375.1	FhHiC23_g11354.t1, FhHiC23_g11354.t2
OG0006339	KAK4474098.1	FhHiC23_g6330.t1
OG0006340	KAK4473588.1	FhHiC23_g14161.t1, FhHiC23_g14161.t2
OG0006341	KAK4469929.1	FhHiC23_g2205.t1
OG0006342	KAK4468182.1	FhHiC23_g3926.t1
OG0006343	KAK4471929.1	FhHiC23_g7330.t2, FhHiC23_g7330.t1
OG0006344	KAK4472850.1	FhHiC23_g5072.t1
OG0006345	KAK4470125.1	FhHiC23_g1558.t1
OG0006346	KAK4468823.1	FhHiC23_g16332.t1
OG0006347	KAK4473139.1	FhHiC23_g4981.t1
OG0006348	KAK4473389.1	FhHiC23_g14306.t1
OG0006349	KAK4476000.1	FhHiC23_g11406.t1
OG0006350	KAK4473838.1	FhHiC23_g6267.t1
OG0006352	KAK4474570.1	FhHiC23_g11399.t1
OG0006353	KAK4470087.1	FhHiC23_g7657.t1, FhHiC23_g3226.t1
OG0006354	KAK4470163.1	FhHiC23_g2314.t1, FhHiC23_g2314.t2
OG0006355	KAK4469137.1	FhHiC23_g743.t1
OG0006356	KAK4470941.1	FhHiC23_g1508.t1, FhHiC23_g1508.t2
OG0006357	KAK4468024.1	FhHiC23_g1675.t1, FhHiC23_g3570.t1, FhHiC23_g3570.t2
OG0006358	KAK4474783.1	FhHiC23_g12538.t1
OG0006359	KAK4469668.1	FhHiC23_g23.t1
OG0006361	KAK4469875.1	FhHiC23_g2379.t1, FhHiC23_g2379.t2
OG0006362	KAK4475037.1	FhHiC23_g15612.t2, FhHiC23_g15612.t3, FhHiC23_g15612.t1
OG0006363	KAK4474399.1	FhHiC23_g13159.t1
OG0006364	KAK4468254.1	FhHiC23_g3542.t1
OG0006365	KAK4475432.1	FhHiC23_g15801.t1, FhHiC23_g15801.t2
OG0006366	KAK4469478.1	FhHiC23_g1189.t1
OG0006367	KAK4470144.1	FhHiC23_g924.t1
OG0006368	KAK4471308.1	FhHiC23_g8034.t1
OG0006369	KAK4468083.1	FhHiC23_g4074.t1
OG0006370	KAK4470233.1	FhHiC23_g1296.t1
OG0006371	KAK4468278.1	FhHiC23_g3590.t1, FhHiC23_g3590.t2
OG0006372	KAK4473022.1	FhHiC23_g5732.t1
OG0006373	KAK4470865.1	FhHiC23_g2516.t1
OG0006374	KAK4469453.1	FhHiC23_g1627.t1
OG0006375	KAK4475381.1	FhHiC23_g15266.t1
OG0006376	KAK4468798.1	FhHiC23_g16363.t2, FhHiC23_g16363.t1
OG0006377	KAK4471981.1	FhHiC23_g7036.t1
OG0006378	KAK4469187.1	FhHiC23_g255.t1, FhHiC23_g255.t2, FhHiC23_g255.t3
OG0006379	KAK4468873.1	FhHiC23_g4393.t1, FhHiC23_g4393.t2
OG0006380	KAK4468597.1	FhHiC23_g16006.t1
OG0006381	KAK4470336.1	FhHiC23_g3281.t1, FhHiC23_g3281.t2
OG0006382	KAK4468063.1	FhHiC23_g3661.t1
OG0006383	KAK4468336.1	FhHiC23_g3473.t1
OG0006384	KAK4472015.1, KAK4472016.1	FhHiC23_g8071.t1
OG0006385	KAK4474945.1	FhHiC23_g10762.t1
OG0006386	KAK4469744.1	FhHiC23_g1884.t1, FhHiC23_g1884.t2
OG0006387	KAK4470836.1, KAK4470837.1	FhHiC23_g2511.t1
OG0006388	KAK4472008.1	FhHiC23_g7270.t2, FhHiC23_g7270.t1
OG0006389	KAK4468117.1	FhHiC23_g3826.t1
OG0006390	KAK4471277.1	FhHiC23_g8296.t1
OG0006391	KAK4471276.1	FhHiC23_g8298.t1
OG0006392	KAK4467827.1	FhHiC23_g9212.t1, FhHiC23_g9995.t1
OG0006394	KAK4469590.1	FhHiC23_g1853.t1, FhHiC23_g1853.t2
OG0006395	KAK4474500.1	FhHiC23_g12100.t1
OG0006396	KAK4474981.1	FhHiC23_g15181.t1
OG0006397	KAK4470041.1	FhHiC23_g2961.t1
OG0006398	KAK4475908.1	FhHiC23_g13143.t2, FhHiC23_g13143.t1
OG0006399	KAK4474287.1	FhHiC23_g10975.t1
OG0006400	KAK4470328.1	FhHiC23_g2397.t1
OG0006401	KAK4469089.1	FhHiC23_g1801.t1, FhHiC23_g1801.t2
OG0006402	KAK4472875.1	FhHiC23_g5527.t1, FhHiC23_g5528.t1
OG0006403	KAK4475922.1	FhHiC23_g13187.t1
OG0006404	KAK4472305.1	FhHiC23_g6149.t1
OG0006405	KAK4469402.1	FhHiC23_g2358.t2, FhHiC23_g2358.t1
OG0006406	KAK4469487.1	FhHiC23_g118.t1
OG0006407	KAK4475078.1	FhHiC23_g11988.t1
OG0006408	KAK4470676.1	FhHiC23_g208.t1
OG0006409	KAK4469916.1	FhHiC23_g805.t1
OG0006410	KAK4474425.1	FhHiC23_g13580.t1
OG0006411	KAK4475080.1	FhHiC23_g11588.t1, FhHiC23_g11588.t2
OG0006412	KAK4474934.1	FhHiC23_g11195.t1
OG0006413	KAK4468951.1, KAK4468950.1	FhHiC23_g16329.t1, FhHiC23_g16330.t1
OG0006414	KAK4468882.1	FhHiC23_g16427.t1
OG0006415	KAK4473149.1	FhHiC23_g5063.t1
OG0006417	KAK4469389.1	FhHiC23_g1201.t2, FhHiC23_g1201.t1
OG0006418	KAK4476247.1	FhHiC23_g13644.t1
OG0006419	KAK4473108.1	FhHiC23_g9938.t1
OG0006420	KAK4471323.1	FhHiC23_g7192.t1, FhHiC23_g7192.t2
OG0006421	KAK4475819.1	FhHiC23_g13127.t1
OG0006422	KAK4468514.1, KAK4468513.1	FhHiC23_g16667.t1
OG0006423	KAK4468253.1	FhHiC23_g4161.t1, FhHiC23_g6683.t1, FhHiC23_g6683.t2
OG0006424	KAK4469399.1	FhHiC23_g2008.t1, FhHiC23_g2008.t2, FhHiC23_g2008.t3
OG0006425	KAK4470872.1	FhHiC23_g3112.t1
OG0006426	KAK4475003.1	FhHiC23_g4953.t1, FhHiC23_g15008.t1, FhHiC23_g15008.t2
OG0006427	KAK4472377.1	FhHiC23_g4917.t1
OG0006428	KAK4474884.1	FhHiC23_g13594.t1
OG0006429	KAK4474389.1	FhHiC23_g11250.t1
OG0006430	KAK4475603.1	FhHiC23_g12017.t1
OG0006432	KAK4470909.1	FhHiC23_g3130.t1
OG0006434	KAK4467733.1	FhHiC23_g9351.t1
OG0006435	KAK4468342.1	FhHiC23_g4108.t1
OG0006436	KAK4471217.1	FhHiC23_g7797.t1
OG0006437	KAK4468454.1	FhHiC23_g16577.t1
OG0006438	KAK4470735.1	FhHiC23_g3102.t1
OG0006439	KAK4474734.1	FhHiC23_g11617.t1, FhHiC23_g11617.t2
OG0006441	KAK4467867.1	FhHiC23_g9861.t1
OG0006442	KAK4474152.1	FhHiC23_g4949.t1
OG0006443	KAK4474307.1	FhHiC23_g11156.t1
OG0006444	KAK4468945.1	FhHiC23_g15984.t1
OG0006445	KAK4470321.1, KAK4470339.1	FhHiC23_g1355.t1
OG0006446	KAK4469710.1	FhHiC23_g2045.t1, FhHiC23_g2045.t2
OG0006447	KAK4468394.1	FhHiC23_g16675.t1
OG0006448	KAK4467334.1, KAK4475789.1	FhHiC23_g12974.t1
OG0006449	KAK4472613.1	FhHiC23_g5377.t1, FhHiC23_g5377.t2
OG0006450	KAK4475547.1	FhHiC23_g12318.t1, FhHiC23_g12318.t2
OG0006451	KAK4470099.1	FhHiC23_g832.t1, FhHiC23_g832.t2
OG0006452	KAK4469736.1	FhHiC23_g3161.t1
OG0006453	KAK4471086.1	FhHiC23_g8267.t1
OG0006454	KAK4476310.1	FhHiC23_g11562.t1
OG0006455	KAK4469438.1, KAK4469439.1	FhHiC23_g3035.t1
OG0006456	KAK4474956.1	FhHiC23_g13495.t2, FhHiC23_g13495.t1
OG0006457	KAK4469879.1	FhHiC23_g2170.t1
OG0006458	KAK4471648.1	FhHiC23_g7620.t1, FhHiC23_g7620.t2
OG0006459	KAK4469048.1	FhHiC23_g1765.t1, FhHiC23_g1764.t1
OG0006460	KAK4471245.1	FhHiC23_g6855.t1
OG0006461	KAK4468862.1	FhHiC23_g16054.t1
OG0006462	KAK4469424.1	FhHiC23_g341.t1
OG0006463	KAK4471748.1	FhHiC23_g7969.t1, FhHiC23_g8442.t1
OG0006464	KAK4475452.1	FhHiC23_g15617.t1, FhHiC23_g15615.t1
OG0006465	KAK4470389.1, KAK4470390.1	FhHiC23_g377.t1
OG0006466	KAK4468711.1	FhHiC23_g15839.t1
OG0006467	KAK4476270.1	FhHiC23_g12804.t1, FhHiC23_g12804.t2
OG0006468	KAK4473498.1	FhHiC23_g13880.t1, FhHiC23_g13880.t2
OG0006469	KAK4467536.1	FhHiC23_g10809.t3, FhHiC23_g10809.t1, FhHiC23_g10809.t2
OG0006470	KAK4472117.1, KAK4472118.1	FhHiC23_g7458.t1, FhHiC23_g7458.t2
OG0006471	KAK4468031.1	FhHiC23_g3516.t1
OG0006472	KAK4468034.1	FhHiC23_g4160.t2, FhHiC23_g4160.t1
OG0006473	KAK4471779.1	FhHiC23_g7551.t1
OG0006474	KAK4471336.1	FhHiC23_g7422.t1, FhHiC23_g7422.t2
OG0006475	KAK4474741.1	FhHiC23_g11555.t1, FhHiC23_g11555.t2
OG0006476	KAK4475599.1	FhHiC23_g12200.t1
OG0006477	KAK4473143.1	FhHiC23_g4984.t3, FhHiC23_g4984.t2, FhHiC23_g4984.t1
OG0006479	KAK4473546.1	FhHiC23_g14680.t1
OG0006480	KAK4475459.1	FhHiC23_g15689.t1
OG0006481	KAK4471607.1	FhHiC23_g7796.t1
OG0006482	KAK4475060.1	FhHiC23_g10724.t1
OG0006483	KAK4471873.1	FhHiC23_g6949.t1
OG0006484	KAK4470052.1	FhHiC23_g3345.t1
OG0006485	KAK4475719.1	FhHiC23_g12721.t1
OG0006486	KAK4475460.1	FhHiC23_g15688.t1
OG0006487	KAK4470596.1	FhHiC23_g3397.t1
OG0006488	KAK4474807.1, KAK4474806.1	FhHiC23_g11291.t1
OG0006489	KAK4474404.1	FhHiC23_g10805.t1
OG0006490	KAK4474243.1	FhHiC23_g12556.t2
OG0006491	KAK4468076.1	FhHiC23_g3771.t1
OG0006492	KAK4472640.1	FhHiC23_g3491.t1
OG0006493	KAK4473348.1	FhHiC23_g10371.t1
OG0006494	KAK4471685.1	FhHiC23_g7989.t2, FhHiC23_g7989.t1, FhHiC23_g7989.t3
OG0006495	KAK4468050.1	FhHiC23_g3512.t1
OG0006496	KAK4473659.1	FhHiC23_g14819.t1, FhHiC23_g14819.t2
OG0006497	KAK4474678.1	FhHiC23_g11272.t1
OG0006498	KAK4475030.1	FhHiC23_g12362.t1
OG0006499	KAK4475813.1	FhHiC23_g13129.t1, FhHiC23_g13129.t2
OG0006501	KAK4468550.1	FhHiC23_g16599.t1
OG0006502	KAK4470086.1	FhHiC23_g3080.t1
OG0006503	KAK4470063.1	FhHiC23_g3115.t1, FhHiC23_g3116.t3, FhHiC23_g3116.t4
OG0006504	KAK4468323.1	FhHiC23_g3777.t1
OG0006505	KAK4468219.1	FhHiC23_g4264.t1
OG0006506	KAK4471373.1	FhHiC23_g7073.t3, FhHiC23_g7073.t1, FhHiC23_g7073.t2
OG0006507	KAK4471791.1	FhHiC23_g7269.t1
OG0006508	KAK4471339.1	FhHiC23_g7572.t1
OG0006509	KAK4467613.1	FhHiC23_g9464.t1
OG0006510	KAK4472959.1	FhHiC23_g9560.t1, FhHiC23_g9560.t2, FhHiC23_g9561.t1
OG0006543	KAK4468211.1	FhHiC23_g4207.t1
OG0006544	KAK4467807.1	FhHiC23_g9387.t1
OG0006545	KAK4470178.1	FhHiC23_g2975.t1
OG0006546	KAK4468512.1	FhHiC23_g16643.t1
OG0006547	KAK4469598.1	FhHiC23_g875.t1
OG0006548	KAK4467908.1	FhHiC23_g9925.t1, FhHiC23_g9918.t1
OG0006549	KAK4471500.1	FhHiC23_g7353.t1, FhHiC23_g7353.t2
OG0006550	KAK4469039.1	FhHiC23_g307.t3
OG0006551	KAK4470378.1	FhHiC23_g3247.t1
OG0006552	KAK4475279.1	FhHiC23_g15578.t1
OG0006553	KAK4470398.1	FhHiC23_g2369.t1
OG0006554	KAK4472794.1	FhHiC23_g14635.t1
OG0006555	KAK4468911.1	FhHiC23_g16524.t2, FhHiC23_g16524.t1
OG0006556	KAK4469177.1	FhHiC23_g1875.t1
OG0006557	KAK4471922.1	FhHiC23_g8044.t1, FhHiC23_g8044.t2
OG0006558	KAK4470112.1	FhHiC23_g2324.t1
OG0006559	KAK4475866.1	FhHiC23_g12563.t1
OG0006560	KAK4472953.1	FhHiC23_g10347.t1, FhHiC23_g10347.t2
OG0006561	KAK4471614.1	FhHiC23_g7460.t1
OG0006562	KAK4474744.1	FhHiC23_g13066.t1
OG0006563	KAK4468787.1	FhHiC23_g15877.t1
OG0006564	KAK4473768.1	FhHiC23_g4860.t1
OG0006565	KAK4474293.1	FhHiC23_g11041.t1
OG0006566	KAK4472769.1	FhHiC23_g4896.t1
OG0006567	KAK4472484.1	FhHiC23_g5581.t1
OG0006568	KAK4475339.1	FhHiC23_g15568.t1, FhHiC23_g15568.t2
OG0006569	KAK4472758.1	FhHiC23_g5085.t1
OG0006570	KAK4469798.1	FhHiC23_g1684.t1
OG0006571	KAK4471797.1	FhHiC23_g7534.t1
OG0006572	KAK4469197.1	FhHiC23_g233.t1
OG0006573	KAK4475111.1	FhHiC23_g11586.t1
OG0006574	KAK4471650.1	FhHiC23_g6870.t1
OG0006575	KAK4471137.1	FhHiC23_g7346.t1
OG0006576	KAK4471148.1	FhHiC23_g8324.t1
OG0006578	KAK4469612.1	FhHiC23_g1073.t1, FhHiC23_g1073.t2
OG0006580	KAK4470733.1	FhHiC23_g2436.t1
OG0006581	KAK4472952.1	FhHiC23_g9299.t1
OG0006582	KAK4472729.1	FhHiC23_g5092.t1
OG0006583	KAK4468816.1, KAK4468815.1	FhHiC23_g16691.t1, FhHiC23_g16691.t2
OG0006584	KAK4467409.1	FhHiC23_g13192.t1
OG0006585	KAK4475223.1	FhHiC23_g15191.t1
OG0006586	KAK4473865.1	FhHiC23_g5748.t1
OG0006588	KAK4474525.1	FhHiC23_g12013.t1
OG0006589	KAK4475399.1	FhHiC23_g15638.t1
OG0006590	KAK4475398.1	FhHiC23_g15636.t1
OG0006591	KAK4470251.1	FhHiC23_g983.t1
OG0006592	KAK4468126.1	FhHiC23_g3717.t1
OG0006593	KAK4470588.1	FhHiC23_g2535.t1
OG0006595	KAK4469351.1	FhHiC23_g2112.t1
OG0006596	KAK4470883.1	FhHiC23_g3164.t1
OG0006597	KAK4470766.1	FhHiC23_g258.t1
OG0006598	KAK4467587.1	FhHiC23_g9463.t1
OG0006599	KAK4473325.1	FhHiC23_g9793.t1
OG0006600	KAK4470912.1	FhHiC23_g3010.t1
OG0006601	KAK4469924.1	FhHiC23_g2213.t1, FhHiC23_g2213.t2, FhHiC23_g2213.t3
OG0006602	KAK4473223.1	FhHiC23_g10159.t1
OG0006603	KAK4467918.1	FhHiC23_g9317.t1
OG0006604	KAK4469031.1	FhHiC23_g1612.t1
OG0006606	KAK4470316.1	FhHiC23_g909.t1
OG0006607	KAK4472881.1	FhHiC23_g9532.t1
OG0006608	KAK4475347.1	FhHiC23_g11771.t1
OG0006609	KAK4468893.1	FhHiC23_g4363.t1
OG0006610	KAK4468019.1	FhHiC23_g3664.t1
OG0006613	KAK4469943.1	FhHiC23_g1419.t1
OG0006615	KAK4472256.1	FhHiC23_g6278.t1
OG0006617	KAK4470089.1	FhHiC23_g1901.t1
OG0006618	KAK4473831.1	FhHiC23_g6261.t1
OG0006619	KAK4473072.1	FhHiC23_g10386.t1
OG0006620	KAK4475270.1	FhHiC23_g12086.t2, FhHiC23_g12086.t1
OG0006621	KAK4468854.1	FhHiC23_g16100.t1
OG0006622	KAK4474817.1	FhHiC23_g11610.t1
OG0006623	KAK4471350.1	FhHiC23_g7993.t1
OG0006624	KAK4474178.1	FhHiC23_g5836.t1, FhHiC23_g5836.t2
OG0006625	KAK4471810.1	FhHiC23_g7677.t1
OG0006627	KAK4469737.1	FhHiC23_g1588.t1, FhHiC23_g6105.t1
OG0006628	KAK4468803.1	FhHiC23_g4383.t1
OG0006629	KAK4470530.1	FhHiC23_g3131.t1
OG0006630	KAK4468002.1	FhHiC23_g4085.t1
OG0006631	KAK4469135.1	FhHiC23_g747.t1
OG0006632	KAK4473755.1	FhHiC23_g5868.t1, FhHiC23_g5868.t2
OG0006633	KAK4470143.1	FhHiC23_g923.t1
OG0006634	KAK4473597.1	FhHiC23_g14085.t1
OG0006635	KAK4476030.1	FhHiC23_g10626.t1
OG0006636	KAK4473186.1	FhHiC23_g10164.t1
OG0006638	KAK4476034.1	FhHiC23_g10992.t1, FhHiC23_g10991.t1, FhHiC23_g10992.t2
OG0006639	KAK4471004.1	FhHiC23_g1286.t1
OG0006640	KAK4476205.1	FhHiC23_g12347.t1
OG0006641	KAK4470492.1	FhHiC23_g2319.t1
OG0006642	KAK4471943.1	FhHiC23_g7056.t1
OG0006643	KAK4471115.1, KAK4471114.1	FhHiC23_g7740.t1
OG0006644	KAK4473161.1	FhHiC23_g10153.t1
OG0006645	KAK4471930.1	FhHiC23_g7329.t1
OG0006646	KAK4469158.1	FhHiC23_g2349.t1
