Orthogroup	s.mekongi	schistosoma_guineensis
OG0006997	KAK4468875.1	SGUI1_86580.1
OG0006998	KAK4470675.1	SGUI1_76520.1
OG0006999	KAK4469471.1	SGUI1_45990.1
OG0007000	KAK4468212.1	SGUI1_83530.1
OG0007001	KAK4469304.1	SGUI1_48760.1
OG0007003	KAK4476048.1	SGUI1_6480.1
OG0007005	KAK4469482.1	SGUI1_45980.1
OG0007006	KAK4467916.1	SGUI1_93290.1
OG0007007	KAK4472749.1	SGUI1_43850.1
OG0007009	KAK4468420.1	SGUI1_91490.1
OG0007011	KAK4469398.1	SGUI1_50290.1
OG0007012	KAK4469608.1	SGUI1_47870.1
OG0007013	KAK4471288.1	SGUI1_64410.1
OG0007014	KAK4474429.1	SGUI1_11010.1
OG0007015	KAK4470972.1	SGUI1_80140.1
OG0007016	KAK4474932.1	SGUI1_17270.1
OG0007017	KAK4469427.1	SGUI1_50640.1
OG0007018	KAK4467713.1	SGUI1_94570.1
OG0007019	KAK4470859.1	SGUI1_79010.1
OG0007020	KAK4469741.1	SGUI1_56810.1
OG0007021	KAK4469549.1	SGUI1_48540.1
OG0007022	KAK4471953.1	SGUI1_61650.1
OG0007023	KAK4467543.1	SGUI1_45080.1, SGUI1_45080.2
OG0007024	KAK4468223.1	SGUI1_83620.1
OG0007025	KAK4468414.1	SGUI1_91430.1
OG0007026	KAK4472003.1	SGUI1_60120.1
OG0007027	KAK4476047.1	SGUI1_1220.1
OG0007028	KAK4470356.1	SGUI1_75390.1
OG0007029	KAK4475124.1	SGUI1_18670.1
OG0007030	KAK4470121.1	SGUI1_71310.1
OG0007031	KAK4473912.1	SGUI1_37850.1
OG0007032	KAK4470920.1	SGUI1_79630.1
OG0007033	KAK4470921.1	SGUI1_79640.1
OG0007034	KAK4470922.1	SGUI1_79650.1
OG0007035	KAK4470330.1	SGUI1_70420.1
OG0007036	KAK4468275.1, KAK4468276.1	SGUI1_82950.1
OG0007037	KAK4471853.1	SGUI1_60320.1
OG0007038	KAK4473907.1	SGUI1_37780.1
OG0007039	KAK4469701.1	SGUI1_52360.1
OG0007040	KAK4470266.1	SGUI1_72870.1
OG0007041	KAK4472438.1	SGUI1_29480.1
OG0007042	KAK4473046.1	SGUI1_27300.1
OG0007043	KAK4468872.1	SGUI1_86600.1
OG0007044	KAK4474442.1	SGUI1_11160.1
OG0007046	KAK4468132.1	SGUI1_83750.1
OG0007047	KAK4471138.1	SGUI1_58150.1
OG0007048	KAK4471787.1	SGUI1_62390.1
OG0007049	KAK4473797.1	SGUI1_38610.1
OG0007050	KAK4476274.1	SGUI1_9800.1
OG0007051	KAK4474610.1	SGUI1_14480.1, SGUI1_14490.1
OG0007053	KAK4474045.1	SGUI1_35990.1
OG0007054	KAK4468776.1	SGUI1_87770.1
OG0007055	KAK4470440.1	SGUI1_71210.1
OG0007056	KAK4473329.1	SGUI1_22910.1
OG0007057	KAK4471331.1	SGUI1_66330.1
OG0007058	KAK4475219.1	SGUI1_2090.1
OG0007059	KAK4469785.1	SGUI1_45570.1
OG0007060	KAK4472279.1	SGUI1_33750.1
OG0007061	KAK4467891.1	SGUI1_94070.1
OG0007062	KAK4473335.1	SGUI1_22860.1
OG0007063	KAK4475575.1	SGUI1_300.1
OG0007064	KAK4468871.1	SGUI1_86620.1
OG0007065	KAK4475794.1	SGUI1_4660.1
OG0007066	KAK4473685.1	SGUI1_39880.1
OG0007067	KAK4468095.1	SGUI1_83910.1
OG0007068	KAK4470834.1	SGUI1_78780.1
OG0007069	KAK4474074.1	SGUI1_35680.1
OG0007070	KAK4469489.1	SGUI1_52710.1
OG0007072	KAK4474106.1	SGUI1_35320.1
OG0007073	KAK4470884.1	SGUI1_70780.1
OG0007074	KAK4470520.1	SGUI1_76200.1
OG0007075	KAK4475146.1	SGUI1_18430.1
OG0007076	KAK4472582.1	SGUI1_31850.1
OG0007077	KAK4471233.1	SGUI1_65650.1, SGUI1_65650.2
OG0007078	KAK4469659.1	SGUI1_51250.1
OG0007079	KAK4473378.1	SGUI1_22450.1
OG0007080	KAK4475216.1	SGUI1_17790.1
OG0007081	KAK4469684.1	SGUI1_52480.1
OG0007082	KAK4468735.1	SGUI1_87950.1
OG0007083	KAK4470848.1	SGUI1_78930.1
OG0007084	KAK4469235.1	SGUI1_49570.1
OG0007085	KAK4473784.1	SGUI1_38730.1, SGUI1_38740.1
OG0007086	KAK4468077.1	SGUI1_85540.1
OG0007087	KAK4471364.1	SGUI1_66790.1
OG0007088	KAK4467659.1	SGUI1_95440.1
OG0007090	KAK4474878.1	SGUI1_16650.1
OG0007091	KAK4470224.1	SGUI1_71680.2, SGUI1_71680.1
OG0007092	KAK4474789.1	SGUI1_15710.1
OG0007094	KAK4469281.1	SGUI1_46240.1
OG0007096	KAK4468532.1	SGUI1_89800.1
OG0007097	KAK4469864.1	SGUI1_54960.1, SGUI1_54960.3, SGUI1_54960.2
OG0007098	KAK4470720.1	SGUI1_76930.1
OG0007099	KAK4468196.1	SGUI1_84860.1
OG0007100	KAK4471703.1	SGUI1_63030.1
OG0007101	KAK4474149.1	SGUI1_34830.1
OG0007102	KAK4472421.1	SGUI1_29330.1
OG0007103	KAK4471704.1	SGUI1_63010.1, SGUI1_63010.2
OG0007104	KAK4471640.1	SGUI1_67170.1
OG0007105	KAK4471485.1	SGUI1_64730.1
OG0007106	KAK4470221.1	SGUI1_71720.1
OG0007107	KAK4471532.1	SGUI1_69200.1
OG0007112	KAK4468111.1	SGUI1_85160.1
OG0007113	KAK4467871.1	SGUI1_96100.1
OG0007114	KAK4468762.1	SGUI1_88260.1
OG0007115	KAK4469749.1	SGUI1_56880.1
OG0007117	KAK4475449.1, KAK4475450.1	SGUI1_21710.1, SGUI1_21710.2
OG0007118	KAK4467746.1	SGUI1_94500.1
OG0007120	KAK4468230.1	SGUI1_83450.1
OG0007121	KAK4468797.1	SGUI1_87550.1
OG0007122	KAK4469188.1	SGUI1_54000.1
OG0007123	KAK4470226.1	SGUI1_71650.1
OG0007124	KAK4470260.1	SGUI1_72770.1, SGUI1_72770.2, SGUI1_72770.3
OG0007125	KAK4470910.1	SGUI1_79530.1
OG0007126	KAK4470988.1	SGUI1_70680.1
OG0007127	KAK4472127.1	SGUI1_44680.1
OG0007128	KAK4472508.1	SGUI1_32530.1
OG0007129	KAK4472591.1	SGUI1_31720.1, SGUI1_31750.1
OG0007130	KAK4473074.1	SGUI1_23780.1, SGUI1_23800.1, SGUI1_23830.2, SGUI1_23820.1, SGUI1_23830.1
OG0007131	KAK4473193.1	SGUI1_24590.1
OG0007132	KAK4474054.1	SGUI1_35900.1, SGUI1_35900.2
OG0007133	KAK4474551.1	SGUI1_10350.1
OG0007134	KAK4475335.1	SGUI1_20010.1
OG0007135	KAK4475353.1	SGUI1_19840.1
OG0007149	KAK4469964.1	SGUI1_56500.1
OG0007150	KAK4467554.1	SGUI1_11500.1
OG0007152	KAK4467642.1, KAK4467367.1	SGUI1_94420.1
OG0007153	KAK4475128.1	SGUI1_18620.1
OG0007155	KAK4471162.1	SGUI1_57790.1
OG0007156	KAK4472563.1	SGUI1_34250.1
OG0007157	KAK4470617.1	SGUI1_74110.1
OG0007158	KAK4468505.1	SGUI1_90700.1
OG0007159	KAK4468678.1	SGUI1_88810.1
OG0007160	KAK4472375.1	SGUI1_32830.1, SGUI1_32830.2
OG0007161	KAK4470071.1	SGUI1_80990.1
OG0007162	KAK4475203.1, KAK4475204.1	SGUI1_17920.1
OG0007163	KAK4473337.1	SGUI1_22840.1
OG0007164	KAK4470362.1	SGUI1_75330.1
OG0007165	KAK4473887.1	SGUI1_37610.1
OG0007166	KAK4468912.1	SGUI1_92760.1
OG0007167	KAK4473771.1	SGUI1_38850.1
OG0007168	KAK4472043.1	SGUI1_59650.1
OG0007169	KAK4470581.1, KAK4470582.1	SGUI1_73670.1
OG0007170	KAK4472338.1	SGUI1_33160.1
OG0007171	KAK4469883.1	SGUI1_54670.1
OG0007172	KAK4472822.1	SGUI1_28330.1
OG0007174	KAK4469691.1	SGUI1_52430.1
OG0007175	KAK4473970.1	SGUI1_36730.1
OG0007176	KAK4468107.1	SGUI1_85210.1, SGUI1_85210.2
OG0007177	KAK4473519.1	SGUI1_42930.1
OG0007178	KAK4471904.1	SGUI1_61210.1
OG0007179	KAK4473008.1	SGUI1_23610.1
OG0007180	KAK4476088.1	SGUI1_1170.1
OG0007181	KAK4468538.1	SGUI1_90350.1
OG0007182	KAK4475269.1	SGUI1_14610.1
OG0007184	KAK4468500.1	SGUI1_89830.1
OG0007185	KAK4467899.1	SGUI1_94130.1
OG0007186	KAK4470363.1	SGUI1_75320.1
OG0007187	KAK4470055.1	SGUI1_80760.1
OG0007188	KAK4471503.1	SGUI1_68790.1
OG0007189	KAK4471469.1	SGUI1_64600.1
OG0007191	KAK4468272.1	SGUI1_82990.1, SGUI1_82990.2
OG0007193	KAK4469912.1	SGUI1_54540.1
OG0007194	KAK4468785.1	SGUI1_6510.1
OG0007195	KAK4468837.1	SGUI1_87350.1
OG0007196	KAK4474611.1	SGUI1_14500.1
OG0007198	KAK4472470.1	SGUI1_29830.1
OG0007199	KAK4473016.1	SGUI1_23630.1
OG0007200	KAK4475989.1	SGUI1_8010.1
OG0007201	KAK4468645.1	SGUI1_89900.1
OG0007202	KAK4470563.1	SGUI1_73480.1
OG0007203	KAK4475604.1	SGUI1_3220.1
OG0007205	KAK4468919.1	SGUI1_92420.1
OG0007206	KAK4470600.1	SGUI1_71060.1
OG0007207	KAK4469275.1	SGUI1_49070.1
OG0007208	KAK4470856.1	SGUI1_78990.1
OG0007209	KAK4467629.1	SGUI1_95140.1
OG0007210	KAK4468928.1	SGUI1_89630.1
OG0007211	KAK4473381.1	SGUI1_22410.1, SGUI1_22410.2
OG0007212	KAK4471611.1	SGUI1_67490.1
OG0007213	KAK4471610.1	SGUI1_67500.1
OG0007214	KAK4470911.1	SGUI1_79540.1
OG0007215	KAK4474475.1	SGUI1_11310.1
OG0007216	KAK4475133.1	SGUI1_18570.1, SGUI1_18570.2
OG0007217	KAK4473557.1	SGUI1_43330.1
OG0007219	KAK4474380.1	SGUI1_9260.1
OG0007220	KAK4474096.1	SGUI1_35450.1
OG0007221	KAK4474112.1	SGUI1_35280.1
OG0007222	KAK4476001.1	SGUI1_7920.1
OG0007223	KAK4471755.1	SGUI1_61030.1
OG0007226	KAK4472643.1	SGUI1_44000.1
OG0007227	KAK4468467.1	SGUI1_92010.1
OG0007228	KAK4470991.1	SGUI1_80340.1
OG0007229	KAK4470338.1	SGUI1_75600.1
OG0007231	KAK4473314.1	SGUI1_92860.1, SGUI1_92850.1
OG0007232	KAK4474430.1	SGUI1_11020.1
OG0007233	KAK4467872.1	SGUI1_96090.1
OG0007234	KAK4471860.1	SGUI1_60670.1
OG0007235	KAK4474995.1	SGUI1_20280.1
OG0007236	KAK4475627.1	SGUI1_3510.1
OG0007237	KAK4470692.1	SGUI1_76700.1
OG0007238	KAK4472923.1	SGUI1_26900.1
OG0007239	KAK4470790.1	SGUI1_78330.1
OG0007240	KAK4470142.1	SGUI1_70140.1, SGUI1_70140.2
OG0007241	KAK4473436.1	SGUI1_42000.1
OG0007242	KAK4473549.1	SGUI1_43230.1
OG0007243	KAK4473803.1	SGUI1_38550.1, SGUI1_38550.2
OG0007244	KAK4470295.1	SGUI1_73120.1
OG0007245	KAK4469510.1	SGUI1_53060.1
OG0007246	KAK4469325.1	SGUI1_48580.1
OG0007247	KAK4469725.1	SGUI1_52080.1
OG0007248	KAK4473263.1, KAK4473264.1	SGUI1_25290.1
OG0007249	KAK4468228.1	SGUI1_82290.1
OG0007251	KAK4473969.1	SGUI1_36750.1
OG0007252	KAK4474636.1	SGUI1_11570.1
OG0007253	KAK4469540.1	SGUI1_53330.1
OG0007254	KAK4470395.1	SGUI1_77800.1
OG0007256	KAK4471321.1	SGUI1_64150.1
OG0007257	KAK4469876.1	SGUI1_54750.1
OG0007260	KAK4470773.1	SGUI1_78120.1
OG0007261	KAK4472993.1	SGUI1_41150.1
OG0007262	KAK4468143.1	SGUI1_83850.1
OG0007263	KAK4476231.1	SGUI1_8040.1
OG0007264	KAK4474477.1	SGUI1_11450.1
OG0007265	KAK4472839.1	SGUI1_25840.1
OG0007266	KAK4471803.1	SGUI1_62210.1
OG0007267	KAK4468622.1	SGUI1_91170.1
OG0007268	KAK4473589.1	SGUI1_43710.1
OG0007269	KAK4474990.1	SGUI1_20220.1
OG0007270	KAK4468359.1	SGUI1_81410.1, SGUI1_81410.2
OG0007271	KAK4476152.1	SGUI1_7750.1
OG0007272	KAK4475739.1, KAK4475749.1	SGUI1_4360.1
OG0007273	KAK4467441.1	SGUI1_4590.1
OG0007274	KAK4469914.1	SGUI1_54520.1
OG0007275	KAK4472477.1	SGUI1_29920.1
OG0007276	KAK4472402.1	SGUI1_30230.1
OG0007277	KAK4469129.1	SGUI1_47480.1
OG0007278	KAK4473514.1	SGUI1_42850.1, SGUI1_42850.2
OG0007279	KAK4468155.1	SGUI1_85790.1
OG0007280	KAK4470840.1	SGUI1_78830.1
OG0007282	KAK4471231.1	SGUI1_65630.1
OG0007283	KAK4469286.1	SGUI1_49020.1
OG0007284	KAK4474320.1	SGUI1_14670.1
OG0007285	KAK4473600.1	SGUI1_40900.1
OG0007286	KAK4469042.1	SGUI1_56140.1
OG0007287	KAK4471079.1	SGUI1_60770.1
OG0007288	KAK4470908.1	SGUI1_79510.1
OG0007290	KAK4474076.1	SGUI1_35660.1
OG0007291	KAK4469169.1	SGUI1_51790.1, SGUI1_51790.2
OG0007296	KAK4471731.1	SGUI1_62790.1
OG0007297	KAK4468781.1	SGUI1_87690.1
OG0007298	KAK4473249.1	SGUI1_41400.1, SGUI1_41400.2
OG0007299	KAK4470891.1	SGUI1_79330.1
OG0007300	KAK4473233.1	SGUI1_25470.1, SGUI1_25000.1
OG0007301	KAK4473801.1	SGUI1_38570.1
OG0007302	KAK4468023.1	SGUI1_84300.1
OG0007303	KAK4468145.1	SGUI1_83870.1
OG0007304	KAK4472449.1	SGUI1_44200.1
OG0007305	KAK4469844.1	SGUI1_55210.1, SGUI1_55210.2
OG0007306	KAK4470110.1	SGUI1_71380.1
OG0007307	KAK4469200.1	SGUI1_49930.1, SGUI1_49930.2
OG0007309	KAK4472022.1	SGUI1_59930.1
OG0007311	KAK4474799.1	SGUI1_1570.1
OG0007312	KAK4476237.1	SGUI1_8330.1
OG0007313	KAK4470850.1	SGUI1_78940.1
OG0007314	KAK4469960.1	SGUI1_46660.1
OG0007315	KAK4468045.1	SGUI1_85850.1
OG0007316	KAK4472252.1	SGUI1_33990.1
OG0007317	KAK4472313.1	SGUI1_33400.1
OG0007319	KAK4469107.1	SGUI1_47250.1
OG0007320	KAK4473684.1	SGUI1_39890.1
OG0007322	KAK4471921.1	SGUI1_64910.1
OG0007323	KAK4470318.1	SGUI1_73350.1
OG0007324	KAK4468869.1	SGUI1_86640.1
OG0007325	KAK4467537.1, KAK4467262.1, KAK4467288.1	SGUI1_14550.1
OG0007326	KAK4470294.1	SGUI1_73110.1
OG0007328	KAK4472901.1	SGUI1_28200.1
OG0007330	KAK4472060.1	SGUI1_59470.1
OG0007331	KAK4469735.1	SGUI1_56750.1
OG0007332	KAK4474121.1	SGUI1_35190.1
OG0007334	KAK4468469.1	SGUI1_92030.1
OG0007335	KAK4474361.1	SGUI1_8930.1
OG0007336	KAK4473960.1	SGUI1_38360.1
OG0007338	KAK4471606.1	SGUI1_67540.1
OG0007339	KAK4469141.1	SGUI1_51560.1
OG0007340	KAK4475056.1, KAK4475057.1	SGUI1_21050.1
OG0007341	KAK4475959.1	SGUI1_7100.1
OG0007343	KAK4469455.1	SGUI1_50960.1
OG0007344	KAK4474549.1	SGUI1_13980.1
OG0007345	KAK4470418.1	SGUI1_77560.1
OG0007346	KAK4467932.1	SGUI1_93130.1
OG0007347	KAK4474970.1	SGUI1_17560.1, SGUI1_17560.2
OG0007348	KAK4475542.1	SGUI1_320.1
OG0007350	KAK4469320.1	SGUI1_48610.1
OG0007351	KAK4474397.1	SGUI1_13930.1
OG0007352	KAK4469778.1	SGUI1_57290.1
OG0007353	KAK4472844.1	SGUI1_25690.1
OG0007355	KAK4476046.1	SGUI1_6550.1
OG0007356	KAK4474900.1	SGUI1_16870.1
OG0007358	KAK4476114.1	SGUI1_7350.1, SGUI1_7350.2
OG0007359	KAK4468887.1	SGUI1_86540.1
OG0007361	KAK4469105.1	SGUI1_47220.1
OG0007362	KAK4469113.1	SGUI1_47310.1
OG0007363	KAK4470899.1	SGUI1_79400.1
OG0007364	KAK4473840.1	SGUI1_37050.1
OG0007365	KAK4471097.1	SGUI1_58800.1
OG0007366	KAK4471380.1	SGUI1_63420.1, SGUI1_63420.2
OG0007367	KAK4471950.1	SGUI1_61620.1
OG0007369	KAK4467901.1	SGUI1_94160.1
OG0007370	KAK4470287.1	SGUI1_73050.1
OG0007371	KAK4467596.1	SGUI1_93590.2, SGUI1_93590.1
OG0007372	KAK4475650.1	SGUI1_3750.1
OG0007373	KAK4468015.1	SGUI1_84460.1
OG0007374	KAK4468497.1	SGUI1_90800.1
OG0007375	KAK4468081.1	SGUI1_82450.1
OG0007376	KAK4468213.1	SGUI1_83550.1
OG0007377	KAK4468390.1	SGUI1_87820.1
OG0007378	KAK4468466.1	SGUI1_92000.1
OG0007379	KAK4468625.1	SGUI1_90990.1
OG0007380	KAK4469400.1	SGUI1_50320.1
OG0007381	KAK4469440.1	SGUI1_50730.1
OG0007382	KAK4470210.1	SGUI1_72420.1
OG0007383	KAK4470687.1	SGUI1_76660.1
OG0007384	KAK4472222.1	SGUI1_25030.1
OG0007385	KAK4472614.1	SGUI1_31520.1
OG0007386	KAK4473100.1	SGUI1_27870.1
OG0007387	KAK4473326.1	SGUI1_41480.1
OG0007388	KAK4473455.1	SGUI1_42230.1
OG0007389	KAK4474510.1	SGUI1_13510.1
OG0007390	KAK4474753.1	SGUI1_12930.1
OG0007391	KAK4474834.1	SGUI1_16180.1
OG0007392	KAK4475240.1	SGUI1_15240.1
OG0007393	KAK4475653.1, KAK4475651.1	SGUI1_3760.1
OG0007394	KAK4475692.1	SGUI1_4050.1
OG0007414	KAK4474752.1	SGUI1_12920.1
OG0007415	KAK4473772.1	SGUI1_44330.1
OG0007416	KAK4469831.1, KAK4469830.1	SGUI1_55390.1
OG0007417	KAK4474265.1	SGUI1_9720.1
OG0007418	KAK4470409.1	SGUI1_77610.1
OG0007419	KAK4475821.1	SGUI1_5210.1
OG0007420	KAK4475117.1	SGUI1_18730.1
OG0007421	KAK4467843.1	SGUI1_93960.1
OG0007422	KAK4474958.1	SGUI1_17450.1
OG0007423	KAK4474957.1	SGUI1_17440.1
OG0007424	KAK4473477.1	SGUI1_42440.1
OG0007425	KAK4469795.1	SGUI1_46430.1
OG0007426	KAK4468639.1	SGUI1_89690.1
OG0007428	KAK4475076.1	SGUI1_19090.1
OG0007429	KAK4474328.1	SGUI1_21630.1
OG0007430	KAK4469110.1	SGUI1_47290.1
OG0007431	KAK4468279.1	SGUI1_82930.1
OG0007432	KAK4469563.1	SGUI1_48320.1
OG0007433	KAK4471470.1	SGUI1_64620.1
OG0007434	KAK4471467.1	SGUI1_64590.1
OG0007435	KAK4471216.1	SGUI1_65510.1
OG0007436	KAK4473281.1	SGUI1_41430.1
OG0007437	KAK4469908.1	SGUI1_54500.1
OG0007438	KAK4476313.1	SGUI1_8880.2, SGUI1_8880.1, SGUI1_8880.3
OG0007439	KAK4474936.1	SGUI1_17230.1
OG0007440	KAK4468324.1	SGUI1_82080.1
OG0007441	KAK4471901.1	SGUI1_61180.1
OG0007442	KAK4472726.1	SGUI1_30450.1
OG0007444	KAK4472057.1	SGUI1_59800.1
OG0007445	KAK4474135.1	SGUI1_34980.1
OG0007446	KAK4474671.1	SGUI1_11900.1, SGUI1_11900.2
OG0007447	KAK4467320.1	SGUI1_33620.1
OG0007448	KAK4474028.1	SGUI1_29670.1, SGUI1_36180.1
OG0007450	KAK4471634.1	SGUI1_67230.1
OG0007451	KAK4474385.1	SGUI1_930.1
OG0007452	KAK4472271.1	SGUI1_33860.1
OG0007453	KAK4470748.1	SGUI1_77890.1
OG0007454	KAK4472525.1	SGUI1_32330.1
OG0007455	KAK4471604.1	SGUI1_67560.1
OG0007456	KAK4476137.1	SGUI1_7570.1
OG0007457	KAK4472428.1	SGUI1_29390.1
OG0007458	KAK4474097.1	SGUI1_35420.1
OG0007459	KAK4474423.1	SGUI1_10960.1
OG0007460	KAK4469329.1	SGUI1_53430.1
OG0007461	KAK4470764.1	SGUI1_78060.1
OG0007462	KAK4473121.1	SGUI1_27680.1
OG0007463	KAK4470639.1	SGUI1_74300.1
OG0007464	KAK4473456.1	SGUI1_42240.1
OG0007466	KAK4472734.1	SGUI1_30370.1
OG0007467	KAK4469053.1	SGUI1_56250.1
OG0007468	KAK4470816.1	SGUI1_78610.1
OG0007469	KAK4470259.1	SGUI1_72740.1
OG0007470	KAK4470754.1	SGUI1_77960.1
OG0007472	KAK4473791.1	SGUI1_38650.1
OG0007473	KAK4472999.1	SGUI1_27940.1
OG0007474	KAK4473385.1	SGUI1_22370.1
OG0007475	KAK4472289.1	SGUI1_33650.1
OG0007476	KAK4470118.1	SGUI1_71450.1
OG0007477	KAK4468966.1	SGUI1_49840.1
OG0007480	KAK4468940.1	SGUI1_89510.1
OG0007481	KAK4471770.1	SGUI1_62500.1
OG0007482	KAK4469343.1	SGUI1_46150.1
OG0007483	KAK4473805.1	SGUI1_44360.1
OG0007484	KAK4471249.1	SGUI1_69500.1
OG0007485	KAK4471129.1	SGUI1_57990.1
OG0007486	KAK4470092.1	SGUI1_70080.1
OG0007487	KAK4470555.1	SGUI1_73400.1
OG0007488	KAK4469326.1	SGUI1_48570.1
OG0007489	KAK4469775.1, KAK4469776.1	SGUI1_57310.1
OG0007491	KAK4469928.1	SGUI1_51890.1
OG0007492	KAK4467969.1	SGUI1_84630.1
OG0007493	KAK4472832.1	SGUI1_28260.1
OG0007494	KAK4475067.1	SGUI1_19180.1
OG0007495	KAK4470512.1	SGUI1_76250.1
OG0007496	KAK4471087.1	SGUI1_65010.1
OG0007497	KAK4469984.1	SGUI1_56330.1
OG0007499	KAK4469917.1	SGUI1_52000.1
OG0007500	KAK4474182.1	SGUI1_34420.1
OG0007501	KAK4469889.1	SGUI1_46540.1
OG0007502	KAK4475423.1	SGUI1_21170.1
OG0007503	KAK4469260.1	SGUI1_49320.1
OG0007504	KAK4475618.1	SGUI1_260.1
OG0007505	KAK4469071.1	SGUI1_46870.1
OG0007506	KAK4467814.1	SGUI1_96050.1
OG0007507	KAK4472082.1	SGUI1_59210.1
OG0007508	KAK4470929.1	SGUI1_79700.1
OG0007509	KAK4475782.1	SGUI1_760.1
OG0007510	KAK4471394.1, KAK4471395.1	SGUI1_63570.1
OG0007511	KAK4469580.1	SGUI1_45550.1
OG0007512	KAK4469547.1	SGUI1_45890.1
OG0007513	KAK4472479.1	SGUI1_29940.1
OG0007514	KAK4470906.1	SGUI1_79450.1
OG0007515	KAK4468878.1	SGUI1_86550.1
OG0007516	KAK4473591.1	SGUI1_45480.1
OG0007517	KAK4472921.1	SGUI1_26880.1
OG0007518	KAK4472416.1	SGUI1_44250.1
OG0007520	KAK4473099.1	SGUI1_27880.1
OG0007521	KAK4472922.1	SGUI1_26890.1
OG0007522	KAK4473561.1	SGUI1_43360.1
OG0007523	KAK4474650.1	SGUI1_11730.1
OG0007524	KAK4470369.1	SGUI1_75260.1
OG0007525	KAK4471018.1	SGUI1_80690.1
OG0007526	KAK4473235.1	SGUI1_25020.1
OG0007527	KAK4470185.1	SGUI1_72180.1
OG0007528	KAK4472816.1	SGUI1_28550.1
OG0007529	KAK4474829.1	SGUI1_16140.1
OG0007530	KAK4473869.1	SGUI1_37410.1
OG0007531	KAK4472392.1	SGUI1_32660.1
OG0007532	KAK4472019.1	SGUI1_59970.1
OG0007533	KAK4474402.1	SGUI1_10310.1
OG0007534	KAK4474776.1	SGUI1_350.1
OG0007535	KAK4468432.1	SGUI1_91670.1
OG0007538	KAK4474897.1	SGUI1_16840.1
OG0007539	KAK4475505.1	SGUI1_22070.1
OG0007540	KAK4468581.1	SGUI1_89960.1
OG0007541	KAK4475933.1	SGUI1_1290.1
OG0007543	KAK4474556.1	SGUI1_10400.1
OG0007544	KAK4472316.1	SGUI1_33370.1
OG0007545	KAK4468088.1	SGUI1_85490.1
OG0007546	KAK4469303.1	SGUI1_48830.1
OG0007547	KAK4474447.1	SGUI1_870.1
OG0007549	KAK4472511.1	SGUI1_32480.1
OG0007550	KAK4471360.1	SGUI1_66730.1
OG0007551	KAK4471139.1	SGUI1_58160.1
OG0007552	KAK4473047.1	SGUI1_27310.1
OG0007553	KAK4475469.1	SGUI1_21540.1
OG0007554	KAK4472798.1	SGUI1_28580.1
OG0007555	KAK4472314.1	SGUI1_33390.1
OG0007558	KAK4472318.1	SGUI1_33360.1
OG0007559	KAK4472192.1	SGUI1_30430.1
OG0007560	KAK4473621.1	SGUI1_40650.1
OG0007561	KAK4473192.1	SGUI1_24580.1
OG0007562	KAK4470914.1	SGUI1_79570.1
OG0007563	KAK4468365.1	SGUI1_81440.1
OG0007564	KAK4470540.1	SGUI1_75890.1
OG0007566	KAK4471545.1	SGUI1_68260.1
OG0007569	KAK4474717.1	SGUI1_12490.1
OG0007570	KAK4473305.1	SGUI1_41460.1
OG0007571	KAK4468693.1	SGUI1_88690.1
OG0007572	KAK4470464.1	SGUI1_74930.1
OG0007573	KAK4472061.1	SGUI1_59460.1
OG0007574	KAK4468506.1	SGUI1_90690.1
OG0007575	KAK4470455.1	SGUI1_75000.1
OG0007576	KAK4475421.1	SGUI1_21200.1
OG0007577	KAK4470957.1	SGUI1_80020.1
OG0007578	KAK4468753.1	SGUI1_88170.1
OG0007579	KAK4474362.1	SGUI1_8940.1
OG0007580	KAK4473430.1	SGUI1_45300.1
OG0007581	KAK4468579.1	SGUI1_90010.1
OG0007582	KAK4475224.1	SGUI1_17650.1
OG0007584	KAK4471506.1	SGUI1_68740.1
OG0007587	KAK4473053.1	SGUI1_24070.1
OG0007588	KAK4473238.1	SGUI1_25070.1
OG0007589	KAK4469970.1	SGUI1_46650.1
OG0007593	KAK4474692.1	SGUI1_1500.1
OG0007594	KAK4469218.1	SGUI1_49740.1
OG0007595	KAK4474055.1	SGUI1_35880.1
OG0007596	KAK4469961.1	SGUI1_56470.1
OG0007597	KAK4468730.1	SGUI1_87910.1
OG0007598	KAK4468629.1	SGUI1_89700.1
OG0007599	KAK4468736.1	SGUI1_87940.1
OG0007600	KAK4469930.1	SGUI1_51870.1
OG0007601	KAK4471016.1	SGUI1_80670.1
OG0007602	KAK4470829.1	SGUI1_78750.1
OG0007604	KAK4472521.1	SGUI1_32360.1
OG0007605	KAK4474189.1	SGUI1_34360.1
OG0007606	KAK4471296.1	SGUI1_64310.1
OG0007607	KAK4472073.1	SGUI1_59310.8
OG0007608	KAK4471197.1	SGUI1_69570.1, SGUI1_69570.2
OG0007609	KAK4467937.1	SGUI1_93090.1
OG0007610	KAK4470250.1	SGUI1_72620.1
OG0007611	KAK4469888.1	SGUI1_45580.1
OG0007613	KAK4469060.1	SGUI1_46730.1
OG0007614	KAK4469106.1	SGUI1_47230.1
OG0007615	KAK4473259.1	SGUI1_41410.1
OG0007617	KAK4469363.1	SGUI1_53810.1
OG0007618	KAK4469210.1	SGUI1_49810.1
OG0007619	KAK4467673.1	SGUI1_95600.1
OG0007620	KAK4467946.1	SGUI1_94340.1, SGUI1_94340.2
OG0007621	KAK4468310.1	SGUI1_82680.1
OG0007622	KAK4468452.1	SGUI1_91880.1
