Orthogroup	s.mekongi	schmidtea_mediterranea
OG0005513	KAK4468574.1	h1SMcT0022285.1, h1SMcT0022285.2, h1SMcT0022285.3
OG0005514	KAK4473188.1	h1SMcT0015819.1
OG0005515	KAK4469779.1	h1SMcT0004918.1
OG0005517	KAK4471054.1	h1SMcT0002906.1
OG0005519	KAK4474124.1	h1SMcT0019369.1, h1SMcT0019371.1
OG0005520	KAK4471962.1	h1SMcT0007962.1
OG0005521	KAK4470888.1	h1SMcT0004303.1
OG0005522	KAK4472274.1	h1SMcT0022313.1
OG0005523	KAK4468041.1	h1SMcT0019034.1, h1SMcT0019034.2
OG0005524	KAK4474873.1, KAK4474885.1	h1SMcT0011813.1
OG0005525	KAK4471089.1	h1SMcT0005456.1, h1SMcT0005456.2
OG0005526	KAK4473947.1	h1SMcT0016565.1
OG0005530	KAK4467279.1	h1SMcT0002387.2
OG0005531	KAK4476226.1	h1SMcT0015758.1, h1SMcT0022643.1
OG0005532	KAK4474573.1	h1SMcT0013328.1
OG0005536	KAK4474023.1	h1SMcT0004915.1
OG0005538	KAK4469302.1	h1SMcT0010184.1, h1SMcT0010184.2
OG0005540	KAK4472001.1	h1SMcT0012099.1, h1SMcT0012099.2
OG0005544	KAK4473323.1	h1SMcT0020071.1, h1SMcT0020053.1, h1SMcT0020072.1, h1SMcT0020072.3, h1SMcT0020072.2
OG0005545	KAK4475717.1, KAK4467465.1	h1SMcT0017986.1, h1SMcT0017986.2
OG0005555	KAK4475482.1	h1SMcT0006507.1, h1SMcT0006507.2, h1SMcT0006507.3, h1SMcT0006507.4
OG0005566	KAK4470506.1	h1SMcT0018975.2, h1SMcT0018975.1, h1SMcT0018975.3
OG0005567	KAK4474737.1	h1SMcT0016108.1
OG0005568	KAK4470437.1	h1SMcT0019427.1, h1SMcT0019427.2
OG0005569	KAK4467808.1	h1SMcT0017846.1
OG0005570	KAK4472523.1	h1SMcT0005891.1, h1SMcT0005891.2
OG0005571	KAK4469061.1	h1SMcT0002895.1, h1SMcT0002895.2
OG0005572	KAK4471600.1	h1SMcT0013254.1
OG0005573	KAK4474360.1	h1SMcT0001255.3, h1SMcT0001255.1, h1SMcT0001255.2
OG0005575	KAK4471554.1	h1SMcT0017162.1, h1SMcT0019740.1, h1SMcT0021537.1, h1SMcT0010862.1
OG0005576	KAK4471557.1	h1SMcT0004809.1, h1SMcT0004809.2, h1SMcT0004809.3
OG0005577	KAK4468900.1	h1SMcT0002264.1, h1SMcT0002264.2
OG0005578	KAK4469252.1	h1SMcT0008349.1
OG0005579	KAK4476272.1	h1SMcT0001895.1, h1SMcT0001896.1
OG0005580	KAK4469652.1	h1SMcT0014314.1
OG0005582	KAK4472365.1	h1SMcT0012277.1, h1SMcT0009720.1, h1SMcT0010620.1, h1SMcT0005087.1, h1SMcT0005088.1, h1SMcT0016597.1, h1SMcT0016953.1
OG0005583	KAK4468868.1	h1SMcT0003795.1, h1SMcT0005282.1, h1SMcT0005283.1
OG0005584	KAK4467719.1	h1SMcT0006174.1
OG0005585	KAK4467672.1	h1SMcT0014311.1, h1SMcT0014311.2, h1SMcT0014311.3
OG0005586	KAK4467671.1	h1SMcT0020113.3
OG0005587	KAK4470802.1	h1SMcT0016635.1, h1SMcT0016635.2
OG0005589	KAK4472044.1	h1SMcT0013330.1, h1SMcT0013330.2
OG0005590	KAK4474929.1	h1SMcT0013150.1
OG0005591	KAK4471241.1	h1SMcT0013353.1, h1SMcT0013353.2
OG0005593	KAK4470161.1	h1SMcT0001344.1
OG0005594	KAK4470090.1	h1SMcT0011756.1
OG0005597	KAK4468039.1	h1SMcT0015563.1
OG0005598	KAK4470726.1	h1SMcT0010718.1
OG0005600	KAK4475077.1	h1SMcT0009864.1
OG0005602	KAK4473382.1	h1SMcT0011816.1, h1SMcT0011816.2
OG0005604	KAK4472463.1	h1SMcT0011971.1
OG0005605	KAK4474038.1	h1SMcT0017025.1, h1SMcT0013821.1, h1SMcT0013821.2, h1SMcT0013821.3
OG0005606	KAK4470976.1	h1SMcT0019319.1
OG0005607	KAK4468582.1	h1SMcT0000423.1
OG0005608	KAK4471365.1	h1SMcT0014511.1, h1SMcT0014511.2
OG0005609	KAK4471957.1	h1SMcT0010262.1
OG0005612	KAK4467888.1	h1SMcT0018378.1
OG0005613	KAK4469939.1	h1SMcT0019960.1
OG0005614	KAK4472903.1	h1SMcT0020599.1
OG0005615	KAK4472753.1	h1SMcT0003423.1
OG0005621	KAK4468724.1	h1SMcT0012507.1, h1SMcT0012507.2
OG0005623	KAK4470341.1	h1SMcT0010905.1
OG0005624	KAK4474595.1	h1SMcT0016258.1
OG0005625	KAK4474594.1	h1SMcT0016999.1, h1SMcT0016999.2
OG0005627	KAK4473344.1, KAK4473346.1	h1SMcT0001543.1, h1SMcT0001543.2
OG0005628	KAK4473745.1, KAK4473746.1	h1SMcT0008811.1, h1SMcT0001742.1, h1SMcT0019269.1, h1SMcT0017650.1
OG0005630	KAK4468150.1	h1SMcT0006562.1
OG0005632	KAK4467669.1	h1SMcT0018608.1, h1SMcT0018608.2, h1SMcT0018608.3
OG0005633	KAK4469813.1, KAK4476281.1	h1SMcT0008735.1, h1SMcT0018433.1
OG0005634	KAK4473379.1	h1SMcT0020158.1, h1SMcT0020158.3, h1SMcT0020158.4
OG0005635	KAK4475587.1	h1SMcT0002845.1, h1SMcT0021523.1
OG0005636	KAK4473806.1	h1SMcT0003914.1, h1SMcT0013439.1
OG0005637	KAK4471008.1	h1SMcT0011728.1
OG0005638	KAK4470410.1	h1SMcT0014808.1
OG0005639	KAK4470565.1	h1SMcT0000146.1, h1SMcT0000146.2, h1SMcT0000057.1, h1SMcT0008727.1, h1SMcT0000181.1, h1SMcT0000179.1
OG0005641	KAK4470593.1	h1SMcT0018103.1, h1SMcT0018103.2
OG0005642	KAK4467847.1	h1SMcT0014142.1
OG0005643	KAK4472432.1	h1SMcT0004592.1
OG0005644	KAK4470718.1	h1SMcT0021372.1
OG0005646	KAK4472938.1	h1SMcT0009497.1, h1SMcT0018626.1, h1SMcT0018626.2, h1SMcT0009143.1, h1SMcT0009143.3, h1SMcT0009143.2
OG0005647	KAK4469032.1	h1SMcT0015520.1
OG0005651	KAK4471341.1	h1SMcT0007916.1, h1SMcT0007916.2
OG0005652	KAK4469591.1	h1SMcT0022532.1, h1SMcT0021903.1, h1SMcT0022364.1, h1SMcT0004704.1, h1SMcT0022356.1
OG0005654	KAK4470280.1	h1SMcT0022145.1
OG0005655	KAK4473028.1	h1SMcT0018701.1, h1SMcT0018701.2
OG0005656	KAK4468767.1	h1SMcT0019467.1
OG0005657	KAK4474463.1	h1SMcT0014251.1
OG0005663	KAK4475991.1	h1SMcT0011911.1, h1SMcT0011911.2
OG0005665	KAK4469574.1	h1SMcT0010582.1
OG0005666	KAK4468527.1	h1SMcT0007579.1
OG0005667	KAK4473447.1	h1SMcT0012925.1
OG0005668	KAK4475640.1	h1SMcT0010741.1, h1SMcT0010741.2, h1SMcT0010741.3
OG0005670	KAK4468194.1	h1SMcT0002444.1, h1SMcT0002444.2
OG0005671	KAK4474460.1	h1SMcT0020637.10
OG0005672	KAK4469111.1	h1SMcT0001094.1, h1SMcT0001094.2
OG0005673	KAK4469117.1	h1SMcT0020369.1, h1SMcT0020369.2
OG0005674	KAK4472897.1	h1SMcT0003155.1, h1SMcT0022977.1, h1SMcT0003685.1, h1SMcT0003685.2
OG0005675	KAK4473619.1	h1SMcT0010891.1, h1SMcT0010891.2
OG0005676	KAK4469501.1	h1SMcT0012454.1
OG0005678	KAK4472000.1	h1SMcT0002512.1, h1SMcT0002512.2, h1SMcT0002512.3
OG0005679	KAK4468667.1	h1SMcT0002865.1, h1SMcT0002865.2, h1SMcT0002865.3
OG0005680	KAK4471357.1	h1SMcT0005349.1, h1SMcT0005349.2, h1SMcT0005353.1, h1SMcT0005353.2, h1SMcT0005353.3
OG0005684	KAK4469255.1, KAK4469254.1	h1SMcT0000972.1, h1SMcT0022546.1
OG0005685	KAK4474514.1	h1SMcT0007396.1
OG0005686	KAK4468522.1	h1SMcT0012749.1
OG0005687	KAK4471443.1	h1SMcT0007350.1
OG0005689	KAK4470525.1	h1SMcT0021421.1
OG0005691	KAK4467614.1	h1SMcT0016672.1, h1SMcT0005044.1, h1SMcT0005044.2
OG0005692	KAK4469102.1, KAK4469104.1	h1SMcT0004001.1
OG0005693	KAK4476013.1	h1SMcT0015127.1
OG0005699	KAK4475350.1	h1SMcT0014795.1
OG0005700	KAK4470159.1	h1SMcT0010548.1, h1SMcT0010548.2
OG0005702	KAK4471221.1	h1SMcT0011671.1
OG0005705	KAK4469178.1	h1SMcT0000618.1, h1SMcT0007715.1
OG0005706	KAK4469055.1	h1SMcT0003456.1
OG0005707	KAK4471230.1	h1SMcT0002601.1, h1SMcT0002601.2
OG0005708	KAK4475025.1	h1SMcT0020930.1
OG0005709	KAK4473141.1	h1SMcT0020353.1, h1SMcT0014115.1, h1SMcT0012885.1, h1SMcT0010123.1
OG0005710	KAK4474166.1	h1SMcT0011282.1, h1SMcT0001250.1, h1SMcT0013039.1
OG0005714	KAK4468616.1	h1SMcT0007188.1, h1SMcT0007188.2
OG0005715	KAK4470470.1	h1SMcT0007688.1
OG0005716	KAK4469458.1	h1SMcT0005338.1
OG0005717	KAK4470329.1	h1SMcT0011593.1, h1SMcT0011593.2, h1SMcT0011593.3, h1SMcT0002181.1, h1SMcT0016049.1, h1SMcT0016049.2
OG0005718	KAK4469222.1	h1SMcT0014604.2, h1SMcT0014604.5
OG0005719	KAK4474083.1	h1SMcT0003628.1, h1SMcT0003628.2
OG0005720	KAK4468032.1	h1SMcT0000612.1, h1SMcT0018319.2
OG0005722	KAK4467595.1	h1SMcT0014204.4, h1SMcT0014204.3, h1SMcT0014204.1, h1SMcT0014204.2
OG0005723	KAK4473521.1	h1SMcT0001399.2, h1SMcT0001399.4
OG0005727	KAK4471645.1	h1SMcT0000585.1, h1SMcT0007001.1
OG0005728	KAK4468763.1	h1SMcT0004342.1, h1SMcT0004342.2
OG0005729	KAK4471193.1	h1SMcT0017806.1
OG0005730	KAK4467711.1, KAK4467712.1	h1SMcT0014148.1
OG0005732	KAK4473085.1	h1SMcT0021800.1
OG0005733	KAK4473067.1	h1SMcT0003911.2
OG0005735	KAK4468650.1	h1SMcT0000424.1
OG0005736	KAK4470003.1	h1SMcT0020658.1
OG0005738	KAK4467440.1, KAK4475799.1	h1SMcT0006393.1, h1SMcT0006393.2
OG0005739	KAK4472441.1	h1SMcT0018357.1
OG0005740	KAK4470956.1	h1SMcT0009826.1, h1SMcT0012751.1
OG0005741	KAK4468857.1	h1SMcT0012924.1, h1SMcT0012924.2
OG0005742	KAK4472328.1	h1SMcT0020663.1, h1SMcT0020663.2
OG0005744	KAK4474793.1	h1SMcT0004872.1
OG0005745	KAK4471406.1	h1SMcT0021028.1, h1SMcT0018082.4, h1SMcT0018082.1, h1SMcT0018082.2, h1SMcT0018082.3, h1SMcT0018082.5
OG0005746	KAK4472770.1	h1SMcT0020349.1, h1SMcT0020349.2
OG0005747	KAK4472288.1	h1SMcT0000224.1
OG0005751	KAK4472247.1	h1SMcT0012124.1, h1SMcT0012124.2
OG0005753	KAK4471012.1	h1SMcT0013806.1
OG0005755	KAK4473214.1	h1SMcT0002348.1
OG0005757	KAK4470662.1	h1SMcT0017397.1
OG0005760	KAK4469582.1	h1SMcT0000501.1
OG0005761	KAK4472208.1	h1SMcT0007414.1
OG0005763	KAK4468473.1	h1SMcT0004697.3, h1SMcT0004697.1, h1SMcT0004697.2
OG0005765	KAK4472874.1, KAK4472914.1	h1SMcT0003670.1
OG0005766	KAK4468099.1	h1SMcT0020810.1, h1SMcT0005728.1, h1SMcT0009010.1
OG0005767	KAK4470083.1	h1SMcT0016324.1, h1SMcT0016325.1
OG0005768	KAK4472581.1	h1SMcT0011318.1, h1SMcT0011318.2
OG0005769	KAK4474509.1	h1SMcT0013875.2, h1SMcT0016896.1, h1SMcT0016896.2
OG0005770	KAK4472982.1	h1SMcT0004176.4, h1SMcT0004176.2, h1SMcT0004176.1, h1SMcT0004176.3, h1SMcT0018086.1
OG0005771	KAK4469515.1	h1SMcT0012041.1
OG0005772	KAK4468361.1, KAK4467953.1	h1SMcT0003686.1
OG0005776	KAK4468838.1, KAK4468840.1	h1SMcT0012535.1, h1SMcT0021036.1
OG0005777	KAK4473492.1	h1SMcT0011122.1, h1SMcT0011122.2
OG0005778	KAK4471528.1	h1SMcT0008210.1, h1SMcT0008211.1
OG0005780	KAK4467738.1	h1SMcT0001051.1
OG0005781	KAK4468805.1	h1SMcT0008417.1
OG0005782	KAK4472395.1	h1SMcT0013430.1
OG0005784	KAK4468433.1	h1SMcT0014160.1
OG0005786	KAK4474493.1	h1SMcT0004794.1
OG0005787	KAK4475753.1	h1SMcT0006179.4, h1SMcT0006179.1, h1SMcT0006179.2, h1SMcT0006179.3
OG0005788	KAK4474465.1, KAK4474466.1	h1SMcT0003460.2, h1SMcT0003460.1, h1SMcT0003460.3
OG0005789	KAK4469146.1	h1SMcT0019762.1, h1SMcT0019762.2
OG0005790	KAK4470001.1, KAK4470959.1	h1SMcT0013844.1
OG0005792	KAK4467394.1, KAK4475643.1	h1SMcT0014690.1
OG0005793	KAK4476257.1	h1SMcT0003583.1, h1SMcT0003583.2, h1SMcT0003545.1, h1SMcT0003582.1
OG0005794	KAK4474341.1	h1SMcT0004830.1
OG0005795	KAK4467866.1	h1SMcT0014299.1
OG0005797	KAK4467670.1	h1SMcT0011819.1
OG0005799	KAK4474973.1	h1SMcT0010879.1, h1SMcT0010879.2
OG0005800	KAK4468146.1	h1SMcT0011984.1
OG0005801	KAK4475318.1	h1SMcT0013725.3, h1SMcT0013725.2, h1SMcT0013725.1
OG0005802	KAK4470490.1	h1SMcT0014692.1
OG0005803	KAK4471175.1	h1SMcT0002664.1, h1SMcT0015972.1
OG0005804	KAK4467715.1	h1SMcT0009489.1, h1SMcT0009153.1, h1SMcT0011196.1, h1SMcT0014872.1, h1SMcT0013959.1, h1SMcT0008057.1, h1SMcT0007698.1
OG0005805	KAK4470126.1	h1SMcT0013390.1
OG0005806	KAK4468290.1	h1SMcT0001761.1, h1SMcT0001761.2
OG0005807	KAK4471011.1	h1SMcT0003188.1
OG0005808	KAK4473738.1	h1SMcT0019827.1, h1SMcT0020779.1
OG0005809	KAK4472795.1	h1SMcT0010358.1
OG0005810	KAK4468728.1	h1SMcT0009909.1
OG0005811	KAK4467493.1, KAK4474710.1	h1SMcT0013450.1
OG0005813	KAK4470201.1	h1SMcT0019767.1
OG0005815	KAK4471237.1	h1SMcT0006142.1, h1SMcT0006144.1
OG0005816	KAK4474730.1	h1SMcT0014714.1, h1SMcT0014714.2, h1SMcT0001816.1, h1SMcT0001816.2, h1SMcT0001816.3
OG0005818	KAK4468534.1	h1SMcT0001812.1
OG0005819	KAK4469474.1	h1SMcT0021644.1
OG0005821	KAK4467810.1	h1SMcT0010938.1, h1SMcT0010938.2
OG0005823	KAK4473654.1	h1SMcT0010789.1
OG0005824	KAK4472939.1	h1SMcT0020815.1, h1SMcT0020815.2
OG0005825	KAK4472997.1, KAK4473743.1	h1SMcT0020562.1
OG0005826	KAK4471714.1	h1SMcT0022228.1, h1SMcT0022228.2
OG0005827	KAK4469459.1	h1SMcT0017674.1
OG0005828	KAK4468573.1	h1SMcT0016479.1
OG0005829	KAK4472062.1	h1SMcT0007799.1, h1SMcT0017814.3
OG0005830	KAK4471542.1	h1SMcT0021272.1, h1SMcT0021272.2, h1SMcT0021272.3, h1SMcT0021272.4
OG0005832	KAK4474006.1	h1SMcT0017441.1
OG0005833	KAK4467290.1, KAK4475765.1	h1SMcT0011306.1, h1SMcT0008848.1, h1SMcT0008848.2
OG0005835	KAK4471057.1, KAK4471411.1	h1SMcT0018399.1
OG0005836	KAK4468200.1	h1SMcT0003735.1, h1SMcT0003735.3, h1SMcT0003735.2
OG0005837	KAK4468732.1	h1SMcT0001627.1
OG0005838	KAK4474491.1	h1SMcT0018436.1
OG0005839	KAK4472847.1	h1SMcT0009879.1
OG0005840	KAK4469258.1	h1SMcT0022113.1
OG0005841	KAK4474506.1	h1SMcT0017272.4, h1SMcT0017272.2, h1SMcT0017272.1, h1SMcT0017272.3
OG0005843	KAK4475369.1	h1SMcT0022531.1, h1SMcT0022531.2
OG0005844	KAK4474434.1	h1SMcT0005287.2, h1SMcT0005287.1, h1SMcT0005287.3
OG0005846	KAK4472549.1	h1SMcT0010384.1
OG0005847	KAK4467825.1	h1SMcT0018630.1
OG0005851	KAK4468994.1	h1SMcT0000856.1
OG0005852	KAK4472491.1	h1SMcT0014909.1, h1SMcT0014909.2
OG0005854	KAK4470871.1	h1SMcT0003160.1, h1SMcT0003160.2
OG0005859	KAK4474898.1	h1SMcT0021056.1
OG0005862	KAK4473491.1	h1SMcT0009504.1
OG0005863	KAK4469565.1	h1SMcT0011326.1, h1SMcT0011326.2
OG0005866	KAK4470207.1	h1SMcT0012286.1
OG0005868	KAK4467809.1	h1SMcT0016530.1
OG0005869	KAK4467914.1	h1SMcT0010477.1, h1SMcT0010477.5, h1SMcT0010477.2, h1SMcT0010477.6
OG0005877	KAK4473134.1	h1SMcT0007833.1
OG0005895	KAK4467900.1	h1SMcT0015712.1
OG0005896	KAK4473614.1	h1SMcT0004124.1
OG0005897	KAK4467875.1	h1SMcT0010289.1
OG0005898	KAK4472887.1	h1SMcT0010493.1
OG0005899	KAK4467884.1	h1SMcT0015708.1
OG0005901	KAK4472004.1	h1SMcT0002620.1, h1SMcT0002620.2, h1SMcT0004190.1, h1SMcT0004190.2, h1SMcT0007490.1, h1SMcT0007493.1
OG0005902	KAK4476076.1	h1SMcT0000287.1, h1SMcT0008308.1, h1SMcT0012074.1
OG0005904	KAK4473311.1	h1SMcT0015908.1, h1SMcT0015908.2
OG0005905	KAK4471555.1	h1SMcT0021906.1, h1SMcT0013631.1, h1SMcT0014639.1
OG0005906	KAK4470615.1	h1SMcT0009934.1
OG0005907	KAK4473270.1	h1SMcT0006387.1
OG0005909	KAK4467533.1, KAK4474590.1	h1SMcT0000767.1
OG0005911	KAK4467658.1	h1SMcT0001983.1
OG0005912	KAK4467639.1	h1SMcT0019597.3, h1SMcT0019597.2, h1SMcT0019597.4
OG0005913	KAK4468937.1	h1SMcT0015201.1
OG0005915	KAK4476154.1	h1SMcT0017953.1, h1SMcT0017953.2
OG0005916	KAK4475149.1	h1SMcT0000073.1
OG0005917	KAK4471242.1	h1SMcT0014192.1, h1SMcT0014192.2
OG0005918	KAK4472339.1	h1SMcT0001215.1, h1SMcT0018438.1
OG0005920	KAK4475568.1	h1SMcT0022083.1, h1SMcT0022083.2, h1SMcT0022083.3, h1SMcT0022083.4
OG0005921	KAK4471085.1	h1SMcT0019505.1, h1SMcT0000665.1, h1SMcT0000681.1, h1SMcT0000683.1
OG0005922	KAK4475425.1	h1SMcT0014288.1
OG0005923	KAK4472245.1	h1SMcT0015564.1
OG0005924	KAK4474824.1	h1SMcT0010190.1
OG0005925	KAK4470999.1	h1SMcT0001309.1
OG0005926	KAK4471796.1	h1SMcT0016025.1, h1SMcT0016025.2
OG0005928	KAK4471062.1	h1SMcT0007789.1, h1SMcT0007789.2
OG0005929	KAK4471976.1	h1SMcT0019443.1
OG0005930	KAK4470977.1	h1SMcT0008648.1, h1SMcT0008648.2, h1SMcT0008648.3, h1SMcT0008648.4, h1SMcT0008648.5
OG0005931	KAK4470299.1	h1SMcT0018674.1, h1SMcT0018674.2
OG0005932	KAK4475354.1	h1SMcT0007924.1, h1SMcT0022998.1
OG0005934	KAK4475008.1	h1SMcT0017579.1, h1SMcT0017584.1
OG0005935	KAK4472575.1, KAK4472577.1	h1SMcT0000888.1
OG0005937	KAK4468565.1	h1SMcT0007865.1
OG0005938	KAK4470286.1	h1SMcT0003887.1
OG0005940	KAK4472210.1	h1SMcT0005869.1, h1SMcT0005869.2
OG0005942	KAK4468227.1	h1SMcT0020952.1
OG0005944	KAK4471845.1	h1SMcT0007787.1, h1SMcT0007787.2, h1SMcT0007787.3
OG0005945	KAK4475562.1	h1SMcT0001871.1, h1SMcT0008203.1
OG0005946	KAK4475377.1	h1SMcT0006508.1
OG0005947	KAK4474504.1	h1SMcT0007165.1
OG0005948	KAK4474134.1	h1SMcT0009488.1
OG0005950	KAK4469379.1	h1SMcT0002589.1, h1SMcT0002589.2, h1SMcT0002589.3
OG0005952	KAK4468271.1	h1SMcT0003211.1, h1SMcT0003211.2
OG0005953	KAK4471491.1	h1SMcT0018677.1
OG0005955	KAK4468434.1	h1SMcT0011025.1, h1SMcT0012035.1
OG0005956	KAK4472407.1, KAK4472409.1	h1SMcT0012891.1, h1SMcT0004785.1, h1SMcT0022632.1, h1SMcT0014171.1
OG0005957	KAK4473021.1	h1SMcT0017506.1, h1SMcT0020789.1
OG0005958	KAK4470655.1	h1SMcT0000203.2, h1SMcT0019948.1
OG0005959	KAK4473753.1	h1SMcT0021569.1
OG0005960	KAK4468067.1	h1SMcT0003770.1
OG0005961	KAK4471494.1	h1SMcT0008001.1, h1SMcT0008001.3, h1SMcT0008001.2
OG0005962	KAK4467938.1	h1SMcT0015238.1, h1SMcT0016689.1
OG0005965	KAK4475340.1	h1SMcT0020811.1
OG0005966	KAK4468725.1	h1SMcT0006401.1, h1SMcT0018336.1, h1SMcT0018336.2
OG0005970	KAK4475475.1	h1SMcT0003179.1, h1SMcT0003179.2, h1SMcT0003179.3
OG0005973	KAK4473750.1	h1SMcT0002395.1, h1SMcT0002395.2
OG0005974	KAK4475441.1	h1SMcT0016503.1, h1SMcT0016503.2, h1SMcT0016503.3
OG0005975	KAK4470120.1	h1SMcT0001768.1
OG0005976	KAK4472718.1	h1SMcT0004685.1
OG0005978	KAK4468863.1	h1SMcT0011015.1
OG0005979	KAK4473101.1	h1SMcT0005875.1
OG0005980	KAK4469979.1	h1SMcT0006051.1, h1SMcT0014719.1
OG0005981	KAK4467729.1	h1SMcT0009310.1, h1SMcT0009310.3, h1SMcT0009310.2
OG0005982	KAK4472059.1	h1SMcT0013415.1
OG0005983	KAK4469327.1	h1SMcT0021475.1, h1SMcT0022726.1
OG0005984	KAK4471262.1	h1SMcT0000237.1, h1SMcT0005855.1
OG0005985	KAK4473113.1	h1SMcT0021040.1, h1SMcT0021053.1
OG0005987	KAK4474974.1	h1SMcT0007555.1
OG0005989	KAK4468346.1, KAK4468347.1	h1SMcT0019030.1
OG0005990	KAK4469977.1	h1SMcT0008326.1
OG0005991	KAK4469892.1	h1SMcT0019618.1, h1SMcT0019618.2, h1SMcT0019618.3
OG0005992	KAK4469099.1, KAK4469100.1, KAK4469101.1	h1SMcT0000017.1
OG0005994	KAK4469190.1	h1SMcT0015854.1, h1SMcT0000238.1, h1SMcT0010381.1, h1SMcT0014033.1, h1SMcT0005533.1
OG0005995	KAK4470725.1	h1SMcT0005075.1, h1SMcT0005075.2, h1SMcT0005075.3
OG0005996	KAK4475096.1	h1SMcT0003230.1, h1SMcT0003230.2
OG0005997	KAK4476238.1	h1SMcT0003791.1, h1SMcT0003791.3, h1SMcT0003791.4, h1SMcT0003791.5, h1SMcT0003791.6, h1SMcT0003791.2
OG0005998	KAK4469603.1	h1SMcT0001034.1
OG0006000	KAK4474471.1	h1SMcT0003105.1, h1SMcT0003106.1, h1SMcT0003106.2
OG0006001	KAK4468760.1	h1SMcT0014422.1
OG0006003	KAK4474192.1	h1SMcT0021587.4, h1SMcT0021587.6, h1SMcT0021587.5
OG0006004	KAK4469213.1	h1SMcT0012445.1
OG0006006	KAK4469153.1	h1SMcT0002597.1, h1SMcT0001409.1, h1SMcT0001409.2, h1SMcT0017142.1, h1SMcT0017142.2
OG0006007	KAK4475345.1	h1SMcT0012781.1
OG0006008	KAK4470166.1	h1SMcT0013369.1, h1SMcT0013369.2
OG0006010	KAK4476168.1	h1SMcT0006350.1, h1SMcT0013021.1
OG0006011	KAK4471212.1	h1SMcT0022111.1
OG0006012	KAK4471356.1	h1SMcT0018228.1
OG0006013	KAK4475468.1	h1SMcT0004468.1
OG0006014	KAK4470473.1	h1SMcT0011959.1, h1SMcT0013361.1
OG0006015	KAK4470016.1	h1SMcT0005459.1
OG0006016	KAK4470937.1	h1SMcT0006302.1
OG0006018	KAK4468934.1	h1SMcT0007783.1
OG0006019	KAK4468072.1	h1SMcT0006646.1
OG0006022	KAK4471783.1	h1SMcT0002665.1, h1SMcT0015971.1
OG0006023	KAK4475179.1	h1SMcT0009304.1, h1SMcT0009304.2
OG0006024	KAK4469081.1	h1SMcT0012046.1, h1SMcT0012046.2
OG0006025	KAK4474618.1	h1SMcT0014222.1, h1SMcT0014222.2
OG0006026	KAK4476112.1	h1SMcT0014693.1
OG0006027	KAK4473172.1, KAK4473173.1	h1SMcT0011220.1, h1SMcT0011220.2
OG0006029	KAK4469945.1	h1SMcT0017802.1, h1SMcT0017802.2
OG0006030	KAK4472561.1	h1SMcT0002188.1, h1SMcT0002190.1
OG0006032	KAK4476295.1	h1SMcT0016985.1, h1SMcT0019984.1, h1SMcT0020012.1
OG0006033	KAK4473043.1	h1SMcT0009561.1
OG0006035	KAK4469982.1	h1SMcT0021732.1
OG0006037	KAK4468179.1	h1SMcT0010552.1, h1SMcT0010552.2
OG0006038	KAK4473568.1	h1SMcT0002926.2, h1SMcT0002926.3, h1SMcT0002926.1, h1SMcT0002926.4
OG0006044	KAK4471490.1	h1SMcT0004786.1, h1SMcT0004558.1, h1SMcT0004558.2
OG0006046	KAK4474693.1	h1SMcT0015753.1, h1SMcT0015753.2
OG0006047	KAK4472327.1, KAK4472326.1	h1SMcT0004082.1
OG0006049	KAK4473634.1	h1SMcT0020670.1, h1SMcT0020670.2, h1SMcT0020671.1, h1SMcT0020671.2, h1SMcT0020677.1
OG0006050	KAK4471975.1	h1SMcT0007701.1
OG0006051	KAK4476031.1	h1SMcT0004623.1
OG0006052	KAK4470290.1	h1SMcT0005345.1, h1SMcT0006920.1
OG0006054	KAK4471302.1	h1SMcT0001601.1
OG0006055	KAK4475772.1, KAK4467429.1	h1SMcT0006729.1
OG0006057	KAK4472732.1	h1SMcT0003398.1, h1SMcT0003398.2
OG0006058	KAK4467230.1, KAK4474952.1	h1SMcT0007352.1, h1SMcT0013825.1
OG0006060	KAK4475621.1	h1SMcT0005866.1
OG0006061	KAK4468084.1	h1SMcT0022627.1, h1SMcT0022627.2
OG0006063	KAK4472448.1	h1SMcT0000832.1, h1SMcT0000832.2, h1SMcT0000832.3, h1SMcT0001594.1, h1SMcT0022005.1
OG0006064	KAK4470135.1	h1SMcT0012595.1
OG0006066	KAK4476210.1	h1SMcT0011563.1, h1SMcT0011563.2
OG0006067	KAK4473555.1	h1SMcT0007864.1
OG0006068	KAK4472909.1	h1SMcT0018769.1
OG0006070	KAK4471367.1	h1SMcT0010140.4, h1SMcT0010140.1, h1SMcT0010140.2, h1SMcT0010140.3
OG0006071	KAK4470452.1	h1SMcT0018476.1, h1SMcT0018476.2
OG0006072	KAK4468222.1	h1SMcT0018109.1, h1SMcT0018109.2
OG0006073	KAK4469475.1	h1SMcT0004153.1, h1SMcT0004153.2
OG0006074	KAK4468415.1	h1SMcT0003028.1, h1SMcT0003028.4, h1SMcT0003028.2, h1SMcT0003028.3
OG0006075	KAK4473004.1	h1SMcT0015389.1
OG0006076	KAK4469460.1	h1SMcT0011051.1, h1SMcT0011051.2
OG0006080	KAK4472512.1	h1SMcT0010653.1
OG0006081	KAK4474967.1, KAK4474989.1	h1SMcT0017984.1, h1SMcT0017984.2
OG0006082	KAK4473409.1	h1SMcT0005424.1, h1SMcT0005424.2
OG0006085	KAK4470572.1	h1SMcT0015632.1
