Orthogroup	s.mekongi	opisthorchis_viverrini
OG0006726	KAK4471676.1	T265_14354
OG0006728	KAK4467640.1	T265_04626
OG0006729	KAK4467785.1	T265_04397
OG0006731	KAK4468723.1	T265_01865
OG0006732	KAK4471486.1	T265_03141
OG0006733	KAK4476305.1	T265_00226
OG0006734	KAK4468487.1	T265_01901
OG0006735	KAK4471420.1	T265_07014
OG0006736	KAK4470595.1	T265_01789
OG0006737	KAK4475462.1	T265_14034
OG0006738	KAK4473410.1	T265_13420
OG0006739	KAK4475374.1	T265_00860
OG0006740	KAK4468291.1	T265_01698
OG0006741	KAK4475256.1	T265_05530
OG0006742	KAK4474410.1	T265_07162
OG0006743	KAK4469394.1	T265_00014
OG0006744	KAK4468729.1	T265_03826
OG0006745	KAK4468192.1	T265_15337
OG0006746	KAK4470942.1	T265_02215
OG0006747	KAK4468319.1	T265_13929
OG0006749	KAK4473850.1	T265_08540
OG0006750	KAK4468480.1	T265_11230
OG0006751	KAK4469773.1	T265_10348
OG0006752	KAK4474718.1	T265_06481
OG0006753	KAK4471655.1	T265_13704
OG0006754	KAK4469264.1	T265_12082
OG0006755	KAK4471050.1	T265_11582
OG0006756	KAK4468856.1	T265_08611
OG0006757	KAK4476186.1	T265_03052
OG0006758	KAK4471294.1	T265_08461
OG0006759	KAK4476269.1	T265_06287
OG0006760	KAK4471319.1	T265_01137
OG0006761	KAK4469686.1	T265_11394
OG0006762	KAK4467892.1	T265_13612
OG0006763	KAK4475176.1	T265_15371
OG0006766	KAK4468867.1	T265_09201
OG0006767	KAK4468858.1	T265_07299
OG0006768	KAK4476089.1	T265_01568
OG0006769	KAK4470667.1	T265_02933
OG0006771	KAK4476125.1	T265_07961
OG0006772	KAK4471527.1	T265_12603
OG0006773	KAK4470394.1	T265_02202, T265_02203
OG0006774	KAK4475092.1	T265_11214
OG0006775	KAK4472030.1	T265_10444
OG0006776	KAK4472090.1	T265_06721
OG0006777	KAK4474915.1	T265_04430, T265_12355
OG0006778	KAK4475360.1	T265_11184
OG0006779	KAK4469205.1	T265_11785
OG0006780	KAK4468199.1	T265_12841
OG0006782	KAK4471624.1	T265_05159
OG0006783	KAK4474886.1	T265_10461
OG0006784	KAK4475676.1	T265_08434
OG0006786	KAK4475363.1	T265_11211
OG0006787	KAK4472341.1, KAK4472346.1	T265_08649
OG0006788	KAK4471229.1	T265_11515
OG0006789	KAK4467548.1, KAK4474721.1	T265_07766
OG0006790	KAK4467939.1	T265_05218
OG0006792	KAK4473318.1	T265_16192
OG0006795	KAK4474517.1	T265_05585
OG0006799	KAK4473405.1	T265_09995
OG0006800	KAK4475471.1	T265_07249
OG0006801	KAK4475296.1, KAK4475297.1	T265_10225
OG0006802	KAK4475299.1	T265_07255
OG0006803	KAK4470435.1	T265_07295
OG0006804	KAK4468136.1	T265_15818
OG0006807	KAK4472177.1	T265_02809, T265_06602
OG0006808	KAK4472926.1	T265_05692
OG0006811	KAK4468059.1	T265_12705
OG0006813	KAK4472586.1	T265_00110
OG0006816	KAK4468426.1	T265_01883
OG0006817	KAK4472889.1	T265_03708
OG0006818	KAK4473298.1	T265_04250
OG0006819	KAK4475233.1	T265_11336
OG0006820	KAK4470517.1	T265_11375
OG0006821	KAK4473826.1	T265_13587
OG0006851	KAK4471644.1	T265_04193
OG0006853	KAK4475238.1	T265_05500
OG0006854	KAK4469294.1	T265_03608
OG0006856	KAK4472309.1	T265_16309
OG0006859	KAK4474555.1	T265_05116
OG0006860	KAK4474762.1	T265_11734
OG0006861	KAK4469527.1	T265_13231
OG0006864	KAK4469600.1	T265_00461
OG0006865	KAK4473202.1	T265_11837
OG0006866	KAK4472387.1	T265_00716
OG0006867	KAK4468804.1	T265_04312
OG0006868	KAK4476218.1	T265_13505
OG0006870	KAK4472426.1	T265_01915
OG0006871	KAK4468791.1	T265_15166
OG0006872	KAK4469605.1	T265_00059
OG0006873	KAK4476052.1	T265_03060
OG0006874	KAK4474904.1	T265_06195
OG0006875	KAK4471253.1	T265_10107
OG0006877	KAK4469584.1	T265_00054
OG0006878	KAK4468287.1	T265_04650
OG0006879	KAK4471091.1	T265_10539
OG0006880	KAK4468091.1	T265_07814
OG0006881	KAK4468552.1	T265_10807
OG0006883	KAK4472975.1	T265_07476
OG0006884	KAK4470188.1	T265_10639
OG0006887	KAK4473277.1	T265_03261
OG0006888	KAK4473901.1	T265_14329
OG0006889	KAK4468586.1	T265_03887
OG0006890	KAK4468439.1	T265_07357
OG0006892	KAK4471424.1	T265_15484
OG0006893	KAK4472905.1	T265_12782
OG0006894	KAK4467667.1	T265_11279
OG0006895	KAK4472307.1	T265_06867
OG0006896	KAK4472692.1	T265_06123
OG0006897	KAK4473720.1	T265_02572
OG0006899	KAK4472678.1	T265_10826
OG0006900	KAK4467697.1	T265_11072
OG0006902	KAK4475628.1	T265_07704
OG0006903	KAK4474604.1	T265_02091
OG0006904	KAK4469546.1	T265_00478
OG0006905	KAK4467829.1	T265_05648
OG0006906	KAK4469968.1, KAK4469967.1	T265_06776
OG0006907	KAK4469840.1	T265_05472
OG0006908	KAK4472877.1	T265_15471
OG0006909	KAK4476197.1	T265_13530
OG0006911	KAK4469511.1	T265_01351
OG0006912	KAK4474520.1	T265_03021
OG0006913	KAK4475134.1	T265_13251
OG0006914	KAK4469168.1	T265_07635
OG0006915	KAK4472572.1	T265_06054
OG0006916	KAK4467921.1	T265_11420
OG0006917	KAK4474335.1	T265_00954
OG0006918	KAK4474200.1	T265_02805
OG0006920	KAK4472955.1	T265_04233
OG0006921	KAK4471963.1	T265_01451
OG0006922	KAK4474668.1	T265_11866
OG0006923	KAK4467689.1	T265_10133
OG0006924	KAK4470947.1	T265_01985
OG0006925	KAK4469414.1	T265_09437
OG0006927	KAK4469516.1	T265_02694
OG0006928	KAK4474774.1, KAK4474775.1	T265_09545
OG0006929	KAK4468265.1	T265_02238, T265_02239
OG0006930	KAK4475769.1	T265_09001
OG0006931	KAK4476300.1	T265_14441
OG0006932	KAK4474580.1	T265_11936
OG0006933	KAK4469484.1	T265_00358
OG0006934	KAK4473468.1	T265_08104
OG0006935	KAK4470119.1	T265_12752
OG0006936	KAK4473967.1	T265_09992
OG0006937	KAK4469857.1	T265_02852
OG0006938	KAK4468523.1	T265_02641
OG0006939	KAK4473444.1	T265_04096
OG0006940	KAK4474574.1	T265_09062
OG0006941	KAK4475135.1	T265_14242
OG0006942	KAK4474911.1	T265_04946
OG0006943	KAK4468147.1	T265_10286
OG0006944	KAK4470211.1	T265_14972
OG0006946	KAK4474469.1	T265_08530
OG0006948	KAK4474191.1	T265_13602
OG0006949	KAK4470308.1	T265_06120
OG0006950	KAK4470537.1	T265_14502
OG0006951	KAK4475344.1	T265_05506
OG0006952	KAK4473140.1	T265_15597
OG0006953	KAK4472031.1	T265_12564
OG0006954	KAK4469496.1	T265_12955
OG0006956	KAK4471828.1	T265_14691
OG0006957	KAK4470225.1	T265_10694
OG0006958	KAK4471478.1	T265_02049
OG0006959	KAK4468817.1	T265_10804
OG0006960	KAK4474157.1	T265_02982
OG0006962	KAK4469935.1	T265_05932
OG0006963	KAK4469291.1	T265_14844
OG0006964	KAK4471749.1	T265_08937
OG0006965	KAK4474107.1	T265_08989
OG0006966	KAK4471986.1	T265_02533
OG0006967	KAK4468651.1	T265_04778
OG0006968	KAK4473904.1	T265_04728
OG0006969	KAK4470231.1	T265_12516
OG0006970	KAK4470230.1	T265_00339
OG0006971	KAK4470060.1	T265_06978
OG0006972	KAK4471938.1	T265_02545
OG0006974	KAK4468313.1	T265_06012
OG0006975	KAK4475509.1	T265_06684
OG0006976	KAK4471635.1	T265_13703
OG0006977	KAK4472520.1	T265_06254
OG0006978	KAK4473341.1	T265_06003
OG0006979	KAK4471369.1	T265_15110
OG0006982	KAK4469973.1	T265_00137
OG0006983	KAK4475251.1	T265_07247
OG0006984	KAK4469149.1	T265_00095
OG0006985	KAK4473604.1	T265_04089
OG0006986	KAK4475609.1	T265_06305
OG0006987	KAK4470750.1	T265_01944
OG0006988	KAK4470751.1	T265_01942
OG0006989	KAK4470609.1	T265_08221
OG0006990	KAK4475163.1	T265_01798
OG0006991	KAK4468248.1	T265_13293
OG0006992	KAK4475488.1	T265_03445
OG0006993	KAK4474890.1	T265_14598
OG0006994	KAK4467378.1, KAK4475806.1	T265_14027
OG0006996	KAK4475586.1	T265_07838
OG0006997	KAK4468875.1	T265_03784
OG0006998	KAK4470675.1	T265_05829
OG0006999	KAK4469471.1	T265_00467
OG0007000	KAK4468212.1	T265_09618
OG0007002	KAK4467622.1	T265_13608
OG0007003	KAK4476048.1	T265_09312
OG0007005	KAK4469482.1	T265_12553
OG0007006	KAK4467916.1	T265_14425
OG0007009	KAK4468420.1	T265_09606
OG0007010	KAK4475416.1	T265_14018
OG0007011	KAK4469398.1	T265_02707
OG0007012	KAK4469608.1	T265_13116
OG0007014	KAK4474429.1	T265_01589
OG0007015	KAK4470972.1	T265_01736
OG0007017	KAK4469427.1	T265_11541
OG0007020	KAK4469741.1	T265_12742
OG0007021	KAK4469549.1	T265_07285
OG0007022	KAK4471953.1	T265_10105
OG0007024	KAK4468223.1	T265_15203
OG0007025	KAK4468414.1	T265_07349
OG0007027	KAK4476047.1	T265_09943
OG0007029	KAK4475124.1	T265_03667
OG0007030	KAK4470121.1	T265_07191, T265_07190
OG0007031	KAK4473912.1	T265_11841
OG0007032	KAK4470920.1	T265_07667
OG0007033	KAK4470921.1	T265_07666
OG0007034	KAK4470922.1	T265_07663
OG0007035	KAK4470330.1	T265_12452
OG0007036	KAK4468275.1, KAK4468276.1	T265_11173
OG0007037	KAK4471853.1	T265_03926
OG0007038	KAK4473907.1	T265_01371
OG0007039	KAK4469701.1	T265_03610
OG0007040	KAK4470266.1	T265_04058
OG0007041	KAK4472438.1	T265_06247
OG0007042	KAK4473046.1	T265_03246
OG0007043	KAK4468872.1	T265_09179
OG0007044	KAK4474442.1	T265_10044
OG0007046	KAK4468132.1	T265_14520
OG0007047	KAK4471138.1	T265_05862
OG0007049	KAK4473797.1	T265_05109, T265_05744
OG0007050	KAK4476274.1	T265_06288
OG0007051	KAK4474610.1	T265_07764
OG0007053	KAK4474045.1	T265_08719
OG0007054	KAK4468776.1	T265_07732
OG0007055	KAK4470440.1	T265_09154
OG0007056	KAK4473329.1	T265_05999
OG0007057	KAK4471331.1	T265_03345
OG0007058	KAK4475219.1	T265_13018
OG0007059	KAK4469785.1	T265_00376
OG0007061	KAK4467891.1	T265_04829
OG0007062	KAK4473335.1	T265_01080
OG0007064	KAK4468871.1	T265_05766
OG0007065	KAK4475794.1	T265_00953
OG0007066	KAK4473685.1	T265_08571
OG0007067	KAK4468095.1	T265_06544
OG0007068	KAK4470834.1	T265_12898, T265_11246
OG0007069	KAK4474074.1	T265_00550, T265_00551
OG0007070	KAK4469489.1	T265_12510
OG0007072	KAK4474106.1	T265_04896
OG0007073	KAK4470884.1	T265_00813
OG0007074	KAK4470520.1	T265_15487
OG0007075	KAK4475146.1	T265_07989
OG0007076	KAK4472582.1	T265_15038
OG0007077	KAK4471233.1	T265_00533
OG0007078	KAK4469659.1	T265_08600
OG0007079	KAK4473378.1	T265_03240
OG0007080	KAK4475216.1	T265_10816
OG0007081	KAK4469684.1	T265_14231
OG0007082	KAK4468735.1	T265_04328
OG0007083	KAK4470849.1	T265_10687
OG0007085	KAK4473784.1	T265_04904
OG0007087	KAK4471364.1	T265_07785
OG0007090	KAK4474878.1	T265_06364
OG0007092	KAK4474789.1	T265_14165
OG0007094	KAK4469281.1	T265_12970
OG0007097	KAK4469864.1	T265_02682
OG0007098	KAK4470720.1	T265_03980
OG0007099	KAK4468196.1	T265_11083
OG0007101	KAK4474149.1	T265_04498
OG0007103	KAK4471704.1	T265_00543
OG0007104	KAK4471640.1	T265_11729
OG0007105	KAK4471485.1	T265_03136
OG0007106	KAK4470221.1	T265_11550
OG0007107	KAK4471532.1	T265_08878
OG0007112	KAK4468111.1	T265_01844
OG0007113	KAK4467871.1	T265_04604
OG0007114	KAK4468762.1	T265_04757
OG0007115	KAK4469749.1	T265_07425
OG0007116	KAK4471829.1	T265_08883
OG0007117	KAK4475449.1, KAK4475450.1	T265_10162
OG0007118	KAK4467746.1	T265_13074
OG0007149	KAK4469964.1	T265_05281
OG0007150	KAK4467554.1	T265_04577
OG0007153	KAK4475128.1	T265_02261
OG0007155	KAK4471162.1	T265_06709
OG0007156	KAK4472563.1	T265_08863
OG0007157	KAK4470617.1	T265_00824
OG0007158	KAK4468505.1	T265_05761
OG0007160	KAK4472375.1	T265_13481
OG0007161	KAK4470071.1	T265_09832
OG0007162	KAK4475203.1, KAK4475204.1	T265_14557
OG0007163	KAK4473337.1	T265_05022
OG0007164	KAK4470362.1	T265_05725
OG0007165	KAK4473887.1	T265_12888
OG0007166	KAK4468912.1	T265_05773
OG0007167	KAK4473771.1	T265_04152
OG0007168	KAK4472043.1	T265_15062
OG0007171	KAK4469883.1	T265_12441
OG0007172	KAK4472822.1	T265_15713
OG0007174	KAK4469691.1	T265_03572
OG0007176	KAK4468107.1	T265_09466
OG0007177	KAK4473519.1	T265_08068
OG0007178	KAK4471904.1	T265_00637
OG0007179	KAK4473008.1	T265_14173
OG0007180	KAK4476088.1	T265_10346
OG0007181	KAK4468538.1	T265_13478
OG0007182	KAK4475269.1	T265_04384
OG0007184	KAK4468500.1	T265_05750
OG0007186	KAK4470363.1	T265_05727
OG0007187	KAK4470055.1	T265_09224
OG0007188	KAK4471503.1	T265_04191
OG0007189	KAK4471469.1	T265_01579
OG0007191	KAK4468272.1	T265_04664
OG0007193	KAK4469912.1	T265_01765, T265_12272
OG0007194	KAK4468785.1	T265_09310
OG0007195	KAK4468837.1	T265_05776
OG0007196	KAK4474611.1	T265_00986
OG0007197	KAK4468546.1	T265_14654
OG0007198	KAK4472470.1	T265_14536
OG0007199	KAK4473016.1	T265_05694
OG0007200	KAK4475989.1	T265_01598
OG0007201	KAK4468645.1	T265_09750
OG0007202	KAK4470563.1	T265_05903
OG0007203	KAK4475604.1	T265_08004
OG0007205	KAK4468919.1	T265_00395
OG0007206	KAK4470600.1	T265_13211
OG0007207	KAK4469275.1	T265_00381
OG0007208	KAK4470856.1	T265_02790
OG0007209	KAK4467629.1	T265_16207
OG0007210	KAK4468928.1	T265_12116
OG0007212	KAK4471611.1	T265_05154
OG0007213	KAK4471610.1	T265_13697
OG0007214	KAK4470911.1	T265_15405
OG0007215	KAK4474475.1	T265_12481
OG0007216	KAK4475133.1	T265_13250
OG0007217	KAK4473557.1	T265_10000
OG0007220	KAK4474096.1	T265_08851
OG0007222	KAK4476001.1	T265_05562
OG0007223	KAK4471755.1	T265_01427
OG0007226	KAK4472643.1	T265_13579
OG0007228	KAK4470991.1	T265_00447
OG0007229	KAK4470338.1	T265_08479
OG0007230	KAK4476291.1	T265_03041
OG0007232	KAK4474430.1	T265_15847, T265_15567
OG0007233	KAK4467872.1	T265_04602
OG0007234	KAK4471860.1	T265_11482
OG0007236	KAK4475627.1	T265_06291
OG0007237	KAK4470692.1	T265_14971
OG0007238	KAK4472923.1	T265_10292
OG0007239	KAK4470790.1	T265_05908
OG0007240	KAK4470142.1	T265_00429
OG0007242	KAK4473549.1	T265_01487
OG0007244	KAK4470295.1	T265_14474
OG0007245	KAK4469510.1	T265_01358
OG0007246	KAK4469325.1	T265_16196
OG0007247	KAK4469725.1	T265_04294
OG0007248	KAK4473263.1, KAK4473264.1	T265_05026
OG0007250	KAK4473180.1	T265_15036
OG0007251	KAK4473969.1	T265_11004
OG0007254	KAK4470395.1	T265_12952
OG0007256	KAK4471321.1	T265_05855, T265_12346
OG0007257	KAK4469876.1	T265_15493
OG0007260	KAK4470773.1	T265_04860
OG0007263	KAK4476231.1	T265_11430
OG0007264	KAK4474477.1	T265_04941
OG0007265	KAK4472839.1	T265_05604
OG0007268	KAK4473589.1	T265_14215
OG0007269	KAK4474990.1	T265_05536
OG0007270	KAK4468359.1	T265_11298
OG0007271	KAK4476152.1	T265_00237
OG0007272	KAK4475739.1, KAK4475749.1	T265_08519
OG0007273	KAK4467441.1	T265_15362
OG0007274	KAK4469914.1	T265_01767
OG0007275	KAK4472477.1	T265_04518
OG0007277	KAK4469129.1	T265_13133
OG0007278	KAK4473514.1	T265_13676
OG0007280	KAK4470840.1	T265_02788
OG0007282	KAK4471231.1	T265_09878
OG0007283	KAK4469286.1	T265_13103
OG0007284	KAK4474320.1	T265_09365
OG0007285	KAK4473600.1	T265_01509
OG0007286	KAK4469042.1	T265_13951
OG0007287	KAK4471079.1	T265_07184
OG0007288	KAK4470908.1	T265_12855
OG0007290	KAK4474076.1	T265_11607
OG0007291	KAK4469169.1	T265_13686
OG0007295	KAK4474480.1	T265_13500
OG0007296	KAK4471731.1	T265_08875
OG0007297	KAK4468781.1	T265_16010, T265_13435
OG0007299	KAK4470891.1	T265_03981
OG0007300	KAK4473233.1	T265_01038
OG0007302	KAK4468023.1	T265_06965
OG0007303	KAK4468145.1	T265_07698
OG0007304	KAK4472449.1	T265_08114
OG0007306	KAK4470110.1	T265_01724
OG0007307	KAK4469200.1	T265_08816
OG0007308	KAK4471009.1	T265_06111
OG0007309	KAK4472022.1	T265_03150
OG0007311	KAK4474799.1	T265_14148
OG0007312	KAK4476237.1	T265_09680
OG0007313	KAK4470850.1	T265_10686
OG0007314	KAK4469960.1	T265_02895
OG0007316	KAK4472252.1	T265_07031
OG0007317	KAK4472313.1	T265_14512
OG0007319	KAK4469107.1	T265_03866
OG0007320	KAK4473684.1	T265_10123
OG0007322	KAK4471921.1	T265_00608
OG0007323	KAK4470318.1	T265_07850
OG0007326	KAK4470294.1	T265_06757
OG0007327	KAK4476308.1	T265_03124
OG0007330	KAK4472060.1	T265_06718
OG0007331	KAK4469735.1	T265_05298
OG0007332	KAK4474121.1	T265_15382
OG0007334	KAK4468469.1	T265_09596
OG0007335	KAK4474361.1	T265_04559
OG0007336	KAK4473960.1	T265_15467
OG0007338	KAK4471606.1	T265_01823
OG0007339	KAK4469141.1	T265_00352, T265_12095
OG0007340	KAK4475056.1, KAK4475057.1	T265_11151
OG0007341	KAK4475959.1	T265_09233
OG0007343	KAK4469455.1	T265_07218
OG0007345	KAK4470418.1	T265_09850
OG0007346	KAK4467932.1	T265_07084
OG0007347	KAK4474970.1	T265_05564, T265_10483
OG0007348	KAK4475542.1	T265_08944
OG0007349	KAK4475996.1	T265_13121
OG0007350	KAK4469320.1	T265_11979
OG0007351	KAK4474397.1	T265_07712
OG0007352	KAK4469778.1	T265_10585, T265_15401
OG0007355	KAK4476046.1	T265_06884, T265_06886
OG0007356	KAK4474900.1	T265_10835
OG0007357	KAK4475550.1	T265_09934
OG0007358	KAK4476114.1	T265_00267
OG0007359	KAK4468887.1	T265_09178
OG0007361	KAK4469105.1	T265_03303
OG0007362	KAK4469113.1	T265_03860
OG0007363	KAK4470899.1	T265_12941, T265_16048
OG0007364	KAK4473840.1	T265_07980
OG0007365	KAK4471097.1	T265_14505
OG0007366	KAK4471380.1	T265_09286
OG0007367	KAK4471950.1	T265_08787
OG0007369	KAK4467901.1	T265_02066
OG0007370	KAK4470287.1	T265_04282
OG0007371	KAK4467596.1	T265_05219
OG0007372	KAK4475650.1	T265_07265
OG0007373	KAK4468015.1	T265_09553
OG0007374	KAK4468497.1	T265_14368
OG0007414	KAK4474752.1	T265_05549
OG0007416	KAK4469831.1, KAK4469830.1	T265_00058
OG0007418	KAK4470409.1	T265_05716
OG0007420	KAK4475117.1	T265_05540
OG0007421	KAK4467843.1	T265_04842
OG0007423	KAK4474957.1	T265_01439
OG0007424	KAK4473477.1	T265_01527
OG0007425	KAK4469795.1	T265_09438
OG0007427	KAK4468539.1	T265_03793
OG0007428	KAK4475076.1	T265_01609
OG0007429	KAK4474328.1	T265_08593
OG0007430	KAK4469110.1	T265_00022
OG0007431	KAK4468279.1	T265_03404
OG0007432	KAK4469563.1	T265_08085
OG0007433	KAK4471470.1	T265_01578
OG0007434	KAK4471467.1	T265_01580
OG0007435	KAK4471216.1	T265_03935
OG0007436	KAK4473281.1	T265_03494
OG0007439	KAK4474936.1	T265_13153
OG0007440	KAK4468324.1	T265_01686
OG0007442	KAK4472726.1	T265_03000
OG0007445	KAK4474135.1	T265_07623
OG0007446	KAK4474671.1	T265_07779
OG0007447	KAK4467320.1	T265_07752
OG0007450	KAK4471634.1	T265_09328
OG0007451	KAK4474385.1	T265_07759
OG0007452	KAK4472271.1	T265_05008
OG0007453	KAK4470748.1	T265_09967
OG0007454	KAK4472525.1	T265_04491
OG0007455	KAK4471604.1	T265_12299, T265_15198
OG0007456	KAK4476137.1	T265_00263
OG0007458	KAK4474097.1	T265_08853
OG0007459	KAK4474423.1	T265_08427
OG0007460	KAK4469329.1	T265_15360
OG0007461	KAK4470764.1	T265_00148
OG0007464	KAK4473456.1	T265_11096
OG0007466	KAK4472734.1	T265_10696
OG0007467	KAK4469053.1	T265_00304
OG0007468	KAK4470816.1	T265_00005
OG0007470	KAK4470754.1	T265_02162
OG0007472	KAK4473791.1	T265_11478
OG0007473	KAK4472999.1	T265_12709
OG0007475	KAK4472289.1	T265_10548
OG0007476	KAK4470118.1	T265_01254
OG0007477	KAK4468966.1	T265_00147
OG0007480	KAK4468940.1	T265_08020
OG0007481	KAK4471770.1	T265_12736
OG0007482	KAK4469343.1	T265_00568
OG0007483	KAK4473805.1	T265_08518
OG0007484	KAK4471249.1	T265_06734
OG0007487	KAK4470555.1	T265_03952
OG0007488	KAK4469326.1	T265_13843
OG0007489	KAK4469775.1, KAK4469776.1	T265_08616
OG0007490	KAK4468796.1	T265_09752
OG0007492	KAK4467969.1	T265_04963
OG0007493	KAK4472832.1	T265_13480
OG0007494	KAK4475067.1	T265_06958
OG0007495	KAK4470512.1	T265_01741
OG0007496	KAK4471087.1	T265_05621
OG0007497	KAK4469984.1	T265_04864
OG0007499	KAK4469917.1	T265_01988
OG0007500	KAK4474182.1	T265_01913
OG0007501	KAK4469889.1	T265_09168
OG0007502	KAK4475423.1	T265_09278
OG0007503	KAK4469260.1	T265_04881
OG0007506	KAK4467814.1	T265_09697
OG0007507	KAK4472082.1	T265_15566
OG0007508	KAK4470929.1	T265_13346
OG0007509	KAK4475782.1	T265_06813
OG0007510	KAK4471394.1, KAK4471395.1	T265_03155
OG0007512	KAK4469547.1	T265_02136
OG0007513	KAK4472479.1	T265_04520
OG0007515	KAK4468878.1	T265_05759
OG0007516	KAK4473591.1	T265_14930
OG0007517	KAK4472921.1	T265_10294
OG0007518	KAK4472416.1	T265_11838
OG0007520	KAK4473099.1	T265_13770
OG0007521	KAK4472922.1	T265_01068
OG0007522	KAK4473561.1	T265_10578
OG0007523	KAK4474650.1	T265_15276
OG0007524	KAK4470369.1	T265_02665
OG0007525	KAK4471018.1	T265_07486
OG0007526	KAK4473235.1	T265_01041
OG0007527	KAK4470185.1	T265_05464
OG0007528	KAK4472816.1	T265_04494
OG0007529	KAK4474829.1	T265_15100
OG0007530	KAK4473869.1	T265_15042
OG0007533	KAK4474402.1	T265_13512
OG0007534	KAK4474776.1	T265_11781
OG0007538	KAK4474897.1	T265_08043
OG0007539	KAK4475505.1	T265_11337
OG0007540	KAK4468581.1	T265_03787
OG0007541	KAK4475933.1	T265_07226
OG0007543	KAK4474556.1	T265_09504
OG0007545	KAK4468088.1	T265_10680
OG0007546	KAK4469303.1	T265_00115
OG0007547	KAK4474447.1	T265_03026
OG0007549	KAK4472511.1	T265_01923
OG0007550	KAK4471360.1	T265_01187
OG0007551	KAK4471139.1	T265_13850
OG0007552	KAK4473047.1	T265_03244
OG0007553	KAK4475469.1	T265_03651
OG0007554	KAK4472798.1	T265_10828
OG0007555	KAK4472314.1	T265_14513
OG0007558	KAK4472318.1	T265_00760
OG0007559	KAK4472192.1	T265_07495
OG0007560	KAK4473621.1	T265_08912
OG0007561	KAK4473192.1	T265_01086
OG0007563	KAK4468365.1	T265_04973
OG0007565	KAK4473332.1	T265_08702
OG0007566	KAK4471545.1	T265_04919
OG0007569	KAK4474717.1	T265_06479
OG0007570	KAK4473305.1	T265_04487
OG0007573	KAK4472061.1	T265_06717
OG0007574	KAK4468506.1	T265_05760
OG0007575	KAK4470455.1	T265_11915
OG0007577	KAK4470957.1	T265_02909
OG0007578	KAK4468753.1	T265_09598
OG0007580	KAK4473430.1	T265_11741
OG0007582	KAK4475224.1	T265_10222
OG0007584	KAK4471506.1	T265_06160
OG0007588	KAK4473238.1	T265_03714
OG0007593	KAK4474692.1	T265_06829
OG0007596	KAK4469961.1	T265_14631
OG0007598	KAK4468629.1	T265_07302
OG0007600	KAK4469930.1	T265_13681
OG0007601	KAK4471016.1	T265_12436
OG0007602	KAK4470829.1	T265_13370
OG0007604	KAK4472521.1	T265_13981
OG0007605	KAK4474189.1	T265_03816
OG0007608	KAK4471197.1	T265_01421
OG0007610	KAK4470250.1	T265_06108
OG0007611	KAK4469888.1	T265_00375, T265_03256
OG0007613	KAK4469060.1	T265_02941
OG0007614	KAK4469106.1	T265_03864
OG0007615	KAK4473259.1	T265_05056
OG0007616	KAK4476108.1	T265_10472
OG0007617	KAK4469363.1	T265_13060
OG0007618	KAK4469210.1	T265_15440
OG0007667	KAK4468511.1	T265_00397
OG0007670	KAK4475851.1	T265_04535
OG0007673	KAK4468470.1	T265_13845
OG0007674	KAK4468042.1	T265_01684
OG0007675	KAK4472900.1	T265_09106
OG0007677	KAK4472434.1	T265_09727
OG0007681	KAK4467627.1	T265_10188
OG0007682	KAK4468921.1	T265_00394
OG0007683	KAK4469593.1	T265_09908
OG0007684	KAK4470656.1	T265_12096
OG0007685	KAK4475409.1	T265_13737
OG0007689	KAK4476309.1	T265_14453
OG0007690	KAK4468861.1	T265_14895
OG0007691	KAK4472094.1	T265_14914
OG0007692	KAK4474527.1	T265_09070
OG0007693	KAK4472649.1	T265_05194
OG0007695	KAK4473398.1	T265_06350, T265_06352, T265_06351
OG0007697	KAK4473628.1	T265_04102
OG0007698	KAK4469976.1	T265_00350
OG0007699	KAK4471553.1	T265_14690
OG0007700	KAK4475355.1	T265_15318
OG0007703	KAK4473855.1	T265_02877
OG0007705	KAK4471101.1	T265_08204
OG0007709	KAK4471588.1	T265_06807
OG0007710	KAK4475110.1	T265_12965
OG0007711	KAK4470553.1	T265_14414
OG0007712	KAK4470348.1	T265_02780
OG0007714	KAK4473675.1	T265_06439
OG0007715	KAK4472292.1	T265_07580
OG0007716	KAK4470833.1	T265_10960
OG0007717	KAK4468204.1	T265_11110
OG0007720	KAK4472236.1, KAK4474209.1	T265_10130
OG0007721	KAK4469263.1	T265_13623
OG0007723	KAK4476195.1	T265_14163
OG0007729	KAK4469216.1	T265_11879
OG0007731	KAK4472615.1	T265_00720
OG0007732	KAK4473540.1	T265_03474
OG0007735	KAK4468154.1	T265_14570
OG0007736	KAK4472845.1	T265_07061
OG0007737	KAK4468460.1	T265_04909
OG0007738	KAK4475195.1	T265_14556
OG0007739	KAK4474515.1	T265_13540
OG0007740	KAK4475878.1	T265_06428
OG0007741	KAK4475549.1	T265_03317
OG0007745	KAK4469848.1	T265_05809
OG0007748	KAK4469981.1	T265_02890
OG0007749	KAK4470195.1	T265_00425
OG0007750	KAK4474859.1	T265_13968
OG0007751	KAK4470054.1	T265_09221
