Orthogroup	s.mekongi	schistosoma_curassoni
OG0006860	KAK4474762.1	SCUR1_15860.1
OG0006861	KAK4469527.1	SCUR1_53060.1
OG0006862	KAK4472780.1	SCUR1_29100.1
OG0006864	KAK4469600.1	SCUR1_48070.1
OG0006865	KAK4473202.1	SCUR1_24960.2, SCUR1_24960.1
OG0006866	KAK4472387.1	SCUR1_33010.1
OG0006867	KAK4468804.1	SCUR1_95680.3, SCUR1_95680.1
OG0006868	KAK4476218.1	SCUR1_10690.1, SCUR1_10690.2, SCUR1_10690.3
OG0006870	KAK4472426.1	SCUR1_29630.1
OG0006871	KAK4468791.1	SCUR1_85900.1
OG0006872	KAK4469605.1	SCUR1_48000.1
OG0006873	KAK4476052.1	SCUR1_6760.1
OG0006874	KAK4474904.1	SCUR1_17300.1
OG0006875	KAK4471253.1	SCUR1_65220.1
OG0006876	KAK4472340.1	SCUR1_33460.1, SCUR1_33460.2, SCUR1_33460.3
OG0006877	KAK4469584.1	SCUR1_48230.1
OG0006878	KAK4468287.1	SCUR1_81470.1
OG0006879	KAK4471091.1	SCUR1_58460.1
OG0006880	KAK4468091.1	SCUR1_81130.1
OG0006881	KAK4468552.1	SCUR1_88610.1
OG0006882	KAK4468706.1	SCUR1_86840.1
OG0006883	KAK4472975.1	SCUR1_26490.1
OG0006884	KAK4470188.1	SCUR1_71130.1
OG0006887	KAK4473277.1	SCUR1_25640.1
OG0006888	KAK4473901.1	SCUR1_38030.1
OG0006889	KAK4468586.1	SCUR1_87490.1
OG0006890	KAK4468439.1	SCUR1_90060.1
OG0006891	KAK4469196.1	SCUR1_49880.1, SCUR1_49880.2, SCUR1_49880.3
OG0006892	KAK4471424.1	SCUR1_63290.1
OG0006893	KAK4472905.1	SCUR1_28540.2, SCUR1_28540.1
OG0006894	KAK4467667.1	SCUR1_93880.1
OG0006895	KAK4472307.1	SCUR1_33740.1
OG0006896	KAK4472692.1	SCUR1_30950.1
OG0006897	KAK4473720.1	SCUR1_39760.1, SCUR1_39760.2
OG0006899	KAK4472678.1	SCUR1_31080.1
OG0006900	KAK4467697.1	SCUR1_93020.1
OG0006902	KAK4475628.1	SCUR1_250.1
OG0006903	KAK4474604.1	SCUR1_14780.1
OG0006904	KAK4469546.1	SCUR1_53230.1
OG0006905	KAK4467829.1	SCUR1_94780.1, SCUR1_94780.2
OG0006906	KAK4469968.1, KAK4469967.1	SCUR1_56320.1
OG0006907	KAK4469840.1	SCUR1_55010.1
OG0006908	KAK4472877.1	SCUR1_45380.1
OG0006909	KAK4476197.1	SCUR1_9050.1
OG0006910	KAK4471135.1	SCUR1_57770.1
OG0006911	KAK4469511.1	SCUR1_52920.1, SCUR1_52920.2
OG0006912	KAK4474520.1	SCUR1_13960.1
OG0006913	KAK4475134.1	SCUR1_18910.1
OG0006914	KAK4469168.1	SCUR1_51610.1
OG0006915	KAK4472572.1	SCUR1_32220.1
OG0006916	KAK4467921.1	SCUR1_91630.1
OG0006917	KAK4474335.1	SCUR1_3370.1
OG0006918	KAK4474200.1	SCUR1_32290.1
OG0006920	KAK4472955.1	SCUR1_26720.1
OG0006921	KAK4471963.1	SCUR1_61230.1
OG0006922	KAK4474668.1	SCUR1_12840.1, SCUR1_12840.2
OG0006923	KAK4467689.1	SCUR1_93080.1
OG0006924	KAK4470947.1	SCUR1_78830.1
OG0006925	KAK4469414.1	SCUR1_50380.2, SCUR1_50380.1
OG0006926	KAK4469718.1	SCUR1_51970.1
OG0006927	KAK4469516.1	SCUR1_52960.1, SCUR1_52960.2
OG0006928	KAK4474774.1, KAK4474775.1	SCUR1_15970.1
OG0006929	KAK4468265.1	SCUR1_81680.1
OG0006930	KAK4475769.1	SCUR1_4720.1
OG0006931	KAK4476300.1	SCUR1_10250.1
OG0006932	KAK4474580.1	SCUR1_14530.1, SCUR1_14530.2
OG0006933	KAK4469484.1	SCUR1_52610.1
OG0006934	KAK4473468.1	SCUR1_42490.1
OG0006935	KAK4470119.1	SCUR1_70380.1
OG0006936	KAK4473967.1	SCUR1_37050.1
OG0006937	KAK4469857.1	SCUR1_54860.1
OG0006938	KAK4468523.1	SCUR1_88880.1
OG0006939	KAK4473444.1	SCUR1_42270.1
OG0006940	KAK4474574.1	SCUR1_14590.1
OG0006941	KAK4475135.1	SCUR1_18900.1
OG0006943	KAK4468147.1	SCUR1_82520.1, SCUR1_82520.2
OG0006944	KAK4470211.1	SCUR1_71360.1
OG0006945	KAK4473271.1	SCUR1_25560.1, SCUR1_25560.2
OG0006946	KAK4474469.1	SCUR1_12380.1
OG0006948	KAK4474191.1	SCUR1_34690.1
OG0006949	KAK4470308.1	SCUR1_72170.2, SCUR1_72170.1
OG0006950	KAK4470537.1	SCUR1_74840.1
OG0006951	KAK4475344.1	SCUR1_20380.1
OG0006952	KAK4473140.1	SCUR1_27680.1
OG0006953	KAK4472031.1	SCUR1_59010.1
OG0006954	KAK4469496.1	SCUR1_52460.1
OG0006955	KAK4472673.1	SCUR1_31140.1
OG0006956	KAK4471828.1	SCUR1_60020.1
OG0006957	KAK4470225.1	SCUR1_70590.1
OG0006958	KAK4471478.1	SCUR1_68320.1
OG0006959	KAK4468817.1	SCUR1_98140.1
OG0006961	KAK4468544.1	SCUR1_88690.1
OG0006962	KAK4469935.1	SCUR1_54040.1
OG0006963	KAK4469291.1	SCUR1_48910.2, SCUR1_48910.1
OG0006964	KAK4471749.1	SCUR1_62140.1
OG0006965	KAK4474107.1	SCUR1_35580.1
OG0006966	KAK4471986.1	SCUR1_61470.1
OG0006967	KAK4468651.1	SCUR1_87460.1
OG0006968	KAK4473904.1	SCUR1_38070.1
OG0006969	KAK4470231.1	SCUR1_70530.1
OG0006970	KAK4470230.1	SCUR1_70540.1
OG0006971	KAK4470060.1	SCUR1_79700.1
OG0006972	KAK4471938.1	SCUR1_61010.1
OG0006974	KAK4468313.1	SCUR1_80940.1
OG0006975	KAK4475509.1	SCUR1_22440.1
OG0006976	KAK4471635.1	SCUR1_68160.1
OG0006977	KAK4472520.1	SCUR1_32680.1, SCUR1_32680.2
OG0006978	KAK4473341.1	SCUR1_23110.1
OG0006979	KAK4471369.1	SCUR1_66170.1
OG0006981	KAK4471973.1	SCUR1_61320.1
OG0006982	KAK4469973.1	SCUR1_56360.1
OG0006983	KAK4475251.1	SCUR1_15750.1, SCUR1_15740.1
OG0006984	KAK4469149.1	SCUR1_51480.1
OG0006985	KAK4473604.1	SCUR1_41040.1, SCUR1_41040.2
OG0006986	KAK4475609.1	SCUR1_3380.1, SCUR1_3380.2, SCUR1_91140.1
OG0006987	KAK4470750.1	SCUR1_76870.1
OG0006988	KAK4470751.1	SCUR1_76880.1
OG0006989	KAK4470609.1	SCUR1_72960.1
OG0006990	KAK4475163.1	SCUR1_1870.1
OG0006991	KAK4468248.1	SCUR1_81020.1
OG0006992	KAK4475488.1	SCUR1_22340.1
OG0006993	KAK4474890.1	SCUR1_17140.1
OG0006994	KAK4467378.1, KAK4475806.1	SCUR1_5070.1
OG0006995	KAK4471745.1	SCUR1_62100.1
OG0006997	KAK4468875.1	SCUR1_85030.1
OG0006998	KAK4470675.1	SCUR1_75500.1
OG0006999	KAK4469471.1	SCUR1_46140.1, SCUR1_98630.1
OG0007000	KAK4468212.1	SCUR1_82180.1
OG0007001	KAK4469304.1	SCUR1_48750.1
OG0007003	KAK4476048.1	SCUR1_6770.1
OG0007005	KAK4469482.1	SCUR1_98620.1, SCUR1_46130.1
OG0007006	KAK4467916.1	SCUR1_91670.1
OG0007007	KAK4472749.1	SCUR1_44010.1
OG0007009	KAK4468420.1	SCUR1_89830.1
OG0007011	KAK4469398.1	SCUR1_50190.1
OG0007012	KAK4469608.1	SCUR1_47980.1
OG0007013	KAK4471288.1	SCUR1_63810.1
OG0007014	KAK4474429.1	SCUR1_12040.1
OG0007015	KAK4470972.1	SCUR1_79080.1
OG0007016	KAK4474932.1	SCUR1_17640.1
OG0007017	KAK4469427.1	SCUR1_50530.1
OG0007018	KAK4467713.1	SCUR1_92880.1, SCUR1_92880.2
OG0007019	KAK4470859.1	SCUR1_78010.1
OG0007020	KAK4469741.1	SCUR1_56590.1
OG0007021	KAK4469549.1	SCUR1_48570.1
OG0007022	KAK4471953.1	SCUR1_100670.1, SCUR1_61140.1
OG0007023	KAK4467543.1	SCUR1_45250.1
OG0007024	KAK4468223.1	SCUR1_82270.1
OG0007025	KAK4468414.1	SCUR1_89780.1
OG0007026	KAK4472003.1	SCUR1_59570.1
OG0007027	KAK4476047.1	SCUR1_1120.1
OG0007028	KAK4470356.1	SCUR1_74290.1
OG0007029	KAK4475124.1	SCUR1_19030.1
OG0007030	KAK4470121.1	SCUR1_70240.1
OG0007031	KAK4473912.1	SCUR1_38160.1
OG0007032	KAK4470920.1	SCUR1_78610.1
OG0007033	KAK4470921.1	SCUR1_78620.1
OG0007034	KAK4470922.1	SCUR1_78630.1
OG0007035	KAK4470330.1	SCUR1_69360.1
OG0007036	KAK4468275.1, KAK4468276.1	SCUR1_81580.1
OG0007037	KAK4471853.1	SCUR1_59760.1
OG0007038	KAK4473907.1	SCUR1_38080.1
OG0007039	KAK4469701.1	SCUR1_52190.1
OG0007040	KAK4470266.1	SCUR1_71850.1, SCUR1_71850.2
OG0007041	KAK4472438.1	SCUR1_29730.1
OG0007042	KAK4473046.1	SCUR1_27600.1
OG0007043	KAK4468872.1	SCUR1_85050.1
OG0007044	KAK4474442.1	SCUR1_12180.1
OG0007046	KAK4468132.1	SCUR1_82390.2, SCUR1_82390.1
OG0007047	KAK4471138.1	SCUR1_57800.1
OG0007048	KAK4471787.1	SCUR1_61870.2, SCUR1_61870.1
OG0007050	KAK4476274.1	SCUR1_10570.1
OG0007051	KAK4474610.1	SCUR1_14820.1
OG0007053	KAK4474045.1	SCUR1_36270.1
OG0007054	KAK4468776.1	SCUR1_86420.1
OG0007055	KAK4470440.1	SCUR1_70140.1
OG0007056	KAK4473329.1	SCUR1_23250.1
OG0007057	KAK4471331.1	SCUR1_65670.1
OG0007058	KAK4475219.1	SCUR1_1910.1
OG0007059	KAK4469785.1	SCUR1_45720.1
OG0007060	KAK4472279.1	SCUR1_34080.1
OG0007061	KAK4467891.1	SCUR1_92390.1
OG0007062	KAK4473335.1	SCUR1_23170.1
OG0007063	KAK4475575.1	SCUR1_290.1
OG0007064	KAK4468871.1	SCUR1_85070.1
OG0007065	KAK4475794.1	SCUR1_4880.1
OG0007067	KAK4468095.1	SCUR1_82540.1
OG0007068	KAK4470834.1	SCUR1_77760.1, SCUR1_77760.2
OG0007069	KAK4474074.1	SCUR1_35910.1
OG0007070	KAK4469489.1	SCUR1_52560.1
OG0007072	KAK4474106.1	SCUR1_35590.1
OG0007073	KAK4470884.1	SCUR1_69730.1
OG0007074	KAK4470520.1	SCUR1_75130.1
OG0007075	KAK4475146.1	SCUR1_18780.1
OG0007076	KAK4472582.1	SCUR1_32140.1
OG0007077	KAK4471233.1	SCUR1_65010.1
OG0007078	KAK4469659.1	SCUR1_51080.1
OG0007080	KAK4475216.1	SCUR1_18160.1
OG0007081	KAK4469684.1	SCUR1_52320.1
OG0007082	KAK4468735.1	SCUR1_86240.1
OG0007083	KAK4470848.1	SCUR1_77920.1
OG0007085	KAK4473784.1	SCUR1_39030.1
OG0007086	KAK4468077.1	SCUR1_84140.1
OG0007087	KAK4471364.1	SCUR1_66120.1
OG0007088	KAK4467659.1	SCUR1_93790.1
OG0007090	KAK4474878.1	SCUR1_17050.1
OG0007091	KAK4470224.1	SCUR1_70600.1
OG0007092	KAK4474789.1	SCUR1_16110.1
OG0007094	KAK4469281.1	SCUR1_46430.1
OG0007096	KAK4468532.1	SCUR1_88130.1
OG0007097	KAK4469864.1	SCUR1_54780.1
OG0007098	KAK4470720.1	SCUR1_75920.1
OG0007099	KAK4468196.1	SCUR1_83500.1
OG0007100	KAK4471703.1	SCUR1_62470.1
OG0007101	KAK4474149.1	SCUR1_35170.1
OG0007102	KAK4472421.1	SCUR1_29580.1
OG0007103	KAK4471704.1	SCUR1_62460.1, SCUR1_62460.2
OG0007104	KAK4471640.1	SCUR1_98360.1, SCUR1_98360.2
OG0007105	KAK4471485.1	SCUR1_64130.1, SCUR1_64130.2
OG0007106	KAK4470221.1	SCUR1_70650.1
OG0007107	KAK4471532.1	SCUR1_68270.1
OG0007112	KAK4468111.1	SCUR1_83790.1
OG0007113	KAK4467871.1	SCUR1_94350.1
OG0007114	KAK4468762.1	SCUR1_86610.1
OG0007115	KAK4469749.1	SCUR1_56700.2, SCUR1_56700.1
OG0007117	KAK4475449.1, KAK4475450.1	SCUR1_22070.1
OG0007118	KAK4467746.1	SCUR1_92820.1
OG0007120	KAK4468230.1	SCUR1_82100.1, SCUR1_82100.2, SCUR1_82100.3
OG0007121	KAK4468797.1	SCUR1_85860.1
OG0007122	KAK4469188.1	SCUR1_53810.1, SCUR1_53810.2, SCUR1_53810.3
OG0007123	KAK4470226.1	SCUR1_70570.1
OG0007124	KAK4470260.1	SCUR1_71700.2, SCUR1_71700.3, SCUR1_71700.1
OG0007125	KAK4470910.1	SCUR1_78520.1
OG0007126	KAK4470988.1	SCUR1_69630.1, SCUR1_69630.2
OG0007127	KAK4472127.1	SCUR1_44850.2, SCUR1_44850.1, SCUR1_44850.3, SCUR1_44850.4
OG0007128	KAK4472508.1	SCUR1_32830.1
OG0007129	KAK4472591.1	SCUR1_32050.1
OG0007130	KAK4473074.1	SCUR1_24060.1
OG0007131	KAK4473193.1	SCUR1_24860.1
OG0007132	KAK4474054.1	SCUR1_36150.1, SCUR1_36150.2
OG0007133	KAK4474551.1	SCUR1_11200.1
OG0007134	KAK4475335.1	SCUR1_20480.1
OG0007135	KAK4475353.1	SCUR1_20270.1, SCUR1_20270.2, SCUR1_20270.3, SCUR1_20270.4, SCUR1_20270.5
OG0007149	KAK4469964.1	SCUR1_56280.1, SCUR1_56280.2
OG0007150	KAK4467554.1	SCUR1_12480.1
OG0007152	KAK4467642.1, KAK4467367.1	SCUR1_92750.1
OG0007153	KAK4475128.1	SCUR1_18970.1
OG0007155	KAK4471162.1	SCUR1_57470.1
OG0007156	KAK4472563.1	SCUR1_34600.1
OG0007157	KAK4470617.1	SCUR1_73040.1
OG0007158	KAK4468505.1	SCUR1_89020.1
OG0007159	KAK4468678.1	SCUR1_87160.1
OG0007160	KAK4472375.1	SCUR1_33110.1
OG0007161	KAK4470071.1	SCUR1_79820.1
OG0007162	KAK4475203.1, KAK4475204.1	SCUR1_18280.1
OG0007163	KAK4473337.1	SCUR1_23150.1
OG0007164	KAK4470362.1	SCUR1_74240.1
OG0007165	KAK4473887.1	SCUR1_37910.1
OG0007166	KAK4468912.1	SCUR1_91030.1
OG0007167	KAK4473771.1	SCUR1_39150.1
OG0007168	KAK4472043.1	SCUR1_59130.1
OG0007169	KAK4470581.1, KAK4470582.1	SCUR1_72550.1
OG0007170	KAK4472338.1	SCUR1_33480.1
OG0007171	KAK4469883.1	SCUR1_54460.1
OG0007172	KAK4472822.1	SCUR1_22670.1
OG0007174	KAK4469691.1	SCUR1_52270.1
OG0007175	KAK4473970.1	SCUR1_36990.1
OG0007176	KAK4468107.1	SCUR1_83840.1
OG0007177	KAK4473519.1	SCUR1_43080.1
OG0007178	KAK4471904.1	SCUR1_60660.1
OG0007179	KAK4473008.1	SCUR1_23850.1
OG0007180	KAK4476088.1	SCUR1_1080.1
OG0007181	KAK4468538.1	SCUR1_88750.1
OG0007182	KAK4475269.1	SCUR1_14930.1
OG0007184	KAK4468500.1	SCUR1_88160.1
OG0007185	KAK4467899.1	SCUR1_92450.1
OG0007186	KAK4470363.1	SCUR1_74230.1
OG0007187	KAK4470055.1	SCUR1_79640.1
OG0007188	KAK4471503.1	SCUR1_67880.1
OG0007189	KAK4471469.1	SCUR1_63990.1
OG0007190	KAK4473736.1	SCUR1_39550.1
OG0007191	KAK4468272.1	SCUR1_81610.1
OG0007194	KAK4468785.1	SCUR1_6800.1
OG0007195	KAK4468837.1	SCUR1_85720.1
OG0007196	KAK4474611.1	SCUR1_14830.1
OG0007197	KAK4468546.1	SCUR1_88670.1
OG0007198	KAK4472470.1	SCUR1_30040.1
OG0007199	KAK4473016.1	SCUR1_98860.1
OG0007200	KAK4475989.1	SCUR1_8520.1
OG0007201	KAK4468645.1	SCUR1_88250.1
OG0007202	KAK4470563.1	SCUR1_72410.1
OG0007203	KAK4475604.1	SCUR1_3180.1
OG0007205	KAK4468919.1	SCUR1_90670.1
OG0007206	KAK4470600.1	SCUR1_69980.1
OG0007207	KAK4469275.1	SCUR1_49020.1
OG0007208	KAK4470856.1	SCUR1_77990.1
OG0007209	KAK4467629.1	SCUR1_93460.1
OG0007210	KAK4468928.1	SCUR1_87960.1
OG0007211	KAK4473381.1	SCUR1_22760.1
OG0007212	KAK4471611.1	SCUR1_66680.1
OG0007213	KAK4471610.1	SCUR1_66690.1
OG0007214	KAK4470911.1	SCUR1_78540.1
OG0007215	KAK4474475.1	SCUR1_12330.1
OG0007216	KAK4475133.1	SCUR1_18920.1
OG0007217	KAK4473557.1	SCUR1_43480.1
OG0007219	KAK4474380.1	SCUR1_9920.1
OG0007220	KAK4474096.1	SCUR1_35690.1
OG0007221	KAK4474112.1	SCUR1_35560.1
OG0007222	KAK4476001.1	SCUR1_8380.1
OG0007223	KAK4471755.1	SCUR1_60460.1
OG0007224	KAK4470307.1	SCUR1_72160.1, SCUR1_72160.2
OG0007226	KAK4472643.1	SCUR1_44160.1
OG0007227	KAK4468467.1	SCUR1_90320.1
OG0007228	KAK4470991.1	SCUR1_79280.1
OG0007229	KAK4470338.1	SCUR1_74520.1
OG0007230	KAK4476291.1	SCUR1_10150.1
OG0007231	KAK4473314.1	SCUR1_23530.1
OG0007232	KAK4474430.1	SCUR1_12060.1
OG0007233	KAK4467872.1	SCUR1_94340.1
OG0007234	KAK4471860.1	SCUR1_60090.1
OG0007235	KAK4474995.1	SCUR1_20780.1
OG0007236	KAK4475627.1	SCUR1_3490.1
OG0007237	KAK4470692.1	SCUR1_75660.1
OG0007238	KAK4472923.1	SCUR1_27150.2, SCUR1_27150.1, SCUR1_27150.3
OG0007239	KAK4470790.1	SCUR1_77290.1
OG0007240	KAK4470142.1	SCUR1_69080.1, SCUR1_69080.2
OG0007241	KAK4473436.1	SCUR1_42160.1
OG0007242	KAK4473549.1	SCUR1_43400.1
OG0007243	KAK4473803.1	SCUR1_38850.1
OG0007244	KAK4470295.1	SCUR1_72080.1
OG0007245	KAK4469510.1	SCUR1_52900.1
OG0007246	KAK4469325.1	SCUR1_48610.1
OG0007247	KAK4469725.1	SCUR1_51890.1
OG0007248	KAK4473263.1, KAK4473264.1	SCUR1_25500.1
OG0007249	KAK4468228.1	SCUR1_81030.1
OG0007251	KAK4473969.1	SCUR1_37010.1
OG0007252	KAK4474636.1	SCUR1_12550.1
OG0007253	KAK4469540.1	SCUR1_53160.1
OG0007254	KAK4470395.1	SCUR1_76750.1
OG0007256	KAK4471321.1	SCUR1_63600.1
OG0007257	KAK4469876.1	SCUR1_54540.1
OG0007260	KAK4470773.1	SCUR1_77080.1
OG0007261	KAK4472993.1	SCUR1_41290.1
OG0007262	KAK4468143.1	SCUR1_82470.1
OG0007263	KAK4476231.1	SCUR1_8570.1
OG0007264	KAK4474477.1	SCUR1_12460.1
OG0007265	KAK4472839.1	SCUR1_26070.1, SCUR1_26070.2
OG0007266	KAK4471803.1	SCUR1_61690.1
OG0007267	KAK4468622.1	SCUR1_89480.1, SCUR1_89480.2, SCUR1_89480.3
OG0007268	KAK4473589.1	SCUR1_43870.1
OG0007269	KAK4474990.1	SCUR1_20730.1
OG0007270	KAK4468359.1	SCUR1_80250.1, SCUR1_80250.2, SCUR1_80250.3
OG0007271	KAK4476152.1	SCUR1_8240.1
OG0007272	KAK4475739.1, KAK4475749.1	SCUR1_4520.1
OG0007273	KAK4467441.1	SCUR1_4810.1
OG0007274	KAK4469914.1	SCUR1_54360.1
OG0007275	KAK4472477.1	SCUR1_30130.1
OG0007276	KAK4472402.1	SCUR1_30400.1
OG0007277	KAK4469129.1	SCUR1_100450.1
OG0007278	KAK4473514.1	SCUR1_43010.1
OG0007279	KAK4468155.1	SCUR1_84380.1
OG0007280	KAK4470840.1	SCUR1_77820.1
OG0007282	KAK4471231.1	SCUR1_64990.1
OG0007283	KAK4469286.1	SCUR1_48940.1
OG0007284	KAK4474320.1	SCUR1_14980.1
OG0007285	KAK4473600.1	SCUR1_41080.1
OG0007286	KAK4469042.1	SCUR1_55980.1
OG0007287	KAK4471079.1	SCUR1_60210.1
OG0007288	KAK4470908.1	SCUR1_78500.1
OG0007290	KAK4474076.1	SCUR1_35890.1
OG0007291	KAK4469169.1	SCUR1_51600.1
OG0007296	KAK4471731.1	SCUR1_62250.1
OG0007297	KAK4468781.1	SCUR1_85990.1
OG0007298	KAK4473249.1	SCUR1_41560.1
OG0007299	KAK4470891.1	SCUR1_78330.1
OG0007300	KAK4473233.1	SCUR1_25660.1
OG0007301	KAK4473801.1	SCUR1_38870.1
OG0007302	KAK4468023.1	SCUR1_82900.1
OG0007303	KAK4468145.1	SCUR1_82500.1
OG0007304	KAK4472449.1	SCUR1_44340.1
OG0007305	KAK4469844.1	SCUR1_54960.1
OG0007306	KAK4470110.1	SCUR1_70290.1
OG0007307	KAK4469200.1	SCUR1_49850.1
OG0007309	KAK4472022.1	SCUR1_59380.1
OG0007311	KAK4474799.1	SCUR1_1510.1
OG0007312	KAK4476237.1	SCUR1_8920.1
OG0007313	KAK4470850.1	SCUR1_77930.1
OG0007314	KAK4469960.1	SCUR1_46840.1
OG0007315	KAK4468045.1	SCUR1_84440.1
OG0007316	KAK4472252.1	SCUR1_34330.1
OG0007317	KAK4472313.1	SCUR1_33700.1
OG0007318	KAK4475613.1	SCUR1_3330.1
OG0007319	KAK4469107.1	SCUR1_47370.1
OG0007320	KAK4473684.1	SCUR1_40130.1
OG0007322	KAK4471921.1	SCUR1_64310.1
OG0007323	KAK4470318.1	SCUR1_72270.1
OG0007324	KAK4468869.1	SCUR1_85090.1
OG0007325	KAK4467537.1, KAK4467262.1, KAK4467288.1	SCUR1_14880.1
OG0007326	KAK4470294.1	SCUR1_72070.1
OG0007327	KAK4476308.1	SCUR1_10050.1
OG0007328	KAK4472901.1	SCUR1_28590.1
OG0007330	KAK4472060.1	SCUR1_58980.1
OG0007331	KAK4469735.1	SCUR1_56510.1
OG0007332	KAK4474121.1	SCUR1_35450.1
OG0007333	KAK4472776.1	SCUR1_29360.1, SCUR1_29360.2, SCUR1_29360.3, SCUR1_29360.4
OG0007334	KAK4468469.1	SCUR1_90340.1
OG0007336	KAK4473960.1	SCUR1_38680.1
OG0007338	KAK4471606.1	SCUR1_66730.1
OG0007339	KAK4469141.1	SCUR1_51360.1
OG0007340	KAK4475056.1, KAK4475057.1	SCUR1_21420.1
OG0007341	KAK4475959.1	SCUR1_7470.2, SCUR1_7470.1
OG0007343	KAK4469455.1	SCUR1_50820.1
OG0007344	KAK4474549.1	SCUR1_14290.1
OG0007345	KAK4470418.1	SCUR1_76540.1
OG0007346	KAK4467932.1	SCUR1_91500.1
OG0007347	KAK4474970.1	SCUR1_17940.1
OG0007348	KAK4475542.1	SCUR1_310.1
OG0007349	KAK4475996.1	SCUR1_1190.1
OG0007350	KAK4469320.1	SCUR1_48640.1
OG0007351	KAK4474397.1	SCUR1_14340.1
OG0007352	KAK4469778.1	SCUR1_57040.1
OG0007353	KAK4472844.1	SCUR1_25920.1
OG0007355	KAK4476046.1	SCUR1_6840.1
OG0007356	KAK4474900.1	SCUR1_17260.1
OG0007357	KAK4475550.1	SCUR1_2600.1
OG0007358	KAK4476114.1	SCUR1_7740.1
OG0007359	KAK4468887.1	SCUR1_85000.1
OG0007362	KAK4469113.1	SCUR1_47420.1
OG0007363	KAK4470899.1	SCUR1_78410.1
OG0007364	KAK4473840.1	SCUR1_37370.1
OG0007365	KAK4471097.1	SCUR1_58420.1
OG0007366	KAK4471380.1	SCUR1_62890.1
OG0007367	KAK4471950.1	SCUR1_100700.1, SCUR1_61110.1
OG0007369	KAK4467901.1	SCUR1_92480.1
OG0007370	KAK4470287.1	SCUR1_72020.1
OG0007371	KAK4467596.1	SCUR1_91910.1
OG0007372	KAK4475650.1	SCUR1_3710.1
OG0007373	KAK4468015.1	SCUR1_83050.1
OG0007374	KAK4468497.1	SCUR1_89090.2, SCUR1_89090.1
OG0007375	KAK4468081.1	SCUR1_81140.1
OG0007376	KAK4468213.1	SCUR1_96610.1, SCUR1_96610.2, SCUR1_96610.3, SCUR1_96610.4
OG0007377	KAK4468390.1	SCUR1_86370.1
OG0007378	KAK4468466.1	SCUR1_90310.1
OG0007379	KAK4468625.1	SCUR1_89290.1
OG0007380	KAK4469400.1	SCUR1_50210.1
OG0007381	KAK4469440.1	SCUR1_50650.1, SCUR1_95960.1
OG0007382	KAK4470210.1	SCUR1_71340.1
OG0007383	KAK4470687.1	SCUR1_75610.1
OG0007384	KAK4472222.1	SCUR1_25280.1, SCUR1_25280.2
OG0007385	KAK4472614.1	SCUR1_31760.1
OG0007386	KAK4473100.1	SCUR1_28230.1
OG0007387	KAK4473326.1	SCUR1_41640.1
OG0007388	KAK4473455.1	SCUR1_42380.1
OG0007389	KAK4474510.1	SCUR1_14080.1
OG0007390	KAK4474753.1	SCUR1_13690.1
OG0007391	KAK4474834.1	SCUR1_16570.1
OG0007392	KAK4475240.1	SCUR1_15610.1
OG0007393	KAK4475653.1, KAK4475651.1	SCUR1_3720.1
OG0007394	KAK4475692.1	SCUR1_4060.1
OG0007414	KAK4474752.1	SCUR1_13680.1
OG0007415	KAK4473772.1	SCUR1_44460.1
OG0007416	KAK4469831.1, KAK4469830.1	SCUR1_55140.1
OG0007417	KAK4474265.1	SCUR1_10500.1
OG0007418	KAK4470409.1	SCUR1_76590.1
OG0007419	KAK4475821.1	SCUR1_5610.1
OG0007420	KAK4475117.1	SCUR1_19120.1
OG0007421	KAK4467843.1	SCUR1_92270.1
OG0007422	KAK4474958.1	SCUR1_17800.1
OG0007423	KAK4474957.1	SCUR1_17790.1
OG0007424	KAK4473477.1	SCUR1_42570.1
OG0007425	KAK4469795.1	SCUR1_46570.1
OG0007426	KAK4468639.1	SCUR1_88040.1
OG0007428	KAK4475076.1	SCUR1_19500.1
OG0007429	KAK4474328.1	SCUR1_21980.1
OG0007430	KAK4469110.1	SCUR1_47400.1
OG0007431	KAK4468279.1	SCUR1_81560.1
OG0007432	KAK4469563.1	SCUR1_48430.1
OG0007433	KAK4471470.1	SCUR1_64000.1
OG0007434	KAK4471467.1	SCUR1_63980.1
OG0007435	KAK4471216.1	SCUR1_64860.1
OG0007436	KAK4473281.1	SCUR1_41590.1
OG0007437	KAK4469908.1	SCUR1_54340.1
OG0007438	KAK4476313.1	SCUR1_9570.1
OG0007439	KAK4474936.1	SCUR1_17600.1
OG0007440	KAK4468324.1	SCUR1_97700.1
OG0007441	KAK4471901.1	SCUR1_60630.1
OG0007442	KAK4472726.1	SCUR1_30610.1
OG0007444	KAK4472057.1	SCUR1_59250.1
OG0007445	KAK4474135.1	SCUR1_35290.1
OG0007446	KAK4474671.1	SCUR1_12870.1
OG0007447	KAK4467320.1	SCUR1_96470.1, SCUR1_33930.1
OG0007448	KAK4474028.1	SCUR1_36430.1
OG0007451	KAK4474385.1	SCUR1_840.1
OG0007452	KAK4472271.1	SCUR1_34170.1
OG0007453	KAK4470748.1	SCUR1_76840.1
OG0007454	KAK4472525.1	SCUR1_32630.1
OG0007456	KAK4476137.1	SCUR1_8000.1
OG0007457	KAK4472428.1	SCUR1_29640.1
OG0007458	KAK4474097.1	SCUR1_97330.1
OG0007459	KAK4474423.1	SCUR1_11980.1
OG0007460	KAK4469329.1	SCUR1_53260.1
