Orthogroup	s.mekongi	schistosoma_haematobium
OG0005965	KAK4475340.1	SHAE2_22520.1
OG0005966	KAK4468725.1	SHAE2_92680.1
OG0005967	KAK4470305.1	SHAE2_77390.1, SHAE2_77390.2
OG0005968	KAK4474288.1	SHAE2_15360.1
OG0005969	KAK4473554.1	SHAE2_46150.1, SHAE2_46150.2, SHAE2_46150.3
OG0005970	KAK4475475.1	SHAE2_23970.1
OG0005971	KAK4473003.1	SHAE2_28060.3, SHAE2_28060.1, SHAE2_28060.2
OG0005972	KAK4469894.1	SHAE2_57430.1
OG0005973	KAK4473750.1	SHAE2_47140.1
OG0005974	KAK4475441.1	SHAE2_24320.1
OG0005975	KAK4470120.1	SHAE2_75540.1
OG0005976	KAK4472718.1	SHAE2_32980.1
OG0005977	KAK4469717.1	SHAE2_55290.1
OG0005978	KAK4468863.1	SHAE2_91620.1
OG0005979	KAK4473101.1	SHAE2_30410.1
OG0005980	KAK4469979.1	SHAE2_59880.1
OG0005981	KAK4467729.1	SHAE2_98570.4, SHAE2_98570.2, SHAE2_98570.1, SHAE2_98570.3
OG0005982	KAK4472059.1	SHAE2_68890.1
OG0005983	KAK4469327.1	SHAE2_51770.1
OG0005984	KAK4471262.1	SHAE2_69810.1
OG0005985	KAK4473113.1	SHAE2_30290.1
OG0005986	KAK4474975.1	SHAE2_22660.1, SHAE2_22660.2
OG0005987	KAK4474974.1	SHAE2_22650.1
OG0005989	KAK4468346.1, KAK4468347.1	SHAE2_85850.1
OG0005990	KAK4469977.1	SHAE2_59850.1
OG0005991	KAK4469892.1	SHAE2_57450.1
OG0005992	KAK4469099.1, KAK4469100.1, KAK4469101.1	SHAE2_50520.1
OG0005993	KAK4470789.1	SHAE2_82320.1
OG0005994	KAK4469190.1	SHAE2_56990.1
OG0005995	KAK4470725.1	SHAE2_74900.1
OG0005996	KAK4475096.1	SHAE2_21440.1, SHAE2_21440.2
OG0005997	KAK4476238.1	SHAE2_1330.1
OG0005998	KAK4469603.1	SHAE2_51210.1
OG0005999	KAK4471003.1	SHAE2_84500.1
OG0006000	KAK4474471.1	SHAE2_14060.1
OG0006001	KAK4468760.1	SHAE2_93160.1
OG0006002	KAK4469727.1	SHAE2_55180.1
OG0006003	KAK4474192.1	SHAE2_37320.1, SHAE2_37320.2
OG0006004	KAK4469213.1	SHAE2_52960.1
OG0006005	KAK4470320.1	SHAE2_77520.1
OG0006006	KAK4469153.1	SHAE2_49680.1
OG0006007	KAK4475345.1	SHAE2_22470.1
OG0006008	KAK4470166.1	SHAE2_76020.1
OG0006010	KAK4476168.1	SHAE2_86510.1
OG0006011	KAK4471212.1	SHAE2_69340.1
OG0006012	KAK4471356.1	SHAE2_70580.1, SHAE2_70580.2
OG0006013	KAK4475468.1	SHAE2_24030.1
OG0006014	KAK4470473.1	SHAE2_78970.1
OG0006015	KAK4470016.1	SHAE2_79570.2
OG0006016	KAK4470937.1	SHAE2_83790.1
OG0006017	KAK4470940.1, KAK4470939.1	SHAE2_83810.1
OG0006018	KAK4468934.1	SHAE2_94540.1
OG0006019	KAK4468072.1	SHAE2_90520.1
OG0006020	KAK4475367.1	SHAE2_22210.1, SHAE2_22210.2
OG0006021	KAK4470679.1	SHAE2_80590.1
OG0006022	KAK4471783.1	SHAE2_66100.1
OG0006023	KAK4475179.1	SHAE2_20670.1
OG0006024	KAK4469081.1	SHAE2_50300.1
OG0006025	KAK4474618.1	SHAE2_16700.1
OG0006026	KAK4476112.1	SHAE2_1450.1
OG0006027	KAK4473172.1, KAK4473173.1	SHAE2_26950.1
OG0006028	KAK4469239.1	SHAE2_52700.1, SHAE2_52700.2
OG0006029	KAK4469945.1	SHAE2_59650.1
OG0006030	KAK4472561.1	SHAE2_37230.1
OG0006031	KAK4475107.1	SHAE2_21370.1
OG0006032	KAK4476295.1	SHAE2_12060.1
OG0006033	KAK4473043.1	SHAE2_44080.1
OG0006034	KAK4473574.1	SHAE2_46340.1
OG0006035	KAK4469982.1	SHAE2_59570.1
OG0006036	KAK4468205.1	SHAE2_87820.1
OG0006037	KAK4468179.1	SHAE2_89560.1
OG0006038	KAK4473568.1	SHAE2_46290.1
OG0006039	KAK4469461.1	SHAE2_54180.1, SHAE2_54180.2
OG0006042	KAK4472645.1	SHAE2_33730.1
OG0006043	KAK4475206.1	SHAE2_20450.1
OG0006044	KAK4471490.1	SHAE2_73460.1
OG0006045	KAK4474041.1	SHAE2_39020.1
OG0006046	KAK4474693.1	SHAE2_14850.1
OG0006047	KAK4472327.1	SHAE2_102750.1
OG0006049	KAK4473634.1	SHAE2_43490.1
OG0006050	KAK4471975.1	SHAE2_65550.1
OG0006051	KAK4476031.1	SHAE2_7690.2, SHAE2_7690.1, SHAE2_7690.3
OG0006052	KAK4470290.1	SHAE2_77230.1
OG0006053	KAK4471570.1	SHAE2_71890.1
OG0006054	KAK4471302.1	SHAE2_67960.1
OG0006055	KAK4475772.1, KAK4467429.1	SHAE2_5250.1
OG0006056	KAK4475275.1	SHAE2_16780.1, SHAE2_16780.3, SHAE2_16780.2
OG0006057	KAK4472732.1	SHAE2_32830.1
OG0006058	KAK4467230.1, KAK4474952.1	SHAE2_19990.1
OG0006060	KAK4475621.1	SHAE2_3840.1, SHAE2_3840.2, SHAE2_3840.3
OG0006061	KAK4468084.1	SHAE2_90420.1
OG0006062	KAK4474082.1	SHAE2_38570.1, SHAE2_38570.2
OG0006063	KAK4472448.1	SHAE2_48090.1
OG0006064	KAK4470135.1	SHAE2_74270.1
OG0006066	KAK4476210.1	SHAE2_11030.1
OG0006067	KAK4473555.1	SHAE2_46160.1, SHAE2_46160.3, SHAE2_46160.2
OG0006068	KAK4472909.1	SHAE2_43910.1, SHAE2_43910.2
OG0006069	KAK4472539.1	SHAE2_37030.1
OG0006070	KAK4471367.1	SHAE2_70690.1
OG0006071	KAK4470452.1	SHAE2_81170.1
OG0006072	KAK4468222.1	SHAE2_87520.1
OG0006073	KAK4469475.1	SHAE2_55960.1
OG0006074	KAK4468415.1	SHAE2_96560.1
OG0006075	KAK4473004.1	SHAE2_28050.1
OG0006076	KAK4469460.1	SHAE2_54170.1
OG0006078	KAK4473176.1	SHAE2_26980.1
OG0006080	KAK4472512.1	SHAE2_34970.1
OG0006081	KAK4474967.1, KAK4474989.1	SHAE2_2070.1
OG0006082	KAK4473409.1	SHAE2_44590.1
OG0006083	KAK4468028.1	SHAE2_89200.1
OG0006084	KAK4473370.1	SHAE2_25100.1
OG0006085	KAK4470572.1	SHAE2_77700.1
OG0006086	KAK4473150.1	SHAE2_26730.1, SHAE2_26730.2
OG0006087	KAK4473763.1	SHAE2_42030.1
OG0006088	KAK4470106.1	SHAE2_75420.1
OG0006089	KAK4474553.1	SHAE2_13100.1
OG0006090	KAK4468461.1	SHAE2_96990.1
OG0006091	KAK4470064.1	SHAE2_84850.1
OG0006092	KAK4475267.1	SHAE2_15600.1
OG0006093	KAK4469849.1	SHAE2_58130.3, SHAE2_58130.1, SHAE2_58130.4, SHAE2_58130.2
OG0006094	KAK4469655.1	SHAE2_54430.1
OG0006096	KAK4475145.1	SHAE2_21010.1
OG0006098	KAK4473228.1	SHAE2_27570.1
OG0006099	KAK4476012.1	SHAE2_7870.1
OG0006101	KAK4473860.1, KAK4473861.1	SHAE2_40350.1
OG0006102	KAK4470811.1	SHAE2_82520.1, SHAE2_82520.2
OG0006103	KAK4473915.1	SHAE2_40950.1
OG0006104	KAK4471375.1	SHAE2_70950.1, SHAE2_70950.2, SHAE2_70950.3
OG0006105	KAK4468364.1	SHAE2_86230.2, SHAE2_86230.1
OG0006106	KAK4471821.1	SHAE2_63840.1
OG0006107	KAK4470661.1	SHAE2_78710.1
OG0006108	KAK4468021.1	SHAE2_103210.1
OG0006109	KAK4470206.1	SHAE2_74570.1
OG0006110	KAK4468507.1	SHAE2_95720.3, SHAE2_95720.1, SHAE2_95720.2
OG0006111	KAK4475197.1	SHAE2_2350.1
OG0006112	KAK4468759.1	SHAE2_93150.1
OG0006113	KAK4475648.1	SHAE2_4260.1
OG0006114	KAK4467893.1, KAK4467894.1	SHAE2_99060.1, SHAE2_99060.2
OG0006116	KAK4469108.1	SHAE2_50590.1
OG0006117	KAK4469972.1	SHAE2_59780.1
OG0006118	KAK4469742.1	SHAE2_60060.1
OG0006119	KAK4469860.1	SHAE2_57990.2, SHAE2_57990.3, SHAE2_57990.1
OG0006120	KAK4473475.1	SHAE2_45270.1
OG0006121	KAK4475463.1	SHAE2_24440.1, SHAE2_24440.2
OG0006122	KAK4472419.1	SHAE2_31860.1
OG0006123	KAK4471863.1	SHAE2_64290.1
OG0006125	KAK4470482.1	SHAE2_78860.1
OG0006126	KAK4471777.1	SHAE2_66160.1
OG0006127	KAK4473539.1	SHAE2_45950.1
OG0006128	KAK4472161.1	SHAE2_39960.1
OG0006129	KAK4474736.1	SHAE2_15250.3, SHAE2_15250.1, SHAE2_15250.2
OG0006130	KAK4473116.1	SHAE2_30270.1
OG0006131	KAK4471379.1	SHAE2_67160.1
OG0006132	KAK4469148.1	SHAE2_54790.2, SHAE2_54790.1, SHAE2_54790.3
OG0006133	KAK4471417.1	SHAE2_73530.1, SHAE2_73530.2
OG0006134	KAK4474994.1	SHAE2_22830.1
OG0006135	KAK4475120.1	SHAE2_2260.1
OG0006136	KAK4470446.1	SHAE2_81210.1
OG0006139	KAK4474726.1, KAK4467432.1	SHAE2_15110.1
OG0006140	KAK4470583.1	SHAE2_77830.1
OG0006141	KAK4472725.1	SHAE2_32910.1
OG0006143	KAK4475166.1	SHAE2_20780.1, SHAE2_20780.2
OG0006144	KAK4471923.1	SHAE2_65050.1
OG0006145	KAK4473781.1	SHAE2_41800.1
OG0006146	KAK4470796.1	SHAE2_82390.1
OG0006148	KAK4471304.1	SHAE2_73620.1
OG0006150	KAK4472611.1	SHAE2_34040.3, SHAE2_34040.1, SHAE2_34040.2
OG0006151	KAK4473401.1	SHAE2_44500.1, SHAE2_44500.2
OG0006152	KAK4468926.1	SHAE2_94610.1
OG0006153	KAK4471875.1	SHAE2_64470.1, SHAE2_64470.2
OG0006154	KAK4468885.1	SHAE2_91450.1
OG0006155	KAK4475041.1	SHAE2_23380.1, SHAE2_23380.2
OG0006156	KAK4470444.1	SHAE2_81230.1, SHAE2_81230.2, SHAE2_81230.3
OG0006157	KAK4473730.1	SHAE2_47870.1, SHAE2_47870.2
OG0006158	KAK4475359.1	SHAE2_22320.1
OG0006159	KAK4473320.1	SHAE2_25740.1
OG0006160	KAK4474833.1	SHAE2_18610.1
OG0006161	KAK4468090.1, KAK4468092.1	SHAE2_90310.1
OG0006162	KAK4475131.1	SHAE2_21170.1
OG0006164	KAK4474565.1	SHAE2_560.1
OG0006165	KAK4470938.1	SHAE2_74780.1, SHAE2_74780.2
OG0006166	KAK4469118.1	SHAE2_50680.1
OG0006167	KAK4467994.1	SHAE2_86130.1, SHAE2_86150.1
OG0006168	KAK4468499.1	SHAE2_95820.1
OG0006170	KAK4474729.1	SHAE2_15190.1
OG0006171	KAK4475668.1	SHAE2_4420.2, SHAE2_4420.1
OG0006172	KAK4472589.1	SHAE2_46890.1
OG0006173	KAK4475387.1	SHAE2_21990.1
OG0006174	KAK4475094.1	SHAE2_21430.1
OG0006175	KAK4468738.1	SHAE2_92810.1
OG0006176	KAK4468627.1	SHAE2_96050.1
OG0006177	KAK4468782.1	SHAE2_92530.1
OG0006178	KAK4468822.1	SHAE2_92090.1
OG0006179	KAK4468953.1	SHAE2_48710.1, SHAE2_48710.2
OG0006180	KAK4469145.1	SHAE2_54700.1, SHAE2_54700.2
OG0006181	KAK4470935.1	SHAE2_83770.1, SHAE2_83770.2
OG0006183	KAK4472514.1	SHAE2_34760.1, SHAE2_34960.1
OG0006184	KAK4471473.1	SHAE2_43340.1
OG0006185	KAK4469615.1	SHAE2_51100.1
OG0006186	KAK4467923.1	SHAE2_98180.1
OG0006187	KAK4473522.1	SHAE2_45770.1
OG0006188	KAK4473528.1	SHAE2_45820.1
OG0006189	KAK4467793.1	SHAE2_101040.1
OG0006190	KAK4467804.1	SHAE2_101110.1, SHAE2_101110.2, SHAE2_101110.3
OG0006191	KAK4467879.1	SHAE2_101950.4, SHAE2_101950.2, SHAE2_101950.1, SHAE2_101950.3
OG0006192	KAK4468416.1	SHAE2_96000.1
OG0006193	KAK4468628.1	SHAE2_96060.1, SHAE2_95970.1
OG0006195	KAK4470192.1	SHAE2_76290.1
OG0006196	KAK4470690.1	SHAE2_80670.1
OG0006197	KAK4471366.1	SHAE2_70640.1, SHAE2_70640.2
OG0006198	KAK4472537.1	SHAE2_34710.1
OG0006199	KAK4473029.1	SHAE2_28810.1
OG0006200	KAK4473248.1	SHAE2_27730.1
OG0006201	KAK4473297.1	SHAE2_26190.1
OG0006202	KAK4473377.1	SHAE2_25040.1
OG0006203	KAK4473578.1	SHAE2_46410.1, SHAE2_46410.2
OG0006205	KAK4474316.1	SHAE2_20240.1
OG0006206	KAK4474546.1	SHAE2_16120.1
OG0006207	KAK4475002.1	SHAE2_22900.1
OG0006208	KAK4475440.1	SHAE2_2590.1
OG0006209	KAK4475532.1	SHAE2_2830.1
OG0006210	KAK4476081.1	SHAE2_8270.2, SHAE2_8270.3, SHAE2_8270.1
OG0006226	KAK4476294.1	SHAE2_12050.1
OG0006227	KAK4474539.1	SHAE2_13290.1
OG0006228	KAK4472991.1	SHAE2_28620.1
OG0006229	KAK4474761.1	SHAE2_17820.1, SHAE2_17820.2
OG0006230	KAK4467743.1	SHAE2_98430.1
OG0006231	KAK4473626.1	SHAE2_43570.1
OG0006233	KAK4473761.1	SHAE2_47150.1
OG0006234	KAK4474507.1	SHAE2_15900.1
OG0006236	KAK4471510.1	SHAE2_73440.1
OG0006237	KAK4473660.1	SHAE2_43160.1
OG0006238	KAK4472625.1	SHAE2_33910.1
OG0006239	KAK4470408.1	SHAE2_81630.2, SHAE2_81630.1
OG0006240	KAK4468210.1	SHAE2_87790.1
OG0006241	KAK4469038.1	SHAE2_59390.2, SHAE2_59390.1
OG0006242	KAK4475281.1	SHAE2_16830.1
OG0006243	KAK4472546.1	SHAE2_46920.1
OG0006244	KAK4472018.1	SHAE2_73770.1
OG0006246	KAK4468289.1	SHAE2_85340.2, SHAE2_85340.1
OG0006248	KAK4468408.1	SHAE2_96420.1
OG0006249	KAK4469514.1	SHAE2_48960.1
OG0006250	KAK4472378.1	SHAE2_35920.1, SHAE2_35920.2
OG0006251	KAK4474813.1	SHAE2_18410.1
OG0006252	KAK4474188.1	SHAE2_37350.1
OG0006253	KAK4468521.1	SHAE2_94770.1
OG0006254	KAK4475397.1	SHAE2_2550.1
OG0006255	KAK4474065.1	SHAE2_38730.1
OG0006256	KAK4473699.1	SHAE2_42850.1
OG0006257	KAK4467720.1	SHAE2_99190.1
OG0006258	KAK4471618.1	SHAE2_71310.1
OG0006259	KAK4468606.1	SHAE2_94670.1
OG0006260	KAK4473007.1	SHAE2_26350.1
OG0006261	KAK4470727.1	SHAE2_81050.1
OG0006262	KAK4471496.1	SHAE2_72960.1
OG0006263	KAK4467364.1	SHAE2_89290.1
OG0006264	KAK4470774.1	SHAE2_82150.1
OG0006265	KAK4473372.1	SHAE2_25080.1
OG0006266	KAK4469445.1	SHAE2_53950.1
OG0006269	KAK4469564.1	SHAE2_51570.1
OG0006270	KAK4474815.1	SHAE2_18430.1
OG0006271	KAK4475082.1	SHAE2_21600.1, SHAE2_21600.2
OG0006272	KAK4476311.1	SHAE2_11410.1, SHAE2_11410.2
OG0006273	KAK4473895.1	SHAE2_47310.1
OG0006274	KAK4473472.1	SHAE2_48380.1
OG0006275	KAK4470076.1	SHAE2_84720.1
OG0006276	KAK4468159.1	SHAE2_90950.1
OG0006277	KAK4472524.1	SHAE2_46940.1
OG0006278	KAK4468118.1	SHAE2_89930.1
OG0006280	KAK4474428.1	SHAE2_13750.1
OG0006281	KAK4472242.1	SHAE2_34670.1
OG0006282	KAK4470781.1	SHAE2_82220.1
OG0006283	KAK4473345.1	SHAE2_44380.1
OG0006284	KAK4470247.1	SHAE2_76620.1, SHAE2_76620.2
OG0006285	KAK4469904.1	SHAE2_57480.1
OG0006286	KAK4471705.1	SHAE2_66730.1
OG0006287	KAK4470623.1	SHAE2_78290.1, SHAE2_78290.2
OG0006288	KAK4470640.1	SHAE2_78450.1
OG0006289	KAK4470767.1	SHAE2_82110.1
OG0006290	KAK4471146.1	SHAE2_68960.1
OG0006291	KAK4471813.1	SHAE2_65800.1
OG0006292	KAK4471513.1	SHAE2_72790.1
OG0006293	KAK4467832.1	SHAE2_101480.1
OG0006294	KAK4473158.1	SHAE2_26810.1
OG0006295	KAK4467651.1	SHAE2_100470.1
OG0006296	KAK4473605.1	SHAE2_43790.1
OG0006297	KAK4472956.1	SHAE2_28990.1
OG0006298	KAK4475196.1	SHAE2_360.1
OG0006299	KAK4475430.1	SHAE2_2580.1
OG0006301	KAK4476018.1	SHAE2_7830.1
OG0006302	KAK4469873.1	SHAE2_57760.1
OG0006303	KAK4474640.1	SHAE2_1780.1
OG0006306	KAK4474931.1	SHAE2_19860.1
OG0006307	KAK4474117.1, KAK4474119.1	SHAE2_38210.1
OG0006308	KAK4470559.1	SHAE2_77590.1
OG0006309	KAK4470879.1	SHAE2_83200.1
OG0006310	KAK4467625.1	SHAE2_6850.1
OG0006312	KAK4470756.1	SHAE2_82010.1
OG0006313	KAK4470031.1	SHAE2_80490.1
OG0006314	KAK4470674.1	SHAE2_102440.1, SHAE2_75020.1
OG0006315	KAK4467941.1	SHAE2_98080.1
OG0006316	KAK4471515.1	SHAE2_72770.1
OG0006317	KAK4469380.1	SHAE2_53250.1
OG0006318	KAK4469409.1	SHAE2_53540.1
OG0006319	KAK4468502.1	SHAE2_95800.1
OG0006321	KAK4476296.1	SHAE2_1300.1, SHAE2_1300.2
OG0006322	KAK4469023.1	SHAE2_59240.1
OG0006323	KAK4472277.1	SHAE2_36780.1
OG0006324	KAK4475001.1	SHAE2_22890.1
OG0006325	KAK4475885.1	SHAE2_6250.1
OG0006326	KAK4467861.1	SHAE2_101330.1
OG0006327	KAK4473194.1	SHAE2_27160.1
OG0006328	KAK4471116.1	SHAE2_62220.1
OG0006329	KAK4471621.1	SHAE2_71230.1
OG0006330	KAK4468613.1	SHAE2_96320.1
OG0006331	KAK4472021.1	SHAE2_63520.1
OG0006332	KAK4473440.1	SHAE2_48340.1
OG0006333	KAK4471830.1	SHAE2_64160.1
OG0006334	KAK4468246.1, KAK4468247.1	SHAE2_87170.1
OG0006335	KAK4467646.1	SHAE2_100410.1
OG0006336	KAK4475478.1	SHAE2_23930.1
OG0006337	KAK4475237.1	SHAE2_17560.1, SHAE2_17570.1
OG0006338	KAK4475375.1	SHAE2_22120.1
OG0006339	KAK4474098.1	SHAE2_38400.1
OG0006340	KAK4473588.1	SHAE2_46540.1
OG0006341	KAK4469929.1	SHAE2_55010.1
OG0006342	KAK4468182.1	SHAE2_89620.1
OG0006343	KAK4471929.1	SHAE2_65110.1
OG0006344	KAK4472850.1	SHAE2_28240.1
OG0006345	KAK4470125.1	SHAE2_75350.1
OG0006346	KAK4468823.1	SHAE2_95930.1
OG0006347	KAK4473139.1	SHAE2_29930.1
OG0006348	KAK4473389.1	SHAE2_48290.1
OG0006349	KAK4476000.1	SHAE2_10320.1
OG0006350	KAK4473838.1	SHAE2_40080.2, SHAE2_40080.1, SHAE2_40080.4, SHAE2_40080.3
OG0006352	KAK4474570.1	SHAE2_16400.1
OG0006353	KAK4470087.1	SHAE2_74090.1
OG0006354	KAK4470163.1	SHAE2_75990.1, SHAE2_75990.2
OG0006355	KAK4469137.1	SHAE2_54630.1, SHAE2_54620.1, SHAE2_54620.2
OG0006356	KAK4470941.1	SHAE2_83820.1
OG0006357	KAK4468024.1	SHAE2_89240.1
OG0006358	KAK4474783.1	SHAE2_18060.1, SHAE2_18060.2
OG0006359	KAK4469668.1	SHAE2_54280.1
OG0006360	KAK4467915.1	SHAE2_98300.1
OG0006361	KAK4469875.1	SHAE2_57740.1
OG0006362	KAK4475037.1	SHAE2_23350.1
OG0006363	KAK4474399.1	SHAE2_16060.1
OG0006364	KAK4468254.1	SHAE2_87090.1
OG0006365	KAK4475432.1	SHAE2_24090.1
OG0006366	KAK4469478.1	SHAE2_55930.1
OG0006367	KAK4470144.1	SHAE2_74190.1
OG0006368	KAK4471308.1	SHAE2_67800.1
OG0006369	KAK4468083.1	SHAE2_90400.1, SHAE2_90400.2
OG0006370	KAK4470233.1	SHAE2_75660.1
OG0006371	KAK4468278.1	SHAE2_85330.1
OG0006372	KAK4473022.1	SHAE2_44050.3, SHAE2_44050.1, SHAE2_44050.2
OG0006373	KAK4470865.1	SHAE2_83070.1
OG0006374	KAK4469453.1	SHAE2_54110.2, SHAE2_54110.1
OG0006375	KAK4475381.1	SHAE2_22060.1
OG0006376	KAK4468798.1	SHAE2_92410.1
OG0006377	KAK4471981.1	SHAE2_65610.1, SHAE2_65610.2
OG0006378	KAK4469187.1	SHAE2_57030.1
OG0006379	KAK4468873.1	SHAE2_91530.1
OG0006381	KAK4470336.1	SHAE2_79710.1
OG0006382	KAK4468063.1	SHAE2_90610.1
OG0006383	KAK4468336.1	SHAE2_85750.1
OG0006384	KAK4472015.1, KAK4472016.1	SHAE2_63580.1
OG0006385	KAK4474945.1	SHAE2_19920.1
OG0006386	KAK4469744.1	SHAE2_60080.1
OG0006387	KAK4470836.1, KAK4470837.1	SHAE2_82810.1
OG0006388	KAK4472008.1	SHAE2_63650.1
OG0006389	KAK4468117.1	SHAE2_89940.1, SHAE2_89940.2
OG0006390	KAK4471277.1	SHAE2_69970.1
OG0006391	KAK4471276.1	SHAE2_69960.1
OG0006392	KAK4467827.1	SHAE2_99800.1
OG0006394	KAK4469590.1	SHAE2_51320.1
OG0006395	KAK4474500.1	SHAE2_15960.1
OG0006396	KAK4474981.1	SHAE2_22720.1
OG0006397	KAK4470041.1	SHAE2_83330.1
OG0006398	KAK4475908.1	SHAE2_6500.1
OG0006399	KAK4474287.1	SHAE2_14600.1, SHAE2_14610.1
OG0006400	KAK4470328.1	SHAE2_79790.1
OG0006401	KAK4469089.1	SHAE2_50400.1
OG0006402	KAK4472875.1	SHAE2_28100.1
OG0006403	KAK4475922.1	SHAE2_650.1
OG0006404	KAK4472305.1	SHAE2_36490.1
OG0006405	KAK4469402.1	SHAE2_53470.1, SHAE2_53470.2, SHAE2_53450.1
OG0006406	KAK4469487.1	SHAE2_55840.1
OG0006407	KAK4475078.1	SHAE2_21630.1
OG0006408	KAK4470676.1	SHAE2_80560.1, SHAE2_80560.2, SHAE2_80560.3
OG0006409	KAK4469916.1	SHAE2_55120.1
OG0006410	KAK4474425.1	SHAE2_1240.1
OG0006411	KAK4475080.1	SHAE2_2220.1
OG0006412	KAK4474934.1	SHAE2_19830.1
OG0006413	KAK4468951.1, KAK4468950.1	SHAE2_96400.2, SHAE2_96400.1
OG0006414	KAK4468882.1	SHAE2_91430.1
OG0006415	KAK4473149.1	SHAE2_26740.1
OG0006416	KAK4471886.1	SHAE2_64560.1
OG0006417	KAK4469389.1	SHAE2_53340.1
OG0006418	KAK4476247.1	SHAE2_10700.1
OG0006419	KAK4473108.1	SHAE2_30330.1
OG0006420	KAK4471323.1	SHAE2_67900.1
OG0006421	KAK4475819.1	SHAE2_6120.1
OG0006422	KAK4468514.1, KAK4468513.1	SHAE2_95670.1
OG0006423	KAK4468253.1	SHAE2_87100.1
OG0006424	KAK4469399.1	SHAE2_53430.1, SHAE2_53430.2
OG0006425	KAK4470872.1	SHAE2_83140.1
OG0006426	KAK4475003.1	SHAE2_22910.1
OG0006427	KAK4472377.1	SHAE2_35930.1
OG0006428	KAK4474884.1	SHAE2_330.1
OG0006429	KAK4474389.1	SHAE2_12770.1
OG0006430	KAK4475603.1	SHAE2_3750.1
OG0006431	KAK4468422.1	SHAE2_96630.1
OG0006432	KAK4470909.1	SHAE2_83520.1
OG0006434	KAK4467733.1	SHAE2_98540.1
OG0006435	KAK4468342.1	SHAE2_85810.1
OG0006436	KAK4471217.1	SHAE2_73710.1
OG0006437	KAK4468454.1	SHAE2_96930.1
OG0006438	KAK4470735.1	SHAE2_81120.1, SHAE2_81120.2
OG0006439	KAK4474734.1	SHAE2_15230.1
OG0006441	KAK4467867.1	SHAE2_101270.1
OG0006442	KAK4474152.1	SHAE2_37750.1
OG0006443	KAK4474307.1	SHAE2_23530.1, SHAE2_23530.2
OG0006444	KAK4468945.1	SHAE2_94420.1
OG0006445	KAK4470321.1, KAK4470339.1	SHAE2_74480.1
OG0006446	KAK4469710.1	SHAE2_55360.1, SHAE2_55360.2
OG0006447	KAK4468394.1	SHAE2_92930.2, SHAE2_92930.3, SHAE2_92930.1
OG0006448	KAK4467334.1, KAK4475789.1	SHAE2_5480.1
OG0006449	KAK4472613.1	SHAE2_34020.1
OG0006450	KAK4475547.1	SHAE2_3000.1
OG0006451	KAK4470099.1	SHAE2_75600.1
OG0006452	KAK4469736.1	SHAE2_59990.1
OG0006453	KAK4471086.1	SHAE2_73760.1
OG0006454	KAK4476310.1	SHAE2_11570.1
OG0006455	KAK4469438.1, KAK4469439.1	SHAE2_53840.1
OG0006456	KAK4474956.1	SHAE2_1970.1
OG0006457	KAK4469879.1	SHAE2_57710.1
OG0006458	KAK4471648.1	SHAE2_70790.1
OG0006459	KAK4469048.1	SHAE2_59440.1
OG0006460	KAK4471245.1	SHAE2_69650.1
OG0006461	KAK4468862.1	SHAE2_91630.1, SHAE2_91630.2
OG0006463	KAK4471748.1	SHAE2_66320.1, SHAE2_66320.2
OG0006464	KAK4475452.1	SHAE2_24190.1
OG0006465	KAK4470389.1, KAK4470390.1	SHAE2_81840.1
OG0006466	KAK4468711.1	SHAE2_93380.1
OG0006467	KAK4476270.1	SHAE2_12370.1
OG0006468	KAK4473498.1	SHAE2_45470.1
OG0006469	KAK4467536.1	SHAE2_16660.1
OG0006470	KAK4472117.1, KAK4472118.1	SHAE2_62500.1
OG0006471	KAK4468031.1	SHAE2_89180.1
OG0006472	KAK4468034.1	SHAE2_89150.1
OG0006473	KAK4471779.1	SHAE2_66140.1
OG0006474	KAK4471336.1	SHAE2_70340.1
OG0006475	KAK4474741.1	SHAE2_15290.1
OG0006476	KAK4475599.1	SHAE2_3700.1
OG0006477	KAK4473143.1	SHAE2_29900.1
OG0006479	KAK4473546.1	SHAE2_46080.1
OG0006480	KAK4475459.1	SHAE2_24400.1
OG0006481	KAK4471607.1	SHAE2_71410.1
OG0006482	KAK4475060.1	SHAE2_23580.1
OG0006483	KAK4471873.1	SHAE2_64430.1
OG0006484	KAK4470052.1	SHAE2_74690.1
OG0006485	KAK4475719.1	SHAE2_4900.1, SHAE2_4900.2
OG0006486	KAK4475460.1	SHAE2_24410.1
OG0006487	KAK4470596.1	SHAE2_77940.1
OG0006488	KAK4474807.1, KAK4474806.1	SHAE2_18310.1
OG0006489	KAK4474404.1	SHAE2_13030.1
OG0006490	KAK4474243.1	SHAE2_8280.1, SHAE2_8280.2, SHAE2_8280.3
OG0006491	KAK4468076.1	SHAE2_90480.1
OG0006493	KAK4473348.1	SHAE2_25450.1
OG0006494	KAK4471685.1	SHAE2_66900.1
OG0006495	KAK4468050.1	SHAE2_88970.1
OG0006496	KAK4473659.1	SHAE2_48020.1
OG0006497	KAK4474678.1	SHAE2_14900.1, SHAE2_14900.2
OG0006498	KAK4475030.1	SHAE2_2120.1
OG0006499	KAK4475813.1	SHAE2_6180.1
OG0006501	KAK4468550.1	SHAE2_95260.1
OG0006502	KAK4470086.1	SHAE2_74080.1, SHAE2_74080.2
OG0006503	KAK4470063.1	SHAE2_84840.1
OG0006504	KAK4468323.1	SHAE2_85510.1, SHAE2_85510.2
