Orthogroup	s.mekongi	schistosoma_mattheei
OG0006824	KAK4467731.1	SMTH1_103420.1, SMTH1_103420.2
OG0006825	KAK4467961.1	SMTH1_94630.1
OG0006826	KAK4468074.1	SMTH1_94470.1, SMTH1_94470.2
OG0006827	KAK4468409.1	SMTH1_100970.1
OG0006828	KAK4470728.1, KAK4470729.1	SMTH1_85200.1
OG0006829	KAK4471232.1	SMTH1_72570.1, SMTH1_72550.1, SMTH1_72560.1
OG0006830	KAK4471707.1	SMTH1_69620.2, SMTH1_69620.1
OG0006831	KAK4472616.1	SMTH1_35240.1
OG0006832	KAK4472862.1	SMTH1_28640.3
OG0006833	KAK4472933.1	SMTH1_29860.1
OG0006834	KAK4473055.1	SMTH1_27020.1
OG0006835	KAK4474147.1	SMTH1_49820.1
OG0006836	KAK4474866.1	SMTH1_18720.1
OG0006851	KAK4471644.1	SMTH1_74160.1
OG0006852	KAK4467806.1	SMTH1_106150.1, SMTH1_106150.2
OG0006853	KAK4475238.1	SMTH1_17320.1, SMTH1_17320.2
OG0006854	KAK4469294.1	SMTH1_54670.1
OG0006855	KAK4467704.1	SMTH1_104710.1
OG0006856	KAK4472309.1	SMTH1_50010.1
OG0006857	KAK4468508.1	SMTH1_100210.1
OG0006858	KAK4474536.1	SMTH1_12810.1
OG0006859	KAK4474555.1	SMTH1_1640.1
OG0006860	KAK4474762.1	SMTH1_17590.1
OG0006862	KAK4472780.1	SMTH1_32250.1
OG0006864	KAK4469600.1	SMTH1_53510.1
OG0006865	KAK4473202.1	SMTH1_27670.1
OG0006866	KAK4472387.1	SMTH1_36590.1
OG0006867	KAK4468804.1	SMTH1_96590.1
OG0006868	KAK4476218.1	SMTH1_12020.1
OG0006869	KAK4472355.1	SMTH1_36970.1
OG0006870	KAK4472426.1	SMTH1_32860.1, SMTH1_32870.1
OG0006871	KAK4468791.1	SMTH1_96750.1
OG0006872	KAK4469605.1	SMTH1_53450.1
OG0006873	KAK4476052.1	SMTH1_7810.1
OG0006874	KAK4474904.1	SMTH1_19140.1, SMTH1_19130.1
OG0006875	KAK4471253.1	SMTH1_72780.1
OG0006876	KAK4472340.1	SMTH1_37120.1
OG0006877	KAK4469584.1	SMTH1_53760.1
OG0006878	KAK4468287.1	SMTH1_91430.1
OG0006879	KAK4471091.1	SMTH1_64990.1
OG0006880	KAK4468091.1	SMTH1_91050.1
OG0006881	KAK4468552.1	SMTH1_99690.1
OG0006882	KAK4468706.1	SMTH1_97760.1, SMTH1_97770.1
OG0006883	KAK4472975.1	SMTH1_29340.1
OG0006884	KAK4470188.1	SMTH1_80030.1
OG0006887	KAK4473277.1	SMTH1_28480.1
OG0006888	KAK4473901.1	SMTH1_41860.1
OG0006889	KAK4468586.1	SMTH1_98480.1
OG0006890	KAK4468439.1	SMTH1_101370.1
OG0006891	KAK4469196.1	SMTH1_55830.1
OG0006892	KAK4471424.1	SMTH1_70520.1
OG0006893	KAK4472905.1	SMTH1_31540.1
OG0006894	KAK4467667.1	SMTH1_105670.1
OG0006895	KAK4472307.1	SMTH1_37430.1
OG0006897	KAK4473720.1	SMTH1_44030.1
OG0006899	KAK4472678.1	SMTH1_34560.1
OG0006900	KAK4467697.1	SMTH1_104780.1
OG0006902	KAK4475628.1	SMTH1_170.1
OG0006903	KAK4474604.1	SMTH1_16420.1
OG0006904	KAK4469546.1	SMTH1_59360.2, SMTH1_59360.1
OG0006905	KAK4467829.1	SMTH1_106770.1, SMTH1_106770.2
OG0006906	KAK4469968.1, KAK4469967.1	SMTH1_62470.1
OG0006907	KAK4469840.1	SMTH1_61220.1
OG0006908	KAK4472877.1	SMTH1_50390.1
OG0006909	KAK4476197.1	SMTH1_10300.1
OG0006910	KAK4471135.1	SMTH1_64100.1, SMTH1_64090.1
OG0006911	KAK4469511.1	SMTH1_58980.1
OG0006912	KAK4474520.1	SMTH1_15490.1
OG0006913	KAK4475134.1	SMTH1_20880.1
OG0006914	KAK4469168.1	SMTH1_57620.1, SMTH1_57620.2
OG0006915	KAK4472572.1	SMTH1_35690.1
OG0006916	KAK4467921.1	SMTH1_103160.1
OG0006918	KAK4474200.1	SMTH1_35780.1
OG0006920	KAK4472955.1	SMTH1_29550.1
OG0006921	KAK4471963.1	SMTH1_68200.1
OG0006922	KAK4474668.1	SMTH1_14270.1
OG0006923	KAK4467689.1	SMTH1_104840.1
OG0006924	KAK4470947.1	SMTH1_88350.1
OG0006925	KAK4469414.1	SMTH1_56290.1
OG0006926	KAK4469718.1	SMTH1_57960.1
OG0006927	KAK4469516.1	SMTH1_59040.1, SMTH1_59030.1
OG0006928	KAK4474774.1, KAK4474775.1	SMTH1_17700.1, SMTH1_17710.1
OG0006929	KAK4468265.1	SMTH1_91640.1
OG0006930	KAK4475769.1	SMTH1_5420.1
OG0006931	KAK4476300.1	SMTH1_11580.1
OG0006932	KAK4474580.1	SMTH1_16130.1
OG0006933	KAK4469484.1	SMTH1_58670.1
OG0006934	KAK4473468.1	SMTH1_47160.1
OG0006935	KAK4470119.1	SMTH1_79050.1
OG0006936	KAK4473967.1	SMTH1_40790.1, SMTH1_40790.2
OG0006937	KAK4469857.1	SMTH1_61020.1
OG0006938	KAK4468523.1	SMTH1_100070.1, SMTH1_100060.1
OG0006939	KAK4473444.1	SMTH1_46900.1
OG0006940	KAK4474574.1	SMTH1_16190.1
OG0006941	KAK4475135.1	SMTH1_20870.1
OG0006942	KAK4474911.1	SMTH1_19200.2, SMTH1_19200.1
OG0006943	KAK4468147.1	SMTH1_92540.1
OG0006944	KAK4470211.1	SMTH1_80280.1
OG0006945	KAK4473271.1	SMTH1_28390.1, SMTH1_28380.1
OG0006946	KAK4474469.1	SMTH1_13750.1
OG0006948	KAK4474191.1	SMTH1_38330.1
OG0006949	KAK4470308.1	SMTH1_81180.1
OG0006950	KAK4470537.1	SMTH1_83900.1
OG0006951	KAK4475344.1	SMTH1_23000.1
OG0006952	KAK4473140.1	SMTH1_30640.1
OG0006953	KAK4472031.1	SMTH1_65630.1
OG0006954	KAK4469496.1	SMTH1_58500.1
OG0006955	KAK4472673.1	SMTH1_34620.1
OG0006956	KAK4471828.1	SMTH1_66930.1
OG0006957	KAK4470225.1	SMTH1_79380.1
OG0006958	KAK4471478.1	SMTH1_76550.1
OG0006959	KAK4468817.1	SMTH1_96270.1
OG0006960	KAK4474157.1	SMTH1_38720.1
OG0006961	KAK4468544.1	SMTH1_99810.1, SMTH1_99810.2
OG0006962	KAK4469935.1	SMTH1_60170.1
OG0006963	KAK4469291.1	SMTH1_54710.1
OG0006964	KAK4471749.1	SMTH1_69150.1, SMTH1_69150.2
OG0006965	KAK4474107.1	SMTH1_39360.1
OG0006966	KAK4471986.1	SMTH1_68460.1, SMTH1_68460.2
OG0006967	KAK4468651.1	SMTH1_98440.1
OG0006968	KAK4473904.1	SMTH1_41890.1
OG0006969	KAK4470231.1	SMTH1_79260.1, SMTH1_79270.1
OG0006970	KAK4470230.1	SMTH1_79280.1, SMTH1_79290.1
OG0006971	KAK4470060.1	SMTH1_89350.1
OG0006972	KAK4471938.1	SMTH1_67890.1
OG0006974	KAK4468313.1	SMTH1_90820.1
OG0006975	KAK4475509.1	SMTH1_24870.1
OG0006976	KAK4471635.1	SMTH1_76370.1
OG0006977	KAK4472520.1	SMTH1_36200.1
OG0006978	KAK4473341.1	SMTH1_25820.1
OG0006979	KAK4471369.1	SMTH1_73910.1, SMTH1_73900.1
OG0006981	KAK4471973.1	SMTH1_68300.1
OG0006982	KAK4469973.1	SMTH1_62510.1
OG0006983	KAK4475251.1	SMTH1_17460.1
OG0006985	KAK4473604.1	SMTH1_45610.1
OG0006986	KAK4475609.1	SMTH1_3960.1
OG0006987	KAK4470750.1	SMTH1_86190.1
OG0006988	KAK4470751.1	SMTH1_86200.1
OG0006989	KAK4470609.1	SMTH1_82040.1
OG0006990	KAK4475163.1	SMTH1_2470.1
OG0006991	KAK4468248.1	SMTH1_90890.1
OG0006992	KAK4475488.1	SMTH1_24760.1
OG0006993	KAK4474890.1	SMTH1_18970.1
OG0006994	KAK4467378.1, KAK4475806.1	SMTH1_5790.1
OG0006995	KAK4471745.1	SMTH1_69190.1
OG0006996	KAK4475586.1	SMTH1_260.1
OG0006997	KAK4468875.1	SMTH1_95570.1
OG0006998	KAK4470675.1	SMTH1_84630.1
OG0006999	KAK4469471.1	SMTH1_51330.1
OG0007000	KAK4468212.1	SMTH1_92160.1
OG0007001	KAK4469304.1	SMTH1_54430.1
OG0007002	KAK4467622.1	SMTH1_105170.1
OG0007003	KAK4476048.1	SMTH1_7820.1
OG0007006	KAK4467916.1	SMTH1_103210.1
OG0007007	KAK4472749.1	SMTH1_48860.1
OG0007009	KAK4468420.1	SMTH1_101130.1
OG0007011	KAK4469398.1	SMTH1_56130.1
OG0007012	KAK4469608.1	SMTH1_53430.1
OG0007013	KAK4471288.1	SMTH1_71160.1
OG0007014	KAK4474429.1	SMTH1_13330.1, SMTH1_13330.2
OG0007015	KAK4470972.1	SMTH1_88640.1
OG0007016	KAK4474932.1	SMTH1_19560.1
OG0007017	KAK4469427.1	SMTH1_56410.1
OG0007018	KAK4467713.1	SMTH1_104600.1
OG0007019	KAK4470859.1	SMTH1_87400.1
OG0007020	KAK4469741.1	SMTH1_62730.1, SMTH1_62740.1
OG0007021	KAK4469549.1	SMTH1_54210.1, SMTH1_54200.1
OG0007022	KAK4471953.1	SMTH1_68080.1
OG0007023	KAK4467543.1	SMTH1_50240.1
OG0007024	KAK4468223.1	SMTH1_92240.1
OG0007025	KAK4468414.1	SMTH1_101070.1
OG0007026	KAK4472003.1	SMTH1_66320.1
OG0007027	KAK4476047.1	SMTH1_1410.1
OG0007028	KAK4470356.1	SMTH1_83390.1
OG0007029	KAK4475124.1	SMTH1_21040.1
OG0007030	KAK4470121.1	SMTH1_78880.1
OG0007031	KAK4473912.1	SMTH1_41970.1
OG0007032	KAK4470920.1	SMTH1_88030.1, SMTH1_88070.1, SMTH1_88080.1
OG0007033	KAK4470921.1	SMTH1_88090.1
OG0007034	KAK4470922.1	SMTH1_88100.1
OG0007035	KAK4470330.1	SMTH1_77670.1, SMTH1_77670.2
OG0007036	KAK4468275.1, KAK4468276.1	SMTH1_91550.1
OG0007037	KAK4471853.1	SMTH1_66550.1, SMTH1_66580.1
OG0007038	KAK4473907.1	SMTH1_41900.1, SMTH1_41900.2
OG0007039	KAK4469701.1	SMTH1_58190.1
OG0007040	KAK4470266.1	SMTH1_80790.1
OG0007041	KAK4472438.1	SMTH1_32990.1, SMTH1_32990.2
OG0007042	KAK4473046.1	SMTH1_30540.1, SMTH1_30530.1
OG0007043	KAK4468872.1	SMTH1_95590.1
OG0007044	KAK4474442.1	SMTH1_13500.1
OG0007046	KAK4468132.1	SMTH1_92390.1
OG0007047	KAK4471138.1	SMTH1_64130.1
OG0007048	KAK4471787.1	SMTH1_68880.1
OG0007049	KAK4473797.1	SMTH1_42960.1
OG0007050	KAK4476274.1	SMTH1_11920.1
OG0007051	KAK4474610.1	SMTH1_16460.1
OG0007053	KAK4474045.1	SMTH1_39970.1
OG0007054	KAK4468776.1	SMTH1_96930.1
OG0007055	KAK4470440.1	SMTH1_78750.1, SMTH1_78750.2
OG0007056	KAK4473329.1	SMTH1_25960.1
OG0007057	KAK4471331.1	SMTH1_73260.1
OG0007058	KAK4475219.1	SMTH1_2520.1
OG0007059	KAK4469785.1	SMTH1_50840.1
OG0007060	KAK4472279.1	SMTH1_37750.1
OG0007061	KAK4467891.1	SMTH1_104040.1
OG0007062	KAK4473335.1	SMTH1_25900.1
OG0007063	KAK4475575.1	SMTH1_270.1
OG0007064	KAK4468871.1	SMTH1_95610.1, SMTH1_95620.1
OG0007065	KAK4475794.1	SMTH1_5640.1
OG0007067	KAK4468095.1	SMTH1_92580.1, SMTH1_92600.1, SMTH1_92590.1
OG0007068	KAK4470834.1	SMTH1_87090.1
OG0007069	KAK4474074.1	SMTH1_39680.1
OG0007070	KAK4469489.1	SMTH1_58610.1, SMTH1_58610.2, SMTH1_58610.3
OG0007072	KAK4474106.1	SMTH1_39370.1
OG0007073	KAK4470884.1	SMTH1_78120.1
OG0007074	KAK4470520.1	SMTH1_84220.1
OG0007075	KAK4475146.1	SMTH1_20740.1
OG0007076	KAK4472582.1	SMTH1_35600.1
OG0007077	KAK4471233.1	SMTH1_72580.1
OG0007078	KAK4469659.1	SMTH1_57060.1
OG0007079	KAK4473378.1	SMTH1_25280.1
OG0007080	KAK4475216.1	SMTH1_20090.1
OG0007081	KAK4469684.1	SMTH1_58340.1
OG0007082	KAK4468735.1	SMTH1_97130.1
OG0007083	KAK4470848.1, KAK4470849.1	SMTH1_87260.1
OG0007084	KAK4469235.1	SMTH1_55370.1
OG0007085	KAK4473784.1	SMTH1_43110.1
OG0007086	KAK4468077.1	SMTH1_94440.1
OG0007087	KAK4471364.1	SMTH1_73830.1
OG0007088	KAK4467659.1	SMTH1_105560.1
OG0007090	KAK4474878.1	SMTH1_18840.1
OG0007091	KAK4470224.1	SMTH1_79390.1
OG0007092	KAK4474789.1	SMTH1_17850.1
OG0007094	KAK4469281.1	SMTH1_51610.1
OG0007096	KAK4468532.1	SMTH1_99190.1, SMTH1_99190.2
OG0007098	KAK4470720.1	SMTH1_85120.1
OG0007099	KAK4468196.1	SMTH1_93600.1
OG0007100	KAK4471703.1	SMTH1_69670.1, SMTH1_69660.1
OG0007101	KAK4474149.1	SMTH1_38870.1, SMTH1_38870.2
OG0007102	KAK4472421.1	SMTH1_32810.1
OG0007103	KAK4471704.1	SMTH1_69650.1
OG0007104	KAK4471640.1	SMTH1_74210.1
OG0007105	KAK4471485.1	SMTH1_71520.2, SMTH1_71520.1
OG0007106	KAK4470221.1	SMTH1_79450.1
OG0007107	KAK4471532.1	SMTH1_76500.1
OG0007112	KAK4468111.1	SMTH1_94030.1
OG0007113	KAK4467871.1	SMTH1_106290.1, SMTH1_106290.2
OG0007114	KAK4468762.1	SMTH1_97520.1
OG0007115	KAK4469749.1	SMTH1_62840.1
OG0007116	KAK4471829.1	SMTH1_66920.1
OG0007117	KAK4475449.1, KAK4475450.1	SMTH1_24490.1, SMTH1_24480.1
OG0007118	KAK4467746.1	SMTH1_104530.1, SMTH1_104530.2
OG0007120	KAK4468230.1	SMTH1_92070.1
OG0007121	KAK4468797.1	SMTH1_96680.1, SMTH1_96670.1
OG0007122	KAK4469188.1	SMTH1_59930.1, SMTH1_59940.1
OG0007123	KAK4470226.1	SMTH1_79360.1
OG0007124	KAK4470260.1	SMTH1_80650.1
OG0007125	KAK4470910.1	SMTH1_87940.1
OG0007126	KAK4470988.1	SMTH1_78020.1, SMTH1_78020.2
OG0007127	KAK4472127.1	SMTH1_49730.1
OG0007128	KAK4472508.1	SMTH1_36380.1, SMTH1_36380.2
OG0007129	KAK4472591.1	SMTH1_35480.1, SMTH1_35500.1
OG0007131	KAK4473193.1	SMTH1_27570.1, SMTH1_27570.2
OG0007132	KAK4474054.1	SMTH1_39880.2, SMTH1_39880.1
OG0007133	KAK4474551.1	SMTH1_12530.1
OG0007134	KAK4475335.1	SMTH1_22910.1, SMTH1_22910.2
OG0007135	KAK4475353.1	SMTH1_23120.1
OG0007149	KAK4469964.1	SMTH1_62440.1
OG0007150	KAK4467554.1	SMTH1_13890.1
OG0007152	KAK4467642.1, KAK4467367.1	SMTH1_104450.1, SMTH1_104440.1
OG0007153	KAK4475128.1	SMTH1_20960.1
OG0007155	KAK4471162.1	SMTH1_63700.1
OG0007156	KAK4472563.1	SMTH1_38210.1
OG0007157	KAK4470617.1	SMTH1_82130.1
OG0007158	KAK4468505.1	SMTH1_100240.1
OG0007159	KAK4468678.1	SMTH1_98110.1
OG0007160	KAK4472375.1	SMTH1_36730.1
OG0007161	KAK4470071.1	SMTH1_89490.1
OG0007162	KAK4475203.1, KAK4475204.1	SMTH1_20220.1
OG0007163	KAK4473337.1	SMTH1_25880.1
OG0007164	KAK4470362.1	SMTH1_83340.1
OG0007165	KAK4473887.1	SMTH1_41710.1
OG0007166	KAK4468912.1	SMTH1_102610.1
OG0007167	KAK4473771.1	SMTH1_43250.1
OG0007168	KAK4472043.1	SMTH1_65760.1
OG0007169	KAK4470581.1, KAK4470582.1	SMTH1_81630.1, SMTH1_81610.1, SMTH1_81620.1
OG0007170	KAK4472338.1	SMTH1_37140.1
OG0007171	KAK4469883.1	SMTH1_60600.1
OG0007172	KAK4472822.1	SMTH1_31790.1
OG0007174	KAK4469691.1	SMTH1_58290.1
OG0007175	KAK4473970.1	SMTH1_40740.1
OG0007176	KAK4468107.1	SMTH1_94080.1
OG0007177	KAK4473519.1	SMTH1_47780.1, SMTH1_47780.2, SMTH1_47780.3
OG0007178	KAK4471904.1	SMTH1_67590.1
OG0007179	KAK4473008.1	SMTH1_26540.1
OG0007180	KAK4476088.1	SMTH1_1360.1
OG0007181	KAK4468538.1	SMTH1_99880.1
OG0007182	KAK4475269.1	SMTH1_16580.1
OG0007184	KAK4468500.1	SMTH1_99230.1
OG0007185	KAK4467899.1	SMTH1_104090.1
OG0007186	KAK4470363.1	SMTH1_83330.1
OG0007187	KAK4470055.1	SMTH1_89280.1
OG0007188	KAK4471503.1	SMTH1_76030.1
OG0007189	KAK4471469.1	SMTH1_71380.1
OG0007190	KAK4473736.1	SMTH1_43820.1
OG0007191	KAK4468272.1	SMTH1_91580.1
OG0007193	KAK4469912.1	SMTH1_60490.1
OG0007195	KAK4468837.1	SMTH1_96460.1
OG0007196	KAK4474611.1	SMTH1_16470.1
OG0007197	KAK4468546.1	SMTH1_99790.1
OG0007198	KAK4472470.1	SMTH1_33320.1
OG0007199	KAK4473016.1	SMTH1_26560.1
OG0007200	KAK4475989.1	SMTH1_9770.1
OG0007201	KAK4468645.1	SMTH1_99300.1
OG0007202	KAK4470563.1	SMTH1_81450.1
OG0007203	KAK4475604.1	SMTH1_3810.1, SMTH1_3810.2
OG0007205	KAK4468919.1	SMTH1_102200.1
OG0007206	KAK4470600.1	SMTH1_78540.1
OG0007207	KAK4469275.1	SMTH1_54780.1
OG0007208	KAK4470856.1	SMTH1_87360.1, SMTH1_87350.1
OG0007210	KAK4468928.1	SMTH1_31770.1, SMTH1_99000.1
OG0007211	KAK4473381.1	SMTH1_25240.1, SMTH1_25240.2
OG0007212	KAK4471611.1	SMTH1_74540.1, SMTH1_74540.2
OG0007213	KAK4471610.1	SMTH1_74550.1
OG0007214	KAK4470911.1	SMTH1_87950.1
OG0007215	KAK4474475.1	SMTH1_13690.1
OG0007216	KAK4475133.1	SMTH1_20890.1
OG0007217	KAK4473557.1	SMTH1_48300.1
OG0007219	KAK4474380.1	SMTH1_11270.1
OG0007220	KAK4474096.1	SMTH1_39480.1
OG0007221	KAK4474112.1	SMTH1_39320.1
OG0007222	KAK4476001.1	SMTH1_9630.1
OG0007223	KAK4471755.1	SMTH1_67370.1
OG0007224	KAK4470307.1	SMTH1_81170.1, SMTH1_81170.2, SMTH1_81170.3
OG0007226	KAK4472643.1	SMTH1_49010.1
OG0007227	KAK4468467.1	SMTH1_101690.1
OG0007228	KAK4470991.1	SMTH1_88890.1
OG0007229	KAK4470338.1	SMTH1_83620.1
OG0007230	KAK4476291.1	SMTH1_11500.1
OG0007231	KAK4473314.1	SMTH1_26210.1
OG0007232	KAK4474430.1	SMTH1_13340.1
OG0007233	KAK4467872.1	SMTH1_106270.1, SMTH1_106280.1
OG0007234	KAK4471860.1	SMTH1_67000.1
OG0007235	KAK4474995.1	SMTH1_22570.1, SMTH1_22580.1
OG0007236	KAK4475627.1	SMTH1_4070.1
OG0007237	KAK4470692.1	SMTH1_84840.1
OG0007238	KAK4472923.1	SMTH1_30050.1
OG0007239	KAK4470790.1	SMTH1_86620.1
OG0007241	KAK4473436.1	SMTH1_46810.1
OG0007242	KAK4473549.1	SMTH1_48190.1, SMTH1_48190.2
OG0007243	KAK4473803.1	SMTH1_42860.1
OG0007244	KAK4470295.1	SMTH1_81050.1
OG0007245	KAK4469510.1	SMTH1_58970.1, SMTH1_58960.1
OG0007246	KAK4469325.1	SMTH1_54250.1
OG0007247	KAK4469725.1	SMTH1_57890.1
OG0007248	KAK4473263.1, KAK4473264.1	SMTH1_28310.1
OG0007251	KAK4473969.1	SMTH1_40760.1
OG0007252	KAK4474636.1	SMTH1_13960.1
OG0007253	KAK4469540.1	SMTH1_59280.1
OG0007254	KAK4470395.1	SMTH1_86030.1
OG0007256	KAK4471321.1	SMTH1_70900.1, SMTH1_70910.1
OG0007257	KAK4469876.1	SMTH1_60680.1
OG0007260	KAK4470773.1	SMTH1_86410.1
OG0007261	KAK4472993.1	SMTH1_45870.1
OG0007262	KAK4468143.1	SMTH1_92500.1, SMTH1_92500.2, SMTH1_92500.3
OG0007263	KAK4476231.1	SMTH1_9800.1
OG0007264	KAK4474477.1	SMTH1_13840.1
OG0007265	KAK4472839.1	SMTH1_28890.1
OG0007267	KAK4468622.1	SMTH1_100790.1
OG0007268	KAK4473589.1	SMTH1_48720.1
OG0007269	KAK4474990.1	SMTH1_22650.1
OG0007270	KAK4468359.1	SMTH1_89900.1, SMTH1_89900.2
OG0007271	KAK4476152.1	SMTH1_9450.1
OG0007272	KAK4475739.1, KAK4475749.1	SMTH1_5200.1
OG0007273	KAK4467441.1	SMTH1_5520.1
OG0007274	KAK4469914.1	SMTH1_60470.1
OG0007275	KAK4472477.1	SMTH1_33400.1
OG0007276	KAK4472402.1	SMTH1_33770.1
OG0007277	KAK4469129.1	SMTH1_53010.1
OG0007278	KAK4473514.1	SMTH1_47720.1
OG0007279	KAK4468155.1	SMTH1_94760.1
OG0007280	KAK4470840.1	SMTH1_87140.1
OG0007282	KAK4471231.1	SMTH1_72540.1
OG0007284	KAK4474320.1	SMTH1_16630.1
OG0007285	KAK4473600.1	SMTH1_45650.1
OG0007286	KAK4469042.1	SMTH1_62080.1
OG0007287	KAK4471079.1	SMTH1_67110.1
OG0007288	KAK4470908.1	SMTH1_87920.1
OG0007290	KAK4474076.1	SMTH1_39660.1
OG0007291	KAK4469169.1	SMTH1_57610.1
OG0007296	KAK4471731.1	SMTH1_69370.1
OG0007297	KAK4468781.1	SMTH1_96840.1
OG0007298	KAK4473249.1	SMTH1_46140.1
OG0007299	KAK4470891.1	SMTH1_87740.1
OG0007300	KAK4473233.1	SMTH1_28510.1, SMTH1_28500.1
OG0007301	KAK4473801.1	SMTH1_42910.1
OG0007302	KAK4468023.1	SMTH1_93000.1
OG0007303	KAK4468145.1	SMTH1_92520.1
OG0007304	KAK4472449.1	SMTH1_49190.1
OG0007305	KAK4469844.1	SMTH1_61170.1
OG0007306	KAK4470110.1	SMTH1_78930.1
OG0007307	KAK4469200.1	SMTH1_55780.1
OG0007309	KAK4472022.1	SMTH1_66090.1, SMTH1_66100.1
OG0007311	KAK4474799.1	SMTH1_1950.1
OG0007312	KAK4476237.1	SMTH1_10200.1
OG0007313	KAK4470850.1	SMTH1_87270.1
OG0007314	KAK4469960.1	SMTH1_52100.1
OG0007315	KAK4468045.1	SMTH1_94830.3, SMTH1_94830.1, SMTH1_94830.2
OG0007316	KAK4472252.1	SMTH1_37960.1
OG0007317	KAK4472313.1	SMTH1_37370.1
OG0007318	KAK4475613.1	SMTH1_3920.1
OG0007319	KAK4469107.1	SMTH1_52790.1
OG0007320	KAK4473684.1	SMTH1_44500.1
OG0007322	KAK4471921.1	SMTH1_71710.1
OG0007323	KAK4470318.1	SMTH1_81310.1
OG0007324	KAK4468869.1	SMTH1_95640.1, SMTH1_95640.2
OG0007325	KAK4467537.1, KAK4467262.1, KAK4467288.1	SMTH1_16520.1
OG0007326	KAK4470294.1	SMTH1_81040.1
OG0007327	KAK4476308.1	SMTH1_11460.1, SMTH1_11460.2
OG0007328	KAK4472901.1	SMTH1_31600.1
OG0007330	KAK4472060.1	SMTH1_65600.1
OG0007331	KAK4469735.1	SMTH1_62670.1
OG0007332	KAK4474121.1	SMTH1_39080.1
OG0007334	KAK4468469.1	SMTH1_101710.1
OG0007335	KAK4474361.1	SMTH1_10980.2, SMTH1_10980.1
OG0007336	KAK4473960.1	SMTH1_42630.1
OG0007338	KAK4471606.1	SMTH1_74600.1
OG0007339	KAK4469141.1	SMTH1_57380.1
OG0007340	KAK4475056.1, KAK4475057.1	SMTH1_21720.1
OG0007341	KAK4475959.1	SMTH1_8650.1
OG0007343	KAK4469455.1	SMTH1_56790.1, SMTH1_56790.2
OG0007344	KAK4474549.1	SMTH1_15860.1, SMTH1_15870.1
OG0007345	KAK4470418.1	SMTH1_85810.1
OG0007346	KAK4467932.1	SMTH1_103010.1
OG0007347	KAK4474970.1	SMTH1_19870.1
OG0007348	KAK4475542.1	SMTH1_290.1
OG0007349	KAK4475996.1	SMTH1_1490.1
OG0007350	KAK4469320.1	SMTH1_54300.1
OG0007351	KAK4474397.1	SMTH1_15800.1
OG0007352	KAK4469778.1	SMTH1_63300.1
OG0007353	KAK4472844.1	SMTH1_28750.1
OG0007355	KAK4476046.1	SMTH1_7890.3, SMTH1_7890.2, SMTH1_7890.1
OG0007356	KAK4474900.1	SMTH1_19090.1
OG0007357	KAK4475550.1	SMTH1_3190.1
OG0007358	KAK4476114.1	SMTH1_8940.1
OG0007359	KAK4468887.1	SMTH1_95540.1
OG0007361	KAK4469105.1	SMTH1_52730.1
OG0007362	KAK4469113.1	SMTH1_52860.1
OG0007363	KAK4470899.1	SMTH1_87820.1
OG0007364	KAK4473840.1	SMTH1_41270.1
OG0007365	KAK4471097.1	SMTH1_64940.1
OG0007366	KAK4471380.1	SMTH1_70080.1
OG0007367	KAK4471950.1	SMTH1_68040.1, SMTH1_68050.1
OG0007369	KAK4467901.1	SMTH1_104130.1, SMTH1_104120.1
OG0007370	KAK4470287.1	SMTH1_80980.1, SMTH1_80980.2
OG0007371	KAK4467596.1	SMTH1_103470.1
OG0007372	KAK4475650.1	SMTH1_4310.2, SMTH1_4310.1
OG0007373	KAK4468015.1	SMTH1_93130.1
OG0007374	KAK4468497.1	SMTH1_100320.1
OG0007375	KAK4468081.1	SMTH1_91070.1
OG0007376	KAK4468213.1	SMTH1_92170.1, SMTH1_92170.2
OG0007377	KAK4468390.1	SMTH1_96980.1, SMTH1_96980.2
OG0007378	KAK4468466.1	SMTH1_101680.1
OG0007379	KAK4468625.1	SMTH1_100600.1
OG0007380	KAK4469400.1	SMTH1_56150.1
OG0007381	KAK4469440.1	SMTH1_56540.1
OG0007382	KAK4470210.1	SMTH1_80260.3, SMTH1_80260.2, SMTH1_80260.1
OG0007383	KAK4470687.1	SMTH1_84750.1
OG0007384	KAK4472222.1	SMTH1_28050.1, SMTH1_28050.2
OG0007385	KAK4472614.1	SMTH1_35250.1
OG0007386	KAK4473100.1	SMTH1_31200.1
OG0007387	KAK4473326.1	SMTH1_46230.1, SMTH1_46220.1
OG0007388	KAK4473455.1	SMTH1_47030.1
OG0007389	KAK4474510.1	SMTH1_15610.1
OG0007390	KAK4474753.1	SMTH1_15200.1
OG0007391	KAK4474834.1	SMTH1_18380.1, SMTH1_18390.1
OG0007392	KAK4475240.1	SMTH1_17330.1
OG0007393	KAK4475653.1, KAK4475651.1	SMTH1_4320.1
OG0007394	KAK4475692.1	SMTH1_4720.1, SMTH1_4700.1
OG0007414	KAK4474752.1	SMTH1_15190.1
OG0007415	KAK4473772.1	SMTH1_49330.1
OG0007416	KAK4469831.1, KAK4469830.1	SMTH1_61340.1
OG0007417	KAK4474265.1	SMTH1_11860.1
OG0007418	KAK4470409.1	SMTH1_85860.1
OG0007419	KAK4475821.1	SMTH1_6380.1
OG0007420	KAK4475117.1	SMTH1_21130.1
OG0007421	KAK4467843.1	SMTH1_103880.1
OG0007422	KAK4474958.1	SMTH1_19730.1
OG0007423	KAK4474957.1	SMTH1_19720.1
