Orthogroup	s.mekongi	schistosoma_rodhaini
OG0007416	KAK4469831.1, KAK4469830.1	SRDH2_56160.1
OG0007417	KAK4474265.1	SRDH2_10830.1, SRDH2_10870.1
OG0007418	KAK4470409.1	SRDH2_79120.1
OG0007419	KAK4475821.1	SRDH2_5660.1
OG0007420	KAK4475117.1	SRDH2_19520.1
OG0007421	KAK4467843.1	SRDH2_96910.1
OG0007422	KAK4474958.1	SRDH2_18310.1
OG0007423	KAK4474957.1	SRDH2_18300.1
OG0007424	KAK4473477.1	SRDH2_42740.1
OG0007425	KAK4469795.1	SRDH2_47270.1
OG0007426	KAK4468639.1	SRDH2_93490.1
OG0007427	KAK4468539.1	SRDH2_92720.1
OG0007428	KAK4475076.1	SRDH2_19920.1
OG0007429	KAK4474328.1	SRDH2_23250.1
OG0007430	KAK4469110.1	SRDH2_48130.1
OG0007432	KAK4469563.1	SRDH2_49100.1
OG0007433	KAK4471470.1	SRDH2_67660.1
OG0007434	KAK4471467.1	SRDH2_67640.1
OG0007435	KAK4471216.1	SRDH2_67470.1
OG0007436	KAK4473281.1	SRDH2_41750.1
OG0007437	KAK4469908.1	SRDH2_55220.1
OG0007438	KAK4476313.1	SRDH2_9950.1
OG0007439	KAK4474936.1	SRDH2_18020.1
OG0007440	KAK4468324.1	SRDH2_83410.1
OG0007441	KAK4471901.1	SRDH2_62350.1
OG0007442	KAK4472726.1	SRDH2_31010.1
OG0007444	KAK4472057.1	SRDH2_60990.1
OG0007445	KAK4474135.1	SRDH2_32720.1
OG0007446	KAK4474671.1	SRDH2_14750.1
OG0007447	KAK4467320.1	SRDH2_35780.1
OG0007448	KAK4474028.1	SRDH2_33870.1
OG0007450	KAK4471634.1	SRDH2_69320.1
OG0007451	KAK4474385.1	SRDH2_920.1
OG0007452	KAK4472271.1	SRDH2_35980.1
OG0007453	KAK4470748.1	SRDH2_79380.1
OG0007454	KAK4472525.1	SRDH2_34510.1
OG0007455	KAK4471604.1	SRDH2_69000.1
OG0007456	KAK4476137.1	SRDH2_8290.1
OG0007457	KAK4472428.1	SRDH2_29990.1
OG0007458	KAK4474097.1	SRDH2_33140.1
OG0007459	KAK4474423.1	SRDH2_13780.1
OG0007460	KAK4469329.1	SRDH2_52800.1
OG0007461	KAK4470764.1	SRDH2_79540.1
OG0007462	KAK4473121.1	SRDH2_28340.1
OG0007463	KAK4470639.1	SRDH2_75810.1
OG0007464	KAK4473456.1	SRDH2_42550.1
OG0007466	KAK4472734.1	SRDH2_30940.1
OG0007467	KAK4469053.1	SRDH2_57240.1
OG0007468	KAK4470816.1	SRDH2_80100.1
OG0007469	KAK4470259.1	SRDH2_73260.1
OG0007470	KAK4470754.1	SRDH2_79450.1
OG0007472	KAK4473791.1	SRDH2_38950.1
OG0007473	KAK4472999.1	SRDH2_28580.1
OG0007474	KAK4473385.1	SRDH2_23530.1
OG0007475	KAK4472289.1	SRDH2_35800.1
OG0007476	KAK4470118.1	SRDH2_74600.1
OG0007477	KAK4468966.1	SRDH2_50560.1
OG0007480	KAK4468940.1	SRDH2_93670.1
OG0007481	KAK4471770.1	SRDH2_63660.1, SRDH2_63660.2
OG0007482	KAK4469343.1	SRDH2_47030.1
OG0007483	KAK4473805.1	SRDH2_44610.1
OG0007484	KAK4471249.1	SRDH2_70830.1
OG0007485	KAK4471129.1	SRDH2_58910.1
OG0007486	KAK4470092.1	SRDH2_71550.1
OG0007487	KAK4470555.1	SRDH2_72540.1
OG0007488	KAK4469326.1	SRDH2_49290.1
OG0007489	KAK4469775.1, KAK4469776.1	SRDH2_56900.1
OG0007490	KAK4468796.1	SRDH2_90250.1
OG0007491	KAK4469928.1	SRDH2_54300.1
OG0007492	KAK4467969.1	SRDH2_86680.1
OG0007493	KAK4472832.1	SRDH2_28970.1
OG0007494	KAK4475067.1	SRDH2_20030.1
OG0007495	KAK4470512.1	SRDH2_77640.1
OG0007496	KAK4471087.1	SRDH2_66900.1
OG0007497	KAK4469984.1	SRDH2_57160.1
OG0007499	KAK4469917.1	SRDH2_54170.2, SRDH2_54170.1
OG0007500	KAK4474182.1	SRDH2_32220.1
OG0007501	KAK4469889.1	SRDH2_47400.1
OG0007502	KAK4475423.1	SRDH2_23140.1
OG0007503	KAK4469260.1	SRDH2_50040.1
OG0007504	KAK4475618.1	SRDH2_250.1
OG0007505	KAK4469071.1	SRDH2_47680.1
OG0007506	KAK4467814.1	SRDH2_99100.1
OG0007507	KAK4472082.1	SRDH2_60490.1
OG0007508	KAK4470929.1	SRDH2_81210.1
OG0007509	KAK4475782.1	SRDH2_720.1
OG0007510	KAK4471394.1, KAK4471395.1	SRDH2_64750.1
OG0007511	KAK4469580.1	SRDH2_46080.1
OG0007512	KAK4469547.1	SRDH2_46780.1
OG0007513	KAK4472479.1	SRDH2_30590.1
OG0007514	KAK4470906.1	SRDH2_80960.1
OG0007515	KAK4468878.1	SRDH2_89030.1
OG0007516	KAK4473591.1	SRDH2_45820.1
OG0007517	KAK4472921.1	SRDH2_27530.1
OG0007518	KAK4472416.1	SRDH2_44480.1
OG0007520	KAK4473099.1	SRDH2_28550.1
OG0007521	KAK4472922.1	SRDH2_27540.1
OG0007523	KAK4474650.1	SRDH2_14560.1
OG0007524	KAK4470369.1	SRDH2_76690.1
OG0007525	KAK4471018.1	SRDH2_82290.1
OG0007526	KAK4473235.1	SRDH2_25660.1
OG0007527	KAK4470185.1	SRDH2_73800.1
OG0007528	KAK4472816.1	SRDH2_29250.1
OG0007529	KAK4474829.1	SRDH2_17000.1
OG0007530	KAK4473869.1	SRDH2_37460.1
OG0007531	KAK4472392.1	SRDH2_34830.1
OG0007532	KAK4472019.1	SRDH2_61130.1
OG0007533	KAK4474402.1	SRDH2_11540.1, SRDH2_11540.2
OG0007534	KAK4474776.1	SRDH2_360.1
OG0007535	KAK4468432.1	SRDH2_94110.1
OG0007538	KAK4474897.1	SRDH2_17670.1
OG0007539	KAK4475505.1	SRDH2_22010.1
OG0007540	KAK4468581.1	SRDH2_93170.1
OG0007541	KAK4475933.1	SRDH2_1390.1
OG0007543	KAK4474556.1	SRDH2_11600.1
OG0007544	KAK4472316.1	SRDH2_35510.1
OG0007545	KAK4468088.1	SRDH2_87910.1
OG0007546	KAK4469303.1	SRDH2_49500.1
OG0007547	KAK4474447.1	SRDH2_850.1
OG0007549	KAK4472511.1	SRDH2_34650.1
OG0007550	KAK4471360.1	SRDH2_69810.1, SRDH2_69810.2
OG0007551	KAK4471139.1	SRDH2_59170.1, SRDH2_59170.2
OG0007552	KAK4473047.1	SRDH2_28000.1
OG0007553	KAK4475469.1	SRDH2_22310.1
OG0007554	KAK4472798.1	SRDH2_29270.1
OG0007555	KAK4472314.1	SRDH2_35530.1
OG0007558	KAK4472318.1	SRDH2_35490.1
OG0007560	KAK4473621.1	SRDH2_40920.1
OG0007561	KAK4473192.1	SRDH2_25270.1
OG0007562	KAK4470914.1	SRDH2_81100.1
OG0007563	KAK4468365.1	SRDH2_84050.1
OG0007564	KAK4470540.1	SRDH2_77320.1
OG0007565	KAK4473332.1	SRDH2_23860.1
OG0007566	KAK4471545.1	SRDH2_68270.1
OG0007568	KAK4475535.1	SRDH2_2660.1
OG0007569	KAK4474717.1	SRDH2_15300.1
OG0007570	KAK4473305.1	SRDH2_41770.1
OG0007571	KAK4468693.1	SRDH2_91140.1
OG0007572	KAK4470464.1	SRDH2_76370.1
OG0007573	KAK4472061.1	SRDH2_60620.1
OG0007574	KAK4468506.1	SRDH2_92420.1
OG0007575	KAK4470455.1	SRDH2_76450.1
OG0007576	KAK4475421.1	SRDH2_23120.1
OG0007577	KAK4470957.1	SRDH2_81500.1
OG0007578	KAK4468753.1	SRDH2_90590.1
OG0007579	KAK4474362.1	SRDH2_10020.1, SRDH2_10020.2
OG0007580	KAK4473430.1	SRDH2_45660.1
OG0007581	KAK4468579.1	SRDH2_93130.1
OG0007582	KAK4475224.1	SRDH2_18530.1
OG0007584	KAK4471506.1	SRDH2_70030.1
OG0007587	KAK4473053.1	SRDH2_24730.1
OG0007588	KAK4473238.1	SRDH2_25750.1
OG0007589	KAK4469970.1	SRDH2_47500.1
OG0007593	KAK4474692.1	SRDH2_1570.1, SRDH2_1570.2
OG0007594	KAK4469218.1	SRDH2_50450.1
OG0007595	KAK4474055.1	SRDH2_33560.1
OG0007596	KAK4469961.1	SRDH2_57580.1
OG0007597	KAK4468730.1	SRDH2_89690.1
OG0007598	KAK4468629.1	SRDH2_93480.1
OG0007599	KAK4468736.1	SRDH2_89720.1
OG0007600	KAK4469930.1	SRDH2_54320.1
OG0007601	KAK4471016.1	SRDH2_82270.1
OG0007602	KAK4470829.1	SRDH2_80230.1
OG0007604	KAK4472521.1	SRDH2_34540.1
OG0007605	KAK4474189.1	SRDH2_32150.1
OG0007606	KAK4471296.1	SRDH2_65480.1
OG0007607	KAK4472073.1	SRDH2_60550.1
OG0007608	KAK4471197.1	SRDH2_70770.1
OG0007609	KAK4467937.1	SRDH2_96080.1
OG0007610	KAK4470250.1	SRDH2_73360.1
OG0007611	KAK4469888.1	SRDH2_46110.1
OG0007613	KAK4469060.1	SRDH2_47570.1
OG0007614	KAK4469106.1	SRDH2_48080.1
OG0007615	KAK4473259.1	SRDH2_41730.1
OG0007616	KAK4476108.1	SRDH2_8110.1, SRDH2_8110.2
OG0007617	KAK4469363.1	SRDH2_54580.1
OG0007618	KAK4469210.1	SRDH2_50530.1
OG0007619	KAK4467673.1	SRDH2_98670.1
OG0007620	KAK4467946.1	SRDH2_97300.1
OG0007621	KAK4468310.1	SRDH2_84470.1
OG0007622	KAK4468452.1	SRDH2_94320.1, SRDH2_94320.2
OG0007623	KAK4468476.1	SRDH2_94430.1, SRDH2_94720.1, SRDH2_94470.1
OG0007624	KAK4468806.1	SRDH2_90340.1
OG0007625	KAK4469533.1	SRDH2_52970.1
OG0007626	KAK4469806.1	SRDH2_56570.1
OG0007627	KAK4469842.1	SRDH2_56010.1
OG0007628	KAK4469969.1	SRDH2_57700.1
OG0007629	KAK4471362.1	SRDH2_69740.1, SRDH2_69740.2
OG0007630	KAK4471454.1	SRDH2_65630.1
OG0007631	KAK4471708.1	SRDH2_64130.1, SRDH2_64130.2
OG0007632	KAK4471946.1	SRDH2_62730.1, SRDH2_62730.2
OG0007633	KAK4472883.1	SRDH2_26670.1
OG0007634	KAK4473506.1	SRDH2_43000.1, SRDH2_43000.4, SRDH2_43000.3, SRDH2_43000.2, SRDH2_43000.5
OG0007635	KAK4473813.1	SRDH2_38700.1, SRDH2_38700.2, SRDH2_38700.3
OG0007636	KAK4473958.1	SRDH2_38610.1
OG0007637	KAK4473980.1	SRDH2_34330.1
OG0007638	KAK4474222.1	SRDH2_6450.1
OG0007639	KAK4474451.1	SRDH2_14040.1
OG0007640	KAK4474894.1	SRDH2_17640.1
OG0007641	KAK4475199.1	SRDH2_18800.1
OG0007642	KAK4476117.1	SRDH2_8160.1, SRDH2_8160.3, SRDH2_8160.4, SRDH2_8160.2, SRDH2_8160.5
OG0007667	KAK4468511.1	SRDH2_92450.1
OG0007669	KAK4471492.1	SRDH2_70500.1
OG0007670	KAK4475851.1	SRDH2_5330.1
OG0007671	KAK4475724.1	SRDH2_4440.1
OG0007672	KAK4474825.1	SRDH2_16960.1
OG0007673	KAK4468470.1	SRDH2_93340.2, SRDH2_93340.1
OG0007674	KAK4468042.1	SRDH2_85950.1
OG0007675	KAK4472900.1	SRDH2_28920.1
OG0007677	KAK4472434.1	SRDH2_30080.1
OG0007680	KAK4469372.1	SRDH2_50730.1
OG0007681	KAK4467627.1	SRDH2_98120.1
OG0007682	KAK4468921.1	SRDH2_95070.1
OG0007683	KAK4469593.1	SRDH2_48840.1
OG0007684	KAK4470656.1	SRDH2_76020.1
OG0007685	KAK4475409.1	SRDH2_100090.1, SRDH2_420.1
OG0007686	KAK4469567.1	SRDH2_49050.1
OG0007689	KAK4476309.1	SRDH2_9990.1
OG0007690	KAK4468861.1	SRDH2_88870.1
OG0007691	KAK4472094.1	SRDH2_60430.1
OG0007692	KAK4474527.1	SRDH2_11970.1
OG0007694	KAK4471979.1	SRDH2_63040.1
OG0007696	KAK4472103.1	SRDH2_60340.1
OG0007697	KAK4473628.1	SRDH2_40860.1
OG0007698	KAK4469976.1	SRDH2_57620.1
OG0007699	KAK4471553.1	SRDH2_71150.1
OG0007700	KAK4475355.1	SRDH2_21320.1
OG0007701	KAK4469183.1	SRDH2_54750.1
OG0007703	KAK4473855.1	SRDH2_37620.1
OG0007705	KAK4471101.1	SRDH2_59940.1
OG0007707	KAK4473682.1	SRDH2_40130.1
OG0007708	KAK4475307.1	SRDH2_15820.1
OG0007709	KAK4471588.1	SRDH2_68840.1
OG0007711	KAK4470553.1	SRDH2_77230.1
OG0007712	KAK4470348.1	SRDH2_76970.1
OG0007714	KAK4473675.1	SRDH2_40200.1
OG0007715	KAK4472292.1	SRDH2_35760.1
OG0007716	KAK4470833.1	SRDH2_80280.1
OG0007717	KAK4468204.1	SRDH2_85490.1
OG0007719	KAK4470281.1	SRDH2_72920.1
OG0007720	KAK4472236.1, KAK4474209.1	SRDH2_36270.1
OG0007721	KAK4469263.1	SRDH2_50000.1
OG0007722	KAK4468519.1	SRDH2_92520.1
OG0007723	KAK4476195.1	SRDH2_8890.1
OG0007727	KAK4470551.1	SRDH2_77250.1
OG0007729	KAK4469216.1	SRDH2_50460.1
OG0007730	KAK4476049.1	SRDH2_6900.1
OG0007731	KAK4472615.1	SRDH2_36800.1
OG0007732	KAK4473540.1	SRDH2_43440.1
OG0007733	KAK4468444.1	SRDH2_94250.1
OG0007734	KAK4472951.1	SRDH2_27220.1
OG0007735	KAK4468154.1	SRDH2_88340.1
OG0007736	KAK4472845.1	SRDH2_26330.1
OG0007737	KAK4468460.1	SRDH2_94380.1
OG0007738	KAK4475195.1	SRDH2_18810.1
OG0007739	KAK4474515.1	SRDH2_13190.1
OG0007740	KAK4475878.1	SRDH2_5760.1
OG0007741	KAK4475549.1	SRDH2_102390.1
OG0007743	KAK4471421.1	SRDH2_64960.1
OG0007745	KAK4469848.1	SRDH2_55960.1, SRDH2_55960.2
OG0007746	KAK4473322.1	SRDH2_23940.2
OG0007747	KAK4468898.1	SRDH2_88580.1
OG0007748	KAK4469981.1	SRDH2_47490.1
OG0007749	KAK4470195.1	SRDH2_72230.1
OG0007750	KAK4474859.1	SRDH2_17350.1
OG0007751	KAK4470054.1	SRDH2_82320.1
OG0007752	KAK4473069.1	SRDH2_24580.1
OG0007753	KAK4475958.1	SRDH2_7710.1
OG0007754	KAK4473450.1	SRDH2_45680.1
OG0007756	KAK4471327.1	SRDH2_66480.1
OG0007757	KAK4469645.1, KAK4467277.1	SRDH2_52250.1
OG0007759	KAK4474413.1	SRDH2_11480.1
OG0007760	KAK4470312.1	SRDH2_72650.1
OG0007762	KAK4469238.1	SRDH2_47140.1
OG0007763	KAK4473584.1	SRDH2_43920.1
OG0007764	KAK4475310.1	SRDH2_15850.1
OG0007765	KAK4473518.1	SRDH2_43200.1
OG0007768	KAK4475752.1	SRDH2_4660.1
OG0007769	KAK4467817.1	SRDH2_99670.1, SRDH2_99670.2
OG0007770	KAK4473949.1	SRDH2_38520.1
OG0007771	KAK4469132.1	SRDH2_48330.1, SRDH2_48330.2
OG0007774	KAK4470794.1	SRDH2_79910.1
OG0007775	KAK4470042.1	SRDH2_80890.1
OG0007776	KAK4470926.1	SRDH2_81190.1
OG0007777	KAK4470695.1	SRDH2_78140.1
OG0007778	KAK4474151.1	SRDH2_32550.1
OG0007780	KAK4473792.1	SRDH2_38930.1
OG0007782	KAK4472311.1, KAK4472312.1	SRDH2_35550.1
OG0007783	KAK4468139.1	SRDH2_85650.1
OG0007784	KAK4469946.1	SRDH2_57080.1
OG0007785	KAK4468764.1	SRDH2_90700.1
OG0007789	KAK4468239.1	SRDH2_85050.1
OG0007790	KAK4467999.1	SRDH2_83860.1
OG0007791	KAK4471587.1	SRDH2_68830.1
OG0007792	KAK4468942.1	SRDH2_93680.1
OG0007793	KAK4475600.1	SRDH2_3240.1
OG0007794	KAK4474819.1	SRDH2_16910.1
OG0007795	KAK4471955.1	SRDH2_62810.1
OG0007796	KAK4471889.1	SRDH2_62240.1, SRDH2_62240.2
OG0007797	KAK4472287.1	SRDH2_35810.1
OG0007798	KAK4467377.1, KAK4475808.1	SRDH2_5150.1, SRDH2_5120.1
OG0007799	KAK4475642.1, KAK4467401.1	SRDH2_3720.1, SRDH2_3720.2
OG0007800	KAK4467582.1, KAK4475843.1	SRDH2_5450.1
OG0007801	KAK4467616.1	SRDH2_97220.1
OG0007802	KAK4467948.1	SRDH2_97280.1
OG0007803	KAK4468128.1	SRDH2_86990.1
OG0007804	KAK4468332.1	SRDH2_83490.1
OG0007805	KAK4468829.1	SRDH2_90450.1
OG0007806	KAK4468943.1	SRDH2_93700.1, SRDH2_93700.2
OG0007807	KAK4469122.1	SRDH2_48230.1
OG0007808	KAK4469824.1	SRDH2_56220.1
OG0007809	KAK4470439.1	SRDH2_78790.1, SRDH2_78790.2, SRDH2_78790.3
OG0007810	KAK4470562.1	SRDH2_75070.1, SRDH2_75070.2
OG0007811	KAK4470901.1	SRDH2_80920.1
OG0007812	KAK4470903.1, KAK4470905.1	SRDH2_80940.1
OG0007813	KAK4471236.1	SRDH2_65800.1
OG0007814	KAK4471315.1	SRDH2_65260.1
OG0007815	KAK4471378.1	SRDH2_69470.1, SRDH2_69490.1
OG0007816	KAK4471816.1	SRDH2_63250.1
OG0007817	KAK4471819.1	SRDH2_61400.1
OG0007818	KAK4472895.1	SRDH2_26590.1
OG0007819	KAK4473027.1	SRDH2_27710.1
OG0007820	KAK4473420.1	SRDH2_45650.1
OG0007821	KAK4473650.1	SRDH2_45490.1
OG0007822	KAK4473916.1	SRDH2_31890.1
OG0007823	KAK4473959.1	SRDH2_38620.1
OG0007824	KAK4474109.1	SRDH2_45000.1
OG0007825	KAK4475108.1	SRDH2_19620.1
OG0007826	KAK4475192.1	SRDH2_18840.1
OG0007827	KAK4475499.1, KAK4476053.1	SRDH2_102210.1, SRDH2_21810.1
OG0007847	KAK4467610.1	SRDH2_96020.1
OG0007848	KAK4471338.1	SRDH2_66640.1
OG0007850	KAK4469786.1	SRDH2_47260.1
OG0007853	KAK4472622.1	SRDH2_36850.1
OG0007854	KAK4470404.1	SRDH2_79180.1
OG0007858	KAK4469595.1	SRDH2_48800.1
OG0007859	KAK4473718.1	SRDH2_39740.1
OG0007860	KAK4469261.1	SRDH2_50030.1, SRDH2_50030.2, SRDH2_50030.3
OG0007861	KAK4475028.1	SRDH2_20510.1
OG0007862	KAK4471603.1	SRDH2_68990.1
OG0007868	KAK4473676.1	SRDH2_40190.1
OG0007869	KAK4471103.1	SRDH2_59920.1
OG0007870	KAK4473437.1	SRDH2_42310.1
OG0007871	KAK4476264.1	SRDH2_10770.1
OG0007873	KAK4475578.1	SRDH2_3060.1
OG0007874	KAK4469878.1	SRDH2_55460.2, SRDH2_55460.1
OG0007876	KAK4469028.1	SRDH2_57440.1
OG0007879	KAK4475862.1	SRDH2_640.1
OG0007882	KAK4469465.1	SRDH2_51970.1
OG0007884	KAK4468733.1	SRDH2_89750.1
OG0007885	KAK4468027.1	SRDH2_86110.1
OG0007886	KAK4475506.1	SRDH2_22020.1
OG0007887	KAK4470990.1	SRDH2_81960.1
OG0007890	KAK4472797.1	SRDH2_29280.1
OG0007891	KAK4471297.1	SRDH2_65470.1
OG0007892	KAK4468626.1	SRDH2_92150.1
OG0007893	KAK4474005.1	SRDH2_34070.1
OG0007895	KAK4469386.1	SRDH2_46970.1
OG0007896	KAK4473239.1	SRDH2_25760.1
OG0007902	KAK4474902.1	SRDH2_17730.1
OG0007904	KAK4476279.1	SRDH2_10960.1
OG0007907	KAK4473922.1	SRDH2_31930.1
OG0007908	KAK4470047.1	SRDH2_82220.1
OG0007909	KAK4470925.1	SRDH2_81180.1
OG0007911	KAK4468235.1	SRDH2_85110.1
OG0007912	KAK4473836.1	SRDH2_37800.1
OG0007913	KAK4473087.1	SRDH2_41520.2, SRDH2_41520.1
OG0007915	KAK4471209.1	SRDH2_67390.1
OG0007918	KAK4475704.1	SRDH2_4260.1
OG0007919	KAK4474511.1	SRDH2_13240.1
OG0007920	KAK4470989.1	SRDH2_81950.1
OG0007921	KAK4468516.1	SRDH2_92490.1
OG0007922	KAK4472116.1	SRDH2_60120.1
OG0007923	KAK4471292.1	SRDH2_65510.1
OG0007924	KAK4472099.1	SRDH2_60370.1
OG0007925	KAK4470624.1	SRDH2_75680.1
OG0007926	KAK4475190.1, KAK4475191.1	SRDH2_18850.1
OG0007927	KAK4470755.1	SRDH2_79460.1
OG0007928	KAK4474353.1	SRDH2_460.1
OG0007929	KAK4470501.1	SRDH2_77750.1
OG0007930	KAK4475877.1, KAK4475734.1, KAK4467518.1, KAK4475735.1	SRDH2_4540.1
OG0007931	KAK4467786.1	SRDH2_98870.1
OG0007932	KAK4468447.1	SRDH2_94280.1
OG0007933	KAK4468814.1	SRDH2_89290.1
OG0007934	KAK4468828.1	SRDH2_90460.1
OG0007935	KAK4469075.1	SRDH2_47710.1
OG0007936	KAK4469207.1	SRDH2_47170.1
OG0007937	KAK4469212.1	SRDH2_50510.1
OG0007938	KAK4469428.1	SRDH2_51510.1, SRDH2_51510.2
OG0007939	KAK4469443.1	SRDH2_51650.1
OG0007941	KAK4469689.1	SRDH2_53710.1
OG0007942	KAK4470534.1	SRDH2_77440.1
OG0007943	KAK4470954.1	SRDH2_81470.1
OG0007944	KAK4471257.1	SRDH2_66030.1
OG0007945	KAK4471489.1	SRDH2_70700.1
OG0007946	KAK4471804.1	SRDH2_70720.1
OG0007947	KAK4472602.1	SRDH2_36690.1
OG0007948	KAK4472744.1	SRDH2_29800.1
OG0007949	KAK4472966.1	SRDH2_27020.1
OG0007950	KAK4473054.1	SRDH2_24740.1, SRDH2_24740.3, SRDH2_24740.2
OG0007951	KAK4473075.1	SRDH2_41510.1
OG0007952	KAK4473230.1	SRDH2_41690.1
OG0007953	KAK4473251.1	SRDH2_25870.1
OG0007955	KAK4473426.1	SRDH2_42170.1
OG0007956	KAK4473527.1	SRDH2_43280.1
OG0007957	KAK4473583.1	SRDH2_43860.1
OG0007958	KAK4473587.1	SRDH2_43950.1
OG0007959	KAK4473593.1	SRDH2_41270.1
OG0007960	KAK4473892.1, KAK4473891.1	SRDH2_37210.1
OG0007961	KAK4473956.1	SRDH2_38580.1
OG0007962	KAK4474261.1	SRDH2_9310.2, SRDH2_9310.3, SRDH2_9310.4, SRDH2_9310.6, SRDH2_9310.5, SRDH2_9310.1
OG0007963	KAK4475193.1	SRDH2_18830.1, SRDH2_18830.2
OG0007964	KAK4475875.1	SRDH2_5170.1
OG0007965	KAK4475907.1	SRDH2_6070.1
OG0007992	KAK4473928.1	SRDH2_44740.1
OG0007993	KAK4470168.1	SRDH2_73980.1
OG0007994	KAK4471225.1	SRDH2_67560.1
OG0007996	KAK4473427.1	SRDH2_42190.1
OG0007999	KAK4475525.1	SRDH2_2480.1
OG0008003	KAK4474651.1	SRDH2_1530.1
OG0008004	KAK4474749.1	SRDH2_12740.1
OG0008010	KAK4476202.1	SRDH2_9360.1
OG0008011	KAK4476194.1	SRDH2_8880.1
OG0008014	KAK4476209.1	SRDH2_9440.1
OG0008015	KAK4471509.1	SRDH2_70070.1
OG0008016	KAK4474326.1	SRDH2_23030.1
OG0008017	KAK4468193.1	SRDH2_86910.1
OG0008018	KAK4475167.1	SRDH2_19040.1
OG0008019	KAK4474138.1	SRDH2_32690.1
OG0008022	KAK4472580.1	SRDH2_36500.1
OG0008024	KAK4475386.1	SRDH2_2290.1
OG0008028	KAK4469454.1	SRDH2_51840.1, SRDH2_51860.1
OG0008029	KAK4472172.1	SRDH2_32900.1
OG0008031	KAK4473273.1	SRDH2_26060.1
OG0008032	KAK4472916.1	SRDH2_27490.1
OG0008033	KAK4468997.1	SRDH2_101520.1, SRDH2_92280.1
OG0008037	KAK4469265.1	SRDH2_49980.1
OG0008038	KAK4473992.1	SRDH2_44820.1
OG0008039	KAK4473620.1	SRDH2_40950.1, SRDH2_40940.1
OG0008041	KAK4475504.1	SRDH2_22000.1
OG0008042	KAK4468537.1	SRDH2_92690.1
OG0008043	KAK4470503.1	SRDH2_77730.1
OG0008044	KAK4472674.1	SRDH2_31480.1
OG0008045	KAK4474027.1	SRDH2_33880.1
OG0008046	KAK4467321.1	SRDH2_35790.1
OG0008047	KAK4471372.1	SRDH2_69550.1
OG0008048	KAK4471880.1	SRDH2_62010.1
OG0008052	KAK4468468.1	SRDH2_94560.1
OG0008053	KAK4472372.1	SRDH2_35020.1
OG0008054	KAK4470458.1	SRDH2_76420.1
OG0008055	KAK4474723.1	SRDH2_15210.1
OG0008056	KAK4472035.1	SRDH2_60770.1
OG0008057	KAK4470342.1	SRDH2_77030.1
OG0008058	KAK4468634.1	SRDH2_92040.1
OG0008059	KAK4471820.1	SRDH2_61420.1
OG0008060	KAK4475626.1	SRDH2_3330.1
OG0008061	KAK4468643.1	SRDH2_93250.1, SRDH2_93240.1
OG0008063	KAK4467447.1	SRDH2_66540.1, SRDH2_66550.1
OG0008064	KAK4467645.1	SRDH2_98300.1
OG0008065	KAK4467792.1	SRDH2_98920.1
OG0008066	KAK4467962.1	SRDH2_87760.1
OG0008067	KAK4468101.1	SRDH2_98940.1
OG0008068	KAK4468462.1, KAK4468463.1	SRDH2_94660.1
OG0008069	KAK4468485.1	SRDH2_94810.1
OG0008070	KAK4468821.1	SRDH2_90510.2, SRDH2_90510.1
OG0008071	KAK4468914.1	SRDH2_95500.1
OG0008072	KAK4468973.1	SRDH2_52760.1
OG0008073	KAK4470151.1	SRDH2_72180.1
OG0008074	KAK4470248.1	SRDH2_73370.1
OG0008075	KAK4470654.1	SRDH2_75970.1
OG0008076	KAK4470792.1	SRDH2_79880.1
OG0008077	KAK4470862.1	SRDH2_80520.1
OG0008078	KAK4470975.1	SRDH2_81670.1
OG0008079	KAK4471466.1	SRDH2_67620.1
OG0008080	KAK4471582.1	SRDH2_68750.1, SRDH2_68760.1
OG0008081	KAK4471583.1	SRDH2_68770.1
OG0008082	KAK4471956.1	SRDH2_62830.1
OG0008083	KAK4472098.1	SRDH2_60380.1
OG0008084	KAK4472360.1	SRDH2_35120.1
OG0008085	KAK4472437.1	SRDH2_44460.1, SRDH2_44460.2, SRDH2_44460.3
OG0008086	KAK4472447.1	SRDH2_30250.1
OG0008089	KAK4473123.1	SRDH2_28320.1
OG0008090	KAK4473219.1	SRDH2_25500.1
OG0008091	KAK4473226.1	SRDH2_25570.1
OG0008092	KAK4473625.1	SRDH2_40890.1
OG0008093	KAK4474053.1	SRDH2_33570.1
OG0008094	KAK4474070.1	SRDH2_33420.1
OG0008095	KAK4474633.1	SRDH2_14400.1
OG0008096	KAK4474912.1	SRDH2_17860.1
OG0008097	KAK4475188.1	SRDH2_18870.1
OG0008098	KAK4475443.1	SRDH2_22520.1
OG0008100	KAK4475614.1	SRDH2_3410.1
OG0008101	KAK4476116.1	SRDH2_8150.1
OG0008102	KAK4476312.1	SRDH2_9960.1
OG0008132	KAK4475725.1	SRDH2_4450.1
OG0008134	KAK4473666.1	SRDH2_40330.1
OG0008135	KAK4470304.1	SRDH2_72740.1
OG0008137	KAK4472254.1	SRDH2_36100.1
OG0008143	KAK4471982.1	SRDH2_63090.1
OG0008146	KAK4471536.1	SRDH2_66810.1
OG0008148	KAK4469938.1	SRDH2_54940.1
OG0008150	KAK4470122.1	SRDH2_74740.1
OG0008154	KAK4471077.1	SRDH2_61760.1
OG0008155	KAK4469524.1	SRDH2_53030.1
OG0008161	KAK4476228.1	SRDH2_1010.1
OG0008162	KAK4475342.1	SRDH2_21220.1
