Orthogroup	s.mekongi	schistosoma_japonicum
OG0006160	KAK4474833.1	EWB00_002449.1, EWB00_002449.2, EWB00_002449.3
OG0006161	KAK4468090.1, KAK4468092.1	EWB00_000713
OG0006162	KAK4475131.1	EWB00_001047
OG0006163	KAK4474820.1	EWB00_003326.2
OG0006163	KAK4474820.1	EWB00_003326.4
OG0006164	KAK4474565.1	EWB00_003597.1, EWB00_003597.2
OG0006165	KAK4470938.1	EWB00_007920
OG0006166	KAK4469118.1	EWB00_006879
OG0006167	KAK4467994.1	EWB00_000148
OG0006168	KAK4468499.1	EWB00_008844.1, EWB00_008844.2
OG0006170	KAK4474729.1	EWB00_002680
OG0006171	KAK4475668.1	EWB00_009045
OG0006172	KAK4472589.1	EWB00_004909.1, EWB00_004909.2
OG0006173	KAK4475387.1	EWB00_005701.1, EWB00_005701.2
OG0006174	KAK4475094.1	EWB00_008814
OG0006175	KAK4468738.1	EWB00_007527
OG0006177	KAK4468782.1	EWB00_009272.1, EWB00_009272.2
OG0006178	KAK4468822.1	EWB00_008056
OG0006179	KAK4468953.1	EWB00_000192.1, EWB00_000192.2
OG0006180	KAK4469145.1	EWB00_007218
OG0006181	KAK4470935.1	EWB00_008192.1, EWB00_008192.2
OG0006183	KAK4472514.1	EWB00_005961
OG0006185	KAK4469615.1	EWB00_010767
OG0006186	KAK4467923.1	EWB00_007407.1, EWB00_007407.2
OG0006187	KAK4473522.1	EWB00_006385.1, EWB00_006385.2
OG0006188	KAK4473528.1	EWB00_006380, EWB00_006379
OG0006189	KAK4467793.1	EWB00_004789.1, EWB00_004789.2
OG0006190	KAK4467804.1	EWB00_006689
OG0006191	KAK4467879.1	EWB00_003763
OG0006192	KAK4468416.1	EWB00_005072
OG0006195	KAK4470192.1	EWB00_002772, EWB00_002773.1, EWB00_002773.2
OG0006196	KAK4470690.1	EWB00_010971
OG0006197	KAK4471366.1	EWB00_003988
OG0006198	KAK4472537.1	EWB00_005927, EWB00_005926, EWB00_005928
OG0006199	KAK4473029.1	EWB00_002848.3, EWB00_002848.2, EWB00_002848.1, EWB00_002848.4
OG0006200	KAK4473248.1	EWB00_000260.1, EWB00_000260.2
OG0006201	KAK4473297.1	EWB00_007062.1, EWB00_007062.2, EWB00_007062.3
OG0006202	KAK4473377.1	EWB00_007558
OG0006203	KAK4473578.1	EWB00_009248
OG0006204	KAK4473979.1	EWB00_004350
OG0006205	KAK4474316.1	EWB00_005420, EWB00_005421, EWB00_005422
OG0006206	KAK4474546.1	EWB00_009394
OG0006207	KAK4475002.1	EWB00_002511
OG0006208	KAK4475440.1	EWB00_007201.2, EWB00_007201.3, EWB00_007201.4, EWB00_007201.1
OG0006209	KAK4475532.1	EWB00_007892, EWB00_007891
OG0006210	KAK4476081.1	EWB00_002089
OG0006225	KAK4471643.1	EWB00_009821.5, EWB00_009821.1, EWB00_009821.3, EWB00_009821.4, EWB00_009821.2
OG0006226	KAK4476294.1	EWB00_008469
OG0006227	KAK4474539.1	EWB00_009400.1, EWB00_009400.2
OG0006228	KAK4472991.1	EWB00_008030
OG0006229	KAK4474761.1	EWB00_010280
OG0006230	KAK4467743.1	EWB00_002059, EWB00_002058
OG0006231	KAK4473626.1	EWB00_007814.1
OG0006233	KAK4473761.1	EWB00_009698.1, EWB00_009698.2
OG0006234	KAK4474507.1	EWB00_003702.1, EWB00_003702.3, EWB00_003702.4, EWB00_003702.2
OG0006236	KAK4471510.1	EWB00_010043
OG0006237	KAK4473660.1	EWB00_003927.1, EWB00_003927.2, EWB00_003927.3
OG0006238	KAK4472625.1	EWB00_002571
OG0006239	KAK4470408.1	EWB00_002007
OG0006240	KAK4468210.1	EWB00_004514
OG0006242	KAK4475281.1	EWB00_002326
OG0006243	KAK4472546.1	EWB00_004908
OG0006244	KAK4472018.1	EWB00_010082
OG0006246	KAK4468289.1	EWB00_006774.1, EWB00_006774.2, EWB00_006774.3
OG0006248	KAK4468408.1	EWB00_011407
OG0006249	KAK4469514.1	EWB00_000176
OG0006250	KAK4472378.1	EWB00_002136
OG0006251	KAK4474813.1	EWB00_003135
OG0006252	KAK4474188.1	EWB00_003393.1, EWB00_003393.2
OG0006253	KAK4468521.1	EWB00_004942
OG0006254	KAK4475397.1	EWB00_007197
OG0006255	KAK4474065.1	EWB00_004257
OG0006256	KAK4473699.1	EWB00_009258.2, EWB00_009258.1, EWB00_009258.3, EWB00_009258.4
OG0006257	KAK4467720.1	EWB00_000577
OG0006258	KAK4471618.1	EWB00_009853.1, EWB00_009853.2
OG0006259	KAK4468606.1	EWB00_004953, EWB00_004954
OG0006260	KAK4473007.1	EWB00_002869
OG0006261	KAK4470727.1	EWB00_011012
OG0006262	KAK4471496.1	EWB00_008926
OG0006263	KAK4467364.1	EWB00_009450.1, EWB00_009450.2
OG0006266	KAK4469445.1	EWB00_008417
OG0006269	KAK4469564.1	EWB00_010712.1, EWB00_010712.2
OG0006270	KAK4474815.1	EWB00_002470
OG0006271	KAK4475082.1	EWB00_008500
OG0006272	KAK4476311.1	EWB00_009183.1, EWB00_009183.2
OG0006273	KAK4473895.1	EWB00_000984
OG0006275	KAK4470076.1	EWB00_003493.1, EWB00_003493.2
OG0006276	KAK4468159.1	EWB00_009011
OG0006277	KAK4472524.1	EWB00_004904
OG0006278	KAK4468118.1	EWB00_004490
OG0006280	KAK4474428.1	EWB00_002196.1, EWB00_002196.2, EWB00_002196.3
OG0006281	KAK4472242.1	EWB00_003420.3, EWB00_003420.1, EWB00_003420.2
OG0006282	KAK4470781.1	EWB00_004564
OG0006283	KAK4473345.1	EWB00_004715
OG0006284	KAK4470247.1	EWB00_002712
OG0006285	KAK4469904.1	EWB00_008821, EWB00_008126
OG0006287	KAK4470623.1	EWB00_010925
OG0006288	KAK4470640.1	EWB00_011065
OG0006289	KAK4470767.1	EWB00_004552.1, EWB00_004552.2
OG0006290	KAK4471146.1	EWB00_003646, EWB00_008718
OG0006291	KAK4471813.1	EWB00_006587
OG0006292	KAK4471513.1	EWB00_009766
OG0006293	KAK4467832.1	EWB00_006656
OG0006294	KAK4473158.1	EWB00_001097
OG0006295	KAK4467651.1	EWB00_001441
OG0006297	KAK4472956.1	EWB00_005029.1, EWB00_005029.2
OG0006298	KAK4475196.1	EWB00_010194
OG0006299	KAK4475430.1	EWB00_007200
OG0006301	KAK4476018.1	EWB00_007789
OG0006302	KAK4469873.1	EWB00_002161.3, EWB00_002161.4, EWB00_002161.1, EWB00_002161.2
OG0006303	KAK4474640.1	EWB00_005641
OG0006306	KAK4474931.1	EWB00_006545
OG0006307	KAK4474117.1, KAK4474119.1	EWB00_006832
OG0006308	KAK4470559.1	EWB00_004527
OG0006309	KAK4470879.1	EWB00_001259
OG0006310	KAK4467625.1	EWB00_004782
OG0006312	KAK4470756.1	EWB00_008251.1, EWB00_008251.3, EWB00_008251.2
OG0006313	KAK4470031.1	EWB00_010946
OG0006314	KAK4470674.1	EWB00_000967
OG0006315	KAK4467941.1	EWB00_007435
OG0006316	KAK4471515.1	EWB00_009762.2, EWB00_009762.1
OG0006317	KAK4469380.1	EWB00_005359, EWB00_005360
OG0006318	KAK4469409.1	EWB00_004437.2, EWB00_004437.3, EWB00_004437.1, EWB00_004437.4
OG0006319	KAK4468502.1	EWB00_008847
OG0006320	KAK4472685.1	EWB00_007450
OG0006321	KAK4476296.1	EWB00_005676
OG0006322	KAK4469023.1	EWB00_008387
OG0006323	KAK4472277.1	EWB00_001757
OG0006324	KAK4475001.1	EWB00_002510.1, EWB00_002510.2, EWB00_002510.4
OG0006325	KAK4475885.1	EWB00_002042.1, EWB00_002042.2
OG0006326	KAK4467861.1	EWB00_009983
OG0006327	KAK4473194.1	EWB00_005247
OG0006328	KAK4471116.1	EWB00_005173
OG0006329	KAK4471621.1	EWB00_009847.1, EWB00_009847.2
OG0006330	KAK4468613.1	EWB00_000332
OG0006331	KAK4472021.1	EWB00_003856.1, EWB00_003856.2
OG0006333	KAK4471830.1	EWB00_007966
OG0006334	KAK4468246.1	EWB00_008782, EWB00_008784
OG0006334	KAK4468247.1	EWB00_008785
OG0006335	KAK4467646.1	EWB00_001435.1, EWB00_001435.2
OG0006336	KAK4475478.1	EWB00_002426, EWB00_002427, EWB00_010297, EWB00_010298
OG0006337	KAK4475237.1	EWB00_004817.1, EWB00_004817.2
OG0006339	KAK4474098.1	EWB00_006850
OG0006340	KAK4473588.1	EWB00_009202
OG0006341	KAK4469929.1	EWB00_007761
OG0006342	KAK4468182.1	EWB00_007305
OG0006343	KAK4471929.1	EWB00_011350
OG0006344	KAK4472850.1	EWB00_001699.2, EWB00_001699.1
OG0006345	KAK4470125.1	EWB00_006119
OG0006346	KAK4468823.1	EWB00_005078.1, EWB00_005078.2, EWB00_005078.3
OG0006347	KAK4473139.1	EWB00_001078.2, EWB00_001078.1, EWB00_001078.3
OG0006348	KAK4473389.1	EWB00_009905.1, EWB00_009905.2
OG0006349	KAK4476000.1	EWB00_009093.1, EWB00_009093.2, EWB00_009093.3
OG0006350	KAK4473838.1	EWB00_005600
OG0006352	KAK4474570.1	EWB00_009368
OG0006353	KAK4470087.1	EWB00_009435
OG0006354	KAK4470163.1	EWB00_007366
OG0006355	KAK4469137.1	EWB00_007227
OG0006356	KAK4470941.1	EWB00_002296
OG0006357	KAK4468024.1	EWB00_002181.1, EWB00_002181.2
OG0006358	KAK4474783.1	EWB00_003104
OG0006359	KAK4469668.1	EWB00_006783
OG0006360	KAK4467915.1	EWB00_008770.1, EWB00_008770.2, EWB00_008770.3
OG0006361	KAK4469875.1	EWB00_002156
OG0006362	KAK4475037.1	EWB00_010323
OG0006363	KAK4474399.1	EWB00_004631.1, EWB00_004631.2
OG0006364	KAK4468254.1	EWB00_008793.1, EWB00_008793.2, EWB00_008793.3
OG0006365	KAK4475432.1	EWB00_009293.1, EWB00_009293.2
OG0006366	KAK4469478.1	EWB00_010624
OG0006367	KAK4470144.1	EWB00_001598
OG0006368	KAK4471308.1	EWB00_010407.1, EWB00_010407.3, EWB00_010407.2
OG0006369	KAK4468083.1	EWB00_001344, EWB00_001345
OG0006370	KAK4470233.1	EWB00_002727
OG0006371	KAK4468278.1	EWB00_006773.1, EWB00_006773.3, EWB00_006773.2
OG0006372	KAK4473022.1	EWB00_004149
OG0006373	KAK4470865.1	EWB00_001245
OG0006374	KAK4469453.1	EWB00_003679.2, EWB00_003679.1
OG0006375	KAK4475381.1	EWB00_008519
OG0006376	KAK4468798.1	EWB00_006930
OG0006377	KAK4471981.1	EWB00_011145
OG0006378	KAK4469187.1	EWB00_006481
OG0006379	KAK4468873.1	EWB00_000616.1, EWB00_000616.2
OG0006380	KAK4468597.1	EWB00_001977
OG0006381	KAK4470336.1	EWB00_001175
OG0006382	KAK4468063.1	EWB00_008646
OG0006383	KAK4468336.1	EWB00_009236
OG0006384	KAK4472015.1, KAK4472016.1	EWB00_003860
OG0006385	KAK4474945.1	EWB00_006553.1, EWB00_006553.2
OG0006386	KAK4469744.1	EWB00_009103
OG0006387	KAK4470836.1	EWB00_001215, EWB00_001216.1, EWB00_001216.2
OG0006387	KAK4470837.1	EWB00_001217
OG0006388	KAK4472008.1	EWB00_003868
OG0006389	KAK4468117.1	EWB00_004491
OG0006390	KAK4471277.1	EWB00_010465.1, EWB00_010465.2
OG0006391	KAK4471276.1	EWB00_010466, EWB00_010467
OG0006392	KAK4467827.1	EWB00_006667
OG0006394	KAK4469590.1	EWB00_010737
OG0006395	KAK4474500.1	EWB00_003708
OG0006397	KAK4470041.1	EWB00_002658
OG0006398	KAK4475908.1	EWB00_010828.3, EWB00_010828.1, EWB00_010828.2
OG0006400	KAK4470328.1	EWB00_001184
OG0006401	KAK4469089.1	EWB00_000221
OG0006403	KAK4475922.1	EWB00_003589
OG0006404	KAK4472305.1	EWB00_001717
OG0006405	KAK4469402.1	EWB00_005334.1, EWB00_005334.2
OG0006406	KAK4469487.1	EWB00_010634
OG0006407	KAK4475078.1	EWB00_010364
OG0006408	KAK4470676.1	EWB00_010954
OG0006409	KAK4469916.1	EWB00_007749
OG0006410	KAK4474425.1	EWB00_005666.1, EWB00_005666.2
OG0006411	KAK4475080.1	EWB00_008798
OG0006412	KAK4474934.1	EWB00_006541
OG0006414	KAK4468882.1	EWB00_003022.4, EWB00_003022.1, EWB00_003022.2, EWB00_003022.3
OG0006415	KAK4473149.1	EWB00_001087, EWB00_001088.2, EWB00_001088.1
OG0006416	KAK4471886.1	EWB00_011303.1, EWB00_011303.2, EWB00_011303.3
OG0006417	KAK4469389.1	EWB00_005349
OG0006418	KAK4476247.1	EWB00_003070.1, EWB00_003070.2
OG0006419	KAK4473108.1	EWB00_006961
OG0006420	KAK4471323.1	EWB00_010418
OG0006421	KAK4475819.1	EWB00_006324
OG0006422	KAK4468514.1	EWB00_001854
OG0006422	KAK4468513.1	EWB00_001853
OG0006423	KAK4468253.1	EWB00_008792.1, EWB00_008792.2
OG0006424	KAK4469399.1	EWB00_005337
OG0006425	KAK4470872.1	EWB00_001251
OG0006426	KAK4475003.1	EWB00_002512.1, EWB00_002512.2
OG0006427	KAK4472377.1	EWB00_002138
OG0006428	KAK4474884.1	EWB00_010196
OG0006429	KAK4474389.1	EWB00_005543
OG0006430	KAK4475603.1	EWB00_007327
OG0006431	KAK4468422.1	EWB00_011425.1, EWB00_011425.2
OG0006432	KAK4470909.1	EWB00_010127, EWB00_002641
OG0006434	KAK4467733.1	EWB00_008970.1, EWB00_008970.2, EWB00_008970.3, EWB00_008970.4
OG0006436	KAK4471217.1	EWB00_010076
OG0006437	KAK4468454.1	EWB00_006695
OG0006438	KAK4470735.1	EWB00_011019.1, EWB00_011019.2
OG0006439	KAK4474734.1	EWB00_002675
OG0006441	KAK4467867.1	EWB00_003757.1, EWB00_003757.2
OG0006442	KAK4474152.1	EWB00_008359.1, EWB00_008359.2
OG0006444	KAK4468945.1	EWB00_011400
OG0006445	KAK4470321.1, KAK4470339.1	EWB00_008651.1, EWB00_008651.2
OG0006446	KAK4469710.1	EWB00_003542
OG0006448	KAK4467334.1, KAK4475789.1	EWB00_006347.2, EWB00_006347.1
OG0006449	KAK4472613.1	EWB00_010903
OG0006450	KAK4475547.1	EWB00_007875
OG0006451	KAK4470099.1	EWB00_008678, EWB00_008677
OG0006452	KAK4469736.1	EWB00_003572
OG0006453	KAK4471086.1	EWB00_010081.2, EWB00_010081.3, EWB00_010081.1, EWB00_010081.4
OG0006454	KAK4476310.1	EWB00_009184.1, EWB00_009184.2, EWB00_009184.3
OG0006455	KAK4469438.1	EWB00_005212.2, EWB00_005212.1
OG0006455	KAK4469439.1	EWB00_005212.3
OG0006456	KAK4474956.1	EWB00_003848.1
OG0006457	KAK4469879.1	EWB00_002155.1, EWB00_002155.2
OG0006458	KAK4471648.1	EWB00_009808
OG0006459	KAK4469048.1	EWB00_000884
OG0006460	KAK4471245.1	EWB00_010500
OG0006461	KAK4468862.1	EWB00_005303
OG0006462	KAK4469424.1	EWB00_004411
OG0006463	KAK4471748.1	EWB00_009172, EWB00_009173
OG0006464	KAK4475452.1	EWB00_002392
OG0006465	KAK4470389.1, KAK4470390.1	EWB00_001411
OG0006466	KAK4468711.1	EWB00_003275.1, EWB00_003275.2
OG0006467	KAK4476270.1	EWB00_009480
OG0006468	KAK4473498.1	EWB00_002826.1, EWB00_002826.2
OG0006469	KAK4467536.1	EWB00_004168
OG0006470	KAK4472117.1, KAK4472118.1	EWB00_005809
OG0006471	KAK4468031.1	EWB00_002188.1, EWB00_002188.2, EWB00_002188.3
OG0006472	KAK4468034.1	EWB00_002628
OG0006473	KAK4471779.1	EWB00_004012.1, EWB00_004012.2, EWB00_004012.3
OG0006474	KAK4471336.1	EWB00_009300.1, EWB00_009300.2, EWB00_009300.3
OG0006475	KAK4474741.1	EWB00_002666
OG0006476	KAK4475599.1	EWB00_007324
OG0006477	KAK4473143.1	EWB00_001082.1, EWB00_001082.2
OG0006480	KAK4475459.1	EWB00_002401
OG0006481	KAK4471607.1	EWB00_005805
OG0006482	KAK4475060.1	EWB00_010303.1, EWB00_010303.2
OG0006483	KAK4471873.1	EWB00_011285
OG0006484	KAK4470052.1	EWB00_007908.1, EWB00_007908.2
OG0006485	KAK4475719.1	EWB00_004853
OG0006486	KAK4475460.1	EWB00_002402.1, EWB00_002402.2
OG0006487	KAK4470596.1	EWB00_008102
OG0006488	KAK4474807.1, KAK4474806.1	EWB00_003127
OG0006489	KAK4474404.1	EWB00_003258.1, EWB00_003258.2, EWB00_003258.3
OG0006490	KAK4474243.1	EWB00_002090.3
OG0006491	KAK4468076.1	EWB00_001337
OG0006492	KAK4472640.1	EWB00_002587.3, EWB00_002587.1, EWB00_002587.2
OG0006493	KAK4473348.1	EWB00_001529
OG0006494	KAK4471685.1	EWB00_000390
OG0006495	KAK4468050.1	EWB00_010386.1, EWB00_010386.2
OG0006496	KAK4473659.1	EWB00_008211
OG0006497	KAK4474678.1	EWB00_004585.1, EWB00_004585.2
OG0006498	KAK4475030.1	EWB00_003834.1, EWB00_003834.2, EWB00_003834.3, EWB00_003834.4
OG0006499	KAK4475813.1	EWB00_006330
OG0006501	KAK4468550.1	EWB00_001911.1, EWB00_001911.2, EWB00_001911.3
OG0006502	KAK4470086.1	EWB00_009434
OG0006503	KAK4470063.1	EWB00_003482
OG0006504	KAK4468323.1	EWB00_000843
OG0006505	KAK4468219.1	EWB00_007039
OG0006506	KAK4471373.1	EWB00_003972
OG0006507	KAK4471791.1	EWB00_004023
OG0006508	KAK4471339.1	EWB00_004114
OG0006509	KAK4467613.1	EWB00_004766.2, EWB00_004766.3, EWB00_004766.1
OG0006510	KAK4472959.1	EWB00_005033
OG0006512	KAK4474185.1	EWB00_003388.1, EWB00_003388.2, EWB00_003388.3, EWB00_003388.4
OG0006513	KAK4473878.1	EWB00_009127
OG0006515	KAK4473499.1	EWB00_002825
OG0006516	KAK4472721.1	EWB00_002892, EWB00_002891
OG0006517	KAK4467678.1	EWB00_005841
OG0006518	KAK4467631.1	EWB00_010629, EWB00_010628
OG0006519	KAK4467751.1	EWB00_005878.1, EWB00_005878.2
OG0006521	KAK4468769.1	EWB00_000315.1, EWB00_000315.2
OG0006522	KAK4469080.1	EWB00_002081.1, EWB00_002081.3, EWB00_002081.2, EWB00_002081.4
OG0006524	KAK4470269.1	EWB00_004987
OG0006525	KAK4471305.1	EWB00_010424.3, EWB00_010424.1, EWB00_010423, EWB00_010424.2
OG0006527	KAK4473178.1	EWB00_007662
OG0006528	KAK4474088.1	EWB00_001016
OG0006529	KAK4475187.1	EWB00_005453
OG0006543	KAK4468211.1	EWB00_007047.1, EWB00_007047.2
OG0006544	KAK4467807.1	EWB00_006687
OG0006545	KAK4470178.1	EWB00_002786, EWB00_007349
OG0006546	KAK4468512.1	EWB00_001852.1, EWB00_001852.2, EWB00_001852.3
OG0006547	KAK4469598.1	EWB00_010749
OG0006548	KAK4467908.1	EWB00_005521
OG0006549	KAK4471500.1	EWB00_010044
OG0006551	KAK4470378.1	EWB00_001399
OG0006552	KAK4475279.1	EWB00_002324.1, EWB00_002324.2
OG0006553	KAK4470398.1	EWB00_001417
OG0006554	KAK4472794.1	EWB00_001563
OG0006555	KAK4468911.1	EWB00_009158
OG0006556	KAK4469177.1	EWB00_006496
OG0006557	KAK4471922.1	EWB00_011340
OG0006558	KAK4470112.1	EWB00_006097
OG0006559	KAK4475866.1	EWB00_008275
OG0006560	KAK4472953.1	EWB00_005025
OG0006561	KAK4471614.1	EWB00_009857.1, EWB00_009857.2
OG0006564	KAK4473768.1	EWB00_006210.1, EWB00_006210.2
OG0006565	KAK4474293.1	EWB00_002440
OG0006566	KAK4472769.1	EWB00_009119.1, EWB00_009119.3, EWB00_009119.2, EWB00_009119.4
OG0006567	KAK4472484.1	EWB00_005991
OG0006568	KAK4475339.1	EWB00_006440
OG0006569	KAK4472758.1	EWB00_007927.1, EWB00_007927.2
OG0006570	KAK4469798.1	EWB00_003803
OG0006571	KAK4471797.1	EWB00_004026
OG0006572	KAK4469197.1	EWB00_004054
OG0006573	KAK4475111.1	EWB00_008801
OG0006574	KAK4471650.1	EWB00_009806
OG0006575	KAK4471137.1	EWB00_005556
OG0006576	KAK4471148.1	EWB00_005567
OG0006578	KAK4469612.1	EWB00_010765
OG0006580	KAK4470733.1	EWB00_011017.1, EWB00_011017.2
OG0006581	KAK4472952.1	EWB00_005024
OG0006582	KAK4472729.1	EWB00_002881
OG0006583	KAK4468816.1, KAK4468815.1	EWB00_008067
OG0006584	KAK4467409.1	EWB00_007894.1, EWB00_007894.2
OG0006586	KAK4473865.1	EWB00_001305
OG0006588	KAK4474525.1	EWB00_009416.1, EWB00_009416.2
OG0006589	KAK4475399.1	EWB00_003523, EWB00_003524
OG0006590	KAK4475398.1	EWB00_003527
OG0006591	KAK4470251.1	EWB00_002706
OG0006592	KAK4468126.1	EWB00_004473
OG0006593	KAK4470588.1	EWB00_000958
OG0006595	KAK4469351.1	EWB00_005388.1, EWB00_005388.2
OG0006596	KAK4470883.1	EWB00_001262, EWB00_001263
OG0006597	KAK4470766.1	EWB00_004551
OG0006599	KAK4473325.1	EWB00_007095.1, EWB00_007095.3, EWB00_007095.2
OG0006600	KAK4470912.1	EWB00_002637.1, EWB00_002637.3, EWB00_002637.2
OG0006601	KAK4469924.1	EWB00_007756
OG0006602	KAK4473223.1	EWB00_004222
OG0006603	KAK4467918.1	EWB00_005092
OG0006604	KAK4469031.1	EWB00_008378
OG0006606	KAK4470316.1	EWB00_006633
OG0006607	KAK4472881.1	EWB00_003737
OG0006608	KAK4475347.1	EWB00_006434
OG0006609	KAK4468893.1	EWB00_004144.1, EWB00_004144.2
OG0006610	KAK4468019.1	EWB00_006747
OG0006613	KAK4469943.1	EWB00_001203.1, EWB00_001203.2
OG0006615	KAK4472256.1	EWB00_001789, EWB00_001782, EWB00_001781, EWB00_001785
OG0006617	KAK4470089.1	EWB00_008687
OG0006618	KAK4473831.1	EWB00_005605
OG0006619	KAK4473072.1	EWB00_001141
OG0006620	KAK4475270.1	EWB00_004646
OG0006621	KAK4468854.1	EWB00_000371
OG0006622	KAK4474817.1	EWB00_002467
OG0006623	KAK4471350.1	EWB00_000473
OG0006624	KAK4474178.1	EWB00_003380
OG0006625	KAK4471810.1	EWB00_001167.1, EWB00_001167.2, EWB00_001167.3, EWB00_001167.4
OG0006627	KAK4469737.1	EWB00_003571
OG0006628	KAK4468803.1	EWB00_000375
OG0006629	KAK4470530.1	EWB00_007152.1, EWB00_007152.2
OG0006630	KAK4468002.1	EWB00_000139
OG0006631	KAK4469135.1	EWB00_007230
OG0006632	KAK4473755.1	EWB00_006195
OG0006633	KAK4470143.1	EWB00_001599
OG0006634	KAK4473597.1	EWB00_007988.1, EWB00_007988.2, EWB00_007988.3, EWB00_007988.4
OG0006635	KAK4476030.1	EWB00_007779.1, EWB00_007779.2
OG0006636	KAK4473186.1	EWB00_001129.2, EWB00_001129.3, EWB00_001129.1
OG0006637	KAK4473550.1	EWB00_001809.1, EWB00_001809.2
OG0006638	KAK4476034.1	EWB00_007775
OG0006639	KAK4471004.1	EWB00_007494
OG0006641	KAK4470492.1	EWB00_011047
OG0006642	KAK4471943.1	EWB00_004701, EWB00_004703
OG0006643	KAK4471115.1, KAK4471114.1	EWB00_005174
OG0006644	KAK4473161.1	EWB00_001102.1, EWB00_001102.2
OG0006645	KAK4471930.1	EWB00_011351
OG0006646	KAK4469158.1	EWB00_006511
OG0006647	KAK4471348.1	EWB00_000471.4, EWB00_000471.1, EWB00_000471.2, EWB00_000471.3
OG0006648	KAK4471343.1	EWB00_004109
OG0006650	KAK4469119.1	EWB00_006878
OG0006651	KAK4467532.1, KAK4474645.1	EWB00_007689
OG0006652	KAK4473282.1	EWB00_009657.1, EWB00_009657.2
OG0006653	KAK4471815.1	EWB00_005584
OG0006654	KAK4471345.1	EWB00_004106
OG0006655	KAK4472543.1	EWB00_005933
OG0006656	KAK4472542.1	EWB00_005932
OG0006657	KAK4473236.1	EWB00_000243
OG0006658	KAK4470396.1	EWB00_001415.1, EWB00_001415.2
OG0006659	KAK4474143.1	EWB00_008369
OG0006660	KAK4468071.1	EWB00_001329
OG0006661	KAK4470271.1	EWB00_004983.1, EWB00_004983.2
OG0006662	KAK4474782.1	EWB00_003103
OG0006663	KAK4473432.1	EWB00_005733
OG0006664	KAK4469669.1	EWB00_006784
OG0006665	KAK4473999.1	EWB00_004326
OG0006666	KAK4474502.1	EWB00_005658.1, EWB00_005658.2
OG0006667	KAK4476045.1	EWB00_008538
OG0006668	KAK4473160.1	EWB00_001100
OG0006669	KAK4474398.1	EWB00_004632
OG0006670	KAK4470109.1	EWB00_006095.3
OG0006671	KAK4470900.1	EWB00_002649
OG0006672	KAK4474968.1	EWB00_000596, EWB00_000595
OG0006673	KAK4475015.1	EWB00_002526
OG0006674	KAK4470998.1	EWB00_007502.1, EWB00_007502.2, EWB00_007502.3
OG0006675	KAK4475510.1	EWB00_005755
OG0006676	KAK4470487.1	EWB00_011042
OG0006677	KAK4473374.1	EWB00_007556.3, EWB00_007556.1, EWB00_007556.2
OG0006678	KAK4469072.1	EWB00_002074
OG0006679	KAK4474019.1, KAK4474208.1	EWB00_003413, EWB00_003412
OG0006680	KAK4474433.1	EWB00_003454.2, EWB00_003454.1
OG0006681	KAK4471915.1	EWB00_011335
OG0006682	KAK4468175.1	EWB00_010172
OG0006684	KAK4475209.1	EWB00_005437
OG0006685	KAK4472297.1	EWB00_001724.1, EWB00_001724.2
OG0006686	KAK4469338.1	EWB00_005404
OG0006687	KAK4468588.1	EWB00_001959.3, EWB00_001959.1, EWB00_001959.2
OG0006688	KAK4472069.1	EWB00_011257
OG0006689	KAK4471988.1	EWB00_011153.1, EWB00_011153.2
OG0006690	KAK4471916.1	EWB00_011336
OG0006691	KAK4470738.1	EWB00_011022.1, EWB00_011022.2
OG0006692	KAK4475728.1	EWB00_004859
OG0006693	KAK4473324.1	EWB00_007094
OG0006694	KAK4470805.1	EWB00_007383
OG0006695	KAK4471316.1	EWB00_010411
OG0006696	KAK4468833.1	EWB00_008047
OG0006697	KAK4472723.1	EWB00_002889
OG0006698	KAK4473417.1	EWB00_008762
OG0006699	KAK4470102.1	EWB00_006091
OG0006700	KAK4473710.1	EWB00_004590
OG0006701	KAK4469241.1	EWB00_002974
OG0006702	KAK4468412.1	EWB00_011411, EWB00_011412
OG0006704	KAK4474126.1	EWB00_001473.2, EWB00_001473.1, EWB00_001473.3
OG0006705	KAK4469787.1	EWB00_005146
OG0006706	KAK4473601.1	EWB00_007985
OG0006707	KAK4472405.1	EWB00_006073.1, EWB00_006073.2
OG0006709	KAK4475044.1	EWB00_010317.1, EWB00_010317.2
OG0006710	KAK4468241.1	EWB00_008960
OG0006711	KAK4471190.1	EWB00_003650
OG0006712	KAK4468188.1	EWB00_007299
OG0006713	KAK4472381.1	EWB00_002133.1, EWB00_002133.4, EWB00_002133.5, EWB00_002133.2, EWB00_002133.3
OG0006714	KAK4473388.1	EWB00_007568
OG0006715	KAK4472760.1	EWB00_001560
OG0006716	KAK4469063.1	EWB00_004067
OG0006717	KAK4468421.1	EWB00_011423
OG0006718	KAK4475520.1	EWB00_005761.1, EWB00_005761.2
OG0006719	KAK4469365.1	EWB00_000196
OG0006720	KAK4472950.1	EWB00_005021
OG0006721	KAK4474667.1	EWB00_009731.1, EWB00_009731.2
OG0006722	KAK4472831.1	EWB00_003301.2, EWB00_003301.1
OG0006723	KAK4469083.1	EWB00_004066.1, EWB00_004066.2
OG0006724	KAK4475619.1	EWB00_007336
OG0006725	KAK4471730.1	EWB00_007735.1, EWB00_007735.2
OG0006727	KAK4471017.1	EWB00_007479.1, EWB00_007479.2
OG0006728	KAK4467640.1	EWB00_001429
