Orthogroup	schistosoma_mattheei	schistosoma_bovis
OG0005706	SMTH1_62250.1	SBOV2_55350.1, SBOV2_55350.2
OG0005707	SMTH1_72530.1	SBOV2_64770.1
OG0005708	SMTH1_22190.2, SMTH1_22190.1	SBOV2_19550.1
OG0005709	SMTH1_30630.1	SBOV2_39940.1
OG0005710	SMTH1_38580.1	SBOV2_32890.1
OG0005711	SMTH1_18500.1	SBOV2_16210.1
OG0005712	SMTH1_99260.1	SBOV2_88730.1
OG0005713	SMTH1_73560.1	SBOV2_65770.1
OG0005714	SMTH1_100830.1	SBOV2_89900.1
OG0005715	SMTH1_82870.1	SBOV2_73610.1
OG0005716	SMTH1_56830.1	SBOV2_54610.1
OG0005717	SMTH1_83680.1, SMTH1_83680.2	SBOV2_74350.1
OG0005718	SMTH1_55510.1	SBOV2_48990.1
OG0005719	SMTH1_39600.1	SBOV2_31950.1
OG0005720	SMTH1_92920.1	SBOV2_82970.1
OG0005722	SMTH1_103370.1	SBOV2_92120.1
OG0005723	SMTH1_47800.1	SBOV2_42120.1, SBOV2_42120.3, SBOV2_42120.2
OG0005724	SMTH1_10530.1	SBOV2_9120.1
OG0005725	SMTH1_92510.1, SMTH1_92510.2, SMTH1_92510.3	SBOV2_82530.1
OG0005726	SMTH1_59110.1	SBOV2_52590.1, SBOV2_52590.2, SBOV2_52590.3, SBOV2_52590.4, SBOV2_52590.5
OG0005727	SMTH1_76360.1	SBOV2_68260.1
OG0005728	SMTH1_97530.1	SBOV2_87030.1
OG0005729	SMTH1_72090.1	SBOV2_64400.1
OG0005730	SMTH1_104620.1, SMTH1_104610.1	SBOV2_93180.2, SBOV2_93180.1
OG0005731	SMTH1_90110.1	SBOV2_80850.1
OG0005732	SMTH1_30320.1	SBOV2_40170.1
OG0005733	SMTH1_26820.1	SBOV2_96450.1, SBOV2_23650.1
OG0005734	SMTH1_48500.1	SBOV2_42730.1
OG0005735	SMTH1_102350.1	SBOV2_91210.1
OG0005736	SMTH1_77540.1	SBOV2_69390.1
OG0005737	SMTH1_70830.1	SBOV2_63210.1
OG0005737	SMTH1_70830.1	SBOV2_63210.2
OG0005738	SMTH1_5530.1	SBOV2_4840.1
OG0005739	SMTH1_33020.2	SBOV2_37820.3
OG0005740	SMTH1_88480.1	SBOV2_78610.1
OG0005741	SMTH1_95850.1	SBOV2_85570.1
OG0005743	SMTH1_18120.1, SMTH1_18130.1	SBOV2_15920.1, SBOV2_15920.2
OG0005744	SMTH1_17880.1	SBOV2_15720.1
OG0005745	SMTH1_70310.1	SBOV2_62790.1
OG0005746	SMTH1_32470.1	SBOV2_38360.1
OG0005747	SMTH1_49980.1	SBOV2_44160.2, SBOV2_44160.1
OG0005748	SMTH1_95560.1	SBOV2_85370.1
OG0005749	SMTH1_66440.1	SBOV2_59340.1
OG0005750	SMTH1_106460.1	SBOV2_94930.1
OG0005751	SMTH1_38020.1	SBOV2_33430.1
OG0005752	SMTH1_27300.1, SMTH1_27300.2, SMTH1_27300.3, SMTH1_27300.4	SBOV2_24060.1, SBOV2_24060.2
OG0005753	SMTH1_89170.1	SBOV2_79220.1, SBOV2_79210.1
OG0005754	SMTH1_97390.1	SBOV2_86910.1
OG0005755	SMTH1_27800.1	SBOV2_24600.1
OG0005756	SMTH1_30660.1, SMTH1_30660.2	SBOV2_39910.1
OG0005757	SMTH1_82620.1	SBOV2_73390.1
OG0005757	SMTH1_82620.2	SBOV2_73390.1
OG0005759	SMTH1_31020.1	SBOV2_39620.1
OG0005760	SMTH1_53800.1	SBOV2_47540.1, SBOV2_47540.2
OG0005762	SMTH1_68660.1	SBOV2_61340.1
OG0005763	SMTH1_101730.1	SBOV2_90710.1
OG0005764	SMTH1_72260.1, SMTH1_72270.1	SBOV2_64570.1
OG0005765	SMTH1_28620.1	SBOV2_25350.1
OG0005766	SMTH1_94180.1	SBOV2_84150.1
OG0005767	SMTH1_89610.1, SMTH1_89610.2	SBOV2_79670.1
OG0005768	SMTH1_35610.1	SBOV2_35570.1, SBOV2_35570.2, SBOV2_35570.3
OG0005769	SMTH1_15620.1, SMTH1_15630.1	SBOV2_13750.1
OG0005770	SMTH1_45830.1	SBOV2_26720.1
OG0005771	SMTH1_59020.1	SBOV2_52660.1
OG0005772	SMTH1_89910.1, SMTH1_89910.2	SBOV2_81040.3, SBOV2_81040.2
OG0005773	SMTH1_77270.1	SBOV2_69080.1
OG0005774	SMTH1_73420.1	SBOV2_65670.1
OG0005775	SMTH1_47100.1, SMTH1_47090.1	SBOV2_25600.1, SBOV2_41470.1
OG0005776	SMTH1_96480.1, SMTH1_96470.1	SBOV2_86120.1
OG0005777	SMTH1_47430.1	SBOV2_41740.1
OG0005778	SMTH1_75630.1	SBOV2_67620.1
OG0005779	SMTH1_76230.1, SMTH1_76230.2	SBOV2_68170.1
OG0005780	SMTH1_103510.1	SBOV2_92240.1, SBOV2_92240.2
OG0005781	SMTH1_96580.1, SMTH1_96580.2, SMTH1_96580.3	SBOV2_86240.1
OG0005782	SMTH1_49260.1	SBOV2_43510.2, SBOV2_43510.3, SBOV2_43510.1
OG0005783	SMTH1_98330.1	SBOV2_89480.2, SBOV2_89480.1
OG0005784	SMTH1_101300.1	SBOV2_90310.1
OG0005785	SMTH1_13510.1	SBOV2_11910.1
OG0005786	SMTH1_15790.1	SBOV2_13910.3, SBOV2_13910.4, SBOV2_13910.2, SBOV2_13910.1
OG0005787	SMTH1_940.1	SBOV2_830.1
OG0005788	SMTH1_13780.1	SBOV2_12100.1
OG0005789	SMTH1_57410.1	SBOV2_54090.1
OG0005790	SMTH1_78040.1	SBOV2_69770.1
OG0005791	SMTH1_49560.1, SMTH1_49560.2, SMTH1_49560.3	SBOV2_43780.1
OG0005792	SMTH1_4210.1, SMTH1_4210.2	SBOV2_3680.1
OG0005794	SMTH1_4860.1	SBOV2_4250.1
OG0005795	SMTH1_106340.1	SBOV2_94830.1
OG0005796	SMTH1_5770.1, SMTH1_5770.2	SBOV2_5030.1
OG0005797	SMTH1_105690.1	SBOV2_94250.1, SBOV2_94250.2, SBOV2_94250.3
OG0005798	SMTH1_79230.1	SBOV2_70600.1
OG0005799	SMTH1_22800.1	SBOV2_20090.1
OG0005800	SMTH1_92530.1	SBOV2_82550.1
OG0005801	SMTH1_17130.1	SBOV2_15030.1, SBOV2_15030.2
OG0005802	SMTH1_84560.1	SBOV2_75070.1
OG0005803	SMTH1_64530.1	SBOV2_57600.1
OG0005804	SMTH1_102810.1	SBOV2_92010.1
OG0005805	SMTH1_77600.1	SBOV2_69440.1, SBOV2_69440.3, SBOV2_69440.2, SBOV2_69440.4
OG0005806	SMTH1_91400.1	SBOV2_81460.1
OG0005807	SMTH1_89150.1	SBOV2_79190.1
OG0005808	SMTH1_43770.1	SBOV2_28390.1
OG0005809	SMTH1_32110.1, SMTH1_32110.2	SBOV2_38680.1
OG0005810	SMTH1_97060.1	SBOV2_86630.1
OG0005811	SMTH1_14730.1	SBOV2_12890.1
OG0005812	SMTH1_44470.1	SBOV2_27860.1
OG0005813	SMTH1_80160.1	SBOV2_71300.1
OG0005814	SMTH1_16320.1, SMTH1_16320.2	SBOV2_14320.1
OG0005815	SMTH1_72630.1	SBOV2_64850.1
OG0005816	SMTH1_14920.1, SMTH1_14920.2	SBOV2_13070.1
OG0005817	SMTH1_34280.4, SMTH1_34280.1, SMTH1_34280.2, SMTH1_34280.3	SBOV2_36740.1
OG0005818	SMTH1_99900.1	SBOV2_88150.1
OG0005819	SMTH1_58760.1	SBOV2_52880.1
OG0005820	SMTH1_69760.1	SBOV2_62250.2, SBOV2_62250.1
OG0005821	SMTH1_106190.1, SMTH1_106200.1	SBOV2_94690.1, SBOV2_94690.2, SBOV2_94690.3
OG0005822	SMTH1_30680.1	SBOV2_39880.1
OG0005823	SMTH1_44920.1	SBOV2_27520.1
OG0005824	SMTH1_29760.1, SMTH1_29760.2	SBOV2_40670.1
OG0005825	SMTH1_31220.1, SMTH1_31220.2	SBOV2_39400.1, SBOV2_39400.2
OG0005827	SMTH1_51340.1	SBOV2_45330.1
OG0005828	SMTH1_99490.1, SMTH1_99490.3, SMTH1_99490.2	SBOV2_88500.1
OG0005829	SMTH1_65610.1, SMTH1_65610.2	SBOV2_58680.1
OG0005830	SMTH1_76480.1	SBOV2_68370.1
OG0005831	SMTH1_53180.2, SMTH1_53180.1, SMTH1_53180.3	SBOV2_47030.1
OG0005832	SMTH1_40370.1	SBOV2_31200.1
OG0005833	SMTH1_5450.1	SBOV2_4770.1
OG0005834	SMTH1_93140.1	SBOV2_83210.1, SBOV2_83200.1
OG0005835	SMTH1_70360.1	SBOV2_62830.1
OG0005836	SMTH1_92360.1	SBOV2_82390.1
OG0005837	SMTH1_102240.1	SBOV2_91120.1
OG0005838	SMTH1_1000.1, SMTH1_990.1	SBOV2_870.1
OG0005839	SMTH1_28720.1, SMTH1_28720.2	SBOV2_25450.1
OG0005840	SMTH1_95500.1	SBOV2_85290.1
OG0005841	SMTH1_15660.1, SMTH1_15660.2	SBOV2_13780.1
OG0005842	SMTH1_56640.1	SBOV2_54830.1
OG0005843	SMTH1_23350.1	SBOV2_20520.1
OG0005844	SMTH1_13400.1	SBOV2_11800.1, SBOV2_11800.2
OG0005845	SMTH1_103480.1	SBOV2_92210.1
OG0005846	SMTH1_38110.1, SMTH1_38110.2	SBOV2_33330.1
OG0005847	SMTH1_106740.1	SBOV2_95550.1, SBOV2_95550.2
OG0005849	SMTH1_106670.1	SBOV2_95610.1
OG0005850	SMTH1_39160.1, SMTH1_39160.2, SMTH1_39160.3, SMTH1_39160.4	SBOV2_32420.1, SBOV2_32420.2, SBOV2_32420.3
OG0005851	SMTH1_62940.1	SBOV2_56060.1
OG0005852	SMTH1_33560.1	SBOV2_37310.1
OG0005853	SMTH1_84990.1	SBOV2_75460.1, SBOV2_75460.2
OG0005854	SMTH1_87500.1	SBOV2_77740.1
OG0005855	SMTH1_41100.1	SBOV2_30150.1, SBOV2_30130.1
OG0005856	SMTH1_95430.1	SBOV2_85240.1, SBOV2_85240.2
OG0005857	SMTH1_74360.1	SBOV2_66500.1, SBOV2_66500.2
OG0005859	SMTH1_19060.1	SBOV2_16740.1, SBOV2_16740.2
OG0005860	SMTH1_80870.4, SMTH1_80870.6, SMTH1_80870.2, SMTH1_80870.1, SMTH1_80870.3, SMTH1_80870.8, SMTH1_80870.5, SMTH1_80870.7	SBOV2_71900.1
OG0005861	SMTH1_48230.1	SBOV2_42490.1
OG0005861	SMTH1_48230.2	SBOV2_42490.2
OG0005862	SMTH1_47440.1	SBOV2_41750.2, SBOV2_41750.3, SBOV2_41750.1
OG0005863	SMTH1_53990.1	SBOV2_47700.1
OG0005865	SMTH1_23760.1	SBOV2_20940.1, SBOV2_20940.2
OG0005866	SMTH1_80200.1, SMTH1_80200.2	SBOV2_71340.1
OG0005867	SMTH1_31640.1	SBOV2_39060.2, SBOV2_39060.1
OG0005868	SMTH1_106180.1	SBOV2_94680.1
OG0005869	SMTH1_103230.1	SBOV2_91600.1
OG0005870	SMTH1_26900.1	SBOV2_23720.1
OG0005871	SMTH1_87320.1, SMTH1_87300.1	SBOV2_77600.1, SBOV2_77600.2
OG0005872	SMTH1_52400.1	SBOV2_46360.1, SBOV2_46360.2, SBOV2_46360.3
OG0005873	SMTH1_80820.1, SMTH1_80820.2, SMTH1_80830.1	SBOV2_71850.1
OG0005874	SMTH1_73930.1	SBOV2_66110.1
OG0005875	SMTH1_70170.1	SBOV2_62670.2, SBOV2_62670.3, SBOV2_62670.4, SBOV2_62670.1
OG0005876	SMTH1_74770.1	SBOV2_66880.1
OG0005876	SMTH1_74780.1	SBOV2_66890.1
OG0005877	SMTH1_30830.1	SBOV2_39750.1
OG0005878	SMTH1_46660.1	SBOV2_26030.1
OG0005879	SMTH1_48650.1	SBOV2_42870.1, SBOV2_42870.2
OG0005880	SMTH1_41190.1, SMTH1_41190.2	SBOV2_30570.1, SBOV2_30570.2, SBOV2_30570.3
OG0005882	SMTH1_30880.1, SMTH1_30880.2, SMTH1_30880.3, SMTH1_30880.4	SBOV2_39710.1
OG0005883	SMTH1_53640.1, SMTH1_53640.2, SMTH1_53640.3, SMTH1_53630.1	SBOV2_47420.1, SBOV2_47410.1
OG0005884	SMTH1_80660.1, SMTH1_107660.1	SBOV2_71730.1
OG0005892	SMTH1_41570.1	SBOV2_30230.1, SBOV2_30230.2
OG0005894	SMTH1_12640.1, SMTH1_12650.1	SBOV2_11100.1, SBOV2_11100.2
OG0005895	SMTH1_104110.1	SBOV2_92740.1
OG0005896	SMTH1_45500.1	SBOV2_27030.1, SBOV2_27030.2
OG0005897	SMTH1_103920.1	SBOV2_92570.1
OG0005899	SMTH1_103970.1	SBOV2_92600.1
OG0005900	SMTH1_34880.1	SBOV2_36240.1
OG0005901	SMTH1_66300.1	SBOV2_59210.1
OG0005902	SMTH1_8760.1	SBOV2_7740.1
OG0005903	SMTH1_6210.1, SMTH1_6210.3	SBOV2_5410.2
OG0005903	SMTH1_6210.2	SBOV2_5410.3, SBOV2_5410.1
OG0005904	SMTH1_26310.1	SBOV2_23220.1
OG0005905	SMTH1_75280.1, SMTH1_75270.1	SBOV2_67320.1
OG0005906	SMTH1_82110.1	SBOV2_72950.1, SBOV2_72950.2, SBOV2_72950.3
OG0005907	SMTH1_46170.1, SMTH1_46170.2	SBOV2_26420.1, SBOV2_26420.2
OG0005909	SMTH1_16020.1	SBOV2_14060.1
OG0005910	SMTH1_84880.1	SBOV2_75360.1
OG0005911	SMTH1_105550.1	SBOV2_94120.1
OG0005913	SMTH1_98880.4, SMTH1_98880.1, SMTH1_98880.2, SMTH1_98880.3	SBOV2_89030.1
OG0005914	SMTH1_84430.1	SBOV2_74980.1
OG0005915	SMTH1_9490.1	SBOV2_8250.3
OG0005916	SMTH1_20710.2, SMTH1_20710.1	SBOV2_18210.1
OG0005917	SMTH1_72670.1	SBOV2_64890.1, SBOV2_64890.2
OG0005918	SMTH1_37130.1	SBOV2_34270.1
OG0005919	SMTH1_24800.1	SBOV2_21840.1
OG0005920	SMTH1_3430.1	SBOV2_2930.1
OG0005921	SMTH1_76950.1	SBOV2_68870.1
OG0005922	SMTH1_23850.1	SBOV2_21140.1
OG0005923	SMTH1_32510.2, SMTH1_32510.1, SMTH1_32510.3	SBOV2_38320.1
OG0005924	SMTH1_18260.1	SBOV2_16020.1
OG0005925	SMTH1_78010.1	SBOV2_96640.1, SBOV2_96770.1, SBOV2_96770.2, SBOV2_96770.3
OG0005926	SMTH1_68760.1	SBOV2_61420.1, SBOV2_61420.2
OG0005927	SMTH1_29300.1	SBOV2_41080.1
OG0005928	SMTH1_75970.1	SBOV2_67980.1
OG0005929	SMTH1_68330.1, SMTH1_68340.1	SBOV2_61030.1
OG0005930	SMTH1_88730.1	SBOV2_78840.1
OG0005931	SMTH1_81090.1	SBOV2_72110.1
OG0005932	SMTH1_2630.1	SBOV2_2230.1
OG0005933	SMTH1_46750.1, SMTH1_46750.2, SMTH1_46760.1	SBOV2_25950.1, SBOV2_25950.2
OG0005934	SMTH1_22400.1	SBOV2_19780.1
OG0005935	SMTH1_35640.1	SBOV2_35540.1
OG0005936	SMTH1_68180.1	SBOV2_60900.1
OG0005937	SMTH1_99160.1, SMTH1_99150.1	SBOV2_88820.1
OG0005938	SMTH1_80970.1	SBOV2_71990.1, SBOV2_71990.2, SBOV2_71990.3
OG0005939	SMTH1_66000.1, SMTH1_66000.2, SMTH1_66000.3, SMTH1_66020.1	SBOV2_58990.1
OG0005940	SMTH1_30350.1, SMTH1_30350.2	SBOV2_40150.1
OG0005941	SMTH1_104800.1, SMTH1_104800.2	SBOV2_93360.1
OG0005942	SMTH1_92110.1	SBOV2_82150.2, SBOV2_82150.3, SBOV2_82150.1
OG0005943	SMTH1_16480.1	SBOV2_14480.1
OG0005944	SMTH1_66730.1	SBOV2_59560.1
OG0005946	SMTH1_23430.1, SMTH1_23430.2	SBOV2_20610.1, SBOV2_20610.2, SBOV2_20610.3
OG0005947	SMTH1_15680.1	SBOV2_13810.1, SBOV2_96310.1
OG0005948	SMTH1_39280.1, SMTH1_39290.1	SBOV2_32540.1
OG0005949	SMTH1_11610.1, SMTH1_11610.2	SBOV2_10080.1, SBOV2_10080.2
OG0005950	SMTH1_55930.1	SBOV2_49340.1
OG0005951	SMTH1_7310.1	SBOV2_6310.1
OG0005952	SMTH1_91590.1, SMTH1_91590.2	SBOV2_81650.1
OG0005954	SMTH1_22740.1, SMTH1_22740.2	SBOV2_20020.1, SBOV2_20020.2
OG0005955	SMTH1_101310.1	SBOV2_90320.1
OG0005956	SMTH1_33810.1	SBOV2_37120.1
OG0005957	SMTH1_26680.1	SBOV2_23570.1
OG0005958	SMTH1_82540.1	SBOV2_73310.1
OG0005959	SMTH1_43610.1	SBOV2_28530.1
OG0005960	SMTH1_94570.1	SBOV2_84500.1
OG0005961	SMTH1_76110.1	SBOV2_68080.1
OG0005962	SMTH1_102890.1	SBOV2_91940.1
OG0005963	SMTH1_69440.1, SMTH1_69430.1	SBOV2_61950.1
OG0005964	SMTH1_35710.1	SBOV2_35470.3, SBOV2_35470.1, SBOV2_35470.2
OG0005965	SMTH1_22950.1, SMTH1_22950.2	SBOV2_20210.1
OG0005966	SMTH1_97030.1	SBOV2_86600.1
OG0005967	SMTH1_81150.1	SBOV2_72160.1
OG0005968	SMTH1_15160.1	SBOV2_13290.1
OG0005969	SMTH1_48270.1	SBOV2_42520.1
OG0005970	SMTH1_24190.1	SBOV2_21290.1
OG0005971	SMTH1_28560.1	SBOV2_25300.1
OG0005972	SMTH1_60350.2, SMTH1_60350.3, SMTH1_60350.1	SBOV2_51420.1
OG0005973	SMTH1_49300.1	SBOV2_43560.1, SBOV2_43570.1
OG0005974	SMTH1_24580.1	SBOV2_21620.1
OG0005975	SMTH1_79070.1	SBOV2_70480.1
OG0005976	SMTH1_34140.1	SBOV2_36860.1
OG0005977	SMTH1_57970.1, SMTH1_57970.2	SBOV2_53540.1, SBOV2_53540.2
OG0005978	SMTH1_95730.1	SBOV2_85500.1
OG0005979	SMTH1_31190.1	SBOV2_39440.1
OG0005980	SMTH1_62580.1	SBOV2_55670.1
OG0005981	SMTH1_103400.1	SBOV2_92150.1
OG0005982	SMTH1_71880.1	SBOV2_64200.1
OG0005983	SMTH1_54230.1	SBOV2_47900.1
OG0005984	SMTH1_72880.1	SBOV2_65080.1
OG0005985	SMTH1_31090.1	SBOV2_39560.1
OG0005986	SMTH1_22770.1	SBOV2_20070.1
OG0005987	SMTH1_22790.1	SBOV2_20080.1
OG0005988	SMTH1_106420.1	SBOV2_94910.1
OG0005989	SMTH1_90430.1, SMTH1_90430.2	SBOV2_80650.1
OG0005990	SMTH1_62560.1	SBOV2_55650.1, SBOV2_55650.2
OG0005991	SMTH1_60380.1	SBOV2_51400.1
OG0005992	SMTH1_52700.1	SBOV2_46610.1
OG0005993	SMTH1_86610.1	SBOV2_76930.1, SBOV2_76930.2
OG0005994	SMTH1_59890.1	SBOV2_51860.1
OG0005995	SMTH1_78240.1, SMTH1_78230.1	SBOV2_69910.1
OG0005996	SMTH1_21300.1	SBOV2_18720.1
OG0005997	SMTH1_1180.1	SBOV2_1060.1
OG0005998	SMTH1_53480.1	SBOV2_47290.1
OG0005999	SMTH1_89070.1, SMTH1_89060.1	SBOV2_79130.1, SBOV2_79130.2
OG0006001	SMTH1_97510.1	SBOV2_87010.1, SBOV2_87010.2, SBOV2_87010.3
OG0006002	SMTH1_57870.1, SMTH1_57870.2	SBOV2_53650.1
OG0006003	SMTH1_38320.1	SBOV2_33160.1
OG0006004	SMTH1_55600.1	SBOV2_49070.1
OG0006005	SMTH1_81340.1	SBOV2_72300.1
OG0006006	SMTH1_51760.1	SBOV2_45730.1
OG0006007	SMTH1_23010.1	SBOV2_20260.1
OG0006008	SMTH1_79720.1	SBOV2_70990.1
OG0006009	SMTH1_92020.1	SBOV2_82050.1
OG0006010	SMTH1_89640.1, SMTH1_89640.2, SMTH1_89640.3, SMTH1_89650.1	SBOV2_81290.1
OG0006011	SMTH1_72340.1	SBOV2_64610.1
OG0006012	SMTH1_73720.1, SMTH1_73720.2	SBOV2_65960.1
OG0006013	SMTH1_24260.1	SBOV2_21350.1
OG0006014	SMTH1_82850.2, SMTH1_82850.1	SBOV2_73590.1
OG0006015	SMTH1_83480.1	SBOV2_74150.1
OG0006016	SMTH1_88230.1	SBOV2_78400.1
OG0006017	SMTH1_88250.1	SBOV2_78420.1, SBOV2_78420.2, SBOV2_78420.3
OG0006018	SMTH1_98910.1	SBOV2_89000.1, SBOV2_89000.2
OG0006019	SMTH1_94500.1	SBOV2_84450.1
OG0006020	SMTH1_23330.1, SMTH1_23330.2	SBOV2_20500.1
OG0006021	SMTH1_84680.1, SMTH1_84680.2, SMTH1_84680.3	SBOV2_75200.1, SBOV2_75200.2
OG0006022	SMTH1_68910.1	SBOV2_61550.1
OG0006023	SMTH1_20430.1	SBOV2_17930.1, SBOV2_17930.2
OG0006024	SMTH1_52430.1, SMTH1_52430.2	SBOV2_46400.1
OG0006025	SMTH1_16560.1	SBOV2_14550.1
OG0006026	SMTH1_1340.1	SBOV2_1180.1
OG0006027	SMTH1_27390.1	SBOV2_24160.1
OG0006028	SMTH1_55340.2	SBOV2_48840.1
OG0006029	SMTH1_62360.1	SBOV2_55450.1
OG0006030	SMTH1_38200.1	SBOV2_33250.1
OG0006031	SMTH1_21210.1	SBOV2_18640.1
OG0006032	SMTH1_11530.1	SBOV2_9990.1
OG0006033	SMTH1_45890.1	SBOV2_26670.1, SBOV2_26670.3, SBOV2_26670.2
OG0006034	SMTH1_48510.1	SBOV2_42740.1
OG0006035	SMTH1_62280.1	SBOV2_55380.2, SBOV2_55380.1, SBOV2_55380.3
OG0006036	SMTH1_92310.1, SMTH1_92310.2	SBOV2_82340.1
OG0006037	SMTH1_93360.1	SBOV2_83450.1
OG0006038	SMTH1_48440.1	SBOV2_42690.1
OG0006039	SMTH1_56850.1	SBOV2_54590.1
OG0006040	SMTH1_63590.1	SBOV2_56780.1
OG0006041	SMTH1_31310.1	SBOV2_39340.1
OG0006042	SMTH1_34940.1, SMTH1_34940.2, SMTH1_34940.3	SBOV2_36180.1
OG0006043	SMTH1_20200.1	SBOV2_17710.1
OG0006044	SMTH1_76530.1	SBOV2_68420.1
OG0006045	SMTH1_40050.1	SBOV2_31530.1
OG0006046	SMTH1_14570.1	SBOV2_12780.1
OG0006048	SMTH1_9170.1	SBOV2_7350.1
OG0006049	SMTH1_45240.1	SBOV2_27260.1
OG0006050	SMTH1_68320.1	SBOV2_61020.1
OG0006051	SMTH1_8050.1	SBOV2_7040.1
OG0006052	SMTH1_80990.1	SBOV2_72020.1, SBOV2_72010.1
OG0006053	SMTH1_75080.1	SBOV2_67150.3, SBOV2_67150.2, SBOV2_67150.1
OG0006054	SMTH1_71020.1	SBOV2_63320.1
OG0006055	SMTH1_5380.1	SBOV2_4710.1
OG0006056	SMTH1_16640.1	SBOV2_14630.1, SBOV2_14630.2
OG0006057	SMTH1_33960.2, SMTH1_33960.1, SMTH1_33960.3	SBOV2_37010.1
OG0006058	SMTH1_19710.1	SBOV2_17320.1
OG0006059	SMTH1_80880.1	SBOV2_71910.1
OG0006061	SMTH1_94390.1	SBOV2_84330.1
OG0006062	SMTH1_39610.1	SBOV2_31940.1, SBOV2_31940.2
OG0006063	SMTH1_50340.1, SMTH1_50340.2	SBOV2_44440.1
OG0006064	SMTH1_77470.1, SMTH1_77470.2	SBOV2_69320.1
OG0006065	SMTH1_13930.1	SBOV2_12220.1
OG0006066	SMTH1_10330.1, SMTH1_10340.1	SBOV2_8980.1
OG0006067	SMTH1_48280.1	SBOV2_42530.1
OG0006068	SMTH1_45740.1	SBOV2_26810.1
OG0006069	SMTH1_38030.1	SBOV2_33420.1
OG0006070	SMTH1_73880.1	SBOV2_66070.1
OG0006071	SMTH1_85320.1	SBOV2_75800.1
OG0006072	SMTH1_92230.1	SBOV2_82280.1
OG0006073	SMTH1_58750.1	SBOV2_52890.1
OG0006074	SMTH1_101080.1, SMTH1_101080.2	SBOV2_90100.1
OG0006075	SMTH1_28550.1	SBOV2_25290.1
OG0006076	SMTH1_56840.1	SBOV2_54600.1, SBOV2_54600.2
OG0006077	SMTH1_46690.1	SBOV2_26000.1, SBOV2_26000.2, SBOV2_26000.3
OG0006078	SMTH1_27430.1, SMTH1_27430.2	SBOV2_24190.1
OG0006079	SMTH1_57760.1	SBOV2_53740.1
OG0006080	SMTH1_36320.1	SBOV2_34960.1
OG0006081	SMTH1_2180.1	SBOV2_1820.1
OG0006082	SMTH1_46510.1	SBOV2_26160.1
OG0006083	SMTH1_92950.1, SMTH1_92950.2	SBOV2_83000.1, SBOV2_83000.2
OG0006084	SMTH1_25450.1	SBOV2_22380.1, SBOV2_22380.2, SBOV2_22380.3, SBOV2_22380.4
OG0006085	SMTH1_81530.1	SBOV2_72470.1
OG0006086	SMTH1_27120.1	SBOV2_23900.1
OG0006087	SMTH1_43360.1	SBOV2_28690.1, SBOV2_28690.2
OG0006088	SMTH1_78900.1	SBOV2_70350.1, SBOV2_70350.2, SBOV2_70350.3, SBOV2_70350.4
OG0006089	SMTH1_12550.1	SBOV2_11020.1
OG0006090	SMTH1_101630.1	SBOV2_90620.1
OG0006091	SMTH1_89410.1	SBOV2_79440.1
OG0006092	SMTH1_15340.1	SBOV2_13480.1
OG0006093	SMTH1_61120.1	SBOV2_50640.1, SBOV2_50640.2
OG0006094	SMTH1_57100.1	SBOV2_54350.1
OG0006095	SMTH1_89810.1	SBOV2_81150.1
OG0006096	SMTH1_20750.1	SBOV2_18240.1
OG0006097	SMTH1_85310.1	SBOV2_75790.1
OG0006098	SMTH1_27990.1	SBOV2_24750.1
OG0006099	SMTH1_8330.1	SBOV2_8090.1
OG0006100	SMTH1_18940.1, SMTH1_18940.2	SBOV2_16640.1, SBOV2_16640.2, SBOV2_16640.3
OG0006101	SMTH1_41510.1	SBOV2_30280.1
OG0006102	SMTH1_86830.1	SBOV2_77130.1
OG0006103	SMTH1_42030.1, SMTH1_42040.1	SBOV2_29660.1
OG0006104	SMTH1_74150.1	SBOV2_66320.1
OG0006105	SMTH1_89940.1	SBOV2_81030.1
OG0006106	SMTH1_66490.1, SMTH1_66490.2	SBOV2_59380.1
OG0006107	SMTH1_82610.1	SBOV2_73380.1
OG0006108	SMTH1_93030.1	SBOV2_83080.1
OG0006109	SMTH1_77770.1	SBOV2_69590.1
OG0006110	SMTH1_100220.1	SBOV2_87860.1
OG0006111	SMTH1_2500.1, SMTH1_2500.2	SBOV2_2080.1
OG0006112	SMTH1_97500.1	SBOV2_87000.1
OG0006113	SMTH1_4280.1	SBOV2_3760.1
OG0006114	SMTH1_104050.1	SBOV2_92680.1
OG0006115	SMTH1_29990.1, SMTH1_29980.1	SBOV2_40460.1
OG0006116	SMTH1_52810.1	SBOV2_46660.1
OG0006117	SMTH1_62500.1	SBOV2_55600.1, SBOV2_55600.2
OG0006118	SMTH1_62750.3	SBOV2_55870.1
OG0006119	SMTH1_60960.1	SBOV2_50820.1
OG0006120	SMTH1_47260.1	SBOV2_41590.1
OG0006121	SMTH1_24710.1	SBOV2_21730.1
OG0006122	SMTH1_32790.1	SBOV2_38060.1
OG0006123	SMTH1_67020.1	SBOV2_59840.1
OG0006125	SMTH1_82750.1	SBOV2_73490.1
OG0006126	SMTH1_68960.1	SBOV2_61600.1
OG0006127	SMTH1_48060.1, SMTH1_48060.2	SBOV2_42310.1, SBOV2_42310.2
OG0006128	SMTH1_40950.1	SBOV2_30630.3, SBOV2_30630.1, SBOV2_30630.2
OG0006129	SMTH1_15010.1	SBOV2_13140.1
