Orthogroup	schistosoma_mattheei	s.mekongi
OG0007063	SMTH1_270.1	KAK4475575.1
OG0007064	SMTH1_95610.1, SMTH1_95620.1	KAK4468871.1
OG0007065	SMTH1_5640.1	KAK4475794.1
OG0007067	SMTH1_92580.1, SMTH1_92600.1, SMTH1_92590.1	KAK4468095.1
OG0007068	SMTH1_87090.1	KAK4470834.1
OG0007069	SMTH1_39680.1	KAK4474074.1
OG0007070	SMTH1_58610.1, SMTH1_58610.2, SMTH1_58610.3	KAK4469489.1
OG0007072	SMTH1_39370.1	KAK4474106.1
OG0007073	SMTH1_78120.1	KAK4470884.1
OG0007074	SMTH1_84220.1	KAK4470520.1
OG0007075	SMTH1_20740.1	KAK4475146.1
OG0007076	SMTH1_35600.1	KAK4472582.1
OG0007077	SMTH1_72580.1	KAK4471233.1
OG0007078	SMTH1_57060.1	KAK4469659.1
OG0007079	SMTH1_25280.1	KAK4473378.1
OG0007080	SMTH1_20090.1	KAK4475216.1
OG0007081	SMTH1_58340.1	KAK4469684.1
OG0007082	SMTH1_97130.1	KAK4468735.1
OG0007083	SMTH1_87260.1	KAK4470848.1, KAK4470849.1
OG0007084	SMTH1_55370.1	KAK4469235.1
OG0007085	SMTH1_43110.1	KAK4473784.1
OG0007086	SMTH1_94440.1	KAK4468077.1
OG0007087	SMTH1_73830.1	KAK4471364.1
OG0007088	SMTH1_105560.1	KAK4467659.1
OG0007090	SMTH1_18840.1	KAK4474878.1
OG0007091	SMTH1_79390.1	KAK4470224.1
OG0007092	SMTH1_17850.1	KAK4474789.1
OG0007094	SMTH1_51610.1	KAK4469281.1
OG0007096	SMTH1_99190.1, SMTH1_99190.2	KAK4468532.1
OG0007098	SMTH1_85120.1	KAK4470720.1
OG0007099	SMTH1_93600.1	KAK4468196.1
OG0007100	SMTH1_69670.1, SMTH1_69660.1	KAK4471703.1
OG0007101	SMTH1_38870.1, SMTH1_38870.2	KAK4474149.1
OG0007102	SMTH1_32810.1	KAK4472421.1
OG0007103	SMTH1_69650.1	KAK4471704.1
OG0007104	SMTH1_74210.1	KAK4471640.1
OG0007105	SMTH1_71520.2, SMTH1_71520.1	KAK4471485.1
OG0007106	SMTH1_79450.1	KAK4470221.1
OG0007107	SMTH1_76500.1	KAK4471532.1
OG0007112	SMTH1_94030.1	KAK4468111.1
OG0007113	SMTH1_106290.1, SMTH1_106290.2	KAK4467871.1
OG0007114	SMTH1_97520.1	KAK4468762.1
OG0007115	SMTH1_62840.1	KAK4469749.1
OG0007116	SMTH1_66920.1	KAK4471829.1
OG0007117	SMTH1_24490.1, SMTH1_24480.1	KAK4475449.1, KAK4475450.1
OG0007118	SMTH1_104530.1, SMTH1_104530.2	KAK4467746.1
OG0007120	SMTH1_92070.1	KAK4468230.1
OG0007121	SMTH1_96680.1, SMTH1_96670.1	KAK4468797.1
OG0007122	SMTH1_59930.1, SMTH1_59940.1	KAK4469188.1
OG0007123	SMTH1_79360.1	KAK4470226.1
OG0007124	SMTH1_80650.1	KAK4470260.1
OG0007125	SMTH1_87940.1	KAK4470910.1
OG0007126	SMTH1_78020.1, SMTH1_78020.2	KAK4470988.1
OG0007127	SMTH1_49730.1	KAK4472127.1
OG0007128	SMTH1_36380.1, SMTH1_36380.2	KAK4472508.1
OG0007129	SMTH1_35480.1, SMTH1_35500.1	KAK4472591.1
OG0007131	SMTH1_27570.1, SMTH1_27570.2	KAK4473193.1
OG0007132	SMTH1_39880.2, SMTH1_39880.1	KAK4474054.1
OG0007133	SMTH1_12530.1	KAK4474551.1
OG0007134	SMTH1_22910.1, SMTH1_22910.2	KAK4475335.1
OG0007135	SMTH1_23120.1	KAK4475353.1
OG0007149	SMTH1_62440.1	KAK4469964.1
OG0007150	SMTH1_13890.1	KAK4467554.1
OG0007152	SMTH1_104450.1, SMTH1_104440.1	KAK4467642.1, KAK4467367.1
OG0007153	SMTH1_20960.1	KAK4475128.1
OG0007155	SMTH1_63700.1	KAK4471162.1
OG0007156	SMTH1_38210.1	KAK4472563.1
OG0007157	SMTH1_82130.1	KAK4470617.1
OG0007158	SMTH1_100240.1	KAK4468505.1
OG0007159	SMTH1_98110.1	KAK4468678.1
OG0007160	SMTH1_36730.1	KAK4472375.1
OG0007161	SMTH1_89490.1	KAK4470071.1
OG0007162	SMTH1_20220.1	KAK4475203.1, KAK4475204.1
OG0007163	SMTH1_25880.1	KAK4473337.1
OG0007164	SMTH1_83340.1	KAK4470362.1
OG0007165	SMTH1_41710.1	KAK4473887.1
OG0007166	SMTH1_102610.1	KAK4468912.1
OG0007167	SMTH1_43250.1	KAK4473771.1
OG0007168	SMTH1_65760.1	KAK4472043.1
OG0007169	SMTH1_81630.1, SMTH1_81610.1, SMTH1_81620.1	KAK4470581.1, KAK4470582.1
OG0007170	SMTH1_37140.1	KAK4472338.1
OG0007171	SMTH1_60600.1	KAK4469883.1
OG0007172	SMTH1_31790.1	KAK4472822.1
OG0007174	SMTH1_58290.1	KAK4469691.1
OG0007175	SMTH1_40740.1	KAK4473970.1
OG0007176	SMTH1_94080.1	KAK4468107.1
OG0007177	SMTH1_47780.1, SMTH1_47780.2, SMTH1_47780.3	KAK4473519.1
OG0007178	SMTH1_67590.1	KAK4471904.1
OG0007179	SMTH1_26540.1	KAK4473008.1
OG0007180	SMTH1_1360.1	KAK4476088.1
OG0007181	SMTH1_99880.1	KAK4468538.1
OG0007182	SMTH1_16580.1	KAK4475269.1
OG0007184	SMTH1_99230.1	KAK4468500.1
OG0007185	SMTH1_104090.1	KAK4467899.1
OG0007186	SMTH1_83330.1	KAK4470363.1
OG0007187	SMTH1_89280.1	KAK4470055.1
OG0007188	SMTH1_76030.1	KAK4471503.1
OG0007189	SMTH1_71380.1	KAK4471469.1
OG0007190	SMTH1_43820.1	KAK4473736.1
OG0007191	SMTH1_91580.1	KAK4468272.1
OG0007193	SMTH1_60490.1	KAK4469912.1
OG0007195	SMTH1_96460.1	KAK4468837.1
OG0007196	SMTH1_16470.1	KAK4474611.1
OG0007197	SMTH1_99790.1	KAK4468546.1
OG0007198	SMTH1_33320.1	KAK4472470.1
OG0007199	SMTH1_26560.1	KAK4473016.1
OG0007200	SMTH1_9770.1	KAK4475989.1
OG0007201	SMTH1_99300.1	KAK4468645.1
OG0007202	SMTH1_81450.1	KAK4470563.1
OG0007203	SMTH1_3810.1, SMTH1_3810.2	KAK4475604.1
OG0007205	SMTH1_102200.1	KAK4468919.1
OG0007206	SMTH1_78540.1	KAK4470600.1
OG0007207	SMTH1_54780.1	KAK4469275.1
OG0007208	SMTH1_87360.1, SMTH1_87350.1	KAK4470856.1
OG0007210	SMTH1_31770.1, SMTH1_99000.1	KAK4468928.1
OG0007211	SMTH1_25240.1, SMTH1_25240.2	KAK4473381.1
OG0007212	SMTH1_74540.1, SMTH1_74540.2	KAK4471611.1
OG0007213	SMTH1_74550.1	KAK4471610.1
OG0007214	SMTH1_87950.1	KAK4470911.1
OG0007215	SMTH1_13690.1	KAK4474475.1
OG0007216	SMTH1_20890.1	KAK4475133.1
OG0007217	SMTH1_48300.1	KAK4473557.1
OG0007219	SMTH1_11270.1	KAK4474380.1
OG0007220	SMTH1_39480.1	KAK4474096.1
OG0007221	SMTH1_39320.1	KAK4474112.1
OG0007222	SMTH1_9630.1	KAK4476001.1
OG0007223	SMTH1_67370.1	KAK4471755.1
OG0007224	SMTH1_81170.1, SMTH1_81170.2, SMTH1_81170.3	KAK4470307.1
OG0007226	SMTH1_49010.1	KAK4472643.1
OG0007227	SMTH1_101690.1	KAK4468467.1
OG0007228	SMTH1_88890.1	KAK4470991.1
OG0007229	SMTH1_83620.1	KAK4470338.1
OG0007230	SMTH1_11500.1	KAK4476291.1
OG0007231	SMTH1_26210.1	KAK4473314.1
OG0007232	SMTH1_13340.1	KAK4474430.1
OG0007233	SMTH1_106270.1, SMTH1_106280.1	KAK4467872.1
OG0007234	SMTH1_67000.1	KAK4471860.1
OG0007235	SMTH1_22570.1, SMTH1_22580.1	KAK4474995.1
OG0007236	SMTH1_4070.1	KAK4475627.1
OG0007237	SMTH1_84840.1	KAK4470692.1
OG0007238	SMTH1_30050.1	KAK4472923.1
OG0007239	SMTH1_86620.1	KAK4470790.1
OG0007241	SMTH1_46810.1	KAK4473436.1
OG0007242	SMTH1_48190.1, SMTH1_48190.2	KAK4473549.1
OG0007243	SMTH1_42860.1	KAK4473803.1
OG0007244	SMTH1_81050.1	KAK4470295.1
OG0007245	SMTH1_58970.1, SMTH1_58960.1	KAK4469510.1
OG0007246	SMTH1_54250.1	KAK4469325.1
OG0007247	SMTH1_57890.1	KAK4469725.1
OG0007248	SMTH1_28310.1	KAK4473263.1, KAK4473264.1
OG0007251	SMTH1_40760.1	KAK4473969.1
OG0007252	SMTH1_13960.1	KAK4474636.1
OG0007253	SMTH1_59280.1	KAK4469540.1
OG0007254	SMTH1_86030.1	KAK4470395.1
OG0007256	SMTH1_70900.1, SMTH1_70910.1	KAK4471321.1
OG0007257	SMTH1_60680.1	KAK4469876.1
OG0007260	SMTH1_86410.1	KAK4470773.1
OG0007261	SMTH1_45870.1	KAK4472993.1
OG0007262	SMTH1_92500.1, SMTH1_92500.2, SMTH1_92500.3	KAK4468143.1
OG0007263	SMTH1_9800.1	KAK4476231.1
OG0007264	SMTH1_13840.1	KAK4474477.1
OG0007265	SMTH1_28890.1	KAK4472839.1
OG0007267	SMTH1_100790.1	KAK4468622.1
OG0007268	SMTH1_48720.1	KAK4473589.1
OG0007269	SMTH1_22650.1	KAK4474990.1
OG0007270	SMTH1_89900.1, SMTH1_89900.2	KAK4468359.1
OG0007271	SMTH1_9450.1	KAK4476152.1
OG0007272	SMTH1_5200.1	KAK4475739.1, KAK4475749.1
OG0007273	SMTH1_5520.1	KAK4467441.1
OG0007274	SMTH1_60470.1	KAK4469914.1
OG0007275	SMTH1_33400.1	KAK4472477.1
OG0007276	SMTH1_33770.1	KAK4472402.1
OG0007277	SMTH1_53010.1	KAK4469129.1
OG0007278	SMTH1_47720.1	KAK4473514.1
OG0007279	SMTH1_94760.1	KAK4468155.1
OG0007280	SMTH1_87140.1	KAK4470840.1
OG0007282	SMTH1_72540.1	KAK4471231.1
OG0007284	SMTH1_16630.1	KAK4474320.1
OG0007285	SMTH1_45650.1	KAK4473600.1
OG0007286	SMTH1_62080.1	KAK4469042.1
OG0007287	SMTH1_67110.1	KAK4471079.1
OG0007288	SMTH1_87920.1	KAK4470908.1
OG0007290	SMTH1_39660.1	KAK4474076.1
OG0007291	SMTH1_57610.1	KAK4469169.1
OG0007296	SMTH1_69370.1	KAK4471731.1
OG0007297	SMTH1_96840.1	KAK4468781.1
OG0007298	SMTH1_46140.1	KAK4473249.1
OG0007299	SMTH1_87740.1	KAK4470891.1
OG0007300	SMTH1_28510.1, SMTH1_28500.1	KAK4473233.1
OG0007301	SMTH1_42910.1	KAK4473801.1
OG0007302	SMTH1_93000.1	KAK4468023.1
OG0007303	SMTH1_92520.1	KAK4468145.1
OG0007304	SMTH1_49190.1	KAK4472449.1
OG0007305	SMTH1_61170.1	KAK4469844.1
OG0007306	SMTH1_78930.1	KAK4470110.1
OG0007307	SMTH1_55780.1	KAK4469200.1
OG0007309	SMTH1_66090.1, SMTH1_66100.1	KAK4472022.1
OG0007311	SMTH1_1950.1	KAK4474799.1
OG0007312	SMTH1_10200.1	KAK4476237.1
OG0007313	SMTH1_87270.1	KAK4470850.1
OG0007314	SMTH1_52100.1	KAK4469960.1
OG0007315	SMTH1_94830.3, SMTH1_94830.1, SMTH1_94830.2	KAK4468045.1
OG0007316	SMTH1_37960.1	KAK4472252.1
OG0007317	SMTH1_37370.1	KAK4472313.1
OG0007318	SMTH1_3920.1	KAK4475613.1
OG0007319	SMTH1_52790.1	KAK4469107.1
OG0007320	SMTH1_44500.1	KAK4473684.1
OG0007322	SMTH1_71710.1	KAK4471921.1
OG0007323	SMTH1_81310.1	KAK4470318.1
OG0007324	SMTH1_95640.1, SMTH1_95640.2	KAK4468869.1
OG0007325	SMTH1_16520.1	KAK4467537.1, KAK4467262.1, KAK4467288.1
OG0007326	SMTH1_81040.1	KAK4470294.1
OG0007327	SMTH1_11460.1, SMTH1_11460.2	KAK4476308.1
OG0007328	SMTH1_31600.1	KAK4472901.1
OG0007330	SMTH1_65600.1	KAK4472060.1
OG0007331	SMTH1_62670.1	KAK4469735.1
OG0007332	SMTH1_39080.1	KAK4474121.1
OG0007334	SMTH1_101710.1	KAK4468469.1
OG0007335	SMTH1_10980.2, SMTH1_10980.1	KAK4474361.1
OG0007336	SMTH1_42630.1	KAK4473960.1
OG0007338	SMTH1_74600.1	KAK4471606.1
OG0007339	SMTH1_57380.1	KAK4469141.1
OG0007340	SMTH1_21720.1	KAK4475056.1, KAK4475057.1
OG0007341	SMTH1_8650.1	KAK4475959.1
OG0007343	SMTH1_56790.1, SMTH1_56790.2	KAK4469455.1
OG0007344	SMTH1_15860.1, SMTH1_15870.1	KAK4474549.1
OG0007345	SMTH1_85810.1	KAK4470418.1
OG0007346	SMTH1_103010.1	KAK4467932.1
OG0007347	SMTH1_19870.1	KAK4474970.1
OG0007348	SMTH1_290.1	KAK4475542.1
OG0007349	SMTH1_1490.1	KAK4475996.1
OG0007350	SMTH1_54300.1	KAK4469320.1
OG0007351	SMTH1_15800.1	KAK4474397.1
OG0007352	SMTH1_63300.1	KAK4469778.1
OG0007353	SMTH1_28750.1	KAK4472844.1
OG0007355	SMTH1_7890.3, SMTH1_7890.2, SMTH1_7890.1	KAK4476046.1
OG0007356	SMTH1_19090.1	KAK4474900.1
OG0007357	SMTH1_3190.1	KAK4475550.1
OG0007358	SMTH1_8940.1	KAK4476114.1
OG0007359	SMTH1_95540.1	KAK4468887.1
OG0007361	SMTH1_52730.1	KAK4469105.1
OG0007362	SMTH1_52860.1	KAK4469113.1
OG0007363	SMTH1_87820.1	KAK4470899.1
OG0007364	SMTH1_41270.1	KAK4473840.1
OG0007365	SMTH1_64940.1	KAK4471097.1
OG0007366	SMTH1_70080.1	KAK4471380.1
OG0007367	SMTH1_68040.1, SMTH1_68050.1	KAK4471950.1
OG0007369	SMTH1_104130.1, SMTH1_104120.1	KAK4467901.1
OG0007370	SMTH1_80980.1, SMTH1_80980.2	KAK4470287.1
OG0007371	SMTH1_103470.1	KAK4467596.1
OG0007372	SMTH1_4310.2, SMTH1_4310.1	KAK4475650.1
OG0007373	SMTH1_93130.1	KAK4468015.1
OG0007374	SMTH1_100320.1	KAK4468497.1
OG0007375	SMTH1_91070.1	KAK4468081.1
OG0007376	SMTH1_92170.1, SMTH1_92170.2	KAK4468213.1
OG0007377	SMTH1_96980.1, SMTH1_96980.2	KAK4468390.1
OG0007378	SMTH1_101680.1	KAK4468466.1
OG0007379	SMTH1_100600.1	KAK4468625.1
OG0007380	SMTH1_56150.1	KAK4469400.1
OG0007381	SMTH1_56540.1	KAK4469440.1
OG0007382	SMTH1_80260.3, SMTH1_80260.2, SMTH1_80260.1	KAK4470210.1
OG0007383	SMTH1_84750.1	KAK4470687.1
OG0007384	SMTH1_28050.1, SMTH1_28050.2	KAK4472222.1
OG0007385	SMTH1_35250.1	KAK4472614.1
OG0007386	SMTH1_31200.1	KAK4473100.1
OG0007387	SMTH1_46230.1, SMTH1_46220.1	KAK4473326.1
OG0007388	SMTH1_47030.1	KAK4473455.1
OG0007389	SMTH1_15610.1	KAK4474510.1
OG0007390	SMTH1_15200.1	KAK4474753.1
OG0007391	SMTH1_18380.1, SMTH1_18390.1	KAK4474834.1
OG0007392	SMTH1_17330.1	KAK4475240.1
OG0007393	SMTH1_4320.1	KAK4475653.1, KAK4475651.1
OG0007394	SMTH1_4720.1, SMTH1_4700.1	KAK4475692.1
OG0007414	SMTH1_15190.1	KAK4474752.1
OG0007415	SMTH1_49330.1	KAK4473772.1
OG0007416	SMTH1_61340.1	KAK4469831.1, KAK4469830.1
OG0007417	SMTH1_11860.1	KAK4474265.1
OG0007418	SMTH1_85860.1	KAK4470409.1
OG0007419	SMTH1_6380.1	KAK4475821.1
OG0007420	SMTH1_21130.1	KAK4475117.1
OG0007421	SMTH1_103880.1	KAK4467843.1
OG0007422	SMTH1_19730.1	KAK4474958.1
OG0007423	SMTH1_19720.1	KAK4474957.1
OG0007424	SMTH1_47280.1	KAK4473477.1
OG0007425	SMTH1_51840.1	KAK4469795.1
OG0007426	SMTH1_99070.1	KAK4468639.1
OG0007428	SMTH1_21510.1	KAK4475076.1
OG0007429	SMTH1_24350.1, SMTH1_24360.1	KAK4474328.1
OG0007430	SMTH1_52830.1, SMTH1_52840.1	KAK4469110.1
OG0007431	SMTH1_91530.1, SMTH1_91530.2	KAK4468279.1
OG0007432	SMTH1_54010.1	KAK4469563.1
OG0007433	SMTH1_71390.1	KAK4471470.1
OG0007434	SMTH1_71370.1, SMTH1_71370.2	KAK4471467.1
OG0007435	SMTH1_72410.1	KAK4471216.1
OG0007436	SMTH1_46180.1	KAK4473281.1
OG0007437	SMTH1_60450.1	KAK4469908.1
OG0007438	SMTH1_10900.1, SMTH1_10900.2	KAK4476313.1
OG0007439	SMTH1_19510.1	KAK4474936.1
OG0007440	SMTH1_90660.1	KAK4468324.1
OG0007441	SMTH1_67560.1	KAK4471901.1
OG0007442	SMTH1_34020.1	KAK4472726.1
OG0007444	SMTH1_65910.1	KAK4472057.1
OG0007445	SMTH1_39300.1	KAK4474135.1
OG0007446	SMTH1_14300.2, SMTH1_14300.1	KAK4474671.1
OG0007447	SMTH1_37610.1	KAK4467320.1
OG0007448	SMTH1_40190.1	KAK4474028.1
OG0007451	SMTH1_1090.1	KAK4474385.1
OG0007452	SMTH1_37830.1	KAK4472271.1
OG0007453	SMTH1_86160.1	KAK4470748.1
OG0007454	SMTH1_36160.1	KAK4472525.1
OG0007456	SMTH1_9210.1	KAK4476137.1
OG0007457	SMTH1_32880.1	KAK4472428.1
OG0007458	SMTH1_39460.1	KAK4474097.1
OG0007459	SMTH1_13270.1	KAK4474423.1
OG0007460	SMTH1_59380.1	KAK4469329.1
OG0007461	SMTH1_86350.1	KAK4470764.1
OG0007462	SMTH1_30990.1	KAK4473121.1
OG0007463	SMTH1_82350.1	KAK4470639.1
OG0007464	SMTH1_47040.1	KAK4473456.1
OG0007466	SMTH1_33930.1	KAK4472734.1
OG0007468	SMTH1_86890.1	KAK4470816.1
OG0007469	SMTH1_80620.1	KAK4470259.1
OG0007470	SMTH1_86230.1	KAK4470754.1
OG0007472	SMTH1_43010.1	KAK4473791.1
OG0007473	SMTH1_31240.1	KAK4472999.1
OG0007474	SMTH1_25190.1	KAK4473385.1
OG0007475	SMTH1_37630.1, SMTH1_37630.2	KAK4472289.1
OG0007476	SMTH1_79040.1	KAK4470118.1
OG0007477	SMTH1_55680.1, SMTH1_55680.2	KAK4468966.1
OG0007480	SMTH1_98840.1	KAK4468940.1
OG0007481	SMTH1_68990.1	KAK4471770.1
OG0007482	SMTH1_51500.1	KAK4469343.1
OG0007483	SMTH1_49370.1	KAK4473805.1
OG0007484	SMTH1_76780.1	KAK4471249.1
OG0007485	SMTH1_63910.1	KAK4471129.1
OG0007486	SMTH1_77350.1, SMTH1_77350.2	KAK4470092.1
OG0007487	SMTH1_81370.1	KAK4470555.1
OG0007488	SMTH1_54240.1	KAK4469326.1
OG0007489	SMTH1_63320.1	KAK4469775.1, KAK4469776.1
OG0007490	SMTH1_96690.1, SMTH1_96690.2	KAK4468796.1
OG0007491	SMTH1_57690.1	KAK4469928.1
OG0007492	SMTH1_93280.1	KAK4467969.1
OG0007493	SMTH1_31670.1	KAK4472832.1
OG0007494	SMTH1_21600.1, SMTH1_21600.2	KAK4475067.1
OG0007495	SMTH1_84280.1	KAK4470512.1
OG0007496	SMTH1_71810.1	KAK4471087.1
OG0007497	SMTH1_62260.1	KAK4469984.1
OG0007499	SMTH1_57820.1	KAK4469917.1
OG0007500	SMTH1_38430.1, SMTH1_38440.1	KAK4474182.1
OG0007501	SMTH1_51990.1	KAK4469889.1
OG0007502	SMTH1_23870.1	KAK4475423.1
OG0007503	SMTH1_55090.1	KAK4469260.1
OG0007504	SMTH1_180.1	KAK4475618.1
OG0007505	SMTH1_52310.1	KAK4469071.1
OG0007506	SMTH1_106220.1	KAK4467814.1
OG0007508	SMTH1_88140.1	KAK4470929.1
OG0007509	SMTH1_910.1	KAK4475782.1
OG0007510	SMTH1_70260.1	KAK4471394.1, KAK4471395.1
OG0007511	SMTH1_50820.1	KAK4469580.1
OG0007513	SMTH1_33420.1	KAK4472479.1
OG0007514	SMTH1_87870.1	KAK4470906.1
OG0007515	SMTH1_95550.1	KAK4468878.1
OG0007516	SMTH1_50750.1	KAK4473591.1
OG0007517	SMTH1_30030.1	KAK4472921.1
OG0007518	SMTH1_49230.1	KAK4472416.1
OG0007520	SMTH1_31210.1	KAK4473099.1
OG0007521	SMTH1_30040.1	KAK4472922.1
OG0007522	SMTH1_48330.2, SMTH1_48330.1	KAK4473561.1
OG0007523	SMTH1_14100.1	KAK4474650.1
OG0007524	SMTH1_83260.1	KAK4470369.1
OG0007525	SMTH1_89220.1	KAK4471018.1
OG0007526	SMTH1_28040.1	KAK4473235.1
OG0007527	SMTH1_79980.1	KAK4470185.1
OG0007528	SMTH1_32040.1	KAK4472816.1
OG0007529	SMTH1_18330.1	KAK4474829.1
OG0007530	SMTH1_41150.1	KAK4473869.1
OG0007531	SMTH1_36520.1	KAK4472392.1
OG0007532	SMTH1_66140.1	KAK4472019.1
OG0007533	SMTH1_12500.1	KAK4474402.1
OG0007534	SMTH1_320.1	KAK4474776.1
OG0007535	SMTH1_101290.1	KAK4468432.1
OG0007538	SMTH1_19050.2, SMTH1_19050.1	KAK4474897.1
OG0007539	SMTH1_24830.1	KAK4475505.1
OG0007540	SMTH1_99370.1	KAK4468581.1
OG0007541	SMTH1_1570.1	KAK4475933.1
OG0007543	SMTH1_12580.1	KAK4474556.1
OG0007545	SMTH1_94400.1	KAK4468088.1
OG0007546	SMTH1_54530.1	KAK4469303.1
OG0007547	SMTH1_1030.1	KAK4474447.1
OG0007549	SMTH1_36330.1	KAK4472511.1
OG0007550	SMTH1_73760.1	KAK4471360.1
OG0007551	SMTH1_64140.1	KAK4471139.1
OG0007552	SMTH1_30550.1	KAK4473047.1
OG0007553	SMTH1_24250.1	KAK4475469.1
OG0007554	SMTH1_32080.1	KAK4472798.1
OG0007555	SMTH1_37360.1	KAK4472314.1
OG0007558	SMTH1_37330.2, SMTH1_37330.1	KAK4472318.1
OG0007559	SMTH1_34000.1, SMTH1_34000.2	KAK4472192.1
OG0007560	SMTH1_45410.1	KAK4473621.1
OG0007561	SMTH1_27560.1	KAK4473192.1
OG0007562	SMTH1_87970.1	KAK4470914.1
OG0007563	SMTH1_89950.1	KAK4468365.1
OG0007564	SMTH1_83870.1	KAK4470540.1
OG0007566	SMTH1_75390.1	KAK4471545.1
OG0007568	SMTH1_3030.1	KAK4475535.1
OG0007569	SMTH1_14900.1	KAK4474717.1
OG0007570	SMTH1_46210.1	KAK4473305.1
OG0007571	SMTH1_97970.1	KAK4468693.1
OG0007572	SMTH1_82960.1	KAK4470464.1
OG0007573	SMTH1_65590.1	KAK4472061.1
OG0007574	SMTH1_100230.1	KAK4468506.1
OG0007575	SMTH1_83030.1	KAK4470455.1
OG0007576	SMTH1_23900.1	KAK4475421.1
OG0007577	SMTH1_88510.1	KAK4470957.1
OG0007578	SMTH1_97410.1	KAK4468753.1
OG0007579	SMTH1_10970.1	KAK4474362.1
OG0007580	SMTH1_50520.1	KAK4473430.1
OG0007581	SMTH1_99410.1	KAK4468579.1
OG0007582	SMTH1_19960.1	KAK4475224.1
OG0007584	SMTH1_75990.1	KAK4471506.1
OG0007587	SMTH1_27050.1	KAK4473053.1
OG0007588	SMTH1_28080.1	KAK4473238.1
OG0007589	SMTH1_52090.1	KAK4469970.1
OG0007593	SMTH1_1870.1	KAK4474692.1
OG0007594	SMTH1_55560.1, SMTH1_55560.2	KAK4469218.1
OG0007595	SMTH1_39870.1	KAK4474055.1
OG0007596	SMTH1_62400.1, SMTH1_62400.2, SMTH1_62400.3	KAK4469961.1
OG0007597	SMTH1_97080.1	KAK4468730.1
OG0007598	SMTH1_99080.1	KAK4468629.1
OG0007599	SMTH1_97120.1	KAK4468736.1
OG0007600	SMTH1_57680.1, SMTH1_57680.2, SMTH1_57680.3, SMTH1_57680.4, SMTH1_57680.5, SMTH1_57680.6	KAK4469930.1
OG0007601	SMTH1_89200.1	KAK4471016.1
OG0007602	SMTH1_87030.1	KAK4470829.1
OG0007604	SMTH1_36190.1	KAK4472521.1
OG0007605	SMTH1_38350.1	KAK4474189.1
OG0007606	SMTH1_71080.1	KAK4471296.1
OG0007608	SMTH1_76830.1	KAK4471197.1
OG0007609	SMTH1_102950.1	KAK4467937.1
OG0007610	SMTH1_80510.1	KAK4470250.1
OG0007611	SMTH1_50850.1	KAK4469888.1
OG0007613	SMTH1_52180.1, SMTH1_52180.2, SMTH1_52180.3	KAK4469060.1
OG0007614	SMTH1_52750.1, SMTH1_52760.1, SMTH1_52770.1	KAK4469106.1
OG0007615	SMTH1_46160.1, SMTH1_46150.1	KAK4473259.1
OG0007616	SMTH1_8990.1	KAK4476108.1
OG0007617	SMTH1_59750.1	KAK4469363.1
OG0007618	SMTH1_55660.1	KAK4469210.1
OG0007619	SMTH1_105720.1	KAK4467673.1
OG0007620	SMTH1_104340.1	KAK4467946.1
OG0007621	SMTH1_91320.1	KAK4468310.1
OG0007622	SMTH1_101540.1	KAK4468452.1
OG0007623	SMTH1_101810.1	KAK4468476.1
OG0007624	SMTH1_96570.3, SMTH1_96570.2, SMTH1_96570.1	KAK4468806.1
OG0007625	SMTH1_59190.1	KAK4469533.1
OG0007626	SMTH1_61760.1, SMTH1_61780.1	KAK4469806.1
OG0007627	SMTH1_61200.1	KAK4469842.1
OG0007628	SMTH1_62480.1	KAK4469969.1
OG0007629	SMTH1_73860.1, SMTH1_73870.1	KAK4471362.1
OG0007630	SMTH1_71230.1, SMTH1_71230.2	KAK4471454.1
OG0007631	SMTH1_69610.1, SMTH1_69610.2	KAK4471708.1
OG0007632	SMTH1_67990.1	KAK4471946.1
OG0007633	SMTH1_29050.1	KAK4472883.1
OG0007634	SMTH1_47580.1	KAK4473506.1
OG0007635	SMTH1_42740.1	KAK4473813.1
OG0007636	SMTH1_42610.1	KAK4473958.1
OG0007637	SMTH1_40620.1, SMTH1_40620.2	KAK4473980.1
OG0007638	SMTH1_7300.1	KAK4474222.1
OG0007639	SMTH1_13560.1	KAK4474451.1
OG0007640	SMTH1_19020.1	KAK4474894.1
OG0007641	SMTH1_20250.1	KAK4475199.1
OG0007642	SMTH1_9020.2	KAK4476117.1
OG0007667	SMTH1_100200.1	KAK4468511.1
OG0007669	SMTH1_76220.1	KAK4471492.1
OG0007670	SMTH1_6030.1	KAK4475851.1
OG0007671	SMTH1_5040.1	KAK4475724.1
OG0007672	SMTH1_18270.1	KAK4474825.1
OG0007673	SMTH1_99250.1	KAK4468470.1
OG0007674	SMTH1_92760.1	KAK4468042.1
OG0007675	SMTH1_31610.1	KAK4472900.1
OG0007677	SMTH1_32950.1	KAK4472434.1
OG0007678	SMTH1_52280.1	KAK4469067.1, KAK4469068.1
OG0007680	SMTH1_55880.1	KAK4469372.1
OG0007681	SMTH1_105200.1	KAK4467627.1
OG0007682	SMTH1_102220.1	KAK4468921.1
OG0007683	SMTH1_53650.1	KAK4469593.1
OG0007685	SMTH1_400.1	KAK4475409.1
OG0007686	SMTH1_53950.1	KAK4469567.1
OG0007689	SMTH1_10940.1	KAK4476309.1
OG0007690	SMTH1_95770.1	KAK4468861.1
OG0007691	SMTH1_65320.1	KAK4472094.1
OG0007692	SMTH1_12920.1	KAK4474527.1
