Orthogroup	schistosoma_mattheei	schistosoma_spindale
OG0005525	SMTH1_65010.1	SSPN1_56550.1
OG0005526	SMTH1_42420.1	SSPN1_32650.1
OG0005530	SMTH1_13810.1	SSPN1_16930.1
OG0005531	SMTH1_9830.1	SSPN1_8580.1, SSPN1_8580.2
OG0005532	SMTH1_16200.2	SSPN1_16070.3
OG0005533	SMTH1_2170.1	SSPN1_120.1, SSPN1_1710.1, SSPN1_1710.2, SSPN1_1710.3, SSPN1_1710.4
OG0005536	SMTH1_40230.1, SMTH1_40230.2	SSPN1_34620.1
OG0005538	SMTH1_54550.1	SSPN1_47210.1, SSPN1_47210.2
OG0005539	SMTH1_33600.1	SSPN1_29290.1
OG0005540	SMTH1_66340.1	SSPN1_64520.1
OG0005544	SMTH1_26010.1	SSPN1_22610.1
OG0005545	SMTH1_5000.1	SSPN1_4230.1
OG0005546	SMTH1_11550.1	SSPN1_20230.1
OG0005547	SMTH1_42410.1	SSPN1_32660.1
OG0005549	SMTH1_56380.1, SMTH1_56380.3, SMTH1_56380.2	SSPN1_48800.1
OG0005550	SMTH1_59210.1, SMTH1_59210.2	SSPN1_51380.1
OG0005551	SMTH1_79370.1	SSPN1_68580.1, SSPN1_68580.2, SSPN1_68580.6, SSPN1_68580.7, SSPN1_68580.3, SSPN1_68580.4, SSPN1_68580.5
OG0005553	SMTH1_49840.1, SMTH1_49840.2, SMTH1_49840.3	SSPN1_43350.1
OG0005554	SMTH1_18450.1	SSPN1_14130.1
OG0005555	SMTH1_24110.6, SMTH1_24110.1, SMTH1_24110.4, SMTH1_24110.5, SMTH1_24110.3, SMTH1_24110.2	SSPN1_20940.1
OG0005557	SMTH1_56550.1	SSPN1_48940.1
OG0005558	SMTH1_94290.1	SSPN1_82330.1
OG0005560	SMTH1_100260.1, SMTH1_100260.2, SMTH1_100260.3	SSPN1_85770.1
OG0005566	SMTH1_84380.2, SMTH1_84380.1	SSPN1_73010.1, SSPN1_73010.2
OG0005567	SMTH1_15030.1	SSPN1_18000.1
OG0005568	SMTH1_85450.1, SMTH1_85450.2	SSPN1_74040.1
OG0005569	SMTH1_106170.1	SSPN1_92100.1
OG0005570	SMTH1_36170.1	SSPN1_38320.1
OG0005571	SMTH1_52200.1	SSPN1_45300.1
OG0005572	SMTH1_74630.1	SSPN1_57700.2, SSPN1_57700.3, SSPN1_57700.4, SSPN1_57700.1
OG0005573	SMTH1_10990.1	SSPN1_20700.1
OG0005574	SMTH1_95780.1	SSPN1_83190.1, SSPN1_83190.2
OG0005575	SMTH1_75310.1	SSPN1_65000.1
OG0005576	SMTH1_75250.1	SSPN1_64980.1, SSPN1_64980.2, SSPN1_2640.1
OG0005577	SMTH1_95300.1	SSPN1_83110.1, SSPN1_83110.2
OG0005578	SMTH1_55140.1	SSPN1_47710.1
OG0005579	SMTH1_11850.1	SSPN1_20010.1
OG0005580	SMTH1_57130.1, SMTH1_57130.2	SSPN1_49490.1
OG0005581	SMTH1_33180.1	SSPN1_28880.1
OG0005582	SMTH1_36880.1	SSPN1_37780.1
OG0005583	SMTH1_95650.1	SSPN1_82840.1
OG0005584	SMTH1_104540.1	SSPN1_90620.1
OG0005585	SMTH1_105710.1, SMTH1_105710.2	SSPN1_91720.1
OG0005586	SMTH1_105700.1	SSPN1_91710.1
OG0005587	SMTH1_86750.1	SSPN1_75100.1
OG0005588	SMTH1_31340.1	SSPN1_27160.1
OG0005589	SMTH1_65770.1	SSPN1_57230.1
OG0005590	SMTH1_19600.1	SSPN1_10500.1
OG0005591	SMTH1_72660.1	SSPN1_59290.1
OG0005592	SMTH1_58840.1	SSPN1_51050.5, SSPN1_51050.3, SSPN1_51050.4, SSPN1_51050.1, SSPN1_51050.2
OG0005593	SMTH1_79680.1, SMTH1_79660.1	SSPN1_68840.1
OG0005594	SMTH1_77170.1	SSPN1_66890.1
OG0005595	SMTH1_69280.1	SSPN1_61880.1
OG0005596	SMTH1_73920.1	SSPN1_58300.3
OG0005597	SMTH1_92820.1	SSPN1_80550.1, SSPN1_80550.2
OG0005598	SMTH1_85180.2, SMTH1_85180.1	SSPN1_73730.1
OG0005599	SMTH1_60880.1	SSPN1_52890.1, SSPN1_52890.2
OG0005600	SMTH1_21500.1	SSPN1_12330.1
OG0005601	SMTH1_25380.1, SMTH1_25370.1, SMTH1_25360.1, SMTH1_25390.1	SSPN1_22150.1
OG0005602	SMTH1_25230.1	SSPN1_22050.1
OG0005603	SMTH1_71670.1	SSPN1_60120.1
OG0005604	SMTH1_33250.1	SSPN1_28940.1
OG0005605	SMTH1_40080.1	SSPN1_34750.1
OG0005606	SMTH1_88720.1	SSPN1_76780.1
OG0005607	SMTH1_99360.1	SSPN1_86490.1
OG0005608	SMTH1_73820.1	SSPN1_58370.1
OG0005609	SMTH1_68110.1	SSPN1_62950.1
OG0005610	SMTH1_2620.1	SSPN1_2140.1
OG0005611	SMTH1_101350.1, SMTH1_101350.2	SSPN1_87900.1
OG0005612	SMTH1_104010.1	SSPN1_90160.1
OG0005613	SMTH1_60250.1	SSPN1_52290.1
OG0005614	SMTH1_31560.1	SSPN1_27380.1
OG0005615	SMTH1_32380.1	SSPN1_28060.1
OG0005616	SMTH1_32370.1, SMTH1_32370.2	SSPN1_28050.1
OG0005617	SMTH1_43150.1	SSPN1_32080.1
OG0005618	SMTH1_55840.1	SSPN1_48270.1, SSPN1_48270.2
OG0005619	SMTH1_56190.1	SSPN1_48600.1
OG0005620	SMTH1_98920.1	SSPN1_86850.1, SSPN1_86850.2
OG0005621	SMTH1_96970.1	SSPN1_84280.1
OG0005622	SMTH1_480.1	SSPN1_790.1
OG0005623	SMTH1_83580.1	SSPN1_72350.1, SSPN1_72350.2
OG0005624	SMTH1_12720.1	SSPN1_19140.1
OG0005625	SMTH1_12730.2, SMTH1_12730.1	SSPN1_19130.1
OG0005626	SMTH1_48790.1	SSPN1_42390.1, SSPN1_42390.2, SSPN1_42390.3
OG0005627	SMTH1_25720.1	SSPN1_22410.1
OG0005628	SMTH1_43660.1	SSPN1_31680.1
OG0005629	SMTH1_35450.1	SSPN1_38940.1
OG0005630	SMTH1_94210.1	SSPN1_44350.1, SSPN1_82400.1
OG0005631	SMTH1_61260.1, SMTH1_61270.1	SSPN1_53230.1
OG0005632	SMTH1_105680.1	SSPN1_91690.1
OG0005633	SMTH1_11970.1, SMTH1_11970.2	SSPN1_19870.1, SSPN1_19870.2
OG0005634	SMTH1_25260.1	SSPN1_22080.2, SSPN1_22080.3, SSPN1_22080.1
OG0005635	SMTH1_3620.1	SSPN1_2960.1, SSPN1_2960.2
OG0005636	SMTH1_42830.1	SSPN1_32340.1
OG0005637	SMTH1_89120.1	SSPN1_77130.3, SSPN1_77130.1, SSPN1_77130.2, SSPN1_77130.4
OG0005638	SMTH1_85870.1	SSPN1_74340.1
OG0005639	SMTH1_81460.1	SSPN1_70360.1
OG0005640	SMTH1_30590.1, SMTH1_30580.1, SMTH1_30580.2, SMTH1_30580.3	SSPN1_26540.1
OG0005641	SMTH1_81710.1	SSPN1_70580.1
OG0005642	SMTH1_106780.1	SSPN1_92670.1
OG0005643	SMTH1_32930.1	SSPN1_28610.1
OG0005644	SMTH1_85100.1, SMTH1_85100.2	SSPN1_73670.1
OG0005645	SMTH1_65410.1	SSPN1_56940.1, SSPN1_56940.2
OG0005646	SMTH1_45790.1	SSPN1_39800.1
OG0005647	SMTH1_62030.2, SMTH1_62030.3, SMTH1_62030.4, SMTH1_62030.5, SMTH1_62030.1	SSPN1_53860.1
OG0005648	SMTH1_44780.1	SSPN1_30800.1
OG0005649	SMTH1_56340.1, SMTH1_56340.2	SSPN1_48750.1
OG0005650	SMTH1_71950.1, SMTH1_71950.2	SSPN1_59850.1
OG0005651	SMTH1_73500.1	SSPN1_58600.1, SSPN1_58600.2
OG0005652	SMTH1_53660.1, SMTH1_53660.2	SSPN1_46530.1, SSPN1_46530.2
OG0005653	SMTH1_104150.1, SMTH1_104150.2, SMTH1_104150.3	SSPN1_90300.1
OG0005654	SMTH1_80920.1	SSPN1_69840.1
OG0005655	SMTH1_30180.1	SSPN1_26210.1, SSPN1_26210.2
OG0005656	SMTH1_97580.1	SSPN1_84760.1
OG0005657	SMTH1_13670.1	SSPN1_16810.1
OG0005658	SMTH1_101050.1, SMTH1_101060.1	SSPN1_87680.1, SSPN1_87680.2
OG0005659	SMTH1_18740.1	SSPN1_13790.1
OG0005660	SMTH1_80020.1, SMTH1_80010.1	SSPN1_69070.1
OG0005662	SMTH1_48260.1, SMTH1_48260.2	SSPN1_41900.1
OG0005663	SMTH1_9730.1	SSPN1_8480.1
OG0005664	SMTH1_28020.1	SSPN1_24260.1
OG0005665	SMTH1_53870.1	SSPN1_46680.1, SSPN1_46680.2, SSPN1_46680.3
OG0005666	SMTH1_99990.1	SSPN1_85980.1
OG0005667	SMTH1_46940.1	SSPN1_40850.1
OG0005668	SMTH1_4170.1, SMTH1_4170.2, SMTH1_4170.4, SMTH1_4170.5	SSPN1_3520.1
OG0005669	SMTH1_62160.1	SSPN1_54010.1
OG0005670	SMTH1_93590.1	SSPN1_81300.1
OG0005671	SMTH1_13620.1	SSPN1_16780.1
OG0005672	SMTH1_52850.1	SSPN1_45790.1, SSPN1_45790.2
OG0005673	SMTH1_52900.1	SSPN1_45840.1
OG0005674	SMTH1_28950.1, SMTH1_28940.1	SSPN1_25110.1
OG0005675	SMTH1_45430.1	SSPN1_39460.1, SSPN1_39450.1
OG0005676	SMTH1_58430.1	SSPN1_50710.1
OG0005677	SMTH1_6780.1	SSPN1_5800.1
OG0005678	SMTH1_66350.1	SSPN1_64510.1
OG0005679	SMTH1_98210.1	SSPN1_85390.3, SSPN1_85390.1, SSPN1_85390.2
OG0005681	SMTH1_76670.1	SSPN1_66530.1
OG0005682	SMTH1_35150.1	SSPN1_30520.1
OG0005683	SMTH1_39710.1	SSPN1_35080.1
OG0005685	SMTH1_102740.1, SMTH1_102740.2, SMTH1_102740.3, SMTH1_102740.4, SMTH1_15530.1	SSPN1_18470.1
OG0005686	SMTH1_100080.1	SSPN1_85920.1
OG0005687	SMTH1_73220.1, SMTH1_73220.2	SSPN1_58830.1
OG0005688	SMTH1_660.1	SSPN1_880.1
OG0005689	SMTH1_78600.1, SMTH1_78620.1	SSPN1_68050.1, SSPN1_68040.1
OG0005690	SMTH1_58710.3, SMTH1_58710.2, SMTH1_58710.1	SSPN1_50910.1
OG0005691	SMTH1_104270.1	SSPN1_90400.1
OG0005692	SMTH1_52720.1, SMTH1_52710.1	SSPN1_45720.1
OG0005693	SMTH1_1460.1	SSPN1_200.1
OG0005694	SMTH1_55010.1, SMTH1_55010.2	SSPN1_47580.1
OG0005695	SMTH1_55180.1	SSPN1_47750.1
OG0005696	SMTH1_46090.1, SMTH1_46080.1, SMTH1_46070.1	SSPN1_40080.1
OG0005697	SMTH1_20330.1	SSPN1_11210.1
OG0005698	SMTH1_77380.1	SSPN1_67110.1
OG0005699	SMTH1_23070.1	SSPN1_10080.1, SSPN1_10080.2
OG0005700	SMTH1_79630.1	SSPN1_68790.1, SSPN1_68790.2, SSPN1_68810.1
OG0005701	SMTH1_63840.1	SSPN1_55550.1, SSPN1_55500.1
OG0005702	SMTH1_72450.1, SMTH1_72450.2	SSPN1_59470.1
OG0005703	SMTH1_38290.1, SMTH1_38300.1	SSPN1_36430.1, SSPN1_36430.2, SSPN1_36430.3
OG0005704	SMTH1_45540.1	SSPN1_39590.1
OG0005705	SMTH1_60080.1	SSPN1_52120.1, SSPN1_52120.2
OG0005706	SMTH1_62250.1	SSPN1_54110.1
OG0005707	SMTH1_72530.1	SSPN1_59400.1
OG0005708	SMTH1_22190.2, SMTH1_22190.1	SSPN1_12840.1
OG0005709	SMTH1_30630.1, SMTH1_30620.1	SSPN1_26560.1
OG0005710	SMTH1_38580.1	SSPN1_36130.1
OG0005711	SMTH1_18500.1	SSPN1_14050.1
OG0005712	SMTH1_99260.1	SSPN1_86570.1, SSPN1_86570.2
OG0005713	SMTH1_73560.1	SSPN1_58560.1, SSPN1_58560.2
OG0005714	SMTH1_100830.1	SSPN1_87490.1, SSPN1_87490.2
OG0005715	SMTH1_82870.1	SSPN1_71670.1, SSPN1_71670.2
OG0005716	SMTH1_56830.1	SSPN1_49220.1
OG0005717	SMTH1_83680.1, SMTH1_83680.2	SSPN1_72420.1
OG0005718	SMTH1_55510.1	SSPN1_48030.1
OG0005719	SMTH1_39600.1	SSPN1_35190.1
OG0005720	SMTH1_92920.1	SSPN1_80650.1, SSPN1_80650.2
OG0005722	SMTH1_103370.1	SSPN1_89570.1
OG0005723	SMTH1_47800.1	SSPN1_41570.1
OG0005724	SMTH1_10530.1	SSPN1_9200.1
OG0005725	SMTH1_92510.1, SMTH1_92510.2, SMTH1_92510.3	SSPN1_80260.1
OG0005726	SMTH1_59110.1	SSPN1_51290.1
OG0005727	SMTH1_76360.1	SSPN1_66230.1
OG0005728	SMTH1_97530.1	SSPN1_84710.1
OG0005729	SMTH1_72090.1	SSPN1_59730.1, SSPN1_59730.2
OG0005730	SMTH1_104620.1, SMTH1_104610.1	SSPN1_90680.1
OG0005731	SMTH1_90110.1	SSPN1_78700.1
OG0005732	SMTH1_30320.1	SSPN1_26310.1, SSPN1_26310.2
OG0005733	SMTH1_26820.1	SSPN1_23240.1, SSPN1_23240.2
OG0005734	SMTH1_48500.1	SSPN1_42080.1
OG0005735	SMTH1_102350.1	SSPN1_88750.1
OG0005736	SMTH1_77540.1	SSPN1_67270.1, SSPN1_67270.2
OG0005737	SMTH1_70830.1	SSPN1_60500.1
OG0005738	SMTH1_5530.1	SSPN1_4690.1
OG0005739	SMTH1_33020.2	SSPN1_28720.1
OG0005740	SMTH1_88480.1	SSPN1_76570.1
OG0005741	SMTH1_95850.1	SSPN1_83220.1
OG0005743	SMTH1_18120.1, SMTH1_18130.1	SSPN1_14380.1
OG0005744	SMTH1_17880.1	SSPN1_14580.1
OG0005745	SMTH1_70310.1	SSPN1_60910.1
OG0005746	SMTH1_32470.1	SSPN1_28140.1
OG0005747	SMTH1_49980.1	SSPN1_43440.1
OG0005748	SMTH1_95560.1	SSPN1_82930.1
OG0005749	SMTH1_66610.1, SMTH1_66430.1, SMTH1_66440.1	SSPN1_64360.1
OG0005750	SMTH1_106460.1	SSPN1_92350.1
OG0005751	SMTH1_38020.1	SSPN1_36710.1
OG0005752	SMTH1_27300.1, SMTH1_27300.2, SMTH1_27300.3, SMTH1_27300.4	SSPN1_23630.1
OG0005753	SMTH1_89170.1	SSPN1_77170.1
OG0005754	SMTH1_97390.1	SSPN1_84610.1
OG0005755	SMTH1_27800.1	SSPN1_24080.1
OG0005756	SMTH1_30660.1, SMTH1_30660.2	SSPN1_26590.1, SSPN1_26590.2
OG0005757	SMTH1_82620.1, SMTH1_82620.2	SSPN1_71460.1
OG0005758	SMTH1_79940.1, SMTH1_79940.2	SSPN1_69010.1
OG0005759	SMTH1_31020.1, SMTH1_31030.1, SMTH1_31040.1	SSPN1_26880.1
OG0005760	SMTH1_53800.1	SSPN1_46620.1
OG0005761	SMTH1_26630.3, SMTH1_26630.4, SMTH1_26630.5, SMTH1_26630.1, SMTH1_26630.2	SSPN1_23130.1, SSPN1_23130.2
OG0005762	SMTH1_68660.1	SSPN1_62420.1
OG0005763	SMTH1_101730.1	SSPN1_88270.1
OG0005764	SMTH1_72260.1, SMTH1_72270.1, SMTH1_72290.1, SMTH1_72280.1	SSPN1_59590.1
OG0005765	SMTH1_28620.1	SSPN1_24870.1
OG0005766	SMTH1_94180.1	SSPN1_82430.1
OG0005767	SMTH1_89610.1, SMTH1_89610.2	SSPN1_77630.1, SSPN1_77630.2
OG0005768	SMTH1_35610.1	SSPN1_38780.1
OG0005769	SMTH1_15620.1, SMTH1_15630.1	SSPN1_18550.1
OG0005770	SMTH1_45830.1	SSPN1_39840.1
OG0005771	SMTH1_59020.1	SSPN1_51220.1
OG0005772	SMTH1_89910.1, SMTH1_89910.2	SSPN1_78870.1
OG0005773	SMTH1_77270.1	SSPN1_67020.1
OG0005774	SMTH1_73420.1	SSPN1_58680.1
OG0005775	SMTH1_47100.1, SMTH1_47090.1	SSPN1_40990.1, SSPN1_40990.2
OG0005776	SMTH1_96480.1, SMTH1_96470.1	SSPN1_83580.1
OG0005777	SMTH1_47430.1	SSPN1_41280.1
OG0005778	SMTH1_75630.1	SSPN1_60430.1
OG0005779	SMTH1_76230.1, SMTH1_76230.2	SSPN1_66130.1
OG0005780	SMTH1_103510.1	SSPN1_89720.1
OG0005781	SMTH1_96580.1, SMTH1_96580.2, SMTH1_96580.3	SSPN1_83960.1
OG0005782	SMTH1_49260.1	SSPN1_42830.1
OG0005783	SMTH1_98330.1	SSPN1_85470.1
OG0005784	SMTH1_101300.1	SSPN1_87860.1, SSPN1_87860.2
OG0005785	SMTH1_13510.1	SSPN1_16660.1
OG0005786	SMTH1_15790.1	SSPN1_18740.1
OG0005787	SMTH1_940.1	SSPN1_1070.1, SSPN1_1070.2
OG0005788	SMTH1_13790.1, SMTH1_13780.1	SSPN1_16900.1
OG0005789	SMTH1_57410.1	SSPN1_49730.1
OG0005790	SMTH1_78040.1	SSPN1_67660.1
OG0005791	SMTH1_49570.1, SMTH1_49560.1, SMTH1_49560.2, SMTH1_49560.3	SSPN1_43080.1, SSPN1_43080.2
OG0005792	SMTH1_4210.1, SMTH1_4210.2	SSPN1_3570.1
OG0005793	SMTH1_7690.1	SSPN1_6660.1, SSPN1_6660.2
OG0005794	SMTH1_4860.1	SSPN1_4110.1
OG0005795	SMTH1_106340.1	SSPN1_92250.1
OG0005796	SMTH1_5770.1, SMTH1_5770.2	SSPN1_4910.1
OG0005797	SMTH1_105690.1	SSPN1_91700.1
OG0005798	SMTH1_79230.1	SSPN1_68500.3, SSPN1_68500.1, SSPN1_68500.2
OG0005799	SMTH1_22800.1	SSPN1_10300.1
OG0005800	SMTH1_92530.1	SSPN1_80280.1, SSPN1_80280.3, SSPN1_80280.2
OG0005801	SMTH1_17140.1, SMTH1_17130.1	SSPN1_15230.1
OG0005802	SMTH1_84560.1	SSPN1_73130.1
OG0005803	SMTH1_64530.1	SSPN1_56120.1
OG0005805	SMTH1_77600.1	SSPN1_67320.1
OG0005806	SMTH1_91400.1	SSPN1_79230.1
OG0005807	SMTH1_89150.1	SSPN1_77150.1
OG0005808	SMTH1_43770.1	SSPN1_31610.1, SSPN1_31610.2
OG0005809	SMTH1_32110.1, SMTH1_32110.2	SSPN1_27840.1, SSPN1_27840.2
OG0005810	SMTH1_97060.1	SSPN1_84370.1
OG0005811	SMTH1_14730.1	SSPN1_17730.1
OG0005812	SMTH1_44470.1	SSPN1_31080.1
OG0005813	SMTH1_80160.1	SSPN1_69180.1, SSPN1_69180.2, SSPN1_69180.3
OG0005814	SMTH1_16320.1, SMTH1_16320.2	SSPN1_16000.1, SSPN1_16000.2, SSPN1_16000.3, SSPN1_16000.4, SSPN1_16000.5, SSPN1_16000.6
OG0005815	SMTH1_72630.1	SSPN1_59320.1, SSPN1_59320.2
OG0005816	SMTH1_14920.1, SMTH1_14920.2	SSPN1_17920.1
OG0005817	SMTH1_34280.4, SMTH1_34280.1, SMTH1_34280.2, SMTH1_34280.3	SSPN1_29770.1
OG0005818	SMTH1_99900.1	SSPN1_86070.2, SSPN1_86070.3, SSPN1_86070.1
OG0005819	SMTH1_58760.1	SSPN1_50970.1
OG0005820	SMTH1_69760.1	SSPN1_61480.1
OG0005821	SMTH1_106190.1, SMTH1_106200.1	SSPN1_92120.1
OG0005822	SMTH1_30680.1	SSPN1_26620.1
OG0005823	SMTH1_44920.1, SMTH1_44920.2	SSPN1_30670.1
OG0005824	SMTH1_29760.1, SMTH1_29760.2	SSPN1_25810.1
OG0005825	SMTH1_31220.1, SMTH1_31220.2	SSPN1_27070.1
OG0005826	SMTH1_69560.1	SSPN1_61670.1
OG0005827	SMTH1_51340.1	SSPN1_44510.1
OG0005828	SMTH1_99490.1, SMTH1_99490.3, SMTH1_99490.2	SSPN1_86390.1
OG0005829	SMTH1_65610.1, SMTH1_65610.2	SSPN1_57090.1
OG0005830	SMTH1_76480.1	SSPN1_66340.1
OG0005831	SMTH1_53180.2, SMTH1_53180.1, SMTH1_53180.3	SSPN1_46150.1
OG0005832	SMTH1_40370.1	SSPN1_34490.1
OG0005833	SMTH1_5450.1	SSPN1_4630.1
OG0005834	SMTH1_93140.1	SSPN1_80920.1
OG0005835	SMTH1_70360.1	SSPN1_60870.1
OG0005836	SMTH1_92360.1	SSPN1_80140.1
OG0005837	SMTH1_102240.1	SSPN1_88650.1
OG0005838	SMTH1_1000.1, SMTH1_990.1	SSPN1_1120.1
OG0005840	SMTH1_95500.1	SSPN1_83010.1
OG0005841	SMTH1_15660.1, SMTH1_15660.2	SSPN1_18580.1
OG0005842	SMTH1_56640.1	SSPN1_49040.1, SSPN1_49040.2, SSPN1_49040.3
OG0005844	SMTH1_13400.1	SSPN1_16580.1, SSPN1_16580.3, SSPN1_16580.2
OG0005845	SMTH1_103480.1	SSPN1_89680.1, SSPN1_89680.2
OG0005846	SMTH1_38110.1, SMTH1_38110.2	SSPN1_36590.1
OG0005847	SMTH1_106740.1	SSPN1_92720.1
OG0005849	SMTH1_106670.1	SSPN1_92780.1
OG0005850	SMTH1_39160.1, SMTH1_39160.2, SMTH1_39160.3, SMTH1_39160.4	SSPN1_35630.1
OG0005851	SMTH1_62940.1	SSPN1_54780.1
OG0005852	SMTH1_33560.1	SSPN1_29230.1
OG0005853	SMTH1_84990.1	SSPN1_73570.1
OG0005854	SMTH1_87500.1	SSPN1_75720.1
OG0005855	SMTH1_41100.1	SSPN1_33440.1
OG0005856	SMTH1_95430.1	SSPN1_83050.1, SSPN1_83050.2
OG0005857	SMTH1_74360.1	SSPN1_57910.1
OG0005859	SMTH1_19060.1	SSPN1_13550.1
OG0005860	SMTH1_80870.2, SMTH1_80870.1, SMTH1_80870.3, SMTH1_80870.8, SMTH1_80870.5, SMTH1_80870.7	SSPN1_69780.1
OG0005861	SMTH1_48230.1	SSPN1_41880.1, SSPN1_41880.2
OG0005861	SMTH1_48230.2	SSPN1_41880.3, SSPN1_41880.4
OG0005862	SMTH1_47440.1	SSPN1_41270.1, SSPN1_41270.2
OG0005863	SMTH1_53990.1	SSPN1_46750.1, SSPN1_46750.2, SSPN1_46750.3
OG0005864	SMTH1_38250.1	SSPN1_21350.1, SSPN1_21350.2, SSPN1_21350.3, SSPN1_21350.4, SSPN1_21350.5, SSPN1_36470.1
OG0005865	SMTH1_23760.1	SSPN1_9530.1
OG0005866	SMTH1_80200.1, SMTH1_80200.2	SSPN1_69220.1, SSPN1_69220.2
OG0005867	SMTH1_31640.1	SSPN1_27440.1, SSPN1_27440.2
OG0005868	SMTH1_106180.1	SSPN1_92110.1, SSPN1_92110.2, SSPN1_92110.3
OG0005869	SMTH1_103230.1	SSPN1_89420.1, SSPN1_89420.2
OG0005870	SMTH1_26900.1	SSPN1_23300.1
OG0005871	SMTH1_87320.1, SMTH1_87300.1	SSPN1_75590.1
OG0005872	SMTH1_52400.1	SSPN1_45460.1, SSPN1_45460.2
OG0005873	SMTH1_80820.1, SMTH1_80820.2, SMTH1_80830.1	SSPN1_69730.1
OG0005874	SMTH1_73930.1	SSPN1_58290.1, SSPN1_58290.2
OG0005875	SMTH1_70170.1	SSPN1_61080.1
OG0005876	SMTH1_74770.1, SMTH1_74780.1	SSPN1_57560.1
OG0005877	SMTH1_30830.1	SSPN1_26730.1, SSPN1_26730.2
OG0005878	SMTH1_46660.1	SSPN1_40560.1
OG0005879	SMTH1_48650.1	SSPN1_42210.1
OG0005880	SMTH1_41190.1, SMTH1_41190.2	SSPN1_33860.1
OG0005881	SMTH1_17570.1	SSPN1_14890.1
OG0005882	SMTH1_30880.1, SMTH1_30880.2, SMTH1_30880.3, SMTH1_30880.4	SSPN1_26770.1, SSPN1_26770.2
OG0005883	SMTH1_53640.1, SMTH1_53640.2, SMTH1_53640.3, SMTH1_53630.1	SSPN1_46510.1, SSPN1_46510.2
OG0005884	SMTH1_80660.1, SMTH1_107660.1	SSPN1_69620.1
OG0005885	SMTH1_107860.1, SMTH1_95890.1	SSPN1_83250.1
OG0005892	SMTH1_41570.1	SSPN1_33520.2, SSPN1_33520.1, SSPN1_33520.3
OG0005894	SMTH1_12640.1, SMTH1_12650.1	SSPN1_19220.1
OG0005895	SMTH1_104110.1	SSPN1_90270.1, SSPN1_90270.2, SSPN1_90260.1
OG0005896	SMTH1_45500.1	SSPN1_39530.1
OG0005897	SMTH1_103920.1	SSPN1_90070.1
OG0005899	SMTH1_103970.1	SSPN1_90100.1
OG0005900	SMTH1_34880.1	SSPN1_30280.1
OG0005901	SMTH1_66300.1	SSPN1_64560.1
OG0005902	SMTH1_8760.1	SSPN1_7630.1
OG0005903	SMTH1_6210.1, SMTH1_6210.3, SMTH1_6210.2	SSPN1_5350.1
OG0005904	SMTH1_26310.1	SSPN1_22800.1, SSPN1_22800.3, SSPN1_22800.2
OG0005905	SMTH1_75280.1, SMTH1_75270.1	SSPN1_64990.1
OG0005906	SMTH1_82110.1	SSPN1_70910.1, SSPN1_70910.2, SSPN1_70910.3
OG0005907	SMTH1_46170.1, SMTH1_46170.2	SSPN1_40140.1
OG0005908	SMTH1_44160.1	SSPN1_31290.1, SSPN1_31290.2
OG0005909	SMTH1_16020.1	SSPN1_16260.1
OG0005910	SMTH1_84880.1	SSPN1_73440.1, SSPN1_73440.2
OG0005911	SMTH1_105550.1	SSPN1_91560.1
OG0005912	SMTH1_105330.1	SSPN1_91390.1
OG0005913	SMTH1_98880.4, SMTH1_98880.1, SMTH1_98880.2, SMTH1_98880.3	SSPN1_86900.1
OG0005914	SMTH1_84430.1	SSPN1_73040.1
OG0005916	SMTH1_20710.2, SMTH1_20710.1	SSPN1_11590.1
OG0005917	SMTH1_72670.1	SSPN1_59280.1
OG0005918	SMTH1_37130.1	SSPN1_37540.1
OG0005919	SMTH1_24800.1	SSPN1_21650.1
OG0005920	SMTH1_3430.1	SSPN1_2810.1
OG0005921	SMTH1_76960.1, SMTH1_76950.1	SSPN1_66830.1
OG0005922	SMTH1_23850.1	SSPN1_9740.1
OG0005923	SMTH1_32510.2, SMTH1_32510.1, SMTH1_32510.3	SSPN1_28170.1
OG0005924	SMTH1_18260.1	SSPN1_14270.1
OG0005925	SMTH1_78010.1	SSPN1_67620.1
OG0005926	SMTH1_68760.1	SSPN1_62310.1
OG0005927	SMTH1_29300.1	SSPN1_25420.1
OG0005928	SMTH1_75970.1	SSPN1_65650.1
OG0005929	SMTH1_68330.1, SMTH1_68340.1	SSPN1_62760.1, SSPN1_62780.1
OG0005930	SMTH1_88730.1	SSPN1_76790.1
OG0005931	SMTH1_81090.1	SSPN1_70010.1
OG0005932	SMTH1_2630.1	SSPN1_2150.1
OG0005933	SMTH1_46750.1, SMTH1_46750.2, SMTH1_46760.1	SSPN1_40630.1, SSPN1_40630.2, SSPN1_40630.4, SSPN1_40630.3
OG0005934	SMTH1_22400.1	SSPN1_13000.1
OG0005935	SMTH1_35640.1	SSPN1_38750.1
OG0005936	SMTH1_68180.1	SSPN1_62910.1
OG0005937	SMTH1_99160.1, SMTH1_99150.1	SSPN1_86680.1, SSPN1_86680.2
OG0005938	SMTH1_80970.1	SSPN1_69900.1
OG0005940	SMTH1_30350.1	SSPN1_26330.1
OG0005940	SMTH1_30350.1	SSPN1_26330.2
OG0005940	SMTH1_30350.2	SSPN1_26330.1
OG0005940	SMTH1_30350.2	SSPN1_26330.2
OG0005941	SMTH1_104800.1, SMTH1_104800.2	SSPN1_90850.1
OG0005942	SMTH1_92110.1	SSPN1_79900.2, SSPN1_79900.1
OG0005943	SMTH1_16480.1	SSPN1_15830.1
