Orthogroup	schistosoma_curassoni	fasciola_gigantica
OG0006682	SCUR1_83260.1, SCUR1_83260.2	FGIG_06595
OG0006683	SCUR1_19810.1, SCUR1_19820.1	FGIG_06625
OG0006684	SCUR1_18220.1	FGIG_06654
OG0006685	SCUR1_33860.2, SCUR1_33860.1	FGIG_06704
OG0006686	SCUR1_53350.1	FGIG_06837
OG0006687	SCUR1_87500.1	FGIG_06850, FGIG_06849
OG0006688	SCUR1_58910.1	FGIG_07177, FGIG_06904
OG0006689	SCUR1_61480.1	FGIG_06952
OG0006690	SCUR1_60780.1	FGIG_07017
OG0006691	SCUR1_76080.1	FGIG_07029
OG0006692	SCUR1_4420.1	FGIG_07041
OG0006693	SCUR1_23290.1	FGIG_07063
OG0006694	SCUR1_77440.1	FGIG_07096
OG0006695	SCUR1_63540.1	FGIG_07100
OG0006696	SCUR1_85680.1	FGIG_07128
OG0006697	SCUR1_30640.1	FGIG_07137
OG0006698	SCUR1_41980.1	FGIG_07148
OG0006699	SCUR1_70420.1	FGIG_07152
OG0006700	SCUR1_39860.1	FGIG_07159
OG0006701	SCUR1_49510.1	FGIG_07173
OG0006702	SCUR1_89750.1	FGIG_07212, FGIG_07213
OG0006703	SCUR1_7540.1	FGIG_07292
OG0006705	SCUR1_98470.1	FGIG_07464
OG0006706	SCUR1_41060.1	FGIG_07610
OG0006707	SCUR1_30430.1, SCUR1_30430.2	FGIG_07689
OG0006708	SCUR1_14610.1	FGIG_07698
OG0006709	SCUR1_21270.1, SCUR1_100210.1	FGIG_07701
OG0006710	SCUR1_81960.1	FGIG_07738
OG0006711	SCUR1_64630.1	FGIG_07756
OG0006712	SCUR1_83420.1	FGIG_07781
OG0006713	SCUR1_33060.1	FGIG_07800
OG0006714	SCUR1_22690.1	FGIG_07877
OG0006715	SCUR1_44000.1	FGIG_08001
OG0006716	SCUR1_45750.1	FGIG_08050
OG0006717	SCUR1_89840.1	FGIG_08080, FGIG_09984
OG0006718	SCUR1_22530.1	FGIG_08186
OG0006719	SCUR1_46260.1	FGIG_08275
OG0006720	SCUR1_26840.1	FGIG_08314
OG0006721	SCUR1_12830.1	FGIG_11198, FGIG_08330
OG0006722	SCUR1_28670.1	FGIG_08426
OG0006723	SCUR1_45770.1	FGIG_08448
OG0006724	SCUR1_3240.1	FGIG_08455
OG0006725	SCUR1_62240.1	FGIG_08500
OG0006726	SCUR1_62650.1	FGIG_08531
OG0006727	SCUR1_79570.1	FGIG_08581
OG0006728	SCUR1_95320.2, SCUR1_95320.3, SCUR1_95320.1	FGIG_08639
OG0006729	SCUR1_94110.1, SCUR1_94100.1	FGIG_08688
OG0006730	SCUR1_31680.1	FGIG_08713
OG0006731	SCUR1_99230.1, SCUR1_86390.1	FGIG_08716
OG0006732	SCUR1_64140.1	FGIG_08900
OG0006733	SCUR1_10030.1	FGIG_08923
OG0006734	SCUR1_90520.1, SCUR1_99390.1	FGIG_08965
OG0006735	SCUR1_63240.1	FGIG_09072
OG0006736	SCUR1_72680.1	FGIG_09092
OG0006737	SCUR1_2170.1	FGIG_09115
OG0006738	SCUR1_45460.1	FGIG_09161
OG0006739	SCUR1_20030.1	FGIG_09277
OG0006740	SCUR1_81410.1	FGIG_09334
OG0006741	SCUR1_13720.1	FGIG_09417, FGIG_10452
OG0006742	SCUR1_11070.1	FGIG_09469
OG0006743	SCUR1_50150.1	FGIG_09485
OG0006744	SCUR1_86280.1	FGIG_09490
OG0006745	SCUR1_83470.1	FGIG_09498
OG0006746	SCUR1_78790.1, SCUR1_78790.2	FGIG_09508
OG0006747	SCUR1_80840.1	FGIG_09537
OG0006748	SCUR1_10990.1	FGIG_09540
OG0006749	SCUR1_37470.1	FGIG_09547
OG0006750	SCUR1_90460.1	FGIG_09616
OG0006751	SCUR1_57070.1	FGIG_09769
OG0006752	SCUR1_13420.1	FGIG_09792
OG0006753	SCUR1_68140.1	FGIG_09849
OG0006754	SCUR1_49250.1, SCUR1_49250.2, SCUR1_49250.3	FGIG_09871
OG0006755	SCUR1_65440.1	FGIG_10121
OG0006756	SCUR1_85270.1, SCUR1_85270.2	FGIG_10172
OG0006757	SCUR1_7310.1	FGIG_10197, FGIG_10196
OG0006758	SCUR1_63760.1	FGIG_10242, FGIG_10243
OG0006759	SCUR1_10550.1	FGIG_10282
OG0006760	SCUR1_63570.1	FGIG_10291
OG0006761	SCUR1_45710.1	FGIG_10418
OG0006762	SCUR1_92400.1	FGIG_10555, FGIG_12148
OG0006763	SCUR1_97160.1	FGIG_10582
OG0006764	SCUR1_73310.1	FGIG_10640
OG0006765	SCUR1_85700.1	FGIG_10696
OG0006766	SCUR1_85110.1	FGIG_10766
OG0006767	SCUR1_85230.1	FGIG_11013
OG0006768	SCUR1_7680.1	FGIG_11022
OG0006769	SCUR1_73530.1	FGIG_11064
OG0006770	SCUR1_44280.3, SCUR1_44280.2, SCUR1_44280.1	FGIG_11080
OG0006771	SCUR1_8130.1	FGIG_11083
OG0006772	SCUR1_67580.1	FGIG_11085
OG0006773	SCUR1_76760.1	FGIG_11161
OG0006774	SCUR1_19360.2, SCUR1_19360.3, SCUR1_19360.1	FGIG_11264
OG0006775	SCUR1_59280.1	FGIG_11340
OG0006776	SCUR1_64520.1	FGIG_11344
OG0006777	SCUR1_17390.1	FGIG_11381
OG0006778	SCUR1_20200.1, SCUR1_20200.2	FGIG_11484
OG0006779	SCUR1_49800.1	FGIG_11576
OG0006780	SCUR1_82380.1	FGIG_11725
OG0006781	SCUR1_40510.1	FGIG_11859
OG0006782	SCUR1_68170.1	FGIG_11873
OG0006783	SCUR1_17110.1	FGIG_11882
OG0006784	SCUR1_3910.1	FGIG_11919
OG0006785	SCUR1_78810.1	FGIG_12052
OG0006786	SCUR1_20140.1, SCUR1_20140.2	FGIG_12157
OG0006787	SCUR1_33440.1	FGIG_12191
OG0006788	SCUR1_64950.1	FGIG_12350, FGIG_12296
OG0006789	SCUR1_13380.1	FGIG_12538
OG0006790	SCUR1_91470.1	FGIG_12564
OG0006851	SCUR1_66400.1	FGIG_00025
OG0006852	SCUR1_94250.1	FGIG_00077, FGIG_00076
OG0006853	SCUR1_15600.1	FGIG_00106
OG0006854	SCUR1_48880.1	FGIG_00109
OG0006855	SCUR1_92960.1	FGIG_10206, FGIG_00143
OG0006856	SCUR1_45130.1, SCUR1_45130.2	FGIG_00178
OG0006857	SCUR1_88990.1	FGIG_00241
OG0006858	SCUR1_11480.1	FGIG_00250
OG0006859	SCUR1_1300.1, SCUR1_1300.2, SCUR1_1300.3	FGIG_00254
OG0006860	SCUR1_15860.1	FGIG_00268
OG0006861	SCUR1_53060.1	FGIG_00271
OG0006862	SCUR1_29100.1	FGIG_00288
OG0006863	SCUR1_50030.1	FGIG_00293
OG0006864	SCUR1_48070.1	FGIG_00315
OG0006865	SCUR1_24960.2, SCUR1_24960.1	FGIG_00365
OG0006866	SCUR1_33010.1	FGIG_00397
OG0006867	SCUR1_95680.3, SCUR1_95680.1	FGIG_00426
OG0006868	SCUR1_10690.1, SCUR1_10690.2, SCUR1_10690.3	FGIG_00462
OG0006870	SCUR1_29630.1	FGIG_00790
OG0006871	SCUR1_85900.1	FGIG_00860
OG0006872	SCUR1_48000.1	FGIG_00902
OG0006873	SCUR1_6760.1	FGIG_00945
OG0006874	SCUR1_17300.1	FGIG_00950
OG0006875	SCUR1_65220.1	FGIG_00968
OG0006876	SCUR1_33460.1, SCUR1_33460.2, SCUR1_33460.3	FGIG_00978
OG0006877	SCUR1_48230.1	FGIG_00983
OG0006878	SCUR1_81470.1	FGIG_01048
OG0006879	SCUR1_58460.1	FGIG_01065
OG0006880	SCUR1_81130.1	FGIG_01142
OG0006881	SCUR1_88610.1	FGIG_01196
OG0006882	SCUR1_86840.1	FGIG_01337
OG0006883	SCUR1_26490.1	FGIG_01434
OG0006884	SCUR1_71130.1	FGIG_01443
OG0006885	SCUR1_28430.1	FGIG_01487
OG0006886	SCUR1_32540.1	FGIG_01515, FGIG_01514
OG0006887	SCUR1_25640.1	FGIG_01769
OG0006888	SCUR1_38030.1	FGIG_01784
OG0006889	SCUR1_87490.1	FGIG_01845, FGIG_06848
OG0006890	SCUR1_90060.1	FGIG_01918, FGIG_02659
OG0006891	SCUR1_49880.1, SCUR1_49880.2, SCUR1_49880.3	FGIG_01983
OG0006892	SCUR1_63290.1	FGIG_02038
OG0006893	SCUR1_28540.2, SCUR1_28540.1	FGIG_02130
OG0006894	SCUR1_93880.1	FGIG_02304
OG0006895	SCUR1_33740.1	FGIG_02329
OG0006896	SCUR1_30950.1	FGIG_02363
OG0006897	SCUR1_39760.1, SCUR1_39760.2	FGIG_02375
OG0006898	SCUR1_49280.1	FGIG_02381
OG0006899	SCUR1_31080.1	FGIG_02389
OG0006900	SCUR1_93020.1	FGIG_02399
OG0006901	SCUR1_63250.1	FGIG_09450, FGIG_02464
OG0006902	SCUR1_250.1	FGIG_06352, FGIG_02502
OG0006903	SCUR1_14780.1	FGIG_02561
OG0006904	SCUR1_53230.1	FGIG_02586
OG0006905	SCUR1_94780.1, SCUR1_94780.2	FGIG_02589
OG0006906	SCUR1_56320.1	FGIG_02653
OG0006907	SCUR1_55010.1	FGIG_02677
OG0006908	SCUR1_45380.1	FGIG_02746
OG0006909	SCUR1_9050.1	FGIG_02856
OG0006910	SCUR1_57770.1	FGIG_02878
OG0006911	SCUR1_52920.1, SCUR1_52920.2	FGIG_02986
OG0006912	SCUR1_13960.1	FGIG_02994
OG0006913	SCUR1_18910.1	FGIG_03078
OG0006914	SCUR1_51610.1	FGIG_03101
OG0006915	SCUR1_32220.1	FGIG_12567, FGIG_03162
OG0006916	SCUR1_91630.1	FGIG_03170
OG0006917	SCUR1_3370.1	FGIG_03448
OG0006918	SCUR1_32290.1	FGIG_03467
OG0006919	SCUR1_37730.1	FGIG_05831, FGIG_03476, FGIG_03477, FGIG_08361
OG0006920	SCUR1_26720.1	FGIG_03516
OG0006921	SCUR1_61230.1	FGIG_03529
OG0006922	SCUR1_12840.1, SCUR1_12840.2	FGIG_03560
OG0006923	SCUR1_93080.1	FGIG_03578
OG0006924	SCUR1_78830.1	FGIG_03687
OG0006925	SCUR1_50380.2, SCUR1_50380.1	FGIG_03771
OG0006926	SCUR1_51970.1	FGIG_03776
OG0006927	SCUR1_52960.1, SCUR1_52960.2	FGIG_03794
OG0006928	SCUR1_15970.1	FGIG_03821
OG0006929	SCUR1_81680.1	FGIG_03845
OG0006930	SCUR1_4720.1	FGIG_03849
OG0006931	SCUR1_10250.1	FGIG_03865
OG0006932	SCUR1_14530.1, SCUR1_14530.2	FGIG_03914
OG0006933	SCUR1_52610.1	FGIG_04071
OG0006934	SCUR1_42490.1	FGIG_04088
OG0006935	SCUR1_70380.1	FGIG_04116
OG0006936	SCUR1_37050.1	FGIG_04170
OG0006937	SCUR1_54860.1	FGIG_09355, FGIG_04200
OG0006938	SCUR1_88880.1	FGIG_04247
OG0006939	SCUR1_42270.1	FGIG_04363
OG0006940	SCUR1_14590.1	FGIG_04372
OG0006941	SCUR1_18900.1	FGIG_04494, FGIG_12463
OG0006943	SCUR1_82520.1, SCUR1_82520.2	FGIG_04741
OG0006944	SCUR1_71360.1	FGIG_04796
OG0006945	SCUR1_25560.1, SCUR1_25560.2	FGIG_04812
OG0006946	SCUR1_12380.1	FGIG_04907
OG0006947	SCUR1_82160.1	FGIG_04912
OG0006948	SCUR1_34690.1	FGIG_04948
OG0006949	SCUR1_72170.2, SCUR1_72170.1	FGIG_04976
OG0006950	SCUR1_74840.1	FGIG_05000
OG0006951	SCUR1_20380.1	FGIG_05107
OG0006952	SCUR1_27680.1	FGIG_05293
OG0006953	SCUR1_59010.1	FGIG_05317
OG0006954	SCUR1_52460.1	FGIG_05366
OG0006955	SCUR1_31140.1	FGIG_05451
OG0006956	SCUR1_60020.1	FGIG_05496, FGIG_10647
OG0006957	SCUR1_70590.1	FGIG_05530
OG0006958	SCUR1_68320.1	FGIG_05655
OG0006959	SCUR1_98140.1	FGIG_05673
OG0006961	SCUR1_88690.1	FGIG_05766
OG0006962	SCUR1_54040.1	FGIG_05769
OG0006963	SCUR1_48910.2, SCUR1_48910.1	FGIG_05850
OG0006964	SCUR1_62140.1	FGIG_05898
OG0006965	SCUR1_35580.1	FGIG_05952
OG0006966	SCUR1_61470.1	FGIG_06005
OG0006967	SCUR1_87460.1	FGIG_06021
OG0006968	SCUR1_38070.1	FGIG_06110
OG0006969	SCUR1_70530.1	FGIG_06130
OG0006970	SCUR1_70540.1	FGIG_06131
OG0006971	SCUR1_79700.1	FGIG_06156, FGIG_08496
OG0006972	SCUR1_61010.1	FGIG_06182
OG0006973	SCUR1_3930.1	FGIG_06202
OG0006974	SCUR1_80940.1	FGIG_12161, FGIG_06222
OG0006975	SCUR1_22440.1	FGIG_06263
OG0006976	SCUR1_68160.1	FGIG_10649, FGIG_06280
OG0006977	SCUR1_32680.1, SCUR1_32680.2	FGIG_06284
OG0006978	SCUR1_23110.1	FGIG_06288
OG0006979	SCUR1_66170.1	FGIG_06294
OG0006980	SCUR1_78490.1	FGIG_06321, FGIG_07888
OG0006981	SCUR1_61320.1	FGIG_06478
OG0006982	SCUR1_56360.1	FGIG_06483
OG0006983	SCUR1_15750.1, SCUR1_15740.1	FGIG_06575
OG0006984	SCUR1_51480.1	FGIG_06628
OG0006985	SCUR1_41040.1, SCUR1_41040.2	FGIG_06800
OG0006986	SCUR1_3380.1, SCUR1_3380.2, SCUR1_91140.1	FGIG_06935
OG0006987	SCUR1_76870.1	FGIG_06981
OG0006988	SCUR1_76880.1	FGIG_06982
OG0006989	SCUR1_72960.1	FGIG_06987
OG0006990	SCUR1_1870.1	FGIG_07010, FGIG_10468, FGIG_11255
OG0006991	SCUR1_81020.1	FGIG_07116
OG0006992	SCUR1_22340.1	FGIG_07306
OG0006993	SCUR1_17140.1	FGIG_07508
OG0006994	SCUR1_5070.1	FGIG_07537
OG0006995	SCUR1_62100.1	FGIG_07565
OG0006997	SCUR1_85030.1	FGIG_07594
OG0006998	SCUR1_75500.1	FGIG_07628
OG0006999	SCUR1_46140.1, SCUR1_98630.1	FGIG_07706
OG0007000	SCUR1_82180.1	FGIG_07778
OG0007001	SCUR1_48750.1	FGIG_07795
OG0007002	SCUR1_93380.1	FGIG_07858
OG0007003	SCUR1_6770.1	FGIG_07876
OG0007004	SCUR1_91510.1	FGIG_07924
OG0007005	SCUR1_98620.1, SCUR1_46130.1	FGIG_07962
OG0007006	SCUR1_91670.1	FGIG_07998, FGIG_08118
OG0007007	SCUR1_44010.1	FGIG_08002
OG0007008	SCUR1_64150.1	FGIG_08003
OG0007009	SCUR1_89830.1	FGIG_08081
OG0007010	SCUR1_21680.1	FGIG_08158
OG0007011	SCUR1_50190.1	FGIG_08209
OG0007012	SCUR1_47980.1	FGIG_08446
OG0007013	SCUR1_63810.1	FGIG_08450
OG0007014	SCUR1_12040.1	FGIG_08472
OG0007015	SCUR1_79080.1	FGIG_08480
OG0007016	SCUR1_17640.1	FGIG_08483
OG0007017	SCUR1_50530.1	FGIG_08652
OG0007018	SCUR1_92880.1, SCUR1_92880.2	FGIG_08700
OG0007019	SCUR1_78010.1	FGIG_08726
OG0007020	SCUR1_56590.1	FGIG_08734
OG0007021	SCUR1_48570.1	FGIG_08806
OG0007022	SCUR1_100670.1, SCUR1_61140.1	FGIG_08820
OG0007023	SCUR1_45250.1	FGIG_08822
OG0007024	SCUR1_82270.1	FGIG_08838
OG0007025	SCUR1_89780.1	FGIG_08853, FGIG_12198
OG0007026	SCUR1_59570.1	FGIG_08855
OG0007027	SCUR1_1120.1	FGIG_08886
OG0007028	SCUR1_74290.1	FGIG_08899
OG0007029	SCUR1_19030.1	FGIG_08944
OG0007030	SCUR1_70240.1	FGIG_08986
OG0007031	SCUR1_38160.1	FGIG_09032
OG0007032	SCUR1_78610.1	FGIG_09073
OG0007033	SCUR1_78620.1	FGIG_09074
OG0007034	SCUR1_78630.1	FGIG_09075
OG0007035	SCUR1_69360.1	FGIG_09104
OG0007036	SCUR1_81580.1	FGIG_09201
OG0007037	SCUR1_59760.1	FGIG_09252
OG0007038	SCUR1_38080.1	FGIG_09494
OG0007039	SCUR1_52190.1	FGIG_09523
OG0007040	SCUR1_71850.1, SCUR1_71850.2	FGIG_09524
OG0007041	SCUR1_29730.1	FGIG_09608
OG0007042	SCUR1_27600.1	FGIG_09694
OG0007043	SCUR1_85050.1	FGIG_09847
OG0007044	SCUR1_12180.1	FGIG_09934
OG0007046	SCUR1_82390.2, SCUR1_82390.1	FGIG_10042
OG0007047	SCUR1_57800.1	FGIG_10133
OG0007048	SCUR1_61870.2, SCUR1_61870.1	FGIG_10222
OG0007050	SCUR1_10570.1	FGIG_10284
OG0007051	SCUR1_14820.1	FGIG_10288
OG0007052	SCUR1_6480.1	FGIG_10304
OG0007053	SCUR1_36270.1	FGIG_10310
OG0007054	SCUR1_86420.1	FGIG_10325
OG0007055	SCUR1_70140.1	FGIG_10370
OG0007056	SCUR1_23250.1	FGIG_10489, FGIG_10488
OG0007057	SCUR1_65670.1	FGIG_10513
OG0007058	SCUR1_1910.1	FGIG_10532
OG0007059	SCUR1_45720.1	FGIG_10536
OG0007060	SCUR1_34080.1	FGIG_10540
OG0007061	SCUR1_92390.1	FGIG_10554
OG0007062	SCUR1_23170.1	FGIG_10601
OG0007063	SCUR1_290.1	FGIG_10653
OG0007064	SCUR1_85070.1	FGIG_10689
OG0007065	SCUR1_4880.1	FGIG_10737
OG0007067	SCUR1_82540.1	FGIG_11012
OG0007068	SCUR1_77760.1, SCUR1_77760.2	FGIG_11057
OG0007069	SCUR1_35910.1	FGIG_11118
OG0007070	SCUR1_52560.1	FGIG_11230
OG0007071	SCUR1_54110.1	FGIG_12247, FGIG_11293
OG0007072	SCUR1_35590.1	FGIG_11363
OG0007073	SCUR1_69730.1	FGIG_11393
OG0007074	SCUR1_75130.1	FGIG_11414
OG0007075	SCUR1_18780.1	FGIG_12361, FGIG_11437
OG0007076	SCUR1_32140.1	FGIG_11439
OG0007077	SCUR1_65010.1	FGIG_11509
OG0007078	SCUR1_51080.1	FGIG_11643
OG0007080	SCUR1_18160.1	FGIG_11732
OG0007081	SCUR1_52320.1	FGIG_11763
OG0007082	SCUR1_86240.1	FGIG_11769
OG0007085	SCUR1_39030.1	FGIG_12104
OG0007086	SCUR1_84140.1	FGIG_12163
OG0007087	SCUR1_66120.1	FGIG_12379
OG0007088	SCUR1_93790.1	FGIG_12562
OG0007089	SCUR1_61850.1	FGIG_12644
OG0007090	SCUR1_17050.1	FGIG_13985
OG0007149	SCUR1_56280.1, SCUR1_56280.2	FGIG_00004
OG0007150	SCUR1_12480.1	FGIG_00048
OG0007151	SCUR1_71110.1	FGIG_00124
OG0007152	SCUR1_92750.1	FGIG_00191
OG0007153	SCUR1_18970.1	FGIG_00222
OG0007154	SCUR1_37820.1	FGIG_00311
OG0007155	SCUR1_57470.1	FGIG_00368
OG0007156	SCUR1_34600.1	FGIG_00384
OG0007157	SCUR1_73040.1	FGIG_00441
OG0007158	SCUR1_89020.1	FGIG_00465
OG0007159	SCUR1_87160.1	FGIG_00502
OG0007160	SCUR1_33110.1	FGIG_00641
OG0007161	SCUR1_79820.1	FGIG_00648
OG0007162	SCUR1_18280.1	FGIG_00686
OG0007163	SCUR1_23150.1	FGIG_00692
OG0007164	SCUR1_74240.1	FGIG_00703
OG0007165	SCUR1_37910.1	FGIG_00804
OG0007166	SCUR1_91030.1	FGIG_00807
OG0007167	SCUR1_39150.1	FGIG_00896
OG0007168	SCUR1_59130.1	FGIG_00903
OG0007169	SCUR1_72550.1	FGIG_00926
OG0007170	SCUR1_33480.1	FGIG_00975
OG0007171	SCUR1_54460.1	FGIG_00985
OG0007172	SCUR1_22670.1	FGIG_00995
OG0007173	SCUR1_8710.1	FGIG_01020, FGIG_12319
OG0007174	SCUR1_52270.1	FGIG_01026
OG0007175	SCUR1_36990.1	FGIG_01094
OG0007176	SCUR1_83840.1	FGIG_01115
OG0007177	SCUR1_43080.1	FGIG_01148
OG0007178	SCUR1_60660.1	FGIG_01241
OG0007179	SCUR1_23850.1	FGIG_01270
OG0007180	SCUR1_1080.1	FGIG_01302
OG0007181	SCUR1_88750.1	FGIG_01319
OG0007182	SCUR1_14930.1	FGIG_01426
OG0007184	SCUR1_88160.1	FGIG_01550
OG0007185	SCUR1_92450.1	FGIG_01573
OG0007186	SCUR1_74230.1	FGIG_01610
OG0007187	SCUR1_79640.1	FGIG_01665
OG0007188	SCUR1_67880.1	FGIG_01716
OG0007189	SCUR1_63990.1	FGIG_01725
OG0007190	SCUR1_39550.1	FGIG_01862
OG0007191	SCUR1_81610.1	FGIG_01882
OG0007192	SCUR1_66990.1, SCUR1_66990.2	FGIG_01924
OG0007194	SCUR1_6800.1	FGIG_01991, FGIG_08012
OG0007195	SCUR1_85720.1	FGIG_02187
OG0007196	SCUR1_14830.1	FGIG_02240
OG0007197	SCUR1_88670.1	FGIG_02241
OG0007198	SCUR1_30040.1	FGIG_02289
OG0007199	SCUR1_98860.1	FGIG_02314
OG0007200	SCUR1_8520.1	FGIG_02385
OG0007201	SCUR1_88250.1	FGIG_02417
OG0007202	SCUR1_72410.1	FGIG_09369, FGIG_02468
OG0007203	SCUR1_3180.1	FGIG_02482
OG0007205	SCUR1_90670.1	FGIG_02547
OG0007206	SCUR1_69980.1	FGIG_02571
OG0007207	SCUR1_49020.1	FGIG_02683
OG0007208	SCUR1_77990.1	FGIG_02697
OG0007209	SCUR1_93460.1	FGIG_02798
OG0007210	SCUR1_87960.1	FGIG_02905
OG0007211	SCUR1_22760.1	FGIG_02924
OG0007212	SCUR1_66680.1	FGIG_02980
OG0007213	SCUR1_66690.1	FGIG_02981
OG0007214	SCUR1_78540.1	FGIG_03035
OG0007215	SCUR1_12330.1	FGIG_03053
OG0007216	SCUR1_18920.1	FGIG_03079
OG0007217	SCUR1_43480.1	FGIG_03090
OG0007218	SCUR1_47170.1	FGIG_03142
OG0007219	SCUR1_9920.1	FGIG_03189
OG0007220	SCUR1_35690.1	FGIG_03207
OG0007221	SCUR1_35560.1	FGIG_03211
OG0007222	SCUR1_8380.1	FGIG_03320
OG0007223	SCUR1_60460.1	FGIG_03353
OG0007224	SCUR1_72160.1, SCUR1_72160.2	FGIG_03400
OG0007225	SCUR1_66270.1	FGIG_03410
OG0007226	SCUR1_44160.1	FGIG_03474
OG0007227	SCUR1_90320.1	FGIG_03556
OG0007228	SCUR1_79280.1	FGIG_03607
OG0007229	SCUR1_74520.1	FGIG_03640
OG0007230	SCUR1_10150.1	FGIG_03650
OG0007231	SCUR1_23530.1	FGIG_03724
OG0007232	SCUR1_12060.1	FGIG_03820
OG0007233	SCUR1_94340.1	FGIG_03857
OG0007234	SCUR1_60090.1	FGIG_04005
OG0007235	SCUR1_20780.1	FGIG_04053
OG0007236	SCUR1_3490.1	FGIG_04215
OG0007237	SCUR1_75660.1	FGIG_04249
OG0007238	SCUR1_27150.2, SCUR1_27150.1, SCUR1_27150.3	FGIG_04450
OG0007239	SCUR1_77290.1	FGIG_04469
OG0007240	SCUR1_69080.1, SCUR1_69080.2	FGIG_04565
OG0007241	SCUR1_42160.1	FGIG_04696
OG0007242	SCUR1_43400.1	FGIG_04743
OG0007243	SCUR1_38850.1	FGIG_04750
OG0007244	SCUR1_72080.1	FGIG_04763
OG0007245	SCUR1_52900.1	FGIG_04766
OG0007246	SCUR1_48610.1	FGIG_04847
OG0007247	SCUR1_51890.1	FGIG_04936
OG0007248	SCUR1_25500.1	FGIG_05018
OG0007249	SCUR1_81030.1	FGIG_05141
OG0007251	SCUR1_37010.1	FGIG_05259
OG0007252	SCUR1_12550.1	FGIG_05325
OG0007253	SCUR1_53160.1	FGIG_05358
OG0007254	SCUR1_76750.1	FGIG_05542
OG0007255	SCUR1_70970.1	FGIG_05570
OG0007256	SCUR1_63600.1	FGIG_05587
OG0007257	SCUR1_54540.1	FGIG_05696
OG0007258	SCUR1_91160.1	FGIG_05733
OG0007259	SCUR1_11950.1, SCUR1_11960.1	FGIG_05794
OG0007260	SCUR1_77080.1	FGIG_05801
OG0007261	SCUR1_41290.1	FGIG_06007
OG0007262	SCUR1_82470.1	FGIG_06113
OG0007263	SCUR1_8570.1	FGIG_06138
OG0007264	SCUR1_12460.1	FGIG_06175
OG0007265	SCUR1_26070.1, SCUR1_26070.2	FGIG_06204
OG0007266	SCUR1_61690.1	FGIG_06282
OG0007267	SCUR1_89480.1, SCUR1_89480.2, SCUR1_89480.3	FGIG_06312
OG0007268	SCUR1_43870.1	FGIG_06437, FGIG_11448
OG0007269	SCUR1_20730.1	FGIG_06514
OG0007270	SCUR1_80250.1, SCUR1_80250.2, SCUR1_80250.3	FGIG_06581
OG0007271	SCUR1_8240.1	FGIG_06639
OG0007272	SCUR1_4520.1	FGIG_06675
OG0007273	SCUR1_4810.1	FGIG_06686
OG0007274	SCUR1_54360.1	FGIG_06725
OG0007275	SCUR1_30130.1	FGIG_06914
OG0007276	SCUR1_30400.1	FGIG_06954
OG0007277	SCUR1_100450.1	FGIG_07000
OG0007278	SCUR1_43010.1	FGIG_07061
OG0007279	SCUR1_84380.1	FGIG_07141
OG0007280	SCUR1_77820.1	FGIG_07273
OG0007281	SCUR1_76290.1	FGIG_07279
OG0007282	SCUR1_64990.1	FGIG_07475
OG0007283	SCUR1_48940.1	FGIG_07529
OG0007284	SCUR1_14980.1	FGIG_07595
OG0007285	SCUR1_41080.1	FGIG_07611
OG0007286	SCUR1_55980.1	FGIG_07848
OG0007287	SCUR1_60210.1	FGIG_07861
OG0007288	SCUR1_78500.1	FGIG_07887
OG0007289	SCUR1_65750.1, SCUR1_65760.1, SCUR1_65760.2	FGIG_07990
OG0007290	SCUR1_35890.1	FGIG_08224
OG0007291	SCUR1_51600.1	FGIG_08242
OG0007292	SCUR1_48790.1	FGIG_08252
OG0007293	SCUR1_46250.1	FGIG_08274
OG0007294	SCUR1_69790.1	FGIG_08286
OG0007296	SCUR1_62250.1	FGIG_08499
OG0007297	SCUR1_85990.1	FGIG_08504
OG0007298	SCUR1_41560.1	FGIG_08584
OG0007299	SCUR1_78330.1	FGIG_08597
OG0007300	SCUR1_25660.1	FGIG_08609
OG0007301	SCUR1_38870.1	FGIG_08833
OG0007302	SCUR1_82900.1	FGIG_08866
OG0007303	SCUR1_82500.1	FGIG_08955
OG0007304	SCUR1_44340.1	FGIG_08963
OG0007305	SCUR1_54960.1	FGIG_08974
OG0007306	SCUR1_70290.1	FGIG_09013
OG0007307	SCUR1_49850.1	FGIG_09255
OG0007309	SCUR1_59380.1	FGIG_09400
OG0007310	SCUR1_51440.1	FGIG_09484
OG0007311	SCUR1_1510.1	FGIG_09534, FGIG_11505
OG0007312	SCUR1_8920.1	FGIG_09600
OG0007313	SCUR1_77930.1	FGIG_09601
OG0007314	SCUR1_46840.1	FGIG_09663
OG0007315	SCUR1_84440.1	FGIG_09719
OG0007316	SCUR1_34330.1	FGIG_09755
OG0007317	SCUR1_33700.1	FGIG_10387, FGIG_09846
OG0007318	SCUR1_3330.1	FGIG_09854
OG0007319	SCUR1_47370.1	FGIG_09941
OG0007320	SCUR1_40130.1	FGIG_10112
OG0007321	SCUR1_7530.1	FGIG_10250
OG0007322	SCUR1_64310.1	FGIG_10354
OG0007323	SCUR1_72270.1	FGIG_10423
OG0007324	SCUR1_85090.1	FGIG_10425
OG0007325	SCUR1_14880.1	FGIG_10432
OG0007326	SCUR1_72070.1	FGIG_10763
OG0007327	SCUR1_10050.1	FGIG_10770
OG0007328	SCUR1_28590.1	FGIG_10792
OG0007329	SCUR1_19000.1	FGIG_10832
OG0007330	SCUR1_58980.1	FGIG_10963
