Orthogroup	schistosoma_curassoni	s.mekongi
OG0006177	SCUR1_85980.1	KAK4468782.1
OG0006178	SCUR1_85630.1	KAK4468822.1
OG0006179	SCUR1_46230.2, SCUR1_46230.1	KAK4468953.1
OG0006180	SCUR1_51380.1	KAK4469145.1
OG0006181	SCUR1_78750.1	KAK4470935.1
OG0006183	SCUR1_32760.1	KAK4472514.1
OG0006184	SCUR1_40570.1	KAK4471473.1
OG0006185	SCUR1_47920.1	KAK4469615.1
OG0006186	SCUR1_91590.1, SCUR1_100300.1	KAK4467923.1
OG0006187	SCUR1_43110.1	KAK4473522.1
OG0006188	SCUR1_43160.1	KAK4473528.1
OG0006189	SCUR1_94160.4, SCUR1_94160.5, SCUR1_94160.3, SCUR1_94160.2, SCUR1_94160.1	KAK4467793.1
OG0006190	SCUR1_94230.1	KAK4467804.1
OG0006191	SCUR1_94950.1	KAK4467879.1
OG0006192	SCUR1_89250.1, SCUR1_89250.2, SCUR1_89250.3	KAK4468416.1
OG0006193	SCUR1_89320.1, SCUR1_89220.1	KAK4468628.1
OG0006195	SCUR1_71180.1, SCUR1_71180.2, SCUR1_71180.3	KAK4470192.1
OG0006196	SCUR1_75620.1	KAK4470690.1
OG0006197	SCUR1_66100.1	KAK4471366.1
OG0006198	SCUR1_32500.1, SCUR1_32500.2, SCUR1_32500.3	KAK4472537.1
OG0006199	SCUR1_26560.1	KAK4473029.1
OG0006200	SCUR1_25390.1	KAK4473248.1
OG0006201	SCUR1_23680.1	KAK4473297.1
OG0006202	SCUR1_22790.1	KAK4473377.1
OG0006203	SCUR1_95850.1, SCUR1_43720.1, SCUR1_43720.2	KAK4473578.1
OG0006204	SCUR1_36900.1	KAK4473979.1
OG0006205	SCUR1_18030.1	KAK4474316.1
OG0006206	SCUR1_14350.1	KAK4474546.1
OG0006207	SCUR1_20820.1	KAK4475002.1
OG0006208	SCUR1_2160.1	KAK4475440.1
OG0006209	SCUR1_2380.1	KAK4475532.1
OG0006210	SCUR1_7620.1	KAK4476081.1
OG0006225	SCUR1_66420.1	KAK4471643.1
OG0006226	SCUR1_10170.1	KAK4476294.1
OG0006227	SCUR1_11440.1	KAK4474539.1
OG0006228	SCUR1_26320.1	KAK4472991.1
OG0006229	SCUR1_15850.1	KAK4474761.1
OG0006230	SCUR1_96640.1	KAK4467743.1
OG0006231	SCUR1_40800.1	KAK4473626.1
OG0006233	SCUR1_44450.1	KAK4473761.1
OG0006234	SCUR1_14110.1	KAK4474507.1
OG0006236	SCUR1_68280.1	KAK4471510.1
OG0006237	SCUR1_40400.1	KAK4473660.1
OG0006238	SCUR1_31660.1	KAK4472625.1
OG0006239	SCUR1_76580.1	KAK4470408.1
OG0006240	SCUR1_82290.3, SCUR1_82290.1, SCUR1_82290.2	KAK4468210.1
OG0006241	SCUR1_56000.1	KAK4469038.1
OG0006242	SCUR1_15050.1	KAK4475281.1
OG0006243	SCUR1_44240.1, SCUR1_44240.2	KAK4472546.1
OG0006244	SCUR1_68650.1	KAK4472018.1
OG0006246	SCUR1_80990.1	KAK4468289.1
OG0006248	SCUR1_89670.1, SCUR1_96710.1	KAK4468408.1
OG0006249	SCUR1_46100.1, SCUR1_46090.1, SCUR1_46090.2	KAK4469514.1
OG0006250	SCUR1_33090.1	KAK4472378.1
OG0006251	SCUR1_16360.1	KAK4474813.1
OG0006252	SCUR1_34710.1	KAK4474188.1
OG0006253	SCUR1_88140.1	KAK4468521.1
OG0006254	SCUR1_2100.1	KAK4475397.1
OG0006255	SCUR1_36010.1, SCUR1_35990.1, SCUR1_36000.1	KAK4474065.1
OG0006256	SCUR1_98380.1	KAK4473699.1
OG0006257	SCUR1_92560.1	KAK4467720.1
OG0006258	SCUR1_66630.1	KAK4471618.1
OG0006259	SCUR1_88060.1	KAK4468606.1
OG0006260	SCUR1_23840.1	KAK4473007.1
OG0006261	SCUR1_75980.1	KAK4470727.1
OG0006262	SCUR1_67950.1	KAK4471496.1
OG0006263	SCUR1_83000.1	KAK4467364.1
OG0006264	SCUR1_77100.2, SCUR1_77100.1	KAK4470774.1
OG0006265	SCUR1_22830.1	KAK4473372.1
OG0006266	SCUR1_50700.1	KAK4469445.1
OG0006269	SCUR1_48420.1	KAK4469564.1
OG0006270	SCUR1_16390.1	KAK4474815.1
OG0006271	SCUR1_19450.1, SCUR1_19450.2, SCUR1_19450.3	KAK4475082.1
OG0006272	SCUR1_9590.1	KAK4476311.1
OG0006273	SCUR1_44620.1	KAK4473895.1
OG0006274	SCUR1_96590.1, SCUR1_98400.1	KAK4473472.1
OG0006275	SCUR1_79860.1	KAK4470076.1
OG0006276	SCUR1_84560.1, SCUR1_84560.2	KAK4468159.1
OG0006277	SCUR1_44260.1	KAK4472524.1
OG0006278	SCUR1_83660.1	KAK4468118.1
OG0006280	SCUR1_12030.1	KAK4474428.1
OG0006281	SCUR1_32450.1	KAK4472242.1
OG0006282	SCUR1_77180.1	KAK4470781.1
OG0006283	SCUR1_41650.1	KAK4473345.1
OG0006284	SCUR1_71510.1	KAK4470247.1
OG0006285	SCUR1_54300.1	KAK4469904.1
OG0006286	SCUR1_62450.1, SCUR1_62450.2, SCUR1_62450.3	KAK4471705.1
OG0006287	SCUR1_73090.1	KAK4470623.1
OG0006288	SCUR1_73260.1	KAK4470640.1
OG0006289	SCUR1_77040.1	KAK4470767.1
OG0006290	SCUR1_64550.1	KAK4471146.1
OG0006291	SCUR1_61590.1	KAK4471813.1
OG0006292	SCUR1_67770.1	KAK4471513.1
OG0006293	SCUR1_94610.1	KAK4467832.1
OG0006294	SCUR1_24530.1	KAK4473158.1
OG0006295	SCUR1_93700.1, SCUR1_93700.2, SCUR1_93700.3, SCUR1_93700.4	KAK4467651.1
OG0006296	SCUR1_41020.1, SCUR1_41030.1	KAK4473605.1
OG0006297	SCUR1_26750.1	KAK4472956.1
OG0006298	SCUR1_370.1	KAK4475196.1
OG0006299	SCUR1_2130.1	KAK4475430.1
OG0006301	SCUR1_7210.1	KAK4476018.1
OG0006302	SCUR1_54570.1	KAK4469873.1
OG0006303	SCUR1_1390.1	KAK4474640.1
OG0006306	SCUR1_17650.1	KAK4474931.1
OG0006307	SCUR1_35500.1	KAK4474117.1, KAK4474119.1
OG0006308	SCUR1_72370.1	KAK4470559.1
OG0006309	SCUR1_78190.1, SCUR1_78190.2, SCUR1_78190.3	KAK4470879.1
OG0006312	SCUR1_76950.1	KAK4470756.1
OG0006313	SCUR1_75420.1	KAK4470031.1
OG0006314	SCUR1_69900.1	KAK4470674.1
OG0006315	SCUR1_91440.1, SCUR1_91440.2, SCUR1_91440.3	KAK4467941.1
OG0006316	SCUR1_67750.1	KAK4471515.1
OG0006317	SCUR1_50010.1, SCUR1_50010.2	KAK4469380.1
OG0006318	SCUR1_50280.1	KAK4469409.1
OG0006319	SCUR1_89050.1	KAK4468502.1
OG0006320	SCUR1_31030.1	KAK4472685.1
OG0006321	SCUR1_880.1	KAK4476296.1
OG0006322	SCUR1_55860.1	KAK4469023.1
OG0006323	SCUR1_34110.4, SCUR1_34110.5, SCUR1_34110.1, SCUR1_34110.2, SCUR1_34110.3	KAK4472277.1
OG0006324	SCUR1_20810.1	KAK4475001.1
OG0006325	SCUR1_5770.1	KAK4475885.1
OG0006326	SCUR1_94460.1	KAK4467861.1
OG0006327	SCUR1_24870.1	KAK4473194.1
OG0006328	SCUR1_58270.1	KAK4471116.1
OG0006329	SCUR1_66580.2, SCUR1_66580.1	KAK4471621.1
OG0006330	SCUR1_89560.1	KAK4468613.1
OG0006331	SCUR1_59400.1	KAK4472021.1
OG0006332	SCUR1_45480.1	KAK4473440.1
OG0006333	SCUR1_60000.1, SCUR1_60000.2	KAK4471830.1
OG0006334	SCUR1_81920.1	KAK4468246.1, KAK4468247.1
OG0006335	SCUR1_93640.1	KAK4467646.1
OG0006336	SCUR1_21820.1	KAK4475478.1
OG0006337	SCUR1_15590.1	KAK4475237.1
OG0006338	SCUR1_20020.1	KAK4475375.1
OG0006339	SCUR1_35670.1, SCUR1_97340.1	KAK4474098.1
OG0006340	SCUR1_43860.1	KAK4473588.1
OG0006341	SCUR1_51670.1, SCUR1_51670.2, SCUR1_51670.3	KAK4469929.1
OG0006342	SCUR1_83390.1	KAK4468182.1
OG0006343	SCUR1_60930.1	KAK4471929.1
OG0006344	SCUR1_25910.1	KAK4472850.1
OG0006345	SCUR1_70200.1	KAK4470125.1
OG0006346	SCUR1_89160.1	KAK4468823.1
OG0006347	SCUR1_27690.1	KAK4473139.1
OG0006348	SCUR1_45430.1	KAK4473389.1
OG0006349	SCUR1_8390.1	KAK4476000.1
OG0006352	SCUR1_14650.1	KAK4474570.1
OG0006353	SCUR1_68960.1	KAK4470087.1
OG0006354	SCUR1_70860.1, SCUR1_70860.2	KAK4470163.1
OG0006355	SCUR1_51320.1	KAK4469137.1
OG0006356	SCUR1_78780.1	KAK4470941.1
OG0006357	SCUR1_82890.1	KAK4468024.1
OG0006358	SCUR1_16060.1	KAK4474783.1
OG0006359	SCUR1_50970.1, SCUR1_50970.2	KAK4469668.1
OG0006360	SCUR1_91680.1, SCUR1_91680.2	KAK4467915.1
OG0006361	SCUR1_54550.1	KAK4469875.1
OG0006362	SCUR1_21210.1	KAK4475037.1
OG0006363	SCUR1_14320.1	KAK4474399.1
OG0006364	SCUR1_81840.1	KAK4468254.1
OG0006365	SCUR1_21970.1	KAK4475432.1
OG0006366	SCUR1_52660.1	KAK4469478.1
OG0006367	SCUR1_69060.1	KAK4470144.1
OG0006368	SCUR1_63510.1, SCUR1_63510.2	KAK4471308.1
OG0006369	SCUR1_84070.1	KAK4468083.1
OG0006370	SCUR1_70510.1	KAK4470233.1
OG0006371	SCUR1_81000.1	KAK4468278.1
OG0006372	SCUR1_41270.1	KAK4473022.1
OG0006373	SCUR1_78060.1	KAK4470865.1
OG0006374	SCUR1_50800.1	KAK4469453.1
OG0006375	SCUR1_19950.1	KAK4475381.1
OG0006376	SCUR1_85850.1	KAK4468798.1
OG0006377	SCUR1_61410.1	KAK4471981.1
OG0006378	SCUR1_53820.1	KAK4469187.1
OG0006379	SCUR1_85060.1	KAK4468873.1
OG0006381	SCUR1_74550.1	KAK4470336.1
OG0006382	SCUR1_84290.1, SCUR1_84290.2	KAK4468063.1
OG0006383	SCUR1_80700.1	KAK4468336.1
OG0006384	SCUR1_59450.1	KAK4472015.1, KAK4472016.1
OG0006385	SCUR1_17710.1	KAK4474945.1
OG0006386	SCUR1_56620.1	KAK4469744.1
OG0006387	SCUR1_77790.1	KAK4470836.1, KAK4470837.1
OG0006388	SCUR1_59530.1	KAK4472008.1
OG0006389	SCUR1_83670.1	KAK4468117.1
OG0006390	SCUR1_65500.1	KAK4471277.1
OG0006391	SCUR1_65490.1	KAK4471276.1
OG0006392	SCUR1_94800.1	KAK4467827.1
OG0006394	SCUR1_48160.1	KAK4469590.1
OG0006395	SCUR1_14190.1	KAK4474500.1
OG0006396	SCUR1_20650.1	KAK4474981.1
OG0006397	SCUR1_78320.1	KAK4470041.1
OG0006398	SCUR1_5980.1	KAK4475908.1
OG0006399	SCUR1_12910.1	KAK4474287.1
OG0006400	SCUR1_74650.1	KAK4470328.1
OG0006401	SCUR1_47220.1	KAK4469089.1
OG0006402	SCUR1_25780.1	KAK4472875.1
OG0006403	SCUR1_480.1	KAK4475922.1
OG0006404	SCUR1_33760.1	KAK4472305.1
OG0006405	SCUR1_50230.1	KAK4469402.1
OG0006406	SCUR1_52580.1	KAK4469487.1
OG0006407	SCUR1_19480.1	KAK4475078.1
OG0006408	SCUR1_75510.1	KAK4470676.1
OG0006409	SCUR1_51800.1	KAK4469916.1
OG0006410	SCUR1_830.1	KAK4474425.1
OG0006411	SCUR1_1770.1	KAK4475080.1
OG0006412	SCUR1_17620.1	KAK4474934.1
OG0006413	SCUR1_89650.1	KAK4468951.1, KAK4468950.1
OG0006414	SCUR1_84980.1	KAK4468882.1
OG0006415	SCUR1_24440.1	KAK4473149.1
OG0006416	SCUR1_60350.1	KAK4471886.1
OG0006417	SCUR1_50110.1	KAK4469389.1
OG0006418	SCUR1_8760.1	KAK4476247.1
OG0006419	SCUR1_28140.1	KAK4473108.1
OG0006420	SCUR1_63620.1	KAK4471323.1
OG0006421	SCUR1_5630.1	KAK4475819.1
OG0006422	SCUR1_88960.1	KAK4468514.1, KAK4468513.1
OG0006423	SCUR1_81850.1	KAK4468253.1
OG0006424	SCUR1_50200.1	KAK4469399.1
OG0006425	SCUR1_78120.1	KAK4470872.1
OG0006426	SCUR1_20830.1	KAK4475003.1
OG0006427	SCUR1_33100.1	KAK4472377.1
OG0006428	SCUR1_350.1	KAK4474884.1
OG0006429	SCUR1_10950.1	KAK4474389.1
OG0006430	SCUR1_3170.1	KAK4475603.1
OG0006431	SCUR1_89850.1	KAK4468422.1
OG0006432	SCUR1_78510.1	KAK4470909.1
OG0006434	SCUR1_91890.1	KAK4467733.1
OG0006436	SCUR1_68610.1	KAK4471217.1
OG0006437	SCUR1_90190.1	KAK4468454.1
OG0006438	SCUR1_76060.1	KAK4470735.1
OG0006439	SCUR1_13500.1	KAK4474734.1
OG0006441	SCUR1_94400.1	KAK4467867.1
OG0006442	SCUR1_35110.1	KAK4474152.1
OG0006443	SCUR1_21370.1	KAK4474307.1
OG0006444	SCUR1_87790.1, SCUR1_87790.2	KAK4468945.1
OG0006445	SCUR1_69350.1	KAK4470321.1, KAK4470339.1
OG0006446	SCUR1_52060.1	KAK4469710.1
OG0006447	SCUR1_86080.1	KAK4468394.1
OG0006448	SCUR1_4930.1	KAK4467334.1, KAK4475789.1
OG0006449	SCUR1_31770.1	KAK4472613.1
OG0006450	SCUR1_2570.1	KAK4475547.1
OG0006451	SCUR1_70460.1	KAK4470099.1
OG0006452	SCUR1_56520.1	KAK4469736.1
OG0006453	SCUR1_68640.1	KAK4471086.1
OG0006454	SCUR1_9600.1	KAK4476310.1
OG0006455	SCUR1_50630.1	KAK4469438.1, KAK4469439.1
OG0006456	SCUR1_2370.1	KAK4474956.1
OG0006457	SCUR1_54520.1	KAK4469879.1
OG0006458	SCUR1_66230.1	KAK4471648.1
OG0006459	SCUR1_56050.1	KAK4469048.1
OG0006460	SCUR1_65140.1	KAK4471245.1
OG0006461	SCUR1_85160.3, SCUR1_85160.1, SCUR1_85160.2	KAK4468862.1
OG0006462	SCUR1_50510.2, SCUR1_50510.1, SCUR1_50510.3	KAK4469424.1
OG0006463	SCUR1_62130.1	KAK4471748.1
OG0006464	SCUR1_22060.1	KAK4475452.1
OG0006465	SCUR1_76780.1	KAK4470389.1, KAK4470390.1
OG0006466	SCUR1_86770.1, SCUR1_86770.2	KAK4468711.1
OG0006467	SCUR1_10530.1	KAK4476270.1
OG0006468	SCUR1_42780.1	KAK4473498.1
OG0006469	SCUR1_14890.1	KAK4467536.1
OG0006470	SCUR1_58520.1	KAK4472117.1, KAK4472118.1
OG0006471	SCUR1_82830.1	KAK4468031.1
OG0006472	SCUR1_82800.1	KAK4468034.1
OG0006473	SCUR1_61910.1	KAK4471779.1
OG0006474	SCUR1_65800.1, SCUR1_65800.2	KAK4471336.1
OG0006475	SCUR1_13570.1	KAK4474741.1
OG0006476	SCUR1_3110.2, SCUR1_3110.1	KAK4475599.1
OG0006477	SCUR1_27660.1	KAK4473143.1
OG0006479	SCUR1_43360.1	KAK4473546.1
OG0006480	SCUR1_22240.1	KAK4475459.1
OG0006481	SCUR1_66720.1	KAK4471607.1
OG0006482	SCUR1_21450.1	KAK4475060.1
OG0006483	SCUR1_60240.1	KAK4471873.1
OG0006484	SCUR1_69580.1	KAK4470052.1
OG0006485	SCUR1_4360.1, SCUR1_4360.2, SCUR1_4360.3	KAK4475719.1
OG0006486	SCUR1_22260.1	KAK4475460.1
OG0006487	SCUR1_72690.1	KAK4470596.1
OG0006488	SCUR1_16290.1	KAK4474807.1, KAK4474806.1
OG0006489	SCUR1_11150.1	KAK4474404.1
OG0006490	SCUR1_7630.1, SCUR1_7630.2	KAK4474243.1
OG0006491	SCUR1_84150.1	KAK4468076.1
OG0006493	SCUR1_23040.1	KAK4473348.1
OG0006494	SCUR1_62610.1	KAK4471685.1
OG0006495	SCUR1_82610.1, SCUR1_82610.2	KAK4468050.1
OG0006496	SCUR1_45280.1	KAK4473659.1
OG0006497	SCUR1_13180.1	KAK4474678.1
OG0006498	SCUR1_1690.1	KAK4475030.1
OG0006499	SCUR1_5690.1	KAK4475813.1
OG0006501	SCUR1_88630.1	KAK4468550.1
OG0006502	SCUR1_68950.1, SCUR1_68950.2	KAK4470086.1
OG0006503	SCUR1_79760.1	KAK4470063.1
OG0006504	SCUR1_80790.1, SCUR1_97690.1, SCUR1_97690.2	KAK4468323.1
OG0006505	SCUR1_82220.1, SCUR1_82220.2	KAK4468219.1
OG0006506	SCUR1_66330.1	KAK4471373.1
OG0006507	SCUR1_61840.1	KAK4471791.1
OG0006508	SCUR1_65840.1	KAK4471339.1
OG0006509	SCUR1_92640.1	KAK4467613.1
OG0006510	SCUR1_26780.3, SCUR1_26780.2, SCUR1_26780.1	KAK4472959.1
OG0006512	SCUR1_34750.1	KAK4474185.1
OG0006513	SCUR1_37790.1	KAK4473878.1
OG0006514	SCUR1_81710.1, SCUR1_81710.2, SCUR1_81710.4, SCUR1_81710.3, SCUR1_81710.5	KAK4468264.1
OG0006515	SCUR1_42770.1	KAK4473499.1
OG0006516	SCUR1_30660.1	KAK4472721.1
OG0006517	SCUR1_93960.2, SCUR1_93960.1, SCUR1_93960.3	KAK4467678.1
OG0006518	SCUR1_94580.1	KAK4467631.1
OG0006519	SCUR1_92160.2, SCUR1_92160.1, SCUR1_92160.3, SCUR1_92160.4	KAK4467751.1
OG0006520	SCUR1_93210.1	KAK4467769.1
OG0006521	SCUR1_86680.1, SCUR1_86680.2	KAK4468769.1
OG0006522	SCUR1_47110.1	KAK4469080.1
OG0006523	SCUR1_76410.3, SCUR1_76410.2, SCUR1_76410.1	KAK4470020.1
OG0006524	SCUR1_71870.1	KAK4470269.1
OG0006525	SCUR1_63660.3, SCUR1_63660.2, SCUR1_63660.4, SCUR1_63660.1	KAK4471305.1
OG0006526	SCUR1_33370.1, SCUR1_33380.1	KAK4472352.1
OG0006527	SCUR1_41480.1	KAK4473178.1
OG0006528	SCUR1_44830.1, SCUR1_44840.1, SCUR1_44820.1	KAK4474088.1
OG0006529	SCUR1_18420.1	KAK4475187.1
OG0006543	SCUR1_82280.1	KAK4468211.1
OG0006544	SCUR1_94260.1, SCUR1_94260.2	KAK4467807.1
OG0006545	SCUR1_71050.1	KAK4470178.1
OG0006546	SCUR1_88970.1	KAK4468512.1
OG0006547	SCUR1_48050.1, SCUR1_48040.1	KAK4469598.1
OG0006548	SCUR1_91770.1	KAK4467908.1
OG0006549	SCUR1_68290.1, SCUR1_68290.2	KAK4471500.1
OG0006550	SCUR1_56010.1	KAK4469039.1
OG0006551	SCUR1_74080.1, SCUR1_74080.2, SCUR1_74080.3	KAK4470378.1
OG0006552	SCUR1_15040.1	KAK4475279.1
OG0006553	SCUR1_76710.1	KAK4470398.1
OG0006554	SCUR1_43970.2, SCUR1_43970.1	KAK4472794.1
OG0006555	SCUR1_91040.1, SCUR1_91040.2	KAK4468911.1
OG0006556	SCUR1_53950.1	KAK4469177.1
OG0006557	SCUR1_60860.1	KAK4471922.1
OG0006558	SCUR1_70310.1	KAK4470112.1
OG0006559	SCUR1_5210.1	KAK4475866.1
OG0006560	SCUR1_26700.1	KAK4472953.1
OG0006561	SCUR1_66670.3	KAK4471614.1
OG0006562	SCUR1_13600.1	KAK4474744.1
OG0006563	SCUR1_85960.2, SCUR1_85960.1	KAK4468787.1
OG0006564	SCUR1_39180.1	KAK4473768.1
OG0006565	SCUR1_16660.1, SCUR1_16640.1	KAK4474293.1
OG0006566	SCUR1_29260.1	KAK4472769.1
OG0006567	SCUR1_30190.1	KAK4472484.1
OG0006568	SCUR1_20410.1	KAK4475339.1
OG0006569	SCUR1_29280.1	KAK4472758.1
OG0006570	SCUR1_55570.1	KAK4469798.1
OG0006571	SCUR1_61750.1	KAK4471797.1
OG0006572	SCUR1_46490.1	KAK4469197.1
OG0006573	SCUR1_1800.2, SCUR1_1800.1	KAK4475111.1
OG0006574	SCUR1_66250.1	KAK4471650.1
OG0006575	SCUR1_57790.1	KAK4471137.1
OG0006576	SCUR1_57940.1, SCUR1_57930.1	KAK4471148.1
OG0006578	SCUR1_47940.1	KAK4469612.1
OG0006580	SCUR1_76040.1	KAK4470733.1
OG0006581	SCUR1_26690.1	KAK4472952.1
OG0006582	SCUR1_30580.1	KAK4472729.1
OG0006583	SCUR1_85560.1, SCUR1_98130.1	KAK4468816.1, KAK4468815.1
OG0006584	SCUR1_2330.1	KAK4467409.1
OG0006586	SCUR1_37610.1	KAK4473865.1
OG0006588	SCUR1_13910.1, SCUR1_13910.2	KAK4474525.1
OG0006589	SCUR1_19720.1	KAK4475399.1
OG0006590	SCUR1_19740.1	KAK4475398.1
OG0006591	SCUR1_71550.1, SCUR1_71550.2	KAK4470251.1
OG0006592	SCUR1_83600.1	KAK4468126.1
OG0006593	SCUR1_69990.1	KAK4470588.1
OG0006595	SCUR1_53500.1, SCUR1_53500.2, SCUR1_53500.3	KAK4469351.1
OG0006596	SCUR1_78230.1	KAK4470883.1
OG0006597	SCUR1_77030.1	KAK4470766.1
OG0006598	SCUR1_92590.1	KAK4467587.1
OG0006599	SCUR1_23280.1	KAK4473325.1
OG0006600	SCUR1_78550.3, SCUR1_78550.1, SCUR1_78550.2, SCUR1_78550.4	KAK4470912.1
OG0006601	SCUR1_51730.1	KAK4469924.1
OG0006602	SCUR1_25160.1	KAK4473223.1
OG0006603	SCUR1_91380.1	KAK4467918.1
OG0006604	SCUR1_55920.1	KAK4469031.1
OG0006606	SCUR1_72250.1	KAK4470316.1
OG0006607	SCUR1_26260.1	KAK4472881.1
OG0006608	SCUR1_20350.1	KAK4475347.1
OG0006609	SCUR1_84930.1	KAK4468893.1
OG0006610	SCUR1_81200.1	KAK4468019.1
OG0006613	SCUR1_56220.1	KAK4469943.1
OG0006615	SCUR1_34290.1	KAK4472256.1
OG0006617	SCUR1_68990.1, SCUR1_68990.3, SCUR1_68990.2	KAK4470089.1
OG0006618	SCUR1_37260.1	KAK4473831.1
OG0006619	SCUR1_24090.1	KAK4473072.1
OG0006620	SCUR1_1960.1	KAK4475270.1
OG0006621	SCUR1_90890.1	KAK4468854.1
OG0006622	SCUR1_16410.1	KAK4474817.1
OG0006623	SCUR1_65940.1	KAK4471350.1
OG0006624	SCUR1_34820.1	KAK4474178.1
OG0006625	SCUR1_61640.1	KAK4471810.1
OG0006627	SCUR1_56530.1	KAK4469737.1
OG0006628	SCUR1_90970.1	KAK4468803.1
OG0006629	SCUR1_75020.1	KAK4470530.1
OG0006630	SCUR1_80490.2, SCUR1_80490.1	KAK4468002.1
OG0006631	SCUR1_51290.1	KAK4469135.1
OG0006632	SCUR1_39340.1	KAK4473755.1
OG0006633	SCUR1_69070.1	KAK4470143.1
OG0006634	SCUR1_41100.1	KAK4473597.1
OG0006635	SCUR1_7070.1	KAK4476030.1
OG0006637	SCUR1_43410.1	KAK4473550.1
OG0006638	SCUR1_7110.1	KAK4476034.1
OG0006639	SCUR1_79470.1	KAK4471004.1
OG0006640	SCUR1_8970.1	KAK4476205.1
OG0006641	SCUR1_75390.1	KAK4470492.1
OG0006642	SCUR1_64330.1	KAK4471943.1
OG0006643	SCUR1_58260.1	KAK4471115.1, KAK4471114.1
OG0006644	SCUR1_24560.1	KAK4473161.1
OG0006645	SCUR1_60940.1	KAK4471930.1
OG0006646	SCUR1_51550.1	KAK4469158.1
OG0006647	SCUR1_65920.1	KAK4471348.1
OG0006648	SCUR1_65880.1	KAK4471343.1
OG0006650	SCUR1_47500.1	KAK4469119.1
OG0006651	SCUR1_12650.1	KAK4467532.1, KAK4474645.1
OG0006652	SCUR1_23820.1	KAK4473282.1
OG0006653	SCUR1_64190.1, SCUR1_64200.1	KAK4471815.1
OG0006654	SCUR1_65910.1	KAK4471345.1
OG0006655	SCUR1_34450.1	KAK4472543.1
OG0006656	SCUR1_34440.1, SCUR1_34440.2	KAK4472542.1
OG0006657	SCUR1_25290.1	KAK4473236.1
OG0006658	SCUR1_76740.1	KAK4470396.1
OG0006659	SCUR1_35220.1	KAK4474143.1
OG0006660	SCUR1_84200.1	KAK4468071.1
OG0006661	SCUR1_71890.1	KAK4470271.1
OG0006662	SCUR1_16050.1	KAK4474782.1
OG0006663	SCUR1_42130.1	KAK4473432.1
OG0006664	SCUR1_50960.1	KAK4469669.1
OG0006665	SCUR1_36710.1	KAK4473999.1
OG0006666	SCUR1_1260.1, SCUR1_1260.2	KAK4474502.1
OG0006667	SCUR1_6850.1	KAK4476045.1
OG0006668	SCUR1_24550.1, SCUR1_24550.2	KAK4473160.1
OG0006669	SCUR1_14330.1	KAK4474398.1
OG0006670	SCUR1_70300.1	KAK4470109.1
OG0006671	SCUR1_78420.1	KAK4470900.1
OG0006672	SCUR1_17910.1, SCUR1_17920.1	KAK4474968.1
OG0006673	SCUR1_20940.1	KAK4475015.1
OG0006674	SCUR1_79390.1	KAK4470998.1
OG0006675	SCUR1_22450.1	KAK4475510.1
OG0006676	SCUR1_73570.1	KAK4470487.1
OG0006677	SCUR1_22810.1	KAK4473374.1
OG0006678	SCUR1_100910.1, SCUR1_47000.1, SCUR1_100910.2	KAK4469072.1
OG0006679	SCUR1_32390.1	KAK4474019.1, KAK4474208.1
OG0006680	SCUR1_12100.1	KAK4474433.1
OG0006681	SCUR1_60760.1	KAK4471915.1
OG0006682	SCUR1_83260.1, SCUR1_83260.2	KAK4468175.1
OG0006684	SCUR1_18220.1	KAK4475209.1
OG0006685	SCUR1_33860.2	KAK4472297.1
OG0006686	SCUR1_53350.1	KAK4469338.1
OG0006687	SCUR1_87500.1	KAK4468588.1
OG0006688	SCUR1_58910.1	KAK4472069.1
OG0006689	SCUR1_61480.1	KAK4471988.1
OG0006690	SCUR1_60780.1	KAK4471916.1
OG0006691	SCUR1_76080.1	KAK4470738.1
OG0006692	SCUR1_4420.1	KAK4475728.1
OG0006693	SCUR1_23290.1	KAK4473324.1
OG0006694	SCUR1_77440.1	KAK4470805.1
OG0006695	SCUR1_63540.1	KAK4471316.1
OG0006696	SCUR1_85680.1	KAK4468833.1
OG0006697	SCUR1_30640.1	KAK4472723.1
OG0006698	SCUR1_41980.1	KAK4473417.1
OG0006699	SCUR1_70420.1	KAK4470102.1
OG0006700	SCUR1_39860.1	KAK4473710.1
OG0006701	SCUR1_49510.1	KAK4469241.1
OG0006702	SCUR1_89750.1	KAK4468412.1
OG0006705	SCUR1_98470.1	KAK4469787.1
OG0006706	SCUR1_41060.1	KAK4473601.1
OG0006707	SCUR1_30430.1, SCUR1_30430.2	KAK4472405.1
OG0006709	SCUR1_21270.1, SCUR1_100210.1	KAK4475044.1
OG0006710	SCUR1_81960.1	KAK4468241.1
OG0006711	SCUR1_64630.1	KAK4471190.1
OG0006712	SCUR1_83420.1	KAK4468188.1
OG0006713	SCUR1_33060.1	KAK4472381.1
OG0006714	SCUR1_22690.1	KAK4473388.1
OG0006715	SCUR1_44000.1	KAK4472760.1
OG0006716	SCUR1_45750.1	KAK4469063.1
OG0006717	SCUR1_89840.1	KAK4468421.1
OG0006718	SCUR1_22530.1	KAK4475520.1
OG0006719	SCUR1_46260.1	KAK4469365.1
OG0006720	SCUR1_26840.1	KAK4472950.1
OG0006721	SCUR1_12830.1	KAK4474667.1
OG0006722	SCUR1_28670.1	KAK4472831.1
OG0006723	SCUR1_45770.1	KAK4469083.1
OG0006724	SCUR1_3240.1	KAK4475619.1
OG0006725	SCUR1_62240.1	KAK4471730.1
