Orthogroup	fasciola_hepatica	trichobilharzia_regenti
OG0007102	FhHiC23_g6223.t1, FhHiC23_g6224.t1	TREG1_46640.1
OG0007103	FhHiC23_g7258.t1	TREG1_90110.1
OG0007104	FhHiC23_g8193.t1	TREG1_89840.1
OG0007105	FhHiC23_g8287.t1	TREG1_82320.1
OG0007106	FhHiC23_g834.t1	TREG1_101750.1
OG0007107	FhHiC23_g8465.t1	TREG1_93640.1, TREG1_93640.2
OG0007149	FhHiC23_g2179.t1	TREG1_75310.1
OG0007150	FhHiC23_g11733.t1	TREG1_8940.1, TREG1_8930.1
OG0007151	FhHiC23_g2494.t1	TREG1_98020.1
OG0007152	FhHiC23_g9112.t1	TREG1_131490.1
OG0007153	FhHiC23_g15298.t2, FhHiC23_g15298.t1	TREG1_22550.1
OG0007154	FhHiC23_g5429.t1	TREG1_39970.1
OG0007155	FhHiC23_g8392.t1	TREG1_77530.1
OG0007156	FhHiC23_g5335.t1	TREG1_50390.1, TREG1_50390.2
OG0007157	FhHiC23_g2851.t1	TREG1_106730.1
OG0007158	FhHiC23_g16700.t1	TREG1_122530.1
OG0007159	FhHiC23_g4322.t1	TREG1_122970.1
OG0007160	FhHiC23_g5746.t1	TREG1_53220.1
OG0007161	FhHiC23_g3239.t1, FhHiC23_g3239.t2	TREG1_109380.1
OG0007162	FhHiC23_g11900.t1	TREG1_22750.1
OG0007163	FhHiC23_g9260.t1, FhHiC23_g9260.t2	TREG1_32640.1
OG0007165	FhHiC23_g4793.t1, FhHiC23_g4793.t2	TREG1_40090.1
OG0007166	FhHiC23_g16525.t1, FhHiC23_g16525.t2	TREG1_129030.1, TREG1_129040.1
OG0007167	FhHiC23_g5664.t1	TREG1_110.1, TREG1_120.1
OG0007168	FhHiC23_g6989.t1	TREG1_81640.1
OG0007169	FhHiC23_g2458.t1	TREG1_107840.1
OG0007170	FhHiC23_g5816.t1	TREG1_44630.1
OG0007171	FhHiC23_g1872.t1	TREG1_71120.1
OG0007172	FhHiC23_g6160.t1	TREG1_49580.1, TREG1_49580.2
OG0007174	FhHiC23_g2129.t1	TREG1_66390.1
OG0007175	FhHiC23_g5780.t1	TREG1_50930.1
OG0007176	FhHiC23_g4144.t1	TREG1_114460.1
OG0007177	FhHiC23_g14080.t1	TREG1_42480.1
OG0007178	FhHiC23_g7032.t1	TREG1_83910.1
OG0007179	FhHiC23_g10393.t1	TREG1_37580.1, TREG1_37580.2
OG0007180	FhHiC23_g12822.t1	TREG1_370.1, TREG1_370.2
OG0007181	FhHiC23_g15949.t1, FhHiC23_g15949.t2	TREG1_125440.1
OG0007182	FhHiC23_g11963.t1	TREG1_21210.1
OG0007183	FhHiC23_g1628.t1, FhHiC23_g4120.t1, FhHiC23_g237.t1, FhHiC23_g13646.t1	TREG1_136990.1
OG0007184	FhHiC23_g16601.t1	TREG1_120630.1, TREG1_123780.1
OG0007185	FhHiC23_g9360.t2, FhHiC23_g9360.t1	TREG1_132570.1
OG0007186	FhHiC23_g478.t1	TREG1_108030.1
OG0007187	FhHiC23_g1010.t1	TREG1_101050.1, TREG1_101050.2
OG0007188	FhHiC23_g8221.t1	TREG1_90440.1
OG0007189	FhHiC23_g7663.t2, FhHiC23_g7664.t1	TREG1_90240.1, TREG1_90250.1
OG0007190	FhHiC23_g7533.t1, FhHiC23_g5461.t1	TREG1_43900.1
OG0007191	FhHiC23_g6265.t1	TREG1_118650.1
OG0007192	FhHiC23_g7364.t1	TREG1_91370.1
OG0007193	FhHiC23_g107.t1	TREG1_71350.1
OG0007194	FhHiC23_g12068.t1, FhHiC23_g11436.t1	TREG1_112590.1, TREG1_112600.1, TREG1_8740.1, TREG1_46960.1
OG0007195	FhHiC23_g15930.t1	TREG1_123510.1
OG0007196	FhHiC23_g11219.t1	TREG1_25800.1
OG0007197	FhHiC23_g8662.t1	TREG1_125300.1
OG0007198	FhHiC23_g6352.t1	TREG1_49340.1
OG0007199	FhHiC23_g9812.t1	TREG1_37560.1, TREG1_37560.2
OG0007201	FhHiC23_g16444.t1	TREG1_127340.1
OG0007202	FhHiC23_g1069.t1	TREG1_100940.1
OG0007203	FhHiC23_g12032.t1	TREG1_13030.1, TREG1_13030.2
OG0007204	FhHiC23_g1619.t1, FhHiC23_g1622.t1	TREG1_68610.1
OG0007204	FhHiC23_g12.t1, FhHiC23_g1228.t1, FhHiC23_g1230.t2, FhHiC23_g1230.t1	TREG1_72360.1
OG0007205	FhHiC23_g8668.t1	TREG1_128140.1, TREG1_128160.1
OG0007206	FhHiC23_g2534.t1	TREG1_95140.1
OG0007207	FhHiC23_g701.t1, FhHiC23_g701.t2	TREG1_75330.1, TREG1_75330.2
OG0007208	FhHiC23_g2796.t1	TREG1_104390.1
OG0007211	FhHiC23_g9799.t1	TREG1_61030.1
OG0007212	FhHiC23_g8378.t1	TREG1_85760.1
OG0007213	FhHiC23_g8377.t1	TREG1_85770.1
OG0007214	FhHiC23_g3009.t1	TREG1_109830.1
OG0007215	FhHiC23_g11855.t1	TREG1_18080.1
OG0007216	FhHiC23_g15418.t1	TREG1_22290.1
OG0007217	FhHiC23_g14507.t1	TREG1_57620.1
OG0007218	FhHiC23_g1804.t1	TREG1_72220.1, TREG1_72230.1
OG0007219	FhHiC23_g11941.t1	TREG1_2680.1, TREG1_2720.1
OG0007220	FhHiC23_g5980.t1	TREG1_52630.1
OG0007221	FhHiC23_g5974.t1	TREG1_50790.1, TREG1_50800.1
OG0007222	FhHiC23_g10868.t1	TREG1_7180.1
OG0007223	FhHiC23_g7508.t1	TREG1_86910.1
OG0007225	FhHiC23_g7902.t1	TREG1_89680.1, TREG1_89690.1
OG0007226	FhHiC23_g14034.t1	TREG1_40650.1
OG0007227	FhHiC23_g16385.t1, FhHiC23_g16385.t2	TREG1_129940.1
OG0007228	FhHiC23_g3404.t1	TREG1_97650.1
OG0007229	FhHiC23_g10672.t1, FhHiC23_g1407.t1	TREG1_100020.1
OG0007230	FhHiC23_g12870.t1	TREG1_2000.1
OG0007231	FhHiC23_g10120.t1	TREG1_32860.1
OG0007232	FhHiC23_g11104.t1	TREG1_15990.1
OG0007233	FhHiC23_g9871.t1	TREG1_135410.1
OG0007234	FhHiC23_g7119.t1	TREG1_86960.1
OG0007235	FhHiC23_g15627.t1	TREG1_27650.1
OG0007236	FhHiC23_g12949.t1	TREG1_19200.1
OG0007237	FhHiC23_g2697.t1	TREG1_105320.1
OG0007239	FhHiC23_g1094.t1	TREG1_96220.1, TREG1_96220.2
OG0007240	FhHiC23_g922.t1	TREG1_99490.1
OG0007241	FhHiC23_g14273.t1	TREG1_56370.1
OG0007242	FhHiC23_g14296.t1, FhHiC23_g14296.t2	TREG1_39420.1
OG0007243	FhHiC23_g5033.t1	TREG1_39690.1
OG0007244	FhHiC23_g2421.t1	TREG1_138790.1, TREG1_138790.3, TREG1_138790.2
OG0007245	FhHiC23_g750.t1	TREG1_63390.1
OG0007246	FhHiC23_g1118.t1	TREG1_71880.1
OG0007247	FhHiC23_g1724.t1	TREG1_66550.1
OG0007248	FhHiC23_g10456.t1	TREG1_35260.1
OG0007249	FhHiC23_g3923.t1	TREG1_113360.1
OG0007251	FhHiC23_g5622.t1	TREG1_50910.1
OG0007252	FhHiC23_g12914.t1, FhHiC23_g12914.t2	TREG1_29750.1
OG0007253	FhHiC23_g1563.t1	TREG1_75520.1
OG0007254	FhHiC23_g663.t1	TREG1_105540.1
OG0007255	FhHiC23_g2479.t1	TREG1_103300.1
OG0007257	FhHiC23_g2378.t1	TREG1_61710.1
OG0007258	FhHiC23_g9916.t1, FhHiC23_g9916.t2	TREG1_131250.1, TREG1_131250.2
OG0007259	FhHiC23_g12598.t1	TREG1_15330.1
OG0007260	FhHiC23_g366.t1	TREG1_106080.1
OG0007261	FhHiC23_g6238.t1	TREG1_33230.1
OG0007262	FhHiC23_g3842.t1, FhHiC23_g3842.t2	TREG1_118150.1
OG0007263	FhHiC23_g11890.t1	TREG1_113280.1
OG0007265	FhHiC23_g10318.t1	TREG1_51600.1
OG0007266	FhHiC23_g8499.t1	TREG1_84360.1
OG0007267	FhHiC23_g16276.t1	TREG1_124850.1
OG0007269	FhHiC23_g15600.t1	TREG1_24870.1
OG0007271	FhHiC23_g12831.t1, FhHiC23_g12831.t2	TREG1_7070.1
OG0007272	FhHiC23_g13243.t1	TREG1_4600.1
OG0007273	FhHiC23_g13221.t1	TREG1_7550.1
OG0007275	FhHiC23_g4657.t1	TREG1_49240.1
OG0007276	FhHiC23_g5611.t1, FhHiC23_g5611.t2	TREG1_52390.1
OG0007277	FhHiC23_g1975.t1	TREG1_67360.1
OG0007278	FhHiC23_g14511.t1	TREG1_42420.1
OG0007279	FhHiC23_g4011.t1	TREG1_118230.1
OG0007280	FhHiC23_g3048.t1	TREG1_104210.1
OG0007281	FhHiC23_g2679.t1	TREG1_103940.1
OG0007282	FhHiC23_g7703.t1	TREG1_86130.1
OG0007283	FhHiC23_g3314.t1	TREG1_71910.1
OG0007284	FhHiC23_g15126.t1	TREG1_21170.1
OG0007285	FhHiC23_g13984.t1	TREG1_140040.1
OG0007286	FhHiC23_g1713.t1	TREG1_74990.1
OG0007288	FhHiC23_g511.t1	TREG1_109890.1
OG0007289	FhHiC23_g7503.t1	TREG1_81200.1
OG0007290	FhHiC23_g6479.t1	TREG1_43960.1
OG0007291	FhHiC23_g1842.t1	TREG1_69700.1
OG0007292	FhHiC23_g562.t1	TREG1_68790.1, TREG1_71010.1, TREG1_71020.1, TREG1_71030.1
OG0007293	FhHiC23_g2091.t1	TREG1_63010.1
OG0007294	FhHiC23_g2998.t1	TREG1_103070.1
OG0007295	FhHiC23_g12292.t1, FhHiC23_g12292.t2	TREG1_13480.1
OG0007296	FhHiC23_g8463.t1, FhHiC23_g8463.t2	TREG1_83040.1
OG0007297	FhHiC23_g15871.t1	TREG1_120280.1
OG0007298	FhHiC23_g14732.t1	TREG1_30960.1
OG0007299	FhHiC23_g2962.t1	TREG1_108460.1
OG0007300	FhHiC23_g10258.t1	TREG1_109190.1, TREG1_109180.1, TREG1_35760.1
OG0007301	FhHiC23_g5793.t1	TREG1_37150.1
OG0007302	FhHiC23_g3524.t1, FhHiC23_g3524.t2	TREG1_110180.1
OG0007303	FhHiC23_g4247.t1	TREG1_114220.1
OG0007304	FhHiC23_g13949.t2, FhHiC23_g13949.t1	TREG1_39220.1
OG0007305	FhHiC23_g326.t1	TREG1_77150.1
OG0007306	FhHiC23_g2970.t1	TREG1_95610.1
OG0007307	FhHiC23_g550.t1	TREG1_65780.1
OG0007308	FhHiC23_g2136.t2, FhHiC23_g2136.t1	TREG1_96060.2, TREG1_96090.1, TREG1_96060.3
OG0007309	FhHiC23_g8182.t1	TREG1_80900.1
OG0007310	FhHiC23_g2711.t1	TREG1_64570.1
OG0007311	FhHiC23_g13742.t1	TREG1_4780.1
OG0007312	FhHiC23_g13017.t1	TREG1_11800.1, TREG1_11800.2
OG0007313	FhHiC23_g3417.t1	TREG1_104330.1, TREG1_104330.2
OG0007314	FhHiC23_g1057.t1	TREG1_63460.1
OG0007315	FhHiC23_g4268.t1	TREG1_118020.1
OG0007316	FhHiC23_g5299.t1, FhHiC23_g5299.t2	TREG1_53880.1
OG0007317	FhHiC23_g6140.t1	TREG1_54390.1
OG0007318	FhHiC23_g13079.t1	TREG1_3060.1
OG0007319	FhHiC23_g2099.t1, FhHiC23_g2099.t2	TREG1_67130.1
OG0007320	FhHiC23_g5166.t1	TREG1_41100.1
OG0007321	FhHiC23_g12679.t1	TREG1_19550.1
OG0007323	FhHiC23_g2964.t1	TREG1_101870.1
OG0007325	FhHiC23_g10808.t1	TREG1_14670.1
OG0007326	FhHiC23_g2668.t1	TREG1_138810.1
OG0007327	FhHiC23_g13559.t1, FhHiC23_g13559.t2, FhHiC23_g13559.t3	TREG1_12460.1
OG0007328	FhHiC23_g5369.t1	TREG1_48410.1
OG0007329	FhHiC23_g15293.t1	TREG1_17780.1
OG0007330	FhHiC23_g6824.t1, FhHiC23_g6824.t2	TREG1_79480.1
OG0007331	FhHiC23_g1708.t1	TREG1_75890.1
OG0007332	FhHiC23_g5421.t1	TREG1_50560.1
OG0007334	FhHiC23_g16289.t1	TREG1_129960.1
OG0007335	FhHiC23_g11566.t1, FhHiC23_g11566.t2	TREG1_5370.1
OG0007336	FhHiC23_g5170.t1, FhHiC23_g5170.t2	TREG1_44800.1
OG0007337	FhHiC23_g6865.t1	TREG1_87480.1, TREG1_87470.1
OG0007338	FhHiC23_g7795.t1	TREG1_88450.1
OG0007339	FhHiC23_g2357.t1	TREG1_128000.1, TREG1_64460.1
OG0007340	FhHiC23_g10725.t1	TREG1_14920.1
OG0007342	FhHiC23_g5964.t1	TREG1_44670.1
OG0007343	FhHiC23_g1634.t1	TREG1_68560.1
OG0007344	FhHiC23_g13478.t1	TREG1_28570.1
OG0007345	FhHiC23_g3139.t1	TREG1_100360.1, TREG1_100360.2
OG0007346	FhHiC23_g9308.t1	TREG1_132290.1
OG0007347	FhHiC23_g11794.t1	TREG1_21990.1
OG0007348	FhHiC23_g12981.t1	TREG1_12240.1
OG0007350	FhHiC23_g487.t2, FhHiC23_g487.t4	TREG1_69290.1
OG0007351	FhHiC23_g13157.t1	TREG1_15410.1
OG0007352	FhHiC23_g1494.t1	TREG1_75570.1
OG0007353	FhHiC23_g5070.t1, FhHiC23_g5071.t1	TREG1_51680.1, TREG1_51700.1
OG0007355	FhHiC23_g10655.t1	TREG1_8790.1
OG0007356	FhHiC23_g10830.t1	TREG1_10460.1, TREG1_74160.1
OG0007357	FhHiC23_g12288.t1, FhHiC23_g12289.t1	TREG1_1150.1
OG0007358	FhHiC23_g13174.t1	TREG1_4140.1
OG0007359	FhHiC23_g16657.t1	TREG1_121970.1
OG0007360	FhHiC23_g1930.t1, FhHiC23_g1931.t1, FhHiC23_g1931.t2	TREG1_76580.1
OG0007361	FhHiC23_g2101.t1, FhHiC23_g2101.t2	TREG1_66990.1
OG0007362	FhHiC23_g2255.t1	TREG1_67070.1
OG0007363	FhHiC23_g2918.t1	TREG1_109110.1
OG0007364	FhHiC23_g4729.t1	TREG1_47320.1
OG0007365	FhHiC23_g6803.t1, FhHiC23_g6803.t2	TREG1_80180.1, TREG1_80180.2
OG0007366	FhHiC23_g6852.t1	TREG1_86450.1, TREG1_86450.2
OG0007367	FhHiC23_g7742.t2	TREG1_86550.1
OG0007413	FhHiC23_g1446.t1	TREG1_74790.1
OG0007414	FhHiC23_g11737.t1	TREG1_15160.1
OG0007415	FhHiC23_g14404.t1	TREG1_39290.1
OG0007416	FhHiC23_g1864.t1	TREG1_77340.1
OG0007417	FhHiC23_g13093.t1	TREG1_111780.2, TREG1_111780.3
OG0007418	FhHiC23_g469.t1	TREG1_100450.1
OG0007419	FhHiC23_g13515.t1, FhHiC23_g13515.t2	TREG1_3130.1
OG0007420	FhHiC23_g15102.t1	TREG1_16450.1
OG0007421	FhHiC23_g10106.t1	TREG1_132940.1
OG0007423	FhHiC23_g11007.t1	TREG1_15770.1
OG0007424	FhHiC23_g14261.t1	TREG1_41980.1
OG0007425	FhHiC23_g3193.t1, FhHiC23_g3193.t2	TREG1_63620.1
OG0007426	FhHiC23_g16311.t1	TREG1_126040.1
OG0007427	FhHiC23_g15950.t2, FhHiC23_g15950.t1	TREG1_125430.1
OG0007428	FhHiC23_g11317.t1	TREG1_24510.1
OG0007429	FhHiC23_g15800.t1	TREG1_23860.1
OG0007430	FhHiC23_g6702.t1	TREG1_67090.1
OG0007431	FhHiC23_g3537.t1	TREG1_117790.1
OG0007432	FhHiC23_g1009.t1	TREG1_68400.1
OG0007433	FhHiC23_g7663.t1	TREG1_90230.1, TREG1_90230.2
OG0007434	FhHiC23_g7665.t1	TREG1_90260.1
OG0007435	FhHiC23_g8133.t1	TREG1_87230.1
OG0007436	FhHiC23_g14613.t1	TREG1_33840.1
OG0007437	FhHiC23_g579.t1	TREG1_70700.1
OG0007439	FhHiC23_g10962.t1	TREG1_13770.1
OG0007440	FhHiC23_g11999.t1	TREG1_111600.1
OG0007441	FhHiC23_g7387.t1	TREG1_83950.1
OG0007442	FhHiC23_g4998.t1	TREG1_52980.1
OG0007443	FhHiC23_g13715.t1	TREG1_8870.1
OG0007444	FhHiC23_g4643.t1	TREG1_85450.1
OG0007445	FhHiC23_g6533.t1	TREG1_36750.1
OG0007446	FhHiC23_g10985.t1	TREG1_6600.1
OG0007447	FhHiC23_g5525.t1	TREG1_45700.1
OG0007448	FhHiC23_g4688.t1	TREG1_51890.1
OG0007449	FhHiC23_g2735.t1	TREG1_32630.1
OG0007450	FhHiC23_g7659.t1	TREG1_90860.1
OG0007451	FhHiC23_g13283.t1	TREG1_13360.1
OG0007452	FhHiC23_g6371.t1	TREG1_53680.1
OG0007453	FhHiC23_g1941.t1	TREG1_104620.1
OG0007454	FhHiC23_g4664.t1	TREG1_47890.1
OG0007456	FhHiC23_g13276.t1	TREG1_10330.1
OG0007457	FhHiC23_g6536.t1	TREG1_46700.1
OG0007458	FhHiC23_g5975.t1	TREG1_52650.1, TREG1_52650.2
OG0007459	FhHiC23_g13512.t1	TREG1_15180.1
OG0007460	FhHiC23_g1776.t1	TREG1_75680.1
OG0007461	FhHiC23_g1514.t1	TREG1_104880.1, TREG1_141730.1
OG0007462	FhHiC23_g6638.t1	TREG1_38270.1
OG0007463	FhHiC23_g2889.t1	TREG1_97110.1
OG0007464	FhHiC23_g14073.t1	TREG1_56040.1
OG0007465	FhHiC23_g9421.t1	TREG1_134240.1
OG0007466	FhHiC23_g6391.t1	TREG1_51080.1
OG0007467	FhHiC23_g1785.t1, FhHiC23_g1785.t2	TREG1_74870.1
OG0007469	FhHiC23_g761.t1	TREG1_94950.1
OG0007470	FhHiC23_g887.t1	TREG1_104510.1, TREG1_104510.2
OG0007471	FhHiC23_g1394.t1	TREG1_76340.1
OG0007472	FhHiC23_g5788.t1	TREG1_43250.1
OG0007473	FhHiC23_g9566.t1	TREG1_37430.1
OG0007474	FhHiC23_g10008.t1	TREG1_61080.1
OG0007475	FhHiC23_g5004.t1	TREG1_45600.1
OG0007476	FhHiC23_g1598.t1	TREG1_95750.1
OG0007477	FhHiC23_g1130.t1	TREG1_66060.1
OG0007478	FhHiC23_g5995.t1	TREG1_36680.1
OG0007479	FhHiC23_g10796.t1	TREG1_17070.1
OG0007480	FhHiC23_g8655.t1	TREG1_124450.1
OG0007481	FhHiC23_g7774.t1	TREG1_91230.1
OG0007482	FhHiC23_g1320.t1	TREG1_63040.1
OG0007483	FhHiC23_g4930.t1	TREG1_39330.1
OG0007484	FhHiC23_g6754.t1	TREG1_94280.1
OG0007485	FhHiC23_g7752.t1	TREG1_77790.1
OG0007486	FhHiC23_g2491.t1	TREG1_95870.1
OG0007488	FhHiC23_g1117.t1	TREG1_75350.1
OG0007489	FhHiC23_g1427.t1	TREG1_72670.1
OG0007490	FhHiC23_g16439.t1	TREG1_120580.1
OG0007491	FhHiC23_g2206.t1	TREG1_68880.1
OG0007492	FhHiC23_g3862.t1	TREG1_110760.1
OG0007494	FhHiC23_g11348.t1	TREG1_15030.1
OG0007495	FhHiC23_g3127.t1	TREG1_107870.1
OG0007496	FhHiC23_g8493.t1	TREG1_81940.1
OG0007497	FhHiC23_g295.t1, FhHiC23_g294.t1	TREG1_74680.1
OG0007498	FhHiC23_g15585.t2, FhHiC23_g15585.t1	TREG1_28930.1, TREG1_28920.1
OG0007499	FhHiC23_g807.t1	TREG1_66460.1
OG0007500	FhHiC23_g5105.t1	TREG1_55580.1
OG0007501	FhHiC23_g1027.t1	TREG1_61280.1
OG0007502	FhHiC23_g14992.t1	TREG1_131540.1
OG0007503	FhHiC23_g126.t1	TREG1_72520.1
OG0007504	FhHiC23_g12839.t1	TREG1_12210.1, TREG1_12210.2
OG0007505	FhHiC23_g624.t1	TREG1_71730.1
OG0007506	FhHiC23_g9877.t1	TREG1_135370.1, TREG1_135370.2
OG0007507	FhHiC23_g7035.t1	TREG1_83530.1
OG0007509	FhHiC23_g13702.t1	TREG1_330.1
OG0007510	FhHiC23_g7763.t1	TREG1_80610.1
OG0007512	FhHiC23_g1185.t1	TREG1_62820.1
OG0007513	FhHiC23_g4658.t1	TREG1_49220.1
OG0007514	FhHiC23_g503.t1, FhHiC23_g502.t1	TREG1_109200.1
OG0007515	FhHiC23_g16699.t1	TREG1_121960.1
OG0007516	FhHiC23_g14440.t1	TREG1_31490.1
OG0007517	FhHiC23_g10013.t1	TREG1_34110.1
OG0007518	FhHiC23_g14587.t1	TREG1_43300.1
OG0007519	FhHiC23_g9942.t1, FhHiC23_g9943.t1, FhHiC23_g9941.t1, FhHiC23_g9944.t1	TREG1_37340.1
OG0007520	FhHiC23_g9947.t1	TREG1_37370.1, TREG1_37370.2
OG0007521	FhHiC23_g9644.t1	TREG1_34120.1
OG0007522	FhHiC23_g2606.t1	TREG1_57650.1
OG0007523	FhHiC23_g11332.t2, FhHiC23_g11332.t1	TREG1_7960.1
OG0007524	FhHiC23_g2834.t1	TREG1_107500.1
OG0007525	FhHiC23_g538.t1	TREG1_102820.1
OG0007526	FhHiC23_g10253.t1	TREG1_35740.1, TREG1_35730.1
OG0007528	FhHiC23_g5684.t1	TREG1_50200.1
OG0007529	FhHiC23_g11176.t1	TREG1_17360.1
OG0007530	FhHiC23_g4969.t1	TREG1_39810.1
OG0007531	FhHiC23_g4631.t2	TREG1_55480.1, TREG1_55480.2
OG0007532	FhHiC23_g4603.t1, FhHiC23_g7610.t1	TREG1_80860.1
OG0007534	FhHiC23_g12589.t1	TREG1_10420.1
OG0007535	FhHiC23_g16361.t1	TREG1_129620.1
OG0007538	FhHiC23_g11283.t1	TREG1_19720.1
OG0007539	FhHiC23_g15073.t1	TREG1_21560.1
OG0007540	FhHiC23_g4341.t1	TREG1_122790.1
OG0007541	FhHiC23_g12802.t1	TREG1_8960.1
OG0007543	FhHiC23_g11825.t1	TREG1_26850.1
OG0007544	FhHiC23_g6138.t1	TREG1_54360.1
OG0007545	FhHiC23_g3767.t1	TREG1_116350.1
OG0007546	FhHiC23_g557.t1	TREG1_68760.1
OG0007547	FhHiC23_g13831.t1	TREG1_14440.1
OG0007548	FhHiC23_g12850.t1	TREG1_3690.1, TREG1_3700.1
OG0007550	FhHiC23_g8101.t1	TREG1_89400.1
OG0007551	FhHiC23_g8103.t1	TREG1_31990.1, TREG1_78140.1
OG0007552	FhHiC23_g10305.t1	TREG1_59010.1
OG0007553	FhHiC23_g15138.t1	TREG1_27570.1
OG0007554	FhHiC23_g5695.t1	TREG1_50220.1
OG0007555	FhHiC23_g6139.t1	TREG1_54380.1
OG0007556	FhHiC23_g12317.t1	TREG1_230.1, TREG1_230.2, TREG1_144440.2, TREG1_138840.1, TREG1_144440.1, TREG1_144440.3, TREG1_144440.4, TREG1_136760.1, TREG1_290.1, TREG1_136750.1, TREG1_260.1, TREG1_280.1
OG0007557	FhHiC23_g3218.t1	TREG1_112790.1
OG0007557	FhHiC23_g8155.t1	TREG1_121510.1
OG0007560	FhHiC23_g14713.t1	TREG1_57090.1
OG0007561	FhHiC23_g9046.t1	TREG1_54640.1
OG0007563	FhHiC23_g3847.t2	TREG1_113150.1
OG0007564	FhHiC23_g2654.t1	TREG1_98870.1
OG0007565	FhHiC23_g9516.t1	TREG1_32610.1
OG0007566	FhHiC23_g6946.t1	TREG1_93460.1
OG0007569	FhHiC23_g11811.t1	TREG1_30080.1
OG0007570	FhHiC23_g14678.t1	TREG1_33820.1, TREG1_33820.2
OG0007571	FhHiC23_g16184.t1	TREG1_124160.1
OG0007572	FhHiC23_g2392.t1	TREG1_99130.1
OG0007573	FhHiC23_g6825.t1	TREG1_79490.1
OG0007574	FhHiC23_g16700.t2, FhHiC23_g16700.t3	TREG1_122540.1
OG0007575	FhHiC23_g2413.t1	TREG1_99040.1, TREG1_99040.2
OG0007576	FhHiC23_g15148.t1	TREG1_23740.1
OG0007577	FhHiC23_g2621.t1, FhHiC23_g2621.t2	TREG1_108750.1
OG0007578	FhHiC23_g16256.t1	TREG1_121200.1
OG0007579	FhHiC23_g11565.t1	TREG1_5360.1
OG0007580	FhHiC23_g14435.t1	TREG1_36180.1
OG0007581	FhHiC23_g16511.t1	TREG1_125900.1
OG0007582	FhHiC23_g15192.t1	TREG1_19400.1
OG0007584	FhHiC23_g8477.t1	TREG1_90480.1
OG0007587	FhHiC23_g9744.t1	TREG1_58930.1, TREG1_58930.2
OG0007588	FhHiC23_g10241.t1	TREG1_35490.1
OG0007589	FhHiC23_g1064.t1	TREG1_63470.1
OG0007593	FhHiC23_g12515.t1	TREG1_12510.1
OG0007594	FhHiC23_g1276.t1	TREG1_65940.1
OG0007595	FhHiC23_g13992.t1	TREG1_44250.1
OG0007597	FhHiC23_g16274.t1	TREG1_121060.1
OG0007598	FhHiC23_g16312.t1	TREG1_126030.1
OG0007599	FhHiC23_g16505.t1	TREG1_121010.1
OG0007601	FhHiC23_g2424.t1	TREG1_102790.1
OG0007602	FhHiC23_g2948.t1	TREG1_101510.1
OG0007603	FhHiC23_g4888.t1	TREG1_57840.1
OG0007604	FhHiC23_g5134.t1	TREG1_47870.1
OG0007605	FhHiC23_g5284.t1	TREG1_52240.1
OG0007606	FhHiC23_g7198.t1	TREG1_79780.1
OG0007607	FhHiC23_g7527.t1	TREG1_81510.1
OG0007608	FhHiC23_g8561.t1	TREG1_94620.1
OG0007609	FhHiC23_g9323.t1	TREG1_134090.1
OG0007610	FhHiC23_g981.t1	TREG1_98140.2, TREG1_98140.3, TREG1_98140.1
OG0007666	FhHiC23_g3142.t1, FhHiC23_g3142.t2	TREG1_103880.1
OG0007667	FhHiC23_g16644.t1	TREG1_122580.1
OG0007668	FhHiC23_g2271.t1	TREG1_106330.1
OG0007669	FhHiC23_g6924.t1	TREG1_82910.1, TREG1_82920.1
OG0007670	FhHiC23_g12311.t1	TREG1_5010.1
OG0007671	FhHiC23_g13565.t1	TREG1_12720.1
OG0007673	FhHiC23_g16603.t1	TREG1_120650.1
OG0007675	FhHiC23_g5770.t1	TREG1_48420.1
OG0007678	FhHiC23_g402.t1	TREG1_71780.1
OG0007681	FhHiC23_g9233.t1	TREG1_134380.1
OG0007682	FhHiC23_g16542.t1	TREG1_128150.1
OG0007684	FhHiC23_g2895.t1	TREG1_103230.1
OG0007685	FhHiC23_g13107.t1	TREG1_10370.1
OG0007686	FhHiC23_g2125.t1	TREG1_69840.1, TREG1_69850.1
OG0007687	FhHiC23_g9573.t1	TREG1_68240.1
OG0007688	FhHiC23_g13156.t1	TREG1_15390.1
OG0007689	FhHiC23_g11580.t1	TREG1_5790.1
OG0007690	FhHiC23_g16052.t1	TREG1_121780.1
OG0007691	FhHiC23_g7284.t1	TREG1_78340.1
OG0007692	FhHiC23_g12128.t1	TREG1_27070.1
OG0007693	FhHiC23_g4695.t1	TREG1_51220.1
OG0007694	FhHiC23_g6956.t1	TREG1_88150.1
OG0007695	FhHiC23_g14603.t2, FhHiC23_g14603.t1	TREG1_40390.4, TREG1_40390.5, TREG1_40390.1, TREG1_40390.2, TREG1_40390.3
OG0007696	FhHiC23_g7293.t1	TREG1_78240.1
OG0007697	FhHiC23_g14857.t1	TREG1_56960.1
OG0007698	FhHiC23_g2000.t1	TREG1_73910.1
OG0007699	FhHiC23_g8448.t1	TREG1_89140.1
OG0007700	FhHiC23_g15236.t1	TREG1_25350.1
OG0007701	FhHiC23_g722.t1	TREG1_71500.1
OG0007704	FhHiC23_g11888.t1	TREG1_18160.1
OG0007706	FhHiC23_g2852.t1	TREG1_102030.1, TREG1_102040.1
OG0007707	FhHiC23_g4769.t1, FhHiC23_g4769.t2	TREG1_140270.1, TREG1_138010.1, TREG1_140260.1
OG0007708	FhHiC23_g15232.t1	TREG1_20010.1
